,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity
2023-10-27,8.675,9.1219,8.3447,8.6944,307970.0
2023-10-28,8.675,9.1219,8.3447,8.6944,307970.0
2023-10-29,8.675,9.1219,8.3447,8.6944,307970.0
2023-10-30,8.6847,8.8304,8.5536,8.7916,203049.0
2023-10-31,8.7624,8.9859,8.7382,8.9762,204419.0
2023-11-01,9.0539,9.083,8.7624,8.7916,113747.0
2023-11-02,8.879,9.0442,8.7527,9.0442,124784.0
2023-11-03,9.1024,9.2579,9.015,9.0442,131637.0
2023-11-04,9.1024,9.2579,9.015,9.0442,131637.0
2023-11-05,9.1024,9.2579,9.015,9.0442,131637.0
2023-11-06,9.1316,9.1316,8.7624,8.8499,182605.0
2023-11-07,8.7333,8.743,8.4224,8.5681,164053.0
2023-11-08,8.4807,8.5973,8.4807,8.5487,117132.0
2023-11-09,8.5681,8.6264,8.4224,8.4321,133117.0
2023-11-10,8.5001,8.5973,8.4224,8.5487,211651.0
2023-11-11,8.5001,8.5973,8.4224,8.5487,211651.0
2023-11-12,8.5001,8.5973,8.4224,8.5487,211651.0
2023-11-13,8.5584,8.6925,8.4807,8.6459,128468.0
2023-11-14,8.8402,9.0344,8.7624,9.0344,164049.0
2023-11-15,9.015,9.1122,8.6944,8.743,165113.0
2023-11-16,8.6847,8.6847,8.2281,8.3156,186667.0
2023-11-17,8.4516,8.5639,8.4127,8.4613,142351.0
2023-11-18,8.4516,8.5639,8.4127,8.4613,142351.0
2023-11-19,8.4516,8.5639,8.4127,8.4613,142351.0
2023-11-20,8.5681,8.607,8.471,8.5196,104055.0
2023-11-21,8.4224,8.4904,8.335,8.4321,118854.0
2023-11-22,8.3253,8.5099,8.199,8.4807,102692.0
2023-11-23,8.3253,8.5099,8.199,8.4807,102692.0
2023-11-24,8.4807,8.6799,8.4613,8.6167,47595.0
2023-11-25,8.4807,8.6799,8.4613,8.6167,47595.0
2023-11-26,8.4807,8.6799,8.4613,8.6167,47595.0
2023-11-27,8.5293,8.5293,8.3447,8.3544,83983.0
2023-11-28,8.4127,8.4127,8.1893,8.2864,119447.0
2023-11-29,8.3739,8.4613,8.3156,8.403,230601.0
2023-11-30,8.5015,8.6493,8.3932,8.4326,246725.0
2023-12-01,8.4227,8.6,8.403,8.4917,202864.0
2023-12-02,8.4227,8.6,8.403,8.4917,202864.0
2023-12-03,8.4227,8.6,8.403,8.4917,202864.0
2023-12-04,8.5015,8.5853,8.3735,8.5606,112793.0
2023-12-05,8.5508,8.5508,8.206,8.2158,78325.0
2023-12-06,8.2158,8.3045,8.0188,8.0878,220654.0
2023-12-07,8.1469,8.1469,7.9696,8.0681,129852.0
2023-12-08,8.1272,8.1272,7.9843,8.0582,181194.0
2023-12-09,8.1272,8.1272,7.9843,8.0582,181194.0
2023-12-10,8.1272,8.1272,7.9843,8.0582,181194.0
2023-12-11,8.0779,8.1173,7.871,7.9794,176556.0
2023-12-12,7.8612,7.9302,7.6346,7.8513,300672.0
2023-12-13,7.8119,8.0336,7.7824,7.9794,514595.0
2023-12-14,8.137,8.403,8.0188,8.1764,424036.0
2023-12-15,8.2158,8.2355,7.9893,8.0484,452239.0
2023-12-16,8.2158,8.2355,7.9893,8.0484,452239.0
2023-12-17,8.2158,8.2355,7.9893,8.0484,452239.0
2023-12-18,8.1666,8.403,8.0336,8.0582,192789.0
2023-12-19,8.1075,8.3833,8.0582,8.2749,329044.0
2023-12-20,8.3636,8.3932,8.0385,8.0484,209992.0
2023-12-21,8.1173,8.1666,8.0189,8.0484,162421.0
2023-12-22,8.1173,8.2257,8.0779,8.0976,178091.0
2023-12-23,8.1173,8.2257,8.0779,8.0976,178091.0
2023-12-24,8.1173,8.2257,8.0779,8.0976,178091.0
2023-12-25,8.1173,8.2257,8.0779,8.0976,178091.0
2023-12-26,8.1764,8.2527,8.0385,8.1075,1081696.0
2023-12-27,8.1567,8.3242,7.7036,7.7824,1104981.0
2023-12-28,7.7627,7.9696,7.4376,7.8809,2432315.0
2023-12-29,7.9104,8.0305,7.8169,7.8415,549648.0
2023-12-30,7.9104,8.0305,7.8169,7.8415,549648.0
2023-12-31,7.9104,8.0305,7.8169,7.8415,549648.0
2024-01-01,7.9104,8.0305,7.8169,7.8415,549648.0
2024-01-02,7.8809,7.9893,7.7725,7.8513,441802.0
2024-01-03,7.8119,7.8957,7.6248,7.7233,549713.0
2024-01-04,7.7725,7.7725,7.5509,7.5854,396769.0
2024-01-05,7.5952,7.7479,7.5706,7.7036,427733.0
2024-01-06,7.5952,7.7479,7.5706,7.7036,427733.0
2024-01-07,7.5952,7.7479,7.5706,7.7036,427733.0
2024-01-08,7.5263,7.6297,7.2406,7.5755,672115.0
2024-01-09,7.5854,7.5854,7.2258,7.2898,310351.0
2024-01-10,7.2504,7.2504,7.0337,7.083,354250.0
2024-01-11,7.1125,7.1125,6.9056,6.9155,366285.0
2024-01-12,7.0731,7.1322,6.8761,6.9155,245235.0
2024-01-13,7.0731,7.1322,6.8761,6.9155,245235.0
2024-01-14,7.0731,7.1322,6.8761,6.9155,245235.0
2024-01-15,7.0731,7.1322,6.8761,6.9155,245235.0
2024-01-16,6.8958,6.9253,6.5953,6.6495,672658.0
2024-01-17,6.5608,6.6791,6.4919,6.6298,596669.0
2024-01-18,6.6594,6.6889,6.5116,6.6397,284532.0
2024-01-19,6.6594,6.8662,6.5805,6.8465,499113.0
2024-01-20,6.6594,6.8662,6.5805,6.8465,499113.0
2024-01-21,6.6594,6.8662,6.5805,6.8465,499113.0
2024-01-22,6.8465,7.1519,6.8071,7.1027,684319.0
2024-01-23,7.1421,7.3243,7.1125,7.3095,642408.0
2024-01-24,7.3785,7.5706,7.3391,7.477,410367.0
2024-01-25,7.5952,7.7036,7.4376,7.7036,333276.0
2024-01-26,7.7627,7.8021,7.6839,7.743,410314.0
2024-01-27,7.7627,7.8021,7.6839,7.743,410314.0
2024-01-28,7.7627,7.8021,7.6839,7.743,410314.0
2024-01-29,7.6543,7.7134,7.5115,7.7134,350005.0
2024-01-30,7.5854,7.6937,7.3785,7.6445,204029.0
2024-01-31,7.6445,7.6445,7.3686,7.3883,297045.0
2024-02-01,7.4573,7.5115,7.3046,7.3194,509515.0
2024-02-02,7.1421,7.2898,7.0436,7.1716,761869.0
2024-02-03,7.1421,7.2898,7.0436,7.1716,761869.0
2024-02-04,7.1421,7.2898,7.0436,7.1716,761869.0
2024-02-05,7.1027,7.2603,7.0436,7.2307,476747.0
2024-02-06,7.2307,7.477,7.2307,7.4179,241867.0
2024-02-07,7.408,7.408,7.1618,7.2209,505722.0
2024-02-08,7.211,7.4327,7.1913,7.3982,349386.0
2024-02-09,7.4179,7.4425,7.3391,7.408,389848.0
2024-02-10,7.4179,7.4425,7.3391,7.408,389848.0
2024-02-11,7.4179,7.4425,7.3391,7.408,389848.0
2024-02-12,7.4376,7.6198,7.4179,7.4671,300670.0
2024-02-13,7.3489,7.3686,7.0879,7.1618,539670.0
2024-02-14,7.2209,7.2948,7.1125,7.211,281288.0
2024-02-15,7.2504,7.7331,7.2504,7.7331,525446.0
2024-02-16,7.6642,7.674,7.5164,7.5558,281379.0
2024-02-17,7.6642,7.674,7.5164,7.5558,281379.0
2024-02-18,7.6642,7.674,7.5164,7.5558,281379.0
2024-02-19,7.6642,7.674,7.5164,7.5558,281379.0
2024-02-20,7.546,7.7578,7.4277,7.674,346227.0
2024-02-21,7.6839,7.8108,7.5903,7.6642,310286.0
2024-02-22,7.6543,7.7233,7.5657,7.6051,322773.0
2024-02-23,7.5361,7.6543,7.408,7.6543,347153.0
2024-02-24,7.5361,7.6543,7.408,7.6543,347153.0
2024-02-25,7.5361,7.6543,7.408,7.6543,347153.0
2024-02-26,7.6543,7.7134,7.546,7.5952,224353.0
2024-02-27,7.3785,8.2749,7.3785,8.2454,543959.0
2024-02-28,8.0681,8.3131,7.9942,8.0779,296007.0
2024-02-29,8.137,8.3981,8.1006,8.3439,905985.0
2024-03-01,8.4326,8.5705,8.2552,8.3833,294847.0
2024-03-02,8.4326,8.5705,8.2552,8.3833,294847.0
2024-03-03,8.4326,8.5705,8.2552,8.3833,294847.0
2024-03-04,8.3833,8.4326,8.0188,8.0287,501916.0
2024-03-05,7.9893,8.1321,7.8907,7.9991,554757.0
2024-03-06,8.1173,8.2749,7.9055,7.9794,597868.0
2024-03-07,7.9893,8.1617,7.9302,7.94,401491.0
2024-03-08,8.03,8.355,7.9671,8.32,618707.0
2024-03-09,8.03,8.355,7.9671,8.32,618707.0
2024-03-10,8.03,8.355,7.9671,8.32,618707.0
2024-03-11,8.21,8.395,8.21,8.34,358204.0
2024-03-12,8.32,8.62,8.21,8.55,713524.0
2024-03-13,8.58,8.71,8.325,8.4,267572.0
2024-03-14,8.48,8.51,8.25,8.3,783794.0
2024-03-15,8.29,8.58,8.29,8.54,418130.0
2024-03-16,8.29,8.58,8.29,8.54,418130.0
2024-03-17,8.29,8.58,8.29,8.54,418130.0
2024-03-18,8.53,8.575,8.39,8.49,286914.0
2024-03-19,8.47,8.835,8.47,8.81,540303.0
2024-03-20,8.74,8.86,8.61,8.84,947938.0
2024-03-21,8.87,8.94,8.78,8.91,296269.0
2024-03-22,8.92,8.95,8.59,8.59,172966.0
2024-03-23,8.92,8.95,8.59,8.59,172966.0
2024-03-24,8.92,8.95,8.59,8.59,172966.0
2024-03-25,8.63,8.74,8.575,8.74,508378.0
2024-03-26,8.78,8.78,8.46,8.48,266041.0
2024-03-27,8.5,8.63,8.5,8.61,149850.0
2024-03-28,8.64,8.715,8.57,8.67,675872.0
2024-03-29,8.64,8.715,8.57,8.67,675872.0
2024-03-30,8.64,8.715,8.57,8.67,675872.0
2024-03-31,8.64,8.715,8.57,8.67,675872.0
2024-04-01,8.73,8.77,8.59,8.71,165981.0
2024-04-02,8.7,8.75,8.43,8.66,577941.0
2024-04-03,8.68,8.88,8.68,8.8,252275.0
2024-04-04,8.83,8.87,8.635,8.74,404570.0
2024-04-05,8.82,9.0,8.73,8.94,202614.0
2024-04-06,8.82,9.0,8.73,8.94,202614.0
2024-04-07,8.82,9.0,8.73,8.94,202614.0
2024-04-08,8.97,9.095,8.925,8.96,192722.0
2024-04-09,9.0,9.075,8.915,8.95,168421.0
2024-04-10,8.84,9.06,8.77,8.96,192510.0
2024-04-11,8.96,8.97,8.76,8.81,129355.0
2024-04-12,8.82,8.91,8.51,8.53,137088.0
2024-04-13,8.82,8.91,8.51,8.53,137088.0
2024-04-14,8.82,8.91,8.51,8.53,137088.0
2024-04-15,8.63,8.745,8.48,8.51,267197.0
2024-04-16,8.42,8.42,8.27,8.34,245889.0
2024-04-17,8.36,8.45,8.15,8.16,875289.0
2024-04-18,8.2,8.49,8.2,8.31,397783.0
2024-04-19,8.25,8.6,8.25,8.6,216600.0
2024-04-20,8.25,8.6,8.25,8.6,216600.0
2024-04-21,8.25,8.6,8.25,8.6,216600.0
2024-04-22,8.54,8.54,8.31,8.42,167746.0
2024-04-23,8.43,8.63,8.34,8.6,204232.0
2024-04-24,8.48,8.59,8.42,8.5,151832.0
2024-04-25,8.43,8.5101,8.39,8.46,256569.0
2024-04-26,8.47,9.66,8.47,9.64,1062786.0
2024-04-27,8.47,9.66,8.47,9.64,1062786.0
2024-04-28,8.47,9.66,8.47,9.64,1062786.0
2024-04-29,9.61,9.61,9.16,9.24,612544.0
2024-04-30,9.14,9.14,8.765,8.81,349658.0
2024-05-01,8.77,9.005,8.77,8.87,373325.0
