,BKH US Equity,BKH US Equity,BKH US Equity,BKH US Equity,BKH US Equity
2022-05-30,71.3445,72.0003,70.6655,71.9119,451188.0
2022-05-31,71.2701,71.6143,70.6004,71.3073,373345.0
2022-06-01,71.3073,71.4841,70.4144,71.0469,462907.0
2022-06-02,71.3817,71.3817,69.0935,70.619,373257.0
2022-06-03,70.619,70.9492,69.8842,70.2841,290306.0
2022-06-04,70.619,70.9492,69.8842,70.2841,290306.0
2022-06-05,70.619,70.9492,69.8842,70.2841,290306.0
2022-06-06,71.0376,71.3259,70.3678,70.9818,276327.0
2022-06-07,70.712,71.698,70.4981,71.6887,250603.0
2022-06-08,71.391,71.4468,70.4237,70.5353,286091.0
2022-06-09,70.3027,70.8887,68.9261,69.0098,237174.0
2022-06-10,68.3215,69.6981,67.9494,69.2051,218939.0
2022-06-11,68.3215,69.6981,67.9494,69.2051,218939.0
2022-06-12,68.3215,69.6981,67.9494,69.2051,218939.0
2022-06-13,68.247,68.3587,65.596,66.0053,414561.0
2022-06-14,65.6518,66.0053,63.2706,64.4054,422423.0
2022-06-15,64.8054,65.7542,63.9403,64.8798,481245.0
2022-06-16,64.0985,64.3682,63.2706,63.652,427900.0
2022-06-17,64.1078,64.5914,61.7823,62.1451,765679.0
2022-06-18,64.1078,64.5914,61.7823,62.1451,765679.0
2022-06-19,64.1078,64.5914,61.7823,62.1451,765679.0
2022-06-20,64.1078,64.5914,61.7823,62.1451,765679.0
2022-06-21,62.5637,63.4938,61.9311,63.0381,327587.0
2022-06-22,62.4613,64.6194,62.4613,64.238,293878.0
2022-06-23,64.5914,65.5216,64.4891,65.2705,218668.0
2022-06-24,65.3914,67.0378,65.3914,66.4983,502392.0
2022-06-25,65.3914,67.0378,65.3914,66.4983,502392.0
2022-06-26,65.3914,67.0378,65.3914,66.4983,502392.0
2022-06-27,66.7867,68.0517,66.5076,67.9959,262713.0
2022-06-28,68.6749,69.2051,67.8006,68.0889,268996.0
2022-06-29,67.9029,68.4331,67.0657,67.382,257293.0
2022-06-30,66.9727,67.9633,66.6099,67.6889,260033.0
2022-07-01,68.4796,70.5213,67.708,70.312,371875.0
2022-07-02,68.4796,70.5213,67.708,70.312,371875.0
2022-07-03,68.4796,70.5213,67.708,70.312,371875.0
2022-07-04,68.4796,70.5213,67.708,70.312,371875.0
2022-07-05,69.7632,69.8051,64.8798,66.4053,445424.0
2022-07-06,66.7216,67.7354,65.6984,67.3076,217297.0
2022-07-07,67.2797,67.5494,66.2751,66.303,240741.0
2022-07-08,66.303,66.6053,65.8379,66.1727,175165.0
2022-07-09,66.303,66.6053,65.8379,66.1727,175165.0
2022-07-10,66.303,66.6053,65.8379,66.1727,175165.0
2022-07-11,66.1727,66.9727,66.0797,66.8797,186274.0
2022-07-12,66.5913,67.6052,65.9356,66.3216,191864.0
2022-07-13,65.8286,66.7774,65.3542,66.2007,223965.0
2022-07-14,65.1123,66.5355,65.1123,66.4425,167125.0
2022-07-15,66.8983,67.4564,65.41,67.3262,389902.0
2022-07-16,66.8983,67.4564,65.41,67.3262,389902.0
2022-07-17,66.8983,67.4564,65.41,67.3262,389902.0
2022-07-18,67.6331,67.6331,66.4425,66.5448,228610.0
2022-07-19,67.2238,67.8006,66.9541,67.4378,274361.0
2022-07-20,67.382,67.382,65.596,65.6798,230779.0
2022-07-21,65.2612,65.5867,64.5728,65.5495,182744.0
2022-07-22,66.0239,66.5634,65.5588,66.5448,209235.0
2022-07-23,66.0239,66.5634,65.5588,66.5448,209235.0
2022-07-24,66.0239,66.5634,65.5588,66.5448,209235.0
2022-07-25,66.6471,68.4703,66.2937,68.3959,447417.0
2022-07-26,68.4238,69.6981,68.4238,69.5679,342137.0
2022-07-27,69.3726,69.4888,68.3122,69.1958,397127.0
2022-07-28,69.9028,71.1492,69.4935,71.0748,279850.0
2022-07-29,70.9725,72.5538,70.9725,71.8096,747835.0
2022-07-30,70.9725,72.5538,70.9725,71.8096,747835.0
2022-07-31,70.9725,72.5538,70.9725,71.8096,747835.0
2022-08-01,71.6236,71.7073,70.0237,70.898,303687.0
2022-08-02,71.3352,71.3352,70.3027,70.433,248118.0
2022-08-03,70.2283,70.8143,68.8982,70.8143,313728.0
2022-08-04,71.1585,71.2934,69.3167,69.7911,455490.0
2022-08-05,69.3353,69.3888,68.3959,69.2051,412512.0
2022-08-06,69.3353,69.3888,68.3959,69.2051,412512.0
2022-08-07,69.3353,69.3888,68.3959,69.2051,412512.0
2022-08-08,69.6609,70.219,69.1447,69.447,258327.0
2022-08-09,70.0888,70.9958,69.6795,70.8608,263280.0
2022-08-10,71.1585,71.7538,70.9446,71.4934,372162.0
2022-08-11,71.512,71.8933,70.5771,70.6283,251140.0
2022-08-12,70.9818,72.4142,70.9818,72.3677,250787.0
2022-08-13,70.9818,72.4142,70.9818,72.3677,250787.0
2022-08-14,70.9818,72.4142,70.9818,72.3677,250787.0
2022-08-15,71.9864,72.9909,71.7631,72.8514,197466.0
2022-08-16,72.9258,73.6421,72.9072,73.3351,201935.0
2022-08-17,72.918,74.0709,72.918,73.7991,312209.0
2022-08-18,73.7522,74.3801,73.7522,74.0427,173000.0
2022-08-19,73.8928,74.7738,73.8084,74.1927,248793.0
2022-08-20,73.8928,74.7738,73.8084,74.1927,248793.0
2022-08-21,73.8928,74.7738,73.8084,74.1927,248793.0
2022-08-22,73.8928,74.2442,73.4523,73.6678,261213.0
2022-08-23,73.7803,73.7803,72.8431,72.8524,214808.0
2022-08-24,73.0867,73.0867,72.0839,72.5619,353741.0
2022-08-25,72.6837,73.4991,72.44,73.4898,256588.0
2022-08-26,73.5272,74.1833,73.1242,73.1242,412850.0
2022-08-27,73.5272,74.1833,73.1242,73.1242,412850.0
2022-08-28,73.5272,74.1833,73.1242,73.1242,412850.0
2022-08-29,72.918,73.9303,72.3557,73.0305,244891.0
2022-08-30,72.9462,73.0399,71.306,71.6996,253743.0
2022-08-31,71.4653,71.8377,70.603,70.7436,191412.0
2022-09-01,70.7436,71.9339,70.5562,71.6246,210283.0
2022-09-02,71.7465,72.8805,70.9779,71.0435,393449.0
2022-09-03,71.7465,72.8805,70.9779,71.0435,393449.0
2022-09-04,71.7465,72.8805,70.9779,71.0435,393449.0
2022-09-05,71.7465,72.8805,70.9779,71.0435,393449.0
2022-09-06,71.3247,72.2104,70.6968,70.9217,258917.0
2022-09-07,71.0998,72.7774,71.0998,72.7118,232463.0
2022-09-08,72.44,73.0688,72.1589,72.515,224409.0
2022-09-09,73.3492,73.7803,72.515,73.3492,459334.0
2022-09-10,73.3492,73.7803,72.515,73.3492,459334.0
2022-09-11,73.3492,73.7803,72.515,73.3492,459334.0
2022-09-12,73.396,74.1833,73.2742,73.7897,459609.0
2022-09-13,73.3304,73.7334,71.8777,72.1682,539474.0
2022-09-14,72.3182,73.5085,72.262,72.9368,227296.0
2022-09-15,72.3463,72.5338,71.5122,71.5309,336531.0
2022-09-16,71.3809,71.8402,71.0998,71.6153,661117.0
2022-09-17,71.3809,71.8402,71.0998,71.6153,661117.0
2022-09-18,71.3809,71.8402,71.0998,71.6153,661117.0
2022-09-19,71.0529,72.6087,70.9029,72.5244,330559.0
2022-09-20,72.0183,72.0183,70.2562,71.156,371238.0
2022-09-21,71.8215,72.1682,70.0688,70.0782,364743.0
2022-09-22,69.8064,70.7342,69.3565,70.125,319035.0
2022-09-23,69.6564,69.6564,67.96,68.6817,263746.0
2022-09-24,69.6564,69.6564,67.96,68.6817,263746.0
2022-09-25,69.6564,69.6564,67.96,68.6817,263746.0
2022-09-26,68.3911,68.4427,66.5635,67.1821,268716.0
2022-09-27,67.6694,67.8128,65.0545,65.1201,355082.0
2022-09-28,65.7856,67.2102,65.1107,66.7322,401971.0
2022-09-29,66.0574,66.3385,64.2204,64.8108,463272.0
2022-09-30,65.2138,65.2138,63.3956,63.4799,536761.0
2022-10-01,65.2138,65.2138,63.3956,63.4799,536761.0
2022-10-02,65.2138,65.2138,63.3956,63.4799,536761.0
2022-10-03,64.7265,66.048,64.3703,65.1951,406377.0
2022-10-04,65.3638,66.6713,65.167,66.2261,341893.0
2022-10-05,65.2513,65.2513,63.9204,64.5296,366649.0
2022-10-06,64.1547,64.1547,61.5117,61.5492,430999.0
2022-10-07,61.2024,61.4555,60.2839,60.6682,563252.0
2022-10-08,61.2024,61.4555,60.2839,60.6682,563252.0
2022-10-09,61.2024,61.4555,60.2839,60.6682,563252.0
2022-10-10,60.8556,62.0553,60.7432,61.1743,404312.0
2022-10-11,61.1649,61.9991,60.3776,60.537,716556.0
2022-10-12,60.5088,60.5088,58.6718,58.7093,373659.0
2022-10-13,56.6849,59.3654,55.368,58.5125,1202920.0
2022-10-14,59.0842,59.178,56.966,57.5003,675935.0
2022-10-15,59.0842,59.178,56.966,57.5003,675935.0
2022-10-16,59.0842,59.178,56.966,57.5003,675935.0
2022-10-17,58.4938,60.1902,58.4844,59.3467,613622.0
2022-10-18,60.1996,60.8767,59.7262,60.1339,619357.0
2022-10-19,59.3841,59.8153,58.7843,59.028,425165.0
2022-10-20,59.2248,59.2248,57.0785,57.2472,471267.0
2022-10-21,57.7908,58.1282,56.9286,57.4815,591070.0
2022-10-22,57.7908,58.1282,56.9286,57.4815,591070.0
2022-10-23,57.7908,58.1282,56.9286,57.4815,591070.0
2022-10-24,57.8658,58.7234,57.266,57.7252,430415.0
2022-10-25,57.7533,59.4685,57.5612,59.0467,446070.0
2022-10-26,59.9652,60.5463,59.3654,59.4123,1041819.0
2022-10-27,59.6841,61.2399,59.6841,60.6588,532144.0
2022-10-28,60.8744,61.9991,60.8744,61.7366,606510.0
2022-10-29,60.8744,61.9991,60.8744,61.7366,606510.0
2022-10-30,60.8744,61.9991,60.8744,61.7366,606510.0
2022-10-31,61.6429,61.6992,60.6401,61.268,1201858.0
2022-11-01,61.3617,61.9284,60.6166,61.5398,339945.0
2022-11-02,61.3992,62.6739,60.9119,60.9681,422642.0
2022-11-03,60.3308,60.3308,58.3438,59.4872,660421.0
2022-11-04,60.2464,61.1274,59.4685,60.6776,476385.0
2022-11-05,60.2464,61.1274,59.4685,60.6776,476385.0
2022-11-06,60.2464,61.1274,59.4685,60.6776,476385.0
2022-11-07,60.7713,60.7713,58.5313,59.0467,523172.0
2022-11-08,59.3279,60.2089,58.9999,59.8621,327769.0
2022-11-09,59.4779,60.3776,59.4498,60.1339,423313.0
2022-11-10,61.6335,63.5549,60.9212,63.3487,518273.0
2022-11-11,63.4518,63.4518,62.5989,62.8426,433432.0
2022-11-12,63.4518,63.4518,62.5989,62.8426,433432.0
2022-11-13,63.4518,63.4518,62.5989,62.8426,433432.0
2022-11-14,62.8426,63.4518,62.2896,62.5989,389070.0
2022-11-15,63.0675,63.5455,62.4115,63.1706,433921.0
2022-11-16,63.3173,63.8329,62.8632,63.3551,366432.0
2022-11-17,62.9389,63.147,62.4848,62.9105,321130.0
2022-11-18,63.6295,64.8404,63.5443,64.6228,467171.0
2022-11-19,63.6295,64.8404,63.5443,64.6228,467171.0
2022-11-20,63.6295,64.8404,63.5443,64.6228,467171.0
2022-11-21,64.5187,65.2282,64.4667,65.0958,275561.0
2022-11-22,65.4931,66.1364,65.3245,65.8053,238307.0
2022-11-23,65.6445,66.3635,65.2945,66.2594,326627.0
2022-11-24,65.6445,66.3635,65.2945,66.2594,326627.0
2022-11-25,66.6283,67.3379,66.4864,66.9122,121080.0
2022-11-26,66.6283,67.3379,66.4864,66.9122,121080.0
2022-11-27,66.6283,67.3379,66.4864,66.9122,121080.0
2022-11-28,66.3918,67.0351,65.8148,66.7608,257813.0
2022-11-29,66.4486,66.8649,66.0134,66.5148,228051.0
2022-11-30,66.2216,67.8109,65.6158,67.7636,440200.0
2022-12-01,68.6055,68.6055,66.6473,66.6946,441282.0
2022-12-02,65.8432,67.3757,65.635,67.2149,550467.0
2022-12-03,65.8432,67.3757,65.635,67.2149,550467.0
2022-12-04,65.8432,67.3757,65.635,67.2149,550467.0
2022-12-05,66.5243,66.9973,66.0702,66.3635,477329.0
2022-12-06,66.2405,66.6662,65.5499,66.354,333416.0
2022-12-07,66.3162,66.8176,65.866,65.8999,261863.0
2022-12-08,65.7107,66.7419,65.6019,66.5621,335103.0
2022-12-09,66.1837,67.1676,66.1837,66.354,394306.0
2022-12-10,66.1837,67.1676,66.1837,66.354,394306.0
2022-12-11,66.1837,67.1676,66.1837,66.354,394306.0
2022-12-12,66.8365,67.3048,66.1648,67.0919,286631.0
2022-12-13,68.0285,68.6528,66.5337,67.0162,378747.0
2022-12-14,67.073,67.9433,66.2216,66.5621,354574.0
2022-12-15,66.3635,66.4912,64.7552,65.3228,370088.0
2022-12-16,64.6701,65.5026,63.6673,65.039,1261177.0
2022-12-17,64.6701,65.5026,63.6673,65.039,1261177.0
2022-12-18,64.6701,65.5026,63.6673,65.039,1261177.0
2022-12-19,64.8782,65.2897,64.3674,64.8782,319206.0
2022-12-20,64.916,65.2566,64.093,64.9444,318304.0
2022-12-21,64.9066,65.9567,64.9066,65.9188,263908.0
2022-12-22,65.5877,65.5877,64.0362,65.2566,239289.0
2022-12-23,65.0863,66.0986,65.0863,66.0607,179652.0
2022-12-24,65.0863,66.0986,65.0863,66.0607,179652.0
2022-12-25,65.0863,66.0986,65.0863,66.0607,179652.0
2022-12-26,65.0863,66.0986,65.0863,66.0607,179652.0
2022-12-27,66.354,66.704,65.8905,66.6851,133773.0
2022-12-28,66.9216,67.1392,66.1364,66.3729,194759.0
2022-12-29,66.7608,67.6122,66.6757,67.2527,258556.0
2022-12-30,67.2054,67.2433,66.1317,66.5432,338666.0
2022-12-31,67.2054,67.2433,66.1317,66.5432,338666.0
2023-01-01,67.2054,67.2433,66.1317,66.5432,338666.0
2023-01-02,67.2054,67.2433,66.1317,66.5432,338666.0
2023-01-03,66.9878,67.1014,65.6823,66.6473,357546.0
2023-01-04,67.1014,68.142,66.8649,67.5176,263583.0
2023-01-05,67.3,67.3,65.6539,66.1553,306493.0
2023-01-06,67.0162,68.3123,66.8081,68.142,305506.0
2023-01-07,67.0162,68.3123,66.8081,68.142,305506.0
2023-01-08,67.0162,68.3123,66.8081,68.142,305506.0
2023-01-09,67.5271,67.9149,66.9311,67.3284,472356.0
2023-01-10,67.0824,67.5271,66.6662,67.2906,231517.0
2023-01-11,67.5744,68.7001,67.1676,68.7001,236890.0
2023-01-12,68.9272,69.7218,68.4258,69.2015,329459.0
2023-01-13,69.0785,69.0785,68.2744,68.8515,158227.0
2023-01-14,69.0785,69.0785,68.2744,68.8515,158227.0
2023-01-15,69.0785,69.0785,68.2744,68.8515,158227.0
2023-01-16,69.0785,69.0785,68.2744,68.8515,158227.0
2023-01-17,68.9461,69.2157,67.4798,67.546,416472.0
2023-01-18,67.6311,67.879,66.6851,66.7135,366604.0
2023-01-19,66.6567,67.0257,66.4391,66.6473,302049.0
2023-01-20,66.8554,67.2338,65.5972,67.196,272264.0
2023-01-21,66.8554,67.2338,65.5972,67.196,272264.0
2023-01-22,66.8554,67.2338,65.5972,67.196,272264.0
2023-01-23,67.073,67.654,66.5054,66.9216,288022.0
2023-01-24,67.0068,67.1723,65.9378,66.7703,193093.0
2023-01-25,66.3824,67.2811,66.2499,67.1676,204873.0
2023-01-26,67.1676,67.5649,66.7135,67.5365,240834.0
2023-01-27,67.4892,67.6974,66.95,67.4419,184489.0
2023-01-28,67.4892,67.6974,66.95,67.4419,184489.0
2023-01-29,67.4892,67.6974,66.95,67.4419,184489.0
2023-01-30,67.3095,67.8203,67.1392,67.2716,173751.0
2023-01-31,67.5081,68.5109,66.9878,68.4731,453726.0
2023-02-01,68.1325,69.4475,67.8629,68.5582,471811.0
2023-02-02,68.7191,69.9867,68.4826,69.438,416851.0
2023-02-03,69.1542,69.2536,67.0635,68.0663,354107.0
2023-02-04,69.1542,69.2536,67.0635,68.0663,354107.0
2023-02-05,69.1542,69.2536,67.0635,68.0663,354107.0
2023-02-06,67.9055,68.0758,67.0351,67.5649,272983.0
2023-02-07,67.073,67.3095,66.0513,67.1865,270106.0
2023-02-08,60.0724,61.3859,57.1114,60.9522,2838521.0
2023-02-09,60.2332,60.5265,59.4102,59.7981,1034589.0
2023-02-10,59.4102,60.8292,59.098,60.6873,1030322.0
2023-02-11,59.4102,60.8292,59.098,60.6873,1030322.0
2023-02-12,59.4102,60.8292,59.098,60.6873,1030322.0
2023-02-13,60.6635,61.6713,60.6635,60.8545,665247.0
2023-02-14,60.6921,61.8576,60.2049,60.5488,717092.0
2023-02-15,60.1476,61.9675,59.947,61.2367,685820.0
2023-02-16,60.6635,61.8385,60.4724,61.2653,917812.0
2023-02-17,61.5997,62.321,61.1411,61.829,713504.0
2023-02-18,61.5997,62.321,61.1411,61.829,713504.0
2023-02-19,61.5997,62.321,61.1411,61.829,713504.0
2023-02-20,61.5997,62.321,61.1411,61.829,713504.0
2023-02-21,61.4564,61.4755,60.4151,60.4246,360764.0
2023-02-22,60.3291,60.9023,60.0043,60.0234,649759.0
2023-02-23,60.2431,60.6635,59.3781,59.5744,805402.0
2023-02-24,59.3356,60.0807,59.24,59.9279,363705.0
2023-02-25,59.3356,60.0807,59.24,59.9279,363705.0
2023-02-26,59.3356,60.0807,59.24,59.9279,363705.0
2023-02-27,60.4151,60.9071,59.5171,59.6317,468707.0
2023-02-28,59.4024,60.1619,58.6668,58.6668,1114283.0
2023-03-01,58.3802,58.5808,57.9885,58.4089,706225.0
2023-03-02,58.4184,58.9057,58.0842,58.8865,651901.0
2023-03-03,59.2305,59.6604,58.748,59.4884,384770.0
2023-03-04,59.2305,59.6604,58.748,59.4884,384770.0
2023-03-05,59.2305,59.6604,58.748,59.4884,384770.0
2023-03-06,59.5075,59.8275,58.6047,59.0394,411739.0
2023-03-07,59.2496,59.689,57.9885,58.1605,299784.0
2023-03-08,58.4758,58.6859,58.1127,58.6095,381161.0
2023-03-09,58.7337,59.3021,58.1414,58.2656,324770.0
2023-03-10,58.2656,58.3516,56.8995,57.2052,530706.0
2023-03-11,58.2656,58.3516,56.8995,57.2052,530706.0
2023-03-12,58.2656,58.3516,56.8995,57.2052,530706.0
2023-03-13,57.1287,59.2496,57.0237,57.7019,551505.0
2023-03-14,58.6191,59.351,58.1605,58.791,420877.0
2023-03-15,58.5426,59.2782,58.0459,58.7146,706660.0
2023-03-16,58.2369,59.4864,58.022,59.0012,435658.0
2023-03-17,58.6955,59.0537,58.1987,58.4375,1383663.0
2023-03-18,58.6955,59.0537,58.1987,58.4375,1383663.0
2023-03-19,58.6955,59.0537,58.1987,58.4375,1383663.0
2023-03-20,58.6286,59.6795,58.5809,59.4693,655277.0
2023-03-21,59.7272,59.9708,57.8643,58.5522,445934.0
2023-03-22,58.428,58.8579,57.2911,57.3294,332774.0
2023-03-23,57.2816,57.792,56.183,56.4027,316603.0
2023-03-24,56.5555,58.2942,56.5555,58.2465,530651.0
2023-03-25,56.5555,58.2942,56.5555,58.2465,530651.0
2023-03-26,56.5555,58.2942,56.5555,58.2465,530651.0
2023-03-27,58.7719,58.9916,57.8357,58.5904,284064.0
2023-03-28,58.4853,59.4215,58.4853,59.1827,278016.0
2023-03-29,59.4884,60.1571,59.3738,60.1476,328815.0
2023-03-30,60.4342,60.6539,59.7081,60.0712,402520.0
2023-03-31,60.3578,60.4485,59.7081,60.2813,468833.0
2023-04-01,60.3578,60.4485,59.7081,60.2813,468833.0
2023-04-02,60.3578,60.4485,59.7081,60.2813,468833.0
2023-04-03,60.2622,60.6491,59.498,59.7941,266593.0
2023-04-04,59.8705,60.6061,59.2878,60.5966,644367.0
2023-04-05,60.759,62.278,60.7567,62.192,622153.0
2023-04-06,62.5932,62.8703,62.0773,62.5072,403154.0
2023-04-07,62.5932,62.8703,62.0773,62.5072,403154.0
2023-04-08,62.5932,62.8703,62.0773,62.5072,403154.0
2023-04-09,62.5932,62.8703,62.0773,62.5072,403154.0
2023-04-10,62.3162,63.3384,61.8003,63.1378,391023.0
2023-04-11,63.2811,63.6059,62.8559,63.1855,406574.0
2023-04-12,63.3861,63.6345,62.3257,62.727,358861.0
2023-04-13,62.5072,63.0804,61.7716,62.8034,413718.0
2023-04-14,62.2971,62.5646,61.5615,62.1538,361365.0
2023-04-15,62.2971,62.5646,61.5615,62.1538,361365.0
2023-04-16,62.2971,62.5646,61.5615,62.1538,361365.0
2023-04-17,62.2971,62.6553,61.7812,62.278,254336.0
2023-04-18,62.278,62.278,61.2558,61.38,191638.0
2023-04-19,61.6379,62.4022,61.4277,62.02,295031.0
2023-04-20,62.0009,62.1203,61.6693,62.0582,165056.0
2023-04-21,62.555,62.9276,61.7095,62.4977,300703.0
2023-04-22,62.555,62.9276,61.7095,62.4977,300703.0
2023-04-23,62.555,62.9276,61.7095,62.4977,300703.0
2023-04-24,62.6697,62.7308,61.9723,62.2398,262196.0
2023-04-25,62.1251,62.5932,61.8958,61.9627,410470.0
2023-04-26,61.3704,62.0296,60.759,61.0934,362875.0
2023-04-27,61.3035,62.7556,61.3035,62.6983,335015.0
2023-04-28,62.6123,63.1282,62.1729,62.3735,1115716.0
2023-04-29,62.6123,63.1282,62.1729,62.3735,1115716.0
2023-04-30,62.6123,63.1282,62.1729,62.3735,1115716.0
2023-05-01,62.2971,63.0183,62.2493,62.4499,260273.0
2023-05-02,62.4595,62.5502,60.587,61.3035,403881.0
2023-05-03,61.6283,62.5359,61.4421,61.5615,328114.0
2023-05-04,61.6666,62.9754,60.759,62.9276,862801.0
2023-05-05,63.3479,63.8638,63.0232,63.1855,358170.0
2023-05-06,63.3479,63.8638,63.0232,63.1855,358170.0
2023-05-07,63.3479,63.8638,63.0232,63.1855,358170.0
2023-05-08,63.0422,63.4339,62.4308,63.1187,210249.0
2023-05-09,63.0996,63.2237,62.555,62.8225,307501.0
2023-05-10,63.3575,63.5677,62.2875,63.0136,262932.0
2023-05-11,63.0231,63.2428,62.0678,62.2493,234986.0
2023-05-12,62.6983,63.4578,62.3926,62.6601,185939.0
2023-05-13,62.6983,63.4578,62.3926,62.6601,185939.0
2023-05-14,62.6983,63.4578,62.3926,62.6601,185939.0
2023-05-15,62.8894,62.8894,61.8481,62.0773,232560.0
2023-05-16,62.1729,62.3639,60.9978,61.1602,504394.0
2023-05-17,61.2326,61.3387,60.5669,61.0975,404159.0
2023-05-18,60.6924,61.2037,60.2968,60.9625,401443.0
2023-05-19,61.4063,61.6185,60.6634,60.8274,408637.0
2023-05-20,61.4063,61.6185,60.6634,60.8274,408637.0
2023-05-21,61.4063,61.6185,60.6634,60.8274,408637.0
2023-05-22,60.8853,61.3773,60.5573,60.6152,256463.0
2023-05-23,60.7309,61.3194,60.2968,60.3065,416142.0
2023-05-24,60.1907,60.3885,59.6987,59.7373,337648.0
2023-05-25,59.525,59.6263,58.3673,58.541,278539.0
2023-05-26,58.6471,58.6471,57.9766,58.4638,273021.0
2023-05-27,58.6471,58.6471,57.9766,58.4638,273021.0
2023-05-28,58.6471,58.6471,57.9766,58.4638,273021.0
2023-05-29,58.6471,58.6471,57.9766,58.4638,273021.0
2023-05-30,58.4831,58.6988,57.8174,57.8174,349091.0
2023-05-31,58.1551,59.2356,58.1551,58.8014,666733.0
2023-06-01,59.0426,59.0426,57.9621,58.348,328354.0
2023-06-02,58.0875,60.3354,58.0875,60.1039,626507.0
2023-06-03,58.0875,60.3354,58.0875,60.1039,626507.0
2023-06-04,58.0875,60.3354,58.0875,60.1039,626507.0
2023-06-05,60.046,60.6731,59.2549,59.8434,331731.0
2023-06-06,60.0653,60.8265,59.7276,60.6441,314679.0
2023-06-07,60.9142,62.1974,60.4898,61.8886,372119.0
2023-06-08,61.7053,62.0912,61.1168,61.7825,288218.0
2023-06-09,61.7536,61.7536,61.0686,61.1651,223689.0
2023-06-10,61.7536,61.7536,61.0686,61.1651,223689.0
2023-06-11,61.7536,61.7536,61.0686,61.1651,223689.0
2023-06-12,61.1072,61.2712,59.6022,60.3354,756484.0
2023-06-13,60.0267,60.6731,59.8144,59.9109,385114.0
2023-06-14,59.9013,60.6441,59.5539,59.6408,654004.0
2023-06-15,60.046,60.046,59.3803,60.0074,604822.0
2023-06-16,60.3933,60.6103,59.8337,60.3643,965882.0
2023-06-17,60.3933,60.6103,59.8337,60.3643,965882.0
2023-06-18,60.3933,60.6103,59.8337,60.3643,965882.0
2023-06-19,60.3933,60.6103,59.8337,60.3643,965882.0
2023-06-20,60.0942,60.1232,58.9751,59.0137,381218.0
2023-06-21,58.8593,59.718,57.9525,59.1777,339215.0
2023-06-22,59.4864,59.4864,58.4638,58.9269,396051.0
2023-06-23,59.1295,59.3803,57.1517,57.3833,782837.0
2023-06-24,59.1295,59.3803,57.1517,57.3833,782837.0
2023-06-25,59.1295,59.3803,57.1517,57.3833,782837.0
2023-06-26,57.6245,58.377,57.1035,58.0682,364595.0
2023-06-27,58.0682,58.7339,57.692,58.1744,386819.0
2023-06-28,58.02,58.02,57.1517,57.4701,319068.0
2023-06-29,57.1035,58.2419,56.9781,58.2033,358648.0
2023-06-30,58.4155,58.5313,57.6437,58.1358,330805.0
2023-07-01,58.4155,58.5313,57.6437,58.1358,330805.0
2023-07-02,58.4155,58.5313,57.6437,58.1358,330805.0
2023-07-03,58.0104,58.6278,57.9718,58.2612,153092.0
2023-07-04,58.0104,58.6278,57.9718,58.2612,153092.0
2023-07-05,57.9332,58.9847,57.774,58.1358,314049.0
2023-07-06,57.7016,58.0728,56.9105,57.2,632814.0
2023-07-07,56.7658,57.2964,55.3283,55.8011,1175149.0
2023-07-08,56.7658,57.2964,55.3283,55.8011,1175149.0
2023-07-09,56.7658,57.2964,55.3283,55.8011,1175149.0
2023-07-10,55.9747,56.0809,54.7495,55.2126,674320.0
2023-07-11,55.3187,56.1484,55.0823,56.1484,680371.0
2023-07-12,56.5825,57.6751,56.2352,57.5183,911506.0
2023-07-13,57.4508,58.3287,57.3977,58.2708,611098.0
2023-07-14,58.1937,58.1937,56.6886,57.2771,812427.0
2023-07-15,58.1937,58.1937,56.6886,57.2771,812427.0
2023-07-16,58.1937,58.1937,56.6886,57.2771,812427.0
2023-07-17,56.9781,57.528,56.4378,56.7851,643074.0
2023-07-18,56.9781,57.7402,56.6983,57.4508,719628.0
2023-07-19,57.8367,58.7243,57.4508,58.02,490762.0
2023-07-20,58.3191,59.0909,57.6245,59.0812,517593.0
2023-07-21,58.9847,59.7565,58.1068,59.1102,722237.0
2023-07-22,58.9847,59.7565,58.1068,59.1102,722237.0
2023-07-23,58.9847,59.7565,58.1068,59.1102,722237.0
2023-07-24,59.1873,59.3465,58.4252,58.7532,521581.0
2023-07-25,58.7629,59.033,58.2226,58.6857,665732.0
2023-07-26,58.7436,59.6311,58.6664,59.3706,509706.0
2023-07-27,59.1488,59.2597,57.692,57.7016,530552.0
2023-07-28,58.1647,58.2612,57.3543,58.0586,628116.0
2023-07-29,58.1647,58.2612,57.3543,58.0586,628116.0
2023-07-30,58.1647,58.2612,57.3543,58.0586,628116.0
2023-07-31,58.2708,58.8545,57.9525,58.2033,5751883.0
2023-08-01,58.3191,58.7098,57.036,57.1131,569255.0
2023-08-02,57.0167,57.7692,56.9202,57.2193,558094.0
2023-08-03,57.036,57.036,54.6024,55.7914,956577.0
2023-08-04,56.0519,56.3606,54.6,54.8846,474923.0
2023-08-05,56.0519,56.3606,54.6,54.8846,474923.0
2023-08-06,56.0519,56.3606,54.6,54.8846,474923.0
2023-08-07,54.8846,55.8879,54.8846,55.6467,555495.0
2023-08-08,55.5502,56.4764,55.4248,56.2642,622602.0
2023-08-09,55.994,57.1083,55.859,56.6308,517949.0
2023-08-10,56.5825,57.2376,56.322,56.4089,562630.0
2023-08-11,56.5053,56.5173,55.9651,56.0905,428492.0
2023-08-12,56.5053,56.5173,55.9651,56.0905,428492.0
