,BURL US Equity,BURL US Equity,BURL US Equity,BURL US Equity,BURL US Equity
2022-09-09,150.56,152.47,148.4263,149.74,992621.0
2022-09-10,150.56,152.47,148.4263,149.74,992621.0
2022-09-11,150.56,152.47,148.4263,149.74,992621.0
2022-09-12,150.99,157.24,150.99,153.33,1414369.0
2022-09-13,147.95,148.8508,140.43,141.25,871882.0
2022-09-14,141.24,141.24,135.51,137.73,1290534.0
2022-09-15,138.53,144.14,137.55,139.21,801574.0
2022-09-16,137.3,142.4,135.71,141.34,1073928.0
2022-09-17,137.3,142.4,135.71,141.34,1073928.0
2022-09-18,137.3,142.4,135.71,141.34,1073928.0
2022-09-19,139.82,143.06,136.94,138.72,875006.0
2022-09-20,137.38,137.99,130.37,133.47,766168.0
2022-09-21,134.14,136.73,127.3236,127.69,783345.0
2022-09-22,127.23,128.15,122.82,122.9,1658395.0
2022-09-23,120.99,124.09,118.03,121.0,1079298.0
2022-09-24,120.99,124.09,118.03,121.0,1079298.0
2022-09-25,120.99,124.09,118.03,121.0,1079298.0
2022-09-26,120.67,123.7,114.22,114.75,1252723.0
2022-09-27,116.26,119.49,114.31,114.96,983284.0
2022-09-28,115.19,118.4,113.9374,116.84,1784486.0
2022-09-29,114.78,116.36,109.14,109.78,1542690.0
2022-09-30,110.02,115.94,106.47,111.89,1857210.0
2022-10-01,110.02,115.94,106.47,111.89,1857210.0
2022-10-02,110.02,115.94,106.47,111.89,1857210.0
2022-10-03,113.14,115.83,108.15,115.65,1550194.0
2022-10-04,119.12,123.26,118.43,122.88,1347376.0
2022-10-05,120.78,125.72,120.1,123.47,1588349.0
2022-10-06,122.89,124.95,121.525,122.28,1426571.0
2022-10-07,119.8,120.5,117.47,118.96,1265999.0
2022-10-08,119.8,120.5,117.47,118.96,1265999.0
2022-10-09,119.8,120.5,117.47,118.96,1265999.0
2022-10-10,118.91,119.485,114.36,115.74,1001589.0
2022-10-11,115.15,118.555,114.52,115.83,1432650.0
2022-10-12,115.98,117.41,114.2,114.49,767348.0
2022-10-13,111.36,117.495,109.72,115.25,1259398.0
2022-10-14,116.17,117.98,110.52,110.92,1280948.0
2022-10-15,116.17,117.98,110.52,110.92,1280948.0
2022-10-16,116.17,117.98,110.52,110.92,1280948.0
2022-10-17,113.93,117.35,113.7896,116.31,1415506.0
2022-10-18,118.99,121.46,117.74,118.8,1671365.0
2022-10-19,117.97,119.8,113.3,115.37,881709.0
2022-10-20,116.5,119.62,114.82,115.56,1316537.0
2022-10-21,116.1,120.94,114.958,119.3,1980579.0
2022-10-22,116.1,120.94,114.958,119.3,1980579.0
2022-10-23,116.1,120.94,114.958,119.3,1980579.0
2022-10-24,118.82,125.17,117.04,125.15,1465103.0
2022-10-25,127.37,142.22,126.97,140.47,2811685.0
2022-10-26,140.295,145.7,137.14,138.04,1707471.0
2022-10-27,138.96,145.82,138.615,141.14,1390913.0
2022-10-28,140.54,142.44,135.71,139.32,1524986.0
2022-10-29,140.54,142.44,135.71,139.32,1524986.0
2022-10-30,140.54,142.44,135.71,139.32,1524986.0
2022-10-31,139.94,144.01,139.52,142.96,1120014.0
2022-11-01,145.46,147.82,137.48,140.11,1104625.0
2022-11-02,138.56,139.78,131.49,131.65,1421713.0
2022-11-03,130.43,138.73,129.92,138.0,1151102.0
2022-11-04,140.61,142.73,136.745,138.9,1357674.0
2022-11-05,140.61,142.73,136.745,138.9,1357674.0
2022-11-06,140.61,142.73,136.745,138.9,1357674.0
2022-11-07,138.74,139.29,134.72,134.94,1299208.0
2022-11-08,136.05,136.705,127.93,132.44,1299570.0
2022-11-09,132.06,137.13,132.06,133.76,1640671.0
2022-11-10,140.0,147.75,139.99,146.18,1212002.0
2022-11-11,147.91,153.38,145.8,151.05,1302529.0
2022-11-12,147.91,153.38,145.8,151.05,1302529.0
2022-11-13,147.91,153.38,145.8,151.05,1302529.0
2022-11-14,149.21,157.25,146.52,153.66,1911172.0
2022-11-15,158.38,163.15,154.94,156.63,1703825.0
2022-11-16,151.68,152.88,145.13,149.56,1654698.0
2022-11-17,148.12,151.125,144.7,150.87,1826068.0
2022-11-18,161.33,169.79,156.56,157.86,3088073.0
2022-11-19,161.33,169.79,156.56,157.86,3088073.0
2022-11-20,161.33,169.79,156.56,157.86,3088073.0
2022-11-21,156.45,160.965,154.22,157.64,1891898.0
2022-11-22,178.5,192.32,177.185,189.96,5385783.0
2022-11-23,188.25,196.1,185.23,195.7,2500737.0
2022-11-24,188.25,196.1,185.23,195.7,2500737.0
2022-11-25,196.25,199.21,195.01,196.6,686230.0
2022-11-26,196.25,199.21,195.01,196.6,686230.0
2022-11-27,196.25,199.21,195.01,196.6,686230.0
2022-11-28,194.53,199.97,194.53,195.87,1501506.0
2022-11-29,194.98,196.15,189.25,192.49,1272190.0
2022-11-30,192.2,195.81,190.76,195.68,1383976.0
2022-12-01,193.76,199.535,193.76,194.61,849073.0
2022-12-02,191.77,202.75,191.02,200.21,1176420.0
2022-12-03,191.77,202.75,191.02,200.21,1176420.0
2022-12-04,191.77,202.75,191.02,200.21,1176420.0
2022-12-05,196.74,202.82,195.61,200.26,1313463.0
2022-12-06,204.13,207.34,198.68,199.65,1004915.0
2022-12-07,198.0,204.75,197.6,198.5,850087.0
2022-12-08,198.0,200.01,197.61,198.91,824327.0
2022-12-09,195.49,198.1,193.9101,194.92,747863.0
2022-12-10,195.49,198.1,193.9101,194.92,747863.0
2022-12-11,195.49,198.1,193.9101,194.92,747863.0
2022-12-12,195.43,196.025,191.63,195.55,941457.0
2022-12-13,203.91,203.99,194.68,196.67,1037356.0
2022-12-14,196.41,199.99,194.07,196.17,714058.0
2022-12-15,192.08,193.52,185.59,191.44,1676544.0
2022-12-16,189.91,191.28,185.1,185.8,1469266.0
2022-12-17,189.91,191.28,185.1,185.8,1469266.0
2022-12-18,189.91,191.28,185.1,185.8,1469266.0
2022-12-19,187.27,190.69,186.07,187.64,1443806.0
2022-12-20,186.08,189.2,185.01,188.94,757665.0
2022-12-21,193.05,196.1,190.29,192.84,755918.0
2022-12-22,189.88,193.73,188.61,193.05,635886.0
2022-12-23,193.35,200.39,192.52,200.34,766621.0
2022-12-24,193.35,200.39,192.52,200.34,766621.0
2022-12-25,193.35,200.39,192.52,200.34,766621.0
2022-12-26,193.35,200.39,192.52,200.34,766621.0
2022-12-27,200.5,205.06,200.29,204.9,1030236.0
2022-12-28,204.09,205.57,201.03,203.13,818948.0
2022-12-29,204.46,207.185,203.87,205.83,660717.0
2022-12-30,204.38,205.94,202.2,202.76,749363.0
2022-12-31,204.38,205.94,202.2,202.76,749363.0
2023-01-01,204.38,205.94,202.2,202.76,749363.0
2023-01-02,204.38,205.94,202.2,202.76,749363.0
2023-01-03,206.98,209.4,203.66,206.16,1022846.0
2023-01-04,210.26,216.28,209.18,216.27,1247635.0
2023-01-05,214.19,222.63,214.19,220.74,1435350.0
2023-01-06,222.23,227.0725,219.78,223.91,1216891.0
2023-01-07,222.23,227.0725,219.78,223.91,1216891.0
2023-01-08,222.23,227.0725,219.78,223.91,1216891.0
2023-01-09,223.99,225.165,220.2,221.31,834469.0
2023-01-10,221.48,222.16,218.62,220.61,912742.0
2023-01-11,221.26,225.41,220.7,224.99,820865.0
2023-01-12,225.84,226.48,221.82,222.75,519371.0
2023-01-13,221.56,229.485,221.56,225.25,619789.0
2023-01-14,221.56,229.485,221.56,225.25,619789.0
2023-01-15,221.56,229.485,221.56,225.25,619789.0
2023-01-16,221.56,229.485,221.56,225.25,619789.0
2023-01-17,224.41,231.565,222.945,229.46,989578.0
2023-01-18,229.33,233.01,225.45,226.49,579696.0
2023-01-19,224.8,224.85,220.46,222.93,817236.0
2023-01-20,222.15,223.71,220.442,221.84,735034.0
2023-01-21,222.15,223.71,220.442,221.84,735034.0
2023-01-22,222.15,223.71,220.442,221.84,735034.0
2023-01-23,222.92,226.28,221.61,226.17,600044.0
2023-01-24,225.55,226.15,223.73,224.58,890487.0
2023-01-25,222.67,224.0,220.4699,223.41,914520.0
2023-01-26,225.21,225.7,221.77,224.99,660939.0
2023-01-27,224.44,230.52,224.44,226.38,753295.0
2023-01-28,224.44,230.52,224.44,226.38,753295.0
2023-01-29,224.44,230.52,224.44,226.38,753295.0
2023-01-30,224.29,231.07,224.185,229.36,609716.0
2023-01-31,230.62,231.56,227.51,229.83,933046.0
2023-02-01,230.1,235.39,227.89,234.15,711600.0
2023-02-02,237.14,239.94,229.98,230.81,788035.0
2023-02-03,229.06,232.33,227.26,230.26,624276.0
2023-02-04,229.06,232.33,227.26,230.26,624276.0
2023-02-05,229.06,232.33,227.26,230.26,624276.0
2023-02-06,231.15,233.86,229.815,230.5,622054.0
2023-02-07,228.04,228.55,223.48,227.7,878839.0
2023-02-08,225.34,226.91,223.135,223.21,567462.0
2023-02-09,226.49,227.625,221.53,221.96,619688.0
2023-02-10,220.27,223.65,219.49,223.47,935737.0
2023-02-11,220.27,223.65,219.49,223.47,935737.0
2023-02-12,220.27,223.65,219.49,223.47,935737.0
2023-02-13,224.43,229.512,222.925,227.68,591606.0
2023-02-14,227.15,230.99,226.545,229.99,675672.0
2023-02-15,227.77,229.99,225.72,228.8,625063.0
2023-02-16,224.76,229.865,224.63,226.9,633445.0
2023-02-17,227.5,228.94,226.065,227.94,673124.0
2023-02-18,227.5,228.94,226.065,227.94,673124.0
2023-02-19,227.5,228.94,226.065,227.94,673124.0
2023-02-20,227.5,228.94,226.065,227.94,673124.0
2023-02-21,226.48,226.48,220.64,222.05,949213.0
2023-02-22,222.3,224.23,218.53,223.13,1016696.0
2023-02-23,222.88,222.88,218.97,222.28,825054.0
2023-02-24,220.44,224.48,219.55,224.29,1191072.0
2023-02-25,220.44,224.48,219.55,224.29,1191072.0
2023-02-26,220.44,224.48,219.55,224.29,1191072.0
2023-02-27,226.28,227.01,216.54,217.11,1441530.0
2023-02-28,218.57,219.99,214.0,214.25,1719429.0
2023-03-01,213.0,218.21,212.31,217.11,1985030.0
2023-03-02,220.0,225.9399,207.53,212.0,2695163.0
2023-03-03,214.71,217.26,212.6175,216.21,1460951.0
2023-03-04,214.71,217.26,212.6175,216.21,1460951.0
2023-03-05,214.71,217.26,212.6175,216.21,1460951.0
2023-03-06,216.24,222.04,216.07,218.74,1184982.0
2023-03-07,219.37,219.9,214.16,214.49,874028.0
2023-03-08,217.0,218.12,213.4,215.31,1516111.0
2023-03-09,215.31,215.64,206.71,207.16,1048418.0
2023-03-10,205.95,211.315,203.54,209.25,1226137.0
2023-03-11,205.95,211.315,203.54,209.25,1226137.0
2023-03-12,205.95,211.315,203.54,209.25,1226137.0
2023-03-13,205.4,209.95,203.12,204.9,933750.0
2023-03-14,209.68,214.29,209.14,212.54,930160.0
2023-03-15,208.16,213.56,207.58,212.05,765276.0
2023-03-16,211.44,215.015,210.47,214.15,566312.0
2023-03-17,213.22,213.22,208.09,210.16,1080401.0
2023-03-18,213.22,213.22,208.09,210.16,1080401.0
2023-03-19,213.22,213.22,208.09,210.16,1080401.0
2023-03-20,211.53,213.44,207.69,211.8,853029.0
2023-03-21,214.48,216.25,211.12,212.24,648788.0
2023-03-22,213.35,213.96,205.8,205.8,660655.0
2023-03-23,206.43,208.5,200.95,203.67,746269.0
2023-03-24,201.26,202.62,198.2,200.68,794488.0
2023-03-25,201.26,202.62,198.2,200.68,794488.0
2023-03-26,201.26,202.62,198.2,200.68,794488.0
2023-03-27,202.84,202.84,196.8981,199.51,663412.0
2023-03-28,199.98,205.06,199.79,201.27,926590.0
2023-03-29,197.78,199.7,191.59,197.64,2361901.0
2023-03-30,199.62,201.5,193.9,194.58,950991.0
2023-03-31,195.72,202.63,194.59,202.1,1403235.0
2023-04-01,195.72,202.63,194.59,202.1,1403235.0
2023-04-02,195.72,202.63,194.59,202.1,1403235.0
2023-04-03,202.17,206.1286,200.34,205.93,822477.0
2023-04-04,210.15,210.42,204.89,206.73,870452.0
2023-04-05,203.65,204.205,198.51,198.82,969009.0
2023-04-06,197.42,197.42,193.26,193.98,1272562.0
2023-04-07,197.42,197.42,193.26,193.98,1272562.0
2023-04-08,197.42,197.42,193.26,193.98,1272562.0
2023-04-09,197.42,197.42,193.26,193.98,1272562.0
2023-04-10,193.27,198.5,192.46,198.07,1314783.0
2023-04-11,198.95,199.92,196.13,197.7,677381.0
2023-04-12,198.81,198.81,187.83,188.94,932368.0
2023-04-13,190.08,190.08,185.725,189.18,1329149.0
2023-04-14,190.0,194.35,189.835,190.86,797713.0
2023-04-15,190.0,194.35,189.835,190.86,797713.0
2023-04-16,190.0,194.35,189.835,190.86,797713.0
2023-04-17,190.25,190.9673,184.66,187.86,1168112.0
2023-04-18,189.08,190.15,187.13,188.0,854206.0
2023-04-19,186.25,188.12,184.38,188.09,715207.0
2023-04-20,187.28,191.22,186.35,187.84,413643.0
2023-04-21,188.18,191.8,187.85,191.8,881518.0
2023-04-22,188.18,191.8,187.85,191.8,881518.0
2023-04-23,188.18,191.8,187.85,191.8,881518.0
2023-04-24,191.04,193.69,187.44,193.59,688555.0
2023-04-25,191.79,192.5,184.93,185.31,557491.0
2023-04-26,184.68,191.77,184.68,189.94,798544.0
2023-04-27,191.06,194.75,188.87,193.91,795506.0
2023-04-28,193.15,194.89,192.21,192.81,1098716.0
2023-04-29,193.15,194.89,192.21,192.81,1098716.0
2023-04-30,193.15,194.89,192.21,192.81,1098716.0
2023-05-01,192.73,194.36,185.95,186.61,983957.0
2023-05-02,185.6,186.9,180.71,186.32,982876.0
2023-05-03,185.7,187.95,184.45,184.73,751110.0
2023-05-04,184.0,184.0,179.46,183.74,641065.0
2023-05-05,186.25,186.93,182.605,183.86,883144.0
2023-05-06,186.25,186.93,182.605,183.86,883144.0
2023-05-07,186.25,186.93,182.605,183.86,883144.0
2023-05-08,182.57,182.61,179.57,182.44,1110060.0
2023-05-09,180.03,180.56,174.98,175.4,1609958.0
2023-05-10,176.51,176.76,168.66,172.23,2125996.0
2023-05-11,173.04,175.24,170.78,173.04,938813.0
2023-05-12,172.87,174.67,171.54,174.24,589291.0
2023-05-13,172.87,174.67,171.54,174.24,589291.0
2023-05-14,172.87,174.67,171.54,174.24,589291.0
2023-05-15,173.59,176.48,172.525,175.88,633490.0
2023-05-16,174.38,175.5,170.73,171.08,994439.0
2023-05-17,171.4,175.8,170.55,171.84,991345.0
2023-05-18,171.88,176.69,171.8201,176.53,1024152.0
2023-05-19,174.64,175.04,167.34,167.88,1206984.0
2023-05-20,174.64,175.04,167.34,167.88,1206984.0
2023-05-21,174.64,175.04,167.34,167.88,1206984.0
2023-05-22,167.7,169.3,166.78,167.27,975772.0
2023-05-23,167.64,167.72,161.46,161.74,1176164.0
2023-05-24,165.11,167.5425,163.795,166.9,1723671.0
2023-05-25,177.5,178.1248,159.59,160.56,3532224.0
2023-05-26,160.04,162.33,156.25,159.11,1479287.0
2023-05-27,160.04,162.33,156.25,159.11,1479287.0
2023-05-28,160.04,162.33,156.25,159.11,1479287.0
2023-05-29,160.04,162.33,156.25,159.11,1479287.0
2023-05-30,159.67,160.29,154.08,154.24,1338561.0
2023-05-31,153.5,154.03,149.96,150.46,1917416.0
2023-06-01,149.69,150.05,143.82,144.3,2268829.0
2023-06-02,146.78,151.99,146.64,150.98,1515261.0
2023-06-03,146.78,151.99,146.64,150.98,1515261.0
2023-06-04,146.78,151.99,146.64,150.98,1515261.0
2023-06-05,150.42,152.32,148.355,149.49,865615.0
2023-06-06,147.94,152.68,147.44,151.73,1353039.0
2023-06-07,152.78,153.75,149.22,150.24,1546648.0
2023-06-08,150.2,150.28,144.61,147.44,1340688.0
2023-06-09,147.68,148.19,144.98,145.51,1442947.0
2023-06-10,147.68,148.19,144.98,145.51,1442947.0
2023-06-11,147.68,148.19,144.98,145.51,1442947.0
2023-06-12,147.09,153.13,144.5,153.12,1495603.0
2023-06-13,154.15,155.71,151.29,151.3,2155173.0
2023-06-14,151.3,153.11,147.64,148.41,1014151.0
2023-06-15,148.86,153.63,147.55,153.3,898768.0
2023-06-16,154.72,154.72,150.325,151.55,949174.0
2023-06-17,154.72,154.72,150.325,151.55,949174.0
2023-06-18,154.72,154.72,150.325,151.55,949174.0
2023-06-19,154.72,154.72,150.325,151.55,949174.0
2023-06-20,150.91,153.25,148.44,151.01,1149406.0
2023-06-21,151.54,151.54,148.09,149.21,672531.0
2023-06-22,157.5,160.235,153.29,154.17,1703708.0
2023-06-23,152.17,160.32,152.07,157.98,2073265.0
2023-06-24,152.17,160.32,152.07,157.98,2073265.0
2023-06-25,152.17,160.32,152.07,157.98,2073265.0
2023-06-26,158.0,160.58,155.95,156.61,1018757.0
2023-06-27,157.91,159.97,156.23,156.39,773191.0
2023-06-28,155.93,156.295,150.63,151.14,1374991.0
2023-06-29,150.16,154.09,149.58,153.6,1141638.0
2023-06-30,154.5,158.61,154.19,157.39,1367007.0
2023-07-01,154.5,158.61,154.19,157.39,1367007.0
2023-07-02,154.5,158.61,154.19,157.39,1367007.0
2023-07-03,157.61,161.06,157.53,159.02,610620.0
2023-07-04,157.61,161.06,157.53,159.02,610620.0
2023-07-05,157.63,161.33,156.6,161.05,1062190.0
2023-07-06,159.01,162.46,157.08,157.31,1458085.0
2023-07-07,157.0,158.45,153.66,154.12,1411720.0
2023-07-08,157.0,158.45,153.66,154.12,1411720.0
2023-07-09,157.0,158.45,153.66,154.12,1411720.0
2023-07-10,153.95,156.65,152.66,156.62,1212321.0
2023-07-11,157.93,167.245,157.6,166.72,1952912.0
2023-07-12,168.49,170.66,163.37,164.18,1807620.0
2023-07-13,164.82,169.08,163.8,166.76,1312987.0
2023-07-14,166.59,171.22,164.57,167.25,1227849.0
2023-07-15,166.59,171.22,164.57,167.25,1227849.0
2023-07-16,166.59,171.22,164.57,167.25,1227849.0
2023-07-17,167.68,169.9,166.11,168.31,1208614.0
2023-07-18,168.02,173.13,167.02,172.73,1190526.0
2023-07-19,174.22,176.48,171.74,176.37,1059717.0
2023-07-20,177.0,177.91,172.95,173.35,922315.0
2023-07-21,174.59,174.59,170.94,171.45,886350.0
2023-07-22,174.59,174.59,170.94,171.45,886350.0
2023-07-23,174.59,174.59,170.94,171.45,886350.0
2023-07-24,171.5,175.15,170.92,174.22,804250.0
2023-07-25,172.82,174.32,170.87,173.86,1003394.0
2023-07-26,175.19,180.11,174.91,180.0,1421441.0
2023-07-27,180.13,181.66,174.74,174.9,927156.0
2023-07-28,177.49,180.27,176.03,177.66,1069560.0
2023-07-29,177.49,180.27,176.03,177.66,1069560.0
2023-07-30,177.49,180.27,176.03,177.66,1069560.0
2023-07-31,177.07,178.89,175.85,177.62,466362.0
2023-08-01,176.95,179.45,173.63,174.09,892633.0
2023-08-02,172.0,172.516,168.66,169.41,750756.0
2023-08-03,169.96,174.41,169.0,171.74,812280.0
2023-08-04,173.09,173.205,168.42,169.24,980573.0
2023-08-05,173.09,173.205,168.42,169.24,980573.0
2023-08-06,173.09,173.205,168.42,169.24,980573.0
2023-08-07,169.24,169.725,164.845,167.36,852616.0
2023-08-08,166.5,166.97,162.88,165.93,1163884.0
2023-08-09,168.5,169.85,164.94,166.51,1103109.0
2023-08-10,167.89,169.35,165.56,167.12,1056882.0
2023-08-11,165.75,166.76,162.71,163.11,857873.0
2023-08-12,165.75,166.76,162.71,163.11,857873.0
2023-08-13,165.75,166.76,162.71,163.11,857873.0
2023-08-14,163.82,169.08,162.55,167.89,1140003.0
2023-08-15,167.16,171.91,167.16,169.47,1198226.0
2023-08-16,172.72,176.745,171.06,171.26,1534065.0
2023-08-17,171.05,173.74,169.25,169.8,1287718.0
2023-08-18,173.73,174.92,171.58,172.23,1539790.0
2023-08-19,173.73,174.92,171.58,172.23,1539790.0
2023-08-20,173.73,174.92,171.58,172.23,1539790.0
2023-08-21,170.1,173.25,167.86,170.75,968653.0
2023-08-22,168.2,169.03,163.285,163.92,1592223.0
2023-08-23,163.05,170.68,161.64,169.95,2708641.0
2023-08-24,164.73,164.975,151.855,154.85,5778053.0
2023-08-25,155.77,159.87,152.85,154.27,1857248.0
2023-08-26,155.77,159.87,152.85,154.27,1857248.0
2023-08-27,155.77,159.87,152.85,154.27,1857248.0
2023-08-28,154.54,155.74,152.3901,155.29,1250229.0
2023-08-29,154.71,157.71,154.61,157.23,1067525.0
2023-08-30,156.15,161.28,155.56,160.29,1305575.0
2023-08-31,160.15,163.76,158.5,162.26,1382183.0
2023-09-01,163.23,164.93,160.87,162.48,788509.0
2023-09-02,163.23,164.93,160.87,162.48,788509.0
2023-09-03,163.23,164.93,160.87,162.48,788509.0
2023-09-04,163.23,164.93,160.87,162.48,788509.0
2023-09-05,161.86,166.9399,160.63,161.63,863874.0
2023-09-06,160.84,162.48,156.0,160.72,912192.0
2023-09-07,159.2,159.8,155.34,155.42,942195.0
2023-09-08,155.49,157.55,153.695,156.1,1102103.0
2023-09-09,155.49,157.55,153.695,156.1,1102103.0
2023-09-10,155.49,157.55,153.695,156.1,1102103.0
2023-09-11,156.16,157.9,153.95,154.19,974662.0
2023-09-12,155.02,155.53,152.36,152.59,933060.0
2023-09-13,152.49,152.54,146.47,147.79,1499389.0
2023-09-14,148.55,150.91,148.55,150.68,1051710.0
2023-09-15,149.4,150.1425,146.58,147.78,1149283.0
2023-09-16,149.4,150.1425,146.58,147.78,1149283.0
2023-09-17,149.4,150.1425,146.58,147.78,1149283.0
2023-09-18,146.69,146.75,139.36,139.51,1745679.0
2023-09-19,139.3,143.52,138.27,143.17,1791594.0
2023-09-20,142.83,145.14,142.39,142.71,1173779.0
2023-09-21,141.81,143.01,138.04,138.63,1199867.0
2023-09-22,139.36,139.8,136.44,136.78,915364.0
2023-09-23,139.36,139.8,136.44,136.78,915364.0
2023-09-24,139.36,139.8,136.44,136.78,915364.0
2023-09-25,135.53,135.98,133.9,134.21,1401925.0
2023-09-26,133.45,134.33,132.205,132.4,1587271.0
2023-09-27,130.31,132.97,130.11,131.23,1403699.0
2023-09-28,131.63,134.55,130.19,134.26,1289386.0
2023-09-29,136.12,137.96,135.0,135.3,1025064.0
2023-09-30,136.12,137.96,135.0,135.3,1025064.0
2023-10-01,136.12,137.96,135.0,135.3,1025064.0
2023-10-02,134.88,135.04,132.03,132.34,779959.0
2023-10-03,131.17,131.74,127.74,128.94,1075980.0
2023-10-04,128.95,129.5,125.76,127.04,916173.0
2023-10-05,126.82,126.82,121.12,121.22,1835287.0
2023-10-06,121.2,124.865,118.69,123.46,1203228.0
2023-10-07,121.2,124.865,118.69,123.46,1203228.0
2023-10-08,121.2,124.865,118.69,123.46,1203228.0
2023-10-09,121.09,123.1,118.77,121.35,933252.0
2023-10-10,121.26,124.95,119.57,123.72,968613.0
2023-10-11,123.51,124.18,121.56,123.61,1131446.0
2023-10-12,123.72,123.73,119.0,119.76,897569.0
2023-10-13,118.77,119.17,115.66,116.31,1684778.0
2023-10-14,118.77,119.17,115.66,116.31,1684778.0
2023-10-15,118.77,119.17,115.66,116.31,1684778.0
2023-10-16,118.37,124.78,118.26,123.21,1802697.0
2023-10-17,122.52,127.35,122.52,125.94,1398165.0
2023-10-18,125.09,125.7,122.7,123.35,1095625.0
2023-10-19,123.12,123.495,119.33,120.62,2750990.0
2023-10-20,120.53,122.575,119.78,122.19,1596165.0
2023-10-21,120.53,122.575,119.78,122.19,1596165.0
2023-10-22,120.53,122.575,119.78,122.19,1596165.0
2023-10-23,120.34,121.57,116.03,118.18,1280124.0
2023-10-24,119.23,121.64,118.64,120.16,1156295.0
2023-10-25,117.7,120.925,117.51,120.09,755236.0
2023-10-26,120.65,120.99,117.75,119.41,702915.0
2023-10-27,119.82,121.74,116.33,116.43,1070674.0
2023-10-28,119.82,121.74,116.33,116.43,1070674.0
2023-10-29,119.82,121.74,116.33,116.43,1070674.0
2023-10-30,118.45,119.765,117.93,118.8,1003308.0
2023-10-31,119.28,121.53,117.92,121.03,1260874.0
2023-11-01,121.06,121.06,117.09,118.58,847828.0
2023-11-02,120.66,126.395,120.305,126.26,1493232.0
2023-11-03,133.01,133.51,130.28,132.46,4220461.0
2023-11-04,133.01,133.51,130.28,132.46,4220461.0
2023-11-05,133.01,133.51,130.28,132.46,4220461.0
2023-11-06,132.14,132.93,130.41,132.27,12991340.0
2023-11-07,130.71,133.29,130.3,131.15,1916703.0
2023-11-08,131.08,134.36,130.19,130.62,1040940.0
2023-11-09,131.35,133.795,129.99,130.76,1356826.0
2023-11-10,130.56,131.32,128.065,130.71,1071243.0
2023-11-11,130.56,131.32,128.065,130.71,1071243.0
2023-11-12,130.56,131.32,128.065,130.71,1071243.0
2023-11-13,129.57,129.925,125.38,125.5,1590719.0
2023-11-14,129.5,135.02,129.5,132.22,2522960.0
2023-11-15,133.71,137.66,132.68,135.81,2410794.0
2023-11-16,134.68,135.33,128.57,129.93,2202212.0
2023-11-17,135.84,137.79,131.755,136.0,2768778.0
2023-11-18,135.84,137.79,131.755,136.0,2768778.0
2023-11-19,135.84,137.79,131.755,136.0,2768778.0
2023-11-20,136.0,137.65,133.085,136.71,3541094.0
2023-11-21,159.9,167.09,156.01,165.06,6389601.0
2023-11-22,166.37,173.51,165.7392,171.75,3651340.0
2023-11-23,166.37,173.51,165.7392,171.75,3651340.0
2023-11-24,172.8,174.575,171.86,172.45,1051057.0
2023-11-25,172.8,174.575,171.86,172.45,1051057.0
2023-11-26,172.8,174.575,171.86,172.45,1051057.0
2023-11-27,172.3,173.26,170.61,171.68,2129935.0
2023-11-28,170.94,171.61,169.11,171.4,1559268.0
2023-11-29,173.03,175.68,171.47,171.52,1495158.0
2023-11-30,171.66,172.26,168.49,169.59,1408183.0
2023-12-01,170.28,176.24,168.55,174.06,1419960.0
2023-12-02,170.28,176.24,168.55,174.06,1419960.0
2023-12-03,170.28,176.24,168.55,174.06,1419960.0
2023-12-04,173.3,178.825,172.8,178.3,1375907.0
2023-12-05,176.69,176.69,173.76,175.51,813735.0
2023-12-06,177.01,178.89,175.62,176.22,983549.0
2023-12-07,176.41,177.83,173.21,174.08,1076750.0
2023-12-08,174.25,177.75,173.42,176.28,801912.0
2023-12-09,174.25,177.75,173.42,176.28,801912.0
2023-12-10,174.25,177.75,173.42,176.28,801912.0
2023-12-11,177.48,179.71,176.74,177.76,840813.0
2023-12-12,177.58,179.2,175.63,178.68,827558.0
2023-12-13,178.7,187.24,177.44,186.67,1417661.0
2023-12-14,189.31,192.92,187.01,187.9,1703488.0
2023-12-15,187.63,189.99,182.83,183.05,2204868.0
2023-12-16,187.63,189.99,182.83,183.05,2204868.0
2023-12-17,187.63,189.99,182.83,183.05,2204868.0
2023-12-18,184.0,184.69,180.83,181.83,1047289.0
2023-12-19,183.78,187.14,183.41,186.64,684995.0
2023-12-20,186.46,194.685,186.46,188.64,2044416.0
2023-12-21,190.28,192.97,190.0,190.48,967189.0
2023-12-22,189.82,193.77,189.0,191.83,766653.0
2023-12-23,189.82,193.77,189.0,191.83,766653.0
2023-12-24,189.82,193.77,189.0,191.83,766653.0
2023-12-25,189.82,193.77,189.0,191.83,766653.0
2023-12-26,191.47,197.24,191.47,195.89,1116806.0
2023-12-27,195.5,196.88,193.56,196.6,1005880.0
2023-12-28,195.89,198.04,195.435,197.05,770129.0
2023-12-29,196.54,198.3,194.32,194.48,846358.0
2023-12-30,196.54,198.3,194.32,194.48,846358.0
2023-12-31,196.54,198.3,194.32,194.48,846358.0
2024-01-01,196.54,198.3,194.32,194.48,846358.0
2024-01-02,192.35,197.18,192.05,194.86,740900.0
2024-01-03,191.85,193.5,187.475,187.85,1323536.0
2024-01-04,189.41,191.14,187.87,188.15,863562.0
2024-01-05,187.47,192.53,187.39,190.05,779263.0
2024-01-06,187.47,192.53,187.39,190.05,779263.0
2024-01-07,187.47,192.53,187.39,190.05,779263.0
2024-01-08,190.45,194.89,189.85,193.95,758455.0
