,MA US Equity,MA US Equity,MA US Equity,MA US Equity,MA US Equity
2024-04-05,473.344,478.647,471.876,476.49,2462740.0
2024-04-06,473.344,478.647,471.876,476.49,2462740.0
2024-04-07,473.344,478.647,471.876,476.49,2462740.0
2024-04-08,476.4,479.68,474.28,478.85,1961897.0
2024-04-09,477.97,478.89,467.83,472.16,2218019.0
2024-04-10,470.17,474.385,468.85,469.17,2710709.0
2024-04-11,468.28,470.348,464.19,468.31,2299867.0
2024-04-12,466.0,469.52,462.11,465.38,2486361.0
2024-04-13,466.0,469.52,462.11,465.38,2486361.0
2024-04-14,466.0,469.52,462.11,465.38,2486361.0
2024-04-15,470.24,471.0,458.43,459.79,2070679.0
2024-04-16,460.0,463.38,459.0,459.82,1787264.0
2024-04-17,462.77,463.41,458.15,460.16,1735073.0
2024-04-18,460.5,461.91,453.8,454.7,1998880.0
2024-04-19,458.89,459.86,452.585,455.39,2548844.0
2024-04-20,458.89,459.86,452.585,455.39,2548844.0
2024-04-21,458.89,459.86,452.585,455.39,2548844.0
2024-04-22,457.5,460.74,455.13,456.75,2157434.0
2024-04-23,458.48,462.98,457.31,462.82,2029056.0
2024-04-24,465.29,468.15,460.35,462.5,4043134.0
2024-04-25,460.94,464.0,456.72,462.11,2006668.0
2024-04-26,462.91,464.82,460.94,462.42,1963273.0
2024-04-27,462.91,464.82,460.94,462.42,1963273.0
2024-04-28,462.91,464.82,460.94,462.42,1963273.0
2024-04-29,460.95,461.59,455.683,457.1,2121464.0
2024-04-30,456.26,457.72,450.88,451.2,2698813.0
2024-05-01,445.8,448.98,438.38,442.07,4979366.0
