,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity,SPGI US Equity
2024-04-22,415.0,417.9,413.04,416.93,1168550.0
2024-04-23,417.04,418.185,411.375,413.26,2356251.0
2024-04-24,412.13,414.58,408.95,413.28,3357530.0
2024-04-25,428.04,429.99,407.69,415.5,2419060.0
2024-04-26,416.01,418.855,412.85,415.78,1611466.0
2024-04-27,416.01,418.855,412.85,415.78,1611466.0
2024-04-28,416.01,418.855,412.85,415.78,1611466.0
2024-04-29,418.0,418.0,414.41,415.31,1667261.0
2024-04-30,414.9,417.35,410.48,415.83,2004273.0
2024-05-01,413.86,421.05,413.86,416.2,1083082.0
