,ROP US Equity,ROP US Equity,ROP US Equity,ROP US Equity,ROP US Equity
2024-01-29,548.554,555.389,547.974,555.164,413001.0
2024-01-30,557.491,561.915,554.376,560.797,621462.0
2024-01-31,526.754,548.564,524.457,536.261,993248.0
2024-02-01,537.828,545.508,534.074,545.058,561934.0
2024-02-02,543.351,550.511,537.798,548.863,489590.0
2024-02-03,543.351,550.511,537.798,548.863,489590.0
2024-02-04,543.351,550.511,537.798,548.863,489590.0
2024-02-05,548.034,548.813,541.314,545.138,335573.0
2024-02-06,547.615,547.615,541.124,544.549,348647.0
2024-02-07,549.243,549.877,546.057,547.934,413586.0
2024-02-08,550.081,552.318,539.636,544.589,508848.0
2024-02-09,547.735,550.007,544.356,549.502,388033.0
2024-02-10,547.735,550.007,544.356,549.502,388033.0
2024-02-11,547.735,550.007,544.356,549.502,388033.0
2024-02-12,548.094,548.094,539.276,541.563,343850.0
2024-02-13,536.061,537.349,531.297,534.683,433421.0
2024-02-14,535.162,541.164,533.814,540.964,460920.0
2024-02-15,542.412,548.174,537.549,547.225,420606.0
2024-02-16,549.193,549.672,543.241,544.819,552654.0
2024-02-17,549.193,549.672,543.241,544.819,552654.0
2024-02-18,549.193,549.672,543.241,544.819,552654.0
2024-02-19,549.193,549.672,543.241,544.819,552654.0
2024-02-20,544.819,546.676,539.067,543.361,440488.0
2024-02-21,542.142,548.753,539.716,548.264,381166.0
2024-02-22,551.759,557.891,551.759,554.545,610286.0
2024-02-23,558.39,559.199,554.176,556.103,985097.0
2024-02-24,558.39,559.199,554.176,556.103,985097.0
2024-02-25,558.39,559.199,554.176,556.103,985097.0
2024-02-26,553.317,555.804,545.078,547.156,847202.0
2024-02-27,547.255,547.805,541.768,546.347,852242.0
2024-02-28,543.64,545.088,540.924,542.702,457458.0
2024-02-29,545.398,545.398,538.517,543.98,817882.0
2024-03-01,540.325,549.063,539.856,547.205,781694.0
2024-03-02,540.325,549.063,539.856,547.205,781694.0
2024-03-03,540.325,549.063,539.856,547.205,781694.0
2024-03-04,548.594,551.3,544.701,546.466,521196.0
2024-03-05,543.491,543.491,533.994,536.271,431405.0
2024-03-06,536.76,545.448,534.852,539.466,441889.0
2024-03-07,544.389,548.384,542.542,545.568,301852.0
2024-03-08,545.418,547.8,543.6,545.198,310392.0
2024-03-09,545.418,547.8,543.6,545.198,310392.0
2024-03-10,545.418,547.8,543.6,545.198,310392.0
2024-03-11,544.459,553.497,542.152,553.117,521430.0
2024-03-12,553.836,557.491,552.858,554.435,465149.0
2024-03-13,557.002,557.002,546.906,548.763,439549.0
2024-03-14,548.873,551.075,543.121,546.327,375899.0
2024-03-15,543.67,551.03,541.538,546.596,877141.0
2024-03-16,543.67,551.03,541.538,546.596,877141.0
2024-03-17,543.67,551.03,541.538,546.596,877141.0
2024-03-18,547.845,550.411,544.679,545.408,373150.0
2024-03-19,546.247,551.505,545.028,551.11,317773.0
2024-03-20,552.328,556.014,549.343,553.297,442382.0
2024-03-21,555.784,557.861,553.697,555.514,425013.0
2024-03-22,558.2,558.2,552.283,555.614,240532.0
2024-03-23,558.2,558.2,552.283,555.614,240532.0
2024-03-24,558.2,558.2,552.283,555.614,240532.0
2024-03-25,553.277,553.277,547.056,550.181,576186.0
2024-03-26,550.181,554.825,548.439,553.667,419028.0
2024-03-27,557.022,559.069,555.774,558.41,362838.0
2024-03-28,559.229,562.375,557.029,560.068,478082.0
2024-03-29,559.229,562.375,557.029,560.068,478082.0
2024-03-30,559.229,562.375,557.029,560.068,478082.0
2024-03-31,559.229,562.375,557.029,560.068,478082.0
2024-04-01,561.576,564.222,551.27,552.858,268424.0
2024-04-02,551.24,552.109,542.672,545.188,775336.0
2024-04-03,542.172,548.504,542.172,543.93,927330.0
2024-04-04,550.06,554.37,537.11,537.28,451506.0
2024-04-05,537.52,545.805,536.87,543.01,338801.0
2024-04-06,537.52,545.805,536.87,543.01,338801.0
2024-04-07,537.52,545.805,536.87,543.01,338801.0
2024-04-08,541.33,545.51,540.2,543.23,371871.0
