,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity
2024-02-20,120.65,126.85,115.0,116.96,9360245.0
2024-02-21,120.65,126.85,115.0,116.96,9360245.0
2024-02-22,120.65,126.85,115.0,116.96,9360245.0
2024-02-23,120.65,126.85,115.0,116.96,9360245.0
2024-02-24,120.65,126.85,115.0,116.96,9360245.0
2024-02-25,120.65,126.85,115.0,116.96,9360245.0
2024-02-26,120.65,126.85,115.0,116.96,9360245.0
2024-02-27,120.65,126.85,115.0,116.96,9360245.0
2024-02-28,120.65,126.85,115.0,116.96,9360245.0
2024-02-29,120.65,126.85,115.0,116.96,9360245.0
2024-03-01,120.65,126.85,115.0,116.96,9360245.0
2024-03-02,120.65,126.85,115.0,116.96,9360245.0
2024-03-03,120.65,126.85,115.0,116.96,9360245.0
2024-03-04,120.65,126.85,115.0,116.96,9360245.0
2024-03-05,120.65,126.85,115.0,116.96,9360245.0
2024-03-06,120.65,126.85,115.0,116.96,9360245.0
2024-03-07,120.65,126.85,115.0,116.96,9360245.0
2024-03-08,120.65,126.85,115.0,116.96,9360245.0
2024-03-09,120.65,126.85,115.0,116.96,9360245.0
2024-03-10,120.65,126.85,115.0,116.96,9360245.0
2024-03-11,120.65,126.85,115.0,116.96,9360245.0
2024-03-12,120.65,126.85,115.0,116.96,9360245.0
2024-03-13,120.65,126.85,115.0,116.96,9360245.0
2024-03-14,120.65,126.85,115.0,116.96,9360245.0
2024-03-15,120.65,126.85,115.0,116.96,9360245.0
2024-03-16,120.65,126.85,115.0,116.96,9360245.0
2024-03-17,120.65,126.85,115.0,116.96,9360245.0
2024-03-18,120.65,126.85,115.0,116.96,9360245.0
2024-03-19,120.65,126.85,115.0,116.96,9360245.0
2024-03-20,120.65,126.85,115.0,116.96,9360245.0
2024-03-21,120.65,126.85,115.0,116.96,9360245.0
2024-03-22,120.65,126.85,115.0,116.96,9360245.0
2024-03-23,120.65,126.85,115.0,116.96,9360245.0
2024-03-24,120.65,126.85,115.0,116.96,9360245.0
2024-03-25,120.65,126.85,115.0,116.96,9360245.0
2024-03-26,120.65,126.85,115.0,116.96,9360245.0
2024-03-27,120.65,126.85,115.0,116.96,9360245.0
2024-03-28,120.65,126.85,115.0,116.96,9360245.0
2024-03-29,120.65,126.85,115.0,116.96,9360245.0
2024-03-30,120.65,126.85,115.0,116.96,9360245.0
2024-03-31,120.65,126.85,115.0,116.96,9360245.0
2024-04-01,120.65,126.85,115.0,116.96,9360245.0
2024-04-02,120.65,126.85,115.0,116.96,9360245.0
2024-04-03,120.65,126.85,115.0,116.96,9360245.0
2024-04-04,120.65,126.85,115.0,116.96,9360245.0
2024-04-05,120.65,126.85,115.0,116.96,9360245.0
2024-04-06,120.65,126.85,115.0,116.96,9360245.0
2024-04-07,120.65,126.85,115.0,116.96,9360245.0
2024-04-08,120.65,126.85,115.0,116.96,9360245.0
2024-04-09,120.65,126.85,115.0,116.96,9360245.0
2024-04-10,120.65,126.85,115.0,116.96,9360245.0
2024-04-11,120.65,126.85,115.0,116.96,9360245.0
2024-04-12,120.65,126.85,115.0,116.96,9360245.0
2024-04-13,120.65,126.85,115.0,116.96,9360245.0
2024-04-14,120.65,126.85,115.0,116.96,9360245.0
2024-04-15,120.65,126.85,115.0,116.96,9360245.0
2024-04-16,120.65,126.85,115.0,116.96,9360245.0
2024-04-17,120.65,126.85,115.0,116.96,9360245.0
2024-04-18,120.65,126.85,115.0,116.96,9360245.0
2024-04-19,120.65,126.85,115.0,116.96,9360245.0
2024-04-20,120.65,126.85,115.0,116.96,9360245.0
2024-04-21,120.65,126.85,115.0,116.96,9360245.0
2024-04-22,120.65,126.85,115.0,116.96,9360245.0
2024-04-23,120.65,126.85,115.0,116.96,9360245.0
2024-04-24,120.65,126.85,115.0,116.96,9360245.0
2024-04-25,120.65,126.85,115.0,116.96,9360245.0
2024-04-26,120.65,126.85,115.0,116.96,9360245.0
2024-04-27,120.65,126.85,115.0,116.96,9360245.0
2024-04-28,120.65,126.85,115.0,116.96,9360245.0
2024-04-29,120.65,126.85,115.0,116.96,9360245.0
2024-04-30,120.65,126.85,115.0,116.96,9360245.0
2024-05-01,120.65,126.85,115.0,116.96,9360245.0
2024-05-02,120.65,126.85,115.0,116.96,9360245.0
2024-05-03,120.65,126.85,115.0,116.96,9360245.0
2024-05-04,120.65,126.85,115.0,116.96,9360245.0
2024-05-05,120.65,126.85,115.0,116.96,9360245.0
2024-05-06,120.65,126.85,115.0,116.96,9360245.0
2024-05-07,120.65,126.85,115.0,116.96,9360245.0
2024-05-08,120.65,126.85,115.0,116.96,9360245.0
2024-05-09,120.65,126.85,115.0,116.96,9360245.0
2024-05-10,120.65,126.85,115.0,116.96,9360245.0
2024-05-11,120.65,126.85,115.0,116.96,9360245.0
2024-05-12,120.65,126.85,115.0,116.96,9360245.0
2024-05-13,120.65,126.85,115.0,116.96,9360245.0
2024-05-14,120.65,126.85,115.0,116.96,9360245.0
2024-05-15,120.65,126.85,115.0,116.96,9360245.0
2024-05-16,120.65,126.85,115.0,116.96,9360245.0
2024-05-17,120.65,126.85,115.0,116.96,9360245.0
2024-05-18,120.65,126.85,115.0,116.96,9360245.0
2024-05-19,120.65,126.85,115.0,116.96,9360245.0
2024-05-20,120.65,126.85,115.0,116.96,9360245.0
2024-05-21,120.65,126.85,115.0,116.96,9360245.0
2024-05-22,120.65,126.85,115.0,116.96,9360245.0
2024-05-23,120.65,126.85,115.0,116.96,9360245.0
2024-05-24,120.65,126.85,115.0,116.96,9360245.0
