,USNA US Equity,USNA US Equity,USNA US Equity,USNA US Equity,USNA US Equity
2023-01-27,55.68,56.46,55.255,56.11,40042.0
2023-01-28,55.68,56.46,55.255,56.11,40042.0
2023-01-29,55.68,56.46,55.255,56.11,40042.0
2023-01-30,55.97,57.12,55.97,56.76,36887.0
2023-01-31,56.83,58.68,56.65,58.44,67553.0
2023-02-01,58.57,60.49,57.72,59.87,48315.0
2023-02-02,60.05,61.5,59.945,60.78,73485.0
2023-02-03,60.51,60.78,59.72,60.04,85364.0
2023-02-04,60.51,60.78,59.72,60.04,85364.0
2023-02-05,60.51,60.78,59.72,60.04,85364.0
2023-02-06,59.96,59.96,58.345,58.79,81543.0
2023-02-07,58.61,59.91,58.01,59.76,58735.0
2023-02-08,59.73,62.175,59.73,61.53,59862.0
2023-02-09,61.77,62.44,61.38,62.03,74251.0
2023-02-10,61.0,61.84,60.29,61.13,72881.0
2023-02-11,61.0,61.84,60.29,61.13,72881.0
2023-02-12,61.0,61.84,60.29,61.13,72881.0
2023-02-13,60.84,61.47,60.49,61.12,73877.0
2023-02-14,60.86,61.215,60.3,60.8,70798.0
2023-02-15,60.37,62.4,60.07,62.36,118237.0
2023-02-16,61.01,62.395,61.01,62.18,109856.0
2023-02-17,62.22,62.5,61.45,62.28,256261.0
2023-02-18,62.22,62.5,61.45,62.28,256261.0
2023-02-19,62.22,62.5,61.45,62.28,256261.0
2023-02-20,62.22,62.5,61.45,62.28,256261.0
2023-02-21,61.68,62.05,60.71,61.47,118436.0
2023-02-22,61.57,61.625,60.09,60.92,105958.0
2023-02-23,61.19,61.36,60.41,60.81,66659.0
2023-02-24,60.38,61.51,60.02,61.43,101844.0
2023-02-25,60.38,61.51,60.02,61.43,101844.0
2023-02-26,60.38,61.51,60.02,61.43,101844.0
2023-02-27,61.84,62.3,61.07,61.1,64216.0
2023-02-28,61.1,61.27,60.7099,60.78,82566.0
2023-03-01,60.66,62.3,60.52,61.83,79583.0
2023-03-02,61.6,62.89,61.31,62.87,56795.0
2023-03-03,62.99,63.87,62.62,63.48,71343.0
2023-03-04,62.99,63.87,62.62,63.48,71343.0
2023-03-05,62.99,63.87,62.62,63.48,71343.0
2023-03-06,63.48,63.86,61.05,61.42,79873.0
2023-03-07,61.44,62.12,60.08,60.51,99615.0
2023-03-08,60.76,60.76,58.13,60.05,109369.0
2023-03-09,60.04,60.59,59.78,60.2,58079.0
2023-03-10,60.08,60.81,59.35,60.02,75009.0
2023-03-11,60.08,60.81,59.35,60.02,75009.0
2023-03-12,60.08,60.81,59.35,60.02,75009.0
2023-03-13,59.35,60.82,59.35,59.74,101881.0
2023-03-14,60.94,61.425,60.35,61.06,59201.0
2023-03-15,60.09,60.56,59.45,60.22,88824.0
2023-03-16,59.71,62.94,59.71,62.82,76087.0
2023-03-17,62.69,62.69,60.93,61.24,194229.0
2023-03-18,62.69,62.69,60.93,61.24,194229.0
2023-03-19,62.69,62.69,60.93,61.24,194229.0
2023-03-20,61.7,62.44,61.46,61.7,66280.0
2023-03-21,61.99,62.265,60.38,61.14,82389.0
2023-03-22,61.27,62.01,60.46,60.5,56821.0
2023-03-23,60.74,61.46,60.41,60.56,64040.0
2023-03-24,60.23,61.43,60.0,61.36,47779.0
2023-03-25,60.23,61.43,60.0,61.36,47779.0
2023-03-26,60.23,61.43,60.0,61.36,47779.0
2023-03-27,61.85,62.75,61.62,62.53,42689.0
2023-03-28,62.36,62.89,62.36,62.84,48413.0
2023-03-29,63.1,63.1,61.95,62.47,48512.0
2023-03-30,62.56,63.25,62.25,62.48,57628.0
2023-03-31,62.62,63.3,62.33,62.9,89579.0
2023-04-01,62.62,63.3,62.33,62.9,89579.0
2023-04-02,62.62,63.3,62.33,62.9,89579.0
2023-04-03,62.85,64.8,62.85,64.67,75922.0
2023-04-04,64.39,64.39,63.175,64.12,78479.0
2023-04-05,64.1,64.19,63.0,64.0,72882.0
2023-04-06,63.9,64.08,62.82,63.58,61519.0
2023-04-07,63.9,64.08,62.82,63.58,61519.0
2023-04-08,63.9,64.08,62.82,63.58,61519.0
2023-04-09,63.9,64.08,62.82,63.58,61519.0
2023-04-10,63.18,64.3,62.66,63.75,183362.0
2023-04-11,64.24,64.65,63.895,64.26,57086.0
2023-04-12,64.34,64.34,63.5,63.81,49962.0
2023-04-13,64.29,64.52,63.96,64.52,38748.0
2023-04-14,64.5,64.8,63.95,64.23,55294.0
2023-04-15,64.5,64.8,63.95,64.23,55294.0
2023-04-16,64.5,64.8,63.95,64.23,55294.0
2023-04-17,64.44,64.515,63.78,64.15,41901.0
2023-04-18,64.51,64.51,63.26,63.97,60096.0
2023-04-19,63.8,64.19,63.4,63.98,43602.0
2023-04-20,63.88,64.57,63.53,64.57,55093.0
2023-04-21,64.75,65.298,64.75,65.1,47903.0
2023-04-22,64.75,65.298,64.75,65.1,47903.0
2023-04-23,64.75,65.298,64.75,65.1,47903.0
2023-04-24,64.94,65.33,64.59,64.73,39239.0
2023-04-25,64.4,64.755,62.49,62.61,125143.0
2023-04-26,65.2,68.68,63.78,67.9,129917.0
2023-04-27,67.98,68.38,66.99,67.15,78502.0
2023-04-28,67.23,67.53,66.0,66.37,90812.0
2023-04-29,67.23,67.53,66.0,66.37,90812.0
2023-04-30,67.23,67.53,66.0,66.37,90812.0
2023-05-01,66.09,67.3,66.09,66.95,63602.0
2023-05-02,66.69,67.41,65.82,67.24,72228.0
2023-05-03,67.16,68.54,67.16,67.44,83014.0
2023-05-04,67.26,67.89,65.91,67.08,62821.0
2023-05-05,67.5,67.79,66.1,67.14,82708.0
2023-05-06,67.5,67.79,66.1,67.14,82708.0
2023-05-07,67.5,67.79,66.1,67.14,82708.0
2023-05-08,67.31,67.31,66.2,66.39,52066.0
2023-05-09,66.39,66.39,65.38,65.38,40903.0
2023-05-10,65.8,65.8,64.25,65.14,64352.0
2023-05-11,64.66,65.36,64.54,65.36,77086.0
2023-05-12,65.26,65.73,64.945,65.26,61050.0
2023-05-13,65.26,65.73,64.945,65.26,61050.0
2023-05-14,65.26,65.73,64.945,65.26,61050.0
2023-05-15,65.37,65.55,65.0,65.25,40243.0
2023-05-16,64.41,64.47,63.56,63.79,47709.0
2023-05-17,63.81,63.81,62.89,63.18,64943.0
2023-05-18,62.89,63.93,62.6,63.71,44944.0
2023-05-19,64.14,64.5,63.38,64.28,96597.0
2023-05-20,64.14,64.5,63.38,64.28,96597.0
2023-05-21,64.14,64.5,63.38,64.28,96597.0
2023-05-22,64.26,64.26,62.395,63.2,54568.0
2023-05-23,63.08,63.43,62.68,62.69,47323.0
2023-05-24,62.68,62.68,61.72,62.07,37972.0
2023-05-25,61.6,62.4,61.51,61.9,45543.0
2023-05-26,61.72,63.25,61.72,62.77,42458.0
2023-05-27,61.72,63.25,61.72,62.77,42458.0
2023-05-28,61.72,63.25,61.72,62.77,42458.0
2023-05-29,61.72,63.25,61.72,62.77,42458.0
2023-05-30,62.49,62.91,61.52,62.36,54190.0
2023-05-31,62.25,62.25,60.47,60.67,85698.0
2023-06-01,60.62,61.54,60.38,61.26,57723.0
2023-06-02,61.66,63.63,61.65,63.54,47658.0
2023-06-03,61.66,63.63,61.65,63.54,47658.0
2023-06-04,61.66,63.63,61.65,63.54,47658.0
2023-06-05,62.9,62.9,61.71,61.95,46236.0
2023-06-06,61.82,63.4,61.82,62.83,45232.0
2023-06-07,62.86,64.42,62.84,64.04,62309.0
2023-06-08,64.03,64.07,63.26,63.68,53055.0
2023-06-09,63.7,63.86,62.6,62.96,52715.0
2023-06-10,63.7,63.86,62.6,62.96,52715.0
2023-06-11,63.7,63.86,62.6,62.96,52715.0
2023-06-12,63.22,63.22,62.44,62.48,44419.0
2023-06-13,62.7,63.16,61.93,62.07,52481.0
2023-06-14,61.97,62.98,60.43,61.16,96936.0
2023-06-15,61.0,61.36,60.31,61.07,91755.0
2023-06-16,61.82,61.97,60.53,61.15,217400.0
2023-06-17,61.82,61.97,60.53,61.15,217400.0
2023-06-18,61.82,61.97,60.53,61.15,217400.0
2023-06-19,61.82,61.97,60.53,61.15,217400.0
2023-06-20,61.42,62.24,60.815,61.03,86850.0
2023-06-21,61.01,61.16,60.39,60.41,74244.0
2023-06-22,60.51,61.51,59.79,60.56,77776.0
2023-06-23,60.55,62.115,60.32,61.03,108023.0
2023-06-24,60.55,62.115,60.32,61.03,108023.0
2023-06-25,60.55,62.115,60.32,61.03,108023.0
2023-06-26,61.29,62.11,61.1,61.17,56733.0
2023-06-27,61.05,62.29,61.05,61.74,67506.0
2023-06-28,61.66,62.1,60.535,61.99,63137.0
2023-06-29,61.83,63.665,61.83,62.59,69530.0
2023-06-30,62.98,63.63,62.74,63.04,53445.0
2023-07-01,62.98,63.63,62.74,63.04,53445.0
2023-07-02,62.98,63.63,62.74,63.04,53445.0
2023-07-03,63.0,63.745,62.97,63.55,26971.0
2023-07-04,63.0,63.745,62.97,63.55,26971.0
2023-07-05,63.5,64.0,62.55,62.79,90493.0
2023-07-06,62.34,63.01,61.21,62.71,68560.0
2023-07-07,62.63,62.97,61.96,61.98,46157.0
2023-07-08,62.63,62.97,61.96,61.98,46157.0
2023-07-09,62.63,62.97,61.96,61.98,46157.0
2023-07-10,61.87,62.575,60.78,60.98,45556.0
2023-07-11,61.38,61.38,60.17,60.77,45619.0
2023-07-12,61.33,62.1,61.085,61.29,56183.0
2023-07-13,61.45,61.75,61.02,61.38,29710.0
2023-07-14,61.08,61.29,60.47,60.94,33982.0
2023-07-15,61.08,61.29,60.47,60.94,33982.0
2023-07-16,61.08,61.29,60.47,60.94,33982.0
2023-07-17,61.09,61.69,60.85,61.33,51793.0
2023-07-18,61.03,61.79,61.0144,61.29,53668.0
2023-07-19,61.61,62.565,61.23,62.12,53567.0
2023-07-20,62.24,63.04,61.31,62.93,66085.0
2023-07-21,63.09,63.29,62.29,63.07,70508.0
2023-07-22,63.09,63.29,62.29,63.07,70508.0
2023-07-23,63.09,63.29,62.29,63.07,70508.0
2023-07-24,62.82,64.35,62.59,63.79,44042.0
2023-07-25,63.43,63.94,63.1787,63.39,53357.0
2023-07-26,64.9,69.6,64.9,67.92,109867.0
2023-07-27,68.0,68.0,65.0,65.92,107500.0
2023-07-28,66.25,66.435,63.6,65.13,103169.0
2023-07-29,66.25,66.435,63.6,65.13,103169.0
2023-07-30,66.25,66.435,63.6,65.13,103169.0
2023-07-31,64.93,65.7,64.1,64.91,83435.0
2023-08-01,64.61,64.99,63.84,63.91,47222.0
2023-08-02,63.64,65.905,63.11,64.71,99087.0
2023-08-03,64.69,66.69,64.69,66.61,55543.0
2023-08-04,66.37,67.32,66.0,66.29,74568.0
2023-08-05,66.37,67.32,66.0,66.29,74568.0
2023-08-06,66.37,67.32,66.0,66.29,74568.0
2023-08-07,66.35,66.35,63.75,65.82,57267.0
2023-08-08,65.53,66.5,65.061,66.45,65861.0
2023-08-09,66.28,66.61,65.51,66.1,47658.0
2023-08-10,66.35,66.695,65.79,66.23,52709.0
2023-08-11,66.13,66.5,65.88,66.16,57049.0
2023-08-12,66.13,66.5,65.88,66.16,57049.0
2023-08-13,66.13,66.5,65.88,66.16,57049.0
2023-08-14,66.09,66.09,65.0,65.29,60979.0
2023-08-15,65.35,65.84,64.93,65.43,55354.0
2023-08-16,65.46,65.46,63.82,63.86,62390.0
2023-08-17,63.87,64.3473,63.7,63.8,52934.0
2023-08-18,63.22,63.7,63.01,63.35,86978.0
2023-08-19,63.22,63.7,63.01,63.35,86978.0
2023-08-20,63.22,63.7,63.01,63.35,86978.0
2023-08-21,62.99,63.18,62.57,62.61,65184.0
2023-08-22,62.66,62.8,61.98,62.39,66477.0
2023-08-23,62.32,63.51,62.245,63.45,52268.0
2023-08-24,63.13,64.29,63.13,63.58,115012.0
2023-08-25,63.84,64.24,63.61,63.86,63980.0
2023-08-26,63.84,64.24,63.61,63.86,63980.0
2023-08-27,63.84,64.24,63.61,63.86,63980.0
2023-08-28,63.99,64.535,63.78,63.98,81856.0
2023-08-29,64.16,64.41,63.67,64.15,62905.0
2023-08-30,64.0,64.9,64.0,64.61,44591.0
2023-08-31,64.56,64.93,64.24,64.29,67935.0
2023-09-01,64.7,65.27,64.55,64.72,55081.0
2023-09-02,64.7,65.27,64.55,64.72,55081.0
2023-09-03,64.7,65.27,64.55,64.72,55081.0
2023-09-04,64.7,65.27,64.55,64.72,55081.0
2023-09-05,64.39,64.39,62.13,62.22,77109.0
2023-09-06,62.55,62.55,59.9,60.54,76736.0
2023-09-07,60.84,60.91,59.65,59.96,68015.0
2023-09-08,60.18,60.18,58.275,58.42,50094.0
2023-09-09,60.18,60.18,58.275,58.42,50094.0
2023-09-10,60.18,60.18,58.275,58.42,50094.0
2023-09-11,58.81,58.91,58.36,58.56,54959.0
2023-09-12,58.56,58.56,57.08,57.94,68982.0
2023-09-13,57.95,59.27,57.81,59.07,80905.0
2023-09-14,59.46,60.76,59.43,60.72,81295.0
2023-09-15,60.72,60.99,59.05,59.47,221064.0
2023-09-16,60.72,60.99,59.05,59.47,221064.0
2023-09-17,60.72,60.99,59.05,59.47,221064.0
2023-09-18,59.58,60.15,59.235,59.37,53019.0
2023-09-19,59.34,59.92,59.14,59.64,67416.0
2023-09-20,59.72,60.04,59.3,59.45,28388.0
2023-09-21,59.36,60.67,59.01,60.38,53820.0
2023-09-22,60.32,60.9021,59.78,59.8,34377.0
2023-09-23,60.32,60.9021,59.78,59.8,34377.0
2023-09-24,60.32,60.9021,59.78,59.8,34377.0
2023-09-25,59.59,60.03,59.46,59.76,29138.0
2023-09-26,59.3,59.59,58.26,58.45,58374.0
2023-09-27,58.71,59.35,58.065,58.22,42521.0
2023-09-28,58.46,59.36,58.355,58.75,81524.0
2023-09-29,58.88,58.88,58.19,58.61,52007.0
2023-09-30,58.88,58.88,58.19,58.61,52007.0
2023-10-01,58.88,58.88,58.19,58.61,52007.0
2023-10-02,58.46,58.46,57.58,58.06,64853.0
2023-10-03,58.16,58.59,57.62,58.36,39947.0
2023-10-04,58.51,58.52,57.78,58.31,40797.0
2023-10-05,58.05,58.29,57.2777,57.79,42677.0
2023-10-06,57.44,58.95,57.44,58.62,80638.0
2023-10-07,57.44,58.95,57.44,58.62,80638.0
2023-10-08,57.44,58.95,57.44,58.62,80638.0
2023-10-09,58.22,59.19,58.22,58.87,31987.0
2023-10-10,58.74,59.85,58.41,58.46,73072.0
2023-10-11,58.67,58.73,56.85,56.97,41355.0
2023-10-12,56.77,56.77,54.63,55.54,63550.0
2023-10-13,55.12,55.74,55.01,55.09,52633.0
2023-10-14,55.12,55.74,55.01,55.09,52633.0
2023-10-15,55.12,55.74,55.01,55.09,52633.0
2023-10-16,55.48,56.67,55.465,56.25,53114.0
2023-10-17,56.2,57.23,56.2,56.82,68011.0
2023-10-18,56.74,57.63,56.7,57.36,36109.0
2023-10-19,57.36,57.775,56.71,56.75,55344.0
2023-10-20,57.1,57.12,55.37,55.88,89338.0
2023-10-21,57.1,57.12,55.37,55.88,89338.0
2023-10-22,57.1,57.12,55.37,55.88,89338.0
2023-10-23,55.88,56.02,53.95,54.56,135774.0
2023-10-24,54.91,55.45,54.43,55.43,80931.0
2023-10-25,49.98,50.53,44.01,45.45,176028.0
2023-10-26,45.79,47.31,44.565,46.19,120805.0
2023-10-27,46.37,46.37,44.4,44.91,102194.0
2023-10-28,46.37,46.37,44.4,44.91,102194.0
2023-10-29,46.37,46.37,44.4,44.91,102194.0
2023-10-30,45.69,47.085,45.69,46.2,100797.0
2023-10-31,45.94,45.95,45.12,45.55,61780.0
2023-11-01,46.04,46.04,44.28,44.44,52121.0
2023-11-02,44.8,45.32,44.43,45.05,62746.0
2023-11-03,45.82,46.7304,45.33,46.34,95013.0
2023-11-04,45.82,46.7304,45.33,46.34,95013.0
2023-11-05,45.82,46.7304,45.33,46.34,95013.0
2023-11-06,46.18,46.59,45.625,46.43,94702.0
2023-11-07,46.64,46.82,45.71,45.83,64418.0
2023-11-08,45.87,46.1,45.0,45.3,59686.0
2023-11-09,45.67,45.73,44.705,44.83,70819.0
2023-11-10,44.95,45.56,44.47,45.27,51967.0
2023-11-11,44.95,45.56,44.47,45.27,51967.0
2023-11-12,44.95,45.56,44.47,45.27,51967.0
2023-11-13,45.04,45.13,44.46,44.51,62139.0
2023-11-14,45.87,46.98,45.87,46.55,77018.0
2023-11-15,46.48,47.5,46.464,46.5,75791.0
2023-11-16,46.4,46.4,45.66,45.8,73248.0
2023-11-17,46.07,46.8,45.66,46.09,174945.0
2023-11-18,46.07,46.8,45.66,46.09,174945.0
2023-11-19,46.07,46.8,45.66,46.09,174945.0
2023-11-20,46.06,46.42,45.25,46.24,71605.0
2023-11-21,45.98,46.8199,45.8,46.54,50773.0
2023-11-22,47.21,47.9,46.97,47.02,45788.0
2023-11-23,47.21,47.9,46.97,47.02,45788.0
2023-11-24,46.91,47.35,46.91,47.16,16763.0
2023-11-25,46.91,47.35,46.91,47.16,16763.0
2023-11-26,46.91,47.35,46.91,47.16,16763.0
2023-11-27,47.0,47.13,46.55,46.55,59020.0
2023-11-28,46.61,47.01,46.33,46.34,50293.0
2023-11-29,46.23,47.0275,46.0,46.7,67334.0
2023-11-30,46.74,47.4,46.06,47.26,73987.0
2023-12-01,47.15,48.49,46.9,48.06,65090.0
2023-12-02,47.15,48.49,46.9,48.06,65090.0
2023-12-03,47.15,48.49,46.9,48.06,65090.0
2023-12-04,47.56,48.61,47.56,48.04,55095.0
2023-12-05,47.76,47.81,47.1,47.31,43611.0
2023-12-06,47.51,48.2399,47.14,47.68,48436.0
2023-12-07,47.58,49.46,47.3,49.34,61778.0
2023-12-08,49.16,49.715,49.08,49.63,49870.0
2023-12-09,49.16,49.715,49.08,49.63,49870.0
2023-12-10,49.16,49.715,49.08,49.63,49870.0
2023-12-11,49.51,49.59,48.82,49.4,65552.0
2023-12-12,49.58,50.15,49.12,49.76,58295.0
2023-12-13,49.52,51.97,48.965,51.7,113794.0
2023-12-14,52.05,54.29,51.53,53.54,150111.0
2023-12-15,53.83,53.83,51.9,52.25,233297.0
2023-12-16,53.83,53.83,51.9,52.25,233297.0
2023-12-17,53.83,53.83,51.9,52.25,233297.0
2023-12-18,52.5,52.5,51.3,51.47,77592.0
2023-12-19,51.87,52.25,51.28,51.75,124310.0
2023-12-20,51.68,52.7199,51.4,51.82,144874.0
2023-12-21,52.1,52.955,51.4025,52.77,83151.0
2023-12-22,52.93,53.63,52.86,52.86,43334.0
2023-12-23,52.93,53.63,52.86,52.86,43334.0
2023-12-24,52.93,53.63,52.86,52.86,43334.0
2023-12-25,52.93,53.63,52.86,52.86,43334.0
2023-12-26,53.13,53.44,52.51,53.37,38681.0
2023-12-27,53.53,54.12,53.4,53.97,76978.0
2023-12-28,53.69,54.3374,53.69,54.05,33195.0
2023-12-29,53.88,54.14,53.54,53.6,52237.0
2023-12-30,53.88,54.14,53.54,53.6,52237.0
2023-12-31,53.88,54.14,53.54,53.6,52237.0
2024-01-01,53.88,54.14,53.54,53.6,52237.0
2024-01-02,53.52,54.81,53.52,54.45,48195.0
2024-01-03,54.01,54.45,51.84,52.06,91884.0
2024-01-04,51.9,51.95,51.39,51.48,58846.0
2024-01-05,51.07,51.29,50.2,50.61,67567.0
2024-01-06,51.07,51.29,50.2,50.61,67567.0
2024-01-07,51.07,51.29,50.2,50.61,67567.0
2024-01-08,50.39,51.14,50.1,51.03,109321.0
2024-01-09,50.59,51.41,50.38,50.5,54127.0
2024-01-10,50.4,51.18,50.18,51.05,43981.0
2024-01-11,50.79,51.0,49.82,50.73,64304.0
2024-01-12,51.41,51.41,50.04,50.52,52394.0
2024-01-13,51.41,51.41,50.04,50.52,52394.0
2024-01-14,51.41,51.41,50.04,50.52,52394.0
2024-01-15,51.41,51.41,50.04,50.52,52394.0
2024-01-16,50.15,50.15,48.84,48.88,56118.0
2024-01-17,48.29,48.81,47.52,47.83,56027.0
2024-01-18,47.95,48.06,47.46,47.53,70688.0
2024-01-19,47.86,47.86,46.84,47.47,53346.0
2024-01-20,47.86,47.86,46.84,47.47,53346.0
2024-01-21,47.86,47.86,46.84,47.47,53346.0
2024-01-22,47.59,48.6854,47.59,48.39,70879.0
2024-01-23,48.99,49.195,47.84,48.09,58628.0
2024-01-24,48.5,48.5,47.64,47.7,47312.0
2024-01-25,48.48,49.01,48.312,48.82,58892.0
2024-01-26,49.36,49.5,48.4,48.55,60842.0
2024-01-27,49.36,49.5,48.4,48.55,60842.0
2024-01-28,49.36,49.5,48.4,48.55,60842.0
2024-01-29,48.47,48.735,48.0,48.11,72419.0
2024-01-30,47.81,48.19,47.615,47.72,88501.0
2024-01-31,47.76,48.03,46.715,46.82,64378.0
2024-02-01,47.04,48.48,46.885,48.43,93371.0
2024-02-02,47.78,48.27,47.22,47.23,47650.0
2024-02-03,47.78,48.27,47.22,47.23,47650.0
2024-02-04,47.78,48.27,47.22,47.23,47650.0
2024-02-05,47.01,47.355,46.42,46.43,63804.0
2024-02-06,46.57,48.165,46.53,47.8,128710.0
2024-02-07,52.1,52.1,48.9,49.71,101147.0
2024-02-08,49.55,50.935,49.55,50.85,80587.0
2024-02-09,50.72,51.15,50.0301,50.89,55339.0
2024-02-10,50.72,51.15,50.0301,50.89,55339.0
2024-02-11,50.72,51.15,50.0301,50.89,55339.0
2024-02-12,50.82,52.75,50.82,52.36,66829.0
2024-02-13,51.11,51.165,48.75,49.07,100918.0
2024-02-14,49.71,49.71,48.34,49.06,63486.0
2024-02-15,48.57,50.07,48.57,49.67,81177.0
2024-02-16,49.3,50.49,49.19,49.4,69067.0
2024-02-17,49.3,50.49,49.19,49.4,69067.0
2024-02-18,49.3,50.49,49.19,49.4,69067.0
2024-02-19,49.3,50.49,49.19,49.4,69067.0
2024-02-20,48.76,49.6863,48.76,48.98,50128.0
2024-02-21,48.66,49.65,48.66,49.3,51432.0
2024-02-22,48.74,49.26,48.33,48.39,58026.0
2024-02-23,48.18,49.01,48.0,48.77,51403.0
2024-02-24,48.18,49.01,48.0,48.77,51403.0
2024-02-25,48.18,49.01,48.0,48.77,51403.0
2024-02-26,48.47,49.17,48.095,48.51,44776.0
2024-02-27,48.65,48.87,48.13,48.13,45242.0
2024-02-28,47.81,48.66,47.6411,48.06,43002.0
2024-02-29,48.54,49.2,47.51,48.26,125477.0
2024-03-01,48.42,48.42,47.61,48.32,85919.0
2024-03-02,48.42,48.42,47.61,48.32,85919.0
2024-03-03,48.42,48.42,47.61,48.32,85919.0
2024-03-04,48.2,49.14,47.97,48.5,105269.0
2024-03-05,48.01,48.3,46.4801,46.76,111743.0
2024-03-06,47.06,47.71,46.575,47.58,150016.0
2024-03-07,48.09,48.8731,47.98,48.56,111597.0
2024-03-08,48.96,49.62,48.33,48.58,96476.0
2024-03-09,48.96,49.62,48.33,48.58,96476.0
2024-03-10,48.96,49.62,48.33,48.58,96476.0
2024-03-11,48.73,49.655,48.45,49.0,106418.0
2024-03-12,48.97,49.3,48.52,48.72,100572.0
2024-03-13,48.59,50.25,48.59,50.08,82485.0
2024-03-14,49.89,49.89,48.6,49.0,91381.0
2024-03-15,48.77,50.32,48.77,50.11,367616.0
2024-03-16,48.77,50.32,48.77,50.11,367616.0
2024-03-17,48.77,50.32,48.77,50.11,367616.0
2024-03-18,50.11,50.11,48.89,48.9,61127.0
2024-03-19,49.0,49.205,48.12,48.14,68018.0
2024-03-20,48.33,49.17,47.73,48.59,70212.0
2024-03-21,48.8,49.11,48.27,48.59,76755.0
2024-03-22,48.79,48.79,47.83,47.83,57375.0
2024-03-23,48.79,48.79,47.83,47.83,57375.0
2024-03-24,48.79,48.79,47.83,47.83,57375.0
2024-03-25,47.91,48.37,47.75,48.0,55740.0
2024-03-26,48.22,48.27,47.52,47.53,55575.0
2024-03-27,47.78,48.61,47.78,48.27,61548.0
2024-03-28,48.49,48.9,48.29,48.5,72292.0
2024-03-29,48.49,48.9,48.29,48.5,72292.0
2024-03-30,48.49,48.9,48.29,48.5,72292.0
2024-03-31,48.49,48.9,48.29,48.5,72292.0
2024-04-01,48.89,48.89,47.96,47.96,68114.0
2024-04-02,47.74,47.74,46.44,46.64,121820.0
2024-04-03,46.31,46.335,45.01,45.44,153822.0
2024-04-04,45.89,46.285,45.435,45.82,115023.0
2024-04-05,45.92,46.0892,45.27,45.97,145602.0
2024-04-06,45.92,46.0892,45.27,45.97,145602.0
2024-04-07,45.92,46.0892,45.27,45.97,145602.0
2024-04-08,46.19,47.084,46.19,46.72,91738.0
2024-04-09,46.72,47.46,46.715,47.23,61011.0
2024-04-10,46.35,46.35,45.48,45.48,91973.0
2024-04-11,45.94,45.94,45.12,45.3,60434.0
2024-04-12,45.08,45.52,43.83,43.97,62214.0
2024-04-13,45.08,45.52,43.83,43.97,62214.0
2024-04-14,45.08,45.52,43.83,43.97,62214.0
2024-04-15,44.2,44.2,43.1683,43.46,86917.0
2024-04-16,43.41,43.69,42.59,43.19,81307.0
2024-04-17,43.69,44.2,42.99,43.01,73987.0
2024-04-18,43.18,43.73,43.125,43.47,79326.0
2024-04-19,43.41,44.31,43.34,44.13,85577.0
2024-04-20,43.41,44.31,43.34,44.13,85577.0
2024-04-21,43.41,44.31,43.34,44.13,85577.0
2024-04-22,44.35,44.62,44.0,44.23,65735.0
2024-04-23,44.44,44.985,44.44,44.75,58945.0
2024-04-24,44.44,44.67,43.34,43.7,89432.0
2024-04-25,43.61,43.765,42.7,43.14,111811.0
2024-04-26,43.43,43.755,43.33,43.47,46968.0
2024-04-27,43.43,43.755,43.33,43.47,46968.0
2024-04-28,43.43,43.755,43.33,43.47,46968.0
2024-04-29,43.72,44.14,42.86,42.98,69524.0
2024-04-30,42.77,42.77,41.45,41.52,104538.0
2024-05-01,44.67,47.0,44.355,45.55,126322.0
