,LBRT US Equity,LBRT US Equity,LBRT US Equity,LBRT US Equity,LBRT US Equity
2022-05-15,14.1568,14.7548,14.1127,14.4705,2028478.0
2022-05-16,14.4509,15.0195,14.4509,14.843,2236560.0
2022-05-17,15.1666,15.5685,14.9509,15.2058,1952410.0
2022-05-18,15.3725,15.5097,14.3234,14.6372,1684395.0
2022-05-19,14.2058,14.7548,14.098,14.5489,2819310.0
2022-05-20,14.7842,14.9803,14.4705,14.6176,2252034.0
2022-05-21,14.7842,14.9803,14.4705,14.6176,2252034.0
2022-05-22,14.7842,14.9803,14.4705,14.6176,2252034.0
2022-05-23,14.8823,15.8921,14.5538,15.7156,2401081.0
2022-05-24,15.343,16.0783,15.0244,15.9705,2104263.0
2022-05-25,15.9019,16.2352,15.7254,16.0587,2233475.0
2022-05-26,16.3823,16.8234,16.0587,16.1568,2583468.0
2022-05-27,16.0685,16.5227,15.9411,16.1175,2534766.0
2022-05-28,16.0685,16.5227,15.9411,16.1175,2534766.0
2022-05-29,16.0685,16.5227,15.9411,16.1175,2534766.0
2022-05-30,16.0685,16.5227,15.9411,16.1175,2534766.0
2022-05-31,16.5881,17.0783,15.5538,15.9509,3167093.0
2022-06-01,16.196,16.9607,16.1764,16.5097,2606861.0
2022-06-02,16.294,16.8136,16.1666,16.696,3283040.0
2022-06-03,16.7646,17.794,16.4509,17.7744,1937014.0
2022-06-04,16.7646,17.794,16.4509,17.7744,1937014.0
2022-06-05,16.7646,17.794,16.4509,17.7744,1937014.0
2022-06-06,18.0097,18.2352,17.6469,17.843,2767041.0
2022-06-07,17.7646,18.6469,17.6077,18.3724,1929444.0
2022-06-08,18.3724,18.7032,18.0391,18.1371,1482608.0
2022-06-09,17.0587,17.343,16.5587,16.9607,9301452.0
2022-06-10,16.6764,17.0097,15.8626,16.5391,3212240.0
2022-06-11,16.6764,17.0097,15.8626,16.5391,3212240.0
2022-06-12,16.6764,17.0097,15.8626,16.5391,3212240.0
2022-06-13,15.9313,16.0293,14.8234,15.2548,2951059.0
2022-06-14,15.696,15.794,14.4215,14.8332,2228094.0
2022-06-15,14.9313,15.1028,14.2254,14.4607,3571753.0
2022-06-16,14.0587,14.4803,13.7352,13.9803,4000354.0
2022-06-17,13.9411,14.1176,12.9607,13.098,8162865.0
2022-06-18,13.9411,14.1176,12.9607,13.098,8162865.0
2022-06-19,13.9411,14.1176,12.9607,13.098,8162865.0
2022-06-20,13.9411,14.1176,12.9607,13.098,8162865.0
2022-06-21,13.5489,14.0391,13.4117,13.4999,2284015.0
2022-06-22,12.6078,12.9803,12.098,12.5587,5172318.0
2022-06-23,12.4901,12.6568,11.7107,11.9313,3671430.0
2022-06-24,12.0882,12.6225,11.794,12.0587,10402821.0
2022-06-25,12.0882,12.6225,11.794,12.0587,10402821.0
2022-06-26,12.0882,12.6225,11.794,12.0587,10402821.0
2022-06-27,12.3333,13.0097,12.1274,12.8333,4134342.0
2022-06-28,13.1176,13.4019,12.8284,13.1176,2485750.0
2022-06-29,13.4411,13.4411,12.7156,13.0587,4325263.0
2022-06-30,12.6274,12.9901,12.3136,12.5097,2963297.0
2022-07-01,12.6372,12.7205,11.848,12.4313,2254631.0
2022-07-02,12.6372,12.7205,11.848,12.4313,2254631.0
2022-07-03,12.6372,12.7205,11.848,12.4313,2254631.0
2022-07-04,12.6372,12.7205,11.848,12.4313,2254631.0
2022-07-05,11.9509,11.9509,10.8774,11.098,3827026.0
2022-07-06,11.1078,11.4558,10.4999,10.9999,2871073.0
2022-07-07,11.4999,12.0195,11.4068,11.8921,3137558.0
2022-07-08,12.2156,12.2744,11.5784,11.9313,2443499.0
2022-07-09,12.2156,12.2744,11.5784,11.9313,2443499.0
2022-07-10,12.2156,12.2744,11.5784,11.9313,2443499.0
2022-07-11,11.696,11.9117,11.4411,11.8038,1847773.0
2022-07-12,11.2548,11.696,11.196,11.4509,2264436.0
2022-07-13,11.245,11.7842,11.2254,11.294,2163046.0
2022-07-14,10.794,11.098,10.5784,11.0686,2549184.0
2022-07-15,11.4313,11.4705,10.8823,11.294,2726173.0
2022-07-16,11.4313,11.4705,10.8823,11.294,2726173.0
2022-07-17,11.4313,11.4705,10.8823,11.294,2726173.0
2022-07-18,11.6176,12.0293,11.6176,11.794,1974620.0
2022-07-19,11.7744,12.3136,11.745,12.1862,2035941.0
2022-07-20,11.9999,12.5097,11.8975,12.4215,2259393.0
2022-07-21,11.9313,12.1274,11.4901,11.9509,3282422.0
2022-07-22,11.9705,12.3921,11.696,11.8137,2712532.0
2022-07-23,11.9705,12.3921,11.696,11.8137,2712532.0
2022-07-24,11.9705,12.3921,11.696,11.8137,2712532.0
2022-07-25,12.1372,12.7352,11.8333,12.598,2681162.0
2022-07-26,14.1176,14.1372,13.2156,13.5293,10050734.0
2022-07-27,13.9607,14.343,13.4215,14.1666,6326514.0
2022-07-28,14.3725,14.4999,13.3038,13.7548,4731083.0
2022-07-29,14.0293,14.2156,13.7058,13.9215,3794547.0
2022-07-30,14.0293,14.2156,13.7058,13.9215,3794547.0
2022-07-31,14.0293,14.2156,13.7058,13.9215,3794547.0
2022-08-01,13.5783,13.7156,13.294,13.598,2678918.0
2022-08-02,13.6176,13.9109,13.3932,13.8332,2400024.0
2022-08-03,14.0587,14.196,12.6176,13.4411,4748184.0
2022-08-04,13.3823,13.4509,12.4607,12.5195,2774009.0
2022-08-05,12.3136,13.3234,12.1823,12.8136,2195121.0
2022-08-06,12.3136,13.3234,12.1823,12.8136,2195121.0
2022-08-07,12.3136,13.3234,12.1823,12.8136,2195121.0
2022-08-08,12.7352,13.0783,12.5685,12.9019,2519529.0
2022-08-09,13.0882,13.4019,12.7695,12.9705,1792117.0
2022-08-10,13.0685,13.2646,12.5391,13.0882,1851536.0
2022-08-11,13.4313,13.7401,13.3823,13.6176,1516571.0
2022-08-12,13.5391,14.2058,13.3283,14.196,1720751.0
2022-08-13,13.5391,14.2058,13.3283,14.196,1720751.0
2022-08-14,13.5391,14.2058,13.3283,14.196,1720751.0
2022-08-15,13.5489,13.8431,12.9803,13.794,1935342.0
2022-08-16,13.9607,14.2352,13.4215,13.5685,2465185.0
2022-08-17,13.4607,13.9204,13.3431,13.5391,2347855.0
2022-08-18,13.7744,14.4509,13.7744,14.3823,2842935.0
2022-08-19,14.2156,14.343,13.9117,14.2254,1834698.0
2022-08-20,14.2156,14.343,13.9117,14.2254,1834698.0
2022-08-21,14.2156,14.343,13.9117,14.2254,1834698.0
2022-08-22,13.9509,14.4803,13.6078,14.4509,2889931.0
2022-08-23,14.9117,15.2744,14.7254,14.8823,3048530.0
2022-08-24,15.0195,15.5391,14.9313,15.4999,2373940.0
2022-08-25,15.6666,15.8724,15.5293,15.6372,4170658.0
2022-08-26,15.4901,15.745,15.1274,15.3234,2842231.0
2022-08-27,15.4901,15.745,15.1274,15.3234,2842231.0
2022-08-28,15.4901,15.745,15.1274,15.3234,2842231.0
2022-08-29,15.2058,16.093,15.2058,15.7842,3969154.0
2022-08-30,15.3725,15.4509,14.8479,15.1077,5983600.0
2022-08-31,14.6568,15.4117,14.5783,14.7058,2914572.0
2022-09-01,14.3038,14.5489,13.5587,13.7254,3013868.0
2022-09-02,14.1372,14.7058,13.9938,14.4313,2676579.0
2022-09-03,14.1372,14.7058,13.9938,14.4313,2676579.0
2022-09-04,14.1372,14.7058,13.9938,14.4313,2676579.0
2022-09-05,14.1372,14.7058,13.9938,14.4313,2676579.0
2022-09-06,14.7352,14.9411,14.2793,14.5097,3361399.0
2022-09-07,14.1372,14.4117,13.7107,14.3332,3130586.0
2022-09-08,14.3823,14.4852,13.9999,14.098,2765641.0
2022-09-09,14.4999,14.8332,14.4705,14.696,1517515.0
2022-09-10,14.4999,14.8332,14.4705,14.696,1517515.0
2022-09-11,14.4999,14.8332,14.4705,14.696,1517515.0
2022-09-12,14.7842,14.9215,14.4215,14.794,1911992.0
2022-09-13,14.647,14.8136,13.9901,14.1862,2074380.0
2022-09-14,14.2744,14.9705,14.2744,14.745,2410838.0
2022-09-15,14.3627,14.5489,14.0097,14.1764,1801766.0
2022-09-16,13.9607,13.9849,13.1617,13.3725,6320117.0
2022-09-17,13.9607,13.9849,13.1617,13.3725,6320117.0
2022-09-18,13.9607,13.9849,13.1617,13.3725,6320117.0
2022-09-19,12.794,13.446,12.745,13.2646,1951051.0
2022-09-20,13.0783,13.2058,12.4999,12.8136,2187582.0
2022-09-21,13.1568,13.2548,12.5097,12.5195,1476382.0
2022-09-22,12.8627,13.0391,12.4215,12.4411,1387047.0
2022-09-23,11.745,11.7548,11.1127,11.3333,2165377.0
2022-09-24,11.745,11.7548,11.1127,11.3333,2165377.0
2022-09-25,11.745,11.7548,11.1127,11.3333,2165377.0
2022-09-26,11.4019,11.647,11.1274,11.3431,2991522.0
2022-09-27,11.647,12.0342,11.4411,11.8333,2682407.0
2022-09-28,11.9411,12.6176,11.8648,12.5489,1946777.0
2022-09-29,12.3529,12.4607,12.0489,12.4313,1148101.0
2022-09-30,12.2352,12.6666,12.1764,12.4313,1412652.0
2022-10-01,12.2352,12.6666,12.1764,12.4313,1412652.0
2022-10-02,12.2352,12.6666,12.1764,12.4313,1412652.0
2022-10-03,13.2352,13.5097,12.9754,13.3725,1504782.0
2022-10-04,13.6274,13.9215,13.5097,13.7254,2371187.0
2022-10-05,13.7548,14.696,13.7548,14.6176,2609681.0
2022-10-06,14.3725,14.9264,14.3561,14.6568,1520754.0
2022-10-07,14.7254,15.1519,14.4901,14.8332,1883849.0
2022-10-08,14.7254,15.1519,14.4901,14.8332,1883849.0
2022-10-09,14.7254,15.1519,14.4901,14.8332,1883849.0
2022-10-10,14.7646,14.9607,14.0587,14.098,1148236.0
2022-10-11,13.7254,14.3136,13.6666,13.9117,1173117.0
2022-10-12,13.6764,13.9411,13.196,13.7842,1543019.0
2022-10-13,13.7254,14.6813,13.6568,14.6078,1954803.0
2022-10-14,14.3234,14.4803,13.8136,13.8725,4443323.0
2022-10-15,14.3234,14.4803,13.8136,13.8725,4443323.0
2022-10-16,14.3234,14.4803,13.8136,13.8725,4443323.0
2022-10-17,14.2352,14.7499,14.2058,14.4705,2140438.0
2022-10-18,14.6274,15.3725,14.6176,15.0979,2744348.0
2022-10-19,15.5489,16.0979,15.343,15.9411,4667907.0
2022-10-20,16.7352,17.2744,15.1077,15.2744,5882442.0
2022-10-21,15.343,15.9901,15.294,15.5097,3705804.0
2022-10-22,15.343,15.9901,15.294,15.5097,3705804.0
2022-10-23,15.343,15.9901,15.294,15.5097,3705804.0
2022-10-24,15.5979,16.1077,15.4705,15.9705,3303618.0
2022-10-25,15.4117,15.6862,15.1862,15.5391,9147348.0
2022-10-26,15.8528,16.4803,15.745,16.1568,5979915.0
2022-10-27,16.3921,16.7646,15.7156,15.9509,4765952.0
2022-10-28,16.1666,16.1666,15.0587,15.6764,2802559.0
2022-10-29,16.1666,16.1666,15.0587,15.6764,2802559.0
2022-10-30,16.1666,16.1666,15.0587,15.6764,2802559.0
2022-10-31,15.6666,16.6077,15.4901,16.5783,3446578.0
2022-11-01,16.8136,17.2548,16.451,16.9215,3029149.0
2022-11-02,16.843,17.1568,16.4411,16.4999,1870608.0
2022-11-03,16.2352,16.9852,16.1862,16.8528,1411480.0
2022-11-04,17.3136,17.6371,16.8822,17.0881,2143497.0
2022-11-05,17.3136,17.6371,16.8822,17.0881,2143497.0
2022-11-06,17.3136,17.6371,16.8822,17.0881,2143497.0
2022-11-07,17.3332,17.7254,17.196,17.6568,1890378.0
2022-11-08,17.5587,17.7058,17.245,17.4999,1334007.0
2022-11-09,17.1371,17.3042,16.4117,16.5293,2442131.0
2022-11-10,16.9509,17.294,16.5881,17.2548,1683668.0
2022-11-11,17.6469,17.995,17.392,17.5293,1973566.0
2022-11-12,17.6469,17.995,17.392,17.5293,1973566.0
2022-11-13,17.6469,17.995,17.392,17.5293,1973566.0
2022-11-14,17.4901,17.6273,16.8822,16.9117,1732657.0
2022-11-15,16.9607,17.1077,16.7254,17.0097,1701868.0
2022-11-16,16.9215,16.9656,16.3528,16.6273,1775615.0
2022-11-17,16.2646,16.6273,16.1175,16.6175,1229316.0
2022-11-18,16.4705,16.6519,15.9901,16.4999,2476270.0
2022-11-19,16.4705,16.6519,15.9901,16.4999,2476270.0
2022-11-20,16.4705,16.6519,15.9901,16.4999,2476270.0
2022-11-21,16.0391,16.196,15.0146,16.147,2242436.0
2022-11-22,16.4607,16.9662,16.2842,16.5783,1656575.0
2022-11-23,16.1666,16.343,15.897,16.2352,1433281.0
2022-11-24,16.1666,16.343,15.897,16.2352,1433281.0
2022-11-25,16.1372,16.3332,15.9999,16.0293,566837.0
2022-11-26,16.1372,16.3332,15.9999,16.0293,566837.0
2022-11-27,16.1372,16.3332,15.9999,16.0293,566837.0
2022-11-28,15.4019,16.0097,15.3038,15.6862,1645270.0
2022-11-29,15.9999,16.1666,15.8528,15.9705,1250955.0
2022-11-30,16.3234,16.3625,15.8234,16.2058,1254859.0
2022-12-01,16.4313,16.5979,15.8038,15.8136,1213130.0
2022-12-02,15.5685,15.9215,15.5489,15.7842,990813.0
2022-12-03,15.5685,15.9215,15.5489,15.7842,990813.0
2022-12-04,15.5685,15.9215,15.5489,15.7842,990813.0
2022-12-05,16.0694,16.0695,14.85,14.8893,2088502.0
2022-12-06,14.8401,15.5285,14.5648,14.7024,2899951.0
2022-12-07,14.7811,15.1007,14.4959,14.5156,2796838.0
2022-12-08,14.9483,15.1055,14.3336,14.4172,2218801.0
2022-12-09,14.4074,14.5844,13.9354,13.9649,1763998.0
2022-12-10,14.4074,14.5844,13.9354,13.9649,1763998.0
2022-12-11,14.4074,14.5844,13.9354,13.9649,1763998.0
2022-12-12,14.0927,14.7664,13.9747,14.5648,1775794.0
2022-12-13,14.9385,15.5285,14.9385,15.4695,2788787.0
2022-12-14,15.6072,15.8826,15.2925,15.5679,2093292.0
2022-12-15,15.3908,15.6969,15.3023,15.5187,1281370.0
2022-12-16,15.0663,15.3908,14.909,15.3122,3667092.0
2022-12-17,15.0663,15.3908,14.909,15.3122,3667092.0
2022-12-18,15.0663,15.3908,14.909,15.3122,3667092.0
2022-12-19,15.4892,15.8334,14.9532,15.027,1625417.0
2022-12-20,14.9975,15.44,14.9975,15.3417,1545925.0
2022-12-21,15.5875,15.799,15.2728,15.6269,1267713.0
2022-12-22,15.6465,15.681,14.7713,15.0958,1489809.0
2022-12-23,15.3515,15.9416,15.1942,15.9317,1266287.0
2022-12-24,15.3515,15.9416,15.1942,15.9317,1266287.0
2022-12-25,15.3515,15.9416,15.1942,15.9317,1266287.0
2022-12-26,15.3515,15.9416,15.1942,15.9317,1266287.0
2022-12-27,16.0498,16.1579,15.4302,15.558,1795712.0
2022-12-28,15.5482,15.6367,14.7614,14.8303,3173200.0
2022-12-29,14.8204,15.7596,14.8204,15.6662,1700360.0
2022-12-30,15.5187,15.8186,15.5187,15.7449,1342369.0
2022-12-31,15.5187,15.8186,15.5187,15.7449,1342369.0
2023-01-01,15.5187,15.8186,15.5187,15.7449,1342369.0
2023-01-02,15.5187,15.8186,15.5187,15.7449,1342369.0
2023-01-03,15.5974,15.6957,14.2697,14.3582,1863573.0
2023-01-04,14.0435,14.8155,13.9944,14.7418,2119139.0
2023-01-05,14.6926,14.9876,14.4369,14.8303,1262517.0
2023-01-06,15.1352,15.4203,14.8303,14.9188,1928482.0
2023-01-07,15.1352,15.4203,14.8303,14.9188,1928482.0
2023-01-08,15.1352,15.4203,14.8303,14.9188,1928482.0
2023-01-09,15.4597,15.7449,15.2089,15.4892,2375055.0
2023-01-10,15.617,16.0989,15.145,15.9121,3813315.0
2023-01-11,15.9711,16.1481,15.5925,15.9907,2527957.0
2023-01-12,16.1579,16.7873,16.0399,16.5513,1222161.0
2023-01-13,16.6201,16.7087,15.9022,16.3153,2163250.0
2023-01-14,16.6201,16.7087,15.9022,16.3153,2163250.0
2023-01-15,16.6201,16.7087,15.9022,16.3153,2163250.0
2023-01-16,16.6201,16.7087,15.9022,16.3153,2163250.0
2023-01-17,16.0793,16.2858,15.617,15.6859,1583347.0
2023-01-18,15.7842,15.8924,14.4664,14.5057,2458298.0
2023-01-19,14.3976,14.5943,14.1468,14.4172,3111548.0
2023-01-20,14.5156,14.6828,14.1404,14.4762,2251201.0
2023-01-21,14.5156,14.6828,14.1404,14.4762,2251201.0
2023-01-22,14.5156,14.6828,14.1404,14.4762,2251201.0
2023-01-23,14.5353,14.6948,14.3779,14.5549,2656363.0
2023-01-24,14.7516,14.7713,13.9944,14.3189,4096137.0
2023-01-25,14.8008,15.1745,14.0337,14.8991,6503613.0
2023-01-26,15.1843,15.2856,14.0337,14.8795,7090848.0
2023-01-27,15.1253,15.4449,15.0368,15.1352,3557525.0
2023-01-28,15.1253,15.4449,15.0368,15.1352,3557525.0
2023-01-29,15.1253,15.4449,15.0368,15.1352,3557525.0
2023-01-30,15.0466,15.5138,14.9778,15.1745,5488418.0
2023-01-31,15.1155,15.6662,15.0368,15.5679,2785333.0
2023-02-01,15.4794,15.6465,14.6729,15.2433,2773926.0
2023-02-02,15.2433,15.4843,14.7418,15.0565,3149749.0
2023-02-03,15.027,15.558,14.9237,15.0565,2289380.0
2023-02-04,15.027,15.558,14.9237,15.0565,2289380.0
2023-02-05,15.027,15.558,14.9237,15.0565,2289380.0
2023-02-06,15.0073,15.2237,14.7319,15.027,3783479.0
2023-02-07,15.145,15.3171,14.9385,15.2433,2116113.0
2023-02-08,15.2433,15.5138,15.0958,15.381,4391616.0
2023-02-09,15.499,15.499,14.5057,14.5353,5055514.0
2023-02-10,14.7221,15.231,14.6336,15.1942,2757771.0
2023-02-11,14.7221,15.231,14.6336,15.1942,2757771.0
2023-02-12,14.7221,15.231,14.6336,15.1942,2757771.0
2023-02-13,15.0171,15.7154,14.8696,15.5875,1980199.0
2023-02-14,15.4499,15.9514,15.3122,15.6367,3137993.0
2023-02-15,15.4597,15.4597,14.968,15.3122,3121601.0
2023-02-16,15.3515,16.0448,15.3073,15.7055,3802464.0
2023-02-17,15.5089,15.5187,14.5844,14.8106,2953831.0
2023-02-18,15.5089,15.5187,14.5844,14.8106,2953831.0
2023-02-19,15.5089,15.5187,14.5844,14.8106,2953831.0
2023-02-20,15.5089,15.5187,14.5844,14.8106,2953831.0
2023-02-21,14.7221,14.8647,14.5205,14.7713,4879976.0
2023-02-22,14.6041,14.8506,14.1173,14.6336,7923374.0
2023-02-23,14.909,15.0171,14.3681,14.8991,5973869.0
2023-02-24,14.6828,15.027,14.3681,15.027,1929478.0
2023-02-25,14.6828,15.027,14.3681,15.027,1929478.0
2023-02-26,14.6828,15.027,14.3681,15.027,1929478.0
2023-02-27,15.0958,15.5482,14.9975,15.322,2655443.0
2023-02-28,15.4007,15.499,14.9876,14.9975,1865894.0
2023-03-01,15.0663,15.6515,14.9975,15.558,1480122.0
2023-03-02,15.4302,16.2317,15.3424,16.1579,2044240.0
2023-03-03,15.9804,16.3158,15.8028,16.1777,2125221.0
2023-03-04,15.9804,16.3158,15.8028,16.1777,2125221.0
2023-03-05,15.9804,16.3158,15.8028,16.1777,2125221.0
2023-03-06,16.1777,16.3651,16.0396,16.2467,1572873.0
2023-03-07,16.2171,16.2763,15.7486,15.8817,4053889.0
2023-03-08,15.9508,16.0839,15.4132,15.7831,1695856.0
2023-03-09,15.9902,15.9952,14.6585,14.6684,2493116.0
2023-03-10,14.6289,14.9939,14.1456,14.1752,2127808.0
2023-03-11,14.6289,14.9939,14.1456,14.1752,2127808.0
2023-03-12,14.6289,14.9939,14.1456,14.1752,2127808.0
2023-03-13,13.5932,14.2442,13.2775,13.5044,3079745.0
2023-03-14,13.5636,14.0223,12.9816,13.3268,3493800.0
2023-03-15,12.5969,12.7942,12.0494,12.5081,4349689.0
2023-03-16,12.0839,12.804,12.0543,12.7152,4440845.0
2023-03-17,12.6265,12.7152,11.9902,12.4884,5031703.0
2023-03-18,12.6265,12.7152,11.9902,12.4884,5031703.0
2023-03-19,12.6265,12.7152,11.9902,12.4884,5031703.0
2023-03-20,12.5278,13.0161,12.5278,12.7054,2404228.0
2023-03-21,13.1394,13.2085,12.6561,12.6758,4114580.0
2023-03-22,12.6758,12.7019,11.8768,11.8768,3782019.0
2023-03-23,11.9951,12.3009,11.3441,11.4625,3515542.0
2023-03-24,11.1468,11.788,11.0284,11.6893,3635722.0
2023-03-25,11.1468,11.788,11.0284,11.6893,3635722.0
2023-03-26,11.1468,11.788,11.0284,11.6893,3635722.0
2023-03-27,11.8373,12.439,11.6499,12.3799,4723786.0
2023-03-28,12.1826,13.0802,12.1628,12.9224,4237651.0
2023-03-29,13.1197,13.1484,12.597,12.7448,3250209.0
2023-03-30,12.9372,13.0605,12.3108,12.4193,2412665.0
2023-03-31,12.5771,12.6856,12.439,12.6363,3443366.0
2023-04-01,12.5771,12.6856,12.439,12.6363,3443366.0
2023-04-02,12.5771,12.6856,12.439,12.6363,3443366.0
2023-04-03,13.4847,13.8201,13.2923,13.4353,5566606.0
2023-04-04,13.5241,13.5241,12.878,13.1197,4533519.0
2023-04-05,12.8731,13.3663,12.8336,13.3663,2276431.0
2023-04-06,13.4058,13.4353,13.0161,13.1197,1755204.0
2023-04-07,13.4058,13.4353,13.0161,13.1197,1755204.0
2023-04-08,13.4058,13.4353,13.0161,13.1197,1755204.0
2023-04-09,13.4058,13.4353,13.0161,13.1197,1755204.0
2023-04-10,13.1789,13.6228,13.169,13.2578,3039124.0
2023-04-11,13.3071,13.4058,13.1246,13.2578,2699173.0
2023-04-12,13.3268,13.386,12.9816,13.0013,1976777.0
2023-04-13,13.0802,13.3318,12.9224,13.2085,1966773.0
2023-04-14,13.2874,13.3564,13.0432,13.2578,1723790.0
2023-04-15,13.2874,13.3564,13.0432,13.2578,1723790.0
2023-04-16,13.2874,13.3564,13.0432,13.2578,1723790.0
2023-04-17,13.1887,13.3564,13.0013,13.0704,1495327.0
2023-04-18,12.7646,13.021,12.6265,12.8435,3060852.0
2023-04-19,12.6659,13.1197,12.649,13.0506,2978741.0
2023-04-20,12.7251,13.3268,12.7251,13.169,3353193.0
2023-04-21,13.317,13.603,12.9668,13.2282,2528946.0
2023-04-22,13.317,13.603,12.9668,13.2282,2528946.0
2023-04-23,13.317,13.603,12.9668,13.2282,2528946.0
2023-04-24,13.1887,13.7855,13.1887,13.6425,2746876.0
2023-04-25,13.3466,13.4452,12.8139,12.8632,3740156.0
2023-04-26,12.735,13.1345,12.4144,12.4489,2734612.0
2023-04-27,12.3799,12.6955,12.2812,12.3799,2732556.0
2023-04-28,12.3996,12.7646,12.3009,12.6363,2503015.0
2023-04-29,12.3996,12.7646,12.3009,12.6363,2503015.0
2023-04-30,12.3996,12.7646,12.3009,12.6363,2503015.0
2023-05-01,12.4094,12.8829,12.3207,12.8731,1987884.0
2023-05-02,12.5969,12.7054,11.8472,11.8965,3207203.0
2023-05-03,11.7683,12.0445,11.6203,11.7584,2875513.0
2023-05-04,11.6696,11.9261,11.5068,11.64,2664340.0
2023-05-05,12.1431,12.2122,11.9754,12.005,2090969.0
2023-05-06,12.1431,12.2122,11.9754,12.005,2090969.0
2023-05-07,12.1431,12.2122,11.9754,12.005,2090969.0
2023-05-08,12.3108,12.5081,11.9754,12.0642,1776577.0
2023-05-09,11.9951,12.3207,11.9557,12.0741,1584103.0
2023-05-10,12.1727,12.2023,11.8274,11.9951,2108446.0
2023-05-11,11.7584,11.9705,11.6844,11.9162,1653464.0
2023-05-12,12.0839,12.1727,11.8768,11.9162,1484016.0
2023-05-13,12.0839,12.1727,11.8768,11.9162,1484016.0
2023-05-14,12.0839,12.1727,11.8768,11.9162,1484016.0
2023-05-15,12.005,12.2763,11.9557,12.0445,1756181.0
2023-05-16,11.9557,12.0198,11.645,11.7387,1882278.0
2023-05-17,11.9458,12.513,11.9162,12.3207,2108708.0
2023-05-18,12.1727,12.6265,11.9606,12.5673,1813971.0
2023-05-19,12.8336,12.8583,12.5623,12.7251,3292085.0
2023-05-20,12.8336,12.8583,12.5623,12.7251,3292085.0
2023-05-21,12.8336,12.8583,12.5623,12.7251,3292085.0
2023-05-22,12.7744,12.9766,12.7744,12.9224,2397726.0
2023-05-23,12.9421,13.1591,12.7646,12.9224,1600552.0
2023-05-24,12.952,13.0566,12.7399,12.8829,1215822.0
2023-05-25,12.587,12.6758,12.4094,12.4686,1922587.0
2023-05-26,12.5969,12.6659,12.2319,12.3601,1472502.0
2023-05-27,12.5969,12.6659,12.2319,12.3601,1472502.0
2023-05-28,12.5969,12.6659,12.2319,12.3601,1472502.0
2023-05-29,12.5969,12.6659,12.2319,12.3601,1472502.0
2023-05-30,12.1135,12.1826,11.7732,11.9853,2738577.0
2023-05-31,11.7288,11.9458,11.4625,11.5808,3014343.0
2023-06-01,11.6006,12.3996,11.6006,12.3799,2968394.0
2023-06-02,12.7646,13.1789,12.4637,13.0112,3497319.0
2023-06-03,12.7646,13.1789,12.4637,13.0112,3497319.0
2023-06-04,12.7646,13.1789,12.4637,13.0112,3497319.0
2023-06-05,13.1894,13.2983,12.5656,12.7339,2222373.0
2023-06-06,12.4567,13.2439,12.4567,13.2092,2598462.0
2023-06-07,13.328,13.6746,13.1399,13.5657,2814691.0
2023-06-08,13.5162,13.8132,13.4271,13.5855,2780927.0
2023-06-09,13.4865,13.7637,13.432,13.5261,1877975.0
2023-06-10,13.4865,13.7637,13.432,13.5261,1877975.0
2023-06-11,13.4865,13.7637,13.432,13.5261,1877975.0
2023-06-12,13.1993,13.5063,13.0904,13.1597,2309223.0
2023-06-13,13.4964,14.2588,13.4667,13.9123,3542641.0
2023-06-14,14.0014,14.0707,13.437,13.5558,2338009.0
2023-06-15,13.6449,14.0979,13.6449,13.942,4106984.0
2023-06-16,14.0311,14.0311,13.5855,13.6053,3379584.0
2023-06-17,14.0311,14.0311,13.5855,13.6053,3379584.0
2023-06-18,14.0311,14.0311,13.5855,13.6053,3379584.0
2023-06-19,14.0311,14.0311,13.5855,13.6053,3379584.0
2023-06-20,13.536,13.5459,13.0112,13.2092,2148346.0
2023-06-21,12.9716,13.4469,12.9716,13.1795,2727375.0
2023-06-22,12.8527,12.9666,12.3477,12.625,2747295.0
2023-06-23,12.3279,12.6597,12.2586,12.3576,12617837.0
2023-06-24,12.3279,12.6597,12.2586,12.3576,12617837.0
2023-06-25,12.3279,12.6597,12.2586,12.3576,12617837.0
2023-06-26,12.2982,13.0607,12.2982,12.6151,3423710.0
2023-06-27,12.5953,13.0211,12.4468,12.9617,2142151.0
2023-06-28,12.8527,13.0656,12.6101,12.9716,2427227.0
2023-06-29,13.0211,13.3231,12.9864,13.031,2960833.0
2023-06-30,13.2092,13.4617,13.0508,13.2389,2643445.0
2023-07-01,13.2092,13.4617,13.0508,13.2389,2643445.0
2023-07-02,13.2092,13.4617,13.0508,13.2389,2643445.0
2023-07-03,13.3379,13.7093,13.2884,13.5756,1046778.0
2023-07-04,13.3379,13.7093,13.2884,13.5756,1046778.0
2023-07-05,13.6647,13.7068,13.3528,13.5558,2763173.0
2023-07-06,13.3875,13.6449,13.229,13.5657,3521126.0
2023-07-07,13.4667,14.7638,13.4667,14.645,3112955.0
2023-07-08,13.4667,14.7638,13.4667,14.645,3112955.0
2023-07-09,13.4667,14.7638,13.4667,14.645,3112955.0
2023-07-10,14.4965,14.6351,14.3479,14.4866,2162800.0
2023-07-11,14.4569,14.9718,14.4371,14.9025,2246286.0
2023-07-12,15.0609,15.15,14.7886,15.0609,2415484.0
2023-07-13,15.0213,15.3579,14.8628,15.2094,2782277.0
2023-07-14,15.1401,15.1401,14.7836,14.8628,2035594.0
2023-07-15,15.1401,15.1401,14.7836,14.8628,2035594.0
2023-07-16,15.1401,15.1401,14.7836,14.8628,2035594.0
