,FCN US Equity,FCN US Equity,FCN US Equity,FCN US Equity,FCN US Equity
2024-01-27,195.91,197.88,193.19,197.25,247679.0
2024-01-28,195.91,197.88,193.19,197.25,247679.0
2024-01-29,196.83,197.975,194.765,197.51,172927.0
2024-01-30,198.16,198.58,196.17,196.86,145338.0
2024-01-31,196.16,197.86,191.55,191.61,261267.0
2024-02-01,191.94,193.06,189.77,191.43,248250.0
2024-02-02,191.4,192.81,189.79,192.57,158888.0
2024-02-03,191.4,192.81,189.79,192.57,158888.0
2024-02-04,191.4,192.81,189.79,192.57,158888.0
2024-02-05,192.46,192.945,190.53,192.44,130212.0
2024-02-06,192.65,193.93,191.915,193.54,130580.0
2024-02-07,193.9,194.29,192.67,193.92,114651.0
2024-02-08,193.46,195.37,192.2,194.18,79089.0
2024-02-09,194.8,195.58,193.954,195.1,149607.0
2024-02-10,194.8,195.58,193.954,195.1,149607.0
2024-02-11,194.8,195.58,193.954,195.1,149607.0
2024-02-12,193.98,195.385,192.94,192.94,155308.0
2024-02-13,193.09,193.09,185.93,186.5,259376.0
2024-02-14,186.52,191.38,186.43,191.06,253170.0
2024-02-15,190.87,192.77,190.61,190.93,208993.0
2024-02-16,191.03,193.49,190.4,192.18,159414.0
2024-02-17,191.03,193.49,190.4,192.18,159414.0
2024-02-18,191.03,193.49,190.4,192.18,159414.0
2024-02-19,191.03,193.49,190.4,192.18,159414.0
2024-02-20,193.05,193.08,189.59,190.34,177854.0
2024-02-21,189.26,191.23,189.09,190.12,247511.0
2024-02-22,208.89,226.93,205.36,221.67,699576.0
2024-02-23,222.67,223.22,214.82,216.1,339839.0
2024-02-24,222.67,223.22,214.82,216.1,339839.0
2024-02-25,222.67,223.22,214.82,216.1,339839.0
2024-02-26,215.0,220.885,215.0,220.0,355015.0
2024-02-27,217.99,218.96,215.37,216.11,322218.0
2024-02-28,216.99,216.99,214.12,214.72,203245.0
2024-02-29,214.0,214.42,205.71,206.88,532403.0
2024-03-01,206.06,207.215,202.29,204.39,283753.0
2024-03-02,206.06,207.215,202.29,204.39,283753.0
2024-03-03,206.06,207.215,202.29,204.39,283753.0
2024-03-04,204.0,207.81,203.74,205.69,190827.0
2024-03-05,204.73,211.02,204.58,207.96,208814.0
2024-03-06,208.55,208.73,206.21,206.5,107015.0
2024-03-07,207.74,208.0,204.7722,205.92,202318.0
2024-03-08,206.05,207.22,203.44,204.08,164787.0
2024-03-09,206.05,207.22,203.44,204.08,164787.0
2024-03-10,206.05,207.22,203.44,204.08,164787.0
2024-03-11,204.08,204.43,201.44,204.11,157365.0
2024-03-12,203.19,205.68,201.595,205.17,247203.0
2024-03-13,204.94,205.185,199.77,204.05,256276.0
2024-03-14,203.37,204.58,201.77,204.0,257322.0
2024-03-15,202.19,206.49,202.19,205.62,345862.0
2024-03-16,202.19,206.49,202.19,205.62,345862.0
2024-03-17,202.19,206.49,202.19,205.62,345862.0
2024-03-18,205.57,210.195,204.6,207.98,229748.0
2024-03-19,209.26,212.21,206.43,210.3,226821.0
2024-03-20,210.85,211.085,203.61,204.84,198240.0
2024-03-21,206.23,206.635,204.51,206.02,151746.0
2024-03-22,206.63,206.63,204.56,206.25,227564.0
2024-03-23,206.63,206.63,204.56,206.25,227564.0
2024-03-24,206.63,206.63,204.56,206.25,227564.0
2024-03-25,207.1,210.215,205.76,209.19,215410.0
2024-03-26,208.4,209.47,207.21,208.19,124156.0
2024-03-27,209.03,209.7691,206.935,209.43,133603.0
2024-03-28,209.76,211.99,208.795,210.29,137636.0
2024-03-29,209.76,211.99,208.795,210.29,137636.0
2024-03-30,209.76,211.99,208.795,210.29,137636.0
2024-03-31,209.76,211.99,208.795,210.29,137636.0
2024-04-01,209.37,209.76,207.956,208.12,106179.0
2024-04-02,206.87,208.5,205.935,207.31,166264.0
2024-04-03,206.91,208.89,206.02,207.08,164674.0
2024-04-04,208.66,209.835,205.29,205.7,88850.0
2024-04-05,206.53,208.995,205.07,208.09,139369.0
2024-04-06,206.53,208.995,205.07,208.09,139369.0
2024-04-07,206.53,208.995,205.07,208.09,139369.0
2024-04-08,208.09,209.64,206.78,207.72,112899.0
