,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity
2021-05-04,14.9451,15.0525,14.6947,14.9004,1907348.0
2021-05-05,14.8825,15.1955,14.8825,15.0972,1196260.0
2021-05-06,15.1956,15.3208,15.0078,15.1956,2125340.0
2021-05-07,15.0972,15.5623,14.9988,15.5086,1601052.0
2021-05-08,15.0972,15.5623,14.9988,15.5086,1601052.0
2021-05-09,15.0972,15.5623,14.9988,15.5086,1601052.0
2021-05-10,15.5086,15.8351,15.4281,15.4281,1880025.0
2021-05-11,15.1419,15.3655,14.8557,15.2135,1708480.0
2021-05-12,15.3476,15.4192,14.7216,14.7573,1852577.0
2021-05-13,14.6232,15.4818,14.5337,15.3476,1573905.0
2021-05-14,15.4818,15.598,15.3566,15.5086,1276754.0
2021-05-15,15.4818,15.598,15.3566,15.5086,1276754.0
2021-05-16,15.4818,15.598,15.3566,15.5086,1276754.0
2021-05-17,15.4728,15.5623,15.2671,15.5489,1992839.0
2021-05-18,15.5533,15.768,15.4639,15.4684,1356330.0
2021-05-19,15.2135,15.5667,15.0346,15.4639,1841063.0
2021-05-20,15.4639,15.6159,15.2805,15.4281,1238822.0
2021-05-21,15.5623,15.8396,15.4907,15.6159,1056718.0
2021-05-22,15.5623,15.8396,15.4907,15.6159,1056718.0
2021-05-23,15.5623,15.8396,15.4907,15.6159,1056718.0
2021-05-24,15.6964,15.7322,15.4147,15.6517,1125280.0
2021-05-25,15.768,15.9737,15.3208,15.3655,1509925.0
2021-05-26,15.3655,16.0184,15.3655,16.0184,2055053.0
2021-05-27,16.09,16.4477,16.0721,16.3583,2560208.0
2021-05-28,16.3314,16.3672,16.0363,16.3404,1699512.0
2021-05-29,16.3314,16.3672,16.0363,16.3404,1699512.0
2021-05-30,16.3314,16.3672,16.0363,16.3404,1699512.0
2021-05-31,16.3314,16.3672,16.0363,16.3404,1699512.0
2021-06-01,16.4924,16.7876,16.4567,16.6892,1746761.0
2021-06-02,16.7876,16.9262,16.5282,16.6803,1578617.0
2021-06-03,16.59,16.766,16.3284,16.7073,1280231.0
2021-06-04,16.6893,16.7975,16.4953,16.7434,1295056.0
2021-06-05,16.6893,16.7975,16.4953,16.7434,1295056.0
2021-06-06,16.6893,16.7975,16.4953,16.7434,1295056.0
2021-06-07,16.7885,17.1223,16.7163,17.0682,1655051.0
2021-06-08,16.996,17.2937,16.7414,17.2035,1594033.0
2021-06-09,17.1042,17.2847,17.0095,17.2305,1108701.0
2021-06-10,17.5012,17.5553,17.0321,17.0772,1670981.0
2021-06-11,17.1223,17.5463,17.1223,17.5102,1309779.0
2021-06-12,17.1223,17.5463,17.1223,17.5102,1309779.0
2021-06-13,17.1223,17.5463,17.1223,17.5102,1309779.0
2021-06-14,17.5192,17.5844,17.2215,17.2847,1405542.0
2021-06-15,17.3298,17.8711,17.3298,17.7357,1412631.0
2021-06-16,17.6545,18.1146,17.5373,18.0425,2145392.0
2021-06-17,18.1236,18.1778,17.0772,17.4471,2201047.0
2021-06-18,17.0501,17.1854,16.4186,16.5449,4578995.0
2021-06-19,17.0501,17.1854,16.4186,16.5449,4578995.0
2021-06-20,17.0501,17.1854,16.4186,16.5449,4578995.0
2021-06-21,16.8246,17.4561,16.7229,17.4019,1647785.0
2021-06-22,17.3208,17.3568,16.9689,17.0501,1469721.0
2021-06-23,17.1313,17.3117,17.0682,17.1313,1358937.0
2021-06-24,17.2937,17.429,17.0772,17.3388,1376591.0
2021-06-25,17.3839,17.6726,17.2486,17.2847,4199364.0
2021-06-26,17.3839,17.6726,17.2486,17.2847,4199364.0
2021-06-27,17.3839,17.6726,17.2486,17.2847,4199364.0
2021-06-28,17.2215,17.3749,16.9238,17.2666,1485252.0
2021-06-29,17.1945,17.5914,17.0952,17.2576,1873083.0
2021-06-30,17.2666,17.6545,17.2035,17.438,1403900.0
2021-07-01,17.5553,17.7628,17.411,17.5643,1169280.0
2021-07-02,17.5734,17.6365,17.4065,17.5102,982503.0
2021-07-03,17.5734,17.6365,17.4065,17.5102,982503.0
2021-07-04,17.5734,17.6365,17.4065,17.5102,982503.0
2021-07-05,17.5734,17.6365,17.4065,17.5102,982503.0
2021-07-06,17.2125,17.3568,16.6938,16.9238,2275692.0
2021-07-07,16.8246,17.2666,16.7524,17.1494,1503951.0
2021-07-08,16.6983,17.3208,16.4998,17.1313,2209743.0
2021-07-09,17.5192,18.1236,17.4651,17.8801,1397118.0
2021-07-10,17.5192,18.1236,17.4651,17.8801,1397118.0
2021-07-11,17.5192,18.1236,17.4651,17.8801,1397118.0
2021-07-12,17.6185,18.268,17.6094,18.2229,1426362.0
2021-07-13,18.2048,18.3582,17.8891,18.0515,1250584.0
2021-07-14,18.2048,18.5837,18.0064,18.1507,1343942.0
2021-07-15,18.0695,18.268,17.853,18.1688,1480117.0
2021-07-16,18.295,18.4755,17.9522,17.9883,1382377.0
2021-07-17,18.295,18.4755,17.9522,17.9883,1382377.0
2021-07-18,18.295,18.4755,17.9522,17.9883,1382377.0
2021-07-19,17.3659,17.844,17.2305,17.5282,2267225.0
2021-07-20,17.6004,18.3131,17.5102,18.1146,1900944.0
2021-07-21,18.4033,18.6965,18.3672,18.5747,1334006.0
2021-07-22,18.5927,18.701,18.0244,18.2048,1111250.0
2021-07-23,18.3853,18.7009,18.1642,18.286,850981.0
2021-07-24,18.3853,18.7009,18.1642,18.286,850981.0
2021-07-25,18.3853,18.7009,18.1642,18.286,850981.0
2021-07-26,18.4935,18.7642,18.295,18.5116,1077628.0
2021-07-27,18.3221,18.7642,18.1598,18.5025,1306187.0
2021-07-28,18.4123,18.5803,17.5012,17.9252,2163046.0
2021-07-29,17.9162,18.3402,17.9071,18.259,2836103.0
2021-07-30,18.1868,18.5991,18.0966,18.4304,2109056.0
2021-07-31,18.1868,18.5991,18.0966,18.4304,2109056.0
2021-08-01,18.1868,18.5991,18.0966,18.4304,2109056.0
2021-08-02,18.5386,18.9085,18.5386,18.683,2856660.0
2021-08-03,18.7822,18.8859,18.4484,18.71,2144979.0
2021-08-04,18.4033,18.7822,18.2409,18.3943,1652664.0
2021-08-05,18.4755,18.8544,18.4574,18.7642,2915175.0
2021-08-06,18.8995,19.4407,18.8273,19.4317,2125772.0
2021-08-07,18.8995,19.4407,18.8273,19.4317,2125772.0
2021-08-08,18.8995,19.4407,18.8273,19.4317,2125772.0
2021-08-09,19.3505,19.6663,19.3235,19.3956,1831076.0
2021-08-10,19.3776,19.6212,19.3505,19.567,1616782.0
2021-08-11,19.6212,19.8061,19.3956,19.7836,1005650.0
2021-08-12,19.7655,19.8918,19.4678,19.6843,1071807.0
2021-08-13,19.7565,19.8377,19.6112,19.7294,867408.0
2021-08-14,19.7565,19.8377,19.6112,19.7294,867408.0
2021-08-15,19.7565,19.8377,19.6112,19.7294,867408.0
2021-08-16,19.5071,19.8377,19.4949,19.7384,892655.0
2021-08-17,19.6121,19.9008,19.5761,19.8828,1913928.0
2021-08-18,19.8287,20.0587,19.7114,19.8287,2047124.0
2021-08-19,19.3371,19.9277,19.3054,19.6573,2029048.0
2021-08-20,19.6212,20.0046,19.4678,19.9369,1282058.0
2021-08-21,19.6212,20.0046,19.4678,19.9369,1282058.0
2021-08-22,19.6212,20.0046,19.4678,19.9369,1282058.0
2021-08-23,20.0001,20.1173,19.6573,19.8647,1529941.0
2021-08-24,19.9008,20.1895,19.8828,19.955,1008543.0
2021-08-25,19.973,20.4105,19.9098,20.3609,1280080.0
2021-08-26,20.3519,20.4692,20.1805,20.2978,1205036.0
2021-08-27,20.3068,20.9225,20.2527,20.821,1762123.0
2021-08-28,20.3068,20.9225,20.2527,20.821,1762123.0
2021-08-29,20.3068,20.9225,20.2527,20.821,1762123.0
2021-08-30,20.9744,20.9834,20.5684,20.5955,1446950.0
2021-08-31,20.4578,21.024,20.4578,20.9383,1791422.0
2021-09-01,21.0555,21.1277,20.7578,20.8932,2176608.0
2021-09-02,20.9295,20.9338,20.6479,20.7932,1603145.0
2021-09-03,20.8659,20.9295,20.6106,20.9295,1292102.0
2021-09-04,20.8659,20.9295,20.6106,20.9295,1292102.0
2021-09-05,20.8659,20.9295,20.6106,20.9295,1292102.0
2021-09-06,20.8659,20.9295,20.6106,20.9295,1292102.0
2021-09-07,21.0022,21.202,20.7478,20.9567,1787611.0
2021-09-08,20.7594,21.093,20.6751,21.0385,1320321.0
2021-09-09,21.0567,21.3019,20.9567,21.0657,1653835.0
2021-09-10,21.2565,21.2565,20.9204,20.9386,1580486.0
2021-09-11,21.2565,21.2565,20.9204,20.9386,1580486.0
2021-09-12,21.2565,21.2565,20.9204,20.9386,1580486.0
2021-09-13,21.093,21.3474,20.9495,21.3292,1211442.0
2021-09-14,21.3987,21.4927,20.8932,20.9022,1749777.0
2021-09-15,20.9386,21.2747,20.8614,21.2293,1277331.0
2021-09-16,21.3474,21.5654,21.2111,21.3292,1510210.0
2021-09-17,21.4019,21.6199,21.0748,21.3383,7084979.0
2021-09-18,21.4019,21.6199,21.0748,21.3383,7084979.0
2021-09-19,21.4019,21.6199,21.0748,21.3383,7084979.0
2021-09-20,20.7328,21.0476,20.2584,20.5116,2091500.0
2021-09-21,20.6933,20.7387,20.2754,20.2936,1658150.0
2021-09-22,20.5752,20.7569,20.0969,20.121,2579293.0
2021-09-23,20.2664,20.5616,20.1119,20.2573,5240687.0
2021-09-24,20.2573,20.557,20.0393,20.4299,2455370.0
2021-09-25,20.2573,20.557,20.0393,20.4299,2455370.0
2021-09-26,20.2573,20.557,20.0393,20.4299,2455370.0
2021-09-27,20.557,21.2928,20.5025,21.0294,1783067.0
2021-09-28,20.984,21.093,20.2754,20.3027,1979335.0
2021-09-29,20.3163,20.4208,17.4185,17.4776,6710098.0
2021-09-30,16.8235,18.3133,16.8054,17.9227,3789537.0
2021-10-01,17.8319,17.9863,17.3141,17.3686,2704778.0
2021-10-02,17.8319,17.9863,17.3141,17.3686,2704778.0
2021-10-03,17.8319,17.9863,17.3141,17.3686,2704778.0
2021-10-04,17.3063,17.7319,17.096,17.1506,2440898.0
2021-10-05,17.2232,17.4094,16.9507,16.9689,2616051.0
2021-10-06,16.8144,17.0052,16.5328,16.878,3094619.0
2021-10-07,17.0688,17.9227,16.9734,17.6502,3359633.0
2021-10-08,17.741,17.8682,17.4458,17.6229,1365077.0
2021-10-09,17.741,17.8682,17.4458,17.6229,1365077.0
2021-10-10,17.741,17.8682,17.4458,17.6229,1365077.0
2021-10-11,17.5412,18.4859,17.5412,18.0499,1985518.0
2021-10-12,18.0771,18.4859,18.0044,18.2225,1630873.0
2021-10-13,18.2134,18.4041,17.8046,17.8954,1473980.0
2021-10-14,18.0499,18.4041,18.0499,18.2497,1606350.0
2021-10-15,18.6312,18.7584,18.1316,18.1498,1540948.0
2021-10-16,18.6312,18.7584,18.1316,18.1498,1540948.0
2021-10-17,18.6312,18.7584,18.1316,18.1498,1540948.0
2021-10-18,18.1407,18.5041,18.0817,18.3224,1855984.0
2021-10-19,18.3587,18.559,17.9908,18.0953,1744329.0
2021-10-20,18.0317,18.3951,17.85,18.3587,1421030.0
2021-10-21,18.4405,18.6585,17.9681,18.0862,1002419.0
2021-10-22,18.1316,18.4677,18.068,18.1498,991306.0
2021-10-23,18.1316,18.4677,18.068,18.1498,991306.0
2021-10-24,18.1316,18.4677,18.068,18.1498,991306.0
2021-10-25,18.1952,18.4223,18.0408,18.0499,997499.0
2021-10-26,18.0226,18.1407,17.7319,17.8046,2046696.0
2021-10-27,18.0499,18.0499,17.4231,17.4412,1949169.0
2021-10-28,17.6048,17.7501,17.2777,17.6774,1424136.0
2021-10-29,17.6956,17.959,17.6765,17.8954,1949203.0
2021-10-30,17.6956,17.959,17.6765,17.8954,1949203.0
2021-10-31,17.6956,17.959,17.6765,17.8954,1949203.0
2021-11-01,18.1044,18.6176,18.059,18.4223,1909075.0
2021-11-02,18.4677,18.4677,17.5766,17.6956,2292860.0
2021-11-03,17.5957,17.9499,17.5048,17.6683,2827377.0
2021-11-04,17.8046,17.8046,17.3867,17.5684,1801563.0
2021-11-05,17.7319,18.2043,17.6638,17.9045,2554511.0
2021-11-06,17.7319,18.2043,17.6638,17.9045,2554511.0
2021-11-07,17.7319,18.2043,17.6638,17.9045,2554511.0
2021-11-08,18.0499,18.5268,17.8954,18.4586,1839145.0
2021-11-09,18.4223,18.6222,18.1271,18.2588,1255741.0
2021-11-10,18.1861,18.5177,18.0272,18.1861,1381922.0
2021-11-11,18.2951,18.772,18.2542,18.5858,1259201.0
2021-11-12,18.5495,18.8311,18.5086,18.604,934831.0
2021-11-13,18.5495,18.8311,18.5086,18.604,934831.0
2021-11-14,18.5495,18.8311,18.5086,18.604,934831.0
2021-11-15,18.604,18.7857,18.3769,18.4314,1039748.0
2021-11-16,18.3406,18.3633,17.9954,18.1225,1582630.0
2021-11-17,18.1589,18.3042,17.959,18.2679,1262537.0
2021-11-18,18.286,18.4677,17.8364,18.1044,1227882.0
2021-11-19,17.9318,18.2225,17.7864,18.0408,1390414.0
2021-11-20,17.9318,18.2225,17.7864,18.0408,1390414.0
2021-11-21,17.9318,18.2225,17.7864,18.0408,1390414.0
2021-11-22,18.2588,18.5522,18.1861,18.3133,1336033.0
2021-11-23,18.5222,18.7402,18.3406,18.6131,1354906.0
2021-11-24,18.5495,18.7811,18.5131,18.7039,998940.0
2021-11-25,18.5495,18.7811,18.5131,18.7039,998940.0
2021-11-26,18.1225,18.2361,17.7864,18.1225,1353357.0
2021-11-27,18.1225,18.2361,17.7864,18.1225,1353357.0
2021-11-28,18.1225,18.2361,17.7864,18.1225,1353357.0
2021-11-29,18.4223,18.4314,17.9272,17.9954,1353761.0
2021-11-30,17.8319,18.286,17.7047,17.9227,2786252.0
2021-12-01,18.3587,18.6131,17.8137,17.8228,2237292.0
2021-12-02,17.9785,18.6104,17.887,18.3814,1909457.0
2021-12-03,18.4456,18.6516,18.1067,18.2349,1726199.0
2021-12-04,18.4456,18.6516,18.1067,18.2349,1726199.0
2021-12-05,18.4456,18.6516,18.1067,18.2349,1726199.0
2021-12-06,18.3814,19.0958,18.3814,18.8669,1792215.0
2021-12-07,18.9676,19.4255,18.9355,19.3431,1522537.0
2021-12-08,19.4072,19.5538,19.018,19.0317,1600774.0
2021-12-09,18.8623,19.0958,18.7386,18.9401,1740105.0
2021-12-10,19.05,19.1233,18.7707,19.0592,2036757.0
2021-12-11,19.05,19.1233,18.7707,19.0592,2036757.0
2021-12-12,19.05,19.1233,18.7707,19.0592,2036757.0
2021-12-13,19.4439,19.7827,19.1966,19.2607,2657519.0
2021-12-14,19.1599,19.888,19.1508,19.7095,3367047.0
2021-12-15,19.7278,19.9109,19.3752,19.7736,3712836.0
2021-12-16,20.0941,20.2681,19.5492,19.6362,1889017.0
2021-12-17,19.2142,19.7095,19.1877,19.508,6472804.0
2021-12-18,19.2142,19.7095,19.1877,19.508,6472804.0
2021-12-19,19.2142,19.7095,19.1877,19.508,6472804.0
2021-12-20,19.2149,19.3431,18.0151,18.3265,2672654.0
2021-12-21,18.5738,19.3889,18.5738,19.3889,1694704.0
2021-12-22,19.3248,19.7278,19.2424,19.5904,1180173.0
2021-12-23,19.5263,19.9629,19.3248,19.8377,730473.0
2021-12-24,19.5263,19.9629,19.3248,19.8377,730473.0
2021-12-25,19.5263,19.9629,19.3248,19.8377,730473.0
2021-12-26,19.5263,19.9629,19.3248,19.8377,730473.0
2021-12-27,19.8377,20.1491,19.6087,19.7369,1029938.0
2021-12-28,19.6637,20.0392,19.6637,19.7369,798174.0
2021-12-29,19.7278,19.818,19.4164,19.4805,657841.0
2021-12-30,19.4576,19.7095,19.3981,19.4164,656422.0
2021-12-31,19.3889,19.5492,19.3156,19.4347,780985.0
2022-01-01,19.3889,19.5492,19.3156,19.4347,780985.0
2022-01-02,19.3889,19.5492,19.3156,19.4347,780985.0
2022-01-03,19.3523,19.9659,19.3523,19.6728,1598460.0
2022-01-04,20.0483,20.259,19.8468,20.0758,1202934.0
2022-01-05,20.2147,20.4513,19.856,19.8743,4667213.0
2022-01-06,19.9567,20.1124,19.7919,20.0117,1003469.0
2022-01-07,20.03,20.5154,20.03,20.3872,1039087.0
2022-01-08,20.03,20.5154,20.03,20.3872,1039087.0
2022-01-09,20.03,20.5154,20.03,20.3872,1039087.0
2022-01-10,20.3139,20.433,19.5812,19.7827,1587168.0
2022-01-11,19.8468,20.1216,19.7827,20.0575,1300741.0
2022-01-12,20.1124,20.4238,19.9476,20.0575,1297556.0
2022-01-13,20.2223,20.6894,19.9842,20.1308,2899770.0
2022-01-14,19.9293,20.085,19.3872,20.0758,1252409.0
2022-01-15,19.9293,20.085,19.3872,20.0758,1252409.0
2022-01-16,19.9293,20.085,19.3872,20.0758,1252409.0
2022-01-17,19.9293,20.085,19.3872,20.0758,1252409.0
2022-01-18,19.9018,20.0392,19.5125,19.6637,1227937.0
2022-01-19,19.7736,19.7827,18.4089,18.4181,1546115.0
2022-01-20,18.473,18.8943,18.0517,18.1616,1883121.0
2022-01-21,17.9968,18.1342,17.3374,17.3557,2225479.0
2022-01-22,17.9968,18.1342,17.3374,17.3557,2225479.0
2022-01-23,17.9968,18.1342,17.3374,17.3557,2225479.0
2022-01-24,16.939,17.1908,16.0368,16.8519,4129177.0
2022-01-25,16.6963,17.1725,16.4215,16.9619,3148234.0
2022-01-26,16.2566,16.5955,14.7363,14.805,6404067.0
2022-01-27,14.8096,15.5239,14.6905,15.24,3567483.0
2022-01-28,15.121,15.3682,14.7821,15.0843,3553134.0
2022-01-29,15.121,15.3682,14.7821,15.0843,3553134.0
2022-01-30,15.121,15.3682,14.7821,15.0843,3553134.0
2022-01-31,15.0843,15.9636,15.0111,15.9636,3859939.0
2022-02-01,16.0002,16.1467,15.5743,15.991,2463745.0
2022-02-02,16.0185,16.2292,15.7575,16.0551,2712375.0
2022-02-03,15.991,16.3391,15.9086,16.0918,1795506.0
2022-02-04,16.0185,16.4764,15.9452,16.3207,1546126.0
2022-02-05,16.0185,16.4764,15.9452,16.3207,1546126.0
2022-02-06,16.0185,16.4764,15.9452,16.3207,1546126.0
2022-02-07,16.3207,16.742,16.3116,16.5406,1808358.0
2022-02-08,16.568,17.0076,16.568,16.9527,1893807.0
2022-02-09,16.9527,17.5526,16.9252,17.2824,1935244.0
2022-02-10,17.2366,17.7541,17.0168,17.3007,1806934.0
2022-02-11,17.2183,17.4839,16.8291,16.9344,1439788.0
2022-02-12,17.2183,17.4839,16.8291,16.9344,1439788.0
2022-02-13,17.2183,17.4839,16.8291,16.9344,1439788.0
2022-02-14,16.8794,17.3557,16.5497,16.9161,1373630.0
2022-02-15,16.9893,17.3511,16.8886,17.2916,1211700.0
2022-02-16,17.319,17.5801,17.2641,17.4015,2456599.0
2022-02-17,17.2916,17.2916,16.4269,16.6596,1344254.0
2022-02-18,16.5314,17.1038,16.5314,16.8886,1962656.0
2022-02-19,16.5314,17.1038,16.5314,16.8886,1962656.0
2022-02-20,16.5314,17.1038,16.5314,16.8886,1962656.0
2022-02-21,16.5314,17.1038,16.5314,16.8886,1962656.0
2022-02-22,16.6505,17.0763,16.394,16.5955,1904157.0
2022-02-23,16.7237,16.8611,15.9956,16.0277,1809296.0
2022-02-24,15.0935,16.1742,15.0797,16.1009,2395591.0
2022-02-25,16.2566,16.8977,16.1284,16.6779,2685422.0
2022-02-26,16.2566,16.8977,16.1284,16.6779,2685422.0
2022-02-27,16.2566,16.8977,16.1284,16.6779,2685422.0
2022-02-28,16.22,16.3482,15.8308,16.1284,3148786.0
2022-03-01,16.0643,16.1101,15.4049,15.6247,2414991.0
2022-03-02,15.8353,16.1742,15.5972,16.0735,1988119.0
2022-03-03,16.2121,16.323,15.6529,15.8701,1806867.0
2022-03-04,15.5743,15.8054,15.0475,15.2416,1633169.0
2022-03-05,15.5743,15.8054,15.0475,15.2416,1633169.0
2022-03-06,15.5743,15.8054,15.0475,15.2416,1633169.0
2022-03-07,15.0845,15.3987,14.5576,14.8626,3001949.0
2022-03-08,15.0198,15.4542,14.7425,14.7517,3307823.0
2022-03-09,15.334,15.5466,15.1399,15.4172,5093495.0
2022-03-10,15.371,15.6483,14.9273,15.408,2742574.0
2022-03-11,15.4912,15.676,15.3387,15.371,1733757.0
2022-03-12,15.4912,15.676,15.3387,15.371,1733757.0
2022-03-13,15.4912,15.676,15.3387,15.371,1733757.0
2022-03-14,15.6113,15.9718,15.1261,15.2231,2252862.0
2022-03-15,15.2231,15.7777,15.1723,15.4357,2245394.0
2022-03-16,15.6298,16.3508,15.4634,16.0365,3241153.0
2022-03-17,15.8794,16.1751,15.676,16.0457,2747512.0
2022-03-18,16.0827,16.2214,15.639,16.1844,6623853.0
2022-03-19,16.0827,16.2214,15.639,16.1844,6623853.0
2022-03-20,16.0827,16.2214,15.639,16.1844,6623853.0
2022-03-21,16.3323,16.4894,15.8147,15.8978,1863527.0
2022-03-22,16.1012,16.3692,15.9163,15.9718,2107689.0
2022-03-23,15.8978,15.9995,15.5004,15.5096,1692091.0
2022-03-24,15.6483,15.8147,15.3756,15.7777,1635377.0
2022-03-25,15.7592,15.981,15.6945,15.9348,2775501.0
2022-03-26,15.7592,15.981,15.6945,15.9348,2775501.0
2022-03-27,15.7592,15.981,15.6945,15.9348,2775501.0
2022-03-28,15.9348,15.9441,15.3664,15.7407,1758326.0
2022-03-29,15.9995,16.7112,15.9903,16.4709,2098565.0
2022-03-30,16.3323,16.4802,15.8747,15.9348,1080537.0
2022-03-31,15.6575,16.0088,15.6298,15.75,15640997.0
2022-04-01,15.981,16.1751,15.5328,15.7592,2274610.0
2022-04-02,15.981,16.1751,15.5328,15.7592,2274610.0
2022-04-03,15.981,16.1751,15.5328,15.7592,2274610.0
2022-04-04,15.6483,15.7592,15.2231,15.3525,1244459.0
2022-04-05,15.4265,15.981,15.371,15.7777,2924600.0
2022-04-06,15.6298,15.8331,15.4357,15.4542,1413481.0
2022-04-07,15.4172,15.4773,14.9617,15.2416,1295937.0
2022-04-08,15.1769,15.5143,14.9736,15.3525,902458.0
2022-04-09,15.1769,15.5143,14.9736,15.3525,902458.0
2022-04-10,15.1769,15.5143,14.9736,15.3525,902458.0
2022-04-11,14.8257,15.1261,14.7702,14.7887,1494654.0
2022-04-12,14.8257,15.3155,14.7517,15.0752,1453980.0
2022-04-13,15.029,15.3802,15.0013,15.334,856221.0
2022-04-14,15.408,15.6575,15.3063,15.3802,894501.0
2022-04-15,15.408,15.6575,15.3063,15.3802,894501.0
2022-04-16,15.408,15.6575,15.3063,15.3802,894501.0
2022-04-17,15.408,15.6575,15.3063,15.3802,894501.0
2022-04-18,15.1954,15.9441,15.1954,15.9071,1926444.0
2022-04-19,15.9348,16.4061,15.9348,16.3138,1278126.0
2022-04-20,16.3138,16.3785,15.408,15.6206,3573861.0
2022-04-21,15.8701,15.981,15.4265,15.5189,1254654.0
2022-04-22,15.3895,15.3987,15.1399,15.2046,1276068.0
2022-04-23,15.3895,15.3987,15.1399,15.2046,1276068.0
2022-04-24,15.3895,15.3987,15.1399,15.2046,1276068.0
2022-04-25,15.0475,15.981,14.6639,15.8609,3872814.0
2022-04-26,15.639,15.9672,15.1954,15.3433,2231657.0
2022-04-27,15.8886,16.0365,14.992,15.1399,2113724.0
2022-04-28,15.3525,15.4265,14.9597,15.2324,1787595.0
2022-04-29,15.2231,15.4542,14.6223,14.687,1836382.0
2022-04-30,15.2231,15.4542,14.6223,14.687,1836382.0
2022-05-01,15.2231,15.4542,14.6223,14.687,1836382.0
2022-05-02,14.6593,14.8811,14.4282,14.7148,1637609.0
2022-05-03,14.6963,15.1307,14.6547,15.0845,1636810.0
2022-05-04,15.0937,15.9071,15.029,15.8701,1537422.0
2022-05-05,15.5466,15.7869,15.0567,15.2601,1173580.0
2022-05-06,15.1399,15.2786,14.8442,14.992,1146106.0
2022-05-07,15.1399,15.2786,14.8442,14.992,1146106.0
2022-05-08,15.1399,15.2786,14.8442,14.992,1146106.0
2022-05-09,14.6963,14.9458,14.5299,14.6685,1347169.0
2022-05-10,14.761,14.8719,14.0123,14.3543,1478227.0
2022-05-11,14.4005,14.6547,13.9615,13.9938,1264503.0
2022-05-12,13.9753,14.04,13.4577,13.7997,1495405.0
2022-05-13,13.9846,14.4883,13.9846,14.1879,1598901.0
2022-05-14,13.9846,14.4883,13.9846,14.1879,1598901.0
2022-05-15,13.9846,14.4883,13.9846,14.1879,1598901.0
2022-05-16,14.0862,14.5114,13.8367,14.419,1905466.0
2022-05-17,14.7055,15.1492,14.5946,15.0567,1201753.0
2022-05-18,14.8164,15.1399,14.3589,14.4282,1268217.0
2022-05-19,14.2064,14.6038,14.2064,14.3913,1724870.0
2022-05-20,14.4929,14.6778,13.9938,14.3543,1306820.0
2022-05-21,14.4929,14.6778,13.9938,14.3543,1306820.0
2022-05-22,14.4929,14.6778,13.9938,14.3543,1306820.0
2022-05-23,14.6316,14.7194,14.1417,14.2156,2536042.0
2022-05-24,14.077,14.1232,13.3376,13.6888,1976381.0
2022-05-25,13.6056,14.1694,13.6056,14.0493,1652187.0
2022-05-26,14.2526,14.7194,14.1925,14.5299,1259340.0
2022-05-27,14.5299,14.9458,14.5299,14.9366,1120524.0
2022-05-28,14.5299,14.9458,14.5299,14.9366,1120524.0
2022-05-29,14.5299,14.9458,14.5299,14.9366,1120524.0
2022-05-30,14.5299,14.9458,14.5299,14.9366,1120524.0
2022-05-31,14.7795,14.8857,14.4837,14.7887,1662148.0
2022-06-01,14.8164,14.8719,14.2295,14.4467,1319047.0
2022-06-02,14.5121,14.6522,14.3253,14.6428,1161817.0
2022-06-03,14.5401,14.7175,14.302,14.3253,930118.0
2022-06-04,14.5401,14.7175,14.302,14.3253,930118.0
2022-06-05,14.5401,14.7175,14.302,14.3253,930118.0
2022-06-06,14.5401,14.7624,14.2413,14.4934,1249270.0
2022-06-07,14.2226,14.7922,14.2039,14.7455,984647.0
2022-06-08,14.6335,14.6335,14.1199,14.1759,877099.0
2022-06-09,14.0918,14.1572,13.7837,13.793,1047081.0
2022-06-10,13.4662,13.6576,13.0833,13.0833,1659241.0
2022-06-11,13.4662,13.6576,13.0833,13.0833,1659241.0
2022-06-12,13.4662,13.6576,13.0833,13.0833,1659241.0
2022-06-13,12.5603,12.8125,12.2802,12.3642,1585617.0
2022-06-14,12.4669,12.8498,12.3362,12.7378,2104679.0
2022-06-15,12.9992,13.13,12.5883,12.7471,1662998.0
2022-06-16,12.3362,12.3362,11.6265,11.7946,1941001.0
2022-06-17,11.8599,12.4389,11.7737,12.3175,3044906.0
2022-06-18,11.8599,12.4389,11.7737,12.3175,3044906.0
2022-06-19,11.8599,12.4389,11.7737,12.3175,3044906.0
2022-06-20,11.8599,12.4389,11.7737,12.3175,3044906.0
2022-06-21,12.579,12.7733,12.0841,12.523,1450852.0
2022-06-22,12.3455,12.7284,12.2241,12.635,1606520.0
2022-06-23,12.6911,12.8405,12.4623,12.8125,1752418.0
2022-06-24,12.9339,13.4662,12.8965,13.4475,6443698.0
2022-06-25,12.9339,13.4662,12.8965,13.4475,6443698.0
2022-06-26,12.9339,13.4662,12.8965,13.4475,6443698.0
2022-06-27,13.4848,13.6576,13.3214,13.4568,1377278.0
2022-06-28,13.6343,13.9097,13.1393,13.1487,1492034.0
2022-06-29,13.1767,13.3354,12.9899,13.158,1301688.0
2022-06-30,12.8685,13.2607,12.6038,13.0646,1088171.0
2022-07-01,12.9712,13.3915,12.8592,13.3728,905216.0
2022-07-02,12.9712,13.3915,12.8592,13.3728,905216.0
2022-07-03,12.9712,13.3915,12.8592,13.3728,905216.0
2022-07-04,12.9712,13.3915,12.8592,13.3728,905216.0
2022-07-05,13.3915,13.6343,12.9525,13.6343,1123391.0
2022-07-06,13.5782,13.7276,13.242,13.5222,932785.0
