,PEP US Equity,PEP US Equity,PEP US Equity,PEP US Equity,PEP US Equity
2023-12-11,166.172,166.857,165.199,166.549,6912556.0
2023-12-12,167.998,167.998,166.44,167.194,4515820.0
2023-12-13,167.264,170.747,166.847,170.707,6082063.0
2023-12-14,170.35,170.668,166.668,166.976,7119267.0
2023-12-15,166.182,167.234,165.189,165.735,17734645.0
2023-12-16,166.182,167.234,165.189,165.735,17734645.0
2023-12-17,166.182,167.234,165.189,165.735,17734645.0
2023-12-18,166.787,168.961,166.142,167.631,5439517.0
2023-12-19,166.663,167.551,166.043,166.678,4855853.0
2023-12-20,165.249,166.197,164.415,164.435,5157779.0
2023-12-21,165.239,165.835,164.138,165.706,4374203.0
2023-12-22,166.093,166.896,165.596,166.41,3030355.0
2023-12-23,166.093,166.896,165.596,166.41,3030355.0
2023-12-24,166.093,166.896,165.596,166.41,3030355.0
2023-12-25,166.093,166.896,165.596,166.41,3030355.0
2023-12-26,166.38,168.137,165.983,167.581,2779405.0
2023-12-27,167.621,168.206,167.085,168.117,3502620.0
2023-12-28,168.117,168.256,167.422,168.107,2911277.0
2023-12-29,168.058,168.777,167.889,168.554,3291629.0
2023-12-30,168.058,168.777,167.889,168.554,3291629.0
2023-12-31,168.058,168.777,167.889,168.554,3291629.0
2024-01-01,168.058,168.777,167.889,168.554,3291629.0
2024-01-02,168.236,171.68,167.909,171.601,5743112.0
2024-01-03,173.675,173.873,171.389,171.64,5588224.0
2024-01-04,170.31,172.216,169.288,170.171,6283225.0
2024-01-05,170.271,170.271,166.291,167.661,5252478.0
2024-01-06,170.271,170.271,166.291,167.661,5252478.0
2024-01-07,170.271,170.271,166.291,167.661,5252478.0
2024-01-08,167.661,168.445,166.519,167.829,5735563.0
2024-01-09,166.519,166.619,164.673,165.904,6268763.0
2024-01-10,165.328,166.688,164.941,165.656,4394876.0
2024-01-11,165.874,165.874,163.572,164.872,4800727.0
2024-01-12,165.08,166.112,164.316,166.003,3546260.0
2024-01-13,165.08,166.112,164.316,166.003,3546260.0
2024-01-14,165.08,166.112,164.316,166.003,3546260.0
2024-01-15,165.08,166.112,164.316,166.003,3546260.0
2024-01-16,166.003,166.251,163.939,164.912,4576842.0
2024-01-17,164.733,165.464,164.182,165.18,4392400.0
2024-01-18,164.217,166.013,163.741,165.904,4709362.0
2024-01-19,165.874,165.973,164.316,164.525,6528578.0
2024-01-20,165.874,165.973,164.316,164.525,6528578.0
2024-01-21,165.874,165.973,164.316,164.525,6528578.0
2024-01-22,164.703,165.443,163.77,163.86,5697428.0
2024-01-23,163.314,166.658,163.115,166.37,4932727.0
2024-01-24,166.37,166.47,164.262,164.346,4984700.0
2024-01-25,164.554,165.338,163.686,165.299,5373787.0
2024-01-26,165.338,166.758,165.338,166.589,4848987.0
2024-01-27,165.338,166.758,165.338,166.589,4848987.0
2024-01-28,165.338,166.758,165.338,166.589,4848987.0
2024-01-29,166.261,167.422,166.125,166.877,5713559.0
2024-01-30,166.4,168.415,166.053,168.335,4804243.0
2024-01-31,168.673,169.093,166.609,167.254,5769214.0
2024-02-01,167.254,170.499,165.904,170.4,4920789.0
2024-02-02,169.938,170.658,168.812,169.675,5307883.0
2024-02-03,169.938,170.658,168.812,169.675,5307883.0
2024-02-04,169.938,170.658,168.812,169.675,5307883.0
2024-02-05,169.258,170.281,167.765,169.626,5142706.0
2024-02-06,170.152,170.524,168.653,170.122,5182879.0
2024-02-07,171.323,171.591,170.082,170.171,5769679.0
2024-02-08,170.42,172.782,170.112,172.533,9269699.0
2024-02-09,169.904,170.092,165.706,166.4,12731739.0
2024-02-10,169.904,170.092,165.706,166.4,12731739.0
2024-02-11,169.904,170.092,165.706,166.4,12731739.0
2024-02-12,166.589,169.774,165.934,169.318,7867544.0
2024-02-13,169.923,170.152,165.973,167.601,7302014.0
2024-02-14,167.065,167.363,164.802,166.251,5731904.0
2024-02-15,166.678,167.09,165.418,166.589,4451374.0
2024-02-16,165.944,166.142,164.425,165.06,5245994.0
2024-02-17,165.944,166.142,164.425,165.06,5245994.0
2024-02-18,165.944,166.142,164.425,165.06,5245994.0
2024-02-19,165.944,166.142,164.425,165.06,5245994.0
2024-02-20,166.47,168.236,165.919,167.373,6117866.0
2024-02-21,168.663,168.891,166.584,167.551,4195366.0
2024-02-22,166.37,167.551,164.842,166.976,7539232.0
2024-02-23,166.668,168.961,166.529,168.316,6409765.0
2024-02-24,166.668,168.961,166.529,168.316,6409765.0
2024-02-25,166.668,168.961,166.529,168.316,6409765.0
2024-02-26,168.137,168.137,166.44,166.986,3836980.0
2024-02-27,166.549,166.946,166.083,166.887,3567644.0
2024-02-28,166.847,167.224,165.189,165.765,5275282.0
2024-02-29,166.21,166.68,164.91,165.34,8489449.0
2024-03-01,164.86,165.0,163.25,164.59,6109856.0
2024-03-02,164.86,165.0,163.25,164.59,6109856.0
2024-03-03,164.86,165.0,163.25,164.59,6109856.0
2024-03-04,164.45,165.65,163.6,165.37,4303882.0
2024-03-05,165.22,165.5,161.81,162.04,6631346.0
2024-03-06,162.06,163.99,162.04,163.0,5302463.0
2024-03-07,163.82,163.9,162.5,163.11,5801610.0
2024-03-08,162.32,164.2,162.09,163.05,6065294.0
2024-03-09,162.32,164.2,162.09,163.05,6065294.0
2024-03-10,162.32,164.2,162.09,163.05,6065294.0
2024-03-11,163.92,165.42,163.31,164.73,5404790.0
2024-03-12,165.14,165.42,163.96,164.54,6158507.0
2024-03-13,165.1,166.14,164.74,165.3,4585789.0
2024-03-14,166.26,166.26,164.2,164.78,5155326.0
2024-03-15,165.06,165.38,163.64,164.66,21887267.0
2024-03-16,165.06,165.38,163.64,164.66,21887267.0
2024-03-17,165.06,165.38,163.64,164.66,21887267.0
2024-03-18,167.05,172.18,166.95,171.26,10478533.0
2024-03-19,171.1,172.65,171.0,171.8,7653926.0
2024-03-20,172.3,173.1,171.12,171.86,5046920.0
2024-03-21,171.92,173.42,171.05,172.45,4343007.0
2024-03-22,173.02,173.1,171.76,172.02,4106531.0
2024-03-23,173.02,173.1,171.76,172.02,4106531.0
2024-03-24,173.02,173.1,171.76,172.02,4106531.0
2024-03-25,172.2,173.09,172.108,172.6,3941985.0
2024-03-26,172.17,172.97,171.815,172.73,4593166.0
2024-03-27,173.998,174.69,173.05,173.57,4911274.0
2024-03-28,174.76,175.81,174.37,175.01,5710539.0
2024-03-29,174.76,175.81,174.37,175.01,5710539.0
2024-03-30,174.76,175.81,174.37,175.01,5710539.0
2024-03-31,174.76,175.81,174.37,175.01,5710539.0
2024-04-01,175.57,176.23,172.65,172.98,4815366.0
2024-04-02,172.94,173.87,171.36,171.44,5158492.0
2024-04-03,170.0,170.92,168.7,169.68,5828024.0
2024-04-04,170.92,171.78,169.33,169.65,5422567.0
2024-04-05,169.4,169.97,168.065,169.14,4412390.0
2024-04-06,169.4,169.97,168.065,169.14,4412390.0
2024-04-07,169.4,169.97,168.065,169.14,4412390.0
2024-04-08,169.15,170.05,168.74,169.57,1723529.0
