,AAWW US Equity,AAWW US Equity,AAWW US Equity,AAWW US Equity,AAWW US Equity
2021-09-13,74.83,74.83,72.45,73.21,471677.0
2021-09-14,75.0359,76.33,72.96,75.34,509265.0
2021-09-15,75.93,78.19,75.77,76.91,495344.0
2021-09-16,77.855,79.41,76.6101,78.42,456067.0
2021-09-17,77.95,78.4199,75.3,75.63,936219.0
2021-09-18,77.95,78.4199,75.3,75.63,936219.0
2021-09-19,77.95,78.4199,75.3,75.63,936219.0
2021-09-20,73.87,74.535,71.51,74.28,500355.0
2021-09-21,74.8,74.8,72.48,72.59,381676.0
2021-09-22,76.66,76.66,72.43,74.0,1049166.0
2021-09-23,74.16,78.19,74.16,77.56,817875.0
2021-09-24,77.28,79.205,76.3,78.5,447079.0
2021-09-25,77.28,79.205,76.3,78.5,447079.0
2021-09-26,77.28,79.205,76.3,78.5,447079.0
2021-09-27,78.83,83.82,78.79,82.37,909567.0
2021-09-28,82.01,84.76,81.93,83.55,755527.0
2021-09-29,84.03,85.77,83.34,85.2,741403.0
2021-09-30,85.41,85.41,81.12,81.68,741805.0
2021-10-01,81.7,84.0,81.29,83.49,435073.0
2021-10-02,81.7,84.0,81.29,83.49,435073.0
2021-10-03,81.7,84.0,81.29,83.49,435073.0
2021-10-04,83.33,84.48,82.5,84.19,794988.0
2021-10-05,84.36,86.45,83.7,85.57,668828.0
2021-10-06,84.71,85.01,82.79,84.13,639825.0
2021-10-07,84.82,85.33,82.95,83.2,354446.0
2021-10-08,83.62,83.8961,81.45,81.65,351332.0
2021-10-09,83.62,83.8961,81.45,81.65,351332.0
2021-10-10,83.62,83.8961,81.45,81.65,351332.0
2021-10-11,81.81,82.0309,79.67,80.25,285699.0
2021-10-12,80.25,80.68,77.1,78.22,567761.0
2021-10-13,77.74,79.36,76.69,79.19,533976.0
2021-10-14,80.5,81.94,79.03,79.44,723394.0
2021-10-15,80.45,80.45,78.64,78.7,664921.0
2021-10-16,80.45,80.45,78.64,78.7,664921.0
2021-10-17,80.45,80.45,78.64,78.7,664921.0
2021-10-18,78.41,79.89,78.33,79.11,295551.0
2021-10-19,79.56,79.56,77.44,77.54,345987.0
2021-10-20,77.72,78.56,77.04,78.28,719313.0
2021-10-21,78.3,80.36,78.09,80.34,455806.0
2021-10-22,80.42,82.415,80.42,81.01,530028.0
2021-10-23,80.42,82.415,80.42,81.01,530028.0
2021-10-24,80.42,82.415,80.42,81.01,530028.0
2021-10-25,81.08,83.13,80.83,82.27,655172.0
2021-10-26,83.2,83.24,81.21,81.88,395419.0
2021-10-27,81.45,82.19,79.64,79.87,293351.0
2021-10-28,79.8,82.045,79.61,81.29,233252.0
2021-10-29,80.47,82.38,80.47,81.12,432220.0
2021-10-30,80.47,82.38,80.47,81.12,432220.0
2021-10-31,80.47,82.38,80.47,81.12,432220.0
2021-11-01,81.42,83.58,81.42,83.53,367276.0
2021-11-02,83.63,86.64,83.18,83.97,893930.0
2021-11-03,88.175,90.7,85.01,88.31,1090308.0
2021-11-04,89.33,91.175,88.33,89.5,718580.0
2021-11-05,90.69,91.77,85.8,85.96,825832.0
2021-11-06,90.69,91.77,85.8,85.96,825832.0
2021-11-07,90.69,91.77,85.8,85.96,825832.0
2021-11-08,86.11,87.62,85.02,86.38,674071.0
2021-11-09,86.0,86.58,83.61,84.21,419056.0
2021-11-10,83.66,84.89,83.35,83.76,419385.0
2021-11-11,84.15,85.92,83.79,85.38,332873.0
2021-11-12,85.24,87.075,84.245,85.63,312599.0
2021-11-13,85.24,87.075,84.245,85.63,312599.0
2021-11-14,85.24,87.075,84.245,85.63,312599.0
2021-11-15,86.06,87.86,84.95,87.72,322737.0
2021-11-16,87.54,89.04,87.13,87.99,457358.0
2021-11-17,87.83,88.78,86.21,88.59,402734.0
2021-11-18,88.91,89.99,88.19,89.72,485468.0
2021-11-19,89.46,90.205,88.59,89.66,556233.0
2021-11-20,89.46,90.205,88.59,89.66,556233.0
2021-11-21,89.46,90.205,88.59,89.66,556233.0
2021-11-22,90.0,94.42,89.89,92.56,765904.0
2021-11-23,93.01,95.0,92.4425,94.91,718387.0
2021-11-24,94.52,94.52,92.39,94.18,240440.0
2021-11-25,94.52,94.52,92.39,94.18,240440.0
2021-11-26,91.0,92.94,90.23,92.31,297838.0
2021-11-27,91.0,92.94,90.23,92.31,297838.0
2021-11-28,91.0,92.94,90.23,92.31,297838.0
2021-11-29,93.62,93.62,90.31,90.66,476257.0
2021-11-30,89.63,89.99,85.81,87.61,629402.0
2021-12-01,89.15,89.15,85.26,85.5,680697.0
2021-12-02,85.92,87.81,85.84,86.36,759903.0
2021-12-03,86.84,87.74,85.87,86.94,460751.0
2021-12-04,86.84,87.74,85.87,86.94,460751.0
2021-12-05,86.84,87.74,85.87,86.94,460751.0
2021-12-06,87.65,88.86,86.6,87.15,526454.0
2021-12-07,88.11,89.77,87.37,87.71,778042.0
2021-12-08,88.59,88.755,86.54,87.23,540834.0
2021-12-09,86.61,87.68,85.8,86.69,430068.0
2021-12-10,87.0,88.32,86.56,87.2,305871.0
2021-12-11,87.0,88.32,86.56,87.2,305871.0
2021-12-12,87.0,88.32,86.56,87.2,305871.0
2021-12-13,86.6,86.83,84.77,86.11,353674.0
2021-12-14,85.195,87.99,85.195,87.41,673677.0
2021-12-15,87.5,88.38,85.74,87.86,472984.0
2021-12-16,88.65,91.26,88.65,89.06,535916.0
2021-12-17,87.87,90.64,86.36,87.3,1491449.0
2021-12-18,87.87,90.64,86.36,87.3,1491449.0
2021-12-19,87.87,90.64,86.36,87.3,1491449.0
2021-12-20,88.905,88.905,85.06,87.98,550319.0
2021-12-21,89.11,90.1048,88.55,89.14,549670.0
2021-12-22,89.14,91.9,89.04,91.42,340485.0
2021-12-23,91.97,93.16,91.735,91.95,262788.0
2021-12-24,91.97,93.16,91.735,91.95,262788.0
2021-12-25,91.97,93.16,91.735,91.95,262788.0
2021-12-26,91.97,93.16,91.735,91.95,262788.0
2021-12-27,92.57,93.25,91.0476,92.7,191493.0
2021-12-28,92.9,94.0,92.46,93.02,220075.0
2021-12-29,92.93,94.72,92.665,93.76,277415.0
2021-12-30,93.0,94.42,92.6,93.25,365028.0
2021-12-31,92.94,94.5848,91.99,94.12,242927.0
2022-01-01,92.94,94.5848,91.99,94.12,242927.0
2022-01-02,92.94,94.5848,91.99,94.12,242927.0
2022-01-03,94.79,96.3,94.21,94.81,472931.0
2022-01-04,96.24,97.13,94.74,95.78,488127.0
2022-01-05,95.76,97.0,91.47,91.6,849270.0
2022-01-06,90.8946,91.37,88.05,89.03,912640.0
2022-01-07,88.81,90.46,88.03,88.25,693348.0
2022-01-08,88.81,90.46,88.03,88.25,693348.0
2022-01-09,88.81,90.46,88.03,88.25,693348.0
2022-01-10,87.7,87.8,83.5,86.04,1123120.0
2022-01-11,87.28,87.68,85.363,87.29,393616.0
2022-01-12,87.5,88.7,85.9086,85.95,336784.0
2022-01-13,86.21,87.62,85.45,86.56,379053.0
2022-01-14,85.14,85.217,81.9,82.21,879642.0
2022-01-15,85.14,85.217,81.9,82.21,879642.0
2022-01-16,85.14,85.217,81.9,82.21,879642.0
2022-01-17,85.14,85.217,81.9,82.21,879642.0
2022-01-18,81.165,81.96,80.03,81.39,1008233.0
2022-01-19,81.75,82.25,78.46,78.67,1320390.0
2022-01-20,79.04,80.6941,77.26,77.42,1015936.0
2022-01-21,77.27,79.14,76.6,78.31,671926.0
2022-01-22,77.27,79.14,76.6,78.31,671926.0
2022-01-23,77.27,79.14,76.6,78.31,671926.0
2022-01-24,76.93,79.4494,76.1,79.28,600034.0
2022-01-25,78.29,79.02,76.76,78.18,666904.0
2022-01-26,79.24,79.65,76.8,77.17,932451.0
2022-01-27,78.22,79.32,75.61,76.08,514759.0
2022-01-28,75.86,76.35,74.1,75.82,711419.0
2022-01-29,75.86,76.35,74.1,75.82,711419.0
2022-01-30,75.86,76.35,74.1,75.82,711419.0
2022-01-31,75.76,80.43,74.68,80.33,1046236.0
2022-02-01,80.99,83.91,80.28,82.09,909222.0
2022-02-02,81.67,81.89,78.5,80.81,587309.0
2022-02-03,80.49,82.31,79.49,79.88,672136.0
2022-02-04,79.88,80.45,76.03,76.77,782412.0
2022-02-05,79.88,80.45,76.03,76.77,782412.0
2022-02-06,79.88,80.45,76.03,76.77,782412.0
2022-02-07,77.755,79.28,76.79,78.33,717580.0
2022-02-08,78.36,79.63,78.07,78.55,297737.0
2022-02-09,79.58,80.58,79.16,80.39,413064.0
2022-02-10,79.66,80.79,77.05,78.26,514547.0
2022-02-11,78.78,78.79,76.13,76.43,554091.0
2022-02-12,78.78,78.79,76.13,76.43,554091.0
2022-02-13,78.78,78.79,76.13,76.43,554091.0
2022-02-14,76.2,77.54,76.08,76.81,405372.0
2022-02-15,77.23,78.67,77.045,78.43,498988.0
2022-02-16,78.24,80.0,77.83,79.07,844329.0
2022-02-17,82.43,84.54,75.64,77.1,1577459.0
2022-02-18,77.23,78.71,76.72,78.47,843569.0
2022-02-19,77.23,78.71,76.72,78.47,843569.0
2022-02-20,77.23,78.71,76.72,78.47,843569.0
2022-02-21,77.23,78.71,76.72,78.47,843569.0
2022-02-22,77.28,78.4,73.475,74.48,1082315.0
2022-02-23,74.88,76.58,74.72,75.35,615431.0
2022-02-24,73.78,75.85,73.18,75.35,874600.0
2022-02-25,75.01,77.34,75.01,77.12,636046.0
2022-02-26,75.01,77.34,75.01,77.12,636046.0
2022-02-27,75.01,77.34,75.01,77.12,636046.0
2022-02-28,76.49,78.65,76.37,78.36,799211.0
2022-03-01,78.3,80.86,77.8,80.39,861140.0
2022-03-02,80.5,82.785,80.5,80.84,957400.0
2022-03-03,80.98,81.93,79.88,80.66,511335.0
2022-03-04,80.38,82.83,79.89,82.36,896587.0
2022-03-05,80.38,82.83,79.89,82.36,896587.0
2022-03-06,80.38,82.83,79.89,82.36,896587.0
2022-03-07,81.59,82.77,79.32,79.48,655186.0
2022-03-08,79.48,82.23,79.25,80.67,590870.0
2022-03-09,81.78,83.12,80.51,82.31,774777.0
2022-03-10,81.495,82.47,80.78,82.3,307745.0
2022-03-11,82.74,83.26,81.01,81.08,615562.0
2022-03-12,82.74,83.26,81.01,81.08,615562.0
2022-03-13,82.74,83.26,81.01,81.08,615562.0
2022-03-14,81.26,81.99,79.43,80.94,627546.0
2022-03-15,81.52,84.25,80.96,84.21,779852.0
2022-03-16,84.96,85.69,83.02,83.98,847261.0
2022-03-17,83.3,85.6,83.3,84.97,332587.0
2022-03-18,85.14,88.44,84.71,88.19,1672268.0
2022-03-19,85.14,88.44,84.71,88.19,1672268.0
2022-03-20,85.14,88.44,84.71,88.19,1672268.0
2022-03-21,88.17,88.87,85.58,85.96,467977.0
2022-03-22,86.15,88.1299,85.57,86.8,573168.0
2022-03-23,85.92,87.26,85.82,86.6,449028.0
2022-03-24,87.57,88.87,86.48,88.36,597226.0
2022-03-25,88.64,89.43,87.79,88.79,636011.0
2022-03-26,88.64,89.43,87.79,88.79,636011.0
2022-03-27,88.64,89.43,87.79,88.79,636011.0
2022-03-28,88.76,89.82,88.07,88.94,457229.0
2022-03-29,89.0,89.9,87.62,88.85,658720.0
2022-03-30,88.65,89.55,87.81,88.38,406362.0
2022-03-31,88.72,89.25,86.36,86.37,514329.0
2022-04-01,86.5,87.43,81.26,82.21,830854.0
2022-04-02,86.5,87.43,81.26,82.21,830854.0
2022-04-03,86.5,87.43,81.26,82.21,830854.0
2022-04-04,81.5,82.28,79.42,81.72,724482.0
2022-04-05,79.17,79.85,73.0,73.41,2061083.0
2022-04-06,72.72,73.41,68.97,70.18,1514446.0
2022-04-07,70.65,70.76,67.13,67.3,1551439.0
2022-04-08,66.75,68.19,65.71,66.04,1163722.0
2022-04-09,66.75,68.19,65.71,66.04,1163722.0
2022-04-10,66.75,68.19,65.71,66.04,1163722.0
2022-04-11,65.41,68.11,65.0,65.81,645175.0
2022-04-12,66.0,68.88,65.95,66.88,628034.0
2022-04-13,67.04,68.98,66.805,68.32,407906.0
2022-04-14,68.31,70.1,67.985,68.45,445778.0
2022-04-15,68.31,70.1,67.985,68.45,445778.0
2022-04-16,68.31,70.1,67.985,68.45,445778.0
2022-04-17,68.31,70.1,67.985,68.45,445778.0
2022-04-18,69.28,69.86,68.45,68.9,592308.0
2022-04-19,69.11,71.3,68.525,71.04,433245.0
2022-04-20,72.17,73.0,69.39,69.66,527023.0
2022-04-21,70.57,71.26,68.86,69.61,355018.0
2022-04-22,69.35,69.9495,68.28,68.42,417170.0
2022-04-23,69.35,69.9495,68.28,68.42,417170.0
2022-04-24,69.35,69.9495,68.28,68.42,417170.0
2022-04-25,67.54,69.395,66.4,69.17,516976.0
2022-04-26,69.17,69.51,67.74,67.78,444903.0
2022-04-27,67.55,68.3733,66.8,67.61,490528.0
2022-04-28,68.77,69.89,67.61,69.78,402161.0
2022-04-29,69.37,70.49,68.77,68.94,420837.0
2022-04-30,69.37,70.49,68.77,68.94,420837.0
2022-05-01,69.37,70.49,68.77,68.94,420837.0
2022-05-02,68.43,69.34,67.29,69.08,453361.0
2022-05-03,68.72,70.54,68.42,70.23,490469.0
2022-05-04,70.85,72.7322,70.0,72.59,546172.0
2022-05-05,73.07,73.07,69.67,71.84,698898.0
2022-05-06,72.33,72.485,69.34,71.03,585093.0
2022-05-07,72.33,72.485,69.34,71.03,585093.0
2022-05-08,72.33,72.485,69.34,71.03,585093.0
2022-05-09,70.21,72.51,69.48,69.66,541934.0
2022-05-10,69.95,70.48,67.96,69.38,589270.0
2022-05-11,69.47,70.17,68.19,68.86,1166631.0
2022-05-12,68.73,69.15,66.74,68.56,510327.0
2022-05-13,68.82,71.43,68.82,70.07,446207.0
2022-05-14,68.82,71.43,68.82,70.07,446207.0
2022-05-15,68.82,71.43,68.82,70.07,446207.0
2022-05-16,70.32,70.75,68.92,69.53,396764.0
2022-05-17,70.72,72.81,70.62,72.71,346096.0
2022-05-18,72.5,72.5,68.97,69.1,576221.0
2022-05-19,68.54,69.06,66.8501,66.99,624074.0
2022-05-20,67.68,67.82,62.87,65.02,743074.0
2022-05-21,67.68,67.82,62.87,65.02,743074.0
2022-05-22,67.68,67.82,62.87,65.02,743074.0
2022-05-23,66.15,67.69,65.6,66.96,518663.0
2022-05-24,66.65,66.73,63.29,65.8,415206.0
2022-05-25,65.9,67.7,65.61,66.94,255289.0
2022-05-26,67.08,68.9,67.08,68.5,322396.0
2022-05-27,69.05,70.04,68.85,69.72,329551.0
2022-05-28,69.05,70.04,68.85,69.72,329551.0
2022-05-29,69.05,70.04,68.85,69.72,329551.0
2022-05-30,69.05,70.04,68.85,69.72,329551.0
2022-05-31,69.14,70.51,67.99,69.71,386040.0
2022-06-01,70.2,70.48,68.425,69.16,619248.0
2022-06-02,69.32,71.15,69.28,70.9,482299.0
2022-06-03,70.24,71.1,69.705,70.18,312839.0
2022-06-04,70.24,71.1,69.705,70.18,312839.0
2022-06-05,70.24,71.1,69.705,70.18,312839.0
2022-06-06,70.92,71.8584,70.165,71.69,358815.0
2022-06-07,70.93,72.53,69.89,72.13,284190.0
2022-06-08,71.27,71.71,69.245,70.1,516947.0
2022-06-09,69.84,69.84,67.41,67.49,605041.0
2022-06-10,66.41,67.58,65.43,65.46,412384.0
2022-06-11,66.41,67.58,65.43,65.46,412384.0
2022-06-12,66.41,67.58,65.43,65.46,412384.0
2022-06-13,63.58,64.85,63.195,63.99,457545.0
2022-06-14,64.84,66.87,64.03,64.31,404044.0
2022-06-15,64.76,66.12,64.48,65.55,459424.0
2022-06-16,63.92,64.26,61.855,62.81,526832.0
2022-06-17,63.43,63.635,62.11,62.65,667150.0
2022-06-18,63.43,63.635,62.11,62.65,667150.0
2022-06-19,63.43,63.635,62.11,62.65,667150.0
2022-06-20,63.43,63.635,62.11,62.65,667150.0
2022-06-21,63.89,64.35,62.65,63.4,244037.0
2022-06-22,62.35,63.1,61.9,62.42,362219.0
2022-06-23,62.52,63.55,61.4801,63.5,328940.0
2022-06-24,63.86,65.76,63.15,63.97,511219.0
2022-06-25,63.86,65.76,63.15,63.97,511219.0
2022-06-26,63.86,65.76,63.15,63.97,511219.0
2022-06-27,64.58,65.895,64.1,65.35,313820.0
2022-06-28,65.52,66.51,64.54,64.71,465919.0
2022-06-29,64.56,64.795,62.4,62.76,381153.0
2022-06-30,61.93,62.4,60.48,61.71,398172.0
2022-07-01,61.09,62.08,59.95,61.42,346163.0
2022-07-02,61.09,62.08,59.95,61.42,346163.0
2022-07-03,61.09,62.08,59.95,61.42,346163.0
2022-07-04,61.09,62.08,59.95,61.42,346163.0
2022-07-05,60.18,61.7,59.64,61.59,249434.0
2022-07-06,61.37,61.96,58.78,59.05,445739.0
2022-07-07,59.83,61.68,59.38,60.92,301709.0
2022-07-08,61.03,61.84,60.0,61.67,290239.0
2022-07-09,61.03,61.84,60.0,61.67,290239.0
2022-07-10,61.03,61.84,60.0,61.67,290239.0
2022-07-11,61.24,62.11,60.13,60.49,194450.0
2022-07-12,59.97,61.46,59.89,60.42,206883.0
2022-07-13,59.69,60.43,59.53,60.1,170757.0
2022-07-14,59.1,60.12,58.7,60.12,194969.0
2022-07-15,61.83,61.83,60.14,61.31,253972.0
2022-07-16,61.83,61.83,60.14,61.31,253972.0
2022-07-17,61.83,61.83,60.14,61.31,253972.0
2022-07-18,62.37,63.2,61.78,62.8,381732.0
2022-07-19,63.7,67.53,63.7,67.4,700105.0
2022-07-20,66.95,68.91,66.95,68.4,355426.0
2022-07-21,67.49,68.53,67.31,68.4,302860.0
2022-07-22,68.56,69.705,68.35,69.63,566932.0
2022-07-23,68.56,69.705,68.35,69.63,566932.0
2022-07-24,68.56,69.705,68.35,69.63,566932.0
2022-07-25,69.7,69.7,67.88,69.59,551885.0
2022-07-26,68.77,70.64,68.77,69.42,379317.0
2022-07-27,69.87,71.58,67.8401,71.25,415822.0
2022-07-28,71.67,73.54,71.19,73.19,561694.0
2022-07-29,73.47,76.18,73.02,75.71,679179.0
2022-07-30,73.47,76.18,73.02,75.71,679179.0
2022-07-31,73.47,76.18,73.02,75.71,679179.0
2022-08-01,75.12,87.96,74.11,84.99,3555221.0
2022-08-02,84.87,89.67,84.75,87.37,1923671.0
2022-08-03,96.0,97.67,95.65,96.78,3971772.0
2022-08-04,99.75,99.9,99.33,99.75,8908360.0
2022-08-05,99.65,99.84,99.3,99.65,3756742.0
2022-08-06,99.65,99.84,99.3,99.65,3756742.0
2022-08-07,99.65,99.84,99.3,99.65,3756742.0
2022-08-08,99.65,100.0,99.6,100.0,3243925.0
2022-08-09,99.8,100.59,99.8,100.45,1236721.0
2022-08-10,100.82,101.62,100.4,100.64,1138792.0
2022-08-11,100.78,101.2,99.99,100.19,1418087.0
2022-08-12,100.59,100.75,99.95,100.09,1128157.0
2022-08-13,100.59,100.75,99.95,100.09,1128157.0
2022-08-14,100.59,100.75,99.95,100.09,1128157.0
2022-08-15,100.05,100.28,99.7,99.77,1414981.0
2022-08-16,99.9,100.04,99.76,100.0,1994100.0
2022-08-17,99.86,100.16,99.83,100.05,920790.0
2022-08-18,100.05,100.35,100.01,100.17,479698.0
2022-08-19,100.11,100.29,99.95,100.0,465404.0
2022-08-20,100.11,100.29,99.95,100.0,465404.0
2022-08-21,100.11,100.29,99.95,100.0,465404.0
2022-08-22,100.01,100.1,99.79,99.9,711495.0
2022-08-23,100.0,100.15,99.77,99.81,815550.0
2022-08-24,99.87,100.01,99.825,99.92,422666.0
2022-08-25,100.0,100.33,99.83,99.9,597476.0
2022-08-26,99.92,100.08,99.8,99.87,1048560.0
2022-08-27,99.92,100.08,99.8,99.87,1048560.0
2022-08-28,99.92,100.08,99.8,99.87,1048560.0
2022-08-29,99.87,99.97,99.635,99.7,1186236.0
2022-08-30,99.82,100.07,99.52,99.81,761547.0
2022-08-31,99.97,100.18,99.75,99.92,592588.0
2022-09-01,99.91,99.98,99.75,99.79,866949.0
2022-09-02,99.88,100.1,99.72,99.96,660515.0
2022-09-03,99.88,100.1,99.72,99.96,660515.0
2022-09-04,99.88,100.1,99.72,99.96,660515.0
2022-09-05,99.88,100.1,99.72,99.96,660515.0
2022-09-06,99.865,100.07,99.75,99.95,931224.0
2022-09-07,99.9,100.04,99.885,99.93,715030.0
2022-09-08,99.93,99.98,99.84,99.93,819302.0
2022-09-09,99.99,100.09,99.9,99.91,536725.0
2022-09-10,99.99,100.09,99.9,99.91,536725.0
2022-09-11,99.99,100.09,99.9,99.91,536725.0
2022-09-12,100.26,100.26,99.78,99.84,650786.0
2022-09-13,99.84,100.1,99.735,99.78,872012.0
2022-09-14,99.86,100.05,99.79,100.04,591482.0
2022-09-15,99.91,100.05,99.79,99.99,518661.0
2022-09-16,99.67,99.71,98.94,99.41,1870342.0
2022-09-17,99.67,99.71,98.94,99.41,1870342.0
2022-09-18,99.67,99.71,98.94,99.41,1870342.0
2022-09-19,99.51,99.9,98.8,99.21,681063.0
2022-09-20,99.1,99.73,98.86,99.2,1973379.0
2022-09-21,99.24,99.5,99.03,99.23,619847.0
2022-09-22,99.15,99.23,98.63,99.02,656492.0
2022-09-23,98.76,98.94,97.72,97.89,977890.0
2022-09-24,98.76,98.94,97.72,97.89,977890.0
2022-09-25,98.76,98.94,97.72,97.89,977890.0
2022-09-26,98.0,98.5,97.08,97.2,848940.0
2022-09-27,97.3,97.46,93.385,95.88,2601355.0
2022-09-28,95.71,96.91,95.28,96.1,968842.0
2022-09-29,95.81,96.07,94.76,95.44,801383.0
2022-09-30,95.65,96.38,95.45,95.57,504652.0
2022-10-01,95.65,96.38,95.45,95.57,504652.0
2022-10-02,95.65,96.38,95.45,95.57,504652.0
2022-10-03,95.67,97.67,95.65,97.23,569866.0
2022-10-04,97.72,98.41,97.54,97.77,538005.0
2022-10-05,97.61,98.29,97.17,97.92,324422.0
2022-10-06,97.7,98.5,97.7,98.1,232891.0
2022-10-07,97.68,98.505,97.68,98.18,448667.0
2022-10-08,97.68,98.505,97.68,98.18,448667.0
2022-10-09,97.68,98.505,97.68,98.18,448667.0
2022-10-10,98.15,99.0,98.0,98.72,276677.0
2022-10-11,98.36,98.95,98.325,98.84,444412.0
2022-10-12,98.81,99.25,98.61,99.01,301193.0
2022-10-13,98.94,99.81,98.44,99.37,430357.0
2022-10-14,99.5,99.79,99.2,99.65,225653.0
2022-10-15,99.5,99.79,99.2,99.65,225653.0
2022-10-16,99.5,99.79,99.2,99.65,225653.0
2022-10-17,99.87,100.21,99.685,99.89,204725.0
2022-10-18,99.99,100.28,99.55,99.9,265223.0
2022-10-19,100.5,100.65,100.31,100.46,540808.0
2022-10-20,100.36,100.78,100.36,100.64,558013.0
2022-10-21,101.1,101.1,100.41,100.5,590802.0
2022-10-22,101.1,101.1,100.41,100.5,590802.0
2022-10-23,101.1,101.1,100.41,100.5,590802.0
2022-10-24,100.46,101.01,100.42,100.5,275234.0
2022-10-25,100.72,100.95,100.51,100.55,484956.0
2022-10-26,100.79,101.25,100.67,100.7,463198.0
2022-10-27,100.88,101.2,100.475,100.54,303775.0
2022-10-28,100.82,101.0,100.78,100.86,366938.0
2022-10-29,100.82,101.0,100.78,100.86,366938.0
2022-10-30,100.82,101.0,100.78,100.86,366938.0
2022-10-31,101.0,101.25,100.8,101.14,500549.0
2022-11-01,101.09,101.25,101.0,101.11,709549.0
2022-11-02,101.05,101.24,100.81,100.9,355488.0
2022-11-03,100.51,100.705,99.775,100.25,1417052.0
2022-11-04,100.35,100.9,100.13,100.44,1654816.0
2022-11-05,100.35,100.9,100.13,100.44,1654816.0
2022-11-06,100.35,100.9,100.13,100.44,1654816.0
2022-11-07,100.44,100.61,100.2,100.44,314625.0
2022-11-08,100.49,100.67,100.0,100.1,364471.0
2022-11-09,100.06,100.43,99.16,99.74,908355.0
2022-11-10,100.22,100.4,100.02,100.15,434002.0
2022-11-11,100.61,100.67,100.1,100.22,396812.0
2022-11-12,100.61,100.67,100.1,100.22,396812.0
2022-11-13,100.61,100.67,100.1,100.22,396812.0
2022-11-14,100.26,100.59,100.26,100.38,385184.0
2022-11-15,100.55,100.65,100.165,100.46,659701.0
2022-11-16,100.41,100.66,100.41,100.47,240731.0
2022-11-17,100.22,100.67,99.89,100.0,1166806.0
2022-11-18,100.78,100.81,100.07,100.64,263074.0
2022-11-19,100.78,100.81,100.07,100.64,263074.0
2022-11-20,100.78,100.81,100.07,100.64,263074.0
2022-11-21,100.32,100.965,100.3,100.76,248769.0
2022-11-22,100.96,100.97,100.48,100.79,158119.0
2022-11-23,100.7,100.97,100.7,100.92,168734.0
2022-11-24,100.7,100.97,100.7,100.92,168734.0
2022-11-25,100.84,100.96,100.64,100.66,79955.0
2022-11-26,100.84,100.96,100.64,100.66,79955.0
2022-11-27,100.84,100.96,100.64,100.66,79955.0
2022-11-28,100.66,100.83,100.39,100.69,304760.0
2022-11-29,100.66,100.8,100.47,100.7,232247.0
2022-11-30,100.64,101.18,100.315,100.77,413542.0
2022-12-01,100.77,100.92,100.22,100.51,246176.0
2022-12-02,100.4,100.665,100.04,100.2,373643.0
2022-12-03,100.4,100.665,100.04,100.2,373643.0
2022-12-04,100.4,100.665,100.04,100.2,373643.0
2022-12-05,100.05,100.53,100.0,100.5,231800.0
2022-12-06,100.38,100.79,100.255,100.55,167232.0
2022-12-07,100.31,100.784,100.305,100.75,142148.0
2022-12-08,100.8,100.82,100.4,100.64,113183.0
2022-12-09,100.69,100.78,100.5,100.54,187373.0
2022-12-10,100.69,100.78,100.5,100.54,187373.0
2022-12-11,100.69,100.78,100.5,100.54,187373.0
2022-12-12,100.45,100.81,100.45,100.76,185765.0
2022-12-13,100.89,101.0,100.55,100.61,1136056.0
2022-12-14,100.76,100.84,100.55,100.6,260611.0
2022-12-15,100.55,100.75,100.52,100.55,217708.0
2022-12-16,100.42,100.64,99.87,100.05,1651678.0
2022-12-17,100.42,100.64,99.87,100.05,1651678.0
2022-12-18,100.42,100.64,99.87,100.05,1651678.0
2022-12-19,100.33,100.49,100.15,100.16,262519.0
2022-12-20,100.22,100.49,100.15,100.44,189764.0
2022-12-21,100.36,100.68,100.2225,100.68,316035.0
2022-12-22,100.18,100.76,100.18,100.67,266370.0
2022-12-23,100.7,100.76,100.57,100.7,146116.0
2022-12-24,100.7,100.76,100.57,100.7,146116.0
2022-12-25,100.7,100.76,100.57,100.7,146116.0
2022-12-26,100.7,100.76,100.57,100.7,146116.0
2022-12-27,100.72,100.89,100.59,100.83,259985.0
2022-12-28,100.95,101.44,100.81,101.2,189296.0
2022-12-29,101.06,101.23,100.52,100.89,288781.0
2022-12-30,100.86,100.86,100.74,100.8,264937.0
2022-12-31,100.86,100.86,100.74,100.8,264937.0
2023-01-01,100.86,100.86,100.74,100.8,264937.0
2023-01-02,100.86,100.86,100.74,100.8,264937.0
2023-01-03,100.87,101.2799,100.87,101.25,306906.0
2023-01-04,101.1,101.5,101.1,101.28,228370.0
2023-01-05,101.28,101.66,101.1,101.33,189643.0
2023-01-06,101.5,101.59,101.28,101.33,253225.0
2023-01-07,101.5,101.59,101.28,101.33,253225.0
2023-01-08,101.5,101.59,101.28,101.33,253225.0
2023-01-09,101.31,101.6,101.18,101.2,294563.0
2023-01-10,101.1,101.67,101.1,101.55,278552.0
2023-01-11,101.5,101.711,101.45,101.5,290247.0
2023-01-12,101.55,102.03,101.55,101.82,646596.0
2023-01-13,101.82,101.96,101.74,101.75,299100.0
2023-01-14,101.82,101.96,101.74,101.75,299100.0
2023-01-15,101.82,101.96,101.74,101.75,299100.0
2023-01-16,101.82,101.96,101.74,101.75,299100.0
2023-01-17,101.75,101.93,101.47,101.63,359381.0
2023-01-18,101.71,101.9,101.67,101.83,858798.0
2023-01-19,101.78,101.93,101.71,101.78,490433.0
2023-01-20,101.99,102.04,101.75,102.03,348890.0
