,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity
2021-05-03,209.4974,211.0405,208.7492,209.2449,2771441.0
2021-05-04,208.7118,211.2743,208.2068,211.0498,2781620.0
2021-05-05,211.7326,212.2376,208.8334,209.0765,2649794.0
2021-05-06,209.9369,212.621,209.5909,212.4901,1852159.0
2021-05-07,212.9764,215.0713,211.3678,214.613,2073712.0
2021-05-08,212.9764,215.0713,211.3678,214.613,2073712.0
2021-05-09,212.9764,215.0713,211.3678,214.613,2073712.0
2021-05-10,215.2209,216.2777,213.4534,213.6404,1827220.0
2021-05-11,212.116,213.0512,209.3571,211.929,2085260.0
2021-05-12,210.9189,211.6764,207.5241,207.6176,2413170.0
2021-05-13,207.6176,211.9944,207.6176,210.5916,1915087.0
2021-05-14,212.0692,214.5101,211.1995,213.098,1631755.0
2021-05-15,212.0692,214.5101,211.1995,213.098,1631755.0
2021-05-16,212.0692,214.5101,211.1995,213.098,1631755.0
2021-05-17,212.0225,212.5806,209.5722,210.1988,3062152.0
2021-05-18,210.4233,210.6384,207.5989,208.0291,2937153.0
2021-05-19,205.9903,207.9356,203.8955,207.8982,2832346.0
2021-05-20,207.6363,208.4874,205.9529,207.5709,2456076.0
2021-05-21,208.5622,209.8434,206.8975,207.1687,2463185.0
2021-05-22,208.5622,209.8434,206.8975,207.1687,2463185.0
2021-05-23,208.5622,209.8434,206.8975,207.1687,2463185.0
2021-05-24,208.1039,209.8528,207.5334,209.0765,1931186.0
2021-05-25,209.9089,210.788,207.4119,207.5615,2372703.0
2021-05-26,209.8247,210.2549,207.4586,209.3478,5997075.0
2021-05-27,210.2499,211.8474,209.6673,210.4002,3558933.0
2021-05-28,211.697,212.1951,210.8231,211.1802,1663796.0
2021-05-29,211.697,212.1951,210.8231,211.1802,1663796.0
2021-05-30,211.697,212.1951,210.8231,211.1802,1663796.0
2021-05-31,211.697,212.1951,210.8231,211.1802,1663796.0
2021-06-01,212.7025,213.6704,211.3775,211.4621,2133114.0
2021-06-02,210.7197,212.6978,210.2029,210.9171,2244591.0
2021-06-03,209.9962,213.1348,209.4417,211.3869,2260362.0
2021-06-04,212.8529,213.4073,210.9937,212.5334,1842465.0
2021-06-05,212.8529,213.4073,210.9937,212.5334,1842465.0
2021-06-06,212.8529,213.4073,210.9937,212.5334,1842465.0
2021-06-07,213.0408,213.0408,209.3853,209.5075,1926782.0
2021-06-08,208.7839,209.9954,206.3971,208.455,2511608.0
2021-06-09,208.2201,209.1034,207.0267,208.1449,2117371.0
2021-06-10,208.9249,209.7142,206.1716,206.3501,3077125.0
2021-06-11,207.5153,208.8121,207.3838,207.9852,2029956.0
2021-06-12,207.5153,208.8121,207.3838,207.9852,2029956.0
2021-06-13,207.5153,208.8121,207.3838,207.9852,2029956.0
2021-06-14,207.2804,209.3196,206.9233,209.1974,1764212.0
2021-06-15,209.9962,210.3908,208.7792,209.4041,2030238.0
2021-06-16,210.0995,210.0995,207.0925,208.6712,2903538.0
2021-06-17,208.5396,209.0658,204.0667,205.8615,2963047.0
2021-06-18,203.3055,204.1888,201.5717,201.8583,4791604.0
2021-06-19,203.3055,204.1888,201.5717,201.8583,4791604.0
2021-06-20,203.3055,204.1888,201.5717,201.8583,4791604.0
2021-06-21,203.0047,205.6592,202.5725,204.3955,2962062.0
2021-06-22,203.6531,206.1434,203.0047,205.7863,2311123.0
2021-06-23,206.585,208.051,205.5513,205.899,2625984.0
2021-06-24,206.3125,206.5897,203.8975,205.2976,3485927.0
2021-06-25,205.7957,208.1449,205.1285,207.9288,4338100.0
2021-06-26,205.7957,208.1449,205.1285,207.9288,4338100.0
2021-06-27,205.7957,208.1449,205.1285,207.9288,4338100.0
2021-06-28,207.91,208.1637,204.9687,205.9178,2133421.0
2021-06-29,206.632,207.0925,204.809,205.4668,2203258.0
2021-06-30,205.3634,207.4214,204.6398,206.6696,2828496.0
2021-07-01,208.1637,210.1841,207.9664,210.0713,2363935.0
2021-07-02,210.5882,212.3078,209.9492,211.1708,1706599.0
2021-07-03,210.5882,212.3078,209.9492,211.1708,1706599.0
2021-07-04,210.5882,212.3078,209.9492,211.1708,1706599.0
2021-07-05,210.5882,212.3078,209.9492,211.1708,1706599.0
2021-07-06,211.65,211.8991,207.9664,210.3157,2263686.0
2021-07-07,209.3853,214.9484,209.094,214.5819,2610098.0
2021-07-08,208.7088,209.7612,204.3015,205.1755,5669049.0
2021-07-09,206.7354,209.2256,206.4817,208.3235,4229913.0
2021-07-10,206.7354,209.2256,206.4817,208.3235,4229913.0
2021-07-11,206.7354,209.2256,206.4817,208.3235,4229913.0
2021-07-12,207.6751,208.7336,206.4159,207.8818,3412958.0
2021-07-13,207.5529,208.0485,205.7957,205.9648,3465755.0
2021-07-14,206.6602,208.0604,206.0306,206.7824,4597296.0
2021-07-15,205.6453,207.5623,204.7714,206.679,2070195.0
2021-07-16,206.632,207.5059,204.6774,205.2506,2958270.0
2021-07-17,206.632,207.5059,204.6774,205.2506,2958270.0
2021-07-18,206.632,207.5059,204.6774,205.2506,2958270.0
2021-07-19,202.1872,202.8732,200.1011,201.4166,3682751.0
2021-07-20,201.0877,204.5177,201.0877,202.4879,3066453.0
2021-07-21,203.3994,205.9977,203.1833,204.0948,2320213.0
2021-07-22,209.7236,210.9641,205.8427,206.3031,4194879.0
2021-07-23,207.2052,208.2859,206.2328,206.8763,3946822.0
2021-07-24,207.2052,208.2859,206.2328,206.8763,3946822.0
2021-07-25,207.2052,208.2859,206.2328,206.8763,3946822.0
2021-07-26,206.6696,208.6148,205.4292,206.9139,2840906.0
2021-07-27,206.0306,207.1113,204.0948,204.8842,3199110.0
2021-07-28,205.6077,205.8662,202.5443,203.5028,2366254.0
2021-07-29,205.0439,206.3877,204.1418,204.217,1908318.0
2021-07-30,203.6625,206.3595,203.6625,205.5701,2324105.0
2021-07-31,203.6625,206.3595,203.6625,205.5701,2324105.0
2021-08-01,203.6625,206.3595,203.6625,205.5701,2324105.0
2021-08-02,207.1958,207.6234,204.2733,204.4049,1991190.0
2021-08-03,204.7714,207.4214,204.0478,206.7918,2278367.0
2021-08-04,206.2091,206.3783,204.0901,204.4989,2396876.0
2021-08-05,205.2225,206.3501,204.4613,205.946,2051773.0
2021-08-06,206.632,208.3329,206.3783,207.2052,2480742.0
2021-08-07,206.632,208.3329,206.3783,207.2052,2480742.0
2021-08-08,206.632,208.3329,206.3783,207.2052,2480742.0
2021-08-09,206.6226,207.2804,206.2091,206.6884,1989982.0
2021-08-10,207.318,209.4887,206.2279,208.3423,2061439.0
2021-08-11,208.9625,212.9186,208.4832,212.7401,3076395.0
2021-08-12,211.7064,214.1262,211.5185,213.9335,2015900.0
2021-08-13,214.3376,214.7887,212.9374,214.0651,1794225.0
2021-08-14,214.3376,214.7887,212.9374,214.0651,1794225.0
2021-08-15,214.3376,214.7887,212.9374,214.0651,1794225.0
2021-08-16,213.7362,214.3188,211.4621,213.7738,1807431.0
2021-08-17,213.0784,213.1724,209.6767,212.2421,2265118.0
2021-08-18,210.9077,214.5161,210.6727,211.2648,2277456.0
2021-08-19,209.6485,211.9132,208.9907,210.2781,2110430.0
2021-08-20,210.4472,211.2178,209.6767,210.2217,1608949.0
2021-08-21,210.4472,211.2178,209.6767,210.2217,1608949.0
2021-08-22,210.4472,211.2178,209.6767,210.2217,1608949.0
2021-08-23,210.8419,212.4488,210.0337,210.2875,1873202.0
2021-08-24,210.3532,210.809,207.7785,207.91,2390708.0
2021-08-25,208.2154,208.6402,207.1535,207.9476,1744076.0
2021-08-26,207.9758,208.7839,206.3031,207.6563,3064685.0
2021-08-27,207.9758,209.1692,207.8207,208.0792,1944784.0
2021-08-28,207.9758,209.1692,207.8207,208.0792,1944784.0
2021-08-29,207.9758,209.1692,207.8207,208.0792,1944784.0
2021-08-30,207.9658,208.3199,206.5494,206.8704,3485314.0
2021-08-31,207.352,207.5975,203.523,204.7553,5434896.0
2021-09-01,203.9999,206.3794,202.829,204.8403,4309807.0
2021-09-02,205.218,206.8893,204.7694,205.4068,2659609.0
2021-09-03,204.9064,205.2369,202.49,202.9328,4355511.0
2021-09-04,204.9064,205.2369,202.49,202.9328,4355511.0
2021-09-05,204.9064,205.2369,202.49,202.9328,4355511.0
2021-09-06,204.9064,205.2369,202.49,202.9328,4355511.0
2021-09-07,202.7345,204.6703,200.846,201.1293,3840155.0
2021-09-08,201.422,203.896,200.44,203.2539,3319693.0
2021-09-09,202.7818,203.1972,197.3994,198.3437,3887625.0
2021-09-10,199.2408,200.1189,196.0302,196.1813,2981882.0
2021-09-11,199.2408,200.1189,196.0302,196.1813,2981882.0
2021-09-12,199.2408,200.1189,196.0302,196.1813,2981882.0
2021-09-13,197.3994,197.8716,193.7829,195.2276,3209577.0
2021-09-14,195.9358,195.9358,191.3183,192.0738,4363149.0
2021-09-15,192.0926,193.2446,191.3183,192.8669,5225625.0
2021-09-16,193.5751,194.4344,191.7905,192.1021,3481911.0
2021-09-17,191.5638,193.1644,189.647,190.2419,7702971.0
2021-09-18,191.5638,193.1644,189.647,190.2419,7702971.0
2021-09-19,191.5638,193.1644,189.647,190.2419,7702971.0
2021-09-20,187.7773,188.7806,184.7698,186.8425,4370833.0
2021-09-21,188.0228,188.4572,185.2372,185.6527,3730288.0
2021-09-22,187.343,189.0143,186.6725,187.0314,2907247.0
2021-09-23,188.1928,191.9793,188.0795,190.4779,3553733.0
2021-09-24,189.9491,193.4524,189.8925,192.442,2908531.0
2021-09-25,189.9491,193.4524,189.8925,192.442,2908531.0
2021-09-26,189.9491,193.4524,189.8925,192.442,2908531.0
2021-09-27,192.2437,194.9821,192.2059,192.5931,2449584.0
2021-09-28,190.3174,191.46,188.58,189.9114,3792794.0
2021-09-29,190.0813,191.3372,189.732,190.4402,3448798.0
2021-09-30,190.9784,191.0303,185.0106,185.0862,4099192.0
2021-10-01,186.767,191.6111,186.2948,190.4968,3468611.0
2021-10-02,186.767,191.6111,186.2948,190.4968,3468611.0
2021-10-03,186.767,191.6111,186.2948,190.4968,3468611.0
2021-10-04,192.5837,195.1049,192.2532,194.0567,5532227.0
2021-10-05,193.6979,200.1567,193.6979,198.2682,4177345.0
2021-10-06,196.2569,201.0821,195.0388,200.6005,3074622.0
2021-10-07,202.5929,203.4428,199.5193,200.0717,2655311.0
2021-10-08,203.1784,204.642,202.5174,204.4153,3352167.0
2021-10-09,203.1784,204.642,202.5174,204.4153,3352167.0
2021-10-10,203.1784,204.642,202.5174,204.4153,3352167.0
2021-10-11,204.7742,205.9167,202.8951,202.9328,2311981.0
2021-10-12,202.6873,203.3578,201.1293,201.5164,1975520.0
2021-10-13,201.8469,204.5051,201.3654,203.8205,2206161.0
2021-10-14,205.6429,209.2406,205.3879,209.0045,2560590.0
2021-10-15,210.5153,213.1215,209.5711,212.6116,2747678.0
2021-10-16,210.5153,213.1215,209.5711,212.6116,2747678.0
2021-10-17,210.5153,213.1215,209.5711,212.6116,2747678.0
2021-10-18,211.5162,213.9241,210.4776,213.3387,2287040.0
2021-10-19,214.6323,214.8117,212.3378,213.1782,1933337.0
2021-10-20,213.5464,215.6758,211.724,215.3028,3454194.0
2021-10-21,216.7097,219.1554,214.2924,218.3905,3361515.0
2021-10-22,220.1091,226.2941,219.5048,224.3489,3809085.0
2021-10-23,220.1091,226.2941,219.5048,224.3489,3809085.0
2021-10-24,220.1091,226.2941,219.5048,224.3489,3809085.0
2021-10-25,225.0193,227.7388,223.9617,226.8889,3157995.0
2021-10-26,228.4281,230.3166,226.4074,227.3044,2409908.0
2021-10-27,227.1533,229.7123,225.9825,226.0391,2886259.0
2021-10-28,226.955,228.9286,226.719,228.7964,1998493.0
2021-10-29,227.0211,229.3575,226.058,227.9465,2386994.0
2021-10-30,227.0211,229.3575,226.058,227.9465,2386994.0
2021-10-31,227.0211,229.3575,226.058,227.9465,2386994.0
2021-11-01,228.6642,228.768,224.4008,226.1146,2547368.0
2021-11-02,226.8889,228.9286,225.4348,227.04,1933232.0
2021-11-03,226.4546,227.38,223.8295,226.1146,2535579.0
2021-11-04,226.3979,226.5207,222.8475,223.9806,3007882.0
2021-11-05,225.6803,226.8918,224.6888,225.5198,2313913.0
2021-11-06,225.6803,226.8918,224.6888,225.5198,2313913.0
2021-11-07,225.6803,226.8918,224.6888,225.5198,2313913.0
2021-11-08,226.6246,226.6246,224.3493,226.1052,1612924.0
2021-11-09,225.6992,227.6632,225.076,227.5688,1778948.0
2021-11-10,228.1637,228.9852,227.0684,228.0787,1613775.0
2021-11-11,227.5688,227.6916,225.6897,227.1533,1443781.0
2021-11-12,227.5783,230.4394,226.4924,228.9286,1803834.0
2021-11-13,227.5783,230.4394,226.4924,228.9286,1803834.0
2021-11-14,227.5783,230.4394,226.4924,228.9286,1803834.0
2021-11-15,229.0041,229.4857,227.4461,228.0032,1633751.0
2021-11-16,228.5225,230.7227,227.5499,228.0221,1986132.0
2021-11-17,227.9088,228.4753,225.3781,226.3885,3023241.0
2021-11-18,226.1902,228.0693,224.7643,226.8512,2754248.0
2021-11-19,227.7482,229.4574,224.9532,227.8615,2589098.0
2021-11-20,227.7482,229.4574,224.9532,227.8615,2589098.0
2021-11-21,227.7482,229.4574,224.9532,227.8615,2589098.0
2021-11-22,228.2298,233.3477,227.3989,230.3166,2381485.0
2021-11-23,229.8162,233.9521,229.2402,233.5838,3004825.0
2021-11-24,232.8851,233.3761,231.5536,232.8567,2145673.0
2021-11-25,232.8851,233.3761,231.5536,232.8567,2145673.0
2021-11-26,226.9834,228.2109,224.415,226.4263,2566677.0
2021-11-27,226.9834,228.2109,224.415,226.4263,2566677.0
2021-11-28,226.9834,228.2109,224.415,226.4263,2566677.0
2021-11-29,228.041,229.4668,226.0013,226.1146,3749048.0
2021-11-30,224.5849,226.0863,222.1865,222.5075,4488325.0
2021-12-01,224.3866,226.3507,220.213,220.2507,3935036.0
2021-12-02,222.2054,227.9843,221.0439,226.7001,3783169.0
2021-12-03,227.7293,229.4857,224.7832,227.0306,2961152.0
2021-12-04,227.7293,229.4857,224.7832,227.0306,2961152.0
2021-12-05,227.7293,229.4857,224.7832,227.0306,2961152.0
2021-12-06,229.7501,233.801,228.2959,232.3468,2623753.0
2021-12-07,233.4799,236.0106,233.055,233.6782,2270843.0
2021-12-08,233.5177,234.8208,231.5348,233.801,1814501.0
2021-12-09,233.2911,235.4924,232.3468,233.4705,1983082.0
2021-12-10,234.783,235.784,233.3005,234.6131,1937841.0
2021-12-11,234.783,235.784,233.3005,234.6131,1937841.0
2021-12-12,234.783,235.784,233.3005,234.6131,1937841.0
2021-12-13,233.7727,234.6225,230.7699,232.0447,2548387.0
2021-12-14,231.8275,233.2344,229.7218,230.9776,2682228.0
2021-12-15,232.3657,233.5744,230.4111,233.3477,2517671.0
2021-12-16,234.0937,235.9728,232.564,234.5092,2297296.0
2021-12-17,233.9588,234.6514,229.8222,230.2586,4937192.0
2021-12-18,233.9588,234.6514,229.8222,230.2586,4937192.0
2021-12-19,233.9588,234.6514,229.8222,230.2586,4937192.0
2021-12-20,227.6874,228.5603,225.8752,228.3136,2769931.0
2021-12-21,230.2681,231.8715,228.4369,229.8127,2746210.0
2021-12-22,229.6039,231.1315,228.7406,230.4484,1623041.0
2021-12-23,230.8089,234.1676,230.6903,233.0575,1655749.0
2021-12-24,230.8089,234.1676,230.6903,233.0575,1655749.0
2021-12-25,230.8089,234.1676,230.6903,233.0575,1655749.0
2021-12-26,230.8089,234.1676,230.6903,233.0575,1655749.0
2021-12-27,233.5983,235.5338,232.8488,235.2492,1176607.0
2021-12-28,235.1638,237.5072,234.6704,236.4636,1119794.0
2021-12-29,237.2036,238.8735,236.6628,238.1714,1106453.0
2021-12-30,238.3991,238.7644,235.8469,236.7577,1163360.0
2021-12-31,236.7577,240.3536,236.3782,239.0253,1516780.0
2022-01-01,236.7577,240.3536,236.3782,239.0253,1516780.0
2022-01-02,236.7577,240.3536,236.3782,239.0253,1516780.0
2022-01-03,240.2777,240.5149,233.8734,235.0784,2450175.0
2022-01-04,237.1942,241.3688,236.5869,239.1202,2647674.0
2022-01-05,239.8982,241.6619,238.7691,239.8412,3651332.0
2022-01-06,240.9893,241.6534,238.9779,240.5054,2342344.0
2022-01-07,239.8412,242.9864,238.6837,241.7293,2346792.0
2022-01-08,239.8412,242.9864,238.6837,241.7293,2346792.0
2022-01-09,239.8412,242.9864,238.6837,241.7293,2346792.0
2022-01-10,241.4921,241.4921,235.6761,237.4598,3341428.0
2022-01-11,237.9057,238.3232,232.5176,233.7975,3087165.0
2022-01-12,234.9266,236.2074,233.4323,234.3478,2480967.0
2022-01-13,234.8222,236.0272,234.0537,234.9361,2615278.0
2022-01-14,232.7064,235.5148,232.0043,233.6552,2525518.0
2022-01-15,232.7064,235.5148,232.0043,233.6552,2525518.0
2022-01-16,232.7064,235.5148,232.0043,233.6552,2525518.0
2022-01-17,232.7064,235.5148,232.0043,233.6552,2525518.0
2022-01-18,232.2605,232.9626,224.6703,225.8468,5752268.0
2022-01-19,227.7064,229.3146,224.8885,227.2225,4911114.0
2022-01-20,225.0688,233.0765,224.8601,229.6704,4256111.0
2022-01-21,232.1277,237.697,229.8316,233.7121,4932491.0
2022-01-22,232.1277,237.697,229.8316,233.7121,4932491.0
2022-01-23,232.1277,237.697,229.8316,233.7121,4932491.0
2022-01-24,230.4768,233.3231,226.881,232.5451,5095221.0
2022-01-25,230.2112,233.0859,226.9409,231.6153,3325365.0
2022-01-26,233.9588,237.3365,229.9455,232.3364,3529141.0
2022-01-27,234.6609,235.9323,230.2871,232.0613,3045849.0
2022-01-28,232.4503,233.4749,227.3269,233.3326,2660048.0
2022-01-29,232.4503,233.4749,227.3269,233.3326,2660048.0
2022-01-30,232.4503,233.4749,227.3269,233.3326,2660048.0
2022-01-31,232.4503,232.8203,230.3724,232.0233,3522010.0
2022-02-01,232.27,235.6571,231.3307,234.0727,2438695.0
2022-02-02,233.4275,238.9009,233.4275,238.3896,2640209.0
2022-02-03,237.4788,238.7976,231.0651,231.8336,3666671.0
2022-02-04,232.1087,233.4844,228.807,229.974,3603530.0
2022-02-05,232.1087,233.4844,228.807,229.974,3603530.0
2022-02-06,232.1087,233.4844,228.807,229.974,3603530.0
2022-02-07,231.6533,232.4266,227.8487,228.7975,3067483.0
2022-02-08,230.7425,232.6116,229.6514,230.5053,3027688.0
2022-02-09,232.6116,233.9873,231.2358,233.8639,3135172.0
2022-02-10,231.0745,233.4939,228.5935,229.7178,2034787.0
2022-02-11,228.9777,231.9664,225.5337,226.5773,2379131.0
2022-02-12,228.9777,231.9664,225.5337,226.5773,2379131.0
2022-02-13,228.9777,231.9664,225.5337,226.5773,2379131.0
2022-02-14,227.8297,231.2643,226.1694,230.1258,2429423.0
2022-02-15,232.4503,237.1752,231.9569,236.549,3248798.0
2022-02-16,235.7235,241.7939,235.7235,240.809,3493078.0
2022-02-17,239.3858,240.3251,236.7767,238.1334,2697469.0
2022-02-18,238.5794,241.4447,237.5072,238.3232,3319323.0
2022-02-19,238.5794,241.4447,237.5072,238.3232,3319323.0
2022-02-20,238.5794,241.4447,237.5072,238.3232,3319323.0
2022-02-21,238.5794,241.4447,237.5072,238.3232,3319323.0
2022-02-22,238.1429,239.3574,232.7064,233.6552,4360339.0
2022-02-23,235.3346,238.7027,231.7956,232.2795,3346884.0
2022-02-24,228.0954,230.363,224.6798,229.6893,3944312.0
2022-02-25,230.9764,236.7828,230.309,234.9331,2548120.0
2022-02-26,230.9764,236.7828,230.309,234.9331,2548120.0
2022-02-27,230.9764,236.7828,230.309,234.9331,2548120.0
2022-02-28,229.327,235.0094,228.4789,234.4945,3358097.0
2022-03-01,233.4553,235.0666,229.756,231.1385,3327038.0
2022-03-02,231.8917,241.5785,231.6343,240.6155,3528986.0
2022-03-03,242.1029,251.3129,241.5308,243.5616,7218033.0
2022-03-04,242.8179,252.457,241.8168,252.3045,5926221.0
2022-03-05,242.8179,252.457,241.8168,252.3045,5926221.0
2022-03-06,242.8179,252.457,241.8168,252.3045,5926221.0
2022-03-07,251.7038,257.5579,249.1105,249.2821,5794047.0
2022-03-08,249.3203,250.9888,241.3115,241.6643,6229956.0
2022-03-09,245.3636,247.2704,239.8242,241.855,6204384.0
2022-03-10,240.2627,247.8043,237.9364,247.5564,4501234.0
2022-03-11,246.9462,251.1318,246.9462,249.3393,3873780.0
2022-03-12,246.9462,251.1318,246.9462,249.3393,3873780.0
2022-03-13,246.9462,251.1318,246.9462,249.3393,3873780.0
2022-03-14,251.0936,251.5799,243.7427,245.6591,3839221.0
2022-03-15,249.3679,250.0735,244.8344,248.0141,2913846.0
2022-03-16,249.8923,252.5905,248.138,251.8468,3958646.0
2022-03-17,248.7673,252.1043,246.4028,251.2843,3761454.0
2022-03-18,251.7038,251.8564,247.5564,249.1487,6342912.0
2022-03-19,251.7038,251.8564,247.5564,249.1487,6342912.0
2022-03-20,251.7038,251.8564,247.5564,249.1487,6342912.0
2022-03-21,248.7005,253.0768,248.119,252.1901,5158399.0
2022-03-22,253.6107,254.7548,251.5036,253.4772,3704768.0
2022-03-23,252.7145,257.2051,252.1996,255.2124,2877134.0
2022-03-24,256.4709,260.0654,255.7749,257.6246,3400248.0
2022-03-25,258.7306,260.8376,257.7009,260.6469,2814959.0
2022-03-26,258.7306,260.8376,257.7009,260.6469,2814959.0
2022-03-27,258.7306,260.8376,257.7009,260.6469,2814959.0
2022-03-28,260.0177,262.5729,259.0023,262.5157,2548449.0
2022-03-29,262.3822,263.9267,256.8332,260.8662,2759506.0
2022-03-30,261.362,263.9744,261.1046,263.8028,2770466.0
2022-03-31,262.7349,265.948,260.4849,260.4849,3793063.0
2022-04-01,261.4288,261.6576,245.0299,247.852,6366997.0
2022-04-02,261.4288,261.6576,245.0299,247.852,6366997.0
2022-04-03,261.4288,261.6576,245.0299,247.852,6366997.0
2022-04-04,247.6613,248.548,241.5403,245.7354,4633432.0
2022-04-05,244.4197,247.3896,239.9538,240.3676,5042650.0
2022-04-06,238.2892,238.8231,229.1649,231.6152,6794442.0
2022-04-07,232.2635,234.5327,228.8407,233.4553,4793189.0
2022-04-08,229.9848,233.932,228.5166,230.7094,3530859.0
2022-04-09,229.9848,233.932,228.5166,230.7094,3530859.0
2022-04-10,229.9848,233.932,228.5166,230.7094,3530859.0
2022-04-11,229.6893,232.9119,228.4117,231.7868,2912279.0
2022-04-12,232.254,236.5921,231.1957,233.646,3097767.0
2022-04-13,233.36,234.8378,231.3578,233.236,3061993.0
2022-04-14,234.9236,236.3537,233.1407,234.7424,3180269.0
2022-04-15,234.9236,236.3537,233.1407,234.7424,3180269.0
2022-04-16,234.9236,236.3537,233.1407,234.7424,3180269.0
2022-04-17,234.9236,236.3537,233.1407,234.7424,3180269.0
2022-04-18,233.5888,235.3335,229.0314,230.8429,3173282.0
2022-04-19,233.3695,234.628,232.2731,234.1799,2269036.0
2022-04-20,234.628,237.6313,234.628,235.5624,2937729.0
2022-04-21,234.0369,238.8517,231.2434,233.0167,4179583.0
2022-04-22,230.9764,231.353,222.9486,223.3871,5105331.0
2022-04-23,230.9764,231.353,222.9486,223.3871,5105331.0
2022-04-24,230.9764,231.353,222.9486,223.3871,5105331.0
2022-04-25,222.939,225.9233,219.3446,225.4084,4129882.0
2022-04-26,224.6266,226.7812,222.5577,222.7102,2316249.0
2022-04-27,221.7091,226.9434,221.4708,225.7612,3489854.0
2022-04-28,225.7612,228.7073,225.4179,228.1066,4531866.0
2022-04-29,227.0102,228.7073,222.9486,223.3776,4407118.0
2022-04-30,227.0102,228.7073,222.9486,223.3776,4407118.0
2022-05-01,227.0102,228.7073,222.9486,223.3776,4407118.0
2022-05-02,224.5122,225.3321,217.9717,222.0238,3665823.0
2022-05-03,222.1382,222.5767,218.9156,221.2896,2285029.0
2022-05-04,222.4051,226.5716,220.6318,226.0472,2598557.0
2022-05-05,224.4741,225.3321,218.8679,220.6985,3005483.0
2022-05-06,219.7927,219.8452,215.2544,218.8965,2774851.0
2022-05-07,219.7927,219.8452,215.2544,218.8965,2774851.0
2022-05-08,219.7927,219.8452,215.2544,218.8965,2774851.0
2022-05-09,216.4272,217.147,213.9673,214.7587,3288922.0
2022-05-10,217.371,217.602,208.1133,212.2321,3845386.0
2022-05-11,212.48,217.495,212.0986,213.4525,2457544.0
2022-05-12,212.9853,217.3615,211.5277,215.407,3230941.0
2022-05-13,216.3032,221.528,216.1507,220.012,3263834.0
2022-05-14,216.3032,221.528,216.1507,220.012,3263834.0
2022-05-15,216.3032,221.528,216.1507,220.012,3263834.0
2022-05-16,219.3923,220.6508,216.7323,217.2757,3091906.0
2022-05-17,220.689,222.2287,218.6105,221.3754,2916433.0
2022-05-18,221.4994,221.528,213.6432,214.5108,2620724.0
2022-05-19,209.2097,210.0392,202.8123,206.4162,5428067.0
2022-05-20,205.9395,207.322,200.4478,203.6322,3796013.0
2022-05-21,205.9395,207.322,200.4478,203.6322,3796013.0
2022-05-22,205.9395,207.322,200.4478,203.6322,3796013.0
2022-05-23,205.4533,206.9883,204.3473,206.788,3079493.0
2022-05-24,205.7011,207.4745,203.3367,206.9787,2159792.0
2022-05-25,207.5412,209.3242,205.6058,207.2934,2006706.0
2022-05-26,208.0656,212.2116,208.0656,210.9831,2045302.0
2022-05-27,212.5848,215.0688,211.7888,213.3904,1537564.0
2022-05-28,212.5848,215.0688,211.7888,213.3904,1537564.0
2022-05-29,212.5848,215.0688,211.7888,213.3904,1537564.0
2022-05-30,212.5848,215.0688,211.7888,213.3904,1537564.0
2022-05-31,212.6519,212.6999,210.2927,210.7818,4405441.0
2022-06-01,212.1149,213.4767,210.916,212.2587,2796210.0
2022-06-02,213.7932,216.6416,211.5778,216.1621,2092104.0
2022-06-03,214.6468,216.095,212.7958,214.829,1964379.0
2022-06-04,214.6468,216.095,212.7958,214.829,1964379.0
2022-06-05,214.6468,216.095,212.7958,214.829,1964379.0
2022-06-06,216.1141,217.0828,214.9345,215.9511,2151350.0
2022-06-07,209.957,219.6818,208.3074,219.3845,3772393.0
2022-06-08,216.3443,216.6033,210.9928,212.604,2409348.0
2022-06-09,211.5394,213.2792,207.8087,207.9142,2198479.0
2022-06-10,205.0754,206.3509,201.4118,202.4763,2752336.0
2022-06-11,205.0754,206.3509,201.4118,202.4763,2752336.0
2022-06-12,205.0754,206.3509,201.4118,202.4763,2752336.0
2022-06-13,199.0045,201.1145,195.8492,199.5512,3374553.0
2022-06-14,200.961,203.5697,199.0813,199.954,2631637.0
2022-06-15,202.5051,204.289,198.573,201.2487,2236086.0
2022-06-16,197.3166,200.9994,196.9138,199.6663,3124603.0
2022-06-17,199.6279,200.6733,197.2687,197.9975,6079717.0
2022-06-18,199.6279,200.6733,197.2687,197.9975,6079717.0
2022-06-19,199.6279,200.6733,197.2687,197.9975,6079717.0
2022-06-20,199.6279,200.6733,197.2687,197.9975,6079717.0
2022-06-21,201.4501,202.8216,199.5704,200.8939,2956165.0
2022-06-22,198.525,202.5739,198.0551,200.4335,2098405.0
2022-06-23,201.1337,202.6969,198.9854,201.1624,2504675.0
2022-06-24,201.4597,208.9308,201.4597,206.9455,5516536.0
2022-06-25,201.4597,208.9308,201.4597,206.9455,5516536.0
2022-06-26,201.4597,208.9308,201.4597,206.9455,5516536.0
2022-06-27,207.943,207.943,203.7327,205.0946,1827624.0
2022-06-28,207.2812,209.8899,204.4232,204.6246,2156387.0
2022-06-29,205.2672,205.2672,201.8434,204.4232,2178982.0
2022-06-30,201.4022,204.6822,200.4623,204.5479,2314092.0
2022-07-01,203.7998,207.3579,202.649,206.4468,1765928.0
2022-07-02,203.7998,207.3579,202.649,206.4468,1765928.0
2022-07-03,203.7998,207.3579,202.649,206.4468,1765928.0
2022-07-04,203.7998,207.3579,202.649,206.4468,1765928.0
