,VRTX US Equity,VRTX US Equity,VRTX US Equity,VRTX US Equity,VRTX US Equity
2023-12-12,360.0,361.8,355.66,357.73,972386.0
2023-12-13,373.5,406.0,372.7978,405.07,6222527.0
2023-12-14,404.1,406.855,396.15,406.6,3124912.0
2023-12-15,408.16,411.6,400.51,410.68,4074866.0
2023-12-16,408.16,411.6,400.51,410.68,4074866.0
2023-12-17,408.16,411.6,400.51,410.68,4074866.0
2023-12-18,411.74,413.0,400.23,404.65,1867348.0
2023-12-19,399.7,403.75,395.01,403.14,1595878.0
2023-12-20,404.0,405.99,400.08,400.25,909556.0
2023-12-21,404.11,404.301,398.219,400.63,818269.0
2023-12-22,403.59,406.91,402.35,405.25,804290.0
2023-12-23,403.59,406.91,402.35,405.25,804290.0
2023-12-24,403.59,406.91,402.35,405.25,804290.0
2023-12-25,403.59,406.91,402.35,405.25,804290.0
2023-12-26,406.97,408.515,404.48,407.66,531660.0
2023-12-27,408.65,409.0,405.589,408.05,594117.0
2023-12-28,411.26,412.57,409.0,409.27,735650.0
2023-12-29,409.0,409.615,406.07,406.89,727543.0
2023-12-30,409.0,409.615,406.07,406.89,727543.0
2023-12-31,409.0,409.615,406.07,406.89,727543.0
2024-01-01,409.0,409.615,406.07,406.89,727543.0
2024-01-02,405.0,412.26,403.43,410.91,1269594.0
2024-01-03,412.43,414.43,408.055,410.71,1026557.0
2024-01-04,411.11,418.71,411.11,416.15,1547401.0
2024-01-05,415.01,418.52,414.415,416.5,1000283.0
2024-01-06,415.01,418.52,414.415,416.5,1000283.0
2024-01-07,415.01,418.52,414.415,416.5,1000283.0
2024-01-08,416.07,419.28,412.85,419.12,1142395.0
2024-01-09,418.69,422.0,415.635,421.01,1106248.0
2024-01-10,419.89,424.55,418.5271,423.76,1192515.0
2024-01-11,422.72,431.1013,422.58,430.08,1593086.0
2024-01-12,432.49,434.85,431.1413,433.4,1183709.0
2024-01-13,432.49,434.85,431.1413,433.4,1183709.0
2024-01-14,432.49,434.85,431.1413,433.4,1183709.0
2024-01-15,432.49,434.85,431.1413,433.4,1183709.0
2024-01-16,431.78,438.03,430.46,437.49,1787149.0
2024-01-17,437.5,439.77,432.18,433.76,1407725.0
2024-01-18,431.59,434.88,425.41,432.98,1339239.0
2024-01-19,433.52,435.19,429.68,435.02,2586616.0
2024-01-20,433.52,435.19,429.68,435.02,2586616.0
2024-01-21,433.52,435.19,429.68,435.02,2586616.0
2024-01-22,437.64,443.82,437.64,440.11,1411437.0
2024-01-23,440.01,441.57,436.31,439.7,779886.0
2024-01-24,436.93,437.3856,424.34,427.56,1670882.0
2024-01-25,428.06,431.35,427.06,429.96,1230712.0
2024-01-26,431.03,432.19,428.14,430.17,944509.0
2024-01-27,431.03,432.19,428.14,430.17,944509.0
2024-01-28,431.03,432.19,428.14,430.17,944509.0
2024-01-29,431.33,436.11,429.35,435.82,1004169.0
2024-01-30,430.0,448.4,429.6889,446.08,3330077.0
2024-01-31,441.57,444.07,430.12,433.38,2755392.0
2024-02-01,434.0,435.91,431.0,433.87,1484716.0
2024-02-02,430.0,431.29,424.31,424.68,2181464.0
2024-02-03,430.0,431.29,424.31,424.68,2181464.0
2024-02-04,430.0,431.29,424.31,424.68,2181464.0
2024-02-05,424.99,430.93,421.9,428.89,1920031.0
2024-02-06,428.76,430.99,410.8,416.13,4503989.0
2024-02-07,416.74,426.7241,416.74,419.08,1989886.0
2024-02-08,420.28,424.4761,417.14,423.06,1407382.0
2024-02-09,425.96,425.96,419.51,422.91,1169486.0
2024-02-10,425.96,425.96,419.51,422.91,1169486.0
2024-02-11,425.96,425.96,419.51,422.91,1169486.0
2024-02-12,420.24,421.3,415.28,418.53,1368408.0
2024-02-13,417.36,419.4154,412.77,416.04,1163878.0
2024-02-14,418.38,420.45,414.26,417.88,1133192.0
2024-02-15,419.16,427.41,418.61,426.29,1473968.0
2024-02-16,427.04,427.04,420.97,422.2,1190380.0
2024-02-17,427.04,427.04,420.97,422.2,1190380.0
2024-02-18,427.04,427.04,420.97,422.2,1190380.0
2024-02-19,427.04,427.04,420.97,422.2,1190380.0
2024-02-20,420.79,425.0,416.16,420.64,1056496.0
2024-02-21,421.77,424.0,414.8,419.63,916847.0
2024-02-22,419.85,429.805,419.85,426.78,1091862.0
2024-02-23,430.0,434.5,429.07,430.11,749859.0
2024-02-24,430.0,434.5,429.07,430.11,749859.0
2024-02-25,430.0,434.5,429.07,430.11,749859.0
2024-02-26,425.7,434.26,425.7,433.48,787961.0
2024-02-27,434.13,437.0,430.52,430.92,917364.0
2024-02-28,429.6,433.49,425.71,426.97,786555.0
2024-02-29,429.18,429.18,420.24,420.74,1849193.0
2024-03-01,423.2,433.67,422.95,432.76,1102273.0
2024-03-02,423.2,433.67,422.95,432.76,1102273.0
2024-03-03,423.2,433.67,422.95,432.76,1102273.0
2024-03-04,432.73,433.99,422.16,424.03,1121467.0
2024-03-05,424.87,425.49,414.0401,415.44,1124070.0
2024-03-06,414.23,418.22,410.46,411.85,1222513.0
2024-03-07,415.145,418.32,410.23,410.54,923326.0
2024-03-08,412.34,416.25,410.945,413.59,814943.0
2024-03-09,412.34,416.25,410.945,413.59,814943.0
2024-03-10,412.34,416.25,410.945,413.59,814943.0
2024-03-11,414.0,416.705,409.52,414.47,1263470.0
2024-03-12,413.0,416.11,409.02,412.45,888995.0
2024-03-13,414.46,415.92,410.39,413.2,764712.0
2024-03-14,414.01,414.98,407.081,408.77,1031358.0
2024-03-15,410.1,411.64,406.97,407.69,1905702.0
2024-03-16,410.1,411.64,406.97,407.69,1905702.0
2024-03-17,410.1,411.64,406.97,407.69,1905702.0
2024-03-18,410.49,415.5,409.245,411.38,926467.0
2024-03-19,412.51,415.7,411.1,415.2,859933.0
2024-03-20,414.33,414.51,409.0225,412.11,796425.0
2024-03-21,415.61,419.26,414.0,415.71,895298.0
2024-03-22,417.75,417.75,412.19,415.66,821734.0
2024-03-23,417.75,417.75,412.19,415.66,821734.0
2024-03-24,417.75,417.75,412.19,415.66,821734.0
2024-03-25,415.66,418.28,414.9698,416.03,732827.0
2024-03-26,417.38,419.55,414.86,418.46,952561.0
2024-03-27,420.3,420.42,412.65,417.32,905446.0
2024-03-28,419.48,420.67,415.06,418.01,1092126.0
2024-03-29,419.48,420.67,415.06,418.01,1092126.0
2024-03-30,419.48,420.67,415.06,418.01,1092126.0
2024-03-31,419.48,420.67,415.06,418.01,1092126.0
2024-04-01,420.43,421.45,414.74,420.48,767752.0
2024-04-02,419.0,420.87,406.73,409.42,974829.0
2024-04-03,409.45,414.955,408.2461,408.81,728985.0
2024-04-04,412.64,412.64,403.15,404.01,957469.0
2024-04-05,404.29,409.93,400.83,406.67,695728.0
2024-04-06,404.29,409.93,400.83,406.67,695728.0
2024-04-07,404.29,409.93,400.83,406.67,695728.0
2024-04-08,403.45,404.6,399.0,403.36,445892.0
