,LE US Equity,LE US Equity,LE US Equity,LE US Equity,LE US Equity
2022-09-16,8.36,8.36,8.03,8.14,236371.0
2022-09-17,8.36,8.36,8.03,8.14,236371.0
2022-09-18,8.36,8.36,8.03,8.14,236371.0
2022-09-19,8.01,8.37,8.01,8.36,132991.0
2022-09-20,8.24,8.31,8.15,8.23,131036.0
2022-09-21,8.31,8.83,8.2,8.43,235152.0
2022-09-22,8.34,8.39,8.06,8.08,187911.0
2022-09-23,8.03,8.13,7.65,8.11,257396.0
2022-09-24,8.03,8.13,7.65,8.11,257396.0
2022-09-25,8.03,8.13,7.65,8.11,257396.0
2022-09-26,8.1,8.28,7.92,8.02,121312.0
2022-09-27,8.15,8.52,8.1,8.34,110110.0
2022-09-28,8.33,8.75,8.33,8.5,150236.0
2022-09-29,8.33,8.53,8.11,8.29,185102.0
2022-09-30,8.21,8.23,7.6,7.72,353600.0
2022-10-01,8.21,8.23,7.6,7.72,353600.0
2022-10-02,8.21,8.23,7.6,7.72,353600.0
2022-10-03,7.86,8.18,7.61,7.98,166470.0
2022-10-04,8.23,8.47,8.21,8.43,217842.0
2022-10-05,8.29,8.74,8.28,8.72,155276.0
2022-10-06,8.68,9.03,8.535,8.75,132523.0
2022-10-07,8.61,8.75,8.455,8.68,200272.0
2022-10-08,8.61,8.75,8.455,8.68,200272.0
2022-10-09,8.61,8.75,8.455,8.68,200272.0
2022-10-10,8.83,9.24,8.6,9.19,116754.0
2022-10-11,9.08,9.16,8.68,8.89,199129.0
2022-10-12,8.89,9.08,8.66,8.99,121140.0
2022-10-13,8.81,9.03,8.57,8.95,254727.0
2022-10-14,8.97,9.02,8.06,8.08,224702.0
2022-10-15,8.97,9.02,8.06,8.08,224702.0
2022-10-16,8.97,9.02,8.06,8.08,224702.0
2022-10-17,8.34,8.64,8.28,8.44,120831.0
2022-10-18,8.69,8.84,8.62,8.67,185892.0
2022-10-19,8.56,8.6,8.05,8.23,174002.0
2022-10-20,8.21,8.97,8.21,8.7,168982.0
2022-10-21,8.75,9.25,8.52,9.15,127600.0
2022-10-22,8.75,9.25,8.52,9.15,127600.0
2022-10-23,8.75,9.25,8.52,9.15,127600.0
2022-10-24,9.17,9.58,8.86,9.51,120104.0
2022-10-25,9.5,10.35,9.21,10.29,174296.0
2022-10-26,10.37,10.65,10.19,10.26,153247.0
2022-10-27,10.4,10.55,10.07,10.13,156805.0
2022-10-28,10.13,10.565,9.98,10.52,82401.0
2022-10-29,10.13,10.565,9.98,10.52,82401.0
2022-10-30,10.13,10.565,9.98,10.52,82401.0
2022-10-31,10.48,10.72,10.35,10.48,159358.0
2022-11-01,10.65,10.92,10.42,10.81,109550.0
2022-11-02,10.75,11.0,9.91,10.3,117535.0
2022-11-03,10.33,10.52,10.0177,10.25,130209.0
2022-11-04,10.47,10.97,10.32,10.95,84363.0
2022-11-05,10.47,10.97,10.32,10.95,84363.0
2022-11-06,10.47,10.97,10.32,10.95,84363.0
2022-11-07,11.09,11.28,10.88,11.26,113798.0
2022-11-08,11.33,11.33,10.31,11.02,203133.0
2022-11-09,10.89,10.99,9.65,9.94,352524.0
2022-11-10,10.67,11.28,9.95,10.49,179761.0
2022-11-11,10.51,11.28,10.36,10.98,123013.0
2022-11-12,10.51,11.28,10.36,10.98,123013.0
2022-11-13,10.51,11.28,10.36,10.98,123013.0
2022-11-14,11.01,11.05,10.44,10.77,186303.0
2022-11-15,11.08,11.63,11.08,11.2,138337.0
2022-11-16,10.99,11.14,9.58,9.6,243748.0
2022-11-17,9.71,10.05,9.29,9.99,153014.0
2022-11-18,10.26,10.86,10.11,10.48,116486.0
2022-11-19,10.26,10.86,10.11,10.48,116486.0
2022-11-20,10.26,10.86,10.11,10.48,116486.0
2022-11-21,10.44,10.99,10.34,10.71,225508.0
2022-11-22,10.77,10.87,10.365,10.82,96488.0
2022-11-23,10.81,11.19,10.77,10.96,81160.0
2022-11-24,10.81,11.19,10.77,10.96,81160.0
2022-11-25,11.04,11.46,10.96,11.16,32478.0
2022-11-26,11.04,11.46,10.96,11.16,32478.0
2022-11-27,11.04,11.46,10.96,11.16,32478.0
2022-11-28,11.0,11.3,10.845,11.14,142889.0
2022-11-29,11.2,11.33,10.86,11.25,84565.0
2022-11-30,11.3,11.93,11.15,11.56,266386.0
2022-12-01,9.35,9.44,7.99,8.05,1532081.0
2022-12-02,8.04,8.08,7.465,7.7,852804.0
2022-12-03,8.04,8.08,7.465,7.7,852804.0
2022-12-04,8.04,8.08,7.465,7.7,852804.0
2022-12-05,7.6,7.95,7.41,7.94,602323.0
2022-12-06,7.95,8.485,7.76,8.24,571583.0
2022-12-07,8.28,8.83,8.04,8.69,358479.0
2022-12-08,8.83,9.26,8.6,8.94,245327.0
2022-12-09,8.87,8.87,8.13,8.18,283160.0
2022-12-10,8.87,8.87,8.13,8.18,283160.0
2022-12-11,8.87,8.87,8.13,8.18,283160.0
2022-12-12,8.11,8.11,7.53,7.55,213205.0
2022-12-13,7.9,7.9,7.43,7.53,247883.0
2022-12-14,7.55,7.67,7.36,7.6,146226.0
2022-12-15,7.5,7.5,7.325,7.4,168178.0
2022-12-16,7.31,7.67,7.31,7.39,251505.0
2022-12-17,7.31,7.67,7.31,7.39,251505.0
2022-12-18,7.31,7.67,7.31,7.39,251505.0
2022-12-19,7.38,7.45,7.17,7.27,181188.0
2022-12-20,7.25,7.4423,7.2,7.26,125767.0
2022-12-21,7.34,7.5,7.32,7.49,239111.0
2022-12-22,7.33,7.34,7.13,7.26,117402.0
2022-12-23,7.25,7.34,7.04,7.21,123488.0
2022-12-24,7.25,7.34,7.04,7.21,123488.0
2022-12-25,7.25,7.34,7.04,7.21,123488.0
2022-12-26,7.25,7.34,7.04,7.21,123488.0
2022-12-27,7.19,7.305,7.02,7.24,128051.0
2022-12-28,7.23,7.24,6.76,6.9,143276.0
2022-12-29,6.96,7.15,6.88,6.91,173570.0
2022-12-30,6.81,7.71,6.61,7.59,532083.0
2022-12-31,6.81,7.71,6.61,7.59,532083.0
2023-01-01,6.81,7.71,6.61,7.59,532083.0
2023-01-02,6.81,7.71,6.61,7.59,532083.0
2023-01-03,7.81,8.4,7.7061,8.14,410573.0
2023-01-04,8.17,8.9404,8.14,8.66,452767.0
2023-01-05,8.31,8.475,7.535,8.2,451140.0
2023-01-06,8.24,8.71,7.8337,8.425,464229.0
2023-01-07,8.24,8.71,7.8337,8.425,464229.0
2023-01-08,8.24,8.71,7.8337,8.425,464229.0
2023-01-09,8.51,8.51,8.05,8.37,225661.0
2023-01-10,8.31,9.06,8.31,8.92,214001.0
2023-01-11,8.96,9.4,8.96,9.09,173682.0
2023-01-12,9.16,9.26,8.47,8.5,498130.0
2023-01-13,8.41,8.61,8.16,8.29,173949.0
2023-01-14,8.41,8.61,8.16,8.29,173949.0
2023-01-15,8.41,8.61,8.16,8.29,173949.0
2023-01-16,8.41,8.61,8.16,8.29,173949.0
2023-01-17,8.34,8.4,8.11,8.18,126991.0
2023-01-18,8.23,8.46,7.99,8.03,148366.0
2023-01-19,7.94,8.02,7.785,7.88,127413.0
2023-01-20,7.99,8.05,7.81,7.93,129830.0
2023-01-21,7.99,8.05,7.81,7.93,129830.0
2023-01-22,7.99,8.05,7.81,7.93,129830.0
2023-01-23,7.86,8.29,7.86,8.26,155413.0
2023-01-24,8.25,8.55,8.245,8.37,80123.0
2023-01-25,8.26,8.78,8.13,8.78,104372.0
2023-01-26,8.93,9.06,8.63,8.7,114600.0
2023-01-27,8.67,9.15,8.61,9.01,99567.0
2023-01-28,8.67,9.15,8.61,9.01,99567.0
2023-01-29,8.67,9.15,8.61,9.01,99567.0
2023-01-30,8.89,9.06,8.795,8.81,131733.0
2023-01-31,8.83,9.33,8.83,9.03,140161.0
2023-02-01,9.03,9.47,8.995,9.32,175848.0
2023-02-02,9.49,9.63,9.149,9.4,188117.0
2023-02-03,9.28,9.65,9.26,9.44,95610.0
2023-02-04,9.28,9.65,9.26,9.44,95610.0
2023-02-05,9.28,9.65,9.26,9.44,95610.0
2023-02-06,9.34,9.51,8.99,9.11,152233.0
2023-02-07,9.1,9.16,8.84,8.99,162626.0
2023-02-08,8.93,8.93,8.475,8.49,189372.0
2023-02-09,8.63,8.77,8.3,8.32,136734.0
2023-02-10,8.2,8.6025,8.0825,8.56,145269.0
2023-02-11,8.2,8.6025,8.0825,8.56,145269.0
2023-02-12,8.2,8.6025,8.0825,8.56,145269.0
2023-02-13,8.57,8.79,8.33,8.62,161479.0
2023-02-14,8.58,8.61,8.26,8.49,147711.0
2023-02-15,8.35,9.01,8.35,8.86,160521.0
2023-02-16,8.7,8.94,8.54,8.56,164046.0
2023-02-17,8.68,8.73,8.24,8.37,134737.0
2023-02-18,8.68,8.73,8.24,8.37,134737.0
2023-02-19,8.68,8.73,8.24,8.37,134737.0
2023-02-20,8.68,8.73,8.24,8.37,134737.0
2023-02-21,8.15,8.31,7.97,8.05,166870.0
2023-02-22,8.1,8.525,8.07,8.26,168033.0
2023-02-23,8.36,8.49,8.15,8.43,123203.0
2023-02-24,8.22,8.34,7.75,7.98,198306.0
2023-02-25,8.22,8.34,7.75,7.98,198306.0
2023-02-26,8.22,8.34,7.75,7.98,198306.0
2023-02-27,8.1,8.15,7.77,7.83,129233.0
2023-02-28,7.81,7.935,7.55,7.6,735135.0
2023-03-01,7.58,8.105,7.51,7.8,207715.0
2023-03-02,7.77,8.27,7.715,8.12,184035.0
2023-03-03,8.19,8.19,7.76,7.81,118236.0
2023-03-04,8.19,8.19,7.76,7.81,118236.0
2023-03-05,8.19,8.19,7.76,7.81,118236.0
2023-03-06,7.76,7.77,7.0,7.16,273738.0
2023-03-07,7.2,7.365,7.1,7.18,128867.0
2023-03-08,7.15,7.33,7.09,7.31,91194.0
2023-03-09,7.34,7.38,7.0,7.04,94988.0
2023-03-10,6.94,6.96,6.46,6.76,281815.0
2023-03-11,6.94,6.96,6.46,6.76,281815.0
2023-03-12,6.94,6.96,6.46,6.76,281815.0
2023-03-13,6.53,6.65,6.31,6.56,205176.0
2023-03-14,6.87,6.955,6.62,6.8,203448.0
2023-03-15,6.55,6.94,6.52,6.91,106972.0
2023-03-16,6.87,8.45,6.84,8.07,491055.0
2023-03-17,7.86,8.98,7.848,8.67,402516.0
2023-03-18,7.86,8.98,7.848,8.67,402516.0
2023-03-19,7.86,8.98,7.848,8.67,402516.0
2023-03-20,8.69,8.83,8.59,8.6,219041.0
2023-03-21,8.74,8.98,8.49,8.55,148685.0
2023-03-22,8.55,8.96,8.4125,8.7,119200.0
2023-03-23,8.76,8.82,8.32,8.55,137105.0
2023-03-24,8.48,8.68,8.31,8.61,131403.0
2023-03-25,8.48,8.68,8.31,8.61,131403.0
2023-03-26,8.48,8.68,8.31,8.61,131403.0
2023-03-27,8.65,9.005,8.51,8.83,161193.0
2023-03-28,8.79,9.3,8.79,9.3,136339.0
2023-03-29,9.35,9.97,9.33,9.8,197985.0
2023-03-30,9.85,10.29,9.825,10.21,195746.0
2023-03-31,10.19,10.35,9.595,9.72,216613.0
2023-04-01,10.19,10.35,9.595,9.72,216613.0
2023-04-02,10.19,10.35,9.595,9.72,216613.0
2023-04-03,9.7,9.86,9.3,9.57,234291.0
2023-04-04,9.47,9.78,9.3,9.37,131986.0
2023-04-05,9.34,9.34,9.0,9.07,112992.0
2023-04-06,9.05,9.27,8.83,9.25,135570.0
2023-04-07,9.05,9.27,8.83,9.25,135570.0
2023-04-08,9.05,9.27,8.83,9.25,135570.0
2023-04-09,9.05,9.27,8.83,9.25,135570.0
2023-04-10,9.2,9.44,8.95,8.98,102111.0
2023-04-11,8.98,9.13,8.9,8.97,127042.0
2023-04-12,8.92,9.18,8.35,8.39,124442.0
2023-04-13,8.5,8.7,8.105,8.12,110504.0
2023-04-14,8.25,8.36,7.91,8.02,85103.0
2023-04-15,8.25,8.36,7.91,8.02,85103.0
2023-04-16,8.25,8.36,7.91,8.02,85103.0
2023-04-17,8.01,8.06,7.77,7.88,96653.0
2023-04-18,7.97,7.97,7.71,7.86,69403.0
2023-04-19,7.83,7.955,7.65,7.8,141167.0
2023-04-20,7.77,7.965,7.63,7.74,76113.0
2023-04-21,7.71,7.935,7.48,7.58,102464.0
2023-04-22,7.71,7.935,7.48,7.58,102464.0
2023-04-23,7.71,7.935,7.48,7.58,102464.0
2023-04-24,7.58,7.775,7.51,7.68,160223.0
2023-04-25,7.64,7.64,7.02,7.04,117466.0
2023-04-26,7.0,7.145,6.83,6.9,115815.0
2023-04-27,6.94,6.94,6.76,6.9,55484.0
2023-04-28,6.85,7.27,6.7996,7.17,110939.0
2023-04-29,6.85,7.27,6.7996,7.17,110939.0
2023-04-30,6.85,7.27,6.7996,7.17,110939.0
2023-05-01,7.27,7.41,6.92,6.96,125992.0
2023-05-02,7.05,7.07,6.7,7.01,136147.0
2023-05-03,7.03,7.56,7.02,7.31,137803.0
2023-05-04,7.28,7.28,6.86,6.94,107833.0
2023-05-05,7.02,7.46,7.02,7.38,97099.0
2023-05-06,7.02,7.46,7.02,7.38,97099.0
2023-05-07,7.02,7.46,7.02,7.38,97099.0
2023-05-08,7.46,7.46,6.98,7.09,196610.0
2023-05-09,7.09,7.09,6.59,6.62,254542.0
2023-05-10,6.73,6.83,6.46,6.78,979532.0
2023-05-11,6.79,7.52,6.79,7.4,160091.0
2023-05-12,7.35,7.72,7.31,7.7,142702.0
2023-05-13,7.35,7.72,7.31,7.7,142702.0
2023-05-14,7.35,7.72,7.31,7.7,142702.0
2023-05-15,7.73,8.1,7.695,7.86,125447.0
2023-05-16,7.77,7.805,7.36,7.75,162290.0
2023-05-17,7.82,8.63,7.725,8.54,157939.0
2023-05-18,8.47,8.84,8.41,8.81,128409.0
2023-05-19,8.89,8.89,8.155,8.33,148523.0
2023-05-20,8.89,8.89,8.155,8.33,148523.0
2023-05-21,8.89,8.89,8.155,8.33,148523.0
2023-05-22,8.37,8.48,7.94,8.14,212889.0
2023-05-23,8.06,8.45,8.06,8.27,86244.0
2023-05-24,8.26,8.71,8.24,8.58,193439.0
2023-05-25,8.6,8.64,7.77,7.88,146303.0
2023-05-26,7.85,7.92,7.54,7.58,119591.0
2023-05-27,7.85,7.92,7.54,7.58,119591.0
2023-05-28,7.85,7.92,7.54,7.58,119591.0
2023-05-29,7.85,7.92,7.54,7.58,119591.0
2023-05-30,7.6,7.75,6.86,6.89,139707.0
2023-05-31,6.85,6.85,6.2,6.27,453031.0
2023-06-01,7.39,8.78,7.075,8.3,1199451.0
2023-06-02,8.33,9.23,8.33,9.04,415793.0
2023-06-03,8.33,9.23,8.33,9.04,415793.0
2023-06-04,8.33,9.23,8.33,9.04,415793.0
2023-06-05,9.03,9.24,8.53,8.55,218083.0
2023-06-06,8.44,9.19,8.44,8.96,204328.0
2023-06-07,9.09,9.5,8.98,9.46,210463.0
2023-06-08,9.42,9.52,9.07,9.13,137261.0
2023-06-09,9.16,9.3,8.18,8.3,240974.0
2023-06-10,9.16,9.3,8.18,8.3,240974.0
2023-06-11,9.16,9.3,8.18,8.3,240974.0
2023-06-12,8.36,8.54,8.2,8.48,216370.0
2023-06-13,8.56,8.89,8.29,8.78,211834.0
2023-06-14,8.8,8.9,8.42,8.54,195512.0
2023-06-15,8.6,8.93,8.465,8.88,186460.0
2023-06-16,9.02,9.02,8.375,8.51,185737.0
2023-06-17,9.02,9.02,8.375,8.51,185737.0
2023-06-18,9.02,9.02,8.375,8.51,185737.0
2023-06-19,9.02,9.02,8.375,8.51,185737.0
2023-06-20,8.48,8.56,8.31,8.54,98363.0
2023-06-21,8.54,8.9,8.53,8.68,79300.0
2023-06-22,8.7,8.7,8.32,8.45,86716.0
2023-06-23,8.24,8.55,8.2,8.48,293037.0
2023-06-24,8.24,8.55,8.2,8.48,293037.0
2023-06-25,8.24,8.55,8.2,8.48,293037.0
2023-06-26,8.44,8.87,8.44,8.65,136802.0
2023-06-27,8.69,8.78,8.52,8.77,146629.0
2023-06-28,8.68,8.68,8.09,8.14,157032.0
2023-06-29,8.18,8.25,7.815,7.89,135768.0
2023-06-30,8.01,8.01,7.6935,7.76,157702.0
2023-07-01,8.01,8.01,7.6935,7.76,157702.0
2023-07-02,8.01,8.01,7.6935,7.76,157702.0
2023-07-03,7.83,7.85,7.66,7.81,91055.0
2023-07-04,7.83,7.85,7.66,7.81,91055.0
2023-07-05,7.81,7.855,7.44,7.485,275858.0
2023-07-06,7.51,7.51,7.22,7.43,219425.0
2023-07-07,7.45,7.84,7.45,7.72,223049.0
2023-07-08,7.45,7.84,7.45,7.72,223049.0
2023-07-09,7.45,7.84,7.45,7.72,223049.0
2023-07-10,7.66,7.8833,7.66,7.85,97809.0
2023-07-11,7.85,8.27,7.85,8.26,82441.0
2023-07-12,8.43,8.88,8.33,8.82,156483.0
2023-07-13,8.88,9.0,8.77,8.77,85959.0
2023-07-14,8.74,8.822,8.29,8.62,79973.0
2023-07-15,8.74,8.822,8.29,8.62,79973.0
2023-07-16,8.74,8.822,8.29,8.62,79973.0
2023-07-17,8.58,8.7904,8.27,8.31,87569.0
2023-07-18,8.31,8.75,8.25,8.72,95153.0
2023-07-19,8.74,8.9663,8.74,8.92,92146.0
2023-07-20,8.9,8.9,8.49,8.85,67106.0
2023-07-21,8.95,8.95,8.53,8.6,57732.0
2023-07-22,8.95,8.95,8.53,8.6,57732.0
2023-07-23,8.95,8.95,8.53,8.6,57732.0
2023-07-24,8.58,8.88,8.49,8.83,75063.0
2023-07-25,8.79,9.09,8.73,8.9,55856.0
2023-07-26,8.96,9.25,8.96,9.17,61583.0
2023-07-27,9.24,9.38,8.92,9.03,75441.0
2023-07-28,9.07,9.49,9.07,9.34,113272.0
2023-07-29,9.07,9.49,9.07,9.34,113272.0
2023-07-30,9.07,9.49,9.07,9.34,113272.0
2023-07-31,9.33,9.55,9.2,9.38,62094.0
2023-08-01,9.29,9.4,8.79,9.36,73552.0
2023-08-02,9.23,9.5148,9.19,9.29,76053.0
2023-08-03,9.23,9.43,9.12,9.38,65712.0
2023-08-04,9.42,9.56,9.27,9.54,50025.0
2023-08-05,9.42,9.56,9.27,9.54,50025.0
2023-08-06,9.42,9.56,9.27,9.54,50025.0
2023-08-07,9.57,10.24,9.43,10.21,88854.0
2023-08-08,10.07,10.35,9.93,10.15,82751.0
2023-08-09,10.19,10.19,9.6,9.7,82740.0
2023-08-10,9.915,9.9683,9.62,9.69,55231.0
2023-08-11,9.6,9.94,9.53,9.78,55277.0
2023-08-12,9.6,9.94,9.53,9.78,55277.0
2023-08-13,9.6,9.94,9.53,9.78,55277.0
2023-08-14,9.71,9.765,9.5,9.7,57502.0
2023-08-15,9.65,9.95,9.57,9.85,44343.0
2023-08-16,9.89,10.12,9.7,9.73,54638.0
2023-08-17,9.75,9.85,9.48,9.7,54425.0
2023-08-18,9.57,9.96,9.53,9.6,85337.0
2023-08-19,9.57,9.96,9.53,9.6,85337.0
2023-08-20,9.57,9.96,9.53,9.6,85337.0
2023-08-21,9.67,9.86,9.56,9.58,40038.0
2023-08-22,9.55,9.59,9.225,9.24,48352.0
2023-08-23,9.25,9.815,9.23,9.63,54201.0
2023-08-24,9.52,9.73,9.01,9.06,57129.0
2023-08-25,9.07,9.33,9.01,9.16,50436.0
2023-08-26,9.07,9.33,9.01,9.16,50436.0
2023-08-27,9.07,9.33,9.01,9.16,50436.0
2023-08-28,9.22,9.56,9.22,9.45,115993.0
2023-08-29,9.42,10.09,9.21,10.08,99091.0
2023-08-30,9.99,10.81,9.7958,10.26,130953.0
2023-08-31,7.96,8.51,7.65,7.7,480628.0
2023-09-01,7.85,7.9861,7.5,7.605,245284.0
2023-09-02,7.85,7.9861,7.5,7.605,245284.0
2023-09-03,7.85,7.9861,7.5,7.605,245284.0
2023-09-04,7.85,7.9861,7.5,7.605,245284.0
2023-09-05,7.58,7.81,7.58,7.66,136977.0
2023-09-06,7.67,7.77,7.39,7.47,111571.0
2023-09-07,7.41,7.44,7.125,7.31,164067.0
2023-09-08,7.3,7.3,7.11,7.24,65150.0
2023-09-09,7.3,7.3,7.11,7.24,65150.0
2023-09-10,7.3,7.3,7.11,7.24,65150.0
2023-09-11,7.29,7.395,7.14,7.19,81001.0
2023-09-12,7.15,7.23,7.045,7.05,67811.0
2023-09-13,7.06,7.11,6.79,6.92,87185.0
2023-09-14,6.97,7.187,6.8,6.91,134502.0
2023-09-15,6.99,7.5899,6.99,7.13,170904.0
2023-09-16,6.99,7.5899,6.99,7.13,170904.0
2023-09-17,6.99,7.5899,6.99,7.13,170904.0
2023-09-18,7.11,7.26,6.72,6.91,90013.0
2023-09-19,7.04,7.22,6.9,6.94,127095.0
2023-09-20,7.04,7.4,6.96,7.05,87861.0
2023-09-21,6.98,7.32,6.95,7.13,96516.0
2023-09-22,7.14,7.49,7.14,7.19,90879.0
2023-09-23,7.14,7.49,7.14,7.19,90879.0
2023-09-24,7.14,7.49,7.14,7.19,90879.0
2023-09-25,7.09,7.58,7.0394,7.55,109302.0
2023-09-26,7.48,7.69,7.21,7.46,60057.0
2023-09-27,7.47,7.7014,7.445,7.53,75725.0
2023-09-28,7.49,7.605,7.26,7.42,54662.0
2023-09-29,7.53,7.65,7.44,7.47,63853.0
2023-09-30,7.53,7.65,7.44,7.47,63853.0
2023-10-01,7.53,7.65,7.44,7.47,63853.0
2023-10-02,7.62,7.62,7.2625,7.47,66084.0
2023-10-03,7.42,7.5899,7.26,7.5,62405.0
2023-10-04,7.48,7.48,7.33,7.34,43550.0
2023-10-05,7.25,7.385,7.065,7.1,58790.0
2023-10-06,7.03,7.18,6.87,6.93,54987.0
2023-10-07,7.03,7.18,6.87,6.93,54987.0
2023-10-08,7.03,7.18,6.87,6.93,54987.0
2023-10-09,6.87,6.87,6.72,6.79,54753.0
2023-10-10,6.84,7.32,6.84,7.21,47643.0
2023-10-11,7.22,7.3499,6.99,7.11,31283.0
2023-10-12,7.1,7.18,6.8,6.87,46992.0
2023-10-13,6.93,6.93,6.74,6.83,69810.0
2023-10-14,6.93,6.93,6.74,6.83,69810.0
2023-10-15,6.93,6.93,6.74,6.83,69810.0
2023-10-16,6.84,7.25,6.8276,7.2,55742.0
2023-10-17,7.19,7.72,7.19,7.55,76292.0
2023-10-18,7.51,7.865,7.33,7.41,112825.0
2023-10-19,7.31,7.31,6.84,6.94,87430.0
2023-10-20,6.98,7.18,6.88,7.12,56905.0
2023-10-21,6.98,7.18,6.88,7.12,56905.0
2023-10-22,6.98,7.18,6.88,7.12,56905.0
2023-10-23,7.02,7.02,6.54,6.61,102923.0
2023-10-24,6.74,6.88,6.67,6.82,33793.0
2023-10-25,6.69,6.89,6.09,6.2,156703.0
2023-10-26,6.16,6.59,6.16,6.46,89714.0
2023-10-27,6.41,6.64,6.24,6.3,57256.0
2023-10-28,6.41,6.64,6.24,6.3,57256.0
2023-10-29,6.41,6.64,6.24,6.3,57256.0
2023-10-30,6.36,6.53,5.98,6.27,230409.0
2023-10-31,6.32,6.48,6.09,6.28,135927.0
2023-11-01,6.22,6.335,6.0715,6.11,89595.0
2023-11-02,6.11,6.7892,6.11,6.64,176213.0
2023-11-03,6.89,7.19,6.52,6.69,183005.0
2023-11-04,6.89,7.19,6.52,6.69,183005.0
2023-11-05,6.89,7.19,6.52,6.69,183005.0
2023-11-06,6.66,6.7432,6.39,6.54,98140.0
2023-11-07,6.59,6.75,6.59,6.68,59433.0
2023-11-08,6.615,6.65,6.52,6.57,50060.0
2023-11-09,6.58,6.91,6.43,6.5,71382.0
2023-11-10,6.5,6.795,6.46,6.62,39785.0
2023-11-11,6.5,6.795,6.46,6.62,39785.0
2023-11-12,6.5,6.795,6.46,6.62,39785.0
2023-11-13,6.52,6.66,6.375,6.52,48015.0
2023-11-14,6.84,7.13,6.8,6.98,92118.0
2023-11-15,6.95,7.43,6.95,7.0,85395.0
2023-11-16,6.975,7.02,6.72,6.79,60038.0
2023-11-17,6.88,7.32,6.88,6.92,86955.0
2023-11-18,6.88,7.32,6.88,6.92,86955.0
2023-11-19,6.88,7.32,6.88,6.92,86955.0
2023-11-20,6.88,7.16,6.88,7.01,45904.0
2023-11-21,6.9928,7.178,6.83,6.9,65870.0
2023-11-22,6.9,7.1,6.78,6.84,61169.0
2023-11-23,6.9,7.1,6.78,6.84,61169.0
2023-11-24,6.865,7.19,6.64,6.7,96846.0
2023-11-25,6.865,7.19,6.64,6.7,96846.0
2023-11-26,6.865,7.19,6.64,6.7,96846.0
2023-11-27,6.7,7.0499,6.6,6.79,89350.0
2023-11-28,6.85,7.16,6.7,7.03,104335.0
2023-11-29,7.11,7.445,6.98,7.05,92865.0
2023-11-30,7.06,7.27,6.88,7.06,85008.0
2023-12-01,7.07,7.1604,6.35,6.7,235262.0
2023-12-02,7.07,7.1604,6.35,6.7,235262.0
2023-12-03,7.07,7.1604,6.35,6.7,235262.0
2023-12-04,6.6,6.945,6.57,6.65,218355.0
2023-12-05,6.69,7.55,6.6,7.29,984738.0
2023-12-06,7.31,8.36,7.31,8.34,227681.0
2023-12-07,8.23,8.68,7.89,8.52,169620.0
2023-12-08,8.54,8.71,8.32,8.52,118987.0
2023-12-09,8.54,8.71,8.32,8.52,118987.0
2023-12-10,8.54,8.71,8.32,8.52,118987.0
2023-12-11,8.55,8.9029,8.48,8.83,105528.0
2023-12-12,8.78,8.85,8.4,8.45,101967.0
2023-12-13,8.35,8.35,7.75,7.99,241291.0
2023-12-14,8.12,8.57,7.95,8.54,166471.0
2023-12-15,8.59,8.66,8.1,8.65,237309.0
2023-12-16,8.59,8.66,8.1,8.65,237309.0
2023-12-17,8.59,8.66,8.1,8.65,237309.0
2023-12-18,8.71,8.99,8.51,8.73,84013.0
2023-12-19,8.8,9.42,8.675,9.36,110490.0
2023-12-20,9.25,9.75,9.21,9.55,161049.0
2023-12-21,9.75,10.25,9.55,9.82,244827.0
2023-12-22,9.88,9.96,9.58,9.59,89119.0
2023-12-23,9.88,9.96,9.58,9.59,89119.0
2023-12-24,9.88,9.96,9.58,9.59,89119.0
2023-12-25,9.88,9.96,9.58,9.59,89119.0
2023-12-26,9.57,9.74,9.39,9.68,82669.0
2023-12-27,9.75,9.75,9.39,9.66,92251.0
2023-12-28,9.58,9.76,9.3443,9.36,43412.0
2023-12-29,9.27,9.61,9.25,9.56,53788.0
2023-12-30,9.27,9.61,9.25,9.56,53788.0
2023-12-31,9.27,9.61,9.25,9.56,53788.0
2024-01-01,9.27,9.61,9.25,9.56,53788.0
2024-01-02,9.47,9.57,9.095,9.42,90724.0
2024-01-03,9.39,9.4336,8.99,9.08,124522.0
2024-01-04,9.18,9.18,8.55,9.08,58971.0
2024-01-05,8.93,9.17,8.67,8.86,285067.0
2024-01-06,8.93,9.17,8.67,8.86,285067.0
2024-01-07,8.93,9.17,8.67,8.86,285067.0
2024-01-08,8.87,9.23,8.7516,9.19,51469.0
2024-01-09,9.0,9.03,8.78,8.8,50085.0
2024-01-10,8.71,8.92,8.71,8.82,34880.0
2024-01-11,8.585,8.76,8.585,8.6,30673.0
2024-01-12,8.75,8.9101,8.56,8.68,46970.0
2024-01-13,8.75,8.9101,8.56,8.68,46970.0
2024-01-14,8.75,8.9101,8.56,8.68,46970.0
2024-01-15,8.75,8.9101,8.56,8.68,46970.0
2024-01-16,8.58,8.66,8.46,8.46,46206.0
2024-01-17,8.29,8.48,8.205,8.4,50537.0
2024-01-18,8.3216,8.66,8.3216,8.6,30135.0
2024-01-19,8.66,8.68,8.47,8.64,39808.0
2024-01-20,8.66,8.68,8.47,8.64,39808.0
2024-01-21,8.66,8.68,8.47,8.64,39808.0
2024-01-22,8.73,9.12,8.644,9.09,31442.0
2024-01-23,9.23,9.7,9.13,9.41,64817.0
2024-01-24,9.48,9.48,8.95,9.21,59317.0
