,SCS US Equity,SCS US Equity,SCS US Equity,SCS US Equity,SCS US Equity
2022-05-23,10.8848,11.0035,10.693,10.7204,700617.0
2022-05-24,10.7021,10.7752,10.4099,10.7113,593307.0
2022-05-25,10.6017,10.9487,10.6017,10.9213,656638.0
2022-05-26,10.9943,11.2226,10.9943,11.1131,465039.0
2022-05-27,11.2044,11.3048,11.1678,11.2683,608598.0
2022-05-28,11.2044,11.3048,11.1678,11.2683,608598.0
2022-05-29,11.2044,11.3048,11.1678,11.2683,608598.0
2022-05-30,11.2044,11.3048,11.1678,11.2683,608598.0
2022-05-31,11.1131,11.3505,11.0674,11.1952,604043.0
2022-06-01,11.1405,11.2957,10.9989,11.0491,828446.0
2022-06-02,11.1405,11.1405,10.8802,10.9578,596511.0
2022-06-03,10.8391,10.935,10.8026,10.8848,482355.0
2022-06-04,10.8391,10.935,10.8026,10.8848,482355.0
2022-06-05,10.8391,10.935,10.8026,10.8848,482355.0
2022-06-06,10.9943,11.1039,10.903,11.0857,604354.0
2022-06-07,11.0126,11.3505,10.9487,11.3505,545076.0
2022-06-08,11.2683,11.3505,11.1496,11.1861,339878.0
2022-06-09,11.1861,11.2592,11.1222,11.1587,325470.0
2022-06-10,11.0583,11.1359,10.7021,10.7387,432170.0
2022-06-11,11.0583,11.1359,10.7021,10.7387,432170.0
2022-06-12,11.0583,11.1359,10.7021,10.7387,432170.0
2022-06-13,10.5286,10.62,10.2045,10.3186,618744.0
2022-06-14,10.273,10.3917,10.1588,10.2456,625808.0
2022-06-15,10.2912,10.4282,10.031,10.0903,859150.0
2022-06-16,9.8529,9.8529,9.305,9.3233,1746611.0
2022-06-17,9.442,9.6338,9.41,9.4511,1485521.0
2022-06-18,9.442,9.6338,9.41,9.4511,1485521.0
2022-06-19,9.442,9.6338,9.41,9.4511,1485521.0
2022-06-20,9.442,9.6338,9.41,9.4511,1485521.0
2022-06-21,9.515,9.7068,9.4055,9.5333,705011.0
2022-06-22,9.442,9.6246,9.3725,9.5607,930514.0
2022-06-23,9.8529,10.0995,9.442,9.6977,1042821.0
2022-06-24,9.8255,10.282,9.7707,10.1999,1037484.0
2022-06-25,9.8255,10.282,9.7707,10.1999,1037484.0
2022-06-26,9.8255,10.282,9.7707,10.1999,1037484.0
2022-06-27,10.2273,10.4008,10.136,10.3369,737900.0
2022-06-28,10.4099,10.5058,10.0995,10.1269,526522.0
2022-06-29,10.1725,10.1725,9.8164,9.862,557172.0
2022-06-30,9.7799,9.8803,9.6246,9.7981,714769.0
2022-07-01,9.7068,9.8803,9.6338,9.7707,550829.0
2022-07-02,9.7068,9.8803,9.6338,9.7707,550829.0
2022-07-03,9.7068,9.8803,9.6338,9.7707,550829.0
2022-07-04,9.7068,9.8803,9.6338,9.7707,550829.0
2022-07-05,9.6794,9.8255,9.4237,9.7799,681611.0
2022-07-06,9.7752,9.8493,9.6225,9.7197,612470.0
2022-07-07,9.8215,10.0252,9.803,9.8771,478866.0
2022-07-08,9.8123,9.9789,9.7475,9.8493,338818.0
2022-07-09,9.8123,9.9789,9.7475,9.8493,338818.0
2022-07-10,9.8123,9.9789,9.7475,9.8493,338818.0
2022-07-11,9.8215,9.9881,9.7012,9.8493,331855.0
2022-07-12,9.7752,10.0252,9.7752,9.8956,333974.0
2022-07-13,9.8123,9.9604,9.7104,9.9233,430704.0
2022-07-14,9.766,9.8585,9.5808,9.766,306177.0
2022-07-15,9.9789,10.0057,9.7012,9.8123,440222.0
2022-07-16,9.9789,10.0057,9.7012,9.8123,440222.0
2022-07-17,9.9789,10.0057,9.7012,9.8123,440222.0
2022-07-18,9.9048,10.0159,9.6827,9.7012,707054.0
2022-07-19,9.8771,10.2797,9.8771,10.2103,537412.0
2022-07-20,10.2196,10.3816,10.1733,10.3306,487473.0
2022-07-21,10.2473,10.414,10.1872,10.414,279633.0
2022-07-22,10.4695,10.5435,10.201,10.3306,369115.0
2022-07-23,10.4695,10.5435,10.201,10.3306,369115.0
2022-07-24,10.4695,10.5435,10.201,10.3306,369115.0
2022-07-25,10.3029,10.451,10.2103,10.3584,432756.0
2022-07-26,10.2844,10.3769,10.2473,10.3584,352258.0
2022-07-27,10.3769,10.5667,10.3677,10.4973,372512.0
2022-07-28,10.4695,10.5528,10.3538,10.451,563484.0
2022-07-29,10.3954,10.4788,10.2658,10.3029,792091.0
2022-07-30,10.3954,10.4788,10.2658,10.3029,792091.0
2022-07-31,10.3954,10.4788,10.2658,10.3029,792091.0
2022-08-01,10.2381,10.5065,10.0344,10.5065,625710.0
2022-08-02,10.4973,10.525,10.2288,10.2288,361024.0
2022-08-03,10.2566,10.5065,10.2196,10.414,400626.0
2022-08-04,10.3677,10.488,10.2936,10.4788,705336.0
2022-08-05,10.3306,10.5713,10.2658,10.4973,1105561.0
2022-08-06,10.3306,10.5713,10.2658,10.4973,1105561.0
2022-08-07,10.3306,10.5713,10.2658,10.4973,1105561.0
2022-08-08,10.6083,10.7842,10.5909,10.6824,550622.0
2022-08-09,10.6917,10.7009,10.4232,10.488,340515.0
2022-08-10,10.6361,10.7472,10.6269,10.6917,363623.0
2022-08-11,10.8213,10.9694,10.7379,10.8861,471299.0
2022-08-12,10.8861,11.136,10.8768,11.136,464505.0
2022-08-13,10.8861,11.136,10.8768,11.136,464505.0
2022-08-14,10.8861,11.136,10.8768,11.136,464505.0
2022-08-15,11.0712,11.2471,11.0408,11.2286,355440.0
2022-08-16,11.2471,11.46,11.1915,11.4507,438960.0
2022-08-17,11.2841,11.4183,11.2286,11.3119,315156.0
2022-08-18,11.3767,11.3859,11.2748,11.3211,339478.0
2022-08-19,11.2656,11.2934,11.1175,11.1175,414362.0
2022-08-20,11.2656,11.2934,11.1175,11.1175,414362.0
2022-08-21,11.2656,11.2934,11.1175,11.1175,414362.0
2022-08-22,11.0249,11.099,10.9786,11.0156,419578.0
2022-08-23,11.0064,11.0712,10.974,10.9879,376892.0
2022-08-24,11.0156,11.1267,10.9138,11.1267,315835.0
2022-08-25,11.1267,11.3211,11.1267,11.2934,344184.0
2022-08-26,11.3026,11.3396,10.7472,10.7842,428352.0
2022-08-27,11.3026,11.3396,10.7472,10.7842,428352.0
2022-08-28,11.3026,11.3396,10.7472,10.7842,428352.0
2022-08-29,10.7009,10.7842,10.6269,10.7472,329370.0
2022-08-30,10.8213,10.9046,10.4093,10.5713,416604.0
2022-08-31,10.5713,10.6639,10.2751,10.3492,594774.0
2022-09-01,10.2751,10.3353,10.1362,10.2381,682444.0
2022-09-02,10.3862,10.4695,10.164,10.1918,401161.0
2022-09-03,10.3862,10.4695,10.164,10.1918,401161.0
2022-09-04,10.3862,10.4695,10.164,10.1918,401161.0
2022-09-05,10.3862,10.4695,10.164,10.1918,401161.0
2022-09-06,10.3029,10.3492,9.9465,10.0992,519767.0
2022-09-07,10.0992,10.2612,10.0807,10.2473,393978.0
2022-09-08,10.1455,10.2936,10.0135,10.2844,398451.0
2022-09-09,10.3584,10.5482,10.3399,10.5065,345520.0
2022-09-10,10.3584,10.5482,10.3399,10.5065,345520.0
2022-09-11,10.3584,10.5482,10.3399,10.5065,345520.0
2022-09-12,10.6083,10.7657,10.5621,10.6546,402336.0
2022-09-13,10.4788,10.4788,9.8863,9.9604,629363.0
2022-09-14,9.8956,10.0622,9.7845,9.9696,838742.0
2022-09-15,9.6086,9.7197,8.8403,8.8866,1846505.0
2022-09-16,8.7477,8.9051,8.4422,8.5811,1850226.0
2022-09-17,8.7477,8.9051,8.4422,8.5811,1850226.0
2022-09-18,8.7477,8.9051,8.4422,8.5811,1850226.0
2022-09-19,8.4422,8.8403,8.4422,8.6644,1029998.0
2022-09-20,8.5626,8.7014,8.4608,8.6644,1087722.0
2022-09-21,8.757,8.7612,8.4793,8.5533,1043975.0
2022-09-22,8.3867,8.4793,7.461,7.6924,3146377.0
2022-09-23,7.5536,7.5536,6.6557,6.7853,3005833.0
2022-09-24,7.5536,7.5536,6.6557,6.7853,3005833.0
2022-09-25,7.5536,7.5536,6.6557,6.7853,3005833.0
2022-09-26,6.7575,7.0028,6.7297,6.7853,1568660.0
2022-09-27,6.8223,6.8408,6.3039,6.3317,2441100.0
2022-09-28,6.415,6.6094,6.2576,6.5724,2441405.0
2022-09-29,6.4705,6.5168,6.1095,6.2854,2270363.0
2022-09-30,6.2947,6.3502,6.0355,6.0355,1317029.0
2022-10-01,6.2947,6.3502,6.0355,6.0355,1317029.0
2022-10-02,6.2947,6.3502,6.0355,6.0355,1317029.0
2022-10-03,6.1465,6.6001,6.1003,6.4613,1583460.0
2022-10-04,6.6585,6.8745,6.6115,6.8651,1825941.0
2022-10-05,6.7336,6.8228,6.6303,6.7806,1077597.0
2022-10-06,6.7148,6.7712,6.6303,6.6867,782206.0
2022-10-07,6.5834,6.6491,6.4848,6.6115,1150448.0
2022-10-08,6.5834,6.6491,6.4848,6.6115,1150448.0
2022-10-09,6.5834,6.6491,6.4848,6.6115,1150448.0
2022-10-10,6.6585,6.7055,6.5787,6.6115,580341.0
2022-10-11,6.5834,6.6585,6.4519,6.5928,972046.0
2022-10-12,6.6209,6.6679,6.2922,6.3768,1760222.0
2022-10-13,6.2077,6.5082,6.1326,6.3955,1204136.0
2022-10-14,6.4988,6.5505,6.3955,6.4331,978483.0
2022-10-15,6.4988,6.5505,6.3955,6.4331,978483.0
2022-10-16,6.4988,6.5505,6.3955,6.4331,978483.0
2022-10-17,6.5928,6.6773,6.3861,6.4237,879217.0
2022-10-18,6.5834,6.6444,6.4284,6.5364,1249361.0
2022-10-19,6.4425,6.5082,6.3298,6.4331,1036823.0
2022-10-20,6.3861,6.5552,6.2547,6.4049,1326653.0
2022-10-21,6.4331,6.5646,6.3486,6.5458,582365.0
2022-10-22,6.4331,6.5646,6.3486,6.5458,582365.0
2022-10-23,6.4331,6.5646,6.3486,6.5458,582365.0
2022-10-24,6.5552,6.6867,6.3955,6.6303,1092740.0
2022-10-25,6.6115,6.9402,6.6115,6.8933,867241.0
2022-10-26,6.959,7.0717,6.8088,6.8182,898294.0
2022-10-27,6.9215,7.1046,6.8698,6.8839,744372.0
2022-10-28,6.9872,7.1797,6.9496,7.0905,871800.0
2022-10-29,6.9872,7.1797,6.9496,7.0905,871800.0
2022-10-30,6.9872,7.1797,6.9496,7.0905,871800.0
2022-10-31,7.0435,7.3722,7.0291,7.2971,799938.0
2022-11-01,7.3722,7.4239,7.2549,7.3441,644384.0
2022-11-02,7.2689,7.391,6.9825,6.9966,664322.0
2022-11-03,6.9402,7.1375,6.8567,7.0811,460213.0
2022-11-04,7.2032,7.3441,7.1046,7.2971,570898.0
2022-11-05,7.2032,7.3441,7.1046,7.2971,570898.0
2022-11-06,7.2032,7.3441,7.1046,7.2971,570898.0
2022-11-07,7.4004,7.438,7.3018,7.3722,689359.0
2022-11-08,7.4192,7.4943,7.2079,7.3535,648801.0
2022-11-09,7.2595,7.3159,7.0717,7.1187,480004.0
2022-11-10,7.4849,7.7996,7.4689,7.607,908802.0
2022-11-11,7.6728,7.8794,7.5882,7.8136,441009.0
2022-11-12,7.6728,7.8794,7.5882,7.8136,441009.0
2022-11-13,7.6728,7.8794,7.5882,7.8136,441009.0
2022-11-14,7.8136,7.8653,7.6634,7.7103,562380.0
2022-11-15,7.8794,7.9827,7.8136,7.8418,512257.0
2022-11-16,7.7573,7.7808,7.6258,7.6822,394716.0
2022-11-17,7.391,7.7103,7.2971,7.7009,480182.0
2022-11-18,7.7949,7.9357,7.6775,7.7197,488878.0
2022-11-19,7.7949,7.9357,7.6775,7.7197,488878.0
2022-11-20,7.7949,7.9357,7.6775,7.7197,488878.0
2022-11-21,7.7291,7.8606,7.6775,7.8418,525086.0
2022-11-22,7.9357,7.9874,7.8888,7.9263,361766.0
2022-11-23,7.8136,8.0203,7.8136,7.9827,396120.0
2022-11-24,7.8136,8.0203,7.8136,7.9827,396120.0
2022-11-25,7.9827,8.0437,7.9169,7.9451,230147.0
2022-11-26,7.9827,8.0437,7.9169,7.9451,230147.0
2022-11-27,7.9827,8.0437,7.9169,7.9451,230147.0
2022-11-28,7.8606,7.8982,7.6775,7.7009,474068.0
2022-11-29,7.7197,7.8043,7.6916,7.7197,340673.0
2022-11-30,7.222,7.4474,6.7665,7.4474,1282489.0
2022-12-01,7.5413,7.7855,7.4474,7.5789,1173746.0
2022-12-02,7.4192,7.4286,7.006,7.0623,957926.0
2022-12-03,7.4192,7.4286,7.006,7.0623,957926.0
2022-12-04,7.4192,7.4286,7.006,7.0623,957926.0
2022-12-05,7.0248,7.0435,6.7148,6.743,947441.0
2022-12-06,6.7524,6.7994,6.682,6.7712,620636.0
2022-12-07,6.7148,6.7994,6.6068,6.6491,590684.0
2022-12-08,6.6867,6.7665,6.5458,6.6867,528398.0
2022-12-09,6.6022,6.6679,6.4331,6.4519,800118.0
2022-12-10,6.6022,6.6679,6.4331,6.4519,800118.0
2022-12-11,6.6022,6.6679,6.4331,6.4519,800118.0
2022-12-12,6.4519,6.6397,6.3016,6.6022,843673.0
2022-12-13,6.7055,6.8275,6.3674,6.4331,1395177.0
2022-12-14,6.4331,6.4613,6.2171,6.3861,1549009.0
2022-12-15,6.2922,6.3768,6.1842,6.2359,891265.0
2022-12-16,6.1795,6.2875,6.1185,6.1983,1218365.0
2022-12-17,6.1795,6.2875,6.1185,6.1983,1218365.0
2022-12-18,6.1795,6.2875,6.1185,6.1983,1218365.0
2022-12-19,6.2077,6.3016,5.8227,5.8696,2316084.0
2022-12-20,6.0199,6.8369,5.9917,6.4331,3531203.0
2022-12-21,6.4425,6.4425,5.9729,6.2641,1931753.0
2022-12-22,6.142,6.6209,6.0387,6.5928,1857854.0
2022-12-23,6.5458,6.743,6.5176,6.6773,1138074.0
2022-12-24,6.5458,6.743,6.5176,6.6773,1138074.0
2022-12-25,6.5458,6.743,6.5176,6.6773,1138074.0
2022-12-26,6.5458,6.743,6.5176,6.6773,1138074.0
2022-12-27,6.6209,6.7289,6.574,6.6303,954969.0
2022-12-28,6.6115,6.7195,6.5458,6.574,913561.0
2022-12-29,6.6491,6.9027,6.6303,6.7524,852124.0
2022-12-30,6.6667,6.7715,6.6381,6.7334,567577.0
2022-12-31,6.6667,6.7715,6.6381,6.7334,567577.0
2023-01-01,6.6667,6.7715,6.6381,6.7334,567577.0
2023-01-02,6.6667,6.7715,6.6381,6.7334,567577.0
2023-01-03,6.8477,7.0096,6.7715,6.9905,790027.0
2023-01-04,7.0857,7.1715,6.9762,7.1619,888431.0
2023-01-05,7.1429,7.2,6.9477,7.0286,617021.0
2023-01-06,7.1429,7.2048,7.0667,7.2,564347.0
2023-01-07,7.1429,7.2048,7.0667,7.2,564347.0
2023-01-08,7.1429,7.2048,7.0667,7.2,564347.0
2023-01-09,7.2381,7.2953,7.1238,7.1238,532708.0
2023-01-10,7.1524,7.2762,7.0667,7.2477,427211.0
2023-01-11,7.2953,7.381,7.2334,7.3143,391670.0
2023-01-12,7.3619,7.4096,7.2191,7.3905,597774.0
2023-01-13,7.3143,7.381,7.2715,7.3524,401606.0
2023-01-14,7.3143,7.381,7.2715,7.3524,401606.0
2023-01-15,7.3143,7.381,7.2715,7.3524,401606.0
2023-01-16,7.3143,7.381,7.2715,7.3524,401606.0
2023-01-17,7.3619,7.4477,7.3143,7.4096,536359.0
2023-01-18,7.4381,7.4477,7.1477,7.1715,363085.0
2023-01-19,7.0857,7.1238,6.9905,7.0191,367652.0
2023-01-20,7.0286,7.0429,6.9048,7.0,544687.0
2023-01-21,7.0286,7.0429,6.9048,7.0,544687.0
2023-01-22,7.0286,7.0429,6.9048,7.0,544687.0
2023-01-23,7.0,7.1429,6.9619,7.0096,726131.0
2023-01-24,6.9905,7.0096,6.9238,6.9619,386731.0
2023-01-25,6.8762,6.9905,6.8334,6.981,334070.0
2023-01-26,7.0477,7.0857,6.9048,7.0096,403646.0
2023-01-27,6.981,7.0905,6.9619,7.0762,408408.0
2023-01-28,6.981,7.0905,6.9619,7.0762,408408.0
2023-01-29,6.981,7.0905,6.9619,7.0762,408408.0
2023-01-30,7.0572,7.2953,7.0191,7.1905,512830.0
2023-01-31,7.1905,7.4381,7.1048,7.4286,588326.0
2023-02-01,7.4,7.5286,7.2572,7.4286,502022.0
2023-02-02,7.4667,7.5619,7.3664,7.4096,629795.0
2023-02-03,7.3048,7.5953,7.3048,7.4,1487585.0
2023-02-04,7.3048,7.5953,7.3048,7.4,1487585.0
2023-02-05,7.3048,7.5953,7.3048,7.4,1487585.0
2023-02-06,7.3524,7.381,7.0572,7.2667,534537.0
2023-02-07,7.2,7.3477,7.1524,7.3048,469648.0
2023-02-08,7.2381,7.2953,7.1524,7.1619,375951.0
2023-02-09,7.2191,7.2762,6.9072,6.9238,504391.0
2023-02-10,6.8953,7.1191,6.8572,7.0477,427351.0
2023-02-11,6.8953,7.1191,6.8572,7.0477,427351.0
2023-02-12,6.8953,7.1191,6.8572,7.0477,427351.0
2023-02-13,7.0667,7.3238,7.0286,7.2857,406875.0
2023-02-14,7.2096,7.3238,7.1238,7.2477,318957.0
2023-02-15,7.1715,7.2857,7.1429,7.2857,478144.0
2023-02-16,7.1524,7.381,7.1096,7.3334,633264.0
2023-02-17,7.3905,7.4953,7.2905,7.4953,554846.0
2023-02-18,7.3905,7.4953,7.2905,7.4953,554846.0
2023-02-19,7.3905,7.4953,7.2905,7.4953,554846.0
2023-02-20,7.3905,7.4953,7.2905,7.4953,554846.0
2023-02-21,7.3905,7.4762,7.3715,7.4381,775267.0
2023-02-22,7.4286,7.4857,7.2857,7.4191,1211372.0
2023-02-23,7.5238,7.6858,7.4905,7.6,551918.0
2023-02-24,7.5048,7.5524,7.3667,7.4762,427000.0
2023-02-25,7.5048,7.5524,7.3667,7.4762,427000.0
2023-02-26,7.5048,7.5524,7.3667,7.4762,427000.0
2023-02-27,7.581,7.7715,7.5334,7.5905,424683.0
2023-02-28,7.5524,7.7048,7.4953,7.4953,788128.0
2023-03-01,7.4953,7.6191,7.4572,7.5619,629524.0
2023-03-02,7.4857,7.6478,7.4381,7.6381,313620.0
2023-03-03,7.7048,7.9524,7.6572,7.9238,447632.0
2023-03-04,7.7048,7.9524,7.6572,7.9238,447632.0
2023-03-05,7.7048,7.9524,7.6572,7.9238,447632.0
2023-03-06,7.9048,7.9143,7.3429,7.4191,571539.0
2023-03-07,7.4381,7.4762,7.3,7.3334,579729.0
2023-03-08,7.3715,7.4286,7.2667,7.3715,427065.0
2023-03-09,7.4191,7.5334,7.2953,7.3334,540818.0
2023-03-10,7.3048,7.3286,7.0,7.1429,793353.0
2023-03-11,7.3048,7.3286,7.0,7.1429,793353.0
2023-03-12,7.3048,7.3286,7.0,7.1429,793353.0
2023-03-13,6.9715,7.0143,6.7619,6.8381,787741.0
2023-03-14,7.0667,7.1857,6.8857,6.9619,794754.0
2023-03-15,6.7334,6.8667,6.6762,6.8572,773577.0
2023-03-16,6.7524,6.9619,6.6619,6.9238,747099.0
2023-03-17,6.8667,6.9429,6.7524,6.8,1629717.0
2023-03-18,6.8667,6.9429,6.7524,6.8,1629717.0
2023-03-19,6.8667,6.9429,6.7524,6.8,1629717.0
2023-03-20,6.8762,6.9619,6.7048,6.8191,1206423.0
2023-03-21,6.9524,7.0953,6.9381,6.9619,772294.0
2023-03-22,6.9905,7.0905,6.8286,6.8381,978477.0
2023-03-23,7.6286,8.1334,6.9143,7.2477,3872084.0
2023-03-24,7.2857,8.0477,7.2477,7.981,2923459.0
2023-03-25,7.2857,8.0477,7.2477,7.981,2923459.0
2023-03-26,7.2857,8.0477,7.2477,7.981,2923459.0
2023-03-27,8.1715,8.3524,7.9619,8.3238,1436554.0
2023-03-28,8.3048,8.3905,7.8286,8.181,1429417.0
2023-03-29,8.2762,8.3715,7.9715,8.0667,846567.0
2023-03-30,8.1048,8.1524,7.9762,8.0191,492326.0
2023-03-31,8.0477,8.1619,7.8667,8.0191,784645.0
2023-04-01,8.0477,8.1619,7.8667,8.0191,784645.0
2023-04-02,8.0477,8.1619,7.8667,8.0191,784645.0
2023-04-03,8.0477,8.1524,7.9143,8.1143,966266.0
2023-04-04,8.1625,8.177,7.7192,7.7963,817510.0
2023-04-05,7.7481,7.7578,7.5939,7.6517,801499.0
2023-04-06,7.671,7.7287,7.6132,7.6903,398626.0
2023-04-07,7.671,7.7287,7.6132,7.6903,398626.0
2023-04-08,7.671,7.7287,7.6132,7.6903,398626.0
2023-04-09,7.671,7.7287,7.6132,7.6903,398626.0
2023-04-10,7.671,7.7981,7.6228,7.6807,476475.0
2023-04-11,7.7192,7.8445,7.671,7.6999,641237.0
2023-04-12,7.7963,7.8252,7.5457,7.5747,554426.0
2023-04-13,7.5843,7.6903,7.5168,7.6036,542985.0
2023-04-14,7.6228,7.7144,7.4205,7.5265,684122.0
2023-04-15,7.6228,7.7144,7.4205,7.5265,684122.0
2023-04-16,7.6228,7.7144,7.4205,7.5265,684122.0
2023-04-17,7.5843,7.8349,7.4783,7.8252,634694.0
2023-04-18,7.8445,8.1529,7.8252,8.0661,1427137.0
2023-04-19,8.0565,8.2203,7.9071,8.1721,791569.0
2023-04-20,8.1432,8.1432,7.8204,7.9216,699542.0
2023-04-21,7.9601,8.0854,7.8397,8.0854,627622.0
2023-04-22,7.9601,8.0854,7.8397,8.0854,627622.0
2023-04-23,7.9601,8.0854,7.8397,8.0854,627622.0
2023-04-24,8.0854,8.1481,7.9505,8.0469,819127.0
2023-04-25,7.9505,7.9505,7.5843,7.671,727376.0
2023-04-26,7.6036,7.6855,7.459,7.5361,528156.0
2023-04-27,7.5747,7.6517,7.4783,7.6132,515727.0
2023-04-28,7.5939,7.8108,7.5939,7.7096,484310.0
2023-04-29,7.5939,7.8108,7.5939,7.7096,484310.0
2023-04-30,7.5939,7.8108,7.5939,7.7096,484310.0
2023-05-01,7.6999,7.9312,7.6807,7.7288,796396.0
2023-05-02,7.7096,7.7481,7.5361,7.6421,1038721.0
2023-05-03,7.6807,7.8286,7.5072,7.565,819908.0
2023-05-04,7.4686,7.5698,7.3241,7.353,699347.0
2023-05-05,7.459,7.6132,7.3193,7.3434,712315.0
2023-05-06,7.459,7.6132,7.3193,7.3434,712315.0
2023-05-07,7.459,7.6132,7.3193,7.3434,712315.0
2023-05-08,7.4012,7.6055,7.4012,7.5168,525779.0
2023-05-09,7.4783,7.6036,7.4205,7.5554,344934.0
2023-05-10,7.6903,7.7385,7.4686,7.5747,528389.0
2023-05-11,7.4686,7.565,7.4301,7.5554,396421.0
2023-05-12,7.5361,7.6036,7.3578,7.4397,589354.0
2023-05-13,7.5361,7.6036,7.3578,7.4397,589354.0
2023-05-14,7.5361,7.6036,7.3578,7.4397,589354.0
2023-05-15,7.4494,7.4879,7.0687,7.1506,1650286.0
2023-05-16,7.1217,7.1314,6.4375,6.5339,3190603.0
2023-05-17,6.5242,6.7073,6.4086,6.6399,1865155.0
2023-05-18,6.6013,6.929,6.5339,6.9001,4330019.0
2023-05-19,6.9772,7.0253,6.5628,6.6784,1522013.0
2023-05-20,6.9772,7.0253,6.5628,6.6784,1522013.0
2023-05-21,6.9772,7.0253,6.5628,6.6784,1522013.0
2023-05-22,6.6977,6.823,6.582,6.7651,1798607.0
2023-05-23,6.7651,7.0061,6.7073,6.929,2313201.0
2023-05-24,6.929,6.9675,6.6543,6.7266,1075795.0
2023-05-25,6.7459,6.7459,6.5628,6.611,981887.0
2023-05-26,6.6495,6.8615,6.5965,6.8519,897324.0
2023-05-27,6.6495,6.8615,6.5965,6.8519,897324.0
2023-05-28,6.6495,6.8615,6.5965,6.8519,897324.0
2023-05-29,6.6495,6.8615,6.5965,6.8519,897324.0
2023-05-30,6.8904,6.9001,6.5724,6.6013,874521.0
2023-05-31,6.5146,6.5531,6.1725,6.2544,1370513.0
2023-06-01,6.264,6.3797,6.158,6.3122,1358575.0
2023-06-02,6.4568,6.6206,6.4086,6.6206,1175355.0
2023-06-03,6.4568,6.6206,6.4086,6.6206,1175355.0
2023-06-04,6.4568,6.6206,6.4086,6.6206,1175355.0
2023-06-05,6.5339,6.5628,6.4182,6.4664,809569.0
2023-06-06,6.4568,6.8037,6.4086,6.717,3310535.0
2023-06-07,6.823,7.1169,6.8085,7.0543,1598515.0
2023-06-08,7.0639,7.0928,6.8471,7.0253,1304610.0
2023-06-09,7.0253,7.1323,6.9675,6.9868,636308.0
2023-06-10,7.0253,7.1323,6.9675,6.9868,636308.0
2023-06-11,7.0253,7.1323,6.9675,6.9868,636308.0
2023-06-12,6.9772,7.0928,6.9193,7.0157,788703.0
2023-06-13,7.0832,7.2181,7.0543,7.0832,739035.0
2023-06-14,7.141,7.3,7.0832,7.2181,1116264.0
2023-06-15,7.1603,7.2566,7.029,7.2566,973573.0
2023-06-16,7.2855,7.2855,6.9097,7.0928,1564602.0
2023-06-17,7.2855,7.2855,6.9097,7.0928,1564602.0
2023-06-18,7.2855,7.2855,6.9097,7.0928,1564602.0
2023-06-19,7.2855,7.2855,6.9097,7.0928,1564602.0
2023-06-20,7.1121,7.1699,6.9772,7.1121,938221.0
2023-06-21,7.1314,7.2084,6.9483,6.9772,1909280.0
2023-06-22,7.0639,7.7529,7.0061,7.5457,3012043.0
2023-06-23,7.3819,7.4165,6.9723,7.035,2448303.0
2023-06-24,7.3819,7.4165,6.9723,7.035,2448303.0
2023-06-25,7.3819,7.4165,6.9723,7.035,2448303.0
2023-06-26,7.0446,7.0543,6.8422,6.9483,1213509.0
2023-06-27,6.9675,7.247,6.9145,7.141,1099449.0
2023-06-28,7.1506,7.1795,7.0687,7.1699,1528172.0
2023-06-29,7.2181,7.4205,7.1699,7.3819,930627.0
2023-06-30,7.4397,7.4542,7.353,7.4301,526153.0
2023-07-01,7.4397,7.4542,7.353,7.4301,526153.0
2023-07-02,7.4397,7.4542,7.353,7.4301,526153.0
2023-07-03,7.4012,7.7096,7.4012,7.6228,981528.0
2023-07-04,7.4012,7.7096,7.4012,7.6228,981528.0
2023-07-05,7.5545,7.5936,7.3788,7.5252,1005268.0
2023-07-06,7.4472,7.4618,7.2031,7.3691,1069895.0
2023-07-07,7.33,7.535,7.33,7.4472,925328.0
2023-07-08,7.33,7.535,7.33,7.4472,925328.0
2023-07-09,7.33,7.535,7.33,7.4472,925328.0
2023-07-10,7.3788,7.6033,7.2373,7.2617,633816.0
2023-07-11,7.33,7.4276,7.2812,7.4179,528568.0
2023-07-12,7.5155,7.5936,7.4081,7.4276,540172.0
2023-07-13,7.4276,7.6424,7.3593,7.6131,715811.0
2023-07-14,7.6131,7.6131,7.33,7.4374,620602.0
2023-07-15,7.6131,7.6131,7.33,7.4374,620602.0
2023-07-16,7.6131,7.6131,7.33,7.4374,620602.0
2023-07-17,7.4179,7.5643,7.3593,7.496,772326.0
2023-07-18,7.5057,7.7253,7.4717,7.6716,669535.0
2023-07-19,7.7204,7.8083,7.535,7.7985,827760.0
2023-07-20,7.7692,7.7692,7.6424,7.7107,442352.0
2023-07-21,7.779,7.8717,7.7497,7.818,712544.0
2023-07-22,7.779,7.8717,7.7497,7.818,712544.0
2023-07-23,7.779,7.8717,7.7497,7.818,712544.0
2023-07-24,7.8473,8.0303,7.818,7.9742,738271.0
2023-07-25,7.9742,8.1206,7.9547,8.0913,710300.0
2023-07-26,8.0718,8.1987,8.0718,8.1889,458662.0
2023-07-27,8.228,8.2475,8.0035,8.0718,707588.0
2023-07-28,8.1792,8.267,8.0767,8.1401,429712.0
2023-07-29,8.1792,8.267,8.0767,8.1401,429712.0
2023-07-30,8.1792,8.267,8.0767,8.1401,429712.0
2023-07-31,8.1792,8.3744,8.1401,8.3646,581923.0
2023-08-01,8.2963,8.4817,8.2475,8.4525,555908.0
2023-08-02,8.3451,8.5208,8.2768,8.4329,495403.0
2023-08-03,8.4037,8.4914,8.2768,8.4427,385648.0
