,ALXN US Equity,ALXN US Equity,ALXN US Equity,ALXN US Equity,ALXN US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-06-19,181.04,182.67,180.13,182.5,3.0
2022-06-20,181.04,182.67,180.13,182.5,3.0
2022-06-21,181.04,182.67,180.13,182.5,3.0
2022-06-22,181.04,182.67,180.13,182.5,3.0
2022-06-23,181.04,182.67,180.13,182.5,3.0
2022-06-24,181.04,182.67,180.13,182.5,3.0
2022-06-25,181.04,182.67,180.13,182.5,3.0
2022-06-26,181.04,182.67,180.13,182.5,3.0
2022-06-27,181.04,182.67,180.13,182.5,3.0
2022-06-28,181.04,182.67,180.13,182.5,3.0
2022-06-29,181.04,182.67,180.13,182.5,3.0
2022-06-30,181.04,182.67,180.13,182.5,3.0
2022-07-01,181.04,182.67,180.13,182.5,3.0
2022-07-02,181.04,182.67,180.13,182.5,3.0
2022-07-03,181.04,182.67,180.13,182.5,3.0
2022-07-04,181.04,182.67,180.13,182.5,3.0
2022-07-05,181.04,182.67,180.13,182.5,3.0
2022-07-06,181.04,182.67,180.13,182.5,3.0
2022-07-07,181.04,182.67,180.13,182.5,3.0
2022-07-08,181.04,182.67,180.13,182.5,3.0
2022-07-09,181.04,182.67,180.13,182.5,3.0
2022-07-10,181.04,182.67,180.13,182.5,3.0
2022-07-11,181.04,182.67,180.13,182.5,3.0
2022-07-12,181.04,182.67,180.13,182.5,3.0
2022-07-13,181.04,182.67,180.13,182.5,3.0
2022-07-14,181.04,182.67,180.13,182.5,3.0
2022-07-15,181.04,182.67,180.13,182.5,3.0
2022-07-16,181.04,182.67,180.13,182.5,3.0
2022-07-17,181.04,182.67,180.13,182.5,3.0
2022-07-18,181.04,182.67,180.13,182.5,3.0
2022-07-19,181.04,182.67,180.13,182.5,3.0
2022-07-20,181.04,182.67,180.13,182.5,3.0
2022-07-21,181.04,182.67,180.13,182.5,3.0
2022-07-22,181.04,182.67,180.13,182.5,3.0
2022-07-23,181.04,182.67,180.13,182.5,3.0
2022-07-24,181.04,182.67,180.13,182.5,3.0
2022-07-25,181.04,182.67,180.13,182.5,3.0
2022-07-26,181.04,182.67,180.13,182.5,3.0
2022-07-27,181.04,182.67,180.13,182.5,3.0
2022-07-28,181.04,182.67,180.13,182.5,3.0
2022-07-29,181.04,182.67,180.13,182.5,3.0
2022-07-30,181.04,182.67,180.13,182.5,3.0
2022-07-31,181.04,182.67,180.13,182.5,3.0
2022-08-01,181.04,182.67,180.13,182.5,3.0
2022-08-02,181.04,182.67,180.13,182.5,3.0
2022-08-03,181.04,182.67,180.13,182.5,3.0
2022-08-04,181.04,182.67,180.13,182.5,3.0
2022-08-05,181.04,182.67,180.13,182.5,3.0
2022-08-06,181.04,182.67,180.13,182.5,3.0
2022-08-07,181.04,182.67,180.13,182.5,3.0
2022-08-08,181.04,182.67,180.13,182.5,3.0
2022-08-09,181.04,182.67,180.13,182.5,3.0
2022-08-10,181.04,182.67,180.13,182.5,3.0
2022-08-11,181.04,182.67,180.13,182.5,3.0
2022-08-12,181.04,182.67,180.13,182.5,3.0
2022-08-13,181.04,182.67,180.13,182.5,3.0
2022-08-14,181.04,182.67,180.13,182.5,3.0
2022-08-15,181.04,182.67,180.13,182.5,3.0
2022-08-16,181.04,182.67,180.13,182.5,3.0
2022-08-17,181.04,182.67,180.13,182.5,3.0
2022-08-18,181.04,182.67,180.13,182.5,3.0
2022-08-19,181.04,182.67,180.13,182.5,3.0
2022-08-20,181.04,182.67,180.13,182.5,3.0
2022-08-21,181.04,182.67,180.13,182.5,3.0
2022-08-22,181.04,182.67,180.13,182.5,3.0
2022-08-23,181.04,182.67,180.13,182.5,3.0
2022-08-24,181.04,182.67,180.13,182.5,3.0
2022-08-25,181.04,182.67,180.13,182.5,3.0
2022-08-26,181.04,182.67,180.13,182.5,3.0
2022-08-27,181.04,182.67,180.13,182.5,3.0
2022-08-28,181.04,182.67,180.13,182.5,3.0
2022-08-29,181.04,182.67,180.13,182.5,3.0
2022-08-30,181.04,182.67,180.13,182.5,3.0
2022-08-31,181.04,182.67,180.13,182.5,3.0
2022-09-01,181.04,182.67,180.13,182.5,3.0
2022-09-02,181.04,182.67,180.13,182.5,3.0
2022-09-03,181.04,182.67,180.13,182.5,3.0
2022-09-04,181.04,182.67,180.13,182.5,3.0
2022-09-05,181.04,182.67,180.13,182.5,3.0
2022-09-06,181.04,182.67,180.13,182.5,3.0
2022-09-07,181.04,182.67,180.13,182.5,3.0
2022-09-08,181.04,182.67,180.13,182.5,3.0
2022-09-09,181.04,182.67,180.13,182.5,3.0
2022-09-10,181.04,182.67,180.13,182.5,3.0
2022-09-11,181.04,182.67,180.13,182.5,3.0
2022-09-12,181.04,182.67,180.13,182.5,3.0
2022-09-13,181.04,182.67,180.13,182.5,3.0
2022-09-14,181.04,182.67,180.13,182.5,3.0
2022-09-15,181.04,182.67,180.13,182.5,3.0
2022-09-16,181.04,182.67,180.13,182.5,3.0
2022-09-17,181.04,182.67,180.13,182.5,3.0
2022-09-18,181.04,182.67,180.13,182.5,3.0
2022-09-19,181.04,182.67,180.13,182.5,3.0
2022-09-20,181.04,182.67,180.13,182.5,3.0
2022-09-21,181.04,182.67,180.13,182.5,3.0
2022-09-22,181.04,182.67,180.13,182.5,3.0
2022-09-23,181.04,182.67,180.13,182.5,3.0
2022-09-24,181.04,182.67,180.13,182.5,3.0
2022-09-25,181.04,182.67,180.13,182.5,3.0
2022-09-26,181.04,182.67,180.13,182.5,3.0
2022-09-27,181.04,182.67,180.13,182.5,3.0
2022-09-28,181.04,182.67,180.13,182.5,3.0
2022-09-29,181.04,182.67,180.13,182.5,3.0
2022-09-30,181.04,182.67,180.13,182.5,3.0
2022-10-01,181.04,182.67,180.13,182.5,3.0
2022-10-02,181.04,182.67,180.13,182.5,3.0
2022-10-03,181.04,182.67,180.13,182.5,3.0
2022-10-04,181.04,182.67,180.13,182.5,3.0
2022-10-05,181.04,182.67,180.13,182.5,3.0
2022-10-06,181.04,182.67,180.13,182.5,3.0
2022-10-07,181.04,182.67,180.13,182.5,3.0
2022-10-08,181.04,182.67,180.13,182.5,3.0
2022-10-09,181.04,182.67,180.13,182.5,3.0
2022-10-10,181.04,182.67,180.13,182.5,3.0
2022-10-11,181.04,182.67,180.13,182.5,3.0
2022-10-12,181.04,182.67,180.13,182.5,3.0
2022-10-13,181.04,182.67,180.13,182.5,3.0
2022-10-14,181.04,182.67,180.13,182.5,3.0
2022-10-15,181.04,182.67,180.13,182.5,3.0
