,MBUU US Equity,MBUU US Equity,MBUU US Equity,MBUU US Equity,MBUU US Equity
2021-09-15,67.97,68.99,67.0,68.66,218999.0
2021-09-16,68.78,69.72,67.68,67.85,228778.0
2021-09-17,67.32,68.9399,65.5,68.63,624119.0
2021-09-18,67.32,68.9399,65.5,68.63,624119.0
2021-09-19,67.32,68.9399,65.5,68.63,624119.0
2021-09-20,66.63,67.92,65.7,66.76,270668.0
2021-09-21,67.42,67.8575,66.16,66.31,167129.0
2021-09-22,67.0,69.1,66.58,68.06,149362.0
2021-09-23,68.06,69.84,68.06,69.42,123124.0
2021-09-24,69.02,71.18,68.01,69.75,144557.0
2021-09-25,69.02,71.18,68.01,69.75,144557.0
2021-09-26,69.02,71.18,68.01,69.75,144557.0
2021-09-27,70.1,71.21,68.99,70.45,132102.0
2021-09-28,70.33,72.07,69.53,71.56,165418.0
2021-09-29,71.65,72.65,70.31,70.46,121635.0
2021-09-30,71.45,71.45,69.3,69.98,151506.0
2021-10-01,69.91,73.2,69.57,72.65,174255.0
2021-10-02,69.91,73.2,69.57,72.65,174255.0
2021-10-03,69.91,73.2,69.57,72.65,174255.0
2021-10-04,72.62,73.18,70.45,71.37,109349.0
2021-10-05,71.78,73.59,71.01,71.83,136903.0
2021-10-06,71.09,72.44,70.3475,71.76,83815.0
2021-10-07,72.63,73.87,72.63,72.7,91411.0
2021-10-08,72.21,72.6961,70.965,71.2,68403.0
2021-10-09,72.21,72.6961,70.965,71.2,68403.0
2021-10-10,72.21,72.6961,70.965,71.2,68403.0
2021-10-11,71.44,71.54,69.1,69.2,84475.0
2021-10-12,69.32,70.1,68.77,69.16,78841.0
2021-10-13,69.36,69.84,68.3,69.3,93903.0
2021-10-14,70.11,71.27,69.89,70.41,82470.0
2021-10-15,71.37,71.47,69.62,69.62,88311.0
2021-10-16,71.37,71.47,69.62,69.62,88311.0
2021-10-17,71.37,71.47,69.62,69.62,88311.0
2021-10-18,69.34,71.18,68.385,71.01,158717.0
2021-10-19,71.18,71.18,68.3,69.01,128094.0
2021-10-20,68.97,68.97,67.15,67.94,222052.0
2021-10-21,67.68,70.5,67.68,69.41,138958.0
2021-10-22,69.25,70.6,69.12,69.68,87345.0
2021-10-23,69.25,70.6,69.12,69.68,87345.0
2021-10-24,69.25,70.6,69.12,69.68,87345.0
2021-10-25,69.87,70.85,69.05,70.57,56663.0
2021-10-26,70.67,70.67,67.78,67.83,115294.0
2021-10-27,68.08,68.08,66.74,66.89,142367.0
2021-10-28,67.33,69.02,67.33,68.98,97488.0
2021-10-29,68.85,70.62,68.4,70.61,81340.0
2021-10-30,68.85,70.62,68.4,70.61,81340.0
2021-10-31,68.85,70.62,68.4,70.61,81340.0
2021-11-01,70.89,74.27,70.61,73.94,130574.0
2021-11-02,73.93,73.93,71.78,72.12,113189.0
2021-11-03,71.88,75.32,71.7604,74.25,132759.0
2021-11-04,75.56,77.83,74.86,75.05,191387.0
2021-11-05,76.23,78.1,75.94,77.03,129989.0
2021-11-06,76.23,78.1,75.94,77.03,129989.0
2021-11-07,76.23,78.1,75.94,77.03,129989.0
2021-11-08,77.1,77.97,74.55,74.86,150759.0
2021-11-09,74.86,75.95,73.23,73.58,122767.0
2021-11-10,72.84,73.65,72.01,72.83,136419.0
2021-11-11,72.84,72.84,70.42,70.93,126161.0
2021-11-12,71.4,72.11,70.885,71.44,185060.0
2021-11-13,71.4,72.11,70.885,71.44,185060.0
2021-11-14,71.4,72.11,70.885,71.44,185060.0
2021-11-15,71.61,71.9,69.685,70.13,118586.0
2021-11-16,70.34,71.92,70.0,71.74,126977.0
2021-11-17,71.51,72.55,70.83,72.36,101323.0
2021-11-18,72.51,73.7029,70.9301,71.69,156881.0
2021-11-19,71.18,72.2,70.62,70.78,77385.0
2021-11-20,71.18,72.2,70.62,70.78,77385.0
2021-11-21,71.18,72.2,70.62,70.78,77385.0
2021-11-22,71.32,74.02,70.11,73.81,245221.0
2021-11-23,73.51,75.23,72.3801,75.03,219049.0
2021-11-24,74.51,76.8,73.7517,75.36,129608.0
2021-11-25,74.51,76.8,73.7517,75.36,129608.0
2021-11-26,72.94,73.8,70.32,71.63,113425.0
2021-11-27,72.94,73.8,70.32,71.63,113425.0
2021-11-28,72.94,73.8,70.32,71.63,113425.0
2021-11-29,72.76,72.76,69.7918,70.98,99208.0
2021-11-30,70.41,71.12,68.2,69.47,193952.0
2021-12-01,71.25,73.46,70.08,70.18,112188.0
2021-12-02,70.36,72.41,70.19,71.33,97273.0
2021-12-03,71.19,71.9048,68.3,69.4,107736.0
2021-12-04,71.19,71.9048,68.3,69.4,107736.0
2021-12-05,71.19,71.9048,68.3,69.4,107736.0
2021-12-06,69.83,71.605,69.01,70.91,95564.0
2021-12-07,71.8,72.115,69.96,70.55,93103.0
2021-12-08,70.92,70.92,68.37,68.5,196964.0
2021-12-09,68.0,68.51,65.86,67.04,260398.0
2021-12-10,67.95,69.28,67.02,67.69,173546.0
2021-12-11,67.95,69.28,67.02,67.69,173546.0
2021-12-12,67.95,69.28,67.02,67.69,173546.0
2021-12-13,68.05,68.855,66.5,67.1,99748.0
2021-12-14,66.6,69.15,66.6,67.09,113431.0
2021-12-15,67.0,68.6,65.27,68.48,105657.0
2021-12-16,69.01,69.37,66.8227,67.29,156129.0
2021-12-17,67.22,68.5644,64.4144,65.26,250342.0
2021-12-18,67.22,68.5644,64.4144,65.26,250342.0
2021-12-19,67.22,68.5644,64.4144,65.26,250342.0
2021-12-20,64.39,64.39,61.57,63.01,217553.0
2021-12-21,63.93,65.51,63.523,64.59,91658.0
2021-12-22,64.94,65.75,64.66,65.45,91498.0
2021-12-23,65.9,66.92,65.29,66.59,57829.0
2021-12-24,65.9,66.92,65.29,66.59,57829.0
2021-12-25,65.9,66.92,65.29,66.59,57829.0
2021-12-26,65.9,66.92,65.29,66.59,57829.0
2021-12-27,66.52,67.67,66.2542,67.45,60895.0
2021-12-28,68.135,68.71,67.21,67.58,63210.0
2021-12-29,67.5,68.71,67.1443,68.59,46436.0
2021-12-30,68.42,69.95,68.42,69.33,67641.0
2021-12-31,69.35,69.91,68.39,68.73,71097.0
2022-01-01,69.35,69.91,68.39,68.73,71097.0
2022-01-02,69.35,69.91,68.39,68.73,71097.0
2022-01-03,69.36,70.4707,68.54,69.69,96680.0
2022-01-04,69.66,70.7,68.41,68.55,59136.0
2022-01-05,68.38,69.28,66.67,66.73,94890.0
2022-01-06,67.02,70.415,66.54,69.87,146982.0
2022-01-07,69.48,70.4,66.62,67.1,148138.0
2022-01-08,69.48,70.4,66.62,67.1,148138.0
2022-01-09,69.48,70.4,66.62,67.1,148138.0
2022-01-10,66.66,67.65,64.25,67.31,138278.0
2022-01-11,67.69,67.85,65.78,66.3,151206.0
2022-01-12,66.79,67.44,64.67,65.33,134731.0
2022-01-13,65.71,67.15,65.12,66.04,112311.0
2022-01-14,65.22,66.19,64.0,65.13,104772.0
2022-01-15,65.22,66.19,64.0,65.13,104772.0
2022-01-16,65.22,66.19,64.0,65.13,104772.0
2022-01-17,65.22,66.19,64.0,65.13,104772.0
2022-01-18,64.4,64.605,62.04,62.55,170755.0
2022-01-19,62.46,63.925,60.54,61.74,147424.0
2022-01-20,62.24,62.58,58.91,59.11,171870.0
2022-01-21,59.62,59.62,56.38,56.77,306314.0
2022-01-22,59.62,59.62,56.38,56.77,306314.0
2022-01-23,59.62,59.62,56.38,56.77,306314.0
2022-01-24,55.675,61.76,55.2835,61.43,364401.0
2022-01-25,60.23,61.99,58.83,61.09,202130.0
2022-01-26,61.6,62.68,59.77,60.34,188493.0
2022-01-27,61.27,62.21,58.94,60.7,267067.0
2022-01-28,60.27,63.66,60.05,63.66,304101.0
2022-01-29,60.27,63.66,60.05,63.66,304101.0
2022-01-30,60.27,63.66,60.05,63.66,304101.0
2022-01-31,63.32,66.38,62.67,65.66,498412.0
2022-02-01,66.03,68.39,65.59,68.21,316132.0
2022-02-02,68.01,68.01,64.74,64.93,158854.0
2022-02-03,64.71,67.05,63.86,64.28,250309.0
2022-02-04,64.21,65.0,62.25,63.85,105876.0
2022-02-05,64.21,65.0,62.25,63.85,105876.0
2022-02-06,64.21,65.0,62.25,63.85,105876.0
2022-02-07,63.71,65.03,63.25,64.73,128415.0
2022-02-08,66.97,70.44,65.5,70.16,254053.0
2022-02-09,71.63,72.47,69.86,69.95,207273.0
2022-02-10,68.67,70.81,67.83,68.42,168255.0
2022-02-11,68.61,69.99,68.25,68.82,129829.0
2022-02-12,68.61,69.99,68.25,68.82,129829.0
2022-02-13,68.61,69.99,68.25,68.82,129829.0
2022-02-14,68.84,69.54,66.525,67.31,207514.0
2022-02-15,68.22,70.025,68.14,69.39,148747.0
2022-02-16,68.74,68.75,67.61,68.41,101203.0
2022-02-17,67.65,67.94,66.49,67.55,104009.0
2022-02-18,67.64,68.72,66.79,67.65,122512.0
2022-02-19,67.64,68.72,66.79,67.65,122512.0
2022-02-20,67.64,68.72,66.79,67.65,122512.0
2022-02-21,67.64,68.72,66.79,67.65,122512.0
2022-02-22,67.2,68.615,66.04,67.37,211792.0
2022-02-23,67.52,68.6,66.6428,67.5,135755.0
2022-02-24,65.68,68.06,64.9993,67.9,135454.0
2022-02-25,68.25,69.12,67.14,69.03,87749.0
2022-02-26,68.25,69.12,67.14,69.03,87749.0
2022-02-27,68.25,69.12,67.14,69.03,87749.0
2022-02-28,68.33,70.88,68.2787,69.67,123326.0
2022-03-01,69.69,69.88,67.71,68.55,94960.0
2022-03-02,68.89,71.28,68.55,70.44,65276.0
2022-03-03,70.51,70.51,68.47,69.72,97488.0
2022-03-04,68.62,69.25,65.41,65.96,181614.0
2022-03-05,68.62,69.25,65.41,65.96,181614.0
2022-03-06,68.62,69.25,65.41,65.96,181614.0
2022-03-07,65.5,65.65,58.92,59.27,253559.0
2022-03-08,59.26,62.58,58.5,61.18,185069.0
2022-03-09,62.62,65.24,62.62,64.29,173128.0
2022-03-10,63.0,63.71,62.36,63.25,121885.0
2022-03-11,64.04,64.41,60.08,60.42,216660.0
2022-03-12,64.04,64.41,60.08,60.42,216660.0
2022-03-13,64.04,64.41,60.08,60.42,216660.0
2022-03-14,60.94,60.94,57.24,58.0,326842.0
2022-03-15,57.99,59.585,57.61,59.51,224165.0
2022-03-16,60.42,62.44,60.0,61.34,229915.0
2022-03-17,61.1,61.13,59.185,59.9,105266.0
2022-03-18,59.69,61.33,58.75,61.29,279559.0
2022-03-19,59.69,61.33,58.75,61.29,279559.0
2022-03-20,59.69,61.33,58.75,61.29,279559.0
2022-03-21,61.44,61.95,60.505,61.35,172396.0
2022-03-22,61.75,63.13,61.42,62.01,86912.0
2022-03-23,61.64,62.79,57.97,58.51,226763.0
2022-03-24,59.25,59.5,57.61,59.37,118947.0
2022-03-25,59.38,59.6,58.05,59.17,130992.0
2022-03-26,59.38,59.6,58.05,59.17,130992.0
2022-03-27,59.38,59.6,58.05,59.17,130992.0
2022-03-28,59.2,59.89,57.74,59.7,100488.0
2022-03-29,60.63,63.61,60.63,63.22,255577.0
2022-03-30,62.74,62.8,60.5,60.54,132984.0
2022-03-31,60.35,60.8451,57.79,58.01,251037.0
2022-04-01,58.18,58.585,55.63,55.94,273388.0
2022-04-02,58.18,58.585,55.63,55.94,273388.0
2022-04-03,58.18,58.585,55.63,55.94,273388.0
2022-04-04,56.5,57.01,55.66,56.16,258305.0
2022-04-05,56.42,56.78,52.97,53.09,415841.0
2022-04-06,53.05,53.05,50.265,50.94,438126.0
2022-04-07,51.08,51.36,49.359,50.71,378179.0
2022-04-08,50.64,51.715,49.41,50.72,172710.0
2022-04-09,50.64,51.715,49.41,50.72,172710.0
2022-04-10,50.64,51.715,49.41,50.72,172710.0
2022-04-11,50.0,52.29,49.5,52.03,197420.0
2022-04-12,52.34,54.9,52.08,52.09,269948.0
2022-04-13,52.35,52.96,52.14,52.33,142189.0
2022-04-14,52.53,53.59,51.82,52.21,155525.0
2022-04-15,52.53,53.59,51.82,52.21,155525.0
2022-04-16,52.53,53.59,51.82,52.21,155525.0
2022-04-17,52.53,53.59,51.82,52.21,155525.0
2022-04-18,52.2,52.63,51.33,52.52,129889.0
2022-04-19,52.45,54.67,52.45,53.69,159953.0
2022-04-20,54.21,54.75,52.74,53.39,184709.0
2022-04-21,54.14,54.21,51.68,52.04,182258.0
2022-04-22,51.65,51.7,49.76,50.57,181749.0
2022-04-23,51.65,51.7,49.76,50.57,181749.0
2022-04-24,51.65,51.7,49.76,50.57,181749.0
2022-04-25,49.91,52.205,49.17,51.94,168210.0
2022-04-26,51.31,51.31,49.3,49.3,162537.0
2022-04-27,49.1,50.01,48.51,49.3,138439.0
2022-04-28,50.28,51.33,49.01,50.54,225745.0
2022-04-29,50.27,52.235,50.07,50.29,236075.0
2022-04-30,50.27,52.235,50.07,50.29,236075.0
2022-05-01,50.27,52.235,50.07,50.29,236075.0
2022-05-02,50.25,51.23,49.42,51.15,262754.0
2022-05-03,50.87,52.11,50.345,51.97,247940.0
2022-05-04,52.19,54.0,51.295,53.96,162429.0
2022-05-05,53.14,53.175,50.94,52.01,161791.0
2022-05-06,51.55,52.1,50.29,51.89,349619.0
2022-05-07,51.55,52.1,50.29,51.89,349619.0
2022-05-08,51.55,52.1,50.29,51.89,349619.0
2022-05-09,50.89,52.85,50.6052,52.29,360095.0
2022-05-10,56.56,59.22,54.15,56.46,448306.0
2022-05-11,56.85,58.51,55.33,55.7,257322.0
2022-05-12,55.39,57.37,54.98,57.05,184383.0
2022-05-13,57.63,60.19,57.63,59.94,270385.0
2022-05-14,57.63,60.19,57.63,59.94,270385.0
2022-05-15,57.63,60.19,57.63,59.94,270385.0
2022-05-16,59.68,60.2,58.19,58.98,160267.0
2022-05-17,60.53,61.38,59.08,61.16,152097.0
2022-05-18,60.31,60.31,55.105,55.82,221548.0
2022-05-19,55.35,55.81,54.16,54.51,152482.0
2022-05-20,55.44,55.45,52.86,54.86,115223.0
2022-05-21,55.44,55.45,52.86,54.86,115223.0
2022-05-22,55.44,55.45,52.86,54.86,115223.0
2022-05-23,55.56,55.61,53.76,54.9,257377.0
2022-05-24,54.78,56.925,53.45,56.16,221026.0
2022-05-25,56.21,58.9,55.4,57.77,135223.0
2022-05-26,58.41,60.02,58.05,58.56,220649.0
2022-05-27,58.16,59.6299,58.16,58.56,186542.0
2022-05-28,58.16,59.6299,58.16,58.56,186542.0
2022-05-29,58.16,59.6299,58.16,58.56,186542.0
2022-05-30,58.16,59.6299,58.16,58.56,186542.0
2022-05-31,58.39,59.26,57.7122,58.6,145535.0
2022-06-01,59.42,59.9799,57.51,58.69,137048.0
2022-06-02,58.6,59.686,58.18,58.61,115776.0
2022-06-03,58.03,58.5799,56.44,56.94,116793.0
2022-06-04,58.03,58.5799,56.44,56.94,116793.0
2022-06-05,58.03,58.5799,56.44,56.94,116793.0
2022-06-06,57.6,58.925,56.845,58.66,163248.0
2022-06-07,58.0,59.595,56.93,58.99,106823.0
2022-06-08,58.59,59.4,57.9,59.25,76259.0
2022-06-09,59.07,59.75,58.77,59.09,86311.0
2022-06-10,58.2,58.96,55.51,55.89,150931.0
2022-06-11,58.2,58.96,55.51,55.89,150931.0
2022-06-12,58.2,58.96,55.51,55.89,150931.0
2022-06-13,54.34,55.61,53.31,53.63,149256.0
2022-06-14,53.96,55.06,52.83,54.91,116561.0
2022-06-15,55.16,55.36,53.41,53.8,174376.0
2022-06-16,52.55,52.67,48.31,48.72,197078.0
2022-06-17,49.29,51.4,49.29,51.2,200676.0
2022-06-18,49.29,51.4,49.29,51.2,200676.0
2022-06-19,49.29,51.4,49.29,51.2,200676.0
2022-06-20,49.29,51.4,49.29,51.2,200676.0
2022-06-21,52.04,52.285,50.5101,51.86,174416.0
2022-06-22,51.31,52.97,51.31,52.68,132304.0
2022-06-23,52.81,53.87,52.32,53.52,89398.0
2022-06-24,53.73,54.93,53.04,53.6,358574.0
2022-06-25,53.73,54.93,53.04,53.6,358574.0
2022-06-26,53.73,54.93,53.04,53.6,358574.0
2022-06-27,54.22,54.75,53.36,54.03,133024.0
2022-06-28,54.07,54.9699,53.05,53.33,461530.0
2022-06-29,53.18,53.965,52.23,53.89,163115.0
2022-06-30,52.91,53.545,51.54,52.71,166629.0
2022-07-01,52.34,53.48,51.58,53.03,135268.0
2022-07-02,52.34,53.48,51.58,53.03,135268.0
2022-07-03,52.34,53.48,51.58,53.03,135268.0
2022-07-04,52.34,53.48,51.58,53.03,135268.0
2022-07-05,52.42,55.25,51.92,54.89,205392.0
2022-07-06,54.93,55.52,53.6,54.51,121542.0
2022-07-07,54.76,56.43,54.76,55.98,191794.0
2022-07-08,55.73,56.38,54.96,56.38,140276.0
2022-07-09,55.73,56.38,54.96,56.38,140276.0
2022-07-10,55.73,56.38,54.96,56.38,140276.0
2022-07-11,55.77,56.18,55.08,55.96,161870.0
2022-07-12,55.95,57.46,55.95,56.66,99279.0
2022-07-13,55.71,57.98,55.41,57.52,95240.0
2022-07-14,56.8,57.45,55.89,56.47,103591.0
2022-07-15,57.5,58.205,56.18,57.5,86427.0
2022-07-16,57.5,58.205,56.18,57.5,86427.0
2022-07-17,57.5,58.205,56.18,57.5,86427.0
2022-07-18,58.06,58.06,55.62,56.26,147191.0
2022-07-19,56.71,58.28,56.71,57.79,125185.0
2022-07-20,57.87,59.93,57.59,59.57,208698.0
2022-07-21,59.58,60.675,58.74,60.5,181300.0
2022-07-22,60.5,60.7,59.59,60.16,107392.0
2022-07-23,60.5,60.7,59.59,60.16,107392.0
2022-07-24,60.5,60.7,59.59,60.16,107392.0
2022-07-25,60.42,60.6,59.59,60.5,92601.0
2022-07-26,60.32,60.9591,59.49,60.2,125280.0
2022-07-27,60.4,62.06,59.78,61.59,129454.0
2022-07-28,61.9,62.3,61.0,61.54,82187.0
2022-07-29,61.71,62.5,61.24,62.45,95924.0
2022-07-30,61.71,62.5,61.24,62.45,95924.0
2022-07-31,61.71,62.5,61.24,62.45,95924.0
2022-08-01,62.11,64.225,61.2708,62.9,153308.0
2022-08-02,62.83,62.83,60.15,61.64,126125.0
2022-08-03,61.92,64.0,61.92,63.23,102957.0
2022-08-04,63.21,63.99,62.01,63.1,56912.0
2022-08-05,62.63,63.65,62.0601,62.98,56138.0
2022-08-06,62.63,63.65,62.0601,62.98,56138.0
2022-08-07,62.63,63.65,62.0601,62.98,56138.0
2022-08-08,63.22,64.68,63.22,64.2,77783.0
2022-08-09,64.12,64.12,62.28,63.36,85668.0
2022-08-10,64.33,65.1168,64.01,65.03,69183.0
2022-08-11,65.56,66.03,64.661,64.96,103837.0
2022-08-12,65.25,66.86,65.04,66.53,112636.0
2022-08-13,65.25,66.86,65.04,66.53,112636.0
2022-08-14,65.25,66.86,65.04,66.53,112636.0
2022-08-15,66.3,68.165,65.635,68.05,121059.0
2022-08-16,67.69,69.91,67.294,68.37,130451.0
2022-08-17,67.47,69.48,67.47,69.0,167338.0
2022-08-18,69.41,70.87,69.31,70.49,140901.0
2022-08-19,69.75,70.26,67.715,68.33,167926.0
2022-08-20,69.75,70.26,67.715,68.33,167926.0
2022-08-21,69.75,70.26,67.715,68.33,167926.0
2022-08-22,67.78,67.98,66.13,66.56,170278.0
2022-08-23,66.6,68.0,66.58,66.82,109386.0
2022-08-24,66.97,68.045,66.45,67.19,395640.0
2022-08-25,67.8,67.8,63.39,66.39,382159.0
2022-08-26,67.0,67.71,63.0801,63.39,391602.0
2022-08-27,67.0,67.71,63.0801,63.39,391602.0
2022-08-28,67.0,67.71,63.0801,63.39,391602.0
2022-08-29,63.2,64.0,61.86,62.01,272869.0
2022-08-30,62.64,63.08,61.52,61.56,212412.0
2022-08-31,62.05,62.365,59.78,60.03,343368.0
2022-09-01,59.55,60.015,58.34,58.5,142811.0
2022-09-02,59.51,59.51,57.34,58.42,115425.0
2022-09-03,59.51,59.51,57.34,58.42,115425.0
2022-09-04,59.51,59.51,57.34,58.42,115425.0
2022-09-05,59.51,59.51,57.34,58.42,115425.0
2022-09-06,58.35,58.35,55.0,55.93,227190.0
2022-09-07,56.21,58.32,55.66,57.76,175514.0
2022-09-08,56.62,56.62,54.92,55.04,364701.0
2022-09-09,55.5,55.5,53.57,54.73,214552.0
2022-09-10,55.5,55.5,53.57,54.73,214552.0
2022-09-11,55.5,55.5,53.57,54.73,214552.0
2022-09-12,55.69,56.56,54.92,55.63,125540.0
2022-09-13,54.23,54.705,53.635,54.38,248006.0
2022-09-14,54.86,55.35,53.955,54.27,191504.0
2022-09-15,53.88,55.67,53.88,55.45,155033.0
2022-09-16,55.0,55.13,52.615,53.05,269602.0
2022-09-17,55.0,55.13,52.615,53.05,269602.0
2022-09-18,55.0,55.13,52.615,53.05,269602.0
2022-09-19,52.83,54.175,52.83,53.74,87711.0
2022-09-20,53.4,53.4,51.33,51.58,144959.0
2022-09-21,52.07,52.22,50.42,50.59,104338.0
2022-09-22,50.2,50.8,49.1,50.03,222727.0
2022-09-23,49.38,49.67,48.51,49.54,265953.0
2022-09-24,49.38,49.67,48.51,49.54,265953.0
2022-09-25,49.38,49.67,48.51,49.54,265953.0
2022-09-26,49.28,49.81,48.38,48.81,219598.0
2022-09-27,49.57,51.38,49.29,51.22,235328.0
2022-09-28,51.23,53.09,51.23,52.05,147677.0
2022-09-29,51.18,51.18,49.84,50.43,135774.0
2022-09-30,49.56,50.38,47.89,47.99,249563.0
2022-10-01,49.56,50.38,47.89,47.99,249563.0
2022-10-02,49.56,50.38,47.89,47.99,249563.0
2022-10-03,48.68,48.68,46.71,47.2,278886.0
2022-10-04,48.03,49.0,48.03,48.53,248050.0
2022-10-05,47.78,48.03,46.55,47.47,138499.0
2022-10-06,47.5,48.1399,46.86,48.01,124707.0
2022-10-07,47.85,48.26,46.525,46.96,117765.0
2022-10-08,47.85,48.26,46.525,46.96,117765.0
2022-10-09,47.85,48.26,46.525,46.96,117765.0
2022-10-10,47.21,47.3,46.3,47.27,141173.0
2022-10-11,47.23,48.83,46.69,48.42,155030.0
2022-10-12,48.42,49.38,47.86,49.15,143703.0
2022-10-13,48.23,50.24,47.51,49.94,104390.0
2022-10-14,50.04,50.26,47.14,47.17,159616.0
2022-10-15,50.04,50.26,47.14,47.17,159616.0
2022-10-16,50.04,50.26,47.14,47.17,159616.0
2022-10-17,47.68,48.1799,46.7,47.23,189573.0
2022-10-18,48.14,49.1731,48.0601,48.9,183807.0
2022-10-19,48.24,48.71,46.85,48.1,160786.0
2022-10-20,48.07,48.755,46.955,47.53,128834.0
2022-10-21,47.69,48.28,47.21,47.81,148263.0
2022-10-22,47.69,48.28,47.21,47.81,148263.0
2022-10-23,47.69,48.28,47.21,47.81,148263.0
2022-10-24,47.69,49.64,47.68,49.51,134635.0
2022-10-25,49.67,52.05,49.6,51.99,182649.0
2022-10-26,52.15,53.51,51.58,53.04,141309.0
2022-10-27,53.44,53.72,52.36,52.64,139118.0
2022-10-28,52.63,54.35,51.94,53.83,113627.0
2022-10-29,52.63,54.35,51.94,53.83,113627.0
2022-10-30,52.63,54.35,51.94,53.83,113627.0
2022-10-31,53.3,54.06,52.57,52.9,117895.0
2022-11-01,53.49,54.67,52.96,53.73,101036.0
2022-11-02,53.25,53.71,51.22,51.24,198026.0
2022-11-03,50.71,52.57,49.85,52.25,140739.0
2022-11-04,51.09,56.285,51.09,53.96,205545.0
2022-11-05,51.09,56.285,51.09,53.96,205545.0
2022-11-06,51.09,56.285,51.09,53.96,205545.0
2022-11-07,53.9,53.995,52.5,53.64,121031.0
2022-11-08,53.58,55.38,53.41,55.1,166636.0
2022-11-09,54.87,55.48,53.81,54.3,170155.0
2022-11-10,56.15,58.825,56.15,57.79,161922.0
2022-11-11,58.05,60.62,57.64,60.02,123164.0
2022-11-12,58.05,60.62,57.64,60.02,123164.0
2022-11-13,58.05,60.62,57.64,60.02,123164.0
2022-11-14,59.28,60.48,58.1601,59.2,224421.0
2022-11-15,60.36,60.7,59.06,59.73,108238.0
2022-11-16,59.59,59.59,57.23,57.63,107786.0
2022-11-17,56.91,58.08,56.67,58.08,81418.0
2022-11-18,59.11,59.55,57.3,59.22,158769.0
2022-11-19,59.11,59.55,57.3,59.22,158769.0
2022-11-20,59.11,59.55,57.3,59.22,158769.0
2022-11-21,59.1,59.38,55.92,56.32,164667.0
2022-11-22,56.4,58.06,55.93,57.98,90849.0
2022-11-23,57.77,58.55,56.685,56.72,66341.0
2022-11-24,57.77,58.55,56.685,56.72,66341.0
2022-11-25,56.36,57.32,56.36,56.95,31639.0
2022-11-26,56.36,57.32,56.36,56.95,31639.0
2022-11-27,56.36,57.32,56.36,56.95,31639.0
2022-11-28,56.86,57.18,55.9501,56.58,101018.0
2022-11-29,56.63,57.695,55.99,56.94,70975.0
2022-11-30,56.94,57.77,55.3783,57.71,135904.0
2022-12-01,58.15,58.97,57.16,58.09,99776.0
2022-12-02,57.05,58.81,57.05,58.41,50227.0
2022-12-03,57.05,58.81,57.05,58.41,50227.0
2022-12-04,57.05,58.81,57.05,58.41,50227.0
2022-12-05,57.92,57.92,56.59,56.69,67865.0
2022-12-06,56.69,57.63,55.695,56.06,80832.0
2022-12-07,55.66,56.77,55.41,55.66,107818.0
2022-12-08,55.76,56.3532,55.41,55.67,74060.0
2022-12-09,55.64,55.81,54.81,55.41,106835.0
2022-12-10,55.64,55.81,54.81,55.41,106835.0
2022-12-11,55.64,55.81,54.81,55.41,106835.0
2022-12-12,55.71,57.32,55.01,56.87,182977.0
2022-12-13,58.92,59.49,56.21,56.38,109935.0
2022-12-14,56.59,57.5,55.75,56.43,135633.0
2022-12-15,55.68,56.59,55.0901,55.95,144832.0
2022-12-16,55.77,56.8129,55.105,55.45,174789.0
2022-12-17,55.77,56.8129,55.105,55.45,174789.0
2022-12-18,55.77,56.8129,55.105,55.45,174789.0
2022-12-19,55.1,56.03,53.91,54.29,106564.0
2022-12-20,54.16,54.6,53.18,53.77,129544.0
2022-12-21,54.39,55.45,53.99,55.35,81249.0
2022-12-22,54.82,54.82,52.68,53.3,114335.0
2022-12-23,53.62,54.0,52.68,53.92,89075.0
2022-12-24,53.62,54.0,52.68,53.92,89075.0
2022-12-25,53.62,54.0,52.68,53.92,89075.0
2022-12-26,53.62,54.0,52.68,53.92,89075.0
2022-12-27,54.33,54.33,53.39,53.57,66329.0
2022-12-28,53.69,53.73,51.74,51.75,85380.0
2022-12-29,52.4,53.71,52.4,53.39,80670.0
2022-12-30,52.89,53.595,52.89,53.3,88104.0
2022-12-31,52.89,53.595,52.89,53.3,88104.0
2023-01-01,52.89,53.595,52.89,53.3,88104.0
2023-01-02,52.89,53.595,52.89,53.3,88104.0
2023-01-03,53.99,54.09,53.0,53.42,107969.0
2023-01-04,53.9,55.4,53.9,55.23,81374.0
2023-01-05,55.23,56.05,54.625,55.55,89227.0
2023-01-06,56.22,57.455,55.9,57.37,66391.0
2023-01-07,56.22,57.455,55.9,57.37,66391.0
2023-01-08,56.22,57.455,55.9,57.37,66391.0
2023-01-09,57.92,58.3,57.31,57.32,168518.0
2023-01-10,57.18,58.37,57.18,58.14,59654.0
2023-01-11,58.67,59.2,58.2414,58.59,77076.0
2023-01-12,58.99,59.4,58.01,59.17,65977.0
2023-01-13,58.49,59.3015,58.49,58.77,54670.0
2023-01-14,58.49,59.3015,58.49,58.77,54670.0
2023-01-15,58.49,59.3015,58.49,58.77,54670.0
2023-01-16,58.49,59.3015,58.49,58.77,54670.0
2023-01-17,58.99,59.5815,58.57,58.57,59111.0
2023-01-18,58.85,59.18,56.271,56.36,72761.0
2023-01-19,56.08,56.92,55.12,56.57,48593.0
2023-01-20,56.89,57.64,56.04,57.55,46653.0
2023-01-21,56.89,57.64,56.04,57.55,46653.0
2023-01-22,56.89,57.64,56.04,57.55,46653.0
