,KRO US Equity,KRO US Equity,KRO US Equity,KRO US Equity,KRO US Equity
2022-05-28,16.3622,16.3881,15.7584,16.0948,224376.0
2022-05-29,16.3622,16.3881,15.7584,16.0948,224376.0
2022-05-30,16.3622,16.3881,15.7584,16.0948,224376.0
2022-05-31,16.0862,16.6209,15.9654,16.4312,409842.0
2022-06-01,16.5864,17.0263,16.3536,16.9056,246529.0
2022-06-02,17.0522,17.0608,16.3708,16.9142,247382.0
2022-06-03,16.9316,16.9316,16.2965,16.5484,188249.0
2022-06-04,16.9316,16.9316,16.2965,16.5484,188249.0
2022-06-05,16.9316,16.9316,16.2965,16.5484,188249.0
2022-06-06,16.7139,16.9578,16.5832,16.8794,151923.0
2022-06-07,16.7661,16.949,16.4439,16.9142,217062.0
2022-06-08,16.8358,17.2235,16.679,16.8707,186576.0
2022-06-09,16.7836,16.8881,16.4918,16.679,159506.0
2022-06-10,16.679,16.679,16.1086,16.3307,222898.0
2022-06-11,16.679,16.679,16.1086,16.3307,222898.0
2022-06-12,16.679,16.679,16.1086,16.3307,222898.0
2022-06-13,15.9387,16.1216,15.3378,16.0084,701837.0
2022-06-14,15.9823,16.3307,15.7732,16.2958,258015.0
2022-06-15,16.3219,16.5136,16.1478,16.3742,275160.0
2022-06-16,16.1216,16.1216,15.6861,15.8168,290771.0
2022-06-17,15.9561,16.1042,15.5119,15.6339,369813.0
2022-06-18,15.9561,16.1042,15.5119,15.6339,369813.0
2022-06-19,15.9561,16.1042,15.5119,15.6339,369813.0
2022-06-20,15.9561,16.1042,15.5119,15.6339,369813.0
2022-06-21,15.7558,16.1869,15.5555,16.1478,344637.0
2022-06-22,15.7994,16.0955,15.6078,16.0171,207985.0
2022-06-23,16.0694,16.0694,15.2942,15.3987,429785.0
2022-06-24,15.5207,16.47,15.4336,16.4265,1140889.0
2022-06-25,15.5207,16.47,15.4336,16.4265,1140889.0
2022-06-26,15.5207,16.47,15.4336,16.4265,1140889.0
2022-06-27,16.4613,16.4613,16.0607,16.2174,298606.0
2022-06-28,16.2871,16.7139,16.2871,16.6965,421188.0
2022-06-29,16.7226,16.949,15.66,16.0868,416968.0
2022-06-30,15.8778,16.2261,15.6165,16.0258,261467.0
2022-07-01,15.8603,16.0607,15.525,15.869,169855.0
2022-07-02,15.8603,16.0607,15.525,15.869,169855.0
2022-07-03,15.8603,16.0607,15.525,15.869,169855.0
2022-07-04,15.8603,16.0607,15.525,15.869,169855.0
2022-07-05,15.7384,15.7384,14.85,15.1287,701721.0
2022-07-06,15.0678,15.0765,14.4232,14.8239,584673.0
2022-07-07,15.0155,15.3334,14.9284,15.1113,406754.0
2022-07-08,15.181,15.181,14.7803,14.8674,259777.0
2022-07-09,15.181,15.181,14.7803,14.8674,259777.0
2022-07-10,15.181,15.181,14.7803,14.8674,259777.0
2022-07-11,14.7978,14.9894,14.7455,14.7803,265375.0
2022-07-12,14.7281,15.0242,14.6497,14.7716,308806.0
2022-07-13,14.6323,14.7803,14.4581,14.6845,301097.0
2022-07-14,14.4232,14.5103,13.9616,14.2055,288613.0
2022-07-15,14.4232,14.4232,14.1184,14.249,204646.0
2022-07-16,14.4232,14.4232,14.1184,14.249,204646.0
2022-07-17,14.4232,14.4232,14.1184,14.249,204646.0
2022-07-18,14.4407,14.8936,14.3786,14.5452,279122.0
2022-07-19,14.641,15.2768,14.641,15.181,220490.0
2022-07-20,15.1897,15.2855,15.0416,15.1984,142362.0
2022-07-21,15.0678,15.1897,14.8587,15.181,182593.0
2022-07-22,15.2942,15.2942,14.8613,14.9632,240356.0
2022-07-23,15.2942,15.2942,14.8613,14.9632,240356.0
2022-07-24,15.2942,15.2942,14.8613,14.9632,240356.0
2022-07-25,14.9719,15.2419,14.9719,15.2245,219200.0
2022-07-26,15.2332,15.2332,14.911,15.0503,215710.0
2022-07-27,14.9981,15.2071,14.8936,15.0765,242613.0
2022-07-28,15.0765,15.1974,14.7716,15.0852,244671.0
2022-07-29,15.2942,15.5076,15.12,15.3029,244261.0
2022-07-30,15.2942,15.5076,15.12,15.3029,244261.0
2022-07-31,15.2942,15.5076,15.12,15.3029,244261.0
2022-08-01,15.4423,15.4945,15.1026,15.451,214875.0
2022-08-02,15.5032,15.5032,15.1452,15.3203,190874.0
2022-08-03,15.3203,15.451,15.0852,15.2855,216438.0
2022-08-04,14.641,14.7629,13.5871,14.371,483521.0
2022-08-05,14.2403,14.4581,14.0748,14.1968,287334.0
2022-08-06,14.2403,14.4581,14.0748,14.1968,287334.0
2022-08-07,14.2403,14.4581,14.0748,14.1968,287334.0
2022-08-08,14.1619,14.1619,13.3607,13.4652,543047.0
2022-08-09,13.5174,13.5707,13.0776,13.2648,233597.0
2022-08-10,13.5087,13.6219,13.169,13.1778,241186.0
2022-08-11,13.291,13.6481,13.2387,13.439,278322.0
2022-08-12,13.5,13.6568,13.3171,13.6394,193655.0
2022-08-13,13.5,13.6568,13.3171,13.6394,193655.0
2022-08-14,13.5,13.6568,13.3171,13.6394,193655.0
2022-08-15,13.4303,13.6742,13.3607,13.6481,152776.0
2022-08-16,13.5784,13.6829,13.4826,13.5261,275794.0
2022-08-17,13.3345,13.4554,12.9818,13.1865,472236.0
2022-08-18,13.2997,13.3519,13.1865,13.291,258850.0
2022-08-19,13.2648,13.2648,12.9948,13.021,316826.0
2022-08-20,13.2648,13.2648,12.9948,13.021,316826.0
2022-08-21,13.2648,13.2648,12.9948,13.021,316826.0
2022-08-22,12.8555,12.9861,12.5768,12.7684,587099.0
2022-08-23,12.8207,13.0123,12.7118,12.7336,206044.0
2022-08-24,12.69,12.7684,12.5071,12.5332,168434.0
2022-08-25,12.5332,12.7161,12.5071,12.6726,218836.0
2022-08-26,12.7248,12.7252,12.2545,12.2719,276282.0
2022-08-27,12.7248,12.7252,12.2545,12.2719,276282.0
2022-08-28,12.7248,12.7252,12.2545,12.2719,276282.0
2022-08-29,12.15,12.3329,11.9932,12.2197,254535.0
2022-08-30,12.1936,12.3852,11.9236,11.9497,295878.0
2022-08-31,11.9585,11.9585,11.3403,11.3756,466665.0
2022-09-01,11.3403,11.6582,11.2431,11.5081,305441.0
2022-09-02,11.5257,11.6494,11.1725,11.2784,224871.0
2022-09-03,11.5257,11.6494,11.1725,11.2784,224871.0
2022-09-04,11.5257,11.6494,11.1725,11.2784,224871.0
2022-09-05,11.5257,11.6494,11.1725,11.2784,224871.0
2022-09-06,11.3049,11.3579,11.1195,11.1725,248536.0
2022-09-07,11.1283,11.3403,11.0047,11.3403,211342.0
2022-09-08,11.2343,11.2343,10.987,11.1018,245025.0
2022-09-09,11.252,11.3579,11.199,11.2696,168714.0
2022-09-10,11.252,11.3579,11.199,11.2696,168714.0
2022-09-11,11.252,11.3579,11.199,11.2696,168714.0
2022-09-12,11.3226,11.5221,11.2696,11.4021,299985.0
2022-09-13,11.2166,11.2431,10.8369,10.9428,370766.0
2022-09-14,10.9605,11.0047,10.2804,10.3776,437024.0
2022-09-15,10.3688,10.5571,10.291,10.4217,420716.0
2022-09-16,10.3246,10.5719,10.1391,10.4306,831728.0
2022-09-17,10.3246,10.5719,10.1391,10.4306,831728.0
2022-09-18,10.3246,10.5719,10.1391,10.4306,831728.0
2022-09-19,10.2186,10.5277,10.1921,10.5012,330462.0
2022-09-20,10.3953,10.4041,10.0773,10.1921,297923.0
2022-09-21,10.2628,10.4482,9.9801,9.989,404209.0
2022-09-22,10.0155,10.2274,9.989,9.9978,291793.0
2022-09-23,9.8388,9.883,9.618,9.7064,278775.0
2022-09-24,9.8388,9.883,9.618,9.7064,278775.0
2022-09-25,9.8388,9.883,9.618,9.7064,278775.0
2022-09-26,9.6092,9.7064,9.4237,9.4326,277389.0
2022-09-27,9.1411,9.2736,8.1873,8.2667,720701.0
2022-09-28,8.3109,8.3727,7.9929,8.2756,465098.0
2022-09-29,8.1431,8.1431,7.6927,8.0018,431852.0
2022-09-30,8.0548,8.3816,8.0459,8.2491,478533.0
2022-10-01,8.0548,8.3816,8.0459,8.2491,478533.0
2022-10-02,8.0548,8.3816,8.0459,8.2491,478533.0
2022-10-03,8.3021,8.6598,8.1122,8.5582,513544.0
2022-10-04,8.7083,8.8585,8.6553,8.6907,547831.0
2022-10-05,8.5405,8.5494,8.2402,8.3374,323747.0
2022-10-06,8.2137,8.2491,7.4895,7.622,520940.0
2022-10-07,7.6308,7.728,7.5028,7.622,415064.0
2022-10-08,7.6308,7.728,7.5028,7.622,415064.0
2022-10-09,7.6308,7.728,7.5028,7.622,415064.0
2022-10-10,7.675,7.9753,7.6529,7.8163,396710.0
2022-10-11,7.7633,7.9753,7.7633,7.8605,284778.0
2022-10-12,7.9223,7.9223,7.6573,7.834,222688.0
2022-10-13,7.6043,7.94,7.5266,7.94,331406.0
2022-10-14,8.0548,8.0724,7.7457,7.8163,228881.0
2022-10-15,8.0548,8.0724,7.7457,7.8163,228881.0
2022-10-16,8.0548,8.0724,7.7457,7.8163,228881.0
2022-10-17,7.94,8.2491,7.9311,8.0018,602058.0
2022-10-18,8.0283,8.2491,8.0106,8.1873,318742.0
2022-10-19,8.0989,8.1298,8.0018,8.0548,354282.0
2022-10-20,8.0989,8.2491,7.9488,7.9841,181096.0
2022-10-21,8.0901,8.2491,7.9488,8.2491,214712.0
2022-10-22,8.0901,8.2491,7.9488,8.2491,214712.0
2022-10-23,8.0901,8.2491,7.9488,8.2491,214712.0
2022-10-24,8.1784,8.3021,7.9488,8.2137,314841.0
2022-10-25,8.1961,8.5979,8.1961,8.461,190422.0
2022-10-26,8.514,8.5935,8.2932,8.3816,243093.0
2022-10-27,8.514,8.6112,8.3109,8.3462,298396.0
2022-10-28,8.3727,8.4522,8.2667,8.3992,379264.0
2022-10-29,8.3727,8.4522,8.2667,8.3992,379264.0
2022-10-30,8.3727,8.4522,8.2667,8.3992,379264.0
2022-10-31,8.3992,8.5582,8.3904,8.3904,296972.0
2022-11-01,8.567,8.6465,8.461,8.4787,188500.0
2022-11-02,8.5405,8.6377,8.2227,8.2844,298311.0
2022-11-03,8.1254,8.3109,7.6485,7.8075,438061.0
2022-11-04,8.1343,8.7171,7.9489,8.4434,471072.0
2022-11-05,8.1343,8.7171,7.9489,8.4434,471072.0
2022-11-06,8.1343,8.7171,7.9489,8.4434,471072.0
2022-11-07,8.4699,8.6289,8.2226,8.4345,297409.0
2022-11-08,8.4257,8.5759,8.3021,8.3816,305672.0
2022-11-09,8.3286,8.4081,8.1254,8.1873,233249.0
2022-11-10,8.4699,8.7878,8.2756,8.7083,276545.0
2022-11-11,8.8143,9.1764,8.7878,9.0881,340841.0
2022-11-12,8.8143,9.1764,8.7878,9.0881,340841.0
2022-11-13,8.8143,9.1764,8.7878,9.0881,340841.0
2022-11-14,9.0175,9.0793,8.7834,8.8055,276143.0
2022-11-15,8.9645,9.1323,8.9026,8.9556,230005.0
2022-11-16,8.8938,8.9468,8.673,8.6818,177068.0
2022-11-17,8.5229,8.567,8.2756,8.5494,430204.0
2022-11-18,8.6553,8.6907,8.4345,8.5582,256612.0
2022-11-19,8.6553,8.6907,8.4345,8.5582,256612.0
2022-11-20,8.6553,8.6907,8.4345,8.5582,256612.0
2022-11-21,8.4699,8.6417,8.3904,8.514,223749.0
2022-11-22,8.6377,8.7967,8.5229,8.7613,283794.0
2022-11-23,8.7613,8.8754,8.5847,8.7437,239132.0
2022-11-24,8.7613,8.8754,8.5847,8.7437,239132.0
2022-11-25,8.6995,8.8232,8.6465,8.7348,103324.0
2022-11-26,8.6995,8.8232,8.6465,8.7348,103324.0
2022-11-27,8.6995,8.8232,8.6465,8.7348,103324.0
2022-11-28,8.6553,8.7333,8.3021,8.3197,265325.0
2022-11-29,8.3462,8.5229,8.3462,8.4964,227412.0
2022-11-30,8.5144,8.5234,8.0369,8.2981,415112.0
2022-12-01,8.3612,8.6045,8.199,8.2441,276463.0
2022-12-02,8.199,8.5144,8.145,8.3612,308842.0
2022-12-03,8.199,8.5144,8.145,8.3612,308842.0
2022-12-04,8.199,8.5144,8.145,8.3612,308842.0
2022-12-05,8.3342,8.4964,8.2891,8.4874,255425.0
2022-12-06,8.5324,8.7757,8.4874,8.6225,430239.0
2022-12-07,8.6495,8.8928,8.5775,8.8838,393093.0
2022-12-08,8.9739,9.325,8.9379,9.2262,626268.0
2022-12-09,9.1631,9.3433,9.1631,9.2802,360103.0
2022-12-10,9.1631,9.3433,9.1631,9.2802,360103.0
2022-12-11,9.1631,9.3433,9.1631,9.2802,360103.0
2022-12-12,9.2532,9.3523,8.8973,8.9649,479889.0
2022-12-13,9.082,9.3613,8.6946,8.7577,747357.0
2022-12-14,8.7306,8.7847,8.5234,8.6405,326477.0
2022-12-15,8.5594,8.613,8.3162,8.3612,209546.0
2022-12-16,8.3072,8.7847,8.2891,8.4423,593126.0
2022-12-17,8.3072,8.7847,8.2891,8.4423,593126.0
2022-12-18,8.3072,8.7847,8.2891,8.4423,593126.0
2022-12-19,8.5324,8.5775,8.154,8.2351,196584.0
2022-12-20,8.172,8.3072,8.172,8.19,184019.0
2022-12-21,8.2621,8.4333,8.2531,8.3612,150503.0
2022-12-22,8.3072,8.3792,8.0819,8.3072,595607.0
2022-12-23,8.3252,8.5504,8.2801,8.5414,332086.0
2022-12-24,8.3252,8.5504,8.2801,8.5414,332086.0
2022-12-25,8.3252,8.5504,8.2801,8.5414,332086.0
2022-12-26,8.3252,8.5504,8.2801,8.5414,332086.0
2022-12-27,8.5594,8.6766,8.5189,8.6045,269864.0
2022-12-28,8.6495,8.7216,8.2981,8.3072,182940.0
2022-12-29,8.3432,8.5865,8.3342,8.5144,180706.0
2022-12-30,8.4333,8.5611,8.3973,8.4693,169885.0
2022-12-31,8.4333,8.5611,8.3973,8.4693,169885.0
2023-01-01,8.4333,8.5611,8.3973,8.4693,169885.0
2023-01-02,8.4333,8.5611,8.3973,8.4693,169885.0
2023-01-03,8.6135,8.7306,8.4513,8.7216,217624.0
2023-01-04,8.8658,9.2172,8.8297,9.1361,235999.0
2023-01-05,9.037,9.082,8.7306,8.8478,263183.0
2023-01-06,8.9379,9.4244,8.9379,9.3793,241793.0
2023-01-07,8.9379,9.4244,8.9379,9.3793,241793.0
2023-01-08,8.9379,9.4244,8.9379,9.3793,241793.0
2023-01-09,9.4875,9.5415,9.1901,9.3974,256805.0
2023-01-10,9.4875,9.6496,9.4244,9.4965,227581.0
2023-01-11,9.6136,9.7668,9.5956,9.6496,168284.0
2023-01-12,9.6947,9.8118,9.6587,9.7578,141057.0
2023-01-13,9.7217,9.9109,9.6943,9.9109,193153.0
2023-01-14,9.7217,9.9109,9.6943,9.9109,193153.0
2023-01-15,9.7217,9.9109,9.6943,9.9109,193153.0
2023-01-16,9.7217,9.9109,9.6943,9.9109,193153.0
2023-01-17,9.9199,9.9199,9.6181,9.8028,165806.0
2023-01-18,9.938,10.2398,9.9289,10.001,350362.0
2023-01-19,9.938,9.9504,9.6181,9.7848,160343.0
2023-01-20,9.8659,9.8749,9.6767,9.8208,218968.0
2023-01-21,9.8659,9.8749,9.6767,9.8208,218968.0
2023-01-22,9.8659,9.8749,9.6767,9.8208,218968.0
2023-01-23,9.8479,9.947,9.7713,9.8208,152001.0
2023-01-24,9.8479,9.983,9.7307,9.9019,98995.0
2023-01-25,9.8298,9.9109,9.7127,9.9109,146147.0
2023-01-26,9.9109,10.2893,9.8479,10.2353,187172.0
2023-01-27,10.2263,10.3434,10.01,10.1902,179821.0
2023-01-28,10.2263,10.3434,10.01,10.1902,179821.0
2023-01-29,10.2263,10.3434,10.01,10.1902,179821.0
2023-01-30,10.1362,10.4497,10.0371,10.3704,175647.0
2023-01-31,10.3704,10.5146,10.2893,10.4966,221735.0
2023-02-01,10.4966,10.7398,10.3091,10.6317,183174.0
2023-02-02,10.6317,10.8209,10.5506,10.7489,167904.0
2023-02-03,10.5867,10.6768,10.4876,10.5867,149385.0
2023-02-04,10.5867,10.6768,10.4876,10.5867,149385.0
2023-02-05,10.5867,10.6768,10.4876,10.5867,149385.0
2023-02-06,10.5596,10.5596,10.3344,10.5146,145032.0
2023-02-07,10.4966,10.5777,10.3704,10.5236,108272.0
2023-02-08,10.4425,10.5236,10.2443,10.2984,96007.0
2023-02-09,10.3614,10.4966,9.8929,9.983,153774.0
2023-02-10,10.0281,10.1362,9.9289,10.0641,95819.0
2023-02-11,10.0281,10.1362,9.9289,10.0641,95819.0
2023-02-12,10.0281,10.1362,9.9289,10.0641,95819.0
2023-02-13,10.0911,10.1992,10.019,10.1722,91183.0
2023-02-14,10.1362,10.2217,10.0371,10.1542,116533.0
2023-02-15,10.0371,10.1452,9.9515,10.01,111894.0
2023-02-16,9.8749,9.938,9.6137,9.8298,163899.0
2023-02-17,9.8479,10.1001,9.7848,10.0281,114401.0
2023-02-18,9.8479,10.1001,9.7848,10.0281,114401.0
2023-02-19,9.8479,10.1001,9.7848,10.0281,114401.0
2023-02-20,9.8479,10.1001,9.7848,10.0281,114401.0
2023-02-21,9.8929,9.932,9.6767,9.7848,141021.0
2023-02-22,9.8479,10.1091,9.8479,10.0821,188263.0
2023-02-23,10.2173,10.7038,10.1552,10.6678,637488.0
2023-02-24,10.5146,10.7128,10.1276,10.6678,913461.0
2023-02-25,10.5146,10.7128,10.1276,10.6678,913461.0
2023-02-26,10.5146,10.7128,10.1276,10.6678,913461.0
2023-02-27,10.7218,10.8029,10.5687,10.7308,793152.0
2023-02-28,10.7218,10.7308,10.1182,10.1722,1042834.0
2023-03-01,10.2173,10.4515,10.1632,10.2803,222386.0
2023-03-02,10.1992,10.402,10.1362,10.3614,163179.0
2023-03-03,10.4605,10.6948,10.3704,10.6047,195127.0
2023-03-04,10.4605,10.6948,10.3704,10.6047,195127.0
2023-03-05,10.4605,10.6948,10.3704,10.6047,195127.0
2023-03-06,10.5314,10.5772,10.0827,10.0919,330442.0
2023-03-07,10.0735,10.101,9.753,9.9545,225699.0
2023-03-08,9.9545,9.9911,9.7988,9.9911,270983.0
2023-03-09,9.3684,9.5955,8.242,8.6358,787821.0
2023-03-10,8.5808,8.6449,8.2511,8.3885,579637.0
2023-03-11,8.5808,8.6449,8.2511,8.3885,579637.0
2023-03-12,8.5808,8.6449,8.2511,8.3885,579637.0
2023-03-13,8.2511,8.3427,8.0863,8.1779,492958.0
2023-03-14,8.361,8.361,7.6971,7.8299,545887.0
2023-03-15,7.6376,7.9398,7.5552,7.9306,417595.0
2023-03-16,7.8024,8.0674,7.7749,7.9673,331461.0
2023-03-17,7.8574,7.9398,7.7292,7.839,391907.0
2023-03-18,7.8574,7.9398,7.7292,7.839,391907.0
2023-03-19,7.8574,7.9398,7.7292,7.839,391907.0
2023-03-20,7.9306,7.9947,7.7841,7.9032,230071.0
2023-03-21,8.0955,8.3244,8.0268,8.1138,386047.0
2023-03-22,8.1229,8.187,7.9398,7.9673,222408.0
2023-03-23,7.9856,8.1504,7.8116,7.8757,234696.0
2023-03-24,7.8116,8.0314,7.7383,8.0222,228498.0
2023-03-25,7.8116,8.0314,7.7383,8.0222,228498.0
2023-03-26,7.8116,8.0314,7.7383,8.0222,228498.0
2023-03-27,8.1596,8.1916,8.0634,8.0955,224459.0
2023-03-28,8.0314,8.2328,8.0222,8.2328,234783.0
2023-03-29,8.3427,8.4251,8.2649,8.4068,252551.0
2023-03-30,8.4893,8.5442,8.3336,8.3794,176677.0
2023-03-31,8.4068,8.4709,8.3198,8.4343,271901.0
2023-04-01,8.4068,8.4709,8.3198,8.4343,271901.0
2023-04-02,8.4068,8.4709,8.3198,8.4343,271901.0
2023-04-03,8.4801,8.5991,8.2695,8.361,278066.0
2023-04-04,8.4435,8.4984,8.1413,8.187,263228.0
2023-04-05,8.187,8.2008,7.9947,8.1596,239201.0
2023-04-06,8.187,8.2328,8.068,8.1504,130656.0
2023-04-07,8.187,8.2328,8.068,8.1504,130656.0
2023-04-08,8.187,8.2328,8.068,8.1504,130656.0
2023-04-09,8.187,8.2328,8.068,8.1504,130656.0
2023-04-10,8.187,8.5717,8.1504,8.4526,270614.0
2023-04-11,8.4893,8.883,8.4893,8.764,281216.0
2023-04-12,8.9105,8.9105,8.4984,8.5076,213473.0
2023-04-13,8.5625,8.6266,8.4755,8.6083,167390.0
2023-04-14,8.6541,8.7221,8.4618,8.4984,153290.0
2023-04-15,8.6541,8.7221,8.4618,8.4984,153290.0
2023-04-16,8.6541,8.7221,8.4618,8.4984,153290.0
2023-04-17,8.5076,8.6449,8.4893,8.6358,139609.0
2023-04-18,8.6816,8.6816,8.4068,8.5167,152840.0
2023-04-19,8.4801,8.5801,8.4526,8.5534,91537.0
2023-04-20,8.4893,8.5763,8.4251,8.4709,126010.0
2023-04-21,8.4893,8.5625,8.4068,8.4435,149930.0
2023-04-22,8.4893,8.5625,8.4068,8.4435,149930.0
2023-04-23,8.4893,8.5625,8.4068,8.4435,149930.0
2023-04-24,8.416,8.5697,8.416,8.4526,112222.0
2023-04-25,8.3427,8.3427,8.0955,8.1046,171458.0
2023-04-26,8.0772,8.1504,8.0405,8.1138,151468.0
2023-04-27,8.1504,8.3061,8.1504,8.2878,154313.0
2023-04-28,8.2969,8.5579,8.2878,8.5167,164743.0
2023-04-29,8.2969,8.5579,8.2878,8.5167,164743.0
2023-04-30,8.2969,8.5579,8.2878,8.5167,164743.0
2023-05-01,8.5259,8.6358,8.5167,8.5808,177043.0
2023-05-02,8.5076,8.5076,8.1962,8.3702,164176.0
2023-05-03,8.4251,8.6816,8.3819,8.4251,190762.0
2023-05-04,8.1596,8.242,7.372,7.6284,433900.0
2023-05-05,7.7841,7.8574,7.6147,7.8116,249865.0
2023-05-06,7.7841,7.8574,7.6147,7.8116,249865.0
2023-05-07,7.7841,7.8574,7.6147,7.8116,249865.0
2023-05-08,7.8848,7.9022,7.6151,7.7017,207058.0
2023-05-09,7.6651,7.6651,7.427,7.5643,166574.0
2023-05-10,7.7566,7.7566,7.4544,7.6193,155519.0
2023-05-11,7.5277,7.5879,7.4727,7.5552,169995.0
2023-05-12,7.5735,7.6559,7.3171,7.3812,200923.0
2023-05-13,7.5735,7.6559,7.3171,7.3812,200923.0
2023-05-14,7.5735,7.6559,7.3171,7.3812,200923.0
2023-05-15,7.3812,7.4178,7.2163,7.3171,193104.0
2023-05-16,7.3354,7.3628,7.1064,7.1614,280967.0
2023-05-17,7.2163,7.5277,7.2117,7.5002,239120.0
2023-05-18,7.4636,7.7749,7.3354,7.7566,208155.0
2023-05-19,7.8299,7.8665,7.6261,7.7017,153725.0
2023-05-20,7.8299,7.8665,7.6261,7.7017,153725.0
2023-05-21,7.8299,7.8665,7.6261,7.7017,153725.0
2023-05-22,7.6742,8.0314,7.6742,7.9856,260595.0
2023-05-23,7.9673,8.0955,7.9306,7.9673,197596.0
2023-05-24,7.8757,7.8757,7.5048,7.7658,241365.0
2023-05-25,7.6651,7.839,7.6193,7.7749,142118.0
2023-05-26,7.7749,7.9398,7.7566,7.8848,130781.0
2023-05-27,7.7749,7.9398,7.7566,7.8848,130781.0
2023-05-28,7.7749,7.9398,7.7566,7.8848,130781.0
2023-05-29,7.7749,7.9398,7.7566,7.8848,130781.0
2023-05-30,7.9489,8.068,7.8757,7.9581,313980.0
2023-05-31,7.894,7.9215,7.5323,7.5552,227004.0
2023-06-01,7.6009,7.7841,7.5918,7.72,236521.0
2023-06-02,7.8605,8.3196,7.8512,8.2634,259062.0
2023-06-03,7.8605,8.3196,7.8512,8.2634,259062.0
2023-06-04,7.8605,8.3196,7.8512,8.2634,259062.0
2023-06-05,8.2915,8.3571,8.1135,8.1416,208429.0
2023-06-06,8.0666,8.3196,8.0573,8.2728,279889.0
2023-06-07,8.3477,8.5632,8.2072,8.5164,246883.0
2023-06-08,8.5257,8.5257,8.1884,8.3665,156475.0
2023-06-09,8.3477,8.3946,8.1978,8.3571,147073.0
2023-06-10,8.3477,8.3946,8.1978,8.3571,147073.0
2023-06-11,8.3477,8.3946,8.1978,8.3571,147073.0
2023-06-12,8.3665,8.4302,8.2353,8.3102,125003.0
2023-06-13,8.3196,8.6194,8.2729,8.6007,154975.0
2023-06-14,8.5726,8.6663,8.4695,8.5351,139330.0
2023-06-15,8.4882,8.5819,8.3852,8.5351,195912.0
2023-06-16,8.5257,8.5632,8.2728,8.3477,355033.0
2023-06-17,8.5257,8.5632,8.2728,8.3477,355033.0
2023-06-18,8.5257,8.5632,8.2728,8.3477,355033.0
2023-06-19,8.5257,8.5632,8.2728,8.3477,355033.0
2023-06-20,8.2634,8.3196,8.1322,8.1884,248662.0
2023-06-21,8.1041,8.4695,8.0685,8.4508,276442.0
2023-06-22,8.432,8.432,8.1791,8.2353,191840.0
2023-06-23,8.1322,8.1744,7.9823,8.076,940363.0
2023-06-24,8.1322,8.1744,7.9823,8.076,940363.0
2023-06-25,8.1322,8.1744,7.9823,8.076,940363.0
2023-06-26,8.0948,8.2353,8.062,8.1229,192070.0
2023-06-27,8.1416,8.2072,8.0198,8.0948,193944.0
2023-06-28,8.0854,8.0854,7.9261,8.0292,232610.0
2023-06-29,8.0198,8.1884,8.0151,8.1229,246485.0
2023-06-30,8.2447,8.2915,8.0873,8.1791,319372.0
2023-07-01,8.2447,8.2915,8.0873,8.1791,319372.0
2023-07-02,8.2447,8.2915,8.0873,8.1791,319372.0
2023-07-03,8.2072,8.4133,8.1556,8.3946,93177.0
2023-07-04,8.2072,8.4133,8.1556,8.3946,93177.0
2023-07-05,8.3009,8.3571,8.1041,8.1135,186520.0
2023-07-06,8.1135,8.1603,7.9261,8.1416,246258.0
2023-07-07,8.1697,8.6756,8.1697,8.5538,336778.0
2023-07-08,8.1697,8.6756,8.1697,8.5538,336778.0
2023-07-09,8.1697,8.6756,8.1697,8.5538,336778.0
2023-07-10,8.4976,8.6381,8.3665,8.4039,264508.0
2023-07-11,8.4695,8.5726,8.3852,8.5257,124166.0
2023-07-12,8.7225,8.8162,8.6194,8.7599,158813.0
2023-07-13,8.8349,8.9473,8.7225,8.9286,166874.0
2023-07-14,8.9192,8.9192,8.6015,8.7787,104578.0
2023-07-15,8.9192,8.9192,8.6015,8.7787,104578.0
2023-07-16,8.9192,8.9192,8.6015,8.7787,104578.0
2023-07-17,8.7225,8.9473,8.6944,8.863,162382.0
2023-07-18,8.9005,9.1722,8.9005,9.1253,146067.0
2023-07-19,9.1253,9.219,9.0785,9.1534,129153.0
2023-07-20,9.1441,9.1815,8.938,9.0129,103844.0
2023-07-21,9.0223,9.0223,8.7787,8.8911,92155.0
2023-07-22,9.0223,9.0223,8.7787,8.8911,92155.0
2023-07-23,9.0223,9.0223,8.7787,8.8911,92155.0
2023-07-24,8.9005,9.039,8.8724,8.9098,109727.0
2023-07-25,8.9192,9.0879,8.9192,8.9754,104349.0
2023-07-26,8.9754,9.1347,8.9754,9.0972,101758.0
2023-07-27,9.1066,9.1066,8.7881,8.8068,131619.0
2023-07-28,8.8536,9.0223,8.7131,8.7881,184520.0
2023-07-29,8.8536,9.0223,8.7131,8.7881,184520.0
2023-07-30,8.8536,9.0223,8.7131,8.7881,184520.0
2023-07-31,8.8443,8.8911,8.7459,8.7599,157009.0
2023-08-01,8.7599,8.9005,8.7599,8.8349,163067.0
2023-08-02,8.7225,8.8536,8.5538,8.6569,131469.0
2023-08-03,8.6007,8.6007,8.0011,8.2259,231490.0
2023-08-04,8.2259,8.4976,8.2259,8.4508,140171.0
2023-08-05,8.2259,8.4976,8.2259,8.4508,140171.0
2023-08-06,8.2259,8.4976,8.2259,8.4508,140171.0
2023-08-07,8.4789,8.6756,8.3946,8.6663,151022.0
2023-08-08,8.4976,8.507,8.1697,8.4695,175912.0
2023-08-09,8.4414,8.6381,8.3102,8.5445,174435.0
2023-08-10,8.5726,8.685,8.4414,8.4695,158723.0
2023-08-11,8.4508,8.5538,8.4133,8.4976,124196.0
