,HZNP US Equity,HZNP US Equity,HZNP US Equity,HZNP US Equity,HZNP US Equity
2022-08-17,63.38,64.04,61.65,61.73,5165904.0
2022-08-18,62.01,62.112,60.44,61.21,3663092.0
2022-08-19,60.75,61.41,60.28,60.4,1848021.0
2022-08-20,60.75,61.41,60.28,60.4,1848021.0
2022-08-21,60.75,61.41,60.28,60.4,1848021.0
2022-08-22,59.55,60.56,59.26,59.73,2756746.0
2022-08-23,59.7,61.15,58.92,61.13,2510691.0
2022-08-24,60.84,61.75,60.59,61.31,2592978.0
2022-08-25,61.5,62.89,61.3,62.81,1966221.0
2022-08-26,62.95,63.84,60.97,61.0,2135641.0
2022-08-27,62.95,63.84,60.97,61.0,2135641.0
2022-08-28,62.95,63.84,60.97,61.0,2135641.0
2022-08-29,60.23,60.68,59.46,59.5,1283766.0
2022-08-30,59.77,60.07,58.745,58.92,2235319.0
2022-08-31,59.18,60.93,58.541,59.21,3265602.0
2022-09-01,58.59,60.86,57.84,60.82,2079477.0
2022-09-02,61.11,61.36,59.91,60.0,1986028.0
2022-09-03,61.11,61.36,59.91,60.0,1986028.0
2022-09-04,61.11,61.36,59.91,60.0,1986028.0
2022-09-05,61.11,61.36,59.91,60.0,1986028.0
2022-09-06,60.46,60.59,59.16,59.63,1477354.0
2022-09-07,59.85,61.73,59.59,61.64,1666138.0
2022-09-08,61.12,62.25,60.7,62.03,1712542.0
2022-09-09,63.5,66.3,63.22,66.09,3334992.0
2022-09-10,63.5,66.3,63.22,66.09,3334992.0
2022-09-11,63.5,66.3,63.22,66.09,3334992.0
2022-09-12,67.13,68.08,65.92,66.68,2931160.0
2022-09-13,65.09,65.71,63.9,64.39,2991505.0
2022-09-14,64.41,65.0,63.51,63.76,3364953.0
2022-09-15,64.11,65.051,63.055,63.54,2329274.0
2022-09-16,63.12,63.12,62.23,62.66,3868589.0
2022-09-17,63.12,63.12,62.23,62.66,3868589.0
2022-09-18,63.12,63.12,62.23,62.66,3868589.0
2022-09-19,62.15,63.15,60.76,62.96,2207356.0
2022-09-20,62.63,64.73,62.135,63.48,3165082.0
2022-09-21,63.88,64.97,62.51,62.52,2133086.0
2022-09-22,62.38,63.67,61.44,62.63,2529742.0
2022-09-23,62.05,63.06,61.33,62.97,3691929.0
2022-09-24,62.05,63.06,61.33,62.97,3691929.0
2022-09-25,62.05,63.06,61.33,62.97,3691929.0
2022-09-26,63.01,64.19,61.445,61.79,4334412.0
2022-09-27,62.17,63.17,61.415,62.17,2043881.0
2022-09-28,63.14,64.29,62.555,63.84,2831380.0
2022-09-29,63.8,63.84,62.3,62.69,2041157.0
2022-09-30,63.05,64.16,61.85,61.89,2043058.0
2022-10-01,63.05,64.16,61.85,61.89,2043058.0
2022-10-02,63.05,64.16,61.85,61.89,2043058.0
2022-10-03,62.53,64.67,61.72,64.26,3626821.0
2022-10-04,64.28,66.27,63.76,66.16,2573701.0
2022-10-05,65.87,67.64,65.545,67.05,3225759.0
2022-10-06,66.5,68.38,66.15,67.89,2783474.0
2022-10-07,66.78,67.0,64.425,65.0,2813528.0
2022-10-08,66.78,67.0,64.425,65.0,2813528.0
2022-10-09,66.78,67.0,64.425,65.0,2813528.0
2022-10-10,65.0,65.47,64.38,65.08,1871209.0
2022-10-11,64.68,65.4,63.18,63.62,2466543.0
2022-10-12,63.61,64.04,61.0,61.58,4477617.0
2022-10-13,60.25,64.19,60.0303,63.55,2605923.0
2022-10-14,63.6,65.08,62.32,62.51,2180986.0
2022-10-15,63.6,65.08,62.32,62.51,2180986.0
2022-10-16,63.6,65.08,62.32,62.51,2180986.0
2022-10-17,63.0,64.32,63.0,64.21,2437171.0
2022-10-18,64.9,65.92,63.43,63.69,2247399.0
2022-10-19,63.18,64.31,62.95,63.74,2220704.0
2022-10-20,63.74,63.929,62.2108,62.61,1357528.0
2022-10-21,62.58,63.81,62.0,63.68,892228.0
2022-10-22,62.58,63.81,62.0,63.68,892228.0
2022-10-23,62.58,63.81,62.0,63.68,892228.0
2022-10-24,63.82,63.9664,62.35,63.42,2577208.0
2022-10-25,63.88,66.31,63.47,66.13,3210620.0
2022-10-26,66.36,66.67,64.83,65.12,2804985.0
2022-10-27,66.43,67.15,63.07,63.24,3099874.0
2022-10-28,63.01,64.12,62.43,63.83,2404839.0
2022-10-29,63.01,64.12,62.43,63.83,2404839.0
2022-10-30,63.01,64.12,62.43,63.83,2404839.0
2022-10-31,63.61,64.18,62.19,62.32,3068393.0
2022-11-01,62.58,63.79,61.93,63.18,4076087.0
2022-11-02,68.0,72.65,67.35,70.33,7461854.0
2022-11-03,69.9,73.34,69.05,72.93,3836696.0
2022-11-04,73.3,77.55,71.47,77.14,5092399.0
2022-11-05,73.3,77.55,71.47,77.14,5092399.0
2022-11-06,73.3,77.55,71.47,77.14,5092399.0
2022-11-07,77.0,78.26,76.44,77.64,3926082.0
2022-11-08,77.77,78.82,76.8,77.08,1676648.0
2022-11-09,77.0,78.37,74.84,74.96,1465678.0
2022-11-10,77.57,78.44,75.624,76.57,1988755.0
2022-11-11,76.4,76.4,72.46,74.24,2793489.0
2022-11-12,76.4,76.4,72.46,74.24,2793489.0
2022-11-13,76.4,76.4,72.46,74.24,2793489.0
2022-11-14,73.7,76.42,72.2,75.05,2244893.0
2022-11-15,76.15,77.23,75.225,76.05,1375747.0
2022-11-16,76.08,76.9,75.615,75.67,1460339.0
2022-11-17,74.5,75.23,73.23,75.12,1627303.0
2022-11-18,75.75,77.605,75.6,76.26,2818331.0
2022-11-19,75.75,77.605,75.6,76.26,2818331.0
2022-11-20,75.75,77.605,75.6,76.26,2818331.0
2022-11-21,76.21,77.115,75.81,76.71,1182160.0
2022-11-22,76.71,77.37,76.13,77.27,921526.0
2022-11-23,76.98,78.185,76.79,77.53,1297155.0
2022-11-24,76.98,78.185,76.79,77.53,1297155.0
2022-11-25,77.85,78.45,77.56,78.28,534719.0
2022-11-26,77.85,78.45,77.56,78.28,534719.0
2022-11-27,77.85,78.45,77.56,78.28,534719.0
2022-11-28,78.22,79.46,77.71,78.0,1791206.0
2022-11-29,77.85,79.27,77.7542,78.76,3438767.0
2022-11-30,102.65,102.71,98.91,100.29,15239154.0
2022-12-01,100.22,104.35,100.17,100.88,4374746.0
2022-12-02,103.0,105.18,102.49,104.85,5343478.0
2022-12-03,103.0,105.18,102.49,104.85,5343478.0
2022-12-04,103.0,105.18,102.49,104.85,5343478.0
2022-12-05,100.75,101.49,98.04,98.48,7070318.0
2022-12-06,98.62,99.78,96.69,96.85,3567117.0
2022-12-07,97.25,98.22,96.22,96.3,2323827.0
2022-12-08,96.55,99.0786,95.66,96.91,2933191.0
2022-12-09,97.0,98.0,96.58,97.29,2218458.0
2022-12-10,97.0,98.0,96.58,97.29,2218458.0
2022-12-11,97.0,98.0,96.58,97.29,2218458.0
2022-12-12,111.55,112.5,111.16,112.36,44448479.0
2022-12-13,112.46,113.07,112.14,112.9,10744511.0
2022-12-14,112.81,113.51,112.73,113.13,7147141.0
2022-12-15,113.1,113.37,112.96,113.0,6658718.0
2022-12-16,113.01,113.21,112.81,112.88,7565268.0
2022-12-17,113.01,113.21,112.81,112.88,7565268.0
2022-12-18,113.01,113.21,112.81,112.88,7565268.0
2022-12-19,113.0,113.27,112.9,112.97,2830107.0
2022-12-20,113.0,113.24,113.0,113.03,2617480.0
2022-12-21,113.06,113.2,112.95,113.03,3350619.0
2022-12-22,113.14,113.23,113.05,113.11,2127296.0
2022-12-23,113.1,113.14,112.9,113.0,2817566.0
2022-12-24,113.1,113.14,112.9,113.0,2817566.0
2022-12-25,113.1,113.14,112.9,113.0,2817566.0
2022-12-26,113.1,113.14,112.9,113.0,2817566.0
2022-12-27,113.05,113.41,112.96,113.26,3292018.0
2022-12-28,113.11,113.75,113.11,113.53,1997179.0
2022-12-29,113.43,113.51,113.35,113.51,1500811.0
2022-12-30,113.42,113.83,113.31,113.8,1650054.0
2022-12-31,113.42,113.83,113.31,113.8,1650054.0
2023-01-01,113.42,113.83,113.31,113.8,1650054.0
2023-01-02,113.42,113.83,113.31,113.8,1650054.0
2023-01-03,113.51,113.7,113.44,113.5,3026996.0
2023-01-04,113.51,113.66,113.37,113.48,3198478.0
2023-01-05,113.46,113.52,113.09,113.24,6413371.0
2023-01-06,113.32,113.41,113.0,113.0,3510574.0
2023-01-07,113.32,113.41,113.0,113.0,3510574.0
2023-01-08,113.32,113.41,113.0,113.0,3510574.0
2023-01-09,113.0,113.31,113.0,113.11,1983689.0
2023-01-10,113.05,113.17,113.0,113.06,1666674.0
2023-01-11,113.1,113.23,113.085,113.12,2064459.0
2023-01-12,113.12,113.4,113.06,113.21,2626682.0
2023-01-13,113.12,113.3,113.11,113.24,2362198.0
2023-01-14,113.12,113.3,113.11,113.24,2362198.0
2023-01-15,113.12,113.3,113.11,113.24,2362198.0
2023-01-16,113.12,113.3,113.11,113.24,2362198.0
2023-01-17,113.02,113.2,113.0,113.11,2538792.0
2023-01-18,113.2,113.2,112.9,112.95,4179340.0
2023-01-19,113.0,113.2,112.98,113.06,2337385.0
2023-01-20,113.1,113.18,113.01,113.02,3593179.0
2023-01-21,113.1,113.18,113.01,113.02,3593179.0
2023-01-22,113.1,113.18,113.01,113.02,3593179.0
2023-01-23,113.06,113.11,112.81,112.81,3700369.0
2023-01-24,113.0,113.08,112.84,112.84,3606268.0
2023-01-25,112.9,113.17,112.9,113.0,1394782.0
2023-01-26,113.03,113.08,110.75,111.25,11918498.0
2023-01-27,111.2,111.34,110.62,110.63,4600134.0
2023-01-28,111.2,111.34,110.62,110.63,4600134.0
2023-01-29,111.2,111.34,110.62,110.63,4600134.0
2023-01-30,110.9,110.94,110.04,110.05,4824446.0
2023-01-31,110.12,110.75,108.0057,109.72,6959698.0
2023-02-01,109.5,110.7,109.41,110.45,3122398.0
2023-02-02,110.3,110.6,109.63,109.79,3714632.0
2023-02-03,109.75,110.26,109.55,109.68,2260540.0
2023-02-04,109.75,110.26,109.55,109.68,2260540.0
2023-02-05,109.75,110.26,109.55,109.68,2260540.0
2023-02-06,109.75,110.45,109.7,110.25,1607856.0
2023-02-07,110.15,110.215,109.745,109.8,1661718.0
2023-02-08,109.8,110.15,109.6,109.6,1260328.0
2023-02-09,109.75,109.87,109.06,109.15,1667930.0
2023-02-10,109.06,109.86,109.05,109.42,940356.0
2023-02-11,109.06,109.86,109.05,109.42,940356.0
2023-02-12,109.06,109.86,109.05,109.42,940356.0
2023-02-13,109.83,109.85,109.5,109.51,1029864.0
2023-02-14,109.6,109.82,109.41,109.55,1157370.0
2023-02-15,109.58,109.96,109.56,109.68,1542306.0
2023-02-16,109.51,109.845,109.48,109.62,1295615.0
2023-02-17,109.62,110.34,109.47,109.93,1944876.0
2023-02-18,109.62,110.34,109.47,109.93,1944876.0
2023-02-19,109.62,110.34,109.47,109.93,1944876.0
2023-02-20,109.62,110.34,109.47,109.93,1944876.0
2023-02-21,109.78,110.18,109.78,109.88,1087391.0
2023-02-22,110.11,110.94,110.11,110.76,2288128.0
2023-02-23,110.77,111.07,110.48,110.7,1983843.0
2023-02-24,110.55,110.85,110.1,110.5,1467635.0
2023-02-25,110.55,110.85,110.1,110.5,1467635.0
2023-02-26,110.55,110.85,110.1,110.5,1467635.0
2023-02-27,110.59,110.64,109.78,109.84,2267130.0
2023-02-28,109.84,110.36,109.47,109.49,3615959.0
2023-03-01,109.49,110.49,109.25,110.34,2222528.0
2023-03-02,110.02,110.49,109.96,110.25,1250647.0
2023-03-03,110.25,110.54,109.88,110.05,1217819.0
2023-03-04,110.25,110.54,109.88,110.05,1217819.0
2023-03-05,110.25,110.54,109.88,110.05,1217819.0
2023-03-06,110.02,110.18,109.73,109.8,1907953.0
2023-03-07,109.87,110.06,109.7,109.96,2852572.0
2023-03-08,109.9,110.05,109.62,109.8,750981.0
2023-03-09,109.99,110.0,109.49,109.65,1139584.0
2023-03-10,109.55,110.06,109.43,110.04,892689.0
2023-03-11,109.55,110.06,109.43,110.04,892689.0
2023-03-12,109.55,110.06,109.43,110.04,892689.0
2023-03-13,109.77,110.17,109.33,109.45,1826906.0
2023-03-14,109.8,109.91,109.595,109.7,951142.0
2023-03-15,109.815,109.815,109.25,109.47,2006752.0
2023-03-16,109.58,109.61,109.285,109.58,1321779.0
2023-03-17,109.75,109.79,109.0,109.06,2318780.0
2023-03-18,109.75,109.79,109.0,109.06,2318780.0
2023-03-19,109.75,109.79,109.0,109.06,2318780.0
2023-03-20,109.13,109.2,108.64,108.71,1559753.0
2023-03-21,108.8,109.36,108.8,109.23,1152967.0
2023-03-22,107.67,108.55,107.3,107.32,4259615.0
2023-03-23,107.68,108.36,107.68,107.8,1082811.0
2023-03-24,108.0,108.91,107.5,108.52,1192563.0
2023-03-25,108.0,108.91,107.5,108.52,1192563.0
2023-03-26,108.0,108.91,107.5,108.52,1192563.0
2023-03-27,108.85,109.26,108.625,109.17,1699636.0
2023-03-28,109.2,109.2,108.85,109.0,910789.0
2023-03-29,109.04,109.23,108.75,108.89,1405506.0
2023-03-30,109.0,109.2975,108.95,109.24,1449034.0
2023-03-31,109.49,109.49,108.86,109.14,1402839.0
2023-04-01,109.49,109.49,108.86,109.14,1402839.0
2023-04-02,109.49,109.49,108.86,109.14,1402839.0
2023-04-03,109.01,109.35,108.66,108.9,2050373.0
2023-04-04,108.97,108.99,108.25,108.35,1714616.0
2023-04-05,108.54,108.9,107.53,107.99,1873612.0
2023-04-06,108.575,109.07,108.45,108.72,2068243.0
2023-04-07,108.575,109.07,108.45,108.72,2068243.0
2023-04-08,108.575,109.07,108.45,108.72,2068243.0
2023-04-09,108.575,109.07,108.45,108.72,2068243.0
2023-04-10,109.0,109.7875,108.75,109.3,1524234.0
2023-04-11,109.18,109.725,109.1266,109.53,547841.0
2023-04-12,109.77,110.32,109.64,109.68,1322441.0
2023-04-13,110.2,110.99,110.0,110.72,2045438.0
2023-04-14,111.0,112.22,110.99,111.6,3546939.0
2023-04-15,111.0,112.22,110.99,111.6,3546939.0
2023-04-16,111.0,112.22,110.99,111.6,3546939.0
2023-04-17,111.75,112.51,111.745,111.99,2757181.0
2023-04-18,111.99,112.2,111.8,111.9,1300996.0
2023-04-19,111.92,112.02,111.76,111.86,932353.0
2023-04-20,111.9,112.075,111.67,111.75,1333078.0
2023-04-21,111.96,111.96,110.98,111.33,2660250.0
2023-04-22,111.96,111.96,110.98,111.33,2660250.0
2023-04-23,111.96,111.96,110.98,111.33,2660250.0
2023-04-24,111.09,111.56,110.7,110.83,2444426.0
2023-04-25,110.8,110.92,110.06,110.58,2508443.0
2023-04-26,109.96,110.72,109.86,110.53,1169291.0
2023-04-27,110.35,111.19,110.35,111.03,914213.0
2023-04-28,111.15,112.14,111.12,111.16,2099259.0
2023-04-29,111.15,112.14,111.12,111.16,2099259.0
2023-04-30,111.15,112.14,111.12,111.16,2099259.0
2023-05-01,111.44,112.0,111.29,111.95,922463.0
2023-05-02,112.0,112.05,111.57,111.76,801273.0
2023-05-03,110.8,111.5,110.58,110.8,1407806.0
2023-05-04,110.5,110.7,110.02,110.29,1846698.0
2023-05-05,110.26,112.76,110.26,112.38,2707644.0
2023-05-06,110.26,112.76,110.26,112.38,2707644.0
2023-05-07,110.26,112.76,110.26,112.38,2707644.0
2023-05-08,110.87,111.145,110.27,110.84,2893284.0
2023-05-09,110.7,111.38,110.43,110.87,1666885.0
2023-05-10,111.0,111.08,110.02,110.4,1957767.0
2023-05-11,110.5,110.595,109.82,110.03,1604823.0
2023-05-12,110.0,111.38,108.2,111.0,5470971.0
2023-05-13,110.0,111.38,108.2,111.0,5470971.0
2023-05-14,110.0,111.38,108.2,111.0,5470971.0
2023-05-15,111.21,112.38,111.21,112.25,1971701.0
2023-05-16,93.0,97.0,90.56,96.34,20982975.0
2023-05-17,97.65,102.03,96.94,100.51,10810923.0
2023-05-18,101.25,101.95,100.86,101.63,2858301.0
2023-05-19,101.45,102.01,100.3,100.75,2302269.0
2023-05-20,101.45,102.01,100.3,100.75,2302269.0
2023-05-21,101.45,102.01,100.3,100.75,2302269.0
2023-05-22,100.62,100.82,99.8275,100.57,2133722.0
2023-05-23,100.9,101.14,99.93,100.1,2027996.0
2023-05-24,100.07,100.2,99.47,99.5,1749111.0
2023-05-25,99.5,100.23,99.24,99.88,1148991.0
2023-05-26,99.69,100.13,99.32,99.61,1821432.0
2023-05-27,99.69,100.13,99.32,99.61,1821432.0
2023-05-28,99.69,100.13,99.32,99.61,1821432.0
2023-05-29,99.69,100.13,99.32,99.61,1821432.0
2023-05-30,99.5,99.775,99.25,99.35,879520.0
2023-05-31,99.45,100.765,99.26,100.03,2980246.0
2023-06-01,100.32,100.72,99.5,100.4,1300886.0
2023-06-02,99.94,100.29,99.0894,99.93,1215552.0
2023-06-03,99.94,100.29,99.0894,99.93,1215552.0
2023-06-04,99.94,100.29,99.0894,99.93,1215552.0
2023-06-05,99.93,100.08,99.65,99.67,796701.0
2023-06-06,99.85,100.16,99.58,99.8,1204964.0
2023-06-07,100.01,100.24,99.27,99.44,1111360.0
2023-06-08,99.3,99.99,99.27,99.42,1107498.0
2023-06-09,99.3,99.97,99.215,99.25,2664380.0
2023-06-10,99.3,99.97,99.215,99.25,2664380.0
2023-06-11,99.3,99.97,99.215,99.25,2664380.0
2023-06-12,99.97,99.97,99.35,99.82,2080711.0
2023-06-13,99.72,100.285,99.72,100.06,2404968.0
2023-06-14,99.8,100.7,99.72,100.62,1319538.0
2023-06-15,100.7,101.515,100.56,101.31,2205791.0
2023-06-16,101.88,102.02,101.01,101.63,2798539.0
2023-06-17,101.88,102.02,101.01,101.63,2798539.0
2023-06-18,101.88,102.02,101.01,101.63,2798539.0
2023-06-19,101.88,102.02,101.01,101.63,2798539.0
2023-06-20,101.15,101.64,101.0,101.43,1412269.0
2023-06-21,101.22,101.675,101.02,101.6,1907654.0
2023-06-22,101.35,102.11,101.34,101.39,1664466.0
2023-06-23,101.0,104.16,101.0,102.56,4987152.0
2023-06-24,101.0,104.16,101.0,102.56,4987152.0
2023-06-25,101.0,104.16,101.0,102.56,4987152.0
2023-06-26,102.12,102.615,102.0,102.51,1065257.0
2023-06-27,102.01,103.05,102.01,102.71,1221591.0
2023-06-28,102.5,103.0,102.33,103.0,786463.0
2023-06-29,102.99,103.44,102.77,103.16,734548.0
2023-06-30,103.15,103.64,102.65,102.85,1871631.0
2023-07-01,103.15,103.64,102.65,102.85,1871631.0
2023-07-02,103.15,103.64,102.65,102.85,1871631.0
2023-07-03,102.69,103.16,102.59,103.08,430045.0
2023-07-04,102.69,103.16,102.59,103.08,430045.0
2023-07-05,102.85,103.13,102.5,102.97,557396.0
2023-07-06,103.0,103.0,102.55,102.7,1103768.0
2023-07-07,102.45,102.94,102.38,102.7,684629.0
2023-07-08,102.45,102.94,102.38,102.7,684629.0
2023-07-09,102.45,102.94,102.38,102.7,684629.0
2023-07-10,102.58,102.99,102.56,102.63,875625.0
2023-07-11,102.5,103.68,102.11,103.0,2743180.0
2023-07-12,102.96,103.9,102.72,103.5,1134973.0
2023-07-13,103.5,103.76,103.225,103.7,734799.0
2023-07-14,103.9,104.05,103.75,103.94,926928.0
2023-07-15,103.9,104.05,103.75,103.94,926928.0
2023-07-16,103.9,104.05,103.75,103.94,926928.0
2023-07-17,104.2,104.53,103.86,104.0,1199673.0
2023-07-18,104.29,104.3,103.95,104.0,735859.0
2023-07-19,104.25,104.34,103.7,104.03,962163.0
2023-07-20,103.85,103.97,100.82,101.98,5319471.0
2023-07-21,101.85,102.17,100.66,101.18,3542926.0
2023-07-22,101.85,102.17,100.66,101.18,3542926.0
2023-07-23,101.85,102.17,100.66,101.18,3542926.0
2023-07-24,100.27,101.265,99.98,100.4,2150087.0
2023-07-25,100.22,100.69,99.8798,100.23,2283448.0
2023-07-26,100.0,100.31,99.53,99.92,2167226.0
2023-07-27,99.95,100.06,99.46,99.6,1124945.0
2023-07-28,99.65,100.335,99.52,99.94,808678.0
2023-07-29,99.65,100.335,99.52,99.94,808678.0
2023-07-30,99.65,100.335,99.52,99.94,808678.0
2023-07-31,99.8,100.33,99.64,100.27,894845.0
2023-08-01,100.17,100.5,99.27,99.69,2068390.0
2023-08-02,99.5,99.99,98.96,99.01,1879458.0
2023-08-03,98.82,99.41,98.8,98.98,1242021.0
2023-08-04,99.71,100.5,99.675,100.13,1484880.0
2023-08-05,99.71,100.5,99.675,100.13,1484880.0
2023-08-06,99.71,100.5,99.675,100.13,1484880.0
2023-08-07,100.82,101.31,100.05,101.14,1809838.0
2023-08-08,102.62,104.2925,102.2425,104.08,3831143.0
2023-08-09,103.61,104.695,103.61,104.65,1400296.0
2023-08-10,104.45,104.95,103.6201,104.65,1440809.0
2023-08-11,104.4,104.58,104.0,104.26,907984.0
2023-08-12,104.4,104.58,104.0,104.26,907984.0
2023-08-13,104.4,104.58,104.0,104.26,907984.0
2023-08-14,104.24,104.48,103.99,104.01,516031.0
2023-08-15,104.42,104.42,103.81,104.09,710481.0
2023-08-16,104.09,104.2411,103.74,104.11,511677.0
2023-08-17,104.19,104.23,103.69,103.77,1252950.0
2023-08-18,103.28,104.0,103.16,103.86,1737985.0
2023-08-19,103.28,104.0,103.16,103.86,1737985.0
2023-08-20,103.28,104.0,103.16,103.86,1737985.0
2023-08-21,103.85,105.71,103.81,104.98,2258319.0
2023-08-22,104.96,105.35,104.57,105.27,2233959.0
2023-08-23,105.06,106.5,105.02,106.12,1593556.0
2023-08-24,106.07,106.35,105.73,106.34,1105971.0
2023-08-25,106.56,108.05,106.29,106.67,2566678.0
2023-08-26,106.56,108.05,106.29,106.67,2566678.0
2023-08-27,106.56,108.05,106.29,106.67,2566678.0
2023-08-28,112.62,113.25,112.1,112.15,6246799.0
2023-08-29,112.16,112.7,112.16,112.6,3432852.0
2023-08-30,112.9,113.75,112.7696,112.82,2271957.0
2023-08-31,113.05,113.39,112.74,112.74,2457366.0
2023-09-01,115.7,115.7,115.19,115.3,17281330.0
2023-09-02,115.7,115.7,115.19,115.3,17281330.0
2023-09-03,115.7,115.7,115.19,115.3,17281330.0
2023-09-04,115.7,115.7,115.19,115.3,17281330.0
2023-09-05,115.51,115.58,115.45,115.51,6191439.0
2023-09-06,115.58,115.6,115.45,115.5,2701143.0
2023-09-07,115.51,115.55,115.4,115.41,3002598.0
2023-09-08,115.45,115.49,115.34,115.42,2856592.0
2023-09-09,115.45,115.49,115.34,115.42,2856592.0
2023-09-10,115.45,115.49,115.34,115.42,2856592.0
2023-09-11,115.41,115.48,114.75,114.75,7592393.0
2023-09-12,115.44,115.5,115.14,115.37,5475057.0
2023-09-13,115.11,115.43,115.11,115.27,2283106.0
2023-09-14,115.31,115.4,115.2925,115.35,1321673.0
2023-09-15,115.35,115.37,115.15,115.31,3041088.0
2023-09-16,115.35,115.37,115.15,115.31,3041088.0
2023-09-17,115.35,115.37,115.15,115.31,3041088.0
2023-09-18,115.35,115.45,115.27,115.37,1946155.0
2023-09-19,115.4,115.55,115.37,115.51,1802370.0
2023-09-20,115.49,115.66,115.44,115.6,1748631.0
2023-09-21,115.65,115.71,115.5,115.5,1557656.0
2023-09-22,115.56,115.73,115.51,115.61,1643112.0
2023-09-23,115.56,115.73,115.51,115.61,1643112.0
2023-09-24,115.56,115.73,115.51,115.61,1643112.0
2023-09-25,115.61,115.8,115.55,115.66,1051465.0
2023-09-26,115.66,115.8,115.62,115.74,1833713.0
2023-09-27,115.74,115.87,115.67,115.7,1226270.0
2023-09-28,115.77,115.8,115.66,115.69,1254299.0
2023-09-29,115.75,115.75,115.66,115.69,1725269.0
2023-09-30,115.75,115.75,115.66,115.69,1725269.0
2023-10-01,115.75,115.75,115.66,115.69,1725269.0
2023-10-02,115.8,115.95,115.7,115.93,2091942.0
2023-10-03,116.23,116.27,116.175,116.23,4579462.0
2023-10-04,116.23,116.26,116.2,116.25,5979466.0
2023-10-05,116.34,116.38,116.26,116.3,28881250.0
2023-10-06,116.34,116.38,116.26,116.3,28881250.0
2023-10-07,116.34,116.38,116.26,116.3,28881250.0
2023-10-08,116.34,116.38,116.26,116.3,28881250.0
2023-10-09,116.34,116.38,116.26,116.3,28881250.0
2023-10-10,116.34,116.38,116.26,116.3,28881250.0
2023-10-11,116.34,116.38,116.26,116.3,28881250.0
2023-10-12,116.34,116.38,116.26,116.3,28881250.0
2023-10-13,116.34,116.38,116.26,116.3,28881250.0
2023-10-14,116.34,116.38,116.26,116.3,28881250.0
2023-10-15,116.34,116.38,116.26,116.3,28881250.0
2023-10-16,116.34,116.38,116.26,116.3,28881250.0
2023-10-17,116.34,116.38,116.26,116.3,28881250.0
2023-10-18,116.34,116.38,116.26,116.3,28881250.0
2023-10-19,116.34,116.38,116.26,116.3,28881250.0
2023-10-20,116.34,116.38,116.26,116.3,28881250.0
2023-10-21,116.34,116.38,116.26,116.3,28881250.0
2023-10-22,116.34,116.38,116.26,116.3,28881250.0
2023-10-23,116.34,116.38,116.26,116.3,28881250.0
2023-10-24,116.34,116.38,116.26,116.3,28881250.0
2023-10-25,116.34,116.38,116.26,116.3,28881250.0
2023-10-26,116.34,116.38,116.26,116.3,28881250.0
2023-10-27,116.34,116.38,116.26,116.3,28881250.0
2023-10-28,116.34,116.38,116.26,116.3,28881250.0
2023-10-29,116.34,116.38,116.26,116.3,28881250.0
2023-10-30,116.34,116.38,116.26,116.3,28881250.0
2023-10-31,116.34,116.38,116.26,116.3,28881250.0
2023-11-01,116.34,116.38,116.26,116.3,28881250.0
2023-11-02,116.34,116.38,116.26,116.3,28881250.0
2023-11-03,116.34,116.38,116.26,116.3,28881250.0
2023-11-04,116.34,116.38,116.26,116.3,28881250.0
2023-11-05,116.34,116.38,116.26,116.3,28881250.0
2023-11-06,116.34,116.38,116.26,116.3,28881250.0
2023-11-07,116.34,116.38,116.26,116.3,28881250.0
2023-11-08,116.34,116.38,116.26,116.3,28881250.0
2023-11-09,116.34,116.38,116.26,116.3,28881250.0
2023-11-10,116.34,116.38,116.26,116.3,28881250.0
2023-11-11,116.34,116.38,116.26,116.3,28881250.0
2023-11-12,116.34,116.38,116.26,116.3,28881250.0
2023-11-13,116.34,116.38,116.26,116.3,28881250.0
2023-11-14,116.34,116.38,116.26,116.3,28881250.0
2023-11-15,116.34,116.38,116.26,116.3,28881250.0
2023-11-16,116.34,116.38,116.26,116.3,28881250.0
2023-11-17,116.34,116.38,116.26,116.3,28881250.0
2023-11-18,116.34,116.38,116.26,116.3,28881250.0
2023-11-19,116.34,116.38,116.26,116.3,28881250.0
2023-11-20,116.34,116.38,116.26,116.3,28881250.0
2023-11-21,116.34,116.38,116.26,116.3,28881250.0
2023-11-22,116.34,116.38,116.26,116.3,28881250.0
2023-11-23,116.34,116.38,116.26,116.3,28881250.0
2023-11-24,116.34,116.38,116.26,116.3,28881250.0
2023-11-25,116.34,116.38,116.26,116.3,28881250.0
2023-11-26,116.34,116.38,116.26,116.3,28881250.0
2023-11-27,116.34,116.38,116.26,116.3,28881250.0
2023-11-28,116.34,116.38,116.26,116.3,28881250.0
2023-11-29,116.34,116.38,116.26,116.3,28881250.0
2023-11-30,116.34,116.38,116.26,116.3,28881250.0
2023-12-01,116.34,116.38,116.26,116.3,28881250.0
2023-12-02,116.34,116.38,116.26,116.3,28881250.0
2023-12-03,116.34,116.38,116.26,116.3,28881250.0
2023-12-04,116.34,116.38,116.26,116.3,28881250.0
2023-12-05,116.34,116.38,116.26,116.3,28881250.0
2023-12-06,116.34,116.38,116.26,116.3,28881250.0
2023-12-07,116.34,116.38,116.26,116.3,28881250.0
2023-12-08,116.34,116.38,116.26,116.3,28881250.0
2023-12-09,116.34,116.38,116.26,116.3,28881250.0
2023-12-10,116.34,116.38,116.26,116.3,28881250.0
2023-12-11,116.34,116.38,116.26,116.3,28881250.0
