,DECK US Equity,DECK US Equity,DECK US Equity,DECK US Equity,DECK US Equity
2021-09-15,437.18,438.0,420.92,436.25,506537.0
2021-09-16,435.82,447.72,434.9,439.94,559452.0
2021-09-17,442.99,451.49,431.195,434.99,785337.0
2021-09-18,442.99,451.49,431.195,434.99,785337.0
2021-09-19,442.99,451.49,431.195,434.99,785337.0
2021-09-20,425.93,429.99,418.17,425.94,299450.0
2021-09-21,429.64,431.286,420.55,422.5,231838.0
2021-09-22,423.21,432.26,423.21,424.87,278424.0
2021-09-23,429.28,435.285,426.02,427.0,245533.0
2021-09-24,414.91,417.32,385.52,388.75,1069245.0
2021-09-25,414.91,417.32,385.52,388.75,1069245.0
2021-09-26,414.91,417.32,385.52,388.75,1069245.0
2021-09-27,385.0,390.9,379.875,382.49,592222.0
2021-09-28,378.17,381.92,370.67,375.47,408274.0
2021-09-29,377.12,378.825,366.48,372.31,449724.0
2021-09-30,373.34,378.2,359.0,360.2,817026.0
2021-10-01,360.73,372.26,352.0101,365.47,597355.0
2021-10-02,360.73,372.26,352.0101,365.47,597355.0
2021-10-03,360.73,372.26,352.0101,365.47,597355.0
2021-10-04,363.86,369.09,361.77,366.67,427342.0
2021-10-05,365.69,372.83,361.915,364.96,439568.0
2021-10-06,360.94,366.5,358.78,363.87,410670.0
2021-10-07,368.05,379.91,367.3989,376.12,434334.0
2021-10-08,375.2,376.06,359.25,359.84,309891.0
2021-10-09,375.2,376.06,359.25,359.84,309891.0
2021-10-10,375.2,376.06,359.25,359.84,309891.0
2021-10-11,358.26,360.16,330.39,330.7,1336344.0
2021-10-12,334.48,341.055,328.64,338.93,605130.0
2021-10-13,341.77,350.24,340.37,347.37,561016.0
2021-10-14,352.44,358.91,350.0,351.82,745425.0
2021-10-15,353.37,362.415,351.88,358.27,497401.0
2021-10-16,353.37,362.415,351.88,358.27,497401.0
2021-10-17,353.37,362.415,351.88,358.27,497401.0
2021-10-18,355.25,369.14,347.16,367.57,639546.0
2021-10-19,367.66,367.84,360.65,362.39,253965.0
2021-10-20,367.47,370.03,358.92,359.27,334407.0
2021-10-21,374.01,381.19,370.53,379.69,501216.0
2021-10-22,378.69,385.53,377.95,379.06,333295.0
2021-10-23,378.69,385.53,377.95,379.06,333295.0
2021-10-24,378.69,385.53,377.95,379.06,333295.0
2021-10-25,380.82,390.83,379.21,385.79,396728.0
2021-10-26,387.76,394.87,373.11,377.76,503248.0
2021-10-27,375.43,382.6,367.51,376.32,435595.0
2021-10-28,375.62,388.3,368.83,380.35,724663.0
2021-10-29,389.27,410.0,372.21,395.31,1204613.0
2021-10-30,389.27,410.0,372.21,395.31,1204613.0
2021-10-31,389.27,410.0,372.21,395.31,1204613.0
2021-11-01,395.48,411.51,395.37,411.27,667501.0
2021-11-02,408.78,410.327,393.72,395.57,603476.0
2021-11-03,398.45,414.04,396.2,408.21,567811.0
2021-11-04,407.38,418.12,405.07,416.1,502588.0
2021-11-05,418.54,424.82,417.0,423.41,417149.0
2021-11-06,418.54,424.82,417.0,423.41,417149.0
2021-11-07,418.54,424.82,417.0,423.41,417149.0
2021-11-08,421.97,426.015,410.11,417.67,443741.0
2021-11-09,417.38,425.81,417.38,425.19,278923.0
2021-11-10,420.74,426.43,417.24,422.66,324151.0
2021-11-11,427.0,431.15,421.815,423.33,424810.0
2021-11-12,425.65,434.57,424.5,427.35,282223.0
2021-11-13,425.65,434.57,424.5,427.35,282223.0
2021-11-14,425.65,434.57,424.5,427.35,282223.0
2021-11-15,431.03,432.35,417.26,417.69,313926.0
2021-11-16,416.56,439.67,416.56,428.7,461078.0
2021-11-17,429.11,437.4,424.74,436.85,265802.0
2021-11-18,441.14,444.55,435.72,438.3,249174.0
2021-11-19,439.52,444.07,432.84,434.5,256688.0
2021-11-20,439.52,444.07,432.84,434.5,256688.0
2021-11-21,439.52,444.07,432.84,434.5,256688.0
2021-11-22,436.4,448.065,428.4,431.06,484470.0
2021-11-23,426.0,434.64,417.96,425.9,280339.0
2021-11-24,416.0,428.76,415.0,426.04,386482.0
2021-11-25,416.0,428.76,415.0,426.04,386482.0
2021-11-26,413.42,424.26,408.22,414.53,205881.0
2021-11-27,413.42,424.26,408.22,414.53,205881.0
2021-11-28,413.42,424.26,408.22,414.53,205881.0
2021-11-29,419.62,420.645,408.46,415.2,242496.0
2021-11-30,415.6,417.08,396.1012,405.4,514618.0
2021-12-01,410.28,424.505,396.79,397.59,397853.0
2021-12-02,397.2,406.1,389.235,404.03,451078.0
2021-12-03,401.69,407.7,385.59,390.1,376855.0
2021-12-04,401.69,407.7,385.59,390.1,376855.0
2021-12-05,401.69,407.7,385.59,390.1,376855.0
2021-12-06,393.68,395.11,384.69,385.66,325482.0
2021-12-07,394.89,410.9014,392.275,405.01,383434.0
2021-12-08,404.54,408.17,398.875,405.67,198894.0
2021-12-09,402.49,409.22,393.16,394.87,199501.0
2021-12-10,395.05,395.8,385.89,389.83,196559.0
2021-12-11,395.05,395.8,385.89,389.83,196559.0
2021-12-12,395.05,395.8,385.89,389.83,196559.0
2021-12-13,389.9,389.9,371.1,378.34,386871.0
2021-12-14,372.84,374.56,362.18,372.26,462378.0
2021-12-15,375.36,378.98,364.19,378.63,385166.0
2021-12-16,378.81,381.33,354.36,356.35,427642.0
2021-12-17,350.42,360.03,349.85,356.1,449936.0
2021-12-18,350.42,360.03,349.85,356.1,449936.0
2021-12-19,350.42,360.03,349.85,356.1,449936.0
2021-12-20,348.91,348.94,333.63,339.04,392573.0
2021-12-21,348.22,353.28,346.27,350.92,437252.0
2021-12-22,350.77,356.485,346.68,347.89,324066.0
2021-12-23,351.78,359.0,345.25,356.53,529669.0
2021-12-24,351.78,359.0,345.25,356.53,529669.0
2021-12-25,351.78,359.0,345.25,356.53,529669.0
2021-12-26,351.78,359.0,345.25,356.53,529669.0
2021-12-27,358.45,361.51,355.0,358.57,236121.0
2021-12-28,362.73,366.53,358.81,359.03,149823.0
2021-12-29,360.0,370.665,360.0,365.86,181573.0
2021-12-30,364.57,373.1,364.57,367.91,216786.0
2021-12-31,367.5,372.88,364.05,366.31,153230.0
2022-01-01,367.5,372.88,364.05,366.31,153230.0
2022-01-02,367.5,372.88,364.05,366.31,153230.0
2022-01-03,367.24,372.91,365.26,367.94,247124.0
2022-01-04,366.53,373.41,357.84,358.21,257658.0
2022-01-05,353.12,360.4,341.65,342.2,377462.0
2022-01-06,339.91,350.63,333.82,348.83,278447.0
2022-01-07,346.86,354.83,337.03,338.1,239193.0
2022-01-08,346.86,354.83,337.03,338.1,239193.0
2022-01-09,346.86,354.83,337.03,338.1,239193.0
2022-01-10,329.17,331.795,316.34,331.71,564878.0
2022-01-11,335.05,340.84,323.995,339.38,391372.0
2022-01-12,342.96,350.095,337.47,341.17,282150.0
2022-01-13,342.99,345.8217,333.04,334.13,174409.0
2022-01-14,327.76,328.8,315.63,323.82,347018.0
2022-01-15,327.76,328.8,315.63,323.82,347018.0
2022-01-16,327.76,328.8,315.63,323.82,347018.0
2022-01-17,327.76,328.8,315.63,323.82,347018.0
2022-01-18,321.84,326.69,320.23,322.79,311372.0
2022-01-19,325.31,329.44,317.06,317.5,385380.0
2022-01-20,320.37,324.626,310.58,312.15,256181.0
2022-01-21,310.24,318.04,304.275,311.67,319753.0
2022-01-22,310.24,318.04,304.275,311.67,319753.0
2022-01-23,310.24,318.04,304.275,311.67,319753.0
2022-01-24,305.08,321.34,295.88,320.98,419630.0
2022-01-25,312.42,313.5604,304.75,307.14,331814.0
2022-01-26,316.9,319.91,295.56,298.87,411231.0
2022-01-27,301.3,307.4992,296.53,298.84,231975.0
2022-01-28,299.91,305.08,289.23,305.01,437785.0
2022-01-29,299.91,305.08,289.23,305.01,437785.0
2022-01-30,299.91,305.08,289.23,305.01,437785.0
2022-01-31,306.34,320.24,305.2,320.23,347798.0
2022-02-01,322.32,331.42,316.51,329.26,442727.0
2022-02-02,332.61,333.92,323.98,330.44,477781.0
2022-02-03,322.7,332.34,321.425,322.15,451358.0
2022-02-04,305.0,317.7,294.0,303.77,1062533.0
2022-02-05,305.0,317.7,294.0,303.77,1062533.0
2022-02-06,305.0,317.7,294.0,303.77,1062533.0
2022-02-07,303.08,306.27,294.0,296.17,568377.0
2022-02-08,294.0,302.26,290.24,300.13,626699.0
2022-02-09,307.27,313.805,304.445,309.4,432987.0
2022-02-10,298.0,319.0,298.0,306.17,351357.0
2022-02-11,306.6,309.74,300.8,304.11,613757.0
2022-02-12,306.6,309.74,300.8,304.11,613757.0
2022-02-13,306.6,309.74,300.8,304.11,613757.0
2022-02-14,302.05,309.41,298.73,301.07,549948.0
2022-02-15,304.88,314.68,304.88,313.98,388569.0
2022-02-16,313.3,329.72,308.31,324.58,736882.0
2022-02-17,321.16,324.17,299.36,299.79,325385.0
2022-02-18,298.36,302.878,294.24,296.26,286243.0
2022-02-19,298.36,302.878,294.24,296.26,286243.0
2022-02-20,298.36,302.878,294.24,296.26,286243.0
2022-02-21,298.36,302.878,294.24,296.26,286243.0
2022-02-22,290.91,300.6381,283.42,285.64,378852.0
2022-02-23,288.79,288.79,279.33,279.82,455636.0
2022-02-24,267.08,286.43,267.08,284.72,592949.0
2022-02-25,285.0,289.54,280.53,287.55,401131.0
2022-02-26,285.0,289.54,280.53,287.55,401131.0
2022-02-27,285.0,289.54,280.53,287.55,401131.0
2022-02-28,284.46,289.12,280.96,288.64,364753.0
2022-03-01,285.89,288.95,268.73,271.42,462366.0
2022-03-02,273.54,283.98,271.56,281.57,499048.0
2022-03-03,284.84,285.2,267.12,268.33,340972.0
2022-03-04,267.41,267.41,244.28,245.56,789959.0
2022-03-05,267.41,267.41,244.28,245.56,789959.0
2022-03-06,267.41,267.41,244.28,245.56,789959.0
2022-03-07,244.59,245.0823,231.88,234.8,966039.0
2022-03-08,235.27,246.04,233.9,241.68,562234.0
2022-03-09,252.46,260.03,249.71,251.53,367909.0
2022-03-10,244.78,261.49,244.78,259.39,800607.0
2022-03-11,260.99,263.81,255.42,257.41,566291.0
2022-03-12,260.99,263.81,255.42,257.41,566291.0
2022-03-13,260.99,263.81,255.42,257.41,566291.0
2022-03-14,256.2,261.15,248.98,250.77,368764.0
2022-03-15,251.36,261.26,250.58,259.97,358069.0
2022-03-16,263.86,275.61,262.56,275.54,531245.0
2022-03-17,272.86,276.98,272.02,276.47,406476.0
2022-03-18,277.08,291.56,275.52,291.18,972198.0
2022-03-19,277.08,291.56,275.52,291.18,972198.0
2022-03-20,277.08,291.56,275.52,291.18,972198.0
2022-03-21,288.71,289.62,275.2,278.29,341275.0
2022-03-22,281.1,286.04,277.235,280.26,492380.0
2022-03-23,278.0,281.02,268.8,269.43,723030.0
2022-03-24,271.55,273.055,265.8856,270.06,610424.0
2022-03-25,270.63,272.33,265.51,268.69,369656.0
2022-03-26,270.63,272.33,265.51,268.69,369656.0
2022-03-27,270.63,272.33,265.51,268.69,369656.0
2022-03-28,269.75,275.69,265.17,275.59,277373.0
2022-03-29,281.3,292.35,281.28,289.0,409101.0
2022-03-30,286.65,286.65,279.145,281.39,329733.0
2022-03-31,281.0,282.37,273.66,273.77,350488.0
2022-04-01,275.73,279.3,274.0,276.67,295173.0
2022-04-02,275.73,279.3,274.0,276.67,295173.0
2022-04-03,275.73,279.3,274.0,276.67,295173.0
2022-04-04,277.56,287.95,276.815,286.8,406663.0
2022-04-05,284.92,285.26,272.84,276.15,442086.0
2022-04-06,270.6,271.37,261.35,268.24,359632.0
2022-04-07,265.88,270.93,262.46,267.96,330951.0
2022-04-08,267.42,270.87,262.99,263.73,332373.0
2022-04-09,267.42,270.87,262.99,263.73,332373.0
2022-04-10,267.42,270.87,262.99,263.73,332373.0
2022-04-11,256.69,267.23,256.69,260.36,269194.0
2022-04-12,264.45,271.94,261.99,265.35,377499.0
2022-04-13,264.36,273.91,264.36,271.83,317130.0
2022-04-14,273.97,275.915,268.73,271.24,333793.0
2022-04-15,273.97,275.915,268.73,271.24,333793.0
2022-04-16,273.97,275.915,268.73,271.24,333793.0
2022-04-17,273.97,275.915,268.73,271.24,333793.0
2022-04-18,270.0,272.27,264.795,270.98,282125.0
2022-04-19,272.68,290.98,272.68,290.36,350432.0
2022-04-20,294.51,298.97,289.4,289.63,425549.0
2022-04-21,297.23,299.4,285.52,289.15,658383.0
2022-04-22,286.26,286.5,273.55,273.96,396298.0
2022-04-23,286.26,286.5,273.55,273.96,396298.0
2022-04-24,286.26,286.5,273.55,273.96,396298.0
2022-04-25,269.91,278.53,266.49,278.52,484983.0
2022-04-26,273.89,278.43,261.7,262.19,302590.0
2022-04-27,262.42,273.42,261.8,264.98,267038.0
2022-04-28,267.66,275.345,262.84,273.32,241750.0
2022-04-29,271.15,278.1,265.35,265.75,212860.0
2022-04-30,271.15,278.1,265.35,265.75,212860.0
2022-05-01,271.15,278.1,265.35,265.75,212860.0
2022-05-02,263.61,273.88,262.08,273.08,317383.0
2022-05-03,271.41,274.79,265.09,271.45,232065.0
2022-05-04,270.88,279.73,263.475,279.08,214860.0
2022-05-05,272.97,275.3,254.9,258.99,313075.0
2022-05-06,255.35,255.35,239.905,246.65,406953.0
2022-05-07,255.35,255.35,239.905,246.65,406953.0
2022-05-08,255.35,255.35,239.905,246.65,406953.0
2022-05-09,241.8,250.58,235.63,237.0,464821.0
2022-05-10,242.89,245.45,229.85,236.51,383311.0
2022-05-11,243.13,245.43,228.61,229.14,457391.0
2022-05-12,225.62,241.41,225.62,236.7,311668.0
2022-05-13,242.7,249.94,241.5,246.51,427709.0
2022-05-14,242.7,249.94,241.5,246.51,427709.0
2022-05-15,242.7,249.94,241.5,246.51,427709.0
2022-05-16,244.44,246.71,237.01,239.0,548305.0
2022-05-17,246.34,248.24,236.47,244.2,463140.0
2022-05-18,235.0,235.36,223.02,227.29,719718.0
2022-05-19,224.36,228.235,212.93,226.79,1087454.0
2022-05-20,264.96,272.2499,246.51,255.28,2102668.0
2022-05-21,264.96,272.2499,246.51,255.28,2102668.0
2022-05-22,264.96,272.2499,246.51,255.28,2102668.0
2022-05-23,257.0,257.0,240.1003,248.13,672317.0
2022-05-24,244.23,245.01,233.04,240.92,515008.0
2022-05-25,236.07,251.7297,235.9366,247.59,517116.0
2022-05-26,252.26,265.88,250.74,262.16,485338.0
2022-05-27,263.03,271.92,263.03,271.85,405195.0
2022-05-28,263.03,271.92,263.03,271.85,405195.0
2022-05-29,263.03,271.92,263.03,271.85,405195.0
2022-05-30,263.03,271.92,263.03,271.85,405195.0
2022-05-31,269.05,271.6,264.62,268.56,411745.0
2022-06-01,270.01,271.87,260.22,261.05,354911.0
2022-06-02,261.46,273.66,261.46,272.68,233747.0
2022-06-03,267.61,271.23,264.58,270.57,294105.0
2022-06-04,267.61,271.23,264.58,270.57,294105.0
2022-06-05,267.61,271.23,264.58,270.57,294105.0
2022-06-06,273.97,275.86,268.96,274.92,260114.0
2022-06-07,269.76,276.01,267.525,272.47,425575.0
2022-06-08,272.42,278.17,268.59,276.16,288290.0
2022-06-09,275.16,277.37,272.02,275.31,312843.0
2022-06-10,270.81,274.39,266.98,269.97,256128.0
2022-06-11,270.81,274.39,266.98,269.97,256128.0
2022-06-12,270.81,274.39,266.98,269.97,256128.0
2022-06-13,260.0,263.055,249.455,250.86,430884.0
2022-06-14,251.49,254.49,248.95,251.74,244174.0
2022-06-15,256.04,261.28,250.91,257.87,264223.0
2022-06-16,249.1,249.62,238.67,241.63,392536.0
2022-06-17,246.42,252.95,243.84,250.31,290967.0
2022-06-18,246.42,252.95,243.84,250.31,290967.0
2022-06-19,246.42,252.95,243.84,250.31,290967.0
2022-06-20,246.42,252.95,243.84,250.31,290967.0
2022-06-21,258.31,261.35,255.98,258.24,359810.0
2022-06-22,253.8,259.385,251.58,255.03,411025.0
2022-06-23,258.1,262.26,254.76,260.87,384522.0
2022-06-24,266.14,275.38,263.935,273.32,858237.0
2022-06-25,266.14,275.38,263.935,273.32,858237.0
2022-06-26,266.14,275.38,263.935,273.32,858237.0
2022-06-27,273.0,273.405,257.2925,268.36,517999.0
2022-06-28,270.15,275.0,262.05,263.49,328470.0
2022-06-29,262.42,263.76,256.03,260.24,294901.0
2022-06-30,255.38,260.94,248.03,255.35,261196.0
2022-07-01,254.99,255.81,241.21,244.67,518251.0
2022-07-02,254.99,255.81,241.21,244.67,518251.0
2022-07-03,254.99,255.81,241.21,244.67,518251.0
2022-07-04,254.99,255.81,241.21,244.67,518251.0
2022-07-05,239.96,264.5,238.43,262.71,472727.0
2022-07-06,263.34,266.04,256.9,260.11,288410.0
2022-07-07,263.59,273.217,260.09,272.2,319102.0
2022-07-08,270.01,273.81,265.37,269.58,298527.0
2022-07-09,270.01,273.81,265.37,269.58,298527.0
2022-07-10,270.01,273.81,265.37,269.58,298527.0
2022-07-11,267.21,267.355,260.49,261.64,272999.0
2022-07-12,263.09,272.51,261.55,263.78,395599.0
2022-07-13,258.78,273.135,256.6,270.96,366312.0
2022-07-14,266.41,269.6699,257.145,265.37,460435.0
2022-07-15,269.49,275.08,267.74,270.74,424031.0
2022-07-16,269.49,275.08,267.74,270.74,424031.0
2022-07-17,269.49,275.08,267.74,270.74,424031.0
2022-07-18,272.67,281.81,271.306,275.91,682707.0
2022-07-19,278.69,293.1,277.1,289.57,584400.0
2022-07-20,291.0,297.32,289.89,296.73,407892.0
2022-07-21,299.21,302.68,292.45,298.63,424642.0
2022-07-22,298.89,301.2,290.67,293.93,327891.0
2022-07-23,298.89,301.2,290.67,293.93,327891.0
2022-07-24,298.89,301.2,290.67,293.93,327891.0
2022-07-25,296.1,296.55,288.14,291.15,382343.0
2022-07-26,283.88,285.94,275.49,275.98,387813.0
2022-07-27,279.39,282.835,272.525,281.37,503511.0
2022-07-28,284.15,287.4,275.06,287.4,720967.0
2022-07-29,309.11,317.19,301.04,313.21,1102214.0
2022-07-30,309.11,317.19,301.04,313.21,1102214.0
2022-07-31,309.11,317.19,301.04,313.21,1102214.0
2022-08-01,305.77,317.945,300.0,314.01,658584.0
2022-08-02,313.34,313.48,306.0584,307.5,326245.0
2022-08-03,312.08,318.415,310.905,316.15,321152.0
2022-08-04,313.48,315.59,309.135,313.35,242557.0
2022-08-05,307.22,318.56,307.22,317.32,361181.0
2022-08-06,307.22,318.56,307.22,317.32,361181.0
2022-08-07,307.22,318.56,307.22,317.32,361181.0
2022-08-08,320.6,328.1226,317.7,320.16,368236.0
2022-08-09,318.34,319.97,307.64,312.31,313929.0
2022-08-10,322.84,328.07,320.68,327.23,467341.0
2022-08-11,331.97,336.99,328.66,329.05,359668.0
2022-08-12,329.37,333.52,326.5,333.38,227851.0
2022-08-13,329.37,333.52,326.5,333.38,227851.0
2022-08-14,329.37,333.52,326.5,333.38,227851.0
2022-08-15,332.6,340.73,332.43,338.63,297851.0
2022-08-16,338.85,345.98,337.0295,341.65,251289.0
2022-08-17,335.58,341.155,333.29,336.7,185429.0
2022-08-18,334.71,337.735,328.43,337.13,243215.0
2022-08-19,334.77,336.17,326.13,327.31,264309.0
2022-08-20,334.77,336.17,326.13,327.31,264309.0
2022-08-21,334.77,336.17,326.13,327.31,264309.0
2022-08-22,322.08,329.94,320.87,328.36,241838.0
2022-08-23,330.84,336.57,326.12,326.43,204710.0
2022-08-24,325.31,330.84,322.43,324.25,213233.0
2022-08-25,323.14,333.19,323.14,332.94,214710.0
2022-08-26,332.67,334.08,324.32,328.45,289054.0
2022-08-27,332.67,334.08,324.32,328.45,289054.0
2022-08-28,332.67,334.08,324.32,328.45,289054.0
2022-08-29,322.68,331.0,322.05,327.9,260586.0
2022-08-30,330.88,334.0,321.6787,324.56,297500.0
2022-08-31,325.95,326.615,318.68,321.57,177011.0
2022-09-01,317.47,320.78,311.55,319.87,270704.0
2022-09-02,323.6,324.89,315.285,317.32,198722.0
2022-09-03,323.6,324.89,315.285,317.32,198722.0
2022-09-04,323.6,324.89,315.285,317.32,198722.0
2022-09-05,323.6,324.89,315.285,317.32,198722.0
2022-09-06,319.79,325.86,313.34,324.62,304461.0
2022-09-07,324.23,340.43,324.23,339.42,301967.0
2022-09-08,334.12,351.34,332.3822,348.89,396084.0
2022-09-09,349.68,352.3,345.88,348.7,234494.0
2022-09-10,349.68,352.3,345.88,348.7,234494.0
2022-09-11,349.68,352.3,345.88,348.7,234494.0
2022-09-12,349.5,358.91,349.5,357.67,378064.0
2022-09-13,343.46,344.105,331.72,333.68,405855.0
2022-09-14,334.5,336.49,329.35,334.35,300212.0
2022-09-15,342.82,352.29,338.9,339.3,437671.0
2022-09-16,334.36,337.49,329.58,337.2,658686.0
2022-09-17,334.36,337.49,329.58,337.2,658686.0
2022-09-18,334.36,337.49,329.58,337.2,658686.0
2022-09-19,335.12,343.91,335.12,342.93,258664.0
2022-09-20,336.9,341.06,331.95,336.92,280066.0
2022-09-21,338.5,342.25,329.45,329.7,244002.0
2022-09-22,328.0,330.455,316.62,321.88,322585.0
2022-09-23,316.82,320.38,313.44,319.98,329777.0
2022-09-24,316.82,320.38,313.44,319.98,329777.0
2022-09-25,316.82,320.38,313.44,319.98,329777.0
2022-09-26,320.76,326.065,312.345,314.08,394479.0
2022-09-27,319.42,324.4,315.9808,319.01,282960.0
2022-09-28,320.82,331.93,319.62,330.12,310359.0
2022-09-29,325.64,326.53,318.73,323.1,331442.0
2022-09-30,305.55,317.75,298.61,312.61,779128.0
2022-10-01,305.55,317.75,298.61,312.61,779128.0
2022-10-02,305.55,317.75,298.61,312.61,779128.0
2022-10-03,315.24,326.25,312.71,322.99,371749.0
2022-10-04,331.45,339.175,330.62,334.03,364553.0
2022-10-05,330.66,342.99,329.97,341.02,312586.0
2022-10-06,339.11,346.43,338.26,340.43,314822.0
2022-10-07,333.7,335.23,329.25,334.89,190671.0
2022-10-08,333.7,335.23,329.25,334.89,190671.0
2022-10-09,333.7,335.23,329.25,334.89,190671.0
2022-10-10,336.67,337.035,320.14,331.2,386758.0
2022-10-11,329.34,342.2,327.06,337.52,293275.0
2022-10-12,337.08,343.76,332.62,338.42,285299.0
2022-10-13,330.56,347.99,325.06,343.19,372414.0
2022-10-14,345.77,351.73,336.83,341.04,338279.0
2022-10-15,345.77,351.73,336.83,341.04,338279.0
2022-10-16,345.77,351.73,336.83,341.04,338279.0
2022-10-17,346.99,353.92,344.77,353.32,515515.0
2022-10-18,363.7,365.425,355.74,361.07,461378.0
2022-10-19,358.54,360.86,352.645,354.55,339679.0
2022-10-20,358.69,365.82,345.495,347.8,472834.0
2022-10-21,346.13,363.685,345.02,363.28,521676.0
2022-10-22,346.13,363.685,345.02,363.28,521676.0
2022-10-23,346.13,363.685,345.02,363.28,521676.0
2022-10-24,362.69,363.88,351.96,361.62,449717.0
2022-10-25,365.0,373.135,364.0,369.19,677570.0
2022-10-26,364.9,368.5,360.75,361.41,650332.0
2022-10-27,363.12,367.9,349.02,359.93,714500.0
2022-10-28,346.74,353.26,337.06,345.35,875870.0
2022-10-29,346.74,353.26,337.06,345.35,875870.0
2022-10-30,346.74,353.26,337.06,345.35,875870.0
2022-10-31,348.74,361.29,347.48,349.93,538320.0
2022-11-01,355.0,367.55,352.69,362.98,519430.0
2022-11-02,360.62,363.89,346.0,346.61,522190.0
2022-11-03,347.33,360.93,340.46,356.17,494675.0
2022-11-04,365.26,365.99,345.43,353.64,491038.0
2022-11-05,365.26,365.99,345.43,353.64,491038.0
2022-11-06,365.26,365.99,345.43,353.64,491038.0
2022-11-07,358.59,358.59,339.27,342.15,491178.0
2022-11-08,342.56,346.59,331.12,333.35,509582.0
2022-11-09,329.3,337.68,328.94,329.72,450132.0
2022-11-10,343.22,355.54,342.975,350.74,500561.0
2022-11-11,352.16,353.99,337.68,345.08,588799.0
2022-11-12,352.16,353.99,337.68,345.08,588799.0
2022-11-13,352.16,353.99,337.68,345.08,588799.0
2022-11-14,335.75,342.77,326.1,326.23,638589.0
2022-11-15,335.3,347.55,328.87,347.27,598112.0
2022-11-16,340.56,347.8,334.25,347.0,552462.0
2022-11-17,340.41,355.71,337.22,352.95,589102.0
2022-11-18,362.57,376.38,360.0,375.4,870125.0
2022-11-19,362.57,376.38,360.0,375.4,870125.0
2022-11-20,362.57,376.38,360.0,375.4,870125.0
2022-11-21,373.23,377.43,361.34,364.38,408708.0
2022-11-22,367.4,371.95,362.45,370.13,289109.0
2022-11-23,370.84,382.42,369.62,378.78,386400.0
2022-11-24,370.84,382.42,369.62,378.78,386400.0
2022-11-25,377.73,381.89,375.995,381.18,107607.0
2022-11-26,377.73,381.89,375.995,381.18,107607.0
2022-11-27,377.73,381.89,375.995,381.18,107607.0
2022-11-28,380.39,389.43,380.285,383.48,339942.0
2022-11-29,385.58,389.38,383.31,388.71,251253.0
2022-11-30,392.45,399.535,387.55,398.88,428783.0
2022-12-01,397.36,402.32,386.11,390.41,385898.0
2022-12-02,385.86,394.81,385.86,389.32,379835.0
2022-12-03,385.86,394.81,385.86,389.32,379835.0
2022-12-04,385.86,394.81,385.86,389.32,379835.0
2022-12-05,386.34,390.58,375.43,377.1,414873.0
2022-12-06,378.07,378.07,370.04,376.33,403902.0
2022-12-07,373.03,378.69,369.82,377.85,211713.0
2022-12-08,380.3,384.38,378.12,380.81,201959.0
2022-12-09,375.9,381.43,368.36,373.09,363222.0
2022-12-10,375.9,381.43,368.36,373.09,363222.0
2022-12-11,375.9,381.43,368.36,373.09,363222.0
2022-12-12,374.99,381.56,370.505,379.22,369292.0
2022-12-13,388.04,388.04,375.04,380.18,434229.0
2022-12-14,380.44,392.74,379.99,390.03,425319.0
2022-12-15,383.05,383.05,375.7,377.61,237368.0
2022-12-16,373.36,376.49,365.96,369.51,434391.0
2022-12-17,373.36,376.49,365.96,369.51,434391.0
2022-12-18,373.36,376.49,365.96,369.51,434391.0
2022-12-19,369.64,370.905,364.2803,366.82,536447.0
2022-12-20,364.22,367.73,361.62,363.05,330829.0
2022-12-21,372.13,382.99,372.13,382.24,278615.0
2022-12-22,381.3,391.9636,379.03,388.64,320575.0
2022-12-23,389.09,391.55,384.45,390.87,194288.0
2022-12-24,389.09,391.55,384.45,390.87,194288.0
2022-12-25,389.09,391.55,384.45,390.87,194288.0
2022-12-26,389.09,391.55,384.45,390.87,194288.0
2022-12-27,390.66,401.08,389.1077,396.84,332963.0
2022-12-28,396.0,398.87,385.505,391.18,250444.0
2022-12-29,395.55,400.22,393.1,400.0,222925.0
2022-12-30,394.38,399.8,391.395,399.16,186219.0
2022-12-31,394.38,399.8,391.395,399.16,186219.0
2023-01-01,394.38,399.8,391.395,399.16,186219.0
2023-01-02,394.38,399.8,391.395,399.16,186219.0
2023-01-03,404.58,404.65,387.16,389.23,428700.0
2023-01-04,389.57,397.1225,387.06,389.94,454844.0
2023-01-05,388.3,397.78,382.56,395.08,306583.0
2023-01-06,399.81,402.77,395.21,397.57,307914.0
2023-01-07,399.81,402.77,395.21,397.57,307914.0
2023-01-08,399.81,402.77,395.21,397.57,307914.0
2023-01-09,394.09,412.945,392.21,405.85,457861.0
2023-01-10,407.67,413.345,402.25,406.0,359981.0
2023-01-11,406.15,411.315,406.15,410.46,388642.0
2023-01-12,411.99,419.09,408.61,416.72,322516.0
2023-01-13,413.18,422.685,413.11,420.92,358849.0
2023-01-14,413.18,422.685,413.11,420.92,358849.0
2023-01-15,413.18,422.685,413.11,420.92,358849.0
2023-01-16,413.18,422.685,413.11,420.92,358849.0
2023-01-17,418.32,423.84,417.99,420.0,252997.0
2023-01-18,420.35,427.01,420.01,420.34,311209.0
2023-01-19,419.12,422.05,415.72,416.94,346862.0
2023-01-20,418.0,420.4222,414.26,418.0,265348.0
2023-01-21,418.0,420.4222,414.26,418.0,265348.0
2023-01-22,418.0,420.4222,414.26,418.0,265348.0
2023-01-23,422.36,428.13,419.875,422.28,288001.0
