,FICO US Equity,FICO US Equity,FICO US Equity,FICO US Equity,FICO US Equity
2022-09-20,443.62,452.58,436.5,450.07,346548.0
2022-09-21,452.95,461.25,448.77,449.7,210961.0
2022-09-22,446.93,446.93,435.23,439.59,179068.0
2022-09-23,432.71,438.14,423.64,427.91,191552.0
2022-09-24,432.71,438.14,423.64,427.91,191552.0
2022-09-25,432.71,438.14,423.64,427.91,191552.0
2022-09-26,430.47,436.51,425.45,428.18,161052.0
2022-09-27,435.87,439.0,420.21,425.57,179368.0
2022-09-28,427.93,436.14,425.33,433.03,141307.0
2022-09-29,429.84,431.1,422.22,424.84,158191.0
2022-09-30,422.28,427.65,410.8,412.01,232517.0
2022-10-01,422.28,427.65,410.8,412.01,232517.0
2022-10-02,422.28,427.65,410.8,412.01,232517.0
2022-10-03,415.16,430.99,409.32,423.91,221212.0
2022-10-04,430.25,441.78,430.25,441.14,355561.0
2022-10-05,434.66,443.98,428.64,439.98,131221.0
2022-10-06,430.77,434.95,410.72,413.82,304626.0
2022-10-07,407.3,411.73,399.31,402.2,327728.0
2022-10-08,407.3,411.73,399.31,402.2,327728.0
2022-10-09,407.3,411.73,399.31,402.2,327728.0
2022-10-10,402.65,403.66,391.52,396.31,241397.0
2022-10-11,402.24,406.11,394.38,405.73,346662.0
2022-10-12,406.2,413.44,404.16,405.31,251166.0
2022-10-13,394.26,407.65,389.84,404.07,191937.0
2022-10-14,407.33,413.54,398.56,400.41,154330.0
2022-10-15,407.33,413.54,398.56,400.41,154330.0
2022-10-16,407.33,413.54,398.56,400.41,154330.0
2022-10-17,406.44,417.59,406.11,409.28,163446.0
2022-10-18,419.3,425.23,414.9,420.01,159641.0
2022-10-19,417.2,418.77,403.24,408.95,246427.0
2022-10-20,410.34,412.46,400.23,408.59,189998.0
2022-10-21,407.61,413.0,400.51,409.66,142168.0
2022-10-22,407.61,413.0,400.51,409.66,142168.0
2022-10-23,407.61,413.0,400.51,409.66,142168.0
2022-10-24,412.67,419.27,408.88,415.88,186292.0
2022-10-25,418.97,437.65,418.97,432.75,278550.0
2022-10-26,429.7,448.07,429.7,447.56,259736.0
2022-10-27,450.0,475.91,449.45,474.57,351922.0
2022-10-28,473.24,485.43,471.67,485.11,207406.0
2022-10-29,473.24,485.43,471.67,485.11,207406.0
2022-10-30,473.24,485.43,471.67,485.11,207406.0
2022-10-31,482.3,487.83,477.5,478.84,271398.0
2022-11-01,486.17,487.24,471.48,476.12,166583.0
2022-11-02,473.52,475.04,442.27,447.5,245609.0
2022-11-03,440.88,451.14,433.45,436.68,199264.0
2022-11-04,442.74,443.55,427.72,435.35,171772.0
2022-11-05,442.74,443.55,427.72,435.35,171772.0
2022-11-06,442.74,443.55,427.72,435.35,171772.0
2022-11-07,435.17,442.3,427.09,436.85,227122.0
2022-11-08,439.21,456.33,435.48,450.53,311284.0
2022-11-09,446.82,446.95,437.31,443.77,201447.0
2022-11-10,525.74,581.87,518.26,581.78,844599.0
2022-11-11,583.86,623.15,583.86,607.57,475693.0
2022-11-12,583.86,623.15,583.86,607.57,475693.0
2022-11-13,583.86,623.15,583.86,607.57,475693.0
2022-11-14,600.01,613.86,580.01,592.9,368129.0
2022-11-15,610.99,623.61,604.84,616.49,273915.0
2022-11-16,603.65,623.34,603.65,617.87,194510.0
2022-11-17,600.84,603.45,571.25,586.71,346047.0
2022-11-18,593.87,593.87,568.38,576.2,290668.0
2022-11-19,593.87,593.87,568.38,576.2,290668.0
2022-11-20,593.87,593.87,568.38,576.2,290668.0
2022-11-21,577.42,582.93,568.9,581.49,163316.0
2022-11-22,581.89,584.36,574.14,577.9,174968.0
2022-11-23,578.42,594.67,578.29,579.29,177371.0
2022-11-24,578.42,594.67,578.29,579.29,177371.0
2022-11-25,576.59,589.97,570.81,589.07,84283.0
2022-11-26,576.59,589.97,570.81,589.07,84283.0
2022-11-27,576.59,589.97,570.81,589.07,84283.0
2022-11-28,579.43,589.05,571.81,587.68,189969.0
2022-11-29,583.78,597.13,579.48,590.74,214628.0
2022-11-30,587.37,621.2,582.49,619.72,395794.0
2022-12-01,617.52,637.69,612.17,621.14,303258.0
2022-12-02,619.0,626.96,602.3,621.32,190173.0
2022-12-03,619.0,626.96,602.3,621.32,190173.0
2022-12-04,619.0,626.96,602.3,621.32,190173.0
2022-12-05,612.34,615.53,599.07,612.1,170105.0
2022-12-06,609.65,612.68,595.05,609.61,174326.0
2022-12-07,609.0,616.12,598.48,613.5,136825.0
2022-12-08,620.69,632.03,610.6,624.99,179424.0
2022-12-09,620.76,626.45,614.9,615.45,142127.0
2022-12-10,620.76,626.45,614.9,615.45,142127.0
2022-12-11,620.76,626.45,614.9,615.45,142127.0
2022-12-12,618.13,623.2,609.29,616.31,120397.0
2022-12-13,628.0,638.87,615.34,620.56,237578.0
2022-12-14,616.86,628.65,602.5,606.68,193770.0
2022-12-15,594.02,598.22,583.64,598.21,242626.0
2022-12-16,595.19,595.19,583.18,590.63,427657.0
2022-12-17,595.19,595.19,583.18,590.63,427657.0
2022-12-18,595.19,595.19,583.18,590.63,427657.0
2022-12-19,586.61,593.7,579.61,585.65,170815.0
2022-12-20,582.74,595.52,580.49,591.15,138329.0
2022-12-21,592.59,614.21,592.59,614.2,133042.0
2022-12-22,602.71,617.48,599.28,614.52,128404.0
2022-12-23,613.1,623.16,605.05,616.76,90452.0
2022-12-24,613.1,623.16,605.05,616.76,90452.0
2022-12-25,613.1,623.16,605.05,616.76,90452.0
2022-12-26,613.1,623.16,605.05,616.76,90452.0
2022-12-27,613.88,617.37,608.17,614.3,92277.0
2022-12-28,615.33,622.22,604.4,606.84,92623.0
2022-12-29,607.49,614.49,598.76,600.9,120581.0
2022-12-30,591.69,599.09,587.81,598.58,153245.0
2022-12-31,591.69,599.09,587.81,598.58,153245.0
2023-01-01,591.69,599.09,587.81,598.58,153245.0
2023-01-02,591.69,599.09,587.81,598.58,153245.0
2023-01-03,608.65,617.1,586.11,591.19,165263.0
2023-01-04,596.54,609.8,596.16,609.04,117334.0
2023-01-05,601.06,606.41,589.5,596.9,146516.0
2023-01-06,603.6,608.7,583.69,601.94,115677.0
2023-01-07,603.6,608.7,583.69,601.94,115677.0
2023-01-08,603.6,608.7,583.69,601.94,115677.0
2023-01-09,609.55,611.98,591.8,593.87,193283.0
2023-01-10,588.48,591.62,575.39,585.86,253026.0
2023-01-11,588.26,600.92,584.44,598.97,168387.0
2023-01-12,598.4,608.31,586.6,605.58,163850.0
2023-01-13,599.22,620.65,599.22,617.92,128997.0
2023-01-14,599.22,620.65,599.22,617.92,128997.0
2023-01-15,599.22,620.65,599.22,617.92,128997.0
2023-01-16,599.22,620.65,599.22,617.92,128997.0
2023-01-17,616.01,628.27,610.19,627.88,161389.0
2023-01-18,635.29,640.5,619.17,629.97,212055.0
2023-01-19,625.03,636.99,622.47,623.86,178572.0
2023-01-20,623.39,649.92,623.39,649.18,199706.0
2023-01-21,623.39,649.92,623.39,649.18,199706.0
2023-01-22,623.39,649.92,623.39,649.18,199706.0
2023-01-23,648.39,658.21,640.54,649.95,217787.0
2023-01-24,653.12,657.58,638.0,640.22,243542.0
2023-01-25,627.82,646.38,610.67,642.83,188732.0
2023-01-26,646.65,648.89,632.09,646.05,227523.0
2023-01-27,623.79,676.98,617.35,660.25,317427.0
2023-01-28,623.79,676.98,617.35,660.25,317427.0
2023-01-29,623.79,676.98,617.35,660.25,317427.0
2023-01-30,658.12,659.98,644.27,644.28,186002.0
2023-01-31,643.52,668.45,640.12,665.95,286040.0
2023-02-01,662.47,686.23,653.19,682.68,204363.0
2023-02-02,693.62,710.0,685.27,690.32,214570.0
2023-02-03,671.73,692.79,671.73,681.32,209905.0
2023-02-04,671.73,692.79,671.73,681.32,209905.0
2023-02-05,671.73,692.79,671.73,681.32,209905.0
2023-02-06,677.72,677.72,667.8,673.45,169793.0
2023-02-07,666.35,680.85,657.2,677.53,162509.0
2023-02-08,677.41,682.47,667.65,676.85,217192.0
2023-02-09,680.41,698.99,674.92,677.74,244374.0
2023-02-10,670.98,686.24,669.04,679.73,176071.0
2023-02-11,670.98,686.24,669.04,679.73,176071.0
2023-02-12,670.98,686.24,669.04,679.73,176071.0
2023-02-13,691.8,698.03,684.01,694.24,189645.0
2023-02-14,692.56,701.63,690.29,698.06,191637.0
2023-02-15,691.33,703.86,691.33,698.94,181689.0
2023-02-16,690.0,696.22,687.24,687.8,156479.0
2023-02-17,674.68,687.24,665.8,682.19,207399.0
2023-02-18,674.68,687.24,665.8,682.19,207399.0
2023-02-19,674.68,687.24,665.8,682.19,207399.0
2023-02-20,674.68,687.24,665.8,682.19,207399.0
2023-02-21,667.33,676.56,663.02,665.0,213572.0
2023-02-22,666.62,668.34,654.69,663.48,169895.0
2023-02-23,666.72,674.54,662.56,671.67,94431.0
2023-02-24,659.87,668.24,658.72,665.94,100101.0
2023-02-25,659.87,668.24,658.72,665.94,100101.0
2023-02-26,659.87,668.24,658.72,665.94,100101.0
2023-02-27,671.18,672.72,666.43,670.41,119411.0
2023-02-28,671.85,686.74,671.85,677.39,292775.0
2023-03-01,675.54,682.79,670.32,682.79,194182.0
2023-03-02,681.17,687.77,679.49,687.52,101132.0
2023-03-03,690.84,708.54,688.5,705.23,172176.0
2023-03-04,690.84,708.54,688.5,705.23,172176.0
2023-03-05,690.84,708.54,688.5,705.23,172176.0
2023-03-06,706.99,711.41,696.58,696.58,278913.0
2023-03-07,696.57,705.75,693.44,701.73,184989.0
2023-03-08,701.37,705.0,689.48,700.54,192444.0
2023-03-09,700.94,711.85,696.38,696.43,265761.0
2023-03-10,694.05,707.31,683.33,695.76,237226.0
2023-03-11,694.05,707.31,683.33,695.76,237226.0
2023-03-12,694.05,707.31,683.33,695.76,237226.0
2023-03-13,689.12,693.09,662.19,682.89,486387.0
2023-03-14,691.04,708.86,689.1,696.89,330437.0
2023-03-15,684.12,691.5,659.33,668.3,321960.0
2023-03-16,669.4,697.67,666.5,679.97,314687.0
2023-03-17,677.21,693.61,651.08,654.94,5150036.0
2023-03-18,677.21,693.61,651.08,654.94,5150036.0
2023-03-19,677.21,693.61,651.08,654.94,5150036.0
2023-03-20,654.5,684.49,650.0,682.55,309508.0
2023-03-21,686.14,700.37,676.08,696.88,246547.0
2023-03-22,694.06,696.07,677.71,678.7,217294.0
2023-03-23,682.85,688.29,673.12,680.85,218650.0
2023-03-24,677.55,691.15,672.0,690.94,130569.0
2023-03-25,677.55,691.15,672.0,690.94,130569.0
2023-03-26,677.55,691.15,672.0,690.94,130569.0
2023-03-27,691.95,699.3,687.24,688.63,215383.0
2023-03-28,686.25,690.96,674.8,679.52,180143.0
2023-03-29,685.87,698.96,685.55,698.13,158964.0
2023-03-30,700.9,705.0,692.24,696.4,108508.0
2023-03-31,696.4,703.02,694.71,702.69,364009.0
2023-04-01,696.4,703.02,694.71,702.69,364009.0
2023-04-02,696.4,703.02,694.71,702.69,364009.0
2023-04-03,700.0,702.46,686.83,689.84,225989.0
2023-04-04,689.08,691.5,682.59,689.29,290461.0
2023-04-05,687.53,693.41,676.6,676.62,102508.0
2023-04-06,671.3,677.0,668.98,672.42,127596.0
2023-04-07,671.3,677.0,668.98,672.42,127596.0
2023-04-08,671.3,677.0,668.98,672.42,127596.0
2023-04-09,671.3,677.0,668.98,672.42,127596.0
2023-04-10,668.12,680.19,664.41,679.57,129836.0
2023-04-11,678.54,688.39,675.37,678.96,167650.0
2023-04-12,682.33,690.89,682.33,684.43,103639.0
2023-04-13,687.05,699.22,687.05,698.78,126523.0
2023-04-14,695.22,702.26,695.22,698.06,133272.0
2023-04-15,695.22,702.26,695.22,698.06,133272.0
2023-04-16,695.22,702.26,695.22,698.06,133272.0
2023-04-17,700.68,703.46,686.91,696.47,115291.0
2023-04-18,700.0,702.29,693.19,697.37,136083.0
2023-04-19,692.16,695.32,686.08,695.31,192053.0
2023-04-20,693.65,704.15,692.87,703.44,216989.0
2023-04-21,707.62,728.85,707.06,719.23,305426.0
2023-04-22,707.62,728.85,707.06,719.23,305426.0
2023-04-23,707.62,728.85,707.06,719.23,305426.0
2023-04-24,722.51,726.56,712.65,713.56,232383.0
2023-04-25,711.35,715.37,708.25,709.52,219849.0
2023-04-26,710.96,723.89,708.0,714.36,308008.0
2023-04-27,724.16,736.37,719.17,734.68,251190.0
2023-04-28,719.22,758.0,718.22,727.95,412358.0
2023-04-29,719.22,758.0,718.22,727.95,412358.0
2023-04-30,719.22,758.0,718.22,727.95,412358.0
2023-05-01,726.72,751.58,714.63,745.99,238770.0
2023-05-02,749.44,749.44,725.29,739.71,251551.0
2023-05-03,740.47,756.02,732.1,752.39,273140.0
2023-05-04,748.67,760.15,736.0,736.65,208150.0
2023-05-05,739.92,743.37,730.33,731.98,148264.0
2023-05-06,739.92,743.37,730.33,731.98,148264.0
2023-05-07,739.92,743.37,730.33,731.98,148264.0
2023-05-08,729.54,736.78,729.54,736.41,194955.0
2023-05-09,735.42,741.83,733.75,737.24,158601.0
2023-05-10,744.33,758.46,741.43,757.9,171972.0
2023-05-11,759.0,762.73,743.02,749.29,197706.0
2023-05-12,751.41,758.59,741.28,743.83,305512.0
2023-05-13,751.41,758.59,741.28,743.83,305512.0
2023-05-14,751.41,758.59,741.28,743.83,305512.0
2023-05-15,742.58,757.57,739.61,756.14,211815.0
2023-05-16,753.31,756.64,746.0,754.13,146257.0
2023-05-17,759.74,759.74,748.8,749.21,181442.0
2023-05-18,749.0,766.15,748.13,765.94,198924.0
2023-05-19,768.06,768.8,754.23,755.79,206532.0
2023-05-20,768.06,768.8,754.23,755.79,206532.0
2023-05-21,768.06,768.8,754.23,755.79,206532.0
2023-05-22,766.7,794.02,760.37,776.73,233848.0
2023-05-23,769.57,777.02,759.05,760.21,246039.0
2023-05-24,758.58,770.0,747.71,765.21,165223.0
2023-05-25,773.5,777.78,766.53,772.13,144603.0
2023-05-26,774.79,792.22,774.27,791.62,211157.0
2023-05-27,774.79,792.22,774.27,791.62,211157.0
2023-05-28,774.79,792.22,774.27,791.62,211157.0
2023-05-29,774.79,792.22,774.27,791.62,211157.0
2023-05-30,795.0,796.5,783.96,790.41,187004.0
2023-05-31,789.89,794.98,775.11,787.67,409446.0
2023-06-01,786.3,799.95,786.3,793.24,208759.0
2023-06-02,793.33,800.09,783.06,790.84,176866.0
2023-06-03,793.33,800.09,783.06,790.84,176866.0
2023-06-04,793.33,800.09,783.06,790.84,176866.0
2023-06-05,787.21,796.67,781.09,791.6,104567.0
2023-06-06,789.21,795.35,786.03,789.99,155178.0
2023-06-07,789.54,797.18,745.45,757.18,374896.0
2023-06-08,756.11,771.01,756.11,766.69,216687.0
2023-06-09,769.67,779.74,765.4,774.71,232705.0
2023-06-10,769.67,779.74,765.4,774.71,232705.0
2023-06-11,769.67,779.74,765.4,774.71,232705.0
2023-06-12,782.45,800.46,779.37,800.18,154351.0
2023-06-13,804.53,806.45,797.6,801.58,201692.0
2023-06-14,804.07,807.08,785.54,795.25,196205.0
2023-06-15,791.68,807.41,791.68,802.11,175296.0
2023-06-16,809.69,815.64,795.5,799.96,262951.0
2023-06-17,809.69,815.64,795.5,799.96,262951.0
2023-06-18,809.69,815.64,795.5,799.96,262951.0
2023-06-19,809.69,815.64,795.5,799.96,262951.0
2023-06-20,797.27,806.67,788.93,795.54,220065.0
2023-06-21,794.15,796.76,782.44,790.5,187186.0
2023-06-22,786.84,795.24,778.65,786.85,130075.0
2023-06-23,779.79,783.26,770.58,776.05,326104.0
2023-06-24,779.79,783.26,770.58,776.05,326104.0
2023-06-25,779.79,783.26,770.58,776.05,326104.0
2023-06-26,772.59,780.98,768.16,768.48,125651.0
2023-06-27,768.48,778.3,764.49,775.54,228815.0
2023-06-28,774.58,799.61,773.5,787.84,153801.0
2023-06-29,789.69,797.57,786.52,796.54,104408.0
2023-06-30,805.44,815.18,805.44,809.21,164309.0
2023-07-01,805.44,815.18,805.44,809.21,164309.0
2023-07-02,805.44,815.18,805.44,809.21,164309.0
2023-07-03,805.9,811.1,790.51,795.0,69556.0
2023-07-04,805.9,811.1,790.51,795.0,69556.0
2023-07-05,790.08,798.67,788.89,791.97,109911.0
2023-07-06,787.75,787.75,776.63,782.4,174988.0
2023-07-07,781.68,798.13,781.68,793.79,145460.0
2023-07-08,781.68,798.13,781.68,793.79,145460.0
2023-07-09,781.68,798.13,781.68,793.79,145460.0
2023-07-10,792.47,810.64,792.47,802.38,151615.0
2023-07-11,802.73,810.44,799.18,808.41,153133.0
2023-07-12,815.54,815.54,804.28,810.97,148194.0
2023-07-13,814.89,817.38,808.49,810.8,104653.0
2023-07-14,811.3,824.94,810.48,824.45,128334.0
2023-07-15,811.3,824.94,810.48,824.45,128334.0
2023-07-16,811.3,824.94,810.48,824.45,128334.0
2023-07-17,825.79,840.71,825.61,837.24,139990.0
2023-07-18,836.33,847.56,828.85,843.67,134422.0
2023-07-19,847.06,849.37,825.75,844.85,150799.0
2023-07-20,842.36,856.47,828.94,852.16,261426.0
2023-07-21,858.85,860.0,838.99,844.5,132615.0
2023-07-22,858.85,860.0,838.99,844.5,132615.0
2023-07-23,858.85,860.0,838.99,844.5,132615.0
2023-07-24,850.46,859.51,826.63,834.78,160229.0
2023-07-25,830.18,858.74,830.0,852.49,302176.0
2023-07-26,850.56,854.23,829.24,834.75,244092.0
2023-07-27,843.12,849.11,815.63,820.32,338449.0
2023-07-28,829.19,835.4,819.53,824.97,146697.0
2023-07-29,829.19,835.4,819.53,824.97,146697.0
2023-07-30,829.19,835.4,819.53,824.97,146697.0
2023-07-31,830.0,838.01,825.19,837.97,111233.0
2023-08-01,835.43,837.53,826.7,829.69,155087.0
2023-08-02,821.21,826.53,810.26,822.19,215091.0
2023-08-03,850.0,892.03,837.52,855.18,343322.0
2023-08-04,856.97,859.25,825.47,841.02,173416.0
2023-08-05,856.97,859.25,825.47,841.02,173416.0
2023-08-06,856.97,859.25,825.47,841.02,173416.0
2023-08-07,847.68,862.82,845.01,861.27,161550.0
2023-08-08,858.05,870.29,841.29,856.16,193672.0
2023-08-09,860.0,862.21,846.41,854.77,99623.0
2023-08-10,864.05,870.27,854.91,859.09,122192.0
2023-08-11,855.98,864.71,855.98,860.11,75258.0
2023-08-12,855.98,864.71,855.98,860.11,75258.0
2023-08-13,855.98,864.71,855.98,860.11,75258.0
2023-08-14,868.34,877.57,864.23,875.66,133238.0
2023-08-15,874.03,877.54,867.57,871.09,105428.0
2023-08-16,870.46,875.09,848.4,848.8,90962.0
2023-08-17,844.35,851.25,839.73,843.48,165985.0
2023-08-18,830.86,852.33,830.86,846.13,136703.0
2023-08-19,830.86,852.33,830.86,846.13,136703.0
2023-08-20,830.86,852.33,830.86,846.13,136703.0
2023-08-21,848.75,860.22,845.06,845.4,135935.0
2023-08-22,849.34,857.4,843.46,843.51,89750.0
2023-08-23,848.78,864.65,845.5,859.91,125549.0
2023-08-24,866.8,866.8,846.68,846.91,97815.0
2023-08-25,850.13,861.27,846.02,851.89,73846.0
2023-08-26,850.13,861.27,846.02,851.89,73846.0
2023-08-27,850.13,861.27,846.02,851.89,73846.0
2023-08-28,851.34,869.49,851.34,865.0,165725.0
2023-08-29,861.19,890.0,861.19,888.34,123334.0
2023-08-30,890.0,902.98,888.67,898.69,160087.0
2023-08-31,898.8,915.48,898.8,904.59,205430.0
2023-09-01,909.87,914.72,891.02,896.56,176696.0
2023-09-02,909.87,914.72,891.02,896.56,176696.0
2023-09-03,909.87,914.72,891.02,896.56,176696.0
2023-09-04,909.87,914.72,891.02,896.56,176696.0
2023-09-05,889.48,898.27,868.16,892.71,147115.0
2023-09-06,889.7,916.41,889.7,907.88,155706.0
2023-09-07,905.47,906.96,894.83,904.22,192311.0
2023-09-08,904.23,911.41,895.0,899.72,110705.0
2023-09-09,904.23,911.41,895.0,899.72,110705.0
2023-09-10,904.23,911.41,895.0,899.72,110705.0
2023-09-11,903.35,910.81,899.72,904.93,100058.0
2023-09-12,897.63,903.99,887.51,890.35,139010.0
2023-09-13,886.18,906.19,886.18,897.46,231436.0
2023-09-14,900.0,907.92,889.61,906.52,224257.0
2023-09-15,903.22,903.22,874.17,891.4,426853.0
2023-09-16,903.22,903.22,874.17,891.4,426853.0
2023-09-17,903.22,903.22,874.17,891.4,426853.0
2023-09-18,889.12,908.11,884.95,903.12,207340.0
2023-09-19,903.0,911.91,898.06,909.97,213676.0
2023-09-20,913.39,915.0,903.01,903.87,145405.0
2023-09-21,900.0,902.05,889.33,889.84,214225.0
2023-09-22,892.58,899.92,880.32,889.51,175667.0
2023-09-23,892.58,899.92,880.32,889.51,175667.0
2023-09-24,892.58,899.92,880.32,889.51,175667.0
2023-09-25,883.58,898.78,883.58,889.98,137178.0
2023-09-26,884.8,886.11,865.31,871.22,169170.0
2023-09-27,870.42,892.25,870.42,885.61,164345.0
2023-09-28,880.72,896.15,870.74,886.84,117219.0
2023-09-29,878.78,891.66,868.03,868.53,197369.0
2023-09-30,878.78,891.66,868.03,868.53,197369.0
2023-10-01,878.78,891.66,868.03,868.53,197369.0
2023-10-02,865.0,878.36,858.63,863.59,140374.0
2023-10-03,861.43,871.65,829.98,836.54,220549.0
2023-10-04,840.34,862.3,840.34,860.85,131857.0
2023-10-05,857.34,866.53,851.79,862.53,109527.0
2023-10-06,861.49,880.67,858.88,873.52,99977.0
2023-10-07,861.49,880.67,858.88,873.52,99977.0
2023-10-08,861.49,880.67,858.88,873.52,99977.0
2023-10-09,865.73,889.41,862.23,889.39,128397.0
2023-10-10,895.54,896.0,882.8,889.15,126895.0
2023-10-11,893.69,906.74,884.21,904.68,162138.0
2023-10-12,906.67,906.67,889.13,892.34,149803.0
2023-10-13,889.11,895.98,883.59,895.34,154347.0
2023-10-14,889.11,895.98,883.59,895.34,154347.0
2023-10-15,889.11,895.98,883.59,895.34,154347.0
2023-10-16,903.18,909.61,885.85,886.6,128007.0
2023-10-17,881.76,919.72,881.56,918.29,249817.0
2023-10-18,915.33,922.23,908.08,914.7,256420.0
2023-10-19,907.85,931.99,901.84,919.26,294801.0
2023-10-20,924.79,927.85,899.0,912.0,223402.0
2023-10-21,924.79,927.85,899.0,912.0,223402.0
2023-10-22,924.79,927.85,899.0,912.0,223402.0
2023-10-23,909.07,940.1,903.03,927.19,204087.0
2023-10-24,927.19,929.58,845.48,862.12,553990.0
2023-10-25,845.12,859.3,824.64,825.1,446042.0
2023-10-26,832.29,838.81,811.99,829.72,313868.0
2023-10-27,830.99,849.0,823.49,848.1,235815.0
2023-10-28,830.99,849.0,823.49,848.1,235815.0
2023-10-29,830.99,849.0,823.49,848.1,235815.0
2023-10-30,851.02,859.23,838.72,851.29,151344.0
2023-10-31,853.02,853.02,831.55,845.87,161543.0
2023-11-01,849.23,872.68,838.43,870.99,193949.0
2023-11-02,879.69,907.47,879.69,900.69,191740.0
2023-11-03,910.84,932.25,910.84,930.41,171360.0
2023-11-04,910.84,932.25,910.84,930.41,171360.0
2023-11-05,910.84,932.25,910.84,930.41,171360.0
2023-11-06,930.41,930.41,907.64,927.76,219576.0
2023-11-07,934.94,940.61,925.13,938.4,152053.0
2023-11-08,940.0,954.23,930.07,940.43,284267.0
2023-11-09,901.26,987.02,900.01,962.7,343330.0
2023-11-10,962.47,1002.74,962.47,996.7,188286.0
2023-11-11,962.47,1002.74,962.47,996.7,188286.0
2023-11-12,962.47,1002.74,962.47,996.7,188286.0
2023-11-13,998.08,1014.0,991.04,1012.27,165585.0
2023-11-14,1021.46,1031.69,1006.71,1027.15,214435.0
2023-11-15,1027.64,1036.41,1014.86,1020.96,210984.0
2023-11-16,1021.06,1046.45,1021.06,1034.06,142614.0
2023-11-17,1037.69,1043.47,1028.59,1042.27,101614.0
2023-11-18,1037.69,1043.47,1028.59,1042.27,101614.0
2023-11-19,1037.69,1043.47,1028.59,1042.27,101614.0
2023-11-20,1045.89,1059.68,1037.55,1051.45,108983.0
2023-11-21,1053.71,1064.31,1049.3,1054.9,110744.0
2023-11-22,1063.1,1077.14,1057.7,1065.17,100831.0
2023-11-23,1063.1,1077.14,1057.7,1065.17,100831.0
2023-11-24,1061.96,1070.96,1061.96,1069.54,36011.0
2023-11-25,1061.96,1070.96,1061.96,1069.54,36011.0
2023-11-26,1061.96,1070.96,1061.96,1069.54,36011.0
2023-11-27,1073.36,1083.53,1072.31,1081.96,142641.0
2023-11-28,1077.76,1089.73,1067.36,1073.31,161249.0
2023-11-29,1084.67,1105.56,1071.68,1075.1,219898.0
2023-11-30,1075.0,1092.15,1070.37,1087.6,370491.0
2023-12-01,1084.97,1130.47,1083.72,1127.71,299849.0
2023-12-02,1084.97,1130.47,1083.72,1127.71,299849.0
2023-12-03,1084.97,1130.47,1083.72,1127.71,299849.0
2023-12-04,1120.0,1151.49,1117.26,1122.43,191052.0
2023-12-05,1115.14,1131.69,1110.72,1131.04,156112.0
2023-12-06,1133.58,1140.51,1108.17,1111.61,161954.0
2023-12-07,1110.29,1120.49,1099.74,1118.06,138422.0
2023-12-08,1114.12,1140.85,1112.92,1134.39,130079.0
2023-12-09,1114.12,1140.85,1112.92,1134.39,130079.0
2023-12-10,1114.12,1140.85,1112.92,1134.39,130079.0
2023-12-11,1131.81,1147.52,1123.93,1145.82,133110.0
2023-12-12,1140.19,1159.67,1132.73,1159.22,160563.0
2023-12-13,1163.29,1183.79,1157.76,1166.78,236277.0
2023-12-14,1181.69,1185.42,1123.56,1129.59,423633.0
2023-12-15,1127.12,1136.63,1121.53,1129.78,467099.0
2023-12-16,1127.12,1136.63,1121.53,1129.78,467099.0
2023-12-17,1127.12,1136.63,1121.53,1129.78,467099.0
2023-12-18,1135.0,1152.53,1130.74,1148.77,359591.0
2023-12-19,1150.26,1156.39,1149.16,1152.51,322347.0
2023-12-20,1152.51,1180.56,1149.92,1155.15,130052.0
2023-12-21,1162.23,1172.2,1154.57,1165.46,135161.0
2023-12-22,1175.61,1175.61,1160.26,1168.88,67053.0
2023-12-23,1175.61,1175.61,1160.26,1168.88,67053.0
2023-12-24,1175.61,1175.61,1160.26,1168.88,67053.0
2023-12-25,1175.61,1175.61,1160.26,1168.88,67053.0
2023-12-26,1175.17,1175.17,1160.57,1164.62,111451.0
2023-12-27,1163.99,1175.35,1162.34,1170.61,115164.0
2023-12-28,1172.28,1173.71,1167.04,1169.34,62817.0
2023-12-29,1168.1,1176.22,1155.27,1164.01,97009.0
2023-12-30,1168.1,1176.22,1155.27,1164.01,97009.0
2023-12-31,1168.1,1176.22,1155.27,1164.01,97009.0
2024-01-01,1168.1,1176.22,1155.27,1164.01,97009.0
2024-01-02,1152.4,1158.01,1119.88,1131.16,190842.0
2024-01-03,1131.16,1135.0,1116.12,1122.37,158588.0
2024-01-04,1124.09,1132.93,1115.1,1117.46,127731.0
2024-01-05,1115.52,1132.4,1113.19,1115.46,164641.0
2024-01-06,1115.52,1132.4,1113.19,1115.46,164641.0
2024-01-07,1115.52,1132.4,1113.19,1115.46,164641.0
2024-01-08,1120.92,1154.52,1115.81,1152.43,134291.0
2024-01-09,1144.84,1163.94,1139.75,1159.66,109963.0
2024-01-10,1168.33,1200.34,1165.77,1200.23,141312.0
2024-01-11,1204.27,1215.69,1190.57,1214.84,105107.0
2024-01-12,1221.12,1231.5,1215.77,1230.99,117315.0
2024-01-13,1221.12,1231.5,1215.77,1230.99,117315.0
2024-01-14,1221.12,1231.5,1215.77,1230.99,117315.0
2024-01-15,1221.12,1231.5,1215.77,1230.99,117315.0
2024-01-16,1230.0,1254.42,1211.59,1224.39,214680.0
2024-01-17,1220.0,1231.23,1204.69,1230.16,162759.0
2024-01-18,1237.25,1253.47,1231.99,1250.42,130868.0
2024-01-19,1260.25,1266.71,1248.02,1260.21,176049.0
2024-01-20,1260.25,1266.71,1248.02,1260.21,176049.0
