,MANH US Equity,MANH US Equity,MANH US Equity,MANH US Equity,MANH US Equity
2022-09-17,138.71,138.71,135.83,137.74,898915.0
2022-09-18,138.71,138.71,135.83,137.74,898915.0
2022-09-19,136.9,138.21,135.5801,137.5,258997.0
2022-09-20,136.67,141.74,134.25,135.32,314213.0
2022-09-21,136.11,137.83,133.53,133.53,262314.0
2022-09-22,132.42,133.87,130.38,131.33,240287.0
2022-09-23,130.45,130.69,128.19,129.63,326803.0
2022-09-24,130.45,130.69,128.19,129.63,326803.0
2022-09-25,130.45,130.69,128.19,129.63,326803.0
2022-09-26,129.52,133.26,129.11,130.55,337601.0
2022-09-27,132.08,133.61,129.64,131.2,278062.0
2022-09-28,132.2,135.16,131.27,134.23,396078.0
2022-09-29,132.83,134.36,131.84,134.23,308483.0
2022-09-30,133.99,136.625,132.76,133.03,370627.0
2022-10-01,133.99,136.625,132.76,133.03,370627.0
2022-10-02,133.99,136.625,132.76,133.03,370627.0
2022-10-03,134.39,136.66,131.94,135.59,337002.0
2022-10-04,138.27,140.16,136.12,137.67,549901.0
2022-10-05,136.33,138.68,135.18,138.17,281904.0
2022-10-06,137.99,141.07,137.99,140.49,300356.0
2022-10-07,138.63,138.63,134.02,135.43,224669.0
2022-10-08,138.63,138.63,134.02,135.43,224669.0
2022-10-09,138.63,138.63,134.02,135.43,224669.0
2022-10-10,135.13,135.13,131.14,132.59,171952.0
2022-10-11,132.15,132.15,128.61,129.32,307412.0
2022-10-12,129.32,130.38,127.52,127.64,258276.0
2022-10-13,123.42,128.79,122.065,127.63,495374.0
2022-10-14,128.96,130.07,122.01,122.21,491172.0
2022-10-15,128.96,130.07,122.01,122.21,491172.0
2022-10-16,128.96,130.07,122.01,122.21,491172.0
2022-10-17,125.27,128.27,124.8,127.5,343131.0
2022-10-18,131.44,133.11,129.38,131.37,323211.0
2022-10-19,129.29,129.97,124.86,126.96,286949.0
2022-10-20,127.81,129.745,124.4,125.47,298533.0
2022-10-21,124.66,127.66,121.33,127.53,381017.0
2022-10-22,124.66,127.66,121.33,127.53,381017.0
2022-10-23,124.66,127.66,121.33,127.53,381017.0
2022-10-24,128.62,129.06,126.06,128.5,497922.0
2022-10-25,129.01,133.61,129.01,133.59,435296.0
2022-10-26,120.0,127.14,114.41,118.34,1352513.0
2022-10-27,119.0,122.62,118.32,118.83,648986.0
2022-10-28,119.22,120.33,117.575,120.31,430496.0
2022-10-29,119.22,120.33,117.575,120.31,430496.0
2022-10-30,119.22,120.33,117.575,120.31,430496.0
2022-10-31,120.19,123.79,119.93,121.67,351624.0
2022-11-01,123.87,124.41,117.58,117.58,330432.0
2022-11-02,118.11,118.14,112.77,112.83,359356.0
2022-11-03,111.76,113.375,110.0,110.13,289046.0
2022-11-04,111.62,111.62,107.18,109.34,298584.0
2022-11-05,111.62,111.62,107.18,109.34,298584.0
2022-11-06,111.62,111.62,107.18,109.34,298584.0
2022-11-07,110.24,111.52,107.51,111.18,406849.0
2022-11-08,111.32,113.2761,108.02,110.85,354889.0
2022-11-09,110.53,110.53,107.77,108.5,369119.0
2022-11-10,116.91,121.075,116.91,120.95,644005.0
2022-11-11,121.75,125.54,121.145,124.04,340399.0
2022-11-12,121.75,125.54,121.145,124.04,340399.0
2022-11-13,121.75,125.54,121.145,124.04,340399.0
2022-11-14,122.65,125.15,121.17,123.42,289974.0
2022-11-15,127.45,129.855,125.16,128.27,357086.0
2022-11-16,127.22,129.1,123.8,124.27,231736.0
2022-11-17,121.98,123.07,120.07,120.81,194131.0
2022-11-18,123.2,123.2,119.865,121.54,181021.0
2022-11-19,123.2,123.2,119.865,121.54,181021.0
2022-11-20,123.2,123.2,119.865,121.54,181021.0
2022-11-21,121.26,122.62,120.07,120.25,186961.0
2022-11-22,120.62,122.88,119.26,122.69,171697.0
2022-11-23,122.7,124.8,121.8,123.75,131596.0
2022-11-24,122.7,124.8,121.8,123.75,131596.0
2022-11-25,123.16,124.02,122.09,123.77,115390.0
2022-11-26,123.16,124.02,122.09,123.77,115390.0
2022-11-27,123.16,124.02,122.09,123.77,115390.0
2022-11-28,122.37,123.785,120.7114,121.25,183484.0
2022-11-29,120.98,121.295,118.82,119.5,149673.0
2022-11-30,119.32,126.15,118.02,125.94,293406.0
2022-12-01,125.75,128.33,125.29,127.04,196057.0
2022-12-02,124.79,128.25,123.56,126.46,207283.0
2022-12-03,124.79,128.25,123.56,126.46,207283.0
2022-12-04,124.79,128.25,123.56,126.46,207283.0
2022-12-05,124.76,125.62,120.5895,121.43,219335.0
2022-12-06,121.51,122.03,116.17,117.01,316376.0
2022-12-07,117.14,118.475,116.21,118.06,236245.0
2022-12-08,118.99,121.725,117.71,120.39,209400.0
2022-12-09,119.48,120.68,118.78,119.43,196004.0
2022-12-10,119.48,120.68,118.78,119.43,196004.0
2022-12-11,119.48,120.68,118.78,119.43,196004.0
2022-12-12,120.0,121.7,118.41,120.06,370821.0
2022-12-13,126.97,127.5,121.745,123.3,268082.0
2022-12-14,123.56,125.41,121.05,123.6,284525.0
2022-12-15,121.59,122.18,119.62,119.64,251386.0
2022-12-16,119.06,120.36,116.07,119.04,806834.0
2022-12-17,119.06,120.36,116.07,119.04,806834.0
2022-12-18,119.06,120.36,116.07,119.04,806834.0
2022-12-19,118.58,119.3193,117.135,118.94,276857.0
2022-12-20,118.73,121.285,118.12,120.29,215878.0
2022-12-21,120.36,124.275,120.05,122.31,295052.0
2022-12-22,120.5,122.15,117.45,119.47,260308.0
2022-12-23,119.12,120.1,117.76,119.95,133539.0
2022-12-24,119.12,120.1,117.76,119.95,133539.0
2022-12-25,119.12,120.1,117.76,119.95,133539.0
2022-12-26,119.12,120.1,117.76,119.95,133539.0
2022-12-27,119.44,120.6,117.84,120.1,122166.0
2022-12-28,120.55,122.38,118.04,118.04,106482.0
2022-12-29,119.33,122.46,118.335,121.65,136069.0
2022-12-30,120.02,121.6,119.51,121.4,200189.0
2022-12-31,120.02,121.6,119.51,121.4,200189.0
2023-01-01,120.02,121.6,119.51,121.4,200189.0
2023-01-02,120.02,121.6,119.51,121.4,200189.0
2023-01-03,122.93,124.81,119.62,121.0,193012.0
2023-01-04,121.85,122.38,119.25,120.57,241804.0
2023-01-05,119.09,120.44,114.25,115.18,417334.0
2023-01-06,116.38,118.84,113.425,118.61,229131.0
2023-01-07,116.38,118.84,113.425,118.61,229131.0
2023-01-08,116.38,118.84,113.425,118.61,229131.0
2023-01-09,120.11,124.07,118.88,119.77,462121.0
2023-01-10,118.84,119.87,116.55,119.52,425904.0
2023-01-11,120.44,121.71,118.32,121.49,604057.0
2023-01-12,122.37,124.45,119.48,121.7,321507.0
2023-01-13,120.44,122.58,120.42,122.4,218548.0
2023-01-14,120.44,122.58,120.42,122.4,218548.0
2023-01-15,120.44,122.58,120.42,122.4,218548.0
2023-01-16,120.44,122.58,120.42,122.4,218548.0
2023-01-17,122.85,124.7,121.98,123.23,256147.0
2023-01-18,123.73,125.24,121.88,122.4,280111.0
2023-01-19,121.32,122.9,119.67,120.72,243334.0
2023-01-20,120.72,123.1925,120.72,122.65,204959.0
2023-01-21,120.72,123.1925,120.72,122.65,204959.0
2023-01-22,120.72,123.1925,120.72,122.65,204959.0
2023-01-23,122.96,125.29,121.71,125.13,530607.0
2023-01-24,124.93,125.949,123.37,124.1,156533.0
2023-01-25,122.54,123.96,118.92,123.81,179632.0
2023-01-26,125.56,126.81,124.263,126.36,179231.0
2023-01-27,125.33,128.16,125.33,127.68,178903.0
2023-01-28,125.33,128.16,125.33,127.68,178903.0
2023-01-29,125.33,128.16,125.33,127.68,178903.0
2023-01-30,126.36,127.73,125.52,126.75,286438.0
2023-01-31,126.74,130.56,126.74,130.36,394452.0
2023-02-01,131.04,136.96,130.535,136.43,499098.0
2023-02-02,138.35,140.975,136.7,138.73,518879.0
2023-02-03,150.66,158.61,144.91,149.81,649790.0
2023-02-04,150.66,158.61,144.91,149.81,649790.0
2023-02-05,150.66,158.61,144.91,149.81,649790.0
2023-02-06,147.4,149.67,143.86,144.77,449161.0
2023-02-07,144.41,146.58,142.215,146.03,454551.0
2023-02-08,145.51,147.05,143.34,144.39,336376.0
2023-02-09,145.99,148.2,143.03,143.61,327361.0
2023-02-10,142.41,144.0,141.065,143.01,311428.0
2023-02-11,142.41,144.0,141.065,143.01,311428.0
2023-02-12,142.41,144.0,141.065,143.01,311428.0
2023-02-13,143.61,145.77,142.12,145.77,334890.0
2023-02-14,145.23,148.6,144.43,145.52,284577.0
2023-02-15,144.82,148.855,144.225,148.19,264490.0
2023-02-16,145.26,147.54,143.01,145.51,331838.0
2023-02-17,144.47,145.31,142.77,145.31,281130.0
2023-02-18,144.47,145.31,142.77,145.31,281130.0
2023-02-19,144.47,145.31,142.77,145.31,281130.0
2023-02-20,144.47,145.31,142.77,145.31,281130.0
2023-02-21,143.37,144.21,142.79,143.04,201981.0
2023-02-22,142.86,144.38,141.8708,142.7,233725.0
2023-02-23,143.39,145.01,142.04,144.77,204620.0
2023-02-24,142.37,144.04,141.93,143.37,206963.0
2023-02-25,142.37,144.04,141.93,143.37,206963.0
2023-02-26,142.37,144.04,141.93,143.37,206963.0
2023-02-27,144.63,145.65,143.84,144.47,206024.0
2023-02-28,143.6,147.035,143.55,143.75,233452.0
2023-03-01,143.51,145.3,142.6,143.87,219100.0
2023-03-02,143.28,147.0,143.02,146.79,296559.0
2023-03-03,147.28,148.37,146.03,147.14,224382.0
2023-03-04,147.28,148.37,146.03,147.14,224382.0
2023-03-05,147.28,148.37,146.03,147.14,224382.0
2023-03-06,146.82,149.13,145.81,145.99,221763.0
2023-03-07,145.8,146.99,142.89,143.0,255993.0
2023-03-08,143.07,143.89,142.16,143.09,160111.0
2023-03-09,143.5,144.79,140.61,140.61,196388.0
2023-03-10,140.17,141.25,136.75,137.34,205616.0
2023-03-11,140.17,141.25,136.75,137.34,205616.0
2023-03-12,140.17,141.25,136.75,137.34,205616.0
2023-03-13,135.88,138.17,133.81,137.08,388319.0
2023-03-14,138.66,142.88,137.99,142.76,314920.0
2023-03-15,141.13,142.15,139.375,141.42,238123.0
2023-03-16,140.2,143.92,139.64,143.49,208462.0
2023-03-17,143.78,144.96,142.44,143.46,441314.0
2023-03-18,143.78,144.96,142.44,143.46,441314.0
2023-03-19,143.78,144.96,142.44,143.46,441314.0
2023-03-20,144.28,146.385,143.105,146.09,249351.0
2023-03-21,146.33,148.13,146.0,147.28,266464.0
2023-03-22,146.84,148.295,144.19,144.36,182658.0
2023-03-23,145.68,148.63,144.645,146.4,189951.0
2023-03-24,145.58,147.5,143.95,147.3,173682.0
2023-03-25,145.58,147.5,143.95,147.3,173682.0
2023-03-26,145.58,147.5,143.95,147.3,173682.0
2023-03-27,147.64,149.14,147.5,148.29,187433.0
2023-03-28,147.86,149.11,146.81,148.81,175298.0
2023-03-29,149.87,150.85,149.04,150.34,152882.0
2023-03-30,151.45,152.24,150.53,152.0,146666.0
2023-03-31,152.46,155.63,151.9,154.85,258493.0
2023-04-01,152.46,155.63,151.9,154.85,258493.0
2023-04-02,152.46,155.63,151.9,154.85,258493.0
2023-04-03,153.65,156.93,153.64,156.64,269291.0
2023-04-04,156.89,157.78,154.38,154.97,209540.0
2023-04-05,153.75,153.955,150.96,152.84,346975.0
2023-04-06,151.73,154.21,150.91,153.59,201264.0
2023-04-07,151.73,154.21,150.91,153.59,201264.0
2023-04-08,151.73,154.21,150.91,153.59,201264.0
2023-04-09,151.73,154.21,150.91,153.59,201264.0
2023-04-10,152.09,155.68,152.0,155.31,144362.0
2023-04-11,152.52,154.16,152.195,152.79,189218.0
2023-04-12,154.33,154.55,152.735,153.01,131970.0
2023-04-13,153.57,155.93,152.99,155.9,129862.0
2023-04-14,154.62,156.815,154.41,156.37,173627.0
2023-04-15,154.62,156.815,154.41,156.37,173627.0
2023-04-16,154.62,156.815,154.41,156.37,173627.0
2023-04-17,156.56,157.42,155.45,157.21,154060.0
2023-04-18,158.31,160.0,156.9,157.79,207931.0
2023-04-19,157.34,158.81,156.96,157.99,159436.0
2023-04-20,157.01,158.6,155.45,156.23,336607.0
2023-04-21,156.89,158.91,156.63,158.78,277947.0
2023-04-22,156.89,158.91,156.63,158.78,277947.0
2023-04-23,156.89,158.91,156.63,158.78,277947.0
2023-04-24,158.5,159.9,155.145,155.75,269987.0
2023-04-25,154.3,154.85,152.32,152.68,447905.0
2023-04-26,166.0,175.0,163.435,165.71,1023689.0
2023-04-27,165.68,169.09,165.68,168.64,628129.0
2023-04-28,168.0,168.11,164.55,165.68,464410.0
2023-04-29,168.0,168.11,164.55,165.68,464410.0
2023-04-30,168.0,168.11,164.55,165.68,464410.0
2023-05-01,166.07,170.4499,166.05,169.16,433729.0
2023-05-02,168.96,170.96,165.365,167.6,297989.0
2023-05-03,168.76,170.535,167.36,167.54,369432.0
2023-05-04,167.24,169.2,166.82,168.3,291862.0
2023-05-05,169.19,170.2,167.93,168.92,235970.0
2023-05-06,169.19,170.2,167.93,168.92,235970.0
2023-05-07,169.19,170.2,167.93,168.92,235970.0
2023-05-08,168.5,169.93,168.18,169.5,187305.0
2023-05-09,168.67,169.68,167.29,168.91,321820.0
2023-05-10,170.0,172.0,169.38,171.68,282514.0
2023-05-11,172.0,172.0,169.795,170.62,228519.0
2023-05-12,170.35,173.23,170.15,172.82,266500.0
2023-05-13,170.35,173.23,170.15,172.82,266500.0
2023-05-14,170.35,173.23,170.15,172.82,266500.0
2023-05-15,172.44,174.2963,171.9,172.25,260237.0
2023-05-16,171.28,171.99,170.63,170.95,400908.0
2023-05-17,171.0,172.79,170.75,172.2,437270.0
2023-05-18,172.37,176.24,172.37,176.24,226078.0
2023-05-19,176.81,177.87,175.36,177.09,316335.0
2023-05-20,176.81,177.87,175.36,177.09,316335.0
2023-05-21,176.81,177.87,175.36,177.09,316335.0
2023-05-22,177.31,179.73,176.82,177.89,328774.0
2023-05-23,176.36,177.69,172.15,172.47,407215.0
2023-05-24,171.3,175.14,171.3,174.72,438185.0
2023-05-25,177.21,179.63,175.39,175.81,279596.0
2023-05-26,176.0,180.18,176.0,179.26,551647.0
2023-05-27,176.0,180.18,176.0,179.26,551647.0
2023-05-28,176.0,180.18,176.0,179.26,551647.0
2023-05-29,176.0,180.18,176.0,179.26,551647.0
2023-05-30,180.94,181.8599,176.53,179.06,402318.0
2023-05-31,178.75,181.91,178.74,181.42,550078.0
2023-06-01,180.57,184.01,179.01,183.43,329287.0
2023-06-02,183.64,185.74,182.26,185.46,313423.0
2023-06-03,183.64,185.74,182.26,185.46,313423.0
2023-06-04,183.64,185.74,182.26,185.46,313423.0
2023-06-05,183.88,185.3362,182.94,184.99,591170.0
2023-06-06,184.95,185.04,181.77,184.7,339706.0
2023-06-07,184.24,185.93,180.68,183.25,405020.0
2023-06-08,182.78,185.79,180.88,185.5,388996.0
2023-06-09,185.67,187.76,183.62,185.81,383609.0
2023-06-10,185.67,187.76,183.62,185.81,383609.0
2023-06-11,185.67,187.76,183.62,185.81,383609.0
2023-06-12,186.89,190.15,185.82,189.96,231680.0
2023-06-13,190.9,192.51,188.84,191.22,295600.0
2023-06-14,190.39,192.41,189.99,192.2,372340.0
2023-06-15,192.0,194.27,190.62,193.72,376289.0
2023-06-16,194.49,194.8,191.24,191.81,711363.0
2023-06-17,194.49,194.8,191.24,191.81,711363.0
2023-06-18,194.49,194.8,191.24,191.81,711363.0
2023-06-19,194.49,194.8,191.24,191.81,711363.0
2023-06-20,190.99,192.405,188.08,191.17,319560.0
2023-06-21,190.83,191.26,189.0,189.71,303053.0
2023-06-22,189.37,191.3,188.29,190.4,289553.0
2023-06-23,188.79,190.22,187.26,187.93,1082585.0
2023-06-24,188.79,190.22,187.26,187.93,1082585.0
2023-06-25,188.79,190.22,187.26,187.93,1082585.0
2023-06-26,187.72,189.97,186.01,186.2,304121.0
2023-06-27,187.18,190.72,187.0,189.8,288155.0
2023-06-28,189.63,192.03,189.17,191.83,340251.0
2023-06-29,192.21,195.41,191.85,195.16,366809.0
2023-06-30,196.53,201.08,196.36,199.88,452219.0
2023-07-01,196.53,201.08,196.36,199.88,452219.0
2023-07-02,196.53,201.08,196.36,199.88,452219.0
2023-07-03,198.92,201.0,194.9,197.01,159496.0
2023-07-04,198.92,201.0,194.9,197.01,159496.0
2023-07-05,195.74,197.275,193.8092,194.38,259715.0
2023-07-06,192.9,193.84,190.73,193.16,300728.0
2023-07-07,192.46,194.57,192.27,192.43,267795.0
2023-07-08,192.46,194.57,192.27,192.43,267795.0
2023-07-09,192.46,194.57,192.27,192.43,267795.0
2023-07-10,192.36,196.39,191.996,195.2,254083.0
2023-07-11,195.46,197.62,194.28,197.27,295181.0
2023-07-12,199.22,199.59,196.84,198.54,187305.0
2023-07-13,199.41,200.85,198.6,199.75,408648.0
2023-07-14,199.85,201.58,199.345,200.87,319294.0
2023-07-15,199.85,201.58,199.345,200.87,319294.0
2023-07-16,199.85,201.58,199.345,200.87,319294.0
2023-07-17,200.84,206.06,200.0,204.4,478648.0
2023-07-18,205.28,205.84,202.17,205.53,347379.0
2023-07-19,206.03,208.01,205.64,207.85,453618.0
2023-07-20,207.72,208.31,203.39,204.27,378419.0
2023-07-21,205.74,205.96,192.69,193.97,966333.0
2023-07-22,205.74,205.96,192.69,193.97,966333.0
2023-07-23,205.74,205.96,192.69,193.97,966333.0
2023-07-24,193.97,195.08,191.01,192.17,575423.0
2023-07-25,192.17,194.47,191.41,193.32,496590.0
2023-07-26,195.0,197.21,184.07,188.49,770158.0
2023-07-27,189.86,190.6131,187.245,188.09,693345.0
2023-07-28,189.14,190.495,185.81,186.42,358493.0
2023-07-29,189.14,190.495,185.81,186.42,358493.0
2023-07-30,189.14,190.495,185.81,186.42,358493.0
2023-07-31,186.46,190.66,185.53,190.62,384463.0
2023-08-01,189.06,191.96,188.83,191.59,261921.0
2023-08-02,189.22,189.22,186.55,188.06,498367.0
2023-08-03,186.93,188.76,186.365,187.86,293310.0
2023-08-04,188.81,188.96,186.3104,186.83,182992.0
2023-08-05,188.81,188.96,186.3104,186.83,182992.0
2023-08-06,188.81,188.96,186.3104,186.83,182992.0
2023-08-07,188.05,190.0,187.51,189.17,290724.0
2023-08-08,187.27,187.74,183.93,185.77,291816.0
2023-08-09,185.78,186.49,183.07,185.02,259091.0
2023-08-10,185.99,187.7738,185.72,186.69,346998.0
2023-08-11,189.53,192.97,189.065,191.45,614376.0
2023-08-12,189.53,192.97,189.065,191.45,614376.0
2023-08-13,189.53,192.97,189.065,191.45,614376.0
2023-08-14,191.26,194.2447,191.26,192.35,329806.0
2023-08-15,192.7,194.25,190.99,191.24,253269.0
2023-08-16,191.72,192.86,189.81,189.86,227721.0
2023-08-17,189.75,190.66,185.05,185.19,261246.0
2023-08-18,183.91,186.74,183.63,185.93,256536.0
2023-08-19,183.91,186.74,183.63,185.93,256536.0
2023-08-20,183.91,186.74,183.63,185.93,256536.0
2023-08-21,186.86,188.79,184.91,187.09,350243.0
2023-08-22,187.86,191.1925,187.56,190.21,285581.0
2023-08-23,190.83,195.215,190.19,194.34,245485.0
2023-08-24,194.97,195.63,189.93,189.95,310920.0
2023-08-25,190.79,193.29,189.02,192.36,300297.0
2023-08-26,190.79,193.29,189.02,192.36,300297.0
2023-08-27,190.79,193.29,189.02,192.36,300297.0
2023-08-28,193.16,196.21,192.56,193.81,297321.0
2023-08-29,193.14,200.54,192.25,200.41,423066.0
2023-08-30,200.37,204.39,200.2,203.27,440737.0
2023-08-31,202.25,205.7,201.33,202.62,3549179.0
2023-09-01,203.2,204.21,200.95,201.2,688376.0
2023-09-02,203.2,204.21,200.95,201.2,688376.0
2023-09-03,203.2,204.21,200.95,201.2,688376.0
2023-09-04,203.2,204.21,200.95,201.2,688376.0
2023-09-05,200.56,200.96,196.93,199.87,733200.0
2023-09-06,199.87,202.73,198.6101,201.02,426685.0
2023-09-07,199.43,200.73,198.48,200.56,467544.0
2023-09-08,201.14,207.03,199.74,200.48,378325.0
2023-09-09,201.14,207.03,199.74,200.48,378325.0
2023-09-10,201.14,207.03,199.74,200.48,378325.0
2023-09-11,201.16,203.74,198.61,203.0,427556.0
2023-09-12,201.16,204.57,198.99,199.14,433390.0
2023-09-13,198.51,202.165,197.41,199.64,452767.0
2023-09-14,200.11,203.08,197.4201,202.88,466005.0
2023-09-15,202.72,203.1896,195.25,198.88,1055082.0
2023-09-16,202.72,203.1896,195.25,198.88,1055082.0
2023-09-17,202.72,203.1896,195.25,198.88,1055082.0
2023-09-18,198.12,202.21,197.5,201.96,358397.0
2023-09-19,201.09,202.84,199.22,202.53,293033.0
2023-09-20,203.17,205.67,202.03,202.73,286933.0
2023-09-21,201.0,201.37,192.97,193.17,511891.0
2023-09-22,192.96,195.695,192.2801,194.45,454350.0
2023-09-23,192.96,195.695,192.2801,194.45,454350.0
2023-09-24,192.96,195.695,192.2801,194.45,454350.0
2023-09-25,193.23,196.1,192.98,195.96,238744.0
2023-09-26,194.71,195.95,191.26,193.26,251998.0
2023-09-27,194.14,195.995,193.35,195.08,256197.0
2023-09-28,194.34,197.975,193.265,197.17,271031.0
2023-09-29,199.08,202.15,196.36,197.66,258613.0
2023-09-30,199.08,202.15,196.36,197.66,258613.0
2023-10-01,199.08,202.15,196.36,197.66,258613.0
2023-10-02,197.14,198.96,196.755,198.86,249501.0
2023-10-03,197.69,199.63,193.305,195.13,349984.0
2023-10-04,196.35,200.24,196.35,199.34,289711.0
2023-10-05,199.57,200.52,195.64,199.51,352960.0
2023-10-06,198.12,207.68,198.12,206.85,247866.0
2023-10-07,198.12,207.68,198.12,206.85,247866.0
2023-10-08,198.12,207.68,198.12,206.85,247866.0
2023-10-09,205.16,208.29,204.78,208.21,198650.0
2023-10-10,209.34,211.545,208.47,209.69,310940.0
2023-10-11,210.84,211.81,207.9809,209.49,337380.0
2023-10-12,209.45,209.61,204.065,204.72,530245.0
2023-10-13,204.6,204.885,199.09,200.49,432420.0
2023-10-14,204.6,204.885,199.09,200.49,432420.0
2023-10-15,204.6,204.885,199.09,200.49,432420.0
2023-10-16,202.17,208.68,201.67,204.62,382762.0
2023-10-17,202.94,207.43,202.485,206.92,586079.0
2023-10-18,205.23,208.42,201.57,201.65,401273.0
2023-10-19,202.5,203.23,195.3671,196.26,561362.0
2023-10-20,196.7,196.7,189.78,190.45,478946.0
2023-10-21,196.7,196.7,189.78,190.45,478946.0
2023-10-22,196.7,196.7,189.78,190.45,478946.0
2023-10-23,188.99,190.75,184.31,184.4,735256.0
2023-10-24,185.86,190.275,185.0,189.58,635886.0
2023-10-25,183.13,193.35,182.971,193.06,934343.0
2023-10-26,194.21,196.355,191.25,191.92,795995.0
2023-10-27,192.43,192.705,186.9,188.49,382569.0
2023-10-28,192.43,192.705,186.9,188.49,382569.0
2023-10-29,192.43,192.705,186.9,188.49,382569.0
2023-10-30,190.67,191.49,186.77,189.26,408874.0
2023-10-31,190.58,195.59,189.16,194.98,457079.0
2023-11-01,195.1,198.34,193.225,198.14,527071.0
2023-11-02,200.79,203.54,198.45,200.89,443568.0
2023-11-03,201.1,209.86,200.77,208.86,473705.0
2023-11-04,201.1,209.86,200.77,208.86,473705.0
2023-11-05,201.1,209.86,200.77,208.86,473705.0
2023-11-06,209.46,211.11,206.66,208.95,371499.0
2023-11-07,209.67,213.43,209.05,211.69,463085.0
2023-11-08,212.52,214.02,210.04,211.84,265357.0
2023-11-09,212.6,212.7714,206.51,206.83,294594.0
2023-11-10,207.02,214.43,206.875,214.36,269514.0
2023-11-11,207.02,214.43,206.875,214.36,269514.0
2023-11-12,207.02,214.43,206.875,214.36,269514.0
2023-11-13,213.23,215.91,211.545,214.02,291067.0
2023-11-14,218.34,221.92,217.809,221.51,339420.0
2023-11-15,222.25,224.65,219.57,221.33,470171.0
2023-11-16,221.73,223.99,221.14,221.25,455287.0
2023-11-17,222.13,223.7,220.3401,221.86,372518.0
2023-11-18,222.13,223.7,220.3401,221.86,372518.0
2023-11-19,222.13,223.7,220.3401,221.86,372518.0
2023-11-20,221.08,224.25,221.08,222.42,477495.0
2023-11-21,222.23,224.74,219.8,223.29,450514.0
2023-11-22,225.55,226.81,221.775,222.0,339985.0
2023-11-23,225.55,226.81,221.775,222.0,339985.0
2023-11-24,221.69,223.87,221.305,223.14,145305.0
2023-11-25,221.69,223.87,221.305,223.14,145305.0
2023-11-26,221.69,223.87,221.305,223.14,145305.0
2023-11-27,222.16,225.58,221.65,224.61,403038.0
2023-11-28,224.31,226.8,223.99,224.67,482071.0
2023-11-29,227.13,230.61,223.43,223.61,412998.0
2023-11-30,224.31,225.51,220.7291,223.05,1261427.0
2023-12-01,222.47,228.405,221.72,227.92,296466.0
2023-12-02,222.47,228.405,221.72,227.92,296466.0
2023-12-03,222.47,228.405,221.72,227.92,296466.0
2023-12-04,226.45,229.84,225.5201,227.75,297798.0
2023-12-05,225.77,228.48,224.7,227.18,260415.0
2023-12-06,228.25,228.46,223.81,224.68,435567.0
2023-12-07,224.93,225.63,220.48,222.62,326824.0
2023-12-08,221.85,223.81,221.3,221.74,485828.0
2023-12-09,221.85,223.81,221.3,221.74,485828.0
2023-12-10,221.85,223.81,221.3,221.74,485828.0
2023-12-11,221.63,223.05,220.335,222.59,420342.0
2023-12-12,222.79,224.885,222.08,224.76,442787.0
2023-12-13,224.77,225.79,219.61,224.77,666333.0
2023-12-14,225.82,227.4626,214.39,215.95,1023130.0
2023-12-15,216.03,220.585,212.61,214.19,1702929.0
2023-12-16,216.03,220.585,212.61,214.19,1702929.0
2023-12-17,216.03,220.585,212.61,214.19,1702929.0
2023-12-18,214.85,218.82,214.85,218.54,596575.0
2023-12-19,219.89,222.195,219.265,221.93,473204.0
2023-12-20,220.84,223.32,217.69,217.95,291327.0
2023-12-21,219.96,220.515,217.7525,219.83,195542.0
2023-12-22,221.38,221.81,218.52,220.2,268407.0
2023-12-23,221.38,221.81,218.52,220.2,268407.0
2023-12-24,221.38,221.81,218.52,220.2,268407.0
2023-12-25,221.38,221.81,218.52,220.2,268407.0
2023-12-26,220.01,220.775,219.09,219.32,236682.0
2023-12-27,219.42,219.42,215.81,216.44,299884.0
2023-12-28,216.6,218.825,215.28,216.58,179923.0
2023-12-29,216.62,217.5,214.38,215.32,287110.0
2023-12-30,216.62,217.5,214.38,215.32,287110.0
2023-12-31,216.62,217.5,214.38,215.32,287110.0
2024-01-01,216.62,217.5,214.38,215.32,287110.0
2024-01-02,213.03,213.91,204.56,206.77,377591.0
2024-01-03,205.04,206.865,202.22,204.44,403311.0
2024-01-04,205.12,206.28,200.09,200.57,376846.0
2024-01-05,199.73,202.28,199.225,199.37,627517.0
2024-01-06,199.73,202.28,199.225,199.37,627517.0
2024-01-07,199.73,202.28,199.225,199.37,627517.0
2024-01-08,200.53,202.96,199.62,202.25,302263.0
2024-01-09,199.84,204.37,199.84,204.01,319215.0
2024-01-10,204.54,207.21,203.95,207.09,254676.0
2024-01-11,207.94,208.62,205.47,207.1,256777.0
2024-01-12,208.39,213.69,207.825,210.6,222864.0
2024-01-13,208.39,213.69,207.825,210.6,222864.0
2024-01-14,208.39,213.69,207.825,210.6,222864.0
2024-01-15,208.39,213.69,207.825,210.6,222864.0
2024-01-16,212.0,218.045,211.865,216.24,427397.0
2024-01-17,214.99,216.845,213.25,216.56,254355.0
2024-01-18,217.73,218.69,215.52,217.57,295093.0
2024-01-19,219.39,221.48,217.8101,221.41,258537.0
2024-01-20,219.39,221.48,217.8101,221.41,258537.0
2024-01-21,219.39,221.48,217.8101,221.41,258537.0
2024-01-22,224.01,225.59,222.97,224.39,237354.0
2024-01-23,224.59,224.64,222.29,222.77,244147.0
2024-01-24,224.92,225.67,221.11,221.15,332279.0
2024-01-25,222.88,224.51,217.55,218.28,293541.0
