,MGY US Equity,MGY US Equity,MGY US Equity,MGY US Equity,MGY US Equity
2022-05-08,24.4136,24.7898,23.5359,24.7609,1684651.0
2022-05-09,24.1628,24.2882,21.9443,22.1758,2472707.0
2022-05-10,22.3398,22.6002,21.0376,21.4813,3454214.0
2022-05-11,22.1565,22.9282,21.5778,21.7032,2270976.0
2022-05-12,21.6453,21.8961,20.6913,21.8093,1916116.0
2022-05-13,22.3398,23.2465,22.2337,22.8896,1679440.0
2022-05-14,22.3398,23.2465,22.2337,22.8896,1679440.0
2022-05-15,22.3398,23.2465,22.2337,22.8896,1679440.0
2022-05-16,22.8896,23.6516,22.8896,23.0536,1414415.0
2022-05-17,23.4105,23.9796,23.2176,23.7288,1335005.0
2022-05-18,23.777,23.941,22.3784,22.9282,1967729.0
2022-05-19,22.3301,23.7191,22.1854,23.1983,1660402.0
2022-05-20,23.4683,23.8831,22.933,23.6516,1197703.0
2022-05-21,23.4683,23.8831,22.933,23.6516,1197703.0
2022-05-22,23.4683,23.8831,22.933,23.6516,1197703.0
2022-05-23,23.8252,24.7319,23.4442,24.7223,1531385.0
2022-05-24,24.5776,24.9345,23.9121,24.6066,876081.0
2022-05-25,24.7416,25.6676,24.6258,25.5615,1096945.0
2022-05-26,25.8026,26.5261,25.7737,25.9859,1342544.0
2022-05-27,25.9859,27.2785,25.7737,27.2109,1700910.0
2022-05-28,25.9859,27.2785,25.7737,27.2109,1700910.0
2022-05-29,25.9859,27.2785,25.7737,27.2109,1700910.0
2022-05-30,25.9859,27.2785,25.7737,27.2109,1700910.0
2022-05-31,27.7897,28.1176,26.283,26.6322,2077793.0
2022-06-01,27.1145,27.5148,26.5164,27.3363,1409699.0
2022-06-02,25.6483,26.4778,25.1081,26.4103,7006355.0
2022-06-03,26.555,27.1048,26.3814,27.0084,2398276.0
2022-06-04,26.555,27.1048,26.3814,27.0084,2398276.0
2022-06-05,26.555,27.1048,26.3814,27.0084,2398276.0
2022-06-06,27.4521,27.4714,26.9601,27.2785,1877967.0
2022-06-07,26.9505,28.6771,26.883,28.6771,1987309.0
2022-06-08,28.9665,29.2366,28.1466,28.3588,2895056.0
2022-06-09,28.1659,28.5228,27.8958,28.1562,1422665.0
2022-06-10,27.8476,28.1273,27.2592,27.78,1769533.0
2022-06-11,27.8476,28.1273,27.2592,27.78,1769533.0
2022-06-12,27.8476,28.1273,27.2592,27.78,1769533.0
2022-06-13,26.6804,26.9408,25.6194,26.2463,2236547.0
2022-06-14,26.7962,27.1386,25.6869,26.3235,1977830.0
2022-06-15,26.2946,26.6804,25.3975,26.092,2359862.0
2022-06-16,25.0792,25.5422,24.4329,24.4619,4128528.0
2022-06-17,24.4329,24.7512,22.0793,22.9282,13612930.0
2022-06-18,24.4329,24.7512,22.0793,22.9282,13612930.0
2022-06-19,24.4329,24.7512,22.0793,22.9282,13612930.0
2022-06-20,24.4329,24.7512,22.0793,22.9282,13612930.0
2022-06-21,23.613,23.9121,23.3912,23.8252,2858619.0
2022-06-22,22.3205,23.314,22.2723,22.3494,4397527.0
2022-06-23,22.6002,22.6774,20.7096,21.0858,2970016.0
2022-06-24,21.2691,21.8189,20.3142,20.4588,7634919.0
2022-06-25,21.2691,21.8189,20.3142,20.4588,7634919.0
2022-06-26,21.2691,21.8189,20.3142,20.4588,7634919.0
2022-06-27,20.8543,21.5199,20.7,21.0279,3407673.0
2022-06-28,21.7128,22.1083,21.163,21.9636,2402115.0
2022-06-29,22.2723,22.4839,21.134,21.327,3533655.0
2022-06-30,20.8447,21.3945,20.0248,20.2466,3605499.0
2022-07-01,20.5167,20.7093,19.5907,20.3045,2815128.0
2022-07-02,20.5167,20.7093,19.5907,20.3045,2815128.0
2022-07-03,20.5167,20.7093,19.5907,20.3045,2815128.0
2022-07-04,20.5167,20.7093,19.5907,20.3045,2815128.0
2022-07-05,19.7836,19.8704,18.25,18.52,4100876.0
2022-07-06,18.1535,18.6744,17.3722,18.4911,3271580.0
2022-07-07,19.1759,19.8801,19.0795,19.6582,1686369.0
2022-07-08,19.774,20.1164,19.2724,19.4846,1238845.0
2022-07-09,19.774,20.1164,19.2724,19.4846,1238845.0
2022-07-10,19.774,20.1164,19.2724,19.4846,1238845.0
2022-07-11,19.1663,19.3206,18.6502,19.2435,1589419.0
2022-07-12,18.3946,18.9251,18.1342,18.7226,1652199.0
2022-07-13,18.4139,19.311,18.2453,18.9251,1316726.0
2022-07-14,18.2114,18.6985,17.8062,18.6744,1950493.0
2022-07-15,19.282,19.2917,18.7766,19.1277,1587710.0
2022-07-16,19.282,19.2917,18.7766,19.1277,1587710.0
2022-07-17,19.282,19.2917,18.7766,19.1277,1587710.0
2022-07-18,19.61,20.1212,19.61,19.8029,1159862.0
2022-07-19,19.9283,21.0657,19.8319,20.9701,1197943.0
2022-07-20,20.8833,21.544,20.6903,21.5295,969592.0
2022-07-21,20.7868,20.8929,20.1019,20.7289,1350501.0
2022-07-22,20.7386,21.0734,20.0634,20.1502,1062517.0
2022-07-23,20.7386,21.0734,20.0634,20.1502,1062517.0
2022-07-24,20.7386,21.0734,20.0634,20.1502,1062517.0
2022-07-25,20.5457,21.6935,20.3334,21.6935,1221124.0
2022-07-26,22.0022,22.1758,21.2016,21.5102,1463531.0
2022-07-27,21.626,22.7449,21.5585,22.5134,1357990.0
2022-07-28,22.7931,23.015,21.9925,22.523,1041123.0
2022-07-29,23.1018,23.4298,22.8317,23.2754,1347749.0
2022-07-30,23.1018,23.4298,22.8317,23.2754,1347749.0
2022-07-31,23.1018,23.4298,22.8317,23.2754,1347749.0
2022-08-01,22.7353,23.1114,22.1469,22.8607,1286409.0
2022-08-02,22.8607,23.4973,22.388,23.1693,2040647.0
2022-08-03,23.2754,23.7191,21.7417,22.2337,2353715.0
2022-08-04,22.2337,22.2337,20.97,21.0279,1849149.0
2022-08-05,20.6614,21.7321,20.4878,21.3848,1224497.0
2022-08-06,20.6614,21.7321,20.4878,21.3848,1224497.0
2022-08-07,20.6614,21.7321,20.4878,21.3848,1224497.0
2022-08-08,21.1919,21.6453,21.1148,21.3945,1191813.0
2022-08-09,21.8382,22.089,21.134,21.3848,1258863.0
2022-08-10,21.3752,21.9539,20.8061,21.8768,1092987.0
2022-08-11,22.555,23.0006,22.211,22.6519,1141580.0
2022-08-12,22.5744,22.9619,22.2449,22.9135,1048242.0
2022-08-13,22.5744,22.9619,22.2449,22.9135,1048242.0
2022-08-14,22.5744,22.9619,22.2449,22.9135,1048242.0
2022-08-15,21.9833,22.3031,21.3923,22.2062,1270944.0
2022-08-16,22.4193,22.8456,21.5571,21.7896,1176048.0
2022-08-17,21.809,22.3515,21.6249,22.1965,1446060.0
2022-08-18,22.5259,23.582,22.4484,23.5238,1108699.0
2022-08-19,23.3882,23.5238,22.8359,23.0297,1329442.0
2022-08-20,23.3882,23.5238,22.8359,23.0297,1329442.0
2022-08-21,23.3882,23.5238,22.8359,23.0297,1329442.0
2022-08-22,22.9619,23.0782,21.9155,22.9038,1078156.0
2022-08-23,23.4173,24.2117,23.3688,23.6401,1087661.0
2022-08-24,23.8629,24.242,23.4754,24.1536,1219071.0
2022-08-25,24.2311,24.4442,23.737,24.047,1274606.0
2022-08-26,24.047,24.357,23.6449,23.9404,668644.0
2022-08-27,24.047,24.357,23.6449,23.9404,668644.0
2022-08-28,24.047,24.357,23.6449,23.9404,668644.0
2022-08-29,23.7951,24.9771,23.7176,24.5508,1534990.0
2022-08-30,24.0083,24.1439,22.6519,23.0782,1466906.0
2022-08-31,22.4,23.6643,22.1529,23.1266,1539083.0
2022-09-01,22.5453,22.6228,21.7218,21.8186,1634906.0
2022-09-02,22.3709,22.8263,22.2837,22.4581,1281877.0
2022-09-03,22.3709,22.8263,22.2837,22.4581,1281877.0
2022-09-04,22.3709,22.8263,22.2837,22.4581,1281877.0
2022-09-05,22.3709,22.8263,22.2837,22.4581,1281877.0
2022-09-06,22.8069,22.8359,21.9737,21.9833,2224946.0
2022-09-07,21.4214,21.6636,21.0145,21.3633,2104259.0
2022-09-08,21.4505,21.8235,21.3051,21.6539,1470194.0
2022-09-09,22.2353,22.7197,22.1432,22.4581,1274398.0
2022-09-10,22.2353,22.7197,22.1432,22.4581,1274398.0
2022-09-11,22.2353,22.7197,22.1432,22.4581,1274398.0
2022-09-12,22.8747,23.1072,22.4775,22.8844,991726.0
2022-09-13,22.4872,23.0491,22.1335,22.2159,1139464.0
2022-09-14,22.584,23.6885,22.4581,23.4173,1516291.0
2022-09-15,22.6615,22.9328,22.0221,22.2353,1793366.0
2022-09-16,22.2934,22.2934,21.2761,21.993,3207904.0
2022-09-17,22.2934,22.2934,21.2761,21.993,3207904.0
2022-09-18,22.2934,22.2934,21.2761,21.993,3207904.0
2022-09-19,21.1501,22.0415,21.0629,21.7605,994012.0
2022-09-20,21.8671,21.8671,21.1792,21.8186,1339239.0
2022-09-21,22.3128,22.4823,20.8789,20.8789,3243119.0
2022-09-22,21.2276,21.5486,20.4429,20.4429,1339963.0
2022-09-23,19.3771,19.4449,18.2048,18.3792,4286726.0
2022-09-24,19.3771,19.4449,18.2048,18.3792,4286726.0
2022-09-25,19.3771,19.4449,18.2048,18.3792,4286726.0
2022-09-26,18.2823,18.5245,17.6041,17.7398,2031838.0
2022-09-27,17.982,18.5536,17.6165,18.1273,1718170.0
2022-09-28,18.2533,19.193,18.011,19.009,2061688.0
2022-09-29,18.7667,19.2609,18.3792,19.0768,1341910.0
2022-09-30,18.9508,19.5903,18.7086,19.193,1868553.0
2022-10-01,18.9508,19.5903,18.7086,19.193,1868553.0
2022-10-02,18.9508,19.5903,18.7086,19.193,1868553.0
2022-10-03,20.1522,20.9564,20.0699,20.8595,2289561.0
2022-10-04,21.4892,21.8671,21.0726,21.6152,2071759.0
2022-10-05,21.4699,22.3515,21.2664,22.1093,2127521.0
2022-10-06,21.8962,22.9619,21.7896,22.8553,1481862.0
2022-10-07,22.8747,23.2525,22.2159,22.2837,1466613.0
2022-10-08,22.8747,23.2525,22.2159,22.2837,1466613.0
2022-10-09,22.8747,23.2525,22.2159,22.2837,1466613.0
2022-10-10,22.3418,22.7584,21.7605,21.8574,943933.0
2022-10-11,21.2567,21.6927,20.8217,21.092,1183370.0
2022-10-12,20.9273,22.0318,20.5098,21.9737,2578877.0
2022-10-13,21.5861,22.7584,21.3439,22.4872,1445795.0
2022-10-14,22.0802,22.5356,21.247,21.2955,1044061.0
2022-10-15,22.0802,22.5356,21.247,21.2955,1044061.0
2022-10-16,22.0802,22.5356,21.247,21.2955,1044061.0
2022-10-17,21.7993,22.274,21.5861,21.8865,780577.0
2022-10-18,22.0221,22.4484,21.7896,22.2934,1399704.0
2022-10-19,22.2643,23.1944,22.0899,23.1363,1369440.0
2022-10-20,23.5045,23.8048,22.8505,22.9522,1339500.0
2022-10-21,23.1654,24.1439,23.0297,24.1245,1318326.0
2022-10-22,23.1654,24.1439,23.0297,24.1245,1318326.0
2022-10-23,23.1654,24.1439,23.0297,24.1245,1318326.0
2022-10-24,24.0276,24.5799,23.7273,24.3764,1631925.0
2022-10-25,24.357,24.5702,24.0761,24.4152,1051604.0
2022-10-26,24.5993,25.3356,24.5702,25.1224,1327520.0
2022-10-27,25.4906,25.6456,24.2989,24.3474,1102519.0
2022-10-28,24.5702,24.919,23.5141,24.1342,1443584.0
2022-10-29,24.5702,24.919,23.5141,24.1342,1443584.0
2022-10-30,24.5702,24.919,23.5141,24.1342,1443584.0
2022-10-31,23.9501,25.2532,23.7854,24.8802,2158402.0
2022-11-01,25.0934,25.3937,24.5218,24.764,2951327.0
2022-11-02,25.1903,26.1591,24.1051,24.2117,3701429.0
2022-11-03,24.328,24.8899,23.9307,24.5993,2102285.0
2022-11-04,24.8327,25.6206,24.4855,25.5817,7937729.0
2022-11-05,24.8327,25.6206,24.4855,25.5817,7937729.0
2022-11-06,24.8327,25.6206,24.4855,25.5817,7937729.0
2022-11-07,25.9319,26.7781,25.6692,26.7489,2474193.0
2022-11-08,26.817,26.817,25.8054,26.4863,1373033.0
2022-11-09,25.8249,25.8929,24.5215,24.5409,1981078.0
2022-11-10,25.2607,25.3482,24.5993,25.3288,1659651.0
2022-11-11,25.6984,26.4377,25.6498,26.3404,1444427.0
2022-11-12,25.6984,26.4377,25.6498,26.3404,1444427.0
2022-11-13,25.6984,26.4377,25.6498,26.3404,1444427.0
2022-11-14,25.9999,26.7975,25.9124,25.9124,2122848.0
2022-11-15,26.2431,26.71,25.7651,26.6905,1660840.0
2022-11-16,26.282,26.3112,25.5136,25.6206,1168234.0
2022-11-17,25.3871,25.4163,24.6382,25.3774,1494555.0
2022-11-18,24.8716,25.5914,23.6558,25.5914,1669416.0
2022-11-19,24.8716,25.5914,23.6558,25.5914,1669416.0
2022-11-20,24.8716,25.5914,23.6558,25.5914,1669416.0
2022-11-21,24.8424,25.0078,23.7725,24.8911,1722052.0
2022-11-22,25.2899,25.9902,25.0467,25.9805,1629177.0
2022-11-23,25.572,25.8246,25.0564,25.1926,1483917.0
2022-11-24,25.572,25.8246,25.0564,25.1926,1483917.0
2022-11-25,25.4747,25.6498,25.1245,25.1829,555263.0
2022-11-26,25.4747,25.6498,25.1245,25.1829,555263.0
2022-11-27,25.4747,25.6498,25.1245,25.1829,555263.0
2022-11-28,24.2005,24.5895,23.8989,24.3075,1171959.0
2022-11-29,24.7744,25.0273,24.4534,24.6382,1357450.0
2022-11-30,25.1342,25.3871,24.7063,25.3677,1787575.0
2022-12-01,25.7762,26.0534,24.7841,24.93,2033786.0
2022-12-02,24.7354,25.2023,24.7354,25.0662,1034435.0
2022-12-03,24.7354,25.2023,24.7354,25.0662,1034435.0
2022-12-04,24.7354,25.2023,24.7354,25.0662,1034435.0
2022-12-05,25.6011,25.6498,23.3591,23.5877,1369439.0
2022-12-06,23.471,23.8892,22.5761,22.9262,1173235.0
2022-12-07,23.0235,23.3055,22.401,22.6442,852819.0
2022-12-08,23.2375,23.5682,21.7298,21.866,1646410.0
2022-12-09,21.8757,22.2162,21.5256,21.545,1181094.0
2022-12-10,21.8757,22.2162,21.5256,21.545,1181094.0
2022-12-11,21.8757,22.2162,21.5256,21.545,1181094.0
2022-12-12,21.7396,22.3232,21.5937,22.1286,1986474.0
2022-12-13,22.5566,23.043,22.3524,22.5858,1566582.0
2022-12-14,22.7317,23.0624,22.3426,22.5761,1563157.0
2022-12-15,22.3524,22.7317,22.0314,22.7317,1505259.0
2022-12-16,22.0216,22.4885,21.7493,22.2843,2802033.0
2022-12-17,22.0216,22.4885,21.7493,22.2843,2802033.0
2022-12-18,22.0216,22.4885,21.7493,22.2843,2802033.0
2022-12-19,22.5274,22.7268,21.866,21.9536,1129366.0
2022-12-20,21.8563,22.2646,21.759,22.0897,891550.0
2022-12-21,22.6344,22.8193,22.2162,22.7609,1044894.0
2022-12-22,22.7512,22.7512,21.8952,22.3815,1500847.0
2022-12-23,22.7609,23.4418,22.6442,23.4126,722426.0
2022-12-24,22.7609,23.4418,22.6442,23.4126,722426.0
2022-12-25,22.7609,23.4418,22.6442,23.4126,722426.0
2022-12-26,22.7609,23.4418,22.6442,23.4126,722426.0
2022-12-27,23.6752,23.6752,23.1889,23.2959,745610.0
2022-12-28,23.0916,23.1305,22.2454,22.3135,1125311.0
2022-12-29,22.1384,22.8193,22.08,22.7025,823832.0
2022-12-30,22.4983,22.829,22.3718,22.8095,740242.0
2022-12-31,22.4983,22.829,22.3718,22.8095,740242.0
2023-01-01,22.4983,22.829,22.3718,22.8095,740242.0
2023-01-02,22.4983,22.829,22.3718,22.8095,740242.0
2023-01-03,22.6053,22.615,21.19,21.5742,1731046.0
2023-01-04,21.156,22.0946,20.9322,21.7687,1256414.0
2023-01-05,21.4769,21.5937,20.5723,21.4186,2486187.0
2023-01-06,21.8271,22.0606,21.3991,21.6228,1407719.0
2023-01-07,21.8271,22.0606,21.3991,21.6228,1407719.0
2023-01-08,21.8271,22.0606,21.3991,21.6228,1407719.0
2023-01-09,22.2162,22.5664,21.7979,22.0119,1376004.0
2023-01-10,22.0897,22.2551,21.3894,21.8466,1633207.0
2023-01-11,22.0508,22.294,21.6909,22.294,1093730.0
2023-01-12,22.4496,23.2764,22.187,23.1013,1507565.0
2023-01-13,22.9749,23.1986,22.615,23.15,1324093.0
2023-01-14,22.9749,23.1986,22.615,23.15,1324093.0
2023-01-15,22.9749,23.1986,22.615,23.15,1324093.0
2023-01-16,22.9749,23.1986,22.615,23.15,1324093.0
2023-01-17,23.3931,23.6266,22.8582,22.9943,1140740.0
2023-01-18,23.1402,23.6071,22.3815,22.401,1004274.0
2023-01-19,22.3621,23.0138,22.1189,22.8971,1369175.0
2023-01-20,23.1305,23.2375,22.7317,23.1694,993764.0
2023-01-21,23.1305,23.2375,22.7317,23.1694,993764.0
2023-01-22,23.1305,23.2375,22.7317,23.1694,993764.0
2023-01-23,23.3153,23.539,23.0624,23.3931,878399.0
2023-01-24,23.0916,23.3834,22.6442,22.6636,1507725.0
2023-01-25,22.5177,22.7025,22.0411,22.4788,4858656.0
2023-01-26,22.7998,23.2424,22.08,23.1597,4977702.0
2023-01-27,23.1208,23.325,22.9068,22.9262,1321722.0
2023-01-28,23.1208,23.325,22.9068,22.9262,1321722.0
2023-01-29,23.1208,23.325,22.9068,22.9262,1321722.0
2023-01-30,22.615,22.7803,22.2745,22.3135,1941344.0
2023-01-31,22.2551,22.9846,22.0916,22.9652,2038825.0
2023-02-01,22.7998,22.9165,21.7007,22.3815,1609622.0
2023-02-02,22.3524,22.7414,21.9633,22.294,1497240.0
2023-02-03,22.3426,23.1597,22.33,22.4691,1120503.0
2023-02-04,22.3426,23.1597,22.33,22.4691,1120503.0
2023-02-05,22.3426,23.1597,22.33,22.4691,1120503.0
2023-02-06,22.3913,22.5518,21.5256,21.7201,1215075.0
2023-02-07,21.8174,22.8387,21.6618,22.7901,1282398.0
2023-02-08,22.722,22.8436,22.1092,22.3135,1241773.0
2023-02-09,22.3281,22.4259,21.5656,21.7122,1380732.0
2023-02-10,22.1326,23.0418,21.986,22.9049,2565573.0
2023-02-11,22.1326,23.0418,21.986,22.9049,2565573.0
2023-02-12,22.1326,23.0418,21.986,22.9049,2565573.0
2023-02-13,22.6996,22.9929,22.4845,22.553,1658542.0
2023-02-14,22.2792,22.6507,21.986,22.6312,1940903.0
2023-02-15,22.3672,22.4259,21.2332,22.0739,2448744.0
2023-02-16,22.1424,22.5139,21.7416,21.7611,1773194.0
2023-02-17,21.4092,21.4336,20.5,20.7542,2845003.0
2023-02-18,21.4092,21.4336,20.5,20.7542,2845003.0
2023-02-19,21.4092,21.4336,20.5,20.7542,2845003.0
2023-02-20,21.4092,21.4336,20.5,20.7542,2845003.0
2023-02-21,20.5587,21.0475,20.4316,20.4903,2401820.0
2023-02-22,20.676,20.6857,20.021,20.412,2281556.0
2023-02-23,20.9399,21.2821,20.5587,21.2332,1812345.0
2023-02-24,21.0181,21.546,20.7933,21.5167,1680137.0
2023-02-25,21.0181,21.546,20.7933,21.5167,1680137.0
2023-02-26,21.0181,21.546,20.7933,21.5167,1680137.0
2023-02-27,21.7318,21.8344,21.419,21.5754,1494063.0
2023-02-28,21.6829,21.9175,21.3026,21.3603,1722002.0
2023-03-01,21.2234,21.9371,21.2186,21.8589,1219658.0
2023-03-02,21.7611,22.465,21.5754,22.3281,1321942.0
2023-03-03,22.0739,22.9041,21.7611,22.7192,1654136.0
2023-03-04,22.0739,22.9041,21.7611,22.7192,1654136.0
2023-03-05,22.0739,22.9041,21.7611,22.7192,1654136.0
2023-03-06,22.465,22.6996,22.2695,22.4259,1252814.0
2023-03-07,22.2988,22.3965,21.7171,21.7513,1868692.0
2023-03-08,21.634,21.854,21.0377,21.1941,2791112.0
2023-03-09,21.2528,21.6047,20.8617,20.8813,2121672.0
2023-03-10,20.8617,21.0181,20.285,20.3436,1678234.0
2023-03-11,20.8617,21.0181,20.285,20.3436,1678234.0
2023-03-12,20.8617,21.0181,20.285,20.3436,1678234.0
2023-03-13,19.7766,20.412,19.454,19.7962,2825697.0
2023-03-14,20.0601,20.7346,19.6446,20.0308,2497919.0
2023-03-15,19.0923,19.3758,18.3885,18.9066,3276950.0
2023-03-16,18.4275,19.5664,18.3884,19.5224,2816476.0
2023-03-17,19.4833,19.5029,18.6622,19.1998,13250690.0
2023-03-18,19.4833,19.5029,18.6622,19.1998,13250690.0
2023-03-19,19.4833,19.5029,18.6622,19.1998,13250690.0
2023-03-20,19.3171,20.1872,19.2292,20.0601,2079246.0
2023-03-21,20.5,20.9302,20.5,20.8422,3230005.0
2023-03-22,20.7933,21.1452,20.1774,20.2165,2731789.0
2023-03-23,20.3338,20.7542,19.8499,19.9428,2154360.0
2023-03-24,19.5518,20.4707,19.1705,20.197,2817423.0
2023-03-25,19.5518,20.4707,19.1705,20.197,2817423.0
2023-03-26,19.5518,20.4707,19.1705,20.197,2817423.0
2023-03-27,20.4609,20.9693,20.0894,20.8226,1719094.0
2023-03-28,20.6955,21.0964,20.6173,20.7249,1946906.0
2023-03-29,21.0475,21.1941,20.7835,21.0768,1575344.0
2023-03-30,21.2723,21.3016,20.9204,21.0768,1284435.0
2023-03-31,21.2332,21.4776,21.1159,21.3896,1565068.0
2023-04-01,21.2332,21.4776,21.1159,21.3896,1565068.0
2023-04-02,21.2332,21.4776,21.1159,21.3896,1565068.0
2023-04-03,22.5432,22.7094,21.898,22.6214,2444523.0
2023-04-04,22.7094,22.7583,21.8784,22.2499,2452960.0
2023-04-05,22.3086,22.3868,21.8393,22.289,1018880.0
2023-04-06,21.986,22.2304,21.7904,21.8295,914835.0
2023-04-07,21.986,22.2304,21.7904,21.8295,914835.0
2023-04-08,21.986,22.2304,21.7904,21.8295,914835.0
2023-04-09,21.986,22.2304,21.7904,21.8295,914835.0
2023-04-10,22.2401,22.6116,22.0935,22.1522,1353694.0
2023-04-11,22.4063,22.7778,22.2499,22.6116,1772631.0
2023-04-12,22.6898,22.768,22.201,22.3672,892664.0
2023-04-13,22.3183,22.8267,22.3183,22.68,727590.0
2023-04-14,22.7094,22.8658,22.465,22.768,823350.0
2023-04-15,22.7094,22.8658,22.465,22.768,823350.0
2023-04-16,22.7094,22.8658,22.465,22.768,823350.0
2023-04-17,22.8365,22.9147,22.2401,22.2597,811631.0
2023-04-18,22.1717,22.3086,21.8149,21.9957,975982.0
2023-04-19,21.5851,21.6927,21.1355,21.6536,1348825.0
2023-04-20,21.3016,21.4336,20.8373,21.1843,1542890.0
2023-04-21,21.2625,21.3408,20.7933,20.8617,1443621.0
2023-04-22,21.2625,21.3408,20.7933,20.8617,1443621.0
2023-04-23,21.2625,21.3408,20.7933,20.8617,1443621.0
2023-04-24,20.7444,21.5314,20.6677,21.3701,1436864.0
2023-04-25,20.9106,20.9986,20.2898,20.3045,1276724.0
2023-04-26,20.1676,20.4218,19.7815,19.9721,1332558.0
2023-04-27,19.9428,20.1481,19.6251,19.9526,1151544.0
2023-04-28,19.9526,20.8129,19.8939,20.6467,1764858.0
2023-04-29,19.9526,20.8129,19.8939,20.6467,1764858.0
2023-04-30,19.9526,20.8129,19.8939,20.6467,1764858.0
2023-05-01,20.2361,20.8813,20.0601,20.5,1272559.0
2023-05-02,20.0894,20.0894,19.234,19.5127,1495038.0
2023-05-03,19.1705,19.6984,19.0141,19.4149,2695576.0
2023-05-04,19.7082,19.7962,18.3005,18.496,3900983.0
2023-05-05,18.9848,19.63,18.9066,19.3856,2231344.0
2023-05-06,18.9848,19.63,18.9066,19.3856,2231344.0
2023-05-07,18.9848,19.63,18.9066,19.3856,2231344.0
2023-05-08,19.9232,20.0406,19.322,19.4638,2094734.0
2023-05-09,19.1021,19.3954,18.9163,19.0434,2415853.0
2023-05-10,19.1565,19.2401,18.5913,18.9992,1584821.0
2023-05-11,18.6845,18.9107,18.6009,18.8025,1550936.0
2023-05-12,18.9893,19.1565,18.7264,19.1467,1749809.0
2023-05-13,18.9893,19.1565,18.7264,19.1467,1749809.0
2023-05-14,18.9893,19.1565,18.7264,19.1467,1749809.0
2023-05-15,19.3532,19.6679,19.1565,19.3925,1531684.0
2023-05-16,19.304,19.3728,18.95,19.068,1707939.0
2023-05-17,19.304,19.6482,18.9205,19.2843,1779318.0
2023-05-18,19.0582,19.3728,18.9402,19.3237,1765375.0
2023-05-19,19.6089,19.6334,19.3433,19.5695,1569609.0
2023-05-20,19.6089,19.6334,19.3433,19.5695,1569609.0
2023-05-21,19.6089,19.6334,19.3433,19.5695,1569609.0
2023-05-22,19.4023,20.548,19.4023,20.3661,2932880.0
2023-05-23,20.5136,20.6365,20.1989,20.2087,1740527.0
2023-05-24,20.4054,20.4054,19.9334,20.1596,2038326.0
2023-05-25,19.717,19.8498,19.3581,19.5204,1841408.0
2023-05-26,19.658,19.6974,19.3335,19.5695,1343525.0
2023-05-27,19.658,19.6974,19.3335,19.5695,1343525.0
2023-05-28,19.658,19.6974,19.3335,19.5695,1343525.0
2023-05-29,19.658,19.6974,19.3335,19.5695,1343525.0
2023-05-30,19.2745,19.4712,18.9303,19.1565,1483590.0
2023-05-31,18.9008,19.1221,18.7287,19.009,2808334.0
2023-06-01,19.0582,19.3384,18.8221,18.8812,2199218.0
2023-06-02,19.4122,20.0661,19.186,20.0219,3429513.0
2023-06-03,19.4122,20.0661,19.186,20.0219,3429513.0
2023-06-04,19.4122,20.0661,19.186,20.0219,3429513.0
2023-06-05,20.4841,20.4841,19.3089,19.3728,2693758.0
2023-06-06,19.0778,19.9678,19.0287,19.8055,1731397.0
2023-06-07,19.9727,20.7299,19.9727,20.6709,1554686.0
2023-06-08,20.7103,20.902,20.2087,20.6611,1160135.0
2023-06-09,20.5037,20.7988,20.2284,20.2972,1645054.0
2023-06-10,20.5037,20.7988,20.2284,20.2972,1645054.0
2023-06-11,20.5037,20.7988,20.2284,20.2972,1645054.0
2023-06-12,19.7957,20.0956,19.4761,19.8154,1672558.0
2023-06-13,19.9432,20.6119,19.9432,20.1104,1304956.0
2023-06-14,20.3857,20.4644,19.3728,19.7564,2735082.0
2023-06-15,19.835,20.3661,19.7711,20.2579,1960412.0
2023-06-16,20.6021,20.6119,20.1104,20.3857,3817926.0
2023-06-17,20.6021,20.6119,20.1104,20.3857,3817926.0
2023-06-18,20.6021,20.6119,20.1104,20.3857,3817926.0
2023-06-19,20.6021,20.6119,20.1104,20.3857,3817926.0
2023-06-20,20.3169,20.3267,19.3728,19.7072,1930555.0
2023-06-21,19.6187,20.0317,19.6187,19.7465,2923891.0
2023-06-22,19.5695,19.5892,19.2745,19.422,1934517.0
2023-06-23,18.9795,19.54,18.9205,19.3335,4815655.0
2023-06-24,18.9795,19.54,18.9205,19.3335,4815655.0
2023-06-25,18.9795,19.54,18.9205,19.3335,4815655.0
2023-06-26,19.3827,19.958,19.3827,19.7072,2006640.0
2023-06-27,19.7564,19.7564,19.3974,19.599,1333048.0
2023-06-28,19.6285,19.9285,19.4614,19.894,2010348.0
2023-06-29,19.8744,20.4251,19.84,20.3956,1253258.0
2023-06-30,20.6021,20.6808,20.2481,20.5529,2309785.0
2023-07-01,20.6021,20.6808,20.2481,20.5529,2309785.0
2023-07-02,20.6021,20.6808,20.2481,20.5529,2309785.0
2023-07-03,20.4939,20.7201,20.4054,20.4644,765817.0
2023-07-04,20.4939,20.7201,20.4054,20.4644,765817.0
2023-07-05,20.5628,20.6414,20.2874,20.4742,2131887.0
2023-07-06,20.1891,20.4349,19.6777,20.1104,1572811.0
2023-07-07,20.0416,21.261,20.0416,21.0545,1806983.0
2023-07-08,20.0416,21.261,20.0416,21.0545,1806983.0
2023-07-09,20.0416,21.261,20.0416,21.0545,1806983.0
2023-07-10,20.8283,21.2216,20.8184,20.8873,1981772.0
2023-07-11,21.0741,21.2216,20.9758,21.1233,1259843.0
