,ON US Equity,ON US Equity,ON US Equity,ON US Equity,ON US Equity
2022-08-14,67.0,71.98,66.45,71.16,13408569.0
2022-08-15,70.02,72.15,69.937,71.24,5713005.0
2022-08-16,71.0,71.5,69.76,70.71,4728432.0
2022-08-17,69.18,69.29,66.76,68.29,8593647.0
2022-08-18,69.17,75.26,68.51,73.25,18696631.0
2022-08-19,71.8401,73.49,71.3472,72.53,9334894.0
2022-08-20,71.8401,73.49,71.3472,72.53,9334894.0
2022-08-21,71.8401,73.49,71.3472,72.53,9334894.0
2022-08-22,70.33,70.65,68.53,68.8,7528113.0
2022-08-23,69.13,71.52,69.13,71.25,5542305.0
2022-08-24,70.91,72.26,70.43,72.03,4300047.0
2022-08-25,72.24,76.78,72.12,76.71,8534069.0
2022-08-26,76.43,76.46,71.55,71.58,9243349.0
2022-08-27,76.43,76.46,71.55,71.58,9243349.0
2022-08-28,76.43,76.46,71.55,71.58,9243349.0
2022-08-29,70.73,72.0105,69.26,69.52,6966307.0
2022-08-30,70.61,70.77,67.39,68.97,8233720.0
2022-08-31,69.09,69.62,67.43,68.77,7077009.0
2022-09-01,66.712,68.58,65.47,68.22,9855152.0
2022-09-02,69.63,70.365,66.85,67.51,6662249.0
2022-09-03,69.63,70.365,66.85,67.51,6662249.0
2022-09-04,69.63,70.365,66.85,67.51,6662249.0
2022-09-05,69.63,70.365,66.85,67.51,6662249.0
2022-09-06,67.75,67.79,65.03,66.05,6896297.0
2022-09-07,66.1,67.89,65.635,67.36,5836514.0
2022-09-08,66.66,70.61,66.385,70.55,9769241.0
2022-09-09,71.59,72.92,71.02,71.67,8264878.0
2022-09-10,71.59,72.92,71.02,71.67,8264878.0
2022-09-11,71.59,72.92,71.02,71.67,8264878.0
2022-09-12,71.95,72.33,70.67,71.9,5592445.0
2022-09-13,68.59,69.08,66.57,66.87,9889023.0
2022-09-14,67.72,69.0916,66.27,68.57,6009229.0
2022-09-15,68.21,69.49,67.21,68.15,4640140.0
2022-09-16,67.11,69.01,66.3,68.94,8521180.0
2022-09-17,67.11,69.01,66.3,68.94,8521180.0
2022-09-18,67.11,69.01,66.3,68.94,8521180.0
2022-09-19,67.61,70.89,67.52,70.16,6672944.0
2022-09-20,69.43,70.035,67.9251,68.48,5053686.0
2022-09-21,69.07,71.7686,68.32,68.34,6728773.0
2022-09-22,68.175,68.72,64.1693,64.96,6955518.0
2022-09-23,63.575,64.18,61.66,63.31,8228179.0
2022-09-24,63.575,64.18,61.66,63.31,8228179.0
2022-09-25,63.575,64.18,61.66,63.31,8228179.0
2022-09-26,62.91,65.17,62.6109,62.7,5272348.0
2022-09-27,64.36,65.06,62.74,64.29,4905937.0
2022-09-28,63.125,65.89,63.0343,65.5,5070524.0
2022-09-29,64.0,64.31,61.42,62.94,7078839.0
2022-09-30,62.72,64.71,62.29,62.33,5847534.0
2022-10-01,62.72,64.71,62.29,62.33,5847534.0
2022-10-02,62.72,64.71,62.29,62.33,5847534.0
2022-10-03,63.01,65.535,61.94,64.79,6357595.0
2022-10-04,66.995,68.94,66.79,68.92,6281872.0
2022-10-05,67.5,69.84,66.88,69.505,5887893.0
2022-10-06,69.63,71.5799,69.0603,70.25,6465426.0
2022-10-07,68.01,68.1738,63.11,64.83,10339315.0
2022-10-08,68.01,68.1738,63.11,64.83,10339315.0
2022-10-09,68.01,68.1738,63.11,64.83,10339315.0
2022-10-10,64.82,64.85,59.68,61.93,8861535.0
2022-10-11,60.72,60.88,58.3403,59.47,9114236.0
2022-10-12,58.85,59.68,58.18,58.95,4573714.0
2022-10-13,56.21,61.37,54.93,60.63,10023130.0
2022-10-14,61.74,61.94,57.62,57.77,6374545.0
2022-10-15,61.74,61.94,57.62,57.77,6374545.0
2022-10-16,61.74,61.94,57.62,57.77,6374545.0
2022-10-17,59.565,60.76,59.0162,59.79,5882533.0
2022-10-18,62.39,62.7,59.4718,60.73,5006902.0
2022-10-19,60.01,61.7399,59.6475,60.77,4201224.0
2022-10-20,61.0,63.255,60.44,61.52,5535188.0
2022-10-21,61.4,65.89,60.91,65.68,8204031.0
2022-10-22,61.4,65.89,60.91,65.68,8204031.0
2022-10-23,61.4,65.89,60.91,65.68,8204031.0
2022-10-24,66.48,66.9,63.99,65.35,5918725.0
2022-10-25,65.43,67.6,65.4,66.59,7056578.0
2022-10-26,65.07,68.54,64.41,67.74,9203792.0
2022-10-27,65.405,66.36,63.5,64.85,10071086.0
2022-10-28,64.82,67.77,63.57,67.48,9835737.0
2022-10-29,64.82,67.77,63.57,67.48,9835737.0
2022-10-30,64.82,67.77,63.57,67.48,9835737.0
2022-10-31,65.92,67.14,61.23,61.43,17974649.0
2022-11-01,62.73,63.8,61.53,61.74,8319113.0
2022-11-02,62.19,63.94,60.0,60.11,8275751.0
2022-11-03,59.4,60.86,58.43,59.19,6630321.0
2022-11-04,62.0,63.23,60.93,63.19,8120158.0
2022-11-05,62.0,63.23,60.93,63.19,8120158.0
2022-11-06,62.0,63.23,60.93,63.19,8120158.0
2022-11-07,64.1,65.88,62.65,65.47,6388335.0
2022-11-08,66.83,67.85,65.65,67.09,5588889.0
2022-11-09,65.58,66.67,63.34,63.83,6384686.0
2022-11-10,68.37,73.055,67.8897,72.79,10452909.0
2022-11-11,72.59,76.14,72.25,75.05,7264443.0
2022-11-12,72.59,76.14,72.25,75.05,7264443.0
2022-11-13,72.59,76.14,72.25,75.05,7264443.0
2022-11-14,74.31,77.2812,72.75,72.83,9269846.0
2022-11-15,75.87,76.26,73.085,74.3,7024950.0
2022-11-16,72.62,72.65,70.235,70.29,7869502.0
2022-11-17,68.2,71.865,67.65,71.11,5802718.0
2022-11-18,72.835,73.15,71.425,72.46,4745473.0
2022-11-19,72.835,73.15,71.425,72.46,4745473.0
2022-11-20,72.835,73.15,71.425,72.46,4745473.0
2022-11-21,71.35,72.0,70.52,71.15,4135690.0
2022-11-22,72.09,73.81,71.42,73.74,4756527.0
2022-11-23,73.67,76.05,73.48,74.0,4304114.0
2022-11-24,73.67,76.05,73.48,74.0,4304114.0
2022-11-25,73.8,74.61,73.37,73.4,2005984.0
2022-11-26,73.8,74.61,73.37,73.4,2005984.0
2022-11-27,73.8,74.61,73.37,73.4,2005984.0
2022-11-28,72.16,72.84,69.54,69.96,6495471.0
2022-11-29,70.37,71.36,69.6,70.72,3992023.0
2022-11-30,70.85,75.31,69.7613,75.2,7606480.0
2022-12-01,75.5,75.92,72.771,73.99,4904585.0
2022-12-02,71.825,73.12,70.96,73.04,4801242.0
2022-12-03,71.825,73.12,70.96,73.04,4801242.0
2022-12-04,71.825,73.12,70.96,73.04,4801242.0
2022-12-05,72.77,73.21,70.52,71.57,4064818.0
2022-12-06,71.86,71.86,69.19,69.74,4905695.0
2022-12-07,68.76,70.89,68.43,70.14,3030504.0
2022-12-08,71.2,73.23,70.685,72.16,4364634.0
2022-12-09,71.05,72.24,70.36,70.53,3530212.0
2022-12-10,71.05,72.24,70.36,70.53,3530212.0
2022-12-11,71.05,72.24,70.36,70.53,3530212.0
2022-12-12,69.69,71.0,68.91,70.99,5151743.0
2022-12-13,74.88,74.9,70.43,71.56,4856186.0
2022-12-14,71.17,71.55,67.01,67.59,10941625.0
2022-12-15,65.65,66.17,63.52,64.26,12352840.0
2022-12-16,63.9,65.81,63.52,65.38,8463410.0
2022-12-17,63.9,65.81,63.52,65.38,8463410.0
2022-12-18,63.9,65.81,63.52,65.38,8463410.0
2022-12-19,65.45,65.76,62.895,64.15,6366709.0
2022-12-20,63.34,64.98,62.61,64.03,4571225.0
2022-12-21,64.735,66.05,64.63,65.04,5063329.0
2022-12-22,63.28,63.28,60.68,62.12,9874712.0
2022-12-23,61.44,62.54,60.69,62.39,3351499.0
2022-12-24,61.44,62.54,60.69,62.39,3351499.0
2022-12-25,61.44,62.54,60.69,62.39,3351499.0
2022-12-26,61.44,62.54,60.69,62.39,3351499.0
2022-12-27,61.94,62.17,60.98,61.36,5072470.0
2022-12-28,60.71,61.8,59.7679,60.28,3576359.0
2022-12-29,61.85,63.05,61.09,62.71,5253409.0
2022-12-30,61.53,62.44,60.87,62.37,2650184.0
2022-12-31,61.53,62.44,60.87,62.37,2650184.0
2023-01-01,61.53,62.44,60.87,62.37,2650184.0
2023-01-02,61.53,62.44,60.87,62.37,2650184.0
2023-01-03,63.95,64.14,61.07,61.61,4364519.0
2023-01-04,62.68,63.39,61.15,62.2,6189656.0
2023-01-05,61.12,63.77,59.61,59.74,9253774.0
2023-01-06,60.85,62.74,59.75,62.47,7144436.0
2023-01-07,60.85,62.74,59.75,62.47,7144436.0
2023-01-08,60.85,62.74,59.75,62.47,7144436.0
2023-01-09,64.6,66.29,64.23,64.65,6407958.0
2023-01-10,61.55,64.45,61.3,64.27,8248195.0
2023-01-11,64.46,64.85,63.08,64.63,4889074.0
2023-01-12,65.0,65.6,63.29,64.93,4807152.0
2023-01-13,64.4,65.22,63.28,65.15,3409021.0
2023-01-14,64.4,65.22,63.28,65.15,3409021.0
2023-01-15,64.4,65.22,63.28,65.15,3409021.0
2023-01-16,64.4,65.22,63.28,65.15,3409021.0
2023-01-17,65.29,66.73,64.57,65.87,3902213.0
2023-01-18,67.34,68.52,66.1,66.33,5834299.0
2023-01-19,65.72,65.88,63.2,63.49,5883596.0
2023-01-20,64.68,66.4,63.9087,66.26,5133428.0
2023-01-21,64.68,66.4,63.9087,66.26,5133428.0
2023-01-22,64.68,66.4,63.9087,66.26,5133428.0
2023-01-23,67.67,71.27,67.39,70.8,7583255.0
2023-01-24,70.0,71.2,69.25,70.08,4543380.0
2023-01-25,68.955,71.86,68.76,71.81,5100561.0
2023-01-26,72.89,73.9,71.155,73.68,5875410.0
2023-01-27,73.53,74.82,73.22,73.67,4376469.0
2023-01-28,73.53,74.82,73.22,73.67,4376469.0
2023-01-29,73.53,74.82,73.22,73.67,4376469.0
2023-01-30,72.72,73.23,70.86,71.02,4783374.0
2023-01-31,71.2,73.48,71.07,73.45,5066729.0
2023-02-01,73.92,78.5,73.69,77.84,9111222.0
2023-02-02,78.97,82.22,78.145,82.12,9221350.0
2023-02-03,80.0,83.25,79.4,80.89,8475441.0
2023-02-04,80.0,83.25,79.4,80.89,8475441.0
2023-02-05,80.0,83.25,79.4,80.89,8475441.0
2023-02-06,77.752,84.7,77.5,80.4,15910323.0
2023-02-07,81.06,86.15,80.84,85.53,11489164.0
2023-02-08,84.27,85.2,82.93,83.6,9982492.0
2023-02-09,85.13,87.55,83.97,84.75,9180102.0
2023-02-10,83.76,84.11,82.2,83.8,6678158.0
2023-02-11,83.76,84.11,82.2,83.8,6678158.0
2023-02-12,83.76,84.11,82.2,83.8,6678158.0
2023-02-13,84.63,84.765,83.66,84.38,5708520.0
2023-02-14,83.595,87.405,83.35,86.88,6033126.0
2023-02-15,85.67,87.02,85.46,86.71,6711540.0
2023-02-16,85.12,86.68,83.875,84.13,5871810.0
2023-02-17,83.39,83.63,80.38,81.86,7136689.0
2023-02-18,83.39,83.63,80.38,81.86,7136689.0
2023-02-19,83.39,83.63,80.38,81.86,7136689.0
2023-02-20,83.39,83.63,80.38,81.86,7136689.0
2023-02-21,80.4,81.76,79.05,79.28,6312844.0
2023-02-22,79.45,79.91,77.68,78.56,5674893.0
2023-02-23,79.375,79.91,76.19,78.39,14747876.0
2023-02-24,77.102,77.12,75.52,76.28,16699950.0
2023-02-25,77.102,77.12,75.52,76.28,16699950.0
2023-02-26,77.102,77.12,75.52,76.28,16699950.0
2023-02-27,77.69,78.7999,76.63,77.73,6844516.0
2023-02-28,77.51,78.73,76.82,77.41,6796314.0
2023-03-01,78.12,79.24,77.31,78.23,4733304.0
2023-03-02,73.56,77.315,72.0,76.75,14200393.0
2023-03-03,76.98,79.07,76.05,78.94,6046658.0
2023-03-04,76.98,79.07,76.05,78.94,6046658.0
2023-03-05,76.98,79.07,76.05,78.94,6046658.0
2023-03-06,79.465,79.81,76.98,77.41,4968026.0
2023-03-07,78.03,79.6,77.83,78.7,6445460.0
2023-03-08,79.72,83.4,79.62,83.1,8939427.0
2023-03-09,82.875,84.97,81.26,81.41,8241954.0
2023-03-10,82.34,82.6,77.5284,78.38,6366526.0
2023-03-11,82.34,82.6,77.5284,78.38,6366526.0
2023-03-12,82.34,82.6,77.5284,78.38,6366526.0
2023-03-13,76.71,79.14,76.37,77.75,6913780.0
2023-03-14,80.16,82.75,79.47,81.2,6098815.0
2023-03-15,79.11,79.85,76.14,78.0,7514841.0
2023-03-16,77.63,80.85,77.0,80.5,7266482.0
2023-03-17,80.305,80.53,77.7,78.28,6981769.0
2023-03-18,80.305,80.53,77.7,78.28,6981769.0
2023-03-19,80.305,80.53,77.7,78.28,6981769.0
2023-03-20,78.73,80.52,77.59,79.98,4822238.0
2023-03-21,80.89,82.87,79.81,81.35,4828252.0
2023-03-22,81.52,82.39,78.41,78.82,5511940.0
2023-03-23,80.12,82.87,78.79,80.97,6181490.0
2023-03-24,79.82,80.48,77.1,77.81,5794099.0
2023-03-25,79.82,80.48,77.1,77.81,5794099.0
2023-03-26,79.82,80.48,77.1,77.81,5794099.0
2023-03-27,78.05,78.18,74.47,75.67,10190966.0
2023-03-28,75.1,77.71,73.69,76.53,12414143.0
2023-03-29,78.28,80.69,77.182,79.87,7228351.0
2023-03-30,81.03,82.52,80.57,81.83,6133079.0
2023-03-31,81.58,82.55,81.04,82.32,5852335.0
2023-04-01,81.58,82.55,81.04,82.32,5852335.0
2023-04-02,81.58,82.55,81.04,82.32,5852335.0
2023-04-03,81.715,82.21,79.88,81.14,4431067.0
2023-04-04,81.51,81.51,77.84,78.49,5617946.0
2023-04-05,77.46,77.875,75.42,76.54,4944307.0
2023-04-06,75.24,76.3701,74.39,75.34,3530706.0
2023-04-07,75.24,76.3701,74.39,75.34,3530706.0
2023-04-08,75.24,76.3701,74.39,75.34,3530706.0
2023-04-09,75.24,76.3701,74.39,75.34,3530706.0
2023-04-10,74.65,77.88,74.54,77.7,4284608.0
2023-04-11,78.63,78.93,77.05,77.22,3608691.0
2023-04-12,78.78,78.79,76.32,76.46,4850294.0
2023-04-13,76.67,78.11,75.9032,77.59,3290259.0
2023-04-14,77.6,79.42,76.6,77.92,3725291.0
2023-04-15,77.6,79.42,76.6,77.92,3725291.0
2023-04-16,77.6,79.42,76.6,77.92,3725291.0
2023-04-17,77.085,78.565,76.69,78.41,3808807.0
2023-04-18,79.23,80.07,78.37,79.21,4168431.0
2023-04-19,78.145,78.65,76.365,76.92,4336241.0
2023-04-20,73.28,75.77,72.18,74.26,7685331.0
2023-04-21,74.0,74.21,73.02,73.74,4078275.0
2023-04-22,74.0,74.21,73.02,73.74,4078275.0
2023-04-23,74.0,74.21,73.02,73.74,4078275.0
2023-04-24,73.77,74.39,73.19,74.38,2845158.0
2023-04-25,73.3,73.5,70.27,70.35,7889329.0
2023-04-26,71.54,72.44,70.53,71.95,5871271.0
2023-04-27,68.68,70.08,66.67,69.98,14023824.0
2023-04-28,69.97,72.055,68.84,71.96,10274838.0
2023-04-29,69.97,72.055,68.84,71.96,10274838.0
2023-04-30,69.97,72.055,68.84,71.96,10274838.0
2023-05-01,74.885,78.9779,74.17,78.33,16264736.0
2023-05-02,79.38,81.3817,77.87,79.17,8329002.0
2023-05-03,79.05,80.37,78.43,78.58,5127142.0
2023-05-04,78.0,79.26,77.09,77.83,5189413.0
2023-05-05,77.66,81.58,77.33,81.22,7088138.0
2023-05-06,77.66,81.58,77.33,81.22,7088138.0
2023-05-07,77.66,81.58,77.33,81.22,7088138.0
2023-05-08,81.24,81.72,79.58,80.52,3421550.0
2023-05-09,79.21,79.94,77.47,78.81,4736883.0
2023-05-10,80.5,80.72,78.87,79.87,5187101.0
2023-05-11,79.42,80.75,78.42,80.32,4438204.0
2023-05-12,81.22,83.04,80.07,81.34,6478911.0
2023-05-13,81.22,83.04,80.07,81.34,6478911.0
2023-05-14,81.22,83.04,80.07,81.34,6478911.0
2023-05-15,81.76,82.46,80.555,82.39,6125195.0
2023-05-16,82.01,85.39,81.71,83.04,10998999.0
2023-05-17,84.63,86.9,82.11,85.63,12764700.0
2023-05-18,86.0,87.07,84.91,86.49,7624180.0
2023-05-19,86.19,86.46,83.58,84.36,8190589.0
2023-05-20,86.19,86.46,83.58,84.36,8190589.0
2023-05-21,86.19,86.46,83.58,84.36,8190589.0
2023-05-22,83.91,85.59,83.709,85.24,5091486.0
2023-05-23,84.33,84.645,81.8,82.54,6675670.0
2023-05-24,80.14,80.86,78.35,79.79,8641772.0
2023-05-25,80.12,82.71,77.92,82.0,9598511.0
2023-05-26,82.87,87.77,82.83,86.62,10518744.0
2023-05-27,82.87,87.77,82.83,86.62,10518744.0
2023-05-28,82.87,87.77,82.83,86.62,10518744.0
2023-05-29,82.87,87.77,82.83,86.62,10518744.0
2023-05-30,89.35,89.835,83.45,83.97,9087879.0
2023-05-31,82.35,85.245,81.995,83.6,9835590.0
2023-06-01,84.94,88.308,84.05,87.95,6930658.0
2023-06-02,88.8,89.44,85.87,86.83,5137305.0
2023-06-03,88.8,89.44,85.87,86.83,5137305.0
2023-06-04,88.8,89.44,85.87,86.83,5137305.0
2023-06-05,87.08,87.24,84.95,85.63,3770612.0
2023-06-06,85.55,89.11,85.52,88.48,5217940.0
2023-06-07,89.14,92.13,89.03,89.24,7824730.0
2023-06-08,89.86,90.71,88.71,89.99,4131106.0
2023-06-09,91.76,92.6811,88.11,89.02,6365415.0
2023-06-10,91.76,92.6811,88.11,89.02,6365415.0
2023-06-11,91.76,92.6811,88.11,89.02,6365415.0
2023-06-12,90.19,91.3567,89.36,91.06,6531350.0
2023-06-13,92.04,93.44,91.3401,92.67,7615147.0
2023-06-14,92.12,93.35,90.6683,92.74,7149139.0
2023-06-15,91.29,92.0,90.65,91.0,8116426.0
2023-06-16,91.79,92.075,89.61,90.15,28125294.0
2023-06-17,91.79,92.075,89.61,90.15,28125294.0
2023-06-18,91.79,92.075,89.61,90.15,28125294.0
2023-06-19,91.79,92.075,89.61,90.15,28125294.0
2023-06-20,89.55,90.88,88.21,89.38,5848159.0
2023-06-21,88.77,89.79,87.56,88.07,4972954.0
2023-06-22,87.07,89.26,87.0,88.95,4636306.0
2023-06-23,86.9404,87.98,86.2,87.52,9135144.0
2023-06-24,86.9404,87.98,86.2,87.52,9135144.0
2023-06-25,86.9404,87.98,86.2,87.52,9135144.0
2023-06-26,88.638,90.0,87.965,88.62,4250708.0
2023-06-27,88.63,91.95,88.1,91.87,5379952.0
2023-06-28,90.62,92.78,90.57,91.21,4346659.0
2023-06-29,92.0,92.32,90.72,92.08,3831248.0
2023-06-30,93.0,95.3171,92.61,94.58,5395351.0
2023-07-01,93.0,95.3171,92.61,94.58,5395351.0
2023-07-02,93.0,95.3171,92.61,94.58,5395351.0
2023-07-03,95.46,96.85,94.72,96.83,3602015.0
2023-07-04,95.46,96.85,94.72,96.83,3602015.0
2023-07-05,95.51,95.93,92.8711,92.95,5814695.0
2023-07-06,91.66,92.72,90.69,92.61,4687825.0
2023-07-07,93.34,94.81,92.35,93.3,4145373.0
2023-07-08,93.34,94.81,92.35,93.3,4145373.0
2023-07-09,93.34,94.81,92.35,93.3,4145373.0
2023-07-10,93.98,96.03,93.55,95.98,4799253.0
2023-07-11,97.34,97.515,95.18,96.64,3961981.0
2023-07-12,98.37,98.98,97.138,98.63,4783522.0
2023-07-13,99.39,102.305,98.63,102.04,6467424.0
2023-07-14,102.0,102.65,99.105,99.68,4976914.0
2023-07-15,102.0,102.65,99.105,99.68,4976914.0
2023-07-16,102.0,102.65,99.105,99.68,4976914.0
2023-07-17,99.8,104.88,99.5,104.33,6872763.0
2023-07-18,104.06,105.35,102.9,104.84,5224677.0
2023-07-19,104.81,104.81,101.88,101.91,6101166.0
2023-07-20,100.17,101.5175,96.295,97.3,9221169.0
2023-07-21,98.41,99.29,97.75,98.76,10007795.0
2023-07-22,98.41,99.29,97.75,98.76,10007795.0
2023-07-23,98.41,99.29,97.75,98.76,10007795.0
2023-07-24,96.334,98.06,95.88,97.69,5177562.0
2023-07-25,98.46,101.57,98.29,100.04,5920033.0
2023-07-26,99.32,100.33,97.96,99.25,5532188.0
2023-07-27,103.06,104.53,100.8,102.11,7432406.0
2023-07-28,103.7,105.39,102.5,105.09,7613682.0
2023-07-29,103.7,105.39,102.5,105.09,7613682.0
2023-07-30,103.7,105.39,102.5,105.09,7613682.0
2023-07-31,109.74,111.35,107.08,107.75,14155494.0
2023-08-01,107.73,109.41,106.6,108.09,5446941.0
2023-08-02,106.89,107.16,103.12,103.57,6910153.0
2023-08-03,101.45,102.95,100.4,102.7,6054423.0
2023-08-04,101.43,103.71,100.48,102.31,6470912.0
2023-08-05,101.43,103.71,100.48,102.31,6470912.0
2023-08-06,101.43,103.71,100.48,102.31,6470912.0
2023-08-07,104.0,104.87,102.685,103.59,4112646.0
2023-08-08,102.33,102.33,99.9,101.38,4184156.0
2023-08-09,101.37,101.52,98.875,99.09,4853963.0
2023-08-10,100.55,101.1509,97.06,97.73,4730657.0
2023-08-11,96.51,96.7,94.31,94.57,5443411.0
2023-08-12,96.51,96.7,94.31,94.57,5443411.0
2023-08-13,96.51,96.7,94.31,94.57,5443411.0
2023-08-14,94.2,97.15,93.566,97.12,5280586.0
2023-08-15,96.21,96.41,93.89,94.13,4850655.0
2023-08-16,94.29,94.5799,92.03,92.18,5262289.0
2023-08-17,92.09,92.68,89.91,90.03,6768920.0
2023-08-18,89.035,91.23,88.63,90.73,4647671.0
2023-08-19,89.035,91.23,88.63,90.73,4647671.0
2023-08-20,89.035,91.23,88.63,90.73,4647671.0
2023-08-21,91.5,93.52,91.23,93.03,4580909.0
2023-08-22,94.86,95.18,92.14,92.37,3918416.0
2023-08-23,90.77,93.36,90.39,92.88,5768911.0
2023-08-24,94.49,94.66,89.73,89.96,6014907.0
2023-08-25,90.63,92.78,89.73,92.32,4662007.0
2023-08-26,90.63,92.78,89.73,92.32,4662007.0
2023-08-27,90.63,92.78,89.73,92.32,4662007.0
2023-08-28,93.13,94.495,92.98,93.63,3899702.0
2023-08-29,93.18,97.88,93.0,97.61,5691437.0
2023-08-30,97.2,99.44,96.57,98.85,4351172.0
2023-08-31,98.61,100.29,98.18,98.46,5804511.0
2023-09-01,99.31,99.85,97.745,99.4,3234391.0
2023-09-02,99.31,99.85,97.745,99.4,3234391.0
2023-09-03,99.31,99.85,97.745,99.4,3234391.0
2023-09-04,99.31,99.85,97.745,99.4,3234391.0
2023-09-05,99.23,100.21,97.17,99.31,3137903.0
2023-09-06,99.3,101.3,97.74,99.49,3367797.0
2023-09-07,97.46,99.1481,96.1153,98.51,4723084.0
2023-09-08,98.75,99.755,96.94,97.92,3600209.0
2023-09-09,98.75,99.755,96.94,97.92,3600209.0
2023-09-10,98.75,99.755,96.94,97.92,3600209.0
2023-09-11,99.18,99.37,95.95,97.85,3923927.0
2023-09-12,96.62,99.45,96.42,96.79,3411657.0
2023-09-13,96.82,98.58,96.385,96.83,4060694.0
2023-09-14,97.94,98.07,94.8001,96.47,5544914.0
2023-09-15,95.72,95.87,92.27,93.1,9749437.0
2023-09-16,95.72,95.87,92.27,93.1,9749437.0
2023-09-17,95.72,95.87,92.27,93.1,9749437.0
2023-09-18,92.0,94.92,92.0,94.6,3295436.0
2023-09-19,94.53,94.87,92.93,94.24,3422756.0
2023-09-20,94.97,95.69,92.79,92.84,2899498.0
2023-09-21,91.77,92.37,90.83,90.93,5112286.0
2023-09-22,92.16,94.7,91.95,93.81,5174587.0
2023-09-23,92.16,94.7,91.95,93.81,5174587.0
2023-09-24,92.16,94.7,91.95,93.81,5174587.0
2023-09-25,92.98,95.0703,92.515,94.46,2773344.0
2023-09-26,93.42,93.71,89.28,90.15,6590567.0
2023-09-27,91.3,92.765,90.21,92.05,4679653.0
2023-09-28,92.14,95.64,91.427,94.05,4385004.0
2023-09-29,95.5,95.67,92.76,92.95,4214854.0
2023-09-30,95.5,95.67,92.76,92.95,4214854.0
2023-10-01,95.5,95.67,92.76,92.95,4214854.0
2023-10-02,93.95,95.64,92.04,93.37,3943028.0
2023-10-03,92.04,92.83,88.3501,89.76,6101300.0
2023-10-04,87.5,90.71,87.31,89.99,7263599.0
2023-10-05,89.74,90.25,86.94,88.17,4075910.0
2023-10-06,87.77,91.495,86.84,90.93,4095928.0
2023-10-07,87.77,91.495,86.84,90.93,4095928.0
2023-10-08,87.77,91.495,86.84,90.93,4095928.0
2023-10-09,89.8,91.18,89.0901,90.93,2225023.0
2023-10-10,91.9,94.1899,91.56,93.32,4313075.0
2023-10-11,93.53,95.2,93.38,95.14,3877213.0
2023-10-12,95.35,95.59,92.28,93.05,5602671.0
2023-10-13,93.77,93.92,88.82,89.14,5441341.0
2023-10-14,93.77,93.92,88.82,89.14,5441341.0
2023-10-15,93.77,93.92,88.82,89.14,5441341.0
2023-10-16,89.83,92.05,89.52,91.69,4814380.0
2023-10-17,90.07,92.8568,90.0,91.69,4730148.0
2023-10-18,90.0,90.6,88.625,89.59,5338106.0
2023-10-19,90.0,90.09,86.55,87.01,5609607.0
2023-10-20,87.0,87.695,83.85,84.83,7076962.0
2023-10-21,87.0,87.695,83.85,84.83,7076962.0
2023-10-22,87.0,87.695,83.85,84.83,7076962.0
2023-10-23,84.07,85.32,82.9,83.61,5548440.0
2023-10-24,84.09,85.78,83.63,85.09,5267958.0
2023-10-25,82.85,84.25,80.62,81.16,8726749.0
2023-10-26,82.77,84.57,82.01,82.79,8230571.0
2023-10-27,84.27,84.57,82.65,83.52,10637360.0
2023-10-28,84.27,84.57,82.65,83.52,10637360.0
2023-10-29,84.27,84.57,82.65,83.52,10637360.0
2023-10-30,73.29,73.59,64.99,65.34,39759830.0
2023-10-31,64.18,65.03,61.72,62.64,22213194.0
2023-11-01,62.5,64.86,61.47,64.84,15562932.0
2023-11-02,65.92,67.34,64.28,66.63,12027243.0
2023-11-03,67.37,68.88,66.87,68.25,11674014.0
2023-11-04,67.37,68.88,66.87,68.25,11674014.0
2023-11-05,67.37,68.88,66.87,68.25,11674014.0
2023-11-06,68.65,68.96,65.42,66.23,9262337.0
2023-11-07,66.28,67.4613,65.8,66.8,9650055.0
2023-11-08,66.77,66.825,65.46,66.25,8908590.0
2023-11-09,66.28,66.5,64.03,64.35,10547999.0
2023-11-10,65.5,67.84,65.14,67.38,7930479.0
2023-11-11,65.5,67.84,65.14,67.38,7930479.0
2023-11-12,65.5,67.84,65.14,67.38,7930479.0
2023-11-13,66.37,66.82,65.75,66.65,7078804.0
2023-11-14,69.35,70.6869,69.08,69.96,9083560.0
2023-11-15,71.04,72.9,70.86,71.13,6129993.0
2023-11-16,70.91,71.07,69.02,69.46,6018879.0
2023-11-17,69.73,70.31,69.065,70.03,4047333.0
2023-11-18,69.73,70.31,69.065,70.03,4047333.0
2023-11-19,69.73,70.31,69.065,70.03,4047333.0
2023-11-20,69.96,70.75,69.72,70.68,4342663.0
2023-11-21,70.04,70.23,68.15,68.39,5998712.0
2023-11-22,68.88,69.82,68.24,68.56,4376145.0
2023-11-23,68.88,69.82,68.24,68.56,4376145.0
2023-11-24,68.64,69.45,68.61,69.28,1718017.0
2023-11-25,68.64,69.45,68.61,69.28,1718017.0
2023-11-26,68.64,69.45,68.61,69.28,1718017.0
2023-11-27,68.9,69.54,68.42,68.68,4041563.0
2023-11-28,68.72,69.44,68.23,69.1,4426016.0
2023-11-29,70.45,73.22,70.395,71.62,7747912.0
2023-11-30,72.16,72.42,70.66,71.33,7154855.0
2023-12-01,71.25,74.24,70.885,74.18,6068132.0
2023-12-02,71.25,74.24,70.885,74.18,6068132.0
2023-12-03,71.25,74.24,70.885,74.18,6068132.0
2023-12-04,73.26,74.165,71.73,73.1,5499775.0
2023-12-05,72.64,72.91,71.45,72.28,3368387.0
