,SPG US Equity,SPG US Equity,SPG US Equity,SPG US Equity,SPG US Equity
2022-08-17,101.288,102.026,100.372,101.324,1579777.0
2022-08-18,101.324,101.898,100.821,101.764,1146683.0
2022-08-19,101.117,101.337,99.007,99.68,1459781.0
2022-08-20,101.117,101.337,99.007,99.68,1459781.0
2022-08-21,101.117,101.337,99.007,99.68,1459781.0
2022-08-22,98.306,98.773,95.128,95.846,1722115.0
2022-08-23,96.214,97.287,95.837,95.936,1314031.0
2022-08-24,95.729,96.699,95.11,95.792,1069990.0
2022-08-25,96.223,97.22,95.981,97.193,1332063.0
2022-08-26,97.427,97.471,94.14,94.149,1538587.0
2022-08-27,97.427,97.471,94.14,94.149,1538587.0
2022-08-28,97.427,97.471,94.14,94.149,1538587.0
2022-08-29,93.314,94.374,92.443,93.071,1771702.0
2022-08-30,93.431,94.329,92.564,93.197,1592679.0
2022-08-31,93.727,94.041,91.383,91.572,2294535.0
2022-09-01,90.863,91.074,88.672,90.988,2114661.0
2022-09-02,92.416,93.17,89.947,90.27,1908349.0
2022-09-03,92.416,93.17,89.947,90.27,1908349.0
2022-09-04,92.416,93.17,89.947,90.27,1908349.0
2022-09-05,92.416,93.17,89.947,90.27,1908349.0
2022-09-06,91.006,91.374,88.734,90.728,1839885.0
2022-09-07,90.97,92.928,90.611,92.901,2056930.0
2022-09-08,91.978,93.705,91.111,93.659,1868168.0
2022-09-09,94.49,95.079,93.714,94.782,1441808.0
2022-09-10,94.49,95.079,93.714,94.782,1441808.0
2022-09-11,94.49,95.079,93.714,94.782,1441808.0
2022-09-12,95.659,96.655,94.846,96.134,1668385.0
2022-09-13,93.303,94.171,91.376,91.714,2172111.0
2022-09-14,91.239,91.522,89.818,91.366,1961621.0
2022-09-15,91.832,92.453,90.791,90.919,2019170.0
2022-09-16,90.627,91.156,89.16,91.065,2630904.0
2022-09-17,90.627,91.156,89.16,91.065,2630904.0
2022-09-18,90.627,91.156,89.16,91.065,2630904.0
2022-09-19,89.795,91.595,89.512,91.595,1288781.0
2022-09-20,90.462,91.165,89.412,89.805,1525405.0
2022-09-21,90.882,91.364,87.329,87.366,1790034.0
2022-09-22,87.311,87.494,83.794,84.196,2789035.0
2022-09-23,82.899,83.119,80.872,82.37,3334616.0
2022-09-24,82.899,83.119,80.872,82.37,3334616.0
2022-09-25,82.899,83.119,80.872,82.37,3334616.0
2022-09-26,81.648,81.73,78.57,79.794,3618496.0
2022-09-27,80.744,82.159,80.324,81.319,2611850.0
2022-09-28,82.689,84.918,81.657,84.516,2864588.0
2022-09-29,83.347,83.502,80.798,81.41,2924888.0
2022-09-30,81.885,82.671,80.753,81.977,3000291.0
2022-10-01,81.885,82.671,80.753,81.977,3000291.0
2022-10-02,81.885,82.671,80.753,81.977,3000291.0
2022-10-03,83.612,83.95,81.388,83.1,2247579.0
2022-10-04,84.333,87.622,84.333,87.567,2520065.0
2022-10-05,85.192,87.85,83.877,87.475,2246528.0
2022-10-06,86.982,88.005,86.005,86.48,1596145.0
2022-10-07,85.384,86.142,84.059,84.525,1811796.0
2022-10-08,85.384,86.142,84.059,84.525,1811796.0
2022-10-09,85.384,86.142,84.059,84.525,1811796.0
2022-10-10,85.347,85.868,84.114,84.516,1425915.0
2022-10-11,84.69,87.631,83.42,86.608,2178216.0
2022-10-12,86.334,86.544,84.753,85.566,1912267.0
2022-10-13,83.867,88.261,82.908,87.53,1788275.0
2022-10-14,88.617,89.503,86.9,87.558,2161976.0
2022-10-15,88.617,89.503,86.9,87.558,2161976.0
2022-10-16,88.617,89.503,86.9,87.558,2161976.0
2022-10-17,89.512,91.275,89.147,90.563,3178200.0
2022-10-18,91.476,92.316,88.9,90.115,2307705.0
2022-10-19,89.412,91.019,88.827,89.54,2128113.0
2022-10-20,90.279,92.198,89.695,89.795,2096582.0
2022-10-21,89.622,92.316,88.855,92.289,2364816.0
2022-10-22,89.622,92.316,88.855,92.289,2364816.0
2022-10-23,89.622,92.316,88.855,92.289,2364816.0
2022-10-24,92.759,93.951,91.366,93.522,1470421.0
2022-10-25,93.86,97.066,93.668,96.673,2379071.0
2022-10-26,96.582,97.459,96.016,96.39,1650348.0
2022-10-27,97.641,98.39,96.993,97.176,1463904.0
2022-10-28,96.765,99.66,96.42,99.523,1454026.0
2022-10-29,96.765,99.66,96.42,99.523,1454026.0
2022-10-30,96.765,99.66,96.42,99.523,1454026.0
2022-10-31,98.518,100.071,98.071,99.541,2144111.0
2022-11-01,100.473,104.601,99.98,103.98,2451109.0
2022-11-02,103.597,105.36,101.825,101.943,3163085.0
2022-11-03,100.646,103.578,99.386,102.829,1562965.0
2022-11-04,104.263,105.78,102.866,105.56,1588652.0
2022-11-05,104.263,105.78,102.866,105.56,1588652.0
2022-11-06,104.263,105.78,102.866,105.56,1588652.0
2022-11-07,106.41,107.004,104.825,106.748,1522287.0
2022-11-08,106.739,107.296,104.706,105.423,1848614.0
2022-11-09,104.675,106.008,102.811,103.14,1740112.0
2022-11-10,107.533,110.781,107.301,109.643,2991031.0
2022-11-11,109.707,111.415,109.543,109.789,1999003.0
2022-11-12,109.707,111.415,109.543,109.789,1999003.0
2022-11-13,109.707,111.415,109.543,109.789,1999003.0
2022-11-14,108.648,109.214,107.332,107.351,1551594.0
2022-11-15,109.159,110.456,108.2,109.753,1692253.0
2022-11-16,108.684,108.748,105.518,105.579,1832535.0
2022-11-17,104.108,105.835,103.633,105.761,1817781.0
2022-11-18,107.78,108.218,106.638,107.689,1507930.0
2022-11-19,107.78,108.218,106.638,107.689,1507930.0
2022-11-20,107.78,108.218,106.638,107.689,1507930.0
2022-11-21,106.995,107.908,106.003,107.031,1315257.0
2022-11-22,107.716,109.292,107.296,109.041,1541732.0
2022-11-23,108.693,109.771,108.132,109.251,1116072.0
2022-11-24,108.693,109.771,108.132,109.251,1116072.0
2022-11-25,109.579,110.246,109.342,110.246,548243.0
2022-11-26,109.579,110.246,109.342,110.246,548243.0
2022-11-27,109.579,110.246,109.342,110.246,548243.0
2022-11-28,109.424,109.707,105.497,105.734,1735984.0
2022-11-29,106.063,107.479,105.524,107.287,1765217.0
2022-11-30,107.177,109.324,106.341,109.095,2503116.0
2022-12-01,109.771,110.338,107.552,108.703,1848607.0
2022-12-02,107.424,109.634,107.323,109.004,1738312.0
2022-12-03,107.424,109.634,107.323,109.004,1738312.0
2022-12-04,107.424,109.634,107.323,109.004,1738312.0
2022-12-05,108.218,109.022,107.214,107.497,1455805.0
2022-12-06,107.917,108.739,106.602,108.018,2218431.0
2022-12-07,107.424,109.927,107.104,108.739,2318328.0
2022-12-08,109.871,110.038,108.09,108.619,1976515.0
2022-12-09,108.322,109.027,107.673,108.275,1162558.0
2022-12-10,108.322,109.027,107.673,108.275,1162558.0
2022-12-11,108.322,109.027,107.673,108.275,1162558.0
2022-12-12,108.275,110.107,107.158,110.01,1697951.0
2022-12-13,111.716,113.098,110.056,111.512,2386628.0
2022-12-14,111.642,112.963,110.344,111.021,1779921.0
2022-12-15,109.722,110.186,108.35,109.629,1928345.0
2022-12-16,107.654,108.433,106.513,107.877,3919736.0
2022-12-17,107.654,108.433,106.513,107.877,3919736.0
2022-12-18,107.654,108.433,106.513,107.877,3919736.0
2022-12-19,107.738,108.35,105.897,107.227,1368271.0
2022-12-20,106.652,107.589,105.54,107.265,1146369.0
2022-12-21,108.507,109.527,107.83,108.09,1335287.0
2022-12-22,107.098,107.988,105.768,107.914,1081663.0
2022-12-23,107.747,109.388,107.255,109.351,680383.0
2022-12-24,107.747,109.388,107.255,109.351,680383.0
2022-12-25,107.747,109.388,107.255,109.351,680383.0
2022-12-26,107.747,109.388,107.255,109.351,680383.0
2022-12-27,109.49,109.926,108.632,109.527,1234328.0
2022-12-28,109.75,110.26,106.495,106.708,983705.0
2022-12-29,107.533,109.119,106.958,108.804,972832.0
2022-12-30,108.099,109.305,107.32,108.952,1265312.0
2022-12-31,108.099,109.305,107.32,108.952,1265312.0
2023-01-01,108.099,109.305,107.32,108.952,1265312.0
2023-01-02,108.099,109.305,107.32,108.952,1265312.0
2023-01-03,109.555,110.529,107.784,109.008,1313832.0
2023-01-04,110.195,113.432,109.444,112.365,1808803.0
2023-01-05,110.919,111.062,108.665,108.897,1390675.0
2023-01-06,109.268,110.854,109.231,110.242,1500989.0
2023-01-07,109.268,110.854,109.231,110.242,1500989.0
2023-01-08,109.268,110.854,109.231,110.242,1500989.0
2023-01-09,110.204,110.919,109.073,109.731,1474889.0
2023-01-10,109.073,109.231,107.061,108.368,1329081.0
2023-01-11,109.249,112.801,108.646,112.551,1660566.0
2023-01-12,113.144,117.253,112.634,116.845,2304159.0
2023-01-13,115.287,116.965,115.157,116.455,1560371.0
2023-01-14,115.287,116.965,115.157,116.455,1560371.0
2023-01-15,115.287,116.965,115.157,116.455,1560371.0
2023-01-16,115.287,116.965,115.157,116.455,1560371.0
2023-01-17,115.927,116.502,115.426,115.945,2021207.0
2023-01-18,116.492,116.729,113.089,113.376,1483867.0
2023-01-19,112.3,112.875,111.322,112.152,1274342.0
2023-01-20,112.848,114.86,111.67,114.675,1651866.0
2023-01-21,112.848,114.86,111.67,114.675,1651866.0
2023-01-22,112.848,114.86,111.67,114.675,1651866.0
2023-01-23,114.869,116.196,114.33,115.899,1097994.0
2023-01-24,115.862,116.525,114.257,116.344,1353472.0
2023-01-25,115.927,116.432,115.463,116.103,1016970.0
2023-01-26,116.808,117.234,115.815,117.16,1205944.0
2023-01-27,117.169,119.525,116.993,119.275,1480585.0
2023-01-28,117.169,119.525,116.993,119.275,1480585.0
2023-01-29,117.169,119.525,116.993,119.275,1480585.0
2023-01-30,118.208,119.497,116.752,116.808,1430034.0
2023-01-31,116.975,119.367,116.548,119.135,3802934.0
2023-02-01,118.616,120.517,117.67,119.571,1467272.0
2023-02-02,120.564,123.42,120.109,122.224,2066906.0
2023-02-03,120.573,120.828,118.894,120.387,1391837.0
2023-02-04,120.573,120.828,118.894,120.387,1391837.0
2023-02-05,120.573,120.828,118.894,120.387,1391837.0
2023-02-06,119.117,120.146,118.505,119.302,1379570.0
2023-02-07,118.57,118.57,114.267,116.761,2443127.0
2023-02-08,116.019,116.529,114.387,115.222,1614489.0
2023-02-09,116.279,116.659,115.018,115.379,1750039.0
2023-02-10,114.628,115.602,113.608,115.324,1171470.0
2023-02-11,114.628,115.602,113.608,115.324,1171470.0
2023-02-12,114.628,115.602,113.608,115.324,1171470.0
2023-02-13,115.463,116.715,115.157,116.65,1338416.0
2023-02-14,116.214,117.809,115.454,116.307,1387956.0
2023-02-15,115.12,116.437,114.591,116.409,859893.0
2023-02-16,115.008,116.353,114.418,115.324,959529.0
2023-02-17,115.083,115.444,113.506,114.684,1292433.0
2023-02-18,115.083,115.444,113.506,114.684,1292433.0
2023-02-19,115.083,115.444,113.506,114.684,1292433.0
2023-02-20,115.083,115.444,113.506,114.684,1292433.0
2023-02-21,113.348,113.942,111.345,111.865,1612516.0
2023-02-22,112.449,113.214,111.642,112.31,1399582.0
2023-02-23,113.404,114.155,112.189,113.423,1053083.0
2023-02-24,111.8,113.636,111.558,112.987,1047571.0
2023-02-25,111.8,113.636,111.558,112.987,1047571.0
2023-02-26,111.8,113.636,111.558,112.987,1047571.0
2023-02-27,114.461,115.129,113.135,113.617,1330242.0
2023-02-28,113.673,115.073,113.154,113.228,2118778.0
2023-03-01,113.274,113.274,110.687,112.449,1655457.0
2023-03-02,111.716,114.081,111.466,113.933,1277680.0
2023-03-03,114.777,115.398,113.818,115.073,1060957.0
2023-03-04,114.777,115.398,113.818,115.073,1060957.0
2023-03-05,114.777,115.398,113.818,115.073,1060957.0
2023-03-06,115.407,116.214,114.549,114.86,779093.0
2023-03-07,114.795,115.073,111.048,111.855,1376104.0
2023-03-08,112.106,113.682,112.073,113.311,1244248.0
2023-03-09,113.424,113.518,110.309,110.412,1054168.0
2023-03-10,110.13,110.13,104.604,104.953,2845572.0
2023-03-11,110.13,110.13,104.604,104.953,2845572.0
2023-03-12,110.13,110.13,104.604,104.953,2845572.0
2023-03-13,103.437,106.685,102.176,104.877,2279986.0
2023-03-14,107.334,108.708,104.51,105.612,2467133.0
2023-03-15,103.475,103.734,101.331,103.249,2499906.0
2023-03-16,101.884,104.002,99.579,102.788,2497020.0
2023-03-17,101.903,101.903,98.11,98.185,3488984.0
2023-03-18,101.903,101.903,98.11,98.185,3488984.0
2023-03-19,101.903,101.903,98.11,98.185,3488984.0
2023-03-20,99.051,101.253,98.345,100.83,2393072.0
2023-03-21,102.392,104.237,102.294,102.712,2114247.0
2023-03-22,101.743,102.157,98.11,98.185,1649141.0
2023-03-23,98.552,99.531,95.587,96.368,2180300.0
2023-03-24,95.408,97.545,94.429,97.404,2022971.0
2023-03-25,95.408,97.545,94.429,97.404,2022971.0
2023-03-26,95.408,97.545,94.429,97.404,2022971.0
2023-03-27,98.834,99.023,96.886,97.234,2225635.0
2023-03-28,96.886,98.392,96.208,98.034,1190534.0
2023-03-29,99.71,100.802,99.267,100.331,1580175.0
2023-03-30,101.611,102.129,100.566,101.244,1438810.0
2023-03-31,101.856,105.508,101.856,105.395,3298708.0
2023-04-01,101.856,105.508,101.856,105.395,3298708.0
2023-04-02,101.856,105.508,101.856,105.395,3298708.0
2023-04-03,105.913,107.122,104.529,105.819,2154886.0
2023-04-04,105.988,106.12,103.682,104.774,1228132.0
2023-04-05,104.04,104.482,102.416,103.494,1563470.0
2023-04-06,103.833,104.077,102.345,103.324,1145146.0
2023-04-07,103.833,104.077,102.345,103.324,1145146.0
2023-04-08,103.833,104.077,102.345,103.324,1145146.0
2023-04-09,103.833,104.077,102.345,103.324,1145146.0
2023-04-10,103.051,103.767,101.583,103.127,1098854.0
2023-04-11,103.927,104.539,102.92,103.691,1106481.0
2023-04-12,104.859,105.0,102.92,103.08,1317814.0
2023-04-13,102.92,103.08,101.47,102.543,1244569.0
2023-04-14,103.136,104.04,100.387,101.244,1803848.0
2023-04-15,103.136,104.04,100.387,101.244,1803848.0
2023-04-16,103.136,104.04,100.387,101.244,1803848.0
2023-04-17,101.677,104.821,101.583,104.811,1464978.0
2023-04-18,105.132,105.48,104.247,104.764,984849.0
2023-04-19,103.833,105.88,103.517,105.48,1070914.0
2023-04-20,104.633,105.019,103.428,104.266,998120.0
2023-04-21,104.651,104.722,103.343,104.162,770408.0
2023-04-22,104.651,104.722,103.343,104.162,770408.0
2023-04-23,104.651,104.722,103.343,104.162,770408.0
2023-04-24,104.275,104.454,102.43,103.757,854223.0
2023-04-25,102.863,103.418,102.138,102.807,809384.0
2023-04-26,102.825,103.588,101.31,101.978,966396.0
2023-04-27,102.289,104.642,102.077,104.106,970006.0
2023-04-28,104.049,106.986,104.049,106.666,1430255.0
2023-04-29,104.049,106.986,104.049,106.666,1430255.0
2023-04-30,104.049,106.986,104.049,106.666,1430255.0
2023-05-01,106.365,108.2,106.365,106.826,1332451.0
2023-05-02,105.903,106.318,103.202,105.47,1700445.0
2023-05-03,106.365,106.365,101.056,101.272,2092541.0
2023-05-04,101.093,101.846,99.606,101.517,1621260.0
2023-05-05,102.929,103.917,102.199,103.117,1340682.0
2023-05-06,102.929,103.917,102.199,103.117,1340682.0
2023-05-07,102.929,103.917,102.199,103.117,1340682.0
2023-05-08,102.835,103.277,101.555,101.658,1149612.0
2023-05-09,100.999,101.229,98.721,100.237,1434743.0
2023-05-10,100.99,101.376,98.881,100.275,1364696.0
2023-05-11,99.258,100.359,98.533,100.011,1177891.0
2023-05-12,100.171,100.463,99.399,100.105,1009978.0
2023-05-13,100.171,100.463,99.399,100.105,1009978.0
2023-05-14,100.171,100.463,99.399,100.105,1009978.0
2023-05-15,100.359,101.211,99.672,100.651,936251.0
2023-05-16,100.604,100.736,97.611,97.639,1474780.0
2023-05-17,98.674,100.19,97.743,100.058,1212607.0
2023-05-18,99.766,100.43,98.806,99.343,1394536.0
2023-05-19,100.26,100.819,98.279,99.173,1615959.0
2023-05-20,100.26,100.819,98.279,99.173,1615959.0
2023-05-21,100.26,100.819,98.279,99.173,1615959.0
2023-05-22,98.976,99.776,98.251,99.757,1338354.0
2023-05-23,99.823,100.519,97.931,98.015,1329882.0
2023-05-24,97.422,97.724,95.954,96.161,1107751.0
2023-05-25,96.133,96.326,94.288,95.305,1391055.0
2023-05-26,95.446,96.553,94.975,96.349,1057662.0
2023-05-27,95.446,96.553,94.975,96.349,1057662.0
2023-05-28,95.446,96.553,94.975,96.349,1057662.0
2023-05-29,95.446,96.553,94.975,96.349,1057662.0
2023-05-30,96.933,97.761,96.622,97.432,1135157.0
2023-05-31,97.375,99.248,97.159,98.976,3062029.0
2023-06-01,99.051,99.156,96.669,97.328,1413204.0
2023-06-02,98.891,100.915,98.768,100.256,1517350.0
2023-06-03,98.891,100.915,98.768,100.256,1517350.0
2023-06-04,98.891,100.915,98.768,100.256,1517350.0
2023-06-05,100.444,101.489,100.119,100.293,1262768.0
2023-06-06,100.435,103.164,100.218,102.759,1295549.0
2023-06-07,103.531,106.553,102.675,106.082,1832362.0
2023-06-08,105.374,105.728,103.585,104.991,1295632.0
2023-06-09,104.972,106.235,104.637,105.939,1093777.0
2023-06-10,104.972,106.235,104.637,105.939,1093777.0
2023-06-11,104.972,106.235,104.637,105.939,1093777.0
2023-06-12,106.226,106.896,104.417,105.23,1480341.0
2023-06-13,105.384,107.269,104.982,106.187,1530959.0
2023-06-14,106.972,107.613,105.058,106.13,1529824.0
2023-06-15,105.728,106.178,104.868,106.149,1409537.0
2023-06-16,107.403,108.417,106.089,107.939,3047381.0
2023-06-17,107.403,108.417,106.089,107.939,3047381.0
2023-06-18,107.403,108.417,106.089,107.939,3047381.0
2023-06-19,107.403,108.417,106.089,107.939,3047381.0
2023-06-20,107.642,107.642,105.345,105.967,1793030.0
2023-06-21,105.498,106.599,104.934,105.967,1539697.0
2023-06-22,106.006,106.149,103.096,104.388,1167360.0
2023-06-23,103.355,103.967,102.068,103.106,3287372.0
2023-06-24,103.355,103.967,102.068,103.106,3287372.0
2023-06-25,103.355,103.967,102.068,103.106,3287372.0
2023-06-26,102.934,106.369,102.436,106.293,1567651.0
2023-06-27,106.269,108.417,105.589,108.207,1348685.0
2023-06-28,108.322,108.403,106.876,107.939,1394421.0
2023-06-29,107.489,109.824,107.183,109.824,1304710.0
2023-06-30,111.24,111.834,109.054,110.513,3148345.0
2023-07-01,111.24,111.834,109.054,110.513,3148345.0
2023-07-02,111.24,111.834,109.054,110.513,3148345.0
2023-07-03,110.14,112.661,110.044,112.006,1032676.0
2023-07-04,110.14,112.661,110.044,112.006,1032676.0
2023-07-05,111.346,113.901,110.59,113.126,1748187.0
2023-07-06,112.58,114.092,111.661,113.977,1855459.0
2023-07-07,113.011,114.418,112.8,113.451,1440437.0
2023-07-08,113.011,114.418,112.8,113.451,1440437.0
2023-07-09,113.011,114.418,112.8,113.451,1440437.0
2023-07-10,113.575,115.815,113.135,115.748,1456628.0
2023-07-11,116.303,117.978,115.676,117.719,1649656.0
2023-07-12,119.04,119.279,117.135,117.174,1955336.0
2023-07-13,117.155,117.231,115.815,116.599,1601919.0
2023-07-14,116.284,116.437,115.107,116.064,905629.0
2023-07-15,116.284,116.437,115.107,116.064,905629.0
2023-07-16,116.284,116.437,115.107,116.064,905629.0
2023-07-17,115.135,116.733,114.666,116.418,1188167.0
2023-07-18,115.92,116.8,115.499,116.293,1325194.0
2023-07-19,116.753,118.82,116.714,118.102,1377854.0
2023-07-20,118.035,118.638,116.676,118.427,1186090.0
2023-07-21,118.829,119.504,118.136,118.332,1131524.0
2023-07-22,118.829,119.504,118.136,118.332,1131524.0
2023-07-23,118.829,119.504,118.136,118.332,1131524.0
2023-07-24,118.36,119.48,118.15,119.059,1021362.0
2023-07-25,119.547,119.93,118.332,118.37,1213576.0
2023-07-26,118.15,119.346,117.753,118.829,989179.0
2023-07-27,119.595,120.159,117.69,117.71,1412532.0
2023-07-28,118.915,119.442,118.236,119.126,1069268.0
2023-07-29,118.915,119.442,118.236,119.126,1069268.0
2023-07-30,118.915,119.442,118.236,119.126,1069268.0
2023-07-31,119.126,120.136,118.647,119.241,1301463.0
2023-08-01,119.088,120.274,118.676,120.045,1407108.0
2023-08-02,118.868,119.236,118.15,118.724,1107286.0
2023-08-03,113.528,114.532,109.24,113.279,2966172.0
2023-08-04,113.681,115.68,112.58,113.202,1537844.0
2023-08-05,113.681,115.68,112.58,113.202,1537844.0
2023-08-06,113.681,115.68,112.58,113.202,1537844.0
2023-08-07,113.432,114.791,113.269,114.513,1048750.0
2023-08-08,113.47,114.456,112.791,113.882,889849.0
2023-08-09,113.719,114.408,113.032,113.69,1002894.0
2023-08-10,114.408,115.25,113.221,113.738,1185334.0
2023-08-11,112.772,113.882,112.628,113.757,884905.0
2023-08-12,112.772,113.882,112.628,113.757,884905.0
2023-08-13,112.772,113.882,112.628,113.757,884905.0
2023-08-14,113.154,114.398,113.106,113.901,792325.0
2023-08-15,112.695,113.413,111.996,112.8,842440.0
2023-08-16,112.848,112.848,110.599,110.637,1172901.0
2023-08-17,110.896,111.604,109.183,109.24,1193721.0
2023-08-18,108.618,110.953,108.408,110.628,1170278.0
2023-08-19,108.618,110.953,108.408,110.628,1170278.0
2023-08-20,108.618,110.953,108.408,110.628,1170278.0
2023-08-21,110.561,111.011,107.757,107.872,1417974.0
2023-08-22,108.656,108.656,106.053,106.159,1753596.0
2023-08-23,106.388,107.537,105.805,106.838,1991738.0
2023-08-24,106.819,107.69,105.604,105.9,1751530.0
2023-08-25,106.14,106.599,105.183,105.967,1080927.0
2023-08-26,106.14,106.599,105.183,105.967,1080927.0
2023-08-27,106.14,106.599,105.183,105.967,1080927.0
2023-08-28,106.341,107.9,106.341,106.867,900410.0
2023-08-29,106.876,108.704,106.226,108.647,1085857.0
2023-08-30,108.666,109.403,107.795,108.628,774561.0
2023-08-31,108.542,108.96,107.939,108.609,1573415.0
2023-09-01,109.441,110.255,109.412,109.968,1306077.0
2023-09-02,109.441,110.255,109.412,109.968,1306077.0
2023-09-03,109.441,110.255,109.412,109.968,1306077.0
2023-09-04,109.441,110.255,109.412,109.968,1306077.0
2023-09-05,109.862,110.599,109.47,109.996,2187541.0
2023-09-06,109.451,110.968,109.336,110.771,1921573.0
2023-09-07,110.596,111.754,110.09,111.355,1581922.0
2023-09-08,111.355,111.642,110.83,111.521,1022467.0
2023-09-09,111.355,111.642,110.83,111.521,1022467.0
2023-09-10,111.355,111.642,110.83,111.521,1022467.0
2023-09-11,111.637,112.231,111.024,111.637,1349896.0
2023-09-12,111.161,112.936,111.083,112.357,1314002.0
2023-09-13,112.396,112.396,111.18,111.667,1451960.0
2023-09-14,112.581,114.469,112.387,114.206,1627228.0
2023-09-15,114.089,114.177,113.087,113.262,2880775.0
2023-09-16,114.089,114.177,113.087,113.262,2880775.0
2023-09-17,114.089,114.177,113.087,113.262,2880775.0
2023-09-18,113.184,113.204,111.151,111.161,1334739.0
2023-09-19,110.927,111.744,110.47,111.17,1130549.0
2023-09-20,112.202,112.854,110.655,110.684,1560572.0
2023-09-21,110.003,110.572,108.573,108.621,2385865.0
2023-09-22,108.845,109.828,108.349,108.66,1585596.0
2023-09-23,108.845,109.828,108.349,108.66,1585596.0
2023-09-24,108.845,109.828,108.349,108.66,1585596.0
2023-09-25,108.213,109.614,107.921,109.098,1576456.0
2023-09-26,108.028,108.456,106.082,106.199,2228112.0
2023-09-27,106.617,107.395,105.157,105.265,2376058.0
2023-09-28,105.722,106.119,104.807,105.887,1984048.0
2023-09-29,107.172,107.687,104.204,105.109,2228818.0
2023-09-30,107.172,107.687,104.204,105.109,2228818.0
2023-10-01,107.172,107.687,104.204,105.109,2228818.0
2023-10-02,104.593,105.274,101.46,101.801,2077657.0
2023-10-03,101.188,101.626,99.349,100.575,2202504.0
2023-10-04,101.061,101.776,100.001,101.616,1295864.0
2023-10-05,101.343,102.039,100.794,101.713,1083621.0
2023-10-06,100.964,102.501,100.04,101.587,1123805.0
2023-10-07,100.964,102.501,100.04,101.587,1123805.0
2023-10-08,100.964,102.501,100.04,101.587,1123805.0
2023-10-09,100.886,102.978,100.565,102.589,882154.0
2023-10-10,102.589,104.126,102.18,103.28,1019110.0
2023-10-11,104.214,105.673,104.204,105.401,1479019.0
2023-10-12,105.128,105.167,103.912,104.447,1604435.0
2023-10-13,104.973,105.099,103.513,104.136,1499596.0
2023-10-14,104.973,105.099,103.513,104.136,1499596.0
2023-10-15,104.973,105.099,103.513,104.136,1499596.0
2023-10-16,105.08,105.984,104.223,105.401,1235769.0
2023-10-17,104.778,107.882,104.778,107.172,1470520.0
2023-10-18,106.549,106.709,105.43,105.615,1294675.0
2023-10-19,105.07,106.053,103.552,103.62,1571800.0
2023-10-20,104.029,104.496,103.215,103.28,1506695.0
2023-10-21,104.029,104.496,103.215,103.28,1506695.0
2023-10-22,104.029,104.496,103.215,103.28,1506695.0
2023-10-23,102.404,103.795,101.995,102.365,1560702.0
2023-10-24,103.28,104.399,102.9,103.105,1521527.0
2023-10-25,102.871,103.114,101.927,102.141,1465237.0
2023-10-26,102.239,104.292,102.239,103.445,1388613.0
2023-10-27,103.786,103.786,101.239,101.713,1744876.0
2023-10-28,103.786,103.786,101.239,101.713,1744876.0
2023-10-29,103.786,103.786,101.239,101.713,1744876.0
2023-10-30,102.715,103.8,101.421,102.482,1458351.0
2023-10-31,103.533,107.126,102.093,106.919,2384200.0
2023-11-01,107.989,109.789,106.987,109.448,2080777.0
2023-11-02,111.161,113.194,110.986,112.708,2049697.0
2023-11-03,114.838,116.58,114.508,114.702,1956600.0
2023-11-04,114.838,116.58,114.508,114.702,1956600.0
2023-11-05,114.838,116.58,114.508,114.702,1956600.0
2023-11-06,114.654,114.712,113.048,113.914,1225453.0
2023-11-07,113.72,113.72,111.35,112.124,1661171.0
2023-11-08,112.523,112.824,111.783,112.318,911312.0
2023-11-09,112.766,112.766,110.353,110.713,1204731.0
2023-11-10,111.696,112.416,110.334,112.211,906923.0
2023-11-11,111.696,112.416,110.334,112.211,906923.0
2023-11-12,111.696,112.416,110.334,112.211,906923.0
2023-11-13,111.472,112.581,110.392,112.416,1321755.0
2023-11-14,115.412,119.217,115.393,117.524,2105673.0
2023-11-15,117.242,118.088,116.473,117.281,1623476.0
2023-11-16,117.339,117.534,116.48,117.164,1271784.0
2023-11-17,118.059,118.487,117.373,118.39,1121288.0
2023-11-18,118.059,118.487,117.373,118.39,1121288.0
2023-11-19,118.059,118.487,117.373,118.39,1121288.0
2023-11-20,118.322,119.567,117.174,119.431,1283848.0
2023-11-21,118.857,118.857,117.816,118.458,1213700.0
2023-11-22,119.392,119.392,117.242,117.825,1190212.0
2023-11-23,119.392,119.392,117.242,117.825,1190212.0
2023-11-24,117.923,118.21,116.716,117.572,767578.0
2023-11-25,117.923,118.21,116.716,117.572,767578.0
2023-11-26,117.923,118.21,116.716,117.572,767578.0
2023-11-27,117.572,118.886,116.677,118.419,1027493.0
2023-11-28,118.215,119.08,117.242,118.798,1149913.0
2023-11-29,119.839,121.143,119.265,119.441,1151660.0
2023-11-30,119.207,121.708,119.188,121.513,2300497.0
2023-12-01,121.659,125.424,121.27,125.337,1833743.0
2023-12-02,121.659,125.424,121.27,125.337,1833743.0
2023-12-03,121.659,125.424,121.27,125.337,1833743.0
2023-12-04,124.656,127.39,124.15,127.312,1920903.0
2023-12-05,126.383,127.477,125.911,127.244,1668705.0
2023-12-06,127.847,129.384,127.662,128.168,1769826.0
2023-12-07,128.336,129.757,127.428,129.668,1983863.0
2023-12-08,129.135,131.208,128.681,131.179,1394282.0
2023-12-09,129.135,131.208,128.681,131.179,1394282.0
2023-12-10,129.135,131.208,128.681,131.179,1394282.0
2023-12-11,130.804,133.084,130.547,133.055,1452994.0
