,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity
2021-09-18,399.97,403.15,394.37,396.58,715106.0
2021-09-19,399.97,403.15,394.37,396.58,715106.0
2021-09-20,390.92,399.48,389.16,395.81,487816.0
2021-09-21,399.66,400.23,391.76,392.14,308163.0
2021-09-22,394.48,397.0,390.24,395.58,263976.0
2021-09-23,399.14,405.06,398.12,402.11,420587.0
2021-09-24,399.81,399.81,391.565,393.58,316992.0
2021-09-25,399.81,399.81,391.565,393.58,316992.0
2021-09-26,399.81,399.81,391.565,393.58,316992.0
2021-09-27,391.29,391.815,375.42,380.75,446764.0
2021-09-28,376.61,377.206,365.56,366.88,576372.0
2021-09-29,371.2,374.86,364.86,365.17,390861.0
2021-09-30,368.51,370.62,356.69,357.3,539684.0
2021-10-01,358.78,359.99,350.55,355.7,461931.0
2021-10-02,358.78,359.99,350.55,355.7,461931.0
2021-10-03,358.78,359.99,350.55,355.7,461931.0
2021-10-04,352.83,356.46,344.78,347.54,470363.0
2021-10-05,349.95,354.74,347.35,349.32,501340.0
2021-10-06,345.71,351.35,339.43,343.64,460940.0
2021-10-07,346.52,350.46,345.43,346.31,320376.0
2021-10-08,346.84,350.19,343.35,343.4,447196.0
2021-10-09,346.84,350.19,343.35,343.4,447196.0
2021-10-10,346.84,350.19,343.35,343.4,447196.0
2021-10-11,341.95,346.05,340.93,341.38,219188.0
2021-10-12,344.95,344.95,333.91,338.73,404295.0
2021-10-13,341.91,342.91,338.885,341.42,338981.0
2021-10-14,344.33,349.02,343.97,344.94,249561.0
2021-10-15,345.88,345.97,343.01,344.71,294480.0
2021-10-16,345.88,345.97,343.01,344.71,294480.0
2021-10-17,345.88,345.97,343.01,344.71,294480.0
2021-10-18,344.23,348.855,341.915,347.68,272856.0
2021-10-19,350.65,354.6,348.87,349.54,254757.0
2021-10-20,352.83,356.79,351.41,356.05,436005.0
2021-10-21,355.64,361.135,353.42,361.01,385832.0
2021-10-22,361.69,365.34,360.22,364.49,285707.0
2021-10-23,361.69,365.34,360.22,364.49,285707.0
2021-10-24,361.69,365.34,360.22,364.49,285707.0
2021-10-25,363.88,370.8,361.53,366.58,500759.0
2021-10-26,367.18,367.61,359.65,362.06,330476.0
2021-10-27,363.81,364.07,356.05,361.17,264551.0
2021-10-28,362.2,366.15,357.28,361.34,264670.0
2021-10-29,361.72,367.82,359.47,367.55,305184.0
2021-10-30,361.72,367.82,359.47,367.55,305184.0
2021-10-31,361.72,367.82,359.47,367.55,305184.0
2021-11-01,367.71,369.95,363.915,364.6,482497.0
2021-11-02,350.01,356.273,344.75,348.88,659545.0
2021-11-03,349.63,351.14,340.63,347.51,550483.0
2021-11-04,347.86,351.37,342.855,346.48,266459.0
2021-11-05,343.0,344.47,332.605,343.06,440393.0
2021-11-06,343.0,344.47,332.605,343.06,440393.0
2021-11-07,343.0,344.47,332.605,343.06,440393.0
2021-11-08,345.67,350.03,342.06,349.92,333775.0
2021-11-09,350.7,354.51,349.03,350.15,213547.0
2021-11-10,348.65,353.03,345.77,351.49,194302.0
2021-11-11,353.52,354.12,346.85,350.5,224838.0
2021-11-12,352.62,358.5,348.7,356.84,274853.0
2021-11-13,352.62,358.5,348.7,356.84,274853.0
2021-11-14,352.62,358.5,348.7,356.84,274853.0
2021-11-15,357.91,362.27,344.48,345.64,305249.0
2021-11-16,345.71,353.15,344.785,349.01,323020.0
2021-11-17,350.14,350.14,343.07,343.23,300003.0
2021-11-18,344.56,346.005,340.55,342.36,263226.0
2021-11-19,344.72,349.97,344.16,349.71,311518.0
2021-11-20,344.72,349.97,344.16,349.71,311518.0
2021-11-21,344.72,349.97,344.16,349.71,311518.0
2021-11-22,350.0,355.13,345.513,346.46,303950.0
2021-11-23,344.18,348.81,335.81,342.64,299203.0
2021-11-24,340.74,344.46,338.95,343.87,344070.0
2021-11-25,340.74,344.46,338.95,343.87,344070.0
2021-11-26,345.21,351.86,338.01,338.43,230114.0
2021-11-27,345.21,351.86,338.01,338.43,230114.0
2021-11-28,345.21,351.86,338.01,338.43,230114.0
2021-11-29,339.47,346.705,339.01,341.22,415269.0
2021-11-30,340.05,344.455,327.23,328.07,835580.0
2021-12-01,328.89,337.75,324.35,328.5,339955.0
2021-12-02,327.65,338.305,327.65,334.0,353025.0
2021-12-03,336.21,338.815,327.185,331.35,363664.0
2021-12-04,336.21,338.815,327.185,331.35,363664.0
2021-12-05,336.21,338.815,327.185,331.35,363664.0
2021-12-06,331.89,338.19,330.01,336.33,315268.0
2021-12-07,341.92,346.41,341.88,344.1,264156.0
2021-12-08,345.32,349.86,343.22,346.55,250802.0
2021-12-09,346.11,348.45,343.65,343.72,186328.0
2021-12-10,344.5,347.745,338.94,340.96,285519.0
2021-12-11,344.5,347.745,338.94,340.96,285519.0
2021-12-12,344.5,347.745,338.94,340.96,285519.0
2021-12-13,342.11,348.8,341.36,344.53,284302.0
2021-12-14,341.9,345.2,338.43,342.04,664425.0
2021-12-15,345.74,351.83,340.13,351.05,593276.0
2021-12-16,350.76,355.005,348.43,350.08,382261.0
2021-12-17,347.9,352.06,342.35,348.35,998726.0
2021-12-18,347.9,352.06,342.35,348.35,998726.0
2021-12-19,347.9,352.06,342.35,348.35,998726.0
2021-12-20,347.76,349.42,338.135,347.22,594763.0
2021-12-21,348.12,354.09,344.96,349.42,465514.0
2021-12-22,350.21,361.35,349.221,361.06,306755.0
2021-12-23,362.23,364.95,361.06,361.71,333192.0
2021-12-24,362.23,364.95,361.06,361.71,333192.0
2021-12-25,362.23,364.95,361.06,361.71,333192.0
2021-12-26,362.23,364.95,361.06,361.71,333192.0
2021-12-27,364.05,368.535,362.77,367.61,275458.0
2021-12-28,368.74,370.25,366.33,367.53,181369.0
2021-12-29,368.63,372.38,367.03,370.82,305302.0
2021-12-30,371.7,373.61,368.14,372.01,250341.0
2021-12-31,371.11,375.24,370.41,372.6,222165.0
2022-01-01,371.11,375.24,370.41,372.6,222165.0
2022-01-02,371.11,375.24,370.41,372.6,222165.0
2022-01-03,372.24,372.24,359.01,364.59,445539.0
2022-01-04,362.11,363.055,354.4,356.41,460053.0
2022-01-05,355.32,359.6,347.48,350.72,630624.0
2022-01-06,347.19,355.07,347.01,352.56,516856.0
2022-01-07,352.0,355.03,342.31,347.03,559987.0
2022-01-08,352.0,355.03,342.31,347.03,559987.0
2022-01-09,352.0,355.03,342.31,347.03,559987.0
2022-01-10,342.98,345.355,331.17,345.03,582380.0
2022-01-11,345.8,347.51,342.06,344.42,424465.0
2022-01-12,345.99,352.0,340.64,343.82,316786.0
2022-01-13,344.08,344.08,331.6,337.94,361949.0
2022-01-14,335.56,337.9,329.53,333.73,285221.0
2022-01-15,335.56,337.9,329.53,333.73,285221.0
2022-01-16,335.56,337.9,329.53,333.73,285221.0
2022-01-17,335.56,337.9,329.53,333.73,285221.0
2022-01-18,327.14,327.79,323.45,325.4,312768.0
2022-01-19,327.04,332.68,323.99,324.46,316415.0
2022-01-20,327.49,327.49,315.22,316.42,459487.0
2022-01-21,317.69,322.297,315.35,319.23,442570.0
2022-01-22,317.69,322.297,315.35,319.23,442570.0
2022-01-23,317.69,322.297,315.35,319.23,442570.0
2022-01-24,315.21,323.97,307.49,322.88,392138.0
2022-01-25,316.17,318.31,308.14,310.38,400256.0
2022-01-26,313.55,318.43,305.81,308.51,298672.0
2022-01-27,311.59,314.73,304.07,306.54,349897.0
2022-01-28,306.21,317.22,304.555,316.94,360104.0
2022-01-29,306.21,317.22,304.555,316.94,360104.0
2022-01-30,306.21,317.22,304.555,316.94,360104.0
2022-01-31,317.1,322.16,316.27,320.12,489195.0
2022-02-01,332.5,337.28,320.5,323.72,699106.0
2022-02-02,322.81,331.0,322.81,330.17,469153.0
2022-02-03,326.0,331.675,326.0,328.63,495211.0
2022-02-04,328.51,330.21,324.84,325.91,282190.0
2022-02-05,328.51,330.21,324.84,325.91,282190.0
2022-02-06,328.51,330.21,324.84,325.91,282190.0
2022-02-07,325.33,330.7,324.48,325.88,376657.0
2022-02-08,322.44,330.27,321.48,328.94,295544.0
2022-02-09,332.39,338.48,332.39,335.16,266991.0
2022-02-10,327.37,336.2,326.08,328.64,298556.0
2022-02-11,327.86,331.37,320.11,321.77,450132.0
2022-02-12,327.86,331.37,320.11,321.77,450132.0
2022-02-13,327.86,331.37,320.11,321.77,450132.0
2022-02-14,321.905,323.895,316.52,318.05,307514.0
2022-02-15,322.82,328.09,317.34,319.9,316045.0
2022-02-16,318.57,320.66,313.545,319.56,297062.0
2022-02-17,318.31,320.23,312.195,314.98,392470.0
2022-02-18,315.98,319.0,313.635,316.18,311252.0
2022-02-19,315.98,319.0,313.635,316.18,311252.0
2022-02-20,315.98,319.0,313.635,316.18,311252.0
2022-02-21,315.98,319.0,313.635,316.18,311252.0
2022-02-22,314.2,318.89,312.44,314.48,252748.0
2022-02-23,315.78,318.67,306.27,306.54,321084.0
2022-02-24,298.55,313.45,297.65,312.44,454619.0
2022-02-25,312.0,324.66,310.85,323.65,404277.0
2022-02-26,312.0,324.66,310.85,323.65,404277.0
2022-02-27,312.0,324.66,310.85,323.65,404277.0
2022-02-28,320.37,322.72,313.36,316.73,464776.0
2022-03-01,316.05,317.67,311.51,313.59,261960.0
2022-03-02,314.08,317.85,313.74,315.78,230873.0
2022-03-03,319.02,323.05,315.79,321.49,286696.0
2022-03-04,319.54,323.89,312.72,323.01,319370.0
2022-03-05,319.54,323.89,312.72,323.01,319370.0
2022-03-06,319.54,323.89,312.72,323.01,319370.0
2022-03-07,321.01,321.01,307.48,315.29,480894.0
2022-03-08,312.19,317.58,307.11,307.11,422880.0
2022-03-09,315.08,322.19,312.18,321.08,324551.0
2022-03-10,318.18,321.43,315.16,319.59,262186.0
2022-03-11,322.18,325.0,312.13,312.97,286832.0
2022-03-12,322.18,325.0,312.13,312.97,286832.0
2022-03-13,322.18,325.0,312.13,312.97,286832.0
2022-03-14,316.01,321.1,310.11,311.0,402995.0
2022-03-15,314.97,318.39,313.24,317.34,290650.0
2022-03-16,321.08,327.8,318.76,327.04,309171.0
2022-03-17,326.12,331.36,325.58,330.79,297826.0
2022-03-18,329.67,338.88,328.79,338.14,925626.0
2022-03-19,329.67,338.88,328.79,338.14,925626.0
2022-03-20,329.67,338.88,328.79,338.14,925626.0
2022-03-21,338.8,342.1,335.95,338.08,394279.0
2022-03-22,338.61,341.67,336.11,339.8,381591.0
2022-03-23,336.69,336.69,323.3,323.86,380372.0
2022-03-24,325.14,325.33,320.475,325.11,261818.0
2022-03-25,327.28,327.44,321.585,325.97,177369.0
2022-03-26,327.28,327.44,321.585,325.97,177369.0
2022-03-27,327.28,327.44,321.585,325.97,177369.0
2022-03-28,327.13,329.47,323.87,327.81,246296.0
2022-03-29,332.47,334.643,325.68,326.83,480927.0
2022-03-30,326.38,327.4,320.14,321.66,502589.0
2022-03-31,322.41,322.94,310.21,310.39,440698.0
2022-04-01,312.2,312.2,304.01,308.58,359984.0
2022-04-02,312.2,312.2,304.01,308.58,359984.0
2022-04-03,312.2,312.2,304.01,308.58,359984.0
2022-04-04,308.7,313.29,308.02,310.31,346777.0
2022-04-05,307.47,310.33,303.47,305.35,446041.0
2022-04-06,302.04,304.34,296.37,304.14,575686.0
2022-04-07,302.94,315.49,302.88,313.75,392869.0
2022-04-08,313.49,317.05,311.65,312.12,286891.0
2022-04-09,313.49,317.05,311.65,312.12,286891.0
2022-04-10,313.49,317.05,311.65,312.12,286891.0
2022-04-11,309.95,310.0,301.04,302.58,219804.0
2022-04-12,302.61,306.21,292.505,293.93,376426.0
2022-04-13,292.24,299.76,292.24,298.59,409094.0
2022-04-14,299.5,300.785,293.41,295.39,273834.0
2022-04-15,299.5,300.785,293.41,295.39,273834.0
2022-04-16,299.5,300.785,293.41,295.39,273834.0
2022-04-17,299.5,300.785,293.41,295.39,273834.0
2022-04-18,293.83,295.85,290.36,292.39,306476.0
2022-04-19,292.7,301.24,292.0,300.8,415020.0
2022-04-20,303.81,314.23,301.565,313.64,390696.0
2022-04-21,315.5,316.12,305.93,307.38,344610.0
2022-04-22,305.33,305.33,295.99,296.44,354589.0
2022-04-23,305.33,305.33,295.99,296.44,354589.0
2022-04-24,305.33,305.33,295.99,296.44,354589.0
2022-04-25,296.44,296.65,288.32,296.2,322049.0
2022-04-26,293.03,298.17,288.705,288.88,555934.0
2022-04-27,289.63,297.975,289.63,293.76,449325.0
2022-04-28,299.68,307.92,299.15,306.12,576051.0
2022-04-29,304.91,313.11,302.79,303.02,705379.0
2022-04-30,304.91,313.11,302.79,303.02,705379.0
2022-05-01,304.91,313.11,302.79,303.02,705379.0
2022-05-02,301.18,305.215,296.56,302.38,666819.0
2022-05-03,313.0,329.52,313.0,326.93,906743.0
2022-05-04,327.12,344.12,322.725,342.47,652940.0
2022-05-05,336.89,337.885,325.745,333.24,641546.0
2022-05-06,330.05,331.16,321.69,327.93,397965.0
2022-05-07,330.05,331.16,321.69,327.93,397965.0
2022-05-08,330.05,331.16,321.69,327.93,397965.0
2022-05-09,323.81,324.92,314.71,316.29,550582.0
2022-05-10,320.29,323.34,309.66,321.43,426167.0
2022-05-11,320.27,324.35,311.23,311.66,308460.0
2022-05-12,309.4,314.85,306.085,313.95,343425.0
2022-05-13,317.59,326.32,316.91,320.42,254027.0
2022-05-14,317.59,326.32,316.91,320.42,254027.0
2022-05-15,317.59,326.32,316.91,320.42,254027.0
2022-05-16,317.82,321.74,315.585,320.93,258868.0
2022-05-17,330.87,334.61,325.595,331.86,433049.0
2022-05-18,328.3,332.56,327.51,330.19,347631.0
2022-05-19,328.78,330.47,318.2,323.83,485679.0
2022-05-20,325.24,327.625,309.935,318.95,515007.0
2022-05-21,325.24,327.625,309.935,318.95,515007.0
2022-05-22,325.24,327.625,309.935,318.95,515007.0
2022-05-23,322.65,323.74,314.245,321.16,272048.0
2022-05-24,320.79,320.79,313.75,317.45,293810.0
2022-05-25,316.97,316.97,304.62,307.81,486434.0
2022-05-26,308.99,320.94,308.99,319.89,381637.0
2022-05-27,322.31,335.24,322.03,335.06,412238.0
2022-05-28,322.31,335.24,322.03,335.06,412238.0
2022-05-29,322.31,335.24,322.03,335.06,412238.0
2022-05-30,322.31,335.24,322.03,335.06,412238.0
2022-05-31,331.57,331.615,324.52,327.95,686621.0
2022-06-01,329.59,332.17,320.015,321.8,240635.0
2022-06-02,322.23,333.86,321.29,333.03,265107.0
2022-06-03,329.86,341.73,326.69,339.01,642963.0
2022-06-04,329.86,341.73,326.69,339.01,642963.0
2022-06-05,329.86,341.73,326.69,339.01,642963.0
2022-06-06,339.73,342.11,336.13,337.16,366198.0
2022-06-07,336.38,343.81,336.38,342.75,284689.0
2022-06-08,340.24,343.48,337.33,338.74,299969.0
2022-06-09,336.81,344.15,334.915,336.98,266208.0
2022-06-10,330.89,332.67,327.56,329.71,468968.0
2022-06-11,330.89,332.67,327.56,329.71,468968.0
2022-06-12,330.89,332.67,327.56,329.71,468968.0
2022-06-13,321.66,324.845,316.705,320.45,623487.0
2022-06-14,319.89,323.5,316.58,321.49,482069.0
2022-06-15,326.2,327.21,318.02,324.26,439536.0
2022-06-16,317.16,318.63,313.16,318.09,392168.0
2022-06-17,320.4,322.87,310.34,310.83,932986.0
2022-06-18,320.4,322.87,310.34,310.83,932986.0
2022-06-19,320.4,322.87,310.34,310.83,932986.0
2022-06-20,320.4,322.87,310.34,310.83,932986.0
2022-06-21,313.5,316.095,306.5,308.51,548673.0
2022-06-22,305.42,312.99,305.01,312.0,344916.0
2022-06-23,313.52,322.75,312.74,321.44,297715.0
2022-06-24,325.48,328.71,324.1,328.58,532296.0
2022-06-25,325.48,328.71,324.1,328.58,532296.0
2022-06-26,325.48,328.71,324.1,328.58,532296.0
2022-06-27,330.86,332.39,326.79,330.24,239699.0
2022-06-28,330.24,335.08,327.18,329.44,375221.0
2022-06-29,329.96,333.89,327.0,329.6,171026.0
2022-06-30,325.27,333.61,324.19,330.98,342616.0
2022-07-01,331.79,337.61,327.075,336.89,311936.0
2022-07-02,331.79,337.61,327.075,336.89,311936.0
2022-07-03,331.79,337.61,327.075,336.89,311936.0
2022-07-04,331.79,337.61,327.075,336.89,311936.0
2022-07-05,333.08,339.91,331.99,339.66,379151.0
2022-07-06,340.74,344.49,339.455,342.27,438915.0
2022-07-07,340.5,343.29,336.965,342.94,388087.0
2022-07-08,342.06,348.06,341.715,346.25,379233.0
2022-07-09,342.06,348.06,341.715,346.25,379233.0
2022-07-10,342.06,348.06,341.715,346.25,379233.0
2022-07-11,345.29,352.055,345.125,349.94,237266.0
2022-07-12,347.03,352.42,339.42,341.41,418405.0
2022-07-13,337.46,343.13,336.05,336.44,327813.0
2022-07-14,331.33,332.04,318.82,328.55,391041.0
2022-07-15,334.38,336.385,326.32,334.01,418571.0
2022-07-16,334.38,336.385,326.32,334.01,418571.0
2022-07-17,334.38,336.385,326.32,334.01,418571.0
2022-07-18,333.97,335.26,322.13,323.39,404163.0
2022-07-19,327.08,331.4,325.08,330.76,363576.0
2022-07-20,328.6,333.39,328.6,329.9,226063.0
2022-07-21,334.3,349.75,333.42,349.48,428128.0
2022-07-22,351.4,353.14,342.53,345.68,253757.0
2022-07-23,351.4,353.14,342.53,345.68,253757.0
2022-07-24,351.4,353.14,342.53,345.68,253757.0
2022-07-25,346.47,346.65,342.86,344.94,171234.0
2022-07-26,345.17,349.27,341.89,349.14,247534.0
2022-07-27,351.0,358.125,347.27,355.33,352382.0
2022-07-28,356.24,362.79,353.29,362.0,318267.0
2022-07-29,362.98,365.0,360.03,364.03,336610.0
2022-07-30,362.98,365.0,360.03,364.03,336610.0
2022-07-31,362.98,365.0,360.03,364.03,336610.0
2022-08-01,362.4,369.0,361.05,365.55,504172.0
2022-08-02,345.0,354.04,338.0,340.55,954755.0
2022-08-03,342.38,345.71,336.95,338.88,425414.0
2022-08-04,338.85,339.41,333.88,334.56,300887.0
2022-08-05,332.78,338.03,329.39,337.87,283819.0
2022-08-06,332.78,338.03,329.39,337.87,283819.0
2022-08-07,332.78,338.03,329.39,337.87,283819.0
2022-08-08,338.51,339.11,330.51,332.15,321451.0
2022-08-09,331.39,331.73,321.56,323.81,299635.0
2022-08-10,328.5,331.79,325.74,330.79,322213.0
2022-08-11,332.76,339.6,331.0,331.62,249650.0
2022-08-12,332.0,336.16,330.555,335.23,204789.0
2022-08-13,332.0,336.16,330.555,335.23,204789.0
2022-08-14,332.0,336.16,330.555,335.23,204789.0
2022-08-15,334.8,334.8,329.92,331.76,302507.0
2022-08-16,329.26,331.57,325.19,329.2,245999.0
2022-08-17,326.99,336.81,326.99,335.42,431230.0
2022-08-18,335.8,336.01,326.35,331.19,194650.0
2022-08-19,329.01,329.7,325.985,327.98,198910.0
2022-08-20,329.01,329.7,325.985,327.98,198910.0
2022-08-21,329.01,329.7,325.985,327.98,198910.0
2022-08-22,323.19,326.25,316.66,317.61,256695.0
2022-08-23,316.01,317.005,311.81,314.83,301835.0
2022-08-24,316.83,318.615,314.56,316.88,195792.0
2022-08-25,319.58,320.55,314.77,320.32,219435.0
2022-08-26,319.79,319.79,300.42,300.81,316971.0
2022-08-27,319.79,319.79,300.42,300.81,316971.0
2022-08-28,319.79,319.79,300.42,300.81,316971.0
2022-08-29,298.34,303.72,296.93,302.19,368917.0
2022-08-30,302.82,303.325,296.66,299.39,295797.0
2022-08-31,301.25,303.745,295.275,298.6,686072.0
2022-09-01,298.96,300.45,294.488,300.35,252416.0
2022-09-02,305.0,307.0,296.705,298.32,253591.0
2022-09-03,305.0,307.0,296.705,298.32,253591.0
2022-09-04,305.0,307.0,296.705,298.32,253591.0
2022-09-05,305.0,307.0,296.705,298.32,253591.0
2022-09-06,298.12,301.687,295.62,297.89,366206.0
2022-09-07,298.02,303.88,296.53,302.58,207914.0
2022-09-08,301.51,308.67,300.845,308.62,288809.0
2022-09-09,308.67,314.69,306.9,312.28,350726.0
2022-09-10,308.67,314.69,306.9,312.28,350726.0
2022-09-11,308.67,314.69,306.9,312.28,350726.0
2022-09-12,313.37,316.8,311.5,316.02,431907.0
2022-09-13,309.45,309.45,298.6,299.93,412378.0
2022-09-14,300.8,303.04,296.31,298.04,502651.0
2022-09-15,298.25,304.255,294.87,295.76,402143.0
2022-09-16,291.87,292.285,280.75,283.93,889381.0
2022-09-17,291.87,292.285,280.75,283.93,889381.0
2022-09-18,291.87,292.285,280.75,283.93,889381.0
2022-09-19,281.1,290.57,281.1,290.46,418802.0
2022-09-20,286.92,286.92,279.15,281.98,354058.0
2022-09-21,283.4,289.86,280.425,280.94,330963.0
2022-09-22,278.96,279.44,274.67,275.12,409157.0
2022-09-23,273.48,276.76,270.365,275.5,304739.0
2022-09-24,273.48,276.76,270.365,275.5,304739.0
2022-09-25,273.48,276.76,270.365,275.5,304739.0
2022-09-26,274.77,278.01,271.52,273.65,315797.0
2022-09-27,276.41,279.18,270.05,270.49,396800.0
2022-09-28,272.33,275.84,270.93,272.75,288318.0
2022-09-29,270.84,276.235,270.14,274.56,362692.0
2022-09-30,276.16,277.9,269.37,269.53,444203.0
2022-10-01,276.16,277.9,269.37,269.53,444203.0
2022-10-02,276.16,277.9,269.37,269.53,444203.0
2022-10-03,271.97,279.6,271.355,277.35,234027.0
2022-10-04,281.54,289.16,281.54,288.2,353621.0
2022-10-05,284.67,291.64,284.57,290.84,373486.0
2022-10-06,289.94,290.86,286.432,287.55,308297.0
2022-10-07,283.17,284.235,275.435,276.5,385865.0
2022-10-08,283.17,284.235,275.435,276.5,385865.0
2022-10-09,283.17,284.235,275.435,276.5,385865.0
2022-10-10,277.94,277.94,270.62,272.26,300890.0
2022-10-11,273.12,277.21,269.59,271.99,492484.0
2022-10-12,274.48,275.26,270.13,270.72,231533.0
2022-10-13,266.1,278.57,265.605,276.79,399965.0
2022-10-14,278.76,280.48,270.76,272.19,313867.0
2022-10-15,278.76,280.48,270.76,272.19,313867.0
2022-10-16,278.76,280.48,270.76,272.19,313867.0
2022-10-17,275.19,281.86,275.19,279.6,464200.0
2022-10-18,287.42,289.98,282.16,283.94,416591.0
2022-10-19,280.57,280.99,270.28,277.36,469647.0
2022-10-20,274.66,282.305,272.015,275.01,417604.0
2022-10-21,275.14,282.41,272.14,282.12,357158.0
2022-10-22,275.14,282.41,272.14,282.12,357158.0
2022-10-23,275.14,282.41,272.14,282.12,357158.0
2022-10-24,285.0,288.44,282.265,287.41,286482.0
2022-10-25,288.06,297.53,288.06,296.81,469982.0
2022-10-26,297.04,306.415,297.04,301.73,384719.0
2022-10-27,302.3,303.86,296.8,300.96,312103.0
2022-10-28,302.69,305.29,298.52,302.68,350577.0
2022-10-29,302.69,305.29,298.52,302.68,350577.0
2022-10-30,302.69,305.29,298.52,302.68,350577.0
2022-10-31,300.73,301.93,296.57,299.17,568958.0
2022-11-01,303.86,310.74,292.96,307.44,604243.0
2022-11-02,304.77,308.65,295.32,295.74,484847.0
2022-11-03,293.18,302.93,287.56,298.93,332690.0
2022-11-04,302.14,305.86,295.6,305.07,387217.0
2022-11-05,302.14,305.86,295.6,305.07,387217.0
2022-11-06,302.14,305.86,295.6,305.07,387217.0
2022-11-07,305.51,307.06,302.58,306.47,224515.0
2022-11-08,307.36,315.225,304.31,312.56,523995.0
2022-11-09,311.21,316.93,308.05,309.52,387526.0
2022-11-10,323.23,333.01,321.6,331.85,396124.0
2022-11-11,334.1,338.42,330.285,331.85,349789.0
2022-11-12,334.1,338.42,330.285,331.85,349789.0
2022-11-13,334.1,338.42,330.285,331.85,349789.0
2022-11-14,330.92,335.88,325.265,325.88,331426.0
2022-11-15,330.65,333.37,326.65,329.79,233755.0
2022-11-16,330.25,332.2,326.76,329.53,354222.0
2022-11-17,325.41,325.41,316.355,319.81,298167.0
2022-11-18,325.31,325.31,318.02,321.16,331165.0
2022-11-19,325.31,325.31,318.02,321.16,331165.0
2022-11-20,325.31,325.31,318.02,321.16,331165.0
2022-11-21,320.01,325.545,318.58,322.89,287992.0
2022-11-22,325.73,337.25,325.73,336.97,293412.0
2022-11-23,338.17,339.1,334.3,334.57,196940.0
2022-11-24,338.17,339.1,334.3,334.57,196940.0
2022-11-25,335.77,339.34,333.755,338.03,86165.0
2022-11-26,335.77,339.34,333.755,338.03,86165.0
2022-11-27,335.77,339.34,333.755,338.03,86165.0
2022-11-28,336.35,338.25,329.69,331.6,294395.0
2022-11-29,330.39,333.52,327.61,330.16,266565.0
2022-11-30,331.59,347.75,331.21,346.6,666507.0
2022-12-01,349.41,353.705,343.835,346.93,269561.0
2022-12-02,343.5,349.395,342.96,347.37,275837.0
2022-12-03,343.5,349.395,342.96,347.37,275837.0
2022-12-04,343.5,349.395,342.96,347.37,275837.0
2022-12-05,342.85,343.44,335.95,340.29,300923.0
2022-12-06,339.68,341.8,334.485,337.59,263636.0
2022-12-07,338.62,344.54,335.23,340.64,289617.0
2022-12-08,341.35,345.465,339.03,343.04,210797.0
2022-12-09,341.26,344.3,336.04,336.53,262801.0
2022-12-10,341.26,344.3,336.04,336.53,262801.0
2022-12-11,341.26,344.3,336.04,336.53,262801.0
2022-12-12,337.83,341.75,337.54,340.86,322695.0
2022-12-13,351.56,352.71,343.05,344.62,232242.0
2022-12-14,343.09,348.89,339.91,343.97,494395.0
2022-12-15,338.62,343.42,336.62,342.43,505303.0
2022-12-16,340.0,342.155,335.23,338.48,913277.0
2022-12-17,340.0,342.155,335.23,338.48,913277.0
2022-12-18,340.0,342.155,335.23,338.48,913277.0
2022-12-19,338.63,340.35,335.36,337.3,282422.0
2022-12-20,337.3,341.18,334.055,339.14,393671.0
2022-12-21,341.62,346.95,340.66,346.78,263244.0
2022-12-22,343.4,344.66,338.55,344.3,173311.0
2022-12-23,342.96,347.09,342.96,346.66,179156.0
2022-12-24,342.96,347.09,342.96,346.66,179156.0
2022-12-25,342.96,347.09,342.96,346.66,179156.0
2022-12-26,342.96,347.09,342.96,346.66,179156.0
2022-12-27,348.08,348.45,342.23,346.53,137279.0
2022-12-28,348.03,349.877,340.27,340.71,184827.0
2022-12-29,344.36,348.99,341.34,345.88,207958.0
2022-12-30,343.31,343.31,338.28,342.58,231202.0
2022-12-31,343.31,343.31,338.28,342.58,231202.0
2023-01-01,343.31,343.31,338.28,342.58,231202.0
2023-01-02,343.31,343.31,338.28,342.58,231202.0
2023-01-03,345.0,347.87,340.2,345.59,240861.0
2023-01-04,348.52,350.86,345.96,349.77,239016.0
2023-01-05,346.87,349.84,344.82,347.03,407350.0
2023-01-06,350.97,350.97,311.46,322.21,1270132.0
2023-01-07,350.97,350.97,311.46,322.21,1270132.0
2023-01-08,350.97,350.97,311.46,322.21,1270132.0
2023-01-09,325.0,327.93,317.76,320.4,594682.0
2023-01-10,321.37,336.63,319.46,335.93,493728.0
2023-01-11,336.53,345.325,335.41,342.66,311562.0
2023-01-12,342.0,343.53,335.7,335.7,243042.0
2023-01-13,331.8,339.88,331.24,339.08,182668.0
2023-01-14,331.8,339.88,331.24,339.08,182668.0
2023-01-15,331.8,339.88,331.24,339.08,182668.0
2023-01-16,331.8,339.88,331.24,339.08,182668.0
2023-01-17,338.18,341.04,331.93,332.25,216031.0
2023-01-18,333.28,334.32,327.48,328.89,264761.0
2023-01-19,326.73,334.16,323.07,332.04,269444.0
2023-01-20,332.54,339.725,331.37,338.75,266799.0
2023-01-21,332.54,339.725,331.37,338.75,266799.0
2023-01-22,332.54,339.725,331.37,338.75,266799.0
2023-01-23,338.08,344.73,336.88,343.7,342525.0
2023-01-24,339.18,342.45,332.085,334.03,232600.0
2023-01-25,330.13,334.72,327.28,334.36,140471.0
2023-01-26,335.73,336.84,327.585,333.54,247365.0
2023-01-27,331.23,335.565,330.37,333.13,218455.0
2023-01-28,331.23,335.565,330.37,333.13,218455.0
