,PBH US Equity,PBH US Equity,PBH US Equity,PBH US Equity,PBH US Equity
2022-09-18,51.0,51.54,50.71,51.5,588266.0
2022-09-19,51.37,52.42,51.33,52.41,229258.0
2022-09-20,51.97,52.185,50.51,50.9,390318.0
2022-09-21,51.2,52.02,50.55,50.55,232859.0
2022-09-22,50.0,50.83,49.685,50.75,280858.0
2022-09-23,50.43,50.73,49.5,50.32,360105.0
2022-09-24,50.43,50.73,49.5,50.32,360105.0
2022-09-25,50.43,50.73,49.5,50.32,360105.0
2022-09-26,50.06,50.56,49.12,49.13,251622.0
2022-09-27,49.02,49.615,48.68,48.72,316718.0
2022-09-28,49.08,50.27,48.51,49.98,352691.0
2022-09-29,49.61,50.7,49.145,50.17,463003.0
2022-09-30,50.28,51.28,49.81,49.83,363364.0
2022-10-01,50.28,51.28,49.81,49.83,363364.0
2022-10-02,50.28,51.28,49.81,49.83,363364.0
2022-10-03,50.13,50.49,49.55,49.75,239428.0
2022-10-04,50.11,51.125,49.81,50.86,293014.0
2022-10-05,50.27,50.87,50.06,50.53,197446.0
2022-10-06,50.32,50.54,49.58,49.85,187984.0
2022-10-07,49.81,50.08,49.0,49.75,223130.0
2022-10-08,49.81,50.08,49.0,49.75,223130.0
2022-10-09,49.81,50.08,49.0,49.75,223130.0
2022-10-10,49.75,50.8,49.6701,50.14,153976.0
2022-10-11,50.3,51.07,50.065,50.6,308209.0
2022-10-12,50.62,51.03,49.82,49.82,270299.0
2022-10-13,49.48,51.7,49.345,51.24,234311.0
2022-10-14,51.47,51.67,50.54,50.63,166962.0
2022-10-15,51.47,51.67,50.54,50.63,166962.0
2022-10-16,51.47,51.67,50.54,50.63,166962.0
2022-10-17,51.27,52.505,51.155,52.2,262375.0
2022-10-18,52.47,53.755,52.47,53.43,216113.0
2022-10-19,53.26,53.64,52.13,52.2,260412.0
2022-10-20,52.17,52.17,51.33,51.52,208042.0
2022-10-21,51.77,52.74,51.325,52.4,214491.0
2022-10-22,51.77,52.74,51.325,52.4,214491.0
2022-10-23,51.77,52.74,51.325,52.4,214491.0
2022-10-24,52.58,53.5,52.47,52.85,171843.0
2022-10-25,52.75,53.52,52.7,53.03,231683.0
2022-10-26,53.48,55.26,52.89,54.62,297138.0
2022-10-27,54.96,55.26,54.17,54.35,154782.0
2022-10-28,54.72,55.73,54.47,55.41,184917.0
2022-10-29,54.72,55.73,54.47,55.41,184917.0
2022-10-30,54.72,55.73,54.47,55.41,184917.0
2022-10-31,55.64,55.64,54.44,54.48,164314.0
2022-11-01,54.48,55.47,54.2704,55.43,183440.0
2022-11-02,55.39,55.58,54.28,54.28,222238.0
2022-11-03,53.94,55.23,52.0,54.63,264154.0
2022-11-04,54.54,55.61,54.0069,55.49,232044.0
2022-11-05,54.54,55.61,54.0069,55.49,232044.0
2022-11-06,54.54,55.61,54.0069,55.49,232044.0
2022-11-07,55.63,57.33,55.285,57.18,294521.0
2022-11-08,57.18,57.23,56.41,56.8,237211.0
2022-11-09,56.72,57.34,56.045,56.31,171118.0
2022-11-10,57.8,58.47,57.355,57.99,205332.0
2022-11-11,57.98,57.98,56.89,57.59,190086.0
2022-11-12,57.98,57.98,56.89,57.59,190086.0
2022-11-13,57.98,57.98,56.89,57.59,190086.0
2022-11-14,57.58,59.76,57.04,58.72,205656.0
2022-11-15,59.12,59.61,58.09,58.79,197142.0
2022-11-16,59.0,59.34,57.915,58.35,289533.0
2022-11-17,58.58,59.28,57.885,58.44,297832.0
2022-11-18,59.18,59.76,58.66,59.75,323442.0
2022-11-19,59.18,59.76,58.66,59.75,323442.0
2022-11-20,59.18,59.76,58.66,59.75,323442.0
2022-11-21,59.81,60.5,59.25,59.57,287195.0
2022-11-22,59.19,60.98,59.19,60.9,206200.0
2022-11-23,61.1,61.1,59.66,59.8,105181.0
2022-11-24,61.1,61.1,59.66,59.8,105181.0
2022-11-25,59.98,60.47,59.86,60.38,97696.0
2022-11-26,59.98,60.47,59.86,60.38,97696.0
2022-11-27,59.98,60.47,59.86,60.38,97696.0
2022-11-28,60.47,60.66,59.99,60.43,234493.0
2022-11-29,60.19,60.67,59.88,60.55,209726.0
2022-11-30,60.55,61.49,59.71,61.46,297998.0
2022-12-01,61.57,62.8751,60.89,62.81,269574.0
2022-12-02,62.24,63.91,62.24,63.89,263908.0
2022-12-03,62.24,63.91,62.24,63.89,263908.0
2022-12-04,62.24,63.91,62.24,63.89,263908.0
2022-12-05,63.55,63.55,60.87,61.41,232025.0
2022-12-06,61.53,61.57,60.52,60.86,173511.0
2022-12-07,60.93,61.46,60.79,60.95,192504.0
2022-12-08,60.89,61.79,60.25,61.58,268938.0
2022-12-09,61.51,61.7,60.9,60.93,249945.0
2022-12-10,61.51,61.7,60.9,60.93,249945.0
2022-12-11,61.51,61.7,60.9,60.93,249945.0
2022-12-12,61.1,62.02,60.95,61.81,392670.0
2022-12-13,63.05,63.095,60.99,61.14,278621.0
2022-12-14,61.25,62.2,61.02,61.57,231455.0
2022-12-15,61.36,61.36,59.51,60.46,402568.0
2022-12-16,59.61,60.63,59.295,60.61,795457.0
2022-12-17,59.61,60.63,59.295,60.61,795457.0
2022-12-18,59.61,60.63,59.295,60.61,795457.0
2022-12-19,60.63,61.39,60.18,61.36,338388.0
2022-12-20,61.62,62.115,60.99,61.21,266769.0
2022-12-21,61.6,62.84,61.36,62.83,171019.0
2022-12-22,62.53,62.53,61.56,61.94,237369.0
2022-12-23,61.76,62.35,61.75,62.02,91920.0
2022-12-24,61.76,62.35,61.75,62.02,91920.0
2022-12-25,61.76,62.35,61.75,62.02,91920.0
2022-12-26,61.76,62.35,61.75,62.02,91920.0
2022-12-27,62.18,63.61,61.83,63.57,202595.0
2022-12-28,63.73,64.0,62.63,62.66,198603.0
2022-12-29,63.01,64.05,62.4775,63.72,194372.0
2022-12-30,63.53,63.53,62.58,62.6,237765.0
2022-12-31,63.53,63.53,62.58,62.6,237765.0
2023-01-01,63.53,63.53,62.58,62.6,237765.0
2023-01-02,63.53,63.53,62.58,62.6,237765.0
2023-01-03,62.86,63.51,62.52,63.47,204261.0
2023-01-04,63.98,65.255,63.775,64.8,291248.0
2023-01-05,64.66,64.93,63.7,64.92,198007.0
2023-01-06,65.74,66.77,65.44,66.44,220449.0
2023-01-07,65.74,66.77,65.44,66.44,220449.0
2023-01-08,65.74,66.77,65.44,66.44,220449.0
2023-01-09,66.75,67.13,65.7,66.23,227644.0
2023-01-10,66.32,66.675,65.71,65.86,266491.0
2023-01-11,65.69,66.8,65.11,65.21,276302.0
2023-01-12,65.23,66.11,64.92,65.77,374908.0
2023-01-13,66.85,67.185,65.84,66.62,238874.0
2023-01-14,66.85,67.185,65.84,66.62,238874.0
2023-01-15,66.85,67.185,65.84,66.62,238874.0
2023-01-16,66.85,67.185,65.84,66.62,238874.0
2023-01-17,66.44,67.45,65.65,65.84,453087.0
2023-01-18,65.9,66.21,65.62,65.83,208996.0
2023-01-19,65.48,66.915,65.25,66.48,256194.0
2023-01-20,66.6,66.77,65.865,66.72,220294.0
2023-01-21,66.6,66.77,65.865,66.72,220294.0
2023-01-22,66.6,66.77,65.865,66.72,220294.0
2023-01-23,66.82,67.13,66.24,67.05,210751.0
2023-01-24,67.03,67.03,66.07,66.22,305093.0
2023-01-25,66.31,66.31,65.29,65.41,303041.0
2023-01-26,65.48,65.91,65.03,65.62,159213.0
2023-01-27,65.67,65.94,64.855,65.69,211294.0
2023-01-28,65.67,65.94,64.855,65.69,211294.0
2023-01-29,65.67,65.94,64.855,65.69,211294.0
2023-01-30,65.59,66.13,65.41,65.49,155908.0
2023-01-31,65.5,66.2,65.18,65.76,320187.0
2023-02-01,65.67,66.99,65.58,66.19,277720.0
2023-02-02,65.35,65.71,58.61,60.35,927632.0
2023-02-03,60.02,61.46,59.5864,60.96,403907.0
2023-02-04,60.02,61.46,59.5864,60.96,403907.0
2023-02-05,60.02,61.46,59.5864,60.96,403907.0
2023-02-06,60.81,62.39,60.22,60.82,270504.0
2023-02-07,60.33,60.89,59.92,60.7,188263.0
2023-02-08,60.2,60.81,59.74,60.78,180019.0
2023-02-09,60.83,60.85,59.45,59.8,175861.0
2023-02-10,59.97,60.29,59.37,59.6,158622.0
2023-02-11,59.97,60.29,59.37,59.6,158622.0
2023-02-12,59.97,60.29,59.37,59.6,158622.0
2023-02-13,59.79,60.63,59.585,60.62,161310.0
2023-02-14,60.7,61.29,59.99,60.02,249948.0
2023-02-15,59.8,60.56,59.7,60.54,180360.0
2023-02-16,59.91,61.1,59.7,60.76,225120.0
2023-02-17,61.41,61.5,60.52,61.47,253586.0
2023-02-18,61.41,61.5,60.52,61.47,253586.0
2023-02-19,61.41,61.5,60.52,61.47,253586.0
2023-02-20,61.41,61.5,60.52,61.47,253586.0
2023-02-21,61.42,61.575,60.92,61.14,227097.0
2023-02-22,61.24,61.32,60.81,60.84,273391.0
2023-02-23,60.79,61.98,60.79,61.78,254170.0
2023-02-24,61.35,61.36,60.64,60.91,382966.0
2023-02-25,61.35,61.36,60.64,60.91,382966.0
2023-02-26,61.35,61.36,60.64,60.91,382966.0
2023-02-27,61.18,61.25,60.49,60.49,128430.0
2023-02-28,60.31,60.82,60.21,60.25,292837.0
2023-03-01,60.16,60.81,59.69,60.54,170953.0
2023-03-02,60.31,61.01,60.31,60.96,113873.0
2023-03-03,61.13,61.44,60.28,60.31,320237.0
2023-03-04,61.13,61.44,60.28,60.31,320237.0
2023-03-05,61.13,61.44,60.28,60.31,320237.0
2023-03-06,60.15,60.22,58.525,59.12,320368.0
2023-03-07,59.22,59.235,58.655,58.86,248190.0
2023-03-08,58.99,59.655,58.18,58.41,429313.0
2023-03-09,58.76,59.11,58.63,58.92,215242.0
2023-03-10,58.69,59.53,58.525,59.22,278527.0
2023-03-11,58.69,59.53,58.525,59.22,278527.0
2023-03-12,58.69,59.53,58.525,59.22,278527.0
2023-03-13,58.74,59.5,58.545,58.89,391277.0
2023-03-14,59.54,60.73,59.54,60.66,317624.0
2023-03-15,59.99,60.38,59.04,60.24,344896.0
2023-03-16,59.75,61.8,59.7,61.78,499403.0
2023-03-17,61.51,61.755,61.09,61.28,1052081.0
2023-03-18,61.51,61.755,61.09,61.28,1052081.0
2023-03-19,61.51,61.755,61.09,61.28,1052081.0
2023-03-20,61.54,62.45,61.54,61.62,279821.0
2023-03-21,62.02,62.54,60.605,61.36,388957.0
2023-03-22,61.36,62.21,60.82,60.96,236537.0
2023-03-23,61.03,61.56,60.46,60.98,250881.0
2023-03-24,61.02,62.505,60.46,62.28,194562.0
2023-03-25,61.02,62.505,60.46,62.28,194562.0
2023-03-26,61.02,62.505,60.46,62.28,194562.0
2023-03-27,62.69,63.325,61.75,62.45,416262.0
2023-03-28,62.14,62.87,62.14,62.66,208658.0
2023-03-29,62.73,62.73,61.25,61.49,213509.0
2023-03-30,61.6,62.09,61.28,62.02,164366.0
2023-03-31,62.19,62.71,61.98,62.63,249654.0
2023-04-01,62.19,62.71,61.98,62.63,249654.0
2023-04-02,62.19,62.71,61.98,62.63,249654.0
2023-04-03,62.49,63.63,62.215,63.46,252997.0
2023-04-04,63.29,63.29,62.115,62.55,221397.0
2023-04-05,62.73,63.325,62.5,63.07,233195.0
2023-04-06,63.61,63.61,62.87,63.36,158336.0
2023-04-07,63.61,63.61,62.87,63.36,158336.0
2023-04-08,63.61,63.61,62.87,63.36,158336.0
2023-04-09,63.61,63.61,62.87,63.36,158336.0
2023-04-10,63.25,63.87,62.84,63.41,183396.0
2023-04-11,63.34,63.925,63.24,63.38,143759.0
2023-04-12,63.58,64.065,63.5,63.65,113757.0
2023-04-13,63.68,63.77,63.25,63.76,196120.0
2023-04-14,63.58,63.65,62.5,62.84,111214.0
2023-04-15,63.58,63.65,62.5,62.84,111214.0
2023-04-16,63.58,63.65,62.5,62.84,111214.0
2023-04-17,62.82,63.06,62.31,62.34,185748.0
2023-04-18,62.34,62.34,61.23,61.47,168105.0
2023-04-19,61.62,61.88,61.18,61.65,252695.0
2023-04-20,61.54,62.57,61.25,62.46,140818.0
2023-04-21,63.13,63.27,62.05,62.2,101467.0
2023-04-22,63.13,63.27,62.05,62.2,101467.0
2023-04-23,63.13,63.27,62.05,62.2,101467.0
2023-04-24,62.07,62.67,61.83,62.4,176042.0
2023-04-25,61.99,62.5,61.41,61.44,165425.0
2023-04-26,60.83,61.14,60.47,61.09,153843.0
2023-04-27,60.95,61.82,60.46,61.8,125811.0
2023-04-28,61.63,62.05,61.16,61.53,194853.0
2023-04-29,61.63,62.05,61.16,61.53,194853.0
2023-04-30,61.63,62.05,61.16,61.53,194853.0
2023-05-01,61.58,62.9175,61.4204,62.46,211914.0
2023-05-02,62.06,62.42,60.87,61.73,154479.0
2023-05-03,62.11,62.27,61.16,61.25,191764.0
2023-05-04,62.58,64.07,60.49,62.02,324031.0
2023-05-05,62.09,62.93,59.18,60.76,268643.0
2023-05-06,62.09,62.93,59.18,60.76,268643.0
2023-05-07,62.09,62.93,59.18,60.76,268643.0
2023-05-08,60.61,60.61,59.01,59.5,193882.0
2023-05-09,59.29,59.29,57.63,58.4,402970.0
2023-05-10,58.54,59.09,58.3,58.72,233579.0
2023-05-11,58.31,58.77,58.13,58.35,172590.0
2023-05-12,58.46,59.18,58.08,58.99,249852.0
2023-05-13,58.46,59.18,58.08,58.99,249852.0
2023-05-14,58.46,59.18,58.08,58.99,249852.0
2023-05-15,58.99,59.66,58.63,58.64,179887.0
2023-05-16,58.72,59.14,58.03,58.99,182956.0
2023-05-17,58.91,59.47,57.935,59.23,330632.0
2023-05-18,59.12,59.85,58.85,59.61,234379.0
2023-05-19,60.0,60.88,59.7,60.04,322353.0
2023-05-20,60.0,60.88,59.7,60.04,322353.0
2023-05-21,60.0,60.88,59.7,60.04,322353.0
2023-05-22,60.0,60.68,59.1,60.22,196950.0
2023-05-23,59.88,61.25,59.8,60.35,194408.0
2023-05-24,60.62,60.62,58.88,59.3,253831.0
2023-05-25,58.81,58.85,58.04,58.35,151410.0
2023-05-26,58.24,59.13,58.11,59.03,204203.0
2023-05-27,58.24,59.13,58.11,59.03,204203.0
2023-05-28,58.24,59.13,58.11,59.03,204203.0
2023-05-29,58.24,59.13,58.11,59.03,204203.0
2023-05-30,58.7,59.09,57.87,58.0,213938.0
2023-05-31,58.13,58.5,57.14,57.23,244736.0
2023-06-01,57.38,57.39,56.535,56.7,216694.0
2023-06-02,57.15,58.51,56.79,58.5,295432.0
2023-06-03,57.15,58.51,56.79,58.5,295432.0
2023-06-04,57.15,58.51,56.79,58.5,295432.0
2023-06-05,52.9,57.15,52.9,56.28,301777.0
2023-06-06,56.67,57.88,56.4,57.67,212184.0
2023-06-07,58.07,58.59,57.765,58.08,337237.0
2023-06-08,57.86,58.25,57.1,58.25,212378.0
2023-06-09,58.05,58.365,57.73,57.77,247176.0
2023-06-10,58.05,58.365,57.73,57.77,247176.0
2023-06-11,58.05,58.365,57.73,57.77,247176.0
2023-06-12,57.34,57.53,56.67,57.48,188322.0
2023-06-13,57.38,58.365,57.1101,58.01,263171.0
2023-06-14,58.06,58.25,57.23,57.32,278498.0
2023-06-15,57.46,57.92,57.11,57.26,322639.0
2023-06-16,58.02,58.02,57.11,57.71,692656.0
2023-06-17,58.02,58.02,57.11,57.71,692656.0
2023-06-18,58.02,58.02,57.11,57.71,692656.0
2023-06-19,58.02,58.02,57.11,57.71,692656.0
2023-06-20,57.7,57.74,56.8,56.81,267373.0
2023-06-21,56.61,57.22,56.25,56.73,246315.0
2023-06-22,57.01,57.09,56.49,56.99,254841.0
2023-06-23,56.75,57.35,56.54,57.21,444553.0
2023-06-24,56.75,57.35,56.54,57.21,444553.0
2023-06-25,56.75,57.35,56.54,57.21,444553.0
2023-06-26,57.17,58.025,57.17,57.89,197570.0
2023-06-27,57.67,58.52,57.581,58.15,144144.0
2023-06-28,58.39,58.55,57.425,57.92,111926.0
2023-06-29,57.8,59.225,57.78,58.98,221181.0
2023-06-30,59.42,60.0,58.92,59.43,220032.0
2023-07-01,59.42,60.0,58.92,59.43,220032.0
2023-07-02,59.42,60.0,58.92,59.43,220032.0
2023-07-03,59.12,59.6,58.935,59.18,78380.0
2023-07-04,59.12,59.6,58.935,59.18,78380.0
2023-07-05,59.18,59.33,58.475,58.53,176493.0
2023-07-06,58.32,58.67,57.77,57.89,167396.0
2023-07-07,57.77,58.32,57.26,57.28,161322.0
2023-07-08,57.77,58.32,57.26,57.28,161322.0
2023-07-09,57.77,58.32,57.26,57.28,161322.0
2023-07-10,57.15,58.16,57.15,57.75,182480.0
2023-07-11,57.63,58.175,57.155,57.61,203793.0
2023-07-12,57.88,59.06,57.82,58.79,398586.0
2023-07-13,58.9,59.46,58.735,58.94,278937.0
2023-07-14,58.81,59.35,58.4,59.0,145689.0
2023-07-15,58.81,59.35,58.4,59.0,145689.0
2023-07-16,58.81,59.35,58.4,59.0,145689.0
2023-07-17,58.91,59.54,58.72,59.22,176261.0
2023-07-18,59.07,60.04,59.07,59.76,160093.0
2023-07-19,59.73,60.61,59.73,60.54,214546.0
2023-07-20,60.91,61.33,60.1845,61.1,155510.0
2023-07-21,61.43,62.25,61.36,62.2,255921.0
2023-07-22,61.43,62.25,61.36,62.2,255921.0
2023-07-23,61.43,62.25,61.36,62.2,255921.0
2023-07-24,62.5,63.32,62.1,62.99,214104.0
2023-07-25,62.65,64.11,62.65,63.9,202730.0
2023-07-26,63.72,64.96,63.65,64.18,224083.0
2023-07-27,64.14,64.96,63.895,64.6,384453.0
2023-07-28,65.17,65.5,64.72,65.0,264233.0
2023-07-29,65.17,65.5,64.72,65.0,264233.0
2023-07-30,65.17,65.5,64.72,65.0,264233.0
2023-07-31,64.9,65.89,64.9,65.21,252069.0
2023-08-01,65.29,65.39,64.37,65.37,244974.0
2023-08-02,64.91,66.35,64.91,65.9,240275.0
2023-08-03,66.83,66.83,65.315,66.52,357123.0
2023-08-04,65.88,67.625,65.88,67.32,290297.0
2023-08-05,65.88,67.625,65.88,67.32,290297.0
2023-08-06,65.88,67.625,65.88,67.32,290297.0
2023-08-07,67.38,68.535,67.02,68.29,182868.0
2023-08-08,68.2,68.2,64.19,64.27,421717.0
2023-08-09,64.2,65.27,64.06,65.03,232559.0
2023-08-10,64.8,65.535,64.08,64.17,141783.0
2023-08-11,63.74,64.77,63.74,64.65,109046.0
2023-08-12,63.74,64.77,63.74,64.65,109046.0
2023-08-13,63.74,64.77,63.74,64.65,109046.0
2023-08-14,64.33,64.33,63.31,63.43,199257.0
2023-08-15,63.72,63.73,62.27,62.7,217081.0
2023-08-16,62.55,62.75,61.11,61.22,273281.0
2023-08-17,61.3,61.53,59.89,59.99,420399.0
2023-08-18,59.84,60.175,59.16,59.25,451447.0
2023-08-19,59.84,60.175,59.16,59.25,451447.0
2023-08-20,59.84,60.175,59.16,59.25,451447.0
2023-08-21,59.14,59.285,58.66,58.99,267185.0
2023-08-22,58.74,59.7,58.62,59.21,134108.0
2023-08-23,59.46,59.88,58.82,59.87,193038.0
2023-08-24,59.48,60.1604,59.43,60.0,198256.0
2023-08-25,60.27,60.8,59.75,60.23,200100.0
2023-08-26,60.27,60.8,59.75,60.23,200100.0
2023-08-27,60.27,60.8,59.75,60.23,200100.0
2023-08-28,60.34,60.645,59.365,59.78,229842.0
2023-08-29,59.72,59.74,59.1,59.5,195846.0
2023-08-30,59.44,59.775,59.19,59.34,136053.0
2023-08-31,59.27,59.57,58.18,58.33,198718.0
2023-09-01,58.71,59.0,58.29,58.37,192658.0
2023-09-02,58.71,59.0,58.29,58.37,192658.0
2023-09-03,58.71,59.0,58.29,58.37,192658.0
2023-09-04,58.71,59.0,58.29,58.37,192658.0
2023-09-05,57.6,57.6,56.64,57.03,292060.0
2023-09-06,57.13,58.355,56.585,57.9,315741.0
2023-09-07,58.13,58.15,56.97,57.01,273476.0
2023-09-08,56.95,56.95,56.39,56.7,158361.0
2023-09-09,56.95,56.95,56.39,56.7,158361.0
2023-09-10,56.95,56.95,56.39,56.7,158361.0
2023-09-11,57.01,57.62,56.57,57.49,218446.0
2023-09-12,57.37,57.96,57.175,57.92,158418.0
2023-09-13,57.78,58.82,57.43,58.72,187581.0
2023-09-14,58.92,59.48,58.65,58.81,168764.0
2023-09-15,58.84,59.12,57.72,57.88,883466.0
2023-09-16,58.84,59.12,57.72,57.88,883466.0
2023-09-17,58.84,59.12,57.72,57.88,883466.0
2023-09-18,57.84,58.65,57.64,58.05,153766.0
2023-09-19,57.94,58.2,57.41,58.15,147508.0
2023-09-20,58.25,58.79,57.82,57.96,128709.0
2023-09-21,57.75,57.83,57.355,57.43,142363.0
2023-09-22,57.4,58.37,57.34,57.92,203745.0
2023-09-23,57.4,58.37,57.34,57.92,203745.0
2023-09-24,57.4,58.37,57.34,57.92,203745.0
2023-09-25,57.71,58.975,57.71,58.38,157979.0
2023-09-26,58.16,59.19,58.16,58.85,175099.0
2023-09-27,58.95,60.05,58.93,59.68,396054.0
2023-09-28,59.83,60.4,58.485,59.03,313180.0
2023-09-29,59.13,59.13,56.79,57.19,270337.0
2023-09-30,59.13,59.13,56.79,57.19,270337.0
2023-10-01,59.13,59.13,56.79,57.19,270337.0
2023-10-02,56.88,57.28,56.344,57.23,301818.0
2023-10-03,57.02,57.66,56.97,57.09,182083.0
2023-10-04,57.0,57.57,56.96,57.15,176668.0
2023-10-05,57.19,57.89,57.145,57.41,233710.0
2023-10-06,57.57,58.85,57.31,58.46,239962.0
2023-10-07,57.57,58.85,57.31,58.46,239962.0
2023-10-08,57.57,58.85,57.31,58.46,239962.0
2023-10-09,58.05,58.825,57.525,58.34,148786.0
2023-10-10,58.57,59.11,58.42,58.95,199726.0
2023-10-11,58.78,59.58,58.78,59.17,173424.0
2023-10-12,59.18,59.8,58.83,59.66,185448.0
2023-10-13,59.74,59.99,58.86,59.41,229432.0
2023-10-14,59.74,59.99,58.86,59.41,229432.0
2023-10-15,59.74,59.99,58.86,59.41,229432.0
2023-10-16,59.79,60.73,59.67,60.31,274127.0
2023-10-17,60.09,61.955,60.09,61.4,269439.0
2023-10-18,61.13,61.63,60.32,60.61,239622.0
2023-10-19,60.8,60.8,59.44,59.44,233398.0
2023-10-20,59.37,60.355,59.36,59.68,246214.0
2023-10-21,59.37,60.355,59.36,59.68,246214.0
2023-10-22,59.37,60.355,59.36,59.68,246214.0
2023-10-23,59.79,60.1103,59.04,59.05,181756.0
2023-10-24,59.21,60.76,59.06,60.75,223664.0
2023-10-25,60.56,60.98,60.02,60.21,208770.0
2023-10-26,60.63,60.95,58.646,59.66,291247.0
2023-10-27,59.49,59.83,58.74,58.85,230065.0
2023-10-28,59.49,59.83,58.74,58.85,230065.0
2023-10-29,59.49,59.83,58.74,58.85,230065.0
2023-10-30,59.49,59.49,58.4925,58.92,216546.0
2023-10-31,58.99,59.6,58.86,59.36,249583.0
2023-11-01,59.26,60.11,58.71,59.51,327106.0
2023-11-02,60.93,60.95,57.235,59.17,227543.0
2023-11-03,60.0,60.265,58.48,59.56,246664.0
2023-11-04,60.0,60.265,58.48,59.56,246664.0
2023-11-05,60.0,60.265,58.48,59.56,246664.0
2023-11-06,59.72,60.32,59.13,59.68,229470.0
2023-11-07,59.52,60.31,58.895,59.88,140572.0
2023-11-08,59.92,59.92,58.26,59.03,166314.0
2023-11-09,59.12,59.12,57.5,57.75,231902.0
2023-11-10,58.16,58.16,57.06,57.69,186978.0
2023-11-11,58.16,58.16,57.06,57.69,186978.0
2023-11-12,58.16,58.16,57.06,57.69,186978.0
2023-11-13,57.31,58.895,57.3056,58.27,132865.0
2023-11-14,59.22,59.97,59.01,59.45,250068.0
2023-11-15,59.27,59.51,58.48,58.57,215446.0
2023-11-16,58.69,59.08,58.46,58.95,163346.0
2023-11-17,59.29,60.085,58.26,58.31,260266.0
2023-11-18,59.29,60.085,58.26,58.31,260266.0
2023-11-19,59.29,60.085,58.26,58.31,260266.0
2023-11-20,58.05,59.12,57.74,58.85,214837.0
2023-11-21,58.38,59.01,57.82,58.1,124238.0
2023-11-22,58.56,58.76,57.83,58.29,119832.0
2023-11-23,58.56,58.76,57.83,58.29,119832.0
2023-11-24,58.36,58.5291,57.8,58.32,75517.0
2023-11-25,58.36,58.5291,57.8,58.32,75517.0
2023-11-26,58.36,58.5291,57.8,58.32,75517.0
2023-11-27,58.21,58.21,57.425,58.05,162622.0
2023-11-28,58.05,58.05,57.12,57.13,151565.0
2023-11-29,57.15,57.35,56.82,57.0,183438.0
2023-11-30,56.94,57.42,56.61,57.35,205699.0
2023-12-01,57.39,58.745,56.69,58.61,243418.0
2023-12-02,57.39,58.745,56.69,58.61,243418.0
2023-12-03,57.39,58.745,56.69,58.61,243418.0
2023-12-04,58.69,60.87,58.69,60.55,216213.0
2023-12-05,60.64,61.22,59.91,59.97,214884.0
2023-12-06,59.9,60.44,59.14,59.17,201029.0
2023-12-07,59.28,60.265,58.3,59.87,248799.0
2023-12-08,60.15,60.27,59.44,59.58,158533.0
2023-12-09,60.15,60.27,59.44,59.58,158533.0
2023-12-10,60.15,60.27,59.44,59.58,158533.0
2023-12-11,59.77,59.8736,59.31,59.43,147518.0
2023-12-12,59.68,60.223,59.2033,59.96,145803.0
2023-12-13,59.85,60.65,59.18,60.58,283683.0
2023-12-14,61.12,61.615,60.31,60.97,298802.0
2023-12-15,60.93,60.93,59.31,59.92,759666.0
2023-12-16,60.93,60.93,59.31,59.92,759666.0
2023-12-17,60.93,60.93,59.31,59.92,759666.0
2023-12-18,60.28,60.5,59.46,60.38,239528.0
2023-12-19,60.64,61.42,60.64,60.96,259765.0
2023-12-20,61.13,61.9381,60.45,60.63,237709.0
2023-12-21,61.17,61.72,60.4844,61.69,159700.0
2023-12-22,62.02,62.67,61.75,61.94,220077.0
2023-12-23,62.02,62.67,61.75,61.94,220077.0
2023-12-24,62.02,62.67,61.75,61.94,220077.0
2023-12-25,62.02,62.67,61.75,61.94,220077.0
2023-12-26,61.92,62.25,61.35,61.73,191636.0
2023-12-27,61.86,62.215,61.34,61.86,217809.0
2023-12-28,61.56,62.03,60.985,61.82,292643.0
2023-12-29,62.02,62.02,60.8,61.22,220087.0
2023-12-30,62.02,62.02,60.8,61.22,220087.0
2023-12-31,62.02,62.02,60.8,61.22,220087.0
2024-01-01,62.02,62.02,60.8,61.22,220087.0
2024-01-02,60.95,61.99,60.95,61.99,253947.0
2024-01-03,62.48,62.48,60.42,60.44,283161.0
2024-01-04,60.65,61.16,60.33,60.71,204496.0
2024-01-05,60.12,60.61,57.9497,58.83,231294.0
2024-01-06,60.12,60.61,57.9497,58.83,231294.0
2024-01-07,60.12,60.61,57.9497,58.83,231294.0
2024-01-08,58.84,59.3,58.18,59.27,184529.0
2024-01-09,58.76,59.835,58.59,59.5,184133.0
2024-01-10,59.31,59.84,58.82,59.79,180262.0
2024-01-11,59.83,59.89,58.835,58.89,225232.0
2024-01-12,59.62,60.455,59.03,59.55,105614.0
2024-01-13,59.62,60.455,59.03,59.55,105614.0
2024-01-14,59.62,60.455,59.03,59.55,105614.0
2024-01-15,59.62,60.455,59.03,59.55,105614.0
2024-01-16,59.37,59.66,58.892,59.05,196978.0
2024-01-17,58.58,59.81,58.475,58.83,161644.0
2024-01-18,58.8,58.95,58.3,58.76,156091.0
2024-01-19,58.95,59.59,58.215,59.53,181187.0
2024-01-20,58.95,59.59,58.215,59.53,181187.0
2024-01-21,58.95,59.59,58.215,59.53,181187.0
2024-01-22,60.05,61.23,59.38,61.12,305820.0
2024-01-23,61.51,61.84,60.72,61.56,295655.0
2024-01-24,62.15,62.15,61.05,61.47,275690.0
2024-01-25,62.08,62.65,61.64,62.65,259863.0
2024-01-26,63.0,63.32,62.42,62.94,239342.0
2024-01-27,63.0,63.32,62.42,62.94,239342.0
