,JLL US Equity,JLL US Equity,JLL US Equity,JLL US Equity,JLL US Equity
2022-09-18,164.43,164.43,160.61,162.73,931310.0
2022-09-19,160.97,164.69,160.97,164.28,290973.0
2022-09-20,161.35,161.35,158.42,160.15,382656.0
2022-09-21,161.59,162.4,157.12,157.14,301467.0
2022-09-22,156.73,156.92,154.63,155.92,271609.0
2022-09-23,153.71,154.95,151.09,153.34,548730.0
2022-09-24,153.71,154.95,151.09,153.34,548730.0
2022-09-25,153.71,154.95,151.09,153.34,548730.0
2022-09-26,151.72,154.52,150.56,151.59,509124.0
2022-09-27,153.26,155.37,151.35,151.51,622677.0
2022-09-28,152.99,155.905,150.75,154.88,305198.0
2022-09-29,152.44,153.125,147.23,148.64,290281.0
2022-09-30,149.45,153.17,148.89,151.07,454168.0
2022-10-01,149.45,153.17,148.89,151.07,454168.0
2022-10-02,149.45,153.17,148.89,151.07,454168.0
2022-10-03,153.51,159.1,151.3,157.96,402799.0
2022-10-04,160.9,168.1,160.9,167.99,407811.0
2022-10-05,165.97,167.65,164.49,165.71,453396.0
2022-10-06,165.78,166.605,163.09,163.83,333754.0
2022-10-07,161.56,161.64,155.99,157.17,361833.0
2022-10-08,161.56,161.64,155.99,157.17,361833.0
2022-10-09,161.56,161.64,155.99,157.17,361833.0
2022-10-10,158.33,161.325,157.33,160.74,279733.0
2022-10-11,160.69,162.48,157.69,161.26,347401.0
2022-10-12,161.53,162.34,158.82,160.33,299290.0
2022-10-13,156.68,162.29,155.09,161.15,269064.0
2022-10-14,163.94,164.88,156.34,156.63,261861.0
2022-10-15,163.94,164.88,156.34,156.63,261861.0
2022-10-16,163.94,164.88,156.34,156.63,261861.0
2022-10-17,160.68,164.51,160.44,161.9,328186.0
2022-10-18,165.36,166.96,161.87,164.11,282210.0
2022-10-19,160.43,160.43,155.56,156.3,442008.0
2022-10-20,155.71,158.6875,153.95,155.03,268180.0
2022-10-21,154.46,159.25,153.79,159.0,236194.0
2022-10-22,154.46,159.25,153.79,159.0,236194.0
2022-10-23,154.46,159.25,153.79,159.0,236194.0
2022-10-24,160.28,161.12,158.57,159.21,323166.0
2022-10-25,158.81,165.155,158.81,163.51,277504.0
2022-10-26,164.0,167.55,161.91,165.79,227036.0
2022-10-27,166.71,167.215,160.45,163.38,453741.0
2022-10-28,162.92,164.88,161.19,162.42,354707.0
2022-10-29,162.92,164.88,161.19,162.42,354707.0
2022-10-30,162.92,164.88,161.19,162.42,354707.0
2022-10-31,161.35,162.605,158.59,159.09,510883.0
2022-11-01,161.19,164.13,159.37,161.9,388282.0
2022-11-02,149.79,150.45,141.09,141.66,1455201.0
2022-11-03,139.44,140.05,135.35,138.33,845516.0
2022-11-04,141.19,144.39,139.46,141.76,676470.0
2022-11-05,141.19,144.39,139.46,141.76,676470.0
2022-11-06,141.19,144.39,139.46,141.76,676470.0
2022-11-07,143.68,147.24,143.365,146.88,339695.0
2022-11-08,146.46,149.41,144.89,148.31,296468.0
2022-11-09,147.1,147.72,143.715,145.98,356520.0
2022-11-10,153.95,165.55,153.81,161.59,632047.0
2022-11-11,163.29,169.04,162.81,165.28,378726.0
2022-11-12,163.29,169.04,162.81,165.28,378726.0
2022-11-13,163.29,169.04,162.81,165.28,378726.0
2022-11-14,163.04,163.82,159.69,159.86,346423.0
2022-11-15,163.18,164.58,160.38,160.69,470808.0
2022-11-16,158.55,166.2,158.55,161.02,589375.0
2022-11-17,157.16,158.68,153.97,155.53,281207.0
2022-11-18,158.24,159.23,153.67,155.92,255277.0
2022-11-19,158.24,159.23,153.67,155.92,255277.0
2022-11-20,158.24,159.23,153.67,155.92,255277.0
2022-11-21,154.74,159.2139,154.74,157.5,342812.0
2022-11-22,158.21,161.96,155.53,161.82,321475.0
2022-11-23,161.7,163.43,160.0111,162.52,274691.0
2022-11-24,161.7,163.43,160.0111,162.52,274691.0
2022-11-25,161.52,164.68,161.39,164.05,75664.0
2022-11-26,161.52,164.68,161.39,164.05,75664.0
2022-11-27,161.52,164.68,161.39,164.05,75664.0
2022-11-28,162.08,162.61,159.12,159.36,266525.0
2022-11-29,158.69,162.56,158.69,162.14,227496.0
2022-11-30,161.61,168.34,159.175,168.17,454012.0
2022-12-01,168.18,170.84,166.325,167.94,206202.0
2022-12-02,165.08,167.62,165.08,166.79,159742.0
2022-12-03,165.08,167.62,165.08,166.79,159742.0
2022-12-04,165.08,167.62,165.08,166.79,159742.0
2022-12-05,165.3,165.3,161.19,161.92,190715.0
2022-12-06,162.62,163.09,159.82,161.78,294764.0
2022-12-07,160.38,162.65,159.69,161.26,165867.0
2022-12-08,162.12,164.69,161.22,161.76,200124.0
2022-12-09,161.35,163.415,160.81,161.01,193418.0
2022-12-10,161.35,163.415,160.81,161.01,193418.0
2022-12-11,161.35,163.415,160.81,161.01,193418.0
2022-12-12,161.89,163.39,159.92,162.93,270341.0
2022-12-13,169.48,170.92,166.97,170.57,333678.0
2022-12-14,169.01,170.94,165.95,167.13,244923.0
2022-12-15,163.67,164.36,161.74,162.18,229362.0
2022-12-16,159.05,159.475,157.06,158.39,702625.0
2022-12-17,159.05,159.475,157.06,158.39,702625.0
2022-12-18,159.05,159.475,157.06,158.39,702625.0
2022-12-19,158.14,159.23,153.86,155.07,208813.0
2022-12-20,154.29,158.25,153.68,156.17,227581.0
2022-12-21,157.72,160.8,157.215,158.69,208493.0
2022-12-22,157.47,157.79,154.15,156.84,172717.0
2022-12-23,156.76,159.0,155.58,158.52,135927.0
2022-12-24,156.76,159.0,155.58,158.52,135927.0
2022-12-25,156.76,159.0,155.58,158.52,135927.0
2022-12-26,156.76,159.0,155.58,158.52,135927.0
2022-12-27,158.11,159.09,156.64,157.93,92880.0
2022-12-28,157.39,158.85,154.25,154.69,142946.0
2022-12-29,155.36,161.505,155.295,161.17,156646.0
2022-12-30,159.17,160.28,157.48,159.37,130621.0
2022-12-31,159.17,160.28,157.48,159.37,130621.0
2023-01-01,159.17,160.28,157.48,159.37,130621.0
2023-01-02,159.17,160.28,157.48,159.37,130621.0
2023-01-03,162.06,165.27,160.7201,162.5,200675.0
2023-01-04,164.84,166.69,163.05,165.21,152445.0
2023-01-05,163.28,163.28,160.0743,162.55,169580.0
2023-01-06,163.82,168.91,162.3,168.32,190283.0
2023-01-07,163.82,168.91,162.3,168.32,190283.0
2023-01-08,163.82,168.91,162.3,168.32,190283.0
2023-01-09,168.72,171.2,167.61,168.43,106663.0
2023-01-10,167.15,169.82,166.73,168.87,118100.0
2023-01-11,170.36,173.43,170.36,173.43,166948.0
2023-01-12,174.08,175.845,172.14,174.49,192953.0
2023-01-13,172.09,177.73,171.9,177.16,149589.0
2023-01-14,172.09,177.73,171.9,177.16,149589.0
2023-01-15,172.09,177.73,171.9,177.16,149589.0
2023-01-16,172.09,177.73,171.9,177.16,149589.0
2023-01-17,176.23,179.34,175.845,176.39,220883.0
2023-01-18,177.39,178.43,175.0,175.8,253071.0
2023-01-19,173.63,175.88,173.04,175.0,179523.0
2023-01-20,175.43,177.03,173.74,176.67,213610.0
2023-01-21,175.43,177.03,173.74,176.67,213610.0
2023-01-22,175.43,177.03,173.74,176.67,213610.0
2023-01-23,176.59,181.06,176.02,180.07,244025.0
2023-01-24,179.12,180.425,176.24,176.81,233011.0
2023-01-25,174.7,177.73,173.21,177.67,176728.0
2023-01-26,178.79,182.08,177.295,181.94,203026.0
2023-01-27,179.92,182.47,178.81,181.3,190105.0
2023-01-28,179.92,182.47,178.81,181.3,190105.0
2023-01-29,179.92,182.47,178.81,181.3,190105.0
2023-01-30,178.48,182.24,177.85,179.84,163046.0
2023-01-31,180.2,184.87,180.09,184.87,415700.0
2023-02-01,182.34,183.79,174.48,179.48,484810.0
2023-02-02,181.62,188.61,181.62,185.01,401004.0
2023-02-03,181.51,183.95,180.31,181.87,166104.0
2023-02-04,181.51,183.95,180.31,181.87,166104.0
2023-02-05,181.51,183.95,180.31,181.87,166104.0
2023-02-06,178.06,178.89,174.94,176.38,196280.0
2023-02-07,174.85,177.86,173.76,177.51,295665.0
2023-02-08,176.7,176.7,170.64,171.27,249614.0
2023-02-09,173.12,177.08,172.645,176.87,276452.0
2023-02-10,175.8,178.03,173.72,177.9,204060.0
2023-02-11,175.8,178.03,173.72,177.9,204060.0
2023-02-12,175.8,178.03,173.72,177.9,204060.0
2023-02-13,177.79,180.34,177.3215,180.3,185756.0
2023-02-14,179.1,182.625,178.17,181.03,198017.0
2023-02-15,178.35,181.82,178.35,181.56,199929.0
2023-02-16,177.17,179.8099,175.425,175.77,227938.0
2023-02-17,175.25,176.39,172.05,175.81,214428.0
2023-02-18,175.25,176.39,172.05,175.81,214428.0
2023-02-19,175.25,176.39,172.05,175.81,214428.0
2023-02-20,175.25,176.39,172.05,175.81,214428.0
2023-02-21,172.9,174.43,169.38,170.55,162875.0
2023-02-22,170.43,171.74,168.84,170.61,182997.0
2023-02-23,170.24,173.24,167.92,171.67,180068.0
2023-02-24,168.32,169.59,166.44,169.16,284016.0
2023-02-25,168.32,169.59,166.44,169.16,284016.0
2023-02-26,168.32,169.59,166.44,169.16,284016.0
2023-02-27,171.9,171.9,168.01,168.32,304919.0
2023-02-28,166.74,175.88,162.15,174.46,639065.0
2023-03-01,172.82,177.42,172.3,175.4,412948.0
2023-03-02,172.98,172.98,168.9,171.8,438831.0
2023-03-03,173.31,174.68,172.21,173.85,208828.0
2023-03-04,173.31,174.68,172.21,173.85,208828.0
2023-03-05,173.31,174.68,172.21,173.85,208828.0
2023-03-06,174.08,175.435,170.07,170.07,413620.0
2023-03-07,169.41,170.92,165.595,166.58,199398.0
2023-03-08,166.5,168.73,165.38,168.38,137516.0
2023-03-09,167.78,168.49,163.08,163.12,189552.0
2023-03-10,162.69,162.69,153.07,154.09,452104.0
2023-03-11,162.69,162.69,153.07,154.09,452104.0
2023-03-12,162.69,162.69,153.07,154.09,452104.0
2023-03-13,151.72,155.01,148.625,149.86,365014.0
2023-03-14,154.75,155.28,147.39,150.03,364995.0
2023-03-15,144.65,147.0,144.65,146.1,380631.0
2023-03-16,146.8,149.57,145.05,148.86,721749.0
2023-03-17,147.96,148.77,146.07,146.31,554040.0
2023-03-18,147.96,148.77,146.07,146.31,554040.0
2023-03-19,147.96,148.77,146.07,146.31,554040.0
2023-03-20,147.12,149.7,145.74,146.73,399641.0
2023-03-21,149.3,150.7,147.83,149.3,363498.0
2023-03-22,148.37,148.62,141.13,141.13,254356.0
2023-03-23,142.04,145.11,136.63,137.2,329754.0
2023-03-24,135.5,137.46,132.91,137.45,547304.0
2023-03-25,135.5,137.46,132.91,137.45,547304.0
2023-03-26,135.5,137.46,132.91,137.45,547304.0
2023-03-27,139.1,140.81,137.5,139.7,385722.0
2023-03-28,138.42,139.8014,137.03,138.28,222591.0
2023-03-29,140.69,141.23,139.11,140.68,225699.0
2023-03-30,142.94,143.78,140.43,141.22,232920.0
2023-03-31,142.43,145.83,142.13,145.49,276535.0
2023-04-01,142.43,145.83,142.13,145.49,276535.0
2023-04-02,142.43,145.83,142.13,145.49,276535.0
2023-04-03,145.07,146.2,143.675,145.33,427745.0
2023-04-04,146.04,146.04,140.4,140.7,330244.0
2023-04-05,139.69,140.0,136.91,138.22,442273.0
2023-04-06,138.31,139.06,137.06,138.14,251434.0
2023-04-07,138.31,139.06,137.06,138.14,251434.0
2023-04-08,138.31,139.06,137.06,138.14,251434.0
2023-04-09,138.31,139.06,137.06,138.14,251434.0
2023-04-10,135.78,136.79,134.0,135.9,289037.0
2023-04-11,136.55,138.74,135.77,137.09,295331.0
2023-04-12,139.44,139.44,134.72,134.9,175734.0
2023-04-13,135.39,136.26,134.05,135.52,235933.0
2023-04-14,136.11,137.29,132.48,134.03,284744.0
2023-04-15,136.11,137.29,132.48,134.03,284744.0
2023-04-16,136.11,137.29,132.48,134.03,284744.0
2023-04-17,133.55,138.76,133.145,138.72,308876.0
2023-04-18,139.37,140.1,135.77,137.05,246392.0
2023-04-19,135.86,138.38,135.38,137.38,190871.0
2023-04-20,135.82,136.99,133.7,135.16,358027.0
2023-04-21,135.82,136.18,132.28,132.78,215576.0
2023-04-22,135.82,136.18,132.28,132.78,215576.0
2023-04-23,135.82,136.18,132.28,132.78,215576.0
2023-04-24,131.92,132.09,128.7,129.49,511447.0
2023-04-25,127.68,128.21,124.735,128.13,386991.0
2023-04-26,128.27,129.65,126.085,127.27,413231.0
2023-04-27,129.92,138.44,128.16,136.21,804899.0
2023-04-28,136.5,141.455,136.5,139.04,652137.0
2023-04-29,136.5,141.455,136.5,139.04,652137.0
2023-04-30,136.5,141.455,136.5,139.04,652137.0
2023-05-01,138.09,141.25,138.04,138.82,401579.0
2023-05-02,137.6,138.33,131.29,136.29,733008.0
2023-05-03,137.45,138.3,133.85,134.44,414962.0
2023-05-04,128.58,134.74,123.0,133.5,926808.0
2023-05-05,135.84,137.51,133.2,135.52,543162.0
2023-05-06,135.84,137.51,133.2,135.52,543162.0
2023-05-07,135.84,137.51,133.2,135.52,543162.0
2023-05-08,135.28,136.025,131.36,131.71,441802.0
2023-05-09,129.82,132.92,127.5,132.39,496508.0
2023-05-10,134.82,137.5,132.97,136.98,513890.0
2023-05-11,135.25,137.46,134.31,136.8,349099.0
2023-05-12,137.71,138.14,135.64,137.11,668236.0
2023-05-13,137.71,138.14,135.64,137.11,668236.0
2023-05-14,137.71,138.14,135.64,137.11,668236.0
2023-05-15,138.11,139.97,137.395,138.47,449159.0
2023-05-16,137.62,138.7,137.02,137.7,648040.0
2023-05-17,138.82,141.835,137.77,141.61,439882.0
2023-05-18,141.49,147.15,140.985,146.34,533328.0
2023-05-19,147.91,147.91,142.79,144.07,453676.0
2023-05-20,147.91,147.91,142.79,144.07,453676.0
2023-05-21,147.91,147.91,142.79,144.07,453676.0
2023-05-22,144.31,147.08,143.79,146.08,236431.0
2023-05-23,145.91,148.07,141.3,141.33,294716.0
2023-05-24,139.93,140.745,137.76,139.25,262073.0
2023-05-25,139.23,141.89,137.52,141.38,329658.0
2023-05-26,141.65,144.29,140.11,144.23,323701.0
2023-05-27,141.65,144.29,140.11,144.23,323701.0
2023-05-28,141.65,144.29,140.11,144.23,323701.0
2023-05-29,141.65,144.29,140.11,144.23,323701.0
2023-05-30,145.8,145.8,141.94,142.43,164712.0
2023-05-31,141.44,142.405,139.25,140.34,389541.0
2023-06-01,140.34,142.465,138.66,141.97,372947.0
2023-06-02,145.05,149.49,144.79,147.94,317395.0
2023-06-03,145.05,149.49,144.79,147.94,317395.0
2023-06-04,145.05,149.49,144.79,147.94,317395.0
2023-06-05,146.96,147.285,141.29,144.0,243645.0
2023-06-06,144.89,149.09,143.55,148.91,233063.0
2023-06-07,150.3,155.27,149.685,154.61,340877.0
2023-06-08,153.42,153.66,148.02,151.46,231503.0
2023-06-09,152.04,153.01,150.765,152.44,168089.0
2023-06-10,152.04,153.01,150.765,152.44,168089.0
2023-06-11,152.04,153.01,150.765,152.44,168089.0
2023-06-12,151.93,152.44,149.8,151.5,180027.0
2023-06-13,151.92,153.51,151.47,152.66,165370.0
2023-06-14,153.65,155.35,149.81,151.11,232335.0
2023-06-15,149.75,151.32,148.2,151.3,218051.0
2023-06-16,152.07,152.615,149.72,151.02,487517.0
2023-06-17,152.07,152.615,149.72,151.02,487517.0
2023-06-18,152.07,152.615,149.72,151.02,487517.0
2023-06-19,152.07,152.615,149.72,151.02,487517.0
2023-06-20,149.67,149.67,147.37,148.0,248068.0
2023-06-21,146.51,147.81,145.6,147.49,305354.0
2023-06-22,146.39,149.3987,145.01,148.3,328239.0
2023-06-23,146.41,146.58,143.07,146.03,682907.0
2023-06-24,146.41,146.58,143.07,146.03,682907.0
2023-06-25,146.41,146.58,143.07,146.03,682907.0
2023-06-26,146.98,152.11,146.98,149.34,289520.0
2023-06-27,149.89,153.72,148.95,152.01,274704.0
2023-06-28,151.1,152.515,149.29,152.07,255851.0
2023-06-29,150.95,155.555,150.95,155.32,261190.0
2023-06-30,156.95,157.14,154.2,155.8,528411.0
2023-07-01,156.95,157.14,154.2,155.8,528411.0
2023-07-02,156.95,157.14,154.2,155.8,528411.0
2023-07-03,155.34,158.68,153.985,155.46,197058.0
2023-07-04,155.34,158.68,153.985,155.46,197058.0
2023-07-05,154.04,157.0,152.58,156.15,299355.0
2023-07-06,153.63,154.42,151.64,153.17,254953.0
2023-07-07,152.74,157.04,152.74,156.28,418872.0
2023-07-08,152.74,157.04,152.74,156.28,418872.0
2023-07-09,152.74,157.04,152.74,156.28,418872.0
2023-07-10,155.3,160.71,155.3,160.51,326934.0
2023-07-11,161.98,164.79,161.845,163.2,423448.0
2023-07-12,167.36,168.515,164.82,165.66,289020.0
2023-07-13,166.51,170.67,166.51,170.56,360706.0
2023-07-14,170.33,171.04,165.885,166.83,235623.0
2023-07-15,170.33,171.04,165.885,166.83,235623.0
2023-07-16,170.33,171.04,165.885,166.83,235623.0
2023-07-17,166.6,168.86,165.21,168.66,168183.0
2023-07-18,168.96,172.105,168.96,171.39,214720.0
2023-07-19,172.95,173.38,170.18,171.49,252371.0
2023-07-20,172.66,172.66,168.535,169.45,223349.0
2023-07-21,170.25,170.25,167.16,169.56,242030.0
2023-07-22,170.25,170.25,167.16,169.56,242030.0
2023-07-23,170.25,170.25,167.16,169.56,242030.0
2023-07-24,170.64,172.24,168.13,168.32,205041.0
2023-07-25,166.71,170.02,166.71,169.31,294534.0
2023-07-26,169.23,172.13,167.865,171.53,231242.0
2023-07-27,172.62,172.62,162.89,164.5,336419.0
2023-07-28,166.99,168.65,164.4,165.71,332816.0
2023-07-29,166.99,168.65,164.4,165.71,332816.0
2023-07-30,166.99,168.65,164.4,165.71,332816.0
2023-07-31,165.37,168.69,165.37,166.55,301158.0
2023-08-01,165.04,166.37,162.27,165.6,570836.0
2023-08-02,163.19,166.5,161.3501,165.51,343590.0
2023-08-03,162.83,167.06,159.06,164.32,554290.0
2023-08-04,162.53,169.59,162.53,168.35,305356.0
2023-08-05,162.53,169.59,162.53,168.35,305356.0
2023-08-06,162.53,169.59,162.53,168.35,305356.0
2023-08-07,168.48,174.21,168.48,173.86,326460.0
2023-08-08,171.51,176.0499,170.52,175.05,360734.0
2023-08-09,175.22,175.22,171.77,172.1,186889.0
2023-08-10,173.93,176.86,173.77,174.09,409954.0
2023-08-11,172.38,175.56,172.38,174.42,238118.0
2023-08-12,172.38,175.56,172.38,174.42,238118.0
2023-08-13,172.38,175.56,172.38,174.42,238118.0
2023-08-14,173.01,173.97,171.21,171.6,151298.0
2023-08-15,169.27,169.77,166.605,167.19,214705.0
2023-08-16,166.32,168.2,164.59,164.69,146858.0
2023-08-17,164.95,165.35,162.05,163.27,177952.0
2023-08-18,161.2,163.84,160.94,163.18,199759.0
2023-08-19,161.2,163.84,160.94,163.18,199759.0
2023-08-20,161.2,163.84,160.94,163.18,199759.0
2023-08-21,163.18,163.45,159.02,161.77,147868.0
2023-08-22,162.77,163.33,161.37,161.45,138817.0
2023-08-23,162.27,165.98,162.0,165.76,143564.0
2023-08-24,165.93,168.38,165.93,167.49,174166.0
2023-08-25,168.68,169.09,162.51,163.17,310072.0
2023-08-26,168.68,169.09,162.51,163.17,310072.0
2023-08-27,168.68,169.09,162.51,163.17,310072.0
2023-08-28,164.92,169.9893,164.92,169.75,199360.0
2023-08-29,170.0,175.0,168.995,174.65,196462.0
2023-08-30,174.39,174.78,171.58,172.35,170510.0
2023-08-31,172.77,176.64,171.63,172.8,281919.0
2023-09-01,174.59,176.7623,173.63,175.73,221039.0
2023-09-02,174.59,176.7623,173.63,175.73,221039.0
2023-09-03,174.59,176.7623,173.63,175.73,221039.0
2023-09-04,174.59,176.7623,173.63,175.73,221039.0
2023-09-05,173.17,175.29,171.9201,172.25,191490.0
2023-09-06,173.0,174.9,169.23,170.28,233578.0
2023-09-07,169.32,170.425,165.85,165.96,522133.0
2023-09-08,166.31,168.84,165.655,168.35,160217.0
2023-09-09,166.31,168.84,165.655,168.35,160217.0
2023-09-10,166.31,168.84,165.655,168.35,160217.0
2023-09-11,169.61,172.385,168.555,168.62,249858.0
2023-09-12,167.66,170.88,166.67,168.66,219160.0
2023-09-13,169.13,169.24,151.99,156.02,574051.0
2023-09-14,158.06,159.025,154.4,156.3,573837.0
2023-09-15,154.2,156.9,153.12,154.24,681722.0
2023-09-16,154.2,156.9,153.12,154.24,681722.0
2023-09-17,154.2,156.9,153.12,154.24,681722.0
2023-09-18,153.77,157.65,153.355,155.82,221755.0
2023-09-19,156.28,157.72,153.435,154.18,299812.0
2023-09-20,156.21,157.35,151.38,151.69,445247.0
2023-09-21,150.73,151.27,145.14,145.8,466312.0
2023-09-22,146.43,146.92,142.91,143.27,610801.0
2023-09-23,146.43,146.92,142.91,143.27,610801.0
2023-09-24,146.43,146.92,142.91,143.27,610801.0
2023-09-25,142.68,144.65,142.68,143.29,569140.0
2023-09-26,141.4,143.31,140.751,141.0,406370.0
2023-09-27,141.62,143.09,138.4,139.12,509148.0
2023-09-28,139.59,141.18,138.4309,140.28,321551.0
2023-09-29,142.48,143.98,140.81,141.18,477311.0
2023-09-30,142.48,143.98,140.81,141.18,477311.0
2023-10-01,142.48,143.98,140.81,141.18,477311.0
2023-10-02,138.76,138.76,135.57,138.25,607097.0
2023-10-03,136.45,137.42,132.815,133.57,515417.0
2023-10-04,133.67,133.67,130.025,132.65,638469.0
2023-10-05,131.87,135.26,131.81,134.38,457280.0
2023-10-06,133.38,137.94,132.63,135.41,424209.0
2023-10-07,133.38,137.94,132.63,135.41,424209.0
2023-10-08,133.38,137.94,132.63,135.41,424209.0
2023-10-09,133.76,135.26,133.04,135.2,337983.0
2023-10-10,135.61,137.68,134.87,136.6,379608.0
2023-10-11,137.73,139.5899,137.69,139.09,199996.0
2023-10-12,139.02,139.02,133.43,133.82,314735.0
2023-10-13,134.82,134.82,130.14,130.9,267017.0
2023-10-14,134.82,134.82,130.14,130.9,267017.0
2023-10-15,134.82,134.82,130.14,130.9,267017.0
2023-10-16,132.79,133.415,131.43,132.6,260504.0
2023-10-17,130.91,135.0,130.91,133.13,341160.0
2023-10-18,131.2,132.1,129.03,130.41,464072.0
2023-10-19,129.73,132.88,129.18,129.91,573105.0
2023-10-20,130.26,130.26,125.95,126.5,542137.0
2023-10-21,130.26,130.26,125.95,126.5,542137.0
2023-10-22,130.26,130.26,125.95,126.5,542137.0
2023-10-23,125.57,127.4,124.338,124.65,290511.0
2023-10-24,125.11,127.87,124.83,125.05,346287.0
2023-10-25,123.51,123.66,119.46,121.97,522247.0
2023-10-26,123.17,126.38,121.83,124.29,551178.0
2023-10-27,124.19,124.545,120.755,123.28,765272.0
2023-10-28,124.19,124.545,120.755,123.28,765272.0
2023-10-29,124.19,124.545,120.755,123.28,765272.0
2023-10-30,124.94,126.96,123.17,124.95,280951.0
2023-10-31,125.85,128.78,125.64,127.92,364572.0
2023-11-01,127.44,130.955,126.26,130.39,618284.0
2023-11-02,141.23,143.68,129.57,139.53,835789.0
2023-11-03,143.55,153.14,143.55,151.07,755190.0
2023-11-04,143.55,153.14,143.55,151.07,755190.0
2023-11-05,143.55,153.14,143.55,151.07,755190.0
2023-11-06,150.06,151.01,146.83,148.03,314840.0
2023-11-07,147.07,147.07,144.15,144.97,276004.0
2023-11-08,145.1,146.1,143.55,143.77,308040.0
2023-11-09,144.83,144.83,137.715,138.35,248528.0
2023-11-10,138.63,140.76,137.31,140.23,257072.0
2023-11-11,138.63,140.76,137.31,140.23,257072.0
2023-11-12,138.63,140.76,137.31,140.23,257072.0
2023-11-13,138.75,141.21,136.83,140.69,163979.0
2023-11-14,146.34,156.2,146.34,151.08,399255.0
2023-11-15,150.39,155.72,150.39,154.51,450277.0
2023-11-16,153.87,155.68,152.94,153.86,198422.0
2023-11-17,155.39,155.39,152.28,154.19,188304.0
2023-11-18,155.39,155.39,152.28,154.19,188304.0
2023-11-19,155.39,155.39,152.28,154.19,188304.0
2023-11-20,154.56,155.25,152.32,154.77,169761.0
2023-11-21,153.25,154.94,152.62,153.46,165609.0
2023-11-22,155.5,156.31,154.3,155.24,152025.0
2023-11-23,155.5,156.31,154.3,155.24,152025.0
2023-11-24,154.59,156.88,153.93,156.48,60653.0
2023-11-25,154.59,156.88,153.93,156.48,60653.0
2023-11-26,154.59,156.88,153.93,156.48,60653.0
2023-11-27,155.04,156.09,154.83,155.31,200253.0
2023-11-28,154.49,156.11,153.255,155.5,232337.0
2023-11-29,157.21,159.665,155.785,156.73,220970.0
2023-11-30,156.9,156.9,154.43,155.52,262657.0
2023-12-01,155.61,161.45,155.61,160.97,229022.0
2023-12-02,155.61,161.45,155.61,160.97,229022.0
2023-12-03,155.61,161.45,155.61,160.97,229022.0
2023-12-04,159.56,162.98,159.56,162.5,284702.0
2023-12-05,161.05,163.16,159.52,161.7,288164.0
2023-12-06,163.45,166.18,162.67,163.51,242143.0
2023-12-07,163.85,165.59,162.935,164.81,125389.0
2023-12-08,164.98,166.815,163.22,166.59,160474.0
2023-12-09,164.98,166.815,163.22,166.59,160474.0
2023-12-10,164.98,166.815,163.22,166.59,160474.0
2023-12-11,165.86,169.39,165.0,167.67,204290.0
2023-12-12,167.97,168.44,164.2,164.24,232005.0
2023-12-13,164.32,175.33,163.47,174.29,279405.0
2023-12-14,178.63,188.02,178.63,184.38,584725.0
2023-12-15,184.07,186.645,181.925,183.6,918685.0
2023-12-16,184.07,186.645,181.925,183.6,918685.0
2023-12-17,184.07,186.645,181.925,183.6,918685.0
2023-12-18,186.44,186.44,181.6,182.91,253596.0
2023-12-19,185.1,186.25,181.61,182.79,216464.0
2023-12-20,182.66,186.28,179.76,180.16,295321.0
2023-12-21,182.61,184.67,181.7,184.36,148268.0
2023-12-22,184.81,185.9,183.11,184.69,158309.0
2023-12-23,184.81,185.9,183.11,184.69,158309.0
2023-12-24,184.81,185.9,183.11,184.69,158309.0
2023-12-25,184.81,185.9,183.11,184.69,158309.0
2023-12-26,185.24,187.14,184.88,185.16,156599.0
2023-12-27,185.65,190.51,185.55,189.82,290299.0
2023-12-28,189.37,191.21,188.15,189.98,276309.0
2023-12-29,188.95,189.905,187.55,188.87,228079.0
2023-12-30,188.95,189.905,187.55,188.87,228079.0
2023-12-31,188.95,189.905,187.55,188.87,228079.0
2024-01-01,188.95,189.905,187.55,188.87,228079.0
2024-01-02,186.46,189.0,185.34,186.9,384786.0
2024-01-03,182.56,184.08,179.39,181.0,263319.0
2024-01-04,179.77,182.39,177.65,178.39,260965.0
2024-01-05,176.4,181.51,176.15,179.45,631808.0
2024-01-06,176.4,181.51,176.15,179.45,631808.0
2024-01-07,176.4,181.51,176.15,179.45,631808.0
2024-01-08,179.35,181.94,178.98,181.45,248626.0
2024-01-09,178.82,180.03,177.31,179.08,142262.0
2024-01-10,178.89,179.8,177.54,178.5,188839.0
2024-01-11,177.23,177.79,173.77,173.98,325228.0
2024-01-12,176.13,176.24,172.41,173.68,217809.0
2024-01-13,176.13,176.24,172.41,173.68,217809.0
2024-01-14,176.13,176.24,172.41,173.68,217809.0
2024-01-15,176.13,176.24,172.41,173.68,217809.0
2024-01-16,170.49,171.54,168.79,171.49,471993.0
2024-01-17,168.29,170.6,167.11,168.7,221633.0
2024-01-18,169.97,172.11,168.14,171.0,191800.0
2024-01-19,170.83,174.17,168.1301,173.51,152036.0
2024-01-20,170.83,174.17,168.1301,173.51,152036.0
2024-01-21,170.83,174.17,168.1301,173.51,152036.0
2024-01-22,174.51,177.96,174.51,175.99,196625.0
2024-01-23,178.45,179.32,174.25,174.72,224406.0
2024-01-24,176.83,177.59,172.49,172.61,132340.0
2024-01-25,175.48,176.36,173.98,175.72,172614.0
2024-01-26,176.67,177.74,176.03,176.39,184317.0
2024-01-27,176.67,177.74,176.03,176.39,184317.0
