,DISH US Equity,DISH US Equity,DISH US Equity,DISH US Equity,DISH US Equity
2022-08-15,19.9,20.35,19.66,20.22,2061440.0
2022-08-16,20.03,20.22,19.33,19.47,3716200.0
2022-08-17,19.13,19.2,18.26,18.33,3776687.0
2022-08-18,18.33,18.47,17.955,18.45,3222591.0
2022-08-19,18.18,18.455,17.855,18.39,3943483.0
2022-08-20,18.18,18.455,17.855,18.39,3943483.0
2022-08-21,18.18,18.455,17.855,18.39,3943483.0
2022-08-22,18.29,18.33,17.36,17.46,3702942.0
2022-08-23,17.7,17.89,17.32,17.4,2702290.0
2022-08-24,17.56,17.74,17.43,17.5,2732497.0
2022-08-25,17.7,18.765,17.6,18.56,3698824.0
2022-08-26,18.57,18.9,17.6,17.61,3076916.0
2022-08-27,18.57,18.9,17.6,17.61,3076916.0
2022-08-28,18.57,18.9,17.6,17.61,3076916.0
2022-08-29,17.48,17.74,17.26,17.32,2108990.0
2022-08-30,17.48,17.64,16.93,17.15,2878988.0
2022-08-31,17.32,17.48,17.075,17.35,3551843.0
2022-09-01,17.39,17.87,17.105,17.81,4039222.0
2022-09-02,18.01,18.14,16.78,17.01,4258337.0
2022-09-03,18.01,18.14,16.78,17.01,4258337.0
2022-09-04,18.01,18.14,16.78,17.01,4258337.0
2022-09-05,18.01,18.14,16.78,17.01,4258337.0
2022-09-06,17.05,17.08,16.47,16.66,3934951.0
2022-09-07,16.63,17.79,16.56,17.68,4614753.0
2022-09-08,17.42,17.81,16.94,17.8,3095269.0
2022-09-09,18.07,19.38,18.07,19.33,4837072.0
2022-09-10,18.07,19.38,18.07,19.33,4837072.0
2022-09-11,18.07,19.38,18.07,19.33,4837072.0
2022-09-12,19.57,19.885,19.49,19.61,3610699.0
2022-09-13,18.78,19.07,18.3,18.33,3368243.0
2022-09-14,18.37,18.42,16.9925,17.18,5805894.0
2022-09-15,17.06,18.065,17.06,17.29,3805131.0
2022-09-16,17.03,17.475,16.77,17.29,6524978.0
2022-09-17,17.03,17.475,16.77,17.29,6524978.0
2022-09-18,17.03,17.475,16.77,17.29,6524978.0
2022-09-19,17.07,17.29,16.555,17.03,3751614.0
2022-09-20,16.73,16.81,16.12,16.16,3980948.0
2022-09-21,16.26,16.75,15.98,16.01,4258994.0
2022-09-22,15.91,16.0,15.405,15.67,4291310.0
2022-09-23,15.39,15.56,14.875,15.2,4692247.0
2022-09-24,15.39,15.56,14.875,15.2,4692247.0
2022-09-25,15.39,15.56,14.875,15.2,4692247.0
2022-09-26,15.04,15.49,14.24,14.27,5313736.0
2022-09-27,14.49,14.87,13.94,14.13,5524955.0
2022-09-28,14.16,15.07,14.16,14.82,4181629.0
2022-09-29,14.51,14.57,14.0,14.14,5127262.0
2022-09-30,14.18,14.47,13.81,13.83,4709186.0
2022-10-01,14.18,14.47,13.81,13.83,4709186.0
2022-10-02,14.18,14.47,13.81,13.83,4709186.0
2022-10-03,14.14,14.89,13.89,14.79,3454771.0
2022-10-04,15.13,15.675,15.125,15.4,4867236.0
2022-10-05,14.94,15.1698,14.5,15.04,4619628.0
2022-10-06,15.01,15.2993,14.7,14.89,3216176.0
2022-10-07,14.64,14.75,13.99,14.06,5166561.0
2022-10-08,14.64,14.75,13.99,14.06,5166561.0
2022-10-09,14.64,14.75,13.99,14.06,5166561.0
2022-10-10,14.14,14.42,13.93,14.12,4021924.0
2022-10-11,13.99,14.1,13.205,13.51,6370176.0
2022-10-12,13.43,13.5898,13.065,13.32,5460962.0
2022-10-13,12.97,13.51,12.55,13.44,10983797.0
2022-10-14,13.66,13.84,12.89,12.96,7173835.0
2022-10-15,13.66,13.84,12.89,12.96,7173835.0
2022-10-16,13.66,13.84,12.89,12.96,7173835.0
2022-10-17,13.29,14.15,13.29,13.91,6815074.0
2022-10-18,14.3,14.65,13.8909,14.15,3533421.0
2022-10-19,14.13,14.32,13.57,13.75,2753866.0
2022-10-20,13.81,14.24,13.76,13.93,2670134.0
2022-10-21,13.79,14.125,13.565,14.1,5185446.0
2022-10-22,13.79,14.125,13.565,14.1,5185446.0
2022-10-23,13.79,14.125,13.565,14.1,5185446.0
2022-10-24,14.17,14.38,13.93,14.07,3144855.0
2022-10-25,14.09,15.08,14.09,14.95,3875637.0
2022-10-26,14.87,15.635,14.8691,15.09,3547976.0
2022-10-27,15.37,15.55,15.15,15.19,2761929.0
2022-10-28,15.25,15.475,14.91,15.4,3395026.0
2022-10-29,15.25,15.475,14.91,15.4,3395026.0
2022-10-30,15.25,15.475,14.91,15.4,3395026.0
2022-10-31,15.31,15.36,14.88,14.91,4557486.0
2022-11-01,15.33,15.57,14.955,15.06,4125264.0
2022-11-02,14.89,15.82,14.28,14.55,4806069.0
2022-11-03,14.14,14.41,13.4601,13.72,7133067.0
2022-11-04,13.84,13.99,13.08,13.35,7202013.0
2022-11-05,13.84,13.99,13.08,13.35,7202013.0
2022-11-06,13.84,13.99,13.08,13.35,7202013.0
2022-11-07,13.41,14.73,13.41,14.67,8337099.0
2022-11-08,14.77,15.905,14.69,15.34,6800431.0
2022-11-09,15.05,15.07,14.1,14.15,4417294.0
2022-11-10,15.04,16.12,15.006,16.06,6537073.0
2022-11-11,16.1,17.16,15.9,17.0,4484467.0
2022-11-12,16.1,17.16,15.9,17.0,4484467.0
2022-11-13,16.1,17.16,15.9,17.0,4484467.0
2022-11-14,16.72,16.83,16.4,16.49,4226618.0
2022-11-15,16.97,17.49,15.92,16.04,4950984.0
2022-11-16,16.0,16.0899,15.5,15.72,2556982.0
2022-11-17,15.21,15.41,14.94,15.39,3202205.0
2022-11-18,15.68,15.73,15.18,15.23,2657822.0
2022-11-19,15.68,15.73,15.18,15.23,2657822.0
2022-11-20,15.68,15.73,15.18,15.23,2657822.0
2022-11-21,15.32,15.33,14.61,14.85,2567836.0
2022-11-22,14.87,15.52,14.64,15.48,2789801.0
2022-11-23,15.45,15.94,15.37,15.89,2279346.0
2022-11-24,15.45,15.94,15.37,15.89,2279346.0
2022-11-25,15.85,16.095,15.82,16.0,1020578.0
2022-11-26,15.85,16.095,15.82,16.0,1020578.0
2022-11-27,15.85,16.095,15.82,16.0,1020578.0
2022-11-28,15.65,15.93,15.51,15.58,2387461.0
2022-11-29,15.64,15.83,15.45,15.68,1947783.0
2022-11-30,15.67,16.13,15.37,16.05,4636688.0
2022-12-01,16.01,16.3,15.56,15.59,3376898.0
2022-12-02,15.26,15.75,15.19,15.56,3045845.0
2022-12-03,15.26,15.75,15.19,15.56,3045845.0
2022-12-04,15.26,15.75,15.19,15.56,3045845.0
2022-12-05,15.34,15.495,14.365,14.47,3709079.0
2022-12-06,14.43,14.47,13.945,14.45,4013278.0
2022-12-07,14.3,14.82,14.065,14.45,3020430.0
2022-12-08,14.52,14.88,14.4,14.62,2412613.0
2022-12-09,14.52,14.96,14.35,14.74,2506657.0
2022-12-10,14.52,14.96,14.35,14.74,2506657.0
2022-12-11,14.52,14.96,14.35,14.74,2506657.0
2022-12-12,14.69,15.45,14.66,15.4,4545746.0
2022-12-13,16.245,16.45,15.81,16.15,9677143.0
2022-12-14,15.47,16.44,15.47,15.74,4931441.0
2022-12-15,15.3,15.68,14.835,14.86,4903724.0
2022-12-16,14.69,14.81,14.07,14.41,20858423.0
2022-12-17,14.69,14.81,14.07,14.41,20858423.0
2022-12-18,14.69,14.81,14.07,14.41,20858423.0
2022-12-19,14.43,14.43,13.69,13.87,5775562.0
2022-12-20,13.73,14.19,13.67,13.82,3821310.0
2022-12-21,13.98,14.195,13.605,13.92,4832150.0
2022-12-22,13.7,14.18,13.3,14.14,6245827.0
2022-12-23,14.1,14.47,13.9301,14.46,2561572.0
2022-12-24,14.1,14.47,13.9301,14.46,2561572.0
2022-12-25,14.1,14.47,13.9301,14.46,2561572.0
2022-12-26,14.1,14.47,13.9301,14.46,2561572.0
2022-12-27,14.38,14.43,14.06,14.2,2244504.0
2022-12-28,14.17,14.34,13.49,13.5,3140476.0
2022-12-29,13.69,14.2,13.593,14.12,3348747.0
2022-12-30,14.08,14.09,13.78,14.04,2984311.0
2022-12-31,14.08,14.09,13.78,14.04,2984311.0
2023-01-01,14.08,14.09,13.78,14.04,2984311.0
2023-01-02,14.08,14.09,13.78,14.04,2984311.0
2023-01-03,14.3,14.68,13.92,14.1,4273448.0
2023-01-04,14.42,14.87,14.23,14.82,5727232.0
2023-01-05,14.73,15.045,14.43,15.02,3275700.0
2023-01-06,15.2,15.685,14.84,15.64,4600673.0
2023-01-07,15.2,15.685,14.84,15.64,4600673.0
2023-01-08,15.2,15.685,14.84,15.64,4600673.0
2023-01-09,15.63,15.98,15.34,15.82,3435466.0
2023-01-10,15.54,15.65,14.6,14.83,8553944.0
2023-01-11,14.86,15.075,14.6,15.05,3743824.0
2023-01-12,15.15,15.355,14.73,15.06,4906695.0
2023-01-13,14.81,14.88,14.445,14.49,4515524.0
2023-01-14,14.81,14.88,14.445,14.49,4515524.0
2023-01-15,14.81,14.88,14.445,14.49,4515524.0
2023-01-16,14.81,14.88,14.445,14.49,4515524.0
2023-01-17,14.47,14.58,14.15,14.5,4298383.0
2023-01-18,14.57,14.72,13.94,13.94,4070424.0
2023-01-19,13.7,13.93,13.18,13.21,5493698.0
2023-01-20,13.31,13.97,13.18,13.9,5716959.0
2023-01-21,13.31,13.97,13.18,13.9,5716959.0
2023-01-22,13.31,13.97,13.18,13.9,5716959.0
2023-01-23,14.0,14.63,13.96,14.56,5267674.0
2023-01-24,14.4,14.66,14.265,14.28,2992836.0
2023-01-25,14.02,14.74,13.97,14.68,3899200.0
2023-01-26,14.81,14.91,14.335,14.41,5292540.0
2023-01-27,14.27,14.6012,14.18,14.4,5227336.0
2023-01-28,14.27,14.6012,14.18,14.4,5227336.0
2023-01-29,14.27,14.6012,14.18,14.4,5227336.0
2023-01-30,14.2,14.43,13.94,13.96,3479480.0
2023-01-31,13.98,14.4,13.91,14.39,2387608.0
2023-02-01,14.36,15.0394,14.25,14.93,4800085.0
2023-02-02,15.31,15.96,15.175,15.6,6389082.0
2023-02-03,15.1301,15.63,15.03,15.08,2989091.0
2023-02-04,15.1301,15.63,15.03,15.08,2989091.0
2023-02-05,15.1301,15.63,15.03,15.08,2989091.0
2023-02-06,14.77,14.88,14.44,14.66,3671291.0
2023-02-07,14.56,14.69,14.185,14.56,3460527.0
2023-02-08,14.46,14.47,13.91,13.93,3678599.0
2023-02-09,14.115,14.27,13.325,13.46,4401132.0
2023-02-10,13.35,13.695,13.27,13.67,3003524.0
2023-02-11,13.35,13.695,13.27,13.67,3003524.0
2023-02-12,13.35,13.695,13.27,13.67,3003524.0
2023-02-13,13.69,13.99,13.55,13.93,3342340.0
2023-02-14,13.85,14.12,13.5945,14.02,2784256.0
2023-02-15,13.89,14.42,13.85,14.41,3135265.0
2023-02-16,14.1,14.4775,13.96,14.1,2168026.0
2023-02-17,13.99,14.17,13.71,14.15,3474668.0
2023-02-18,13.99,14.17,13.71,14.15,3474668.0
2023-02-19,13.99,14.17,13.71,14.15,3474668.0
2023-02-20,13.99,14.17,13.71,14.15,3474668.0
2023-02-21,13.865,13.96,12.91,12.93,9118177.0
2023-02-22,12.9,13.195,12.86,13.08,6387211.0
2023-02-23,13.43,14.34,13.24,13.76,8328106.0
2023-02-24,13.43,13.51,13.11,13.27,5280043.0
2023-02-25,13.43,13.51,13.11,13.27,5280043.0
2023-02-26,13.43,13.51,13.11,13.27,5280043.0
2023-02-27,13.41,13.45,12.17,12.2,9073531.0
2023-02-28,11.56,11.81,11.08,11.41,15123582.0
2023-03-01,11.36,11.41,11.06,11.18,9383467.0
2023-03-02,11.02,11.125,10.64,10.98,12388838.0
2023-03-03,11.05,11.5,11.03,11.23,6881807.0
2023-03-04,11.05,11.5,11.03,11.23,6881807.0
2023-03-05,11.05,11.5,11.03,11.23,6881807.0
2023-03-06,11.35,11.43,10.76,10.9,7989961.0
2023-03-07,11.46,11.95,11.295,11.34,11515489.0
2023-03-08,11.43,11.55,11.105,11.2,7126288.0
2023-03-09,11.32,11.77,11.26,11.29,7274497.0
2023-03-10,11.18,11.18,10.32,10.53,9482948.0
2023-03-11,11.18,11.18,10.32,10.53,9482948.0
2023-03-12,11.18,11.18,10.32,10.53,9482948.0
2023-03-13,10.195,10.515,9.97,10.28,7433707.0
2023-03-14,10.5,10.77,9.83,10.0,8220796.0
2023-03-15,9.7,9.93,9.3911,9.88,9922981.0
2023-03-16,9.75,9.835,9.41,9.53,9205268.0
2023-03-17,9.38,9.38,8.975,9.1,13403569.0
2023-03-18,9.38,9.38,8.975,9.1,13403569.0
2023-03-19,9.38,9.38,8.975,9.1,13403569.0
2023-03-20,9.18,9.35,8.865,8.99,8779849.0
2023-03-21,9.19,9.69,9.18,9.58,9322591.0
2023-03-22,9.62,9.66,9.01,9.03,6351742.0
2023-03-23,9.05,9.1857,8.69,8.84,7063168.0
2023-03-24,8.65,8.76,8.43,8.75,9985480.0
2023-03-25,8.65,8.76,8.43,8.75,9985480.0
2023-03-26,8.65,8.76,8.43,8.75,9985480.0
2023-03-27,8.54,8.78,8.515,8.6,9804677.0
2023-03-28,8.62,8.9096,8.61,8.68,9540855.0
2023-03-29,8.83,9.2,8.73,9.1,8785254.0
2023-03-30,9.3,9.34,8.93,9.01,8082611.0
2023-03-31,9.03,9.38,8.94,9.33,6515664.0
2023-04-01,9.03,9.38,8.94,9.33,6515664.0
2023-04-02,9.03,9.38,8.94,9.33,6515664.0
2023-04-03,9.37,9.45,8.91,9.05,6775417.0
2023-04-04,9.13,9.15,8.515,8.65,12700004.0
2023-04-05,8.58,8.65,8.305,8.53,6441917.0
2023-04-06,8.54,9.2,8.46,8.77,9194015.0
2023-04-07,8.54,9.2,8.46,8.77,9194015.0
2023-04-08,8.54,9.2,8.46,8.77,9194015.0
2023-04-09,8.54,9.2,8.46,8.77,9194015.0
2023-04-10,8.71,8.92,8.63,8.86,5458358.0
2023-04-11,8.88,9.075,8.86,8.92,6081441.0
2023-04-12,9.045,9.06,8.02,8.08,11436299.0
2023-04-13,8.13,8.57,8.06,8.34,8510460.0
2023-04-14,8.28,8.335,7.72,7.84,9037074.0
2023-04-15,8.28,8.335,7.72,7.84,9037074.0
2023-04-16,8.28,8.335,7.72,7.84,9037074.0
2023-04-17,7.87,8.21,7.67,8.16,7472298.0
2023-04-18,8.15,8.2,7.74,7.78,7161055.0
2023-04-19,7.76,7.9494,7.64,7.83,9002086.0
2023-04-20,7.66,7.69,7.495,7.53,8165196.0
2023-04-21,7.49,7.64,7.42,7.58,6948096.0
2023-04-22,7.49,7.64,7.42,7.58,6948096.0
2023-04-23,7.49,7.64,7.42,7.58,6948096.0
2023-04-24,7.59,7.73,7.43,7.49,6323730.0
2023-04-25,7.475,7.51,6.97,6.98,10747261.0
2023-04-26,7.15,7.29,6.91,6.95,6941692.0
2023-04-27,7.06,7.39,6.9899,7.32,7326354.0
2023-04-28,7.27,7.615,7.15,7.51,7046937.0
2023-04-29,7.27,7.615,7.15,7.51,7046937.0
2023-04-30,7.27,7.615,7.15,7.51,7046937.0
2023-05-01,7.47,7.575,7.3613,7.41,7547641.0
2023-05-02,7.25,7.2709,6.8359,7.04,9335116.0
2023-05-03,7.01,7.305,6.94,6.99,9876638.0
2023-05-04,6.9,7.0,6.58,6.65,11340830.0
2023-05-05,6.84,7.225,6.72,7.12,13968261.0
2023-05-06,6.84,7.225,6.72,7.12,13968261.0
2023-05-07,6.84,7.225,6.72,7.12,13968261.0
2023-05-08,7.0,7.58,6.9,7.27,16187195.0
2023-05-09,7.23,7.23,6.385,6.46,19641373.0
2023-05-10,6.55,6.55,6.1,6.285,13915542.0
2023-05-11,6.21,6.395,6.1,6.23,14437298.0
2023-05-12,6.16,6.27,5.94,6.16,14741671.0
2023-05-13,6.16,6.27,5.94,6.16,14741671.0
2023-05-14,6.16,6.27,5.94,6.16,14741671.0
2023-05-15,6.25,6.64,6.17,6.57,12357415.0
2023-05-16,7.0,7.01,6.47,6.48,11807367.0
2023-05-17,6.53,6.98,6.485,6.86,10464552.0
2023-05-18,6.82,7.03,6.6398,6.96,10224398.0
2023-05-19,6.92,7.01,6.67,6.7,7790434.0
2023-05-20,6.92,7.01,6.67,6.7,7790434.0
2023-05-21,6.92,7.01,6.67,6.7,7790434.0
2023-05-22,6.82,6.83,6.565,6.78,6215428.0
2023-05-23,6.75,6.95,6.59,6.6,6408927.0
2023-05-24,6.555,6.58,6.12,6.23,11019136.0
2023-05-25,7.315,7.44,6.55,6.67,25788405.0
2023-05-26,6.64,6.92,6.46,6.66,12525528.0
2023-05-27,6.64,6.92,6.46,6.66,12525528.0
2023-05-28,6.64,6.92,6.46,6.66,12525528.0
2023-05-29,6.64,6.92,6.46,6.66,12525528.0
2023-05-30,6.7,6.935,6.59,6.71,12414516.0
2023-05-31,6.61,6.6887,6.25,6.43,26460549.0
2023-06-01,6.42,6.44,5.905,6.28,14688009.0
2023-06-02,6.92,7.86,6.85,7.3,43840804.0
2023-06-03,6.92,7.86,6.85,7.3,43840804.0
2023-06-04,6.92,7.86,6.85,7.3,43840804.0
2023-06-05,7.15,7.48,7.04,7.1,17933924.0
2023-06-06,7.21,7.57,7.145,7.54,10118654.0
2023-06-07,7.65,7.84,7.485,7.78,10454523.0
2023-06-08,7.75,7.81,7.33,7.43,9644939.0
2023-06-09,7.15,7.185,6.5,6.55,21464264.0
2023-06-10,7.15,7.185,6.5,6.55,21464264.0
2023-06-11,7.15,7.185,6.5,6.55,21464264.0
2023-06-12,6.63,6.84,6.37,6.6,12297172.0
2023-06-13,6.625,6.79,6.47,6.54,12994932.0
2023-06-14,6.61,6.71,6.165,6.31,18289020.0
2023-06-15,6.26,6.37,6.11,6.24,15002554.0
2023-06-16,6.21,6.49,6.13,6.47,79288686.0
2023-06-17,6.21,6.49,6.13,6.47,79288686.0
2023-06-18,6.21,6.49,6.13,6.47,79288686.0
2023-06-19,6.21,6.49,6.13,6.47,79288686.0
2023-06-20,6.43,6.68,6.29,6.63,16730897.0
2023-06-21,6.54,6.58,6.34,6.35,13277613.0
2023-06-22,6.35,6.475,6.14,6.35,12344246.0
2023-06-23,6.22,6.29,6.01,6.02,14208933.0
2023-06-24,6.22,6.29,6.01,6.02,14208933.0
2023-06-25,6.22,6.29,6.01,6.02,14208933.0
2023-06-26,6.02,6.075,5.83,6.02,11871668.0
2023-06-27,6.0,6.54,5.89,6.37,11156153.0
2023-06-28,6.35,6.61,6.21,6.6,11069505.0
2023-06-29,6.56,6.93,6.56,6.69,9290811.0
2023-06-30,6.76,6.82,6.495,6.59,10728900.0
2023-07-01,6.76,6.82,6.495,6.59,10728900.0
2023-07-02,6.76,6.82,6.495,6.59,10728900.0
2023-07-03,6.67,6.81,6.64,6.77,4594747.0
2023-07-04,6.67,6.81,6.64,6.77,4594747.0
2023-07-05,6.665,6.91,6.4899,6.76,9220551.0
2023-07-06,6.58,6.87,6.36,6.81,12147096.0
2023-07-07,6.78,7.375,6.755,7.28,10431479.0
2023-07-08,6.78,7.375,6.755,7.28,10431479.0
2023-07-09,6.78,7.375,6.755,7.28,10431479.0
2023-07-10,7.2,7.36,6.95,7.08,11282532.0
2023-07-11,7.18,7.41,7.1311,7.25,7686797.0
2023-07-12,7.35,7.44,7.21,7.23,7903520.0
2023-07-13,7.24,7.24,7.015,7.12,8350472.0
2023-07-14,7.09,7.1,6.6,6.61,10045468.0
2023-07-15,7.09,7.1,6.6,6.61,10045468.0
2023-07-16,7.09,7.1,6.6,6.61,10045468.0
2023-07-17,6.55,6.585,6.385,6.47,9372232.0
2023-07-18,6.5,7.0,6.465,6.73,10781109.0
2023-07-19,6.76,7.11,6.76,7.06,8145766.0
2023-07-20,7.08,7.3,6.99,7.25,8515551.0
2023-07-21,7.37,7.71,7.31,7.44,14443459.0
2023-07-22,7.37,7.71,7.31,7.44,14443459.0
2023-07-23,7.37,7.71,7.31,7.44,14443459.0
2023-07-24,7.43,7.9,7.43,7.76,10544405.0
2023-07-25,7.79,7.9296,7.59,7.72,16192252.0
2023-07-26,8.43,8.44,7.1,7.22,26524935.0
2023-07-27,7.27,7.4,6.95,6.98,10285718.0
2023-07-28,7.13,7.88,7.1,7.79,14162218.0
2023-07-29,7.13,7.88,7.1,7.79,14162218.0
2023-07-30,7.13,7.88,7.1,7.79,14162218.0
2023-07-31,7.8,8.08,7.7048,7.93,8694335.0
2023-08-01,7.88,7.88,7.58,7.76,6582873.0
2023-08-02,7.67,7.67,7.245,7.41,7440607.0
2023-08-03,7.41,7.65,7.23,7.55,5122553.0
2023-08-04,7.54,7.85,7.48,7.59,7222874.0
2023-08-05,7.54,7.85,7.48,7.59,7222874.0
2023-08-06,7.54,7.85,7.48,7.59,7222874.0
2023-08-07,7.57,7.74,7.365,7.64,5870371.0
2023-08-08,7.57,8.455,7.53,8.37,26452150.0
2023-08-09,8.56,8.73,8.12,8.27,17094527.0
2023-08-10,8.37,8.57,7.95,8.16,12835230.0
2023-08-11,8.04,8.2475,7.995,8.06,6608521.0
2023-08-12,8.04,8.2475,7.995,8.06,6608521.0
2023-08-13,8.04,8.2475,7.995,8.06,6608521.0
2023-08-14,8.01,8.015,7.745,7.8,9986312.0
2023-08-15,7.63,7.76,7.52,7.56,7952610.0
2023-08-16,7.41,7.48,7.09,7.11,8945391.0
2023-08-17,7.09,7.26,6.86,6.92,9933658.0
2023-08-18,6.8,6.87,6.68,6.69,8306409.0
2023-08-19,6.8,6.87,6.68,6.69,8306409.0
2023-08-20,6.8,6.87,6.68,6.69,8306409.0
2023-08-21,6.61,6.65,6.23,6.4,10959469.0
2023-08-22,6.46,6.505,6.245,6.33,7918290.0
2023-08-23,6.33,6.48,6.32,6.33,5449516.0
2023-08-24,6.33,6.385,6.12,6.23,6113000.0
2023-08-25,6.23,6.36,5.96,6.0,8889898.0
2023-08-26,6.23,6.36,5.96,6.0,8889898.0
2023-08-27,6.23,6.36,5.96,6.0,8889898.0
2023-08-28,6.06,6.2199,6.0,6.04,5571112.0
2023-08-29,6.085,6.27,5.99,6.11,7878093.0
2023-08-30,6.12,6.13,5.9705,6.01,8434165.0
2023-08-31,6.01,6.1,5.97,6.0,8134719.0
2023-09-01,6.02,6.08,5.93,5.96,8093853.0
2023-09-02,6.02,6.08,5.93,5.96,8093853.0
2023-09-03,6.02,6.08,5.93,5.96,8093853.0
2023-09-04,6.02,6.08,5.93,5.96,8093853.0
2023-09-05,5.94,6.225,5.89,6.11,11775859.0
2023-09-06,6.08,6.215,5.93,6.21,10888134.0
2023-09-07,6.11,6.14,5.98,6.01,9073803.0
2023-09-08,6.0,6.36,5.95,6.3,8454033.0
2023-09-09,6.0,6.36,5.95,6.3,8454033.0
2023-09-10,6.0,6.36,5.95,6.3,8454033.0
2023-09-11,6.38,6.445,6.13,6.14,6645186.0
2023-09-12,6.14,6.24,6.04,6.13,5830474.0
2023-09-13,6.16,6.28,5.98,6.26,6634618.0
2023-09-14,6.35,6.825,6.305,6.82,10053752.0
2023-09-15,6.76,6.94,6.5,6.54,13686494.0
2023-09-16,6.76,6.94,6.5,6.54,13686494.0
2023-09-17,6.76,6.94,6.5,6.54,13686494.0
2023-09-18,6.54,6.54,6.325,6.38,6386342.0
2023-09-19,6.47,6.735,6.41,6.48,6359605.0
2023-09-20,6.56,6.675,6.41,6.41,5346363.0
2023-09-21,6.2,6.42,6.17,6.35,5825567.0
2023-09-22,6.39,6.43,6.22,6.27,5883421.0
2023-09-23,6.39,6.43,6.22,6.27,5883421.0
2023-09-24,6.39,6.43,6.22,6.27,5883421.0
2023-09-25,6.21,6.24,6.05,6.18,6069940.0
2023-09-26,6.11,6.15,5.71,5.72,11025315.0
2023-09-27,5.75,5.83,5.61,5.72,6207787.0
2023-09-28,5.7,5.92,5.635,5.91,6626745.0
2023-09-29,5.93,6.04,5.82,5.86,5146315.0
2023-09-30,5.93,6.04,5.82,5.86,5146315.0
2023-10-01,5.93,6.04,5.82,5.86,5146315.0
2023-10-02,5.87,5.92,5.57,5.59,8151645.0
2023-10-03,5.49,5.555,5.02,5.15,14669321.0
2023-10-04,5.11,5.22,4.93,4.975,10055096.0
2023-10-05,4.97,5.26,4.875,5.18,12439376.0
2023-10-06,5.06,5.165,4.99,5.0,7776751.0
2023-10-07,5.06,5.165,4.99,5.0,7776751.0
2023-10-08,5.06,5.165,4.99,5.0,7776751.0
2023-10-09,4.87,5.25,4.85,5.12,8256275.0
2023-10-10,5.08,5.31,5.08,5.15,6593648.0
2023-10-11,5.15,5.22,5.025,5.07,4006949.0
2023-10-12,5.02,5.245,4.95,5.13,5611783.0
2023-10-13,5.1,5.22,4.96,5.03,8115795.0
2023-10-14,5.1,5.22,4.96,5.03,8115795.0
2023-10-15,5.1,5.22,4.96,5.03,8115795.0
2023-10-16,5.02,5.15,4.95,4.96,6393516.0
2023-10-17,4.88,5.08,4.86,5.02,6287947.0
2023-10-18,4.9,5.16,4.9,5.05,6325565.0
2023-10-19,5.12,5.12,4.91,4.95,7573301.0
2023-10-20,4.9,5.11,4.885,4.99,6520375.0
2023-10-21,4.9,5.11,4.885,4.99,6520375.0
2023-10-22,4.9,5.11,4.885,4.99,6520375.0
2023-10-23,4.95,5.09,4.75,4.76,8113074.0
2023-10-24,4.78,5.03,4.78,4.89,5902134.0
2023-10-25,4.83,4.91,4.77,4.78,4723228.0
2023-10-26,4.77,4.96,4.74,4.86,5077120.0
2023-10-27,4.84,4.925,4.65,4.68,6000592.0
2023-10-28,4.84,4.925,4.65,4.68,6000592.0
2023-10-29,4.84,4.925,4.65,4.68,6000592.0
2023-10-30,4.72,4.86,4.71,4.78,5219386.0
2023-10-31,4.79,4.91,4.75,4.9,4854568.0
2023-11-01,4.75,4.955,4.75,4.89,6767987.0
2023-11-02,4.98,5.24,4.96,5.22,6364808.0
2023-11-03,5.28,5.56,5.26,5.49,12234170.0
2023-11-04,5.28,5.56,5.26,5.49,12234170.0
2023-11-05,5.28,5.56,5.26,5.49,12234170.0
2023-11-06,4.7,4.85,3.41,3.435,72483309.0
2023-11-07,3.37,3.72,3.21,3.515,36794141.0
2023-11-08,3.47,3.7,3.47,3.65,21552278.0
2023-11-09,3.68,3.71,3.33,3.44,16652970.0
2023-11-10,3.41,3.53,3.32,3.44,11044048.0
2023-11-11,3.41,3.53,3.32,3.44,11044048.0
2023-11-12,3.41,3.53,3.32,3.44,11044048.0
2023-11-13,3.39,3.51,3.28,3.33,9197552.0
2023-11-14,3.49,3.63,3.405,3.45,10885833.0
2023-11-15,3.43,3.62,3.43,3.46,9889637.0
2023-11-16,3.45,3.47,3.27,3.32,11308263.0
2023-11-17,3.38,3.58,3.255,3.57,12914726.0
2023-11-18,3.38,3.58,3.255,3.57,12914726.0
2023-11-19,3.38,3.58,3.255,3.57,12914726.0
2023-11-20,3.53,3.67,3.47,3.65,10329980.0
2023-11-21,3.67,3.76,3.57,3.65,7939894.0
2023-11-22,3.69,3.755,3.62,3.65,4713395.0
2023-11-23,3.69,3.755,3.62,3.65,4713395.0
2023-11-24,3.64,3.7,3.6,3.66,1632992.0
2023-11-25,3.64,3.7,3.6,3.66,1632992.0
2023-11-26,3.64,3.7,3.6,3.66,1632992.0
2023-11-27,3.63,3.74,3.595,3.7,5563747.0
2023-11-28,3.66,3.67,3.51,3.54,7234748.0
2023-11-29,3.53,3.73,3.53,3.64,11146218.0
2023-11-30,3.63,3.68,3.555,3.66,6490040.0
2023-12-01,3.61,3.93,3.58,3.92,8061813.0
2023-12-02,3.61,3.93,3.58,3.92,8061813.0
2023-12-03,3.61,3.93,3.58,3.92,8061813.0
2023-12-04,3.85,4.01,3.84,3.92,7973166.0
2023-12-05,3.88,3.9,3.78,3.84,6920626.0
2023-12-06,3.85,4.05,3.85,3.96,7878015.0
