,DG US Equity,DG US Equity,DG US Equity,DG US Equity,DG US Equity
2023-09-08,121.9475,125.558,121.9475,125.4791,3831330.0
2023-09-09,121.9475,125.558,121.9475,125.4791,3831330.0
2023-09-10,121.9475,125.558,121.9475,125.4791,3831330.0
2023-09-11,125.2916,126.9718,123.7519,124.9266,3408779.0
2023-09-12,124.9069,125.3607,122.1941,122.2138,2764650.0
2023-09-13,122.6775,122.8945,117.5084,118.3765,6286697.0
2023-09-14,118.12,118.9634,115.5453,116.1964,7703456.0
2023-09-15,115.279,115.7426,113.7894,114.1149,6516825.0
2023-09-16,115.279,115.7426,113.7894,114.1149,6516825.0
2023-09-17,115.279,115.7426,113.7894,114.1149,6516825.0
2023-09-18,114.4306,114.6575,111.3824,112.1222,6052148.0
2023-09-19,112.0039,113.5821,110.6425,113.5428,6697252.0
2023-09-20,112.3639,115.0718,110.4847,114.0952,6110580.0
2023-09-21,113.8387,114.3221,108.2651,108.275,4406079.0
2023-09-22,108.127,109.0938,106.2626,106.6769,4582078.0
2023-09-23,108.127,109.0938,106.2626,106.6769,4582078.0
2023-09-24,108.127,109.0938,106.2626,106.6769,4582078.0
2023-09-25,106.4303,107.6338,105.5524,106.4007,2987628.0
2023-09-26,106.4007,106.6572,103.9641,104.3686,4001259.0
2023-09-27,104.6152,105.286,102.0997,102.9283,5405229.0
2023-09-28,103.3427,104.8224,101.8728,103.9444,4432676.0
2023-09-29,104.5856,106.0555,103.9641,104.3686,3734907.0
2023-09-30,104.5856,106.0555,103.9641,104.3686,3734907.0
2023-10-01,104.5856,106.0555,103.9641,104.3686,3734907.0
2023-10-02,103.7964,104.1121,101.0836,102.3759,4503524.0
2023-10-03,102.1688,104.7928,101.6065,104.1614,4011866.0
2023-10-04,104.5659,105.8088,103.3328,105.5819,3323167.0
2023-10-05,105.3551,106.4204,104.8816,104.9407,3440295.0
2023-10-06,104.4001,104.5935,101.945,102.8377,5607351.0
2023-10-07,104.4001,104.5935,101.945,102.8377,5607351.0
2023-10-08,104.4001,104.5935,101.945,102.8377,5607351.0
2023-10-09,102.3418,103.9587,101.1613,101.1812,3594227.0
2023-10-10,101.9648,104.5539,101.3597,104.5142,3756271.0
2023-10-11,105.3028,105.3276,101.2803,102.8278,3948553.0
2023-10-12,103.3536,103.4218,100.2785,101.0125,4063278.0
2023-10-13,110.2081,111.4758,107.867,110.2676,12837897.0
2023-10-14,110.2081,111.4758,107.867,110.2676,12837897.0
2023-10-15,110.2081,111.4758,107.867,110.2676,12837897.0
2023-10-16,110.347,114.4141,109.6724,112.6583,5816566.0
2023-10-17,112.7079,117.4892,112.7079,116.3881,6353458.0
2023-10-18,116.1599,116.7254,114.4637,115.0886,4932088.0
2023-10-19,114.9299,116.3087,114.0867,114.5827,3674820.0
2023-10-20,114.7612,115.7631,113.7792,114.295,3355415.0
2023-10-21,114.7612,115.7631,113.7792,114.295,3355415.0
2023-10-22,114.7612,115.7631,113.7792,114.295,3355415.0
2023-10-23,114.0768,116.8543,113.5808,115.7334,3675151.0
2023-10-24,115.8623,116.0607,113.5114,115.6044,3659030.0
2023-10-25,115.5251,118.6448,114.8009,118.5109,2795611.0
2023-10-26,118.0744,121.5662,117.7173,119.9691,4052942.0
2023-10-27,119.2549,120.3747,117.509,118.3621,2915631.0
2023-10-28,119.2549,120.3747,117.509,118.3621,2915631.0
2023-10-29,119.2549,120.3747,117.509,118.3621,2915631.0
2023-10-30,118.1935,119.245,116.9535,118.9672,2547234.0
2023-10-31,119.0366,119.8004,117.9951,118.0844,2265523.0
2023-11-01,118.1935,118.8581,115.1481,115.4259,3048305.0
2023-11-02,116.2591,117.8423,115.3068,116.4873,2613402.0
2023-11-03,117.5487,119.5256,117.0626,118.2827,2029828.0
2023-11-04,117.5487,119.5256,117.0626,118.2827,2029828.0
2023-11-05,117.5487,119.5256,117.0626,118.2827,2029828.0
2023-11-06,118.5704,120.6982,118.4018,118.6101,1770949.0
2023-11-07,118.4415,121.2289,118.2332,119.9989,1721627.0
2023-11-08,119.7112,119.9989,118.1011,118.501,1637445.0
2023-11-09,118.8184,119.2053,116.7912,117.0527,1950811.0
2023-11-10,117.7669,117.7669,115.7276,116.9932,1729205.0
2023-11-11,117.7669,117.7669,115.7276,116.9932,1729205.0
2023-11-12,117.7669,117.7669,115.7276,116.9932,1729205.0
2023-11-13,116.5567,117.013,115.3862,116.4476,1638498.0
2023-11-14,117.3007,121.4967,117.3007,120.356,2965541.0
2023-11-15,122.5879,127.0915,121.9233,122.0026,3270724.0
2023-11-16,119.5624,119.6418,116.7849,116.8642,3738575.0
2023-11-17,117.7074,120.6238,116.6815,120.1377,3032086.0
2023-11-18,117.7074,120.6238,116.6815,120.1377,3032086.0
2023-11-19,117.7074,120.6238,116.6815,120.1377,3032086.0
2023-11-20,119.9393,121.3407,119.4235,120.8024,2248804.0
2023-11-21,120.842,122.4094,120.0584,122.3002,1630055.0
2023-11-22,123.0045,123.9965,121.5612,123.9667,1802664.0
2023-11-23,123.0045,123.9965,121.5612,123.9667,1802664.0
2023-11-24,123.7088,125.167,123.3517,124.4727,1042576.0
2023-11-25,123.7088,125.167,123.3517,124.4727,1042576.0
2023-11-26,123.7088,125.167,123.3517,124.4727,1042576.0
2023-11-27,124.433,125.5142,123.7608,124.671,2098132.0
2023-11-28,124.6611,127.2601,124.0858,126.4764,2739244.0
2023-11-29,126.5955,129.7003,126.5955,127.8454,3114976.0
2023-11-30,128.2521,130.3947,127.399,130.0674,5372394.0
2023-12-01,129.621,133.7278,129.244,133.6087,2860159.0
2023-12-02,129.621,133.7278,129.244,133.6087,2860159.0
2023-12-03,129.621,133.7278,129.244,133.6087,2860159.0
2023-12-04,133.3806,135.4736,133.0433,133.7476,2761142.0
2023-12-05,134.0849,134.2337,131.8756,132.3192,2231468.0
2023-12-06,132.7159,134.1344,130.861,132.8449,4109722.0
2023-12-07,138.0676,138.6678,129.6904,131.2379,8273948.0
2023-12-08,131.9422,134.0452,124.7702,126.1987,6688719.0
2023-12-09,131.9422,134.0452,124.7702,126.1987,6688719.0
2023-12-10,131.9422,134.0452,124.7702,126.1987,6688719.0
2023-12-11,127.1113,129.0556,122.6722,124.8,3828773.0
2023-12-12,124.6512,124.6512,121.6555,123.0343,2603140.0
2023-12-13,122.6177,129.3234,121.5166,129.2936,3857036.0
2023-12-14,130.9106,132.1803,127.4783,129.9682,4581488.0
2023-12-15,129.9384,129.9384,128.3116,128.9365,7373249.0
2023-12-16,129.9384,129.9384,128.3116,128.9365,7373249.0
2023-12-17,129.9384,129.9384,128.3116,128.9365,7373249.0
2023-12-18,129.4524,129.4524,124.8992,125.0678,3494120.0
2023-12-19,125.5341,129.0139,125.3357,128.9762,3063711.0
2023-12-20,128.3513,130.0376,127.2204,127.8751,2668848.0
2023-12-21,129.0655,130.0138,127.5478,129.0456,1678759.0
2023-12-22,129.3135,131.8529,129.3135,131.1486,1969974.0
2023-12-23,129.3135,131.8529,129.3135,131.1486,1969974.0
2023-12-24,129.3135,131.8529,129.3135,131.1486,1969974.0
2023-12-25,129.3135,131.8529,129.3135,131.1486,1969974.0
2023-12-26,131.1089,132.7754,130.3352,131.9918,2099492.0
2023-12-27,132.0513,133.8666,131.6347,133.3607,2003143.0
2023-12-28,133.3806,135.3447,133.1623,134.4618,1679077.0
2023-12-29,133.9757,135.5133,133.7278,134.8586,1778807.0
2023-12-30,133.9757,135.5133,133.7278,134.8586,1778807.0
2023-12-31,133.9757,135.5133,133.7278,134.8586,1778807.0
2024-01-01,133.9757,135.5133,133.7278,134.8586,1778807.0
2024-01-02,135.672,140.5228,135.057,139.3026,3386579.0
