,EFX US Equity,EFX US Equity,EFX US Equity,EFX US Equity,EFX US Equity
2024-01-18,246.086,248.143,241.553,244.948,638399.0
2024-01-19,246.376,246.605,242.921,244.968,1193476.0
2024-01-20,246.376,246.605,242.921,244.968,1193476.0
2024-01-21,246.376,246.605,242.921,244.968,1193476.0
2024-01-22,247.314,250.39,246.146,248.113,800504.0
2024-01-23,250.19,250.19,247.095,248.732,574925.0
2024-01-24,249.621,249.621,246.281,247.045,503879.0
2024-01-25,248.612,250.609,246.66,248.053,562774.0
2024-01-26,248.173,248.802,244.988,245.747,633118.0
2024-01-27,248.173,248.802,244.988,245.747,633118.0
2024-01-28,248.173,248.802,244.988,245.747,633118.0
2024-01-29,246.036,249.761,245.387,249.731,656603.0
2024-01-30,248.093,250.659,247.425,247.833,458819.0
2024-01-31,247.574,249.9,243.171,243.969,858861.0
2024-02-01,245.118,250.19,242.352,249.95,632228.0
2024-02-02,247.644,250.614,241.224,249.521,641444.0
2024-02-03,247.644,250.614,241.224,249.521,641444.0
2024-02-04,247.644,250.614,241.224,249.521,641444.0
2024-02-05,248.692,248.692,242.382,244.469,795351.0
2024-02-06,243.22,244.993,239.611,242.911,942358.0
2024-02-07,244.439,245.427,239.786,241.493,1462983.0
2024-02-08,250.829,254.613,236.98,251.678,1846078.0
2024-02-09,251.907,252.372,245.637,248.802,840185.0
2024-02-10,251.907,252.372,245.637,248.802,840185.0
2024-02-11,251.907,252.372,245.637,248.802,840185.0
2024-02-12,249.281,255.821,249.281,255.392,671167.0
2024-02-13,253.525,255.162,245.637,247.564,867739.0
2024-02-14,249.701,251.069,245.846,249.96,836611.0
2024-02-15,251.288,260.514,250.759,260.125,1005444.0
2024-02-16,257.599,260.22,255.192,257.688,1112229.0
2024-02-17,257.599,260.22,255.192,257.688,1112229.0
2024-02-18,257.599,260.22,255.192,257.688,1112229.0
2024-02-19,257.599,260.22,255.192,257.688,1112229.0
2024-02-20,256.61,258.298,253.947,257.459,710316.0
2024-02-21,257.708,257.748,252.906,256.64,832829.0
2024-02-22,259.09,267.47,259.09,265.18,1108961.0
2024-02-23,265.89,267.64,264.093,265.98,635150.0
2024-02-24,265.89,267.64,264.093,265.98,635150.0
2024-02-25,265.89,267.64,264.093,265.98,635150.0
2024-02-26,266.48,267.84,265.23,265.25,537801.0
2024-02-27,267.4,268.99,265.145,268.33,570379.0
2024-02-28,266.58,268.65,264.3,267.31,550272.0
2024-02-29,268.15,275.1,268.15,273.59,1375305.0
2024-03-01,271.1,272.3,267.82,270.98,838026.0
2024-03-02,271.1,272.3,267.82,270.98,838026.0
2024-03-03,271.1,272.3,267.82,270.98,838026.0
2024-03-04,270.14,271.4,267.148,269.17,733664.0
2024-03-05,268.46,269.43,259.37,260.69,653892.0
2024-03-06,262.8,267.26,261.68,264.5,530865.0
2024-03-07,266.95,271.19,265.11,270.95,774224.0
2024-03-08,272.15,272.97,268.08,270.0,952251.0
2024-03-09,272.15,272.97,268.08,270.0,952251.0
2024-03-10,272.15,272.97,268.08,270.0,952251.0
2024-03-11,270.0,270.225,262.98,263.15,638009.0
2024-03-12,262.53,268.96,261.91,268.19,489794.0
2024-03-13,267.78,268.9,261.65,261.78,884930.0
2024-03-14,260.68,261.515,253.84,256.71,693547.0
2024-03-15,252.57,256.87,251.24,252.94,1286286.0
2024-03-16,252.57,256.87,251.24,252.94,1286286.0
2024-03-17,252.57,256.87,251.24,252.94,1286286.0
2024-03-18,255.11,255.98,252.73,255.07,532162.0
2024-03-19,254.45,260.09,253.35,259.84,515380.0
2024-03-20,260.22,264.82,259.25,264.69,502067.0
2024-03-21,266.68,274.75,265.69,265.98,979832.0
2024-03-22,266.37,266.84,261.185,264.16,512259.0
2024-03-23,266.37,266.84,261.185,264.16,512259.0
2024-03-24,266.37,266.84,261.185,264.16,512259.0
2024-03-25,263.95,264.535,260.96,261.06,658630.0
2024-03-26,262.43,262.675,260.0,260.47,526766.0
2024-03-27,263.32,263.32,260.05,262.4,745282.0
2024-03-28,263.61,268.05,263.61,267.52,706493.0
2024-03-29,263.61,268.05,263.61,267.52,706493.0
2024-03-30,263.61,268.05,263.61,267.52,706493.0
2024-03-31,263.61,268.05,263.61,267.52,706493.0
2024-04-01,267.98,270.0,260.64,260.73,491533.0
2024-04-02,257.0,257.535,250.15,255.7,832123.0
2024-04-03,252.95,257.61,252.95,255.89,658896.0
2024-04-04,258.77,260.514,251.94,252.04,469404.0
2024-04-05,251.13,256.47,250.01,256.15,588093.0
2024-04-06,251.13,256.47,250.01,256.15,588093.0
2024-04-07,251.13,256.47,250.01,256.15,588093.0
2024-04-08,257.03,259.31,256.64,259.03,561435.0
