,LGND US Equity,LGND US Equity,LGND US Equity,LGND US Equity,LGND US Equity
2024-01-31,73.79,74.48,73.055,73.1,82935.0
2024-02-01,73.61,74.25,71.95,74.17,75440.0
2024-02-02,73.35,74.8,73.32,74.54,68445.0
2024-02-03,73.35,74.8,73.32,74.54,68445.0
2024-02-04,73.35,74.8,73.32,74.54,68445.0
2024-02-05,74.21,75.318,73.3,74.72,78568.0
2024-02-06,74.22,75.755,73.42,75.31,179115.0
2024-02-07,75.11,75.11,74.07,74.51,122379.0
2024-02-08,73.98,75.55,73.98,75.41,176804.0
2024-02-09,75.05,76.95,74.6,75.88,111138.0
2024-02-10,75.05,76.95,74.6,75.88,111138.0
2024-02-11,75.05,76.95,74.6,75.88,111138.0
2024-02-12,76.19,76.9,75.41,75.64,95768.0
2024-02-13,73.34,74.75,70.58,71.0,154242.0
2024-02-14,71.77,73.94,71.57,73.62,153969.0
2024-02-15,74.32,75.45,73.11,74.65,122365.0
2024-02-16,74.3,75.11,73.55,73.66,108638.0
2024-02-17,74.3,75.11,73.55,73.66,108638.0
2024-02-18,74.3,75.11,73.55,73.66,108638.0
2024-02-19,74.3,75.11,73.55,73.66,108638.0
2024-02-20,72.81,73.74,72.25,72.37,93988.0
2024-02-21,71.94,72.67,71.47,72.67,117239.0
2024-02-22,72.44,74.0,71.71,73.56,94647.0
2024-02-23,74.0,75.87,72.29,75.87,103556.0
2024-02-24,74.0,75.87,72.29,75.87,103556.0
2024-02-25,74.0,75.87,72.29,75.87,103556.0
2024-02-26,75.15,75.95,73.935,74.42,91797.0
2024-02-27,85.18,94.57,80.0,89.2,797106.0
2024-02-28,88.28,89.875,82.223,84.35,436733.0
2024-02-29,85.06,85.06,75.825,79.35,327716.0
2024-03-01,80.05,80.94,77.07,78.7,173044.0
2024-03-02,80.05,80.94,77.07,78.7,173044.0
2024-03-03,80.05,80.94,77.07,78.7,173044.0
2024-03-04,78.75,78.75,75.41,76.28,185547.0
2024-03-05,75.71,76.88,72.35,74.0,217973.0
2024-03-06,74.65,74.745,71.72,72.71,179053.0
2024-03-07,72.96,74.97,72.47,72.47,141214.0
2024-03-08,73.06,75.305,72.28,73.77,191480.0
2024-03-09,73.06,75.305,72.28,73.77,191480.0
2024-03-10,73.06,75.305,72.28,73.77,191480.0
2024-03-11,73.65,73.8,71.83,72.25,116346.0
2024-03-12,72.52,72.59,71.055,72.36,129103.0
2024-03-13,72.44,74.04,72.21,72.76,142989.0
2024-03-14,72.72,73.91,71.45,71.93,205549.0
2024-03-15,71.43,72.195,69.84,71.09,1219488.0
2024-03-16,71.43,72.195,69.84,71.09,1219488.0
2024-03-17,71.43,72.195,69.84,71.09,1219488.0
2024-03-18,71.2,73.65,70.03,72.14,182492.0
2024-03-19,71.74,73.03,71.72,72.21,101856.0
2024-03-20,72.29,74.34,71.74,73.11,142547.0
2024-03-21,73.74,73.88,72.42,72.96,91154.0
2024-03-22,72.91,72.91,71.0,71.0,67489.0
2024-03-23,72.91,72.91,71.0,71.0,67489.0
2024-03-24,72.91,72.91,71.0,71.0,67489.0
2024-03-25,71.38,71.675,68.98,69.25,107055.0
2024-03-26,69.82,70.25,68.245,68.64,107915.0
2024-03-27,69.26,71.85,68.8,71.27,191807.0
2024-03-28,71.29,73.42,71.12,73.1,109733.0
2024-03-29,71.29,73.42,71.12,73.1,109733.0
2024-03-30,71.29,73.42,71.12,73.1,109733.0
2024-03-31,71.29,73.42,71.12,73.1,109733.0
2024-04-01,73.35,73.62,71.215,73.6,181067.0
2024-04-02,73.2,73.35,72.3,73.21,122828.0
2024-04-03,72.6,74.882,72.51,74.73,102027.0
2024-04-04,78.01,78.87,76.925,77.98,311838.0
2024-04-05,77.45,78.35,76.02,77.96,165690.0
2024-04-06,77.45,78.35,76.02,77.96,165690.0
2024-04-07,77.45,78.35,76.02,77.96,165690.0
2024-04-08,77.49,80.21,77.48,79.64,95001.0
