,M US Equity,M US Equity,M US Equity,M US Equity,M US Equity
2021-05-05,16.232,16.5505,15.7316,15.8408,12903747.0
2021-05-06,15.9318,16.0591,15.4359,15.768,7327059.0
2021-05-07,15.8226,16.2411,15.6515,16.0864,8018076.0
2021-05-08,15.8226,16.2411,15.6515,16.0864,8018076.0
2021-05-09,15.8226,16.2411,15.6515,16.0864,8018076.0
2021-05-10,16.2684,16.878,15.95,15.9682,16947475.0
2021-05-11,15.6497,15.9227,15.1384,15.6952,14370255.0
2021-05-12,15.586,15.677,14.879,14.9127,15191776.0
2021-05-13,14.9764,15.5223,14.1484,14.4305,16113090.0
2021-05-14,14.7944,16.6051,14.758,16.4504,29393452.0
2021-05-15,14.7944,16.6051,14.758,16.4504,29393452.0
2021-05-16,14.7944,16.6051,14.758,16.4504,29393452.0
2021-05-17,16.4322,17.5513,16.3776,17.433,29304817.0
2021-05-18,17.6878,17.8789,16.8598,17.3693,37257641.0
2021-05-19,16.9963,17.2693,16.3548,17.0873,26428350.0
2021-05-20,16.8962,17.2784,16.1501,16.4231,25497853.0
2021-05-21,16.596,16.737,16.2684,16.5596,14756645.0
2021-05-22,16.596,16.737,16.2684,16.5596,14756645.0
2021-05-23,16.596,16.737,16.2684,16.5596,14756645.0
2021-05-24,16.8143,16.8143,16.2866,16.2957,12394938.0
2021-05-25,16.3594,17.06,16.3321,16.3412,11878118.0
2021-05-26,16.3958,17.0691,16.3412,16.7688,14866400.0
2021-05-27,16.8143,17.2653,16.6687,17.1692,13004790.0
2021-05-28,17.1783,17.333,16.5596,16.6324,11538080.0
2021-05-29,17.1783,17.333,16.5596,16.6324,11538080.0
2021-05-30,17.1783,17.333,16.5596,16.6324,11538080.0
2021-05-31,17.1783,17.333,16.5596,16.6324,11538080.0
2021-06-01,16.7597,17.2147,16.7324,16.8325,12142507.0
2021-06-02,17.0327,17.2247,16.2957,17.2147,18383179.0
2021-06-03,17.1692,17.1964,16.5732,16.6687,13287730.0
2021-06-04,16.7142,16.7688,16.0591,16.323,17034392.0
2021-06-05,16.7142,16.7688,16.0591,16.323,17034392.0
2021-06-06,16.7142,16.7688,16.0591,16.323,17034392.0
2021-06-07,16.3776,17.0327,16.323,16.9599,12778982.0
2021-06-08,16.9326,17.1965,16.4413,16.9963,15190376.0
2021-06-09,17.0873,18.5431,16.9326,17.8334,29425808.0
2021-06-10,17.9244,18.3975,17.2074,17.2238,11927576.0
2021-06-11,17.3693,17.7424,17.0782,17.706,10098235.0
2021-06-12,17.3693,17.7424,17.0782,17.706,10098235.0
2021-06-13,17.3693,17.7424,17.0782,17.706,10098235.0
2021-06-14,17.8516,17.9153,16.9963,17.0964,13098361.0
2021-06-15,17.0236,17.2238,16.3094,16.7779,14139061.0
2021-06-16,16.596,17.0918,16.2246,16.9599,14295418.0
2021-06-17,16.9599,17.0645,16.2229,16.4959,24893286.0
2021-06-18,16.505,16.6778,16.0682,16.1228,15635012.0
2021-06-19,16.505,16.6778,16.0682,16.1228,15635012.0
2021-06-20,16.505,16.6778,16.0682,16.1228,15635012.0
2021-06-21,16.1592,16.6869,16.1501,16.5414,10722269.0
2021-06-22,16.596,17.0691,16.3321,16.969,11651043.0
2021-06-23,16.8962,17.2966,16.7825,17.0873,9212144.0
2021-06-24,17.1692,18.0426,17.0236,17.6969,17842600.0
2021-06-25,17.8425,18.4794,17.7788,17.8516,18677002.0
2021-06-26,17.8425,18.4794,17.7788,17.8516,18677002.0
2021-06-27,17.8425,18.4794,17.7788,17.8516,18677002.0
2021-06-28,17.8516,17.8607,17.2056,17.5149,11134070.0
2021-06-29,17.6514,17.6696,17.1328,17.1328,8186361.0
2021-06-30,17.151,17.4239,16.9963,17.2511,8609857.0
2021-07-01,17.5149,17.6241,17.0236,17.1328,8446171.0
2021-07-02,17.1146,17.1146,16.7961,16.9417,5647258.0
2021-07-03,17.1146,17.1146,16.7961,16.9417,5647258.0
2021-07-04,17.1146,17.1146,16.7961,16.9417,5647258.0
2021-07-05,17.1146,17.1146,16.7961,16.9417,5647258.0
2021-07-06,16.9326,16.969,16.2593,16.6142,10303395.0
2021-07-07,16.3776,16.5311,15.5087,15.6224,17008209.0
2021-07-08,15.2312,15.8954,15.0128,15.8954,15366829.0
2021-07-09,16.0227,17.0236,16.0227,16.9872,15133327.0
2021-07-10,16.0227,17.0236,16.0227,16.9872,15133327.0
2021-07-11,16.0227,17.0236,16.0227,16.9872,15133327.0
2021-07-12,16.8234,17.4512,16.587,17.3784,12964846.0
2021-07-13,17.2875,17.474,16.7688,16.878,10009633.0
2021-07-14,17.0327,17.3693,16.4049,16.4231,9146786.0
2021-07-15,16.3776,16.414,15.6252,15.9773,11941381.0
2021-07-16,16.1956,16.3776,15.2221,15.4131,12974936.0
2021-07-17,16.1956,16.3776,15.2221,15.4131,12974936.0
2021-07-18,16.1956,16.3776,15.2221,15.4131,12974936.0
2021-07-19,14.849,15.0401,14.2695,14.6579,17426881.0
2021-07-20,14.7034,15.4541,14.5124,15.3403,14103310.0
2021-07-21,15.5496,16.2229,15.5496,15.9954,14223533.0
2021-07-22,15.9591,15.9682,15.304,15.4313,13668605.0
2021-07-23,15.4495,15.5769,14.9309,15.1584,12087055.0
2021-07-24,15.4495,15.5769,14.9309,15.1584,12087055.0
2021-07-25,15.4495,15.5769,14.9309,15.1584,12087055.0
2021-07-26,15.2403,15.9954,15.2204,15.8772,12591356.0
2021-07-27,15.677,15.7316,15.1021,15.5041,13264691.0
2021-07-28,15.5314,15.7589,15.1311,15.2221,9542699.0
2021-07-29,15.3676,15.6497,15.122,15.1311,9924413.0
2021-07-30,15.122,15.9691,15.0312,15.4677,16517887.0
2021-07-31,15.122,15.9691,15.0312,15.4677,16517887.0
2021-08-01,15.122,15.9691,15.0312,15.4677,16517887.0
2021-08-02,15.6406,15.9773,15.2858,15.5405,12271852.0
2021-08-03,15.6679,15.8144,14.9264,15.7316,10463509.0
2021-08-04,15.5951,15.8135,15.1489,15.2221,15017007.0
2021-08-05,15.3312,15.95,15.3176,15.8954,10539086.0
2021-08-06,16.2866,16.9053,16.2266,16.8871,17103903.0
2021-08-07,16.2866,16.9053,16.2266,16.8871,17103903.0
2021-08-08,16.2866,16.9053,16.2266,16.8871,17103903.0
2021-08-09,16.8689,17.2602,16.505,17.1419,9401111.0
2021-08-10,17.1055,17.8288,17.0145,17.5968,11524833.0
2021-08-11,17.5058,18.0881,17.3875,18.0245,10302115.0
2021-08-12,18.4703,18.534,17.2192,17.5604,14656497.0
2021-08-13,17.4694,17.524,17.0327,17.2147,8189780.0
2021-08-14,17.4694,17.524,17.0327,17.2147,8189780.0
2021-08-15,17.4694,17.524,17.0327,17.2147,8189780.0
2021-08-16,17.1965,17.4033,16.8143,17.2056,11399956.0
2021-08-17,16.7688,17.0382,16.2366,16.6233,14817142.0
2021-08-18,16.505,17.0327,16.1319,16.4413,17615462.0
2021-08-19,17.5058,20.1899,17.0964,19.6622,138751212.0
2021-08-20,19.735,20.5903,19.1163,20.3719,57226271.0
2021-08-21,19.735,20.5903,19.1163,20.3719,57226271.0
2021-08-22,19.735,20.5903,19.1163,20.3719,57226271.0
2021-08-23,20.8086,21.0043,20.0034,20.4538,28348918.0
2021-08-24,20.5994,21.5547,20.472,21.3637,23134588.0
2021-08-25,21.0998,21.6184,20.3173,21.4637,22931423.0
2021-08-26,21.2181,21.3091,20.4084,20.5084,19621190.0
2021-08-27,20.4811,21.0998,20.4174,20.9178,14207582.0
2021-08-28,20.4811,21.0998,20.4174,20.9178,14207582.0
2021-08-29,20.4811,21.0998,20.4174,20.9178,14207582.0
2021-08-30,20.9542,21.0361,20.4265,20.4356,12609305.0
2021-08-31,20.5721,21.0725,20.0535,20.3719,14819195.0
2021-09-01,20.4538,20.7086,20.1726,20.5084,12034585.0
2021-09-02,20.4356,20.9815,20.381,20.6085,13625572.0
2021-09-03,20.4811,20.6813,19.6531,19.7623,14266428.0
2021-09-04,20.4811,20.6813,19.6531,19.7623,14266428.0
2021-09-05,20.4811,20.6813,19.6531,19.7623,14266428.0
2021-09-06,20.4811,20.6813,19.6531,19.7623,14266428.0
2021-09-07,19.9716,20.2809,19.7077,19.9534,13601840.0
2021-09-08,19.8351,19.9261,19.1436,19.3165,12398477.0
2021-09-09,19.4074,19.9079,19.1163,19.6895,20695394.0
2021-09-10,19.8988,20.0262,18.7569,18.7796,18480530.0
2021-09-11,19.8988,20.0262,18.7569,18.7796,18480530.0
2021-09-12,19.8988,20.0262,18.7569,18.7796,18480530.0
2021-09-13,18.9343,19.4313,18.625,19.1891,12636530.0
2021-09-14,19.1982,19.3814,18.6759,19.1707,12745539.0
2021-09-15,19.0516,19.5831,18.9783,19.5281,10559351.0
2021-09-16,19.5098,20.6003,19.5098,20.2704,17612284.0
2021-09-17,20.1604,20.4491,19.8534,20.0963,15888765.0
2021-09-18,20.1604,20.4491,19.8534,20.0963,15888765.0
2021-09-19,20.1604,20.4491,19.8534,20.0963,15888765.0
2021-09-20,19.4732,20.1421,19.2899,19.7664,16391376.0
2021-09-21,19.7939,20.1604,19.5556,19.7939,11858341.0
2021-09-22,19.968,21.0402,19.9359,20.7378,13372222.0
2021-09-23,20.9485,21.7366,20.8844,21.2326,15589921.0
2021-09-24,21.1593,22.0528,20.9302,21.7183,15180811.0
2021-09-25,21.1593,22.0528,20.9302,21.7183,15180811.0
2021-09-26,21.1593,22.0528,20.9302,21.7183,15180811.0
2021-09-27,21.9107,23.0562,21.9016,22.2864,20478526.0
2021-09-28,22.7813,23.3357,22.5155,23.0104,20178187.0
2021-09-29,23.0929,23.3311,22.6072,22.6347,12302402.0
2021-09-30,21.9932,21.9932,20.4628,20.7103,29583817.0
2021-10-01,20.7561,21.2097,20.3529,20.976,15243064.0
2021-10-02,20.7561,21.2097,20.3529,20.976,15243064.0
2021-10-03,20.7561,21.2097,20.3529,20.976,15243064.0
2021-10-04,20.921,21.425,20.8569,20.976,11503966.0
2021-10-05,21.0677,21.1318,20.2612,20.4354,12573367.0
2021-10-06,20.2154,21.2326,19.4915,20.6736,27040425.0
2021-10-07,20.921,21.2107,20.472,20.6461,12476767.0
2021-10-08,20.6553,20.9119,20.4812,20.8661,10604712.0
2021-10-09,20.6553,20.9119,20.4812,20.8661,10604712.0
2021-10-10,20.6553,20.9119,20.4812,20.8661,10604712.0
2021-10-11,20.8935,21.2464,20.2704,20.3529,11820422.0
2021-10-12,20.4628,20.8752,20.1971,20.8752,11528892.0
2021-10-13,20.9394,20.976,20.3529,20.5911,12464997.0
2021-10-14,20.7744,21.6175,20.5682,21.1776,18534302.0
2021-10-15,21.5167,22.2681,21.3701,22.0299,17025671.0
2021-10-16,21.5167,22.2681,21.3701,22.0299,17025671.0
2021-10-17,21.5167,22.2681,21.3701,22.0299,17025671.0
2021-10-18,22.1032,26.0345,22.0665,25.8878,49206363.0
2021-10-19,25.4571,25.4938,24.1925,24.3025,31740771.0
2021-10-20,24.2933,24.9531,24.0092,24.1467,16948353.0
2021-10-21,24.4216,24.9623,23.8076,24.0734,12532632.0
2021-10-22,24.1834,24.5041,23.8535,24.3666,11673352.0
2021-10-23,24.1834,24.5041,23.8535,24.3666,11673352.0
2021-10-24,24.1834,24.5041,23.8535,24.3666,11673352.0
2021-10-25,24.4858,25.1813,24.4858,24.5866,10571349.0
2021-10-26,24.7882,24.8523,23.8626,24.0917,10766580.0
2021-10-27,24.165,24.1925,23.3586,23.4319,13014991.0
2021-10-28,23.5785,24.2199,23.5785,24.0917,8381998.0
2021-10-29,23.9084,24.385,23.6885,24.2567,9678039.0
2021-10-30,23.9084,24.385,23.6885,24.2567,9678039.0
2021-10-31,23.9084,24.385,23.6885,24.2567,9678039.0
2021-11-01,24.6324,26.1422,24.3896,26.0436,17682183.0
2021-11-02,25.6862,26.3277,25.1548,26.2361,12556870.0
2021-11-03,26.5751,29.0952,26.3918,28.0047,32833360.0
2021-11-04,28.4812,29.086,27.849,28.1696,17090778.0
2021-11-05,28.6553,29.2143,28.1238,28.7195,10048484.0
2021-11-06,28.6553,29.2143,28.1238,28.7195,10048484.0
2021-11-07,28.6553,29.2143,28.1238,28.7195,10048484.0
2021-11-08,28.9944,29.2876,28.3804,28.6095,10317420.0
2021-11-09,28.5453,28.9211,27.7298,28.0505,10236674.0
2021-11-10,27.8764,28.1971,27.1799,27.3266,8602631.0
2021-11-11,27.5923,28.8294,27.5465,28.3071,11797488.0
2021-11-12,28.2154,28.4537,27.5923,27.913,12680238.0
2021-11-13,28.2154,28.4537,27.5923,27.913,12680238.0
2021-11-14,28.2154,28.4537,27.5923,27.913,12680238.0
2021-11-15,28.4079,28.8294,27.8672,28.4537,11470801.0
2021-11-16,28.527,29.755,28.1513,29.59,18367158.0
2021-11-17,29.0677,29.4251,27.8672,28.2613,17703208.0
2021-11-18,32.0459,34.7768,30.6255,34.2453,90789942.0
2021-11-19,34.0528,34.5568,31.7069,31.8077,28138095.0
2021-11-20,34.0528,34.5568,31.7069,31.8077,28138095.0
2021-11-21,34.0528,34.5568,31.7069,31.8077,28138095.0
2021-11-22,32.1651,32.8524,30.5247,30.9463,21774602.0
2021-11-23,30.6988,30.9554,29.9383,30.818,11804236.0
2021-11-24,29.8649,29.9657,28.4812,29.4526,18383542.0
2021-11-25,29.8649,29.9657,28.4812,29.4526,18383542.0
2021-11-26,27.8764,28.2063,27.1387,27.9314,14804250.0
2021-11-27,27.8764,28.2063,27.1387,27.9314,14804250.0
2021-11-28,27.8764,28.2063,27.1387,27.9314,14804250.0
2021-11-29,28.4629,28.6187,26.6026,27.2624,18085751.0
2021-11-30,27.1158,27.2258,25.4113,26.1169,20126591.0
2021-12-01,26.7492,27.0541,24.724,24.9073,17439658.0
2021-12-02,25.2647,25.7779,24.4308,25.3838,18659778.0
2021-12-03,25.5396,25.7779,23.9268,24.5591,19147134.0
2021-12-04,25.5396,25.7779,23.9268,24.5591,19147134.0
2021-12-05,25.5396,25.7779,23.9268,24.5591,19147134.0
2021-12-06,24.889,25.8054,24.5957,24.8615,20734933.0
2021-12-07,25.2372,25.9599,24.9531,25.503,16002569.0
2021-12-08,25.5488,25.8237,24.8615,25.0539,14768419.0
2021-12-09,25.0448,25.4938,24.5316,24.5408,13409559.0
2021-12-10,24.3804,24.6781,23.5144,24.4949,17349552.0
2021-12-11,24.3804,24.6781,23.5144,24.4949,17349552.0
2021-12-12,24.3804,24.6781,23.5144,24.4949,17349552.0
2021-12-13,24.3758,24.4766,22.3507,22.8638,20474149.0
2021-12-14,22.8545,23.9977,22.7531,23.7673,16179841.0
2021-12-15,23.0943,23.4538,22.3936,23.0574,17550962.0
2021-12-16,23.2971,23.3708,22.2553,22.3751,14046456.0
2021-12-17,22.3106,23.0943,21.7575,22.6333,71564607.0
2021-12-18,22.3106,23.0943,21.7575,22.6333,71564607.0
2021-12-19,22.3106,23.0943,21.7575,22.6333,71564607.0
2021-12-20,22.0986,22.3383,21.1674,21.7298,16457759.0
2021-12-21,21.9326,23.0113,21.905,22.9006,15265184.0
2021-12-22,22.8361,23.2233,22.412,22.9283,10987052.0
2021-12-23,23.1403,23.3708,22.7531,23.1772,9801800.0
2021-12-24,23.1403,23.3708,22.7531,23.1772,9801800.0
2021-12-25,23.1403,23.3708,22.7531,23.1772,9801800.0
2021-12-26,23.1403,23.3708,22.7531,23.1772,9801800.0
2021-12-27,23.0943,24.0853,23.0666,23.7949,14046844.0
2021-12-28,23.629,24.6707,23.5368,24.0162,16395059.0
2021-12-29,23.9977,25.2147,23.7119,24.8736,14195998.0
2021-12-30,24.6431,25.1409,24.5601,24.7445,12844911.0
2021-12-31,24.6892,25.0672,24.0669,24.136,9691515.0
2022-01-01,24.6892,25.0672,24.0669,24.136,9691515.0
2022-01-02,24.6892,25.0672,24.0669,24.136,9691515.0
2022-01-03,24.7537,26.2933,24.5604,25.2423,17691002.0
2022-01-04,25.2423,26.0444,25.2423,25.8969,10561657.0
2022-01-05,25.8969,26.1089,24.35,24.3757,12003096.0
2022-01-06,24.5878,24.9335,23.5921,24.6523,11128832.0
2022-01-07,24.4679,24.8367,23.9639,24.302,10372477.0
2022-01-08,24.4679,24.8367,23.9639,24.302,10372477.0
2022-01-09,24.4679,24.8367,23.9639,24.302,10372477.0
2022-01-10,24.219,24.2651,22.6978,23.5644,12359934.0
2022-01-11,23.6474,24.809,23.4861,24.6431,10095526.0
2022-01-12,24.892,25.2307,24.0392,24.5417,8197022.0
2022-01-13,24.7537,25.6295,24.5786,24.7445,8949626.0
2022-01-14,24.3665,24.5048,23.44,24.0162,12121563.0
2022-01-15,24.3665,24.5048,23.44,24.0162,12121563.0
2022-01-16,24.3665,24.5048,23.44,24.0162,12121563.0
2022-01-17,24.3665,24.5048,23.44,24.0162,12121563.0
2022-01-18,23.7857,23.9701,23.2418,23.251,13063747.0
2022-01-19,23.2694,23.9609,23.1219,23.2971,11610773.0
2022-01-20,23.3432,23.758,21.905,21.9695,10825398.0
2022-01-21,21.8312,21.9547,20.8033,21.149,14799128.0
2022-01-22,21.8312,21.9547,20.8033,21.149,14799128.0
2022-01-23,21.8312,21.9547,20.8033,21.149,14799128.0
2022-01-24,22.6886,25.0856,21.9511,24.9565,42011585.0
2022-01-25,24.3573,25.7494,24.2835,24.7537,20927081.0
2022-01-26,25.1133,25.3345,23.8502,23.9793,13498210.0
2022-01-27,24.2282,25.0764,23.4907,23.6658,12647900.0
2022-01-28,23.6658,23.7304,22.684,23.4538,10117576.0
2022-01-29,23.6658,23.7304,22.684,23.4538,10117576.0
2022-01-30,23.6658,23.7304,22.684,23.4538,10117576.0
2022-01-31,23.2786,23.6658,22.9006,23.6013,10024776.0
2022-02-01,23.8687,24.4126,23.3847,24.1545,7647687.0
2022-02-02,24.1545,24.2098,22.7531,23.3155,11142488.0
2022-02-03,23.0943,23.9332,22.9836,23.1127,9205739.0
2022-02-04,23.168,23.6197,22.7716,23.3616,9513183.0
2022-02-05,23.168,23.6197,22.7716,23.3616,9513183.0
2022-02-06,23.168,23.6197,22.7716,23.3616,9513183.0
2022-02-07,23.4169,23.9194,23.1173,23.5829,8475584.0
2022-02-08,23.924,24.8736,23.6105,24.2835,10246575.0
2022-02-09,24.4864,25.104,24.2467,24.9842,9346759.0
2022-02-10,24.7906,25.5097,24.3112,24.514,9026358.0
2022-02-11,24.4587,24.6154,23.3432,23.4722,8873039.0
2022-02-12,24.4587,24.6154,23.3432,23.4722,8873039.0
2022-02-13,24.4587,24.6154,23.3432,23.4722,8873039.0
2022-02-14,23.5183,23.6013,22.4028,22.5688,9856522.0
2022-02-15,22.7992,23.4907,22.7992,23.4446,8045643.0
2022-02-16,24.5048,24.8367,23.4169,24.0715,21856767.0
2022-02-17,23.7673,24.431,23.0574,23.2325,12777559.0
2022-02-18,23.1496,24.4357,23.0758,23.6935,21806243.0
2022-02-19,23.1496,24.4357,23.0758,23.6935,21806243.0
2022-02-20,23.1496,24.4357,23.0758,23.6935,21806243.0
2022-02-21,23.1496,24.4357,23.0758,23.6935,21806243.0
2022-02-22,24.3462,26.0075,22.2922,22.5134,52036321.0
2022-02-23,22.2461,22.4028,21.1582,21.3334,21722652.0
2022-02-24,20.983,23.3109,20.6788,23.1864,20813374.0
2022-02-25,23.1864,24.3481,23.1219,24.302,15612724.0
2022-02-26,23.1864,24.3481,23.1219,24.302,15612724.0
2022-02-27,23.1864,24.3481,23.1219,24.302,15612724.0
2022-02-28,23.924,24.1545,23.2617,23.8963,12767573.0
2022-03-01,23.9609,24.3293,22.4212,22.6148,11135442.0
2022-03-02,22.8453,24.3619,22.6425,24.1452,12835815.0
2022-03-03,24.1176,24.1711,23.2512,23.9977,10495713.0
2022-03-04,23.6197,23.7304,22.4904,22.8638,12037069.0
2022-03-05,23.6197,23.7304,22.4904,22.8638,12037069.0
2022-03-06,23.6197,23.7304,22.4904,22.8638,12037069.0
2022-03-07,22.7439,22.8545,19.7292,19.7477,22486343.0
2022-03-08,19.9505,22.0894,19.8306,21.3518,15249304.0
2022-03-09,22.1262,22.6932,21.8497,22.2737,11795931.0
2022-03-10,22.1539,22.8822,22.0018,22.8269,12957772.0
2022-03-11,23.0482,23.2417,21.7575,21.7943,12560567.0
2022-03-12,23.0482,23.2417,21.7575,21.7943,12560567.0
2022-03-13,23.0482,23.2417,21.7575,21.7943,12560567.0
2022-03-14,21.7642,22.4602,21.6342,22.0797,10990858.0
2022-03-15,22.0148,23.1006,21.9962,23.0728,11563012.0
2022-03-16,23.3976,25.1796,23.2956,24.864,17913301.0
2022-03-17,24.8362,25.5508,24.6413,25.3838,10818776.0
2022-03-18,25.1982,25.6808,24.7373,25.6529,16354202.0
2022-03-19,25.1982,25.6808,24.7373,25.6529,16354202.0
2022-03-20,25.1982,25.6808,24.7373,25.6529,16354202.0
2022-03-21,25.6158,25.8757,24.5508,24.8548,10207009.0
2022-03-22,25.291,26.0427,24.8733,24.9661,9426680.0
2022-03-23,24.7155,24.7898,23.8431,23.8803,10180215.0
2022-03-24,23.806,24.7388,23.6761,24.4557,8341457.0
2022-03-25,24.5021,25.0295,24.1308,24.3072,8190834.0
2022-03-26,24.5021,25.0295,24.1308,24.3072,8190834.0
2022-03-27,24.5021,25.0295,24.1308,24.3072,8190834.0
2022-03-28,23.9359,24.0287,23.1842,23.741,13644980.0
2022-03-29,24.1587,24.748,23.755,24.6877,11968622.0
2022-03-30,24.465,24.6923,23.6297,23.7318,9907730.0
2022-03-31,23.7132,23.7225,22.4974,22.6087,15111059.0
2022-04-01,22.7387,22.9707,22.0472,22.4974,16333839.0
2022-04-02,22.7387,22.9707,22.0472,22.4974,16333839.0
2022-04-03,22.7387,22.9707,22.0472,22.4974,16333839.0
2022-04-04,22.5531,23.2584,22.386,22.8036,10718786.0
2022-04-05,23.1378,23.7132,22.8129,22.915,14750677.0
2022-04-06,22.5902,22.6459,21.8941,22.2097,11634482.0
2022-04-07,22.0333,22.0519,20.7618,21.495,19444857.0
2022-04-08,21.5136,22.2097,21.1145,22.024,12252925.0
2022-04-09,21.5136,22.2097,21.1145,22.024,12252925.0
2022-04-10,21.5136,22.2097,21.1145,22.024,12252925.0
2022-04-11,22.1725,23.444,22.1261,22.7108,13911398.0
2022-04-12,23.1378,23.7689,22.9344,22.9614,13052679.0
2022-04-13,22.8779,24.0612,22.7758,23.9638,10878400.0
2022-04-14,24.0566,24.7991,23.8988,23.9452,11993109.0
2022-04-15,24.0566,24.7991,23.8988,23.9452,11993109.0
2022-04-16,24.0566,24.7991,23.8988,23.9452,11993109.0
2022-04-17,24.0566,24.7991,23.8988,23.9452,11993109.0
2022-04-18,23.8153,24.2079,23.258,23.806,12717692.0
2022-04-19,23.8895,25.161,23.871,24.8826,11073348.0
2022-04-20,25.0961,25.3374,24.5021,24.5392,9401373.0
2022-04-21,25.0589,25.226,23.7364,23.9081,10881855.0
2022-04-22,23.1006,23.4626,22.5066,22.5252,12953792.0
2022-04-23,23.1006,23.4626,22.5066,22.5252,12953792.0
2022-04-24,23.1006,23.4626,22.5066,22.5252,12953792.0
2022-04-25,22.2839,23.4394,21.8941,23.212,13540589.0
2022-04-26,22.8315,23.1424,22.5159,22.5809,12246465.0
2022-04-27,22.7387,23.3419,22.6087,22.8779,13573958.0
2022-04-28,23.2306,23.9638,22.7201,23.8803,10107823.0
2022-04-29,23.7318,23.9174,22.3674,22.4324,10159952.0
2022-04-30,23.7318,23.9174,22.3674,22.4324,10159952.0
2022-05-01,23.7318,23.9174,22.3674,22.4324,10159952.0
2022-05-02,22.6087,23.0728,22.024,23.0542,10582057.0
2022-05-03,23.1053,23.3791,22.4788,22.5252,7413744.0
2022-05-04,22.4881,23.5554,22.038,23.5369,9809485.0
2022-05-05,23.045,23.1192,21.8384,22.1076,11170933.0
2022-05-06,21.8106,22.1725,20.8639,21.4579,12651627.0
2022-05-07,21.8106,22.1725,20.8639,21.4579,12651627.0
2022-05-08,21.8106,22.1725,20.8639,21.4579,12651627.0
2022-05-09,20.7247,21.5785,20.6411,20.7711,11266843.0
2022-05-10,20.9845,21.1609,20.1214,20.6783,12206359.0
2022-05-11,20.9845,20.9845,18.8221,18.8313,17836060.0
2022-05-12,19.0541,20.4741,18.6364,19.6759,17938949.0
2022-05-13,20.1121,20.682,19.8894,20.0008,10969455.0
2022-05-14,20.1121,20.682,19.8894,20.0008,10969455.0
2022-05-15,20.1121,20.682,19.8894,20.0008,10969455.0
2022-05-16,19.8615,19.8615,19.0773,19.416,11671439.0
2022-05-17,19.184,19.959,19.068,19.7687,12715112.0
2022-05-18,18.2373,18.4972,17.3,17.6619,28317629.0
2022-05-19,17.1979,18.3626,17.1425,17.9682,18779351.0
2022-05-20,17.9589,18.1631,16.2419,16.8545,22995786.0
2022-05-21,17.9589,18.1631,16.2419,16.8545,22995786.0
2022-05-22,17.9589,18.1631,16.2419,16.8545,22995786.0
2022-05-23,16.9194,17.2118,16.2419,17.0494,16426953.0
2022-05-24,16.5111,16.5295,15.7315,16.344,20847786.0
2022-05-25,16.3811,18.01,16.2976,17.829,27236633.0
2022-05-26,20.4648,21.3372,19.6017,21.2723,48321607.0
2022-05-27,21.1145,21.894,20.8453,21.7549,21170327.0
2022-05-28,21.1145,21.894,20.8453,21.7549,21170327.0
2022-05-29,21.1145,21.894,20.8453,21.7549,21170327.0
2022-05-30,21.1145,21.894,20.8453,21.7549,21170327.0
2022-05-31,21.6992,22.2468,21.198,21.9498,16026249.0
2022-06-01,22.1168,22.2282,21.1423,21.6528,14250149.0
2022-06-02,21.9034,22.3025,21.6899,22.0983,10031841.0
2022-06-03,22.0983,22.5252,21.9405,22.1076,10612043.0
2022-06-04,22.0983,22.5252,21.9405,22.1076,10612043.0
2022-06-05,22.0983,22.5252,21.9405,22.1076,10612043.0
2022-06-06,22.1911,22.5252,21.8013,22.4417,10339931.0
2022-06-07,22.0983,23.0914,22.024,22.7016,15379825.0
2022-06-08,22.618,22.7944,22.2561,22.4974,8984506.0
2022-06-09,22.3953,22.6273,22.1261,22.2375,9179769.0
2022-06-10,21.7456,22.1308,21.3372,21.3836,10108932.0
2022-06-11,21.7456,22.1308,21.3372,21.3836,10108932.0
2022-06-12,21.7456,22.1308,21.3372,21.3836,10108932.0
2022-06-13,20.5576,20.8732,19.1841,19.6945,14068096.0
2022-06-14,19.8511,20.543,19.7529,20.3841,9272921.0
2022-06-15,20.3934,21.1415,20.169,20.4963,13548580.0
2022-06-16,19.6173,19.6641,18.2896,18.5233,12504159.0
2022-06-17,18.5888,18.9441,18.2995,18.5794,13668791.0
2022-06-18,18.5888,18.9441,18.2995,18.5794,13668791.0
2022-06-19,18.5888,18.9441,18.2995,18.5794,13668791.0
2022-06-20,18.5888,18.9441,18.2995,18.5794,13668791.0
2022-06-21,18.8599,19.0095,18.2335,18.6355,13480187.0
2022-06-22,18.3363,18.6355,17.9716,18.2709,12873595.0
2022-06-23,18.1493,18.2896,17.3358,17.8314,13045000.0
2022-06-24,17.8688,19.6827,17.8501,19.5986,50955757.0
2022-06-25,17.8688,19.6827,17.8501,19.5986,50955757.0
2022-06-26,17.8688,19.6827,17.8501,19.5986,50955757.0
2022-06-27,19.7295,19.8604,18.7898,18.888,11837472.0
2022-06-28,19.1031,19.1685,18.009,18.1213,9272163.0
2022-06-29,17.9436,17.9903,17.3919,17.607,9944634.0
2022-06-30,17.1582,17.3919,16.7514,17.1301,11215344.0
2022-07-01,16.4662,16.9665,16.0969,16.8028,12836607.0
2022-07-02,16.4662,16.9665,16.0969,16.8028,12836607.0
2022-07-03,16.4662,16.9665,16.0969,16.8028,12836607.0
2022-07-04,16.4662,16.9665,16.0969,16.8028,12836607.0
2022-07-05,16.6719,17.6678,16.3447,17.5789,14522270.0
2022-07-06,17.3358,17.3452,16.2325,16.4195,12690114.0
