,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity
2021-08-18,443.5,443.9,435.77,436.35,1561643.0
2021-08-19,433.92,442.74,430.48,440.6,1404368.0
2021-08-20,439.94,443.11,437.72,442.12,1000807.0
2021-08-21,439.94,443.11,437.72,442.12,1000807.0
2021-08-22,439.94,443.11,437.72,442.12,1000807.0
2021-08-23,443.2,452.38,442.61,448.9,1570741.0
2021-08-24,448.85,449.44,446.76,447.95,942923.0
2021-08-25,448.07,452.45,448.07,449.79,1001693.0
2021-08-26,449.41,454.16,447.17,451.96,1083764.0
2021-08-27,454.07,461.92,452.79,461.45,1646077.0
2021-08-28,454.07,461.92,452.79,461.45,1646077.0
2021-08-29,454.07,461.92,452.79,461.45,1646077.0
2021-08-30,465.23,472.53,463.6,464.19,1961364.0
2021-08-31,466.43,466.43,458.43,462.63,1738040.0
2021-09-01,461.75,464.52,458.6,458.86,1258589.0
2021-09-02,461.31,461.48,456.07,457.69,1712249.0
2021-09-03,461.42,470.81,460.61,463.07,2520467.0
2021-09-04,461.42,470.81,460.61,463.07,2520467.0
2021-09-05,461.42,470.81,460.61,463.07,2520467.0
2021-09-06,461.42,470.81,460.61,463.07,2520467.0
2021-09-07,462.99,462.99,456.85,462.05,1239944.0
2021-09-08,464.87,465.12,454.16,460.0,1398675.0
2021-09-09,458.57,464.01,458.57,459.17,1317503.0
2021-09-10,462.48,470.8,461.98,463.5,1611029.0
2021-09-11,462.48,470.8,461.98,463.5,1611029.0
2021-09-12,462.48,470.8,461.98,463.5,1611029.0
2021-09-13,467.09,467.52,458.95,464.26,1492982.0
2021-09-14,467.09,470.27,463.7,466.97,1413410.0
2021-09-15,467.2,475.18,464.69,474.29,2334578.0
2021-09-16,470.06,473.74,465.42,472.06,1756917.0
2021-09-17,468.92,472.32,466.16,470.81,3446968.0
2021-09-18,468.92,472.32,466.16,470.81,3446968.0
2021-09-19,468.92,472.32,466.16,470.81,3446968.0
2021-09-20,464.29,468.02,454.47,460.41,3010547.0
2021-09-21,462.53,462.78,456.45,460.19,1693622.0
2021-09-22,463.25,471.45,461.34,469.19,2061043.0
2021-09-23,470.99,475.47,469.19,472.66,1837027.0
2021-09-24,470.76,473.79,469.41,473.25,1060793.0
2021-09-25,470.76,473.79,469.41,473.25,1060793.0
2021-09-26,470.76,473.79,469.41,473.25,1060793.0
2021-09-27,468.42,474.09,466.18,473.18,983099.0
2021-09-28,465.82,469.99,459.77,460.22,2012409.0
2021-09-29,462.66,463.26,457.06,458.77,1578367.0
2021-09-30,463.5,463.5,454.09,454.51,1573539.0
2021-10-01,457.25,458.01,447.55,456.78,1605175.0
2021-10-02,457.25,458.01,447.55,456.78,1605175.0
2021-10-03,457.25,458.01,447.55,456.78,1605175.0
2021-10-04,454.51,456.04,443.12,446.09,2009284.0
2021-10-05,446.08,459.06,445.51,454.97,1655798.0
2021-10-06,452.82,458.65,449.61,458.12,1204169.0
2021-10-07,461.73,468.54,461.73,462.94,1326088.0
2021-10-08,465.65,466.76,460.46,461.93,1027984.0
2021-10-09,465.65,466.76,460.46,461.93,1027984.0
2021-10-10,465.65,466.76,460.46,461.93,1027984.0
2021-10-11,460.42,468.25,460.06,461.45,1118804.0
2021-10-12,464.74,465.54,451.78,454.84,2099054.0
2021-10-13,450.99,454.93,449.47,454.58,1642533.0
2021-10-14,461.01,467.84,460.03,466.38,1923297.0
2021-10-15,472.76,474.13,469.65,471.68,2510461.0
2021-10-16,472.76,474.13,469.65,471.68,2510461.0
2021-10-17,472.76,474.13,469.65,471.68,2510461.0
2021-10-18,469.0,472.36,467.38,471.78,1604242.0
2021-10-19,472.68,478.82,470.29,478.37,1638306.0
2021-10-20,478.94,481.22,476.54,477.44,1345845.0
2021-10-21,477.46,482.5,476.69,481.9,1178679.0
2021-10-22,482.45,488.67,480.84,483.08,1536739.0
2021-10-23,482.45,488.67,480.84,483.08,1536739.0
2021-10-24,482.45,488.67,480.84,483.08,1536739.0
2021-10-25,485.03,491.6,482.86,489.32,1241554.0
2021-10-26,492.28,501.43,491.13,500.38,2404304.0
2021-10-27,498.46,502.44,489.12,490.29,2350034.0
2021-10-28,491.26,496.71,490.59,496.35,1187523.0
2021-10-29,490.66,498.77,490.66,498.32,1556429.0
2021-10-30,490.66,498.77,490.66,498.32,1556429.0
2021-10-31,490.66,498.77,490.66,498.32,1556429.0
2021-11-01,497.07,499.17,492.0,494.92,1689598.0
2021-11-02,494.36,506.89,493.64,503.38,1626300.0
2021-11-03,505.24,509.68,500.29,508.35,1403784.0
2021-11-04,509.69,514.63,506.99,514.2,1595804.0
2021-11-05,515.5,524.56,515.32,523.86,1867351.0
2021-11-06,515.5,524.56,515.32,523.86,1867351.0
2021-11-07,515.5,524.56,515.32,523.86,1867351.0
2021-11-08,526.72,528.52,523.09,523.89,1723365.0
2021-11-09,524.11,526.65,520.32,522.81,1583843.0
2021-11-10,519.53,525.72,513.67,514.35,1844824.0
2021-11-11,518.02,522.17,514.38,520.56,1415701.0
2021-11-12,523.38,530.34,519.8,527.89,1359222.0
2021-11-13,523.38,530.34,519.8,527.89,1359222.0
2021-11-14,523.38,530.34,519.8,527.89,1359222.0
2021-11-15,532.08,532.08,524.71,530.28,1397239.0
2021-11-16,528.7,533.8,527.44,533.09,1319404.0
2021-11-17,532.5,535.51,528.71,533.91,1253294.0
2021-11-18,535.27,540.55,533.91,538.75,1271333.0
2021-11-19,540.13,541.0,530.43,533.04,1963032.0
2021-11-20,540.13,541.0,530.43,533.04,1963032.0
2021-11-21,540.13,541.0,530.43,533.04,1963032.0
2021-11-22,535.82,536.16,517.82,518.57,2590056.0
2021-11-23,517.77,520.99,514.12,520.3,1710989.0
2021-11-24,518.53,524.01,513.05,523.68,1208725.0
2021-11-25,518.53,524.01,513.05,523.68,1208725.0
2021-11-26,517.16,522.34,509.24,512.3,1421903.0
2021-11-27,517.16,522.34,509.24,512.3,1421903.0
2021-11-28,517.16,522.34,509.24,512.3,1421903.0
2021-11-29,521.31,531.95,518.95,528.94,1870345.0
2021-11-30,527.94,529.55,517.37,518.95,2257749.0
2021-12-01,528.13,532.82,518.62,519.96,2198288.0
2021-12-02,511.81,524.04,509.87,517.79,2261872.0
2021-12-03,529.51,533.31,515.87,523.11,2030739.0
2021-12-04,529.51,533.31,515.87,523.11,2030739.0
2021-12-05,529.51,533.31,515.87,523.11,2030739.0
2021-12-06,529.23,532.72,521.07,529.54,2248229.0
2021-12-07,536.12,555.87,536.12,553.36,2956207.0
2021-12-08,553.87,553.87,545.89,551.64,1799765.0
2021-12-09,545.91,553.21,545.91,546.82,2907960.0
2021-12-10,584.84,604.3,579.79,592.05,5708665.0
2021-12-11,584.84,604.3,579.79,592.05,5708665.0
2021-12-12,584.84,604.3,579.79,592.05,5708665.0
2021-12-13,594.23,594.62,582.26,582.66,2689830.0
2021-12-14,579.08,579.81,567.65,576.34,3595635.0
2021-12-15,576.95,600.66,572.05,599.72,2909168.0
2021-12-16,597.38,600.47,573.14,581.74,4274842.0
2021-12-17,578.79,599.84,576.51,595.13,5075310.0
2021-12-18,578.79,599.84,576.51,595.13,5075310.0
2021-12-19,578.79,599.84,576.51,595.13,5075310.0
2021-12-20,587.01,605.56,585.88,604.57,3277047.0
2021-12-21,611.33,612.62,597.37,609.58,3653389.0
2021-12-22,606.82,619.88,602.99,618.03,2838293.0
2021-12-23,618.9,632.68,618.9,627.08,2359625.0
2021-12-24,618.9,632.68,618.9,627.08,2359625.0
2021-12-25,618.9,632.68,618.9,627.08,2359625.0
2021-12-26,618.9,632.68,618.9,627.08,2359625.0
2021-12-27,627.08,637.93,626.76,636.02,1944503.0
2021-12-28,639.11,639.31,629.19,631.04,1725041.0
2021-12-29,631.8,638.59,631.16,634.45,1479957.0
2021-12-30,634.91,637.36,626.18,627.35,1147314.0
2021-12-31,629.13,633.22,625.64,627.66,1204614.0
2022-01-01,629.13,633.22,625.64,627.66,1204614.0
2022-01-02,629.13,633.22,625.64,627.66,1204614.0
2022-01-03,628.51,633.59,623.71,625.69,2259950.0
2022-01-04,625.27,634.05,619.94,632.85,2110277.0
2022-01-05,633.13,633.13,605.59,606.52,3496111.0
2022-01-06,603.84,611.85,598.44,600.89,2858130.0
2022-01-07,599.77,603.6,583.37,584.02,2783173.0
2022-01-08,599.77,603.6,583.37,584.02,2783173.0
2022-01-09,599.77,603.6,583.37,584.02,2783173.0
2022-01-10,574.32,586.75,569.33,585.92,2979338.0
2022-01-11,580.62,592.37,579.7,586.76,1903653.0
2022-01-12,591.91,595.19,584.58,586.71,1880639.0
2022-01-13,591.87,592.26,560.44,563.31,3004792.0
2022-01-14,561.98,566.32,558.41,562.53,2566283.0
2022-01-15,561.98,566.32,558.41,562.53,2566283.0
2022-01-16,561.98,566.32,558.41,562.53,2566283.0
2022-01-17,561.98,566.32,558.41,562.53,2566283.0
2022-01-18,554.94,557.51,543.31,545.01,3583706.0
2022-01-19,548.58,551.55,531.37,531.97,2269172.0
2022-01-20,535.77,537.79,515.75,516.64,2522478.0
2022-01-21,515.63,523.89,501.19,502.98,3801047.0
2022-01-22,515.63,523.89,501.19,502.98,3801047.0
2022-01-23,515.63,523.89,501.19,502.98,3801047.0
2022-01-24,500.77,512.67,484.27,510.85,5426724.0
2022-01-25,498.04,514.46,494.48,503.84,3815824.0
2022-01-26,520.68,541.59,518.86,525.51,4971487.0
2022-01-27,537.4,537.9,510.33,511.54,3420955.0
2022-01-28,512.53,528.7,502.18,528.32,3025363.0
2022-01-29,512.53,528.7,502.18,528.32,3025363.0
2022-01-30,512.53,528.7,502.18,528.32,3025363.0
2022-01-31,527.66,553.1,524.45,552.64,4028846.0
2022-02-01,552.63,560.2,543.15,559.09,2571948.0
2022-02-02,565.02,570.49,559.95,569.19,2444338.0
2022-02-03,561.87,565.03,547.21,547.9,3060176.0
2022-02-04,543.68,562.69,543.45,556.68,2054844.0
2022-02-05,543.68,562.69,543.45,556.68,2054844.0
2022-02-06,543.68,562.69,543.45,556.68,2054844.0
2022-02-07,556.68,567.45,551.02,554.29,1867302.0
2022-02-08,555.0,567.7,553.69,566.17,1457174.0
2022-02-09,572.89,577.01,567.43,576.66,2200361.0
2022-02-10,561.53,579.77,555.18,557.81,2491954.0
2022-02-11,557.81,565.73,536.79,540.89,2728064.0
2022-02-12,557.81,565.73,536.79,540.89,2728064.0
2022-02-13,557.81,565.73,536.79,540.89,2728064.0
2022-02-14,542.38,549.75,537.73,545.75,1929091.0
2022-02-15,555.61,571.65,554.88,568.57,3428437.0
2022-02-16,560.36,566.72,553.9,563.33,2293143.0
2022-02-17,556.24,558.02,546.05,546.15,2142434.0
2022-02-18,547.98,554.39,540.75,547.08,1970772.0
2022-02-19,547.98,554.39,540.75,547.08,1970772.0
2022-02-20,547.98,554.39,540.75,547.08,1970772.0
2022-02-21,547.98,554.39,540.75,547.08,1970772.0
2022-02-22,547.08,556.72,537.48,544.7,2020421.0
2022-02-23,547.31,551.88,532.7,533.12,2241646.0
2022-02-24,520.29,552.46,517.87,547.09,3531619.0
2022-02-25,546.93,555.94,541.43,554.65,2238003.0
2022-02-26,546.93,555.94,541.43,554.65,2238003.0
2022-02-27,546.93,555.94,541.43,554.65,2238003.0
2022-02-28,548.04,558.7,543.68,554.11,2500487.0
2022-03-01,551.61,554.28,533.23,537.77,2489810.0
2022-03-02,541.92,557.03,541.04,552.55,2177131.0
2022-03-03,560.0,560.02,541.74,545.77,2645397.0
2022-03-04,559.16,571.53,550.88,562.18,4476193.0
2022-03-05,559.16,571.53,550.88,562.18,4476193.0
2022-03-06,559.16,571.53,550.88,562.18,4476193.0
2022-03-07,563.2,564.81,537.66,538.32,2649363.0
2022-03-08,539.71,562.23,531.63,543.27,2699261.0
2022-03-09,555.38,567.5,553.7,563.15,2256049.0
2022-03-10,552.34,556.54,543.67,554.38,1932364.0
2022-03-11,558.41,560.7,544.38,545.07,1981534.0
2022-03-12,558.41,560.7,544.38,545.07,1981534.0
2022-03-13,558.41,560.7,544.38,545.07,1981534.0
2022-03-14,544.23,547.07,532.71,535.59,2523390.0
2022-03-15,544.52,562.9,542.41,559.13,2825988.0
2022-03-16,562.8,573.23,550.92,572.67,2945372.0
2022-03-17,570.41,572.56,563.72,568.48,1817402.0
2022-03-18,569.7,578.42,562.18,575.78,4153788.0
2022-03-19,569.7,578.42,562.18,575.78,4153788.0
2022-03-20,569.7,578.42,562.18,575.78,4153788.0
2022-03-21,575.1,575.1,559.21,571.01,2578930.0
2022-03-22,571.42,582.61,569.15,580.55,1926180.0
2022-03-23,577.38,580.58,568.99,569.2,1383886.0
2022-03-24,576.08,595.63,571.69,594.88,2601580.0
2022-03-25,595.5,598.66,588.84,597.2,1454087.0
2022-03-26,595.5,598.66,588.84,597.2,1454087.0
2022-03-27,595.5,598.66,588.84,597.2,1454087.0
2022-03-28,594.36,601.41,584.77,601.01,1442861.0
2022-03-29,607.77,612.81,598.28,609.17,2300138.0
2022-03-30,606.7,611.85,595.74,599.31,1862620.0
2022-03-31,598.73,606.82,596.42,597.97,2173051.0
2022-04-01,599.88,602.61,587.53,595.41,1626685.0
2022-04-02,599.88,602.61,587.53,595.41,1626685.0
2022-04-03,599.88,602.61,587.53,595.41,1626685.0
2022-04-04,594.88,604.66,593.07,602.88,1648573.0
2022-04-05,597.85,600.42,582.13,583.19,1977782.0
2022-04-06,571.76,580.79,563.87,571.69,2374237.0
2022-04-07,569.62,577.04,563.37,572.68,1658333.0
2022-04-08,567.3,568.45,556.46,557.44,2046397.0
2022-04-09,567.3,568.45,556.46,557.44,2046397.0
2022-04-10,567.3,568.45,556.46,557.44,2046397.0
2022-04-11,553.24,559.61,550.25,551.37,2351240.0
2022-04-12,559.44,568.44,552.85,555.61,1734993.0
2022-04-13,558.86,566.66,556.54,562.7,2026760.0
2022-04-14,565.03,566.99,544.01,544.95,2738471.0
2022-04-15,565.03,566.99,544.01,544.95,2738471.0
2022-04-16,565.03,566.99,544.01,544.95,2738471.0
2022-04-17,565.03,566.99,544.01,544.95,2738471.0
2022-04-18,544.0,561.45,544.0,556.97,2137453.0
2022-04-19,550.19,568.55,550.19,567.53,1658242.0
2022-04-20,573.77,582.54,565.16,567.62,1391990.0
2022-04-21,575.05,584.86,560.92,562.88,2035211.0
2022-04-22,560.39,568.59,556.74,557.39,2106519.0
2022-04-23,560.39,568.59,556.74,557.39,2106519.0
2022-04-24,560.39,568.59,556.74,557.39,2106519.0
2022-04-25,552.21,559.11,542.36,558.28,2695907.0
2022-04-26,554.4,555.98,531.52,531.87,3580891.0
2022-04-27,527.8,541.37,527.05,531.36,1931324.0
2022-04-28,537.44,555.56,529.87,549.79,2233400.0
2022-04-29,543.78,549.16,525.53,526.47,2611006.0
2022-04-30,543.78,549.16,525.53,526.47,2611006.0
2022-05-01,543.78,549.16,525.53,526.47,2611006.0
2022-05-02,529.08,548.55,528.36,547.33,2672471.0
2022-05-03,547.0,557.2,542.97,551.9,1706449.0
2022-05-04,552.49,573.65,545.08,573.26,2389585.0
2022-05-05,564.31,567.76,545.37,550.78,3280649.0
2022-05-06,545.99,560.27,540.76,550.89,2074700.0
2022-05-07,545.99,560.27,540.76,550.89,2074700.0
2022-05-08,545.99,560.27,540.76,550.89,2074700.0
2022-05-09,544.03,548.89,532.06,534.57,3007388.0
2022-05-10,551.26,561.38,543.01,552.11,2927311.0
2022-05-11,545.65,555.25,537.36,538.55,2665951.0
2022-05-12,535.03,544.72,530.15,542.79,2551775.0
2022-05-13,547.99,561.8,544.62,558.62,1945085.0
2022-05-14,547.99,561.8,544.62,558.62,1945085.0
2022-05-15,547.99,561.8,544.62,558.62,1945085.0
2022-05-16,554.95,559.47,548.56,553.33,1419084.0
2022-05-17,565.46,578.33,563.72,577.53,2467604.0
2022-05-18,569.79,570.47,537.67,541.84,3502433.0
2022-05-19,529.9,532.51,511.82,518.7,3488421.0
2022-05-20,526.01,527.04,486.64,515.84,4028103.0
2022-05-21,526.01,527.04,486.64,515.84,4028103.0
2022-05-22,526.01,527.04,486.64,515.84,4028103.0
2022-05-23,497.61,508.6,488.36,499.85,5858580.0
2022-05-24,500.14,502.24,490.2,497.8,2506019.0
2022-05-25,497.52,510.39,497.52,504.86,1784225.0
2022-05-26,504.77,526.64,501.15,522.93,3974283.0
2022-05-27,533.78,555.97,531.81,553.91,3730114.0
2022-05-28,533.78,555.97,531.81,553.91,3730114.0
2022-05-29,533.78,555.97,531.81,553.91,3730114.0
2022-05-30,533.78,555.97,531.81,553.91,3730114.0
2022-05-31,555.07,557.46,546.99,550.92,3000940.0
2022-06-01,557.99,561.18,539.81,544.73,1834481.0
2022-06-02,548.66,548.68,539.52,547.7,2948939.0
2022-06-03,540.22,540.92,532.73,534.95,2056171.0
2022-06-04,540.22,540.92,532.73,534.95,2056171.0
2022-06-05,540.22,540.92,532.73,534.95,2056171.0
2022-06-06,542.74,543.88,529.46,532.97,1455678.0
2022-06-07,532.31,545.61,529.45,544.14,1589491.0
2022-06-08,543.02,547.25,533.83,536.89,2400504.0
2022-06-09,532.9,544.75,527.94,528.21,1878740.0
2022-06-10,522.39,523.29,512.54,514.01,2402436.0
2022-06-11,522.39,523.29,512.54,514.01,2402436.0
2022-06-12,522.39,523.29,512.54,514.01,2402436.0
2022-06-13,500.25,506.16,490.04,491.55,3161905.0
2022-06-14,498.53,498.53,488.68,493.98,2438173.0
2022-06-15,502.5,506.95,489.56,500.19,1914054.0
2022-06-16,486.17,488.52,467.49,472.14,3724442.0
2022-06-17,470.07,475.16,463.3,473.54,4350396.0
2022-06-18,470.07,475.16,463.3,473.54,4350396.0
2022-06-19,470.07,475.16,463.3,473.54,4350396.0
2022-06-20,470.07,475.16,463.3,473.54,4350396.0
2022-06-21,482.66,489.2,481.53,482.37,2190065.0
2022-06-22,475.22,482.37,473.2,475.02,2472117.0
2022-06-23,480.43,480.43,470.15,475.48,1670776.0
2022-06-24,483.55,490.06,480.14,487.46,2120140.0
2022-06-25,483.55,490.06,480.14,487.46,2120140.0
2022-06-26,483.55,490.06,480.14,487.46,2120140.0
2022-06-27,491.97,492.2,481.46,484.23,1320718.0
2022-06-28,490.83,492.31,476.94,477.27,1566904.0
2022-06-29,474.43,474.86,465.99,469.58,1444397.0
2022-06-30,467.3,472.76,460.29,465.17,1888997.0
2022-07-01,459.04,463.69,449.49,457.54,2131693.0
2022-07-02,459.04,463.69,449.49,457.54,2131693.0
2022-07-03,459.04,463.69,449.49,457.54,2131693.0
2022-07-04,459.04,463.69,449.49,457.54,2131693.0
2022-07-05,451.95,456.67,444.2,456.06,2071600.0
2022-07-06,460.12,466.36,455.3,462.11,2297599.0
2022-07-07,467.37,480.09,467.37,477.36,2131887.0
2022-07-08,472.05,478.4,469.18,477.5,1271338.0
2022-07-09,472.05,478.4,469.18,477.5,1271338.0
2022-07-10,472.05,478.4,469.18,477.5,1271338.0
2022-07-11,468.69,470.73,460.55,462.35,2148141.0
2022-07-12,467.1,471.67,459.67,460.92,2116095.0
2022-07-13,454.8,465.0,452.22,461.26,1766746.0
2022-07-14,461.95,466.0,453.31,464.05,1995682.0
2022-07-15,469.98,473.72,465.48,473.45,1871375.0
2022-07-16,469.98,473.72,465.48,473.45,1871375.0
2022-07-17,469.98,473.72,465.48,473.45,1871375.0
2022-07-18,478.91,481.07,467.45,470.2,1804234.0
2022-07-19,475.69,489.63,474.82,487.38,2725707.0
2022-07-20,487.89,495.62,483.04,490.03,2741173.0
2022-07-21,490.77,495.81,484.52,495.69,1391150.0
2022-07-22,496.77,497.71,485.15,490.75,1786684.0
2022-07-23,496.77,497.71,485.15,490.75,1786684.0
2022-07-24,496.77,497.71,485.15,490.75,1786684.0
2022-07-25,488.77,491.51,485.01,491.31,1506053.0
2022-07-26,492.77,494.85,487.3,489.38,1795782.0
2022-07-27,496.18,507.67,494.97,505.37,2552844.0
2022-07-28,506.13,513.72,498.46,510.94,1486745.0
2022-07-29,509.38,514.98,507.74,512.73,1848287.0
2022-07-30,509.38,514.98,507.74,512.73,1848287.0
2022-07-31,509.38,514.98,507.74,512.73,1848287.0
2022-08-01,508.85,516.85,507.9,513.58,1148539.0
2022-08-02,510.57,516.29,504.83,508.64,1307231.0
2022-08-03,512.55,524.72,511.43,523.51,1922816.0
2022-08-04,525.11,529.65,521.86,529.31,1629251.0
2022-08-05,521.75,528.55,520.2,528.01,1435744.0
2022-08-06,521.75,528.55,520.2,528.01,1435744.0
2022-08-07,521.75,528.55,520.2,528.01,1435744.0
2022-08-08,526.01,529.5,515.85,522.35,1372821.0
2022-08-09,516.19,516.44,505.33,510.16,2007417.0
2022-08-10,522.86,527.61,516.33,527.03,1951872.0
2022-08-11,530.42,534.07,521.13,522.26,1427035.0
2022-08-12,524.54,534.69,522.47,534.51,1840020.0
2022-08-13,524.54,534.69,522.47,534.51,1840020.0
2022-08-14,524.54,534.69,522.47,534.51,1840020.0
2022-08-15,530.68,536.0,527.11,535.21,1432965.0
2022-08-16,533.83,534.24,522.81,528.21,1478384.0
2022-08-17,521.24,521.57,508.48,515.71,1902221.0
2022-08-18,520.32,536.74,518.62,534.72,2345959.0
2022-08-19,527.46,531.98,524.59,525.13,1692455.0
2022-08-20,527.46,531.98,524.59,525.13,1692455.0
2022-08-21,527.46,531.98,524.59,525.13,1692455.0
2022-08-22,519.52,520.02,504.66,506.29,1855584.0
2022-08-23,511.17,514.78,506.44,507.27,900317.0
2022-08-24,507.06,508.73,501.2,508.29,1188496.0
2022-08-25,510.79,527.09,509.65,526.76,1734523.0
2022-08-26,525.52,527.58,497.91,498.73,2568256.0
2022-08-27,525.52,527.58,497.91,498.73,2568256.0
2022-08-28,525.52,527.58,497.91,498.73,2568256.0
2022-08-29,497.91,500.53,490.25,492.34,1658015.0
2022-08-30,494.88,495.91,480.09,484.88,1828167.0
2022-08-31,488.49,488.49,475.44,477.91,3244469.0
2022-09-01,470.59,472.33,460.41,471.11,3193046.0
2022-09-02,495.99,497.73,477.13,478.97,4042587.0
2022-09-03,495.99,497.73,477.13,478.97,4042587.0
2022-09-04,495.99,497.73,477.13,478.97,4042587.0
2022-09-05,495.99,497.73,477.13,478.97,4042587.0
2022-09-06,477.35,482.59,469.54,477.03,2473855.0
2022-09-07,481.54,487.79,477.88,483.67,2044027.0
2022-09-08,481.25,490.96,477.51,490.18,2253477.0
2022-09-09,493.54,503.62,493.54,500.21,2301888.0
2022-09-10,493.54,503.62,493.54,500.21,2301888.0
2022-09-11,493.54,503.62,493.54,500.21,2301888.0
2022-09-12,504.37,508.69,502.27,506.58,1815800.0
2022-09-13,492.01,496.25,480.37,482.25,3513603.0
2022-09-14,485.58,491.21,481.41,489.05,2060450.0
2022-09-15,487.31,489.83,476.15,478.89,3657361.0
2022-09-16,476.57,482.29,469.05,481.15,5901214.0
2022-09-17,476.57,482.29,469.05,481.15,5901214.0
2022-09-18,476.57,482.29,469.05,481.15,5901214.0
2022-09-19,473.41,482.0,473.41,480.52,1794826.0
2022-09-20,474.93,477.64,468.91,472.11,1713164.0
2022-09-21,474.07,482.66,465.17,465.53,2066913.0
2022-09-22,465.81,466.56,456.7,461.15,2353999.0
2022-09-23,458.59,461.52,446.08,452.53,2964907.0
2022-09-24,458.59,461.52,446.08,452.53,2964907.0
2022-09-25,458.59,461.52,446.08,452.53,2964907.0
2022-09-26,452.82,456.99,445.42,446.33,1936095.0
2022-09-27,453.37,453.7,440.78,448.74,1785161.0
2022-09-28,445.44,452.6,440.63,449.9,2760544.0
2022-09-29,445.02,445.47,429.55,434.62,3999662.0
2022-09-30,433.59,442.04,428.35,428.71,2720220.0
2022-10-01,433.59,442.04,428.35,428.71,2720220.0
2022-10-02,433.59,442.04,428.35,428.71,2720220.0
2022-10-03,433.76,445.07,431.56,441.04,2147893.0
2022-10-04,452.36,463.62,449.81,463.33,2727696.0
2022-10-05,456.27,471.27,455.22,468.1,1849324.0
2022-10-06,467.12,472.83,462.22,462.98,1725000.0
2022-10-07,456.1,457.03,443.2,444.61,2842546.0
2022-10-08,456.1,457.03,443.2,444.61,2842546.0
2022-10-09,456.1,457.03,443.2,444.61,2842546.0
2022-10-10,444.15,444.25,416.96,422.62,3345412.0
2022-10-11,420.2,423.58,410.92,415.92,2804633.0
2022-10-12,417.36,420.71,413.26,415.73,1504625.0
2022-10-13,403.04,428.48,400.77,422.88,2798438.0
2022-10-14,428.01,428.66,411.72,412.38,2281671.0
2022-10-15,428.01,428.66,411.72,412.38,2281671.0
2022-10-16,428.01,428.66,411.72,412.38,2281671.0
2022-10-17,424.4,426.04,418.46,420.37,2412009.0
2022-10-18,432.77,433.09,415.34,419.85,2034087.0
2022-10-19,418.3,423.2,416.03,420.3,1270235.0
2022-10-20,420.14,426.95,413.39,415.47,2340319.0
2022-10-21,417.2,435.13,414.38,434.23,2697968.0
2022-10-22,417.2,435.13,414.38,434.23,2697968.0
2022-10-23,417.2,435.13,414.38,434.23,2697968.0
2022-10-24,437.13,442.98,435.57,440.79,2528701.0
2022-10-25,442.21,448.26,441.09,444.22,1824609.0
2022-10-26,442.21,455.5,439.65,445.29,2931519.0
2022-10-27,449.99,454.55,439.24,439.71,1851186.0
2022-10-28,441.22,458.0,439.95,456.61,2309608.0
2022-10-29,441.22,458.0,439.95,456.61,2309608.0
2022-10-30,441.22,458.0,439.95,456.61,2309608.0
2022-10-31,450.76,456.52,448.99,453.92,1925861.0
2022-11-01,459.4,460.4,447.21,451.78,1632438.0
2022-11-02,454.08,463.9,440.02,440.32,2109131.0
2022-11-03,435.4,437.26,426.15,428.82,2388727.0
2022-11-04,441.12,452.73,437.66,449.27,2889054.0
2022-11-05,441.12,452.73,437.66,449.27,2889054.0
2022-11-06,441.12,452.73,437.66,449.27,2889054.0
2022-11-07,450.69,461.28,445.67,458.85,1768745.0
2022-11-08,464.66,471.96,457.19,465.5,2074321.0
2022-11-09,462.01,462.5,452.87,453.29,2369509.0
2022-11-10,474.08,489.7,470.41,489.12,3397028.0
2022-11-11,487.41,501.12,484.7,500.24,2672832.0
2022-11-12,487.41,501.12,484.7,500.24,2672832.0
2022-11-13,487.41,501.12,484.7,500.24,2672832.0
2022-11-14,497.63,506.93,495.32,495.54,2160182.0
2022-11-15,511.7,514.22,498.13,506.35,2331539.0
2022-11-16,498.92,500.67,492.7,494.1,2540504.0
2022-11-17,487.6,495.07,485.8,494.46,2038503.0
2022-11-18,499.06,499.89,493.39,497.41,1453871.0
2022-11-19,499.06,499.89,493.39,497.41,1453871.0
2022-11-20,499.06,499.89,493.39,497.41,1453871.0
2022-11-21,495.27,502.9,493.5,499.61,1862162.0
2022-11-22,504.95,512.01,501.13,511.79,1891968.0
2022-11-23,512.08,522.82,510.58,515.25,1396717.0
2022-11-24,512.08,522.82,510.58,515.25,1396717.0
2022-11-25,512.4,516.16,511.24,511.65,745539.0
2022-11-26,512.4,516.16,511.24,511.65,745539.0
2022-11-27,512.4,516.16,511.24,511.65,745539.0
2022-11-28,507.14,510.54,498.45,504.22,2351064.0
2022-11-29,504.98,507.73,497.09,503.43,1269585.0
2022-11-30,506.05,532.65,499.99,532.04,4734939.0
2022-12-01,532.04,533.39,523.28,531.77,2300645.0
2022-12-02,518.55,524.0,517.61,522.17,1931953.0
2022-12-03,518.55,524.0,517.61,522.17,1931953.0
2022-12-04,518.55,524.0,517.61,522.17,1931953.0
2022-12-05,519.24,520.89,507.38,512.36,1854983.0
2022-12-06,512.37,515.19,503.77,507.7,1965513.0
2022-12-07,501.7,506.91,498.27,500.63,1652385.0
2022-12-08,502.87,514.08,502.45,512.78,2751431.0
2022-12-09,531.96,533.6,522.36,525.95,3702830.0
2022-12-10,531.96,533.6,522.36,525.95,3702830.0
2022-12-11,531.96,533.6,522.36,525.95,3702830.0
