,BJRI US Equity,BJRI US Equity,BJRI US Equity,BJRI US Equity,BJRI US Equity
2022-09-13,26.98,27.41,26.53,26.72,243126.0
2022-09-14,26.74,27.65,26.2,27.58,407572.0
2022-09-15,27.43,28.87,27.43,28.22,291071.0
2022-09-16,27.59,28.42,26.94,28.31,482475.0
2022-09-17,27.59,28.42,26.94,28.31,482475.0
2022-09-18,27.59,28.42,26.94,28.31,482475.0
2022-09-19,27.8,28.57,27.56,27.99,406782.0
2022-09-20,27.76,27.76,25.92,26.21,363923.0
2022-09-21,26.23,27.2708,25.99,26.48,350786.0
2022-09-22,26.3,26.3,24.015,24.89,484827.0
2022-09-23,24.69,24.945,23.271,23.89,356103.0
2022-09-24,24.69,24.945,23.271,23.89,356103.0
2022-09-25,24.69,24.945,23.271,23.89,356103.0
2022-09-26,23.71,24.35,23.36,23.79,316687.0
2022-09-27,24.23,24.98,23.6,23.68,360772.0
2022-09-28,23.76,24.6,23.481,24.37,311836.0
2022-09-29,23.99,24.02,23.01,23.91,298374.0
2022-09-30,23.73,24.28,23.0,23.85,349288.0
2022-10-01,23.73,24.28,23.0,23.85,349288.0
2022-10-02,23.73,24.28,23.0,23.85,349288.0
2022-10-03,24.12,24.12,22.93,23.38,335851.0
2022-10-04,23.94,25.82,23.94,25.81,338319.0
2022-10-05,25.08,26.5,25.08,26.44,385538.0
2022-10-06,26.45,27.42,26.02,26.08,275908.0
2022-10-07,25.68,25.78,24.66,25.15,213039.0
2022-10-08,25.68,25.78,24.66,25.15,213039.0
2022-10-09,25.68,25.78,24.66,25.15,213039.0
2022-10-10,25.17,25.35,24.29,24.41,275705.0
2022-10-11,24.38,25.56,23.55,25.44,321973.0
2022-10-12,25.36,26.78,25.29,26.58,267233.0
2022-10-13,26.03,26.825,25.55,26.7,327075.0
2022-10-14,26.98,27.2599,26.08,26.14,189564.0
2022-10-15,26.98,27.2599,26.08,26.14,189564.0
2022-10-16,26.98,27.2599,26.08,26.14,189564.0
2022-10-17,26.76,27.26,26.585,27.18,192466.0
2022-10-18,27.8,28.2,27.06,27.7,219302.0
2022-10-19,27.22,27.85,26.93,27.55,262953.0
2022-10-20,27.36,28.01,26.67,26.88,573426.0
2022-10-21,28.68,29.13,27.23,28.1,765072.0
2022-10-22,28.68,29.13,27.23,28.1,765072.0
2022-10-23,28.68,29.13,27.23,28.1,765072.0
2022-10-24,28.6,29.82,28.1321,28.43,803683.0
2022-10-25,28.3,28.75,27.75,28.53,494938.0
2022-10-26,28.54,29.55,28.18,28.21,335958.0
2022-10-27,28.49,30.62,28.45,30.22,604203.0
2022-10-28,30.37,32.69,29.795,32.59,699640.0
2022-10-29,30.37,32.69,29.795,32.59,699640.0
2022-10-30,30.37,32.69,29.795,32.59,699640.0
2022-10-31,32.59,33.28,32.125,32.85,546258.0
2022-11-01,33.22,33.4,30.9,31.17,463709.0
2022-11-02,31.42,32.18,30.54,30.77,272516.0
2022-11-03,30.51,31.12,30.0,30.87,270694.0
2022-11-04,31.31,31.49,30.49,31.25,222376.0
2022-11-05,31.31,31.49,30.49,31.25,222376.0
2022-11-06,31.31,31.49,30.49,31.25,222376.0
2022-11-07,31.17,31.44,29.685,30.65,264408.0
2022-11-08,30.96,31.69,30.65,31.11,272411.0
2022-11-09,30.79,30.79,29.23,29.35,334160.0
2022-11-10,30.7,32.55,30.7,32.46,278846.0
2022-11-11,32.36,32.65,31.715,31.75,205304.0
2022-11-12,32.36,32.65,31.715,31.75,205304.0
2022-11-13,32.36,32.65,31.715,31.75,205304.0
2022-11-14,31.59,32.36,31.165,31.91,229015.0
2022-11-15,32.68,33.28,31.71,32.06,155975.0
2022-11-16,31.52,32.7,31.01,32.62,230664.0
2022-11-17,31.92,33.59,31.92,32.76,295525.0
2022-11-18,33.26,33.68,32.01,32.2,203509.0
2022-11-19,33.26,33.68,32.01,32.2,203509.0
2022-11-20,33.26,33.68,32.01,32.2,203509.0
2022-11-21,32.12,32.23,31.325,31.55,175503.0
2022-11-22,31.74,32.49,31.205,32.32,228769.0
2022-11-23,32.18,32.65,31.74,31.91,156283.0
2022-11-24,32.18,32.65,31.74,31.91,156283.0
2022-11-25,31.97,32.55,31.89,32.06,106688.0
2022-11-26,31.97,32.55,31.89,32.06,106688.0
2022-11-27,31.97,32.55,31.89,32.06,106688.0
2022-11-28,31.84,32.115,31.36,31.4,129376.0
2022-11-29,31.25,31.3042,30.33,31.07,153852.0
2022-11-30,31.29,32.13,30.62,32.08,300299.0
2022-12-01,32.32,32.53,31.73,32.41,250629.0
2022-12-02,31.68,31.88,31.06,31.64,224352.0
2022-12-03,31.68,31.88,31.06,31.64,224352.0
2022-12-04,31.68,31.88,31.06,31.64,224352.0
2022-12-05,31.36,31.36,30.09,30.24,211618.0
2022-12-06,30.24,30.625,29.53,29.71,173418.0
2022-12-07,29.56,29.84,28.74,28.92,273978.0
2022-12-08,29.23,30.17,29.12,30.09,401603.0
2022-12-09,29.96,30.81,29.58,29.74,221023.0
2022-12-10,29.96,30.81,29.58,29.74,221023.0
2022-12-11,29.96,30.81,29.58,29.74,221023.0
2022-12-12,29.52,29.65,28.88,29.52,259190.0
2022-12-13,30.77,30.77,29.155,29.4,287838.0
2022-12-14,29.31,29.9999,29.03,29.65,244332.0
2022-12-15,29.21,29.68,28.94,29.41,255131.0
2022-12-16,29.06,29.06,27.63,28.28,481000.0
2022-12-17,29.06,29.06,27.63,28.28,481000.0
2022-12-18,29.06,29.06,27.63,28.28,481000.0
2022-12-19,28.26,28.26,27.03,27.15,283747.0
2022-12-20,27.54,28.54,27.04,27.44,233843.0
2022-12-21,27.74,27.87,27.16,27.37,177052.0
2022-12-22,27.15,27.48,26.48,27.44,165722.0
2022-12-23,27.41,28.08,26.88,27.75,141981.0
2022-12-24,27.41,28.08,26.88,27.75,141981.0
2022-12-25,27.41,28.08,26.88,27.75,141981.0
2022-12-26,27.41,28.08,26.88,27.75,141981.0
2022-12-27,27.89,28.0,27.05,27.15,157300.0
2022-12-28,27.14,27.14,26.1,26.41,211302.0
2022-12-29,26.73,27.2,26.73,26.81,137649.0
2022-12-30,26.69,26.82,26.3246,26.38,195440.0
2022-12-31,26.69,26.82,26.3246,26.38,195440.0
2023-01-01,26.69,26.82,26.3246,26.38,195440.0
2023-01-02,26.69,26.82,26.3246,26.38,195440.0
2023-01-03,26.7,27.08,26.21,26.85,339323.0
2023-01-04,27.16,28.15,26.9776,27.86,296945.0
2023-01-05,27.95,28.0,27.135,27.31,311422.0
2023-01-06,27.5,28.15,27.1801,27.94,288753.0
2023-01-07,27.5,28.15,27.1801,27.94,288753.0
2023-01-08,27.5,28.15,27.1801,27.94,288753.0
2023-01-09,28.13,29.13,28.01,29.12,307621.0
2023-01-10,29.0,30.7,28.56,30.68,228202.0
2023-01-11,30.85,31.93,30.52,30.62,379414.0
2023-01-12,30.82,31.535,30.41,30.63,190030.0
2023-01-13,30.27,31.47,30.087,31.34,187275.0
2023-01-14,30.27,31.47,30.087,31.34,187275.0
2023-01-15,30.27,31.47,30.087,31.34,187275.0
2023-01-16,30.27,31.47,30.087,31.34,187275.0
2023-01-17,31.25,31.71,31.17,31.6,216004.0
2023-01-18,31.34,31.77,30.76,31.23,182092.0
2023-01-19,31.05,31.05,30.09,30.68,157763.0
2023-01-20,31.01,32.655,30.484,32.17,272502.0
2023-01-21,31.01,32.655,30.484,32.17,272502.0
2023-01-22,31.01,32.655,30.484,32.17,272502.0
2023-01-23,32.07,32.59,32.01,32.19,189663.0
2023-01-24,31.75,32.06,30.49,30.58,317059.0
2023-01-25,30.34,31.3564,30.055,31.25,282562.0
2023-01-26,31.48,31.8111,31.06,31.56,239929.0
2023-01-27,31.59,31.77,31.19,31.2,163204.0
2023-01-28,31.59,31.77,31.19,31.2,163204.0
2023-01-29,31.59,31.77,31.19,31.2,163204.0
2023-01-30,30.98,31.475,30.86,31.01,251650.0
2023-01-31,31.07,32.17,31.06,31.57,271747.0
2023-02-01,31.51,31.75,30.1,31.33,298908.0
2023-02-02,31.56,33.59,31.47,33.17,276633.0
2023-02-03,33.06,33.37,32.49,32.79,339983.0
2023-02-04,33.06,33.37,32.49,32.79,339983.0
2023-02-05,33.06,33.37,32.49,32.79,339983.0
2023-02-06,32.75,33.95,32.25,33.59,363514.0
2023-02-07,33.36,34.28,33.2292,34.16,207541.0
2023-02-08,33.99,34.18,33.35,33.9,264158.0
2023-02-09,34.32,34.49,32.88,33.22,217203.0
2023-02-10,32.99,33.309,31.94,32.48,186230.0
2023-02-11,32.99,33.309,31.94,32.48,186230.0
2023-02-12,32.99,33.309,31.94,32.48,186230.0
2023-02-13,32.4,32.81,31.06,32.1,370703.0
2023-02-14,32.2,33.36,31.65,33.29,382517.0
2023-02-15,33.21,34.085,32.8,33.85,244527.0
2023-02-16,33.36,35.5,33.36,34.58,607962.0
2023-02-17,33.9,33.9,32.1501,33.66,707244.0
2023-02-18,33.9,33.9,32.1501,33.66,707244.0
2023-02-19,33.9,33.9,32.1501,33.66,707244.0
2023-02-20,33.9,33.9,32.1501,33.66,707244.0
2023-02-21,33.25,34.89,33.2,34.33,629225.0
2023-02-22,34.38,35.85,33.78,35.8,622163.0
2023-02-23,35.94,36.14,34.4,35.07,436230.0
2023-02-24,34.6,35.175,33.42,33.61,286017.0
2023-02-25,34.6,35.175,33.42,33.61,286017.0
2023-02-26,34.6,35.175,33.42,33.61,286017.0
2023-02-27,33.76,34.295,32.78,32.83,334958.0
2023-02-28,32.79,33.12,31.95,32.0,402037.0
2023-03-01,32.0,32.835,31.76,32.19,328349.0
2023-03-02,31.72,33.16,31.54,32.82,213464.0
2023-03-03,32.95,33.55,32.05,32.31,346050.0
2023-03-04,32.95,33.55,32.05,32.31,346050.0
2023-03-05,32.95,33.55,32.05,32.31,346050.0
2023-03-06,32.44,32.47,31.44,32.08,334297.0
2023-03-07,32.21,32.745,31.615,31.69,274169.0
2023-03-08,31.74,31.74,30.97,31.36,214940.0
2023-03-09,31.38,31.935,30.17,30.19,223399.0
2023-03-10,30.28,31.14,29.1,29.47,247476.0
2023-03-11,30.28,31.14,29.1,29.47,247476.0
2023-03-12,30.28,31.14,29.1,29.47,247476.0
2023-03-13,28.79,28.85,27.3235,28.61,374958.0
2023-03-14,29.54,29.64,28.54,28.82,335269.0
2023-03-15,28.31,29.52,28.09,29.45,296686.0
2023-03-16,28.98,30.38,28.64,30.3,310189.0
2023-03-17,29.89,30.01,29.12,29.52,532971.0
2023-03-18,29.89,30.01,29.12,29.52,532971.0
2023-03-19,29.89,30.01,29.12,29.52,532971.0
2023-03-20,29.57,30.57,29.19,29.53,248369.0
2023-03-21,29.77,30.396,29.46,29.52,220637.0
2023-03-22,29.51,30.06,29.08,29.09,243595.0
2023-03-23,29.29,29.31,28.03,28.6,326593.0
2023-03-24,28.45,29.14,28.09,28.58,252403.0
2023-03-25,28.45,29.14,28.09,28.58,252403.0
2023-03-26,28.45,29.14,28.09,28.58,252403.0
2023-03-27,28.89,29.095,28.48,28.55,428639.0
2023-03-28,28.38,29.37,28.35,29.24,192929.0
2023-03-29,29.53,29.59,28.8299,29.57,137934.0
2023-03-30,29.71,29.865,29.09,29.4,230188.0
2023-03-31,29.68,29.91,28.88,29.14,377580.0
2023-04-01,29.68,29.91,28.88,29.14,377580.0
2023-04-02,29.68,29.91,28.88,29.14,377580.0
2023-04-03,29.11,29.55,28.68,28.92,284051.0
2023-04-04,28.92,28.96,28.12,28.65,275718.0
2023-04-05,28.59,28.67,28.13,28.64,191261.0
2023-04-06,28.65,28.65,28.095,28.35,114483.0
2023-04-07,28.65,28.65,28.095,28.35,114483.0
2023-04-08,28.65,28.65,28.095,28.35,114483.0
2023-04-09,28.65,28.65,28.095,28.35,114483.0
2023-04-10,28.2,29.4,28.2,29.04,163772.0
2023-04-11,29.1,29.53,28.6,29.16,181887.0
2023-04-12,29.44,29.68,27.86,27.9,157949.0
2023-04-13,28.06,28.4334,27.66,27.92,164401.0
2023-04-14,27.94,28.682,27.42,27.74,167129.0
2023-04-15,27.94,28.682,27.42,27.74,167129.0
2023-04-16,27.94,28.682,27.42,27.74,167129.0
2023-04-17,27.88,28.04,27.18,27.7,216863.0
2023-04-18,28.94,29.42,28.415,28.63,590563.0
2023-04-19,28.43,28.82,28.155,28.69,257873.0
2023-04-20,28.43,29.62,28.41,29.16,385104.0
2023-04-21,29.32,31.72,29.32,31.34,723398.0
2023-04-22,29.32,31.72,29.32,31.34,723398.0
2023-04-23,29.32,31.72,29.32,31.34,723398.0
2023-04-24,31.03,31.12,28.98,29.4,567956.0
2023-04-25,29.01,29.16,28.5,28.52,382742.0
2023-04-26,28.39,28.845,28.21,28.37,328852.0
2023-04-27,28.59,28.96,28.36,28.9,307091.0
2023-04-28,31.0,32.58,29.78,32.54,1033734.0
2023-04-29,31.0,32.58,29.78,32.54,1033734.0
2023-04-30,31.0,32.58,29.78,32.54,1033734.0
2023-05-01,32.54,33.68,32.11,32.21,468664.0
2023-05-02,32.1,32.22,31.32,32.1,313160.0
2023-05-03,32.28,32.305,31.415,31.71,522089.0
2023-05-04,31.34,31.935,30.37,31.41,507832.0
2023-05-05,31.91,32.11,30.53,30.86,422101.0
2023-05-06,31.91,32.11,30.53,30.86,422101.0
2023-05-07,31.91,32.11,30.53,30.86,422101.0
2023-05-08,30.95,31.065,29.85,29.97,323027.0
2023-05-09,29.92,31.16,29.62,30.95,393699.0
2023-05-10,31.37,31.43,30.22,30.65,255284.0
2023-05-11,30.54,30.6507,29.92,30.0,474066.0
2023-05-12,30.11,30.34,29.55,29.92,238372.0
2023-05-13,30.11,30.34,29.55,29.92,238372.0
2023-05-14,30.11,30.34,29.55,29.92,238372.0
2023-05-15,29.92,30.48,29.82,30.4,231613.0
2023-05-16,30.33,30.515,29.9,30.46,198318.0
2023-05-17,30.75,32.67,30.75,32.57,359649.0
2023-05-18,32.55,33.46,32.365,33.39,364906.0
2023-05-19,33.7,33.7,32.01,32.34,509701.0
2023-05-20,33.7,33.7,32.01,32.34,509701.0
2023-05-21,33.7,33.7,32.01,32.34,509701.0
2023-05-22,32.33,32.52,30.9,30.98,306415.0
2023-05-23,30.82,31.6,30.73,30.85,165818.0
2023-05-24,30.8,31.73,30.49,31.72,246599.0
2023-05-25,31.7,31.765,31.32,31.62,240874.0
2023-05-26,31.39,31.66,30.7,30.99,197983.0
2023-05-27,31.39,31.66,30.7,30.99,197983.0
2023-05-28,31.39,31.66,30.7,30.99,197983.0
2023-05-29,31.39,31.66,30.7,30.99,197983.0
2023-05-30,31.21,31.46,29.61,29.85,233523.0
2023-05-31,29.81,30.08,29.28,29.78,236095.0
2023-06-01,29.75,30.35,29.57,30.22,199290.0
2023-06-02,30.61,31.77,30.37,31.65,243647.0
2023-06-03,30.61,31.77,30.37,31.65,243647.0
2023-06-04,30.61,31.77,30.37,31.65,243647.0
2023-06-05,31.34,31.34,30.3,30.49,223696.0
2023-06-06,30.33,31.15,30.11,30.76,293713.0
2023-06-07,31.05,32.79,30.85,32.64,382735.0
2023-06-08,32.36,32.46,31.75,31.89,168536.0
2023-06-09,31.85,32.0,31.185,31.36,160169.0
2023-06-10,31.85,32.0,31.185,31.36,160169.0
2023-06-11,31.85,32.0,31.185,31.36,160169.0
2023-06-12,31.56,31.88,31.235,31.27,237415.0
2023-06-13,31.4,32.54,31.34,32.03,331013.0
2023-06-14,32.17,32.19,31.11,31.68,344273.0
2023-06-15,31.58,32.305,31.225,31.56,237911.0
2023-06-16,31.97,31.97,30.49,30.64,467621.0
2023-06-17,31.97,31.97,30.49,30.64,467621.0
2023-06-18,31.97,31.97,30.49,30.64,467621.0
2023-06-19,31.97,31.97,30.49,30.64,467621.0
2023-06-20,30.6,30.75,30.1801,30.4,247275.0
2023-06-21,30.27,31.1,30.19,31.03,359190.0
2023-06-22,30.98,31.32,30.25,31.07,340194.0
2023-06-23,30.71,31.445,30.02,30.37,810818.0
2023-06-24,30.71,31.445,30.02,30.37,810818.0
2023-06-25,30.71,31.445,30.02,30.37,810818.0
2023-06-26,30.7,31.42,30.43,30.72,216137.0
2023-06-27,30.8,31.415,30.25,31.24,241405.0
2023-06-28,31.29,31.34,30.51,30.72,207699.0
2023-06-29,30.78,31.7,30.78,31.43,276878.0
2023-06-30,31.64,32.275,31.56,31.8,241549.0
2023-07-01,31.64,32.275,31.56,31.8,241549.0
2023-07-02,31.64,32.275,31.56,31.8,241549.0
2023-07-03,31.8,32.62,31.8,32.43,96260.0
2023-07-04,31.8,32.62,31.8,32.43,96260.0
2023-07-05,32.3,32.3,30.72,30.98,298190.0
2023-07-06,30.61,30.81,30.04,30.62,173416.0
2023-07-07,30.74,31.24,30.58,30.84,191403.0
2023-07-08,30.74,31.24,30.58,30.84,191403.0
2023-07-09,30.74,31.24,30.58,30.84,191403.0
2023-07-10,30.88,31.81,30.88,31.81,221359.0
2023-07-11,31.98,32.33,31.68,31.93,153503.0
2023-07-12,32.95,35.74,32.515,34.33,546705.0
2023-07-13,34.38,34.8,33.99,34.39,328765.0
2023-07-14,34.41,34.67,33.92,34.26,346367.0
2023-07-15,34.41,34.67,33.92,34.26,346367.0
2023-07-16,34.41,34.67,33.92,34.26,346367.0
2023-07-17,34.35,34.9094,34.25,34.34,324777.0
2023-07-18,34.34,35.14,34.03,35.05,313441.0
2023-07-19,35.19,35.66,34.8,35.46,330189.0
2023-07-20,35.67,35.84,35.18,35.23,228073.0
2023-07-21,35.54,35.54,33.74,33.81,342477.0
2023-07-22,35.54,35.54,33.74,33.81,342477.0
2023-07-23,35.54,35.54,33.74,33.81,342477.0
2023-07-24,33.75,34.09,33.33,33.76,314388.0
2023-07-25,33.6,33.6,32.79,33.34,288912.0
2023-07-26,33.29,33.92,32.95,33.58,211560.0
2023-07-27,33.69,33.95,33.18,33.34,224680.0
2023-07-28,35.99,37.35,35.525,36.46,717206.0
2023-07-29,35.99,37.35,35.525,36.46,717206.0
2023-07-30,35.99,37.35,35.525,36.46,717206.0
2023-07-31,36.66,37.83,36.4486,37.66,479466.0
2023-08-01,37.53,37.53,36.115,36.58,372543.0
2023-08-02,36.44,36.75,35.97,36.35,348233.0
2023-08-03,36.11,36.36,35.75,36.23,285518.0
2023-08-04,36.47,36.72,35.94,36.28,190164.0
2023-08-05,36.47,36.72,35.94,36.28,190164.0
2023-08-06,36.47,36.72,35.94,36.28,190164.0
2023-08-07,36.31,36.8699,35.76,35.89,234263.0
2023-08-08,35.43,35.45,33.96,34.01,288511.0
2023-08-09,33.96,34.06,32.82,34.0,333640.0
2023-08-10,34.1,34.78,33.82,34.14,278089.0
2023-08-11,33.79,34.14,33.19,33.71,269208.0
2023-08-12,33.79,34.14,33.19,33.71,269208.0
2023-08-13,33.79,34.14,33.19,33.71,269208.0
2023-08-14,33.33,33.56,32.77,33.52,258052.0
2023-08-15,33.29,33.67,32.865,32.89,251047.0
2023-08-16,32.82,33.0,32.2,32.23,200901.0
2023-08-17,32.33,32.6,30.5413,30.91,373267.0
2023-08-18,30.71,31.3196,30.14,30.22,308841.0
2023-08-19,30.71,31.3196,30.14,30.22,308841.0
2023-08-20,30.71,31.3196,30.14,30.22,308841.0
2023-08-21,30.35,31.18,29.94,30.05,435984.0
2023-08-22,30.07,30.52,29.69,30.33,266621.0
2023-08-23,30.29,31.06,30.045,30.79,276683.0
2023-08-24,30.6,30.71,29.51,29.78,332183.0
2023-08-25,29.91,30.2065,29.485,29.64,207625.0
2023-08-26,29.91,30.2065,29.485,29.64,207625.0
2023-08-27,29.91,30.2065,29.485,29.64,207625.0
2023-08-28,29.82,30.015,29.38,29.53,230884.0
2023-08-29,29.43,30.01,29.26,29.58,198225.0
2023-08-30,29.48,30.04,29.31,29.54,228477.0
2023-08-31,29.69,29.98,29.37,29.41,223917.0
2023-09-01,29.67,29.92,29.315,29.53,159926.0
2023-09-02,29.67,29.92,29.315,29.53,159926.0
2023-09-03,29.67,29.92,29.315,29.53,159926.0
2023-09-04,29.67,29.92,29.315,29.53,159926.0
2023-09-05,29.23,29.36,28.27,28.39,338454.0
2023-09-06,28.39,28.66,27.98,28.08,235331.0
2023-09-07,28.07,28.07,27.62,27.93,164521.0
2023-09-08,27.84,28.4199,27.4,28.25,254604.0
2023-09-09,27.84,28.4199,27.4,28.25,254604.0
2023-09-10,27.84,28.4199,27.4,28.25,254604.0
2023-09-11,28.53,28.53,27.38,27.59,269266.0
2023-09-12,27.43,28.2463,27.11,27.63,369933.0
2023-09-13,27.63,27.83,26.86,26.89,242000.0
2023-09-14,27.17,27.5378,26.96,27.42,182366.0
2023-09-15,27.32,27.4756,26.49,26.7,500240.0
2023-09-16,27.32,27.4756,26.49,26.7,500240.0
2023-09-17,27.32,27.4756,26.49,26.7,500240.0
2023-09-18,26.78,26.78,25.69,25.79,429523.0
2023-09-19,25.75,25.9599,25.314,25.71,358603.0
2023-09-20,25.89,26.7,25.275,25.42,355409.0
2023-09-21,25.21,25.2747,24.33,24.35,424566.0
2023-09-22,24.38,24.4,23.48,23.59,375722.0
2023-09-23,24.38,24.4,23.48,23.59,375722.0
2023-09-24,24.38,24.4,23.48,23.59,375722.0
2023-09-25,23.47,23.91,23.12,23.25,357563.0
2023-09-26,23.1,23.37,22.615,22.77,393791.0
2023-09-27,22.87,23.2,22.67,22.83,316132.0
2023-09-28,22.83,23.85,22.805,23.67,413374.0
2023-09-29,23.79,24.08,23.32,23.46,421487.0
2023-09-30,23.79,24.08,23.32,23.46,421487.0
2023-10-01,23.79,24.08,23.32,23.46,421487.0
2023-10-02,23.35,23.64,22.98,23.21,363028.0
2023-10-03,23.11,23.115,22.31,22.45,303910.0
2023-10-04,22.49,23.25,22.4,23.11,280769.0
2023-10-05,23.12,23.365,22.88,23.2,297393.0
2023-10-06,22.95,23.24,22.43,23.1,295150.0
2023-10-07,22.95,23.24,22.43,23.1,295150.0
2023-10-08,22.95,23.24,22.43,23.1,295150.0
2023-10-09,22.54,23.49,22.54,23.34,407470.0
2023-10-10,23.36,23.67,23.13,23.34,402294.0
2023-10-11,23.44,23.48,22.99,23.15,437346.0
2023-10-12,23.1,23.1,21.68,21.99,520853.0
2023-10-13,21.95,22.27,21.64,22.27,330509.0
2023-10-14,21.95,22.27,21.64,22.27,330509.0
2023-10-15,21.95,22.27,21.64,22.27,330509.0
2023-10-16,22.52,22.83,22.29,22.46,445562.0
2023-10-17,22.26,23.96,22.26,23.935,587261.0
2023-10-18,23.75,24.15,23.5975,24.08,427729.0
2023-10-19,24.11,24.75,23.71,24.04,596624.0
2023-10-20,24.3,24.745,23.85,24.04,389318.0
2023-10-21,24.3,24.745,23.85,24.04,389318.0
2023-10-22,24.3,24.745,23.85,24.04,389318.0
2023-10-23,23.77,24.48,23.69,23.99,394702.0
2023-10-24,24.08,24.49,23.78,24.02,402148.0
2023-10-25,23.82,23.93,23.445,23.87,273855.0
2023-10-26,23.91,24.105,23.18,23.57,433698.0
2023-10-27,22.35,25.8,22.35,25.61,1462919.0
2023-10-28,22.35,25.8,22.35,25.61,1462919.0
2023-10-29,22.35,25.8,22.35,25.61,1462919.0
2023-10-30,25.42,25.83,24.59,25.53,527996.0
2023-10-31,25.51,25.931,25.09,25.72,565651.0
2023-11-01,25.78,26.25,25.305,26.22,637161.0
2023-11-02,26.84,27.52,26.73,27.05,598434.0
2023-11-03,27.51,28.45,27.28,28.19,478695.0
2023-11-04,27.51,28.45,27.28,28.19,478695.0
2023-11-05,27.51,28.45,27.28,28.19,478695.0
2023-11-06,28.07,28.07,27.49,27.74,419408.0
2023-11-07,27.74,28.01,27.155,27.39,444971.0
2023-11-08,27.52,27.85,27.12,27.16,380293.0
2023-11-09,27.26,27.54,26.705,26.96,310990.0
2023-11-10,26.91,27.28,26.25,27.01,589688.0
2023-11-11,26.91,27.28,26.25,27.01,589688.0
2023-11-12,26.91,27.28,26.25,27.01,589688.0
2023-11-13,26.81,27.71,26.45,27.26,484111.0
2023-11-14,28.1,29.39,28.1,29.31,631507.0
2023-11-15,29.59,30.93,29.475,30.78,661877.0
2023-11-16,30.77,31.276,30.4,30.59,343337.0
2023-11-17,31.03,31.11,30.34,30.76,404752.0
2023-11-18,31.03,31.11,30.34,30.76,404752.0
2023-11-19,31.03,31.11,30.34,30.76,404752.0
2023-11-20,30.92,31.06,30.25,30.88,260851.0
2023-11-21,30.54,30.98,30.03,30.77,287989.0
2023-11-22,31.02,31.33,30.68,30.77,342349.0
2023-11-23,31.02,31.33,30.68,30.77,342349.0
2023-11-24,30.66,31.31,30.37,30.64,141669.0
2023-11-25,30.66,31.31,30.37,30.64,141669.0
2023-11-26,30.66,31.31,30.37,30.64,141669.0
2023-11-27,30.28,31.25,30.0421,30.34,322232.0
2023-11-28,30.19,30.31,29.653,30.04,288081.0
2023-11-29,30.27,30.885,30.27,30.3,378863.0
2023-11-30,30.19,30.43,29.82,29.93,379674.0
2023-12-01,29.76,30.91,29.3,30.86,385337.0
2023-12-02,29.76,30.91,29.3,30.86,385337.0
2023-12-03,29.76,30.91,29.3,30.86,385337.0
2023-12-04,30.89,31.75,30.88,31.3,352489.0
2023-12-05,31.25,31.755,30.9301,31.08,333339.0
2023-12-06,31.37,32.48,31.37,32.06,259397.0
2023-12-07,31.99,32.98,31.62,32.71,365280.0
2023-12-08,32.49,33.3,32.33,32.75,245244.0
2023-12-09,32.49,33.3,32.33,32.75,245244.0
2023-12-10,32.49,33.3,32.33,32.75,245244.0
2023-12-11,32.68,33.0,31.97,32.22,306398.0
2023-12-12,32.12,32.12,31.485,31.63,285876.0
2023-12-13,31.65,32.43,30.7,32.43,490670.0
2023-12-14,33.0,33.3781,32.34,33.27,364680.0
2023-12-15,33.4,33.4,32.37,32.69,548510.0
2023-12-16,33.4,33.4,32.37,32.69,548510.0
2023-12-17,33.4,33.4,32.37,32.69,548510.0
2023-12-18,32.98,32.99,32.42,32.61,239821.0
2023-12-19,32.92,33.57,32.65,33.15,329369.0
2023-12-20,33.31,33.73,32.405,32.52,299153.0
2023-12-21,33.08,33.74,32.83,33.13,205754.0
2023-12-22,33.14,33.89,33.015,33.88,208503.0
2023-12-23,33.14,33.89,33.015,33.88,208503.0
2023-12-24,33.14,33.89,33.015,33.88,208503.0
2023-12-25,33.14,33.89,33.015,33.88,208503.0
2023-12-26,34.03,35.69,33.88,35.64,339071.0
2023-12-27,35.59,36.45,35.4635,36.31,282770.0
2023-12-28,36.06,36.72,35.91,36.13,275788.0
2023-12-29,36.08,36.96,35.99,36.01,463427.0
2023-12-30,36.08,36.96,35.99,36.01,463427.0
2023-12-31,36.08,36.96,35.99,36.01,463427.0
2024-01-01,36.08,36.96,35.99,36.01,463427.0
2024-01-02,35.69,36.23,34.9,35.28,462292.0
2024-01-03,34.87,34.87,32.31,32.51,834999.0
2024-01-04,32.58,33.32,32.446,32.52,400753.0
2024-01-05,32.62,33.3,32.05,32.45,406054.0
2024-01-06,32.62,33.3,32.05,32.45,406054.0
2024-01-07,32.62,33.3,32.05,32.45,406054.0
2024-01-08,32.63,33.3,32.24,33.24,250321.0
2024-01-09,32.67,33.02,32.15,32.99,256655.0
2024-01-10,33.03,33.18,32.58,32.87,287368.0
2024-01-11,32.93,32.93,31.61,32.32,361868.0
2024-01-12,32.59,33.14,31.6,31.86,244665.0
2024-01-13,32.59,33.14,31.6,31.86,244665.0
2024-01-14,32.59,33.14,31.6,31.86,244665.0
2024-01-15,32.59,33.14,31.6,31.86,244665.0
2024-01-16,31.36,31.76,31.0,31.31,275873.0
2024-01-17,30.6,31.395,30.41,30.47,448555.0
2024-01-18,30.85,31.71,30.4,31.68,388153.0
2024-01-19,31.99,34.23,31.74,33.97,609819.0
2024-01-20,31.99,34.23,31.74,33.97,609819.0
2024-01-21,31.99,34.23,31.74,33.97,609819.0
