,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity
2023-09-30,76.7767,77.3963,75.9972,76.4569,464277.0
2023-10-01,76.7767,77.3963,75.9972,76.4569,464277.0
2023-10-02,76.2071,76.9166,74.9779,75.1678,835807.0
2023-10-03,73.9986,74.5982,70.9807,71.4404,1001435.0
2023-10-04,71.4904,73.0892,71.0607,72.5896,683037.0
2023-10-05,72.4097,73.0793,71.2705,71.5803,644783.0
2023-10-06,70.7809,74.1185,69.2219,73.6888,972274.0
2023-10-07,70.7809,74.1185,69.2219,73.6888,972274.0
2023-10-08,70.7809,74.1185,69.2219,73.6888,972274.0
2023-10-09,72.9493,74.938,72.6246,74.4483,1005686.0
2023-10-10,74.928,75.6675,73.3391,73.439,893983.0
2023-10-11,73.6489,74.858,73.1092,74.1485,560110.0
2023-10-12,74.1885,74.4983,71.1406,71.4004,986840.0
2023-10-13,71.0257,71.3654,70.0788,70.1413,753223.0
2023-10-14,71.0257,71.3654,70.0788,70.1413,753223.0
2023-10-15,71.0257,71.3654,70.0788,70.1413,753223.0
2023-10-16,70.8408,72.9493,70.7509,72.8494,687942.0
2023-10-17,72.4397,76.9066,71.9001,76.6268,1142924.0
2023-10-18,75.5575,76.0672,74.5732,74.8081,797202.0
2023-10-19,74.7481,75.4076,73.3541,73.8687,633552.0
2023-10-20,74.1185,74.2484,72.7695,72.8094,608138.0
2023-10-21,74.1185,74.2484,72.7695,72.8094,608138.0
2023-10-22,74.1185,74.2484,72.7695,72.8094,608138.0
2023-10-23,72.1799,74.0836,71.4904,73.519,856847.0
2023-10-24,76.297,77.1463,75.1278,76.1471,1211048.0
2023-10-25,75.4776,76.1871,74.4884,74.928,920840.0
2023-10-26,74.928,76.0472,74.0486,74.948,655591.0
2023-10-27,75.1878,75.3677,72.0,72.2598,841342.0
2023-10-28,75.1878,75.3677,72.0,72.2598,841342.0
2023-10-29,75.1878,75.3677,72.0,72.2598,841342.0
2023-10-30,73.2691,74.2584,72.4697,74.1185,975526.0
2023-10-31,72.9993,74.3584,72.6396,74.2984,604111.0
2023-11-01,73.499,74.0286,71.2705,72.9194,878184.0
2023-11-02,74.0786,74.948,74.0386,74.5882,690610.0
2023-11-03,76.4669,77.9259,75.6175,77.1464,859838.0
2023-11-04,76.4669,77.9259,75.6175,77.1464,859838.0
2023-11-05,76.4669,77.9259,75.6175,77.1464,859838.0
2023-11-06,76.9965,76.9965,75.3697,75.6775,940047.0
2023-11-07,75.6075,77.0865,75.2977,76.6768,597714.0
2023-11-08,76.7067,78.8502,76.327,77.3063,805129.0
2023-11-09,78.1457,78.6054,75.5875,75.8873,770419.0
2023-11-10,75.3877,76.6967,74.7581,76.4269,676473.0
2023-11-11,75.3877,76.6967,74.7581,76.4269,676473.0
2023-11-12,75.3877,76.6967,74.7581,76.4269,676473.0
2023-11-13,75.9872,76.5568,75.1778,76.1571,748484.0
2023-11-14,78.5155,82.1829,78.5155,81.2936,769448.0
2023-11-15,82.063,86.0103,81.7183,83.1223,1227487.0
2023-11-16,82.3528,83.4271,81.8731,82.8025,702167.0
2023-11-17,84.1716,85.2508,83.6494,84.7911,877743.0
2023-11-18,84.1716,85.2508,83.6494,84.7911,877743.0
2023-11-19,84.1716,85.2508,83.6494,84.7911,877743.0
2023-11-20,84.5513,86.7298,84.3714,86.44,825286.0
2023-11-21,85.4007,86.9796,85.2708,85.7005,759794.0
2023-11-22,86.0902,87.1795,85.3982,86.1802,782364.0
2023-11-23,86.0902,87.1795,85.3982,86.1802,782364.0
2023-11-24,86.2801,87.4992,85.4307,87.0296,355591.0
2023-11-25,86.2801,87.4992,85.4307,87.0296,355591.0
2023-11-26,86.2801,87.4992,85.4307,87.0296,355591.0
2023-11-27,87.4393,88.9083,86.34,88.7883,1191525.0
2023-11-28,88.8958,90.5454,88.131,90.0455,1327102.0
2023-11-29,91.4251,91.925,90.5554,91.4751,1848165.0
2023-11-30,89.8755,99.0231,89.0758,97.7534,2382852.0
2023-12-01,96.9736,99.9728,96.0439,99.5329,1530857.0
2023-12-02,96.9736,99.9728,96.0439,99.5329,1530857.0
2023-12-03,96.9736,99.9728,96.0439,99.5329,1530857.0
2023-12-04,99.5329,104.7715,99.4229,104.2416,1860794.0
2023-12-05,103.2819,104.8015,102.5821,103.8917,1175604.0
2023-12-06,104.5216,106.2011,104.2116,104.3316,979507.0
2023-12-07,104.4816,106.611,103.9717,106.3311,955124.0
2023-12-08,106.0711,108.9204,105.2814,108.2306,751819.0
2023-12-09,106.0711,108.9204,105.2814,108.2306,751819.0
2023-12-10,106.0711,108.9204,105.2814,108.2306,751819.0
2023-12-11,109.3602,111.8396,108.6954,110.4599,1180079.0
2023-12-12,112.2595,112.5394,110.7199,111.2397,1145272.0
2023-12-13,110.13,113.4991,109.9101,112.8993,1380839.0
2023-12-14,114.9387,118.8277,114.9387,116.9082,1611304.0
2023-12-15,116.5183,118.6077,116.1184,118.4678,2172780.0
2023-12-16,116.5183,118.6077,116.1184,118.4678,2172780.0
2023-12-17,116.5183,118.6077,116.1184,118.4678,2172780.0
2023-12-18,117.4081,119.5925,117.3681,118.6477,1251612.0
2023-12-19,119.1676,122.3967,119.1676,122.2467,1269853.0
2023-12-20,121.0271,122.8866,119.6524,119.7674,1084262.0
2023-12-21,121.227,122.3267,119.8874,121.6869,861895.0
2023-12-22,119.5375,121.7519,118.5877,120.9471,1071815.0
2023-12-23,119.5375,121.7519,118.5877,120.9471,1071815.0
2023-12-24,119.5375,121.7519,118.5877,120.9471,1071815.0
2023-12-25,119.5375,121.7519,118.5877,120.9471,1071815.0
2023-12-26,121.8968,122.0968,120.9071,121.7169,473191.0
2023-12-27,122.2567,123.1215,121.9018,123.0565,636349.0
2023-12-28,122.9266,123.4264,122.1768,123.2465,592509.0
2023-12-29,122.9665,123.8713,121.8369,122.0868,524664.0
2023-12-30,122.9665,123.8713,121.8369,122.0868,524664.0
2023-12-31,122.9665,123.8713,121.8369,122.0868,524664.0
2024-01-01,122.9665,123.8713,121.8369,122.0868,524664.0
2024-01-02,120.9271,122.8066,120.0973,121.7969,871984.0
