,PAR US Equity,PAR US Equity,PAR US Equity,PAR US Equity,PAR US Equity
2022-09-16,32.08,32.17,31.41,32.08,275946.0
2022-09-17,32.08,32.17,31.41,32.08,275946.0
2022-09-18,32.08,32.17,31.41,32.08,275946.0
2022-09-19,31.4,32.26,31.31,32.1,249789.0
2022-09-20,31.79,31.93,30.99,31.38,167727.0
2022-09-21,31.74,32.26,30.73,30.79,234827.0
2022-09-22,30.47,30.84,29.92,30.68,292308.0
2022-09-23,30.22,30.64,29.4,30.05,235076.0
2022-09-24,30.22,30.64,29.4,30.05,235076.0
2022-09-25,30.22,30.64,29.4,30.05,235076.0
2022-09-26,30.07,30.91,29.05,29.16,344506.0
2022-09-27,29.68,30.29,29.23,29.67,234247.0
2022-09-28,29.96,30.69,29.82,30.55,147743.0
2022-09-29,30.11,30.45,29.2,30.42,325477.0
2022-09-30,30.34,30.99,29.53,29.53,234352.0
2022-10-01,30.34,30.99,29.53,29.53,234352.0
2022-10-02,30.34,30.99,29.53,29.53,234352.0
2022-10-03,29.8,30.4,29.1097,29.98,193785.0
2022-10-04,30.53,31.48,30.06,30.62,526808.0
2022-10-05,30.22,31.08,29.91,30.99,151307.0
2022-10-06,30.91,31.9737,30.91,31.35,133820.0
2022-10-07,30.78,30.9799,29.78,29.89,159792.0
2022-10-08,30.78,30.9799,29.78,29.89,159792.0
2022-10-09,30.78,30.9799,29.78,29.89,159792.0
2022-10-10,29.77,29.77,28.92,29.0,132323.0
2022-10-11,28.99,29.17,28.0774,28.5,154829.0
2022-10-12,28.48,29.375,28.0,29.12,147389.0
2022-10-13,28.26,29.54,27.69,29.33,189367.0
2022-10-14,29.81,29.81,27.96,28.01,178971.0
2022-10-15,29.81,29.81,27.96,28.01,178971.0
2022-10-16,29.81,29.81,27.96,28.01,178971.0
2022-10-17,28.76,29.5,28.67,28.75,219350.0
2022-10-18,29.53,29.8,28.32,28.55,163309.0
2022-10-19,28.3,28.34,27.3,27.51,174335.0
2022-10-20,27.37,28.69,27.2,27.29,142434.0
2022-10-21,27.35,27.95,26.68,27.8,218997.0
2022-10-22,27.35,27.95,26.68,27.8,218997.0
2022-10-23,27.35,27.95,26.68,27.8,218997.0
2022-10-24,27.91,28.2,27.011,27.93,240764.0
2022-10-25,27.9,28.98,27.83,28.78,274834.0
2022-10-26,28.76,29.55,28.34,28.42,200617.0
2022-10-27,28.62,28.72,27.97,28.15,250820.0
2022-10-28,27.92,28.82,27.43,28.82,210772.0
2022-10-29,27.92,28.82,27.43,28.82,210772.0
2022-10-30,27.92,28.82,27.43,28.82,210772.0
2022-10-31,28.83,29.44,28.29,28.78,290652.0
2022-11-01,29.25,29.4067,28.825,28.87,202513.0
2022-11-02,28.69,29.0,27.35,27.38,220948.0
2022-11-03,26.97,27.335,26.3501,26.48,178234.0
2022-11-04,26.83,27.34,24.83,24.94,253164.0
2022-11-05,26.83,27.34,24.83,24.94,253164.0
2022-11-06,26.83,27.34,24.83,24.94,253164.0
2022-11-07,25.01,25.01,23.11,23.44,560124.0
2022-11-08,23.58,24.3,22.44,23.06,616215.0
2022-11-09,23.01,23.75,20.37,20.38,670841.0
2022-11-10,22.17,25.28,21.49,25.27,953110.0
2022-11-11,25.19,27.82,24.565,27.47,536406.0
2022-11-12,25.19,27.82,24.565,27.47,536406.0
2022-11-13,25.19,27.82,24.565,27.47,536406.0
2022-11-14,26.92,27.65,25.73,25.73,544997.0
2022-11-15,26.52,26.71,25.0,25.26,477030.0
2022-11-16,24.84,25.17,24.28,24.99,374649.0
2022-11-17,24.33,25.29,24.065,24.96,397333.0
2022-11-18,25.65,25.91,25.2,25.91,339097.0
2022-11-19,25.65,25.91,25.2,25.91,339097.0
2022-11-20,25.65,25.91,25.2,25.91,339097.0
2022-11-21,25.49,25.73,24.22,24.62,189648.0
2022-11-22,24.26,24.5478,23.865,24.09,139496.0
2022-11-23,24.23,24.5,23.78,23.95,93336.0
2022-11-24,24.23,24.5,23.78,23.95,93336.0
2022-11-25,23.64,23.96,23.485,23.86,66268.0
2022-11-26,23.64,23.96,23.485,23.86,66268.0
2022-11-27,23.64,23.96,23.485,23.86,66268.0
2022-11-28,23.53,23.83,22.69,22.93,202629.0
2022-11-29,22.93,23.42,22.36,22.4,142759.0
2022-11-30,22.61,24.37,22.2,24.37,391873.0
2022-12-01,24.37,25.7294,24.37,24.88,380232.0
2022-12-02,24.27,25.99,24.094,25.89,282513.0
2022-12-03,24.27,25.99,24.094,25.89,282513.0
2022-12-04,24.27,25.99,24.094,25.89,282513.0
2022-12-05,25.55,25.8096,24.2,24.36,242792.0
2022-12-06,24.43,24.43,22.335,22.44,397635.0
2022-12-07,22.06,22.51,21.68,22.34,216464.0
2022-12-08,22.41,23.595,22.03,23.03,253289.0
2022-12-09,22.72,23.14,22.46,22.84,198143.0
2022-12-10,22.72,23.14,22.46,22.84,198143.0
2022-12-11,22.72,23.14,22.46,22.84,198143.0
2022-12-12,22.64,23.74,22.6,22.88,246772.0
2022-12-13,24.09,24.78,22.495,22.92,302233.0
2022-12-14,22.97,23.65,22.9,23.57,255973.0
2022-12-15,23.0,23.36,22.53,22.67,273662.0
2022-12-16,22.45,22.95,21.857,22.2,627274.0
2022-12-17,22.45,22.95,21.857,22.2,627274.0
2022-12-18,22.45,22.95,21.857,22.2,627274.0
2022-12-19,22.0,22.53,21.37,21.52,446010.0
2022-12-20,21.26,22.1,21.2592,21.98,463363.0
2022-12-21,22.2,22.67,22.0,22.58,489921.0
2022-12-22,22.28,23.325,22.0,23.19,345988.0
2022-12-23,23.14,24.44,23.09,24.31,330045.0
2022-12-24,23.14,24.44,23.09,24.31,330045.0
2022-12-25,23.14,24.44,23.09,24.31,330045.0
2022-12-26,23.14,24.44,23.09,24.31,330045.0
2022-12-27,24.3,25.22,23.99,24.04,317344.0
2022-12-28,23.8,24.7,23.8,24.49,258436.0
2022-12-29,24.8,26.08,24.745,26.06,240132.0
2022-12-30,25.74,26.18,25.53,26.07,249553.0
2022-12-31,25.74,26.18,25.53,26.07,249553.0
2023-01-01,25.74,26.18,25.53,26.07,249553.0
2023-01-02,25.74,26.18,25.53,26.07,249553.0
2023-01-03,26.61,27.17,25.82,26.54,267736.0
2023-01-04,26.87,27.52,26.66,27.44,280773.0
2023-01-05,27.29,28.17,26.3637,28.13,289902.0
2023-01-06,28.2,28.38,27.65,27.86,242351.0
2023-01-07,28.2,28.38,27.65,27.86,242351.0
2023-01-08,28.2,28.38,27.65,27.86,242351.0
2023-01-09,27.63,28.06,26.27,26.3,213149.0
2023-01-10,26.0,27.4,26.0,27.36,232660.0
2023-01-11,27.74,29.15,27.41,28.93,611732.0
2023-01-12,29.08,30.91,28.9582,30.78,496363.0
2023-01-13,30.34,31.55,29.83,31.53,233150.0
2023-01-14,30.34,31.55,29.83,31.53,233150.0
2023-01-15,30.34,31.55,29.83,31.53,233150.0
2023-01-16,30.34,31.55,29.83,31.53,233150.0
2023-01-17,31.93,31.96,30.34,30.58,214201.0
2023-01-18,31.28,31.9,30.94,31.26,284362.0
2023-01-19,30.75,31.35,30.23,31.04,358463.0
2023-01-20,31.47,31.88,31.01,31.88,292980.0
2023-01-21,31.47,31.88,31.01,31.88,292980.0
2023-01-22,31.47,31.88,31.01,31.88,292980.0
2023-01-23,32.08,32.97,31.36,31.66,218819.0
2023-01-24,31.072,31.69,30.9,31.0,185599.0
2023-01-25,30.38,31.25,29.61,30.95,150966.0
2023-01-26,31.6,33.295,31.5,33.22,364219.0
2023-01-27,33.1,35.27,33.06,34.96,342754.0
2023-01-28,33.1,35.27,33.06,34.96,342754.0
2023-01-29,33.1,35.27,33.06,34.96,342754.0
2023-01-30,34.56,34.67,32.95,33.04,257453.0
2023-01-31,33.1,34.66,32.91,33.99,395083.0
2023-02-01,34.17,36.05,33.56,35.84,300652.0
2023-02-02,36.92,38.25,36.68,38.11,421110.0
2023-02-03,37.9,38.41,36.53,37.58,386102.0
2023-02-04,37.9,38.41,36.53,37.58,386102.0
2023-02-05,37.9,38.41,36.53,37.58,386102.0
2023-02-06,36.95,37.05,36.05,36.9,265476.0
2023-02-07,36.71,36.99,35.52,36.9,368808.0
2023-02-08,36.82,37.32,36.0,36.0,195288.0
2023-02-09,36.59,36.89,36.11,36.2,219173.0
2023-02-10,35.68,36.65,35.68,36.48,164924.0
2023-02-11,35.68,36.65,35.68,36.48,164924.0
2023-02-12,35.68,36.65,35.68,36.48,164924.0
2023-02-13,36.42,36.73,35.91,36.41,200915.0
2023-02-14,36.03,39.455,35.8,38.93,342895.0
2023-02-15,38.5,38.95,37.84,38.86,226920.0
2023-02-16,37.78,38.04,36.29,36.39,307279.0
2023-02-17,36.31,36.97,35.5,36.71,171419.0
2023-02-18,36.31,36.97,35.5,36.71,171419.0
2023-02-19,36.31,36.97,35.5,36.71,171419.0
2023-02-20,36.31,36.97,35.5,36.71,171419.0
2023-02-21,36.03,36.72,35.335,35.72,181156.0
2023-02-22,36.02,36.18,35.24,36.11,164825.0
2023-02-23,36.56,37.0,35.375,36.29,135920.0
2023-02-24,35.26,35.93,34.645,35.88,180370.0
2023-02-25,35.26,35.93,34.645,35.88,180370.0
2023-02-26,35.26,35.93,34.645,35.88,180370.0
2023-02-27,36.0,36.0,33.41,33.55,316974.0
2023-02-28,33.5,35.0775,33.06,34.15,274860.0
2023-03-01,34.0,35.05,32.02,34.59,265857.0
2023-03-02,35.46,35.46,34.13,34.17,291004.0
2023-03-03,34.5,35.83,34.34,35.82,172786.0
2023-03-04,34.5,35.83,34.34,35.82,172786.0
2023-03-05,34.5,35.83,34.34,35.82,172786.0
2023-03-06,35.99,37.91,35.89,36.7,232713.0
2023-03-07,36.59,37.15,35.48,35.62,106187.0
2023-03-08,35.67,36.1899,35.097,35.5,127666.0
2023-03-09,35.85,35.91,33.865,33.95,151841.0
2023-03-10,33.72,33.82,31.895,32.62,301108.0
2023-03-11,33.72,33.82,31.895,32.62,301108.0
2023-03-12,33.72,33.82,31.895,32.62,301108.0
2023-03-13,32.0,33.61,31.44,32.82,217274.0
2023-03-14,34.0,34.16,32.945,33.12,239117.0
2023-03-15,32.13,33.47,32.1061,33.22,310284.0
2023-03-16,32.6,33.08,32.0238,33.04,453672.0
2023-03-17,32.83,32.83,31.48,31.96,306846.0
2023-03-18,32.83,32.83,31.48,31.96,306846.0
2023-03-19,32.83,32.83,31.48,31.96,306846.0
2023-03-20,31.82,32.09,31.15,31.35,236953.0
2023-03-21,31.68,33.335,31.34,33.0,375227.0
2023-03-22,32.9,33.03,31.57,31.6,242968.0
2023-03-23,31.68,32.53,31.335,31.88,197295.0
2023-03-24,31.58,32.02,31.11,32.01,165995.0
2023-03-25,31.58,32.02,31.11,32.01,165995.0
2023-03-26,31.58,32.02,31.11,32.01,165995.0
2023-03-27,32.47,32.53,31.36,32.45,244167.0
2023-03-28,32.37,32.37,31.05,31.17,149567.0
2023-03-29,31.5,32.13,31.22,32.0,145960.0
2023-03-30,32.61,32.77,32.12,32.77,179922.0
2023-03-31,32.86,33.97,32.77,33.96,337262.0
2023-04-01,32.86,33.97,32.77,33.96,337262.0
2023-04-02,32.86,33.97,32.77,33.96,337262.0
2023-04-03,33.67,34.15,32.475,33.84,144408.0
2023-04-04,34.03,34.07,32.99,33.37,129504.0
2023-04-05,33.16,33.16,32.0,32.4,142779.0
2023-04-06,32.41,32.63,31.9,32.06,133620.0
2023-04-07,32.41,32.63,31.9,32.06,133620.0
2023-04-08,32.41,32.63,31.9,32.06,133620.0
2023-04-09,32.41,32.63,31.9,32.06,133620.0
2023-04-10,32.0,33.0,32.0,32.78,134982.0
2023-04-11,32.71,33.0,31.86,32.38,154223.0
2023-04-12,33.03,33.88,32.83,33.39,137591.0
2023-04-13,33.56,34.53,33.525,34.31,335015.0
2023-04-14,34.31,34.59,32.85,33.37,134402.0
2023-04-15,34.31,34.59,32.85,33.37,134402.0
2023-04-16,34.31,34.59,32.85,33.37,134402.0
2023-04-17,33.59,33.87,32.81,33.86,125712.0
2023-04-18,34.22,34.56,32.82,32.85,155091.0
2023-04-19,32.38,32.555,31.34,32.16,181815.0
2023-04-20,31.64,32.07,31.16,31.73,209680.0
2023-04-21,31.86,32.57,31.55,32.47,150830.0
2023-04-22,31.86,32.57,31.55,32.47,150830.0
2023-04-23,31.86,32.57,31.55,32.47,150830.0
2023-04-24,32.4,32.505,31.225,32.04,203223.0
2023-04-25,31.52,31.88,30.07,30.13,176381.0
2023-04-26,30.12,30.675,30.12,30.46,158057.0
2023-04-27,30.42,30.67,29.81,30.64,163465.0
2023-04-28,30.56,30.74,30.25,30.59,150863.0
2023-04-29,30.56,30.74,30.25,30.59,150863.0
2023-04-30,30.56,30.74,30.25,30.59,150863.0
2023-05-01,30.53,30.71,30.28,30.38,110371.0
2023-05-02,30.09,30.09,28.32,28.58,229686.0
2023-05-03,28.49,29.38,28.31,28.39,251711.0
2023-05-04,28.03,28.66,27.8,28.4,99767.0
2023-05-05,29.05,29.93,28.88,29.34,181296.0
2023-05-06,29.05,29.93,28.88,29.34,181296.0
2023-05-07,29.05,29.93,28.88,29.34,181296.0
2023-05-08,29.24,29.64,28.805,29.47,165670.0
2023-05-09,29.24,29.88,29.055,29.76,138757.0
2023-05-10,30.06,30.59,29.56,30.42,190436.0
2023-05-11,28.5,29.73,24.76,29.64,528021.0
2023-05-12,29.74,31.83,29.665,31.75,262444.0
2023-05-13,29.74,31.83,29.665,31.75,262444.0
2023-05-14,29.74,31.83,29.665,31.75,262444.0
2023-05-15,31.91,32.98,31.725,32.75,432959.0
2023-05-16,32.71,33.28,31.99,32.94,154746.0
2023-05-17,33.28,34.46,33.08,34.0,204133.0
2023-05-18,33.89,35.65,33.89,35.21,195453.0
2023-05-19,35.56,35.89,34.61,34.74,160230.0
2023-05-20,35.56,35.89,34.61,34.74,160230.0
2023-05-21,35.56,35.89,34.61,34.74,160230.0
2023-05-22,34.75,36.45,34.4901,36.13,216535.0
2023-05-23,35.75,36.8685,35.45,35.83,286164.0
2023-05-24,35.34,35.69,34.5,34.57,274146.0
2023-05-25,34.84,35.06,34.02,34.08,193734.0
2023-05-26,34.07,35.35,34.07,34.89,179933.0
2023-05-27,34.07,35.35,34.07,34.89,179933.0
2023-05-28,34.07,35.35,34.07,34.89,179933.0
2023-05-29,34.07,35.35,34.07,34.89,179933.0
2023-05-30,35.33,35.84,34.2101,34.38,197079.0
2023-05-31,34.16,34.815,34.16,34.57,633861.0
2023-06-01,34.51,35.05,34.18,34.31,171404.0
2023-06-02,35.03,35.585,34.2,35.02,394943.0
2023-06-03,35.03,35.585,34.2,35.02,394943.0
2023-06-04,35.03,35.585,34.2,35.02,394943.0
2023-06-05,34.83,35.91,34.83,35.02,141874.0
2023-06-06,34.95,36.48,34.8263,36.08,160188.0
2023-06-07,36.39,36.95,35.97,36.69,160885.0
2023-06-08,36.5,36.71,36.19,36.71,123275.0
2023-06-09,36.68,37.21,36.37,36.91,123462.0
2023-06-10,36.68,37.21,36.37,36.91,123462.0
2023-06-11,36.68,37.21,36.37,36.91,123462.0
2023-06-12,36.75,38.06,36.75,37.86,122178.0
2023-06-13,38.0,38.73,37.73,38.23,223412.0
2023-06-14,38.32,38.65,37.37,37.94,188347.0
2023-06-15,37.63,38.27,37.35,37.79,229824.0
2023-06-16,38.19,38.19,36.17,36.32,467805.0
2023-06-17,38.19,38.19,36.17,36.32,467805.0
2023-06-18,38.19,38.19,36.17,36.32,467805.0
2023-06-19,38.19,38.19,36.17,36.32,467805.0
2023-06-20,36.03,36.395,35.64,36.12,152217.0
2023-06-21,35.93,37.32,35.48,36.45,162577.0
2023-06-22,36.24,36.25,35.52,35.69,130184.0
2023-06-23,34.84,35.185,33.51,33.69,543668.0
2023-06-24,34.84,35.185,33.51,33.69,543668.0
2023-06-25,34.84,35.185,33.51,33.69,543668.0
2023-06-26,33.56,34.455,32.77,32.88,238603.0
2023-06-27,33.05,33.71,32.71,33.3,120834.0
2023-06-28,33.03,33.49,32.9,33.22,158657.0
2023-06-29,33.31,34.42,33.29,33.47,228265.0
2023-06-30,34.08,34.08,32.69,32.93,211915.0
2023-07-01,34.08,34.08,32.69,32.93,211915.0
2023-07-02,34.08,34.08,32.69,32.93,211915.0
2023-07-03,32.87,33.4,32.635,33.11,96780.0
2023-07-04,32.87,33.4,32.635,33.11,96780.0
2023-07-05,32.78,32.93,31.85,32.3,260274.0
2023-07-06,31.66,32.12,31.43,31.74,139432.0
2023-07-07,31.86,32.77,31.6,31.75,149280.0
2023-07-08,31.86,32.77,31.6,31.75,149280.0
2023-07-09,31.86,32.77,31.6,31.75,149280.0
2023-07-10,31.54,32.81,31.54,32.67,133790.0
2023-07-11,32.91,33.31,32.585,32.97,250213.0
2023-07-12,33.85,34.16,33.51,34.02,360414.0
2023-07-13,34.44,34.93,33.825,34.47,472676.0
2023-07-14,34.51,34.58,32.84,33.94,406162.0
2023-07-15,34.51,34.58,32.84,33.94,406162.0
2023-07-16,34.51,34.58,32.84,33.94,406162.0
2023-07-17,34.01,34.92,34.01,34.34,128705.0
2023-07-18,34.29,34.85,34.245,34.64,125116.0
2023-07-19,34.81,34.95,33.48,33.74,127242.0
2023-07-20,33.63,33.63,32.75,33.0,106499.0
2023-07-21,33.32,33.32,32.71,32.99,158920.0
2023-07-22,33.32,33.32,32.71,32.99,158920.0
2023-07-23,33.32,33.32,32.71,32.99,158920.0
2023-07-24,32.98,33.39,32.68,32.77,108399.0
2023-07-25,32.68,33.11,32.6,32.99,167780.0
2023-07-26,33.55,34.52,33.5388,34.5,229472.0
2023-07-27,35.15,35.32,33.59,33.78,104043.0
2023-07-28,34.11,34.67,33.3,33.41,72772.0
2023-07-29,34.11,34.67,33.3,33.41,72772.0
2023-07-30,34.11,34.67,33.3,33.41,72772.0
2023-07-31,33.44,34.79,33.44,34.59,129984.0
2023-08-01,34.32,34.56,33.58,34.5,118575.0
2023-08-02,33.81,35.01,33.81,34.99,169503.0
2023-08-03,34.76,35.86,34.65,35.79,255176.0
2023-08-04,35.86,37.0,35.765,36.59,156951.0
2023-08-05,35.86,37.0,35.765,36.59,156951.0
2023-08-06,35.86,37.0,35.765,36.59,156951.0
2023-08-07,36.72,36.92,35.89,36.8,125568.0
2023-08-08,36.13,37.14,36.12,36.94,192427.0
2023-08-09,36.84,37.2,35.77,35.98,308990.0
2023-08-10,32.5,33.76,31.47,33.59,930671.0
2023-08-11,33.37,37.21,33.32,37.19,475590.0
2023-08-12,33.37,37.21,33.32,37.19,475590.0
2023-08-13,33.37,37.21,33.32,37.19,475590.0
2023-08-14,36.98,37.91,36.33,37.88,290657.0
2023-08-15,37.6,37.87,36.71,36.89,317009.0
2023-08-16,36.69,37.9,36.69,37.88,226221.0
2023-08-17,38.0,38.365,37.325,38.1,298098.0
2023-08-18,37.43,38.22,37.38,37.5,224962.0
2023-08-19,37.43,38.22,37.38,37.5,224962.0
2023-08-20,37.43,38.22,37.38,37.5,224962.0
2023-08-21,38.11,38.98,37.72,38.02,359597.0
2023-08-22,38.42,40.81,38.42,39.53,373569.0
2023-08-23,39.68,41.48,39.39,41.24,1080700.0
2023-08-24,41.83,41.96,40.43,41.11,297660.0
2023-08-25,41.31,41.31,39.57,40.85,243046.0
2023-08-26,41.31,41.31,39.57,40.85,243046.0
2023-08-27,41.31,41.31,39.57,40.85,243046.0
2023-08-28,41.1,42.5,40.65,40.99,204329.0
2023-08-29,40.83,42.42,40.77,42.28,360035.0
2023-08-30,42.13,44.37,42.13,44.21,239311.0
2023-08-31,44.37,45.69,43.47,43.48,680676.0
2023-09-01,43.66,45.27,43.561,45.19,283301.0
2023-09-02,43.66,45.27,43.561,45.19,283301.0
2023-09-03,43.66,45.27,43.561,45.19,283301.0
2023-09-04,43.66,45.27,43.561,45.19,283301.0
2023-09-05,44.92,45.98,44.7,45.97,268927.0
2023-09-06,46.0,46.6268,44.68,45.62,405665.0
2023-09-07,45.13,45.37,44.32,45.14,127422.0
2023-09-08,45.21,45.42,43.75,43.76,142806.0
2023-09-09,45.21,45.42,43.75,43.76,142806.0
2023-09-10,45.21,45.42,43.75,43.76,142806.0
2023-09-11,43.82,44.51,43.38,43.41,210227.0
2023-09-12,43.25,43.57,41.85,42.01,290673.0
2023-09-13,42.32,42.38,40.91,41.06,635746.0
2023-09-14,41.38,42.65,41.12,42.64,187033.0
2023-09-15,42.45,42.45,41.225,41.32,279824.0
2023-09-16,42.45,42.45,41.225,41.32,279824.0
2023-09-17,42.45,42.45,41.225,41.32,279824.0
2023-09-18,41.29,42.42,41.04,42.06,111110.0
2023-09-19,42.07,42.28,41.09,41.45,181777.0
2023-09-20,41.58,42.04,41.065,41.13,173354.0
2023-09-21,40.27,41.54,39.39,39.57,199887.0
2023-09-22,39.67,40.03,39.06,39.14,247062.0
2023-09-23,39.67,40.03,39.06,39.14,247062.0
2023-09-24,39.67,40.03,39.06,39.14,247062.0
2023-09-25,38.89,40.24,38.885,40.05,346154.0
2023-09-26,39.53,39.77,38.27,38.28,270227.0
2023-09-27,38.53,39.03,37.895,38.5,217762.0
2023-09-28,38.27,40.8315,38.2,39.34,377712.0
2023-09-29,39.66,40.25,38.2,38.54,378028.0
2023-09-30,39.66,40.25,38.2,38.54,378028.0
2023-10-01,39.66,40.25,38.2,38.54,378028.0
2023-10-02,39.7,40.5599,39.23,40.26,377416.0
2023-10-03,39.85,39.98,38.44,38.47,183340.0
2023-10-04,38.31,42.06,37.59,42.06,624398.0
2023-10-05,43.85,43.85,39.19,39.76,826511.0
2023-10-06,39.96,40.67,38.845,40.1,440998.0
2023-10-07,39.96,40.67,38.845,40.1,440998.0
2023-10-08,39.96,40.67,38.845,40.1,440998.0
2023-10-09,39.6,39.97,37.495,38.68,402366.0
2023-10-10,38.98,40.025,38.98,39.34,204433.0
2023-10-11,39.66,40.3,39.61,39.89,326655.0
2023-10-12,40.05,40.17,37.0,37.13,267746.0
2023-10-13,36.92,37.57,36.6,37.34,218141.0
2023-10-14,36.92,37.57,36.6,37.34,218141.0
2023-10-15,36.92,37.57,36.6,37.34,218141.0
2023-10-16,37.79,38.37,37.15,37.91,104863.0
2023-10-17,37.18,38.62,37.12,37.98,152774.0
2023-10-18,37.49,38.04,36.325,36.36,137566.0
2023-10-19,36.23,37.36,35.78,35.99,204626.0
2023-10-20,35.87,35.87,33.7,33.79,343622.0
2023-10-21,35.87,35.87,33.7,33.79,343622.0
2023-10-22,35.87,35.87,33.7,33.79,343622.0
2023-10-23,33.43,33.83,32.41,32.43,300723.0
2023-10-24,32.86,33.31,32.39,32.88,249350.0
2023-10-25,32.42,32.57,30.96,30.99,397065.0
2023-10-26,31.15,31.25,29.91,30.08,298077.0
2023-10-27,30.21,30.4053,28.41,28.55,561830.0
2023-10-28,30.21,30.4053,28.41,28.55,561830.0
2023-10-29,30.21,30.4053,28.41,28.55,561830.0
2023-10-30,29.15,29.38,28.21,28.76,334472.0
2023-10-31,28.86,29.49,28.63,29.19,161304.0
2023-11-01,29.42,29.8,28.88,29.78,235860.0
2023-11-02,30.37,31.86,30.24,31.26,404227.0
2023-11-03,32.2,32.9069,31.97,32.74,415795.0
2023-11-04,32.2,32.9069,31.97,32.74,415795.0
2023-11-05,32.2,32.9069,31.97,32.74,415795.0
2023-11-06,32.91,33.0,31.69,32.26,209158.0
2023-11-07,32.09,33.07,31.95,32.98,158931.0
2023-11-08,32.83,32.94,31.95,32.52,225185.0
2023-11-09,32.54,32.7,31.57,31.6,304582.0
2023-11-10,33.58,35.46,31.97,34.53,469073.0
2023-11-11,33.58,35.46,31.97,34.53,469073.0
2023-11-12,33.58,35.46,31.97,34.53,469073.0
2023-11-13,33.97,34.3084,33.13,33.54,263136.0
2023-11-14,35.22,36.43,34.63,36.24,344835.0
2023-11-15,36.22,37.16,36.005,36.71,256488.0
2023-11-16,36.48,37.3663,34.87,35.85,320992.0
2023-11-17,36.05,37.76,35.96,37.71,306096.0
2023-11-18,36.05,37.76,35.96,37.71,306096.0
2023-11-19,36.05,37.76,35.96,37.71,306096.0
2023-11-20,37.85,39.71,37.71,38.24,309274.0
2023-11-21,38.0,38.61,37.61,37.82,174480.0
2023-11-22,38.31,38.78,38.06,38.12,116912.0
2023-11-23,38.31,38.78,38.06,38.12,116912.0
2023-11-24,37.9,38.43,37.75,38.19,61865.0
2023-11-25,37.9,38.43,37.75,38.19,61865.0
2023-11-26,37.9,38.43,37.75,38.19,61865.0
2023-11-27,37.92,38.84,37.92,38.24,128196.0
2023-11-28,38.13,38.34,37.59,38.0,156542.0
2023-11-29,38.68,39.48,36.92,37.23,206889.0
2023-11-30,37.47,37.47,36.49,36.83,273188.0
2023-12-01,36.61,38.703,36.16,38.59,299354.0
2023-12-02,36.61,38.703,36.16,38.59,299354.0
2023-12-03,36.61,38.703,36.16,38.59,299354.0
2023-12-04,38.36,40.265,38.36,39.57,240859.0
2023-12-05,39.61,40.0,38.88,40.0,193815.0
2023-12-06,40.19,40.87,39.2,39.24,175275.0
2023-12-07,39.4,39.68,38.88,39.52,107090.0
2023-12-08,39.46,40.26,39.46,39.75,207893.0
2023-12-09,39.46,40.26,39.46,39.75,207893.0
2023-12-10,39.46,40.26,39.46,39.75,207893.0
2023-12-11,39.6,40.5969,39.2,39.2,133962.0
2023-12-12,38.95,39.62,38.65,39.2,144486.0
2023-12-13,39.22,40.98,38.33,40.85,239818.0
2023-12-14,41.81,43.2,41.75,42.67,516402.0
2023-12-15,42.79,43.27,41.95,42.87,462504.0
2023-12-16,42.79,43.27,41.95,42.87,462504.0
2023-12-17,42.79,43.27,41.95,42.87,462504.0
2023-12-18,43.0,44.36,43.0,43.55,168710.0
2023-12-19,43.98,44.75,43.5105,44.42,280442.0
2023-12-20,44.0,45.55,42.93,42.96,391914.0
2023-12-21,43.29,44.8376,43.0301,44.21,657904.0
2023-12-22,44.26,44.4,43.445,43.93,159963.0
2023-12-23,44.26,44.4,43.445,43.93,159963.0
2023-12-24,44.26,44.4,43.445,43.93,159963.0
2023-12-25,44.26,44.4,43.445,43.93,159963.0
2023-12-26,44.38,44.59,43.81,44.57,155522.0
2023-12-27,44.79,45.0,43.99,44.45,248644.0
2023-12-28,44.16,44.97,43.765,43.83,191456.0
2023-12-29,43.57,43.915,43.11,43.54,400410.0
2023-12-30,43.57,43.915,43.11,43.54,400410.0
2023-12-31,43.57,43.915,43.11,43.54,400410.0
2024-01-01,43.57,43.915,43.11,43.54,400410.0
2024-01-02,42.92,43.52,42.42,42.69,325268.0
2024-01-03,42.01,42.31,41.19,41.19,241680.0
2024-01-04,41.0,42.28,40.75,41.65,429419.0
2024-01-05,41.27,41.67,40.19,40.2,154098.0
2024-01-06,41.27,41.67,40.19,40.2,154098.0
2024-01-07,41.27,41.67,40.19,40.2,154098.0
2024-01-08,40.34,41.89,40.305,41.89,126415.0
2024-01-09,41.17,41.272,40.65,40.68,102486.0
2024-01-10,40.29,40.29,39.06,39.87,155340.0
2024-01-11,39.78,40.23,38.96,40.0,192228.0
2024-01-12,40.68,40.87,39.94,40.12,126657.0
2024-01-13,40.68,40.87,39.94,40.12,126657.0
2024-01-14,40.68,40.87,39.94,40.12,126657.0
2024-01-15,40.68,40.87,39.94,40.12,126657.0
2024-01-16,39.47,40.86,39.41,40.82,126370.0
2024-01-17,39.83,41.5,39.1988,41.25,140754.0
2024-01-18,41.62,44.15,41.4,43.95,423628.0
2024-01-19,44.45,45.03,43.395,44.63,194191.0
2024-01-20,44.45,45.03,43.395,44.63,194191.0
2024-01-21,44.45,45.03,43.395,44.63,194191.0
2024-01-22,45.33,46.439,44.84,46.07,468537.0
2024-01-23,46.61,47.015,45.55,46.91,219748.0
2024-01-24,47.74,47.74,46.69,46.91,448553.0
2024-01-25,47.84,49.14,47.06,48.82,186394.0
