,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity,ULTA US Equity
2021-09-08,379.1,380.39,370.8,376.3,757364.0
2021-09-09,376.19,384.12,373.08,382.08,598250.0
2021-09-10,385.0,385.3,374.335,374.82,568181.0
2021-09-11,385.0,385.3,374.335,374.82,568181.0
2021-09-12,385.0,385.3,374.335,374.82,568181.0
2021-09-13,377.99,377.99,367.95,372.29,560696.0
2021-09-14,374.57,374.58,368.71,373.73,384283.0
2021-09-15,373.09,378.94,367.64,375.93,920151.0
2021-09-16,375.5,383.66,375.13,382.32,526489.0
2021-09-17,380.46,385.607,377.88,379.05,629933.0
2021-09-18,380.46,385.607,377.88,379.05,629933.0
2021-09-19,380.46,385.607,377.88,379.05,629933.0
2021-09-20,370.8,373.1,363.79,369.74,859105.0
2021-09-21,371.33,373.735,367.22,369.84,510026.0
2021-09-22,372.49,377.56,369.88,375.85,387921.0
2021-09-23,379.35,386.69,377.88,380.76,488296.0
2021-09-24,377.66,384.3,376.04,382.13,294704.0
2021-09-25,377.66,384.3,376.04,382.13,294704.0
2021-09-26,377.66,384.3,376.04,382.13,294704.0
2021-09-27,382.0,387.96,380.251,381.13,381295.0
2021-09-28,378.72,380.72,374.55,378.14,449849.0
2021-09-29,380.86,381.91,377.03,378.35,426083.0
2021-09-30,378.49,378.49,360.51,360.92,839184.0
2021-10-01,361.92,369.97,359.65,368.03,574838.0
2021-10-02,361.92,369.97,359.65,368.03,574838.0
2021-10-03,361.92,369.97,359.65,368.03,574838.0
2021-10-04,367.0,370.48,363.515,369.92,545991.0
2021-10-05,371.22,378.39,367.164,373.77,563574.0
2021-10-06,371.25,374.09,366.77,368.21,572083.0
2021-10-07,372.08,379.615,370.55,375.03,391754.0
2021-10-08,378.461,383.06,375.01,378.37,699644.0
2021-10-09,378.461,383.06,375.01,378.37,699644.0
2021-10-10,378.461,383.06,375.01,378.37,699644.0
2021-10-11,379.2,386.26,378.69,380.87,565607.0
2021-10-12,380.58,388.555,380.48,386.92,588655.0
2021-10-13,387.96,397.5,385.86,395.31,662709.0
2021-10-14,400.0,407.68,399.1,403.91,739870.0
2021-10-15,407.98,410.0,403.511,405.72,670609.0
2021-10-16,407.98,410.0,403.511,405.72,670609.0
2021-10-17,407.98,410.0,403.511,405.72,670609.0
2021-10-18,404.51,410.93,402.32,406.35,716292.0
2021-10-19,390.88,398.0,360.66,363.35,4169381.0
2021-10-20,366.25,367.28,355.0,358.15,2328317.0
2021-10-21,357.95,373.7,357.95,371.88,1332180.0
2021-10-22,371.88,373.61,365.28,371.45,835949.0
2021-10-23,371.88,373.61,365.28,371.45,835949.0
2021-10-24,371.88,373.61,365.28,371.45,835949.0
2021-10-25,371.45,375.215,368.37,371.0,530659.0
2021-10-26,371.72,372.74,363.28,366.06,566271.0
2021-10-27,367.83,373.59,364.09,369.79,544779.0
2021-10-28,370.74,373.04,369.53,370.39,363453.0
2021-10-29,371.145,373.45,366.07,367.36,649416.0
2021-10-30,371.145,373.45,366.07,367.36,649416.0
2021-10-31,371.145,373.45,366.07,367.36,649416.0
2021-11-01,369.13,370.14,363.38,365.13,647694.0
2021-11-02,366.39,374.53,363.67,371.86,738801.0
2021-11-03,372.77,383.27,370.68,381.78,523244.0
2021-11-04,383.26,387.56,378.7,381.07,545105.0
2021-11-05,385.87,394.14,382.0,391.85,675645.0
2021-11-06,385.87,394.14,382.0,391.85,675645.0
2021-11-07,385.87,394.14,382.0,391.85,675645.0
2021-11-08,391.64,393.0,386.61,388.11,433758.0
2021-11-09,389.17,402.35,388.718,395.11,618390.0
2021-11-10,392.66,397.47,387.9,391.34,477890.0
2021-11-11,392.94,398.27,392.01,395.57,383153.0
2021-11-12,396.43,400.81,394.11,396.5,391332.0
2021-11-13,396.43,400.81,394.11,396.5,391332.0
2021-11-14,396.43,400.81,394.11,396.5,391332.0
2021-11-15,400.0,407.95,398.15,401.73,346528.0
2021-11-16,401.67,417.846,400.28,413.86,740040.0
2021-11-17,413.14,415.79,401.33,402.21,513844.0
2021-11-18,406.78,407.72,399.355,405.65,497894.0
2021-11-19,406.35,410.55,400.1,407.71,517934.0
2021-11-20,406.35,410.55,400.1,407.71,517934.0
2021-11-21,406.35,410.55,400.1,407.71,517934.0
2021-11-22,410.4,414.705,407.41,411.77,429556.0
2021-11-23,409.84,411.64,397.43,408.93,539240.0
2021-11-24,401.46,409.97,400.365,409.56,368183.0
2021-11-25,401.46,409.97,400.365,409.56,368183.0
2021-11-26,394.05,403.22,393.0,399.53,474961.0
2021-11-27,394.05,403.22,393.0,399.53,474961.0
2021-11-28,394.05,403.22,393.0,399.53,474961.0
2021-11-29,407.36,407.74,397.03,401.42,563229.0
2021-11-30,398.38,399.94,380.29,383.95,1624697.0
2021-12-01,390.09,394.96,369.51,370.02,944026.0
2021-12-02,370.39,384.53,364.03,383.64,1683840.0
2021-12-03,402.42,404.0,372.84,378.81,2128561.0
2021-12-04,402.42,404.0,372.84,378.81,2128561.0
2021-12-05,402.42,404.0,372.84,378.81,2128561.0
2021-12-06,383.71,398.094,381.1,390.02,1182951.0
2021-12-07,397.25,415.27,392.53,407.7,1181888.0
2021-12-08,407.57,414.26,405.6,412.09,1061074.0
2021-12-09,411.26,417.25,404.19,404.41,887832.0
2021-12-10,402.78,404.79,396.01,403.49,841404.0
2021-12-11,402.78,404.79,396.01,403.49,841404.0
2021-12-12,402.78,404.79,396.01,403.49,841404.0
2021-12-13,400.73,405.31,387.82,388.29,857413.0
2021-12-14,382.54,391.03,380.77,389.65,899096.0
2021-12-15,389.65,395.918,382.4,394.61,931952.0
2021-12-16,399.31,400.0,384.31,385.17,999569.0
2021-12-17,383.23,390.04,376.32,380.94,1026859.0
2021-12-18,383.23,390.04,376.32,380.94,1026859.0
2021-12-19,383.23,390.04,376.32,380.94,1026859.0
2021-12-20,373.32,373.32,362.295,365.82,1056078.0
2021-12-21,369.77,380.02,368.95,378.27,597057.0
2021-12-22,378.22,388.27,375.27,387.91,472223.0
2021-12-23,389.68,396.205,388.05,392.37,537733.0
2021-12-24,389.68,396.205,388.05,392.37,537733.0
2021-12-25,389.68,396.205,388.05,392.37,537733.0
2021-12-26,389.68,396.205,388.05,392.37,537733.0
2021-12-27,394.78,405.0,393.5,403.84,648284.0
2021-12-28,405.38,406.519,397.54,398.81,402130.0
2021-12-29,398.71,406.43,397.083,405.3,339043.0
2021-12-30,404.69,413.63,404.0,404.79,406555.0
2021-12-31,404.75,414.65,403.525,412.34,445404.0
2022-01-01,404.75,414.65,403.525,412.34,445404.0
2022-01-02,404.75,414.65,403.525,412.34,445404.0
2022-01-03,413.7,420.97,409.71,413.23,507295.0
2022-01-04,416.93,422.43,412.61,418.74,598019.0
2022-01-05,416.62,417.07,401.2,401.49,930664.0
2022-01-06,403.22,405.15,395.61,400.49,497565.0
2022-01-07,398.56,404.99,393.63,397.1,524044.0
2022-01-08,398.56,404.99,393.63,397.1,524044.0
2022-01-09,398.56,404.99,393.63,397.1,524044.0
2022-01-10,392.54,393.17,369.495,381.04,945893.0
2022-01-11,382.15,387.0,372.0,384.44,703365.0
2022-01-12,386.57,390.555,380.11,384.16,364329.0
2022-01-13,384.16,388.73,376.68,378.15,691905.0
2022-01-14,377.45,377.45,364.5,374.48,903363.0
2022-01-15,377.45,377.45,364.5,374.48,903363.0
2022-01-16,377.45,377.45,364.5,374.48,903363.0
2022-01-17,377.45,377.45,364.5,374.48,903363.0
2022-01-18,368.38,377.0,365.97,372.97,573354.0
2022-01-19,374.82,381.09,371.47,371.68,741315.0
2022-01-20,373.49,379.49,357.27,359.11,717256.0
2022-01-21,357.02,360.23,348.63,349.42,1139877.0
2022-01-22,357.02,360.23,348.63,349.42,1139877.0
2022-01-23,357.02,360.23,348.63,349.42,1139877.0
2022-01-24,340.254,365.76,336.291,364.84,1110444.0
2022-01-25,358.37,359.39,347.07,352.74,824076.0
2022-01-26,361.6,365.63,350.3,353.81,664653.0
2022-01-27,359.35,363.025,348.46,351.58,674491.0
2022-01-28,351.68,359.1,346.93,358.83,537995.0
2022-01-29,351.68,359.1,346.93,358.83,537995.0
2022-01-30,351.68,359.1,346.93,358.83,537995.0
2022-01-31,356.46,364.85,356.33,363.74,641313.0
2022-02-01,364.37,373.41,361.844,372.32,500834.0
2022-02-02,374.69,375.47,366.4,371.69,467859.0
2022-02-03,366.24,373.01,363.79,364.76,436625.0
2022-02-04,363.73,369.615,359.01,365.73,556216.0
2022-02-05,363.73,369.615,359.01,365.73,556216.0
2022-02-06,363.73,369.615,359.01,365.73,556216.0
2022-02-07,366.25,372.23,361.95,364.26,426350.0
2022-02-08,367.33,369.31,357.81,364.23,808397.0
2022-02-09,367.64,376.82,367.08,376.04,778131.0
2022-02-10,371.08,383.22,370.86,374.01,711744.0
2022-02-11,373.89,375.92,359.72,362.17,794540.0
2022-02-12,373.89,375.92,359.72,362.17,794540.0
2022-02-13,373.89,375.92,359.72,362.17,794540.0
2022-02-14,363.68,367.555,357.265,362.65,794538.0
2022-02-15,363.875,379.77,363.875,379.65,561103.0
2022-02-16,377.622,383.29,376.35,381.6,725871.0
2022-02-17,379.69,380.667,367.77,369.12,610408.0
2022-02-18,368.43,381.74,367.0,375.83,742533.0
2022-02-19,368.43,381.74,367.0,375.83,742533.0
2022-02-20,368.43,381.74,367.0,375.83,742533.0
2022-02-21,368.43,381.74,367.0,375.83,742533.0
2022-02-22,372.0,379.84,360.99,368.13,714273.0
2022-02-23,371.68,372.82,352.88,355.07,697947.0
2022-02-24,344.02,373.67,341.47,373.09,922603.0
2022-02-25,372.96,378.49,366.86,378.07,466062.0
2022-02-26,372.96,378.49,366.86,378.07,466062.0
2022-02-27,372.96,378.49,366.86,378.07,466062.0
2022-02-28,371.38,377.99,367.54,374.5,802913.0
2022-03-01,372.21,375.76,365.84,369.01,562960.0
2022-03-02,371.78,384.0,369.96,381.5,606002.0
2022-03-03,382.02,383.0,367.03,373.69,569540.0
2022-03-04,371.5,373.46,361.945,366.76,661478.0
2022-03-05,371.5,373.46,361.945,366.76,661478.0
2022-03-06,371.5,373.46,361.945,366.76,661478.0
2022-03-07,367.73,369.71,350.4,350.84,1023689.0
2022-03-08,354.28,369.465,350.1,359.02,884814.0
2022-03-09,369.43,376.33,368.1,373.31,697168.0
2022-03-10,367.36,381.4,364.0,379.37,1748710.0
2022-03-11,385.0,389.0,366.43,368.51,1520478.0
2022-03-12,385.0,389.0,366.43,368.51,1520478.0
2022-03-13,385.0,389.0,366.43,368.51,1520478.0
2022-03-14,369.62,371.58,355.28,357.52,941682.0
2022-03-15,361.43,372.11,360.6,371.38,710290.0
2022-03-16,374.46,390.97,374.46,385.51,954145.0
2022-03-17,385.58,389.53,381.351,387.31,704533.0
2022-03-18,385.33,392.58,383.19,391.23,696150.0
2022-03-19,385.33,392.58,383.19,391.23,696150.0
2022-03-20,385.33,392.58,383.19,391.23,696150.0
2022-03-21,390.46,392.83,379.07,385.67,818365.0
2022-03-22,391.09,398.59,385.85,389.75,650946.0
2022-03-23,388.0,390.9,383.437,389.79,652023.0
2022-03-24,389.96,396.62,387.42,395.84,565290.0
2022-03-25,398.3,398.56,391.77,395.07,449728.0
2022-03-26,398.3,398.56,391.77,395.07,449728.0
2022-03-27,398.3,398.56,391.77,395.07,449728.0
2022-03-28,394.52,396.105,389.58,395.48,416419.0
2022-03-29,399.96,408.73,398.48,406.5,665103.0
2022-03-30,401.3,405.11,398.51,401.75,400790.0
2022-03-31,403.14,405.875,397.89,398.22,611135.0
2022-04-01,399.0,400.57,384.0,388.22,814853.0
2022-04-02,399.0,400.57,384.0,388.22,814853.0
2022-04-03,399.0,400.57,384.0,388.22,814853.0
2022-04-04,387.18,398.62,385.49,398.62,521302.0
2022-04-05,398.1,404.46,392.21,398.35,438882.0
2022-04-06,394.25,394.436,380.565,391.21,744460.0
2022-04-07,389.77,400.0,388.56,398.78,481901.0
2022-04-08,397.21,406.0,395.55,401.55,513759.0
2022-04-09,397.21,406.0,395.55,401.55,513759.0
2022-04-10,397.21,406.0,395.55,401.55,513759.0
2022-04-11,401.63,411.15,399.37,403.78,687931.0
2022-04-12,407.52,415.25,404.58,405.9,576781.0
2022-04-13,405.91,418.8,405.712,415.5,626658.0
2022-04-14,416.52,421.24,413.515,415.65,552421.0
2022-04-15,416.52,421.24,413.515,415.65,552421.0
2022-04-16,416.52,421.24,413.515,415.65,552421.0
2022-04-17,416.52,421.24,413.515,415.65,552421.0
2022-04-18,414.19,419.21,411.985,415.84,410161.0
2022-04-19,415.2,431.06,414.2,428.37,906843.0
2022-04-20,430.97,437.22,429.16,431.38,635156.0
2022-04-21,435.0,438.633,419.92,421.43,662756.0
2022-04-22,416.18,418.58,405.73,406.51,594764.0
2022-04-23,416.18,418.58,405.73,406.51,594764.0
2022-04-24,416.18,418.58,405.73,406.51,594764.0
2022-04-25,404.76,418.5,400.36,418.14,732869.0
2022-04-26,412.59,413.84,406.56,407.33,480167.0
2022-04-27,405.28,411.59,399.21,402.78,666349.0
2022-04-28,407.89,420.83,403.64,417.42,552469.0
2022-04-29,413.86,414.185,395.63,396.8,954372.0
2022-04-30,413.86,414.185,395.63,396.8,954372.0
2022-05-01,413.86,414.185,395.63,396.8,954372.0
2022-05-02,398.61,406.23,393.39,405.55,746505.0
2022-05-03,404.38,404.45,395.83,401.23,716138.0
2022-05-04,401.53,410.0,392.03,408.64,691463.0
2022-05-05,401.84,404.0,388.34,396.63,663479.0
2022-05-06,394.63,394.63,382.05,389.43,639397.0
2022-05-07,394.63,394.63,382.05,389.43,639397.0
2022-05-08,394.63,394.63,382.05,389.43,639397.0
2022-05-09,384.03,396.33,379.34,381.09,750919.0
2022-05-10,389.41,393.0,371.32,380.87,825564.0
2022-05-11,379.78,388.68,374.35,375.95,917974.0
2022-05-12,371.41,384.15,369.35,377.85,713086.0
2022-05-13,385.69,396.64,384.84,395.89,760406.0
2022-05-14,385.69,396.64,384.84,395.89,760406.0
2022-05-15,385.69,396.64,384.84,395.89,760406.0
2022-05-16,396.34,399.34,387.518,393.16,652077.0
2022-05-17,398.8,400.99,387.96,393.01,670455.0
2022-05-18,380.93,383.015,344.0,350.45,1667515.0
2022-05-19,348.94,357.83,345.22,351.31,1092100.0
2022-05-20,354.83,354.83,333.05,343.05,1165365.0
2022-05-21,354.83,354.83,333.05,343.05,1165365.0
2022-05-22,354.83,354.83,333.05,343.05,1165365.0
2022-05-23,345.93,349.02,338.535,346.65,865926.0
2022-05-24,342.48,343.38,330.799,342.08,821537.0
2022-05-25,338.66,356.25,337.08,352.95,954738.0
2022-05-26,365.61,382.4,364.441,377.96,1914919.0
2022-05-27,417.5,425.39,409.0,425.08,2767360.0
2022-05-28,417.5,425.39,409.0,425.08,2767360.0
2022-05-29,417.5,425.39,409.0,425.08,2767360.0
2022-05-30,417.5,425.39,409.0,425.08,2767360.0
2022-05-31,421.5,426.83,409.49,423.1,1838007.0
2022-06-01,423.68,426.74,403.34,407.32,1111724.0
2022-06-02,408.22,417.28,404.86,416.54,799071.0
2022-06-03,405.89,414.445,401.56,404.41,1275253.0
2022-06-04,405.89,414.445,401.56,404.41,1275253.0
2022-06-05,405.89,414.445,401.56,404.41,1275253.0
2022-06-06,409.99,415.935,402.52,413.73,686888.0
2022-06-07,409.82,422.87,404.01,421.02,865280.0
2022-06-08,420.68,428.87,415.525,425.39,741453.0
2022-06-09,427.85,429.48,422.05,422.35,913543.0
2022-06-10,413.38,417.85,407.69,407.72,746815.0
2022-06-11,413.38,417.85,407.69,407.72,746815.0
2022-06-12,413.38,417.85,407.69,407.72,746815.0
2022-06-13,398.0,400.0,385.95,391.77,1014089.0
2022-06-14,395.29,399.05,389.88,392.67,749650.0
2022-06-15,399.71,410.145,397.15,405.61,964093.0
2022-06-16,397.08,397.08,387.28,390.47,811524.0
2022-06-17,390.5,400.45,389.01,395.83,1412632.0
2022-06-18,390.5,400.45,389.01,395.83,1412632.0
2022-06-19,390.5,400.45,389.01,395.83,1412632.0
2022-06-20,390.5,400.45,389.01,395.83,1412632.0
2022-06-21,402.96,406.0,397.83,401.26,708291.0
2022-06-22,396.99,403.0,394.647,396.22,622351.0
2022-06-23,399.49,401.64,391.03,395.91,650518.0
2022-06-24,400.56,411.25,400.175,410.54,772298.0
2022-06-25,400.56,411.25,400.175,410.54,772298.0
2022-06-26,400.56,411.25,400.175,410.54,772298.0
2022-06-27,410.48,411.58,399.33,400.49,590405.0
2022-06-28,400.74,405.0,385.8,385.9,705544.0
2022-06-29,392.69,393.4,384.18,391.64,813094.0
2022-06-30,383.05,392.935,378.36,385.48,874079.0
2022-07-01,381.92,385.37,377.25,382.85,584075.0
2022-07-02,381.92,385.37,377.25,382.85,584075.0
2022-07-03,381.92,385.37,377.25,382.85,584075.0
2022-07-04,381.92,385.37,377.25,382.85,584075.0
2022-07-05,375.88,378.49,368.64,378.47,922562.0
2022-07-06,377.43,386.81,374.58,381.76,706831.0
2022-07-07,383.08,387.98,380.76,383.64,979551.0
2022-07-08,383.88,385.34,376.79,381.44,443402.0
2022-07-09,383.88,385.34,376.79,381.44,443402.0
2022-07-10,383.88,385.34,376.79,381.44,443402.0
2022-07-11,381.29,387.45,378.02,383.27,545112.0
2022-07-12,385.35,389.35,375.19,377.06,581020.0
2022-07-13,373.7,385.77,370.54,382.74,616164.0
2022-07-14,378.09,386.61,375.09,385.58,822501.0
2022-07-15,389.59,399.0,387.56,397.24,844062.0
2022-07-16,389.59,399.0,387.56,397.24,844062.0
2022-07-17,389.59,399.0,387.56,397.24,844062.0
2022-07-18,401.88,406.48,392.565,393.59,519921.0
2022-07-19,399.81,405.35,396.46,402.36,525318.0
2022-07-20,402.36,412.495,402.1,408.36,851200.0
2022-07-21,406.11,411.64,401.535,411.27,578598.0
2022-07-22,412.91,416.98,403.7,406.4,540923.0
2022-07-23,412.91,416.98,403.7,406.4,540923.0
2022-07-24,412.91,416.98,403.7,406.4,540923.0
2022-07-25,408.91,408.91,397.77,401.26,452692.0
2022-07-26,391.22,392.835,380.81,384.79,997618.0
2022-07-27,386.92,397.56,384.187,395.44,610370.0
2022-07-28,395.35,404.46,392.27,400.76,533246.0
2022-07-29,397.47,398.36,386.01,388.91,1171498.0
2022-07-30,397.47,398.36,386.01,388.91,1171498.0
2022-07-31,397.47,398.36,386.01,388.91,1171498.0
2022-08-01,388.9,396.165,385.91,394.28,921815.0
2022-08-02,395.74,399.37,387.245,392.9,611709.0
2022-08-03,380.6,384.16,360.58,372.9,2533628.0
2022-08-04,376.63,376.63,370.44,372.35,886149.0
2022-08-05,370.0,378.86,368.8,377.8,926244.0
2022-08-06,370.0,378.86,368.8,377.8,926244.0
2022-08-07,370.0,378.86,368.8,377.8,926244.0
2022-08-08,378.3,385.34,377.92,379.39,751741.0
2022-08-09,380.4,380.64,372.22,375.78,641680.0
2022-08-10,385.78,388.79,381.105,381.48,596642.0
2022-08-11,384.05,391.33,384.05,390.03,567871.0
2022-08-12,391.85,395.58,389.08,395.47,529754.0
2022-08-13,391.85,395.58,389.08,395.47,529754.0
2022-08-14,391.85,395.58,389.08,395.47,529754.0
2022-08-15,397.5,408.16,396.97,405.34,774142.0
2022-08-16,407.05,418.79,407.05,407.26,1455461.0
2022-08-17,403.0,406.825,400.25,404.35,683186.0
2022-08-18,406.05,410.06,402.074,409.25,504617.0
2022-08-19,407.75,410.029,399.535,403.25,586221.0
2022-08-20,407.75,410.029,399.535,403.25,586221.0
2022-08-21,407.75,410.029,399.535,403.25,586221.0
2022-08-22,397.18,400.45,395.46,397.45,659675.0
2022-08-23,398.69,403.94,398.157,401.31,642944.0
2022-08-24,403.7,415.03,400.16,412.02,832242.0
2022-08-25,412.81,420.69,409.13,419.25,1944006.0
2022-08-26,429.69,433.88,410.95,411.47,2584450.0
2022-08-27,429.69,433.88,410.95,411.47,2584450.0
2022-08-28,429.69,433.88,410.95,411.47,2584450.0
2022-08-29,405.76,423.67,404.17,417.62,1329092.0
2022-08-30,420.26,420.68,410.138,416.79,790470.0
2022-08-31,419.37,425.33,416.47,419.87,1139351.0
2022-09-01,419.85,424.48,414.0,424.25,915774.0
2022-09-02,428.4,431.6,420.893,423.08,816797.0
2022-09-03,428.4,431.6,420.893,423.08,816797.0
2022-09-04,428.4,431.6,420.893,423.08,816797.0
2022-09-05,428.4,431.6,420.893,423.08,816797.0
2022-09-06,423.48,431.75,414.07,427.82,983233.0
2022-09-07,429.42,445.63,427.54,444.01,1471830.0
2022-09-08,440.76,448.29,438.2,445.34,1194627.0
2022-09-09,446.05,448.075,441.18,442.9,959640.0
2022-09-10,446.05,448.075,441.18,442.9,959640.0
2022-09-11,446.05,448.075,441.18,442.9,959640.0
2022-09-12,444.78,451.3,444.09,446.14,925590.0
2022-09-13,439.0,441.58,429.39,430.06,1011769.0
2022-09-14,430.72,432.35,419.57,426.15,1014107.0
2022-09-15,426.12,427.0,419.01,422.67,763558.0
2022-09-16,417.54,423.11,415.8,418.66,728941.0
2022-09-17,417.54,423.11,415.8,418.66,728941.0
2022-09-18,417.54,423.11,415.8,418.66,728941.0
2022-09-19,418.04,426.2,417.01,421.47,705007.0
2022-09-20,416.96,419.53,413.0,416.62,578211.0
2022-09-21,420.04,423.0,410.71,410.82,504523.0
2022-09-22,408.39,410.26,401.205,401.67,657270.0
2022-09-23,395.84,397.64,386.1,392.3,1016625.0
2022-09-24,395.84,397.64,386.1,392.3,1016625.0
2022-09-25,395.84,397.64,386.1,392.3,1016625.0
2022-09-26,392.5,399.17,387.33,387.66,726625.0
2022-09-27,392.8,397.46,388.31,394.11,829538.0
2022-09-28,401.0,410.47,397.02,409.21,951210.0
2022-09-29,408.93,409.61,400.97,404.76,667660.0
2022-09-30,401.75,409.725,394.638,401.19,737214.0
2022-10-01,401.75,409.725,394.638,401.19,737214.0
2022-10-02,401.75,409.725,394.638,401.19,737214.0
2022-10-03,403.0,409.04,397.0,404.75,611081.0
2022-10-04,410.67,414.085,400.57,403.95,782598.0
2022-10-05,400.28,402.26,392.2,395.99,765107.0
2022-10-06,394.23,401.655,391.195,392.08,555408.0
2022-10-07,386.53,388.48,380.94,387.98,689039.0
2022-10-08,386.53,388.48,380.94,387.98,689039.0
2022-10-09,386.53,388.48,380.94,387.98,689039.0
2022-10-10,387.6,392.75,381.95,390.3,803034.0
2022-10-11,393.22,403.86,392.4,396.8,721221.0
2022-10-12,396.95,404.03,392.88,398.02,744238.0
2022-10-13,391.41,400.41,386.78,398.89,913338.0
2022-10-14,404.15,406.99,393.82,394.24,817131.0
2022-10-15,404.15,406.99,393.82,394.24,817131.0
2022-10-16,404.15,406.99,393.82,394.24,817131.0
2022-10-17,400.5,405.64,391.86,402.54,784547.0
2022-10-18,412.93,415.37,400.21,404.98,682020.0
2022-10-19,396.0,399.28,384.76,386.26,1168539.0
2022-10-20,387.58,398.085,381.28,381.59,914591.0
2022-10-21,382.64,385.96,374.085,382.81,806098.0
2022-10-22,382.64,385.96,374.085,382.81,806098.0
2022-10-23,382.64,385.96,374.085,382.81,806098.0
2022-10-24,383.61,384.89,373.795,384.63,906991.0
2022-10-25,384.04,397.69,383.52,395.4,903392.0
2022-10-26,397.37,408.9,395.11,399.27,773613.0
2022-10-27,401.3,406.2,399.36,402.24,597419.0
2022-10-28,401.19,418.96,400.6,416.14,773602.0
2022-10-29,401.19,418.96,400.6,416.14,773602.0
2022-10-30,401.19,418.96,400.6,416.14,773602.0
2022-10-31,415.51,421.37,415.28,419.37,701730.0
2022-11-01,424.51,425.5,417.455,422.0,779382.0
2022-11-02,412.65,426.89,406.35,406.77,955745.0
2022-11-03,403.9,420.05,402.765,415.64,596581.0
2022-11-04,418.61,424.12,411.9,418.32,525015.0
2022-11-05,418.61,424.12,411.9,418.32,525015.0
2022-11-06,418.61,424.12,411.9,418.32,525015.0
2022-11-07,418.32,419.52,410.84,419.35,443354.0
2022-11-08,421.0,426.16,418.34,423.12,583673.0
2022-11-09,420.0,428.185,413.15,413.47,596460.0
2022-11-10,424.4,431.0,416.5,423.58,641391.0
2022-11-11,427.08,430.75,420.27,430.27,893396.0
2022-11-12,427.08,430.75,420.27,430.27,893396.0
2022-11-13,427.08,430.75,420.27,430.27,893396.0
2022-11-14,431.5,436.81,422.43,422.62,725152.0
2022-11-15,432.0,439.52,428.505,436.27,659506.0
2022-11-16,429.12,436.18,428.32,435.58,505678.0
2022-11-17,432.01,435.5,426.61,434.7,397735.0
2022-11-18,441.66,442.945,435.56,440.5,581117.0
2022-11-19,441.66,442.945,435.56,440.5,581117.0
2022-11-20,441.66,442.945,435.56,440.5,581117.0
2022-11-21,439.96,443.2,436.35,442.01,350237.0
2022-11-22,445.53,450.235,441.545,450.04,423255.0
2022-11-23,450.23,451.48,446.15,447.37,453530.0
2022-11-24,450.23,451.48,446.15,447.37,453530.0
2022-11-25,448.58,448.864,444.62,448.35,239964.0
2022-11-26,448.58,448.864,444.62,448.35,239964.0
2022-11-27,448.58,448.864,444.62,448.35,239964.0
2022-11-28,448.47,461.57,447.87,457.24,899525.0
2022-11-29,457.31,457.31,446.095,449.88,1210058.0
2022-11-30,449.95,466.55,447.06,464.84,1193648.0
2022-12-01,470.47,477.08,464.0,472.53,1499657.0
2022-12-02,467.05,477.922,461.88,471.33,1526420.0
2022-12-03,467.05,477.922,461.88,471.33,1526420.0
2022-12-04,467.05,477.922,461.88,471.33,1526420.0
2022-12-05,468.34,473.11,465.39,472.52,941346.0
2022-12-06,472.0,474.48,460.23,465.58,897062.0
2022-12-07,463.31,480.57,462.83,480.05,841461.0
2022-12-08,481.5,482.69,473.71,481.65,712767.0
2022-12-09,480.04,480.5,471.48,471.63,559116.0
2022-12-10,480.04,480.5,471.48,471.63,559116.0
2022-12-11,480.04,480.5,471.48,471.63,559116.0
2022-12-12,465.0,472.35,463.99,471.96,528582.0
2022-12-13,482.86,483.8,462.54,464.41,817713.0
2022-12-14,462.88,466.46,456.37,462.85,563986.0
2022-12-15,458.6,458.6,453.0,455.02,491713.0
2022-12-16,451.72,455.04,446.79,451.12,880890.0
2022-12-17,451.72,455.04,446.79,451.12,880890.0
2022-12-18,451.72,455.04,446.79,451.12,880890.0
2022-12-19,453.67,453.81,439.2,440.51,748211.0
2022-12-20,440.18,445.31,436.145,439.2,530875.0
2022-12-21,446.28,453.7,443.765,452.29,680241.0
2022-12-22,449.0,457.532,445.63,457.05,939327.0
2022-12-23,458.16,460.13,454.11,456.4,361205.0
2022-12-24,458.16,460.13,454.11,456.4,361205.0
2022-12-25,458.16,460.13,454.11,456.4,361205.0
2022-12-26,458.16,460.13,454.11,456.4,361205.0
2022-12-27,459.12,466.745,457.01,464.0,578326.0
2022-12-28,465.38,465.41,457.54,463.52,560698.0
2022-12-29,465.7,469.35,463.77,464.83,431191.0
2022-12-30,462.55,469.55,460.55,469.07,372486.0
2022-12-31,462.55,469.55,460.55,469.07,372486.0
2023-01-01,462.55,469.55,460.55,469.07,372486.0
2023-01-02,462.55,469.55,460.55,469.07,372486.0
2023-01-03,469.66,473.58,466.62,471.63,545916.0
2023-01-04,476.31,483.61,471.33,483.52,716925.0
2023-01-05,482.47,490.98,479.56,488.94,702228.0
2023-01-06,478.99,489.28,478.89,486.19,779111.0
2023-01-07,478.99,489.28,478.89,486.19,779111.0
2023-01-08,478.99,489.28,478.89,486.19,779111.0
2023-01-09,484.27,490.88,480.41,484.76,470826.0
2023-01-10,483.85,489.585,482.01,488.62,393214.0
2023-01-11,490.0,495.52,488.68,493.55,519135.0
2023-01-12,493.1,495.887,488.92,491.83,446802.0
2023-01-13,490.42,495.39,489.13,490.99,406484.0
2023-01-14,490.42,495.39,489.13,490.99,406484.0
2023-01-15,490.42,495.39,489.13,490.99,406484.0
