,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity
2021-05-30,8.7101,8.7101,8.5004,8.5454,2587.0
2021-05-31,8.7101,8.7101,8.5004,8.5454,2587.0
2021-06-01,8.6095,8.9388,8.6095,8.8199,6902.0
2021-06-02,8.8839,9.012,8.6918,9.012,5794.0
2021-06-03,8.9937,9.1584,8.948,9.1584,5425.0
2021-06-04,9.1035,9.3094,9.1035,9.2865,4202.0
2021-06-05,9.1035,9.3094,9.1035,9.2865,4202.0
2021-06-06,9.1035,9.3094,9.1035,9.2865,4202.0
2021-06-07,9.3597,9.3597,8.5356,8.5356,7570.0
2021-06-08,8.6369,8.6369,8.399,8.399,9206.0
2021-06-09,8.518,8.5624,8.2343,8.2343,4163.0
2021-06-10,8.4905,8.4905,8.3716,8.4173,2340.0
2021-06-11,8.4905,8.5171,8.4031,8.4031,2665.0
2021-06-12,8.4905,8.5171,8.4031,8.4031,2665.0
2021-06-13,8.4905,8.5171,8.4031,8.4031,2665.0
2021-06-14,8.4631,8.6918,8.3624,8.4082,5874.0
2021-06-15,8.4905,8.6369,8.4173,8.4356,7265.0
2021-06-16,8.582,8.582,8.2343,8.2343,8119.0
2021-06-17,8.2343,8.399,8.1428,8.1428,9022.0
2021-06-18,8.0971,8.1977,7.9599,7.9873,13432.0
2021-06-19,8.0971,8.1977,7.9599,7.9873,13432.0
2021-06-20,8.0971,8.1977,7.9599,7.9873,13432.0
2021-06-21,8.5454,8.5454,7.9278,8.1428,11357.0
2021-06-22,8.5454,8.5454,8.1977,8.2618,6216.0
2021-06-23,8.3075,8.3716,7.905,7.9873,8752.0
2021-06-24,7.9416,8.1977,7.7769,7.7952,19875.0
2021-06-25,7.786,8.2984,7.786,8.088,9650.0
2021-06-26,7.786,8.2984,7.786,8.088,9650.0
2021-06-27,7.786,8.2984,7.786,8.088,9650.0
2021-06-28,8.1428,8.1428,7.9141,7.9141,4857.0
2021-06-29,7.8226,8.0514,7.8226,8.0514,5093.0
2021-06-30,8.0422,8.0422,7.8684,7.8684,5944.0
2021-07-01,8.0672,8.1337,7.9141,7.9599,2531.0
2021-07-02,7.905,8.4082,7.905,8.4082,4099.0
2021-07-03,7.905,8.4082,7.905,8.4082,4099.0
2021-07-04,7.905,8.4082,7.905,8.4082,4099.0
2021-07-05,7.905,8.4082,7.905,8.4082,4099.0
2021-07-06,8.4539,8.4539,8.2343,8.3624,2833.0
2021-07-07,8.4539,8.518,8.4539,8.4539,2720.0
2021-07-08,8.3716,8.3716,8.3258,8.3624,2884.0
2021-07-09,8.4539,8.6003,8.3811,8.4539,7470.0
2021-07-10,8.4539,8.6003,8.3811,8.4539,7470.0
2021-07-11,8.4539,8.6003,8.3811,8.4539,7470.0
2021-07-12,8.2435,8.3078,8.0102,8.0971,30899.0
2021-07-13,8.0056,8.5363,8.0056,8.3654,37190.0
2021-07-14,8.2892,8.5088,8.2801,8.3807,6032.0
2021-07-15,8.1886,8.5729,8.1703,8.3441,18429.0
2021-07-16,8.3621,8.4905,8.1703,8.1703,11849.0
2021-07-17,8.3621,8.4905,8.1703,8.1703,11849.0
2021-07-18,8.3621,8.4905,8.1703,8.1703,11849.0
2021-07-19,8.2435,8.7522,8.1703,8.7467,18998.0
2021-07-20,8.8748,9.1859,8.7376,8.7376,23426.0
2021-07-21,8.8931,9.1584,8.8931,8.9022,13675.0
2021-07-22,8.8931,9.1584,8.8748,9.012,8652.0
2021-07-23,9.2292,9.314,9.1493,9.314,14443.0
2021-07-24,9.2292,9.314,9.1493,9.314,14443.0
2021-07-25,9.2292,9.314,9.1493,9.314,14443.0
2021-07-26,9.6067,9.7453,9.5427,9.6067,8537.0
2021-07-27,9.6067,9.6067,9.4695,9.5793,3677.0
2021-07-28,9.5152,9.6616,9.5152,9.6067,3873.0
2021-07-29,9.6067,9.6067,9.4878,9.5152,5596.0
2021-07-30,9.6067,9.6067,9.4329,9.4695,860.0
2021-07-31,9.6067,9.6067,9.4329,9.4695,860.0
2021-08-01,9.6067,9.6067,9.4329,9.4695,860.0
2021-08-02,9.6067,9.6067,9.378,9.378,5236.0
2021-08-03,9.378,9.378,9.2225,9.2499,17745.0
2021-08-04,9.195,9.195,8.9022,8.9022,7415.0
2021-08-05,9.0212,9.2682,8.9602,9.2408,9008.0
2021-08-06,9.6067,9.6067,9.0944,9.0944,5133.0
2021-08-07,9.6067,9.6067,9.0944,9.0944,5133.0
2021-08-08,9.6067,9.6067,9.0944,9.0944,5133.0
2021-08-09,9.012,9.012,8.4265,8.4265,6754.0
2021-08-10,8.9937,9.0212,8.8839,9.012,4940.0
2021-08-11,9.012,9.1859,9.012,9.1859,934.0
2021-08-12,9.1767,9.1767,8.9754,8.9754,4087.0
2021-08-13,9.1493,9.1493,9.0212,9.1493,2191.0
2021-08-14,9.1493,9.1493,9.0212,9.1493,2191.0
2021-08-15,9.1493,9.1493,9.0212,9.1493,2191.0
2021-08-16,9.0303,9.2499,8.9571,9.1493,3729.0
2021-08-17,9.2597,9.2964,9.1493,9.1493,6219.0
2021-08-18,9.2413,9.2689,9.1493,9.1677,7845.0
2021-08-19,9.1493,9.2597,9.0572,9.1861,5648.0
2021-08-20,9.0848,9.1585,9.0848,9.1585,6814.0
2021-08-21,9.0848,9.1585,9.0848,9.1585,6814.0
2021-08-22,9.0848,9.1585,9.0848,9.1585,6814.0
2021-08-23,9.3149,9.3149,8.8179,8.8363,11468.0
2021-08-24,8.8087,9.0112,8.8087,8.9284,2008.0
2021-08-25,8.8455,8.8915,8.5602,8.5602,3952.0
2021-08-26,8.7443,8.7443,8.4957,8.5786,3091.0
2021-08-27,8.4681,8.8271,8.4681,8.7535,5150.0
2021-08-28,8.4681,8.8271,8.4681,8.7535,5150.0
2021-08-29,8.4681,8.8271,8.4681,8.7535,5150.0
2021-08-30,8.7443,8.7581,8.7443,8.7443,3448.0
2021-08-31,8.9053,8.9053,8.6982,8.6982,3782.0
2021-09-01,8.8363,9.0094,8.7443,8.7535,2644.0
2021-09-02,8.9247,8.9247,8.8455,8.8455,1370.0
2021-09-03,8.7811,8.8718,8.6522,8.7259,9459.0
2021-09-04,8.7811,8.8718,8.6522,8.7259,9459.0
2021-09-05,8.7811,8.8718,8.6522,8.7259,9459.0
2021-09-06,8.7811,8.8718,8.6522,8.7259,9459.0
2021-09-07,8.6338,8.7443,8.6338,8.7305,7184.0
2021-09-08,8.7075,8.7443,8.6154,8.7075,3932.0
2021-09-09,8.6522,8.7075,8.597,8.6154,1886.0
2021-09-10,8.9744,8.9744,8.4497,8.4497,2626.0
2021-09-11,8.9744,8.9744,8.4497,8.4497,2626.0
2021-09-12,8.9744,8.9744,8.4497,8.4497,2626.0
2021-09-13,8.7397,8.7397,8.5418,8.5418,2804.0
2021-09-14,8.5326,8.7351,8.3117,8.3117,3816.0
2021-09-15,8.2564,8.4497,8.2564,8.4497,3768.0
2021-09-16,8.3301,8.4221,8.3061,8.4037,3247.0
2021-09-17,8.3209,8.5878,7.9159,7.9895,42326.0
2021-09-18,8.3209,8.5878,7.9159,7.9895,42326.0
2021-09-19,8.3209,8.5878,7.9159,7.9895,42326.0
2021-09-20,8.0171,8.0539,7.7502,7.7685,9634.0
2021-09-21,8.1251,8.1251,7.8054,7.8146,2154.0
2021-09-22,8.1141,8.146,7.7502,7.8975,20095.0
2021-09-23,8.192,8.192,8.0539,8.192,6642.0
2021-09-24,8.0631,8.4012,8.0631,8.3634,8944.0
2021-09-25,8.0631,8.4012,8.0631,8.3634,8944.0
2021-09-26,8.0631,8.4012,8.0631,8.3634,8944.0
2021-09-27,8.2656,8.3209,7.9435,8.2564,5392.0
2021-09-28,8.2748,8.33,8.146,8.146,3458.0
2021-09-29,8.2539,8.2623,8.1368,8.1644,760.0
2021-09-30,8.2196,8.3071,8.1736,8.2471,1274.0
2021-10-01,8.4681,8.4681,8.0539,8.192,2746.0
2021-10-02,8.4681,8.4681,8.0539,8.192,2746.0
2021-10-03,8.4681,8.4681,8.0539,8.192,2746.0
2021-10-04,8.2656,8.2748,8.0631,8.0631,5821.0
2021-10-05,8.2472,8.284,8.0815,8.2196,5017.0
2021-10-06,8.0631,8.0954,7.9803,7.9895,2484.0
2021-10-07,8.1368,8.2819,7.9987,7.9987,2936.0
2021-10-08,8.1276,8.2564,8.0539,8.2564,2403.0
2021-10-09,8.1276,8.2564,8.0539,8.2564,2403.0
2021-10-10,8.1276,8.2564,8.0539,8.2564,2403.0
2021-10-11,8.2288,8.2748,8.1644,8.2748,1649.0
2021-10-12,8.3485,8.3485,8.0263,8.0355,3648.0
2021-10-13,7.9803,8.0539,7.8238,7.8238,13441.0
2021-10-14,8.0079,8.0908,7.9159,7.9895,2993.0
2021-10-15,7.9895,8.0631,7.9711,7.9711,2211.0
2021-10-16,7.9895,8.0631,7.9711,7.9711,2211.0
2021-10-17,7.9895,8.0631,7.9711,7.9711,2211.0
2021-10-18,7.9895,7.9895,7.8146,7.923,11669.0
2021-10-19,7.9251,8.0377,7.8238,7.9159,7936.0
2021-10-20,7.9251,8.0181,7.9251,7.9711,2427.0
2021-10-21,7.8883,8.0539,7.8883,7.9895,4998.0
2021-10-22,7.9987,8.0079,7.8975,8.0079,1463.0
2021-10-23,7.9987,8.0079,7.8975,8.0079,1463.0
2021-10-24,7.9987,8.0079,7.8975,8.0079,1463.0
2021-10-25,8.0171,8.0539,7.9251,7.9251,6606.0
2021-10-26,7.9895,7.9895,7.8975,7.9067,9895.0
2021-10-27,7.8975,7.8975,7.7134,7.7134,5032.0
2021-10-28,7.7226,7.8083,7.6213,7.6949,8038.0
2021-10-29,7.6858,7.8146,7.6029,7.6029,1793.0
2021-10-30,7.6858,7.8146,7.6029,7.6029,1793.0
2021-10-31,7.6858,7.8146,7.6029,7.6029,1793.0
2021-11-01,7.6673,7.7133,7.6121,7.6121,3598.0
2021-11-02,7.6581,7.6673,7.5569,7.5753,7554.0
2021-11-03,7.5661,7.787,7.5661,7.7778,3355.0
2021-11-04,7.7962,7.8146,7.695,7.7365,5751.0
2021-11-05,7.7042,7.8606,7.7042,7.7134,8044.0
2021-11-06,7.7042,7.8606,7.7042,7.7134,8044.0
2021-11-07,7.7042,7.8606,7.7042,7.7134,8044.0
2021-11-08,8.1,8.1,7.7042,7.7226,8762.0
2021-11-09,7.6489,7.6581,7.2439,7.2716,18187.0
2021-11-10,7.4984,7.4984,7.2992,7.2992,6438.0
2021-11-11,7.4004,7.5017,7.2716,7.382,16448.0
2021-11-12,7.6167,7.7309,7.3176,7.5155,6260.0
2021-11-13,7.6167,7.7309,7.3176,7.5155,6260.0
2021-11-14,7.6167,7.7309,7.3176,7.5155,6260.0
2021-11-15,7.5937,7.6673,7.2347,7.2531,28014.0
2021-11-16,7.3452,7.5017,7.29,7.3544,47325.0
2021-11-17,7.4096,7.428,7.2716,7.428,16720.0
2021-11-18,7.5017,7.5017,7.2808,7.2808,10055.0
2021-11-19,7.3921,7.4013,7.2716,7.355,5655.0
2021-11-20,7.3921,7.4013,7.2716,7.355,5655.0
2021-11-21,7.3921,7.4013,7.2716,7.355,5655.0
2021-11-22,7.2808,7.4318,7.2066,7.355,9412.0
2021-11-23,7.3642,7.3949,7.0953,7.0953,11348.0
2021-11-24,7.2715,7.2808,7.2158,7.2715,2612.0
2021-11-25,7.2715,7.2808,7.2158,7.2715,2612.0
2021-11-26,7.1045,7.2372,7.0953,7.1509,5916.0
2021-11-27,7.1045,7.2372,7.0953,7.1509,5916.0
2021-11-28,7.1045,7.2372,7.0953,7.1509,5916.0
2021-11-29,7.188,7.188,7.0211,7.0211,4549.0
2021-11-30,7.0303,7.048,6.8356,6.8727,11438.0
2021-12-01,6.9376,7.1636,6.8448,6.8541,8858.0
2021-12-02,6.7985,6.9376,6.3718,6.8787,7802.0
2021-12-03,6.9747,6.9747,6.7567,6.8077,4964.0
2021-12-04,6.9747,6.9747,6.7567,6.8077,4964.0
2021-12-05,6.9747,6.9747,6.7567,6.8077,4964.0
2021-12-06,6.8634,6.984,6.5851,6.8912,31538.0
2021-12-07,6.9561,6.9561,6.7753,6.8263,31508.0
2021-12-08,6.8634,6.8851,6.7706,6.8263,4599.0
2021-12-09,6.8077,6.9793,6.7985,6.919,6466.0
2021-12-10,7.0211,7.0211,6.9098,6.9932,9033.0
2021-12-11,7.0211,7.0211,6.9098,6.9932,9033.0
2021-12-12,7.0211,7.0211,6.9098,6.9932,9033.0
2021-12-13,6.9209,7.0582,6.9098,6.9283,15875.0
2021-12-14,6.8448,6.9283,6.8448,6.8727,12872.0
2021-12-15,6.9562,7.0025,6.8356,6.8356,8027.0
2021-12-16,7.188,7.188,6.8448,6.8912,19596.0
2021-12-17,6.7892,6.8634,6.7706,6.7706,14669.0
2021-12-18,6.7892,6.8634,6.7706,6.7706,14669.0
2021-12-19,6.7892,6.8634,6.7706,6.7706,14669.0
2021-12-20,6.7613,6.7613,6.6779,6.6964,10754.0
2021-12-21,6.8578,6.8634,6.7706,6.8077,3300.0
2021-12-22,6.7703,6.9196,6.7243,6.7243,28341.0
2021-12-23,6.8764,6.8764,6.7225,6.7799,11225.0
2021-12-24,6.8764,6.8764,6.7225,6.7799,11225.0
2021-12-25,6.8764,6.8764,6.7225,6.7799,11225.0
2021-12-26,6.8764,6.8764,6.7225,6.7799,11225.0
2021-12-27,6.8912,6.9098,6.7335,6.7706,8853.0
2021-12-28,6.7706,6.9005,6.6315,6.7799,65936.0
2021-12-29,6.8634,7.0118,6.8634,6.984,3164.0
2021-12-30,7.188,7.188,6.9005,7.0303,6851.0
2021-12-31,7.188,7.188,6.8819,6.9469,2818.0
2022-01-01,7.188,7.188,6.8819,6.9469,2818.0
2022-01-02,7.188,7.188,6.8819,6.9469,2818.0
2022-01-03,7.188,7.188,6.9561,7.086,6683.0
2022-01-04,7.188,7.188,6.9561,7.1416,15505.0
2022-01-05,7.188,7.355,7.1324,7.1602,18656.0
2022-01-06,7.0953,7.3457,7.0953,7.3457,4049.0
2022-01-07,7.2437,7.4013,7.2066,7.3735,3595.0
2022-01-08,7.2437,7.4013,7.2066,7.3735,3595.0
2022-01-09,7.2437,7.4013,7.2066,7.3735,3595.0
2022-01-10,7.2344,7.3457,7.2344,7.2622,4316.0
2022-01-11,7.3086,7.3364,7.1787,7.3364,8218.0
2022-01-12,7.4199,7.42,6.9932,7.1045,9112.0
2022-01-13,7.188,7.2854,7.188,7.2158,2190.0
2022-01-14,7.1138,7.3271,7.1138,7.2993,1534.0
2022-01-15,7.1138,7.3271,7.1138,7.2993,1534.0
2022-01-16,7.1138,7.3271,7.1138,7.2993,1534.0
2022-01-17,7.1138,7.3271,7.1138,7.2993,1534.0
2022-01-18,8.0227,8.0227,7.1973,7.2252,30404.0
2022-01-19,7.2251,7.4106,7.0582,7.1695,15196.0
2022-01-20,7.0489,7.2437,6.9747,6.9747,3964.0
2022-01-21,6.9654,7.1509,6.9005,7.1509,6002.0
2022-01-22,6.9654,7.1509,6.9005,7.1509,6002.0
2022-01-23,6.9654,7.1509,6.9005,7.1509,6002.0
2022-01-24,7.1416,7.2158,7.0489,7.1509,5022.0
2022-01-25,7.0767,7.1045,6.9376,7.0953,3904.0
2022-01-26,7.1787,7.2462,7.0489,7.0767,11128.0
2022-01-27,6.9932,7.0767,6.9932,7.0303,5929.0
2022-01-28,6.8727,6.8727,6.7243,6.8263,14443.0
2022-01-29,6.8727,6.8727,6.7243,6.8263,14443.0
2022-01-30,6.8727,6.8727,6.7243,6.8263,14443.0
2022-01-31,6.715,7.0396,6.715,7.0211,6769.0
2022-02-01,7.0396,7.102,7.0025,7.0489,3816.0
2022-02-02,7.0489,7.2993,7.0489,7.2993,2949.0
2022-02-03,7.1695,7.19,7.0582,7.1602,2674.0
2022-02-04,7.0767,7.1138,7.0582,7.086,4410.0
2022-02-05,7.0767,7.1138,7.0582,7.086,4410.0
2022-02-06,7.0767,7.1138,7.0582,7.086,4410.0
2022-02-07,7.1184,7.3179,7.0674,7.1695,2453.0
2022-02-08,7.1045,7.1973,7.1045,7.151,2240.0
2022-02-09,7.1231,7.1592,7.1231,7.1592,3126.0
2022-02-10,7.2344,7.2344,7.0953,7.0953,878.0
2022-02-11,7.1602,7.1928,7.0767,7.0953,3420.0
2022-02-12,7.1602,7.1928,7.0767,7.0953,3420.0
2022-02-13,7.1602,7.1928,7.0767,7.0953,3420.0
2022-02-14,7.0767,7.086,6.9416,6.9654,7618.0
2022-02-15,6.9654,7.1231,6.9561,7.1231,2796.0
2022-02-16,6.9932,7.144,6.9932,7.0582,1228.0
2022-02-17,7.0118,7.0674,6.9932,7.0303,4142.0
2022-02-18,7.2251,7.2251,7.2251,7.2251,570.0
2022-02-19,7.2251,7.2251,7.2251,7.2251,570.0
2022-02-20,7.2251,7.2251,7.2251,7.2251,570.0
2022-02-21,7.2251,7.2251,7.2251,7.2251,570.0
2022-02-22,7.2251,7.2251,6.9932,7.0118,1003.0
2022-02-23,7.0396,7.0396,7.0303,7.0303,505.0
2022-02-24,6.9654,7.0025,6.8819,6.9561,5573.0
2022-02-25,7.1243,7.1524,6.9935,7.059,4071.0
2022-02-26,7.1243,7.1524,6.9935,7.059,4071.0
2022-02-27,7.1243,7.1524,6.9935,7.059,4071.0
2022-02-28,7.087,7.2715,7.0496,7.0683,5803.0
2022-03-01,7.1992,7.1992,6.8057,6.9281,11428.0
2022-03-02,7.087,7.087,6.9748,6.9748,931.0
2022-03-03,6.9748,7.0024,6.9748,6.9748,761.0
2022-03-04,6.9982,7.1813,6.9748,6.9748,8016.0
2022-03-05,6.9982,7.1813,6.9748,6.9748,8016.0
2022-03-06,6.9982,7.1813,6.9748,6.9748,8016.0
2022-03-07,6.8813,7.0683,6.6943,6.7317,19065.0
2022-03-08,6.7785,6.7785,6.4793,6.4793,16810.0
2022-03-09,6.9468,6.9468,6.5541,6.5915,10690.0
2022-03-10,6.5447,6.6756,6.5074,6.5915,5743.0
2022-03-11,6.6756,6.6756,6.5354,6.6008,10928.0
2022-03-12,6.6756,6.6756,6.5354,6.6008,10928.0
2022-03-13,6.6756,6.6756,6.5354,6.6008,10928.0
2022-03-14,6.6008,6.7583,6.4606,6.4606,11207.0
2022-03-15,6.6382,6.6383,6.283,6.283,29124.0
2022-03-16,6.6476,6.6476,6.4326,6.47,5672.0
2022-03-17,6.4419,6.5447,6.3858,6.5447,22813.0
2022-03-18,6.4232,7.1338,6.4232,7.1338,92636.0
2022-03-19,6.4232,7.1338,6.4232,7.1338,92636.0
2022-03-20,6.4232,7.1338,6.4232,7.1338,92636.0
2022-03-21,6.8907,7.1151,6.7504,7.1151,8452.0
2022-03-22,6.9655,6.9655,6.7691,6.9,7562.0
2022-03-23,6.9561,6.9561,6.7691,6.7832,5755.0
2022-03-24,6.6289,6.7504,6.6008,6.6943,9056.0
2022-03-25,6.685,6.9187,6.685,6.9187,12689.0
2022-03-26,6.685,6.9187,6.685,6.9187,12689.0
2022-03-27,6.685,6.9187,6.685,6.9187,12689.0
2022-03-28,6.9,6.9,6.685,6.8065,724806.0
2022-03-29,6.8346,6.872,6.7785,6.8252,15858.0
2022-03-30,6.8346,6.872,6.7972,6.7972,6804.0
2022-03-31,6.7691,6.9561,6.7691,6.8159,3700.0
2022-04-01,6.9656,7.087,6.9655,7.0216,8603.0
2022-04-02,6.9656,7.087,6.9655,7.0216,8603.0
2022-04-03,6.9656,7.087,6.9655,7.0216,8603.0
2022-04-04,6.9561,7.1337,6.9561,7.1151,4337.0
2022-04-05,7.059,7.059,6.9187,6.9187,1526.0
2022-04-06,6.8626,6.9186,6.8065,6.8065,2552.0
2022-04-07,7.2273,7.2273,6.858,6.9935,7136.0
2022-04-08,6.872,6.9748,6.8159,6.872,2195.0
2022-04-09,6.872,6.9748,6.8159,6.872,2195.0
2022-04-10,6.872,6.9748,6.8159,6.872,2195.0
2022-04-11,6.9,6.9188,6.8907,6.8907,6557.0
2022-04-12,7.0122,7.2248,7.0122,7.1712,13258.0
2022-04-13,7.1151,7.1151,7.0683,7.0683,4573.0
2022-04-14,7.2834,7.2834,7.1712,7.2179,5791.0
2022-04-15,7.2834,7.2834,7.1712,7.2179,5791.0
2022-04-16,7.2834,7.2834,7.1712,7.2179,5791.0
2022-04-17,7.2834,7.2834,7.1712,7.2179,5791.0
2022-04-18,7.1712,7.2366,7.0496,7.2366,708.0
2022-04-19,7.2366,7.2834,7.1712,7.1712,5473.0
2022-04-20,7.2647,7.4049,7.2179,7.3301,5262.0
2022-04-21,7.3769,7.461,7.3114,7.461,4946.0
2022-04-22,7.3301,7.4096,7.3301,7.4096,4169.0
2022-04-23,7.3301,7.4096,7.3301,7.4096,4169.0
2022-04-24,7.3301,7.4096,7.3301,7.4096,4169.0
2022-04-25,7.461,7.461,7.2086,7.2086,4714.0
2022-04-26,7.2366,7.2366,7.0309,7.0309,13007.0
2022-04-27,7.0403,7.087,6.7411,6.8813,7495.0
2022-04-28,6.8813,6.8813,6.7504,6.8626,7032.0
2022-04-29,6.9469,7.1244,6.7878,6.8907,6281.0
2022-04-30,6.9469,7.1244,6.7878,6.8907,6281.0
2022-05-01,6.9469,7.1244,6.7878,6.8907,6281.0
2022-05-02,6.6382,6.8251,6.5167,6.685,75670.0
2022-05-03,6.8252,6.9186,6.7411,6.7972,465247.0
2022-05-04,6.8346,6.9608,6.6663,6.8486,11135.0
2022-05-05,6.8907,6.8907,6.6943,6.8252,7885.0
2022-05-06,6.7037,7.0029,6.6382,6.7224,5351.0
2022-05-07,6.7037,7.0029,6.6382,6.7224,5351.0
2022-05-08,6.7037,7.0029,6.6382,6.7224,5351.0
2022-05-09,6.5915,6.685,6.4887,6.5681,26112.0
2022-05-10,6.4887,6.7785,6.4887,6.7504,45789.0
2022-05-11,6.6569,6.8346,6.6382,6.6569,14113.0
2022-05-12,6.6195,6.8907,6.6195,6.671,10634.0
2022-05-13,6.6008,6.7691,6.5634,6.5634,10069.0
2022-05-14,6.6008,6.7691,6.5634,6.5634,10069.0
2022-05-15,6.6008,6.7691,6.5634,6.5634,10069.0
2022-05-16,6.5167,6.7625,6.5167,6.5167,108752.0
2022-05-17,6.5447,6.7504,6.5447,6.7225,20281.0
2022-05-18,6.8159,6.8159,6.6382,6.6382,30310.0
2022-05-19,6.6382,6.6382,6.5074,6.5074,14205.0
2022-05-20,6.5915,6.5915,6.5074,6.5074,12721.0
2022-05-21,6.5915,6.5915,6.5074,6.5074,12721.0
2022-05-22,6.5915,6.5915,6.5074,6.5074,12721.0
2022-05-23,6.4139,6.5962,6.4139,6.5634,23626.0
2022-05-24,6.6195,6.6196,6.5447,6.5915,63529.0
2022-05-25,6.5634,6.8347,6.5634,6.7878,12712.0
2022-05-26,6.8821,7.0235,6.8821,6.9764,16296.0
2022-05-27,7.1461,7.2026,7.1084,7.1084,18517.0
2022-05-28,7.1461,7.2026,7.1084,7.1084,18517.0
2022-05-29,7.1461,7.2026,7.1084,7.1084,18517.0
2022-05-30,7.1461,7.2026,7.1084,7.1084,18517.0
2022-05-31,7.5232,7.5232,7.0801,7.0801,21352.0
2022-06-01,7.0612,7.1838,7.0424,7.0895,17231.0
2022-06-02,7.5232,7.5232,7.1084,7.1178,13261.0
2022-06-03,7.4478,7.4478,7.0895,7.1084,16772.0
2022-06-04,7.4478,7.4478,7.0895,7.1084,16772.0
2022-06-05,7.4478,7.4478,7.0895,7.1084,16772.0
2022-06-06,7.1272,7.1555,6.9387,6.9387,31639.0
2022-06-07,6.9387,6.9764,6.9292,6.9575,9692.0
2022-06-08,7.1555,7.1555,6.901,6.967,16987.0
2022-06-09,7.1178,7.1178,6.8161,6.8172,9904.0
2022-06-10,7.0707,7.0707,6.7596,6.7596,7586.0
2022-06-11,7.0707,7.0707,6.7596,6.7596,7586.0
2022-06-12,7.0707,7.0707,6.7596,6.7596,7586.0
2022-06-13,6.6653,6.8821,6.5993,6.5993,12122.0
2022-06-14,6.5899,6.5899,6.4673,6.4673,8948.0
2022-06-15,6.505,6.7218,6.505,6.6936,17264.0
2022-06-16,6.7077,6.7077,6.571,6.6181,13931.0
2022-06-17,6.505,6.6747,6.505,6.571,17354.0
2022-06-18,6.505,6.6747,6.505,6.571,17354.0
2022-06-19,6.505,6.6747,6.505,6.571,17354.0
2022-06-20,6.505,6.6747,6.505,6.571,17354.0
2022-06-21,6.5427,6.835,6.5427,6.7501,17676.0
2022-06-22,6.835,6.835,6.7218,6.7501,25576.0
2022-06-23,6.835,6.901,6.7313,6.7501,16790.0
2022-06-24,6.8423,7.0235,6.7878,6.8821,15410.0
2022-06-25,6.8423,7.0235,6.7878,6.8821,15410.0
2022-06-26,6.8423,7.0235,6.7878,6.8821,15410.0
2022-06-27,7.1555,7.1555,6.835,6.835,8287.0
2022-06-28,6.8161,6.901,6.7894,6.8161,12262.0
2022-06-29,6.7407,6.7407,6.4956,6.6087,30703.0
2022-06-30,6.6653,6.8444,6.5993,6.6464,21930.0
2022-07-01,6.7313,6.7314,6.4956,6.505,6651.0
2022-07-02,6.7313,6.7314,6.4956,6.505,6651.0
2022-07-03,6.7313,6.7314,6.4956,6.505,6651.0
2022-07-04,6.7313,6.7314,6.4956,6.505,6651.0
2022-07-05,6.4484,6.6747,6.3353,6.439,13515.0
2022-07-06,6.835,6.835,6.4013,6.4013,5928.0
2022-07-07,6.3353,6.5239,6.3353,6.4579,7617.0
2022-07-08,6.3825,6.4862,6.3825,6.439,1834.0
2022-07-09,6.3825,6.4862,6.3825,6.439,1834.0
2022-07-10,6.3825,6.4862,6.3825,6.439,1834.0
2022-07-11,6.4296,6.5427,6.3353,6.3353,1798.0
2022-07-12,6.3165,6.3447,6.2222,6.2787,7368.0
2022-07-13,6.1562,6.3447,6.1562,6.3259,6800.0
2022-07-14,6.2222,6.3259,6.2222,6.2976,3735.0
2022-07-15,6.3212,6.4484,6.3165,6.4107,1725.0
2022-07-16,6.3212,6.4484,6.3165,6.4107,1725.0
2022-07-17,6.3212,6.4484,6.3165,6.4107,1725.0
2022-07-18,6.4107,6.5804,6.4107,6.4296,18507.0
2022-07-19,6.524,6.5993,6.4956,6.4956,4611.0
2022-07-20,6.4202,6.4956,6.3825,6.4296,2594.0
2022-07-21,6.4437,6.4579,6.3447,6.4013,13287.0
2022-07-22,6.3447,6.4296,6.3259,6.3542,2364.0
2022-07-23,6.3447,6.4296,6.3259,6.3542,2364.0
2022-07-24,6.3447,6.4296,6.3259,6.3542,2364.0
2022-07-25,6.3353,6.4579,6.3353,6.373,7453.0
2022-07-26,6.4296,6.4296,6.3259,6.3542,1999.0
2022-07-27,6.4673,6.505,6.3353,6.4202,6398.0
2022-07-28,6.4296,6.4484,6.3636,6.3636,2882.0
2022-07-29,6.2976,6.4768,6.2976,6.3919,1289.0
2022-07-30,6.2976,6.4768,6.2976,6.3919,1289.0
2022-07-31,6.2976,6.4768,6.2976,6.3919,1289.0
2022-08-01,6.3353,6.7313,6.307,6.6842,23083.0
2022-08-02,6.7407,7.2875,6.6653,6.6747,53389.0
2022-08-03,6.9764,7.0235,6.5427,6.5521,21084.0
2022-08-04,6.6747,6.6936,6.4673,6.5804,12543.0
2022-08-05,6.4579,6.6087,6.3542,6.4013,11672.0
2022-08-06,6.4579,6.6087,6.3542,6.4013,11672.0
2022-08-07,6.4579,6.6087,6.3542,6.4013,11672.0
2022-08-08,6.3557,6.3557,6.2222,6.3353,16513.0
2022-08-09,6.2693,6.2976,6.2222,6.2222,15315.0
2022-08-10,6.2316,6.4013,6.0619,6.241,100274.0
2022-08-11,6.241,6.3023,6.1279,6.2316,37063.0
2022-08-12,6.2976,6.3023,6.1279,6.1845,35305.0
2022-08-13,6.2976,6.3023,6.1279,6.1845,35305.0
2022-08-14,6.2976,6.3023,6.1279,6.1845,35305.0
