,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity
2021-05-28,15.7844,15.8035,15.4984,15.7462,107978.0
2021-05-29,15.7844,15.8035,15.4984,15.7462,107978.0
2021-05-30,15.7844,15.8035,15.4984,15.7462,107978.0
2021-05-31,15.7844,15.8035,15.4984,15.7462,107978.0
2021-06-01,15.9179,16.6809,15.8416,16.1754,456342.0
2021-06-02,16.0514,16.843,15.9274,16.843,283845.0
2021-06-03,16.9003,17.1864,16.5712,17.1196,307889.0
2021-06-04,17.1387,17.1387,16.4711,16.8907,182781.0
2021-06-05,17.1387,17.1387,16.4711,16.8907,182781.0
2021-06-06,17.1387,17.1387,16.4711,16.8907,182781.0
2021-06-07,16.8907,17.2102,16.6237,17.1768,208069.0
2021-06-08,17.1101,17.4344,16.967,17.339,143491.0
2021-06-09,17.339,17.339,17.0576,17.1959,141737.0
2021-06-10,17.4344,17.4725,16.6809,16.7,187589.0
2021-06-11,16.8144,16.8907,16.452,16.843,377983.0
2021-06-12,16.8144,16.8907,16.452,16.843,377983.0
2021-06-13,16.8144,16.8907,16.452,16.843,377983.0
2021-06-14,16.967,16.9956,16.6046,16.6427,110602.0
2021-06-15,16.5474,17.0242,16.5474,16.8812,182737.0
2021-06-16,16.8049,16.8812,16.328,16.7286,180531.0
2021-06-17,16.7477,16.7477,16.0324,16.4043,102342.0
2021-06-18,16.061,16.1087,15.4506,15.4983,239491.0
2021-06-19,16.061,16.1087,15.4506,15.4983,239491.0
2021-06-20,16.061,16.1087,15.4506,15.4983,239491.0
2021-06-21,15.7653,16.3089,15.7558,16.2803,149108.0
2021-06-22,16.0133,16.1325,15.7367,15.9084,172843.0
2021-06-23,15.8225,16.204,15.8225,16.0133,108945.0
2021-06-24,16.185,16.2708,16.0657,16.1945,80909.0
2021-06-25,16.2803,16.6809,16.0991,16.0991,440834.0
2021-06-26,16.2803,16.6809,16.0991,16.0991,440834.0
2021-06-27,16.2803,16.6809,16.0991,16.0991,440834.0
2021-06-28,16.0991,16.0991,15.4983,15.4983,107582.0
2021-06-29,15.6604,15.6604,15.4029,15.4315,112276.0
2021-06-30,15.3838,16.2899,15.3266,16.2136,193593.0
2021-07-01,16.3662,16.7,16.1754,16.2803,131277.0
2021-07-02,16.3185,16.3185,16.0514,16.1754,95618.0
2021-07-03,16.3185,16.3185,16.0514,16.1754,95618.0
2021-07-04,16.3185,16.3185,16.0514,16.1754,95618.0
2021-07-05,16.3185,16.3185,16.0514,16.1754,95618.0
2021-07-06,16.185,16.2135,15.7558,15.9274,104165.0
2021-07-07,15.7748,16.1182,15.7559,16.061,91665.0
2021-07-08,15.6509,16.0896,15.4458,15.5364,156720.0
2021-07-09,15.8607,16.1563,15.7558,15.937,144770.0
2021-07-10,15.8607,16.1563,15.7558,15.937,144770.0
2021-07-11,15.8607,16.1563,15.7558,15.937,144770.0
2021-07-12,15.689,16.2326,15.689,16.1563,76947.0
2021-07-13,15.9274,15.937,15.0882,15.4029,351492.0
2021-07-14,15.7367,16.2231,14.8697,14.9928,625671.0
2021-07-15,14.8974,15.7748,14.8974,15.7272,201239.0
2021-07-16,15.8702,15.9513,15.1549,15.1931,107109.0
2021-07-17,15.8702,15.9513,15.1549,15.1931,107109.0
2021-07-18,15.8702,15.9513,15.1549,15.1931,107109.0
2021-07-19,14.8116,14.926,14.0963,14.5159,168459.0
2021-07-20,14.4015,15.3075,14.3585,15.1549,252490.0
2021-07-21,15.3743,15.7367,15.3743,15.565,89990.0
2021-07-22,15.441,15.5746,15.1311,15.565,161728.0
2021-07-23,15.6795,15.8192,15.4792,15.5269,87130.0
2021-07-24,15.6795,15.8192,15.4792,15.5269,87130.0
2021-07-25,15.6795,15.8192,15.4792,15.5269,87130.0
2021-07-26,15.5364,15.8702,15.3886,15.4601,99532.0
2021-07-27,15.2312,15.7939,15.2026,15.7367,284325.0
2021-07-28,15.8702,16.4329,15.689,16.3089,250134.0
2021-07-29,15.8607,16.7286,15.7939,15.9179,209473.0
2021-07-30,15.7939,15.9655,14.9737,15.0405,190823.0
2021-07-31,15.7939,15.9655,14.9737,15.0405,190823.0
2021-08-01,15.7939,15.9655,14.9737,15.0405,190823.0
2021-08-02,15.3552,15.9179,15.3552,15.7558,185371.0
2021-08-03,15.8798,16.1563,15.6509,16.0991,147595.0
2021-08-04,15.8225,16.2136,15.689,15.8511,91648.0
2021-08-05,15.8798,16.2136,15.8798,16.1468,71918.0
2021-08-06,16.1948,16.55,16.1948,16.4252,87795.0
2021-08-07,16.1948,16.55,16.1948,16.4252,87795.0
2021-08-08,16.1948,16.55,16.1948,16.4252,87795.0
2021-08-09,16.5116,16.5788,16.1468,16.1564,64047.0
2021-08-10,16.0604,16.0604,15.0908,15.4556,590736.0
2021-08-11,15.4748,16.0796,15.3356,15.9932,212734.0
2021-08-12,15.9356,16.0796,15.7244,15.8012,92414.0
2021-08-13,15.8588,15.9836,15.6764,15.8204,82764.0
2021-08-14,15.8588,15.9836,15.6764,15.8204,82764.0
2021-08-15,15.8588,15.9836,15.6764,15.8204,82764.0
2021-08-16,15.5996,15.8108,15.3404,15.734,78030.0
2021-08-17,15.4844,15.6476,15.0333,15.5324,105425.0
2021-08-18,15.3884,15.7244,15.2732,15.3788,82682.0
2021-08-19,15.1196,15.3787,14.8508,14.9564,115101.0
2021-08-20,14.8892,15.3308,14.856,15.2252,132311.0
2021-08-21,14.8892,15.3308,14.856,15.2252,132311.0
2021-08-22,14.8892,15.3308,14.856,15.2252,132311.0
2021-08-23,15.35,15.566,15.2444,15.4652,88992.0
2021-08-24,15.446,15.782,15.446,15.638,77886.0
2021-08-25,15.638,15.9164,15.59,15.6764,145080.0
2021-08-26,15.6284,15.7916,15.11,15.1292,93669.0
2021-08-27,15.0908,15.686,15.0908,15.638,132984.0
2021-08-28,15.0908,15.686,15.0908,15.638,132984.0
2021-08-29,15.0908,15.686,15.0908,15.638,132984.0
2021-08-30,15.494,15.854,15.2924,15.734,220678.0
2021-08-31,15.7148,15.8396,15.494,15.7148,109646.0
2021-09-01,15.8108,15.8252,15.398,15.782,128969.0
2021-09-02,15.8396,16.022,15.7244,15.9548,183032.0
2021-09-03,15.9068,16.0844,15.7052,16.0508,198736.0
2021-09-04,15.9068,16.0844,15.7052,16.0508,198736.0
2021-09-05,15.9068,16.0844,15.7052,16.0508,198736.0
2021-09-06,15.9068,16.0844,15.7052,16.0508,198736.0
2021-09-07,16.0508,16.3292,15.8588,15.878,126231.0
2021-09-08,15.782,15.8972,15.7049,15.7436,100369.0
2021-09-09,15.7436,16.3292,15.7436,16.1084,125829.0
2021-09-10,16.2236,16.3196,15.8588,15.9068,116977.0
2021-09-11,16.2236,16.3196,15.8588,15.9068,116977.0
2021-09-12,16.2236,16.3196,15.8588,15.9068,116977.0
2021-09-13,16.0796,16.3676,16.0364,16.3388,242209.0
2021-09-14,16.3676,16.3676,15.7724,15.8012,168109.0
2021-09-15,15.734,16.0652,15.734,15.8972,136299.0
2021-09-16,15.9356,16.3196,15.8876,16.3196,184761.0
2021-09-17,16.4156,16.5116,16.1852,16.2716,496320.0
2021-09-18,16.4156,16.5116,16.1852,16.2716,496320.0
2021-09-19,16.4156,16.5116,16.1852,16.2716,496320.0
2021-09-20,15.6476,15.9452,14.7644,14.8604,198251.0
2021-09-21,15.0716,15.254,14.6684,14.7356,122761.0
2021-09-22,14.9468,15.3884,14.8796,15.0812,88047.0
2021-09-23,15.2924,15.7436,15.2924,15.5996,251637.0
2021-09-24,15.35,15.926,15.35,15.8396,85951.0
2021-09-25,15.35,15.926,15.35,15.8396,85951.0
2021-09-26,15.35,15.926,15.35,15.8396,85951.0
2021-09-27,15.8204,16.7612,15.8204,16.4732,148832.0
2021-09-28,16.3388,16.8956,16.3388,16.8476,172358.0
2021-09-29,16.9724,17.0876,16.6748,16.8572,100198.0
2021-09-30,17.03,17.1068,16.6076,16.6364,113177.0
2021-10-01,16.7324,17.1932,16.5932,17.126,118697.0
2021-10-02,16.7324,17.1932,16.5932,17.126,118697.0
2021-10-03,16.7324,17.1932,16.5932,17.126,118697.0
2021-10-04,17.2124,17.4764,17.0876,17.3756,124598.0
2021-10-05,17.5868,17.8844,17.3372,17.6732,174618.0
2021-10-06,17.6156,17.7308,17.318,17.4812,128300.0
2021-10-07,17.6828,17.702,17.3852,17.5388,133387.0
2021-10-08,17.5868,17.8748,17.51,17.7596,102855.0
2021-10-09,17.5868,17.8748,17.51,17.7596,102855.0
2021-10-10,17.5868,17.8748,17.51,17.7596,102855.0
2021-10-11,17.8364,18.2587,17.8364,18.1723,150751.0
2021-10-12,18.2299,18.2587,17.9132,18.0476,154814.0
2021-10-13,18.0188,18.0188,17.078,17.2988,165073.0
2021-10-14,17.5484,17.942,17.51,17.7692,149804.0
2021-10-15,18.2491,18.2491,17.7884,17.7884,115797.0
2021-10-16,18.2491,18.2491,17.7884,17.7884,115797.0
2021-10-17,18.2491,18.2491,17.7884,17.7884,115797.0
2021-10-18,17.5868,18.0188,17.5301,17.8748,65763.0
2021-10-19,18.0476,18.0476,17.75,17.798,51027.0
2021-10-20,17.7308,18.1723,17.4812,18.0476,73666.0
2021-10-21,18.0476,18.3355,17.5388,17.5868,79395.0
2021-10-22,17.5484,17.9804,17.5484,17.8364,164271.0
2021-10-23,17.5484,17.9804,17.5484,17.8364,164271.0
2021-10-24,17.5484,17.9804,17.5484,17.8364,164271.0
2021-10-25,17.9324,18.2872,17.7692,18.2203,119506.0
2021-10-26,18.2875,18.3259,17.2412,17.2988,141079.0
2021-10-27,17.1356,17.1356,16.4876,16.5788,161872.0
2021-10-28,16.6076,17.0876,16.358,16.4348,127129.0
2021-10-29,16.5212,16.8188,16.3964,16.4924,113764.0
2021-10-30,16.5212,16.8188,16.3964,16.4924,113764.0
2021-10-31,16.5212,16.8188,16.3964,16.4924,113764.0
2021-11-01,16.598,17.7116,16.5309,17.558,172227.0
2021-11-02,16.7324,17.3948,16.2668,16.4636,363685.0
2021-11-03,16.3196,16.8956,15.9452,16.0028,261277.0
2021-11-04,16.1372,16.3724,15.7628,15.9356,143197.0
2021-11-05,16.0988,16.7036,16.0988,16.6556,139600.0
2021-11-06,16.0988,16.7036,16.0988,16.6556,139600.0
2021-11-07,16.0988,16.7036,16.0988,16.6556,139600.0
2021-11-08,16.6556,16.9436,16.406,16.5404,96122.0
2021-11-09,16.4252,16.7804,16.1084,16.7036,91057.0
2021-11-10,16.491,16.9161,16.4862,16.5297,78410.0
2021-11-11,16.6939,17.0997,16.6746,16.8099,92206.0
2021-11-12,16.8582,17.5344,16.8582,17.2349,130715.0
2021-11-13,16.8582,17.5344,16.8582,17.2349,130715.0
2021-11-14,16.8582,17.5344,16.8582,17.2349,130715.0
2021-11-15,17.1963,17.5731,16.9451,16.9934,129247.0
2021-11-16,17.061,17.061,16.4621,16.7712,104664.0
2021-11-17,16.9065,18.8386,16.7519,18.4136,418175.0
2021-11-18,18.8869,19.4182,18.7034,18.8869,523983.0
2021-11-19,18.6358,18.9159,17.9692,18.858,246967.0
2021-11-20,18.6358,18.9159,17.9692,18.858,246967.0
2021-11-21,18.6358,18.9159,17.9692,18.858,246967.0
2021-11-22,18.7227,19.0965,18.0175,18.2203,187499.0
2021-11-23,18.4232,18.4232,17.5248,17.9692,232407.0
2021-11-24,17.7856,18.0464,17.602,17.8629,112442.0
2021-11-25,17.7856,18.0464,17.602,17.8629,112442.0
2021-11-26,17.0997,17.4429,16.5973,17.0031,194505.0
2021-11-27,17.0997,17.4429,16.5973,17.0031,194505.0
2021-11-28,17.0997,17.4429,16.5973,17.0031,194505.0
2021-11-29,17.2929,17.2929,16.4727,17.119,307220.0
2021-11-30,16.8099,16.9596,15.7568,16.0273,770611.0
2021-12-01,16.6263,16.6263,15.6023,15.7568,266384.0
2021-12-02,15.6892,15.9404,14.984,15.8438,249726.0
2021-12-03,15.9597,15.9597,15.2351,15.3704,139952.0
2021-12-04,15.9597,15.9597,15.2351,15.3704,139952.0
2021-12-05,15.9597,15.9597,15.2351,15.3704,139952.0
2021-12-06,15.3704,15.9211,15.0902,15.5926,144369.0
2021-12-07,15.7665,16.1819,15.3994,15.7182,121525.0
2021-12-08,15.8534,16.3896,15.6506,16.1433,108047.0
2021-12-09,15.9404,16.2495,15.7955,15.8824,141300.0
2021-12-10,15.8534,15.9307,15.4525,15.7182,130475.0
2021-12-11,15.8534,15.9307,15.4525,15.7182,130475.0
2021-12-12,15.8534,15.9307,15.4525,15.7182,130475.0
2021-12-13,15.5539,15.5539,14.9743,14.984,134880.0
2021-12-14,14.8197,15.2931,14.6941,14.9067,243602.0
2021-12-15,15.0806,15.4332,14.6748,15.3607,171266.0
2021-12-16,15.6216,15.7037,15.1482,15.2834,166394.0
2021-12-17,15.0709,15.5153,14.7521,15.4863,251064.0
2021-12-18,15.0709,15.5153,14.7521,15.4863,251064.0
2021-12-19,15.0709,15.5153,14.7521,15.4863,251064.0
2021-12-20,15.2062,15.438,14.7136,15.2351,173213.0
2021-12-21,15.5539,15.8631,15.4863,15.7761,159585.0
2021-12-22,15.7085,16.0805,15.6167,15.9211,96963.0
2021-12-23,15.9404,16.2012,15.5733,16.008,101034.0
2021-12-24,15.9404,16.2012,15.5733,16.008,101034.0
2021-12-25,15.9404,16.2012,15.5733,16.008,101034.0
2021-12-26,15.9404,16.2012,15.5733,16.008,101034.0
2021-12-27,16.1336,16.549,16.0177,16.2785,142993.0
2021-12-28,16.2302,16.6456,16.2302,16.3075,101139.0
2021-12-29,15.9404,15.9404,14.6748,15.409,251993.0
2021-12-30,15.2834,15.5684,15.0806,15.2255,245002.0
2021-12-31,15.1772,15.6409,15.1185,15.467,103035.0
2022-01-01,15.1772,15.6409,15.1185,15.467,103035.0
2022-01-02,15.1772,15.6409,15.1185,15.467,103035.0
2022-01-03,15.6795,16.3267,15.6511,15.7568,163274.0
2022-01-04,15.9404,16.3461,15.8245,15.8438,146355.0
2022-01-05,15.8631,16.3365,15.6699,15.6989,135536.0
2022-01-06,15.8534,16.0177,15.6216,15.8921,114222.0
2022-01-07,15.979,16.3461,15.7761,15.8534,88361.0
2022-01-08,15.979,16.3461,15.7761,15.8534,88361.0
2022-01-09,15.979,16.3461,15.7761,15.8534,88361.0
2022-01-10,15.8921,16.0563,15.6216,16.0177,148453.0
2022-01-11,16.037,16.2399,15.9983,16.0467,96002.0
2022-01-12,16.2302,16.5285,15.8824,15.8824,125972.0
2022-01-13,16.0756,16.5394,15.979,16.2882,166250.0
2022-01-14,16.1916,16.2785,15.9307,16.008,153592.0
2022-01-15,16.1916,16.2785,15.9307,16.008,153592.0
2022-01-16,16.1916,16.2785,15.9307,16.008,153592.0
2022-01-17,16.1916,16.2785,15.9307,16.008,153592.0
2022-01-18,15.9694,16.2399,15.1144,15.4284,266361.0
2022-01-19,15.4284,15.5153,14.7038,14.7521,188324.0
2022-01-20,14.9067,15.0033,14.2208,14.298,247505.0
2022-01-21,14.2014,14.2014,13.245,13.245,195377.0
2022-01-22,14.2014,14.2014,13.245,13.245,195377.0
2022-01-23,14.2014,14.2014,13.245,13.245,195377.0
2022-01-24,13.245,13.9598,12.733,13.8923,266049.0
2022-01-25,13.5638,14.0469,13.5252,13.8247,174406.0
2022-01-26,13.8247,14.1338,13.5252,13.5928,143429.0
2022-01-27,13.6604,13.8536,13.0711,13.1967,184822.0
2022-01-28,13.1291,13.3223,12.9165,13.303,206376.0
2022-01-29,13.1291,13.3223,12.9165,13.303,206376.0
2022-01-30,13.1291,13.3223,12.9165,13.303,206376.0
2022-01-31,13.2643,13.844,13.1967,13.844,148543.0
2022-02-01,13.873,13.9986,13.6527,13.873,169786.0
2022-02-02,13.815,13.9889,13.2743,13.3416,151015.0
2022-02-03,13.274,13.6797,13.187,13.2547,93073.0
2022-02-04,13.187,13.6426,13.0904,13.4962,146414.0
2022-02-05,13.187,13.6426,13.0904,13.4962,146414.0
2022-02-06,13.187,13.6426,13.0904,13.4962,146414.0
2022-02-07,13.5155,13.9792,13.5155,13.7667,168472.0
2022-02-08,13.7764,14.0179,13.6701,13.9406,172713.0
2022-02-09,14.327,14.7135,13.9406,14.2787,159148.0
2022-02-10,13.8536,14.1435,13.274,13.3126,239296.0
2022-02-11,13.3706,13.5684,12.9359,13.0904,259612.0
2022-02-12,13.3706,13.5684,12.9359,13.0904,259612.0
2022-02-13,13.3706,13.5684,12.9359,13.0904,259612.0
2022-02-14,13.1291,13.3513,13.0421,13.332,112492.0
2022-02-15,13.4092,13.8826,13.3223,13.844,118584.0
2022-02-16,13.7377,13.815,13.5928,13.7474,73370.0
2022-02-17,13.5624,13.5673,13.1535,13.2021,86447.0
2022-02-18,13.0464,13.3677,13.0074,13.1535,137908.0
2022-02-19,13.0464,13.3677,13.0074,13.1535,137908.0
2022-02-20,13.0464,13.3677,13.0074,13.1535,137908.0
2022-02-21,13.0464,13.3677,13.0074,13.1535,137908.0
2022-02-22,13.0756,13.2508,12.9003,13.0561,104082.0
2022-02-23,13.1243,13.2216,12.7835,12.7932,111562.0
2022-02-24,12.3064,13.0366,12.1896,13.0172,196173.0
2022-02-25,13.0172,13.3385,13.0172,13.3092,72451.0
2022-02-26,13.0172,13.3385,13.0172,13.3092,72451.0
2022-02-27,13.0172,13.3385,13.0172,13.3092,72451.0
2022-02-28,12.9782,13.2898,12.9782,13.0172,129010.0
2022-03-01,12.9782,12.9782,11.7515,11.8391,194528.0
2022-03-02,11.9657,12.2772,11.8878,12.1117,105576.0
2022-03-03,12.2188,12.2383,11.8391,11.9365,76988.0
2022-03-04,11.7223,11.8586,11.3912,11.7028,118867.0
2022-03-05,11.7223,11.8586,11.3912,11.7028,118867.0
2022-03-06,11.7223,11.8586,11.3912,11.7028,118867.0
2022-03-07,11.6931,11.878,11.3912,11.4107,169926.0
2022-03-08,11.4399,11.7709,11.2257,11.362,135243.0
2022-03-09,11.7028,11.9997,11.6152,11.6541,81308.0
2022-03-10,11.5275,11.6541,11.2744,11.4886,83918.0
2022-03-11,11.5567,11.5567,11.2355,11.3231,92294.0
2022-03-12,11.5567,11.5567,11.2355,11.3231,92294.0
2022-03-13,11.5567,11.5567,11.2355,11.3231,92294.0
2022-03-14,11.4399,11.8196,11.3328,11.3815,93026.0
2022-03-15,11.3328,11.5957,11.2355,11.2549,79059.0
2022-03-16,11.3718,11.732,11.3523,11.586,90230.0
2022-03-17,11.4107,11.7807,11.3912,11.7612,81281.0
2022-03-18,11.7417,12.2802,11.7223,12.1799,138528.0
2022-03-19,11.7417,12.2802,11.7223,12.1799,138528.0
2022-03-20,11.7417,12.2802,11.7223,12.1799,138528.0
2022-03-21,12.1409,12.3648,12.102,12.287,77217.0
2022-03-22,12.4038,12.6277,12.2188,12.3843,68922.0
2022-03-23,12.248,12.2918,11.9365,11.9657,39131.0
2022-03-24,11.9949,12.287,11.7976,12.2577,57418.0
2022-03-25,12.2675,12.5596,12.1799,12.4817,66581.0
2022-03-26,12.2675,12.5596,12.1799,12.4817,66581.0
2022-03-27,12.2675,12.5596,12.1799,12.4817,66581.0
2022-03-28,12.5011,12.618,12.1799,12.5888,67893.0
2022-03-29,12.803,13.1486,12.764,12.8127,87571.0
2022-03-30,12.7932,13.0853,12.5401,12.579,78343.0
2022-03-31,12.5596,12.803,12.4135,12.7056,70324.0
2022-04-01,12.7446,12.8906,12.5693,12.7056,55337.0
2022-04-02,12.7446,12.8906,12.5693,12.7056,55337.0
2022-04-03,12.7446,12.8906,12.5693,12.7056,55337.0
2022-04-04,12.7056,13.0172,12.6667,12.9198,47391.0
2022-04-05,12.9198,12.988,12.6082,12.6082,60813.0
2022-04-06,12.5498,12.6472,12.3843,12.6375,75046.0
2022-04-07,12.6472,12.8419,12.0728,12.4135,116445.0
2022-04-08,12.3162,12.6472,12.1993,12.3454,55730.0
2022-04-09,12.3162,12.6472,12.1993,12.3454,55730.0
2022-04-10,12.3162,12.6472,12.1993,12.3454,55730.0
2022-04-11,12.248,12.4817,12.1117,12.1506,65364.0
2022-04-12,12.1896,12.433,11.8488,11.917,111695.0
2022-04-13,11.9754,12.0241,11.7515,11.9365,111460.0
2022-04-14,12.0046,12.2188,11.8586,11.9365,61262.0
2022-04-15,12.0046,12.2188,11.8586,11.9365,61262.0
2022-04-16,12.0046,12.2188,11.8586,11.9365,61262.0
2022-04-17,12.0046,12.2188,11.8586,11.9365,61262.0
2022-04-18,11.8294,12.0436,11.6833,11.8586,78493.0
2022-04-19,11.8099,12.5596,11.8099,12.3843,89973.0
2022-04-20,12.4427,12.6267,12.2091,12.2967,32319.0
2022-04-21,12.4817,12.594,11.9754,12.0728,30591.0
2022-04-22,12.102,12.1984,11.6152,11.6833,43883.0
2022-04-23,12.102,12.1984,11.6152,11.6833,43883.0
2022-04-24,12.102,12.1984,11.6152,11.6833,43883.0
2022-04-25,11.6444,11.6444,11.1965,11.547,71133.0
2022-04-26,11.4107,11.4399,10.7097,10.7973,128556.0
2022-04-27,10.8947,10.9044,10.2813,10.5637,144709.0
2022-04-28,10.7194,11.439,10.5831,11.1965,128758.0
2022-04-29,11.177,11.7223,11.177,11.4302,125879.0
2022-04-30,11.177,11.7223,11.177,11.4302,125879.0
2022-05-01,11.177,11.7223,11.177,11.4302,125879.0
2022-05-02,11.5762,11.7028,11.143,11.3912,88095.0
2022-05-03,11.3523,11.3523,9.6095,9.8335,303239.0
2022-05-04,9.6777,9.96,9.2882,9.6193,248905.0
2022-05-05,9.5219,9.5219,8.8014,8.9183,124418.0
2022-05-06,8.8598,9.113,8.6164,8.928,126333.0
2022-05-07,8.8598,9.113,8.6164,8.928,126333.0
2022-05-08,8.8598,9.113,8.6164,8.928,126333.0
2022-05-09,8.6028,8.7211,8.0214,8.12,95007.0
2022-05-10,8.3663,8.3663,7.8736,7.9327,133686.0
2022-05-11,7.982,8.051,7.4104,7.578,179156.0
2022-05-12,7.6864,8.2875,7.4499,8.0608,121724.0
2022-05-13,8.1495,8.3565,8.0313,8.0805,106118.0
2022-05-14,8.1495,8.3565,8.0313,8.0805,106118.0
2022-05-15,8.1495,8.3565,8.0313,8.0805,106118.0
2022-05-16,7.982,8.1594,7.6765,7.9918,63870.0
2022-05-17,8.2283,8.5532,8.2283,8.4846,79896.0
2022-05-18,8.2776,8.4451,7.9229,7.9721,82658.0
2022-05-19,7.9327,8.7605,7.9327,8.6225,134943.0
2022-05-20,8.5437,8.6324,8.1101,8.12,253229.0
2022-05-21,8.5437,8.6324,8.1101,8.12,253229.0
2022-05-22,8.5437,8.6324,8.1101,8.12,253229.0
2022-05-23,8.1889,8.3663,8.0805,8.1495,150384.0
2022-05-24,7.9229,8.2283,7.7357,8.1988,153717.0
2022-05-25,8.1397,8.2678,7.9229,7.982,242435.0
2022-05-26,7.9229,8.2798,7.7455,7.844,271642.0
2022-05-27,7.9426,8.2086,7.8736,8.1692,156490.0
2022-05-28,7.9426,8.2086,7.8736,8.1692,156490.0
2022-05-29,7.9426,8.2086,7.8736,8.1692,156490.0
2022-05-30,7.9426,8.2086,7.8736,8.1692,156490.0
2022-05-31,8.1397,8.7014,8.1002,8.5732,120699.0
2022-06-01,8.524,8.5437,8.1298,8.1298,213227.0
2022-06-02,8.1298,8.3072,8.1298,8.2283,138847.0
2022-06-03,8.1791,8.1969,7.9327,8.0608,173205.0
2022-06-04,8.1791,8.1969,7.9327,8.0608,173205.0
2022-06-05,8.1791,8.1969,7.9327,8.0608,173205.0
2022-06-06,8.051,8.1199,7.6962,7.7553,139370.0
2022-06-07,7.6864,8.0313,7.6864,7.9032,193887.0
2022-06-08,7.8145,7.8342,7.5188,7.5287,132189.0
2022-06-09,7.4893,7.5583,7.2331,7.2528,218260.0
2022-06-10,7.105,7.1592,6.898,6.898,175318.0
2022-06-11,7.105,7.1592,6.898,6.898,175318.0
2022-06-12,7.105,7.1592,6.898,6.898,175318.0
2022-06-13,6.6714,6.6826,6.1984,6.2476,280826.0
2022-06-14,6.3265,6.3265,6.0111,6.1195,109593.0
2022-06-15,6.1097,6.1097,5.7648,5.8436,190993.0
2022-06-16,5.9126,5.9126,5.2622,5.4494,298022.0
2022-06-17,5.479,5.8436,5.1439,5.7648,487877.0
2022-06-18,5.479,5.8436,5.1439,5.7648,487877.0
2022-06-19,5.479,5.8436,5.1439,5.7648,487877.0
2022-06-20,5.479,5.8436,5.1439,5.7648,487877.0
2022-06-21,5.883,6.0801,5.7352,5.883,306400.0
2022-06-22,5.8239,6.0013,5.5283,5.6761,179123.0
2022-06-23,5.6662,5.7155,5.4297,5.6761,178310.0
2022-06-24,5.7648,6.3265,5.7352,6.287,430649.0
2022-06-25,5.7648,6.3265,5.7352,6.287,430649.0
2022-06-26,5.7648,6.3265,5.7352,6.287,430649.0
2022-06-27,6.3265,6.425,6.0308,6.0308,153810.0
2022-06-28,6.0308,6.2181,5.8436,5.8732,99692.0
2022-06-29,5.9126,5.9126,5.5874,5.6564,86320.0
2022-06-30,5.5086,5.5381,5.3213,5.4494,104504.0
2022-07-01,5.4396,5.6465,5.4199,5.5283,74157.0
2022-07-02,5.4396,5.6465,5.4199,5.5283,74157.0
2022-07-03,5.4396,5.6465,5.4199,5.5283,74157.0
2022-07-04,5.4396,5.6465,5.4199,5.5283,74157.0
2022-07-05,5.3607,5.7845,5.2721,5.7352,170170.0
2022-07-06,5.7549,5.8436,5.6958,5.7254,198603.0
2022-07-07,5.7746,5.9816,5.75,5.9421,54541.0
2022-07-08,5.952,6.0013,5.8042,5.9126,54182.0
2022-07-09,5.952,6.0013,5.8042,5.9126,54182.0
2022-07-10,5.952,6.0013,5.8042,5.9126,54182.0
2022-07-11,5.883,5.883,5.543,5.5775,55002.0
2022-07-12,5.5775,5.9126,5.5775,5.8042,78710.0
2022-07-13,5.7254,5.8005,5.6441,5.7056,119724.0
2022-07-14,5.5578,5.755,5.4396,5.6268,79991.0
2022-07-15,5.7451,6.1047,5.6219,5.9421,179721.0
2022-07-16,5.7451,6.1047,5.6219,5.9421,179721.0
2022-07-17,5.7451,6.1047,5.6219,5.9421,179721.0
2022-07-18,6.3265,6.6417,6.1984,6.3068,284118.0
2022-07-19,6.356,6.5601,6.3265,6.5236,237269.0
2022-07-20,6.5433,6.7798,6.4165,6.7305,150764.0
2022-07-21,6.7502,6.9867,6.7059,6.9571,134117.0
2022-07-22,7.0852,7.0852,6.898,6.9966,132557.0
2022-07-23,7.0852,7.0852,6.898,6.9966,132557.0
2022-07-24,7.0852,7.0852,6.898,6.9966,132557.0
2022-07-25,6.9769,6.9769,6.6221,6.7601,110057.0
2022-07-26,6.6911,6.8487,6.6566,6.8389,102898.0
2022-07-27,6.8783,7.0852,6.7798,7.0852,96949.0
2022-07-28,7.0754,7.1936,6.7798,7.1936,114573.0
2022-07-29,7.1838,7.1936,6.9177,7.0557,142585.0
2022-07-30,7.1838,7.1936,6.9177,7.0557,142585.0
2022-07-31,7.1838,7.1936,6.9177,7.0557,142585.0
2022-08-01,7.036,7.0458,6.7551,6.9276,124037.0
2022-08-02,6.898,7.1335,6.8192,6.9867,77586.0
2022-08-03,7.0852,7.6075,7.0754,7.6075,165706.0
2022-08-04,7.5977,7.6864,7.4316,7.5385,111342.0
2022-08-05,7.4696,7.6962,7.3803,7.6864,106512.0
2022-08-06,7.4696,7.6962,7.3803,7.6864,106512.0
2022-08-07,7.4696,7.6962,7.3803,7.6864,106512.0
2022-08-08,7.7356,7.982,7.6469,7.8637,162963.0
2022-08-09,7.8834,7.8834,6.9177,7.1739,321305.0
2022-08-10,7.2823,7.4006,6.9769,7.1838,189067.0
2022-08-11,7.2528,7.44,7.1936,7.44,187696.0
2022-08-12,7.54,7.7,7.4962,7.69,120903.0
2022-08-13,7.54,7.7,7.4962,7.69,120903.0
