,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity
2023-12-27,140.648,141.51,139.548,140.499,808774.0
2023-12-28,140.459,141.114,139.78,140.866,680457.0
2023-12-29,141.054,142.006,140.687,141.391,771828.0
2023-12-30,141.054,142.006,140.687,141.391,771828.0
2023-12-31,141.054,142.006,140.687,141.391,771828.0
2024-01-01,141.054,142.006,140.687,141.391,771828.0
2024-01-02,140.717,143.84,140.419,143.474,1332942.0
2024-01-03,143.702,143.806,139.884,140.33,1162051.0
2024-01-04,140.33,141.892,139.939,141.252,1034821.0
2024-01-05,140.112,142.541,139.626,140.102,984311.0
2024-01-06,140.112,142.541,139.626,140.102,984311.0
2024-01-07,140.112,142.541,139.626,140.102,984311.0
2024-01-08,140.102,141.173,139.894,141.034,994675.0
2024-01-09,140.638,140.89,139.319,140.142,1022699.0
2024-01-10,140.072,141.094,139.914,140.182,797927.0
2024-01-11,140.092,141.679,139.14,141.52,929909.0
2024-01-12,141.857,142.304,141.243,142.095,1003608.0
2024-01-13,141.857,142.304,141.243,142.095,1003608.0
2024-01-14,141.857,142.304,141.243,142.095,1003608.0
2024-01-15,141.857,142.304,141.243,142.095,1003608.0
2024-01-16,142.135,142.383,140.796,142.353,1465924.0
2024-01-17,142.274,144.212,142.036,142.958,1322551.0
2024-01-18,142.066,142.337,140.905,142.145,1326436.0
2024-01-19,143.017,143.017,140.092,141.024,1269196.0
2024-01-20,143.017,143.017,140.092,141.024,1269196.0
2024-01-21,143.017,143.017,140.092,141.024,1269196.0
2024-01-22,141.183,141.738,139.968,141.54,1290607.0
2024-01-23,142.55,145.0,142.165,143.49,1231291.0
2024-01-24,141.88,142.04,139.05,139.73,1797968.0
2024-01-25,139.9,144.21,139.9,144.15,1280189.0
2024-01-26,144.68,145.175,143.095,144.68,1164474.0
2024-01-27,144.68,145.175,143.095,144.68,1164474.0
2024-01-28,144.68,145.175,143.095,144.68,1164474.0
2024-01-29,144.64,145.08,143.56,144.71,1245425.0
2024-01-30,144.3,146.08,143.11,145.73,1316444.0
2024-01-31,146.35,147.07,144.65,145.25,1656334.0
2024-02-01,145.17,148.05,143.95,148.04,1955054.0
2024-02-02,158.5,158.89,152.965,156.36,4184771.0
2024-02-03,158.5,158.89,152.965,156.36,4184771.0
2024-02-04,158.5,158.89,152.965,156.36,4184771.0
2024-02-05,154.61,157.22,154.06,154.42,1869098.0
2024-02-06,154.5,155.535,153.0,154.77,1301024.0
2024-02-07,156.0,157.155,155.17,155.54,1479251.0
2024-02-08,155.46,156.05,153.05,154.22,1023744.0
2024-02-09,154.16,155.47,152.44,153.2,786762.0
2024-02-10,154.16,155.47,152.44,153.2,786762.0
2024-02-11,154.16,155.47,152.44,153.2,786762.0
2024-02-12,152.91,154.22,151.32,153.75,1073055.0
2024-02-13,153.55,154.57,151.595,153.06,884064.0
2024-02-14,153.2,153.32,151.11,152.21,866873.0
2024-02-15,152.92,153.45,151.74,152.81,727452.0
2024-02-16,152.73,153.065,150.79,151.05,1071509.0
2024-02-17,152.73,153.065,150.79,151.05,1071509.0
2024-02-18,152.73,153.065,150.79,151.05,1071509.0
2024-02-19,152.73,153.065,150.79,151.05,1071509.0
2024-02-20,152.03,154.1,151.85,152.24,669336.0
2024-02-21,153.0,153.835,151.58,152.67,686478.0
2024-02-22,152.04,153.342,150.38,152.6,1011203.0
2024-02-23,152.81,153.361,152.1,152.84,983493.0
2024-02-24,152.81,153.361,152.1,152.84,983493.0
2024-02-25,152.81,153.361,152.1,152.84,983493.0
2024-02-26,153.0,153.26,150.97,151.01,1016306.0
2024-02-27,150.34,152.07,149.68,151.89,903223.0
2024-02-28,151.52,153.75,151.45,153.48,789748.0
2024-02-29,153.56,153.99,152.5,153.31,2744398.0
2024-03-01,152.21,152.905,150.355,152.08,1176795.0
2024-03-02,152.21,152.905,150.355,152.08,1176795.0
2024-03-03,152.21,152.905,150.355,152.08,1176795.0
2024-03-04,151.62,152.35,150.9,150.94,1172123.0
2024-03-05,151.11,151.46,149.32,149.9,1126059.0
2024-03-06,149.9,151.44,149.34,150.53,880663.0
2024-03-07,151.37,153.88,151.3,153.77,1066705.0
2024-03-08,153.99,156.29,153.42,155.66,894511.0
2024-03-09,153.99,156.29,153.42,155.66,894511.0
2024-03-10,153.99,156.29,153.42,155.66,894511.0
2024-03-11,156.0,157.16,154.92,155.54,646174.0
2024-03-12,155.44,157.06,155.09,157.03,785032.0
2024-03-13,157.46,157.86,156.142,156.6,964773.0
2024-03-14,155.87,156.26,150.88,151.66,1299755.0
2024-03-15,150.04,151.32,149.89,150.16,1903496.0
2024-03-16,150.04,151.32,149.89,150.16,1903496.0
2024-03-17,150.04,151.32,149.89,150.16,1903496.0
2024-03-18,149.8,150.67,148.63,148.85,1530965.0
2024-03-19,149.13,153.69,149.13,153.59,1213217.0
2024-03-20,153.59,153.795,150.22,150.49,1372907.0
2024-03-21,150.0,150.0,146.43,147.66,2069427.0
2024-03-22,146.74,151.015,145.7,150.75,2051539.0
2024-03-23,146.74,151.015,145.7,150.75,2051539.0
2024-03-24,146.74,151.015,145.7,150.75,2051539.0
2024-03-25,150.89,152.735,149.85,150.52,1265975.0
2024-03-26,151.53,152.05,149.87,149.93,1165950.0
2024-03-27,151.33,152.91,151.23,152.74,998223.0
2024-03-28,153.59,153.865,152.24,153.11,1136963.0
2024-03-29,153.59,153.865,152.24,153.11,1136963.0
2024-03-30,153.59,153.865,152.24,153.11,1136963.0
2024-03-31,153.59,153.865,152.24,153.11,1136963.0
2024-04-01,152.68,152.84,151.001,151.65,919330.0
2024-04-02,150.0,151.05,148.405,148.71,1226700.0
2024-04-03,148.26,148.452,145.89,146.83,1194499.0
2024-04-04,147.54,147.97,146.03,146.55,977856.0
2024-04-05,145.91,146.79,144.425,145.94,740152.0
2024-04-06,145.91,146.79,144.425,145.94,740152.0
2024-04-07,145.91,146.79,144.425,145.94,740152.0
2024-04-08,145.42,147.173,144.785,144.991,691343.0
