,ECOL US Equity,ECOL US Equity,ECOL US Equity,ECOL US Equity,ECOL US Equity
2024-01-04,47.99,48.01,47.985,47.99,1055495.0
2024-01-05,47.99,48.01,47.985,47.99,1055495.0
2024-01-06,47.99,48.01,47.985,47.99,1055495.0
2024-01-07,47.99,48.01,47.985,47.99,1055495.0
2024-01-08,47.99,48.01,47.985,47.99,1055495.0
2024-01-09,47.99,48.01,47.985,47.99,1055495.0
2024-01-10,47.99,48.01,47.985,47.99,1055495.0
2024-01-11,47.99,48.01,47.985,47.99,1055495.0
2024-01-12,47.99,48.01,47.985,47.99,1055495.0
2024-01-13,47.99,48.01,47.985,47.99,1055495.0
2024-01-14,47.99,48.01,47.985,47.99,1055495.0
2024-01-15,47.99,48.01,47.985,47.99,1055495.0
2024-01-16,47.99,48.01,47.985,47.99,1055495.0
2024-01-17,47.99,48.01,47.985,47.99,1055495.0
2024-01-18,47.99,48.01,47.985,47.99,1055495.0
2024-01-19,47.99,48.01,47.985,47.99,1055495.0
2024-01-20,47.99,48.01,47.985,47.99,1055495.0
2024-01-21,47.99,48.01,47.985,47.99,1055495.0
2024-01-22,47.99,48.01,47.985,47.99,1055495.0
2024-01-23,47.99,48.01,47.985,47.99,1055495.0
2024-01-24,47.99,48.01,47.985,47.99,1055495.0
2024-01-25,47.99,48.01,47.985,47.99,1055495.0
2024-01-26,47.99,48.01,47.985,47.99,1055495.0
2024-01-27,47.99,48.01,47.985,47.99,1055495.0
2024-01-28,47.99,48.01,47.985,47.99,1055495.0
2024-01-29,47.99,48.01,47.985,47.99,1055495.0
2024-01-30,47.99,48.01,47.985,47.99,1055495.0
2024-01-31,47.99,48.01,47.985,47.99,1055495.0
2024-02-01,47.99,48.01,47.985,47.99,1055495.0
2024-02-02,47.99,48.01,47.985,47.99,1055495.0
2024-02-03,47.99,48.01,47.985,47.99,1055495.0
2024-02-04,47.99,48.01,47.985,47.99,1055495.0
2024-02-05,47.99,48.01,47.985,47.99,1055495.0
2024-02-06,47.99,48.01,47.985,47.99,1055495.0
2024-02-07,47.99,48.01,47.985,47.99,1055495.0
2024-02-08,47.99,48.01,47.985,47.99,1055495.0
2024-02-09,47.99,48.01,47.985,47.99,1055495.0
2024-02-10,47.99,48.01,47.985,47.99,1055495.0
2024-02-11,47.99,48.01,47.985,47.99,1055495.0
2024-02-12,47.99,48.01,47.985,47.99,1055495.0
2024-02-13,47.99,48.01,47.985,47.99,1055495.0
2024-02-14,47.99,48.01,47.985,47.99,1055495.0
2024-02-15,47.99,48.01,47.985,47.99,1055495.0
2024-02-16,47.99,48.01,47.985,47.99,1055495.0
2024-02-17,47.99,48.01,47.985,47.99,1055495.0
2024-02-18,47.99,48.01,47.985,47.99,1055495.0
2024-02-19,47.99,48.01,47.985,47.99,1055495.0
2024-02-20,47.99,48.01,47.985,47.99,1055495.0
2024-02-21,47.99,48.01,47.985,47.99,1055495.0
2024-02-22,47.99,48.01,47.985,47.99,1055495.0
2024-02-23,47.99,48.01,47.985,47.99,1055495.0
2024-02-24,47.99,48.01,47.985,47.99,1055495.0
2024-02-25,47.99,48.01,47.985,47.99,1055495.0
2024-02-26,47.99,48.01,47.985,47.99,1055495.0
2024-02-27,47.99,48.01,47.985,47.99,1055495.0
2024-02-28,47.99,48.01,47.985,47.99,1055495.0
2024-02-29,47.99,48.01,47.985,47.99,1055495.0
2024-03-01,47.99,48.01,47.985,47.99,1055495.0
2024-03-02,47.99,48.01,47.985,47.99,1055495.0
2024-03-03,47.99,48.01,47.985,47.99,1055495.0
2024-03-04,47.99,48.01,47.985,47.99,1055495.0
2024-03-05,47.99,48.01,47.985,47.99,1055495.0
2024-03-06,47.99,48.01,47.985,47.99,1055495.0
2024-03-07,47.99,48.01,47.985,47.99,1055495.0
2024-03-08,47.99,48.01,47.985,47.99,1055495.0
2024-03-09,47.99,48.01,47.985,47.99,1055495.0
2024-03-10,47.99,48.01,47.985,47.99,1055495.0
2024-03-11,47.99,48.01,47.985,47.99,1055495.0
2024-03-12,47.99,48.01,47.985,47.99,1055495.0
2024-03-13,47.99,48.01,47.985,47.99,1055495.0
2024-03-14,47.99,48.01,47.985,47.99,1055495.0
2024-03-15,47.99,48.01,47.985,47.99,1055495.0
2024-03-16,47.99,48.01,47.985,47.99,1055495.0
2024-03-17,47.99,48.01,47.985,47.99,1055495.0
2024-03-18,47.99,48.01,47.985,47.99,1055495.0
2024-03-19,47.99,48.01,47.985,47.99,1055495.0
2024-03-20,47.99,48.01,47.985,47.99,1055495.0
2024-03-21,47.99,48.01,47.985,47.99,1055495.0
2024-03-22,47.99,48.01,47.985,47.99,1055495.0
2024-03-23,47.99,48.01,47.985,47.99,1055495.0
2024-03-24,47.99,48.01,47.985,47.99,1055495.0
2024-03-25,47.99,48.01,47.985,47.99,1055495.0
2024-03-26,47.99,48.01,47.985,47.99,1055495.0
2024-03-27,47.99,48.01,47.985,47.99,1055495.0
2024-03-28,47.99,48.01,47.985,47.99,1055495.0
2024-03-29,47.99,48.01,47.985,47.99,1055495.0
2024-03-30,47.99,48.01,47.985,47.99,1055495.0
2024-03-31,47.99,48.01,47.985,47.99,1055495.0
2024-04-01,47.99,48.01,47.985,47.99,1055495.0
2024-04-02,47.99,48.01,47.985,47.99,1055495.0
2024-04-03,47.99,48.01,47.985,47.99,1055495.0
2024-04-04,47.99,48.01,47.985,47.99,1055495.0
2024-04-05,47.99,48.01,47.985,47.99,1055495.0
2024-04-06,47.99,48.01,47.985,47.99,1055495.0
2024-04-07,47.99,48.01,47.985,47.99,1055495.0
2024-04-08,47.99,48.01,47.985,47.99,1055495.0
