,CRD/A US Equity,CRD/A US Equity,CRD/A US Equity,CRD/A US Equity,CRD/A US Equity
2022-05-31,7.4851,7.8025,7.4851,7.7694,39013.0
2022-06-01,7.7694,7.7694,7.6746,7.7125,67828.0
2022-06-02,7.5041,7.8073,7.5041,7.703,48643.0
2022-06-03,7.703,7.8535,7.703,7.7409,31161.0
2022-06-04,7.703,7.8535,7.703,7.7409,31161.0
2022-06-05,7.703,7.8535,7.703,7.7409,31161.0
2022-06-06,7.6557,7.8167,7.3904,7.5135,70032.0
2022-06-07,7.3241,7.4993,7.3241,7.4377,40166.0
2022-06-08,7.5988,7.5988,7.3998,7.4377,109149.0
2022-06-09,7.3714,7.5325,7.2577,7.3146,25347.0
2022-06-10,7.2672,7.3714,7.1819,7.2104,39351.0
2022-06-11,7.2672,7.3714,7.1819,7.2104,39351.0
2022-06-12,7.2672,7.3714,7.1819,7.2104,39351.0
2022-06-13,7.0967,7.2862,7.0066,7.0303,29402.0
2022-06-14,6.9356,7.0019,6.8882,6.9166,28596.0
2022-06-15,7.0303,7.2956,7.0303,7.2483,37106.0
2022-06-16,7.2104,7.2151,7.0398,7.0777,56463.0
2022-06-17,6.9924,7.2104,6.8882,7.2009,120175.0
2022-06-18,6.9924,7.2104,6.8882,7.2009,120175.0
2022-06-19,6.9924,7.2104,6.8882,7.2009,120175.0
2022-06-20,6.9924,7.2104,6.8882,7.2009,120175.0
2022-06-21,7.2525,7.4946,7.2525,7.4283,24252.0
2022-06-22,7.3051,7.5325,7.3051,7.3998,41227.0
2022-06-23,7.3998,7.7694,7.3998,7.6367,48692.0
2022-06-24,7.5676,7.7694,7.5676,7.6367,200648.0
2022-06-25,7.5676,7.7694,7.5676,7.6367,200648.0
2022-06-26,7.5676,7.7694,7.5676,7.6367,200648.0
2022-06-27,7.8073,7.8262,7.613,7.7125,27434.0
2022-06-28,7.6367,7.7125,7.5041,7.5325,18189.0
2022-06-29,7.4377,7.4377,7.2862,7.3051,18940.0
2022-06-30,7.7504,7.7504,7.362,7.3904,27980.0
2022-07-01,7.3335,7.4425,7.0777,7.1819,36965.0
2022-07-02,7.3335,7.4425,7.0777,7.1819,36965.0
2022-07-03,7.3335,7.4425,7.0777,7.1819,36965.0
2022-07-04,7.3335,7.4425,7.0777,7.1819,36965.0
2022-07-05,7.1535,7.3904,7.0066,7.144,26452.0
2022-07-06,7.0303,7.2246,7.0303,7.0398,51538.0
2022-07-07,7.144,7.2672,6.9356,7.0777,44116.0
2022-07-08,7.0209,7.1535,7.0114,7.0493,17484.0
2022-07-09,7.0209,7.1535,7.0114,7.0493,17484.0
2022-07-10,7.0209,7.1535,7.0114,7.0493,17484.0
2022-07-11,7.144,7.144,6.9166,6.9166,11311.0
2022-07-12,6.8977,6.9072,6.7935,6.7935,8609.0
2022-07-13,6.6703,6.8124,6.6703,6.7366,8698.0
2022-07-14,6.6419,6.7935,6.6419,6.7745,12938.0
2022-07-15,6.9545,7.0303,6.7745,7.0019,20915.0
2022-07-16,6.9545,7.0303,6.7745,7.0019,20915.0
2022-07-17,6.9545,7.0303,6.7745,7.0019,20915.0
2022-07-18,6.983,7.1061,6.9545,6.9545,11317.0
2022-07-19,7.1535,7.1535,7.0303,7.0588,43942.0
2022-07-20,7.0019,7.144,6.8124,7.0019,11935.0
2022-07-21,6.8693,7.0622,6.8503,6.8977,17268.0
2022-07-22,6.8882,7.0682,6.7935,6.983,17054.0
2022-07-23,6.8882,7.0682,6.7935,6.983,17054.0
2022-07-24,6.8882,7.0682,6.7935,6.983,17054.0
2022-07-25,7.0174,7.0967,6.9261,7.0303,30060.0
2022-07-26,6.8598,6.983,6.8408,6.8787,11262.0
2022-07-27,7.0019,7.1061,6.8977,7.0493,19222.0
2022-07-28,7.0777,7.0824,6.9451,6.9545,19351.0
2022-07-29,7.1156,7.1156,6.855,6.8693,19627.0
2022-07-30,7.1156,7.1156,6.855,6.8693,19627.0
2022-07-31,7.1156,7.1156,6.855,6.8693,19627.0
2022-08-01,6.9545,7.1535,6.8408,7.144,39697.0
2022-08-02,6.9735,7.4283,6.9735,7.1725,29362.0
2022-08-03,7.1061,7.2009,6.964,7.0398,28536.0
2022-08-04,6.9924,7.144,6.9451,6.983,11733.0
2022-08-05,6.8598,6.9451,6.6419,6.6987,26543.0
2022-08-06,6.8598,6.9451,6.6419,6.6987,26543.0
2022-08-07,6.8598,6.9451,6.6419,6.6987,26543.0
2022-08-08,6.6987,6.7461,6.6419,6.6419,24609.0
2022-08-09,6.6419,6.6798,6.4808,6.4997,21167.0
2022-08-10,6.5471,6.7366,6.405,6.7366,41798.0
2022-08-11,6.5661,6.8219,6.4903,6.5282,17185.0
2022-08-12,6.5092,6.6703,6.4145,6.6608,19699.0
2022-08-13,6.5092,6.6703,6.4145,6.6608,19699.0
2022-08-14,6.5092,6.6703,6.4145,6.6608,19699.0
2022-08-15,6.4903,6.6229,6.4429,6.4713,23585.0
2022-08-16,6.6134,6.6798,6.4808,6.6134,16651.0
2022-08-17,6.6421,6.8237,6.6421,6.7664,21720.0
2022-08-18,6.7377,6.8636,6.7377,6.8524,10751.0
2022-08-19,6.6803,6.8715,6.6612,6.7664,21516.0
2022-08-20,6.6803,6.8715,6.6612,6.7664,21516.0
2022-08-21,6.6803,6.8715,6.6612,6.7664,21516.0
2022-08-22,6.4605,6.7281,6.451,6.6899,25378.0
2022-08-23,6.5561,6.7024,6.5083,6.5083,32381.0
2022-08-24,6.5943,6.5943,6.4176,6.4701,17872.0
2022-08-25,6.4032,6.5179,6.3076,6.3841,30381.0
2022-08-26,6.3554,6.4402,6.2025,6.2694,14625.0
2022-08-27,6.3554,6.4402,6.2025,6.2694,14625.0
2022-08-28,6.3554,6.4402,6.2025,6.2694,14625.0
2022-08-29,6.1738,6.2025,5.9731,5.9731,57893.0
2022-08-30,6.0113,6.0591,5.8107,5.8107,26344.0
2022-08-31,5.8298,5.8871,5.7725,5.8107,55281.0
2022-09-01,5.782,5.9157,5.6577,5.7055,38437.0
2022-09-02,5.8107,5.9487,5.7533,5.7533,19943.0
2022-09-03,5.8107,5.9487,5.7533,5.7533,19943.0
2022-09-04,5.8107,5.9487,5.7533,5.7533,19943.0
2022-09-05,5.8107,5.9487,5.7533,5.7533,19943.0
2022-09-06,5.7342,5.8202,5.5908,5.7151,50010.0
2022-09-07,5.6004,5.7438,5.6004,5.696,21362.0
2022-09-08,5.696,5.7055,5.6004,5.7055,19851.0
2022-09-09,5.7246,5.7581,5.653,5.7151,18436.0
2022-09-10,5.7246,5.7581,5.653,5.7151,18436.0
2022-09-11,5.7246,5.7581,5.653,5.7151,18436.0
2022-09-12,5.8584,5.8584,5.7629,5.7915,72531.0
2022-09-13,5.7724,5.8531,5.5335,5.5717,28632.0
2022-09-14,5.5717,5.7438,5.2563,5.3901,56984.0
2022-09-15,5.3997,5.7055,5.3997,5.5717,26910.0
2022-09-16,5.4666,5.61,5.4475,5.5335,143776.0
2022-09-17,5.4666,5.61,5.4475,5.5335,143776.0
2022-09-18,5.4666,5.61,5.4475,5.5335,143776.0
2022-09-19,5.6291,5.6291,5.4953,5.4953,38209.0
2022-09-20,5.457,5.518,5.3949,5.4284,17541.0
2022-09-21,5.4284,5.4284,5.3041,5.3424,27716.0
2022-09-22,5.3806,5.3806,5.199,5.2277,25792.0
2022-09-23,5.2086,5.2658,5.0843,5.1034,32398.0
2022-09-24,5.2086,5.2658,5.0843,5.1034,32398.0
2022-09-25,5.2086,5.2658,5.0843,5.1034,32398.0
2022-09-26,5.0843,5.1417,5.0365,5.0652,19613.0
2022-09-27,5.0939,5.5431,4.9887,5.4475,125728.0
2022-09-28,5.4368,5.5335,5.4093,5.4762,31068.0
2022-09-29,5.4475,5.5335,5.4284,5.4284,17271.0
2022-09-30,5.3997,5.6367,5.3997,5.4857,58890.0
2022-10-01,5.3997,5.6367,5.3997,5.4857,58890.0
2022-10-02,5.3997,5.6367,5.3997,5.4857,58890.0
2022-10-03,5.4762,5.6864,5.4045,5.6386,98202.0
2022-10-04,5.696,6.126,5.696,6.0782,36306.0
2022-10-05,5.9827,6.2503,5.9827,6.0782,19171.0
2022-10-06,6.0496,6.0496,5.8298,5.8967,15803.0
2022-10-07,5.782,5.9253,5.696,5.8489,33423.0
2022-10-08,5.782,5.9253,5.696,5.8489,33423.0
2022-10-09,5.782,5.9253,5.696,5.8489,33423.0
2022-10-10,5.7868,5.8298,5.6864,5.7915,44719.0
2022-10-11,5.4475,5.8393,5.4093,5.5908,22919.0
2022-10-12,5.5144,5.6253,5.5144,5.61,11258.0
2022-10-13,5.569,5.8489,5.5144,5.8298,19099.0
2022-10-14,5.8298,5.8537,5.7259,5.8011,13240.0
2022-10-15,5.8298,5.8537,5.7259,5.8011,13240.0
2022-10-16,5.8298,5.8537,5.7259,5.8011,13240.0
2022-10-17,5.8393,6.0209,5.8107,6.0209,21272.0
2022-10-18,5.9636,5.9731,5.8393,5.868,18992.0
2022-10-19,5.7915,5.9253,5.7533,5.8584,20867.0
2022-10-20,5.7915,5.8393,5.6577,5.6673,16331.0
2022-10-21,5.954,5.954,5.5717,5.782,23715.0
2022-10-22,5.954,5.954,5.5717,5.782,23715.0
2022-10-23,5.954,5.954,5.5717,5.782,23715.0
2022-10-24,5.8775,5.8775,5.6195,5.7629,13985.0
2022-10-25,5.8202,5.9158,5.6195,5.8871,15842.0
2022-10-26,5.9731,6.0782,5.696,5.7629,24367.0
2022-10-27,5.7055,5.954,5.5622,5.8011,11379.0
2022-10-28,5.8298,6.0591,5.8107,6.04,37799.0
2022-10-29,5.8298,6.0591,5.8107,6.04,37799.0
2022-10-30,5.8298,6.0591,5.8107,6.04,37799.0
2022-10-31,5.9731,5.9731,5.7246,5.7246,21930.0
2022-11-01,5.7915,5.8489,5.6673,5.7246,21575.0
2022-11-02,5.782,5.782,5.4379,5.4857,35368.0
2022-11-03,5.4284,5.9158,5.4284,5.868,20174.0
2022-11-04,5.868,6.3363,5.7342,6.3363,15460.0
2022-11-05,5.868,6.3363,5.7342,6.3363,15460.0
2022-11-06,5.868,6.3363,5.7342,6.3363,15460.0
2022-11-07,6.0305,6.2646,5.9444,6.1356,26498.0
2022-11-08,6.0782,6.3076,6.0018,6.2789,10455.0
2022-11-09,6.2598,6.3745,6.0458,6.3745,15165.0
2022-11-10,6.5561,6.7759,6.212,6.709,36002.0
2022-11-11,6.5848,6.6134,6.4032,6.4032,19347.0
2022-11-12,6.5848,6.6134,6.4032,6.4032,19347.0
2022-11-13,6.5848,6.6134,6.4032,6.4032,19347.0
2022-11-14,6.3841,6.4701,6.1643,6.2025,12730.0
2022-11-15,6.1929,6.212,6.0496,6.0974,15112.0
2022-11-16,6.0974,6.1643,6.0209,6.1356,15544.0
2022-11-17,6.0878,6.2087,6.0018,6.0782,25894.0
2022-11-18,6.4159,6.4159,6.196,6.3098,14039.0
2022-11-19,6.4159,6.4159,6.196,6.3098,14039.0
2022-11-20,6.4159,6.4159,6.196,6.3098,14039.0
2022-11-21,6.4063,6.4063,6.1747,6.1844,10351.0
2022-11-22,6.2133,6.3484,6.1265,6.223,13778.0
2022-11-23,6.2712,6.4545,6.1554,6.387,16708.0
2022-11-24,6.2712,6.4545,6.1554,6.387,16708.0
2022-11-25,6.3194,6.4642,6.2326,6.3677,4642.0
2022-11-26,6.3194,6.4642,6.2326,6.3677,4642.0
2022-11-27,6.3194,6.4642,6.2326,6.3677,4642.0
2022-11-28,6.4063,6.4256,6.194,6.2809,14698.0
2022-11-29,6.2712,6.4545,6.1554,6.1554,14559.0
2022-11-30,6.1265,6.1988,6.059,6.1072,41552.0
2022-12-01,6.223,6.2351,6.0975,6.1265,8785.0
2022-12-02,6.2133,6.3373,5.8756,5.9721,31380.0
2022-12-03,6.2133,6.3373,5.8756,5.9721,31380.0
2022-12-04,6.2133,6.3373,5.8756,5.9721,31380.0
2022-12-05,5.9625,6.0107,5.7888,5.7888,23788.0
2022-12-06,5.8949,6.1554,5.866,5.9721,99918.0
2022-12-07,5.9625,6.1738,5.8178,5.8756,12728.0
2022-12-08,5.8949,6.006,5.8756,5.8949,10728.0
2022-12-09,5.9673,6.1072,5.8949,5.9046,47139.0
2022-12-10,5.9673,6.1072,5.8949,5.9046,47139.0
2022-12-11,5.9673,6.1072,5.8949,5.9046,47139.0
2022-12-12,6.0204,6.0204,5.538,5.6248,39631.0
2022-12-13,5.9581,5.9581,5.0845,5.1134,141044.0
2022-12-14,5.2196,5.509,5.2196,5.4029,25041.0
2022-12-15,5.3643,5.5476,5.2823,5.509,28879.0
2022-12-16,5.4511,5.5136,5.345,5.345,63805.0
2022-12-17,5.4511,5.5136,5.345,5.345,63805.0
2022-12-18,5.4511,5.5136,5.345,5.345,63805.0
2022-12-19,5.3546,5.4222,5.1472,5.2099,34309.0
2022-12-20,5.2196,5.3161,5.1134,5.152,57943.0
2022-12-21,5.1134,5.2389,5.0266,5.2389,35521.0
2022-12-22,5.1134,5.2485,5.0234,5.1617,18849.0
2022-12-23,5.152,5.3691,5.152,5.3546,29300.0
2022-12-24,5.152,5.3691,5.152,5.3546,29300.0
2022-12-25,5.152,5.3691,5.152,5.3546,29300.0
2022-12-26,5.152,5.3691,5.152,5.3546,29300.0
2022-12-27,5.4511,5.4511,5.3064,5.3354,11861.0
2022-12-28,5.3354,5.3407,4.9494,4.9494,47478.0
2022-12-29,5.0845,5.2099,4.9977,5.1713,28267.0
2022-12-30,5.0749,5.4125,5.0749,5.3643,16757.0
2022-12-31,5.0749,5.4125,5.0749,5.3643,16757.0
2023-01-01,5.0749,5.4125,5.0749,5.3643,16757.0
2023-01-02,5.0749,5.4125,5.0749,5.3643,16757.0
2023-01-03,5.3064,5.4125,5.2871,5.2968,41692.0
2023-01-04,5.4029,5.4029,5.2485,5.2485,16518.0
2023-01-05,5.2485,5.3064,5.1472,5.2196,16371.0
2023-01-06,5.2003,5.3197,5.2003,5.2775,15048.0
2023-01-07,5.2003,5.3197,5.2003,5.2775,15048.0
2023-01-08,5.2003,5.3197,5.2003,5.2775,15048.0
2023-01-09,5.2871,5.3546,5.2003,5.2485,23578.0
2023-01-10,5.3064,5.4415,5.1424,5.2678,24527.0
2023-01-11,5.2485,5.6923,5.2244,5.6537,36541.0
2023-01-12,5.7406,6.2905,5.6537,6.2905,42519.0
2023-01-13,6.2423,6.2712,6.1072,6.2616,10487.0
2023-01-14,6.2423,6.2712,6.1072,6.2616,10487.0
2023-01-15,6.2423,6.2712,6.1072,6.2616,10487.0
2023-01-16,6.2423,6.2712,6.1072,6.2616,10487.0
2023-01-17,6.1844,6.2519,6.0041,6.2326,24253.0
2023-01-18,6.1554,6.2133,6.03,6.1072,11589.0
2023-01-19,5.9618,6.2616,5.9335,6.1651,14329.0
2023-01-20,6.2616,6.2616,6.0204,6.1361,23051.0
2023-01-21,6.2616,6.2616,6.0204,6.1361,23051.0
2023-01-22,6.2616,6.2616,6.0204,6.1361,23051.0
2023-01-23,6.2423,6.3677,6.0686,6.2423,18530.0
2023-01-24,6.0204,6.1554,6.0204,6.0493,3744.0
2023-01-25,5.9818,6.1546,5.9818,6.0686,11228.0
2023-01-26,5.9914,6.2326,5.9818,6.1168,10213.0
2023-01-27,6.059,6.1265,6.0011,6.0204,8848.0
2023-01-28,6.059,6.1265,6.0011,6.0204,8848.0
2023-01-29,6.059,6.1265,6.0011,6.0204,8848.0
2023-01-30,6.0204,6.4159,6.0011,6.1265,29087.0
2023-01-31,6.0204,6.3098,6.0204,6.2423,22960.0
2023-02-01,6.2354,6.3002,6.1168,6.1361,14978.0
2023-02-02,6.1554,6.2616,6.1265,6.1265,17475.0
2023-02-03,6.2616,6.3194,6.1844,6.1844,15391.0
2023-02-04,6.2616,6.3194,6.1844,6.1844,15391.0
2023-02-05,6.2616,6.3194,6.1844,6.1844,15391.0
2023-02-06,6.1265,6.2519,6.1265,6.1651,10242.0
2023-02-07,6.1265,6.1844,6.03,6.03,12818.0
2023-02-08,6.0782,6.0782,5.9046,5.9142,20405.0
2023-02-09,5.9528,6.0011,5.8467,5.8563,9698.0
2023-02-10,5.8467,5.9247,5.7888,5.837,9855.0
2023-02-11,5.8467,5.9247,5.7888,5.837,9855.0
2023-02-12,5.8467,5.9247,5.7888,5.837,9855.0
2023-02-13,5.8756,5.9528,5.6634,5.6827,45513.0
2023-02-14,5.6441,5.8081,5.6441,5.6537,12783.0
2023-02-15,5.7309,5.8081,5.6344,5.7792,7049.0
2023-02-16,5.7502,5.7936,5.6537,5.7502,8795.0
2023-02-17,5.8178,5.8949,5.6537,5.866,67021.0
2023-02-18,5.8178,5.8949,5.6537,5.866,67021.0
2023-02-19,5.8178,5.8949,5.6537,5.866,67021.0
2023-02-20,5.8178,5.8949,5.6537,5.866,67021.0
2023-02-21,5.6634,5.8274,5.5958,5.6441,15818.0
2023-02-22,5.7309,5.7599,5.6055,5.673,16829.0
2023-02-23,5.7213,5.837,5.6537,5.7406,8498.0
2023-02-24,5.9063,5.9063,5.4737,5.5067,26905.0
2023-02-25,5.9063,5.9063,5.4737,5.5067,26905.0
2023-02-26,5.9063,5.9063,5.4737,5.5067,26905.0
2023-02-27,5.5944,5.6041,5.4482,5.4482,8039.0
2023-02-28,5.4872,5.6041,5.38,5.38,46514.0
2023-03-01,5.4384,5.4969,5.4189,5.4774,21488.0
2023-03-02,5.4189,5.4969,5.4092,5.4092,12329.0
2023-03-03,5.4872,5.5749,5.4092,5.5651,43140.0
2023-03-04,5.4872,5.5749,5.4092,5.5651,43140.0
2023-03-05,5.4872,5.5749,5.4092,5.5651,43140.0
2023-03-06,5.6918,5.6918,5.2143,5.3702,117322.0
2023-03-07,5.4384,6.4033,5.4384,6.3253,121219.0
2023-03-08,6.5593,6.569,6.407,6.5593,21421.0
2023-03-09,6.5885,6.7932,6.5885,6.7249,30851.0
2023-03-10,6.7347,6.8247,6.647,6.7249,54029.0
2023-03-11,6.7347,6.8247,6.647,6.7249,54029.0
2023-03-12,6.7347,6.8247,6.647,6.7249,54029.0
2023-03-13,6.8029,7.0466,6.7873,6.9101,48110.0
2023-03-14,7.0563,7.2805,7.0035,7.2317,40767.0
2023-03-15,7.2123,7.4134,6.9881,7.1148,99433.0
2023-03-16,7.1148,7.1928,6.9199,7.1538,98190.0
2023-03-17,7.1343,7.3682,7.0369,7.1635,104382.0
2023-03-18,7.1343,7.3682,7.0369,7.1635,104382.0
2023-03-19,7.1343,7.3682,7.0369,7.1635,104382.0
2023-03-20,7.183,7.4169,7.183,7.339,77829.0
2023-03-21,7.4852,7.8458,7.4852,7.6411,64378.0
2023-03-22,7.5924,7.8458,7.5606,7.6801,55157.0
2023-03-23,7.5339,7.6353,7.2707,7.3292,58904.0
2023-03-24,7.4072,7.9237,7.3554,7.8653,57585.0
2023-03-25,7.4072,7.9237,7.3554,7.8653,57585.0
2023-03-26,7.4072,7.9237,7.3554,7.8653,57585.0
2023-03-27,7.914,8.8106,7.914,8.7034,250294.0
2023-03-28,8.6839,8.908,8.528,8.567,109373.0
2023-03-29,8.528,8.528,8.1284,8.2064,52778.0
2023-03-30,8.3233,8.3623,8.0894,8.1089,54440.0
2023-03-31,8.2259,8.2649,8.0602,8.1479,61484.0
2023-04-01,8.2259,8.2649,8.0602,8.1479,61484.0
2023-04-02,8.2259,8.2649,8.0602,8.1479,61484.0
2023-04-03,8.2941,8.9179,8.2259,8.8594,180953.0
2023-04-04,8.8691,8.9179,8.7717,8.7814,160861.0
2023-04-05,8.7619,8.8984,8.528,8.8594,76166.0
2023-04-06,8.9179,8.9763,8.7278,8.8106,81133.0
2023-04-07,8.9179,8.9763,8.7278,8.8106,81133.0
2023-04-08,8.9179,8.9763,8.7278,8.8106,81133.0
2023-04-09,8.9179,8.9763,8.7278,8.8106,81133.0
2023-04-10,8.8399,8.9179,8.5767,8.6645,108719.0
2023-04-11,8.7327,8.7327,8.3623,8.4305,47817.0
2023-04-12,8.45,8.489,8.1528,8.1771,44884.0
2023-04-13,8.1674,8.5085,7.8848,8.4305,73153.0
2023-04-14,8.3136,8.5524,8.1771,8.3331,51380.0
2023-04-15,8.3136,8.5524,8.1771,8.3331,51380.0
2023-04-16,8.3136,8.5524,8.1771,8.3331,51380.0
2023-04-17,8.2356,8.9179,8.1284,8.8594,131812.0
2023-04-18,8.8496,8.8594,8.4305,8.528,53911.0
2023-04-19,8.606,8.9179,8.3818,8.7912,55879.0
2023-04-20,8.7327,9.2979,8.7327,8.7912,98275.0
2023-04-21,8.7522,9.0056,8.7424,8.8301,124957.0
2023-04-22,8.7522,9.0056,8.7424,8.8301,124957.0
2023-04-23,8.7522,9.0056,8.7424,8.8301,124957.0
2023-04-24,8.8399,9.2683,8.8399,8.8886,123757.0
2023-04-25,8.8204,9.1615,8.7522,9.0738,93971.0
2023-04-26,9.1518,9.1518,8.6645,8.7327,68913.0
2023-04-27,8.7132,8.9276,8.7132,8.8106,44601.0
2023-04-28,8.7717,8.8984,8.7619,8.8009,30333.0
2023-04-29,8.7717,8.8984,8.7619,8.8009,30333.0
2023-04-30,8.7717,8.8984,8.7619,8.8009,30333.0
2023-05-01,8.8009,9.0153,8.645,8.8886,134385.0
2023-05-02,8.8984,8.9568,8.7132,8.8009,80734.0
2023-05-03,8.7717,9.0032,8.7229,8.7619,57982.0
2023-05-04,8.8399,9.0641,8.7619,8.8691,29091.0
2023-05-05,8.9471,8.9501,8.8106,8.8984,49565.0
2023-05-06,8.9471,8.9501,8.8106,8.8984,49565.0
2023-05-07,8.9471,8.9501,8.8106,8.8984,49565.0
2023-05-08,9.0446,9.6001,8.9666,9.5709,180929.0
2023-05-09,9.5611,9.6098,9.2882,9.4247,165336.0
2023-05-10,9.4247,9.5514,9.1274,9.1323,60900.0
2023-05-11,9.0153,9.3857,8.9763,9.3175,61442.0
2023-05-12,9.4052,9.5416,9.1615,9.5319,77103.0
2023-05-13,9.4052,9.5416,9.1615,9.5319,77103.0
2023-05-14,9.4052,9.5416,9.1615,9.5319,77103.0
2023-05-15,9.6683,9.7463,9.4052,9.5709,115299.0
2023-05-16,9.6293,9.6391,8.7034,9.2492,93794.0
2023-05-17,9.2297,9.4637,9.1225,9.3954,63213.0
2023-05-18,9.4734,9.4734,9.0251,9.1518,46708.0
2023-05-19,9.298,9.6196,9.1518,9.5709,102818.0
2023-05-20,9.298,9.6196,9.1518,9.5709,102818.0
2023-05-21,9.298,9.6196,9.1518,9.5709,102818.0
2023-05-22,9.5709,9.705,9.4539,9.5514,108419.0
2023-05-23,9.6488,9.7463,9.4929,9.7463,106031.0
2023-05-24,9.7268,9.7462,9.4052,9.4149,39043.0
2023-05-25,9.4149,9.8072,9.3168,9.6503,108777.0
2023-05-26,9.5228,9.8072,9.5228,9.6797,78653.0
2023-05-27,9.5228,9.8072,9.5228,9.6797,78653.0
2023-05-28,9.5228,9.8072,9.5228,9.6797,78653.0
2023-05-29,9.5228,9.8072,9.5228,9.6797,78653.0
2023-05-30,9.7778,9.7974,9.513,9.6993,77062.0
2023-05-31,9.6993,9.7974,9.5816,9.6895,50615.0
2023-06-01,9.7091,9.7091,9.5571,9.6797,57601.0
2023-06-02,9.6993,10.1014,9.6601,9.8464,160057.0
2023-06-03,9.6993,10.1014,9.6601,9.8464,160057.0
2023-06-04,9.6993,10.1014,9.6601,9.8464,160057.0
2023-06-05,9.817,10.0033,9.6601,9.7778,103948.0
2023-06-06,9.8464,10.0916,9.7876,10.0328,181116.0
2023-06-07,10.0916,10.1603,9.8563,9.8955,138363.0
2023-06-08,9.9347,10.0327,9.7974,9.9053,93676.0
2023-06-09,9.9053,9.9886,9.8072,9.8955,116864.0
2023-06-10,9.9053,9.9886,9.8072,9.8955,116864.0
2023-06-11,9.9053,9.9886,9.8072,9.8955,116864.0
2023-06-12,9.7974,10.0033,9.464,9.9249,172660.0
2023-06-13,9.9543,10.0033,9.5718,9.9543,109076.0
2023-06-14,9.9935,9.9935,9.7091,9.8955,67041.0
2023-06-15,9.9543,10.0328,9.768,10.0132,63103.0
2023-06-16,10.1014,10.7879,10.0524,10.7095,508275.0
2023-06-17,10.1014,10.7879,10.0524,10.7095,508275.0
2023-06-18,10.1014,10.7879,10.0524,10.7095,508275.0
2023-06-19,10.1014,10.7879,10.0524,10.7095,508275.0
2023-06-20,10.6408,10.7487,10.2289,10.4054,116726.0
2023-06-21,10.5035,10.5967,10.2485,10.5231,93878.0
2023-06-22,10.5231,10.5427,10.0181,10.1603,69837.0
2023-06-23,10.0132,10.2093,9.5816,10.1995,841393.0
2023-06-24,10.0132,10.2093,9.5816,10.1995,841393.0
2023-06-25,10.0132,10.2093,9.5816,10.1995,841393.0
2023-06-26,10.0132,10.327,10.0132,10.1897,71178.0
2023-06-27,10.1701,10.5427,10.1554,10.4447,44774.0
2023-06-28,10.3956,10.4153,10.023,10.2093,50488.0
2023-06-29,10.376,10.6899,10.2878,10.6408,103302.0
2023-06-30,10.7095,10.9154,10.7095,10.8762,194405.0
2023-07-01,10.7095,10.9154,10.7095,10.8762,194405.0
2023-07-02,10.7095,10.9154,10.7095,10.8762,194405.0
2023-07-03,10.9645,10.9748,10.7487,10.8272,49965.0
2023-07-04,10.9645,10.9748,10.7487,10.8272,49965.0
2023-07-05,10.8272,10.8272,10.3368,10.4153,53265.0
2023-07-06,10.327,10.3319,9.9644,10.121,50462.0
2023-07-07,10.1603,10.2583,10.0524,10.1112,71538.0
2023-07-08,10.1603,10.2583,10.0524,10.1112,71538.0
2023-07-09,10.1603,10.2583,10.0524,10.1112,71538.0
2023-07-10,10.0132,10.2289,9.8759,10.1505,131650.0
2023-07-11,10.1505,10.4153,9.9249,10.3074,106099.0
2023-07-12,10.4251,10.4251,9.8268,9.8759,42594.0
2023-07-13,9.7974,10.0033,9.7189,9.817,62243.0
2023-07-14,9.817,9.8955,9.513,9.5718,87035.0
2023-07-15,9.817,9.8955,9.513,9.5718,87035.0
2023-07-16,9.817,9.8955,9.513,9.5718,87035.0
2023-07-17,9.6601,9.7974,9.4149,9.7287,65316.0
2023-07-18,9.7974,10.1259,9.6209,9.9347,74367.0
2023-07-19,9.9347,9.9739,9.6013,9.7091,35523.0
2023-07-20,9.768,9.9935,9.5228,9.9837,52815.0
2023-07-21,10.0033,10.0033,9.7974,9.8759,41711.0
2023-07-22,10.0033,10.0033,9.7974,9.8759,41711.0
2023-07-23,10.0033,10.0033,9.7974,9.8759,41711.0
2023-07-24,9.6699,9.9249,9.6699,9.8072,56947.0
2023-07-25,9.6993,10.0671,9.6993,9.8759,36066.0
2023-07-26,9.9641,10.0181,9.7778,9.7974,27210.0
2023-07-27,9.8464,9.8464,8.7774,8.8657,155824.0
2023-07-28,8.9344,8.9736,8.5715,8.7578,84264.0
2023-07-29,8.9344,8.9736,8.5715,8.7578,84264.0
2023-07-30,8.9344,8.9736,8.5715,8.7578,84264.0
2023-07-31,8.7088,9.4738,8.7088,9.4247,66483.0
2023-08-01,9.3659,9.7435,9.1109,9.6699,40230.0
2023-08-02,9.6405,9.6405,9.4443,9.6209,77842.0
2023-08-03,9.5718,9.9935,9.513,9.9151,25856.0
2023-08-04,9.768,9.8317,9.4149,9.4345,46033.0
2023-08-05,9.768,9.8317,9.4149,9.4345,46033.0
2023-08-06,9.768,9.8317,9.4149,9.4345,46033.0
2023-08-07,9.4738,9.616,9.3561,9.5228,61875.0
2023-08-08,9.4836,9.4836,9.2482,9.2776,32457.0
2023-08-09,9.3267,9.562,9.2482,9.3659,70437.0
2023-08-10,9.3659,9.5816,9.3267,9.5326,41659.0
2023-08-11,9.5326,9.6062,9.3855,9.562,50790.0
2023-08-12,9.5326,9.6062,9.3855,9.562,50790.0
2023-08-13,9.5326,9.6062,9.3855,9.562,50790.0
2023-08-14,9.3953,9.513,9.2482,9.4738,146118.0
