,CHX US Equity,CHX US Equity,CHX US Equity,CHX US Equity,CHX US Equity
2022-05-09,21.1778,21.4416,19.6442,19.7907,2114337.0
2022-05-10,20.1228,20.328,19.1167,19.8884,1433136.0
2022-05-11,20.1912,20.9043,19.8102,19.8786,804636.0
2022-05-12,19.8591,19.8982,19.0776,19.7419,1563886.0
2022-05-13,20.2596,21.4416,20.2303,21.2657,1526620.0
2022-05-14,20.2596,21.4416,20.2303,21.2657,1526620.0
2022-05-15,20.2596,21.4416,20.2303,21.2657,1526620.0
2022-05-16,21.1974,21.8323,21.0801,21.295,1028372.0
2022-05-17,21.7151,22.0374,21.3439,21.6662,968903.0
2022-05-18,21.676,21.9397,20.4794,20.8945,962853.0
2022-05-19,20.2889,21.2169,20.0545,20.7578,1324211.0
2022-05-20,20.9629,21.2853,20.5331,20.9629,956094.0
2022-05-21,20.9629,21.2853,20.5331,20.9629,956094.0
2022-05-22,20.9629,21.2853,20.5331,20.9629,956094.0
2022-05-23,21.3439,21.4513,20.8848,21.295,1689194.0
2022-05-24,21.129,21.549,20.6796,21.3341,1156743.0
2022-05-25,21.256,21.8518,20.494,21.6174,1237749.0
2022-05-26,21.9495,22.1742,21.7444,22.057,1260437.0
2022-05-27,22.0472,22.8775,21.8421,22.858,937540.0
2022-05-28,22.0472,22.8775,21.8421,22.858,937540.0
2022-05-29,22.0472,22.8775,21.8421,22.858,937540.0
2022-05-30,22.0472,22.8775,21.8421,22.858,937540.0
2022-05-31,23.0924,23.7664,22.3012,22.731,1353030.0
2022-06-01,23.0338,23.2536,22.3598,23.0045,1210970.0
2022-06-02,23.1022,23.1608,22.7212,23.024,963602.0
2022-06-03,23.0045,23.659,22.6528,23.5711,864723.0
2022-06-04,23.0045,23.659,22.6528,23.5711,864723.0
2022-06-05,23.0045,23.659,22.6528,23.5711,864723.0
2022-06-06,24.1864,24.1864,23.5515,24.0595,957117.0
2022-06-07,23.8055,24.9875,23.7664,24.6554,2737261.0
2022-06-08,24.6456,25.388,24.626,24.7823,2247101.0
2022-06-09,24.4014,24.6554,24.079,24.1376,1157317.0
2022-06-10,23.7176,23.8837,23.0924,23.7664,2259963.0
2022-06-11,23.7176,23.8837,23.0924,23.7664,2259963.0
2022-06-12,23.7176,23.8837,23.0924,23.7664,2259963.0
2022-06-13,22.858,23.2976,21.6418,22.2523,2090283.0
2022-06-14,22.7017,22.9947,22.0277,22.4379,3261276.0
2022-06-15,22.5356,23.3464,22.1644,22.5942,2878612.0
2022-06-16,21.8225,21.9984,20.7382,21.0801,2773246.0
2022-06-17,21.1778,21.5392,20.4843,21.1387,7007038.0
2022-06-18,21.1778,21.5392,20.4843,21.1387,7007038.0
2022-06-19,21.1778,21.5392,20.4843,21.1387,7007038.0
2022-06-20,21.1778,21.5392,20.4843,21.1387,7007038.0
2022-06-21,21.4709,21.7346,20.9434,21.422,2663646.0
2022-06-22,20.3963,20.7187,19.3316,19.5367,2865489.0
2022-06-23,19.5563,19.7419,17.9933,18.3157,3509960.0
2022-06-24,18.4915,19.4,18.2278,19.0288,8948102.0
2022-06-25,18.4915,19.4,18.2278,19.0288,8948102.0
2022-06-26,18.4915,19.4,18.2278,19.0288,8948102.0
2022-06-27,19.1851,20.494,18.8041,20.328,2457877.0
2022-06-28,20.9238,21.2169,20.3573,20.6406,1589800.0
2022-06-29,20.8945,20.9385,19.654,19.8982,1566848.0
2022-06-30,19.2952,19.8148,18.9226,19.4619,1915209.0
2022-07-01,19.5501,19.7952,18.452,19.2952,1167677.0
2022-07-02,19.5501,19.7952,18.452,19.2952,1167677.0
2022-07-03,19.5501,19.7952,18.452,19.2952,1167677.0
2022-07-04,19.5501,19.7952,18.452,19.2952,1167677.0
2022-07-05,18.6775,18.7854,16.9372,17.4029,2482399.0
2022-07-06,17.0304,17.6775,16.3146,17.2264,2138950.0
2022-07-07,17.7069,18.5599,17.7069,18.3834,1978138.0
2022-07-08,18.7363,19.0991,18.2951,18.6971,2091443.0
2022-07-09,18.7363,19.0991,18.2951,18.6971,2091443.0
2022-07-10,18.7363,19.0991,18.2951,18.6971,2091443.0
2022-07-11,18.2755,18.7265,18.003,18.1775,1504463.0
2022-07-12,17.5598,17.952,17.2264,17.5892,1814146.0
2022-07-13,17.2362,17.8441,17.2362,17.5598,1392253.0
2022-07-14,16.795,17.4127,16.4421,17.3147,1787771.0
2022-07-15,18.1873,18.3393,17.2461,18.3147,1942952.0
2022-07-16,18.1873,18.3393,17.2461,18.3147,1942952.0
2022-07-17,18.1873,18.3393,17.2461,18.3147,1942952.0
2022-07-18,18.8932,19.0795,18.5257,18.6579,1508777.0
2022-07-19,18.6187,19.756,18.5078,19.6187,1192410.0
2022-07-20,19.1873,19.7854,19.0795,19.6776,1420504.0
2022-07-21,19.0011,19.1971,18.5304,19.1873,1550743.0
2022-07-22,19.2952,19.7658,18.8736,19.0305,1405592.0
2022-07-23,19.2952,19.7658,18.8736,19.0305,1405592.0
2022-07-24,19.2952,19.7658,18.8736,19.0305,1405592.0
2022-07-25,19.3344,20.2413,19.0305,20.1482,1493522.0
2022-07-26,20.3345,20.5306,19.8933,19.9619,1417483.0
2022-07-27,20.0305,20.3149,19.2462,19.7854,3221204.0
2022-07-28,20.158,20.3492,18.7118,19.4128,3230958.0
2022-07-29,20.0109,20.6776,19.6874,20.4815,2581227.0
2022-07-30,20.0109,20.6776,19.6874,20.4815,2581227.0
2022-07-31,20.0109,20.6776,19.6874,20.4815,2581227.0
2022-08-01,19.8638,20.3639,19.3148,20.1874,2025364.0
2022-08-02,20.1874,21.0796,20.1482,20.4521,1745901.0
2022-08-03,20.7168,20.7561,19.9423,20.4031,2099941.0
2022-08-04,20.4227,20.4227,19.7952,20.0893,1809807.0
2022-08-05,19.756,21.0208,19.7462,20.3149,1258920.0
2022-08-06,19.756,21.0208,19.7462,20.3149,1258920.0
2022-08-07,19.756,21.0208,19.7462,20.3149,1258920.0
2022-08-08,20.3149,20.8835,20.2266,20.5109,1640157.0
2022-08-09,20.8345,21.1973,20.4521,20.5796,1070113.0
2022-08-10,20.8149,20.9718,20.2364,20.8345,1055151.0
2022-08-11,21.3639,21.7463,21.2659,21.462,1122299.0
2022-08-12,21.4228,21.8443,21.1874,21.8443,933229.0
2022-08-13,21.4228,21.8443,21.1874,21.8443,933229.0
2022-08-14,21.4228,21.8443,21.1874,21.8443,933229.0
2022-08-15,20.8051,21.4326,20.3443,21.2561,1143898.0
2022-08-16,21.4816,21.6679,20.7512,20.9718,1225690.0
2022-08-17,21.011,21.2953,20.5993,21.0404,852908.0
2022-08-18,21.3639,22.1336,21.3345,21.9914,1554218.0
2022-08-19,21.6973,21.9032,21.3051,21.7659,1340199.0
2022-08-20,21.6973,21.9032,21.3051,21.7659,1340199.0
2022-08-21,21.6973,21.9032,21.3051,21.7659,1340199.0
2022-08-22,21.4522,21.8198,20.8933,21.5208,1789375.0
2022-08-23,21.9522,22.9277,21.9522,22.1777,1592910.0
2022-08-24,22.0895,22.864,22.0895,22.6973,1530854.0
2022-08-25,22.9719,23.4033,22.6679,22.766,1558163.0
2022-08-26,22.6189,22.8934,21.8836,22.0895,1401784.0
2022-08-27,22.6189,22.8934,21.8836,22.0895,1401784.0
2022-08-28,22.6189,22.8934,21.8836,22.0895,1401784.0
2022-08-29,21.9424,22.5454,21.9228,22.3052,1221362.0
2022-08-30,21.8149,21.8493,21.3149,21.5502,1383015.0
2022-08-31,21.4424,21.9326,20.9129,21.3835,1168550.0
2022-09-01,21.1678,21.2071,20.5306,20.8443,1645787.0
2022-09-02,21.7561,21.7561,21.1286,21.2169,1447613.0
2022-09-03,21.7561,21.7561,21.1286,21.2169,1447613.0
2022-09-04,21.7561,21.7561,21.1286,21.2169,1447613.0
2022-09-05,21.7561,21.7561,21.1286,21.2169,1447613.0
2022-09-06,21.3051,21.6581,20.6972,20.9914,1499381.0
2022-09-07,20.6384,21.0894,20.0992,21.0894,1670271.0
2022-09-08,21.0894,22.2938,20.658,21.2757,1641199.0
2022-09-09,21.609,22.3836,21.609,22.1091,2041731.0
2022-09-10,21.609,22.3836,21.609,22.1091,2041731.0
2022-09-11,21.609,22.3836,21.609,22.1091,2041731.0
2022-09-12,22.6091,22.6679,22.0306,22.413,1807686.0
2022-09-13,21.7855,22.2463,21.2414,21.462,1719786.0
2022-09-14,21.5502,22.1189,21.2463,21.5894,2347257.0
2022-09-15,21.0894,21.5943,20.6776,21.4326,2524296.0
2022-09-16,21.4228,21.4228,20.2952,20.9423,4650851.0
2022-09-17,21.4228,21.4228,20.2952,20.9423,4650851.0
2022-09-18,21.4228,21.4228,20.2952,20.9423,4650851.0
2022-09-19,20.1678,21.4031,20.1188,21.011,1765280.0
2022-09-20,20.707,20.7953,20.0501,20.56,1229618.0
2022-09-21,20.9031,21.4277,20.0501,20.0697,1350149.0
2022-09-22,20.3443,20.6632,19.7854,20.1286,1288182.0
2022-09-23,19.2266,19.256,18.0843,18.6187,2053153.0
2022-09-24,19.2266,19.256,18.0843,18.6187,2053153.0
2022-09-25,19.2266,19.256,18.0843,18.6187,2053153.0
2022-09-26,18.4422,18.6971,17.7069,17.7265,1547562.0
2022-09-27,18.0598,18.3245,17.4814,17.6971,1830521.0
2022-09-28,18.0402,18.7265,17.8147,18.6089,2104448.0
2022-09-29,18.5206,18.9422,18.2461,18.9128,2057125.0
2022-09-30,18.6775,19.707,18.55,19.1873,2035729.0
2022-10-01,18.6775,19.707,18.55,19.1873,2035729.0
2022-10-02,18.6775,19.707,18.55,19.1873,2035729.0
2022-10-03,20.158,20.7119,19.8933,20.4815,1475930.0
2022-10-04,20.8933,21.1482,20.56,20.8345,2201833.0
2022-10-05,20.7168,21.6532,20.3639,21.4914,2319067.0
2022-10-06,20.9257,21.9193,20.9257,21.4078,2235798.0
2022-10-07,21.5455,21.8701,20.9158,20.9946,1747201.0
2022-10-08,21.5455,21.8701,20.9158,20.9946,1747201.0
2022-10-09,21.5455,21.8701,20.9158,20.9946,1747201.0
2022-10-10,20.9749,21.27,20.5322,20.7388,1311754.0
2022-10-11,20.2665,20.9306,20.0304,20.3649,1680835.0
2022-10-12,20.0993,20.3157,19.6271,20.1091,1576919.0
2022-10-13,19.873,21.5652,19.873,21.4471,2420031.0
2022-10-14,21.2012,21.3684,20.542,20.6896,1755005.0
2022-10-15,21.2012,21.3684,20.542,20.6896,1755005.0
2022-10-16,21.2012,21.3684,20.542,20.6896,1755005.0
2022-10-17,21.1224,21.6537,21.0536,21.2995,1658279.0
2022-10-18,21.516,22.2686,21.211,21.8406,2269935.0
2022-10-19,22.0374,22.8146,21.8111,22.7162,2481765.0
2022-10-20,23.0507,23.0507,22.3719,22.4112,1996915.0
2022-10-21,22.4604,23.1393,22.2538,22.8835,2468777.0
2022-10-22,22.4604,23.1393,22.2538,22.8835,2468777.0
2022-10-23,22.4604,23.1393,22.2538,22.8835,2468777.0
2022-10-24,23.2278,24.1034,22.854,23.7984,2723211.0
2022-10-25,23.4934,24.6445,23.4049,24.2706,2397526.0
2022-10-26,26.5629,28.8634,26.4498,28.6781,7704818.0
2022-10-27,29.3648,29.5045,27.5369,27.7927,4979009.0
2022-10-28,28.0485,28.1272,27.0197,27.9304,2605887.0
2022-10-29,28.0485,28.1272,27.0197,27.9304,2605887.0
2022-10-30,28.0485,28.1272,27.0197,27.9304,2605887.0
2022-10-31,27.5467,28.5207,27.5418,28.1567,2508290.0
2022-11-01,29.0421,29.78,28.3535,29.1504,3807764.0
2022-11-02,28.7962,29.17,27.65,28.0682,2393737.0
2022-11-03,27.8419,29.1159,27.8025,28.9044,2240898.0
2022-11-04,29.5832,30.3801,29.17,29.6521,2352405.0
2022-11-05,29.5832,30.3801,29.17,29.6521,2352405.0
2022-11-06,29.5832,30.3801,29.17,29.6521,2352405.0
2022-11-07,29.8469,31.0589,29.8469,31.0393,2665608.0
2022-11-08,31.0589,31.5755,30.8032,31.2951,2401244.0
2022-11-09,30.6654,30.9114,29.9423,30.4293,2151665.0
2022-11-10,31.2262,31.3787,30.4883,31.1377,2240583.0
2022-11-11,31.8854,32.2789,31.3639,32.1903,2306401.0
2022-11-12,31.8854,32.2789,31.3639,32.1903,2306401.0
2022-11-13,31.8854,32.2789,31.3639,32.1903,2306401.0
2022-11-14,31.7083,32.2395,31.3836,31.5312,1727606.0
2022-11-15,31.6689,32.5937,31.4131,32.0231,1739539.0
2022-11-16,31.6197,31.7624,30.8228,31.3541,1624393.0
2022-11-17,30.6556,31.3147,30.4005,31.2754,1199872.0
2022-11-18,30.813,31.0589,30.0161,30.9015,1436966.0
2022-11-19,30.813,31.0589,30.0161,30.9015,1436966.0
2022-11-20,30.813,31.0589,30.0161,30.9015,1436966.0
2022-11-21,29.9571,30.5474,29.0716,30.39,1949062.0
2022-11-22,31.118,31.541,30.9065,31.3246,1204194.0
2022-11-23,30.5277,30.813,29.839,30.3703,910166.0
2022-11-24,30.5277,30.813,29.839,30.3703,910166.0
2022-11-25,30.1047,30.6162,30.0751,30.1047,564823.0
2022-11-26,30.1047,30.6162,30.0751,30.1047,564823.0
2022-11-27,30.1047,30.6162,30.0751,30.1047,564823.0
2022-11-28,29.2389,30.0948,29.2094,29.4455,1327004.0
2022-11-29,29.9276,30.4834,29.8193,30.0653,1289237.0
2022-11-30,30.3113,30.7835,29.8882,30.3408,1599818.0
2022-12-01,30.9409,31.3147,30.267,30.3014,1480554.0
2022-12-02,29.8489,30.8917,29.6127,30.4293,1390459.0
2022-12-03,29.8489,30.8917,29.6127,30.4293,1390459.0
2022-12-04,29.8489,30.8917,29.6127,30.4293,1390459.0
2022-12-05,30.7441,30.9114,28.8257,28.9142,1573289.0
2022-12-06,28.5306,29.4357,28.3653,28.8946,1452020.0
2022-12-07,29.0225,29.1995,27.5566,27.7632,1455251.0
2022-12-08,28.1665,28.5207,27.168,27.4188,1340966.0
2022-12-09,27.4188,27.6353,26.5137,26.6416,1315329.0
2022-12-10,27.4188,27.6353,26.5137,26.6416,1315329.0
2022-12-11,27.4188,27.6353,26.5137,26.6416,1315329.0
2022-12-12,26.681,27.5369,26.4645,27.4385,1737971.0
2022-12-13,28.2649,28.7322,27.9353,28.4223,1545815.0
2022-12-14,28.747,28.7765,27.4828,27.7041,1517011.0
2022-12-15,27.4582,27.5959,26.9269,27.468,1021890.0
2022-12-16,26.5334,27.5467,26.2973,27.3106,4865876.0
2022-12-17,26.5334,27.5467,26.2973,27.3106,4865876.0
2022-12-18,26.5334,27.5467,26.2973,27.3106,4865876.0
2022-12-19,27.655,28.137,26.5875,26.9269,1132979.0
2022-12-20,27.045,27.5861,26.7892,27.3893,1379822.0
2022-12-21,28.1272,28.4666,27.7041,28.2452,1272189.0
2022-12-22,28.2256,28.4027,26.74,27.3008,948861.0
2022-12-23,27.8517,28.2305,27.5074,28.1272,798339.0
2022-12-24,27.8517,28.2305,27.5074,28.1272,798339.0
2022-12-25,27.8517,28.2305,27.5074,28.1272,798339.0
2022-12-26,27.8517,28.2305,27.5074,28.1272,798339.0
2022-12-27,28.2256,28.5306,27.9304,28.1272,1041969.0
2022-12-28,28.383,28.383,27.2614,27.5861,1072532.0
2022-12-29,27.4287,28.421,27.4287,28.3633,741547.0
2022-12-30,28.078,28.7667,27.9501,28.5207,1140867.0
2022-12-31,28.078,28.7667,27.9501,28.5207,1140867.0
2023-01-01,28.078,28.7667,27.9501,28.5207,1140867.0
2023-01-02,28.078,28.7667,27.9501,28.5207,1140867.0
2023-01-03,28.2157,28.7273,26.7302,27.4779,1372860.0
2023-01-04,27.0745,28.1862,26.9565,27.9108,1468955.0
2023-01-05,27.8762,28.6358,27.7085,28.4286,779156.0
2023-01-06,29.0599,29.5433,28.7443,29.4249,1612021.0
2023-01-07,29.0599,29.5433,28.7443,29.4249,1612021.0
2023-01-08,29.0599,29.5433,28.7443,29.4249,1612021.0
2023-01-09,29.9379,30.2723,28.981,29.8392,1389892.0
2023-01-10,29.8491,30.5297,29.6518,30.4508,1055115.0
2023-01-11,30.6974,30.8256,30.0858,30.4705,841700.0
2023-01-12,30.796,32.0192,30.51,31.4175,1275652.0
2023-01-13,31.3879,31.6937,31.0525,31.5457,901756.0
2023-01-14,31.3879,31.6937,31.0525,31.5457,901756.0
2023-01-15,31.3879,31.6937,31.0525,31.5457,901756.0
2023-01-16,31.3879,31.6937,31.0525,31.5457,901756.0
2023-01-17,31.6542,32.1277,31.5654,31.7233,1127070.0
2023-01-18,32.0784,32.3053,30.4311,30.5692,2236929.0
2023-01-19,30.2535,30.9933,30.0858,30.727,1475584.0
2023-01-20,31.0328,31.4767,30.3127,31.3188,1185892.0
2023-01-21,31.0328,31.4767,30.3127,31.3188,1185892.0
2023-01-22,31.0328,31.4767,30.3127,31.3188,1185892.0
2023-01-23,31.3879,31.4865,30.8355,31.0032,1075487.0
2023-01-24,30.875,30.9144,30.1253,30.5494,915779.0
2023-01-25,30.51,32.1474,30.2141,31.5654,1749199.0
2023-01-26,31.9896,32.1277,30.9144,31.9896,1778162.0
2023-01-27,32.1474,33.193,32.0784,32.473,2403588.0
2023-01-28,32.1474,33.193,32.0784,32.473,2403588.0
2023-01-29,32.1474,33.193,32.0784,32.473,2403588.0
2023-01-30,31.9304,32.69,31.5753,32.0488,1480878.0
2023-01-31,31.9995,32.8178,31.6246,32.5716,2159149.0
2023-02-01,32.2757,32.5617,31.0229,32.0587,1720945.0
2023-02-02,29.4742,29.9181,27.2252,28.7147,7608108.0
2023-02-03,28.3596,30.5001,28.3596,28.7739,2734583.0
2023-02-04,28.3596,30.5001,28.3596,28.7739,2734583.0
2023-02-05,28.3596,30.5001,28.3596,28.7739,2734583.0
2023-02-06,28.7739,29.4249,28.6161,29.2178,1541629.0
2023-02-07,29.78,30.9341,29.6123,30.875,1810229.0
2023-02-08,30.9341,32.1326,30.8947,31.7627,1748436.0
2023-02-09,31.6542,31.7627,30.4311,30.4902,1433759.0
2023-02-10,30.9539,31.6148,30.9539,31.3484,1816872.0
2023-02-11,30.9539,31.6148,30.9539,31.3484,1816872.0
2023-02-12,30.9539,31.6148,30.9539,31.3484,1816872.0
2023-02-13,30.9439,31.9502,30.7961,31.6345,1007739.0
2023-02-14,31.2202,32.0192,30.9736,31.8712,1664923.0
2023-02-15,31.309,31.5359,30.875,31.4569,1270427.0
2023-02-16,31.1906,31.9896,31.1314,31.526,1253630.0
2023-02-17,31.4865,31.526,30.0957,30.6678,1367830.0
2023-02-18,31.4865,31.526,30.0957,30.6678,1367830.0
2023-02-19,31.4865,31.526,30.0957,30.6678,1367830.0
2023-02-20,31.4865,31.526,30.0957,30.6678,1367830.0
2023-02-21,30.3719,30.8848,29.4545,29.6123,1291954.0
2023-02-22,29.5038,29.997,28.7098,29.2868,1259307.0
2023-02-23,29.8195,30.2584,29.4397,29.7208,1172048.0
2023-02-24,29.2474,30.4705,28.9514,30.4508,1127348.0
2023-02-25,29.2474,30.4705,28.9514,30.4508,1127348.0
2023-02-26,29.2474,30.4705,28.9514,30.4508,1127348.0
2023-02-27,30.4804,31.0525,30.4212,30.6974,1311178.0
2023-02-28,31.1117,31.3731,30.1351,30.1549,1298680.0
2023-03-01,30.2634,31.8367,30.0414,31.6148,1722045.0
2023-03-02,31.5063,32.1672,31.1413,32.0488,1527787.0
2023-03-03,31.4865,32.5519,29.1389,32.5519,1291056.0
2023-03-04,31.4865,32.5519,29.1389,32.5519,1291056.0
2023-03-05,31.4865,32.5519,29.1389,32.5519,1291056.0
2023-03-06,32.4236,32.4828,31.6394,31.9896,1257709.0
2023-03-07,31.8515,32.0291,30.7566,30.8651,1838218.0
2023-03-08,30.875,31.8811,29.4545,29.7998,2486326.0
2023-03-09,30.0464,30.4212,28.4385,28.5667,1914649.0
2023-03-10,28.4582,29.563,28.0439,28.2905,1717667.0
2023-03-11,28.4582,29.563,28.0439,28.2905,1717667.0
2023-03-12,28.4582,29.563,28.0439,28.2905,1717667.0
2023-03-13,27.1759,27.9354,26.5446,27.2252,2151416.0
2023-03-14,27.6395,28.1327,26.5544,27.0871,1677557.0
2023-03-15,25.7653,26.0218,24.7197,25.2622,2512057.0
2023-03-16,24.5816,25.716,24.3744,25.5976,2072967.0
2023-03-17,25.4595,25.4595,24.4534,24.9466,2502455.0
2023-03-18,25.4595,25.4595,24.4534,24.9466,2502455.0
2023-03-19,25.4595,25.4595,24.4534,24.9466,2502455.0
2023-03-20,25.3214,26.0711,25.3214,25.9527,1249248.0
2023-03-21,26.732,27.1857,26.3078,26.3473,1538916.0
2023-03-22,26.4065,26.4163,25.1241,25.1537,2267514.0
2023-03-23,25.3905,25.6765,23.753,24.2561,2758045.0
2023-03-24,23.4373,24.5816,23.3387,24.4928,1941292.0
2023-03-25,23.4373,24.5816,23.3387,24.4928,1941292.0
2023-03-26,23.4373,24.5816,23.3387,24.4928,1941292.0
2023-03-27,24.9663,25.5384,24.4879,25.3707,1321933.0
2023-03-28,25.6075,26.4361,25.4891,26.2881,1619261.0
2023-03-29,26.6432,26.7221,26.2486,26.6531,1061605.0
2023-03-30,26.9589,27.0476,25.8146,26.0119,1640763.0
2023-03-31,26.3078,26.8454,26.0514,26.7616,1553229.0
2023-04-01,26.3078,26.8454,26.0514,26.7616,1553229.0
2023-04-02,26.3078,26.8454,26.0514,26.7616,1553229.0
2023-04-03,28.5766,28.5766,27.7283,28.0439,2418733.0
2023-04-04,28.2807,28.4484,27.2745,27.679,1977699.0
2023-04-05,27.5751,28.0203,27.209,27.4168,1889765.0
2023-04-06,27.486,27.585,27.021,27.0803,786835.0
2023-04-07,27.486,27.585,27.021,27.0803,786835.0
2023-04-08,27.486,27.585,27.021,27.0803,786835.0
2023-04-09,27.486,27.585,27.021,27.0803,786835.0
2023-04-10,27.1397,27.9498,27.1199,27.7037,1113509.0
2023-04-11,27.8917,28.5002,27.5948,28.2182,1213431.0
2023-04-12,28.3567,28.4457,27.862,28.0104,765805.0
2023-04-13,28.2281,28.4655,27.9659,28.1984,870558.0
2023-04-14,28.3567,28.4438,27.7433,27.862,943014.0
2023-04-15,28.3567,28.4438,27.7433,27.862,943014.0
2023-04-16,28.3567,28.4438,27.7433,27.862,943014.0
2023-04-17,27.9906,28.2182,27.7433,27.9807,759490.0
2023-04-18,27.8521,28.0945,27.4168,27.6839,1182527.0
2023-04-19,27.4069,27.6344,26.7835,27.3871,1177809.0
2023-04-20,27.0902,27.0902,26.2393,26.7736,1149785.0
2023-04-21,26.9517,27.1991,26.2196,26.4273,1231646.0
2023-04-22,26.9517,27.1991,26.2196,26.4273,1231646.0
2023-04-23,26.9517,27.1991,26.2196,26.4273,1231646.0
2023-04-24,26.3086,27.3277,26.2839,27.2683,1205433.0
2023-04-25,27.0012,27.3178,26.1998,26.4669,2063877.0
2023-04-26,26.5065,27.3599,26.2542,26.9023,2547972.0
2023-04-27,26.7736,27.3871,26.3482,26.6549,1899258.0
2023-04-28,26.5362,27.1941,26.3779,26.7934,1410415.0
2023-04-29,26.5362,27.1941,26.3779,26.7934,1410415.0
2023-04-30,26.5362,27.1941,26.3779,26.7934,1410415.0
2023-05-01,26.6054,27.0309,26.5461,26.8429,1109534.0
2023-05-02,26.3284,26.7687,25.1559,25.5665,1682711.0
2023-05-03,25.2103,26.1305,25.052,25.6061,1388067.0
2023-05-04,25.7248,25.9128,25.24,25.7347,1159902.0
2023-05-05,26.9319,27.1892,26.5461,26.8825,1198024.0
2023-05-06,26.9319,27.1892,26.5461,26.8825,1198024.0
2023-05-07,26.9319,27.1892,26.5461,26.8825,1198024.0
2023-05-08,27.4464,27.7235,26.4768,26.833,1058942.0
2023-05-09,26.6054,27.4266,26.3878,26.9616,826566.0
2023-05-10,27.2387,27.4069,26.3482,26.6351,934300.0
2023-05-11,26.0909,26.4075,25.7248,26.0217,1289091.0
2023-05-12,26.1602,26.5065,25.24,25.4478,2128477.0
2023-05-13,26.1602,26.5065,25.24,25.4478,2128477.0
2023-05-14,26.1602,26.5065,25.24,25.4478,2128477.0
2023-05-15,25.6061,26.457,25.5962,26.1008,952322.0
2023-05-16,25.893,26.1404,25.5517,25.7644,1047149.0
2023-05-17,26.1206,26.9468,25.8995,26.9319,1333564.0
2023-05-18,26.5955,27.4266,26.3086,27.4069,997374.0
2023-05-19,27.8521,27.8818,26.7341,26.8726,1340398.0
2023-05-20,27.8521,27.8818,26.7341,26.8726,1340398.0
2023-05-21,27.8521,27.8818,26.7341,26.8726,1340398.0
2023-05-22,27.0507,27.397,26.9023,27.0902,789958.0
2023-05-23,27.2288,27.3376,26.4966,26.7439,1272468.0
2023-05-24,26.8825,27.2584,26.457,27.1298,672453.0
2023-05-25,26.5461,26.8231,26.081,26.3581,804864.0
2023-05-26,26.5757,26.833,26.0563,26.3482,760189.0
2023-05-27,26.5757,26.833,26.0563,26.3482,760189.0
2023-05-28,26.5757,26.833,26.0563,26.3482,760189.0
2023-05-29,26.5757,26.833,26.0563,26.3482,760189.0
2023-05-30,25.8535,26.0612,25.2895,25.9821,1058256.0
2023-05-31,25.3884,25.7545,24.7156,24.9927,1476281.0
2023-06-01,24.9828,26.4966,24.8739,25.9524,1204079.0
2023-06-02,26.6054,27.951,26.3977,27.6938,1287267.0
2023-06-03,26.6054,27.951,26.3977,27.6938,1287267.0
2023-06-04,26.6054,27.951,26.3977,27.6938,1287267.0
2023-06-05,27.8818,28.0698,26.7835,27.0111,1047074.0
2023-06-06,26.6252,27.8917,26.5461,27.5454,902963.0
2023-06-07,27.7235,28.6238,27.7235,28.2874,2321166.0
2023-06-08,28.3072,28.6733,27.1892,27.6245,1284722.0
2023-06-09,27.6245,27.9312,27.2387,27.5157,1302460.0
2023-06-10,27.6245,27.9312,27.2387,27.5157,1302460.0
2023-06-11,27.6245,27.9312,27.2387,27.5157,1302460.0
2023-06-12,26.9023,27.4811,26.8627,27.1793,1279604.0
2023-06-13,27.6542,28.8316,27.5652,27.9411,953270.0
2023-06-14,28.238,28.4853,27.4168,27.6938,1262510.0
2023-06-15,27.6542,28.1687,27.6542,27.9906,1126400.0
2023-06-16,28.3468,28.3814,27.7136,28.0203,2553090.0
2023-06-17,28.3468,28.3814,27.7136,28.0203,2553090.0
2023-06-18,28.3468,28.3814,27.7136,28.0203,2553090.0
2023-06-19,28.3468,28.3814,27.7136,28.0203,2553090.0
2023-06-20,27.7334,28.0302,27.3574,27.7334,1119965.0
2023-06-21,27.6344,28.2973,27.5454,27.9609,785640.0
2023-06-22,27.7037,27.9411,27.2782,27.8422,1146493.0
2023-06-23,27.3277,28.1687,27.1397,28.05,3138996.0
2023-06-24,27.3277,28.1687,27.1397,28.05,3138996.0
2023-06-25,27.3277,28.1687,27.1397,28.05,3138996.0
2023-06-26,27.9312,28.6931,27.8026,28.2578,1414137.0
2023-06-27,28.1885,28.8118,28.0203,28.5348,2137181.0
2023-06-28,28.3171,28.7376,27.862,28.5645,1087496.0
2023-06-29,28.6931,30.1673,28.6277,30.1376,2270173.0
2023-06-30,30.4444,31.1765,30.1376,30.7115,1843138.0
2023-07-01,30.4444,31.1765,30.1376,30.7115,1843138.0
2023-07-02,30.4444,31.1765,30.1376,30.7115,1843138.0
2023-07-03,30.9193,31.0677,30.662,30.8599,1029946.0
2023-07-04,30.9193,31.0677,30.662,30.8599,1029946.0
2023-07-05,30.9787,31.5179,30.6917,31.1469,2479171.0
2023-07-06,31.0427,31.4395,30.0059,30.4375,2293740.0
2023-07-07,30.2887,32.5606,30.244,32.2729,1722425.0
2023-07-08,30.2887,32.5606,30.244,32.2729,1722425.0
2023-07-09,30.2887,32.5606,30.244,32.2729,1722425.0
2023-07-10,32.1836,33.012,32.0546,32.9872,2031944.0
2023-07-11,33.136,33.6916,32.9495,33.4932,1988727.0
2023-07-12,33.7313,34.0775,33.4634,33.8106,1882745.0
