,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity
2016-12-25,21.003,21.304,20.723,21.161,2357449.0
2016-12-26,21.249,21.263,20.887,21.202,70851.0
2016-12-27,21.858,21.858,21.309,21.397,2222197.0
2016-12-28,21.529,21.529,21.097,21.368,1425321.0
2016-12-29,21.368,21.77,21.331,21.653,1469022.0
2016-12-30,21.66,21.88,21.558,21.807,1317572.0
2016-12-31,21.66,21.88,21.558,21.807,1317572.0
2017-01-01,21.66,21.88,21.558,21.807,1317572.0
2017-01-02,21.763,22.128,21.507,22.033,251107.0
2017-01-03,22.07,22.472,21.975,22.377,5924149.0
2017-01-04,22.516,23.152,22.464,23.093,4829217.0
2017-01-05,22.918,23.539,22.881,23.437,5301697.0
2017-01-06,23.356,23.356,22.559,22.655,4473818.0
2017-01-07,23.356,23.356,22.559,22.655,4473818.0
2017-01-08,23.356,23.356,22.559,22.655,4473818.0
2017-01-09,22.479,22.479,21.69,22.121,3434911.0
2017-01-10,22.128,22.691,22.121,22.457,2037351.0
2017-01-11,22.457,22.603,22.092,22.267,2729657.0
2017-01-12,22.223,23.254,22.172,22.888,4195217.0
2017-01-13,22.918,23.247,22.479,22.625,8295156.0
2017-01-14,22.918,23.247,22.479,22.625,8295156.0
2017-01-15,22.918,23.247,22.479,22.625,8295156.0
2017-01-16,22.662,22.662,22.157,22.238,397892.0
2017-01-17,22.625,22.713,22.479,22.53,3699551.0
2017-01-18,22.771,22.771,22.406,22.574,4404481.0
2017-01-19,22.633,22.633,22.077,22.201,2765323.0
2017-01-20,22.252,22.289,21.763,21.807,2809882.0
2017-01-21,22.252,22.289,21.763,21.807,2809882.0
2017-01-22,22.252,22.289,21.763,21.807,2809882.0
2017-01-23,21.814,22.077,21.785,21.858,3838103.0
2017-01-24,22.04,22.099,21.872,21.975,13742712.0
2017-01-25,22.135,22.523,21.763,21.828,7260996.0
2017-01-26,22.15,22.15,21.58,21.733,3738640.0
2017-01-27,21.843,21.902,21.631,21.697,8141857.0
2017-01-28,21.843,21.902,21.631,21.697,8141857.0
2017-01-29,21.843,21.902,21.631,21.697,8141857.0
2017-01-30,21.697,21.697,21.309,21.573,6552154.0
2017-01-31,21.536,21.799,21.383,21.741,5138026.0
2017-02-01,21.807,21.894,21.404,21.69,4813675.0
2017-02-02,21.536,21.711,21.346,21.558,2377166.0
2017-02-03,21.609,21.741,21.529,21.558,1630424.0
2017-02-04,21.609,21.741,21.529,21.558,1630424.0
2017-02-05,21.609,21.741,21.529,21.558,1630424.0
2017-02-06,21.609,21.741,21.529,21.558,1630424.0
2017-02-07,21.573,22.406,21.573,22.333,11515327.0
2017-02-08,22.296,22.296,21.755,21.814,4340243.0
2017-02-09,21.807,22.04,21.616,21.85,3694210.0
2017-02-10,21.755,22.033,21.668,21.843,5453386.0
2017-02-11,21.755,22.033,21.668,21.843,5453386.0
2017-02-12,21.755,22.033,21.668,21.843,5453386.0
2017-02-13,21.85,22.011,21.609,21.646,2847834.0
2017-02-14,21.711,21.858,21.492,21.573,4206065.0
2017-02-15,21.624,21.923,21.529,21.565,7512922.0
2017-02-16,21.726,21.726,21.419,21.609,3354756.0
2017-02-17,21.39,22.077,21.39,22.026,11622859.0
2017-02-18,21.39,22.077,21.39,22.026,11622859.0
2017-02-19,21.39,22.077,21.39,22.026,11622859.0
2017-02-20,21.989,22.077,21.58,21.66,717254.0
2017-02-21,21.858,22.391,21.858,22.15,3580419.0
2017-02-22,22.172,22.172,21.931,22.019,1581521.0
2017-02-23,21.88,22.004,21.719,21.967,2708663.0
2017-02-24,21.675,21.763,21.514,21.602,2684710.0
2017-02-25,21.675,21.763,21.514,21.602,2684710.0
2017-02-26,21.675,21.763,21.514,21.602,2684710.0
2017-02-27,21.923,21.923,21.346,21.828,3486910.0
2017-02-28,21.931,22.231,21.77,22.04,7605093.0
2017-03-01,22.64,22.64,21.88,21.938,2151725.0
2017-03-02,21.938,21.938,21.726,21.858,2695327.0
2017-03-03,22.143,22.143,21.573,21.807,2504293.0
2017-03-04,22.143,22.143,21.573,21.807,2504293.0
2017-03-05,22.143,22.143,21.573,21.807,2504293.0
2017-03-06,21.653,22.106,21.573,22.084,3496711.0
2017-03-07,21.653,22.252,21.653,22.194,2298754.0
2017-03-08,22.055,22.245,21.865,21.96,2029841.0
2017-03-09,21.865,22.026,21.799,21.909,1545356.0
2017-03-10,21.902,22.165,21.814,22.077,1277784.0
2017-03-11,21.902,22.165,21.814,22.077,1277784.0
2017-03-12,21.902,22.165,21.814,22.077,1277784.0
2017-03-13,22.135,22.559,22.135,22.516,1527032.0
2017-03-14,22.516,22.691,22.077,22.428,4621950.0
2017-03-15,22.318,22.728,22.289,22.457,3709231.0
2017-03-16,22.494,23.071,22.011,22.998,5190886.0
2017-03-17,22.976,23.356,22.793,23.203,21690172.0
2017-03-18,22.976,23.356,22.793,23.203,21690172.0
2017-03-19,22.976,23.356,22.793,23.203,21690172.0
2017-03-20,22.976,23.356,22.793,23.203,21690172.0
2017-03-21,23.386,23.386,22.896,23.013,3224634.0
2017-03-22,22.881,23.122,22.779,23.02,1482977.0
2017-03-23,22.918,23.364,22.815,23.32,2939315.0
2017-03-24,23.261,24.299,23.144,24.248,4130220.0
2017-03-25,23.261,24.299,23.144,24.248,4130220.0
2017-03-26,23.261,24.299,23.144,24.248,4130220.0
2017-03-27,24.307,24.621,24.073,24.497,7076342.0
2017-03-28,24.541,25.14,24.489,25.067,4237386.0
2017-03-29,25.118,25.147,24.57,24.862,5074503.0
2017-03-30,24.855,25.352,24.855,25.067,3784769.0
2017-03-31,25.067,25.118,24.687,24.753,3760663.0
2017-04-01,25.067,25.118,24.687,24.753,3760663.0
2017-04-02,25.067,25.118,24.687,24.753,3760663.0
2017-04-03,24.855,24.87,24.197,24.65,2784392.0
2017-04-04,24.716,24.796,24.526,24.636,2686351.0
2017-04-05,23.415,24.687,23.415,24.453,2136271.0
2017-04-06,24.497,24.592,24.168,24.27,908370.0
2017-04-07,24.27,24.709,24.043,24.65,1401747.0
2017-04-08,24.27,24.709,24.043,24.65,1401747.0
2017-04-09,24.27,24.709,24.043,24.65,1401747.0
2017-04-10,24.555,24.628,24.051,24.299,1164533.0
2017-04-11,24.277,24.511,24.073,24.307,2191703.0
2017-04-12,24.636,24.636,23.956,24.014,2706011.0
2017-04-13,24.636,24.636,23.956,24.014,2706011.0
2017-04-14,24.636,24.636,23.956,24.014,2706011.0
2017-04-15,24.636,24.636,23.956,24.014,2706011.0
2017-04-16,24.636,24.636,23.956,24.014,2706011.0
2017-04-17,23.992,24.621,23.956,24.577,3011854.0
2017-04-18,24.592,24.943,24.467,24.745,2435366.0
2017-04-19,24.826,25.008,24.562,24.877,2985317.0
2017-04-20,25.001,25.242,24.592,24.833,2409670.0
2017-04-21,24.877,25.177,24.679,24.928,2862246.0
2017-04-22,24.877,25.177,24.679,24.928,2862246.0
2017-04-23,24.877,25.177,24.679,24.928,2862246.0
2017-04-24,25.235,25.9,25.045,25.849,2211590.0
2017-04-25,25.951,26.288,25.827,26.229,3641289.0
2017-04-26,26.273,26.324,25.162,25.418,4321817.0
2017-04-27,25.951,25.951,25.052,25.242,4248484.0
2017-04-28,25.506,25.506,24.826,25.001,3690768.0
2017-04-29,25.506,25.506,24.826,25.001,3690768.0
2017-04-30,25.506,25.506,24.826,25.001,3690768.0
2017-05-01,25.506,25.506,24.826,25.001,3690768.0
2017-05-02,25.001,25.155,24.753,24.833,1764707.0
2017-05-03,24.811,25.067,24.716,24.76,2394235.0
2017-05-04,24.263,25.674,24.263,25.549,3354125.0
2017-05-05,25.498,25.9,25.381,25.864,2780564.0
2017-05-06,25.498,25.9,25.381,25.864,2780564.0
2017-05-07,25.498,25.9,25.381,25.864,2780564.0
2017-05-08,25.9,25.981,25.294,25.345,2863679.0
2017-05-09,25.44,25.732,25.396,25.564,3364713.0
2017-05-10,24.906,25.922,24.906,25.542,2202574.0
2017-05-11,25.315,25.359,24.884,24.957,2380973.0
2017-05-12,24.84,25.315,24.782,25.162,2070172.0
2017-05-13,24.84,25.315,24.782,25.162,2070172.0
2017-05-14,24.84,25.315,24.782,25.162,2070172.0
2017-05-15,25.155,25.586,25.074,25.396,1554052.0
2017-05-16,25.301,25.601,24.972,25.228,3412912.0
2017-05-17,24.453,25.308,24.453,24.767,2513058.0
2017-05-18,24.921,25.001,24.234,24.687,2569671.0
2017-05-19,24.774,26.076,24.767,25.557,5164595.0
2017-05-20,24.774,26.076,24.767,25.557,5164595.0
2017-05-21,24.774,26.076,24.767,25.557,5164595.0
2017-05-22,25.622,25.674,25.038,25.301,2477988.0
2017-05-23,25.14,25.644,25.14,25.301,2930403.0
2017-05-24,25.944,25.944,25.228,25.513,3972385.0
2017-05-25,25.568,25.717,25.345,25.56,2101409.0
2017-05-26,25.441,25.873,25.441,25.702,929770.0
2017-05-27,25.441,25.873,25.441,25.702,929770.0
2017-05-28,25.441,25.873,25.441,25.702,929770.0
2017-05-29,25.121,25.94,25.121,25.434,313291.0
2017-05-30,25.851,26.416,25.583,25.843,3518679.0
2017-05-31,25.977,26.126,25.263,25.412,7718932.0
2017-06-01,25.441,25.821,25.441,25.694,3070859.0
2017-06-02,25.672,25.687,25.196,25.33,1864150.0
2017-06-03,25.672,25.687,25.196,25.33,1864150.0
2017-06-04,25.672,25.687,25.196,25.33,1864150.0
2017-06-05,25.121,25.62,24.816,25.441,2264566.0
2017-06-06,25.635,25.642,25.129,25.397,2572880.0
2017-06-07,25.501,25.635,24.935,25.598,2725701.0
2017-06-08,25.233,26.081,24.98,25.337,1852136.0
2017-06-09,25.106,25.516,24.957,25.285,1755822.0
2017-06-10,25.106,25.516,24.957,25.285,1755822.0
2017-06-11,25.106,25.516,24.957,25.285,1755822.0
2017-06-12,25.397,25.598,24.957,25.508,4496707.0
2017-06-13,25.538,26.052,25.27,25.985,2306900.0
2017-06-14,25.985,26.379,25.307,26.163,2452679.0
2017-06-15,26.186,26.349,25.918,26.23,1498686.0
2017-06-16,26.387,26.387,25.761,25.918,13824417.0
2017-06-17,26.387,26.387,25.761,25.918,13824417.0
2017-06-18,26.387,26.387,25.761,25.918,13824417.0
2017-06-19,25.843,26.483,25.843,26.454,3519755.0
2017-06-20,26.409,26.424,25.873,26.32,1357082.0
2017-06-21,26.282,26.282,25.657,25.836,2604412.0
2017-06-22,25.977,25.977,25.694,25.769,1914795.0
2017-06-23,25.992,25.992,25.568,25.717,1764021.0
2017-06-24,25.992,25.992,25.568,25.717,1764021.0
2017-06-25,25.992,25.992,25.568,25.717,1764021.0
2017-06-26,25.516,26.007,25.486,25.746,2863631.0
2017-06-27,25.702,26.052,25.471,25.933,2433809.0
2017-06-28,25.828,26.208,25.568,25.888,3240778.0
2017-06-29,26.014,26.282,25.486,25.679,1898220.0
2017-06-30,25.679,26.141,25.546,26.119,1316332.0
2017-07-01,25.679,26.141,25.546,26.119,1316332.0
2017-07-02,25.679,26.141,25.546,26.119,1316332.0
2017-07-03,26.201,26.655,26.067,26.64,1742832.0
2017-07-04,26.602,26.699,26.387,26.662,289642.0
2017-07-05,26.282,26.759,26.029,26.163,2610668.0
2017-07-06,26.245,26.253,25.791,26.007,2849060.0
2017-07-07,25.843,25.97,25.508,25.851,2416126.0
2017-07-08,25.843,25.97,25.508,25.851,2416126.0
2017-07-09,25.843,25.97,25.508,25.851,2416126.0
2017-07-10,25.769,26.268,25.769,26.111,1777096.0
2017-07-11,26.059,26.372,26.007,26.089,3607416.0
2017-07-12,26.409,26.796,26.081,26.759,5390458.0
2017-07-13,26.796,26.796,26.327,26.58,5373107.0
2017-07-14,26.61,26.856,26.148,26.387,3689628.0
2017-07-15,26.61,26.856,26.148,26.387,3689628.0
2017-07-16,26.61,26.856,26.148,26.387,3689628.0
2017-07-17,26.454,26.744,26.327,26.669,4327652.0
2017-07-18,26.669,27.168,26.565,26.937,2546293.0
2017-07-19,26.99,27.243,26.826,27.049,1834781.0
2017-07-20,27.317,28.009,27.31,27.637,2711303.0
2017-07-21,27.741,27.979,27.555,27.816,2381143.0
2017-07-22,27.741,27.979,27.555,27.816,2381143.0
2017-07-23,27.741,27.979,27.555,27.816,2381143.0
2017-07-24,27.816,27.816,27.012,27.272,2198396.0
2017-07-25,27.592,27.89,27.235,27.808,2504189.0
2017-07-26,27.071,27.957,27.071,27.503,2471008.0
2017-07-27,27.451,27.637,27.243,27.414,1657827.0
2017-07-28,27.905,27.905,25.828,26.655,5213454.0
2017-07-29,27.905,27.905,25.828,26.655,5213454.0
2017-07-30,27.905,27.905,25.828,26.655,5213454.0
2017-07-31,26.625,27.28,26.521,27.213,11271832.0
2017-08-01,27.332,27.994,27.332,27.771,3608042.0
2017-08-02,27.912,28.121,27.689,27.86,3277764.0
2017-08-03,28.084,28.099,27.86,27.942,2137993.0
2017-08-04,28.121,28.18,27.823,27.868,1480815.0
2017-08-05,28.121,28.18,27.823,27.868,1480815.0
2017-08-06,28.121,28.18,27.823,27.868,1480815.0
2017-08-07,28.121,28.27,27.875,27.994,3328631.0
2017-08-08,28.27,28.27,27.905,27.935,1093937.0
2017-08-09,28.091,28.091,27.518,27.927,1268812.0
2017-08-10,27.912,28.091,27.652,27.898,2733196.0
2017-08-11,27.756,28.054,27.406,27.652,2471555.0
2017-08-12,27.756,28.054,27.406,27.652,2471555.0
2017-08-13,27.756,28.054,27.406,27.652,2471555.0
2017-08-14,27.615,28.337,27.615,28.061,970339.0
2017-08-15,28.069,28.374,27.935,28.307,2365039.0
2017-08-16,28.359,28.545,28.032,28.322,2634396.0
2017-08-17,28.084,28.173,27.853,27.898,1579109.0
2017-08-18,27.942,28.121,27.838,27.898,1464069.0
2017-08-19,27.942,28.121,27.838,27.898,1464069.0
2017-08-20,27.942,28.121,27.838,27.898,1464069.0
2017-08-21,27.845,28.337,27.764,28.069,1317373.0
2017-08-22,28.113,28.374,28.046,28.173,1649964.0
2017-08-23,28.657,28.657,28.046,28.203,3325456.0
2017-08-24,28.188,28.389,27.898,27.987,2084553.0
2017-08-25,28.285,28.322,28.061,28.247,1240986.0
2017-08-26,28.285,28.322,28.061,28.247,1240986.0
2017-08-27,28.285,28.322,28.061,28.247,1240986.0
2017-08-28,28.597,28.731,28.024,28.285,2026634.0
2017-08-29,28.337,28.59,27.994,28.151,1330328.0
2017-08-30,28.084,28.344,27.272,27.511,2208885.0
2017-08-31,27.511,27.749,26.945,27.414,4147110.0
2017-09-01,27.444,27.801,27.354,27.496,2328080.0
2017-09-02,27.444,27.801,27.354,27.496,2328080.0
2017-09-03,27.444,27.801,27.354,27.496,2328080.0
2017-09-04,27.19,27.496,27.176,27.287,49509.0
2017-09-05,27.354,27.421,27.034,27.287,1759335.0
2017-09-06,27.578,27.771,27.354,27.481,2333908.0
2017-09-07,27.414,27.816,26.58,26.662,2985074.0
2017-09-08,26.982,26.982,26.424,26.699,3014113.0
2017-09-09,26.982,26.982,26.424,26.699,3014113.0
2017-09-10,26.982,26.982,26.424,26.699,3014113.0
2017-09-11,26.99,27.414,26.811,27.347,2046637.0
2017-09-12,27.391,27.548,27.109,27.146,1788850.0
2017-09-13,27.488,27.488,27.094,27.243,1618402.0
2017-09-14,27.317,27.414,26.759,27.019,2604317.0
2017-09-15,27.086,27.19,26.751,26.856,8340883.0
2017-09-16,27.086,27.19,26.751,26.856,8340883.0
2017-09-17,27.086,27.19,26.751,26.856,8340883.0
2017-09-18,26.93,27.004,26.312,26.387,2365673.0
2017-09-19,26.446,26.446,25.776,26.201,3553894.0
2017-09-20,26.186,26.268,26.059,26.23,5464729.0
2017-09-21,26.357,26.64,26.342,26.565,3161337.0
2017-09-22,26.349,26.58,26.349,26.439,2049924.0
2017-09-23,26.349,26.58,26.349,26.439,2049924.0
2017-09-24,26.349,26.58,26.349,26.439,2049924.0
2017-09-25,26.446,26.558,26.119,26.349,5881215.0
2017-09-26,26.305,26.833,26.305,26.722,5527598.0
2017-09-27,26.722,27.131,26.707,26.96,6569604.0
2017-09-28,26.893,27.339,26.893,27.161,4780479.0
2017-09-29,27.101,27.578,27.101,27.518,4125802.0
2017-09-30,27.101,27.578,27.101,27.518,4125802.0
2017-10-01,27.101,27.578,27.101,27.518,4125802.0
2017-10-02,27.354,27.57,27.265,27.391,2381086.0
2017-10-03,27.466,27.525,27.369,27.436,1969924.0
2017-10-04,27.496,27.525,27.354,27.391,1929863.0
2017-10-05,27.429,27.496,26.774,27.168,2900741.0
2017-10-06,27.205,27.257,26.736,26.803,2943050.0
2017-10-07,27.205,27.257,26.736,26.803,2943050.0
2017-10-08,27.205,27.257,26.736,26.803,2943050.0
2017-10-09,27.607,27.607,26.401,26.714,2249518.0
2017-10-10,26.573,26.826,26.409,26.468,3463037.0
2017-10-11,26.476,26.722,26.312,26.409,2412376.0
2017-10-12,26.58,26.751,26.446,26.64,4021074.0
2017-10-13,26.58,27.019,26.58,26.796,4679757.0
2017-10-14,26.58,27.019,26.58,26.796,4679757.0
2017-10-15,26.58,27.019,26.58,26.796,4679757.0
2017-10-16,26.803,26.937,26.126,26.245,5571707.0
2017-10-17,26.275,26.275,25.106,25.531,6172445.0
2017-10-18,25.501,25.657,25.218,25.337,2933428.0
2017-10-19,25.218,25.218,24.883,25.144,3132772.0
2017-10-20,25.218,25.709,25.218,25.449,9243244.0
2017-10-21,25.218,25.709,25.218,25.449,9243244.0
2017-10-22,25.218,25.709,25.218,25.449,9243244.0
2017-10-23,25.516,25.516,25.27,25.307,1844987.0
2017-10-24,25.352,25.799,25.352,25.568,2578969.0
2017-10-25,25.479,25.657,25.144,25.345,3910073.0
2017-10-26,24.935,25.531,24.161,24.258,5451113.0
2017-10-27,24.63,24.712,24.422,24.474,4127728.0
2017-10-28,24.63,24.712,24.422,24.474,4127728.0
2017-10-29,24.63,24.712,24.422,24.474,4127728.0
2017-10-30,24.786,24.786,24.228,24.317,2245295.0
2017-10-31,24.325,24.459,23.915,24.035,3834018.0
2017-11-01,24.094,24.102,23.402,23.491,3673546.0
2017-11-02,24.094,24.102,23.402,23.491,3673546.0
2017-11-03,23.737,23.893,23.067,23.856,3142165.0
2017-11-04,23.737,23.893,23.067,23.856,3142165.0
2017-11-05,23.737,23.893,23.067,23.856,3142165.0
2017-11-06,23.915,23.915,23.216,23.484,7792947.0
2017-11-07,23.484,23.484,23.253,23.283,3321098.0
2017-11-08,23.216,23.647,23.149,23.283,6441781.0
2017-11-09,23.342,23.595,23.089,23.357,3803576.0
2017-11-10,23.298,23.633,22.948,23.059,4173882.0
2017-11-11,23.298,23.633,22.948,23.059,4173882.0
2017-11-12,23.298,23.633,22.948,23.059,4173882.0
2017-11-13,23.022,23.149,22.762,23.0,3583723.0
2017-11-14,22.784,23.253,22.784,23.052,4981739.0
2017-11-15,22.963,23.223,22.754,23.03,3700055.0
2017-11-16,22.978,23.246,22.925,23.037,4080321.0
2017-11-17,23.067,23.186,22.94,23.074,4521898.0
2017-11-18,23.067,23.186,22.94,23.074,4521898.0
2017-11-19,23.067,23.186,22.94,23.074,4521898.0
2017-11-20,23.067,23.186,22.94,23.074,4521898.0
2017-11-21,23.015,23.074,22.724,22.829,8266637.0
2017-11-22,22.888,23.253,22.873,22.918,3889429.0
2017-11-23,22.888,23.186,22.851,22.903,275155.0
2017-11-24,22.925,23.052,22.36,22.576,1292204.0
2017-11-25,22.925,23.052,22.36,22.576,1292204.0
2017-11-26,22.925,23.052,22.36,22.576,1292204.0
2017-11-27,22.576,23.893,22.509,22.591,3885681.0
2017-11-28,22.591,22.806,22.479,22.643,10297424.0
2017-11-29,22.799,23.045,22.524,22.851,5002337.0
2017-11-30,22.814,22.963,22.427,22.501,10388777.0
2017-12-01,22.419,22.777,22.077,22.122,3184561.0
2017-12-02,22.419,22.777,22.077,22.122,3184561.0
2017-12-03,22.419,22.777,22.077,22.122,3184561.0
2017-12-04,22.211,22.345,21.809,21.861,2415362.0
2017-12-05,21.794,21.831,21.489,21.653,3921829.0
2017-12-06,21.653,21.95,21.407,21.623,9069515.0
2017-12-07,21.653,21.935,21.638,21.816,4872143.0
2017-12-08,21.727,22.002,21.675,21.921,3950332.0
2017-12-09,21.727,22.002,21.675,21.921,3950332.0
2017-12-10,21.727,22.002,21.675,21.921,3950332.0
2017-12-11,21.988,21.988,21.675,21.831,2356000.0
2017-12-12,21.988,21.988,21.675,21.831,2356000.0
2017-12-13,22.136,22.196,21.213,21.31,6390611.0
2017-12-14,21.474,21.474,20.581,20.73,7015793.0
2017-12-15,20.834,20.938,20.551,20.774,10396293.0
2017-12-16,20.834,20.938,20.551,20.774,10396293.0
2017-12-17,20.834,20.938,20.551,20.774,10396293.0
2017-12-18,20.946,21.206,20.737,21.146,3174766.0
2017-12-19,21.213,22.025,21.124,21.534,9602800.0
2017-12-20,21.586,21.883,21.452,21.816,5542062.0
2017-12-21,21.883,21.958,21.139,21.206,5919404.0
2017-12-22,21.549,21.587,21.365,21.411,1548066.0
2017-12-23,21.549,21.587,21.365,21.411,1548066.0
2017-12-24,21.549,21.587,21.365,21.411,1548066.0
2017-12-25,21.549,21.587,21.365,21.411,1548066.0
2017-12-26,21.365,21.709,21.32,21.518,1184731.0
2017-12-27,21.526,21.526,21.06,21.091,1954138.0
2017-12-28,21.243,21.243,20.984,21.198,1213284.0
2017-12-29,21.243,21.968,21.243,21.915,1924406.0
2017-12-30,21.243,21.968,21.243,21.915,1924406.0
2017-12-31,21.243,21.968,21.243,21.915,1924406.0
2018-01-01,21.243,21.968,21.243,21.915,1924406.0
2018-01-02,22.006,22.807,21.869,22.517,2697073.0
2018-01-03,22.51,22.609,22.09,22.464,3609652.0
2018-01-04,22.472,22.754,22.456,22.578,3999269.0
2018-01-05,22.662,22.731,22.281,22.411,5159824.0
2018-01-06,22.662,22.731,22.281,22.411,5159824.0
2018-01-07,22.662,22.731,22.281,22.411,5159824.0
2018-01-08,22.609,22.639,22.433,22.456,2675186.0
2018-01-09,22.563,22.563,22.098,22.281,2521069.0
2018-01-10,22.449,22.464,21.892,22.159,3871636.0
2018-01-11,22.105,22.502,21.892,22.098,4510525.0
2018-01-12,22.044,22.334,21.899,22.22,3401122.0
2018-01-13,22.044,22.334,21.899,22.22,3401122.0
2018-01-14,22.044,22.334,21.899,22.22,3401122.0
2018-01-15,22.235,22.342,22.182,22.212,627647.0
2018-01-16,22.205,22.205,21.449,21.953,5160322.0
2018-01-17,22.006,22.197,21.854,21.93,5376673.0
2018-01-18,21.877,21.976,21.678,21.907,3148631.0
2018-01-19,21.907,21.976,21.777,21.892,2162546.0
2018-01-20,21.907,21.976,21.777,21.892,2162546.0
2018-01-21,21.907,21.976,21.777,21.892,2162546.0
2018-01-22,21.915,22.121,21.808,21.854,4705592.0
2018-01-23,21.945,22.107,21.76,22.037,2761283.0
2018-01-24,21.868,22.237,21.783,22.137,3261079.0
2018-01-25,22.191,23.115,22.153,23.046,4111032.0
2018-01-26,22.907,23.3,22.869,23.123,4054687.0
2018-01-27,22.907,23.3,22.869,23.123,4054687.0
2018-01-28,22.907,23.3,22.869,23.123,4054687.0
2018-01-29,23.123,23.562,22.715,23.177,3316626.0
2018-01-30,22.776,22.776,22.33,22.553,2999726.0
2018-01-31,22.53,23.339,22.33,22.561,4874026.0
2018-02-01,22.43,22.63,21.945,22.422,4019582.0
2018-02-02,22.284,22.492,21.945,22.037,4221844.0
2018-02-03,22.284,22.492,21.945,22.037,4221844.0
2018-02-04,22.284,22.492,21.945,22.037,4221844.0
2018-02-05,22.284,22.492,21.945,22.037,4221844.0
2018-02-06,21.66,22.214,21.183,21.845,10296607.0
2018-02-07,21.737,21.799,21.367,21.606,6728045.0
2018-02-08,21.637,21.76,20.944,21.059,5206226.0
2018-02-09,20.99,21.229,20.528,21.052,2754050.0
2018-02-10,20.99,21.229,20.528,21.052,2754050.0
2018-02-11,20.99,21.229,20.528,21.052,2754050.0
2018-02-12,20.605,21.344,20.605,21.029,2748516.0
2018-02-13,20.913,21.136,20.867,21.075,4507162.0
2018-02-14,21.144,21.545,20.982,21.26,1604014.0
2018-02-15,21.437,21.514,20.99,21.09,3571898.0
2018-02-16,21.113,21.406,20.89,21.183,1285401.0
2018-02-17,21.113,21.406,20.89,21.183,1285401.0
2018-02-18,21.113,21.406,20.89,21.183,1285401.0
2018-02-19,21.183,21.321,21.052,21.136,578185.0
2018-02-20,20.975,21.314,20.844,21.252,2859423.0
2018-02-21,21.059,21.36,21.059,21.244,2279787.0
2018-02-22,21.106,21.267,20.79,20.998,2767447.0
2018-02-23,20.751,21.383,20.751,21.29,1295103.0
2018-02-24,20.751,21.383,20.751,21.29,1295103.0
2018-02-25,20.751,21.383,20.751,21.29,1295103.0
2018-02-26,21.367,22.176,21.029,21.09,1604948.0
2018-02-27,21.098,21.113,20.775,20.921,2446064.0
2018-02-28,21.106,21.106,20.436,20.49,7634374.0
2018-03-01,20.698,20.698,20.405,20.59,1865116.0
2018-03-02,20.313,20.551,20.12,20.459,2252045.0
2018-03-03,20.313,20.551,20.12,20.459,2252045.0
2018-03-04,20.313,20.551,20.12,20.459,2252045.0
2018-03-05,20.959,20.959,20.174,20.536,1205372.0
2018-03-06,20.651,20.782,20.467,20.52,1715542.0
2018-03-07,20.451,20.913,20.39,20.821,4290941.0
2018-03-08,20.867,21.09,20.744,20.821,2482975.0
2018-03-09,20.867,21.321,20.867,21.221,2375330.0
2018-03-10,20.867,21.321,20.867,21.221,2375330.0
2018-03-11,20.867,21.321,20.867,21.221,2375330.0
2018-03-12,21.237,21.529,21.113,21.16,4910289.0
2018-03-13,21.244,21.244,20.674,20.751,2707575.0
2018-03-14,20.751,20.898,20.405,20.451,2976788.0
2018-03-15,20.759,20.759,20.212,20.359,2741087.0
2018-03-16,20.02,20.39,19.596,19.697,16986212.0
2018-03-17,20.02,20.39,19.596,19.697,16986212.0
2018-03-18,20.02,20.39,19.596,19.697,16986212.0
2018-03-19,20.02,20.39,19.596,19.697,16986212.0
2018-03-20,19.958,19.958,19.527,19.697,2713227.0
2018-03-21,19.535,20.189,19.481,20.112,3847551.0
2018-03-22,20.097,20.366,19.712,19.774,3003195.0
2018-03-23,19.781,20.097,19.581,19.658,2083800.0
2018-03-24,19.781,20.097,19.581,19.658,2083800.0
2018-03-25,19.781,20.097,19.581,19.658,2083800.0
2018-03-26,19.735,19.781,19.265,19.566,1469792.0
2018-03-27,19.781,20.42,19.55,20.243,2980093.0
2018-03-28,20.505,20.505,19.958,20.135,3940085.0
2018-03-29,20.505,20.505,19.958,20.135,3940085.0
2018-03-30,20.505,20.505,19.958,20.135,3940085.0
2018-03-31,20.505,20.505,19.958,20.135,3940085.0
2018-04-01,20.505,20.505,19.958,20.135,3940085.0
2018-04-02,20.497,20.497,19.966,20.082,3782379.0
2018-04-03,19.866,20.628,19.866,20.505,2534578.0
2018-04-04,20.636,20.852,20.212,20.759,3282498.0
2018-04-05,20.705,21.221,20.705,21.075,2910230.0
2018-04-06,20.967,21.306,20.967,21.044,1797171.0
2018-04-07,20.967,21.306,20.967,21.044,1797171.0
2018-04-08,20.967,21.306,20.967,21.044,1797171.0
2018-04-09,21.044,21.167,20.613,20.713,2539064.0
2018-04-10,20.782,20.944,20.359,20.636,3221132.0
2018-04-11,20.728,20.921,20.49,20.775,1891925.0
2018-04-12,20.736,21.129,20.544,20.905,3692500.0
2018-04-13,20.805,21.052,20.636,20.967,868547.0
2018-04-14,20.805,21.052,20.636,20.967,868547.0
2018-04-15,20.805,21.052,20.636,20.967,868547.0
2018-04-16,20.882,21.352,20.867,21.083,1743061.0
2018-04-17,21.083,21.329,20.99,21.237,3202353.0
2018-04-18,21.406,21.406,20.998,21.129,3398114.0
2018-04-19,20.798,21.321,20.798,21.029,6000937.0
