,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity
2015-04-16,21.765,21.973,21.46,21.869,1820195.0
2015-04-17,21.746,21.869,21.622,21.778,2396927.0
2015-04-18,21.746,21.869,21.622,21.778,2396927.0
2015-04-19,21.746,21.869,21.622,21.778,2396927.0
2015-04-20,21.817,22.032,21.655,21.824,1899096.0
2015-04-21,21.83,22.084,21.713,21.96,3683462.0
2015-04-22,21.96,22.214,21.811,22.019,4127771.0
2015-04-23,21.895,22.012,21.7,21.882,1739569.0
2015-04-24,21.765,22.077,21.765,22.012,1837337.0
2015-04-25,21.765,22.077,21.765,22.012,1837337.0
2015-04-26,21.765,22.077,21.765,22.012,1837337.0
2015-04-27,21.96,22.272,21.7,21.733,2030856.0
2015-04-28,21.603,21.629,20.563,20.7,3577015.0
2015-04-29,20.661,20.7,20.342,20.505,3403882.0
2015-04-30,20.706,20.706,19.998,20.31,3923425.0
2015-05-01,20.706,20.706,19.998,20.31,3923425.0
2015-05-02,20.706,20.706,19.998,20.31,3923425.0
2015-05-03,20.706,20.706,19.998,20.31,3923425.0
2015-05-04,20.316,20.596,20.206,20.349,2941349.0
2015-05-05,20.479,20.492,20.102,20.401,7186472.0
2015-05-06,20.459,20.589,20.141,20.251,7658149.0
2015-05-07,20.141,20.167,19.784,20.095,3537392.0
2015-05-08,20.193,20.193,19.842,19.92,11593472.0
2015-05-09,20.193,20.193,19.842,19.92,11593472.0
2015-05-10,20.193,20.193,19.842,19.92,11593472.0
2015-05-11,19.92,19.94,19.712,19.855,1610306.0
2015-05-12,19.855,19.888,19.53,19.576,1590247.0
2015-05-13,19.556,19.94,19.511,19.875,2349066.0
2015-05-14,19.823,19.842,19.4,19.511,2529060.0
2015-05-15,19.511,19.829,19.426,19.647,2223302.0
2015-05-16,19.511,19.829,19.426,19.647,2223302.0
2015-05-17,19.511,19.829,19.426,19.647,2223302.0
2015-05-18,19.621,19.946,19.582,19.901,2257528.0
2015-05-19,19.998,19.998,19.641,19.693,4624609.0
2015-05-20,19.693,20.063,19.621,19.66,2013454.0
2015-05-21,19.719,19.777,19.517,19.66,1022678.0
2015-05-22,19.693,19.849,19.485,19.589,2507346.0
2015-05-23,19.693,19.849,19.485,19.589,2507346.0
2015-05-24,19.693,19.849,19.485,19.589,2507346.0
2015-05-25,19.686,19.693,19.556,19.641,372066.0
2015-05-26,19.701,19.701,19.172,19.198,6196382.0
2015-05-27,19.172,19.443,19.139,19.364,3256837.0
2015-05-28,19.364,19.542,19.165,19.449,4022311.0
2015-05-29,19.198,19.602,19.106,19.159,7621527.0
2015-05-30,19.198,19.602,19.106,19.159,7621527.0
2015-05-31,19.198,19.602,19.106,19.159,7621527.0
2015-06-01,19.04,19.159,18.861,19.066,3127137.0
2015-06-02,18.973,19.41,18.954,19.317,2916892.0
2015-06-03,19.377,19.516,19.132,19.218,2162270.0
2015-06-04,19.092,19.185,18.973,19.112,2358160.0
2015-06-05,19.211,19.211,18.445,18.491,5183900.0
2015-06-06,19.211,19.211,18.445,18.491,5183900.0
2015-06-07,19.211,19.211,18.445,18.491,5183900.0
2015-06-08,18.583,18.709,18.451,18.669,4209882.0
2015-06-09,18.775,18.775,18.524,18.577,18039902.0
2015-06-10,18.696,18.696,18.359,18.445,9079390.0
2015-06-11,18.445,18.544,18.246,18.273,11826242.0
2015-06-12,18.412,18.412,18.24,18.312,2478898.0
2015-06-13,18.412,18.412,18.24,18.312,2478898.0
2015-06-14,18.412,18.412,18.24,18.312,2478898.0
2015-06-15,18.246,18.372,18.174,18.233,4100702.0
2015-06-16,18.068,18.841,18.068,18.696,6256330.0
2015-06-17,18.696,18.993,18.636,18.934,7437495.0
2015-06-18,18.854,19.344,18.835,19.251,4031254.0
2015-06-19,19.251,19.251,18.894,19.053,9216476.0
2015-06-20,19.251,19.251,18.894,19.053,9216476.0
2015-06-21,19.251,19.251,18.894,19.053,9216476.0
2015-06-22,19.145,19.324,19.145,19.311,2545484.0
2015-06-23,19.337,19.436,19.198,19.35,3510328.0
2015-06-24,19.251,19.568,19.205,19.238,3899820.0
2015-06-25,19.238,19.443,19.178,19.324,4540044.0
2015-06-26,19.37,19.754,19.297,19.707,4146695.0
2015-06-27,19.37,19.754,19.297,19.707,4146695.0
2015-06-28,19.37,19.754,19.297,19.707,4146695.0
2015-06-29,19.383,19.383,18.98,19.092,3348964.0
2015-06-30,19.073,19.304,18.973,19.198,5204317.0
2015-07-01,19.502,19.82,19.284,19.33,3222250.0
2015-07-02,19.178,19.489,19.178,19.311,2891587.0
2015-07-03,19.172,19.403,19.172,19.291,551326.0
2015-07-04,19.172,19.403,19.172,19.291,551326.0
2015-07-05,19.172,19.403,19.172,19.291,551326.0
2015-07-06,19.172,19.304,18.993,19.145,1787999.0
2015-07-07,18.98,19.37,18.868,19.311,2183730.0
2015-07-08,19.337,19.337,18.868,18.907,2442187.0
2015-07-09,19.106,19.35,18.973,19.139,2493072.0
2015-07-10,19.139,19.37,19.139,19.33,1918684.0
2015-07-11,19.139,19.37,19.139,19.33,1918684.0
2015-07-12,19.139,19.37,19.139,19.33,1918684.0
2015-07-13,19.383,19.654,19.251,19.502,2158030.0
2015-07-14,19.568,19.727,19.535,19.681,1437291.0
2015-07-15,19.681,19.754,19.251,19.297,1933828.0
2015-07-16,19.509,19.595,19.245,19.383,904380.0
2015-07-17,19.357,19.357,19.0,19.139,754445.0
2015-07-18,19.357,19.357,19.0,19.139,754445.0
2015-07-19,19.357,19.357,19.0,19.139,754445.0
2015-07-20,19.152,19.178,18.927,19.007,852298.0
2015-07-21,19.231,19.833,19.145,19.443,4793860.0
2015-07-22,19.284,19.628,19.066,19.119,4159476.0
2015-07-23,19.165,19.165,18.854,18.914,2462452.0
2015-07-24,18.888,18.927,18.478,18.683,1776138.0
2015-07-25,18.888,18.927,18.478,18.683,1776138.0
2015-07-26,18.888,18.927,18.478,18.683,1776138.0
2015-07-27,18.676,18.676,18.345,18.597,1532132.0
2015-07-28,18.722,18.808,18.24,18.729,2477277.0
2015-07-29,18.524,19.304,18.524,18.901,2385459.0
2015-07-30,19.033,19.033,18.253,18.497,5429736.0
2015-07-31,18.497,19.106,18.352,18.94,8374096.0
2015-08-01,18.497,19.106,18.352,18.94,8374096.0
2015-08-02,18.497,19.106,18.352,18.94,8374096.0
2015-08-03,18.808,19.106,18.524,19.059,2388742.0
2015-08-04,19.172,19.681,19.092,19.615,4489820.0
2015-08-05,19.641,19.8,19.35,19.74,4142495.0
2015-08-06,19.8,19.8,19.284,19.575,2348837.0
2015-08-07,19.37,19.37,18.861,18.914,2494495.0
2015-08-08,19.37,19.37,18.861,18.914,2494495.0
2015-08-09,19.37,19.37,18.861,18.914,2494495.0
2015-08-10,18.888,19.264,18.888,19.225,2444183.0
2015-08-11,19.211,19.211,18.888,19.053,4017410.0
2015-08-12,19.04,19.04,18.577,18.901,3545631.0
2015-08-13,18.993,19.0,18.445,18.603,6613753.0
2015-08-14,18.643,18.735,18.213,18.286,2544054.0
2015-08-15,18.643,18.735,18.213,18.286,2544054.0
2015-08-16,18.643,18.735,18.213,18.286,2544054.0
2015-08-17,18.286,18.359,18.16,18.253,3007109.0
2015-08-18,18.226,18.742,18.187,18.511,4494676.0
2015-08-19,18.478,18.524,18.114,18.412,2509390.0
2015-08-20,18.425,18.497,18.101,18.154,2258020.0
2015-08-21,18.154,18.226,17.202,17.314,3963423.0
2015-08-22,18.154,18.226,17.202,17.314,3963423.0
2015-08-23,18.154,18.226,17.202,17.314,3963423.0
2015-08-24,16.858,17.222,15.529,16.812,4857839.0
2015-08-25,17.255,17.506,16.765,16.977,4921811.0
2015-08-26,17.056,17.294,16.488,17.195,3888831.0
2015-08-27,17.294,17.902,17.248,17.817,3723902.0
2015-08-28,17.876,17.995,17.347,17.592,4860235.0
2015-08-29,17.876,17.995,17.347,17.592,4860235.0
2015-08-30,17.876,17.995,17.347,17.592,4860235.0
2015-08-31,17.546,17.546,17.089,17.268,4857158.0
2015-09-01,17.122,17.162,16.527,17.017,7396208.0
2015-09-02,17.182,17.182,16.699,16.765,2501144.0
2015-09-03,16.984,17.083,16.825,17.017,2763588.0
2015-09-04,16.825,17.076,16.627,16.964,2374806.0
2015-09-05,16.825,17.076,16.627,16.964,2374806.0
2015-09-06,16.825,17.076,16.627,16.964,2374806.0
2015-09-07,16.726,17.288,16.726,16.984,523042.0
2015-09-08,16.732,17.109,16.726,16.904,1404924.0
2015-09-09,17.149,17.195,16.574,16.633,1799005.0
2015-09-10,16.627,17.003,16.494,16.891,4290783.0
2015-09-11,16.891,16.891,16.567,16.6,1180634.0
2015-09-12,16.891,16.891,16.567,16.6,1180634.0
2015-09-13,16.891,16.891,16.567,16.6,1180634.0
2015-09-14,16.541,16.904,16.408,16.713,1864303.0
2015-09-15,16.812,17.023,16.679,16.792,3791697.0
2015-09-16,16.812,17.023,16.679,16.792,3791697.0
2015-09-17,17.169,17.651,16.673,17.334,4482683.0
2015-09-18,17.056,17.281,16.726,16.944,9734189.0
2015-09-19,17.056,17.281,16.726,16.944,9734189.0
2015-09-20,17.056,17.281,16.726,16.944,9734189.0
2015-09-21,16.977,17.017,16.772,16.838,2323999.0
2015-09-22,16.534,16.646,16.276,16.455,3554603.0
2015-09-23,16.435,16.468,15.999,16.21,5378380.0
2015-09-24,16.243,16.653,16.045,16.541,4031377.0
2015-09-25,16.428,16.977,16.428,16.541,3564600.0
2015-09-26,16.428,16.977,16.428,16.541,3564600.0
2015-09-27,16.428,16.977,16.428,16.541,3564600.0
2015-09-28,16.058,16.547,16.058,16.494,3948168.0
2015-09-29,16.56,16.587,16.309,16.521,6704297.0
2015-09-30,16.607,16.726,16.508,16.554,5157042.0
2015-10-01,16.527,16.574,15.999,16.336,7860851.0
2015-10-02,16.217,16.441,16.005,16.395,2351080.0
2015-10-03,16.217,16.441,16.005,16.395,2351080.0
2015-10-04,16.217,16.441,16.005,16.395,2351080.0
2015-10-05,16.468,16.739,16.375,16.679,3022480.0
2015-10-06,16.693,16.858,16.653,16.838,2091821.0
2015-10-07,16.878,17.169,16.878,17.103,4102709.0
2015-10-08,17.056,17.261,16.99,17.109,2491872.0
2015-10-09,17.083,17.592,17.036,17.519,3154864.0
2015-10-10,17.083,17.592,17.036,17.519,3154864.0
2015-10-11,17.083,17.592,17.036,17.519,3154864.0
2015-10-12,17.44,17.671,17.215,17.631,4905578.0
2015-10-13,17.645,17.883,17.42,17.711,5773976.0
2015-10-14,17.665,17.79,17.42,17.479,3596083.0
2015-10-15,17.446,18.008,17.42,17.949,7551132.0
2015-10-16,17.85,18.279,17.85,18.226,4659960.0
2015-10-17,17.85,18.279,17.85,18.226,4659960.0
2015-10-18,17.85,18.279,17.85,18.226,4659960.0
2015-10-19,18.048,18.253,17.631,18.213,5044979.0
2015-10-20,18.061,18.557,18.048,18.445,3406196.0
2015-10-21,18.636,18.636,18.015,18.121,2853119.0
2015-10-22,18.134,18.577,18.055,18.319,3781102.0
2015-10-23,18.431,18.709,18.299,18.517,4047126.0
2015-10-24,18.431,18.709,18.299,18.517,4047126.0
2015-10-25,18.431,18.709,18.299,18.517,4047126.0
2015-10-26,18.577,18.841,18.445,18.63,4218486.0
2015-10-27,18.643,18.749,18.458,18.65,4203954.0
2015-10-28,18.55,18.954,18.55,18.894,2306448.0
2015-10-29,18.894,20.038,18.894,19.549,5917619.0
2015-10-30,19.549,20.818,19.436,20.064,7489200.0
2015-10-31,19.549,20.818,19.436,20.064,7489200.0
2015-11-01,19.549,20.818,19.436,20.064,7489200.0
2015-11-02,19.549,20.818,19.436,20.064,7489200.0
2015-11-03,20.025,20.23,19.707,20.097,7585873.0
2015-11-04,20.097,20.725,20.071,20.527,5954979.0
2015-11-05,20.758,21.135,20.633,20.871,5916920.0
2015-11-06,20.825,21.003,20.534,20.778,3426464.0
2015-11-07,20.825,21.003,20.534,20.778,3426464.0
2015-11-08,20.825,21.003,20.534,20.778,3426464.0
2015-11-09,20.739,20.917,20.573,20.838,3423071.0
2015-11-10,20.23,21.367,20.23,21.327,4522114.0
2015-11-11,21.155,21.38,20.501,21.016,5182491.0
2015-11-12,20.957,21.168,20.434,20.924,6110168.0
2015-11-13,20.877,21.016,20.606,20.672,5411937.0
2015-11-14,20.877,21.016,20.606,20.672,5411937.0
2015-11-15,20.877,21.016,20.606,20.672,5411937.0
2015-11-16,20.877,21.016,20.606,20.672,5411937.0
2015-11-17,20.765,20.91,20.633,20.745,1611596.0
2015-11-18,20.692,21.287,20.679,21.241,2916478.0
2015-11-19,21.148,22.074,20.904,21.664,6677783.0
2015-11-20,21.664,22.034,21.439,21.492,3875039.0
2015-11-21,21.664,22.034,21.439,21.492,3875039.0
2015-11-22,21.664,22.034,21.439,21.492,3875039.0
2015-11-23,21.486,21.644,21.42,21.492,3256230.0
2015-11-24,21.492,21.492,21.023,21.42,1584356.0
2015-11-25,21.155,21.453,21.056,21.168,2073798.0
2015-11-26,21.294,21.651,21.155,21.552,472036.0
2015-11-27,21.439,21.453,20.877,21.168,2195958.0
2015-11-28,21.439,21.453,20.877,21.168,2195958.0
2015-11-29,21.439,21.453,20.877,21.168,2195958.0
2015-11-30,21.096,21.373,20.864,21.294,8853753.0
2015-12-01,21.294,21.294,20.791,20.91,5646192.0
2015-12-02,20.891,20.983,20.19,20.289,6374111.0
2015-12-03,20.507,20.778,20.329,20.593,4429036.0
2015-12-04,20.613,20.725,20.302,20.441,6822106.0
2015-12-05,20.613,20.725,20.302,20.441,6822106.0
2015-12-06,20.613,20.725,20.302,20.441,6822106.0
2015-12-07,20.494,20.494,19.965,20.064,2978853.0
2015-12-08,20.111,20.111,19.33,19.39,5635757.0
2015-12-09,19.602,20.064,19.602,19.998,2384928.0
2015-12-10,19.833,20.428,19.674,20.216,2909877.0
2015-12-11,19.972,20.137,19.35,19.443,2457491.0
2015-12-12,19.972,20.137,19.35,19.443,2457491.0
2015-12-13,19.972,20.137,19.35,19.443,2457491.0
2015-12-14,19.489,19.535,19.172,19.271,5292980.0
2015-12-15,19.37,19.648,19.337,19.502,9540073.0
2015-12-16,19.701,20.157,19.423,19.998,7031257.0
2015-12-17,20.264,20.358,20.015,20.15,2604417.0
2015-12-18,20.203,20.203,19.948,20.089,8943689.0
2015-12-19,20.203,20.203,19.948,20.089,8943689.0
2015-12-20,20.203,20.203,19.948,20.089,8943689.0
2015-12-21,20.076,20.183,19.498,19.888,4156972.0
2015-12-22,19.841,20.062,19.747,19.921,3243548.0
2015-12-23,19.935,20.297,19.834,20.143,1963470.0
2015-12-24,20.15,20.479,19.988,20.069,793629.0
2015-12-25,20.15,20.479,19.988,20.069,793629.0
2015-12-26,20.15,20.479,19.988,20.069,793629.0
2015-12-27,20.15,20.479,19.988,20.069,793629.0
2015-12-28,20.385,20.418,20.022,20.237,1432445.0
2015-12-29,20.291,20.532,20.096,20.15,918985.0
2015-12-30,20.472,20.472,20.129,20.338,2430981.0
2015-12-31,20.096,20.432,20.042,20.317,628367.0
2016-01-01,20.096,20.432,20.042,20.317,628367.0
2016-01-02,20.096,20.432,20.042,20.317,628367.0
2016-01-03,20.096,20.432,20.042,20.317,628367.0
2016-01-04,19.948,20.129,19.686,19.787,1845273.0
2016-01-05,19.874,20.197,19.753,19.961,2866573.0
2016-01-06,19.706,20.002,19.592,19.928,2761488.0
2016-01-07,19.478,19.565,19.082,19.142,3349263.0
2016-01-08,19.283,19.538,18.887,18.974,2954182.0
2016-01-09,19.283,19.538,18.887,18.974,2954182.0
2016-01-10,19.283,19.538,18.887,18.974,2954182.0
2016-01-11,18.806,19.323,18.504,18.564,3511632.0
2016-01-12,18.739,18.759,18.457,18.591,2162280.0
2016-01-13,18.739,18.84,18.276,18.464,2952986.0
2016-01-14,18.806,18.806,18.168,18.403,1858712.0
2016-01-15,18.336,18.47,18.101,18.397,6600949.0
2016-01-16,18.336,18.47,18.101,18.397,6600949.0
2016-01-17,18.336,18.47,18.101,18.397,6600949.0
2016-01-18,18.195,18.363,17.953,18.061,657150.0
2016-01-19,18.329,18.511,17.953,18.128,4032422.0
2016-01-20,18.155,18.182,17.497,17.584,4674390.0
2016-01-21,17.591,18.108,17.335,18.041,4075657.0
2016-01-22,18.269,18.699,18.067,18.544,2853918.0
2016-01-23,18.269,18.699,18.067,18.544,2853918.0
2016-01-24,18.269,18.699,18.067,18.544,2853918.0
2016-01-25,18.578,18.578,18.182,18.309,1386298.0
2016-01-26,18.255,18.45,18.101,18.302,2124143.0
2016-01-27,18.309,18.658,18.208,18.39,4630810.0
2016-01-28,18.417,18.652,18.161,18.376,3987248.0
2016-01-29,18.538,18.806,18.081,18.752,7691681.0
2016-01-30,18.538,18.806,18.081,18.752,7691681.0
2016-01-31,18.538,18.806,18.081,18.752,7691681.0
2016-02-01,18.538,18.806,18.081,18.752,7691681.0
2016-02-02,18.759,18.793,18.323,18.638,4930576.0
2016-02-03,18.726,18.927,18.47,18.558,3417257.0
2016-02-04,18.585,18.967,18.524,18.712,4094075.0
2016-02-05,18.679,19.035,18.598,18.847,2135945.0
2016-02-06,18.679,19.035,18.598,18.847,2135945.0
2016-02-07,18.679,19.035,18.598,18.847,2135945.0
2016-02-08,18.894,18.894,18.175,18.302,5458639.0
2016-02-09,18.302,18.497,17.765,17.819,4348731.0
2016-02-10,18.0,18.175,17.859,18.02,3878837.0
2016-02-11,18.067,18.067,17.631,17.812,3386054.0
2016-02-12,17.698,18.47,17.698,18.276,13640291.0
2016-02-13,17.698,18.47,17.698,18.276,13640291.0
2016-02-14,17.698,18.47,17.698,18.276,13640291.0
2016-02-15,18.504,18.692,18.403,18.591,1624243.0
2016-02-16,18.605,18.941,18.47,18.853,4331308.0
2016-02-17,18.941,19.579,18.403,19.478,10129334.0
2016-02-18,19.552,19.834,19.37,19.753,3886049.0
2016-02-19,19.646,19.659,19.243,19.384,1721594.0
2016-02-20,19.646,19.659,19.243,19.384,1721594.0
2016-02-21,19.646,19.659,19.243,19.384,1721594.0
2016-02-22,19.612,19.941,19.612,19.794,1751114.0
2016-02-23,19.579,19.861,19.243,19.283,1521159.0
2016-02-24,19.29,19.639,18.752,19.565,2696374.0
2016-02-25,19.565,19.619,18.981,19.115,3298820.0
2016-02-26,19.37,19.411,19.203,19.33,1297365.0
2016-02-27,19.37,19.411,19.203,19.33,1297365.0
2016-02-28,19.37,19.411,19.203,19.33,1297365.0
2016-02-29,19.344,19.653,19.048,19.518,6160609.0
2016-03-01,19.78,19.961,19.209,19.888,3649408.0
2016-03-02,20.008,20.673,19.935,20.506,6710399.0
2016-03-03,20.647,20.707,20.452,20.579,5524227.0
2016-03-04,20.539,20.633,20.344,20.385,4712792.0
2016-03-05,20.539,20.633,20.344,20.385,4712792.0
2016-03-06,20.539,20.633,20.344,20.385,4712792.0
2016-03-07,20.734,20.734,20.257,20.378,2047047.0
2016-03-08,20.344,20.358,19.928,20.27,3827486.0
2016-03-09,20.284,20.472,20.15,20.344,3120681.0
2016-03-10,20.291,20.472,19.834,20.116,2454887.0
2016-03-11,20.311,20.579,20.15,20.378,2784306.0
2016-03-12,20.311,20.579,20.15,20.378,2784306.0
2016-03-13,20.311,20.579,20.15,20.378,2784306.0
2016-03-14,20.398,20.579,20.156,20.411,1156873.0
2016-03-15,20.391,20.579,20.257,20.506,3501281.0
2016-03-16,20.156,20.458,19.935,20.25,3311957.0
2016-03-17,20.062,21.224,20.035,20.828,9861848.0
2016-03-18,20.781,21.285,20.687,20.821,12939759.0
2016-03-19,20.781,21.285,20.687,20.821,12939759.0
2016-03-20,20.781,21.285,20.687,20.821,12939759.0
2016-03-21,20.781,21.285,20.687,20.821,12939759.0
2016-03-22,20.841,21.063,20.747,20.841,2949466.0
2016-03-23,21.157,21.157,20.64,20.922,2359755.0
2016-03-24,21.157,21.157,20.64,20.922,2359755.0
2016-03-25,21.157,21.157,20.64,20.922,2359755.0
2016-03-26,21.157,21.157,20.64,20.922,2359755.0
2016-03-27,21.157,21.157,20.64,20.922,2359755.0
2016-03-28,21.023,21.144,20.741,20.895,2894586.0
2016-03-29,20.915,21.231,20.828,20.949,4174077.0
2016-03-30,21.58,21.58,21.184,21.264,5485043.0
2016-03-31,21.191,21.258,20.902,21.056,4416353.0
2016-04-01,21.056,21.056,20.6,20.794,4025811.0
2016-04-02,21.056,21.056,20.6,20.794,4025811.0
2016-04-03,21.056,21.056,20.6,20.794,4025811.0
2016-04-04,21.029,21.029,19.995,20.27,6061046.0
2016-04-05,19.827,20.506,19.827,20.076,2917558.0
2016-04-06,20.277,20.371,19.894,20.331,3372827.0
2016-04-07,20.317,20.418,19.646,19.76,3962854.0
2016-04-08,20.042,20.203,19.955,20.062,2081301.0
2016-04-09,20.042,20.203,19.955,20.062,2081301.0
2016-04-10,20.042,20.203,19.955,20.062,2081301.0
2016-04-11,20.203,20.539,20.096,20.217,2270086.0
2016-04-12,20.351,20.546,20.136,20.485,2975858.0
2016-04-13,20.814,20.835,20.485,20.808,2725426.0
2016-04-14,20.875,20.875,20.519,20.546,3732079.0
2016-04-15,20.546,20.747,20.546,20.707,2258958.0
2016-04-16,20.546,20.747,20.546,20.707,2258958.0
2016-04-17,20.546,20.747,20.546,20.707,2258958.0
2016-04-18,20.707,21.137,20.553,20.929,4004926.0
2016-04-19,20.929,21.526,20.929,21.177,4021880.0
2016-04-20,21.097,21.473,20.962,21.365,2793948.0
2016-04-21,21.325,21.627,21.325,21.58,2576873.0
2016-04-22,21.614,21.674,21.439,21.54,2073476.0
2016-04-23,21.614,21.674,21.439,21.54,2073476.0
2016-04-24,21.614,21.674,21.439,21.54,2073476.0
2016-04-25,21.681,21.701,21.305,21.406,3164685.0
2016-04-26,21.325,21.419,21.137,21.278,2425528.0
2016-04-27,21.291,21.802,21.204,21.721,8859673.0
2016-04-28,21.721,21.869,21.238,21.345,5836764.0
2016-04-29,21.157,21.406,21.029,21.177,2531470.0
2016-04-30,21.157,21.406,21.029,21.177,2531470.0
2016-05-01,21.157,21.406,21.029,21.177,2531470.0
2016-05-02,21.164,21.164,20.532,20.734,5090539.0
2016-05-03,20.727,20.861,20.418,20.747,4577155.0
2016-05-04,20.499,20.929,20.344,20.707,3929432.0
2016-05-05,20.653,20.841,20.506,20.653,3170806.0
2016-05-06,20.358,21.486,20.358,21.311,3520802.0
2016-05-07,20.358,21.486,20.358,21.311,3520802.0
2016-05-08,20.358,21.486,20.358,21.311,3520802.0
2016-05-09,21.291,21.788,21.258,21.54,4114105.0
2016-05-10,20.895,22.01,20.895,21.956,3578411.0
2016-05-11,21.943,22.332,21.721,22.279,4960393.0
2016-05-12,22.426,22.601,22.225,22.413,2773964.0
2016-05-13,22.406,22.796,22.205,22.628,3692445.0
2016-05-14,22.406,22.796,22.205,22.628,3692445.0
2016-05-15,22.406,22.796,22.205,22.628,3692445.0
2016-05-16,22.655,23.159,22.655,23.051,2891727.0
2016-05-17,23.132,23.159,22.635,22.769,3342986.0
2016-05-18,22.836,22.964,21.923,22.037,3868452.0
2016-05-19,21.856,21.95,21.466,21.594,3766233.0
2016-05-20,21.694,22.023,21.365,21.399,1769983.0
2016-05-21,21.694,22.023,21.365,21.399,1769983.0
2016-05-22,21.694,22.023,21.365,21.399,1769983.0
2016-05-23,21.285,21.647,21.204,21.587,1695224.0
2016-05-24,22.145,22.186,21.749,21.954,1829144.0
2016-05-25,21.906,22.446,21.906,22.248,2333457.0
2016-05-26,22.282,22.371,21.988,22.295,4152692.0
2016-05-27,23.246,23.246,22.2,22.466,4214741.0
2016-05-28,23.246,23.246,22.2,22.466,4214741.0
2016-05-29,23.246,23.246,22.2,22.466,4214741.0
2016-05-30,22.172,22.617,22.172,22.425,660745.0
2016-05-31,22.473,22.87,22.473,22.801,9467938.0
2016-06-01,22.61,22.904,22.562,22.829,3014799.0
2016-06-02,22.966,23.458,22.836,23.342,5491310.0
2016-06-03,23.588,23.588,22.767,22.904,9837747.0
2016-06-04,23.588,23.588,22.767,22.904,9837747.0
2016-06-05,23.588,23.588,22.767,22.904,9837747.0
2016-06-06,22.883,23.273,22.883,23.177,1231163.0
2016-06-07,22.883,23.273,22.883,23.061,1456345.0
2016-06-08,22.808,23.82,22.808,23.731,6484662.0
2016-06-09,23.656,23.895,23.519,23.765,11082895.0
2016-06-10,23.485,23.943,23.314,23.827,7302054.0
2016-06-11,23.485,23.943,23.314,23.827,7302054.0
2016-06-12,23.485,23.943,23.314,23.827,7302054.0
2016-06-13,23.827,24.162,23.465,23.772,8376497.0
2016-06-14,23.888,23.888,22.494,22.542,3075026.0
2016-06-15,22.569,22.726,22.378,22.412,995726.0
2016-06-16,22.049,22.336,22.015,22.289,2753220.0
2016-06-17,22.952,22.952,22.152,22.419,3651383.0
2016-06-18,22.952,22.952,22.152,22.419,3651383.0
2016-06-19,22.952,22.952,22.152,22.419,3651383.0
2016-06-20,22.562,22.87,22.405,22.548,1969405.0
2016-06-21,22.179,22.774,22.179,22.658,6632531.0
2016-06-22,22.795,22.972,22.384,22.439,2130207.0
2016-06-23,22.76,22.767,22.323,22.583,2971678.0
2016-06-24,22.001,22.323,21.414,21.605,3900873.0
2016-06-25,22.001,22.323,21.414,21.605,3900873.0
2016-06-26,22.001,22.323,21.414,21.605,3900873.0
2016-06-27,21.543,21.543,21.072,21.407,3780007.0
2016-06-28,21.769,21.899,21.455,21.762,2243144.0
2016-06-29,21.96,22.46,21.776,22.302,4682829.0
2016-06-30,22.302,22.815,22.302,22.658,5415427.0
2016-07-01,22.76,23.834,22.48,23.765,3402676.0
2016-07-02,22.76,23.834,22.48,23.765,3402676.0
2016-07-03,22.76,23.834,22.48,23.765,3402676.0
2016-07-04,23.54,23.67,23.13,23.15,576471.0
2016-07-05,23.164,23.588,23.041,23.492,4469801.0
