,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity
2021-02-24,594.11,608.87,577.97,603.71,482912.0
2021-02-25,600.89,612.15,600.8,605.83,469611.0
2021-02-26,585.76,613.49,583.04,601.91,516258.0
2021-02-27,585.76,613.49,583.04,601.91,516258.0
2021-02-28,585.76,613.49,583.04,601.91,516258.0
2021-03-01,606.84,617.64,595.87,601.86,548566.0
2021-03-02,591.95,612.75,591.95,600.53,489537.0
2021-03-03,603.71,629.17,600.11,614.5,676888.0
2021-03-04,608.87,623.54,590.42,608.55,335935.0
2021-03-05,604.26,613.3,576.59,581.61,533710.0
2021-03-06,604.26,613.3,576.59,581.61,533710.0
2021-03-07,604.26,613.3,576.59,581.61,533710.0
2021-03-08,586.64,606.43,582.12,602.74,478000.0
2021-03-09,608.87,615.33,592.36,595.17,390625.0
2021-03-10,603.34,618.1,596.93,606.66,569757.0
2021-03-11,603.34,618.1,596.93,606.66,569757.0
2021-03-12,614.96,631.11,611.64,626.96,1137753.0
2021-03-13,614.96,631.11,611.64,626.96,1137753.0
2021-03-14,614.96,631.11,611.64,626.96,1137753.0
2021-03-15,635.54,649.14,603.34,616.44,1869541.0
2021-03-16,622.62,653.48,618.1,647.67,1577587.0
2021-03-17,650.39,653.11,603.62,621.33,809616.0
2021-03-18,625.48,645.78,588.16,609.66,753375.0
2021-03-19,607.21,617.73,590.38,608.97,2552798.0
2021-03-20,607.21,617.73,590.38,608.97,2552798.0
2021-03-21,607.21,617.73,590.38,608.97,2552798.0
2021-03-22,613.49,631.75,604.31,623.59,668789.0
2021-03-23,628.94,633.78,606.61,613.95,623216.0
2021-03-24,607.91,622.71,601.22,613.63,242828.0
2021-03-25,613.49,615.61,588.85,600.29,983820.0
2021-03-26,604.31,606.29,589.5,593.01,236210.0
2021-03-27,604.31,606.29,589.5,593.01,236210.0
2021-03-28,604.31,606.29,589.5,593.01,236210.0
2021-03-29,604.31,606.29,589.5,593.01,236210.0
2021-03-30,592.31,598.73,573.13,593.74,520293.0
2021-03-31,597.8,603.71,587.1,597.3,178188.0
2021-04-01,603.34,626.4,601.17,614.09,513562.0
2021-04-02,603.34,626.4,601.17,614.09,513562.0
2021-04-03,603.34,626.4,601.17,614.09,513562.0
2021-04-04,603.34,626.4,601.17,614.09,513562.0
2021-04-05,609.8,627.32,604.31,615.61,250794.0
2021-04-06,626.36,634.52,611.73,627.0,297877.0
2021-04-07,625.89,646.7,625.89,637.01,312409.0
2021-04-08,650.39,655.0,637.89,646.88,392383.0
2021-04-09,639.32,653.11,638.4,648.45,209404.0
2021-04-10,639.32,653.11,638.4,648.45,209404.0
2021-04-11,639.32,653.11,638.4,648.45,209404.0
2021-04-12,628.25,645.78,602.09,611.23,162625.0
2021-04-13,608.87,649.47,608.87,637.15,205279.0
2021-04-14,608.87,649.47,608.87,637.15,205279.0
2021-04-15,619.02,645.78,613.49,633.83,160338.0
2021-04-16,628.43,643.75,626.49,632.08,105994.0
2021-04-17,628.43,643.75,626.49,632.08,105994.0
2021-04-18,628.43,643.75,626.49,632.08,105994.0
2021-04-19,622.71,627.32,615.33,618.42,156241.0
2021-04-20,609.8,641.16,609.8,631.61,126298.0
2021-04-21,609.8,641.16,609.8,631.61,126298.0
2021-04-22,636.55,642.09,625.89,634.8,237964.0
2021-04-23,655.0,665.66,618.1,633.23,875093.0
2021-04-24,655.0,665.66,618.1,633.23,875093.0
2021-04-25,655.0,665.66,618.1,633.23,875093.0
2021-04-26,641.35,653.8,636.55,641.35,420002.0
2021-04-27,645.78,662.38,634.43,644.62,569640.0
2021-04-28,659.57,659.57,644.85,653.39,238274.0
2021-04-29,653.99,714.78,653.39,677.97,1146673.0
2021-04-30,678.34,693.7,673.45,679.96,265613.0
2021-05-01,678.34,693.7,673.45,679.96,265613.0
2021-05-02,678.34,693.7,673.45,679.96,265613.0
2021-05-03,678.06,700.57,669.72,691.58,261145.0
2021-05-04,692.82,733.42,691.03,724.74,669438.0
2021-05-05,737.11,737.11,696.51,704.49,444745.0
2021-05-06,710.31,716.53,694.9,699.97,304740.0
2021-05-07,698.96,711.14,696.51,701.64,202344.0
2021-05-08,698.96,711.14,696.51,701.64,202344.0
2021-05-09,698.96,711.14,696.51,701.64,202344.0
2021-05-10,705.56,709.43,689.13,698.41,281673.0
2021-05-11,699.28,717.73,693.75,709.15,246649.0
2021-05-12,708.51,712.15,695.59,703.94,733055.0
2021-05-13,708.51,712.15,695.59,703.94,733055.0
2021-05-14,704.54,717.59,703.62,714.55,247489.0
2021-05-15,704.54,717.59,703.62,714.55,247489.0
2021-05-16,704.54,717.59,703.62,714.55,247489.0
2021-05-17,718.1,727.97,703.02,717.78,288118.0
2021-05-18,714.97,747.25,711.28,742.27,836499.0
2021-05-19,742.37,756.39,716.12,732.49,249850.0
2021-05-20,738.03,770.32,727.05,762.98,444724.0
2021-05-21,763.86,772.62,736.69,743.66,257584.0
2021-05-22,763.86,772.62,736.69,743.66,257584.0
2021-05-23,763.86,772.62,736.69,743.66,257584.0
2021-05-24,746.75,753.67,733.69,741.63,79346.0
2021-05-25,745.41,752.65,743.61,746.56,80663.0
2021-05-26,752.79,760.59,746.56,750.9,224962.0
2021-05-27,749.1,760.03,741.35,752.14,192451.0
2021-05-28,761.09,761.09,747.3,753.57,130830.0
2021-05-29,761.09,761.09,747.3,753.57,130830.0
2021-05-30,761.09,761.09,747.3,753.57,130830.0
2021-05-31,763.86,765.66,741.77,760.03,173790.0
2021-06-01,765.71,765.71,741.58,747.85,200439.0
2021-06-02,751.87,754.4,735.26,751.22,208744.0
2021-06-03,754.75,762.53,752.02,756.69,305684.0
2021-06-04,752.92,760.36,752.92,757.49,112969.0
2021-06-05,752.92,760.36,752.92,757.49,112969.0
2021-06-06,752.92,760.36,752.92,757.49,112969.0
2021-06-07,762.25,762.25,750.19,758.05,281551.0
2021-06-08,750.94,762.39,736.57,756.5,289715.0
2021-06-09,762.25,773.46,749.05,752.49,485376.0
2021-06-10,767.9,772.42,757.39,767.05,220919.0
2021-06-11,770.73,774.49,762.25,770.91,94183.0
2021-06-12,770.73,774.49,762.25,770.91,94183.0
2021-06-13,770.73,774.49,762.25,770.91,94183.0
2021-06-14,771.95,789.57,754.1,772.19,166095.0
2021-06-15,774.97,785.8,769.78,781.61,300065.0
2021-06-16,785.8,810.39,783.07,796.07,338920.0
2021-06-17,793.34,820.57,785.89,806.15,297264.0
2021-06-18,800.88,835.03,766.96,812.28,323198.0
2021-06-19,800.88,835.03,766.96,812.28,323198.0
2021-06-20,800.88,835.03,766.96,812.28,323198.0
2021-06-21,808.41,866.83,797.67,828.77,543267.0
2021-06-22,825.04,835.27,807.47,821.51,147786.0
2021-06-23,829.05,832.49,796.87,800.31,168740.0
2021-06-24,800.88,805.4,791.45,799.13,107618.0
2021-06-25,799.13,807.61,787.68,790.98,115766.0
2021-06-26,799.13,807.61,787.68,790.98,115766.0
2021-06-27,799.13,807.61,787.68,790.98,115766.0
2021-06-28,792.4,794.47,758.71,782.79,226115.0
2021-06-29,759.47,825.37,759.47,796.59,142179.0
2021-06-30,810.2,833.85,798.47,809.92,525989.0
2021-07-01,827.26,843.18,810.63,834.89,305590.0
2021-07-02,835.83,847.8,821.46,824.43,190327.0
2021-07-03,835.83,847.8,821.46,824.43,190327.0
2021-07-04,835.83,847.8,821.46,824.43,190327.0
2021-07-05,827.45,833.76,796.16,800.73,185801.0
2021-07-06,801.91,827.45,798.1,813.69,190706.0
2021-07-07,821.51,821.51,797.11,799.93,124526.0
2021-07-08,806.06,818.78,797.01,809.92,173558.0
2021-07-09,807.47,809.4,798.1,802.81,105474.0
2021-07-10,807.47,809.4,798.1,802.81,105474.0
2021-07-11,807.47,809.4,798.1,802.81,105474.0
2021-07-12,804.6,824.43,788.67,801.91,502666.0
2021-07-13,809.36,813.31,799.6,807.38,228464.0
2021-07-14,805.96,828.86,803.99,823.49,585336.0
2021-07-15,834.8,937.78,829.14,891.61,1990433.0
2021-07-16,885.67,1028.89,858.3,1001.19,2370952.0
2021-07-17,885.67,1028.89,858.3,1001.19,2370952.0
2021-07-18,885.67,1028.89,858.3,1001.19,2370952.0
2021-07-19,989.32,989.32,942.21,955.59,793615.0
2021-07-20,961.05,963.69,915.83,921.29,554431.0
2021-07-21,961.05,963.69,915.83,921.29,554431.0
2021-07-22,923.36,994.03,923.36,972.12,705372.0
2021-07-23,978.01,1005.62,940.32,944.94,456621.0
2021-07-24,978.01,1005.62,940.32,944.94,456621.0
2021-07-25,978.01,1005.62,940.32,944.94,456621.0
2021-07-26,931.51,950.4,919.59,927.18,556253.0
2021-07-27,935.8,944.56,913.94,924.21,184014.0
2021-07-28,942.16,942.25,920.3,930.62,301895.0
2021-07-29,936.13,949.27,924.3,941.26,306293.0
2021-07-30,932.78,943.95,916.3,929.68,819709.0
2021-07-31,932.78,943.95,916.3,929.68,819709.0
2021-08-01,932.78,943.95,916.3,929.68,819709.0
2021-08-02,930.9,938.96,928.07,932.78,128255.0
2021-08-03,933.63,939.62,918.65,922.04,172622.0
2021-08-04,910.17,928.73,895.1,913.52,290102.0
2021-08-05,913.0,927.13,896.04,903.91,215835.0
2021-08-06,913.85,917.71,899.85,911.11,104495.0
2021-08-07,913.85,917.71,899.85,911.11,104495.0
2021-08-08,913.85,917.71,899.85,911.11,104495.0
2021-08-09,900.75,917.71,900.75,913.42,129240.0
2021-08-10,925.25,932.27,873.66,897.17,313785.0
2021-08-11,879.17,903.39,849.16,890.48,195273.0
2021-08-12,899.81,918.65,884.17,913.56,187545.0
2021-08-13,904.47,908.85,887.94,899.38,151374.0
2021-08-14,904.47,908.85,887.94,899.38,151374.0
2021-08-15,904.47,908.85,887.94,899.38,151374.0
2021-08-16,899.81,924.35,899.81,913.14,259101.0
2021-08-17,911.87,915.73,892.51,898.16,161131.0
2021-08-18,898.87,909.23,878.7,886.95,204620.0
2021-08-19,898.87,909.23,878.7,886.95,204620.0
2021-08-20,866.83,886.62,852.7,862.03,351540.0
2021-08-21,866.83,886.62,852.7,862.03,351540.0
2021-08-22,866.83,886.62,852.7,862.03,351540.0
2021-08-23,863.06,876.25,856.65,868.86,152561.0
2021-08-24,864.95,903.58,864.05,895.66,262876.0
2021-08-25,904.52,904.52,878.61,895.24,163108.0
2021-08-26,898.39,917.52,878.75,888.22,161889.0
2021-08-27,887.56,900.8,882.71,890.62,129099.0
2021-08-28,887.56,900.8,882.71,890.62,129099.0
2021-08-29,887.56,900.8,882.71,890.62,129099.0
2021-08-30,878.14,897.22,837.15,883.22,389108.0
2021-08-31,887.65,928.87,886.15,920.96,1121560.0
2021-09-01,930.9,937.45,915.17,925.86,627319.0
2021-09-02,922.47,931.65,922.42,929.49,274119.0
2021-09-03,935.61,945.03,926.0,932.93,290352.0
2021-09-04,935.61,945.03,926.0,932.93,290352.0
2021-09-05,935.61,945.03,926.0,932.93,290352.0
2021-09-06,942.16,976.36,926.19,969.34,770599.0
2021-09-07,969.2,976.93,943.15,960.34,456769.0
2021-09-08,960.91,975.18,957.61,970.61,241821.0
2021-09-09,961.99,970.47,953.51,957.94,747104.0
2021-09-10,961.99,970.47,953.51,957.94,747104.0
2021-09-11,961.99,970.47,953.51,957.94,747104.0
2021-09-12,961.99,970.47,953.51,957.94,747104.0
2021-09-13,951.63,1003.45,942.58,989.27,623170.0
2021-09-14,989.32,997.89,961.76,981.69,388082.0
2021-09-15,994.03,1081.65,973.49,1046.79,1816678.0
2021-09-16,1054.89,1062.53,1019.56,1035.86,508867.0
2021-09-17,1048.11,1060.92,1017.68,1049.34,847552.0
2021-09-18,1048.11,1060.92,1017.68,1049.34,847552.0
2021-09-19,1048.11,1060.92,1017.68,1049.34,847552.0
2021-09-20,1036.43,1048.58,1007.17,1022.44,914424.0
2021-09-21,1005.33,1024.27,976.22,1011.36,503066.0
2021-09-22,1008.3,1047.26,1002.46,1027.85,448294.0
2021-09-23,1041.14,1041.14,994.03,1002.51,210668.0
2021-09-24,1002.51,1049.05,1002.51,1019.28,694338.0
2021-09-25,1002.51,1049.05,1002.51,1019.28,694338.0
2021-09-26,1002.51,1049.05,1002.51,1019.28,694338.0
2021-09-27,1034.54,1034.54,972.92,981.26,604677.0
2021-09-28,988.37,996.85,932.97,940.28,469112.0
2021-09-29,941.97,998.74,918.89,992.19,975447.0
2021-09-30,1002.04,1008.16,973.91,1001.33,394678.0
2021-10-01,987.24,1016.64,975.18,1001.28,382874.0
2021-10-02,987.24,1016.64,975.18,1001.28,382874.0
2021-10-03,987.24,1016.64,975.18,1001.28,382874.0
2021-10-04,998.74,1009.1,986.54,993.89,205816.0
2021-10-05,990.92,1004.2,978.06,993.75,432169.0
2021-10-06,1001.9,1022.25,994.03,1015.7,410268.0
2021-10-07,1028.89,1044.53,1017.58,1028.09,436834.0
2021-10-08,1035.49,1059.98,1030.49,1052.49,479735.0
2021-10-09,1035.49,1059.98,1030.49,1052.49,479735.0
2021-10-10,1035.49,1059.98,1030.49,1052.49,479735.0
2021-10-11,1052.63,1059.98,1020.88,1032.66,229369.0
2021-10-12,1032.19,1045.05,1022.29,1029.55,146709.0
2021-10-13,1054.28,1054.28,1013.34,1017.44,210868.0
2021-10-14,1040.57,1104.6,1035.49,1092.77,1452326.0
2021-10-15,1040.57,1104.6,1035.49,1092.77,1452326.0
2021-10-16,1040.57,1104.6,1035.49,1092.77,1452326.0
2021-10-17,1040.57,1104.6,1035.49,1092.77,1452326.0
2021-10-18,1132.53,1143.84,1095.03,1122.97,1718076.0
2021-10-19,1122.17,1217.33,1122.17,1156.61,1160127.0
2021-10-20,1168.38,1190.67,1121.04,1140.35,691462.0
2021-10-21,1149.35,1149.35,1083.68,1104.88,1195178.0
2021-10-22,1104.27,1134.13,1039.11,1055.98,527224.0
2021-10-23,1104.27,1134.13,1039.11,1055.98,527224.0
2021-10-24,1104.27,1134.13,1039.11,1055.98,527224.0
2021-10-25,1078.31,1078.31,1013.39,1019.66,363543.0
2021-10-26,1040.39,1066.44,998.64,1034.73,306283.0
2021-10-27,1038.39,1050.42,1011.71,1032.3,561191.0
2021-10-28,1038.49,1049.9,1012.81,1016.9,252969.0
2021-10-29,1016.61,1025.17,999.68,1015.9,187312.0
2021-10-30,1016.61,1025.17,999.68,1015.9,187312.0
2021-10-31,1016.61,1025.17,999.68,1015.9,187312.0
2021-11-01,1021.37,1034.11,1003.3,1019.75,522902.0
2021-11-02,1027.07,1069.87,1025.84,1052.13,385703.0
2021-11-03,1055.6,1066.97,1031.83,1051.09,164473.0
2021-11-04,1052.61,1064.16,1049.18,1058.69,42227.0
2021-11-05,1052.61,1064.16,1049.18,1058.69,42227.0
2021-11-06,1052.61,1064.16,1049.18,1058.69,42227.0
2021-11-07,1052.61,1064.16,1049.18,1058.69,42227.0
2021-11-08,1046.14,1122.17,1044.48,1110.67,309549.0
2021-11-09,1109.81,1119.75,1075.81,1083.8,289591.0
2021-11-10,1084.13,1084.13,1064.5,1067.92,157577.0
2021-11-11,1065.11,1073.24,1044.43,1050.28,112583.0
2021-11-12,1054.89,1061.31,1035.63,1045.9,181379.0
2021-11-13,1054.89,1061.31,1035.63,1045.9,181379.0
2021-11-14,1054.89,1061.31,1035.63,1045.9,181379.0
2021-11-15,1049.14,1054.03,1023.7,1026.98,150136.0
2021-11-16,1031.83,1086.7,1031.69,1074.91,505102.0
2021-11-17,1074.91,1093.64,1056.93,1076.95,196127.0
2021-11-18,1083.85,1122.17,1063.21,1078.95,498219.0
2021-11-19,1083.85,1122.17,1063.21,1078.95,498219.0
2021-11-20,1083.85,1122.17,1063.21,1078.95,498219.0
2021-11-21,1083.85,1122.17,1063.21,1078.95,498219.0
2021-11-22,1068.16,1074.62,1035.68,1062.64,239323.0
2021-11-23,1062.02,1074.62,1039.2,1069.44,275951.0
2021-11-24,1075.53,1083.18,1032.21,1057.36,196799.0
2021-11-25,1047.04,1072.44,1040.77,1056.51,131294.0
2021-11-26,1046.09,1049.9,1001.63,1022.32,229956.0
2021-11-27,1046.09,1049.9,1001.63,1022.32,229956.0
2021-11-28,1046.09,1049.9,1001.63,1022.32,229956.0
2021-11-29,1021.7,1021.7,898.55,1007.15,584384.0
2021-11-30,998.54,1017.66,958.6,962.83,618646.0
2021-12-01,999.45,999.45,947.86,957.84,263450.0
2021-12-02,964.31,967.35,949.38,951.71,152438.0
2021-12-03,950.99,962.88,949.09,955.37,272768.0
2021-12-04,950.99,962.88,949.09,955.37,272768.0
2021-12-05,950.99,962.88,949.09,955.37,272768.0
2021-12-06,970.01,970.01,932.93,937.25,177321.0
2021-12-07,955.75,959.36,936.82,949.95,116795.0
2021-12-08,957.37,966.21,954.47,959.22,147518.0
2021-12-09,963.07,963.98,946.62,950.99,116253.0
2021-12-10,955.46,957.65,930.26,942.1,104909.0
2021-12-11,955.46,957.65,930.26,942.1,104909.0
2021-12-12,955.46,957.65,930.26,942.1,104909.0
2021-12-13,950.04,961.41,931.97,940.91,269841.0
2021-12-14,932.35,957.51,922.65,944.57,149838.0
2021-12-15,950.28,955.37,933.26,937.87,178018.0
2021-12-16,952.04,963.36,937.68,951.04,354857.0
2021-12-17,946.24,960.93,927.5,936.68,298573.0
2021-12-18,946.24,960.93,927.5,936.68,298573.0
2021-12-19,946.24,960.93,927.5,936.68,298573.0
2021-12-20,939.58,939.58,886.42,911.72,283892.0
2021-12-21,913.14,935.87,900.07,915.81,146731.0
2021-12-22,919.61,937.54,918.66,925.84,198883.0
2021-12-23,927.12,948.95,927.12,942.48,168274.0
2021-12-24,963.88,965.26,924.7,942.05,222125.0
2021-12-25,963.88,965.26,924.7,942.05,222125.0
2021-12-26,963.88,965.26,924.7,942.05,222125.0
2021-12-27,943.39,943.39,925.32,934.73,160168.0
2021-12-28,935.64,952.85,927.69,938.25,456516.0
2021-12-29,949.19,959.55,924.08,934.83,448849.0
2021-12-30,937.68,964.4,932.64,949.28,474602.0
2021-12-31,957.65,990.94,951.75,972.87,466459.0
2022-01-01,957.65,990.94,951.75,972.87,466459.0
2022-01-02,957.65,990.94,951.75,972.87,466459.0
2022-01-03,984.28,1019.37,979.52,1013.57,489002.0
2022-01-04,1027.07,1031.64,990.6,1027.88,543119.0
2022-01-05,1008.2,1027.03,1006.86,1014.9,368414.0
2022-01-06,1008.05,1008.05,983.47,998.97,237751.0
2022-01-07,989.03,1002.35,964.12,975.72,323704.0
2022-01-08,989.03,1002.35,964.12,975.72,323704.0
2022-01-09,989.03,1002.35,964.12,975.72,323704.0
2022-01-10,975.72,1002.54,959.17,993.69,321920.0
2022-01-11,974.1,1010.91,974.1,1002.11,180780.0
2022-01-12,1025.98,1025.98,982.8,990.98,264642.0
2022-01-13,990.94,1000.3,981.57,985.37,153521.0
2022-01-14,986.56,986.61,965.26,975.81,251019.0
2022-01-15,986.56,986.61,965.26,975.81,251019.0
2022-01-16,986.56,986.61,965.26,975.81,251019.0
2022-01-17,965.4,989.84,965.4,972.53,175849.0
2022-01-18,972.87,995.07,950.99,961.12,245104.0
2022-01-19,961.22,973.77,927.22,937.63,228660.0
2022-01-20,931.97,944.81,915.71,928.31,265668.0
2022-01-21,954.8,961.22,889.18,911.81,957008.0
2022-01-22,954.8,961.22,889.18,911.81,957008.0
2022-01-23,954.8,961.22,889.18,911.81,957008.0
2022-01-24,910.1,935.78,873.01,892.84,660076.0
2022-01-25,889.18,914.81,870.63,885.85,234020.0
2022-01-26,889.18,914.81,870.63,885.85,234020.0
2022-01-27,883.47,883.47,857.8,864.07,350945.0
2022-01-28,884.42,901.78,867.02,872.11,222425.0
2022-01-29,884.42,901.78,867.02,872.11,222425.0
2022-01-30,884.42,901.78,867.02,872.11,222425.0
2022-01-31,918.95,918.95,876.82,891.89,133287.0
2022-02-01,901.54,932.93,896.88,928.98,213878.0
2022-02-02,942.05,958.41,927.36,953.94,254141.0
2022-02-03,953.85,954.8,912.95,919.56,181876.0
2022-02-04,917.71,935.87,909.58,913.14,134810.0
2022-02-05,917.71,935.87,909.58,913.14,134810.0
2022-02-06,917.71,935.87,909.58,913.14,134810.0
2022-02-07,917.76,922.18,889.23,891.22,106422.0
2022-02-08,896.79,901.59,864.98,870.25,143045.0
2022-02-09,870.16,884.47,865.5,867.45,111436.0
2022-02-10,865.4,874.11,850.28,857.51,273188.0
2022-02-11,857.13,857.23,830.74,843.1,202622.0
2022-02-12,857.13,857.23,830.74,843.1,202622.0
2022-02-13,857.13,857.23,830.74,843.1,202622.0
2022-02-14,798.93,850.95,798.93,836.07,315564.0
2022-02-15,840.25,863.03,826.41,852.52,174186.0
2022-02-16,853.04,862.36,836.87,842.58,227303.0
2022-02-17,840.87,859.08,820.95,831.64,273600.0
2022-02-18,832.12,833.59,819.14,829.5,167186.0
2022-02-19,832.12,833.59,819.14,829.5,167186.0
2022-02-20,832.12,833.59,819.14,829.5,167186.0
2022-02-21,822.51,822.51,796.03,807.63,292682.0
2022-02-22,788.37,807.01,767.5,798.88,174078.0
2022-02-23,801.59,813.19,784.43,790.28,149805.0
2022-02-24,765.55,777.96,745.53,752.66,360561.0
2022-02-25,752.71,786.66,752.71,770.31,138105.0
2022-02-26,752.71,786.66,752.71,770.31,138105.0
2022-02-27,752.71,786.66,752.71,770.31,138105.0
2022-02-28,768.4,784.57,765.55,777.2,257698.0
2022-03-01,768.4,784.57,765.55,777.2,257698.0
2022-03-02,774.96,795.89,765.84,775.01,102446.0
2022-03-03,779.77,846.19,777.01,834.64,860009.0
2022-03-04,834.02,849.62,812.39,836.07,200203.0
2022-03-05,834.02,849.62,812.39,836.07,200203.0
2022-03-06,834.02,849.62,812.39,836.07,200203.0
2022-03-07,834.02,897.69,809.3,874.68,1095425.0
2022-03-08,874.91,895.22,845.72,870.3,290267.0
2022-03-09,873.01,882.52,845.43,852.14,454464.0
2022-03-10,903.4,908.2,838.82,843.39,374868.0
2022-03-11,843.39,858.75,835.97,843.06,193459.0
2022-03-12,843.39,858.75,835.97,843.06,193459.0
2022-03-13,843.39,858.75,835.97,843.06,193459.0
2022-03-14,837.83,855.99,833.26,839.39,253348.0
2022-03-15,837.83,863.5,837.83,851.38,225584.0
2022-03-16,851.04,870.16,846.53,855.56,266741.0
2022-03-17,881.38,881.38,846.96,853.42,203442.0
2022-03-18,881.38,881.38,846.96,853.42,203442.0
2022-03-19,881.38,881.38,846.96,853.42,203442.0
2022-03-20,881.38,881.38,846.96,853.42,203442.0
2022-03-21,846.86,870.06,846.86,856.85,159996.0
2022-03-22,867.31,908.2,854.42,903.44,558228.0
2022-03-23,912.95,918.95,889.27,891.65,257092.0
2022-03-24,891.27,893.93,858.7,876.48,356850.0
2022-03-25,884.85,884.85,865.4,869.73,113660.0
2022-03-26,884.85,884.85,865.4,869.73,113660.0
2022-03-27,884.85,884.85,865.4,869.73,113660.0
2022-03-28,869.68,870.16,856.37,865.98,274996.0
2022-03-29,869.21,879.76,860.84,868.69,184945.0
2022-03-30,875.39,881.48,865.5,870.3,173614.0
2022-03-31,870.3,897.74,869.73,882.28,258362.0
2022-04-01,871.49,897.45,871.25,878.48,194085.0
2022-04-02,871.49,897.45,871.25,878.48,194085.0
2022-04-03,871.49,897.45,871.25,878.48,194085.0
2022-04-04,884.42,899.64,874.25,897.79,208390.0
2022-04-05,903.44,906.77,885.38,887.99,196606.0
2022-04-06,907.25,907.25,882.67,884.8,134471.0
2022-04-07,878.62,889.18,865.12,868.5,137143.0
2022-04-08,867.31,877.2,857.89,861.13,147181.0
2022-04-09,867.31,877.2,857.89,861.13,147181.0
2022-04-10,867.31,877.2,857.89,861.13,147181.0
2022-04-11,867.21,869.64,847.1,850.33,192288.0
2022-04-12,842.44,846.38,820.23,822.51,158245.0
2022-04-13,836.87,837.3,822.75,825.42,316519.0
2022-04-14,836.87,837.3,822.75,825.42,316519.0
2022-04-15,836.87,837.3,822.75,825.42,316519.0
2022-04-16,836.87,837.3,822.75,825.42,316519.0
2022-04-17,836.87,837.3,822.75,825.42,316519.0
2022-04-18,824.51,825.42,789.33,795.32,169530.0
2022-04-19,816.1,816.1,785.66,787.85,225429.0
2022-04-20,795.89,795.89,761.32,766.17,338403.0
2022-04-21,776.11,800.59,772.54,790.7,273013.0
2022-04-22,803.59,905.35,803.59,872.25,5452082.0
2022-04-23,803.59,905.35,803.59,872.25,5452082.0
2022-04-24,803.59,905.35,803.59,872.25,5452082.0
2022-04-25,851.14,892.03,837.92,854.94,1073845.0
2022-04-26,874.91,893.93,850.19,864.31,754453.0
2022-04-27,858.75,860.6,833.64,853.42,530203.0
2022-04-28,870.49,870.49,839.73,853.23,454029.0
2022-04-29,843.53,851.71,837.16,841.77,234089.0
2022-04-30,843.53,851.71,837.16,841.77,234089.0
2022-05-01,843.53,851.71,837.16,841.77,234089.0
2022-05-02,835.92,835.92,807.49,823.75,373609.0
2022-05-03,835.92,835.92,807.49,823.75,373609.0
2022-05-04,828.08,867.31,809.11,826.41,479101.0
2022-05-05,829.36,842.49,820.37,829.46,203485.0
2022-05-06,829.46,829.46,799.03,822.7,147720.0
2022-05-07,829.46,829.46,799.03,822.7,147720.0
2022-05-08,829.46,829.46,799.03,822.7,147720.0
2022-05-09,836.02,836.02,795.84,818.09,120003.0
2022-05-10,816.9,826.6,781.72,786.52,163313.0
2022-05-11,786.47,790.37,743.72,759.32,658967.0
2022-05-12,757.94,761.79,728.18,746.96,320494.0
2022-05-13,754.71,760.8,737.83,750.67,281071.0
2022-05-14,754.71,760.8,737.83,750.67,281071.0
2022-05-15,754.71,760.8,737.83,750.67,281071.0
2022-05-16,754.14,760.8,733.41,738.45,174264.0
2022-05-17,741.78,752.85,739.92,745.15,191658.0
2022-05-18,751.29,760.7,743.2,746.53,300789.0
2022-05-19,744.63,753.14,731.6,737.45,171841.0
2022-05-20,749.38,754.71,742.06,747.58,62814.0
2022-05-21,749.38,754.71,742.06,747.58,62814.0
2022-05-22,749.38,754.71,742.06,747.58,62814.0
2022-05-23,753.29,763.7,744.28,758.9,71510.0
2022-05-24,755.27,761.81,746.61,753.29,77716.0
2022-05-25,753.29,757.74,704.34,722.89,269500.0
2022-05-26,731.02,735.72,697.13,727.92,184247.0
2022-05-27,756.97,760.07,735.86,756.0,146018.0
2022-05-28,756.97,760.07,735.86,756.0,146018.0
2022-05-29,756.97,760.07,735.86,756.0,146018.0
2022-05-30,767.67,798.65,761.03,783.16,200152.0
2022-05-31,789.02,789.02,751.45,758.52,364526.0
2022-06-01,763.94,809.06,762.97,773.57,225629.0
2022-06-02,773.62,791.87,768.1,771.3,115618.0
2022-06-03,795.12,798.02,765.88,771.06,238184.0
2022-06-04,795.12,798.02,765.88,771.06,238184.0
2022-06-05,795.12,798.02,765.88,771.06,238184.0
2022-06-06,780.4,788.15,760.99,765.25,143375.0
2022-06-07,768.59,810.8,758.23,803.54,421370.0
2022-06-08,822.32,822.32,794.58,811.04,286403.0
2022-06-09,800.15,807.56,789.11,792.99,103976.0
2022-06-10,792.99,792.99,774.69,783.16,94542.0
2022-06-11,792.99,792.99,774.69,783.16,94542.0
2022-06-12,792.99,792.99,774.69,783.16,94542.0
2022-06-13,769.75,780.88,758.66,761.95,106176.0
2022-06-14,747.58,776.04,747.58,765.44,85455.0
2022-06-15,758.57,783.5,758.57,775.7,70628.0
2022-06-16,783.3,798.8,740.7,750.48,160123.0
2022-06-17,743.7,752.32,720.37,741.91,250952.0
2022-06-18,743.7,752.32,720.37,741.91,250952.0
2022-06-19,743.7,752.32,720.37,741.91,250952.0
2022-06-20,738.77,757.45,737.07,748.45,85069.0
2022-06-21,755.23,796.86,750.38,774.54,213484.0
2022-06-22,774.54,821.07,762.97,766.94,626146.0
2022-06-23,766.94,783.5,756.29,767.81,237843.0
2022-06-24,775.9,784.9,752.37,756.39,126922.0
