,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity
2014-06-14,94.59,101.49,91.75,94.21,335486.0
2014-06-15,94.59,101.49,91.75,94.21,335486.0
2014-06-16,94.64,98.28,90.24,93.59,47880.0
2014-06-17,94.59,95.06,91.75,93.26,78236.0
2014-06-18,94.59,97.61,89.05,89.91,387806.0
2014-06-19,91.66,92.03,86.08,86.6,158533.0
2014-06-20,86.6,90.52,84.66,86.36,321353.0
2014-06-21,86.6,90.52,84.66,86.36,321353.0
2014-06-22,86.6,90.52,84.66,86.36,321353.0
2014-06-23,86.36,88.44,84.75,85.6,647372.0
2014-06-24,85.84,91.28,85.84,87.97,868850.0
2014-06-25,90.52,99.65,89.81,97.57,3149552.0
2014-06-26,96.76,97.33,93.07,94.59,475052.0
2014-06-27,95.82,95.82,90.66,92.74,218495.0
2014-06-28,95.82,95.82,90.66,92.74,218495.0
2014-06-29,95.82,95.82,90.66,92.74,218495.0
2014-06-30,92.7,96.57,92.27,95.58,218170.0
2014-07-01,96.72,101.97,96.01,98.84,794100.0
2014-07-02,100.93,106.32,100.31,104.43,912840.0
2014-07-03,104.8,105.56,98.84,100.74,506604.0
2014-07-04,99.7,105.18,97.66,102.25,766070.0
2014-07-05,99.7,105.18,97.66,102.25,766070.0
2014-07-06,99.7,105.18,97.66,102.25,766070.0
2014-07-07,102.58,103.1,99.7,100.45,252002.0
2014-07-08,99.41,101.21,92.7,94.45,375266.0
2014-07-09,93.64,94.59,87.97,90.19,163912.0
2014-07-10,91.28,98.37,87.12,93.12,287502.0
2014-07-11,94.49,97.28,86.5,87.4,206884.0
2014-07-12,94.49,97.28,86.5,87.4,206884.0
2014-07-13,94.49,97.28,86.5,87.4,206884.0
2014-07-14,87.64,92.7,87.16,91.42,193576.0
2014-07-15,93.59,94.59,89.39,91.7,108846.0
2014-07-16,91.75,97.43,91.75,92.98,127251.0
2014-07-17,92.22,96.81,91.75,94.73,120340.0
2014-07-18,95.91,98.66,93.17,96.1,160768.0
2014-07-19,95.91,98.66,93.17,96.1,160768.0
2014-07-20,95.91,98.66,93.17,96.1,160768.0
2014-07-21,96.1,100.83,94.49,96.34,218190.0
2014-07-22,95.53,98.37,95.11,97.61,104961.0
2014-07-23,97.0,98.0,93.42,94.61,60974.0
2014-07-24,95.66,99.62,94.28,98.14,142392.0
2014-07-25,98.81,98.81,91.7,93.71,91315.0
2014-07-26,98.81,98.81,91.7,93.71,91315.0
2014-07-27,98.81,98.81,91.7,93.71,91315.0
2014-07-28,94.37,96.18,92.51,93.23,45672.0
2014-07-29,94.37,96.18,92.51,93.23,45672.0
2014-07-30,92.94,97.0,92.94,95.52,45568.0
2014-07-31,94.9,97.19,92.09,94.23,205326.0
2014-08-01,93.42,93.52,89.23,90.18,103413.0
2014-08-02,93.42,93.52,89.23,90.18,103413.0
2014-08-03,93.42,93.52,89.23,90.18,103413.0
2014-08-04,91.75,95.04,91.56,93.23,59932.0
2014-08-05,93.71,94.52,90.99,92.94,57924.0
2014-08-06,97.0,97.0,92.94,93.8,117713.0
2014-08-07,94.85,94.85,92.51,93.85,44860.0
2014-08-08,92.66,94.56,90.56,92.71,134174.0
2014-08-09,92.66,94.56,90.56,92.71,134174.0
2014-08-10,92.66,94.56,90.56,92.71,134174.0
2014-08-11,92.66,94.37,92.66,93.28,26773.0
2014-08-12,93.47,95.09,92.32,94.42,63591.0
2014-08-13,93.9,99.14,93.52,97.33,262964.0
2014-08-14,98.57,99.47,93.42,97.81,121094.0
2014-08-15,98.57,99.47,93.42,97.81,121094.0
2014-08-16,98.57,99.47,93.42,97.81,121094.0
2014-08-17,98.57,99.47,93.42,97.81,121094.0
2014-08-18,95.8,102.48,95.47,101.9,244401.0
2014-08-19,99.62,105.24,99.14,103.29,398755.0
2014-08-20,103.57,117.25,103.24,115.49,1879804.0
2014-08-21,115.25,115.25,108.86,110.29,331496.0
2014-08-22,112.01,115.25,107.77,111.53,356044.0
2014-08-23,112.01,115.25,107.77,111.53,356044.0
2014-08-24,112.01,115.25,107.77,111.53,356044.0
2014-08-25,111.72,116.3,105.38,109.01,156638.0
2014-08-26,108.2,109.86,105.24,106.86,116916.0
2014-08-27,106.43,116.3,105.91,112.06,487420.0
2014-08-28,113.11,114.39,108.2,109.24,130526.0
2014-08-29,113.11,114.39,108.2,109.24,130526.0
2014-08-30,113.11,114.39,108.2,109.24,130526.0
2014-08-31,113.11,114.39,108.2,109.24,130526.0
2014-09-01,108.67,124.12,107.05,121.54,1282200.0
2014-09-02,123.45,123.64,116.87,118.68,446381.0
2014-09-03,119.16,119.83,114.54,115.06,213677.0
2014-09-04,115.82,117.73,112.49,113.96,173369.0
2014-09-05,114.11,116.58,111.63,113.58,69539.0
2014-09-06,114.11,116.58,111.63,113.58,69539.0
2014-09-07,114.11,116.58,111.63,113.58,69539.0
2014-09-08,114.01,118.21,114.01,115.92,78864.0
2014-09-09,116.54,126.17,112.49,124.12,635078.0
2014-09-10,133.46,135.36,123.02,123.97,1969697.0
2014-09-11,123.97,127.74,122.02,122.59,342127.0
2014-09-12,122.97,128.41,122.69,122.92,242199.0
2014-09-13,122.97,128.41,122.69,122.92,242199.0
2014-09-14,122.97,128.41,122.69,122.92,242199.0
2014-09-15,122.92,127.74,119.4,125.74,197525.0
2014-09-16,125.83,126.74,114.39,116.97,259031.0
2014-09-17,119.16,120.87,114.49,116.11,132317.0
2014-09-18,117.01,123.45,116.78,122.26,198546.0
2014-09-19,121.07,126.59,120.26,123.45,220474.0
2014-09-20,121.07,126.59,120.26,123.45,220474.0
2014-09-21,121.07,126.59,120.26,123.45,220474.0
2014-09-22,121.16,124.88,119.16,120.59,125328.0
2014-09-23,120.49,125.16,115.06,116.3,267893.0
2014-09-24,117.25,119.49,104.96,111.91,159683.0
2014-09-25,112.25,114.39,107.72,109.05,98756.0
2014-09-26,109.29,114.82,106.77,113.68,153156.0
2014-09-27,109.29,114.82,106.77,113.68,153156.0
2014-09-28,109.29,114.82,106.77,113.68,153156.0
2014-09-29,112.53,116.3,111.25,113.25,106123.0
2014-09-30,113.15,118.06,111.68,113.3,93344.0
2014-10-01,112.53,117.06,111.91,115.97,97244.0
2014-10-02,112.53,117.06,111.91,115.97,97244.0
2014-10-03,112.53,117.06,111.91,115.97,97244.0
2014-10-04,112.53,117.06,111.91,115.97,97244.0
2014-10-05,112.53,117.06,111.91,115.97,97244.0
2014-10-06,112.53,117.06,111.91,115.97,97244.0
2014-10-07,116.11,117.73,113.25,114.96,90713.0
2014-10-08,113.82,117.06,113.44,114.82,107301.0
2014-10-09,117.25,118.68,114.54,115.68,93173.0
2014-10-10,114.87,117.25,113.92,116.3,724060.0
2014-10-11,114.87,117.25,113.92,116.3,724060.0
2014-10-12,114.87,117.25,113.92,116.3,724060.0
2014-10-13,114.58,117.82,113.34,113.92,49057.0
2014-10-14,114.39,115.87,111.53,112.06,36960.0
2014-10-15,114.39,115.87,111.53,112.06,36960.0
2014-10-16,111.82,113.44,104.86,106.48,60495.0
2014-10-17,108.58,110.96,105.53,109.53,49753.0
2014-10-18,108.58,110.96,105.53,109.53,49753.0
2014-10-19,108.58,110.96,105.53,109.53,49753.0
2014-10-20,117.82,117.82,110.82,111.53,31008.0
2014-10-21,110.87,115.82,110.87,114.25,27550.0
2014-10-22,113.44,115.73,113.01,114.01,14852.0
2014-10-23,114.58,116.3,113.3,114.25,10165.0
2014-10-24,114.58,116.3,113.3,114.25,10165.0
2014-10-25,114.58,116.3,113.3,114.25,10165.0
2014-10-26,114.58,116.3,113.3,114.25,10165.0
2014-10-27,114.39,114.77,109.63,110.48,40948.0
2014-10-28,110.58,112.25,107.86,110.53,45750.0
2014-10-29,112.3,113.44,110.58,111.91,27281.0
2014-10-30,112.3,116.49,110.58,112.96,56252.0
2014-10-31,115.73,117.44,107.81,114.3,59440.0
2014-11-01,115.73,117.44,107.81,114.3,59440.0
2014-11-02,115.73,117.44,107.81,114.3,59440.0
2014-11-03,116.25,119.16,112.2,117.49,55670.0
2014-11-04,116.25,119.16,112.2,117.49,55670.0
2014-11-05,117.35,119.11,114.2,116.25,120948.0
2014-11-06,117.35,119.11,114.2,116.25,120948.0
2014-11-07,119.02,122.92,112.72,114.11,70333.0
2014-11-08,119.02,122.92,112.72,114.11,70333.0
2014-11-09,119.02,122.92,112.72,114.11,70333.0
2014-11-10,114.11,116.25,107.15,108.58,92406.0
2014-11-11,108.86,112.49,108.15,108.63,109350.0
2014-11-12,108.43,110.29,106.77,107.53,137409.0
2014-11-13,109.58,109.63,105.67,106.72,195532.0
2014-11-14,106.58,107.81,100.09,103.67,114230.0
2014-11-15,106.58,107.81,100.09,103.67,114230.0
2014-11-16,106.58,107.81,100.09,103.67,114230.0
2014-11-17,105.29,109.63,101.33,102.29,102648.0
2014-11-18,103.72,108.53,102.29,106.67,266496.0
2014-11-19,106.81,113.01,105.81,110.63,449601.0
2014-11-20,112.44,114.2,109.15,110.87,158623.0
2014-11-21,110.63,113.11,107.72,109.34,40647.0
2014-11-22,110.63,113.11,107.72,109.34,40647.0
2014-11-23,110.63,113.11,107.72,109.34,40647.0
2014-11-24,108.72,111.44,106.58,108.67,74234.0
2014-11-25,107.96,108.05,101.71,104.62,57760.0
2014-11-26,104.0,104.81,101.81,102.19,71575.0
2014-11-27,101.38,103.67,100.19,101.14,88851.0
2014-11-28,104.86,109.15,101.62,102.52,277798.0
2014-11-29,104.86,109.15,101.62,102.52,277798.0
2014-11-30,104.86,109.15,101.62,102.52,277798.0
2014-12-01,104.24,106.48,101.52,105.29,87569.0
2014-12-02,104.0,107.62,102.91,104.81,55000.0
2014-12-03,104.81,106.77,103.14,104.53,198825.0
2014-12-04,105.19,106.34,100.9,102.38,132088.0
2014-12-05,102.43,107.67,102.38,103.43,193497.0
2014-12-06,102.43,107.67,102.38,103.43,193497.0
2014-12-07,102.43,107.67,102.38,103.43,193497.0
2014-12-08,103.29,105.72,102.0,102.38,63055.0
2014-12-09,102.38,104.76,99.09,99.9,64414.0
2014-12-10,100.57,101.9,99.9,100.71,43984.0
2014-12-11,100.14,102.0,98.28,100.14,38656.0
2014-12-12,100.14,101.43,98.47,99.38,33705.0
2014-12-13,100.14,101.43,98.47,99.38,33705.0
2014-12-14,100.14,101.43,98.47,99.38,33705.0
2014-12-15,98.95,101.05,96.66,97.9,47237.0
2014-12-16,97.9,99.19,90.56,92.56,93475.0
2014-12-17,93.42,94.37,86.13,92.66,61217.0
2014-12-18,93.42,95.8,91.32,92.28,92071.0
2014-12-19,94.09,99.62,92.9,96.04,237261.0
2014-12-20,94.09,99.62,92.9,96.04,237261.0
2014-12-21,94.09,99.62,92.9,96.04,237261.0
2014-12-22,97.14,98.76,92.75,93.85,217922.0
2014-12-23,96.61,98.66,91.75,93.13,166465.0
2014-12-24,94.71,96.61,93.13,95.42,59484.0
2014-12-25,94.71,96.61,93.13,95.42,59484.0
2014-12-26,96.66,98.19,93.9,96.66,107940.0
2014-12-27,96.66,98.19,93.9,96.66,107940.0
2014-12-28,96.66,98.19,93.9,96.66,107940.0
2014-12-29,98.0,98.0,95.52,95.99,16568.0
2014-12-30,94.42,98.14,91.75,97.28,60905.0
2014-12-31,97.23,99.81,96.33,98.76,44305.0
2015-01-01,98.76,102.95,97.66,102.24,83184.0
2015-01-02,104.14,104.38,98.95,99.86,162953.0
2015-01-03,104.14,104.38,98.95,99.86,162953.0
2015-01-04,104.14,104.38,98.95,99.86,162953.0
2015-01-05,100.76,112.49,100.14,106.1,577066.0
2015-01-06,104.86,105.62,99.14,100.67,181417.0
2015-01-07,101.9,104.57,98.9,102.76,135349.0
2015-01-08,104.67,105.67,100.57,101.81,226351.0
2015-01-09,102.81,103.33,101.09,102.43,46150.0
2015-01-10,102.81,103.33,101.09,102.43,46150.0
2015-01-11,102.81,103.33,101.09,102.43,46150.0
2015-01-12,103.19,103.19,100.33,101.71,29478.0
2015-01-13,103.1,104.67,100.57,101.33,165135.0
2015-01-14,101.62,107.91,101.62,103.33,324569.0
2015-01-15,105.72,107.05,104.05,105.91,181707.0
2015-01-16,104.96,108.63,103.48,104.24,160715.0
2015-01-17,104.96,108.63,103.48,104.24,160715.0
2015-01-18,104.96,108.63,103.48,104.24,160715.0
2015-01-19,104.81,107.72,103.53,104.76,152588.0
2015-01-20,104.76,106.53,103.43,104.43,58804.0
2015-01-21,103.53,109.63,103.43,104.0,355080.0
2015-01-22,105.29,107.0,103.67,106.0,146166.0
2015-01-23,106.0,108.67,102.95,103.95,548943.0
2015-01-24,106.0,108.67,102.95,103.95,548943.0
2015-01-25,106.0,108.67,102.95,103.95,548943.0
2015-01-26,106.0,108.67,102.95,103.95,548943.0
2015-01-27,103.95,105.62,102.95,103.72,106659.0
2015-01-28,103.72,104.76,102.0,102.81,66553.0
2015-01-29,102.95,104.05,98.66,100.09,92399.0
2015-01-30,100.33,101.43,98.81,99.47,47394.0
2015-01-31,100.33,101.43,98.81,99.47,47394.0
2015-02-01,100.33,101.43,98.81,99.47,47394.0
2015-02-02,98.95,100.09,92.94,94.14,180849.0
2015-02-03,94.14,98.62,92.04,93.52,106050.0
2015-02-04,94.42,94.42,91.04,91.61,131495.0
2015-02-05,93.71,97.71,92.04,93.04,354680.0
2015-02-06,93.28,93.94,90.61,91.32,107716.0
2015-02-07,93.28,93.94,90.61,91.32,107716.0
2015-02-08,93.28,93.94,90.61,91.32,107716.0
2015-02-09,92.18,95.23,91.13,94.52,92334.0
2015-02-10,95.8,98.57,93.42,94.99,160370.0
2015-02-11,96.23,97.9,94.42,94.95,160928.0
2015-02-12,96.57,96.57,92.47,94.37,113544.0
2015-02-13,95.61,95.76,94.42,95.18,143421.0
2015-02-14,95.61,95.76,94.42,95.18,143421.0
2015-02-15,95.61,95.76,94.42,95.18,143421.0
2015-02-16,96.09,96.09,94.18,95.23,70314.0
2015-02-17,96.09,96.09,94.18,95.23,70314.0
2015-02-18,96.47,96.47,93.9,94.61,78359.0
2015-02-19,108.63,108.63,94.09,94.71,70847.0
2015-02-20,94.37,95.66,93.56,93.85,102657.0
2015-02-21,94.37,95.66,93.56,93.85,102657.0
2015-02-22,94.37,95.66,93.56,93.85,102657.0
2015-02-23,94.37,94.99,93.18,93.66,68000.0
2015-02-24,94.8,94.8,91.61,92.61,30657.0
2015-02-25,94.76,96.71,92.51,93.42,55261.0
2015-02-26,94.28,94.37,91.7,92.51,28575.0
2015-02-27,93.47,93.47,86.03,90.89,67022.0
2015-02-28,92.85,93.42,88.99,90.18,94889.0
2015-03-01,92.85,93.42,88.99,90.18,94889.0
2015-03-02,91.99,93.42,88.89,90.37,131446.0
2015-03-03,91.51,93.9,89.61,93.37,137501.0
2015-03-04,94.37,95.8,91.04,93.61,234230.0
2015-03-05,94.37,95.33,92.47,94.71,35029.0
2015-03-06,94.37,95.33,92.47,94.71,35029.0
2015-03-07,94.37,95.33,92.47,94.71,35029.0
2015-03-08,94.37,95.33,92.47,94.71,35029.0
2015-03-09,94.85,96.38,92.56,95.09,32004.0
2015-03-10,94.37,96.28,93.42,94.52,62119.0
2015-03-11,93.42,95.99,93.42,95.09,76016.0
2015-03-12,94.47,96.23,92.94,93.61,24857.0
2015-03-13,95.23,95.76,91.32,92.37,55859.0
2015-03-14,95.23,95.76,91.32,92.37,55859.0
2015-03-15,95.23,95.76,91.32,92.37,55859.0
2015-03-16,92.47,94.47,86.27,87.8,119892.0
2015-03-17,86.75,91.47,86.75,89.51,55813.0
2015-03-18,88.03,91.61,88.03,89.56,51034.0
2015-03-19,91.04,91.04,88.94,89.89,39651.0
2015-03-20,91.47,94.37,87.99,89.18,153017.0
2015-03-21,91.47,94.37,87.99,89.18,153017.0
2015-03-22,91.47,94.37,87.99,89.18,153017.0
2015-03-23,89.18,89.56,85.98,87.18,27172.0
2015-03-24,81.65,89.04,81.65,87.51,45114.0
2015-03-25,87.8,88.13,83.89,85.51,84216.0
2015-03-26,79.12,85.41,79.12,82.89,74736.0
2015-03-27,81.41,83.55,77.74,79.5,122530.0
2015-03-28,81.41,83.55,77.74,79.5,122530.0
2015-03-29,81.41,83.55,77.74,79.5,122530.0
2015-03-30,82.65,93.04,82.6,89.04,454724.0
2015-03-31,92.47,95.33,89.18,90.47,10385642.0
2015-04-01,92.37,93.42,90.37,93.13,227619.0
2015-04-02,92.37,93.42,90.37,93.13,227619.0
2015-04-03,92.37,93.42,90.37,93.13,227619.0
2015-04-04,92.37,93.42,90.37,93.13,227619.0
2015-04-05,92.37,93.42,90.37,93.13,227619.0
2015-04-06,93.42,95.99,93.13,94.95,214256.0
2015-04-07,96.18,97.52,92.51,93.37,139410.0
2015-04-08,93.47,96.28,92.99,95.47,111922.0
2015-04-09,97.23,97.61,93.52,94.76,115678.0
2015-04-10,94.47,99.14,92.71,97.09,138263.0
2015-04-11,94.47,99.14,92.71,97.09,138263.0
2015-04-12,94.47,99.14,92.71,97.09,138263.0
2015-04-13,96.85,102.43,96.66,100.19,215954.0
2015-04-14,96.85,102.43,96.66,100.19,215954.0
2015-04-15,101.81,104.0,98.38,99.71,288412.0
2015-04-16,99.14,99.24,94.28,96.14,302499.0
2015-04-17,96.38,97.23,93.23,94.33,58358.0
2015-04-18,96.38,97.23,93.23,94.33,58358.0
2015-04-19,96.38,97.23,93.23,94.33,58358.0
2015-04-20,94.28,94.85,92.09,92.42,57087.0
2015-04-21,90.89,95.33,90.56,94.33,58172.0
2015-04-22,95.23,95.23,91.51,93.52,52995.0
2015-04-23,95.18,95.18,91.37,91.99,25186.0
2015-04-24,91.51,91.99,88.32,88.89,39379.0
2015-04-25,91.51,91.99,88.32,88.89,39379.0
2015-04-26,91.51,91.99,88.32,88.89,39379.0
2015-04-27,89.61,92.37,86.65,91.08,92274.0
2015-04-28,91.51,91.51,86.56,88.61,97080.0
2015-04-29,88.61,89.66,87.03,87.41,65236.0
2015-04-30,87.41,88.65,86.7,87.18,45219.0
2015-05-01,87.41,88.65,86.7,87.18,45219.0
2015-05-02,87.41,88.65,86.7,87.18,45219.0
2015-05-03,87.41,88.65,86.7,87.18,45219.0
2015-05-04,87.7,91.47,87.7,90.66,48427.0
2015-05-05,91.75,91.75,88.03,88.42,35207.0
2015-05-06,88.18,90.42,85.32,86.51,47224.0
2015-05-07,86.75,86.75,83.89,85.17,36084.0
2015-05-08,87.18,96.85,85.03,88.08,814125.0
2015-05-09,87.18,96.85,85.03,88.08,814125.0
2015-05-10,87.18,96.85,85.03,88.08,814125.0
2015-05-11,88.65,91.42,87.7,88.94,119388.0
2015-05-12,89.13,89.99,86.27,86.99,44155.0
2015-05-13,88.89,88.89,86.27,87.32,28290.0
2015-05-14,86.46,89.13,86.27,87.22,40508.0
2015-05-15,89.61,90.56,87.7,89.7,107857.0
2015-05-16,89.61,90.56,87.7,89.7,107857.0
2015-05-17,89.61,90.56,87.7,89.7,107857.0
2015-05-18,90.23,95.33,89.66,93.71,135434.0
2015-05-19,93.71,96.76,91.66,96.04,86399.0
2015-05-20,97.66,99.14,92.85,93.47,57486.0
2015-05-21,95.18,95.18,91.8,93.71,17033.0
2015-05-22,92.99,99.62,90.94,97.52,116694.0
2015-05-23,92.99,99.62,90.94,97.52,116694.0
2015-05-24,92.99,99.62,90.94,97.52,116694.0
2015-05-25,100.05,100.05,94.56,96.14,41442.0
2015-05-26,97.04,97.09,92.66,94.23,30817.0
2015-05-27,93.85,100.57,92.51,96.8,8174170.0
2015-05-28,97.66,99.62,93.42,98.71,217589.0
2015-05-29,98.19,98.19,94.37,95.76,59068.0
2015-05-30,98.19,98.19,94.37,95.76,59068.0
2015-05-31,98.19,98.19,94.37,95.76,59068.0
2015-06-01,97.23,97.23,93.9,94.61,47295.0
2015-06-02,96.18,96.18,91.56,91.99,50606.0
2015-06-03,93.75,93.75,88.27,89.23,81363.0
2015-06-04,88.99,90.27,86.8,87.84,77215.0
2015-06-05,87.51,89.27,85.84,88.18,44514.0
2015-06-06,87.51,89.27,85.84,88.18,44514.0
2015-06-07,87.51,89.27,85.84,88.18,44514.0
2015-06-08,89.51,89.89,85.37,85.94,68185.0
2015-06-09,86.8,88.18,82.46,82.84,84706.0
2015-06-10,85.13,85.75,83.89,85.03,18827.0
2015-06-11,85.79,86.65,82.46,83.27,24441.0
2015-06-12,82.27,85.51,81.31,85.13,24476.0
2015-06-13,82.27,85.51,81.31,85.13,24476.0
2015-06-14,82.27,85.51,81.31,85.13,24476.0
2015-06-15,87.56,87.56,82.22,83.22,53439.0
2015-06-16,84.65,84.65,80.5,81.74,227371.0
2015-06-17,82.74,83.41,79.65,80.79,145449.0
2015-06-18,81.36,81.98,80.6,81.27,372107.0
2015-06-19,81.89,84.84,81.89,83.22,35181.0
2015-06-20,81.89,84.84,81.89,83.22,35181.0
2015-06-21,81.89,84.84,81.89,83.22,35181.0
2015-06-22,84.65,86.27,83.41,85.37,68462.0
2015-06-23,85.79,86.32,83.32,83.84,558961.0
2015-06-24,83.98,85.79,82.6,83.13,87913.0
2015-06-25,84.41,85.46,82.6,84.36,23933.0
2015-06-26,85.79,87.7,83.89,84.65,568897.0
2015-06-27,85.79,87.7,83.89,84.65,568897.0
2015-06-28,85.79,87.7,83.89,84.65,568897.0
2015-06-29,82.93,83.94,81.03,82.6,26287.0
2015-06-30,83.74,87.65,81.89,86.13,210590.0
2015-07-01,85.84,86.13,83.94,84.46,94616.0
2015-07-02,84.6,85.84,83.89,85.08,156208.0
2015-07-03,85.79,85.79,84.27,85.22,65654.0
2015-07-04,85.79,85.79,84.27,85.22,65654.0
2015-07-05,85.79,85.79,84.27,85.22,65654.0
2015-07-06,84.7,86.56,82.93,85.79,85248.0
2015-07-07,87.46,91.51,83.89,89.94,527927.0
2015-07-08,88.65,91.04,85.89,87.75,123014.0
2015-07-09,88.65,90.27,85.41,86.27,66132.0
2015-07-10,87.32,88.46,84.6,85.51,24620.0
2015-07-11,87.32,88.46,84.6,85.51,24620.0
2015-07-12,87.32,88.46,84.6,85.51,24620.0
2015-07-13,85.51,87.37,84.84,85.98,36565.0
2015-07-14,86.13,87.13,84.22,84.7,120291.0
2015-07-15,85.6,88.56,84.84,87.03,186163.0
2015-07-16,88.18,90.08,86.37,87.32,134895.0
2015-07-17,86.13,89.27,84.94,85.56,139772.0
2015-07-18,86.13,89.27,84.94,85.56,139772.0
2015-07-19,86.13,89.27,84.94,85.56,139772.0
2015-07-20,85.27,87.7,84.84,85.37,131000.0
2015-07-21,85.37,86.94,84.17,84.41,143178.0
2015-07-22,84.7,86.27,84.41,85.75,48152.0
2015-07-23,86.18,87.91,85.79,86.52,79785.0
2015-07-24,85.75,87.38,84.74,85.12,58755.0
2015-07-25,85.75,87.38,84.74,85.12,58755.0
2015-07-26,85.75,87.38,84.74,85.12,58755.0
2015-07-27,84.83,87.09,84.83,85.7,87357.0
2015-07-28,85.17,86.47,84.26,84.78,123972.0
2015-07-29,85.6,88.68,84.93,85.75,155245.0
2015-07-30,87.38,87.38,83.29,84.35,88479.0
2015-07-31,86.04,88.63,84.88,87.29,113082.0
2015-08-01,86.04,88.63,84.88,87.29,113082.0
2015-08-02,86.04,88.63,84.88,87.29,113082.0
2015-08-03,89.83,91.28,87.09,89.45,344203.0
2015-08-04,91.33,103.78,89.59,99.84,1492355.0
2015-08-05,100.99,103.3,93.92,97.14,705264.0
2015-08-06,98.59,103.49,95.46,98.73,543760.0
2015-08-07,98.97,99.16,96.18,98.15,174743.0
2015-08-08,98.97,99.16,96.18,98.15,174743.0
2015-08-09,98.97,99.16,96.18,98.15,174743.0
2015-08-10,98.83,99.93,94.35,95.65,89319.0
2015-08-11,95.99,96.09,90.65,92.53,157120.0
2015-08-12,92.53,92.53,86.42,88.06,185127.0
2015-08-13,90.65,93.25,87.29,88.54,112135.0
2015-08-14,90.27,90.27,87.14,88.49,133095.0
2015-08-15,90.27,90.27,87.14,88.49,133095.0
2015-08-16,90.27,90.27,87.14,88.49,133095.0
2015-08-17,88.01,92.82,86.95,91.13,133076.0
2015-08-18,91.04,92.86,89.64,90.75,51307.0
2015-08-19,90.22,90.22,87.67,88.39,39224.0
2015-08-20,88.01,89.45,84.78,85.41,85210.0
2015-08-21,85.41,87.0,82.96,85.27,123611.0
2015-08-22,85.41,87.0,82.96,85.27,123611.0
2015-08-23,85.41,87.0,82.96,85.27,123611.0
2015-08-24,83.68,83.68,75.79,77.19,164189.0
2015-08-25,77.72,80.79,70.65,79.88,84481.0
2015-08-26,79.83,81.66,76.95,78.97,56515.0
2015-08-27,78.92,81.71,78.92,80.36,92967.0
2015-08-28,85.6,85.6,80.6,82.77,716821.0
2015-08-29,85.6,85.6,80.6,82.77,716821.0
2015-08-30,85.6,85.6,80.6,82.77,716821.0
2015-08-31,82.38,84.5,80.5,83.53,156334.0
2015-09-01,83.53,83.53,81.27,81.76,500960.0
2015-09-02,81.76,82.57,81.23,81.76,59603.0
2015-09-03,81.76,84.16,81.61,81.8,77683.0
2015-09-04,82.24,83.44,80.12,82.91,90017.0
2015-09-05,82.24,83.44,80.12,82.91,90017.0
2015-09-06,82.24,83.44,80.12,82.91,90017.0
2015-09-07,81.76,83.34,79.83,81.76,41748.0
2015-09-08,82.86,84.59,81.76,82.81,108683.0
2015-09-09,83.68,85.6,82.91,83.82,34492.0
2015-09-10,82.77,84.64,82.48,83.25,33513.0
2015-09-11,84.45,85.03,83.63,84.35,26609.0
2015-09-12,84.45,85.03,83.63,84.35,26609.0
2015-09-13,84.45,85.03,83.63,84.35,26609.0
2015-09-14,82.0,84.98,78.92,80.5,89328.0
2015-09-15,80.5,85.12,80.5,82.38,102438.0
2015-09-16,83.29,83.29,81.32,82.14,31252.0
2015-09-17,83.29,83.29,81.32,82.14,31252.0
2015-09-18,82.0,83.58,81.76,82.62,55201.0
2015-09-19,82.0,83.58,81.76,82.62,55201.0
2015-09-20,82.0,83.58,81.76,82.62,55201.0
2015-09-21,84.93,84.93,80.94,81.66,40835.0
2015-09-22,82.72,82.72,80.99,81.76,65528.0
2015-09-23,81.13,82.09,71.18,81.56,22168.0
2015-09-24,82.14,83.2,80.79,81.9,34400.0
2015-09-25,82.14,83.2,80.79,81.9,34400.0
2015-09-26,82.14,83.2,80.79,81.9,34400.0
2015-09-27,82.14,83.2,80.79,81.9,34400.0
2015-09-28,83.63,83.63,81.27,81.8,38342.0
2015-09-29,81.13,82.62,80.41,81.76,87680.0
2015-09-30,81.76,83.39,81.27,82.81,145538.0
2015-10-01,82.86,85.07,77.72,83.58,72253.0
2015-10-02,82.86,85.07,77.72,83.58,72253.0
2015-10-03,82.86,85.07,77.72,83.58,72253.0
2015-10-04,82.86,85.07,77.72,83.58,72253.0
2015-10-05,84.54,90.8,83.1,89.35,245859.0
2015-10-06,93.2,93.2,86.56,87.48,468143.0
2015-10-07,91.37,91.37,85.65,87.57,86134.0
2015-10-08,88.39,88.49,86.56,87.96,56386.0
2015-10-09,87.33,89.26,86.23,86.9,97303.0
2015-10-10,87.33,89.26,86.23,86.9,97303.0
2015-10-11,87.33,89.26,86.23,86.9,97303.0
2015-10-12,86.9,87.05,85.12,85.94,70599.0
2015-10-13,84.74,90.32,84.74,86.8,78849.0
2015-10-14,87.24,87.91,85.7,86.95,159064.0
2015-10-15,87.43,87.43,86.08,86.56,34926.0
2015-10-16,86.85,87.19,85.03,85.75,36509.0
2015-10-17,86.85,87.19,85.03,85.75,36509.0
2015-10-18,86.85,87.19,85.03,85.75,36509.0
2015-10-19,85.79,86.56,85.12,86.28,30498.0
2015-10-20,86.66,90.99,85.31,87.24,363421.0
2015-10-21,87.53,88.97,86.28,88.1,91157.0
2015-10-22,87.53,88.97,86.28,88.1,91157.0
2015-10-23,88.2,88.87,86.61,87.14,42937.0
