,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity
2018-06-11,773.94,779.78,764.71,770.63,776860.0
2018-06-12,768.87,791.45,765.09,787.42,991881.0
2018-06-13,787.0,797.4,778.98,782.93,1172998.0
2018-06-14,782.3,791.57,761.86,765.72,1117925.0
2018-06-15,767.19,773.9,759.76,762.36,1001878.0
2018-06-16,767.19,773.9,759.76,762.36,1001878.0
2018-06-17,767.19,773.9,759.76,762.36,1001878.0
2018-06-18,762.15,765.93,738.65,741.21,1444090.0
2018-06-19,739.49,741.17,719.34,723.46,1621721.0
2018-06-20,725.68,731.3,683.92,704.57,1705175.0
2018-06-21,702.56,743.68,692.86,705.24,4405389.0
2018-06-22,703.39,713.34,697.81,701.8,2174223.0
2018-06-23,703.39,713.34,697.81,701.8,2174223.0
2018-06-24,703.39,713.34,697.81,701.8,2174223.0
2018-06-25,703.39,705.91,670.03,675.4,2370127.0
2018-06-26,683.25,693.87,659.75,680.65,3273280.0
2018-06-27,675.82,689.13,667.3,672.38,2286206.0
2018-06-28,672.3,679.93,648.46,653.91,2175605.0
2018-06-29,653.03,665.79,652.4,656.64,1562699.0
2018-06-30,653.03,665.79,652.4,656.64,1562699.0
2018-07-01,653.03,665.79,652.4,656.64,1562699.0
2018-07-02,658.07,676.37,652.82,656.35,2330751.0
2018-07-03,654.88,668.81,650.22,665.71,1225892.0
2018-07-04,665.62,671.5,655.72,665.5,1395392.0
2018-07-05,663.1,673.18,642.41,646.99,1300702.0
2018-07-06,642.96,674.52,639.22,666.55,1866778.0
2018-07-07,642.96,674.52,639.22,666.55,1866778.0
2018-07-08,642.96,674.52,639.22,666.55,1866778.0
2018-07-09,672.34,685.98,670.66,682.33,1848438.0
2018-07-10,682.75,690.47,676.53,679.35,1101658.0
2018-07-11,679.89,685.18,664.15,671.75,1492773.0
2018-07-12,677.29,681.99,655.76,661.26,1207824.0
2018-07-13,663.1,668.14,652.74,659.54,991332.0
2018-07-14,663.1,668.14,652.74,659.54,991332.0
2018-07-15,663.1,668.14,652.74,659.54,991332.0
2018-07-16,659.71,660.92,617.48,624.49,1589564.0
2018-07-17,626.13,644.09,608.08,641.45,1584287.0
2018-07-18,638.93,660.33,625.33,653.91,2045060.0
2018-07-19,654.71,655.72,623.36,633.1,1214395.0
2018-07-20,636.83,648.42,629.45,639.1,974590.0
2018-07-21,636.83,648.42,629.45,639.1,974590.0
2018-07-22,636.83,648.42,629.45,639.1,974590.0
2018-07-23,640.44,663.1,639.35,655.89,1451163.0
2018-07-24,663.1,670.28,649.13,661.09,1626430.0
2018-07-25,661.43,665.58,636.75,642.5,1837812.0
2018-07-26,640.44,649.67,633.01,643.59,1180560.0
2018-07-27,646.28,653.12,640.48,649.55,1224242.0
2018-07-28,646.28,653.12,640.48,649.55,1224242.0
2018-07-29,646.28,653.12,640.48,649.55,1224242.0
2018-07-30,653.03,661.64,648.0,650.09,1469654.0
2018-07-31,651.56,651.56,641.32,648.25,1452487.0
2018-08-01,646.36,670.16,646.36,665.29,1445810.0
2018-08-02,667.3,678.21,659.75,670.91,1898719.0
2018-08-03,671.5,680.69,671.5,676.12,988410.0
2018-08-04,671.5,680.69,671.5,676.12,988410.0
2018-08-05,671.5,680.69,671.5,676.12,988410.0
2018-08-06,674.86,686.57,670.58,678.0,1021964.0
2018-08-07,680.31,687.66,677.37,683.08,764932.0
2018-08-08,686.61,696.68,677.0,687.57,1728691.0
2018-08-09,691.64,700.04,681.61,697.14,930395.0
2018-08-10,697.94,701.72,689.75,693.49,1470289.0
2018-08-11,697.94,701.72,689.75,693.49,1470289.0
2018-08-12,697.94,701.72,689.75,693.49,1470289.0
2018-08-13,705.07,705.07,635.41,640.19,7672055.0
2018-08-14,642.12,657.61,632.72,653.83,3802623.0
2018-08-15,642.12,657.61,632.72,653.83,3802623.0
2018-08-16,657.23,664.74,646.32,659.12,2075508.0
2018-08-17,670.66,670.66,655.55,662.22,1483863.0
2018-08-18,670.66,670.66,655.55,662.22,1483863.0
2018-08-19,670.66,670.66,655.55,662.22,1483863.0
2018-08-20,664.8,671.73,658.76,669.57,1161591.0
2018-08-21,671.56,684.36,663.7,675.02,2490936.0
2018-08-22,671.56,684.36,663.7,675.02,2490936.0
2018-08-23,677.51,682.92,668.9,672.53,1773651.0
2018-08-24,671.6,675.78,647.06,649.59,2788104.0
2018-08-25,671.6,675.78,647.06,649.59,2788104.0
2018-08-26,671.6,675.78,647.06,649.59,2788104.0
2018-08-27,647.91,655.0,646.22,649.47,1564678.0
2018-08-28,662.27,662.27,646.43,651.96,1858906.0
2018-08-29,652.97,657.2,646.89,648.79,868084.0
2018-08-30,646.22,654.24,642.71,646.22,1282565.0
2018-08-31,654.66,654.66,643.17,647.23,996130.0
2018-09-01,654.66,654.66,643.17,647.23,996130.0
2018-09-02,654.66,654.66,643.17,647.23,996130.0
2018-09-03,647.91,669.28,647.91,657.32,1518409.0
2018-09-04,656.35,659.94,594.26,611.2,3050360.0
2018-09-05,610.27,620.41,593.38,608.46,2321983.0
2018-09-06,612.43,614.67,584.85,589.45,4869424.0
2018-09-07,587.85,591.1,575.3,587.04,2684969.0
2018-09-08,587.85,591.1,575.3,587.04,2684969.0
2018-09-09,587.85,591.1,575.3,587.04,2684969.0
2018-09-10,582.86,593.0,579.52,584.0,1326659.0
2018-09-11,589.58,594.18,555.2,563.18,3584868.0
2018-09-12,565.12,578.72,553.76,574.71,2462407.0
2018-09-13,565.12,578.72,553.76,574.71,2462407.0
2018-09-14,580.33,585.4,575.26,581.13,1152416.0
2018-09-15,580.33,585.4,575.26,581.13,1152416.0
2018-09-16,580.33,585.4,575.26,581.13,1152416.0
2018-09-17,578.64,581.21,566.98,570.06,1380243.0
2018-09-18,573.19,579.14,566.18,568.08,987773.0
2018-09-19,577.54,577.54,548.31,553.42,1898166.0
2018-09-20,577.54,577.54,548.31,553.42,1898166.0
2018-09-21,553.3,565.97,470.51,560.98,2097864.0
2018-09-22,553.3,565.97,470.51,560.98,2097864.0
2018-09-23,553.3,565.97,470.51,560.98,2097864.0
2018-09-24,564.36,565.08,523.73,534.33,1357928.0
2018-09-25,537.67,544.76,525.42,540.54,1344719.0
2018-09-26,548.82,553.72,533.15,536.4,1253679.0
2018-09-27,542.31,546.33,519.59,523.73,1871161.0
2018-09-28,526.26,530.15,504.68,518.87,1906270.0
2018-09-29,526.26,530.15,504.68,518.87,1906270.0
2018-09-30,526.26,530.15,504.68,518.87,1906270.0
2018-10-01,515.75,557.73,502.44,552.16,1757612.0
2018-10-02,515.75,557.73,502.44,552.16,1757612.0
2018-10-03,548.9,560.22,525.63,530.91,1750937.0
2018-10-04,516.55,545.02,516.55,539.44,1746482.0
2018-10-05,536.4,540.2,502.57,515.75,1904278.0
2018-10-06,536.4,540.2,502.57,515.75,1904278.0
2018-10-07,536.4,540.2,502.57,515.75,1904278.0
2018-10-08,505.15,530.23,496.07,523.43,1686561.0
2018-10-09,539.78,539.78,505.99,515.87,1517635.0
2018-10-10,530.19,550.0,516.13,543.62,1410164.0
2018-10-11,540.62,556.76,515.45,537.67,2315181.0
2018-10-12,544.81,554.99,539.57,552.41,941632.0
2018-10-13,544.81,554.99,539.57,552.41,941632.0
2018-10-14,544.81,554.99,539.57,552.41,941632.0
2018-10-15,551.61,563.43,540.62,548.61,1688317.0
2018-10-16,565.97,575.26,548.27,566.35,1347134.0
2018-10-17,570.19,570.53,548.23,552.54,1102674.0
2018-10-18,570.19,570.53,548.23,552.54,1102674.0
2018-10-19,553.3,565.63,527.24,541.39,1458295.0
2018-10-20,553.3,565.63,527.24,541.39,1458295.0
2018-10-21,553.3,565.63,527.24,541.39,1458295.0
2018-10-22,543.5,552.49,530.99,541.72,1241992.0
2018-10-23,537.03,540.54,526.35,534.04,1177703.0
2018-10-24,544.85,550.38,529.81,547.68,1229638.0
2018-10-25,542.31,543.96,515.28,519.84,2448085.0
2018-10-26,519.51,536.78,508.1,523.81,1459769.0
2018-10-27,519.51,536.78,508.1,523.81,1459769.0
2018-10-28,519.51,536.78,508.1,523.81,1459769.0
2018-10-29,531.29,553.21,513.68,548.52,1463657.0
2018-10-30,547.0,564.87,540.67,550.3,1279540.0
2018-10-31,549.07,558.87,532.18,549.71,1538396.0
2018-11-01,552.03,569.94,550.47,567.91,1454398.0
2018-11-02,572.77,577.62,554.1,560.22,2117469.0
2018-11-03,572.77,577.62,554.1,560.22,2117469.0
2018-11-04,572.77,577.62,554.1,560.22,2117469.0
2018-11-05,557.52,557.52,517.06,522.04,5335064.0
2018-11-06,532.18,532.18,511.06,513.21,2498345.0
2018-11-07,514.02,519.68,513.59,515.11,265925.0
2018-11-08,514.02,519.68,513.59,515.11,265925.0
2018-11-09,511.9,534.2,507.89,526.94,2201063.0
2018-11-10,511.9,534.2,507.89,526.94,2201063.0
2018-11-11,511.9,534.2,507.89,526.94,2201063.0
2018-11-12,527.91,534.42,519.59,522.08,1072876.0
2018-11-13,523.73,523.73,511.06,516.38,1344991.0
2018-11-14,520.79,534.83,515.07,520.58,1891658.0
2018-11-15,520.58,524.95,504.46,506.03,2024994.0
2018-11-16,506.37,522.49,495.35,515.83,2781001.0
2018-11-17,506.37,522.49,495.35,515.83,2781001.0
2018-11-18,506.37,522.49,495.35,515.83,2781001.0
2018-11-19,520.11,527.83,516.93,523.38,1280038.0
2018-11-20,521.13,528.85,514.43,516.59,1629359.0
2018-11-21,515.7,531.82,515.7,527.03,1206850.0
2018-11-22,525.88,530.12,506.8,508.96,2289973.0
2018-11-23,525.88,530.12,506.8,508.96,2289973.0
2018-11-24,525.88,530.12,506.8,508.96,2289973.0
2018-11-25,525.88,530.12,506.8,508.96,2289973.0
2018-11-26,508.45,517.23,503.62,510.95,1833226.0
2018-11-27,509.0,520.28,507.31,518.93,1555768.0
2018-11-28,521.56,524.61,513.37,517.95,1166758.0
2018-11-29,519.18,525.67,513.16,522.7,1562572.0
2018-11-30,518.71,518.71,497.93,501.75,3423162.0
2018-12-01,518.71,518.71,497.93,501.75,3423162.0
2018-12-02,518.71,518.71,497.93,501.75,3423162.0
2018-12-03,504.46,509.94,499.84,504.8,1292196.0
2018-12-04,504.85,512.14,496.7,500.48,1298065.0
2018-12-05,500.14,503.45,481.94,486.74,2135311.0
2018-12-06,487.71,506.08,478.42,501.03,3114208.0
2018-12-07,486.86,507.94,486.86,504.21,2131415.0
2018-12-08,486.86,507.94,486.86,504.21,2131415.0
2018-12-09,486.86,507.94,486.86,504.21,2131415.0
2018-12-10,497.72,497.72,483.47,487.75,1034704.0
2018-12-11,480.08,491.53,468.92,474.78,2783184.0
2018-12-12,472.66,484.4,472.66,480.76,2119429.0
2018-12-13,483.73,490.0,473.0,475.58,1805282.0
2018-12-14,473.97,490.89,470.49,488.18,2401557.0
2018-12-15,473.97,490.89,470.49,488.18,2401557.0
2018-12-16,473.97,490.89,470.49,488.18,2401557.0
2018-12-17,495.6,495.6,482.71,487.2,1512736.0
2018-12-18,487.59,502.3,483.47,499.46,2116856.0
2018-12-19,502.56,508.49,497.42,506.29,1518456.0
2018-12-20,504.68,514.85,500.65,506.25,1428348.0
2018-12-21,508.07,514.64,496.62,501.2,1053769.0
2018-12-22,508.07,514.64,496.62,501.2,1053769.0
2018-12-23,508.07,514.64,496.62,501.2,1053769.0
2018-12-24,507.18,508.92,487.88,489.37,1282032.0
2018-12-25,507.18,508.92,487.88,489.37,1282032.0
2018-12-26,492.38,492.38,469.9,487.97,2412401.0
2018-12-27,490.26,501.58,489.62,497.21,1594146.0
2018-12-28,498.74,524.61,498.74,521.89,3550786.0
2018-12-29,498.74,524.61,498.74,521.89,3550786.0
2018-12-30,498.74,524.61,498.74,521.89,3550786.0
2018-12-31,522.49,526.26,512.31,515.49,2612182.0
2019-01-01,518.08,521.64,509.51,515.58,1464834.0
2019-01-02,515.45,520.11,507.6,512.82,1251326.0
2019-01-03,516.93,517.27,494.54,496.28,1622299.0
2019-01-04,504.25,505.48,496.53,502.3,1246067.0
2019-01-05,504.25,505.48,496.53,502.3,1246067.0
2019-01-06,504.25,505.48,496.53,502.3,1246067.0
2019-01-07,507.05,512.69,500.44,504.97,904690.0
2019-01-08,506.58,511.29,501.07,508.79,928027.0
2019-01-09,510.19,511.8,496.28,499.5,1028088.0
2019-01-10,498.74,506.97,497.59,500.48,754059.0
2019-01-11,502.13,504.68,495.35,499.5,899857.0
2019-01-12,502.13,504.68,495.35,499.5,899857.0
2019-01-13,502.13,504.68,495.35,499.5,899857.0
2019-01-14,499.5,501.33,488.56,491.11,904437.0
2019-01-15,481.78,493.27,481.78,491.57,1207401.0
2019-01-16,492.29,500.44,484.36,486.4,1319683.0
2019-01-17,486.82,488.94,477.7,479.19,1153131.0
2019-01-18,481.78,482.11,435.25,445.47,6997616.0
2019-01-19,481.78,482.11,435.25,445.47,6997616.0
2019-01-20,481.78,482.11,435.25,445.47,6997616.0
2019-01-21,453.78,454.63,431.73,434.36,4157934.0
2019-01-22,437.08,443.78,432.62,440.43,2574991.0
2019-01-23,441.91,455.4,441.15,449.08,3560935.0
2019-01-24,450.18,457.94,442.33,447.0,2202344.0
2019-01-25,449.76,455.14,412.69,429.06,4031868.0
2019-01-26,449.76,455.14,412.69,429.06,4031868.0
2019-01-27,449.76,455.14,412.69,429.06,4031868.0
2019-01-28,434.19,460.99,418.5,451.54,4778202.0
2019-01-29,447.0,459.47,441.91,452.47,2536199.0
2019-01-30,449.71,459.0,445.64,452.64,1668749.0
2019-01-31,461.97,461.97,441.19,449.63,1791441.0
2019-02-01,449.54,464.22,444.03,451.37,1739194.0
2019-02-02,449.54,464.22,444.03,451.37,1739194.0
2019-02-03,449.54,464.22,444.03,451.37,1739194.0
2019-02-04,450.14,451.92,432.58,444.54,1076116.0
2019-02-05,451.07,451.07,435.21,442.76,1118657.0
2019-02-06,443.9,465.91,438.18,461.04,1966328.0
2019-02-07,447.93,466.51,447.93,451.54,1802119.0
2019-02-08,453.78,454.29,426.68,441.91,1710372.0
2019-02-09,453.78,454.29,426.68,441.91,1710372.0
2019-02-10,453.78,454.29,426.68,441.91,1710372.0
2019-02-11,466.51,490.51,454.04,486.91,12968128.0
2019-02-12,483.68,490.68,472.74,475.67,4844674.0
2019-02-13,474.14,483.26,466.72,469.56,2394798.0
2019-02-14,469.43,498.36,462.1,491.19,4369930.0
2019-02-15,492.21,492.43,458.78,465.97,4076857.0
2019-02-16,492.21,492.43,458.78,465.97,4076857.0
2019-02-17,492.21,492.43,458.78,465.97,4076857.0
2019-02-18,463.29,472.28,460.44,464.7,2705697.0
2019-02-19,472.79,479.99,457.63,475.05,3116651.0
2019-02-20,476.58,488.08,473.81,483.22,2708394.0
2019-02-21,483.86,504.31,478.84,500.56,2877091.0
2019-02-22,499.2,509.85,495.11,499.11,3385404.0
2019-02-23,499.2,509.85,495.11,499.11,3385404.0
2019-02-24,499.2,509.85,495.11,499.11,3385404.0
2019-02-25,505.84,506.86,495.45,500.09,2049389.0
2019-02-26,494.09,524.67,486.5,515.55,4900389.0
2019-02-27,517.09,526.16,502.61,505.76,4563740.0
2019-02-28,509.42,521.18,500.48,518.15,3754153.0
2019-03-01,511.17,526.46,511.17,524.67,2649610.0
2019-03-02,511.17,526.46,511.17,524.67,2649610.0
2019-03-03,511.17,526.46,511.17,524.67,2649610.0
2019-03-04,511.17,526.46,511.17,524.67,2649610.0
2019-03-05,523.9,536.94,522.11,533.1,2200216.0
2019-03-06,532.42,539.87,524.24,529.65,3078471.0
2019-03-07,529.86,534.08,520.2,522.79,1942300.0
2019-03-08,523.77,528.33,503.71,507.42,2941759.0
2019-03-09,523.77,528.33,503.71,507.42,2941759.0
2019-03-10,523.77,528.33,503.71,507.42,2941759.0
2019-03-11,515.38,528.16,508.74,525.48,3145788.0
2019-03-12,531.48,533.1,522.45,526.07,2358843.0
2019-03-13,527.69,529.65,518.79,521.81,1566070.0
2019-03-14,523.05,531.27,513.72,523.6,2222824.0
2019-03-15,525.95,537.32,519.64,526.03,3632495.0
2019-03-16,525.95,537.32,519.64,526.03,3632495.0
2019-03-17,525.95,537.32,519.64,526.03,3632495.0
2019-03-18,531.27,533.74,522.24,528.54,1450606.0
2019-03-19,530.63,537.15,525.18,529.48,2081710.0
2019-03-20,531.15,531.28,523.45,527.34,1489146.0
2019-03-21,531.15,531.28,523.45,527.34,1489146.0
2019-03-22,531.06,531.06,504.16,509.81,2203902.0
2019-03-23,531.06,531.06,504.16,509.81,2203902.0
2019-03-24,531.06,531.06,504.16,509.81,2203902.0
2019-03-25,502.75,505.4,489.58,495.95,2451675.0
2019-03-26,500.36,506.3,496.98,500.19,1619423.0
2019-03-27,502.07,514.64,498.69,503.99,2208018.0
2019-03-28,502.41,521.74,502.41,518.36,2916465.0
2019-03-29,518.58,546.55,518.58,537.22,4425556.0
2019-03-30,518.58,546.55,518.58,537.22,4425556.0
2019-03-31,518.58,546.55,518.58,537.22,4425556.0
2019-04-01,536.45,545.6,531.62,538.42,2215568.0
2019-04-02,536.32,556.55,529.52,548.94,3593745.0
2019-04-03,543.12,548.94,535.64,539.27,2782039.0
2019-04-04,538.85,547.31,531.32,536.62,1763295.0
2019-04-05,551.63,551.63,538.42,546.16,1599322.0
2019-04-06,551.63,551.63,538.42,546.16,1599322.0
2019-04-07,551.63,551.63,538.42,546.16,1599322.0
2019-04-08,537.48,550.74,532.48,536.24,1772731.0
2019-04-09,540.56,540.56,516.91,522.25,2463104.0
2019-04-10,529.01,529.01,508.06,510.11,2476155.0
2019-04-11,512.29,518.92,505.49,512.55,2202921.0
2019-04-12,515.33,517.93,509.6,515.28,1616813.0
2019-04-13,515.33,517.93,509.6,515.28,1616813.0
2019-04-14,515.33,517.93,509.6,515.28,1616813.0
2019-04-15,518.32,520.63,506.35,508.18,1418970.0
2019-04-16,511.48,515.88,508.4,510.54,1323451.0
2019-04-17,511.48,515.88,508.4,510.54,1323451.0
2019-04-18,513.19,517.04,500.79,503.14,1786638.0
2019-04-19,513.19,517.04,500.79,503.14,1786638.0
2019-04-20,513.19,517.04,500.79,503.14,1786638.0
2019-04-21,513.19,517.04,500.79,503.14,1786638.0
2019-04-22,503.48,517.68,499.12,514.21,2333051.0
2019-04-23,514.21,521.57,493.3,496.47,3361244.0
2019-04-24,499.67,504.63,498.18,502.92,1170381.0
2019-04-25,504.89,511.01,490.09,492.45,2125669.0
2019-04-26,496.94,500.36,485.82,491.63,1237215.0
2019-04-27,496.94,500.36,485.82,491.63,1237215.0
2019-04-28,496.94,500.36,485.82,491.63,1237215.0
2019-04-29,496.94,500.36,485.82,491.63,1237215.0
2019-04-30,502.07,502.07,478.29,491.16,2182597.0
2019-05-01,502.07,502.07,478.29,491.16,2182597.0
2019-05-02,496.94,496.94,474.7,477.39,1708576.0
2019-05-03,480.69,480.69,471.62,474.78,1717527.0
2019-05-04,480.69,480.69,471.62,474.78,1717527.0
2019-05-05,480.69,480.69,471.62,474.78,1717527.0
2019-05-06,473.67,478.38,469.22,473.03,1418178.0
2019-05-07,473.03,476.84,466.15,471.36,1873451.0
2019-05-08,468.71,471.28,449.04,452.38,3094961.0
2019-05-09,446.64,467.69,446.64,462.47,2214831.0
2019-05-10,429.37,473.33,429.37,462.85,1180182.0
2019-05-11,429.37,473.33,429.37,462.85,1180182.0
2019-05-12,429.37,473.33,429.37,462.85,1180182.0
2019-05-13,461.01,468.71,448.23,458.15,1536595.0
2019-05-14,451.61,465.72,445.28,459.86,1815662.0
2019-05-15,459.65,469.99,446.77,449.47,1822414.0
2019-05-16,450.75,467.0,448.18,453.91,1305130.0
2019-05-17,454.68,466.15,451.18,456.82,982521.0
2019-05-18,454.68,466.15,451.18,456.82,982521.0
2019-05-19,454.68,466.15,451.18,456.82,982521.0
2019-05-20,474.7,484.96,462.0,481.84,1673110.0
2019-05-21,483.25,489.11,463.79,465.85,1322029.0
2019-05-22,474.19,476.32,455.37,474.1,1875700.0
2019-05-23,493.77,510.62,466.57,468.58,4134721.0
2019-05-24,472.99,480.22,437.92,453.79,12561737.0
2019-05-25,472.99,480.22,437.92,453.79,12561737.0
2019-05-26,472.99,480.22,437.92,453.79,12561737.0
2019-05-27,454.77,463.24,451.82,460.03,2736119.0
2019-05-28,460.16,466.53,455.5,459.47,1616068.0
2019-05-29,460.33,463.58,449.47,461.31,2374283.0
2019-05-30,461.87,467.94,457.68,466.44,2124326.0
2019-05-31,466.32,472.69,461.01,469.7,2483181.0
2019-06-01,466.32,472.69,461.01,469.7,2483181.0
2019-06-02,466.32,472.69,461.01,469.7,2483181.0
2019-06-03,470.25,472.26,462.9,464.35,1153933.0
2019-06-04,464.35,466.1,453.74,459.22,2500449.0
2019-06-05,464.35,466.1,453.74,459.22,2500449.0
2019-06-06,460.37,464.95,453.4,462.77,2955343.0
2019-06-07,463.58,466.62,455.03,462.0,2934216.0
2019-06-08,463.58,466.62,455.03,462.0,2934216.0
2019-06-09,463.58,466.62,455.03,462.0,2934216.0
2019-06-10,469.57,478.72,444.76,451.61,4733350.0
2019-06-11,453.44,458.88,437.06,449.51,4210815.0
2019-06-12,457.51,457.51,444.34,447.59,2424777.0
2019-06-13,449.04,457.55,442.07,452.85,2062099.0
2019-06-14,450.15,453.19,444.76,448.23,1335732.0
2019-06-15,450.15,453.19,444.76,448.23,1335732.0
2019-06-16,450.15,453.19,444.76,448.23,1335732.0
2019-06-17,447.07,449.0,435.4,443.01,2170058.0
2019-06-18,444.51,452.16,439.8,448.53,1919073.0
2019-06-19,448.65,454.81,439.2,444.59,1539012.0
2019-06-20,447.33,465.93,442.62,464.26,2438755.0
2019-06-21,465.97,466.4,445.02,447.07,2250441.0
2019-06-22,465.97,466.4,445.02,447.07,2250441.0
2019-06-23,465.97,466.4,445.02,447.07,2250441.0
2019-06-24,449.04,449.77,441.81,443.65,1230563.0
2019-06-25,443.05,446.43,436.47,444.81,1615119.0
2019-06-26,447.2,449.42,443.27,447.54,1178447.0
2019-06-27,446.52,449.47,429.45,434.58,3999922.0
2019-06-28,436.12,440.36,428.08,431.85,2492293.0
2019-06-29,436.12,440.36,428.08,431.85,2492293.0
2019-06-30,436.12,440.36,428.08,431.85,2492293.0
2019-07-01,434.33,439.16,432.36,437.36,1273365.0
2019-07-02,440.32,441.08,433.69,435.44,1322261.0
2019-07-03,435.48,440.83,433.64,439.25,1575589.0
2019-07-04,439.25,443.05,435.35,436.98,1460270.0
2019-07-05,438.78,438.95,407.56,412.47,4086245.0
2019-07-06,438.78,438.95,407.56,412.47,4086245.0
2019-07-07,438.78,438.95,407.56,412.47,4086245.0
2019-07-08,420.64,420.64,399.47,403.58,1859041.0
2019-07-09,402.0,406.27,396.87,401.23,1424439.0
2019-07-10,398.66,409.48,379.03,392.46,4598755.0
2019-07-11,394.9,401.95,390.19,399.43,1994926.0
2019-07-12,399.43,414.61,397.89,409.4,2080540.0
2019-07-13,399.43,414.61,397.89,409.4,2080540.0
2019-07-14,399.43,414.61,397.89,409.4,2080540.0
2019-07-15,411.92,416.54,400.5,405.55,866035.0
2019-07-16,405.42,416.11,402.47,410.94,1189149.0
2019-07-17,411.32,415.6,407.56,410.81,887824.0
2019-07-18,409.69,412.86,397.25,398.32,1921772.0
2019-07-19,400.29,404.52,392.08,393.74,1402250.0
2019-07-20,400.29,404.52,392.08,393.74,1402250.0
2019-07-21,400.29,404.52,392.08,393.74,1402250.0
2019-07-22,393.53,407.17,389.55,405.2,1231834.0
2019-07-23,402.34,404.73,389.51,402.85,2073858.0
2019-07-24,403.71,405.33,389.3,403.19,1548081.0
2019-07-25,404.39,417.14,402.9,408.37,1992051.0
2019-07-26,407.98,424.11,403.28,420.0,1670648.0
2019-07-27,407.98,424.11,403.28,420.0,1670648.0
2019-07-28,407.98,424.11,403.28,420.0,1670648.0
2019-07-29,426.8,426.8,397.38,400.71,1988463.0
2019-07-30,401.14,408.37,396.44,399.39,1893090.0
2019-07-31,398.7,406.02,389.77,404.18,1222811.0
2019-08-01,403.19,409.69,386.3,391.52,1976355.0
2019-08-02,391.73,396.31,377.79,390.19,2254692.0
2019-08-03,391.73,396.31,377.79,390.19,2254692.0
2019-08-04,391.73,396.31,377.79,390.19,2254692.0
2019-08-05,389.85,393.44,377.32,385.53,1344315.0
2019-08-06,384.76,387.33,374.63,377.19,2574604.0
2019-08-07,377.79,384.04,375.95,379.72,1329420.0
2019-08-08,381.38,388.31,375.48,387.11,965489.0
2019-08-09,383.39,397.46,380.23,384.51,1647683.0
2019-08-10,383.39,397.46,380.23,384.51,1647683.0
2019-08-11,383.39,397.46,380.23,384.51,1647683.0
2019-08-12,383.39,397.46,380.23,384.51,1647683.0
2019-08-13,384.89,389.08,357.78,361.28,3243769.0
2019-08-14,361.37,379.59,361.37,376.17,1577129.0
2019-08-15,361.37,379.59,361.37,376.17,1577129.0
2019-08-16,374.76,381.77,366.42,380.31,1323739.0
2019-08-17,374.76,381.77,366.42,380.31,1323739.0
2019-08-18,374.76,381.77,366.42,380.31,1323739.0
2019-08-19,384.63,384.63,373.81,379.03,1408639.0
2019-08-20,380.19,381.61,371.81,373.74,1091037.0
2019-08-21,372.45,375.72,361.83,363.55,1071561.0
2019-08-22,356.97,366.73,350.17,357.05,2115676.0
2019-08-23,348.62,374.77,348.62,373.4,1500741.0
2019-08-24,348.62,374.77,348.62,373.4,1500741.0
2019-08-25,348.62,374.77,348.62,373.4,1500741.0
2019-08-26,384.49,384.49,362.13,381.14,1208448.0
2019-08-27,381.14,391.38,373.57,388.02,1692018.0
2019-08-28,387.93,392.75,373.74,380.02,1402073.0
2019-08-29,380.19,386.09,370.99,378.3,1412319.0
