,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity
2017-02-10,605.61,609.54,587.36,592.8,3875039.0
2017-02-11,605.61,609.54,587.36,592.8,3875039.0
2017-02-12,605.61,609.54,587.36,592.8,3875039.0
2017-02-13,590.06,595.75,578.68,583.27,3122156.0
2017-02-14,582.78,606.43,573.04,600.09,7858055.0
2017-02-15,594.97,600.7,581.88,589.98,1829527.0
2017-02-16,586.05,600.04,579.58,592.11,2814730.0
2017-02-17,595.98,597.05,576.94,579.33,2015764.0
2017-02-18,595.98,597.05,576.94,579.33,2015764.0
2017-02-19,595.98,597.05,576.94,579.33,2015764.0
2017-02-20,568.62,587.78,554.65,575.46,5446486.0
2017-02-21,571.92,584.24,568.62,579.21,2680382.0
2017-02-22,593.34,593.34,569.44,574.51,1978844.0
2017-02-23,574.39,583.45,567.63,581.02,1860733.0
2017-02-24,574.39,583.45,567.63,581.02,1860733.0
2017-02-25,574.39,583.45,567.63,581.02,1860733.0
2017-02-26,574.39,583.45,567.63,581.02,1860733.0
2017-02-27,581.76,589.63,578.1,584.19,1575509.0
2017-02-28,587.41,596.51,583.45,587.74,1759623.0
2017-03-01,588.48,599.28,588.48,596.64,1036201.0
2017-03-02,599.11,599.98,578.59,583.16,1317891.0
2017-03-03,578.51,601.13,578.51,598.45,2250268.0
2017-03-04,578.51,601.13,578.51,598.45,2250268.0
2017-03-05,578.51,601.13,578.51,598.45,2250268.0
2017-03-06,594.99,609.0,593.59,606.45,1626776.0
2017-03-07,604.92,613.94,600.72,612.54,1976834.0
2017-03-08,612.3,615.02,604.63,608.42,1246817.0
2017-03-09,606.53,614.56,594.58,611.39,1332621.0
2017-03-10,611.1,623.05,606.53,614.44,1894732.0
2017-03-11,611.1,623.05,606.53,614.44,1894732.0
2017-03-12,611.1,623.05,606.53,614.44,1894732.0
2017-03-13,611.1,623.05,606.53,614.44,1894732.0
2017-03-14,622.19,632.9,608.18,610.28,979660.0
2017-03-15,613.12,622.19,609.82,617.57,1047177.0
2017-03-16,617.24,633.23,617.24,629.31,1394758.0
2017-03-17,629.6,634.55,616.46,619.05,948482.0
2017-03-18,629.6,634.55,616.46,619.05,948482.0
2017-03-19,629.6,634.55,616.46,619.05,948482.0
2017-03-20,618.06,630.43,615.47,627.09,1361149.0
2017-03-21,627.5,633.97,616.83,624.16,1088672.0
2017-03-22,625.49,625.49,613.96,616.12,824289.0
2017-03-23,626.32,626.32,616.12,622.67,592137.0
2017-03-24,625.49,630.47,622.34,627.07,619817.0
2017-03-25,625.49,630.47,622.34,627.07,619817.0
2017-03-26,625.49,630.47,622.34,627.07,619817.0
2017-03-27,627.19,633.79,620.89,630.76,813756.0
2017-03-28,632.17,651.54,630.47,648.22,2257302.0
2017-03-29,647.06,660.25,647.06,654.86,1773286.0
2017-03-30,651.21,657.76,648.26,653.9,1324253.0
2017-03-31,652.87,663.65,651.66,655.89,1759029.0
2017-04-01,652.87,663.65,651.66,655.89,1759029.0
2017-04-02,652.87,663.65,651.66,655.89,1759029.0
2017-04-03,657.01,662.53,653.7,659.71,649557.0
2017-04-04,657.01,662.53,653.7,659.71,649557.0
2017-04-05,660.5,665.68,642.91,660.12,1108732.0
2017-04-06,658.67,663.36,647.81,652.66,1152502.0
2017-04-07,653.7,653.7,639.09,641.75,747848.0
2017-04-08,653.7,653.7,639.09,641.75,747848.0
2017-04-09,653.7,653.7,639.09,641.75,747848.0
2017-04-10,637.93,654.52,636.27,652.24,861683.0
2017-04-11,647.89,660.29,646.23,658.26,640837.0
2017-04-12,659.42,662.74,648.3,650.87,753334.0
2017-04-13,653.86,657.84,644.78,648.51,746644.0
2017-04-14,653.86,657.84,644.78,648.51,746644.0
2017-04-15,653.86,657.84,644.78,648.51,746644.0
2017-04-16,653.86,657.84,644.78,648.51,746644.0
2017-04-17,651.16,659.5,647.27,654.69,398023.0
2017-04-18,655.73,673.81,652.87,664.19,1663419.0
2017-04-19,670.16,704.13,661.2,699.69,4422549.0
2017-04-20,717.57,748.06,713.42,744.28,5696470.0
2017-04-21,746.61,779.79,746.61,777.09,5387913.0
2017-04-22,746.61,779.79,746.61,777.09,5387913.0
2017-04-23,746.61,779.79,746.61,777.09,5387913.0
2017-04-24,784.77,788.08,763.45,771.08,1815518.0
2017-04-25,773.15,775.23,762.33,768.92,1811465.0
2017-04-26,770.66,780.54,757.39,766.81,2331811.0
2017-04-27,771.49,771.49,761.58,766.39,1372821.0
2017-04-28,767.1,774.81,760.29,764.65,745701.0
2017-04-29,767.1,774.81,760.29,764.65,745701.0
2017-04-30,767.1,774.81,760.29,764.65,745701.0
2017-05-01,767.1,774.81,760.29,764.65,745701.0
2017-05-02,767.35,776.8,762.37,766.47,694948.0
2017-05-03,762.37,766.23,723.38,730.6,2359790.0
2017-05-04,734.16,750.5,724.87,738.23,1337821.0
2017-05-05,737.48,737.65,703.84,707.41,1394278.0
2017-05-06,737.48,737.65,703.84,707.41,1394278.0
2017-05-07,737.48,737.65,703.84,707.41,1394278.0
2017-05-08,709.28,720.81,703.93,710.56,1126625.0
2017-05-09,710.02,719.73,707.7,712.51,626290.0
2017-05-10,711.76,722.55,708.78,715.5,659460.0
2017-05-11,715.54,763.03,715.54,753.41,3379768.0
2017-05-12,753.24,753.24,729.35,733.08,1171966.0
2017-05-13,753.24,753.24,729.35,733.08,1171966.0
2017-05-14,753.24,753.24,729.35,733.08,1171966.0
2017-05-15,734.58,769.83,732.5,756.73,2392690.0
2017-05-16,756.56,756.56,738.35,742.21,1548614.0
2017-05-17,742.38,750.75,730.43,735.86,543878.0
2017-05-18,736.65,762.24,715.91,722.84,2659880.0
2017-05-19,723.46,742.54,674.85,707.12,4607411.0
2017-05-20,723.46,742.54,674.85,707.12,4607411.0
2017-05-21,723.46,742.54,674.85,707.12,4607411.0
2017-05-22,713.42,724.66,691.85,700.86,2124514.0
2017-05-23,703.47,705.25,669.08,674.85,1877210.0
2017-05-24,684.39,686.01,644.57,649.8,1724999.0
2017-05-25,651.04,669.87,645.36,657.47,1744776.0
2017-05-26,664.48,675.39,654.52,671.03,1097317.0
2017-05-27,664.48,675.39,654.52,671.03,1097317.0
2017-05-28,664.48,675.39,654.52,671.03,1097317.0
2017-05-29,662.82,672.65,645.57,648.26,1198266.0
2017-05-30,653.03,667.63,637.52,661.82,1276775.0
2017-05-31,666.97,687.71,656.64,661.99,3603337.0
2017-06-01,665.31,678.54,658.67,666.72,1074622.0
2017-06-02,669.46,696.67,664.81,692.15,2122370.0
2017-06-03,669.46,696.67,664.81,692.15,2122370.0
2017-06-04,669.46,696.67,664.81,692.15,2122370.0
2017-06-05,702.56,709.36,692.27,696.79,1783938.0
2017-06-06,696.0,698.24,665.6,675.18,1713438.0
2017-06-07,679.33,690.15,679.2,684.64,869340.0
2017-06-08,688.54,691.61,672.03,679.12,939278.0
2017-06-09,677.84,682.23,656.43,660.08,1813385.0
2017-06-10,677.84,682.23,656.43,660.08,1813385.0
2017-06-11,677.84,682.23,656.43,660.08,1813385.0
2017-06-12,661.74,676.72,655.06,670.78,1543505.0
2017-06-13,673.6,680.08,667.8,674.43,917800.0
2017-06-14,677.59,689.57,668.63,686.01,1140309.0
2017-06-15,685.8,693.8,678.17,684.18,1142515.0
2017-06-16,686.05,699.82,682.73,696.0,1438395.0
2017-06-17,686.05,699.82,682.73,696.0,1438395.0
2017-06-18,686.05,699.82,682.73,696.0,1438395.0
2017-06-19,700.15,717.57,699.07,712.97,1714474.0
2017-06-20,715.08,716.53,699.65,701.31,957979.0
2017-06-21,700.98,708.36,694.68,703.72,834554.0
2017-06-22,704.63,707.08,686.5,690.69,620663.0
2017-06-23,692.68,693.43,668.67,671.32,856285.0
2017-06-24,692.68,693.43,668.67,671.32,856285.0
2017-06-25,692.68,693.43,668.67,671.32,856285.0
2017-06-26,692.68,693.43,668.67,671.32,856285.0
2017-06-27,671.95,676.92,651.29,657.18,922545.0
2017-06-28,657.18,673.94,645.98,670.33,1203041.0
2017-06-29,673.6,679.04,665.31,669.29,984916.0
2017-06-30,667.63,681.9,657.97,677.25,809177.0
2017-07-01,667.63,681.9,657.97,677.25,809177.0
2017-07-02,667.63,681.9,657.97,677.25,809177.0
2017-07-03,681.73,694.84,679.91,685.63,944104.0
2017-07-04,685.63,689.78,673.36,676.51,884714.0
2017-07-05,677.34,686.38,677.17,684.35,542219.0
2017-07-06,684.39,688.5,671.95,684.8,575942.0
2017-07-07,684.39,696.67,678.66,686.88,1036890.0
2017-07-08,684.39,696.67,678.66,686.88,1036890.0
2017-07-09,684.39,696.67,678.66,686.88,1036890.0
2017-07-10,687.46,698.49,685.18,688.54,436722.0
2017-07-11,695.96,695.96,676.92,679.45,681105.0
2017-07-12,682.73,688.45,675.35,685.55,533752.0
2017-07-13,686.05,692.23,679.41,687.87,976846.0
2017-07-14,685.63,696.46,681.32,689.32,1203653.0
2017-07-15,685.63,696.46,681.32,689.32,1203653.0
2017-07-16,685.63,696.46,681.32,689.32,1203653.0
2017-07-17,687.71,695.42,681.73,690.15,903007.0
2017-07-18,688.54,700.98,681.9,686.46,1364632.0
2017-07-19,687.83,696.58,686.21,694.01,1140964.0
2017-07-20,696.83,699.36,681.9,685.01,661983.0
2017-07-21,685.22,690.36,649.67,668.88,1834646.0
2017-07-22,685.22,690.36,649.67,668.88,1834646.0
2017-07-23,685.22,690.36,649.67,668.88,1834646.0
2017-07-24,668.63,677.42,667.8,672.44,753272.0
2017-07-25,672.44,680.16,671.07,674.85,774741.0
2017-07-26,676.92,678.66,664.6,667.26,465895.0
2017-07-27,668.63,675.8,628.6,659.21,560155.0
2017-07-28,659.5,667.8,656.89,661.24,509868.0
2017-07-29,659.5,667.8,656.89,661.24,509868.0
2017-07-30,659.5,667.8,656.89,661.24,509868.0
2017-07-31,662.07,666.97,641.79,647.35,778913.0
2017-08-01,649.55,661.24,645.07,649.09,1127870.0
2017-08-02,651.62,664.98,647.89,662.41,636515.0
2017-08-03,662.41,669.83,651.54,660.75,1002087.0
2017-08-04,664.85,664.85,647.72,652.28,537026.0
2017-08-05,664.85,664.85,647.72,652.28,537026.0
2017-08-06,664.85,664.85,647.72,652.28,537026.0
2017-08-07,647.06,653.45,619.89,625.99,1976289.0
2017-08-08,629.8,630.8,598.2,601.93,1552040.0
2017-08-09,618.85,618.85,578.2,585.3,1843394.0
2017-08-10,578.95,582.64,541.12,564.77,1276718.0
2017-08-11,564.1,597.95,550.0,586.42,1796643.0
2017-08-12,564.1,597.95,550.0,586.42,1796643.0
2017-08-13,564.1,597.95,550.0,586.42,1796643.0
2017-08-14,605.58,628.43,593.72,622.75,2315749.0
2017-08-15,605.58,628.43,593.72,622.75,2315749.0
2017-08-16,631.26,631.26,611.8,620.89,796879.0
2017-08-17,634.57,640.59,618.02,624.49,1150761.0
2017-08-18,608.15,627.23,608.15,615.87,758910.0
2017-08-19,608.15,627.23,608.15,615.87,758910.0
2017-08-20,608.15,627.23,608.15,615.87,758910.0
2017-08-21,620.19,621.98,591.81,598.68,1201465.0
2017-08-22,608.46,608.46,576.83,581.12,2191616.0
2017-08-23,581.82,597.8,575.58,594.85,1202402.0
2017-08-24,597.64,603.46,589.31,593.02,774299.0
2017-08-25,597.64,603.46,589.31,593.02,774299.0
2017-08-26,597.64,603.46,589.31,593.02,774299.0
2017-08-27,597.64,603.46,589.31,593.02,774299.0
2017-08-28,600.13,600.13,590.15,595.56,618219.0
2017-08-29,591.4,596.31,577.29,583.82,676414.0
2017-08-30,581.91,594.85,581.91,586.11,822562.0
2017-08-31,585.15,589.31,576.29,579.7,836760.0
2017-09-01,582.66,651.24,582.66,639.51,7011456.0
2017-09-02,582.66,651.24,582.66,639.51,7011456.0
2017-09-03,582.66,651.24,582.66,639.51,7011456.0
2017-09-04,627.6,676.59,627.02,672.05,6551420.0
2017-09-05,681.87,698.44,678.54,687.7,5038887.0
2017-09-06,675.51,706.18,675.51,692.99,2475620.0
2017-09-07,699.19,704.18,690.03,693.48,1304887.0
2017-09-08,694.19,700.68,660.98,671.68,2191183.0
2017-09-09,694.19,700.68,660.98,671.68,2191183.0
2017-09-10,694.19,700.68,660.98,671.68,2191183.0
2017-09-11,674.13,695.86,674.13,689.53,1319547.0
2017-09-12,699.19,700.02,683.79,687.74,851672.0
2017-09-13,694.19,694.57,672.72,676.3,955390.0
2017-09-14,674.71,699.19,674.71,696.19,1676125.0
2017-09-15,690.86,695.86,678.38,685.95,1294202.0
2017-09-16,690.86,695.86,678.38,685.95,1294202.0
2017-09-17,690.86,695.86,678.38,685.95,1294202.0
2017-09-18,686.91,712.5,686.91,707.26,1979905.0
2017-09-19,716.25,720.41,701.81,707.8,1911108.0
2017-09-20,709.17,712.5,697.9,700.56,759816.0
2017-09-21,700.85,705.55,678.42,690.49,843076.0
2017-09-22,687.95,708.34,675.42,682.33,2222679.0
2017-09-23,687.95,708.34,675.42,682.33,2222679.0
2017-09-24,687.95,708.34,675.42,682.33,2222679.0
2017-09-25,682.08,687.12,643.79,652.12,1767503.0
2017-09-26,653.41,657.98,624.94,642.17,2595622.0
2017-09-27,649.24,653.99,612.58,619.15,1413578.0
2017-09-28,619.03,624.27,597.18,610.71,2726374.0
2017-09-29,616.66,649.24,613.49,634.3,1900356.0
2017-09-30,616.66,649.24,613.49,634.3,1900356.0
2017-10-01,616.66,649.24,613.49,634.3,1900356.0
2017-10-02,616.66,649.24,613.49,634.3,1900356.0
2017-10-03,641.34,646.08,635.09,638.09,1014532.0
2017-10-04,640.92,644.21,629.27,639.59,813260.0
2017-10-05,636.76,659.94,636.76,649.87,1122801.0
2017-10-06,643.42,657.57,641.3,653.28,904957.0
2017-10-07,643.42,657.57,641.3,653.28,904957.0
2017-10-08,643.42,657.57,641.3,653.28,904957.0
2017-10-09,656.57,666.72,645.5,660.65,1172672.0
2017-10-10,665.06,684.2,661.73,680.62,2012934.0
2017-10-11,686.7,688.45,647.66,652.2,1928017.0
2017-10-12,657.57,663.23,648.66,660.94,859830.0
2017-10-13,662.98,671.3,659.36,665.73,721055.0
2017-10-14,662.98,671.3,659.36,665.73,721055.0
2017-10-15,662.98,671.3,659.36,665.73,721055.0
2017-10-16,666.02,682.54,666.02,680.04,1458772.0
2017-10-17,672.55,686.7,672.55,679.04,750332.0
2017-10-18,678.96,690.57,672.8,677.34,787338.0
2017-10-19,680.29,689.45,666.39,672.8,114797.0
2017-10-20,680.29,689.45,666.39,672.8,114797.0
2017-10-21,680.29,689.45,666.39,672.8,114797.0
2017-10-22,680.29,689.45,666.39,672.8,114797.0
2017-10-23,672.55,679.21,662.9,669.1,660173.0
2017-10-24,671.68,677.09,663.44,670.01,557094.0
2017-10-25,674.51,677.92,663.23,672.38,501952.0
2017-10-26,682.54,686.41,661.73,679.13,1059549.0
2017-10-27,682.46,714.96,678.71,702.06,1496565.0
2017-10-28,682.46,714.96,678.71,702.06,1496565.0
2017-10-29,682.46,714.96,678.71,702.06,1496565.0
2017-10-30,699.19,711.59,690.03,694.32,842994.0
2017-10-31,697.52,726.99,694.36,712.92,1858599.0
2017-11-01,718.25,726.28,705.22,710.26,1277571.0
2017-11-02,711.67,720.0,707.18,711.46,609003.0
2017-11-03,716.67,736.64,712.5,733.77,1868202.0
2017-11-04,716.67,736.64,712.5,733.77,1868202.0
2017-11-05,716.67,736.64,712.5,733.77,1868202.0
2017-11-06,734.15,759.95,720.37,752.33,2486859.0
2017-11-07,754.91,762.36,723.66,731.44,1217919.0
2017-11-08,734.98,740.14,721.12,725.95,748829.0
2017-11-09,729.15,738.22,705.93,734.48,1012391.0
2017-11-10,727.11,738.64,720.49,726.2,1059960.0
2017-11-11,727.11,738.64,720.49,726.2,1059960.0
2017-11-12,727.11,738.64,720.49,726.2,1059960.0
2017-11-13,744.13,744.13,702.56,713.09,1139098.0
2017-11-14,711.67,718.41,704.18,709.01,739175.0
2017-11-15,715.0,715.0,688.07,692.11,779066.0
2017-11-16,697.11,706.68,692.57,703.81,802235.0
2017-11-17,709.61,713.78,700.43,703.39,588487.0
2017-11-18,709.61,713.78,700.43,703.39,588487.0
2017-11-19,709.61,713.78,700.43,703.39,588487.0
2017-11-20,701.68,705.52,690.41,697.59,641525.0
2017-11-21,700.05,715.58,698.13,708.65,1433935.0
2017-11-22,717.58,732.98,703.85,730.06,2542257.0
2017-11-23,740.87,740.87,723.8,733.94,1693179.0
2017-11-24,737.99,737.99,728.06,732.44,687430.0
2017-11-25,737.99,737.99,728.06,732.44,687430.0
2017-11-26,737.99,737.99,728.06,732.44,687430.0
2017-11-27,730.48,742.75,722.84,738.08,1061239.0
2017-11-28,736.16,748.01,731.31,740.79,1456227.0
2017-11-29,739.66,745.88,732.11,736.66,627970.0
2017-11-30,737.16,737.16,721.3,725.97,662958.0
2017-12-01,726.31,741.33,702.09,713.32,1386623.0
2017-12-02,726.31,741.33,702.09,713.32,1386623.0
2017-12-03,726.31,741.33,702.09,713.32,1386623.0
2017-12-04,717.79,722.13,692.04,711.03,1411992.0
2017-12-05,709.61,719.08,699.72,716.12,800155.0
2017-12-06,709.61,716.08,699.59,703.14,678917.0
2017-12-07,702.93,719.38,690.12,715.95,1313926.0
2017-12-08,717.58,756.99,703.76,752.81,1949987.0
2017-12-09,717.58,756.99,703.76,752.81,1949987.0
2017-12-10,717.58,756.99,703.76,752.81,1949987.0
2017-12-11,753.85,768.05,745.76,756.53,1777270.0
2017-12-12,755.69,758.61,739.66,744.3,879534.0
2017-12-13,743.0,782.24,739.87,764.92,4166287.0
2017-12-14,768.46,776.27,752.35,762.2,2073059.0
2017-12-15,767.21,785.37,767.21,780.15,1455496.0
2017-12-16,767.21,785.37,767.21,780.15,1455496.0
2017-12-17,767.21,785.37,767.21,780.15,1455496.0
2017-12-18,778.9,804.78,750.18,794.14,2287918.0
2017-12-19,791.92,802.61,778.94,785.75,2491468.0
2017-12-20,786.41,792.55,772.35,781.82,1775870.0
2017-12-21,775.73,834.67,771.55,820.56,6981371.0
2017-12-22,824.82,841.43,807.28,834.42,3628721.0
2017-12-23,824.82,841.43,807.28,834.42,3628721.0
2017-12-24,824.82,841.43,807.28,834.42,3628721.0
2017-12-25,824.82,841.43,807.28,834.42,3628721.0
2017-12-26,830.66,849.86,823.48,834.37,2603852.0
2017-12-27,834.0,849.03,831.49,839.22,1655453.0
2017-12-28,839.01,846.4,831.87,834.5,982574.0
2017-12-29,834.5,842.85,821.1,826.61,686150.0
2017-12-30,834.5,842.85,821.1,826.61,686150.0
2017-12-31,834.5,842.85,821.1,826.61,686150.0
2018-01-01,826.9,841.35,825.98,833.16,779553.0
2018-01-02,834.96,838.92,820.89,830.83,758938.0
2018-01-03,839.01,842.97,831.62,838.76,822925.0
2018-01-04,840.68,859.88,838.17,858.38,1566435.0
2018-01-05,858.42,872.4,850.7,866.52,1155829.0
2018-01-06,858.42,872.4,850.7,866.52,1155829.0
2018-01-07,858.42,872.4,850.7,866.52,1155829.0
2018-01-08,866.56,877.33,863.34,871.94,873771.0
2018-01-09,876.58,879.2,859.29,862.17,832579.0
2018-01-10,862.17,865.35,849.19,853.32,865355.0
2018-01-11,855.7,877.33,846.35,871.23,718070.0
2018-01-12,876.58,901.62,875.74,899.2,2104970.0
2018-01-13,876.58,901.62,875.74,899.2,2104970.0
2018-01-14,876.58,901.62,875.74,899.2,2104970.0
2018-01-15,903.29,904.96,889.93,896.19,905536.0
2018-01-16,897.45,916.48,890.02,900.91,1478548.0
2018-01-17,899.12,899.2,873.57,883.38,1047036.0
2018-01-18,884.92,909.97,862.47,867.39,771711.0
2018-01-19,867.39,881.54,846.85,876.74,1123694.0
2018-01-20,867.39,881.54,846.85,876.74,1123694.0
2018-01-21,867.39,881.54,846.85,876.74,1123694.0
2018-01-22,874.91,882.79,858.67,862.93,505903.0
2018-01-23,865.14,878.75,861.59,868.56,614476.0
2018-01-24,871.02,879.2,852.07,862.88,526809.0
2018-01-25,859.92,876.16,859.67,862.97,1038311.0
2018-01-26,859.92,876.16,859.67,862.97,1038311.0
2018-01-27,859.92,876.16,859.67,862.97,1038311.0
2018-01-28,859.92,876.16,859.67,862.97,1038311.0
2018-01-29,867.89,873.07,848.98,852.45,468375.0
2018-01-30,852.45,862.93,836.75,857.83,510670.0
2018-01-31,858.88,859.88,847.86,855.2,553640.0
2018-02-01,858.21,859.42,815.21,845.19,680815.0
2018-02-02,839.01,842.31,780.57,795.72,1129030.0
2018-02-03,839.01,842.31,780.57,795.72,1129030.0
2018-02-04,839.01,842.31,780.57,795.72,1129030.0
2018-02-05,791.13,810.33,752.56,796.1,888885.0
2018-02-06,768.3,792.3,745.97,781.2,1074025.0
2018-02-07,782.16,859.29,768.05,778.98,586777.0
2018-02-08,781.4,845.89,762.41,840.3,2025562.0
2018-02-09,794.22,833.16,794.22,812.75,1202603.0
2018-02-10,794.22,833.16,794.22,812.75,1202603.0
2018-02-11,794.22,833.16,794.22,812.75,1202603.0
2018-02-12,838.17,838.17,810.96,822.39,1542108.0
2018-02-13,838.17,838.17,810.96,822.39,1542108.0
2018-02-14,821.77,857.58,819.31,833.5,1687712.0
2018-02-15,836.42,847.77,810.75,817.76,979443.0
2018-02-16,821.07,827.76,770.01,774.28,2121585.0
2018-02-17,821.07,827.76,770.01,774.28,2121585.0
2018-02-18,821.07,827.76,770.01,774.28,2121585.0
2018-02-19,773.36,777.96,729.46,743.06,2896450.0
2018-02-20,745.74,771.69,743.61,760.85,2019313.0
2018-02-21,756.66,786.42,756.66,780.77,1781928.0
2018-02-22,777.75,779.22,754.11,760.22,1628200.0
2018-02-23,764.99,780.43,760.68,777.17,960204.0
2018-02-24,764.99,780.43,760.68,777.17,960204.0
2018-02-25,764.99,780.43,760.68,777.17,960204.0
2018-02-26,790.89,800.56,770.85,793.53,1282184.0
2018-02-27,795.12,800.06,778.05,795.54,1001410.0
2018-02-28,785.08,785.08,770.85,776.54,1085179.0
2018-03-01,770.01,785.91,757.21,767.21,765883.0
2018-03-02,770.01,785.91,757.21,767.21,765883.0
2018-03-03,770.01,785.91,757.21,767.21,765883.0
2018-03-04,770.01,785.91,757.21,767.21,765883.0
2018-03-05,765.83,774.2,760.09,763.53,655494.0
2018-03-06,771.69,791.02,765.79,775.7,1853790.0
2018-03-07,778.38,778.38,740.72,745.36,1633339.0
2018-03-08,750.13,761.64,728.16,751.93,1926463.0
2018-03-09,759.13,762.56,730.3,735.95,1758110.0
2018-03-10,759.13,762.56,730.3,735.95,1758110.0
2018-03-11,759.13,762.56,730.3,735.95,1758110.0
2018-03-12,748.25,754.03,737.62,747.41,1635012.0
2018-03-13,755.78,758.29,736.53,753.48,1427539.0
2018-03-14,745.4,795.96,745.4,779.72,2273018.0
2018-03-15,786.75,794.24,767.17,770.6,1735058.0
2018-03-16,770.85,774.45,751.22,755.91,2629305.0
2018-03-17,770.85,774.45,751.22,755.91,2629305.0
2018-03-18,770.85,774.45,751.22,755.91,2629305.0
2018-03-19,756.08,765.83,741.55,759.38,1315224.0
2018-03-20,761.64,761.64,743.35,746.74,1053119.0
2018-03-21,748.25,770.01,724.82,730.55,1770876.0
2018-03-22,734.87,740.87,709.27,712.0,1837100.0
2018-03-23,703.39,703.39,674.27,697.73,1465697.0
2018-03-24,703.39,703.39,674.27,697.73,1465697.0
2018-03-25,703.39,703.39,674.27,697.73,1465697.0
2018-03-26,700.04,729.29,683.29,725.97,1715394.0
2018-03-27,718.5,732.23,715.15,724.38,1774614.0
2018-03-28,720.18,721.11,702.6,712.29,1608924.0
2018-03-29,720.18,721.11,702.6,712.29,1608924.0
2018-03-30,720.18,721.11,702.6,712.29,1608924.0
2018-03-31,720.18,721.11,702.6,712.29,1608924.0
2018-04-01,720.18,721.11,702.6,712.29,1608924.0
2018-04-02,714.22,725.13,709.35,721.86,955853.0
2018-04-03,720.18,756.7,716.24,750.4,2946261.0
2018-04-04,750.4,752.04,716.82,722.66,1536962.0
2018-04-05,729.0,738.48,727.32,732.81,1333186.0
2018-04-06,745.36,752.08,728.79,746.87,1616265.0
2018-04-07,745.36,752.08,728.79,746.87,1616265.0
2018-04-08,745.36,752.08,728.79,746.87,1616265.0
2018-04-09,747.04,758.79,733.65,737.68,1569678.0
2018-04-10,738.77,744.19,731.43,737.01,973687.0
2018-04-11,738.23,742.64,727.32,733.49,882010.0
2018-04-12,732.77,747.04,721.02,723.71,1480119.0
2018-04-13,730.09,743.6,724.8,738.48,1657513.0
2018-04-14,730.09,743.6,724.8,738.48,1657513.0
2018-04-15,730.09,743.6,724.8,738.48,1657513.0
2018-04-16,721.94,751.24,721.94,746.12,1291339.0
2018-04-17,748.8,752.92,734.45,737.94,1130551.0
2018-04-18,745.36,760.47,735.0,755.06,3004453.0
2018-04-19,755.44,775.46,752.62,768.32,2771719.0
2018-04-20,765.42,767.19,740.58,743.18,1400951.0
2018-04-21,765.42,767.19,740.58,743.18,1400951.0
2018-04-22,765.42,767.19,740.58,743.18,1400951.0
2018-04-23,746.2,750.23,734.79,738.14,1004149.0
2018-04-24,736.97,749.56,723.5,728.74,1269599.0
2018-04-25,730.0,735.17,720.35,725.6,1088307.0
2018-04-26,725.6,740.66,721.44,734.75,1173584.0
2018-04-27,736.97,745.36,726.27,731.64,934131.0
2018-04-28,736.97,745.36,726.27,731.64,934131.0
2018-04-29,736.97,745.36,726.27,731.64,934131.0
2018-04-30,750.4,750.4,731.51,738.48,685451.0
2018-05-01,750.4,750.4,731.51,738.48,685451.0
2018-05-02,743.14,760.47,723.12,731.77,1992971.0
2018-05-03,733.28,739.4,717.29,720.9,1364920.0
2018-05-04,720.6,728.37,716.11,724.8,737641.0
2018-05-05,720.6,728.37,716.11,724.8,737641.0
2018-05-06,720.6,728.37,716.11,724.8,737641.0
2018-05-07,729.42,743.6,718.63,741.29,1105673.0
2018-05-08,744.52,744.52,728.2,733.74,701047.0
2018-05-09,734.49,745.36,727.02,730.3,871733.0
2018-05-10,731.68,736.89,715.15,717.83,756064.0
2018-05-11,721.86,739.49,703.39,729.0,1771806.0
2018-05-12,721.86,739.49,703.39,729.0,1771806.0
2018-05-13,721.86,739.49,703.39,729.0,1771806.0
2018-05-14,759.63,820.74,755.52,808.53,11632267.0
2018-05-15,801.6,828.38,793.88,811.8,4527587.0
2018-05-16,803.36,824.98,801.77,821.12,2302362.0
2018-05-17,821.75,862.88,811.09,818.26,3004006.0
2018-05-18,815.54,825.23,793.42,799.34,1382705.0
2018-05-19,815.54,825.23,793.42,799.34,1382705.0
2018-05-20,815.54,825.23,793.42,799.34,1382705.0
2018-05-21,814.19,814.19,781.25,788.88,1508205.0
2018-05-22,789.01,806.01,788.88,794.84,1270275.0
2018-05-23,796.57,801.6,779.99,786.37,1015077.0
2018-05-24,781.5,792.75,774.87,784.86,759594.0
2018-05-25,788.17,804.12,779.95,797.45,923580.0
2018-05-26,788.17,804.12,779.95,797.45,923580.0
2018-05-27,788.17,804.12,779.95,797.45,923580.0
2018-05-28,812.51,812.51,783.51,790.82,1061242.0
2018-05-29,789.01,798.54,782.38,789.18,1011215.0
2018-05-30,789.01,797.28,780.7,785.86,758555.0
2018-05-31,788.17,791.49,764.25,770.21,921692.0
2018-06-01,772.22,780.45,718.13,744.15,1677874.0
2018-06-02,772.22,780.45,718.13,744.15,1677874.0
2018-06-03,772.22,780.45,718.13,744.15,1677874.0
2018-06-04,748.72,778.1,748.72,772.64,3330276.0
2018-06-05,768.78,780.37,750.82,757.53,1417681.0
2018-06-06,758.79,775.58,752.33,756.65,1643026.0
2018-06-07,754.6,784.06,754.6,779.69,1198278.0
2018-06-08,783.89,789.85,767.52,773.19,1670700.0
2018-06-09,783.89,789.85,767.52,773.19,1670700.0
2018-06-10,783.89,789.85,767.52,773.19,1670700.0
