,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity
2019-01-26,265.63,266.19,254.68,255.98,5396534.0
2019-01-27,265.63,266.19,254.68,255.98,5396534.0
2019-01-28,255.38,255.61,245.17,249.55,4738391.0
2019-01-29,251.65,254.44,247.22,252.53,4267630.0
2019-01-30,253.05,255.14,244.38,250.62,7334750.0
2019-01-31,252.58,257.19,248.48,255.94,4896877.0
2019-02-01,257.66,260.97,248.53,256.26,6858932.0
2019-02-02,257.66,260.97,248.53,256.26,6858932.0
2019-02-03,257.66,260.97,248.53,256.26,6858932.0
2019-02-04,254.91,257.66,249.46,254.91,5048065.0
2019-02-05,253.51,258.78,252.11,254.96,4976629.0
2019-02-06,255.75,263.67,253.05,260.32,6041313.0
2019-02-07,260.32,262.27,253.42,254.54,6576035.0
2019-02-08,251.65,254.44,242.65,244.98,5986046.0
2019-02-09,251.65,254.44,242.65,244.98,5986046.0
2019-02-10,251.65,254.44,242.65,244.98,5986046.0
2019-02-11,246.06,247.92,239.16,243.82,5484017.0
2019-02-12,243.77,255.84,240.0,253.28,13287960.0
2019-02-13,256.03,257.61,249.36,252.77,9263664.0
2019-02-14,251.09,263.3,246.1,261.57,10220216.0
2019-02-15,261.9,261.9,247.41,248.76,10599842.0
2019-02-16,261.9,261.9,247.41,248.76,10599842.0
2019-02-17,261.9,261.9,247.41,248.76,10599842.0
2019-02-18,249.78,255.28,243.26,244.1,6887578.0
2019-02-19,245.12,253.28,243.26,248.71,8504202.0
2019-02-20,249.64,257.66,249.32,255.42,10687514.0
2019-02-21,258.17,260.04,254.82,258.22,8499894.0
2019-02-22,258.03,267.31,253.33,266.42,11238750.0
2019-02-23,258.03,267.31,253.33,266.42,11238750.0
2019-02-24,258.03,267.31,253.33,266.42,11238750.0
2019-02-25,266.56,273.92,266.56,268.24,12996719.0
2019-02-26,261.29,267.31,258.27,265.16,9039117.0
2019-02-27,266.84,271.69,262.83,264.7,7461352.0
2019-02-28,268.42,270.29,260.78,261.99,9648844.0
2019-03-01,263.35,265.72,261.62,262.93,7774384.0
2019-03-02,263.35,265.72,261.62,262.93,7774384.0
2019-03-03,263.35,265.72,261.62,262.93,7774384.0
2019-03-04,263.35,265.72,261.62,262.93,7774384.0
2019-03-05,265.54,272.25,262.69,271.41,12088355.0
2019-03-06,277.23,277.23,267.26,270.24,7032022.0
2019-03-07,270.66,274.02,266.0,270.01,7284598.0
2019-03-08,268.61,270.29,264.88,266.93,6162993.0
2019-03-09,268.61,270.29,264.88,266.93,6162993.0
2019-03-10,268.61,270.29,264.88,266.93,6162993.0
2019-03-11,269.36,274.62,267.63,272.76,8096215.0
2019-03-12,274.2,277.75,270.29,271.97,9274394.0
2019-03-13,271.03,271.03,262.93,266.79,9472889.0
2019-03-14,266.89,270.1,264.7,267.4,5540755.0
2019-03-15,266.47,271.45,265.91,268.84,7216788.0
2019-03-16,266.47,271.45,265.91,268.84,7216788.0
2019-03-17,266.47,271.45,265.91,268.84,7216788.0
2019-03-18,270.29,275.88,267.07,274.9,7700743.0
2019-03-19,274.95,276.58,267.21,268.89,7868799.0
2019-03-20,269.36,270.29,261.95,263.11,9538478.0
2019-03-21,269.36,270.29,261.95,263.11,9538478.0
2019-03-22,265.44,269.87,263.02,266.33,7584626.0
2019-03-23,265.44,269.87,263.02,266.33,7584626.0
2019-03-24,265.44,269.87,263.02,266.33,7584626.0
2019-03-25,265.63,265.63,257.24,259.85,6981652.0
2019-03-26,258.45,263.25,257.71,262.23,6627163.0
2019-03-27,263.76,269.59,262.37,267.96,6956633.0
2019-03-28,266.56,270.29,264.7,268.66,21961028.0
2019-03-29,270.57,277.75,269.12,273.13,8788062.0
2019-03-30,270.57,277.75,269.12,273.13,8788062.0
2019-03-31,270.57,277.75,269.12,273.13,8788062.0
2019-04-01,275.97,279.75,270.76,272.43,8162295.0
2019-04-02,274.39,275.65,266.09,267.59,7373073.0
2019-04-03,270.34,274.48,268.89,270.2,7156441.0
2019-04-04,271.17,271.17,265.82,268.24,4531549.0
2019-04-05,268.33,276.35,268.33,274.25,5655765.0
2019-04-06,268.33,276.35,268.33,274.25,5655765.0
2019-04-07,268.33,276.35,268.33,274.25,5655765.0
2019-04-08,275.46,278.44,269.36,270.66,5940357.0
2019-04-09,270.89,273.18,266.23,271.73,3909604.0
2019-04-10,272.06,273.78,267.77,268.94,5487511.0
2019-04-11,268.8,270.01,265.68,267.49,3282656.0
2019-04-12,267.49,268.84,265.63,267.35,2603520.0
2019-04-13,267.49,268.84,265.63,267.35,2603520.0
2019-04-14,267.49,268.84,265.63,267.35,2603520.0
2019-04-15,268.42,274.02,267.49,272.29,4276708.0
2019-04-16,274.02,274.81,270.57,271.41,4563856.0
2019-04-17,274.02,274.81,270.57,271.41,4563856.0
2019-04-18,271.41,280.82,267.03,278.82,8035372.0
2019-04-19,271.41,280.82,267.03,278.82,8035372.0
2019-04-20,271.41,280.82,267.03,278.82,8035372.0
2019-04-21,271.41,280.82,267.03,278.82,8035372.0
2019-04-22,278.82,281.89,269.31,271.45,6296430.0
2019-04-23,273.13,274.58,267.68,268.7,3803271.0
2019-04-24,268.42,273.46,266.93,272.48,4366239.0
2019-04-25,273.88,274.48,266.09,267.12,4309912.0
2019-04-26,268.89,278.68,266.65,274.02,12310944.0
2019-04-27,268.89,278.68,266.65,274.02,12310944.0
2019-04-28,268.89,278.68,266.65,274.02,12310944.0
2019-04-29,268.89,278.68,266.65,274.02,12310944.0
2019-04-30,274.95,289.21,271.08,287.39,13433555.0
2019-05-01,274.95,289.21,271.08,287.39,13433555.0
2019-05-02,288.37,292.66,282.87,285.81,10809114.0
2019-05-03,286.6,289.35,284.36,287.86,5966511.0
2019-05-04,286.6,289.35,284.36,287.86,5966511.0
2019-05-05,286.6,289.35,284.36,287.86,5966511.0
2019-05-06,284.08,284.08,274.95,276.53,8248769.0
2019-05-07,280.54,281.66,267.49,268.52,7039475.0
2019-05-08,266.61,272.9,265.63,269.59,8130229.0
2019-05-09,269.08,270.76,261.29,266.05,7861796.0
2019-05-10,267.07,269.64,263.76,267.82,7306094.0
2019-05-11,267.07,269.64,263.76,267.82,7306094.0
2019-05-12,267.07,269.64,263.76,267.82,7306094.0
2019-05-13,266.51,267.49,254.86,258.08,4473734.0
2019-05-14,256.31,263.72,253.93,261.9,5467770.0
2019-05-15,261.9,262.55,248.67,250.25,6457910.0
2019-05-16,251.65,258.64,250.25,257.19,4919647.0
2019-05-17,256.31,258.83,253.09,257.61,3162576.0
2019-05-18,256.31,258.83,253.09,257.61,3162576.0
2019-05-19,256.31,258.83,253.09,257.61,3162576.0
2019-05-20,264.42,273.69,261.71,266.09,5346104.0
2019-05-21,265.49,267.03,258.64,260.41,4383062.0
2019-05-22,263.49,263.49,253.79,258.13,5256662.0
2019-05-23,263.49,270.2,255.47,257.19,5748926.0
2019-05-24,260.92,271.69,254.96,268.42,10278971.0
2019-05-25,260.92,271.69,254.96,268.42,10278971.0
2019-05-26,260.92,271.69,254.96,268.42,10278971.0
2019-05-27,261.9,269.64,258.17,268.19,9751326.0
2019-05-28,267.59,277.28,267.26,273.04,10786051.0
2019-05-29,274.25,275.6,260.04,261.48,8553780.0
2019-05-30,262.83,264.0,256.4,257.8,8516664.0
2019-05-31,259.01,260.78,251.14,253.23,7726193.0
2019-06-01,259.01,260.78,251.14,253.23,7726193.0
2019-06-02,259.01,260.78,251.14,253.23,7726193.0
2019-06-03,253.51,257.33,250.86,255.89,6714216.0
2019-06-04,255.38,257.24,253.89,255.56,5025727.0
2019-06-05,255.38,257.24,253.89,255.56,5025727.0
2019-06-06,255.47,256.22,247.27,248.57,5311021.0
2019-06-07,248.85,251.79,243.45,244.56,5954365.0
2019-06-08,248.85,251.79,243.45,244.56,5954365.0
2019-06-09,248.85,251.79,243.45,244.56,5954365.0
2019-06-10,246.9,250.2,244.52,248.71,3949273.0
2019-06-11,249.78,255.84,247.22,254.77,4419477.0
2019-06-12,256.31,258.45,251.88,252.81,8111692.0
2019-06-13,254.35,256.31,247.59,255.7,5882285.0
2019-06-14,253.61,256.68,249.41,252.81,4596514.0
2019-06-15,253.61,256.68,249.41,252.81,4596514.0
2019-06-16,253.61,256.68,249.41,252.81,4596514.0
2019-06-17,252.58,252.58,240.93,242.51,8865112.0
2019-06-18,243.26,247.27,237.57,245.64,6343390.0
2019-06-19,244.19,249.46,238.6,242.84,7774916.0
2019-06-20,244.19,251.65,240.7,250.95,5410339.0
2019-06-21,247.87,250.67,246.29,248.99,6288046.0
2019-06-22,247.87,250.67,246.29,248.99,6288046.0
2019-06-23,247.87,250.67,246.29,248.99,6288046.0
2019-06-24,248.85,250.25,239.53,240.28,6160857.0
2019-06-25,238.13,250.06,235.15,248.9,10026810.0
2019-06-26,243.77,259.01,243.77,258.31,7254795.0
2019-06-27,258.17,261.71,256.63,258.5,8054707.0
2019-06-28,258.5,259.8,254.49,257.8,4232538.0
2019-06-29,258.5,259.8,254.49,257.8,4232538.0
2019-06-30,258.5,259.8,254.49,257.8,4232538.0
2019-07-01,259.62,262.65,255.24,257.01,4099305.0
2019-07-02,256.96,258.36,253.61,257.38,3431602.0
2019-07-03,257.24,260.88,255.14,258.55,3613561.0
2019-07-04,259.99,259.99,255.19,256.36,3413602.0
2019-07-05,256.45,259.76,247.03,248.53,4388581.0
2019-07-06,256.45,259.76,247.03,248.53,4388581.0
2019-07-07,256.45,259.76,247.03,248.53,4388581.0
2019-07-08,249.8,252.93,244.12,248.24,4021415.0
2019-07-09,248.01,251.32,246.59,248.34,3421692.0
2019-07-10,247.77,250.23,238.54,241.28,6450683.0
2019-07-11,244.69,253.78,244.08,253.02,11923237.0
2019-07-12,252.74,256.38,247.72,253.59,8078678.0
2019-07-13,252.74,256.38,247.72,253.59,8078678.0
2019-07-14,252.74,256.38,247.72,253.59,8078678.0
2019-07-15,253.12,258.18,249.52,256.48,5172035.0
2019-07-16,256.24,260.31,254.63,259.27,3970017.0
2019-07-17,259.18,260.31,254.44,257.38,3507605.0
2019-07-18,257.19,257.19,250.75,251.89,3839854.0
2019-07-19,253.02,254.82,244.36,245.21,4051245.0
2019-07-20,253.02,254.82,244.36,245.21,4051245.0
2019-07-21,253.02,254.82,244.36,245.21,4051245.0
2019-07-22,246.02,251.32,242.61,250.28,3604643.0
2019-07-23,252.5,252.5,245.92,249.24,3656228.0
2019-07-24,248.95,249.76,233.57,241.62,10922806.0
2019-07-25,247.06,247.06,234.56,235.37,7118121.0
2019-07-26,234.47,239.86,233.9,236.36,5653775.0
2019-07-27,234.47,239.86,233.9,236.36,5653775.0
2019-07-28,234.47,239.86,233.9,236.36,5653775.0
2019-07-29,232.86,233.1,224.2,228.51,8306006.0
2019-07-30,232.48,234.94,208.11,217.95,9507812.0
2019-07-31,218.66,225.57,214.02,224.77,6257825.0
2019-08-01,225.29,225.29,210.8,213.22,8201715.0
2019-08-02,210.66,218.14,206.17,213.12,11968087.0
2019-08-03,210.66,218.14,206.17,213.12,11968087.0
2019-08-04,210.66,218.14,206.17,213.12,11968087.0
2019-08-05,211.18,211.18,199.16,206.07,7878795.0
2019-08-06,195.38,209.76,195.38,205.93,6930975.0
2019-08-07,205.65,206.17,199.35,200.91,7263136.0
2019-08-08,201.62,211.09,197.6,209.86,9166022.0
2019-08-09,210.0,216.25,207.59,208.82,9374087.0
2019-08-10,210.0,216.25,207.59,208.82,9374087.0
2019-08-11,210.0,216.25,207.59,208.82,9374087.0
2019-08-12,210.0,216.25,207.59,208.82,9374087.0
2019-08-13,208.2,212.46,204.84,208.39,6834772.0
2019-08-14,212.04,217.62,208.96,215.58,7319788.0
2019-08-15,212.04,217.62,208.96,215.58,7319788.0
2019-08-16,214.87,216.72,209.76,215.02,6265306.0
2019-08-17,214.87,216.72,209.76,215.02,6265306.0
2019-08-18,214.87,216.72,209.76,215.02,6265306.0
2019-08-19,215.82,218.52,212.75,214.12,4611973.0
2019-08-20,213.12,214.02,209.81,212.84,5414888.0
2019-08-21,211.56,213.93,205.93,207.3,5220479.0
2019-08-22,204.18,208.72,201.43,205.41,7178107.0
2019-08-23,203.04,211.66,202.33,208.86,5203973.0
2019-08-24,203.04,211.66,202.33,208.86,5203973.0
2019-08-25,203.04,211.66,202.33,208.86,5203973.0
2019-08-26,211.47,212.98,195.28,202.66,14159632.0
2019-08-27,205.79,206.26,201.34,202.0,12584324.0
2019-08-28,202.57,203.04,191.97,194.76,9434515.0
2019-08-29,193.58,203.09,190.97,200.63,19430918.0
2019-08-30,203.04,207.25,199.97,205.84,10872176.0
2019-08-31,203.04,207.25,199.97,205.84,10872176.0
2019-09-01,203.04,207.25,199.97,205.84,10872176.0
2019-09-02,203.04,207.25,199.97,205.84,10872176.0
2019-09-03,203.42,203.99,198.12,198.93,5858221.0
2019-09-04,198.59,204.51,196.42,203.33,8489815.0
2019-09-05,205.5,210.43,202.1,204.7,10838241.0
2019-09-06,205.79,207.63,200.91,206.31,8823668.0
2019-09-07,205.79,207.63,200.91,206.31,8823668.0
2019-09-08,205.79,207.63,200.91,206.31,8823668.0
2019-09-09,205.98,212.51,202.43,207.78,10272569.0
2019-09-10,205.98,212.51,202.43,207.78,10272569.0
2019-09-11,208.25,216.72,208.25,215.54,11836486.0
2019-09-12,215.54,219.84,209.38,210.19,9680681.0
2019-09-13,210.38,215.44,207.4,214.12,9011450.0
2019-09-14,210.38,215.44,207.4,214.12,9011450.0
2019-09-15,210.38,215.44,207.4,214.12,9011450.0
2019-09-16,210.62,215.35,208.44,213.6,5725751.0
2019-09-17,212.41,216.77,203.33,204.65,9963067.0
2019-09-18,205.41,211.61,205.41,209.57,10173692.0
2019-09-19,208.39,209.76,203.75,207.82,9422134.0
2019-09-20,208.86,227.37,206.59,225.38,24960887.0
2019-09-21,208.86,227.37,206.59,225.38,24960887.0
2019-09-22,208.86,227.37,206.59,225.38,24960887.0
2019-09-23,239.44,240.43,224.72,230.68,14130279.0
2019-09-24,228.88,229.07,220.08,220.89,9498356.0
2019-09-25,220.93,223.16,216.06,221.88,7975713.0
2019-09-26,223.39,225.1,218.9,222.87,8644625.0
2019-09-27,222.73,223.87,218.28,219.8,7315004.0
2019-09-28,222.73,223.87,218.28,219.8,7315004.0
2019-09-29,222.73,223.87,218.28,219.8,7315004.0
2019-09-30,216.72,218.66,210.62,217.67,7120436.0
2019-10-01,220.55,220.55,208.63,210.76,6318382.0
2019-10-02,220.55,220.55,208.63,210.76,6318382.0
2019-10-03,210.14,213.64,206.64,209.72,5738085.0
2019-10-04,210.14,211.94,201.01,203.18,7223349.0
2019-10-05,210.14,211.94,201.01,203.18,7223349.0
2019-10-06,210.14,211.94,201.01,203.18,7223349.0
2019-10-07,203.42,204.42,195.94,196.89,8263823.0
2019-10-08,203.42,204.42,195.94,196.89,8263823.0
2019-10-09,196.61,202.33,194.95,201.43,6275317.0
2019-10-10,201.05,203.42,197.93,202.33,6992864.0
2019-10-11,203.99,209.1,201.43,205.65,9514511.0
2019-10-12,203.99,209.1,201.43,205.65,9514511.0
2019-10-13,203.99,209.1,201.43,205.65,9514511.0
2019-10-14,206.36,213.08,206.36,209.62,8243682.0
2019-10-15,209.2,214.78,202.81,207.92,15604666.0
2019-10-16,210.19,212.89,206.78,208.53,8205546.0
2019-10-17,206.64,212.7,202.9,211.04,11539694.0
2019-10-18,211.94,213.17,208.53,211.42,9440805.0
2019-10-19,211.94,213.17,208.53,211.42,9440805.0
2019-10-20,211.94,213.17,208.53,211.42,9440805.0
2019-10-21,211.94,213.17,208.53,211.42,9440805.0
2019-10-22,212.41,213.83,207.49,207.96,9091207.0
2019-10-23,204.46,212.79,204.23,210.8,8705723.0
2019-10-24,203.23,213.08,203.23,210.95,16906587.0
2019-10-25,210.14,212.18,204.56,205.74,8892457.0
2019-10-26,210.14,212.18,204.56,205.74,8892457.0
2019-10-27,207.11,209.57,206.36,207.63,788745.0
2019-10-28,207.11,209.57,206.36,207.63,788745.0
2019-10-29,209.67,223.77,207.87,221.74,14419880.0
2019-10-30,224.34,224.48,218.9,221.88,5458616.0
2019-10-31,222.45,223.87,214.87,215.82,7336147.0
2019-11-01,215.54,226.71,215.25,224.91,9588054.0
2019-11-02,215.54,226.71,215.25,224.91,9588054.0
2019-11-03,215.54,226.71,215.25,224.91,9588054.0
2019-11-04,227.18,241.24,225.95,236.84,18304656.0
2019-11-05,236.74,240.57,231.2,232.91,10875910.0
2019-11-06,233.71,237.92,231.25,234.99,7531379.0
2019-11-07,236.84,241.19,230.12,239.15,12677663.0
2019-11-08,239.11,242.8,235.23,236.65,7559331.0
2019-11-09,239.11,242.8,235.23,236.65,7559331.0
2019-11-10,239.11,242.8,235.23,236.65,7559331.0
2019-11-11,236.65,239.72,234.8,238.44,5759940.0
2019-11-12,236.65,239.72,234.8,238.44,5759940.0
2019-11-13,236.93,241.1,234.14,235.46,6751135.0
2019-11-14,235.27,236.41,231.2,232.62,4686101.0
2019-11-15,232.72,236.65,229.26,231.68,5464841.0
2019-11-16,232.72,236.65,229.26,231.68,5464841.0
2019-11-17,232.72,236.65,229.26,231.68,5464841.0
2019-11-18,232.77,237.74,231.72,236.27,5121755.0
2019-11-19,237.59,237.59,233.43,234.66,4697379.0
2019-11-20,234.61,238.82,232.81,235.42,5131143.0
2019-11-21,234.66,235.65,231.06,232.15,4073410.0
2019-11-22,229.07,239.49,229.07,237.83,5176550.0
2019-11-23,229.07,239.49,229.07,237.83,5176550.0
2019-11-24,229.07,239.49,229.07,237.83,5176550.0
2019-11-25,239.39,247.06,238.82,246.25,11916718.0
2019-11-26,247.3,248.76,237.69,239.72,13404246.0
2019-11-27,240.39,244.12,238.44,239.44,5059166.0
2019-11-28,240.43,250.75,238.78,249.85,10518036.0
2019-11-29,250.66,255.1,245.54,247.58,12801323.0
2019-11-30,250.66,255.1,245.54,247.58,12801323.0
2019-12-01,250.66,255.1,245.54,247.58,12801323.0
2019-12-02,253.21,255.06,249.19,253.97,11166704.0
2019-12-03,254.63,254.63,240.91,243.51,10404536.0
2019-12-04,240.72,249.9,234.52,245.92,15951450.0
2019-12-05,246.82,247.82,236.69,238.02,7580410.0
2019-12-06,238.21,243.04,236.55,240.53,8277258.0
2019-12-07,238.21,243.04,236.55,240.53,8277258.0
2019-12-08,238.21,243.04,236.55,240.53,8277258.0
2019-12-09,239.72,245.64,238.4,245.02,6618170.0
2019-12-10,243.7,245.31,236.93,237.59,5817226.0
2019-12-11,237.78,241.19,233.38,236.6,6792750.0
2019-12-12,237.4,243.89,236.84,241.95,6363654.0
2019-12-13,248.95,250.28,241.9,243.84,12892131.0
2019-12-14,248.95,250.28,241.9,243.84,12892131.0
2019-12-15,248.95,250.28,241.9,243.84,12892131.0
2019-12-16,245.36,246.3,238.68,239.58,6051979.0
2019-12-17,240.76,247.63,240.01,245.12,11816257.0
2019-12-18,244.22,252.12,242.61,250.28,14086369.0
2019-12-19,249.71,252.93,248.24,250.7,8217816.0
2019-12-20,250.37,252.5,248.72,250.56,7659385.0
2019-12-21,250.37,252.5,248.72,250.56,7659385.0
2019-12-22,250.37,252.5,248.72,250.56,7659385.0
2019-12-23,252.36,256.15,248.38,249.61,8857296.0
2019-12-24,250.28,253.54,248.9,252.5,6118020.0
2019-12-25,250.28,253.54,248.9,252.5,6118020.0
2019-12-26,253.4,257.47,252.45,254.77,11862637.0
2019-12-27,256.05,256.81,250.94,254.54,7984404.0
2019-12-28,256.05,256.81,250.94,254.54,7984404.0
2019-12-29,256.05,256.81,250.94,254.54,7984404.0
2019-12-30,254.63,258.89,252.36,256.62,6950517.0
2019-12-31,256.76,258.42,253.83,255.63,5602210.0
2020-01-01,256.24,258.89,251.65,253.78,7228329.0
2020-01-02,257.38,262.35,256.95,261.68,11176743.0
2020-01-03,262.11,262.11,256.29,257.9,6259955.0
2020-01-04,262.11,262.11,256.29,257.9,6259955.0
2020-01-05,262.11,262.11,256.29,257.9,6259955.0
2020-01-06,256.05,256.76,248.29,250.14,4870064.0
2020-01-07,250.42,255.72,249.05,251.08,4654704.0
2020-01-08,248.38,250.37,243.27,248.48,8469745.0
2020-01-09,252.83,264.29,252.83,263.25,13833418.0
2020-01-10,262.77,265.04,260.31,263.06,7938143.0
2020-01-11,262.77,265.04,260.31,263.06,7938143.0
2020-01-12,262.77,265.04,260.31,263.06,7938143.0
2020-01-13,262.54,264.95,260.69,263.72,4747495.0
2020-01-14,263.15,268.83,263.06,265.9,7722420.0
2020-01-15,265.61,268.26,261.49,267.41,5852332.0
2020-01-16,267.79,267.79,261.4,262.63,5017536.0
2020-01-17,263.29,264.62,258.23,258.75,4949537.0
2020-01-18,263.29,264.62,258.23,258.75,4949537.0
2020-01-19,263.29,264.62,258.23,258.75,4949537.0
2020-01-20,259.13,260.31,254.3,256.86,3995775.0
2020-01-21,255.58,256.43,250.23,252.98,4985277.0
2020-01-22,253.97,254.92,250.61,251.65,3468719.0
2020-01-23,250.99,254.58,249.9,252.41,3629638.0
2020-01-24,251.79,259.27,251.13,257.38,6215609.0
2020-01-25,251.79,259.27,251.13,257.38,6215609.0
2020-01-26,251.79,259.27,251.13,257.38,6215609.0
2020-01-27,251.79,251.79,244.5,248.76,17615604.0
2020-01-28,248.57,248.57,238.16,241.62,11489748.0
2020-01-29,244.5,250.47,244.5,247.3,8126507.0
2020-01-30,248.76,248.76,241.62,243.23,5736133.0
2020-01-31,244.36,245.17,235.79,237.31,6704033.0
2020-02-01,235.84,243.65,229.59,231.68,8001400.0
2020-02-02,235.84,243.65,229.59,231.68,8001400.0
2020-02-03,230.87,239.49,230.73,238.07,7273631.0
2020-02-04,239.72,245.83,235.42,244.55,6098736.0
2020-02-05,245.64,257.14,242.66,254.87,7717710.0
2020-02-06,256.52,262.68,253.45,261.68,8857854.0
2020-02-07,260.45,265.04,258.18,264.38,5468035.0
2020-02-08,260.45,265.04,258.18,264.38,5468035.0
2020-02-09,260.45,265.04,258.18,264.38,5468035.0
2020-02-10,256.52,264.85,256.52,263.06,5167742.0
2020-02-11,265.09,277.82,263.72,273.33,11393334.0
2020-02-12,272.71,279.62,272.71,278.01,9624738.0
2020-02-13,277.35,278.86,273.0,277.68,6421581.0
2020-02-14,276.12,280.9,272.71,273.71,6306917.0
2020-02-15,276.12,280.9,272.71,273.71,6306917.0
2020-02-16,276.12,280.9,272.71,273.71,6306917.0
2020-02-17,273.56,275.84,270.06,272.76,6318121.0
2020-02-18,273.61,273.71,266.09,269.59,5849513.0
2020-02-19,270.96,274.51,264.95,265.85,5133491.0
2020-02-20,266.46,270.63,262.2,266.75,7200958.0
2020-02-21,266.46,270.63,262.2,266.75,7200958.0
2020-02-22,266.46,270.63,262.2,266.75,7200958.0
2020-02-23,266.46,270.63,262.2,266.75,7200958.0
2020-02-24,265.99,265.99,242.33,245.12,11165644.0
2020-02-25,249.9,252.55,244.6,248.57,10393321.0
2020-02-26,242.33,249.61,241.66,246.87,8498324.0
2020-02-27,246.11,246.11,235.04,238.63,10841151.0
2020-02-28,233.81,233.81,220.22,223.11,11216172.0
2020-02-29,233.81,233.81,220.22,223.11,11216172.0
2020-03-01,233.81,233.81,220.22,223.11,11216172.0
2020-03-02,228.98,233.33,218.52,222.45,11668147.0
2020-03-03,226.47,235.79,224.91,233.29,12425711.0
2020-03-04,232.72,235.51,224.2,232.48,11687232.0
2020-03-05,234.75,239.25,231.3,233.95,7373076.0
2020-03-06,222.45,227.18,216.01,226.04,7396069.0
2020-03-07,222.45,227.18,216.01,226.04,7396069.0
2020-03-08,222.45,227.18,216.01,226.04,7396069.0
2020-03-09,219.61,219.61,213.08,216.82,8409022.0
2020-03-10,219.61,219.61,213.08,216.82,8409022.0
2020-03-11,219.61,219.61,208.34,211.56,10655996.0
2020-03-12,198.78,202.85,188.42,192.35,14903282.0
2020-03-13,183.4,206.31,163.38,203.42,13514564.0
2020-03-14,183.4,206.31,163.38,203.42,13514564.0
2020-03-15,183.4,206.31,163.38,203.42,13514564.0
2020-03-16,198.69,198.69,171.85,176.06,15581747.0
2020-03-17,175.12,183.16,165.79,167.03,14693121.0
2020-03-18,171.71,171.99,148.09,155.57,19620756.0
2020-03-19,145.4,159.69,143.6,154.58,13361884.0
2020-03-20,160.78,169.77,155.86,166.36,8052353.0
2020-03-21,160.78,169.77,155.86,166.36,8052353.0
2020-03-22,160.78,169.77,155.86,166.36,8052353.0
2020-03-23,149.75,162.81,128.83,136.69,7723784.0
2020-03-24,141.28,146.91,132.85,139.24,6834644.0
2020-03-25,139.48,147.67,134.94,143.69,4578480.0
2020-03-26,142.93,149.04,136.78,141.8,37205592.0
2020-03-27,139.81,148.09,138.3,143.36,6418901.0
2020-03-28,139.81,148.09,138.3,143.36,6418901.0
2020-03-29,139.81,148.09,138.3,143.36,6418901.0
2020-03-30,141.99,141.99,129.21,134.79,12429558.0
2020-03-31,139.15,144.26,136.78,138.44,10406425.0
2020-04-01,138.63,138.63,131.62,135.36,6390800.0
2020-04-02,138.63,138.63,131.62,135.36,6390800.0
2020-04-03,135.36,140.24,125.42,133.18,19571227.0
2020-04-04,135.36,140.24,125.42,133.18,19571227.0
2020-04-05,135.36,140.24,125.42,133.18,19571227.0
2020-04-06,135.36,140.24,125.42,133.18,19571227.0
2020-04-07,138.72,151.36,137.68,149.66,17424466.0
2020-04-08,148.42,161.68,144.02,146.34,15977857.0
2020-04-09,150.51,160.92,149.56,157.42,15962111.0
2020-04-10,150.51,160.92,149.56,157.42,15962111.0
2020-04-11,150.51,160.92,149.56,157.42,15962111.0
2020-04-12,150.51,160.92,149.56,157.42,15962111.0
