,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity
2021-07-04,651.45,653.31,638.53,642.17,5848647.0
2021-07-05,650.77,652.02,641.83,649.85,5668664.0
2021-07-06,649.17,658.49,646.66,650.24,4953308.0
2021-07-07,648.93,670.38,646.23,666.9,8769113.0
2021-07-08,664.58,667.91,643.81,645.5,7378575.0
2021-07-09,647.19,660.33,646.95,658.35,8237574.0
2021-07-10,647.19,660.33,646.95,658.35,8237574.0
2021-07-11,647.19,660.33,646.95,658.35,8237574.0
2021-07-12,665.55,679.79,657.67,670.81,12681839.0
2021-07-13,674.24,679.55,670.38,677.52,7036936.0
2021-07-14,680.9,682.11,670.57,676.56,6188301.0
2021-07-15,680.03,683.85,672.36,675.3,4937192.0
2021-07-16,681.58,683.22,676.7,679.65,3722207.0
2021-07-17,681.58,683.22,676.7,679.65,3722207.0
2021-07-18,681.58,683.22,676.7,679.65,3722207.0
2021-07-19,670.38,688.1,670.38,674.63,5934272.0
2021-07-20,671.63,674.24,652.41,658.78,6074611.0
2021-07-21,671.63,674.24,652.41,658.78,6074611.0
2021-07-22,663.76,698.0,663.76,692.16,9873161.0
2021-07-23,702.25,702.59,687.76,693.12,9233224.0
2021-07-24,702.25,702.59,687.76,693.12,9233224.0
2021-07-25,702.25,702.59,687.76,693.12,9233224.0
2021-07-26,708.82,708.82,677.14,680.57,15167488.0
2021-07-27,685.69,693.46,679.36,686.46,7092617.0
2021-07-28,690.66,700.71,677.57,697.13,8595543.0
2021-07-29,700.8,732.29,698.44,722.92,19432459.0
2021-07-30,722.68,732.05,708.58,711.86,10375976.0
2021-07-31,722.68,732.05,708.58,711.86,10375976.0
2021-08-01,722.68,732.05,708.58,711.86,10375976.0
2021-08-02,718.58,725.87,708.39,721.28,7314259.0
2021-08-03,720.61,721.57,703.6,715.1,7346517.0
2021-08-04,718.38,728.48,711.33,721.81,7167598.0
2021-08-05,721.81,739.34,715.24,737.27,9031483.0
2021-08-06,741.86,750.07,729.93,731.57,9299813.0
2021-08-07,741.86,750.07,729.93,731.57,9299813.0
2021-08-08,741.86,750.07,729.93,731.57,9299813.0
2021-08-09,739.92,739.92,717.18,721.91,5293279.0
2021-08-10,724.47,724.47,694.72,697.57,6669111.0
2021-08-11,700.32,726.4,700.32,723.6,12469122.0
2021-08-12,726.16,734.13,716.16,723.41,3680301.0
2021-08-13,721.47,731.86,707.47,723.55,5785519.0
2021-08-14,721.47,731.86,707.47,723.55,5785519.0
2021-08-15,721.47,731.86,707.47,723.55,5785519.0
2021-08-16,720.7,744.37,714.04,735.72,9426743.0
2021-08-17,732.78,736.59,710.8,718.91,6722934.0
2021-08-18,720.94,724.47,707.66,712.35,6147056.0
2021-08-19,720.94,724.47,707.66,712.35,6147056.0
2021-08-20,704.18,704.18,657.91,661.3,13870909.0
2021-08-21,704.18,704.18,657.91,661.3,13870909.0
2021-08-22,704.18,704.18,657.91,661.3,13870909.0
2021-08-23,672.31,676.99,641.4,660.91,12620449.0
2021-08-24,667.48,673.27,659.75,668.11,8906338.0
2021-08-25,674.24,677.28,656.85,660.57,6112470.0
2021-08-26,659.75,661.68,646.52,649.12,5873813.0
2021-08-27,649.12,658.2,648.88,654.44,5525569.0
2021-08-28,649.12,658.2,648.88,654.44,5525569.0
2021-08-29,649.12,658.2,648.88,654.44,5525569.0
2021-08-30,657.05,670.38,657.05,663.18,6539956.0
2021-08-31,662.5,668.88,657.29,664.19,5913623.0
2021-09-01,664.58,668.44,652.02,653.62,4438684.0
2021-09-02,657.87,665.55,654.78,661.73,3781842.0
2021-09-03,662.26,671.82,659.17,667.38,4236267.0
2021-09-04,662.26,671.82,659.17,667.38,4236267.0
2021-09-05,662.26,671.82,659.17,667.38,4236267.0
2021-09-06,671.34,673.27,658.4,663.28,5488457.0
2021-09-07,664.58,674.05,659.27,660.52,3663868.0
2021-09-08,664.97,668.06,658.49,663.66,3348448.0
2021-09-09,661.68,667.96,659.8,665.5,2443468.0
2021-09-10,661.68,667.96,659.8,665.5,2443468.0
2021-09-11,661.68,667.96,659.8,665.5,2443468.0
2021-09-12,661.68,667.96,659.8,665.5,2443468.0
2021-09-13,666.03,676.17,664.1,670.76,3934949.0
2021-09-14,675.21,678.1,668.68,670.04,3310674.0
2021-09-15,672.89,676.56,663.66,672.94,3174818.0
2021-09-16,674.24,677.09,664.58,665.98,3506094.0
2021-09-17,673.27,673.27,645.94,659.07,7965016.0
2021-09-18,673.27,673.27,645.94,659.07,7965016.0
2021-09-19,673.27,673.27,645.94,659.07,7965016.0
2021-09-20,649.12,649.12,606.72,611.65,11009448.0
2021-09-21,611.45,649.12,607.01,646.18,14926850.0
2021-09-22,649.12,660.14,643.38,655.45,8813445.0
2021-09-23,696.02,696.02,650.72,654.2,5217898.0
2021-09-24,653.95,656.85,628.6,636.71,7918300.0
2021-09-25,653.95,656.85,628.6,636.71,7918300.0
2021-09-26,653.95,656.85,628.6,636.71,7918300.0
2021-09-27,642.36,642.36,624.3,626.57,6336018.0
2021-09-28,627.39,645.16,626.04,638.35,5226842.0
2021-09-29,634.63,661.01,631.35,656.66,7633339.0
2021-09-30,660.72,660.72,643.33,645.55,5315906.0
2021-10-01,641.4,663.32,636.47,651.3,5512363.0
2021-10-02,641.4,663.32,636.47,651.3,5512363.0
2021-10-03,641.4,663.32,636.47,651.3,5512363.0
2021-10-04,651.54,663.42,639.56,657.96,5803534.0
2021-10-05,662.41,667.33,654.1,656.22,4398259.0
2021-10-06,656.85,660.91,633.14,636.81,6321015.0
2021-10-07,641.4,647.19,636.57,643.86,3186965.0
2021-10-08,647.19,659.75,641.64,643.18,4128066.0
2021-10-09,647.19,659.75,641.64,643.18,4128066.0
2021-10-10,647.19,659.75,641.64,643.18,4128066.0
2021-10-11,643.91,654.92,643.91,649.51,3217049.0
2021-10-12,651.54,657.82,642.75,650.81,3025881.0
2021-10-13,654.63,668.44,648.16,658.25,5788208.0
2021-10-14,667.48,675.21,659.7,669.26,4890738.0
2021-10-15,667.48,675.21,659.7,669.26,4890738.0
2021-10-16,667.48,675.21,659.7,669.26,4890738.0
2021-10-17,667.48,675.21,659.7,669.26,4890738.0
2021-10-18,673.27,702.54,671.82,691.43,9834927.0
2021-10-19,697.42,698.24,664.68,668.01,4478589.0
2021-10-20,639.03,672.02,639.03,661.83,4201641.0
2021-10-21,672.16,672.16,632.75,651.15,6099623.0
2021-10-22,657.72,666.95,635.65,645.07,10484013.0
2021-10-23,657.72,666.95,635.65,645.07,10484013.0
2021-10-24,657.72,666.95,635.65,645.07,10484013.0
2021-10-25,645.36,654.92,630.77,651.3,4229312.0
2021-10-26,651.3,673.85,651.3,670.71,4370602.0
2021-10-27,670.76,675.83,658.59,661.59,3416050.0
2021-10-28,661.68,661.68,641.4,644.73,3182435.0
2021-10-29,645.84,661.49,640.29,646.37,3771780.0
2021-10-30,645.84,661.49,640.29,646.37,3771780.0
2021-10-31,645.84,661.49,640.29,646.37,3771780.0
2021-11-01,656.85,667.24,649.56,665.5,3335348.0
2021-11-02,675.21,675.21,648.5,649.95,3324325.0
2021-11-03,652.17,660.28,650.62,657.09,2378501.0
2021-11-04,657.77,661.68,654.1,655.55,371868.0
2021-11-05,657.77,661.68,654.1,655.55,371868.0
2021-11-06,657.77,661.68,654.1,655.55,371868.0
2021-11-07,657.77,661.68,654.1,655.55,371868.0
2021-11-08,660.62,664.53,645.31,662.5,3010474.0
2021-11-09,664.53,667.82,652.17,653.62,2576094.0
2021-11-10,653.66,653.66,630.0,639.85,7138897.0
2021-11-11,639.85,647.14,637.53,644.68,3954588.0
2021-11-12,652.94,652.94,640.77,648.5,2609565.0
2021-11-13,652.94,652.94,640.77,648.5,2609565.0
2021-11-14,652.94,652.94,640.77,648.5,2609565.0
2021-11-15,652.02,652.07,635.65,638.98,3221641.0
2021-11-16,634.15,651.06,633.38,642.27,2953964.0
2021-11-17,639.85,648.83,636.18,639.8,2979589.0
2021-11-18,646.23,646.23,621.11,628.4,4197957.0
2021-11-19,646.23,646.23,621.11,628.4,4197957.0
2021-11-20,646.23,646.23,621.11,628.4,4197957.0
2021-11-21,646.23,646.23,621.11,628.4,4197957.0
2021-11-22,632.65,640.91,623.09,634.63,4133724.0
2021-11-23,637.34,666.22,634.73,660.04,9563599.0
2021-11-24,660.04,672.31,647.19,659.99,4523332.0
2021-11-25,663.37,664.39,651.25,657.72,2950676.0
2021-11-26,645.5,649.66,603.0,607.25,9248216.0
2021-11-27,645.5,649.66,603.0,607.25,9248216.0
2021-11-28,645.5,649.66,603.0,607.25,9248216.0
2021-11-29,612.32,616.28,597.06,604.3,4449043.0
2021-11-30,603.72,611.16,583.73,587.69,6954495.0
2021-12-01,590.06,618.02,590.06,615.51,6817945.0
2021-12-02,616.28,626.67,609.33,624.73,4134178.0
2021-12-03,618.21,632.56,615.32,622.61,5062922.0
2021-12-04,618.21,632.56,615.32,622.61,5062922.0
2021-12-05,618.21,632.56,615.32,622.61,5062922.0
2021-12-06,624.01,638.5,615.07,620.97,14031277.0
2021-12-07,626.42,641.06,625.12,638.16,13126208.0
2021-12-08,646.23,652.99,637.63,650.04,9863572.0
2021-12-09,652.99,655.26,638.55,651.15,9984847.0
2021-12-10,650.96,658.25,647.19,656.42,2522228.0
2021-12-11,650.96,658.25,647.19,656.42,2522228.0
2021-12-12,650.96,658.25,647.19,656.42,2522228.0
2021-12-13,659.75,669.36,644.87,647.72,4243032.0
2021-12-14,642.89,652.99,638.74,647.48,3026481.0
2021-12-15,646.23,654.58,634.25,636.08,4909458.0
2021-12-16,641.35,643.52,631.25,639.61,2647415.0
2021-12-17,635.12,642.36,630.77,637.77,3095295.0
2021-12-18,635.12,642.36,630.77,637.77,3095295.0
2021-12-19,635.12,642.36,630.77,637.77,3095295.0
2021-12-20,633.67,633.67,608.89,620.73,4362248.0
2021-12-21,626.38,643.33,623.43,635.89,3235036.0
2021-12-22,632.12,643.47,632.12,638.5,1324373.0
2021-12-23,643.33,648.06,625.02,628.11,3042673.0
2021-12-24,632.7,633.14,617.54,629.13,4064790.0
2021-12-25,632.7,633.14,617.54,629.13,4064790.0
2021-12-26,632.7,633.14,617.54,629.13,4064790.0
2021-12-27,621.55,632.51,621.26,630.82,1908743.0
2021-12-28,634.54,638.89,630.24,634.97,2399590.0
2021-12-29,635.02,635.21,623.0,633.57,3147477.0
2021-12-30,634.63,636.95,621.64,623.82,3777869.0
2021-12-31,625.75,642.36,625.27,633.62,2590118.0
2022-01-01,625.75,642.36,625.27,633.62,2590118.0
2022-01-02,625.75,642.36,625.27,633.62,2590118.0
2022-01-03,635.31,648.16,626.71,644.34,2462703.0
2022-01-04,645.36,651.01,640.82,647.58,2131311.0
2022-01-05,645.26,673.27,643.67,670.86,6685082.0
2022-01-06,668.44,668.93,649.32,651.01,4885322.0
2022-01-07,652.02,655.89,644.78,649.95,2967888.0
2022-01-08,652.02,655.89,644.78,649.95,2967888.0
2022-01-09,652.02,655.89,644.78,649.95,2967888.0
2022-01-10,654.82,656.37,647.19,649.22,2159664.0
2022-01-11,643.33,645.79,621.35,623.72,7106390.0
2022-01-12,628.45,636.76,626.86,634.68,5537631.0
2022-01-13,637.29,668.15,634.88,664.43,7414711.0
2022-01-14,658.78,666.08,654.2,659.46,2122723.0
2022-01-15,658.78,666.08,654.2,659.46,2122723.0
2022-01-16,658.78,666.08,654.2,659.46,2122723.0
2022-01-17,661.68,680.86,652.41,675.59,6071233.0
2022-01-18,682.93,682.93,654.2,657.05,3555466.0
2022-01-19,653.95,665.79,637.53,651.68,5117635.0
2022-01-20,656.85,662.65,649.51,659.27,2937133.0
2022-01-21,660.72,660.72,639.61,643.57,4060527.0
2022-01-22,660.72,660.72,639.61,643.57,4060527.0
2022-01-23,660.72,660.72,639.61,643.57,4060527.0
2022-01-24,637.34,637.34,596.96,600.63,7793898.0
2022-01-25,597.93,618.79,591.75,609.66,5214526.0
2022-01-26,597.93,618.79,591.75,609.66,5214526.0
2022-01-27,598.89,610.63,591.22,604.79,5158323.0
2022-01-28,613.38,623.91,604.26,606.67,3835847.0
2022-01-29,613.38,623.91,604.26,606.67,3835847.0
2022-01-30,613.38,623.91,604.26,606.67,3835847.0
2022-01-31,617.1,617.25,606.62,607.54,3081071.0
2022-02-01,613.77,636.42,606.62,632.03,5457527.0
2022-02-02,636.66,641.2,629.95,637.39,2711234.0
2022-02-03,637.29,644.73,627.87,630.92,2538168.0
2022-02-04,627.87,643.23,624.98,634.97,3421719.0
2022-02-05,627.87,643.23,624.98,634.97,3421719.0
2022-02-06,627.87,643.23,624.98,634.97,3421719.0
2022-02-07,635.02,643.96,623.48,628.98,2922111.0
2022-02-08,629.85,640.33,622.22,637.63,3340666.0
2022-02-09,644.0,644.0,635.46,640.48,2267241.0
2022-02-10,646.23,654.92,641.49,649.66,4407333.0
2022-02-11,643.71,652.02,637.1,648.54,3200751.0
2022-02-12,643.71,652.02,637.1,648.54,3200751.0
2022-02-13,643.71,652.02,637.1,648.54,3200751.0
2022-02-14,627.87,642.36,583.73,605.22,7052046.0
2022-02-15,614.2,621.59,596.09,618.84,4152103.0
2022-02-16,623.04,624.15,613.38,616.28,2035969.0
2022-02-17,622.08,627.34,612.8,616.47,2484569.0
2022-02-18,614.83,620.63,609.66,611.31,1504877.0
2022-02-19,614.83,620.63,609.66,611.31,1504877.0
2022-02-20,614.83,620.63,609.66,611.31,1504877.0
2022-02-21,608.55,613.38,600.1,601.89,1912802.0
2022-02-22,561.22,603.43,561.22,600.83,3511032.0
2022-02-23,600.83,606.57,591.99,593.77,2399004.0
2022-02-24,572.19,583.92,546.73,549.97,5824499.0
2022-02-25,556.39,585.32,556.39,578.22,4713399.0
2022-02-26,556.39,585.32,556.39,578.22,4713399.0
2022-02-27,556.39,585.32,556.39,578.22,4713399.0
2022-02-28,568.03,608.36,568.03,606.09,7370550.0
2022-03-01,568.03,608.36,568.03,606.09,7370550.0
2022-03-02,600.83,631.74,600.83,622.66,9270983.0
2022-03-03,628.36,639.95,627.2,632.41,6193453.0
2022-03-04,636.28,638.02,607.3,610.44,7933579.0
2022-03-05,636.28,638.02,607.3,610.44,7933579.0
2022-03-06,636.28,638.02,607.3,610.44,7933579.0
2022-03-07,603.1,621.11,601.21,615.46,5911020.0
2022-03-08,617.25,618.17,592.18,608.41,5669890.0
2022-03-09,613.19,613.19,596.96,605.8,3983018.0
2022-03-10,608.55,629.95,602.76,628.6,5453373.0
2022-03-11,627.78,650.09,625.17,646.95,8604042.0
2022-03-12,627.78,650.09,625.17,646.95,8604042.0
2022-03-13,627.78,650.09,625.17,646.95,8604042.0
2022-03-14,647.19,650.09,636.08,642.22,2637751.0
2022-03-15,638.4,639.71,613.38,619.32,4983744.0
2022-03-16,627.87,640.19,625.46,632.94,3259267.0
2022-03-17,637.48,669.36,637.48,661.78,10410160.0
2022-03-18,637.48,669.36,637.48,661.78,10410160.0
2022-03-19,637.48,669.36,637.48,661.78,10410160.0
2022-03-20,637.48,669.36,637.48,661.78,10410160.0
2022-03-21,666.41,675.21,655.89,658.11,4852701.0
2022-03-22,655.89,676.07,654.39,672.79,4950461.0
2022-03-23,681.0,685.83,668.68,680.42,9384011.0
2022-03-24,680.03,695.1,679.99,690.76,6264185.0
2022-03-25,691.63,701.77,686.07,696.79,16395516.0
2022-03-26,691.63,701.77,686.07,696.79,16395516.0
2022-03-27,691.63,701.77,686.07,696.79,16395516.0
2022-03-28,697.42,706.55,693.7,705.25,9066169.0
2022-03-29,707.08,738.72,701.82,728.24,7626532.0
2022-03-30,722.63,725.19,690.61,693.12,6268377.0
2022-03-31,699.35,712.39,696.02,707.71,6133597.0
2022-04-01,711.62,724.47,703.7,707.27,5179208.0
2022-04-02,711.62,724.47,703.7,707.27,5179208.0
2022-04-03,711.62,724.47,703.7,707.27,5179208.0
2022-04-04,709.88,712.88,702.06,707.76,5038002.0
2022-04-05,712.78,720.61,705.29,708.48,3655316.0
2022-04-06,709.88,721.09,704.96,712.3,4231121.0
2022-04-07,712.39,717.47,701.04,703.27,3063317.0
2022-04-08,705.25,736.11,705.25,730.84,8438987.0
2022-04-09,705.25,736.11,705.25,730.84,8438987.0
2022-04-10,705.25,736.11,705.25,730.84,8438987.0
2022-04-11,733.02,748.62,730.26,741.28,8069666.0
2022-04-12,743.79,747.85,713.02,730.17,8815464.0
2022-04-13,734.13,754.66,730.46,740.26,6923533.0
2022-04-14,734.13,754.66,730.46,740.26,6923533.0
2022-04-15,734.13,754.66,730.46,740.26,6923533.0
2022-04-16,734.13,754.66,730.46,740.26,6923533.0
2022-04-17,734.13,754.66,730.46,740.26,6923533.0
2022-04-18,737.99,749.44,732.29,741.71,6009919.0
2022-04-19,747.65,763.11,709.64,720.99,7592963.0
2022-04-20,732.2,735.0,707.56,713.7,4813569.0
2022-04-21,713.84,721.81,700.8,709.21,4163270.0
2022-04-22,702.25,712.15,697.47,698.77,2309652.0
2022-04-23,702.25,712.15,697.47,698.77,2309652.0
2022-04-24,702.25,712.15,697.47,698.77,2309652.0
2022-04-25,693.08,695.01,671.58,691.34,5336744.0
2022-04-26,697.76,699.64,688.78,696.65,3340162.0
2022-04-27,690.66,709.21,686.8,696.07,3469210.0
2022-04-28,705.0,709.26,698.05,704.28,4246410.0
2022-04-29,704.18,714.81,698.44,702.4,3743454.0
2022-04-30,704.18,714.81,698.44,702.4,3743454.0
2022-05-01,704.18,714.81,698.44,702.4,3743454.0
2022-05-02,696.46,709.21,684.91,707.03,2868275.0
2022-05-03,696.46,709.21,684.91,707.03,2868275.0
2022-05-04,709.01,710.99,683.95,687.33,4189054.0
2022-05-05,698.68,701.67,681.0,683.66,3343761.0
2022-05-06,665.45,677.04,657.33,666.9,4119212.0
2022-05-07,665.45,677.04,657.33,666.9,4119212.0
2022-05-08,665.45,677.04,657.33,666.9,4119212.0
2022-05-09,652.51,663.23,645.26,655.26,3697126.0
2022-05-10,650.62,653.95,621.21,623.33,4695697.0
2022-05-11,621.11,635.6,613.72,626.86,4361196.0
2022-05-12,623.53,629.37,598.89,603.53,4468414.0
2022-05-13,612.47,615.32,573.92,580.01,5805568.0
2022-05-14,612.47,615.32,573.92,580.01,5805568.0
2022-05-15,612.47,615.32,573.92,580.01,5805568.0
2022-05-16,590.68,605.37,578.61,581.8,4770396.0
2022-05-17,586.92,623.82,586.92,620.0,6705554.0
2022-05-18,625.46,625.46,606.62,609.57,5035543.0
2022-05-19,591.65,603.68,571.9,579.77,5987287.0
2022-05-20,598.89,612.71,595.71,609.62,6315976.0
2022-05-21,598.89,612.71,595.71,609.62,6315976.0
2022-05-22,598.89,612.71,595.71,609.62,6315976.0
2022-05-23,582.09,582.09,519.2,528.91,18069984.0
2022-05-24,528.38,537.46,518.96,521.33,7786905.0
2022-05-25,525.34,526.59,503.26,510.46,4852001.0
2022-05-26,514.42,536.83,502.35,532.92,8432630.0
2022-05-27,542.68,542.68,521.04,529.73,5382730.0
2022-05-28,542.68,542.68,521.04,529.73,5382730.0
2022-05-29,542.68,542.68,521.04,529.73,5382730.0
2022-05-30,511.96,526.25,507.71,520.51,12767115.0
2022-05-31,519.3,539.29,514.08,532.48,20593044.0
2022-06-01,534.18,552.87,530.5,550.11,8941726.0
2022-06-02,554.36,555.43,538.67,553.88,7275174.0
2022-06-03,558.32,562.14,540.5,543.3,6523894.0
2022-06-04,558.32,562.14,540.5,543.3,6523894.0
2022-06-05,558.32,562.14,540.5,543.3,6523894.0
2022-06-06,539.2,563.4,534.18,559.29,10643005.0
2022-06-07,556.49,559.72,547.8,552.62,3841661.0
2022-06-08,556.01,563.15,552.72,556.54,4295066.0
2022-06-09,550.6,556.1,544.8,552.72,4045344.0
2022-06-10,545.77,554.46,542.14,553.01,3474552.0
2022-06-11,545.77,554.46,542.14,553.01,3474552.0
2022-06-12,545.77,554.46,542.14,553.01,3474552.0
2022-06-13,544.8,548.62,536.11,544.8,4207331.0
2022-06-14,543.64,557.16,539.97,542.77,3522228.0
2022-06-15,542.58,549.63,538.09,543.83,3895389.0
2022-06-16,552.05,553.11,525.82,527.27,5120925.0
2022-06-17,523.5,542.58,521.33,535.72,6948026.0
2022-06-18,523.5,542.58,521.33,535.72,6948026.0
2022-06-19,523.5,542.58,521.33,535.72,6948026.0
2022-06-20,534.18,535.72,517.85,531.62,5770505.0
2022-06-21,529.39,561.03,529.39,556.59,4802260.0
2022-06-22,550.6,550.6,524.03,531.66,8657074.0
2022-06-23,528.43,546.25,528.43,539.92,5162728.0
2022-06-24,542.58,553.4,541.18,548.47,3503023.0
2022-06-25,542.58,553.4,541.18,548.47,3503023.0
2022-06-26,542.58,553.4,541.18,548.47,3503023.0
2022-06-27,558.32,568.56,550.64,552.19,6714226.0
2022-06-28,551.66,560.79,548.66,558.71,4405362.0
2022-06-29,555.43,561.37,549.24,556.44,3417870.0
2022-06-30,556.68,562.96,537.27,545.28,5759062.0
2022-07-01,537.07,560.88,537.07,559.15,3806802.0
2022-07-02,537.07,560.88,537.07,559.15,3806802.0
2022-07-03,537.07,560.88,537.07,559.15,3806802.0
2022-07-04,562.58,566.36,541.82,549.19,6142708.0
2022-07-05,551.88,561.63,548.29,550.33,3726442.0
2022-07-06,545.7,555.06,538.73,552.22,3402485.0
2022-07-07,557.7,575.58,549.29,572.19,5163189.0
2022-07-08,577.57,578.66,560.19,563.83,3432778.0
2022-07-09,577.57,578.66,560.19,563.83,3432778.0
2022-07-10,577.57,578.66,560.19,563.83,3432778.0
2022-07-11,561.63,588.87,558.75,574.88,5008868.0
2022-07-12,572.59,579.01,561.14,572.04,3524263.0
2022-07-13,570.6,591.26,570.6,586.13,4745015.0
2022-07-14,586.53,591.51,571.84,581.55,4781136.0
2022-07-15,579.56,581.55,566.96,573.98,3155573.0
2022-07-16,579.56,581.55,566.96,573.98,3155573.0
2022-07-17,579.56,581.55,566.96,573.98,3155573.0
2022-07-18,579.66,589.52,575.58,583.49,4689166.0
2022-07-19,581.05,587.13,574.98,582.4,3676338.0
2022-07-20,588.72,597.48,584.54,587.87,4692070.0
2022-07-21,587.82,593.4,582.6,585.09,3924473.0
2022-07-22,589.62,590.06,576.77,580.01,4492930.0
2022-07-23,589.62,590.06,576.77,580.01,4492930.0
2022-07-24,589.62,590.06,576.77,580.01,4492930.0
2022-07-25,570.6,585.93,570.6,583.04,5948020.0
2022-07-26,584.54,597.14,579.16,595.24,6154554.0
2022-07-27,592.5,601.37,587.53,600.17,3032909.0
2022-07-28,602.46,624.52,600.52,614.11,5268371.0
2022-07-29,618.0,635.27,617.95,626.96,4918555.0
2022-07-30,618.0,635.27,617.95,626.96,4918555.0
2022-07-31,618.0,635.27,617.95,626.96,4918555.0
2022-08-01,632.34,638.31,625.57,636.52,4153275.0
2022-08-02,637.32,647.22,623.62,645.98,3155281.0
2022-08-03,646.48,658.03,642.2,650.06,4570705.0
2022-08-04,649.86,670.63,649.86,661.56,4858270.0
2022-08-05,661.46,671.17,661.46,664.35,2525604.0
2022-08-06,661.46,671.17,661.46,664.35,2525604.0
2022-08-07,661.46,671.17,661.46,664.35,2525604.0
2022-08-08,664.4,673.16,659.52,666.39,2535261.0
2022-08-09,664.4,673.16,659.52,666.39,2535261.0
2022-08-10,671.17,672.17,657.23,667.29,3322115.0
2022-08-11,670.28,675.51,666.64,670.77,3545959.0
2022-08-12,676.1,682.13,670.18,675.36,3549230.0
2022-08-13,676.1,682.13,670.18,675.36,3549230.0
2022-08-14,676.1,682.13,670.18,675.36,3549230.0
2022-08-15,676.1,682.13,670.18,675.36,3549230.0
2022-08-16,679.74,679.74,667.59,671.02,2804960.0
2022-08-17,669.73,673.91,665.6,669.78,2410132.0
2022-08-18,671.12,675.01,666.04,670.58,1862430.0
2022-08-19,677.85,677.85,660.22,661.76,2050275.0
2022-08-20,677.85,677.85,660.22,661.76,2050275.0
2022-08-21,677.85,677.85,660.22,661.76,2050275.0
2022-08-22,659.82,660.32,638.31,640.25,2372906.0
2022-08-23,637.32,652.25,634.03,650.11,1804717.0
2022-08-24,655.19,655.19,644.29,648.77,1859853.0
2022-08-25,649.27,657.13,644.34,645.98,1580808.0
2022-08-26,651.66,667.94,651.26,664.2,3194173.0
2022-08-27,651.66,667.94,651.26,664.2,3194173.0
2022-08-28,651.66,667.94,651.26,664.2,3194173.0
2022-08-29,633.33,657.18,633.33,646.88,2827301.0
2022-08-30,651.16,665.2,648.77,664.1,2359967.0
2022-08-31,651.16,665.2,648.77,664.1,2359967.0
2022-09-01,659.22,666.99,650.51,658.83,2530366.0
2022-09-02,660.22,666.19,651.26,658.63,2085379.0
2022-09-03,660.22,666.19,651.26,658.63,2085379.0
2022-09-04,660.22,666.19,651.26,658.63,2085379.0
2022-09-05,659.22,680.68,658.28,679.09,5095145.0
2022-09-06,679.14,684.12,675.55,681.68,3394640.0
2022-09-07,677.15,684.87,672.97,681.73,2378250.0
2022-09-08,680.24,688.2,676.45,682.48,1935651.0
2022-09-09,684.12,698.81,681.23,684.07,4122162.0
2022-09-10,684.12,698.81,681.23,684.07,4122162.0
2022-09-11,684.12,698.81,681.23,684.07,4122162.0
2022-09-12,683.22,691.49,678.59,683.67,2694319.0
2022-09-13,686.61,695.02,683.72,688.15,2166431.0
2022-09-14,686.11,698.86,678.99,689.94,2856081.0
2022-09-15,692.09,695.07,681.63,686.76,2964694.0
2022-09-16,679.74,691.59,676.15,682.97,4137612.0
2022-09-17,679.74,691.59,676.15,682.97,4137612.0
2022-09-18,679.74,691.59,676.15,682.97,4137612.0
2022-09-19,678.14,688.6,672.52,677.1,3275933.0
2022-09-20,676.85,695.32,676.85,686.11,1852722.0
2022-09-21,679.19,689.65,679.14,681.98,1844591.0
2022-09-22,682.08,684.12,671.17,676.5,1561258.0
2022-09-23,676.1,684.07,664.2,666.19,1600076.0
2022-09-24,676.1,684.07,664.2,666.19,1600076.0
2022-09-25,676.1,684.07,664.2,666.19,1600076.0
2022-09-26,652.25,659.17,635.32,643.44,2254782.0
2022-09-27,641.05,648.22,630.15,634.33,2589544.0
2022-09-28,626.46,630.3,611.47,613.91,2252191.0
2022-09-29,615.91,625.37,614.46,615.66,3654273.0
2022-09-30,616.4,631.29,611.62,629.0,1646042.0
2022-10-01,616.4,631.29,611.62,629.0,1646042.0
2022-10-02,616.4,631.29,611.62,629.0,1646042.0
2022-10-03,624.67,628.35,618.59,620.93,1340356.0
2022-10-04,623.92,642.29,623.92,640.5,1435256.0
2022-10-05,623.92,642.29,623.92,640.5,1435256.0
2022-10-06,642.34,675.16,642.34,671.62,3829050.0
2022-10-07,669.18,670.38,656.78,663.26,1679129.0
2022-10-08,669.18,670.38,656.78,663.26,1679129.0
2022-10-09,669.18,670.38,656.78,663.26,1679129.0
2022-10-10,652.25,665.2,651.76,663.21,1152142.0
2022-10-11,666.54,666.54,637.32,640.05,2534635.0
2022-10-12,640.9,651.26,635.52,648.37,1585918.0
2022-10-13,648.22,653.45,639.01,645.63,970097.0
2022-10-14,652.8,656.73,636.27,637.56,1443187.0
2022-10-15,652.8,656.73,636.27,637.56,1443187.0
2022-10-16,652.8,656.73,636.27,637.56,1443187.0
2022-10-17,634.28,634.28,621.38,628.8,3184600.0
2022-10-18,630.35,635.82,628.5,634.08,1868454.0
2022-10-19,634.38,637.27,621.73,623.27,2223445.0
2022-10-20,614.76,627.36,612.42,625.76,2731255.0
2022-10-21,625.52,627.86,613.91,619.44,2607105.0
2022-10-22,625.52,627.86,613.91,619.44,2607105.0
2022-10-23,625.52,627.86,613.91,619.44,2607105.0
2022-10-24,616.4,631.29,616.4,626.96,851510.0
2022-10-25,621.58,648.22,621.13,641.65,5407400.0
2022-10-26,621.58,648.22,621.13,641.65,5407400.0
2022-10-27,643.59,680.14,643.59,676.75,8716988.0
