,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity
2017-08-23,189.65,190.38,185.66,187.08,46457.0
2017-08-24,187.86,197.14,187.82,190.59,168821.0
2017-08-25,187.86,197.14,187.82,190.59,168821.0
2017-08-26,187.86,197.14,187.82,190.59,168821.0
2017-08-27,187.86,197.14,187.82,190.59,168821.0
2017-08-28,190.63,191.85,187.69,188.87,103746.0
2017-08-29,188.87,189.0,182.68,184.27,242687.0
2017-08-30,186.15,186.55,180.2,182.4,413214.0
2017-08-31,182.48,185.33,179.47,180.2,178295.0
2017-09-01,180.32,183.5,179.91,180.52,78850.0
2017-09-02,180.32,183.5,179.91,180.52,78850.0
2017-09-03,180.32,183.5,179.91,180.52,78850.0
2017-09-04,181.62,184.76,179.22,180.04,77153.0
2017-09-05,179.83,183.29,178.49,179.47,106693.0
2017-09-06,179.22,184.6,172.74,175.68,2988775.0
2017-09-07,177.55,179.22,175.43,176.25,855269.0
2017-09-08,177.35,178.0,171.48,173.6,671329.0
2017-09-09,177.35,178.0,171.48,173.6,671329.0
2017-09-10,177.35,178.0,171.48,173.6,671329.0
2017-09-11,174.29,180.44,173.76,179.38,340341.0
2017-09-12,180.08,197.06,179.47,193.19,1337567.0
2017-09-13,192.91,193.52,188.59,190.95,221112.0
2017-09-14,192.99,192.99,188.22,189.77,50375.0
2017-09-15,186.23,192.83,186.23,190.38,212921.0
2017-09-16,186.23,192.83,186.23,190.38,212921.0
2017-09-17,186.23,192.83,186.23,190.38,212921.0
2017-09-18,190.3,195.51,188.22,191.03,173562.0
2017-09-19,191.07,192.83,188.47,190.46,162494.0
2017-09-20,191.44,191.44,187.9,189.0,394125.0
2017-09-21,189.57,191.44,186.23,187.65,54687.0
2017-09-22,187.73,188.71,181.14,184.84,111753.0
2017-09-23,187.73,188.71,181.14,184.84,111753.0
2017-09-24,187.73,188.71,181.14,184.84,111753.0
2017-09-25,184.84,186.02,177.18,183.25,107021.0
2017-09-26,186.1,186.1,180.04,183.21,515140.0
2017-09-27,184.11,184.8,173.23,175.27,78821.0
2017-09-28,173.68,198.69,173.68,190.38,509245.0
2017-09-29,191.44,193.97,183.29,185.86,165971.0
2017-09-30,191.44,193.97,183.29,185.86,165971.0
2017-10-01,191.44,193.97,183.29,185.86,165971.0
2017-10-02,191.44,193.97,183.29,185.86,165971.0
2017-10-03,185.86,193.88,185.82,191.32,108096.0
2017-10-04,193.72,193.72,185.78,187.08,246207.0
2017-10-05,193.07,198.32,192.3,196.45,320949.0
2017-10-06,197.96,202.85,189.0,190.5,374059.0
2017-10-07,197.96,202.85,189.0,190.5,374059.0
2017-10-08,197.96,202.85,189.0,190.5,374059.0
2017-10-09,189.81,196.33,189.81,194.9,86610.0
2017-10-10,195.35,198.77,189.89,196.33,84172.0
2017-10-11,198.28,198.28,191.44,195.8,72792.0
2017-10-12,196.33,196.33,192.74,193.93,37330.0
2017-10-13,194.58,197.55,192.91,195.35,204143.0
2017-10-14,194.58,197.55,192.91,195.35,204143.0
2017-10-15,194.58,197.55,192.91,195.35,204143.0
2017-10-16,194.7,202.19,194.54,196.29,81807.0
2017-10-17,196.29,198.61,193.23,195.68,256460.0
2017-10-18,197.59,197.59,194.54,195.31,47154.0
2017-10-19,192.95,197.88,192.83,194.78,16851.0
2017-10-20,192.95,197.88,192.83,194.78,16851.0
2017-10-21,192.95,197.88,192.83,194.78,16851.0
2017-10-22,192.95,197.88,192.83,194.78,16851.0
2017-10-23,194.7,197.79,189.44,194.33,59025.0
2017-10-24,191.97,194.7,191.97,193.93,142059.0
2017-10-25,195.51,198.53,194.17,196.37,72873.0
2017-10-26,195.51,200.65,194.7,199.18,79604.0
2017-10-27,199.18,210.58,195.19,207.9,219156.0
2017-10-28,199.18,210.58,195.19,207.9,219156.0
2017-10-29,199.18,210.58,195.19,207.9,219156.0
2017-10-30,208.55,215.88,207.9,215.19,306968.0
2017-10-31,215.07,220.77,210.26,215.59,231305.0
2017-11-01,214.33,223.62,213.44,218.41,169407.0
2017-11-02,218.08,223.46,215.92,221.75,82771.0
2017-11-03,221.58,224.03,220.77,222.93,56525.0
2017-11-04,221.58,224.03,220.77,222.93,56525.0
2017-11-05,221.58,224.03,220.77,222.93,56525.0
2017-11-06,222.64,222.93,214.74,217.96,344255.0
2017-11-07,216.12,219.38,205.29,207.69,119682.0
2017-11-08,207.73,215.47,196.53,199.34,362409.0
2017-11-09,200.12,202.56,189.81,192.26,377934.0
2017-11-10,191.44,219.34,191.44,208.87,624946.0
2017-11-11,191.44,219.34,191.44,208.87,624946.0
2017-11-12,191.44,219.34,191.44,208.87,624946.0
2017-11-13,208.51,208.51,202.03,203.7,404141.0
2017-11-14,203.66,210.99,203.5,205.7,36122.0
2017-11-15,205.7,206.88,203.62,204.15,33323.0
2017-11-16,206.0,208.64,204.89,207.69,110709.0
2017-11-17,206.38,214.13,205.96,212.93,83973.0
2017-11-18,206.38,214.13,205.96,212.93,83973.0
2017-11-19,206.38,214.13,205.96,212.93,83973.0
2017-11-20,214.62,218.04,212.81,215.24,43639.0
2017-11-21,218.5,226.66,215.24,217.55,257067.0
2017-11-22,215.69,218.66,212.06,216.85,22183.0
2017-11-23,218.08,223.15,214.46,217.92,49954.0
2017-11-24,217.67,219.15,211.07,213.18,193261.0
2017-11-25,217.67,219.15,211.07,213.18,193261.0
2017-11-26,217.67,219.15,211.07,213.18,193261.0
2017-11-27,215.07,215.65,211.12,212.64,202254.0
2017-11-28,214.79,215.11,208.6,211.03,70763.0
2017-11-29,211.03,211.86,205.01,207.86,115979.0
2017-11-30,208.52,208.6,204.97,206.79,100924.0
2017-12-01,207.82,208.89,199.78,201.55,44800.0
2017-12-02,207.82,208.89,199.78,201.55,44800.0
2017-12-03,207.82,208.89,199.78,201.55,44800.0
2017-12-04,203.32,206.05,199.12,204.35,26958.0
2017-12-05,203.24,204.23,201.68,202.5,41523.0
2017-12-06,203.61,203.78,195.78,199.61,136924.0
2017-12-07,202.71,203.24,196.69,197.64,117389.0
2017-12-08,197.68,200.81,197.06,197.88,86150.0
2017-12-09,197.68,200.81,197.06,197.88,86150.0
2017-12-10,197.68,200.81,197.06,197.88,86150.0
2017-12-11,200.19,200.23,197.55,199.2,22585.0
2017-12-12,198.71,198.75,194.5,195.82,134022.0
2017-12-13,197.76,197.88,194.13,197.8,26764.0
2017-12-14,194.58,199.53,194.58,197.39,31575.0
2017-12-15,195.0,201.1,194.42,196.03,56026.0
2017-12-16,195.0,201.1,194.42,196.03,56026.0
2017-12-17,195.0,201.1,194.42,196.03,56026.0
2017-12-18,194.58,198.62,192.36,196.77,32668.0
2017-12-19,199.16,201.02,196.73,197.26,93456.0
2017-12-20,197.47,201.35,196.65,197.8,49581.0
2017-12-21,199.37,200.19,197.47,197.84,40146.0
2017-12-22,199.53,205.3,194.21,195.99,306905.0
2017-12-23,199.53,205.3,194.21,195.99,306905.0
2017-12-24,199.53,205.3,194.21,195.99,306905.0
2017-12-25,199.53,205.3,194.21,195.99,306905.0
2017-12-26,197.06,199.45,195.62,196.36,64565.0
2017-12-27,197.26,202.01,196.56,197.92,80502.0
2017-12-28,199.33,202.58,198.71,200.36,131184.0
2017-12-29,201.55,201.55,190.87,194.3,114848.0
2017-12-30,201.55,201.55,190.87,194.3,114848.0
2017-12-31,201.55,201.55,190.87,194.3,114848.0
2018-01-01,193.47,197.84,193.47,196.15,42924.0
2018-01-02,196.15,197.64,191.45,192.73,70678.0
2018-01-03,193.76,195.12,191.45,193.06,70513.0
2018-01-04,192.15,195.0,192.15,193.39,70517.0
2018-01-05,194.38,199.57,194.25,197.47,132927.0
2018-01-06,194.38,199.57,194.25,197.47,132927.0
2018-01-07,194.38,199.57,194.25,197.47,132927.0
2018-01-08,198.71,204.35,196.07,200.48,532160.0
2018-01-09,201.63,203.53,196.65,197.72,93559.0
2018-01-10,197.72,201.18,196.48,198.05,252148.0
2018-01-11,199.45,202.83,196.23,197.92,428611.0
2018-01-12,200.23,204.89,198.13,200.6,362106.0
2018-01-13,200.23,204.89,198.13,200.6,362106.0
2018-01-14,200.23,204.89,198.13,200.6,362106.0
2018-01-15,202.29,208.19,201.06,202.66,370689.0
2018-01-16,204.4,205.67,197.1,199.33,153191.0
2018-01-17,200.19,205.96,193.76,201.51,120934.0
2018-01-18,203.2,203.2,195.41,196.48,425715.0
2018-01-19,201.14,201.14,192.94,196.07,70899.0
2018-01-20,201.14,201.14,192.94,196.07,70899.0
2018-01-21,201.14,201.14,192.94,196.07,70899.0
2018-01-22,199.45,199.57,193.8,196.4,91999.0
2018-01-23,197.84,197.84,194.67,195.86,303327.0
2018-01-24,196.19,197.88,192.94,194.5,62008.0
2018-01-25,194.34,195.53,192.11,194.17,70809.0
2018-01-26,194.34,195.53,192.11,194.17,70809.0
2018-01-27,194.34,195.53,192.11,194.17,70809.0
2018-01-28,194.34,195.53,192.11,194.17,70809.0
2018-01-29,196.15,196.77,191.33,193.35,77951.0
2018-01-30,191.45,194.5,188.57,189.64,255147.0
2018-01-31,189.64,195.74,187.62,188.94,290674.0
2018-02-01,191.29,191.29,186.38,187.29,294865.0
2018-02-02,187.08,187.12,177.23,184.77,305490.0
2018-02-03,187.08,187.12,177.23,184.77,305490.0
2018-02-04,187.08,187.12,177.23,184.77,305490.0
2018-02-05,183.04,184.69,175.37,182.01,97958.0
2018-02-06,182.18,182.18,171.33,174.84,126632.0
2018-02-07,177.31,182.84,176.45,180.36,345011.0
2018-02-08,180.61,185.27,179.95,180.4,215023.0
2018-02-09,174.8,178.05,174.18,177.1,56305.0
2018-02-10,174.8,178.05,174.18,177.1,56305.0
2018-02-11,174.8,178.05,174.18,177.1,56305.0
2018-02-12,177.31,180.73,176.03,177.15,186855.0
2018-02-13,177.31,180.73,176.03,177.15,186855.0
2018-02-14,177.48,180.16,173.15,174.67,349737.0
2018-02-15,174.38,178.01,164.9,166.18,350578.0
2018-02-16,166.96,170.01,159.96,161.27,158114.0
2018-02-17,166.96,170.01,159.96,161.27,158114.0
2018-02-18,166.96,170.01,159.96,161.27,158114.0
2018-02-19,161.27,164.74,158.31,163.91,67776.0
2018-02-20,163.91,168.69,163.5,165.07,1179714.0
2018-02-21,166.18,166.67,161.48,164.24,920126.0
2018-02-22,164.49,168.61,160.78,162.72,625310.0
2018-02-23,161.65,166.88,161.6,165.93,399140.0
2018-02-24,161.65,166.88,161.6,165.93,399140.0
2018-02-25,161.65,166.88,161.6,165.93,399140.0
2018-02-26,167.21,170.01,165.73,169.07,123150.0
2018-02-27,170.55,173.56,169.44,172.53,123767.0
2018-02-28,172.53,173.72,168.24,172.12,285719.0
2018-03-01,169.44,174.76,168.69,173.06,82236.0
2018-03-02,169.44,174.76,168.69,173.06,82236.0
2018-03-03,169.44,174.76,168.69,173.06,82236.0
2018-03-04,169.44,174.76,168.69,173.06,82236.0
2018-03-05,171.5,173.97,169.85,171.04,227287.0
2018-03-06,172.69,173.06,164.98,168.08,55974.0
2018-03-07,166.55,168.12,162.35,163.01,59125.0
2018-03-08,163.58,165.27,161.65,164.49,40244.0
2018-03-09,165.64,172.16,164.45,168.45,68492.0
2018-03-10,165.64,172.16,164.45,168.45,68492.0
2018-03-11,165.64,172.16,164.45,168.45,68492.0
2018-03-12,170.92,173.85,167.38,171.58,43965.0
2018-03-13,169.68,177.27,169.68,176.16,80047.0
2018-03-14,173.15,175.25,167.71,169.27,70376.0
2018-03-15,169.02,173.02,167.71,168.57,76806.0
2018-03-16,168.57,169.02,155.83,158.06,1381122.0
2018-03-17,168.57,169.02,155.83,158.06,1381122.0
2018-03-18,168.57,169.02,155.83,158.06,1381122.0
2018-03-19,157.98,159.09,154.55,157.11,132160.0
2018-03-20,156.66,157.81,155.01,155.79,47382.0
2018-03-21,155.83,157.77,152.7,154.47,74807.0
2018-03-22,154.22,155.34,146.47,147.59,297220.0
2018-03-23,145.94,145.94,140.99,142.64,257555.0
2018-03-24,145.94,145.94,140.99,142.64,257555.0
2018-03-25,145.94,145.94,140.99,142.64,257555.0
2018-03-26,142.93,149.07,140.99,142.56,428695.0
2018-03-27,142.64,145.86,140.33,142.89,93962.0
2018-03-28,142.56,147.38,140.99,144.08,90196.0
2018-03-29,142.56,147.38,140.99,144.08,90196.0
2018-03-30,142.56,147.38,140.99,144.08,90196.0
2018-03-31,142.56,147.38,140.99,144.08,90196.0
2018-04-01,142.56,147.38,140.99,144.08,90196.0
2018-04-02,143.92,154.39,143.88,151.63,61926.0
2018-04-03,149.24,154.97,149.24,153.32,51922.0
2018-04-04,154.18,155.59,149.28,150.47,41676.0
2018-04-05,151.92,153.36,149.36,150.23,56917.0
2018-04-06,150.23,156.04,149.36,153.48,74368.0
2018-04-07,150.23,156.04,149.36,153.48,74368.0
2018-04-08,150.23,156.04,149.36,153.48,74368.0
2018-04-09,154.97,154.97,150.31,150.97,41799.0
2018-04-10,151.5,153.89,150.18,151.92,49022.0
2018-04-11,152.0,153.89,150.1,150.47,52839.0
2018-04-12,150.23,151.38,146.14,147.38,94127.0
2018-04-13,146.8,148.25,144.7,145.69,99576.0
2018-04-14,146.8,148.25,144.7,145.69,99576.0
2018-04-15,146.8,148.25,144.7,145.69,99576.0
2018-04-16,146.76,150.06,144.29,144.83,239491.0
2018-04-17,144.58,147.05,144.29,145.98,28549.0
2018-04-18,145.94,152.53,145.36,151.22,182926.0
2018-04-19,151.55,155.67,147.79,149.52,690917.0
2018-04-20,149.81,150.89,147.63,148.08,106291.0
2018-04-21,149.81,150.89,147.63,148.08,106291.0
2018-04-22,149.81,150.89,147.63,148.08,106291.0
2018-04-23,149.15,149.15,144.7,148.25,27029.0
2018-04-24,145.94,152.49,145.94,150.14,288749.0
2018-04-25,150.89,150.89,142.64,143.38,168321.0
2018-04-26,142.64,145.11,142.02,142.68,75108.0
2018-04-27,144.29,144.29,137.94,138.77,654146.0
2018-04-28,144.29,144.29,137.94,138.77,654146.0
2018-04-29,144.29,144.29,137.94,138.77,654146.0
2018-04-30,138.85,141.65,133.41,138.97,240280.0
2018-05-01,138.85,141.65,133.41,138.97,240280.0
2018-05-02,136.87,142.48,135.22,138.27,317781.0
2018-05-03,137.45,137.45,133.82,134.52,70731.0
2018-05-04,134.52,139.92,132.66,136.99,599467.0
2018-05-05,134.52,139.92,132.66,136.99,599467.0
2018-05-06,134.52,139.92,132.66,136.99,599467.0
2018-05-07,136.0,138.93,134.02,135.26,211445.0
2018-05-08,136.04,141.49,134.4,140.41,276548.0
2018-05-09,140.91,144.12,139.59,141.82,353337.0
2018-05-10,142.1,142.6,138.52,140.25,209803.0
2018-05-11,139.84,140.0,137.65,137.69,85556.0
2018-05-12,139.84,140.0,137.65,137.69,85556.0
2018-05-13,139.84,140.0,137.65,137.69,85556.0
2018-05-14,137.69,138.93,135.34,137.32,278730.0
2018-05-15,137.45,140.17,135.3,136.87,24702.0
2018-05-16,136.62,138.48,131.92,136.75,74976.0
2018-05-17,137.69,140.79,135.22,139.88,51356.0
2018-05-18,141.82,141.82,136.04,137.98,52385.0
2018-05-19,141.82,141.82,136.04,137.98,52385.0
2018-05-20,141.82,141.82,136.04,137.98,52385.0
2018-05-21,138.52,140.99,136.37,139.55,102999.0
2018-05-22,138.15,140.41,137.65,138.72,28499.0
2018-05-23,140.5,149.96,138.51,141.64,181583.0
2018-05-24,141.85,143.54,139.44,140.16,57683.0
2018-05-25,140.29,168.33,140.12,168.16,1472251.0
2018-05-26,140.29,168.33,140.12,168.16,1472251.0
2018-05-27,140.29,168.33,140.12,168.16,1472251.0
2018-05-28,177.36,192.52,169.09,173.01,3528395.0
2018-05-29,171.45,173.06,163.55,168.75,697830.0
2018-05-30,164.86,168.75,162.5,164.19,449209.0
2018-05-31,164.19,167.9,151.9,156.59,456015.0
2018-06-01,156.59,156.59,145.27,148.23,357032.0
2018-06-02,156.59,156.59,145.27,148.23,357032.0
2018-06-03,156.59,156.59,145.27,148.23,357032.0
2018-06-04,147.47,165.84,145.35,159.54,779132.0
2018-06-05,155.36,164.7,151.22,156.16,377183.0
2018-06-06,157.94,157.94,154.18,155.07,461480.0
2018-06-07,155.24,156.97,151.18,151.86,550398.0
2018-06-08,150.34,152.66,144.93,146.92,283032.0
2018-06-09,150.34,152.66,144.93,146.92,283032.0
2018-06-10,150.34,152.66,144.93,146.92,283032.0
2018-06-11,146.96,160.89,146.54,154.56,337669.0
2018-06-12,154.56,155.4,147.8,148.65,203593.0
2018-06-13,148.9,159.63,148.9,152.03,196952.0
2018-06-14,150.76,154.56,149.62,153.25,78122.0
2018-06-15,151.18,155.4,149.49,151.22,202305.0
2018-06-16,151.18,155.4,149.49,151.22,202305.0
2018-06-17,151.18,155.4,149.49,151.22,202305.0
2018-06-18,148.65,154.52,148.65,150.97,183886.0
2018-06-19,149.49,162.5,149.49,156.08,912044.0
2018-06-20,156.08,158.7,154.98,156.21,146588.0
2018-06-21,156.25,157.94,149.66,150.42,207751.0
2018-06-22,152.24,155.4,150.8,153.72,220861.0
2018-06-23,152.24,155.4,150.8,153.72,220861.0
2018-06-24,152.24,155.4,150.8,153.72,220861.0
2018-06-25,154.56,156.46,151.18,152.74,105739.0
2018-06-26,152.87,153.25,146.11,147.8,88614.0
2018-06-27,147.09,155.24,147.09,150.93,265088.0
2018-06-28,149.49,152.79,147.85,151.01,113778.0
2018-06-29,150.42,151.52,148.01,150.17,53804.0
2018-06-30,150.42,151.52,148.01,150.17,53804.0
2018-07-01,150.42,151.52,148.01,150.17,53804.0
2018-07-02,147.93,152.87,147.8,149.75,992344.0
2018-07-03,148.69,151.18,145.48,147.21,57831.0
2018-07-04,146.96,148.86,145.35,146.83,177283.0
2018-07-05,146.83,149.24,142.1,143.71,56575.0
2018-07-06,142.74,145.31,138.51,139.27,107085.0
2018-07-07,142.74,145.31,138.51,139.27,107085.0
2018-07-08,142.74,145.31,138.51,139.27,107085.0
2018-07-09,140.12,142.65,136.4,138.13,94013.0
2018-07-10,138.43,141.89,138.39,140.92,66192.0
2018-07-11,138.64,145.86,138.64,140.92,72453.0
2018-07-12,141.22,148.39,141.05,142.61,247731.0
2018-07-13,137.25,143.45,136.06,136.87,180076.0
2018-07-14,137.25,143.45,136.06,136.87,180076.0
2018-07-15,137.25,143.45,136.06,136.87,180076.0
2018-07-16,135.98,138.77,135.13,137.2,43342.0
2018-07-17,136.82,140.79,136.02,139.99,34448.0
2018-07-18,140.41,141.72,135.68,138.3,24534.0
2018-07-19,138.6,141.34,136.95,140.12,39685.0
2018-07-20,139.36,140.2,136.95,138.77,21996.0
2018-07-21,139.36,140.2,136.95,138.77,21996.0
2018-07-22,139.36,140.2,136.95,138.77,21996.0
2018-07-23,137.71,140.41,136.19,140.03,27714.0
2018-07-24,140.54,149.28,138.17,143.24,97853.0
2018-07-25,143.58,146.11,139.65,142.27,25180.0
2018-07-26,141.17,146.79,141.17,145.78,37848.0
2018-07-27,146.87,148.48,141.05,145.69,528662.0
2018-07-28,146.87,148.48,141.05,145.69,528662.0
2018-07-29,146.87,148.48,141.05,145.69,528662.0
2018-07-30,146.87,151.6,141.76,143.33,186302.0
2018-07-31,142.48,145.78,138.51,141.93,62211.0
2018-08-01,141.72,154.56,140.29,149.53,709118.0
2018-08-02,149.41,157.94,149.41,151.6,279827.0
2018-08-03,155.32,157.68,147.8,150.55,233982.0
2018-08-04,155.32,157.68,147.8,150.55,233982.0
2018-08-05,155.32,157.68,147.8,150.55,233982.0
2018-08-06,149.58,152.87,148.65,150.17,48895.0
2018-08-07,150.13,152.62,148.73,150.34,39877.0
2018-08-08,151.9,153.67,149.07,152.15,287645.0
2018-08-09,152.45,154.56,151.22,153.76,67234.0
2018-08-10,152.45,161.32,152.45,155.7,237143.0
2018-08-11,152.45,161.32,152.45,155.7,237143.0
2018-08-12,152.45,161.32,152.45,155.7,237143.0
2018-08-13,155.4,155.4,152.11,153.12,41537.0
2018-08-14,153.0,158.53,152.83,156.84,57044.0
2018-08-15,153.0,158.53,152.83,156.84,57044.0
2018-08-16,156.92,157.85,151.18,154.01,26495.0
2018-08-17,153.72,157.94,151.18,153.93,39553.0
2018-08-18,153.72,157.94,151.18,153.93,39553.0
2018-08-19,153.72,157.94,151.18,153.93,39553.0
2018-08-20,152.15,156.92,152.15,154.35,33325.0
2018-08-21,153.29,156.76,153.29,155.24,50305.0
2018-08-22,153.29,156.76,153.29,155.24,50305.0
2018-08-23,152.87,156.67,152.87,156.12,35339.0
2018-08-24,153.72,158.78,153.38,155.11,48341.0
2018-08-25,153.72,158.78,153.38,155.11,48341.0
2018-08-26,153.72,158.78,153.38,155.11,48341.0
2018-08-27,153.84,158.36,153.84,157.6,57258.0
2018-08-28,143.58,159.12,143.58,157.94,43428.0
2018-08-29,159.12,160.85,157.35,158.66,38659.0
2018-08-30,158.78,160.47,158.32,159.16,30203.0
2018-08-31,160.47,161.32,155.57,157.22,43748.0
2018-09-01,160.47,161.32,155.57,157.22,43748.0
2018-09-02,160.47,161.32,155.57,157.22,43748.0
2018-09-03,157.09,158.99,156.0,157.6,31551.0
2018-09-04,157.94,158.74,152.2,152.83,47942.0
2018-09-05,151.22,157.52,151.22,155.28,70840.0
2018-09-06,157.52,157.52,152.66,155.15,43904.0
2018-09-07,153.97,157.26,152.24,155.19,26383.0
2018-09-08,153.97,157.26,152.24,155.19,26383.0
2018-09-09,153.97,157.26,152.24,155.19,26383.0
2018-09-10,153.84,156.5,150.38,151.9,31658.0
2018-09-11,152.03,155.36,139.44,141.13,117372.0
2018-09-12,141.51,147.63,141.51,145.99,40556.0
2018-09-13,141.51,147.63,141.51,145.99,40556.0
2018-09-14,145.48,149.53,141.26,146.62,38697.0
2018-09-15,145.48,149.53,141.26,146.62,38697.0
2018-09-16,145.48,149.53,141.26,146.62,38697.0
2018-09-17,145.27,147.8,140.37,140.67,116140.0
2018-09-18,140.92,141.89,139.4,139.95,52650.0
2018-09-19,139.74,141.13,135.13,137.46,579932.0
2018-09-20,139.74,141.13,135.13,137.46,579932.0
2018-09-21,136.91,138.09,127.2,130.87,332375.0
2018-09-22,136.91,138.09,127.2,130.87,332375.0
2018-09-23,136.91,138.09,127.2,130.87,332375.0
2018-09-24,130.87,133.32,128.0,131.29,81617.0
2018-09-25,128.55,135.56,128.55,131.63,39131.0
2018-09-26,131.71,136.53,127.96,129.39,325684.0
2018-09-27,128.8,130.83,126.69,127.91,38066.0
2018-09-28,129.14,129.18,115.84,122.76,137772.0
2018-09-29,129.14,129.18,115.84,122.76,137772.0
2018-09-30,129.14,129.18,115.84,122.76,137772.0
2018-10-01,122.47,125.21,118.92,121.66,37556.0
2018-10-02,122.47,125.21,118.92,121.66,37556.0
2018-10-03,121.45,124.2,118.45,122.51,29085.0
2018-10-04,122.51,128.59,120.06,126.01,95296.0
2018-10-05,124.15,129.14,120.14,124.41,31666.0
2018-10-06,124.15,129.14,120.14,124.41,31666.0
2018-10-07,124.15,129.14,120.14,124.41,31666.0
2018-10-08,125.59,135.3,123.61,133.45,165665.0
2018-10-09,134.97,136.82,118.96,125.21,133250.0
2018-10-10,125.21,140.71,125.0,136.57,65917.0
2018-10-11,134.29,142.57,128.38,141.3,91918.0
2018-10-12,143.58,147.8,135.05,136.27,68662.0
2018-10-13,143.58,147.8,135.05,136.27,68662.0
2018-10-14,143.58,147.8,135.05,136.27,68662.0
2018-10-15,137.88,139.23,133.49,136.15,39228.0
2018-10-16,138.43,138.47,135.39,137.41,49402.0
2018-10-17,137.67,139.82,133.83,135.05,106845.0
2018-10-18,137.67,139.82,133.83,135.05,106845.0
2018-10-19,134.29,135.13,121.79,122.72,208409.0
2018-10-20,134.29,135.13,121.79,122.72,208409.0
2018-10-21,134.29,135.13,121.79,122.72,208409.0
2018-10-22,124.11,125.8,118.88,119.64,44934.0
2018-10-23,120.69,122.8,116.64,117.44,52662.0
2018-10-24,118.28,121.33,117.1,118.12,34227.0
2018-10-25,118.12,118.88,115.16,116.43,49744.0
2018-10-26,117.23,121.49,114.1,119.09,70602.0
2018-10-27,117.23,121.49,114.1,119.09,70602.0
2018-10-28,117.23,121.49,114.1,119.09,70602.0
2018-10-29,120.78,121.03,116.68,117.52,47658.0
2018-10-30,117.44,119.13,114.06,114.99,207616.0
2018-10-31,114.06,116.55,110.64,112.54,145546.0
2018-11-01,113.94,115.29,110.64,112.03,83172.0
2018-11-02,113.09,114.82,110.64,112.41,382731.0
2018-11-03,113.09,114.82,110.64,112.41,382731.0
2018-11-04,113.09,114.82,110.64,112.41,382731.0
2018-11-05,113.77,115.67,112.33,113.05,101554.0
2018-11-06,112.37,115.71,112.33,113.18,66952.0
2018-11-07,114.4,123.31,113.26,119.97,127955.0
2018-11-08,114.4,123.31,113.26,119.97,127955.0
2018-11-09,121.62,140.2,119.93,132.52,294101.0
2018-11-10,121.62,140.2,119.93,132.52,294101.0
2018-11-11,121.62,140.2,119.93,132.52,294101.0
2018-11-12,135.13,139.36,129.26,132.6,160637.0
2018-11-13,133.83,133.83,129.22,133.02,62460.0
2018-11-14,131.84,137.67,130.91,134.16,112048.0
2018-11-15,133.7,134.84,131.76,133.66,120245.0
2018-11-16,134.29,144.55,133.61,141.05,335973.0
2018-11-17,134.29,144.55,133.61,141.05,335973.0
2018-11-18,134.29,144.55,133.61,141.05,335973.0
2018-11-19,141.05,143.62,133.45,135.26,439651.0
2018-11-20,135.73,137.54,130.83,132.09,252239.0
2018-11-21,132.94,135.98,128.21,132.47,88549.0
2018-11-22,131.33,133.57,129.39,129.98,42885.0
2018-11-23,131.33,133.57,129.39,129.98,42885.0
2018-11-24,131.33,133.57,129.39,129.98,42885.0
2018-11-25,131.33,133.57,129.39,129.98,42885.0
2018-11-26,131.76,131.76,126.69,127.41,618722.0
2018-11-27,126.98,128.29,120.19,122.59,370117.0
2018-11-28,125.59,126.39,122.8,124.45,335084.0
2018-11-29,122.51,124.83,120.1,120.73,97499.0
2018-11-30,121.45,121.96,115.79,118.07,477874.0
2018-12-01,121.45,121.96,115.79,118.07,477874.0
2018-12-02,121.45,121.96,115.79,118.07,477874.0
2018-12-03,117.82,122.47,117.82,120.48,39008.0
2018-12-04,122.25,122.25,119.09,119.21,441401.0
2018-12-05,116.93,117.82,115.71,115.88,52729.0
2018-12-06,114.02,116.13,114.02,115.71,145013.0
2018-12-07,115.75,119.43,114.36,115.16,172948.0
2018-12-08,115.75,119.43,114.36,115.16,172948.0
2018-12-09,115.75,119.43,114.36,115.16,172948.0
2018-12-10,116.13,116.34,113.94,114.91,197389.0
2018-12-11,114.02,115.5,114.02,114.86,244861.0
2018-12-12,114.02,116.64,114.02,116.13,96080.0
2018-12-13,116.47,118.24,116.05,116.55,81763.0
2018-12-14,114.53,117.69,114.53,116.34,68101.0
2018-12-15,114.53,117.69,114.53,116.34,68101.0
2018-12-16,114.53,117.69,114.53,116.34,68101.0
2018-12-17,116.47,116.85,114.02,114.36,417873.0
2018-12-18,115.29,117.69,114.02,115.2,311052.0
2018-12-19,116.3,116.68,114.86,115.67,129063.0
2018-12-20,115.37,116.13,114.1,114.95,94401.0
2018-12-21,115.54,115.54,112.37,113.18,97536.0
2018-12-22,115.54,115.54,112.37,113.18,97536.0
2018-12-23,115.54,115.54,112.37,113.18,97536.0
2018-12-24,113.18,115.33,110.64,111.87,91577.0
2018-12-25,113.18,115.33,110.64,111.87,91577.0
2018-12-26,112.33,113.01,108.53,109.8,59749.0
2018-12-27,110.89,112.33,109.08,109.71,55859.0
2018-12-28,110.05,110.77,109.12,109.84,43955.0
2018-12-29,110.05,110.77,109.12,109.84,43955.0
2018-12-30,110.05,110.77,109.12,109.84,43955.0
2018-12-31,109.8,111.19,109.16,109.37,72662.0
2019-01-01,110.64,110.64,103.21,105.66,583098.0
