,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity
2019-01-02,105.7,107.69,102.28,104.01,155641.0
2019-01-03,105.15,106.38,103.5,104.1,101353.0
2019-01-04,105.07,105.11,102.28,102.96,68067.0
2019-01-05,105.07,105.11,102.28,102.96,68067.0
2019-01-06,105.07,105.11,102.28,102.96,68067.0
2019-01-07,103.21,104.69,102.2,102.49,55814.0
2019-01-08,102.32,103.34,99.66,100.13,216982.0
2019-01-09,101.94,101.94,99.66,100.0,72682.0
2019-01-10,99.66,102.2,97.97,98.18,93279.0
2019-01-11,98.82,98.82,97.13,97.42,61527.0
2019-01-12,98.82,98.82,97.13,97.42,61527.0
2019-01-13,98.82,98.82,97.13,97.42,61527.0
2019-01-14,96.41,101.1,94.13,94.81,87048.0
2019-01-15,94.81,96.75,93.07,93.62,88562.0
2019-01-16,93.75,104.31,93.75,98.86,870846.0
2019-01-17,98.82,100.51,95.19,96.16,123743.0
2019-01-18,96.16,103.72,94.21,94.51,64100.0
2019-01-19,96.16,103.72,94.21,94.51,64100.0
2019-01-20,96.16,103.72,94.21,94.51,64100.0
2019-01-21,95.44,95.52,91.76,92.65,62903.0
2019-01-22,92.06,92.06,89.1,90.88,70101.0
2019-01-23,89.99,91.22,87.84,89.44,52550.0
2019-01-24,90.37,90.37,83.74,84.46,185816.0
2019-01-25,84.29,86.23,81.21,82.14,271207.0
2019-01-26,84.29,86.23,81.21,82.14,271207.0
2019-01-27,84.29,86.23,81.21,82.14,271207.0
2019-01-28,82.22,87.84,82.01,83.78,406246.0
2019-01-29,81.97,84.46,81.5,83.45,1621060.0
2019-01-30,83.19,87.42,82.6,83.87,1215173.0
2019-01-31,84.46,87.63,84.46,86.91,284843.0
2019-02-01,88.56,94.34,86.36,91.47,234214.0
2019-02-02,88.56,94.34,86.36,91.47,234214.0
2019-02-03,88.56,94.34,86.36,91.47,234214.0
2019-02-04,89.74,92.9,87.58,91.47,71428.0
2019-02-05,94.0,94.0,89.82,91.81,58976.0
2019-02-06,92.57,97.13,88.39,91.6,367309.0
2019-02-07,92.06,92.44,86.91,88.56,79129.0
2019-02-08,88.56,89.74,86.87,87.71,98463.0
2019-02-09,88.56,89.74,86.87,87.71,98463.0
2019-02-10,88.56,89.74,86.87,87.71,98463.0
2019-02-11,89.53,89.53,85.01,86.82,74462.0
2019-02-12,87.03,87.67,84.54,86.11,45952.0
2019-02-13,85.3,86.06,84.12,85.01,21626.0
2019-02-14,84.46,87.2,83.45,83.87,40277.0
2019-02-15,86.99,86.99,82.35,84.25,54103.0
2019-02-16,86.99,86.99,82.35,84.25,54103.0
2019-02-17,86.99,86.99,82.35,84.25,54103.0
2019-02-18,84.88,84.92,82.77,84.04,31557.0
2019-02-19,83.61,84.5,83.07,83.7,36133.0
2019-02-20,83.7,85.35,82.6,84.04,57580.0
2019-02-21,85.64,87.84,83.36,87.46,167058.0
2019-02-22,87.75,97.97,85.3,93.54,214521.0
2019-02-23,87.75,97.97,85.3,93.54,214521.0
2019-02-24,87.75,97.97,85.3,93.54,214521.0
2019-02-25,92.95,95.44,90.46,91.6,66388.0
2019-02-26,91.13,91.22,85.43,88.51,90907.0
2019-02-27,90.24,91.13,88.3,90.5,83113.0
2019-02-28,90.37,91.51,88.85,90.54,67578.0
2019-03-01,90.54,91.98,89.53,91.0,78067.0
2019-03-02,90.54,91.98,89.53,91.0,78067.0
2019-03-03,90.54,91.98,89.53,91.0,78067.0
2019-03-04,90.54,91.98,89.53,91.0,78067.0
2019-03-05,91.0,101.69,90.16,99.87,414079.0
2019-03-06,98.35,111.15,98.35,105.83,493872.0
2019-03-07,106.42,106.76,102.2,104.6,66308.0
2019-03-08,103.46,106.25,102.7,103.42,46126.0
2019-03-09,103.46,106.25,102.7,103.42,46126.0
2019-03-10,103.46,106.25,102.7,103.42,46126.0
2019-03-11,105.4,111.49,105.28,109.12,246813.0
2019-03-12,111.49,111.49,105.78,107.39,133413.0
2019-03-13,104.77,108.32,104.77,105.32,54696.0
2019-03-14,106.8,108.11,102.74,105.45,65986.0
2019-03-15,105.45,113.09,105.45,106.88,204271.0
2019-03-16,105.45,113.09,105.45,106.88,204271.0
2019-03-17,105.45,113.09,105.45,106.88,204271.0
2019-03-18,105.7,109.37,105.57,108.45,76644.0
2019-03-19,108.53,109.42,106.93,107.85,52730.0
2019-03-20,108.78,111.19,106.46,108.32,46186.0
2019-03-21,108.78,111.19,106.46,108.32,46186.0
2019-03-22,108.11,112.58,107.47,108.91,156929.0
2019-03-23,108.11,112.58,107.47,108.91,156929.0
2019-03-24,108.11,112.58,107.47,108.91,156929.0
2019-03-25,107.35,108.87,104.26,107.01,69398.0
2019-03-26,108.11,111.4,105.57,107.05,80315.0
2019-03-27,108.11,108.11,104.26,105.66,48959.0
2019-03-28,106.76,110.85,105.57,108.57,69530.0
2019-03-29,108.57,118.24,106.63,113.18,652119.0
2019-03-30,108.57,118.24,106.63,113.18,652119.0
2019-03-31,108.57,118.24,106.63,113.18,652119.0
2019-04-01,113.64,121.62,113.64,118.75,679149.0
2019-04-02,120.1,120.78,114.02,114.57,105558.0
2019-04-03,114.57,116.76,111.57,112.54,42483.0
2019-04-04,113.13,113.22,108.66,109.8,45750.0
2019-04-05,110.89,111.15,108.95,109.59,23963.0
2019-04-06,110.89,111.15,108.95,109.59,23963.0
2019-04-07,110.89,111.15,108.95,109.59,23963.0
2019-04-08,109.8,120.78,109.8,116.64,343559.0
2019-04-09,116.64,118.45,115.03,116.93,124309.0
2019-04-10,117.4,117.4,113.77,114.4,38719.0
2019-04-11,113.39,119.93,113.39,118.33,144264.0
2019-04-12,118.71,123.31,116.64,121.33,440402.0
2019-04-13,118.71,123.31,116.64,121.33,440402.0
2019-04-14,118.71,123.31,116.64,121.33,440402.0
2019-04-15,123.14,123.14,119.13,120.4,103909.0
2019-04-16,121.28,125.67,119.04,122.76,141088.0
2019-04-17,121.28,125.67,119.04,122.76,141088.0
2019-04-18,122.47,123.65,118.71,122.3,282309.0
2019-04-19,122.47,123.65,118.71,122.3,282309.0
2019-04-20,122.47,123.65,118.71,122.3,282309.0
2019-04-21,122.47,123.65,118.71,122.3,282309.0
2019-04-22,121.92,126.69,118.92,121.07,270811.0
2019-04-23,121.37,124.2,119.55,120.61,28951.0
2019-04-24,120.99,121.62,118.24,119.55,31188.0
2019-04-25,120.06,120.78,116.0,118.03,301196.0
2019-04-26,117.4,118.33,114.86,116.05,409607.0
2019-04-27,117.4,118.33,114.86,116.05,409607.0
2019-04-28,117.4,118.33,114.86,116.05,409607.0
2019-04-29,117.4,118.33,114.86,116.05,409607.0
2019-04-30,116.51,116.51,111.49,112.79,66139.0
2019-05-01,116.51,116.51,111.49,112.79,66139.0
2019-05-02,113.18,114.06,108.4,112.08,591377.0
2019-05-03,109.8,113.98,109.8,111.36,33612.0
2019-05-04,109.8,113.98,109.8,111.36,33612.0
2019-05-05,109.8,113.98,109.8,111.36,33612.0
2019-05-06,111.36,111.53,104.73,109.75,54449.0
2019-05-07,109.25,112.2,108.19,109.63,30348.0
2019-05-08,109.04,112.03,107.39,108.7,82717.0
2019-05-09,108.19,112.71,108.19,111.57,42327.0
2019-05-10,110.77,111.7,108.99,109.46,31009.0
2019-05-11,110.77,111.7,108.99,109.46,31009.0
2019-05-12,110.77,111.7,108.99,109.46,31009.0
2019-05-13,109.8,110.56,104.01,104.6,30920.0
2019-05-14,104.56,113.68,99.66,110.98,510715.0
2019-05-15,110.64,115.29,109.92,112.71,123332.0
2019-05-16,114.57,115.5,108.95,112.92,48135.0
2019-05-17,113.72,118.24,113.68,117.44,96270.0
2019-05-18,113.72,118.24,113.68,117.44,96270.0
2019-05-19,113.72,118.24,113.68,117.44,96270.0
2019-05-20,121.37,124.91,117.86,121.24,129354.0
2019-05-21,121.37,123.81,120.33,121.07,39364.0
2019-05-22,121.2,121.89,116.88,118.01,58217.0
2019-05-23,120.33,122.03,111.61,112.83,89214.0
2019-05-24,113.35,126.65,111.65,115.44,378033.0
2019-05-25,113.35,126.65,111.65,115.44,378033.0
2019-05-26,113.35,126.65,111.65,115.44,378033.0
2019-05-27,118.28,127.78,116.84,124.73,622188.0
2019-05-28,125.56,134.58,124.73,131.44,671416.0
2019-05-29,132.53,133.97,126.43,129.35,132833.0
2019-05-30,127.39,130.61,127.39,129.92,67861.0
2019-05-31,129.87,129.92,127.3,128.39,53168.0
2019-06-01,129.87,129.92,127.3,128.39,53168.0
2019-06-02,129.87,129.92,127.3,128.39,53168.0
2019-06-03,126.47,127.39,122.16,126.21,122015.0
2019-06-04,126.82,129.92,125.43,128.65,73411.0
2019-06-05,126.82,129.92,125.43,128.65,73411.0
2019-06-06,128.22,129.7,123.51,125.3,38646.0
2019-06-07,124.68,125.69,120.33,121.15,57058.0
2019-06-08,124.68,125.69,120.33,121.15,57058.0
2019-06-09,124.68,125.69,120.33,121.15,57058.0
2019-06-10,118.76,121.89,116.05,117.1,273657.0
2019-06-11,116.45,122.03,116.45,119.63,666886.0
2019-06-12,119.45,119.63,114.53,116.58,35759.0
2019-06-13,115.97,117.27,112.83,116.88,34092.0
2019-06-14,116.66,118.54,116.53,117.71,157792.0
2019-06-15,116.66,118.54,116.53,117.71,157792.0
2019-06-16,116.66,118.54,116.53,117.71,157792.0
2019-06-17,111.26,117.54,111.26,115.14,45449.0
2019-06-18,114.4,116.53,114.13,115.09,109138.0
2019-06-19,117.62,117.62,110.04,110.78,34654.0
2019-06-20,113.35,121.02,108.12,116.05,220230.0
2019-06-21,114.44,118.63,114.44,115.97,24687.0
2019-06-22,114.44,118.63,114.44,115.97,24687.0
2019-06-23,114.44,118.63,114.44,115.97,24687.0
2019-06-24,115.09,117.62,112.96,113.57,45500.0
2019-06-25,114.22,114.22,111.69,112.57,64421.0
2019-06-26,112.7,113.83,110.78,111.52,79043.0
2019-06-27,110.95,112.96,110.95,112.04,84887.0
2019-06-28,113.7,116.49,111.52,114.75,94099.0
2019-06-29,113.7,116.49,111.52,114.75,94099.0
2019-06-30,113.7,116.49,111.52,114.75,94099.0
2019-07-01,112.48,116.45,111.61,115.66,61276.0
2019-07-02,115.09,116.84,111.0,111.34,357882.0
2019-07-03,112.3,112.87,111.21,111.74,46888.0
2019-07-04,110.91,112.48,110.08,110.78,240913.0
2019-07-05,110.17,113.18,109.99,110.78,33616.0
2019-07-06,110.17,113.18,109.99,110.78,33616.0
2019-07-07,110.17,113.18,109.99,110.78,33616.0
2019-07-08,109.99,109.99,106.59,109.03,57675.0
2019-07-09,108.99,110.65,106.42,108.16,34864.0
2019-07-10,108.82,108.82,105.5,105.98,63781.0
2019-07-11,105.63,107.07,104.24,104.81,27493.0
2019-07-12,105.5,106.33,103.89,104.28,23355.0
2019-07-13,105.5,106.33,103.89,104.28,23355.0
2019-07-14,105.5,106.33,103.89,104.28,23355.0
2019-07-15,104.28,105.07,103.19,103.8,22528.0
2019-07-16,102.93,104.72,100.49,101.23,39104.0
2019-07-17,102.84,104.11,99.97,102.58,222844.0
2019-07-18,102.41,104.06,100.27,103.15,101979.0
2019-07-19,102.23,103.19,100.31,100.84,32344.0
2019-07-20,102.23,103.19,100.31,100.84,32344.0
2019-07-21,102.23,103.19,100.31,100.84,32344.0
2019-07-22,100.31,100.53,98.61,99.57,38641.0
2019-07-23,99.01,100.27,98.57,99.14,26987.0
2019-07-24,98.53,101.93,98.53,101.14,33953.0
2019-07-25,101.23,102.71,99.79,100.93,20132.0
2019-07-26,101.49,102.89,99.31,99.66,34563.0
2019-07-27,101.49,102.89,99.31,99.66,34563.0
2019-07-28,101.49,102.89,99.31,99.66,34563.0
2019-07-29,99.4,101.49,98.53,99.57,45144.0
2019-07-30,98.53,100.31,93.3,93.6,49055.0
2019-07-31,93.6,96.87,93.43,94.6,26947.0
2019-08-01,94.39,95.69,92.95,93.82,17616.0
2019-08-02,94.17,94.17,87.89,91.77,66267.0
2019-08-03,94.17,94.17,87.89,91.77,66267.0
2019-08-04,94.17,94.17,87.89,91.77,66267.0
2019-08-05,90.37,91.77,86.36,86.97,150291.0
2019-08-06,87.41,90.68,86.32,89.72,19553.0
2019-08-07,88.94,94.17,88.67,89.72,54229.0
2019-08-08,88.15,91.25,87.11,88.06,46994.0
2019-08-09,88.94,91.55,86.45,87.24,56873.0
2019-08-10,88.94,91.55,86.45,87.24,56873.0
2019-08-11,88.94,91.55,86.45,87.24,56873.0
2019-08-12,88.94,91.55,86.45,87.24,56873.0
2019-08-13,88.72,88.72,83.7,86.15,65159.0
2019-08-14,84.93,103.63,84.49,89.37,1135218.0
2019-08-15,84.93,103.63,84.49,89.37,1135218.0
2019-08-16,92.77,95.04,88.2,89.63,396219.0
2019-08-17,92.77,95.04,88.2,89.63,396219.0
2019-08-18,92.77,95.04,88.2,89.63,396219.0
2019-08-19,90.94,94.12,86.76,88.89,122585.0
2019-08-20,89.55,89.55,85.67,86.67,186439.0
2019-08-21,86.67,87.19,82.14,82.61,102156.0
2019-08-22,82.14,83.09,77.99,79.0,79779.0
2019-08-23,78.56,84.31,77.6,83.14,180157.0
2019-08-24,78.56,84.31,77.6,83.14,180157.0
2019-08-25,78.56,84.31,77.6,83.14,180157.0
2019-08-26,86.32,88.59,85.06,86.54,175355.0
2019-08-27,87.58,87.63,86.15,86.67,103477.0
2019-08-28,87.19,88.89,84.93,85.45,56532.0
2019-08-29,84.66,86.02,83.79,84.05,34734.0
2019-08-30,83.05,85.97,83.05,85.54,30693.0
2019-08-31,83.05,85.97,83.05,85.54,30693.0
2019-09-01,83.05,85.97,83.05,85.54,30693.0
2019-09-02,83.05,85.97,83.05,85.54,30693.0
2019-09-03,86.28,87.67,83.7,87.19,196850.0
2019-09-04,87.11,90.24,86.1,87.8,87791.0
2019-09-05,87.28,89.02,86.45,88.41,89183.0
2019-09-06,87.32,93.51,87.32,92.21,176188.0
2019-09-07,87.32,93.51,87.32,92.21,176188.0
2019-09-08,87.32,93.51,87.32,92.21,176188.0
2019-09-09,90.85,96.35,90.85,94.17,173387.0
2019-09-10,90.85,96.35,90.85,94.17,173387.0
2019-09-11,95.87,100.66,93.95,97.13,233903.0
2019-09-12,98.09,100.01,97.05,97.61,151413.0
2019-09-13,98.53,100.27,96.87,97.96,139124.0
2019-09-14,98.53,100.27,96.87,97.96,139124.0
2019-09-15,98.53,100.27,96.87,97.96,139124.0
2019-09-16,97.22,98.96,94.91,96.61,83870.0
2019-09-17,97.18,98.53,91.55,91.86,90725.0
2019-09-18,92.51,93.21,87.28,89.68,101982.0
2019-09-19,89.5,89.5,87.37,88.41,55035.0
2019-09-20,88.5,93.25,86.84,91.6,188069.0
2019-09-21,88.5,93.25,86.84,91.6,188069.0
2019-09-22,88.5,93.25,86.84,91.6,188069.0
2019-09-23,92.42,97.92,92.42,96.04,224481.0
2019-09-24,97.13,100.27,96.0,97.26,91240.0
2019-09-25,97.44,97.7,92.42,92.99,48922.0
2019-09-26,94.04,97.0,92.69,96.26,352015.0
2019-09-27,96.78,102.01,93.95,94.34,548570.0
2019-09-28,96.78,102.01,93.95,94.34,548570.0
2019-09-29,96.78,102.01,93.95,94.34,548570.0
2019-09-30,95.0,97.05,93.73,94.43,77479.0
2019-10-01,94.65,95.39,85.97,89.5,110469.0
2019-10-02,94.65,95.39,85.97,89.5,110469.0
2019-10-03,89.37,90.42,87.24,89.9,85925.0
2019-10-04,90.51,91.03,86.41,86.71,88845.0
2019-10-05,90.51,91.03,86.41,86.71,88845.0
2019-10-06,90.51,91.03,86.41,86.71,88845.0
2019-10-07,86.67,87.8,84.66,86.8,97280.0
2019-10-08,86.67,87.8,84.66,86.8,97280.0
2019-10-09,87.19,87.98,83.31,84.23,105815.0
2019-10-10,84.53,86.41,83.18,84.27,58124.0
2019-10-11,84.23,85.45,83.05,83.53,63822.0
2019-10-12,84.23,85.45,83.05,83.53,63822.0
2019-10-13,84.23,85.45,83.05,83.53,63822.0
2019-10-14,83.7,84.97,82.83,83.01,60111.0
2019-10-15,83.09,83.97,74.11,80.7,81247.0
2019-10-16,81.79,83.44,80.13,81.26,103720.0
2019-10-17,81.61,82.22,80.04,81.39,89931.0
2019-10-18,81.44,82.79,80.22,81.87,135537.0
2019-10-19,81.44,82.79,80.22,81.87,135537.0
2019-10-20,81.44,82.79,80.22,81.87,135537.0
2019-10-21,81.44,82.79,80.22,81.87,135537.0
2019-10-22,82.57,83.7,81.57,81.96,81760.0
2019-10-23,82.4,83.44,81.0,81.18,96318.0
2019-10-24,82.09,82.4,80.91,81.52,62261.0
2019-10-25,81.52,81.74,80.26,80.96,105447.0
2019-10-26,81.52,81.74,80.26,80.96,105447.0
2019-10-27,80.65,84.62,80.65,82.0,13249.0
2019-10-28,80.65,84.62,80.65,82.0,13249.0
2019-10-29,82.35,82.83,80.3,80.78,97702.0
2019-10-30,81.35,81.96,80.7,81.31,70221.0
2019-10-31,81.44,82.4,81.22,81.74,86132.0
2019-11-01,81.7,83.23,80.78,81.09,126033.0
2019-11-02,81.7,83.23,80.78,81.09,126033.0
2019-11-03,81.7,83.23,80.78,81.09,126033.0
2019-11-04,81.18,82.79,78.69,79.17,301123.0
2019-11-05,78.47,80.22,78.08,78.56,116262.0
2019-11-06,79.0,81.87,77.17,77.73,301299.0
2019-11-07,78.56,78.91,77.43,78.3,186376.0
2019-11-08,78.3,78.91,76.99,77.34,78655.0
2019-11-09,78.3,78.91,76.99,77.34,78655.0
2019-11-10,78.3,78.91,76.99,77.34,78655.0
2019-11-11,77.38,78.47,75.6,76.03,109148.0
2019-11-12,77.38,78.47,75.6,76.03,109148.0
2019-11-13,75.86,76.99,72.59,73.11,168845.0
2019-11-14,74.99,75.81,71.5,72.59,676753.0
2019-11-15,70.76,78.04,70.63,76.64,2371222.0
2019-11-16,70.76,78.04,70.63,76.64,2371222.0
2019-11-17,70.76,78.04,70.63,76.64,2371222.0
2019-11-18,81.92,81.92,74.46,76.25,363115.0
2019-11-19,77.12,79.82,75.77,76.64,268222.0
2019-11-20,77.6,82.66,77.6,79.69,906815.0
2019-11-21,79.61,80.39,78.56,78.91,241018.0
2019-11-22,79.26,82.48,78.52,81.31,1456815.0
2019-11-23,79.26,82.48,78.52,81.31,1456815.0
2019-11-24,79.26,82.48,78.52,81.31,1456815.0
2019-11-25,82.4,83.97,81.35,83.4,409568.0
2019-11-26,84.01,84.49,81.96,82.96,192646.0
2019-11-27,83.44,88.89,81.74,86.58,1046216.0
2019-11-28,86.58,89.72,86.58,89.07,292412.0
2019-11-29,88.89,89.81,87.19,88.24,537604.0
2019-11-30,88.89,89.81,87.19,88.24,537604.0
2019-12-01,88.89,89.81,87.19,88.24,537604.0
2019-12-02,88.85,88.85,86.15,86.49,271420.0
2019-12-03,86.41,87.15,84.01,84.79,82633.0
2019-12-04,84.58,86.76,82.83,86.06,167047.0
2019-12-05,86.32,87.37,84.79,85.49,61559.0
2019-12-06,86.23,86.49,83.97,84.93,61097.0
2019-12-07,86.23,86.49,83.97,84.93,61097.0
2019-12-08,86.23,86.49,83.97,84.93,61097.0
2019-12-09,84.58,85.14,83.14,83.84,79488.0
2019-12-10,83.88,84.79,83.09,83.66,88939.0
2019-12-11,83.66,84.49,83.14,84.31,43694.0
2019-12-12,83.97,84.53,82.92,83.53,519619.0
2019-12-13,83.53,84.58,82.4,84.14,93587.0
2019-12-14,83.53,84.58,82.4,84.14,93587.0
2019-12-15,83.53,84.58,82.4,84.14,93587.0
2019-12-16,83.7,84.4,82.88,83.79,112018.0
2019-12-17,85.01,85.01,82.88,84.23,49936.0
2019-12-18,84.36,85.01,83.14,84.27,60946.0
2019-12-19,83.97,84.58,83.23,84.31,47837.0
2019-12-20,84.1,84.36,83.01,83.4,123849.0
2019-12-21,84.1,84.36,83.01,83.4,123849.0
2019-12-22,84.1,84.36,83.01,83.4,123849.0
2019-12-23,83.53,84.93,82.61,84.45,41476.0
2019-12-24,84.31,84.31,83.44,83.7,316454.0
2019-12-25,84.31,84.31,83.44,83.7,316454.0
2019-12-26,83.57,88.24,83.44,87.15,213379.0
2019-12-27,86.41,96.43,86.32,95.56,772322.0
2019-12-28,86.41,96.43,86.32,95.56,772322.0
2019-12-29,86.41,96.43,86.32,95.56,772322.0
2019-12-30,99.18,109.56,96.26,106.72,3901279.0
2019-12-31,107.94,108.99,103.72,106.59,902746.0
2020-01-01,106.59,107.81,104.63,107.12,182243.0
2020-01-02,108.12,108.95,105.2,106.37,136403.0
2020-01-03,108.12,108.55,106.07,108.03,302171.0
2020-01-04,108.12,108.55,106.07,108.03,302171.0
2020-01-05,108.12,108.55,106.07,108.03,302171.0
2020-01-06,108.03,108.12,102.67,106.59,132919.0
2020-01-07,106.59,109.82,105.24,106.51,62052.0
2020-01-08,106.37,110.73,103.45,105.55,58622.0
2020-01-09,107.16,107.16,104.41,105.37,39631.0
2020-01-10,105.5,106.9,101.45,105.5,72258.0
2020-01-11,105.5,106.9,101.45,105.5,72258.0
2020-01-12,105.5,106.9,101.45,105.5,72258.0
2020-01-13,105.5,113.48,104.89,111.82,501486.0
2020-01-14,112.52,113.18,109.25,111.39,106942.0
2020-01-15,110.04,113.18,110.04,112.35,64263.0
2020-01-16,114.22,117.01,112.87,116.01,175820.0
2020-01-17,116.66,116.66,113.52,114.57,77073.0
2020-01-18,116.66,116.66,113.52,114.57,77073.0
2020-01-19,116.66,116.66,113.52,114.57,77073.0
2020-01-20,114.22,116.92,113.39,116.23,79447.0
2020-01-21,115.97,117.71,114.44,116.45,62328.0
2020-01-22,116.58,120.02,108.03,115.44,767717.0
2020-01-23,117.1,117.67,113.57,114.92,79991.0
2020-01-24,116.4,116.4,113.22,115.7,78779.0
2020-01-25,116.4,116.4,113.22,115.7,78779.0
2020-01-26,116.4,116.4,113.22,115.7,78779.0
2020-01-27,115.88,122.07,114.27,119.89,379813.0
2020-01-28,119.98,123.29,119.45,122.03,354051.0
2020-01-29,121.2,123.73,117.23,120.33,306930.0
2020-01-30,120.33,122.94,119.45,121.68,70053.0
2020-01-31,121.46,123.25,119.45,121.46,1372712.0
2020-02-01,120.33,121.98,120.33,121.42,82100.0
2020-02-02,120.33,121.98,120.33,121.42,82100.0
2020-02-03,121.2,122.94,114.09,115.4,184496.0
2020-02-04,120.33,120.33,109.03,113.44,72494.0
2020-02-05,113.31,114.57,108.21,113.48,410499.0
2020-02-06,113.35,115.79,110.78,111.87,97288.0
2020-02-07,111.82,112.43,110.39,110.73,100671.0
2020-02-08,111.82,112.43,110.39,110.73,100671.0
2020-02-09,111.82,112.43,110.39,110.73,100671.0
2020-02-10,109.86,111.08,108.86,109.25,58440.0
2020-02-11,108.6,110.6,107.99,108.99,59458.0
2020-02-12,108.34,109.82,108.34,108.86,23103.0
2020-02-13,108.99,111.82,108.99,110.56,22986.0
2020-02-14,110.73,111.21,108.34,108.64,50243.0
2020-02-15,110.73,111.21,108.34,108.64,50243.0
2020-02-16,110.73,111.21,108.34,108.64,50243.0
2020-02-17,108.64,110.08,107.07,107.38,33707.0
2020-02-18,107.46,111.43,107.42,110.6,104660.0
2020-02-19,110.73,111.52,109.16,109.78,26673.0
2020-02-20,108.99,111.78,108.99,110.56,44786.0
2020-02-21,108.99,111.78,108.99,110.56,44786.0
2020-02-22,108.99,111.78,108.99,110.56,44786.0
2020-02-23,108.99,111.78,108.99,110.56,44786.0
2020-02-24,110.73,110.73,106.98,107.33,37139.0
2020-02-25,108.9,108.99,106.37,107.25,44323.0
2020-02-26,107.68,107.68,104.63,105.55,24943.0
2020-02-27,106.37,106.37,103.67,103.85,39178.0
2020-02-28,102.89,102.89,98.53,101.71,70615.0
2020-02-29,102.89,102.89,98.53,101.71,70615.0
2020-03-01,102.89,102.89,98.53,101.71,70615.0
2020-03-02,101.71,107.25,96.04,103.89,85926.0
2020-03-03,103.89,108.16,101.14,107.38,50305.0
2020-03-04,109.78,110.3,107.25,109.08,74693.0
2020-03-05,109.08,112.48,107.25,108.99,39403.0
2020-03-06,106.37,108.99,103.32,108.47,132235.0
2020-03-07,106.37,108.99,103.32,108.47,132235.0
2020-03-08,106.37,108.99,103.32,108.47,132235.0
2020-03-09,103.58,108.07,98.61,103.24,174183.0
2020-03-10,103.58,108.07,98.61,103.24,174183.0
2020-03-11,102.89,112.96,97.83,100.79,214809.0
2020-03-12,98.53,98.61,82.66,91.03,74960.0
2020-03-13,88.06,95.04,72.85,93.99,135866.0
2020-03-14,88.06,95.04,72.85,93.99,135866.0
2020-03-15,88.06,95.04,72.85,93.99,135866.0
2020-03-16,95.91,95.91,85.45,86.93,46147.0
2020-03-17,87.63,90.77,82.83,84.4,49216.0
2020-03-18,87.11,87.11,71.5,79.91,60513.0
2020-03-19,82.2,83.85,79.77,81.79,72999.0
2020-03-20,84.36,87.84,78.63,80.0,63660.0
2020-03-21,84.36,87.84,78.63,80.0,63660.0
2020-03-22,84.36,87.84,78.63,80.0,63660.0
2020-03-23,77.94,79.64,68.95,71.57,29196.0
2020-03-24,75.6,79.87,65.1,76.61,52548.0
2020-03-25,70.65,76.61,68.86,73.81,76999.0
2020-03-26,73.81,88.07,73.72,85.6,150469.0
2020-03-27,83.99,95.77,83.44,86.51,152353.0
2020-03-28,83.99,95.77,83.44,86.51,152353.0
2020-03-29,83.99,95.77,83.44,86.51,152353.0
2020-03-30,87.57,87.57,79.64,81.06,19766.0
2020-03-31,83.4,97.2,83.4,86.83,51678.0
2020-04-01,85.41,88.03,82.57,86.88,44281.0
2020-04-02,85.41,88.03,82.57,86.88,44281.0
2020-04-03,87.02,87.02,78.86,79.54,39494.0
2020-04-04,87.02,87.02,78.86,79.54,39494.0
2020-04-05,87.02,87.02,78.86,79.54,39494.0
2020-04-06,87.02,87.02,78.86,79.54,39494.0
2020-04-07,81.65,85.96,81.15,85.18,33795.0
2020-04-08,91.65,91.65,82.57,85.28,61604.0
2020-04-09,86.7,86.7,81.61,82.48,130120.0
2020-04-10,86.7,86.7,81.61,82.48,130120.0
2020-04-11,86.7,86.7,81.61,82.48,130120.0
2020-04-12,86.7,86.7,81.61,82.48,130120.0
2020-04-13,83.99,83.99,77.94,80.74,40302.0
2020-04-14,83.99,83.99,77.94,80.74,40302.0
2020-04-15,81.56,83.95,80.74,82.16,35940.0
2020-04-16,81.01,83.21,81.01,82.66,30744.0
2020-04-17,84.31,88.85,83.35,87.89,131664.0
2020-04-18,84.31,88.85,83.35,87.89,131664.0
2020-04-19,84.31,88.85,83.35,87.89,131664.0
2020-04-20,88.16,89.95,85.28,87.02,144223.0
2020-04-21,84.4,85.6,81.61,84.13,38431.0
2020-04-22,83.95,84.08,81.33,82.8,32387.0
2020-04-23,85.32,89.13,83.72,88.58,63231.0
2020-04-24,88.58,88.58,83.44,84.77,45873.0
2020-04-25,88.58,88.58,83.44,84.77,45873.0
2020-04-26,88.58,88.58,83.44,84.77,45873.0
