,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity
2017-04-23,137.22,137.46,132.47,135.73,574123.0
2017-04-24,135.78,143.09,134.61,142.3,1715064.0
2017-04-25,143.37,145.8,139.97,142.21,1252384.0
2017-04-26,143.51,145.28,138.02,140.48,2778233.0
2017-04-27,143.19,144.86,134.43,135.03,1859269.0
2017-04-28,136.29,140.16,134.75,136.94,1359850.0
2017-04-29,136.29,140.16,134.75,136.94,1359850.0
2017-04-30,136.29,140.16,134.75,136.94,1359850.0
2017-05-01,136.29,140.16,134.75,136.94,1359850.0
2017-05-02,138.85,144.45,138.29,143.98,2217859.0
2017-05-03,145.1,150.88,144.31,148.78,2430385.0
2017-05-04,149.62,150.04,145.47,146.78,1202382.0
2017-05-05,146.31,147.85,141.84,143.7,757594.0
2017-05-06,146.31,147.85,141.84,143.7,757594.0
2017-05-07,146.31,147.85,141.84,143.7,757594.0
2017-05-08,144.77,147.19,142.12,145.47,709294.0
2017-05-09,146.22,149.01,144.72,146.4,860506.0
2017-05-10,147.1,147.1,142.58,143.7,541858.0
2017-05-11,144.45,145.84,142.3,143.19,437697.0
2017-05-12,144.63,145.7,141.09,144.07,507661.0
2017-05-13,144.63,145.7,141.09,144.07,507661.0
2017-05-14,144.63,145.7,141.09,144.07,507661.0
2017-05-15,145.0,150.18,143.7,148.83,1312001.0
2017-05-16,149.2,152.37,148.55,151.48,1312135.0
2017-05-17,152.27,158.98,151.9,157.17,2849419.0
2017-05-18,154.7,155.77,148.5,149.66,948991.0
2017-05-19,150.04,153.3,147.71,149.34,531112.0
2017-05-20,150.04,153.3,147.71,149.34,531112.0
2017-05-21,150.04,153.3,147.71,149.34,531112.0
2017-05-22,150.5,152.51,147.43,149.71,606264.0
2017-05-23,150.04,150.74,141.18,147.43,622016.0
2017-05-24,144.72,150.55,140.72,142.26,847646.0
2017-05-25,142.58,148.59,142.58,147.29,571606.0
2017-05-26,148.17,149.99,145.38,149.15,566135.0
2017-05-27,148.17,149.99,145.38,149.15,566135.0
2017-05-28,148.17,149.99,145.38,149.15,566135.0
2017-05-29,149.15,150.5,144.77,145.75,419061.0
2017-05-30,145.33,148.64,143.93,146.54,640396.0
2017-05-31,146.26,147.8,143.61,144.49,315157.0
2017-06-01,142.4,147.47,142.4,144.07,407403.0
2017-06-02,141.74,146.5,141.74,144.59,252435.0
2017-06-03,141.74,146.5,141.74,144.59,252435.0
2017-06-04,141.74,146.5,141.74,144.59,252435.0
2017-06-05,145.38,147.15,143.05,143.79,299438.0
2017-06-06,144.31,146.82,141.46,143.09,266155.0
2017-06-07,142.67,144.82,142.58,144.12,266324.0
2017-06-08,144.82,145.05,142.49,143.23,224786.0
2017-06-09,142.91,149.34,142.58,145.24,829309.0
2017-06-10,142.91,149.34,142.58,145.24,829309.0
2017-06-11,142.91,149.34,142.58,145.24,829309.0
2017-06-12,144.4,145.28,142.63,144.07,325531.0
2017-06-13,144.12,145.75,142.81,144.26,577211.0
2017-06-14,144.45,146.5,142.3,143.56,569952.0
2017-06-15,143.51,144.91,142.58,143.47,265485.0
2017-06-16,143.51,145.24,141.98,142.63,314300.0
2017-06-17,143.51,145.24,141.98,142.63,314300.0
2017-06-18,143.51,145.24,141.98,142.63,314300.0
2017-06-19,143.47,143.89,139.23,139.83,299151.0
2017-06-20,139.88,144.59,139.88,143.93,392802.0
2017-06-21,144.59,145.33,140.58,141.23,348301.0
2017-06-22,142.21,143.75,140.16,140.67,325432.0
2017-06-23,140.81,141.23,135.13,136.52,487743.0
2017-06-24,140.81,141.23,135.13,136.52,487743.0
2017-06-25,140.81,141.23,135.13,136.52,487743.0
2017-06-26,140.81,141.23,135.13,136.52,487743.0
2017-06-27,140.72,143.23,138.02,139.23,769326.0
2017-06-28,138.62,139.27,134.19,135.92,441141.0
2017-06-29,137.18,140.32,136.95,139.34,690306.0
2017-06-30,139.06,139.1,136.43,137.37,458945.0
2017-07-01,139.06,139.1,136.43,137.37,458945.0
2017-07-02,139.06,139.1,136.43,137.37,458945.0
2017-07-03,137.42,142.29,137.04,139.15,227646.0
2017-07-04,140.13,140.13,136.9,137.51,265448.0
2017-07-05,137.93,155.64,136.86,148.05,2244908.0
2017-07-06,146.88,149.88,145.15,145.8,970954.0
2017-07-07,145.57,152.22,145.19,148.89,1645761.0
2017-07-08,145.57,152.22,145.19,148.89,1645761.0
2017-07-09,145.57,152.22,145.19,148.89,1645761.0
2017-07-10,149.88,168.61,145.05,149.64,321456.0
2017-07-11,150.77,152.22,149.5,151.14,1010663.0
2017-07-12,151.7,152.22,148.05,151.05,489462.0
2017-07-13,151.56,152.22,149.74,150.67,352418.0
2017-07-14,152.69,154.09,149.31,149.92,720663.0
2017-07-15,152.69,154.09,149.31,149.92,720663.0
2017-07-16,152.69,154.09,149.31,149.92,720663.0
2017-07-17,151.14,152.22,148.61,149.27,343184.0
2017-07-18,149.69,150.48,147.63,148.14,382100.0
2017-07-19,149.5,163.83,149.22,161.77,9107669.0
2017-07-20,163.36,194.09,163.36,194.09,23720582.0
2017-07-21,197.65,232.21,188.84,208.7,31661517.0
2017-07-22,197.65,232.21,188.84,208.7,31661517.0
2017-07-23,197.65,232.21,188.84,208.7,31661517.0
2017-07-24,212.64,225.75,211.37,216.94,10035268.0
2017-07-25,219.19,221.11,201.11,202.24,4971621.0
2017-07-26,202.71,209.5,197.74,200.08,4172317.0
2017-07-27,200.36,205.61,193.43,194.42,2580565.0
2017-07-28,194.46,206.45,191.09,201.49,5817103.0
2017-07-29,194.46,206.45,191.09,201.49,5817103.0
2017-07-30,194.46,206.45,191.09,201.49,5817103.0
2017-07-31,203.03,204.86,196.34,198.21,1974445.0
2017-08-01,199.52,202.66,197.18,198.12,1402312.0
2017-08-02,199.43,207.95,198.21,206.73,2742428.0
2017-08-03,207.48,212.12,203.78,210.95,2660899.0
2017-08-04,211.79,213.34,203.46,205.94,1137991.0
2017-08-05,211.79,213.34,203.46,205.94,1137991.0
2017-08-06,211.79,213.34,203.46,205.94,1137991.0
2017-08-07,207.02,226.5,203.64,222.94,3259156.0
2017-08-08,226.69,234.09,213.57,225.84,5321354.0
2017-08-09,223.69,224.25,212.73,216.06,1754461.0
2017-08-10,214.42,215.35,194.93,199.38,1626220.0
2017-08-11,196.62,207.95,181.07,204.77,4223880.0
2017-08-12,196.62,207.95,181.07,204.77,4223880.0
2017-08-13,196.62,207.95,181.07,204.77,4223880.0
2017-08-14,209.73,212.54,204.39,205.94,808248.0
2017-08-15,209.73,212.54,204.39,205.94,808248.0
2017-08-16,208.89,215.91,206.08,212.35,1308501.0
2017-08-17,212.17,218.26,211.32,213.48,1012065.0
2017-08-18,212.64,212.64,206.08,209.4,855983.0
2017-08-19,212.64,212.64,206.08,209.4,855983.0
2017-08-20,212.64,212.64,206.08,209.4,855983.0
2017-08-21,209.83,211.84,198.68,201.86,1025082.0
2017-08-22,204.44,206.31,196.71,200.18,950445.0
2017-08-23,202.71,209.03,200.51,202.1,1276666.0
2017-08-24,203.27,207.02,201.4,203.36,652802.0
2017-08-25,203.27,207.02,201.4,203.36,652802.0
2017-08-26,203.27,207.02,201.4,203.36,652802.0
2017-08-27,203.27,207.02,201.4,203.36,652802.0
2017-08-28,204.67,210.9,203.5,209.12,1230092.0
2017-08-29,209.36,209.36,201.49,202.61,758743.0
2017-08-30,204.95,207.25,204.39,205.61,557822.0
2017-08-31,207.02,208.89,203.36,206.83,666577.0
2017-09-01,208.65,222.94,207.16,217.37,3005027.0
2017-09-02,208.65,222.94,207.16,217.37,3005027.0
2017-09-03,208.65,222.94,207.16,217.37,3005027.0
2017-09-04,217.23,224.53,212.17,216.9,2319535.0
2017-09-05,220.04,223.83,212.64,220.55,1196600.0
2017-09-06,217.51,222.85,215.26,220.69,1064639.0
2017-09-07,222.0,229.5,217.13,218.44,1585331.0
2017-09-08,217.6,222.85,210.29,216.38,938163.0
2017-09-09,217.6,222.85,210.29,216.38,938163.0
2017-09-10,217.6,222.85,210.29,216.38,938163.0
2017-09-11,218.16,220.04,211.04,211.93,1115233.0
2017-09-12,213.48,218.49,208.23,214.32,1734394.0
2017-09-13,215.59,216.76,209.92,211.47,688123.0
2017-09-14,212.59,216.1,211.23,213.53,748600.0
2017-09-15,212.31,212.96,201.4,204.02,2075401.0
2017-09-16,212.31,212.96,201.4,204.02,2075401.0
2017-09-17,212.31,212.96,201.4,204.02,2075401.0
2017-09-18,211.14,212.87,200.41,208.61,1042158.0
2017-09-19,208.89,229.45,207.2,220.64,6567470.0
2017-09-20,222.0,225.28,217.13,218.82,1923052.0
2017-09-21,219.19,221.02,210.48,217.98,1111647.0
2017-09-22,218.26,218.26,209.26,211.14,1232704.0
2017-09-23,218.26,218.26,209.26,211.14,1232704.0
2017-09-24,218.26,218.26,209.26,211.14,1232704.0
2017-09-25,209.83,210.76,199.1,207.72,912398.0
2017-09-26,207.02,215.45,206.08,213.53,916660.0
2017-09-27,215.82,221.68,210.76,212.17,1500407.0
2017-09-28,213.48,215.31,207.11,209.87,1195399.0
2017-09-29,210.76,214.93,207.62,209.5,1087386.0
2017-09-30,210.76,214.93,207.62,209.5,1087386.0
2017-10-01,210.76,214.93,207.62,209.5,1087386.0
2017-10-02,210.76,214.93,207.62,209.5,1087386.0
2017-10-03,212.12,213.57,207.48,208.65,855704.0
2017-10-04,208.65,214.65,207.62,208.51,1395801.0
2017-10-05,209.59,213.57,206.08,206.88,1795638.0
2017-10-06,210.76,211.98,206.55,207.77,1125663.0
2017-10-07,210.76,211.98,206.55,207.77,1125663.0
2017-10-08,210.76,211.98,206.55,207.77,1125663.0
2017-10-09,210.15,212.26,207.02,208.14,961387.0
2017-10-10,209.83,232.31,208.98,228.47,6613358.0
2017-10-11,231.09,251.04,227.62,241.16,10353720.0
2017-10-12,244.91,257.13,242.24,254.93,10587332.0
2017-10-13,257.51,258.54,246.83,251.6,3109356.0
2017-10-14,257.51,258.54,246.83,251.6,3109356.0
2017-10-15,257.51,258.54,246.83,251.6,3109356.0
2017-10-16,254.27,260.41,243.55,245.84,6457549.0
2017-10-17,247.76,251.04,241.91,245.84,2215117.0
2017-10-18,246.36,246.36,237.46,240.74,1766875.0
2017-10-19,242.14,245.23,238.35,242.1,485016.0
2017-10-20,242.14,245.23,238.35,242.1,485016.0
2017-10-21,242.14,245.23,238.35,242.1,485016.0
2017-10-22,242.14,245.23,238.35,242.1,485016.0
2017-10-23,243.41,246.83,238.86,244.06,1215635.0
2017-10-24,245.33,254.41,240.74,250.25,2393455.0
2017-10-25,251.04,252.45,245.05,248.47,1012599.0
2017-10-26,249.12,254.69,244.53,251.09,1622078.0
2017-10-27,252.45,258.16,249.26,250.48,1468137.0
2017-10-28,252.45,258.16,249.26,250.48,1468137.0
2017-10-29,252.45,258.16,249.26,250.48,1468137.0
2017-10-30,251.98,257.6,251.04,256.29,1471344.0
2017-10-31,254.79,269.5,254.79,266.87,3563910.0
2017-11-01,269.5,287.57,268.84,275.12,5220425.0
2017-11-02,278.91,278.91,264.16,265.75,2329491.0
2017-11-03,267.39,268.84,257.6,258.07,1753587.0
2017-11-04,267.39,268.84,257.6,258.07,1753587.0
2017-11-05,267.39,268.84,257.6,258.07,1753587.0
2017-11-06,259.28,259.85,244.95,247.53,1829513.0
2017-11-07,249.82,265.0,248.23,256.71,3288254.0
2017-11-08,258.54,265.94,254.09,257.27,1587714.0
2017-11-09,259.47,275.12,257.13,271.84,2539303.0
2017-11-10,271.32,274.55,263.22,267.39,1425572.0
2017-11-11,271.32,274.55,263.22,267.39,1425572.0
2017-11-12,271.32,274.55,263.22,267.39,1425572.0
2017-11-13,270.67,275.54,252.07,261.53,2479199.0
2017-11-14,262.56,263.55,249.78,251.04,1569285.0
2017-11-15,251.6,256.66,246.08,247.62,1402196.0
2017-11-16,246.45,251.42,244.48,245.33,1768617.0
2017-11-17,249.17,252.4,245.05,246.08,1215236.0
2017-11-18,249.17,252.4,245.05,246.08,1215236.0
2017-11-19,249.17,252.4,245.05,246.08,1215236.0
2017-11-20,249.17,252.63,246.36,250.53,1175927.0
2017-11-21,252.87,256.19,250.1,250.85,1038028.0
2017-11-22,252.92,256.62,248.75,251.6,1539341.0
2017-11-23,252.92,255.07,246.36,249.59,751590.0
2017-11-24,250.15,254.79,249.4,253.2,829692.0
2017-11-25,250.15,254.79,249.4,253.2,829692.0
2017-11-26,250.15,254.79,249.4,253.2,829692.0
2017-11-27,253.38,255.87,250.95,253.43,855268.0
2017-11-28,253.85,255.21,250.43,251.98,629436.0
2017-11-29,251.98,253.85,248.23,248.7,411127.0
2017-11-30,251.04,262.28,245.19,258.07,1420277.0
2017-12-01,259.57,267.9,251.56,252.77,2210597.0
2017-12-02,259.57,267.9,251.56,252.77,2210597.0
2017-12-03,259.57,267.9,251.56,252.77,2210597.0
2017-12-04,253.38,256.15,249.64,251.37,572378.0
2017-12-05,250.1,260.41,247.62,258.96,1533423.0
2017-12-06,258.25,264.02,254.74,257.46,1179481.0
2017-12-07,256.76,265.7,256.76,263.69,1224791.0
2017-12-08,264.16,275.82,263.78,273.94,2371796.0
2017-12-09,264.16,275.82,263.78,273.94,2371796.0
2017-12-10,264.16,275.82,263.78,273.94,2371796.0
2017-12-11,275.4,278.77,266.97,268.51,1247034.0
2017-12-12,269.59,270.1,260.88,264.02,538510.0
2017-12-13,264.06,279.05,262.56,277.18,3242280.0
2017-12-14,280.08,289.73,276.43,280.92,4431788.0
2017-12-15,284.3,285.04,276.85,278.91,939751.0
2017-12-16,284.3,285.04,276.85,278.91,939751.0
2017-12-17,284.3,285.04,276.85,278.91,939751.0
2017-12-18,276.61,284.76,237.27,275.4,1395817.0
2017-12-19,280.92,284.34,276.8,279.28,951472.0
2017-12-20,283.17,283.17,273.52,274.79,581572.0
2017-12-21,277.08,277.08,272.59,273.62,368778.0
2017-12-22,273.66,277.83,271.7,273.1,497383.0
2017-12-23,273.66,277.83,271.7,273.1,497383.0
2017-12-24,273.66,277.83,271.7,273.1,497383.0
2017-12-25,273.66,277.83,271.7,273.1,497383.0
2017-12-26,273.99,281.95,270.24,278.58,1022236.0
2017-12-27,277.74,282.14,273.2,275.58,738446.0
2017-12-28,276.75,277.64,271.65,273.1,516734.0
2017-12-29,274.46,276.52,272.68,274.04,393789.0
2017-12-30,274.46,276.52,272.68,274.04,393789.0
2017-12-31,274.46,276.52,272.68,274.04,393789.0
2018-01-01,275.72,279.24,273.52,275.26,477644.0
2018-01-02,276.8,278.11,270.71,272.31,575584.0
2018-01-03,274.46,290.38,273.62,284.39,2714862.0
2018-01-04,287.57,320.27,286.96,313.9,5721143.0
2018-01-05,313.71,331.6,308.79,319.42,5280195.0
2018-01-06,313.71,331.6,308.79,319.42,5280195.0
2018-01-07,313.71,331.6,308.79,319.42,5280195.0
2018-01-08,319.66,328.56,316.61,326.21,1905883.0
2018-01-09,326.92,326.92,309.12,316.1,1362810.0
2018-01-10,314.74,346.59,313.8,338.67,6104970.0
2018-01-11,339.47,358.76,330.71,335.72,4906388.0
2018-01-12,338.16,345.65,329.73,337.55,1892091.0
2018-01-13,338.16,345.65,329.73,337.55,1892091.0
2018-01-14,338.16,345.65,329.73,337.55,1892091.0
2018-01-15,340.64,351.36,338.63,347.85,1865589.0
2018-01-16,349.4,352.86,338.16,340.31,2080811.0
2018-01-17,341.39,362.89,321.3,356.47,7730625.0
2018-01-18,360.45,379.37,350.47,364.81,8608015.0
2018-01-19,367.01,367.01,348.74,352.25,2190136.0
2018-01-20,367.01,367.01,348.74,352.25,2190136.0
2018-01-21,367.01,367.01,348.74,352.25,2190136.0
2018-01-22,353.14,354.08,341.95,345.28,1033932.0
2018-01-23,345.65,373.56,343.82,370.75,3777476.0
2018-01-24,366.54,388.74,361.62,384.01,5094499.0
2018-01-25,382.18,384.29,365.32,367.29,1689853.0
2018-01-26,382.18,384.29,365.32,367.29,1689853.0
2018-01-27,382.18,384.29,365.32,367.29,1689853.0
2018-01-28,382.18,384.29,365.32,367.29,1689853.0
2018-01-29,370.01,371.88,356.8,361.2,1261065.0
2018-01-30,360.64,361.67,340.03,341.95,1505923.0
2018-01-31,341.44,356.89,332.07,336.14,2310186.0
2018-02-01,338.16,354.08,337.27,350.99,2549570.0
2018-02-02,347.99,355.11,325.89,327.34,2934084.0
2018-02-03,347.99,355.11,325.89,327.34,2934084.0
2018-02-04,347.99,355.11,325.89,327.34,2934084.0
2018-02-05,318.49,318.49,281.49,302.8,7214921.0
2018-02-06,271.65,306.54,271.65,299.99,3458436.0
2018-02-07,307.29,318.3,307.24,312.21,2632223.0
2018-02-08,315.68,326.17,308.13,311.27,2718609.0
2018-02-09,303.97,326.49,302.09,324.25,2644365.0
2018-02-10,303.97,326.49,302.09,324.25,2644365.0
2018-02-11,303.97,326.49,302.09,324.25,2644365.0
2018-02-12,327.57,337.08,327.29,333.1,1298943.0
2018-02-13,327.57,337.08,327.29,333.1,1298943.0
2018-02-14,336.47,340.78,332.54,334.04,1119488.0
2018-02-15,337.69,338.91,329.73,331.51,1169919.0
2018-02-16,333.47,341.2,321.86,325.84,1479028.0
2018-02-17,333.47,341.2,321.86,325.84,1479028.0
2018-02-18,333.47,341.2,321.86,325.84,1479028.0
2018-02-19,329.73,332.54,311.83,322.19,1245616.0
2018-02-20,324.86,333.15,319.0,321.06,892854.0
2018-02-21,324.11,326.59,312.12,313.43,1054268.0
2018-02-22,311.46,319.94,310.62,313.57,881630.0
2018-02-23,316.0,324.11,315.53,321.58,1305558.0
2018-02-24,316.0,324.11,315.53,321.58,1305558.0
2018-02-25,316.0,324.11,315.53,321.58,1305558.0
2018-02-26,332.44,354.88,329.73,341.25,4539507.0
2018-02-27,345.65,347.85,334.46,336.42,1703130.0
2018-02-28,332.07,337.88,325.28,336.61,1273650.0
2018-03-01,336.24,343.78,332.07,335.21,1312605.0
2018-03-02,336.24,343.78,332.07,335.21,1312605.0
2018-03-03,336.24,343.78,332.07,335.21,1312605.0
2018-03-04,336.24,343.78,332.07,335.21,1312605.0
2018-03-05,337.13,337.13,325.32,327.24,1792894.0
2018-03-06,330.66,336.05,324.06,327.01,1171241.0
2018-03-07,325.98,327.48,318.25,320.36,1085622.0
2018-03-08,324.39,325.98,311.55,314.6,1072509.0
2018-03-09,318.3,323.08,312.49,316.57,996523.0
2018-03-10,318.3,323.08,312.49,316.57,996523.0
2018-03-11,318.3,323.08,312.49,316.57,996523.0
2018-03-12,321.3,323.08,313.66,319.52,1086363.0
2018-03-13,319.33,331.08,315.21,326.26,1491502.0
2018-03-14,325.46,325.46,315.68,316.99,1025296.0
2018-03-15,317.55,321.3,311.27,312.49,1568727.0
2018-03-16,314.65,318.49,308.23,313.9,3779785.0
2018-03-17,314.65,318.49,308.23,313.9,3779785.0
2018-03-18,314.65,318.49,308.23,313.9,3779785.0
2018-03-19,316.61,316.75,295.77,298.02,1278770.0
2018-03-20,295.54,299.66,290.62,295.86,1313198.0
2018-03-21,299.56,309.07,297.55,303.26,2137190.0
2018-03-22,305.47,308.65,298.35,299.66,988860.0
2018-03-23,290.38,298.81,287.57,294.69,1752549.0
2018-03-24,290.38,298.81,287.57,294.69,1752549.0
2018-03-25,290.38,298.81,287.57,294.69,1752549.0
2018-03-26,294.08,300.69,289.12,298.58,2352230.0
2018-03-27,302.37,304.43,295.72,297.03,780864.0
2018-03-28,295.96,298.11,290.38,292.63,940796.0
2018-03-29,295.96,298.11,290.38,292.63,940796.0
2018-03-30,295.96,298.11,290.38,292.63,940796.0
2018-03-31,295.96,298.11,290.38,292.63,940796.0
2018-04-01,295.96,298.11,290.38,292.63,940796.0
2018-04-02,295.77,308.37,294.97,306.31,932075.0
2018-04-03,306.36,308.13,297.88,301.39,1181339.0
2018-04-04,303.83,314.55,300.5,304.39,2470093.0
2018-04-05,309.12,322.23,309.12,317.46,2566853.0
2018-04-06,317.88,318.3,307.81,309.87,1264082.0
2018-04-07,317.88,318.3,307.81,309.87,1264082.0
2018-04-08,317.88,318.3,307.81,309.87,1264082.0
2018-04-09,312.4,315.68,309.12,310.29,730825.0
2018-04-10,312.87,313.38,306.31,307.43,889749.0
2018-04-11,308.18,312.49,300.55,308.42,1494208.0
2018-04-12,310.99,314.74,304.43,305.75,1533119.0
2018-04-13,306.96,308.65,298.63,300.08,1621095.0
2018-04-14,306.96,308.65,298.63,300.08,1621095.0
2018-04-15,306.96,308.65,298.63,300.08,1621095.0
2018-04-16,297.88,304.39,295.4,297.92,1232536.0
2018-04-17,300.22,312.87,298.35,308.56,2812013.0
2018-04-18,312.02,314.04,301.86,304.53,1261145.0
2018-04-19,304.95,307.15,300.69,301.86,1014595.0
2018-04-20,302.56,320.83,302.56,316.61,4429326.0
2018-04-21,302.56,320.83,302.56,316.61,4429326.0
2018-04-22,302.56,320.83,302.56,316.61,4429326.0
2018-04-23,320.36,333.38,318.67,328.41,3595511.0
2018-04-24,332.35,336.38,327.95,332.4,2392234.0
2018-04-25,332.44,341.9,310.99,314.74,6511050.0
2018-04-26,320.36,329.54,316.94,319.94,2738211.0
2018-04-27,323.17,324.01,313.8,320.08,1710208.0
2018-04-28,323.17,324.01,313.8,320.08,1710208.0
2018-04-29,323.17,324.01,313.8,320.08,1710208.0
2018-04-30,321.34,332.44,321.34,330.1,2168148.0
2018-05-01,321.34,332.44,321.34,330.1,2168148.0
2018-05-02,330.66,335.35,320.87,325.32,1694481.0
2018-05-03,322.05,324.95,317.13,321.48,789418.0
2018-05-04,323.08,328.84,314.74,315.77,845124.0
2018-05-05,323.08,328.84,314.74,315.77,845124.0
2018-05-06,323.08,328.84,314.74,315.77,845124.0
2018-05-07,318.3,322.98,313.52,318.35,888733.0
2018-05-08,318.95,320.31,301.62,314.08,786711.0
2018-05-09,315.16,315.16,307.24,308.46,749135.0
2018-05-10,309.12,313.76,294.74,300.03,1751063.0
2018-05-11,302.09,305.7,298.81,304.25,631493.0
2018-05-12,302.09,305.7,298.81,304.25,631493.0
2018-05-13,302.09,305.7,298.81,304.25,631493.0
2018-05-14,304.43,307.01,297.41,299.38,506768.0
2018-05-15,296.94,303.45,294.13,295.44,718594.0
2018-05-16,295.96,299.52,290.85,295.02,540789.0
2018-05-17,296.94,307.1,295.44,305.23,856402.0
2018-05-18,305.37,306.31,295.07,296.61,681454.0
2018-05-19,305.37,306.31,295.07,296.61,681454.0
2018-05-20,305.37,306.31,295.07,296.61,681454.0
2018-05-21,296.47,298.35,285.7,287.2,609574.0
2018-05-22,287.57,294.65,282.28,290.2,675995.0
2018-05-23,288.04,291.7,282.89,287.81,875251.0
2018-05-24,290.43,292.87,284.11,285.93,474810.0
2018-05-25,285.7,301.44,283.92,298.35,1345761.0
2018-05-26,285.7,301.44,283.92,298.35,1345761.0
2018-05-27,285.7,301.44,283.92,298.35,1345761.0
2018-05-28,298.81,303.69,295.07,302.37,678571.0
2018-05-29,295.11,304.34,290.76,302.51,1159041.0
2018-05-30,301.16,309.02,296.0,307.24,1134771.0
2018-05-31,308.18,311.46,302.84,309.35,812921.0
2018-06-01,309.59,311.46,299.75,301.67,595360.0
2018-06-02,309.59,311.46,299.75,301.67,595360.0
2018-06-03,309.59,311.46,299.75,301.67,595360.0
2018-06-04,300.03,303.17,287.11,288.65,654652.0
2018-06-05,288.65,288.89,262.28,264.76,1968250.0
2018-06-06,259.47,269.5,239.24,264.48,2741166.0
2018-06-07,269.87,289.26,265.09,286.36,4108247.0
2018-06-08,284.76,285.61,276.85,281.86,1300441.0
2018-06-09,284.76,285.61,276.85,281.86,1300441.0
2018-06-10,284.76,285.61,276.85,281.86,1300441.0
2018-06-11,281.95,286.64,277.22,278.35,851999.0
2018-06-12,278.35,292.26,275.4,284.11,3671746.0
2018-06-13,284.86,294.13,281.11,282.09,2506704.0
2018-06-14,281.11,282.42,275.4,278.86,875375.0
2018-06-15,276.38,285.89,276.33,276.85,2508396.0
2018-06-16,276.38,285.89,276.33,276.85,2508396.0
2018-06-17,276.38,285.89,276.33,276.85,2508396.0
2018-06-18,277.27,278.72,266.97,269.92,847153.0
2018-06-19,267.9,275.77,265.09,271.88,1920622.0
2018-06-20,272.59,275.4,265.19,267.11,853201.0
2018-06-21,268.85,271.49,260.6,263.05,737609.0
2018-06-22,261.54,267.67,259.8,265.17,753749.0
2018-06-23,261.54,267.67,259.8,265.17,753749.0
2018-06-24,261.54,267.67,259.8,265.17,753749.0
2018-06-25,263.19,267.48,259.42,260.64,488741.0
2018-06-26,258.57,264.51,257.86,262.2,585896.0
2018-06-27,262.72,266.96,252.91,256.31,929883.0
2018-06-28,256.59,257.44,249.98,253.52,1201052.0
2018-06-29,255.17,263.85,255.17,259.8,883016.0
2018-06-30,255.17,263.85,255.17,259.8,883016.0
2018-07-01,255.17,263.85,255.17,259.8,883016.0
2018-07-02,260.36,265.08,251.45,256.64,781651.0
2018-07-03,256.59,258.47,249.98,253.0,614378.0
2018-07-04,253.0,254.94,245.55,247.44,843130.0
2018-07-05,249.32,254.14,247.44,251.87,1085283.0
2018-07-06,250.03,276.59,248.15,273.19,3297100.0
2018-07-07,250.03,276.59,248.15,273.19,3297100.0
2018-07-08,250.03,276.59,248.15,273.19,3297100.0
2018-07-09,279.79,301.68,279.51,297.43,7631910.0
2018-07-10,299.79,318.57,299.04,308.71,6262961.0
2018-07-11,309.42,313.19,288.76,292.53,2856950.0
2018-07-12,294.23,298.57,285.12,291.26,1845116.0
2018-07-13,292.44,293.28,281.12,282.58,1502493.0
2018-07-14,292.44,293.28,281.12,282.58,1502493.0
2018-07-15,292.44,293.28,281.12,282.58,1502493.0
2018-07-16,283.28,283.95,272.29,274.79,1238163.0
2018-07-17,274.23,296.59,270.13,292.25,2860837.0
2018-07-18,293.38,300.93,289.61,296.54,2561126.0
2018-07-19,297.58,298.99,279.42,284.65,3461835.0
2018-07-20,284.7,314.93,284.7,312.1,7739697.0
2018-07-21,284.7,314.93,284.7,312.1,7739697.0
2018-07-22,284.7,314.93,284.7,312.1,7739697.0
2018-07-23,315.92,325.26,302.06,323.14,3454373.0
2018-07-24,325.4,332.53,324.51,327.9,2114984.0
2018-07-25,328.28,328.94,316.63,318.42,1080333.0
2018-07-26,316.02,319.93,309.42,313.19,957090.0
2018-07-27,313.19,327.9,313.19,323.85,1340643.0
2018-07-28,313.19,327.9,313.19,323.85,1340643.0
2018-07-29,313.19,327.9,313.19,323.85,1340643.0
2018-07-30,324.51,328.94,321.35,322.95,1036215.0
2018-07-31,325.17,335.5,320.78,325.17,2695547.0
2018-08-01,325.5,326.82,316.02,318.47,1093879.0
2018-08-02,317.91,324.04,312.48,319.04,1098179.0
2018-08-03,322.15,324.04,318.0,319.56,606639.0
2018-08-04,322.15,324.04,318.0,319.56,606639.0
2018-08-05,322.15,324.04,318.0,319.56,606639.0
2018-08-06,321.68,323.85,316.96,318.47,572116.0
2018-08-07,320.64,329.37,313.28,322.01,1058198.0
2018-08-08,323.57,343.38,320.74,339.79,4519800.0
2018-08-09,345.17,353.47,337.72,344.65,3966309.0
2018-08-10,346.21,348.09,338.42,341.72,1495814.0
2018-08-11,346.21,348.09,338.42,341.72,1495814.0
2018-08-12,346.21,348.09,338.42,341.72,1495814.0
2018-08-13,341.35,341.58,328.9,335.55,1377273.0
2018-08-14,335.92,344.32,335.92,342.24,1131988.0
2018-08-15,335.92,344.32,335.92,342.24,1131988.0
2018-08-16,339.55,345.88,338.61,340.64,766948.0
2018-08-17,342.34,345.17,338.8,341.3,753564.0
2018-08-18,342.34,345.17,338.8,341.3,753564.0
2018-08-19,342.34,345.17,338.8,341.3,753564.0
2018-08-20,343.19,344.98,336.82,340.03,601878.0
2018-08-21,341.44,342.34,331.11,337.95,1015180.0
2018-08-22,341.44,342.34,331.11,337.95,1015180.0
