,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity
2014-08-22,45.2,46.44,44.17,46.44,2068853.0
2014-08-23,45.2,46.44,44.17,46.44,2068853.0
2014-08-24,45.2,46.44,44.17,46.44,2068853.0
2014-08-25,47.95,48.75,47.95,48.75,2404461.0
2014-08-26,48.75,49.41,46.33,46.37,2543640.0
2014-08-27,46.63,48.02,46.63,47.25,876684.0
2014-08-28,47.07,48.28,45.82,46.37,1075068.0
2014-08-29,47.07,48.28,45.82,46.37,1075068.0
2014-08-30,47.07,48.28,45.82,46.37,1075068.0
2014-08-31,47.07,48.28,45.82,46.37,1075068.0
2014-09-01,46.59,48.75,46.55,48.68,1492364.0
2014-09-02,49.63,51.17,49.12,51.1,1687059.0
2014-09-03,51.65,53.04,48.64,49.41,2019411.0
2014-09-04,49.12,51.87,46.99,51.8,3052746.0
2014-09-05,51.65,53.15,49.82,52.09,2598320.0
2014-09-06,51.65,53.15,49.82,52.09,2598320.0
2014-09-07,51.65,53.15,49.82,52.09,2598320.0
2014-09-08,51.98,54.25,51.98,53.04,1797187.0
2014-09-09,53.04,54.1,51.32,53.26,1542844.0
2014-09-10,53.01,53.23,51.69,52.13,947925.0
2014-09-11,52.24,53.01,51.1,51.54,1017656.0
2014-09-12,51.61,53.52,51.39,51.91,1081446.0
2014-09-13,51.61,53.52,51.39,51.91,1081446.0
2014-09-14,51.61,53.52,51.39,51.91,1081446.0
2014-09-15,51.69,53.08,50.62,52.09,1198470.0
2014-09-16,51.83,52.97,49.49,49.49,1160861.0
2014-09-17,49.85,50.62,47.43,48.68,830282.0
2014-09-18,48.42,50.48,48.06,49.96,612382.0
2014-09-19,49.38,50.48,47.69,48.13,892724.0
2014-09-20,49.38,50.48,47.69,48.13,892724.0
2014-09-21,49.38,50.48,47.69,48.13,892724.0
2014-09-22,49.19,50.55,49.19,50.51,625763.0
2014-09-23,53.01,53.04,49.49,49.89,2298024.0
2014-09-24,49.71,50.55,47.87,49.27,651219.0
2014-09-25,48.75,50.15,46.77,46.96,874728.0
2014-09-26,45.6,47.76,45.6,47.25,722645.0
2014-09-27,45.6,47.76,45.6,47.25,722645.0
2014-09-28,45.6,47.76,45.6,47.25,722645.0
2014-09-29,46.99,49.6,46.99,49.45,1056889.0
2014-09-30,49.78,51.91,49.16,51.91,2862323.0
2014-10-01,53.08,53.37,50.73,52.38,1822360.0
2014-10-02,53.08,53.37,50.73,52.38,1822360.0
2014-10-03,53.08,53.37,50.73,52.38,1822360.0
2014-10-04,53.08,53.37,50.73,52.38,1822360.0
2014-10-05,53.08,53.37,50.73,52.38,1822360.0
2014-10-06,53.08,53.37,50.73,52.38,1822360.0
2014-10-07,51.72,52.79,50.11,50.59,1265800.0
2014-10-08,50.22,51.69,49.16,49.67,618665.0
2014-10-09,50.0,50.84,49.67,50.0,559025.0
2014-10-10,49.49,49.96,48.79,49.56,612650.0
2014-10-11,49.49,49.96,48.79,49.56,612650.0
2014-10-12,49.49,49.96,48.79,49.56,612650.0
2014-10-13,49.16,54.51,48.75,54.36,3207753.0
2014-10-14,55.42,55.9,53.52,53.74,3123588.0
2014-10-15,55.42,55.9,53.52,53.74,3123588.0
2014-10-16,53.74,54.25,49.19,49.78,1136665.0
2014-10-17,49.93,52.71,49.3,51.43,1423444.0
2014-10-18,49.93,52.71,49.3,51.43,1423444.0
2014-10-19,49.93,52.71,49.3,51.43,1423444.0
2014-10-20,52.27,53.52,51.87,52.64,1041337.0
2014-10-21,52.42,52.97,50.99,51.36,569713.0
2014-10-22,52.02,52.79,51.17,51.36,553825.0
2014-10-23,51.76,52.46,51.61,51.94,242318.0
2014-10-24,51.76,52.46,51.61,51.94,242318.0
2014-10-25,51.76,52.46,51.61,51.94,242318.0
2014-10-26,51.76,52.46,51.61,51.94,242318.0
2014-10-27,52.42,54.73,50.95,52.46,1809325.0
2014-10-28,52.42,53.85,52.09,52.35,821017.0
2014-10-29,52.35,53.45,51.87,52.05,666939.0
2014-10-30,51.69,54.07,51.69,53.04,1364693.0
2014-10-31,53.23,54.95,52.05,52.38,3661108.0
2014-11-01,53.23,54.95,52.05,52.38,3661108.0
2014-11-02,53.23,54.95,52.05,52.38,3661108.0
2014-11-03,51.69,52.79,50.59,50.95,1478273.0
2014-11-04,51.69,52.79,50.59,50.95,1478273.0
2014-11-05,51.06,51.87,50.22,50.44,870350.0
2014-11-06,51.06,51.87,50.22,50.44,870350.0
2014-11-07,50.59,52.6,49.85,51.5,1748551.0
2014-11-08,50.59,52.6,49.85,51.5,1748551.0
2014-11-09,50.59,52.6,49.85,51.5,1748551.0
2014-11-10,51.91,54.03,50.48,52.86,3086613.0
2014-11-11,53.74,54.25,52.46,53.63,2904103.0
2014-11-12,53.81,53.92,52.42,52.79,740837.0
2014-11-13,52.86,53.12,51.1,51.61,662952.0
2014-11-14,52.75,54.07,52.49,52.97,1550636.0
2014-11-15,52.75,54.07,52.49,52.97,1550636.0
2014-11-16,52.75,54.07,52.49,52.97,1550636.0
2014-11-17,53.26,58.06,52.6,57.29,5571954.0
2014-11-18,57.81,58.14,55.2,55.94,2456680.0
2014-11-19,56.16,57.73,54.32,55.2,2457017.0
2014-11-20,55.02,55.64,53.74,54.32,807017.0
2014-11-21,53.96,55.86,53.52,53.7,1088655.0
2014-11-22,53.96,55.86,53.52,53.7,1088655.0
2014-11-23,53.96,55.86,53.52,53.7,1088655.0
2014-11-24,53.77,54.91,53.15,53.48,744695.0
2014-11-25,52.97,53.81,50.26,51.25,2192782.0
2014-11-26,51.32,52.64,50.77,51.06,840275.0
2014-11-27,50.88,51.61,50.59,50.84,617191.0
2014-11-28,51.1,52.05,50.15,50.51,672938.0
2014-11-29,51.1,52.05,50.15,50.51,672938.0
2014-11-30,51.1,52.05,50.15,50.51,672938.0
2014-12-01,50.59,51.25,49.01,49.27,650582.0
2014-12-02,48.97,51.06,48.83,50.66,760332.0
2014-12-03,50.95,51.91,50.33,50.81,675322.0
2014-12-04,51.17,53.15,50.55,51.65,1490316.0
2014-12-05,51.98,52.86,50.59,50.88,1099335.0
2014-12-06,51.98,52.86,50.59,50.88,1099335.0
2014-12-07,51.98,52.86,50.59,50.88,1099335.0
2014-12-08,51.14,51.28,49.27,49.67,551081.0
2014-12-09,50.26,50.81,47.54,47.98,1054245.0
2014-12-10,47.84,49.38,47.84,48.57,570901.0
2014-12-11,48.57,48.68,47.25,47.62,582203.0
2014-12-12,47.95,48.17,45.67,45.93,738723.0
2014-12-13,47.95,48.17,45.67,45.93,738723.0
2014-12-14,47.95,48.17,45.67,45.93,738723.0
2014-12-15,45.53,51.28,45.45,49.52,2073692.0
2014-12-16,49.56,50.26,46.44,47.07,2031597.0
2014-12-17,46.59,47.91,43.25,45.12,1299569.0
2014-12-18,45.89,47.62,45.89,46.63,703045.0
2014-12-19,47.36,50.33,46.08,47.8,3179479.0
2014-12-20,47.36,50.33,46.08,47.8,3179479.0
2014-12-21,47.36,50.33,46.08,47.8,3179479.0
2014-12-22,47.29,47.58,46.37,46.96,726671.0
2014-12-23,47.03,47.43,45.23,45.71,780610.0
2014-12-24,45.89,47.07,45.6,46.04,651366.0
2014-12-25,45.89,47.07,45.6,46.04,651366.0
2014-12-26,46.11,46.55,45.38,45.67,448565.0
2014-12-27,46.11,46.55,45.38,45.67,448565.0
2014-12-28,46.11,46.55,45.38,45.67,448565.0
2014-12-29,45.75,46.63,43.4,43.66,1157425.0
2014-12-30,44.13,45.71,43.84,45.2,717145.0
2014-12-31,44.87,46.08,44.83,45.64,431423.0
2015-01-01,45.45,46.85,45.05,46.08,526336.0
2015-01-02,46.19,47.1,45.89,46.26,582643.0
2015-01-03,46.19,47.1,45.89,46.26,582643.0
2015-01-04,46.19,47.1,45.89,46.26,582643.0
2015-01-05,46.19,48.24,46.19,47.18,1003982.0
2015-01-06,46.63,46.85,44.94,45.09,577214.0
2015-01-07,45.38,45.56,43.62,43.99,639211.0
2015-01-08,44.94,45.23,44.57,44.9,491287.0
2015-01-09,45.23,46.15,44.35,44.57,426465.0
2015-01-10,45.23,46.15,44.35,44.57,426465.0
2015-01-11,45.23,46.15,44.35,44.57,426465.0
2015-01-12,44.72,45.23,43.77,44.28,543972.0
2015-01-13,44.61,45.38,43.47,43.73,530912.0
2015-01-14,43.99,44.46,42.59,42.92,579836.0
2015-01-15,43.91,43.99,39.0,41.39,979079.0
2015-01-16,40.69,41.17,39.37,40.25,1232746.0
2015-01-17,40.69,41.17,39.37,40.25,1232746.0
2015-01-18,40.69,41.17,39.37,40.25,1232746.0
2015-01-19,40.95,44.87,40.47,44.39,2311559.0
2015-01-20,44.94,46.7,44.79,45.31,1937639.0
2015-01-21,45.75,46.55,45.31,46.08,1317879.0
2015-01-22,46.19,52.75,44.76,49.56,11878667.0
2015-01-23,50.37,51.25,48.24,48.61,4158162.0
2015-01-24,50.37,51.25,48.24,48.61,4158162.0
2015-01-25,50.37,51.25,48.24,48.61,4158162.0
2015-01-26,50.37,51.25,48.24,48.61,4158162.0
2015-01-27,48.83,48.94,46.55,46.77,1046586.0
2015-01-28,46.85,47.1,45.38,45.78,1254390.0
2015-01-29,45.97,46.77,45.09,46.0,871077.0
2015-01-30,46.26,47.21,45.16,45.53,780102.0
2015-01-31,46.26,47.21,45.16,45.53,780102.0
2015-02-01,46.26,47.21,45.16,45.53,780102.0
2015-02-02,45.42,46.92,44.98,46.52,863218.0
2015-02-03,46.92,47.29,45.45,45.86,780750.0
2015-02-04,45.67,48.31,45.34,46.85,1741507.0
2015-02-05,47.1,48.64,45.97,46.37,1973098.0
2015-02-06,46.63,46.92,45.38,45.67,610028.0
2015-02-07,46.63,46.92,45.38,45.67,610028.0
2015-02-08,46.63,46.92,45.38,45.67,610028.0
2015-02-09,45.89,46.85,44.79,45.45,761881.0
2015-02-10,46.08,46.77,44.17,45.2,903628.0
2015-02-11,45.42,45.82,44.83,45.34,552368.0
2015-02-12,45.53,46.41,45.23,45.67,703804.0
2015-02-13,46.04,48.31,45.56,47.29,1942972.0
2015-02-14,46.04,48.31,45.56,47.29,1942972.0
2015-02-15,46.04,48.31,45.56,47.29,1942972.0
2015-02-16,47.32,47.73,46.04,46.41,637481.0
2015-02-17,47.32,47.73,46.04,46.41,637481.0
2015-02-18,46.52,48.94,46.41,48.24,2397252.0
2015-02-19,48.68,49.12,46.7,47.32,1081016.0
2015-02-20,46.92,50.4,46.88,48.68,2613320.0
2015-02-21,46.92,50.4,46.88,48.68,2613320.0
2015-02-22,46.92,50.4,46.88,48.68,2613320.0
2015-02-23,49.01,51.54,47.65,49.05,3008830.0
2015-02-24,49.34,49.63,47.65,48.13,835080.0
2015-02-25,48.68,50.15,47.62,47.73,793689.0
2015-02-26,47.76,48.02,46.52,46.92,625673.0
2015-02-27,46.99,49.16,46.99,48.35,1085397.0
2015-02-28,49.19,50.15,46.92,47.84,2366021.0
2015-03-01,49.19,50.15,46.92,47.84,2366021.0
2015-03-02,48.17,49.34,47.76,48.61,1543064.0
2015-03-03,48.9,51.69,48.75,50.59,2810074.0
2015-03-04,50.95,51.25,47.73,48.09,1349511.0
2015-03-05,48.35,49.71,47.43,48.31,1094019.0
2015-03-06,48.35,49.71,47.43,48.31,1094019.0
2015-03-07,48.35,49.71,47.43,48.31,1094019.0
2015-03-08,48.35,49.71,47.43,48.31,1094019.0
2015-03-09,47.73,47.98,47.14,47.51,540734.0
2015-03-10,47.65,47.87,45.86,46.26,516784.0
2015-03-11,46.59,47.4,45.64,46.0,683584.0
2015-03-12,46.26,47.29,46.04,46.81,509169.0
2015-03-13,46.99,47.25,45.09,45.38,608019.0
2015-03-14,46.99,47.25,45.09,45.38,608019.0
2015-03-15,46.99,47.25,45.09,45.38,608019.0
2015-03-16,45.31,45.64,43.91,44.54,661313.0
2015-03-17,45.09,45.34,43.99,44.72,607811.0
2015-03-18,44.9,45.01,43.99,44.24,489237.0
2015-03-19,44.32,46.52,43.51,43.95,739339.0
2015-03-20,44.06,44.32,41.9,42.04,769194.0
2015-03-21,44.06,44.32,41.9,42.04,769194.0
2015-03-22,44.06,44.32,41.9,42.04,769194.0
2015-03-23,42.15,42.85,41.31,41.5,526465.0
2015-03-24,41.61,41.93,39.99,40.25,579169.0
2015-03-25,40.18,40.32,38.6,39.0,655631.0
2015-03-26,38.71,38.93,36.91,37.17,879760.0
2015-03-27,37.35,38.12,35.37,37.46,1248094.0
2015-03-28,37.35,38.12,35.37,37.46,1248094.0
2015-03-29,37.35,38.12,35.37,37.46,1248094.0
2015-03-30,37.87,41.13,37.54,40.76,1401328.0
2015-03-31,40.98,41.61,39.88,40.29,788455.0
2015-04-01,40.14,43.25,40.1,42.89,1148718.0
2015-04-02,40.14,43.25,40.1,42.89,1148718.0
2015-04-03,40.14,43.25,40.1,42.89,1148718.0
2015-04-04,40.14,43.25,40.1,42.89,1148718.0
2015-04-05,40.14,43.25,40.1,42.89,1148718.0
2015-04-06,43.29,44.28,42.96,43.51,563016.0
2015-04-07,43.55,45.42,42.08,44.79,1200639.0
2015-04-08,45.12,46.74,45.09,45.6,1020746.0
2015-04-09,45.75,47.43,45.12,46.11,1149018.0
2015-04-10,46.15,48.28,45.45,48.06,1844502.0
2015-04-11,46.15,48.28,45.45,48.06,1844502.0
2015-04-12,46.15,48.28,45.45,48.06,1844502.0
2015-04-13,48.61,49.45,47.36,48.09,2403816.0
2015-04-14,48.61,49.45,47.36,48.09,2403816.0
2015-04-15,47.8,48.83,46.26,46.81,799964.0
2015-04-16,47.07,47.21,44.94,45.64,596244.0
2015-04-17,45.75,45.75,44.54,44.76,466565.0
2015-04-18,45.75,45.75,44.54,44.76,466565.0
2015-04-19,45.75,45.75,44.54,44.76,466565.0
2015-04-20,44.9,45.53,42.85,43.84,714101.0
2015-04-21,43.99,44.61,43.11,43.77,486607.0
2015-04-22,43.8,44.9,43.18,44.21,516117.0
2015-04-23,44.39,45.64,44.28,45.31,588634.0
2015-04-24,45.49,45.67,42.15,43.07,588344.0
2015-04-25,45.49,45.67,42.15,43.07,588344.0
2015-04-26,45.49,45.67,42.15,43.07,588344.0
2015-04-27,43.33,43.62,41.42,42.52,609383.0
2015-04-28,42.52,45.01,41.93,44.17,607577.0
2015-04-29,43.99,45.31,43.8,44.35,588990.0
2015-04-30,44.35,45.45,43.36,43.99,616069.0
2015-05-01,44.35,45.45,43.36,43.99,616069.0
2015-05-02,44.35,45.45,43.36,43.99,616069.0
2015-05-03,44.35,45.45,43.36,43.99,616069.0
2015-05-04,44.32,45.97,44.06,44.83,607122.0
2015-05-05,45.01,45.64,44.65,45.27,452362.0
2015-05-06,44.87,45.2,42.89,43.18,621271.0
2015-05-07,43.14,43.29,41.39,41.75,498364.0
2015-05-08,42.89,43.25,42.23,42.59,372970.0
2015-05-09,42.89,43.25,42.23,42.59,372970.0
2015-05-10,42.89,43.25,42.23,42.59,372970.0
2015-05-11,43.47,44.65,43.25,44.24,774575.0
2015-05-12,44.35,44.65,42.63,42.85,367392.0
2015-05-13,43.44,44.54,42.7,44.02,422000.0
2015-05-14,45.01,45.82,43.11,45.42,849241.0
2015-05-15,45.78,47.21,44.9,46.44,2875404.0
2015-05-16,45.78,47.21,44.9,46.44,2875404.0
2015-05-17,45.78,47.21,44.9,46.44,2875404.0
2015-05-18,46.77,51.06,46.48,48.39,14729031.0
2015-05-19,48.68,55.86,48.61,52.93,19207175.0
2015-05-20,53.23,54.21,51.47,53.23,4370984.0
2015-05-21,53.01,53.45,51.83,52.42,1535380.0
2015-05-22,52.13,53.37,52.09,52.46,1618166.0
2015-05-23,52.13,53.37,52.09,52.46,1618166.0
2015-05-24,52.13,53.37,52.09,52.46,1618166.0
2015-05-25,52.27,52.42,50.4,51.58,1432823.0
2015-05-26,51.83,51.98,50.66,51.36,800627.0
2015-05-27,50.37,51.17,49.56,50.88,1027765.0
2015-05-28,51.03,52.38,50.51,52.02,1377434.0
2015-05-29,52.49,54.1,52.02,53.77,2818254.0
2015-05-30,52.49,54.1,52.02,53.77,2818254.0
2015-05-31,52.49,54.1,52.02,53.77,2818254.0
2015-06-01,53.74,53.88,52.57,52.93,852786.0
2015-06-02,52.79,54.25,52.05,52.16,1071249.0
2015-06-03,52.38,52.93,48.46,50.48,1275000.0
2015-06-04,50.29,51.03,49.71,50.48,672937.0
2015-06-05,50.22,51.39,49.67,50.37,845385.0
2015-06-06,50.22,51.39,49.67,50.37,845385.0
2015-06-07,50.22,51.39,49.67,50.37,845385.0
2015-06-08,50.44,50.92,49.23,49.56,399253.0
2015-06-09,49.49,50.7,48.46,48.9,1094226.0
2015-06-10,49.12,50.15,49.12,49.38,535037.0
2015-06-11,50.0,50.26,48.17,48.57,589045.0
2015-06-12,48.39,48.75,47.1,47.47,652622.0
2015-06-13,48.39,48.75,47.1,47.47,652622.0
2015-06-14,48.39,48.75,47.1,47.47,652622.0
2015-06-15,47.51,48.02,46.48,47.69,597115.0
2015-06-16,47.62,47.73,46.7,47.29,337223.0
2015-06-17,47.62,48.35,47.21,47.43,699856.0
2015-06-18,47.36,50.95,47.36,50.18,1549134.0
2015-06-19,50.26,50.81,48.94,49.74,1135507.0
2015-06-20,50.26,50.81,48.94,49.74,1135507.0
2015-06-21,50.26,50.81,48.94,49.74,1135507.0
2015-06-22,50.18,51.1,49.63,50.18,837498.0
2015-06-23,50.4,52.24,49.49,51.58,1490192.0
2015-06-24,52.05,53.12,50.77,51.28,1660052.0
2015-06-25,51.03,52.97,50.88,52.46,1807190.0
2015-06-26,52.49,54.4,51.17,53.48,1568234.0
2015-06-27,52.49,54.4,51.17,53.48,1568234.0
2015-06-28,52.49,54.4,51.17,53.48,1568234.0
2015-06-29,51.32,61.29,50.66,59.16,8120801.0
2015-06-30,61.14,63.01,59.53,61.66,10597838.0
2015-07-01,61.91,63.27,60.3,60.85,4222877.0
2015-07-02,62.02,62.13,59.82,60.26,2552409.0
2015-07-03,60.48,61.58,58.83,59.13,1774083.0
2015-07-04,60.48,61.58,58.83,59.13,1774083.0
2015-07-05,60.48,61.58,58.83,59.13,1774083.0
2015-07-06,58.32,62.24,57.48,61.69,3725231.0
2015-07-07,63.86,66.86,63.05,63.71,6620321.0
2015-07-08,62.9,68.11,61.58,67.01,9591093.0
2015-07-09,67.3,68.91,64.44,65.14,4500735.0
2015-07-10,65.61,75.37,65.25,73.5,19016998.0
2015-07-11,65.61,75.37,65.25,73.5,19016998.0
2015-07-12,65.61,75.37,65.25,73.5,19016998.0
2015-07-13,74.01,75.84,72.18,74.05,8155554.0
2015-07-14,74.3,74.45,71.48,72.03,3326382.0
2015-07-15,72.58,74.78,72.18,72.8,3504968.0
2015-07-16,73.13,74.71,71.63,72.91,3252410.0
2015-07-17,73.53,77.27,72.65,76.61,7964580.0
2015-07-18,73.53,77.27,72.65,76.61,7964580.0
2015-07-19,73.53,77.27,72.65,76.61,7964580.0
2015-07-20,76.98,78.37,75.18,76.06,3521104.0
2015-07-21,76.1,77.31,72.18,72.87,2939264.0
2015-07-22,72.73,75.29,72.58,74.12,2042034.0
2015-07-23,74.82,76.48,69.55,74.16,8355089.0
2015-07-24,73.6,74.34,72.28,72.87,2663846.0
2015-07-25,73.6,74.34,72.28,72.87,2663846.0
2015-07-26,73.6,74.34,72.28,72.87,2663846.0
2015-07-27,72.87,73.6,70.1,70.51,1697861.0
2015-07-28,70.8,73.82,69.51,73.12,3419555.0
2015-07-29,73.57,74.49,72.87,73.64,1888822.0
2015-07-30,74.75,77.22,74.3,76.33,3412729.0
2015-07-31,76.92,77.25,74.56,75.26,1966552.0
2015-08-01,76.92,77.25,74.56,75.26,1966552.0
2015-08-02,76.92,77.25,74.56,75.26,1966552.0
2015-08-03,75.41,78.06,73.53,77.33,4553826.0
2015-08-04,78.06,81.05,78.03,78.88,5380284.0
2015-08-05,79.17,80.39,77.14,77.88,1993046.0
2015-08-06,77.84,78.32,75.23,75.74,1375815.0
2015-08-07,75.59,77.36,73.86,74.64,1433192.0
2015-08-08,75.59,77.36,73.86,74.64,1433192.0
2015-08-09,75.59,77.36,73.86,74.64,1433192.0
2015-08-10,75.23,76.11,73.05,73.49,1243566.0
2015-08-11,73.82,74.19,70.87,71.5,1170445.0
2015-08-12,71.13,72.87,68.62,70.39,2263278.0
2015-08-13,71.17,71.39,59.0,60.11,4801705.0
2015-08-14,60.99,64.35,60.99,62.65,3436445.0
2015-08-15,60.99,64.35,60.99,62.65,3436445.0
2015-08-16,60.99,64.35,60.99,62.65,3436445.0
2015-08-17,63.06,66.6,60.48,66.19,3200582.0
2015-08-18,66.67,67.63,64.49,65.12,1670528.0
2015-08-19,64.68,65.97,62.32,62.76,1478395.0
2015-08-20,62.32,65.31,61.21,62.5,1965391.0
2015-08-21,60.48,61.84,57.6,60.62,2448790.0
2015-08-22,60.48,61.84,57.6,60.62,2448790.0
2015-08-23,60.48,61.84,57.6,60.62,2448790.0
2015-08-24,56.71,57.38,48.75,49.41,3407434.0
2015-08-25,50.89,55.05,48.42,54.58,3291157.0
2015-08-26,54.35,56.23,52.62,53.95,1315875.0
2015-08-27,55.02,58.56,54.72,57.45,1803554.0
2015-08-28,58.48,60.48,54.35,54.98,2289818.0
2015-08-29,58.48,60.48,54.35,54.98,2289818.0
2015-08-30,58.48,60.48,54.35,54.98,2289818.0
2015-08-31,55.13,57.45,54.5,57.01,1064846.0
2015-09-01,56.2,57.01,54.21,55.35,1021628.0
2015-09-02,55.98,57.45,55.17,55.9,1019353.0
2015-09-03,56.27,59.66,56.2,59.15,1920874.0
2015-09-04,59.0,59.0,55.87,56.42,1106192.0
2015-09-05,59.0,59.0,55.87,56.42,1106192.0
2015-09-06,59.0,59.0,55.87,56.42,1106192.0
2015-09-07,56.9,57.3,53.99,54.35,659183.0
2015-09-08,54.58,56.53,53.28,55.9,887923.0
2015-09-09,56.86,58.56,56.86,57.56,980310.0
2015-09-10,55.79,59.0,55.5,58.59,888384.0
2015-09-11,59.3,61.36,58.3,59.11,1540402.0
2015-09-12,59.3,61.36,58.3,59.11,1540402.0
2015-09-13,59.3,61.36,58.3,59.11,1540402.0
2015-09-14,59.37,60.22,59.0,59.44,578876.0
2015-09-15,59.07,60.44,58.63,59.15,733135.0
2015-09-16,59.44,60.55,58.71,59.07,1355938.0
2015-09-17,59.44,60.55,58.71,59.07,1355938.0
2015-09-18,59.89,60.84,59.41,59.85,670737.0
2015-09-19,59.89,60.84,59.41,59.85,670737.0
2015-09-20,59.89,60.84,59.41,59.85,670737.0
2015-09-21,59.44,61.21,59.22,60.84,853882.0
2015-09-22,61.51,61.95,59.0,59.44,1132862.0
2015-09-23,59.52,61.66,59.07,61.21,1415115.0
2015-09-24,61.43,62.36,60.81,61.29,873740.0
2015-09-25,61.43,62.36,60.81,61.29,873740.0
2015-09-26,61.43,62.36,60.81,61.29,873740.0
2015-09-27,61.43,62.36,60.81,61.29,873740.0
2015-09-28,61.95,65.2,61.95,62.58,2172600.0
2015-09-29,61.62,64.46,61.1,63.46,1224556.0
2015-09-30,63.24,65.82,62.91,65.16,2162179.0
2015-10-01,66.38,67.19,64.53,65.2,2437746.0
2015-10-02,66.38,67.19,64.53,65.2,2437746.0
2015-10-03,66.38,67.19,64.53,65.2,2437746.0
2015-10-04,66.38,67.19,64.53,65.2,2437746.0
2015-10-05,65.86,66.67,64.9,65.6,1048047.0
2015-10-06,66.15,67.19,65.45,65.82,1370374.0
2015-10-07,66.01,68.07,65.08,67.3,2094176.0
2015-10-08,67.19,68.88,65.27,67.81,2139004.0
2015-10-09,68.51,70.95,67.26,69.69,3102043.0
2015-10-10,68.51,70.95,67.26,69.69,3102043.0
2015-10-11,68.51,70.95,67.26,69.69,3102043.0
2015-10-12,70.73,72.2,69.44,70.76,1842725.0
2015-10-13,70.8,71.91,69.51,70.1,1164302.0
2015-10-14,69.95,71.72,69.07,69.95,1392415.0
2015-10-15,69.84,71.24,69.4,70.32,932771.0
2015-10-16,70.36,70.58,68.96,69.29,863943.0
2015-10-17,70.36,70.58,68.96,69.29,863943.0
2015-10-18,70.36,70.58,68.96,69.29,863943.0
2015-10-19,69.33,72.2,68.7,71.72,2573211.0
2015-10-20,72.28,75.15,72.05,74.49,3783045.0
2015-10-21,73.64,74.75,71.61,72.46,1638759.0
2015-10-22,73.64,74.75,71.61,72.46,1638759.0
2015-10-23,73.12,74.34,71.91,73.82,2000602.0
2015-10-24,73.12,74.34,71.91,73.82,2000602.0
2015-10-25,73.12,74.34,71.91,73.82,2000602.0
2015-10-26,74.34,74.49,68.29,68.92,6903585.0
2015-10-27,68.88,69.21,66.97,68.81,1305159.0
2015-10-28,68.11,71.46,68.11,69.95,1411661.0
2015-10-29,69.99,70.65,69.14,69.47,510003.0
2015-10-30,69.92,70.25,67.52,69.1,745012.0
2015-10-31,69.92,70.25,67.52,69.1,745012.0
2015-11-01,69.92,70.25,67.52,69.1,745012.0
2015-11-02,69.33,69.33,67.37,67.74,555512.0
2015-11-03,68.11,68.44,66.6,67.48,807829.0
2015-11-04,68.92,69.33,66.01,66.63,1124004.0
2015-11-05,66.78,66.78,64.16,64.42,577347.0
2015-11-06,64.64,65.34,61.95,62.32,667385.0
2015-11-07,64.64,65.34,61.95,62.32,667385.0
2015-11-08,64.64,65.34,61.95,62.32,667385.0
2015-11-09,59.0,63.06,59.0,62.13,1210703.0
2015-11-10,61.95,64.31,61.21,61.54,830946.0
2015-11-11,62.65,63.79,62.32,63.5,234360.0
2015-11-12,62.65,63.79,62.32,63.5,234360.0
2015-11-13,63.06,64.46,62.13,63.94,491158.0
2015-11-14,63.06,64.46,62.13,63.94,491158.0
2015-11-15,63.06,64.46,62.13,63.94,491158.0
2015-11-16,62.76,64.46,62.76,63.5,356202.0
2015-11-17,64.02,65.27,63.46,64.64,701841.0
2015-11-18,64.72,65.56,63.43,63.57,718249.0
2015-11-19,63.98,65.64,63.65,65.23,709720.0
2015-11-20,65.2,68.22,65.01,67.15,1187903.0
2015-11-21,65.2,68.22,65.01,67.15,1187903.0
2015-11-22,65.2,68.22,65.01,67.15,1187903.0
2015-11-23,67.48,68.0,66.74,67.37,522541.0
2015-11-24,67.37,68.15,65.93,66.34,428276.0
2015-11-25,67.37,68.15,65.93,66.34,428276.0
2015-11-26,66.45,66.93,65.64,66.12,368635.0
2015-11-27,66.3,68.37,65.97,67.04,1313532.0
2015-11-28,66.3,68.37,65.97,67.04,1313532.0
2015-11-29,66.3,68.37,65.97,67.04,1313532.0
2015-11-30,67.33,68.15,66.6,67.0,589848.0
2015-12-01,67.04,69.62,66.6,69.14,1452270.0
2015-12-02,69.33,69.95,67.41,67.85,736226.0
2015-12-03,67.63,73.97,66.85,73.12,4879469.0
2015-12-04,73.01,75.0,71.69,73.68,4134363.0
2015-12-05,73.01,75.0,71.69,73.68,4134363.0
2015-12-06,73.01,75.0,71.69,73.68,4134363.0
2015-12-07,80.06,80.06,73.01,73.53,8488094.0
2015-12-08,73.42,74.52,70.1,70.58,1699808.0
2015-12-09,70.58,70.91,66.08,66.52,1271901.0
2015-12-10,66.78,68.48,65.64,68.11,1172180.0
2015-12-11,68.33,69.33,65.9,66.49,1091890.0
2015-12-12,68.33,69.33,65.9,66.49,1091890.0
2015-12-13,68.33,69.33,65.9,66.49,1091890.0
2015-12-14,65.79,69.03,64.97,68.18,1222743.0
2015-12-15,67.89,69.33,67.33,68.59,726522.0
2015-12-16,68.81,70.06,67.56,67.92,872281.0
2015-12-17,68.55,71.32,68.51,70.62,1411453.0
2015-12-18,69.69,71.06,69.21,69.58,704692.0
2015-12-19,69.69,71.06,69.21,69.58,704692.0
2015-12-20,69.69,71.06,69.21,69.58,704692.0
2015-12-21,69.36,70.32,68.59,69.07,586625.0
2015-12-22,69.69,69.69,67.7,68.0,497057.0
