,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity
2016-12-01,150.36,180.77,148.64,152.29,431247.0
2016-12-02,154.22,154.22,147.87,148.55,59210.0
2016-12-03,154.22,154.22,147.87,148.55,59210.0
2016-12-04,154.22,154.22,147.87,148.55,59210.0
2016-12-05,150.19,150.19,147.01,147.82,37101.0
2016-12-06,147.78,149.71,146.06,146.75,32603.0
2016-12-07,149.33,149.33,145.33,145.76,63520.0
2016-12-08,147.78,148.21,146.23,146.88,48873.0
2016-12-09,147.74,149.46,144.52,148.94,26650.0
2016-12-10,147.74,149.46,144.52,148.94,26650.0
2016-12-11,147.74,149.46,144.52,148.94,26650.0
2016-12-12,148.94,153.24,146.71,148.9,23055.0
2016-12-13,147.78,148.47,143.14,146.02,62246.0
2016-12-14,145.2,147.78,142.75,143.96,211708.0
2016-12-15,146.02,146.92,139.45,140.73,180231.0
2016-12-16,142.62,144.34,140.95,142.07,730768.0
2016-12-17,142.62,144.34,140.95,142.07,730768.0
2016-12-18,142.62,144.34,140.95,142.07,730768.0
2016-12-19,144.73,146.84,142.67,145.07,157486.0
2016-12-20,145.89,147.48,142.62,145.68,84257.0
2016-12-21,145.85,147.78,143.66,145.76,53066.0
2016-12-22,145.2,147.05,143.48,144.99,28748.0
2016-12-23,144.39,146.92,143.48,144.52,34239.0
2016-12-24,144.39,146.92,143.48,144.52,34239.0
2016-12-25,144.39,146.92,143.48,144.52,34239.0
2016-12-26,145.16,145.16,141.68,142.24,40005.0
2016-12-27,140.05,143.7,140.05,142.24,22285.0
2016-12-28,144.34,146.02,141.55,144.64,42125.0
2016-12-29,145.98,149.5,144.0,148.94,45971.0
2016-12-30,153.79,158.69,152.55,154.14,539728.0
2016-12-31,153.79,158.69,152.55,154.14,539728.0
2017-01-01,153.79,158.69,152.55,154.14,539728.0
2017-01-02,154.57,155.94,152.55,154.18,143005.0
2017-01-03,154.18,155.51,153.79,155.0,77313.0
2017-01-04,156.63,157.79,153.75,155.43,219148.0
2017-01-05,158.95,159.72,150.66,152.2,1051511.0
2017-01-06,154.57,154.87,150.14,150.7,778230.0
2017-01-07,154.57,154.87,150.14,150.7,778230.0
2017-01-08,154.57,154.87,150.14,150.7,778230.0
2017-01-09,151.22,155.43,151.22,154.65,149909.0
2017-01-10,155.04,156.07,151.65,152.08,453208.0
2017-01-11,153.45,154.65,151.69,153.84,204266.0
2017-01-12,153.79,158.91,152.98,158.13,377555.0
2017-01-13,160.41,161.01,154.95,158.09,427725.0
2017-01-14,160.41,161.01,154.95,158.09,427725.0
2017-01-15,160.41,161.01,154.95,158.09,427725.0
2017-01-16,160.45,160.45,154.74,155.3,664827.0
2017-01-17,155.13,158.0,154.14,154.57,424630.0
2017-01-18,154.95,155.51,153.28,153.67,249312.0
2017-01-19,153.97,154.65,152.72,152.89,158344.0
2017-01-20,152.94,153.54,152.16,153.11,185659.0
2017-01-21,152.94,153.54,152.16,153.11,185659.0
2017-01-22,152.94,153.54,152.16,153.11,185659.0
2017-01-23,153.79,155.04,153.02,153.84,95971.0
2017-01-24,153.97,155.38,153.11,154.61,90823.0
2017-01-25,155.0,155.51,154.1,155.0,82487.0
2017-01-26,155.0,155.51,154.1,155.0,82487.0
2017-01-27,154.83,155.51,154.31,154.87,54518.0
2017-01-28,154.83,155.51,154.31,154.87,54518.0
2017-01-29,154.83,155.51,154.31,154.87,54518.0
2017-01-30,154.7,158.0,154.7,156.03,202210.0
2017-01-31,156.37,157.49,155.9,156.76,486623.0
2017-02-01,158.05,160.62,156.63,159.59,227991.0
2017-02-02,159.21,160.07,157.23,158.65,112659.0
2017-02-03,158.65,161.53,157.66,160.62,321907.0
2017-02-04,158.65,161.53,157.66,160.62,321907.0
2017-02-05,158.65,161.53,157.66,160.62,321907.0
2017-02-06,160.62,161.1,159.42,160.5,98843.0
2017-02-07,159.51,162.39,159.51,162.0,136234.0
2017-02-08,161.96,162.39,160.24,160.8,48865.0
2017-02-09,161.14,163.25,160.28,160.54,482714.0
2017-02-10,161.01,162.09,159.98,160.41,31902.0
2017-02-11,161.01,162.09,159.98,160.41,31902.0
2017-02-12,161.01,162.09,159.98,160.41,31902.0
2017-02-13,160.67,162.3,159.29,159.94,90339.0
2017-02-14,161.1,163.5,158.48,161.53,598663.0
2017-02-15,161.61,161.78,160.24,161.05,97648.0
2017-02-16,161.1,162.52,159.89,161.53,165752.0
2017-02-17,161.87,164.92,160.93,161.91,259121.0
2017-02-18,161.87,164.92,160.93,161.91,259121.0
2017-02-19,161.87,164.92,160.93,161.91,259121.0
2017-02-20,161.91,164.53,161.91,163.76,211474.0
2017-02-21,163.76,164.96,162.39,163.12,193869.0
2017-02-22,162.13,162.13,159.42,161.18,135443.0
2017-02-23,160.67,161.91,158.22,158.78,32343.0
2017-02-24,160.67,161.91,158.22,158.78,32343.0
2017-02-25,160.67,161.91,158.22,158.78,32343.0
2017-02-26,160.67,161.91,158.22,158.78,32343.0
2017-02-27,160.15,163.25,159.98,160.54,482400.0
2017-02-28,161.1,162.39,159.64,159.98,168603.0
2017-03-01,160.67,161.1,156.37,160.37,214380.0
2017-03-02,161.44,164.79,161.44,162.43,129654.0
2017-03-03,161.83,164.96,161.57,163.8,115039.0
2017-03-04,161.83,164.96,161.57,163.8,115039.0
2017-03-05,161.83,164.96,161.57,163.8,115039.0
2017-03-06,164.79,164.79,161.23,162.17,49408.0
2017-03-07,162.77,163.12,160.24,160.93,99150.0
2017-03-08,163.25,164.62,160.67,162.39,111115.0
2017-03-09,162.39,162.82,161.01,162.17,218878.0
2017-03-10,162.34,163.68,160.75,161.57,92296.0
2017-03-11,162.34,163.68,160.75,161.57,92296.0
2017-03-12,162.34,163.68,160.75,161.57,92296.0
2017-03-13,162.34,163.68,160.75,161.57,92296.0
2017-03-14,163.25,164.96,158.95,159.89,126414.0
2017-03-15,160.2,161.44,155.77,156.24,320832.0
2017-03-16,157.1,158.09,155.13,156.89,183841.0
2017-03-17,160.67,164.45,151.43,152.76,1203582.0
2017-03-18,160.67,164.45,151.43,152.76,1203582.0
2017-03-19,160.67,164.45,151.43,152.76,1203582.0
2017-03-20,155.0,155.0,146.06,151.05,356911.0
2017-03-21,151.22,151.22,146.49,148.12,139492.0
2017-03-22,146.92,147.26,142.28,144.9,198820.0
2017-03-23,145.29,148.64,143.53,147.26,196936.0
2017-03-24,148.34,150.79,147.14,150.01,139381.0
2017-03-25,148.34,150.79,147.14,150.01,139381.0
2017-03-26,148.34,150.79,147.14,150.01,139381.0
2017-03-27,152.85,155.47,148.04,152.81,166095.0
2017-03-28,154.65,156.46,152.25,154.7,2131291.0
2017-03-29,154.65,158.95,151.78,156.5,207748.0
2017-03-30,159.68,163.25,152.55,161.23,351885.0
2017-03-31,160.67,166.25,160.02,164.96,390127.0
2017-04-01,160.67,166.25,160.02,164.96,390127.0
2017-04-02,160.67,166.25,160.02,164.96,390127.0
2017-04-03,165.31,165.74,159.85,160.54,170232.0
2017-04-04,165.31,165.74,159.85,160.54,170232.0
2017-04-05,161.36,161.36,158.09,158.73,93073.0
2017-04-06,158.91,163.2,157.75,160.8,99115.0
2017-04-07,160.5,163.03,159.21,161.23,87185.0
2017-04-08,160.5,163.03,159.21,161.23,87185.0
2017-04-09,160.5,163.03,159.21,161.23,87185.0
2017-04-10,161.44,162.3,158.95,159.77,70773.0
2017-04-11,160.5,165.74,158.95,163.8,104270.0
2017-04-12,163.8,170.03,161.91,168.14,573022.0
2017-04-13,168.92,171.54,167.67,169.6,174977.0
2017-04-14,168.92,171.54,167.67,169.6,174977.0
2017-04-15,168.92,171.54,167.67,169.6,174977.0
2017-04-16,168.92,171.54,167.67,169.6,174977.0
2017-04-17,169.6,171.41,166.73,170.2,98369.0
2017-04-18,170.2,179.48,168.4,169.86,533830.0
2017-04-19,169.86,173.47,167.58,170.2,61740.0
2017-04-20,170.12,173.47,169.65,170.68,106830.0
2017-04-21,168.62,173.94,164.28,164.92,115490.0
2017-04-22,168.62,173.94,164.28,164.92,115490.0
2017-04-23,168.62,173.94,164.28,164.92,115490.0
2017-04-24,165.35,167.89,163.29,166.17,94828.0
2017-04-25,167.54,168.01,166.21,166.38,47764.0
2017-04-26,166.25,168.31,166.25,166.42,66547.0
2017-04-27,166.42,170.98,165.78,169.39,106793.0
2017-04-28,169.9,169.9,167.11,167.63,127181.0
2017-04-29,169.9,169.9,167.11,167.63,127181.0
2017-04-30,169.9,169.9,167.11,167.63,127181.0
2017-05-01,169.9,169.9,167.11,167.63,127181.0
2017-05-02,167.63,170.68,165.87,169.99,67284.0
2017-05-03,168.44,169.99,166.94,168.74,37555.0
2017-05-04,167.93,168.83,165.65,166.51,32181.0
2017-05-05,166.12,168.4,164.96,165.82,489491.0
2017-05-06,166.12,168.4,164.96,165.82,489491.0
2017-05-07,166.12,168.4,164.96,165.82,489491.0
2017-05-08,168.4,168.4,165.69,166.64,14869.0
2017-05-09,168.14,169.3,166.68,168.27,91660.0
2017-05-10,168.4,171.84,165.82,169.6,77570.0
2017-05-11,169.69,169.69,165.31,166.08,185782.0
2017-05-12,165.82,167.84,163.8,166.94,86406.0
2017-05-13,165.82,167.84,163.8,166.94,86406.0
2017-05-14,165.82,167.84,163.8,166.94,86406.0
2017-05-15,169.26,169.26,165.09,166.17,29826.0
2017-05-16,164.96,167.11,164.96,165.74,77688.0
2017-05-17,165.74,165.74,162.39,162.77,84981.0
2017-05-18,164.1,167.24,154.65,159.77,127105.0
2017-05-19,159.77,162.39,158.95,159.68,54415.0
2017-05-20,159.77,162.39,158.95,159.68,54415.0
2017-05-21,159.77,162.39,158.95,159.68,54415.0
2017-05-22,159.72,160.15,155.51,156.89,168213.0
2017-05-23,157.19,157.75,152.08,154.01,36758.0
2017-05-24,152.51,156.37,150.62,152.08,31102.0
2017-05-25,152.08,153.97,150.36,152.76,52404.0
2017-05-26,174.84,174.84,150.53,154.1,107594.0
2017-05-27,174.84,174.84,150.53,154.1,107594.0
2017-05-28,174.84,174.84,150.53,154.1,107594.0
2017-05-29,154.4,156.29,150.44,150.74,52691.0
2017-05-30,151.99,154.57,149.97,152.89,69499.0
2017-05-31,154.14,155.34,153.28,154.18,177070.0
2017-06-01,155.08,155.26,152.72,153.84,109729.0
2017-06-02,153.84,155.21,153.06,153.92,575260.0
2017-06-03,153.84,155.21,153.06,153.92,575260.0
2017-06-04,153.84,155.21,153.06,153.92,575260.0
2017-06-05,155.34,158.09,154.52,157.32,68571.0
2017-06-06,158.09,160.07,155.17,159.34,54036.0
2017-06-07,160.41,160.93,156.41,159.34,41243.0
2017-06-08,160.5,163.89,158.18,162.69,58348.0
2017-06-09,163.25,164.36,158.69,159.25,64327.0
2017-06-10,163.25,164.36,158.69,159.25,64327.0
2017-06-11,163.25,164.36,158.69,159.25,64327.0
2017-06-12,160.24,160.24,156.8,157.79,32747.0
2017-06-13,158.43,158.95,155.6,156.2,504967.0
2017-06-14,156.8,158.31,155.51,156.84,111746.0
2017-06-15,156.97,158.86,156.37,157.06,64294.0
2017-06-16,157.15,160.84,157.15,158.91,136060.0
2017-06-17,157.15,160.84,157.15,158.91,136060.0
2017-06-18,157.15,160.84,157.15,158.91,136060.0
2017-06-19,158.95,160.54,157.32,158.31,193091.0
2017-06-20,157.49,158.73,155.99,156.84,296523.0
2017-06-21,156.8,161.31,155.51,156.07,40466.0
2017-06-22,155.17,156.63,154.65,155.17,74672.0
2017-06-23,154.65,157.06,153.75,155.43,34064.0
2017-06-24,154.65,157.06,153.75,155.43,34064.0
2017-06-25,154.65,157.06,153.75,155.43,34064.0
2017-06-26,154.65,157.06,153.75,155.43,34064.0
2017-06-27,155.51,155.81,153.32,154.31,58471.0
2017-06-28,152.08,155.34,152.08,154.78,57376.0
2017-06-29,155.21,157.92,152.94,155.73,95097.0
2017-06-30,156.59,158.35,153.88,157.32,99370.0
2017-07-01,156.59,158.35,153.88,157.32,99370.0
2017-07-02,156.59,158.35,153.88,157.32,99370.0
2017-07-03,162.39,163.76,155.6,158.86,138685.0
2017-07-04,158.95,159.81,157.49,159.29,52011.0
2017-07-05,158.95,158.95,157.23,157.88,47964.0
2017-07-06,158.09,158.35,156.67,157.02,39607.0
2017-07-07,156.41,158.22,152.94,153.49,87905.0
2017-07-08,156.41,158.22,152.94,153.49,87905.0
2017-07-09,156.41,158.22,152.94,153.49,87905.0
2017-07-10,155.51,160.67,152.08,152.63,25628.0
2017-07-11,151.65,153.79,151.65,152.42,119781.0
2017-07-12,151.65,154.52,151.65,152.94,170572.0
2017-07-13,156.37,156.37,151.78,152.38,302394.0
2017-07-14,152.12,153.24,149.58,150.27,100132.0
2017-07-15,152.12,153.24,149.58,150.27,100132.0
2017-07-16,152.12,153.24,149.58,150.27,100132.0
2017-07-17,151.56,151.65,148.64,149.41,50869.0
2017-07-18,147.82,149.37,146.92,147.78,60596.0
2017-07-19,148.55,148.64,145.16,146.1,261075.0
2017-07-20,146.06,149.5,146.02,148.64,57075.0
2017-07-21,149.28,151.22,148.55,150.27,37251.0
2017-07-22,149.28,151.22,148.55,150.27,37251.0
2017-07-23,149.28,151.22,148.55,150.27,37251.0
2017-07-24,151.22,152.03,148.64,150.06,73432.0
2017-07-25,150.36,151.13,147.22,149.15,714489.0
2017-07-26,150.36,150.36,148.81,149.84,380752.0
2017-07-27,150.36,151.73,149.71,151.0,32426.0
2017-07-28,150.44,153.11,148.64,151.26,96174.0
2017-07-29,150.44,153.11,148.64,151.26,96174.0
2017-07-30,150.44,153.11,148.64,151.26,96174.0
2017-07-31,153.62,153.62,149.93,151.26,34525.0
2017-08-01,150.44,158.86,147.39,156.33,214615.0
2017-08-02,155.08,156.8,149.54,152.25,80721.0
2017-08-03,147.78,153.79,147.78,153.19,63405.0
2017-08-04,154.65,154.65,151.22,153.02,31625.0
2017-08-05,154.65,154.65,151.22,153.02,31625.0
2017-08-06,154.65,154.65,151.22,153.02,31625.0
2017-08-07,150.36,157.32,150.36,154.91,86676.0
2017-08-08,156.29,157.23,150.4,154.61,501231.0
2017-08-09,154.01,161.53,151.39,153.54,140333.0
2017-08-10,152.94,152.94,147.78,149.5,71882.0
2017-08-11,148.64,148.68,144.04,147.87,118308.0
2017-08-12,148.64,148.68,144.04,147.87,118308.0
2017-08-13,148.64,148.68,144.04,147.87,118308.0
2017-08-14,150.36,150.79,144.13,144.77,164812.0
2017-08-15,150.36,150.79,144.13,144.77,164812.0
2017-08-16,145.63,150.36,145.63,148.6,81566.0
2017-08-17,155.94,155.94,147.87,151.78,56771.0
2017-08-18,150.83,151.09,146.28,148.3,70700.0
2017-08-19,150.83,151.09,146.28,148.3,70700.0
2017-08-20,150.83,151.09,146.28,148.3,70700.0
2017-08-21,147.39,150.36,147.09,148.98,34031.0
2017-08-22,146.96,152.76,146.96,151.47,47906.0
2017-08-23,152.08,152.08,149.11,151.05,31085.0
2017-08-24,152.51,158.52,148.68,149.07,3008513.0
2017-08-25,152.51,158.52,148.68,149.07,3008513.0
2017-08-26,152.51,158.52,148.68,149.07,3008513.0
2017-08-27,152.51,158.52,148.68,149.07,3008513.0
2017-08-28,149.5,150.31,147.14,149.37,206931.0
2017-08-29,147.26,149.71,146.06,147.18,1088023.0
2017-08-30,146.92,151.22,144.26,148.64,7911542.0
2017-08-31,150.57,154.1,150.57,153.36,125999.0
2017-09-01,155.51,155.77,150.92,154.65,85403.0
2017-09-02,155.51,155.77,150.92,154.65,85403.0
2017-09-03,155.51,155.77,150.92,154.65,85403.0
2017-09-04,155.51,155.77,150.79,152.38,55271.0
2017-09-05,154.48,154.48,150.44,151.3,35134.0
2017-09-06,153.71,153.71,149.89,150.57,158344.0
2017-09-07,153.79,153.79,150.1,150.74,417142.0
2017-09-08,150.36,152.98,149.93,151.13,52378.0
2017-09-09,150.36,152.98,149.93,151.13,52378.0
2017-09-10,150.36,152.98,149.93,151.13,52378.0
2017-09-11,151.09,154.48,150.4,152.16,94778.0
2017-09-12,152.12,154.61,151.43,153.41,55946.0
2017-09-13,153.62,158.09,152.76,153.92,50119.0
2017-09-14,153.88,156.97,153.62,155.56,48268.0
2017-09-15,154.83,158.69,153.06,157.79,199550.0
2017-09-16,154.83,158.69,153.06,157.79,199550.0
2017-09-17,154.83,158.69,153.06,157.79,199550.0
2017-09-18,158.86,160.67,155.6,159.55,147328.0
2017-09-19,158.91,159.81,156.29,158.26,45039.0
2017-09-20,159.53,160.45,157.21,159.14,168966.0
2017-09-21,159.31,161.45,158.09,158.92,171954.0
2017-09-22,156.52,158.52,156.34,157.35,79853.0
2017-09-23,156.52,158.52,156.34,157.35,79853.0
2017-09-24,156.52,158.52,156.34,157.35,79853.0
2017-09-25,157.69,159.92,150.05,152.19,91526.0
2017-09-26,153.68,158.09,149.57,155.29,1571681.0
2017-09-27,157.0,158.0,150.23,155.47,291471.0
2017-09-28,154.59,159.66,151.62,158.09,1360805.0
2017-09-29,156.34,161.23,155.03,156.25,822001.0
2017-09-30,156.34,161.23,155.03,156.25,822001.0
2017-10-01,156.34,161.23,155.03,156.25,822001.0
2017-10-02,156.34,161.23,155.03,156.25,822001.0
2017-10-03,158.09,160.14,154.59,155.9,1101887.0
2017-10-04,155.47,157.48,154.72,157.0,549717.0
2017-10-05,155.9,156.21,153.24,154.46,554810.0
2017-10-06,153.07,157.13,153.07,155.99,558072.0
2017-10-07,153.07,157.13,153.07,155.99,558072.0
2017-10-08,153.07,157.13,153.07,155.99,558072.0
2017-10-09,155.99,160.14,153.5,156.95,1178629.0
2017-10-10,158.09,158.09,153.02,153.98,84642.0
2017-10-11,152.28,156.86,152.28,153.81,520700.0
2017-10-12,151.27,157.21,151.27,156.43,61536.0
2017-10-13,160.71,160.71,150.66,151.36,484176.0
2017-10-14,160.71,160.71,150.66,151.36,484176.0
2017-10-15,160.71,160.71,150.66,151.36,484176.0
2017-10-16,151.97,153.37,149.35,149.7,160099.0
2017-10-17,148.65,153.33,148.65,150.71,41433.0
2017-10-18,148.48,152.63,147.61,151.97,31115.0
2017-10-19,155.47,156.3,152.72,153.46,112471.0
2017-10-20,155.47,156.3,152.72,153.46,112471.0
2017-10-21,155.47,156.3,152.72,153.46,112471.0
2017-10-22,155.47,156.3,152.72,153.46,112471.0
2017-10-23,153.72,156.34,152.85,154.11,53676.0
2017-10-24,156.34,156.34,152.93,154.03,25359.0
2017-10-25,155.99,155.99,153.59,154.42,61085.0
2017-10-26,154.59,158.17,153.28,157.08,122837.0
2017-10-27,155.47,161.58,155.47,157.26,704823.0
2017-10-28,155.47,161.58,155.47,157.26,704823.0
2017-10-29,155.47,161.58,155.47,157.26,704823.0
2017-10-30,159.75,159.75,155.64,156.25,47324.0
2017-10-31,159.83,159.83,153.72,155.16,42571.0
2017-11-01,154.59,157.0,151.97,153.5,63143.0
2017-11-02,155.29,157.3,153.33,156.21,96962.0
2017-11-03,157.21,158.92,153.94,154.9,36909.0
2017-11-04,157.21,158.92,153.94,154.9,36909.0
2017-11-05,157.21,158.92,153.94,154.9,36909.0
2017-11-06,154.59,155.38,151.14,151.97,97920.0
2017-11-07,153.55,154.16,150.66,152.1,28912.0
2017-11-08,148.96,152.63,148.96,150.05,126917.0
2017-11-09,150.97,151.97,148.79,150.4,146274.0
2017-11-10,148.48,152.32,148.48,150.05,76416.0
2017-11-11,148.48,152.32,148.48,150.05,76416.0
2017-11-12,148.48,152.32,148.48,150.05,76416.0
2017-11-13,147.61,151.06,146.73,147.61,55268.0
2017-11-14,147.61,150.27,144.11,145.6,106253.0
2017-11-15,145.86,146.78,140.97,142.37,78937.0
2017-11-16,143.94,144.11,141.8,143.33,32739.0
2017-11-17,143.33,145.77,139.75,140.36,113880.0
2017-11-18,143.33,145.77,139.75,140.36,113880.0
2017-11-19,143.33,145.77,139.75,140.36,113880.0
2017-11-20,140.62,145.86,140.05,141.36,122159.0
2017-11-21,142.28,144.07,141.36,142.54,153976.0
2017-11-22,143.11,147.52,142.85,146.6,152441.0
2017-11-23,148.04,148.04,143.76,144.42,33935.0
2017-11-24,144.24,147.56,143.24,143.63,34522.0
2017-11-25,144.24,147.56,143.24,143.63,34522.0
2017-11-26,144.24,147.56,143.24,143.63,34522.0
2017-11-27,144.03,145.82,142.8,144.9,84230.0
2017-11-28,147.13,147.13,142.02,142.41,138429.0
2017-11-29,142.37,144.81,141.58,142.98,130126.0
2017-11-30,142.37,146.25,142.37,144.2,218912.0
2017-12-01,146.69,146.69,142.28,142.85,252748.0
2017-12-02,146.69,146.69,142.28,142.85,252748.0
2017-12-03,146.69,146.69,142.28,142.85,252748.0
2017-12-04,144.99,146.73,142.8,143.55,42506.0
2017-12-05,142.37,144.07,141.49,143.24,56261.0
2017-12-06,143.24,144.99,141.45,143.24,132111.0
2017-12-07,144.94,144.94,141.84,143.2,650980.0
2017-12-08,144.03,149.14,143.24,146.65,111374.0
2017-12-09,144.03,149.14,143.24,146.65,111374.0
2017-12-10,144.03,149.14,143.24,146.65,111374.0
2017-12-11,146.65,152.85,144.51,145.69,59545.0
2017-12-12,148.48,148.48,144.11,145.73,39785.0
2017-12-13,144.99,148.48,144.99,146.43,61322.0
2017-12-14,147.39,147.39,144.11,145.42,36486.0
2017-12-15,146.69,147.26,144.2,146.43,77141.0
2017-12-16,146.69,147.26,144.2,146.43,77141.0
2017-12-17,146.69,147.26,144.2,146.43,77141.0
2017-12-18,146.69,146.69,142.37,143.76,57633.0
2017-12-19,144.29,145.73,142.37,143.24,111783.0
2017-12-20,143.24,145.77,143.06,144.51,39148.0
2017-12-21,145.86,150.58,143.76,146.21,714296.0
2017-12-22,147.52,151.01,147.17,148.87,176105.0
2017-12-23,147.52,151.01,147.17,148.87,176105.0
2017-12-24,147.52,151.01,147.17,148.87,176105.0
2017-12-25,147.52,151.01,147.17,148.87,176105.0
2017-12-26,155.38,156.56,151.97,155.34,433256.0
2017-12-27,156.3,157.17,151.97,152.41,293391.0
2017-12-28,154.51,156.34,152.85,154.77,115351.0
2017-12-29,156.34,158.96,154.64,155.34,115926.0
2017-12-30,156.34,158.96,154.64,155.34,115926.0
2017-12-31,156.34,158.96,154.64,155.34,115926.0
2018-01-01,158.96,159.83,156.34,156.95,143758.0
2018-01-02,158.74,159.49,156.04,157.17,2712355.0
2018-01-03,158.87,159.75,156.34,157.17,86122.0
2018-01-04,157.17,158.09,153.72,155.16,122752.0
2018-01-05,156.34,158.96,155.55,157.65,1623044.0
2018-01-06,156.34,158.96,155.55,157.65,1623044.0
2018-01-07,156.34,158.96,155.55,157.65,1623044.0
2018-01-08,159.83,163.33,158.52,160.53,316109.0
2018-01-09,162.19,165.95,157.78,165.12,437617.0
2018-01-10,167.52,168.18,161.32,163.2,294929.0
2018-01-11,164.81,167.56,160.75,162.45,106868.0
2018-01-12,162.5,166.82,160.1,161.89,129141.0
2018-01-13,162.5,166.82,160.1,161.89,129141.0
2018-01-14,162.5,166.82,160.1,161.89,129141.0
2018-01-15,164.2,164.2,160.36,161.93,85045.0
2018-01-16,162.45,163.15,155.16,157.83,70678.0
2018-01-17,157.21,158.96,149.35,155.82,56851.0
2018-01-18,155.99,160.62,150.27,151.54,70649.0
2018-01-19,151.62,155.99,151.62,154.03,36834.0
2018-01-20,151.62,155.99,151.62,154.03,36834.0
2018-01-21,151.62,155.99,151.62,154.03,36834.0
2018-01-22,153.72,157.96,152.93,156.25,38025.0
2018-01-23,157.21,157.65,154.46,156.56,49115.0
2018-01-24,155.9,157.17,151.27,151.8,83043.0
2018-01-25,152.8,155.47,150.23,153.94,81970.0
2018-01-26,152.8,155.47,150.23,153.94,81970.0
2018-01-27,152.8,155.47,150.23,153.94,81970.0
2018-01-28,152.8,155.47,150.23,153.94,81970.0
2018-01-29,154.59,158.96,152.28,154.33,69138.0
2018-01-30,159.79,159.79,150.23,151.1,102335.0
2018-01-31,150.23,152.85,148.48,151.45,88312.0
2018-02-01,150.27,158.09,147.0,147.69,520114.0
2018-02-02,146.73,149.31,144.11,145.51,51436.0
2018-02-03,146.73,149.31,144.11,145.51,51436.0
2018-02-04,146.73,149.31,144.11,145.51,51436.0
2018-02-05,146.73,150.05,140.27,148.39,128215.0
2018-02-06,138.79,145.42,138.79,142.98,972899.0
2018-02-07,144.11,146.51,141.49,141.93,793488.0
2018-02-08,141.49,155.47,141.49,148.48,103282.0
2018-02-09,146.73,152.41,144.11,147.56,133907.0
2018-02-10,146.73,152.41,144.11,147.56,133907.0
2018-02-11,146.73,152.41,144.11,147.56,133907.0
2018-02-12,150.23,151.1,147.69,148.65,47737.0
2018-02-13,150.23,151.1,147.69,148.65,47737.0
2018-02-14,149.05,152.59,147.61,147.91,52843.0
2018-02-15,148.09,150.36,144.2,145.69,44657.0
2018-02-16,145.42,148.35,142.37,143.68,44759.0
2018-02-17,145.42,148.35,142.37,143.68,44759.0
2018-02-18,145.42,148.35,142.37,143.68,44759.0
2018-02-19,143.72,144.11,140.44,141.71,43927.0
2018-02-20,142.37,144.11,139.48,140.1,63386.0
2018-02-21,139.75,144.11,137.13,142.85,33775.0
2018-02-22,143.06,144.03,140.62,142.24,25994.0
2018-02-23,141.27,145.55,141.27,143.06,41399.0
2018-02-24,141.27,145.55,141.27,143.06,41399.0
2018-02-25,141.27,145.55,141.27,143.06,41399.0
2018-02-26,145.38,148.7,144.99,146.86,67663.0
2018-02-27,148.39,149.79,145.95,147.13,65094.0
2018-02-28,148.35,149.18,144.55,145.03,65481.0
2018-03-01,145.47,148.31,144.94,145.86,37061.0
2018-03-02,145.47,148.31,144.94,145.86,37061.0
2018-03-03,145.47,148.31,144.94,145.86,37061.0
2018-03-04,145.47,148.31,144.94,145.86,37061.0
2018-03-05,146.21,147.17,142.45,144.94,26134.0
2018-03-06,145.99,147.0,139.75,140.44,108264.0
2018-03-07,138.44,142.19,138.44,139.96,66481.0
2018-03-08,141.14,143.5,135.9,138.74,51793.0
2018-03-09,139.09,146.21,139.09,143.76,205319.0
2018-03-10,139.09,146.21,139.09,143.76,205319.0
2018-03-11,139.09,146.21,139.09,143.76,205319.0
2018-03-12,148.48,148.48,139.75,142.06,57582.0
2018-03-13,142.02,149.48,140.18,143.37,63314.0
2018-03-14,143.2,144.68,140.66,143.02,1327251.0
2018-03-15,144.29,147.39,141.58,142.85,910742.0
2018-03-16,143.5,144.51,141.27,143.59,707975.0
2018-03-17,143.5,144.51,141.27,143.59,707975.0
2018-03-18,143.5,144.51,141.27,143.59,707975.0
2018-03-19,143.24,145.42,139.44,142.93,84702.0
2018-03-20,144.99,144.99,140.36,144.03,101240.0
2018-03-21,145.51,148.35,139.75,145.29,164623.0
2018-03-22,145.16,145.47,141.49,142.32,428869.0
2018-03-23,142.15,146.73,137.17,145.03,131687.0
2018-03-24,142.15,146.73,137.17,145.03,131687.0
2018-03-25,142.15,146.73,137.17,145.03,131687.0
2018-03-26,144.94,150.23,141.36,145.34,158329.0
2018-03-27,149.27,149.27,144.77,146.43,232814.0
2018-03-28,146.43,152.85,144.11,150.97,384257.0
2018-03-29,146.43,152.85,144.11,150.97,384257.0
2018-03-30,146.43,152.85,144.11,150.97,384257.0
2018-03-31,146.43,152.85,144.11,150.97,384257.0
2018-04-01,146.43,152.85,144.11,150.97,384257.0
2018-04-02,150.23,152.85,148.48,150.62,63153.0
2018-04-03,150.62,151.93,149.05,150.18,31807.0
2018-04-04,150.18,151.89,146.73,147.56,574121.0
2018-04-05,150.01,150.05,147.91,149.7,44852.0
2018-04-06,149.18,152.85,147.78,151.58,45791.0
2018-04-07,149.18,152.85,147.78,151.58,45791.0
2018-04-08,149.18,152.85,147.78,151.58,45791.0
2018-04-09,151.58,152.85,149.96,151.67,661649.0
2018-04-10,150.75,152.19,148.65,150.93,62613.0
2018-04-11,149.53,151.01,149.35,149.62,64670.0
