,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity
2013-12-03,18.3541,18.4118,17.7764,17.8465,250919.0
2013-12-04,17.8713,18.7873,17.8713,18.5563,328931.0
2013-12-05,18.4655,18.7708,17.8259,17.8259,360968.0
2013-12-06,18.0693,18.4283,17.8837,18.255,230317.0
2013-12-07,18.0693,18.4283,17.8837,18.255,230317.0
2013-12-08,18.0693,18.4283,17.8837,18.255,230317.0
2013-12-09,18.3293,18.515,18.0446,18.1065,92323.0
2013-12-10,18.1808,18.3582,17.7434,17.8259,171134.0
2013-12-11,17.7846,17.9456,17.5783,17.7021,194452.0
2013-12-12,17.6196,17.6443,16.7324,16.7572,444691.0
2013-12-13,16.6953,17.112,16.1423,16.881,489223.0
2013-12-14,16.6953,17.112,16.1423,16.881,489223.0
2013-12-15,16.6953,17.112,16.1423,16.881,489223.0
2013-12-16,16.8645,17.0955,16.5756,17.0006,215055.0
2013-12-17,16.7365,16.7448,15.7297,16.4518,594022.0
2013-12-18,16.4642,16.8149,16.3817,16.4642,336289.0
2013-12-19,16.687,16.7407,15.8452,16.002,570196.0
2013-12-20,15.8865,16.2496,15.6802,16.0103,557974.0
2013-12-21,15.8865,16.2496,15.6802,16.0103,557974.0
2013-12-22,15.8865,16.2496,15.6802,16.0103,557974.0
2013-12-23,16.0185,16.6705,15.969,16.3445,370558.0
2013-12-24,16.3817,16.4848,16.2826,16.3404,121147.0
2013-12-25,16.3817,16.4848,16.2826,16.3404,121147.0
2013-12-26,16.3817,16.4848,16.2826,16.3404,121147.0
2013-12-27,16.4518,16.6458,16.3445,16.6251,172739.0
2013-12-28,16.4518,16.6458,16.3445,16.6251,172739.0
2013-12-29,16.4518,16.6458,16.3445,16.6251,172739.0
2013-12-30,16.6994,16.914,16.5137,16.5508,195938.0
2013-12-31,16.6292,16.7778,16.588,16.753,141989.0
2014-01-01,16.6292,16.7778,16.588,16.753,141989.0
2014-01-02,16.8356,16.8768,16.5508,16.6375,191814.0
2014-01-03,16.6499,16.6953,16.5137,16.588,172886.0
2014-01-04,16.6499,16.6953,16.5137,16.588,172886.0
2014-01-05,16.6499,16.6953,16.5137,16.588,172886.0
2014-01-06,16.7076,16.8768,16.5055,16.5797,236387.0
2014-01-07,16.72,16.72,16.4064,16.6623,259201.0
2014-01-08,16.7489,17.7392,16.6788,17.5824,499421.0
2014-01-09,17.6732,17.7269,17.2482,17.3349,373331.0
2014-01-10,17.5329,17.5742,16.9263,17.079,228053.0
2014-01-11,17.5329,17.5742,16.9263,17.079,228053.0
2014-01-12,17.5329,17.5742,16.9263,17.079,228053.0
2014-01-13,17.0831,17.4133,17.0006,17.3349,206366.0
2014-01-14,17.2069,17.2482,16.9263,17.1781,238407.0
2014-01-15,17.2853,17.6939,17.1904,17.2853,214920.0
2014-01-16,17.3307,17.4504,17.0831,17.3101,159874.0
2014-01-17,17.2977,17.4586,16.8108,16.8768,241802.0
2014-01-18,17.2977,17.4586,16.8108,16.8768,241802.0
2014-01-19,17.2977,17.4586,16.8108,16.8768,241802.0
2014-01-20,16.8521,16.8521,16.1795,16.6953,414689.0
2014-01-21,16.5797,16.9429,16.5591,16.9222,271129.0
2014-01-22,17.0501,17.405,16.881,17.372,320633.0
2014-01-23,17.4545,17.537,16.588,16.7984,877130.0
2014-01-24,16.8356,16.8356,16.2001,16.2125,568136.0
2014-01-25,16.8356,16.8356,16.2001,16.2125,568136.0
2014-01-26,16.8356,16.8356,16.2001,16.2125,568136.0
2014-01-27,16.0639,16.0846,15.3996,15.4615,660561.0
2014-01-28,15.5646,15.8865,15.5523,15.6884,362332.0
2014-01-29,15.969,16.2785,15.1025,15.4409,491260.0
2014-01-30,15.4904,15.7049,14.8467,15.5646,506593.0
2014-01-31,15.5977,15.8948,15.3583,15.8494,335420.0
2014-02-01,15.5977,15.8948,15.3583,15.8494,335420.0
2014-02-02,15.5977,15.8948,15.3583,15.8494,335420.0
2014-02-03,15.8452,15.9236,15.4574,15.4739,234034.0
2014-02-04,15.2675,15.5729,15.0282,15.3996,427722.0
2014-02-05,15.4574,15.9278,15.3872,15.4326,175735.0
2014-02-06,15.5729,15.804,15.2758,15.6843,303385.0
2014-02-07,15.837,15.8865,15.445,15.544,173111.0
2014-02-08,15.837,15.8865,15.445,15.544,173111.0
2014-02-09,15.837,15.8865,15.445,15.544,173111.0
2014-02-10,15.7091,15.7132,15.4326,15.6183,169713.0
2014-02-11,15.5605,15.9195,15.5399,15.8824,166132.0
2014-02-12,15.9278,16.002,15.7173,15.7338,209463.0
2014-02-13,15.6967,16.4229,15.6142,16.4023,352349.0
2014-02-14,16.4972,17.1863,16.3817,17.1863,492582.0
2014-02-15,16.4972,17.1863,16.3817,17.1863,492582.0
2014-02-16,16.4972,17.1863,16.3817,17.1863,492582.0
2014-02-17,17.3307,17.5288,16.9882,17.4339,272148.0
2014-02-18,17.537,17.9167,17.4421,17.8259,392242.0
2014-02-19,17.8672,17.9084,17.4834,17.5742,275369.0
2014-02-20,17.4174,17.9084,17.1987,17.8218,316842.0
2014-02-21,17.9084,18.024,17.6773,18.0033,230250.0
2014-02-22,17.9084,18.024,17.6773,18.0033,230250.0
2014-02-23,17.9084,18.024,17.6773,18.0033,230250.0
2014-02-24,18.0281,18.3169,17.8259,18.3087,247095.0
2014-02-25,18.3252,18.3582,18.0487,18.189,236252.0
2014-02-26,18.3046,18.4036,18.0941,18.1973,263239.0
2014-02-27,19.1463,20.4544,18.5521,20.2274,1737171.0
2014-02-28,20.0129,21.0321,19.8891,20.7102,750498.0
2014-03-01,20.0129,21.0321,19.8891,20.7102,750498.0
2014-03-02,20.0129,21.0321,19.8891,20.7102,750498.0
2014-03-03,20.2522,20.735,19.1257,20.149,658625.0
2014-03-04,20.1367,20.8464,20.1325,20.5204,403472.0
2014-03-05,20.5493,21.6634,20.5493,21.0857,415492.0
2014-03-06,21.0445,21.8821,20.8464,21.6221,361583.0
2014-03-07,21.9688,22.0678,21.0857,21.0857,292592.0
2014-03-08,21.9688,22.0678,21.0857,21.0857,292592.0
2014-03-09,21.9688,22.0678,21.0857,21.0857,292592.0
2014-03-10,20.9619,21.4571,20.5782,20.6318,414065.0
2014-03-11,20.7969,21.0527,20.5906,20.7474,217294.0
2014-03-12,20.6318,20.9042,20.3389,20.5864,247900.0
2014-03-13,20.6359,21.0898,20.5204,20.6112,236083.0
2014-03-14,20.4957,20.5988,20.2192,20.5122,254733.0
2014-03-15,20.4957,20.5988,20.2192,20.5122,254733.0
2014-03-16,20.4957,20.5988,20.2192,20.5122,254733.0
2014-03-17,20.4379,21.3869,20.4379,21.3869,169862.0
2014-03-18,21.7913,22.6991,21.7913,22.2865,548956.0
2014-03-19,22.5217,23.0251,22.2329,22.3979,330654.0
2014-03-20,22.4227,22.5588,21.7955,22.2163,260537.0
2014-03-21,22.171,22.3566,21.7501,21.7666,240802.0
2014-03-22,22.171,22.3566,21.7501,21.7666,240802.0
2014-03-23,22.171,22.3566,21.7501,21.7666,240802.0
2014-03-24,21.8326,21.8408,21.3911,21.4241,204173.0
2014-03-25,21.5396,21.7377,21.3209,21.4984,185757.0
2014-03-26,21.7748,22.1586,21.4819,21.5355,176512.0
2014-03-27,21.5974,21.8986,21.42,21.8986,160490.0
2014-03-28,22.0265,22.6001,21.9523,22.4557,268532.0
2014-03-29,22.0265,22.6001,21.9523,22.4557,268532.0
2014-03-30,22.0265,22.6001,21.9523,22.4557,268532.0
2014-03-31,22.695,23.0251,22.2329,22.2329,202576.0
2014-04-01,22.5341,22.9838,22.4309,22.9013,248379.0
2014-04-02,23.0251,23.0292,22.5877,22.8477,181641.0
2014-04-03,22.7074,23.0086,22.6249,22.7775,249695.0
2014-04-04,22.8601,22.9673,22.6372,22.7775,117277.0
2014-04-05,22.8601,22.9673,22.6372,22.7775,117277.0
2014-04-06,22.8601,22.9673,22.6372,22.7775,117277.0
2014-04-07,22.6125,23.1448,22.2989,23.0334,221880.0
2014-04-08,23.0829,23.1035,22.204,22.2329,280997.0
2014-04-09,22.3236,23.0169,22.3236,22.9426,197698.0
2014-04-10,22.9508,23.1076,22.2287,22.2287,259042.0
2014-04-11,22.1916,22.5134,21.7872,22.0472,270111.0
2014-04-12,22.1916,22.5134,21.7872,22.0472,270111.0
2014-04-13,22.1916,22.5134,21.7872,22.0472,270111.0
2014-04-14,21.8697,21.8697,20.4833,20.7267,491088.0
2014-04-15,20.8505,21.6675,20.3966,20.4173,305893.0
2014-04-16,20.834,21.1146,20.5906,21.0857,331890.0
2014-04-17,21.8285,22.0843,21.3457,21.8078,443769.0
2014-04-18,21.8285,22.0843,21.3457,21.8078,443769.0
2014-04-19,21.8285,22.0843,21.3457,21.8078,443769.0
2014-04-20,21.8285,22.0843,21.3457,21.8078,443769.0
2014-04-21,21.8285,22.0843,21.3457,21.8078,443769.0
2014-04-22,22.0265,22.0265,20.9207,21.6221,377682.0
2014-04-23,21.6139,21.8697,21.2467,21.3993,164558.0
2014-04-24,21.4117,21.4984,20.9784,21.1848,200501.0
2014-04-25,21.2549,21.2549,20.5163,20.6194,159592.0
2014-04-26,21.2549,21.2549,20.5163,20.6194,159592.0
2014-04-27,21.2549,21.2549,20.5163,20.6194,159592.0
2014-04-28,20.7143,20.9702,20.409,20.4833,155008.0
2014-04-29,20.6648,20.8051,19.8148,19.8272,331006.0
2014-04-30,19.8148,20.2192,19.1051,20.2192,398134.0
2014-05-01,19.8148,20.2192,19.1051,20.2192,398134.0
2014-05-02,20.0376,20.6318,19.8932,20.4791,183415.0
2014-05-03,20.0376,20.6318,19.8932,20.4791,183415.0
2014-05-04,20.0376,20.6318,19.8932,20.4791,183415.0
2014-05-05,20.3306,20.3842,19.9716,20.3842,171101.0
2014-05-06,20.3717,20.5055,19.6482,19.8489,354955.0
2014-05-07,19.6356,20.0747,19.0877,19.3094,639062.0
2014-05-08,19.3847,19.9827,19.3847,19.9409,329382.0
2014-05-09,19.7945,20.0078,19.3889,19.782,222054.0
2014-05-10,19.7945,20.0078,19.3889,19.782,222054.0
2014-05-11,19.7945,20.0078,19.3889,19.782,222054.0
2014-05-12,19.8656,20.012,19.5101,19.7318,268921.0
2014-05-13,19.8447,19.8865,19.4976,19.5227,197713.0
2014-05-14,19.5729,19.5729,19.1547,19.4892,237979.0
2014-05-15,19.5394,19.6942,19.0292,19.1505,251019.0
2014-05-16,19.1881,19.2383,18.4019,18.5482,420501.0
2014-05-17,19.1881,19.2383,18.4019,18.5482,420501.0
2014-05-18,19.1881,19.2383,18.4019,18.5482,420501.0
2014-05-19,18.5524,18.8828,18.1258,18.7197,437703.0
2014-05-20,18.7908,20.0497,18.7824,19.9075,569852.0
2014-05-21,19.828,20.058,19.5896,19.7945,186262.0
2014-05-22,20.0078,20.7815,19.9911,20.6352,533225.0
2014-05-23,20.5766,20.7146,20.0036,20.1124,262811.0
2014-05-24,20.5766,20.7146,20.0036,20.1124,262811.0
2014-05-25,20.5766,20.7146,20.0036,20.1124,262811.0
2014-05-26,20.1417,20.5055,20.1417,20.4637,154854.0
2014-05-27,20.4637,20.677,20.3508,20.3675,178457.0
2014-05-28,20.5055,20.677,20.493,20.6603,147276.0
2014-05-29,20.6561,20.8108,20.5222,20.7355,112214.0
2014-05-30,20.7941,20.8861,20.6101,20.8401,158586.0
2014-05-31,20.7941,20.8861,20.6101,20.8401,158586.0
2014-06-01,20.7941,20.8861,20.6101,20.8401,158586.0
2014-06-02,20.9112,20.9447,20.5432,20.5432,203511.0
2014-06-03,20.5766,20.7439,20.5766,20.5766,94568.0
2014-06-04,20.6143,20.7021,20.2964,20.6561,172633.0
2014-06-05,20.7355,20.9614,20.5766,20.8276,212502.0
2014-06-06,20.9948,21.2458,20.9781,21.2458,280860.0
2014-06-07,20.9948,21.2458,20.9781,21.2458,280860.0
2014-06-08,20.9948,21.2458,20.9781,21.2458,280860.0
2014-06-09,21.2458,21.4131,21.1329,21.229,100899.0
2014-06-10,21.2625,21.6138,21.137,21.3461,140872.0
2014-06-11,21.342,21.3712,20.6895,20.8234,196785.0
2014-06-12,20.8861,20.8861,20.3884,20.7272,230287.0
2014-06-13,20.6519,20.6519,19.9116,20.1166,232401.0
2014-06-14,20.6519,20.6519,19.9116,20.1166,232401.0
2014-06-15,20.6519,20.6519,19.9116,20.1166,232401.0
2014-06-16,20.0831,20.2755,19.8322,19.9367,161865.0
2014-06-17,20.104,20.4972,19.9367,19.9911,149221.0
2014-06-18,20.0831,20.3717,19.7611,20.242,149662.0
2014-06-19,20.4428,20.8443,20.4261,20.7188,200978.0
2014-06-20,20.7481,21.137,20.6394,20.9112,325657.0
2014-06-21,20.7481,21.137,20.6394,20.9112,325657.0
2014-06-22,20.7481,21.137,20.6394,20.9112,325657.0
2014-06-23,20.953,20.953,20.2671,20.3382,175674.0
2014-06-24,20.334,20.493,19.8113,19.8238,120563.0
2014-06-25,19.6858,19.8154,19.1421,19.2216,245873.0
2014-06-26,19.255,19.6147,19.2467,19.4516,140548.0
2014-06-27,19.4892,19.6147,19.3052,19.5018,93225.0
2014-06-28,19.4892,19.6147,19.3052,19.5018,93225.0
2014-06-29,19.4892,19.6147,19.3052,19.5018,93225.0
2014-06-30,19.4558,19.5269,19.1212,19.1797,144026.0
2014-07-01,19.071,19.2467,18.9037,19.1087,175895.0
2014-07-02,19.1714,19.3345,19.0501,19.1296,139363.0
2014-07-03,19.1714,19.2383,18.9874,19.1296,101256.0
2014-07-04,19.1087,19.3805,19.0334,19.2718,67255.0
2014-07-05,19.1087,19.3805,19.0334,19.2718,67255.0
2014-07-06,19.1087,19.3805,19.0334,19.2718,67255.0
2014-07-07,19.2383,19.4014,18.8284,18.8452,101052.0
2014-07-08,18.9748,18.9748,17.9167,18.1676,378506.0
2014-07-09,18.2931,18.4604,18.0171,18.2387,132600.0
2014-07-10,18.268,18.5942,17.8665,18.3851,257257.0
2014-07-11,18.4019,19.2132,18.36,19.1254,251221.0
2014-07-12,18.4019,19.2132,18.36,19.1254,251221.0
2014-07-13,18.4019,19.2132,18.36,19.1254,251221.0
2014-07-14,19.2383,19.4516,18.9706,19.1421,157675.0
2014-07-15,19.1128,19.3219,19.0125,19.0794,118340.0
2014-07-16,19.1463,19.414,18.8201,18.8703,185624.0
2014-07-17,18.7992,18.7992,17.9,18.2973,211383.0
2014-07-18,18.1718,18.3098,17.9167,18.2429,130812.0
2014-07-19,18.1718,18.3098,17.9167,18.2429,130812.0
2014-07-20,18.1718,18.3098,17.9167,18.2429,130812.0
2014-07-21,18.2429,18.2931,17.9293,18.1342,162105.0
2014-07-22,18.1049,18.4186,18.0464,18.2346,115758.0
2014-07-23,18.2178,19.071,18.176,18.7072,274317.0
2014-07-24,18.8744,19.1128,17.1472,17.9836,901420.0
2014-07-25,18.2931,18.4311,17.8958,18.3642,416360.0
2014-07-26,18.2931,18.4311,17.8958,18.3642,416360.0
2014-07-27,18.2931,18.4311,17.8958,18.3642,416360.0
2014-07-28,18.3893,18.7239,18.3308,18.4688,350280.0
2014-07-29,18.5608,18.5691,17.6156,17.649,417151.0
2014-07-30,17.649,17.9293,17.3228,17.3228,325702.0
2014-07-31,17.5194,17.5194,16.5073,16.6077,646479.0
2014-08-01,16.5198,16.5408,15.9343,16.4571,534128.0
2014-08-02,16.5198,16.5408,15.9343,16.4571,534128.0
2014-08-03,16.5198,16.5408,15.9343,16.4571,534128.0
2014-08-04,16.3902,16.4989,16.0765,16.1894,301388.0
2014-08-05,16.3275,16.8001,16.2271,16.524,416299.0
2014-08-06,16.3944,16.5198,15.5287,15.8925,511012.0
2014-08-07,15.8925,16.1016,15.4325,15.5454,363160.0
2014-08-08,15.2944,15.3865,14.8135,15.2903,508647.0
2014-08-09,15.2944,15.3865,14.8135,15.2903,508647.0
2014-08-10,15.2944,15.3865,14.8135,15.2903,508647.0
2014-08-11,15.5119,16.3275,15.5077,16.2773,308026.0
2014-08-12,16.3484,16.4529,15.9762,16.1309,230148.0
2014-08-13,16.2605,16.2605,15.9176,15.9887,184047.0
2014-08-14,15.9176,15.9929,15.5956,15.8841,213933.0
2014-08-15,15.9218,16.5282,15.9218,16.0305,308906.0
2014-08-16,15.9218,16.5282,15.9218,16.0305,308906.0
2014-08-17,15.9218,16.5282,15.9218,16.0305,308906.0
2014-08-18,16.2271,16.6871,16.1518,16.616,308951.0
2014-08-19,16.8168,17.2936,16.8168,17.2057,383697.0
2014-08-20,17.189,17.3479,16.9966,17.2936,224682.0
2014-08-21,17.3228,17.7536,17.3187,17.6365,333294.0
2014-08-22,17.6867,17.7578,17.1514,17.4023,218303.0
2014-08-23,17.6867,17.7578,17.1514,17.4023,218303.0
2014-08-24,17.6867,17.7578,17.1514,17.4023,218303.0
2014-08-25,17.6449,17.7327,17.4441,17.5738,246375.0
2014-08-26,17.4818,17.8456,17.373,17.7536,160147.0
2014-08-27,17.808,17.808,17.2977,17.5069,254404.0
2014-08-28,17.4148,17.4148,16.8084,17.1388,233557.0
2014-08-29,17.0677,17.1388,16.5366,16.7917,258384.0
2014-08-30,17.0677,17.1388,16.5366,16.7917,258384.0
2014-08-31,17.0677,17.1388,16.5366,16.7917,258384.0
2014-09-01,16.821,16.9464,16.4822,16.729,123437.0
2014-09-02,16.8628,17.0133,16.6328,16.8879,232487.0
2014-09-03,16.9757,17.1472,16.6871,17.0719,195132.0
2014-09-04,17.0719,17.5612,16.9799,17.5152,249122.0
2014-09-05,17.5654,17.8289,17.557,17.6449,180301.0
2014-09-06,17.5654,17.8289,17.557,17.6449,180301.0
2014-09-07,17.5654,17.8289,17.557,17.6449,180301.0
2014-09-08,17.7536,17.9,17.3605,17.4148,146450.0
2014-09-09,17.4065,17.6323,17.1179,17.1472,152489.0
2014-09-10,17.2141,17.2308,16.7457,16.9673,172186.0
2014-09-11,17.0133,17.1012,16.6871,16.7917,123789.0
2014-09-12,16.7666,16.9381,16.6997,16.8753,110565.0
2014-09-13,16.7666,16.9381,16.6997,16.8753,110565.0
2014-09-14,16.7666,16.9381,16.6997,16.8753,110565.0
2014-09-15,16.9255,16.9255,16.5366,16.5826,159659.0
2014-09-16,16.5617,16.6244,16.0765,16.3149,199054.0
2014-09-17,16.3149,16.6788,16.3107,16.4487,166373.0
2014-09-18,16.5868,16.8962,16.5282,16.5617,192191.0
2014-09-19,16.6369,16.8335,16.3526,16.4404,150660.0
2014-09-20,16.6369,16.8335,16.3526,16.4404,150660.0
2014-09-21,16.6369,16.8335,16.3526,16.4404,150660.0
2014-09-22,16.3358,16.5617,16.2271,16.4027,158380.0
2014-09-23,16.3609,16.3776,15.9176,16.0765,301876.0
2014-09-24,16.0598,16.0765,15.7419,15.8214,259577.0
2014-09-25,15.8758,17.0761,15.8758,16.0598,408746.0
2014-09-26,16.0431,16.2438,15.834,15.8883,237035.0
2014-09-27,16.0431,16.2438,15.834,15.8883,237035.0
2014-09-28,16.0431,16.2438,15.834,15.8883,237035.0
2014-09-29,15.9678,16.0765,15.7294,15.7461,269295.0
2014-09-30,15.7587,15.9176,15.5579,15.8423,156652.0
2014-10-01,15.8256,15.9762,15.5496,15.6248,218830.0
2014-10-02,15.5663,15.8256,15.0561,15.0561,344233.0
2014-10-03,15.2066,15.9887,15.1523,15.8967,342404.0
2014-10-04,15.2066,15.9887,15.1523,15.8967,342404.0
2014-10-05,15.2066,15.9887,15.1523,15.8967,342404.0
2014-10-06,15.9887,16.018,15.3781,15.4074,264224.0
2014-10-07,15.4157,15.4157,14.985,15.1397,298651.0
2014-10-08,15.0812,15.1355,14.6504,14.6838,360637.0
2014-10-09,14.985,15.1983,14.5542,14.5918,408822.0
2014-10-10,14.4371,14.5291,13.7637,14.2447,717565.0
2014-10-11,14.4371,14.5291,13.7637,14.2447,717565.0
2014-10-12,14.4371,14.5291,13.7637,14.2447,717565.0
2014-10-13,14.0941,14.5249,13.977,14.0398,346309.0
2014-10-14,13.9269,14.3869,13.7428,14.2656,416457.0
2014-10-15,14.2949,14.5207,13.5881,13.6508,405733.0
2014-10-16,13.8139,14.3033,13.0862,13.6717,719235.0
2014-10-17,13.7219,14.2949,13.6341,14.0691,580135.0
2014-10-18,13.7219,14.2949,13.6341,14.0691,580135.0
2014-10-19,13.7219,14.2949,13.6341,14.0691,580135.0
2014-10-20,14.0691,14.0774,13.5505,13.7972,447729.0
2014-10-21,13.7428,14.5375,13.6341,14.4831,403715.0
2014-10-22,14.6086,14.9975,14.6086,14.9264,339185.0
2014-10-23,14.8051,14.9724,14.5082,14.7006,341996.0
2014-10-24,14.6629,14.6964,14.228,14.3284,262636.0
2014-10-25,14.6629,14.6964,14.228,14.3284,262636.0
2014-10-26,14.6629,14.6964,14.228,14.3284,262636.0
2014-10-27,14.5709,14.6169,14.0398,14.2238,233709.0
2014-10-28,14.1862,14.4036,14.0607,14.0607,250303.0
2014-10-29,14.2573,14.7466,14.136,14.4664,274461.0
2014-10-30,14.6587,14.9306,14.4162,14.7048,263349.0
2014-10-31,15.0142,15.3028,14.7549,15.1732,261131.0
2014-11-01,15.0142,15.3028,14.7549,15.1732,261131.0
2014-11-02,15.0142,15.3028,14.7549,15.1732,261131.0
2014-11-03,15.215,15.5872,15.1815,15.4116,254386.0
2014-11-04,15.4199,15.6876,15.2652,15.4074,316568.0
2014-11-05,15.5077,15.5621,15.2275,15.4325,209599.0
2014-11-06,15.3655,15.9929,15.3405,15.7712,263580.0
2014-11-07,15.9009,16.1351,15.5328,15.6499,163098.0
2014-11-08,15.9009,16.1351,15.5328,15.6499,163098.0
2014-11-09,15.9009,16.1351,15.5328,15.6499,163098.0
2014-11-10,15.7169,15.8967,15.5747,15.8758,159786.0
2014-11-11,15.8674,15.9803,15.6207,15.6709,150448.0
2014-11-12,15.6081,15.7043,15.1941,15.3112,163963.0
2014-11-13,15.3363,15.8089,15.3363,15.4743,306578.0
2014-11-14,15.5998,15.9009,15.3363,15.8925,279665.0
2014-11-15,15.5998,15.9009,15.3363,15.8925,279665.0
2014-11-16,15.5998,15.9009,15.3363,15.8925,279665.0
2014-11-17,15.7461,15.834,15.6207,15.675,187442.0
2014-11-18,15.7169,16.2564,15.6667,16.2104,181380.0
2014-11-19,16.2689,16.294,16.0138,16.2187,184718.0
2014-11-20,16.1267,16.2355,15.9887,16.1978,92255.0
2014-11-21,16.2355,16.7248,16.2355,16.7164,332849.0
2014-11-22,16.2355,16.7248,16.2355,16.7164,332849.0
2014-11-23,16.2355,16.7248,16.2355,16.7164,332849.0
2014-11-24,16.7206,17.1054,16.5868,17.0259,161594.0
2014-11-25,17.0677,17.3814,17.005,17.2266,245296.0
2014-11-26,17.2308,17.2726,17.0301,17.1346,122948.0
2014-11-27,17.1054,17.3814,17.0635,17.3647,115704.0
2014-11-28,17.3981,17.6365,17.2183,17.5738,202379.0
2014-11-29,17.3981,17.6365,17.2183,17.5738,202379.0
2014-11-30,17.3981,17.6365,17.2183,17.5738,202379.0
2014-12-01,17.4985,17.7369,17.281,17.7327,195114.0
2014-12-02,17.8163,17.9125,17.624,17.7871,219672.0
2014-12-03,17.8163,18.3433,17.7912,18.0882,311857.0
2014-12-04,18.2178,18.3935,17.9251,18.3726,314380.0
2014-12-05,18.4019,18.6528,18.3684,18.6026,246402.0
2014-12-06,18.4019,18.6528,18.3684,18.6026,246402.0
2014-12-07,18.4019,18.6528,18.3684,18.6026,246402.0
2014-12-08,18.5691,18.6151,18.3517,18.3935,171681.0
2014-12-09,18.2262,18.2931,17.5738,17.7076,254753.0
2014-12-10,17.67,17.8372,17.3939,17.5361,186249.0
2014-12-11,17.3856,17.7745,17.3228,17.624,174591.0
2014-12-12,17.5654,17.5989,16.9172,16.9339,225424.0
2014-12-13,17.5654,17.5989,16.9172,16.9339,225424.0
2014-12-14,17.5654,17.5989,16.9172,16.9339,225424.0
2014-12-15,16.9841,17.5152,16.7164,16.7582,186038.0
2014-12-16,16.775,17.0343,16.3275,16.9841,430532.0
2014-12-17,16.7875,17.3145,16.6662,17.1974,217863.0
2014-12-18,17.603,18.2011,17.5654,18.2011,190417.0
2014-12-19,18.2764,18.6486,18.0045,18.2513,312358.0
2014-12-20,18.2764,18.6486,18.0045,18.2513,312358.0
2014-12-21,18.2764,18.6486,18.0045,18.2513,312358.0
2014-12-22,18.3182,18.5691,18.2597,18.4019,118364.0
2014-12-23,18.3391,18.5566,18.2178,18.5106,113731.0
2014-12-24,18.3391,18.5775,18.3391,18.5022,44022.0
2014-12-25,18.3391,18.5775,18.3391,18.5022,44022.0
2014-12-26,18.3391,18.5775,18.3391,18.5022,44022.0
2014-12-27,18.3391,18.5775,18.3391,18.5022,44022.0
2014-12-28,18.3391,18.5775,18.3391,18.5022,44022.0
2014-12-29,18.4019,18.6486,18.1593,18.6319,140829.0
2014-12-30,18.6193,18.6904,18.4144,18.6904,211711.0
2014-12-31,18.7197,19.0041,18.7197,18.9163,171983.0
2015-01-01,18.7197,19.0041,18.7197,18.9163,171983.0
2015-01-02,18.9037,18.9163,18.4228,18.6235,100352.0
2015-01-03,18.9037,18.9163,18.4228,18.6235,100352.0
2015-01-04,18.9037,18.9163,18.4228,18.6235,100352.0
2015-01-05,18.4855,19.0292,18.3057,18.4813,182576.0
2015-01-06,18.4437,18.4813,17.8958,18.0505,278978.0
2015-01-07,18.0045,18.565,18.0045,18.2137,153909.0
2015-01-08,18.4855,18.9204,18.4353,18.8577,142022.0
2015-01-09,18.8619,19.0543,18.3935,18.5315,228264.0
2015-01-10,18.8619,19.0543,18.3935,18.5315,228264.0
2015-01-11,18.8619,19.0543,18.3935,18.5315,228264.0
2015-01-12,18.4897,19.0125,18.4855,18.933,230847.0
2015-01-13,18.8201,19.3512,18.7908,19.2676,440648.0
2015-01-14,19.0961,19.2216,18.8368,19.071,237260.0
2015-01-15,19.1547,20.1584,19.1212,19.9535,558837.0
2015-01-16,19.7318,20.0455,19.5812,20.0455,188906.0
2015-01-17,19.7318,20.0455,19.5812,20.0455,188906.0
2015-01-18,19.7318,20.0455,19.5812,20.0455,188906.0
2015-01-19,19.9451,20.6603,19.9284,20.4804,222076.0
2015-01-20,20.4762,20.8443,20.0998,20.2128,259294.0
2015-01-21,20.0789,20.5808,19.7527,20.5222,337281.0
2015-01-22,20.493,20.8694,20.3591,20.8066,258863.0
2015-01-23,20.8694,21.1621,20.7732,21.0868,363797.0
2015-01-24,20.8694,21.1621,20.7732,21.0868,363797.0
2015-01-25,20.8694,21.1621,20.7732,21.0868,363797.0
2015-01-26,20.8359,21.2709,20.585,21.204,205749.0
2015-01-27,21.1287,21.4674,20.6603,20.815,306395.0
2015-01-28,20.9112,21.0325,20.5766,20.953,191102.0
2015-01-29,20.8276,21.1747,20.5975,21.0241,168832.0
2015-01-30,21.4214,21.5804,21.2458,21.4172,258751.0
2015-01-31,21.4214,21.5804,21.2458,21.4172,258751.0
2015-02-01,21.4214,21.5804,21.2458,21.4172,258751.0
2015-02-02,21.4131,21.664,21.1747,21.3838,190299.0
2015-02-03,21.3587,21.7727,21.3587,21.6849,197228.0
2015-02-04,21.7476,21.8313,21.4214,21.4967,131877.0
2015-02-05,21.3294,21.8647,21.1789,21.7518,219579.0
2015-02-06,21.664,21.9568,21.4633,21.894,216462.0
2015-02-07,21.664,21.9568,21.4633,21.894,216462.0
2015-02-08,21.664,21.9568,21.4633,21.894,216462.0
2015-02-09,21.6975,21.7476,20.9112,20.9572,331067.0
2015-02-10,20.9697,21.4131,20.9196,21.3796,297755.0
2015-02-11,21.2625,21.4131,20.953,21.2374,160038.0
2015-02-12,21.2458,21.7016,21.2374,21.6473,207408.0
2015-02-13,21.664,21.7727,21.342,21.3754,225699.0
2015-02-14,21.664,21.7727,21.342,21.3754,225699.0
2015-02-15,21.664,21.7727,21.342,21.3754,225699.0
