,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity
2011-05-07,7.428,7.502,7.354,7.354,457400.0
2011-05-08,7.428,7.502,7.354,7.354,457400.0
2011-05-09,7.32,7.572,7.287,7.56,633000.0
2011-05-10,7.58,7.717,7.58,7.655,616900.0
2011-05-11,7.655,7.741,7.552,7.717,467000.0
2011-05-12,7.737,7.737,7.481,7.51,729100.0
2011-05-13,7.481,7.593,7.221,7.221,323100.0
2011-05-14,7.481,7.593,7.221,7.221,323100.0
2011-05-15,7.481,7.593,7.221,7.221,323100.0
2011-05-16,7.226,7.387,7.16,7.308,390200.0
2011-05-17,7.362,7.399,7.16,7.16,2073400.0
2011-05-18,7.213,7.3,7.04,7.081,513900.0
2011-05-19,7.04,7.374,7.04,7.287,273400.0
2011-05-20,7.308,7.543,7.263,7.448,528700.0
2011-05-21,7.308,7.543,7.263,7.448,528700.0
2011-05-22,7.308,7.543,7.263,7.448,528700.0
2011-05-23,7.42,7.557,7.345,7.486,464500.0
2011-05-24,7.515,7.79,7.374,7.79,336400.0
2011-05-25,7.773,7.777,7.332,7.332,1096200.0
2011-05-26,7.361,7.436,7.266,7.311,682300.0
2011-05-27,7.328,7.382,7.237,7.299,737500.0
2011-05-28,7.328,7.382,7.237,7.299,737500.0
2011-05-29,7.328,7.382,7.237,7.299,737500.0
2011-05-30,7.232,7.282,7.074,7.116,534400.0
2011-05-31,7.137,7.237,6.95,7.232,1480100.0
2011-06-01,7.116,7.357,7.049,7.316,408300.0
2011-06-02,7.237,7.578,7.237,7.569,486200.0
2011-06-03,7.453,7.607,7.411,7.536,508600.0
2011-06-04,7.453,7.607,7.411,7.536,508600.0
2011-06-05,7.453,7.607,7.411,7.536,508600.0
2011-06-06,7.515,7.619,7.37,7.457,344000.0
2011-06-07,7.461,7.694,7.461,7.69,590500.0
2011-06-08,7.652,7.652,7.37,7.486,517400.0
2011-06-09,7.507,7.507,7.299,7.341,331800.0
2011-06-10,7.32,7.44,7.224,7.44,276200.0
2011-06-11,7.32,7.44,7.224,7.44,276200.0
2011-06-12,7.32,7.44,7.224,7.44,276200.0
2011-06-13,7.44,7.44,7.266,7.278,91600.0
2011-06-14,7.316,7.549,7.307,7.549,376400.0
2011-06-15,7.486,7.528,7.44,7.453,269800.0
2011-06-16,7.465,7.598,7.336,7.382,551900.0
2011-06-17,7.42,7.519,7.27,7.328,211700.0
2011-06-18,7.42,7.519,7.27,7.328,211700.0
2011-06-19,7.42,7.519,7.27,7.328,211700.0
2011-06-20,7.307,7.42,7.27,7.361,207400.0
2011-06-21,7.407,7.607,7.382,7.607,157500.0
2011-06-22,7.549,7.549,7.224,7.224,329200.0
2011-06-23,7.549,7.549,7.224,7.224,329200.0
2011-06-24,7.311,7.336,7.199,7.332,675600.0
2011-06-25,7.311,7.336,7.199,7.332,675600.0
2011-06-26,7.311,7.336,7.199,7.332,675600.0
2011-06-27,7.374,7.374,7.245,7.278,316400.0
2011-06-28,7.32,7.32,7.153,7.32,598700.0
2011-06-29,7.341,7.54,7.241,7.474,305300.0
2011-06-30,7.544,7.569,7.241,7.445,448900.0
2011-07-01,7.44,7.482,7.291,7.403,579900.0
2011-07-02,7.44,7.482,7.291,7.403,579900.0
2011-07-03,7.44,7.482,7.291,7.403,579900.0
2011-07-04,7.395,7.415,7.249,7.27,369000.0
2011-07-05,7.27,7.32,6.829,6.829,969700.0
2011-07-06,6.862,7.137,6.862,7.07,1070500.0
2011-07-07,7.112,7.112,6.954,6.987,476100.0
2011-07-08,6.979,6.987,6.8,6.904,1150200.0
2011-07-09,6.979,6.987,6.8,6.904,1150200.0
2011-07-10,6.979,6.987,6.8,6.904,1150200.0
2011-07-11,6.883,7.087,6.8,6.841,259800.0
2011-07-12,6.871,6.937,6.779,6.896,434900.0
2011-07-13,6.933,7.153,6.887,7.153,1008100.0
2011-07-14,7.137,7.149,6.92,6.987,858100.0
2011-07-15,7.024,7.128,6.792,6.925,519600.0
2011-07-16,7.024,7.128,6.792,6.925,519600.0
2011-07-17,7.024,7.128,6.792,6.925,519600.0
2011-07-18,6.862,6.925,6.758,6.758,166800.0
2011-07-19,6.804,6.896,6.538,6.688,509600.0
2011-07-20,6.663,6.808,6.658,6.696,278400.0
2011-07-21,6.717,6.829,6.65,6.7,848500.0
2011-07-22,6.733,6.75,6.505,6.609,1221600.0
2011-07-23,6.733,6.75,6.505,6.609,1221600.0
2011-07-24,6.733,6.75,6.505,6.609,1221600.0
2011-07-25,6.559,6.717,6.53,6.53,691400.0
2011-07-26,6.534,6.625,6.525,6.588,546000.0
2011-07-27,6.596,6.634,6.5,6.571,1327600.0
2011-07-28,6.704,6.704,6.509,6.559,395000.0
2011-07-29,6.492,6.53,6.417,6.53,635600.0
2011-07-30,6.492,6.53,6.417,6.53,635600.0
2011-07-31,6.492,6.53,6.417,6.53,635600.0
2011-08-01,6.654,6.721,6.488,6.567,488300.0
2011-08-02,6.625,6.667,6.446,6.629,799900.0
2011-08-03,6.629,6.629,6.43,6.455,711200.0
2011-08-04,6.359,6.821,5.964,6.28,587900.0
2011-08-05,6.213,6.442,6.122,6.238,700000.0
2011-08-06,6.213,6.442,6.122,6.238,700000.0
2011-08-07,6.213,6.442,6.122,6.238,700000.0
2011-08-08,6.139,6.139,5.394,5.531,620400.0
2011-08-09,5.536,6.105,5.536,5.86,482400.0
2011-08-10,5.989,6.114,5.823,6.114,722300.0
2011-08-11,6.097,6.363,6.097,6.272,683500.0
2011-08-12,6.268,6.384,6.001,6.001,360600.0
2011-08-13,6.268,6.384,6.001,6.001,360600.0
2011-08-14,6.268,6.384,6.001,6.001,360600.0
2011-08-15,6.072,6.305,6.072,6.305,418000.0
2011-08-16,6.18,6.53,6.159,6.53,365200.0
2011-08-17,6.596,7.403,6.459,6.862,977500.0
2011-08-18,6.862,7.133,6.484,7.133,610900.0
2011-08-19,6.758,6.825,6.284,6.284,776100.0
2011-08-20,6.758,6.825,6.284,6.284,776100.0
2011-08-21,6.758,6.825,6.284,6.284,776100.0
2011-08-22,6.359,6.488,6.201,6.263,161600.0
2011-08-23,6.28,6.48,6.189,6.48,179600.0
2011-08-24,6.48,6.509,6.338,6.475,112600.0
2011-08-25,6.475,6.713,6.388,6.388,255600.0
2011-08-26,6.405,6.471,6.218,6.322,275000.0
2011-08-27,6.405,6.471,6.218,6.322,275000.0
2011-08-28,6.405,6.471,6.218,6.322,275000.0
2011-08-29,6.347,6.654,6.347,6.634,244400.0
2011-08-30,6.625,6.875,6.55,6.862,393700.0
2011-08-31,6.85,7.311,6.85,7.311,616400.0
2011-09-01,7.361,7.424,7.112,7.382,554500.0
2011-09-02,7.245,7.463,7.236,7.463,361200.0
2011-09-03,7.245,7.463,7.236,7.463,361200.0
2011-09-04,7.245,7.463,7.236,7.463,361200.0
2011-09-05,7.195,7.442,7.132,7.253,228200.0
2011-09-06,7.358,7.375,7.002,7.044,411600.0
2011-09-07,7.358,7.375,7.002,7.044,411600.0
2011-09-08,7.102,7.312,7.102,7.312,308500.0
2011-09-09,7.19,7.354,7.039,7.073,257000.0
2011-09-10,7.19,7.354,7.039,7.073,257000.0
2011-09-11,7.19,7.354,7.039,7.073,257000.0
2011-09-12,7.006,7.073,6.675,6.775,233300.0
2011-09-13,6.796,6.935,6.649,6.649,222000.0
2011-09-14,6.658,6.972,6.658,6.897,248000.0
2011-09-15,6.914,7.207,6.859,7.127,473200.0
2011-09-16,7.027,7.199,6.977,7.081,324400.0
2011-09-17,7.027,7.199,6.977,7.081,324400.0
2011-09-18,7.027,7.199,6.977,7.081,324400.0
2011-09-19,7.06,7.081,6.851,7.002,202100.0
2011-09-20,6.939,7.228,6.834,6.855,132100.0
2011-09-21,6.842,7.077,6.763,6.901,562500.0
2011-09-22,6.708,6.96,6.31,6.465,415800.0
2011-09-23,6.335,6.645,6.306,6.394,409000.0
2011-09-24,6.335,6.645,6.306,6.394,409000.0
2011-09-25,6.335,6.645,6.306,6.394,409000.0
2011-09-26,6.402,6.616,6.402,6.452,454600.0
2011-09-27,6.507,6.75,6.507,6.582,465300.0
2011-09-28,6.687,6.821,6.612,6.738,292000.0
2011-09-29,6.779,6.868,6.54,6.54,375000.0
2011-09-30,6.499,6.717,6.394,6.708,478200.0
2011-10-01,6.499,6.717,6.394,6.708,478200.0
2011-10-02,6.499,6.717,6.394,6.708,478200.0
2011-10-03,6.662,6.834,6.461,6.708,1066100.0
2011-10-04,6.524,6.687,6.524,6.603,382600.0
2011-10-05,6.557,6.746,6.557,6.612,474600.0
2011-10-06,6.733,6.813,6.578,6.742,248700.0
2011-10-07,6.813,6.914,6.629,6.708,197600.0
2011-10-08,6.813,6.914,6.629,6.708,197600.0
2011-10-09,6.813,6.914,6.629,6.708,197600.0
2011-10-10,6.855,6.981,6.729,6.855,218900.0
2011-10-11,6.893,7.127,6.754,7.127,462100.0
2011-10-12,6.893,7.127,6.754,7.127,462100.0
2011-10-13,7.316,7.547,7.203,7.337,734500.0
2011-10-14,7.392,7.505,7.262,7.341,431200.0
2011-10-15,7.392,7.505,7.262,7.341,431200.0
2011-10-16,7.392,7.505,7.262,7.341,431200.0
2011-10-17,7.195,7.337,7.119,7.123,239800.0
2011-10-18,7.106,7.178,6.993,7.178,147800.0
2011-10-19,7.065,7.274,7.065,7.245,248800.0
2011-10-20,7.329,7.379,7.052,7.102,323500.0
2011-10-21,7.295,7.505,7.094,7.316,388200.0
2011-10-22,7.295,7.505,7.094,7.316,388200.0
2011-10-23,7.295,7.505,7.094,7.316,388200.0
2011-10-24,7.375,7.517,7.358,7.362,256700.0
2011-10-25,7.421,7.421,7.178,7.366,102000.0
2011-10-26,7.379,7.421,7.245,7.257,239500.0
2011-10-27,7.429,7.664,7.413,7.626,500400.0
2011-10-28,7.647,7.647,7.467,7.53,283800.0
2011-10-29,7.647,7.647,7.467,7.53,283800.0
2011-10-30,7.647,7.647,7.467,7.53,283800.0
2011-10-31,7.517,7.672,7.383,7.589,394800.0
2011-11-01,7.417,7.543,7.257,7.505,288400.0
2011-11-02,7.417,7.543,7.257,7.505,288400.0
2011-11-03,7.463,7.584,7.358,7.387,254300.0
2011-11-04,7.534,7.534,7.299,7.53,178100.0
2011-11-05,7.534,7.534,7.299,7.53,178100.0
2011-11-06,7.534,7.534,7.299,7.53,178100.0
2011-11-07,7.345,7.58,7.345,7.563,202700.0
2011-11-08,7.563,7.828,7.475,7.731,129100.0
2011-11-09,7.714,7.861,7.614,7.689,339100.0
2011-11-10,7.798,7.886,7.714,7.719,220300.0
2011-11-11,7.626,8.1,7.626,8.046,370400.0
2011-11-12,7.626,8.1,7.626,8.046,370400.0
2011-11-13,7.626,8.1,7.626,8.046,370400.0
2011-11-14,8.109,8.109,7.719,8.092,209800.0
2011-11-15,8.109,8.109,7.719,8.092,209800.0
2011-11-16,8.075,8.096,7.84,7.899,380900.0
2011-11-17,7.899,7.899,7.568,7.631,585000.0
2011-11-18,7.706,7.836,7.383,7.392,173100.0
2011-11-19,7.706,7.836,7.383,7.392,173100.0
2011-11-20,7.706,7.836,7.383,7.392,173100.0
2011-11-21,7.379,7.501,7.216,7.358,268000.0
2011-11-22,7.274,7.672,7.236,7.555,423400.0
2011-11-23,7.599,7.764,7.231,7.231,550500.0
2011-11-24,7.396,7.544,7.257,7.544,141300.0
2011-11-25,7.456,7.599,7.363,7.536,150500.0
2011-11-26,7.456,7.599,7.363,7.536,150500.0
2011-11-27,7.456,7.599,7.363,7.536,150500.0
2011-11-28,7.663,7.785,7.502,7.785,958700.0
2011-11-29,7.76,7.815,7.65,7.65,280300.0
2011-11-30,7.587,8.153,7.587,8.153,619800.0
2011-12-01,8.111,8.618,8.035,8.098,492300.0
2011-12-02,8.199,8.199,8.035,8.094,785300.0
2011-12-03,8.199,8.199,8.035,8.094,785300.0
2011-12-04,8.199,8.199,8.035,8.094,785300.0
2011-12-05,8.064,8.301,8.03,8.115,493200.0
2011-12-06,8.199,8.368,8.085,8.33,285800.0
2011-12-07,8.411,8.449,8.229,8.377,279500.0
2011-12-08,8.461,8.461,8.208,8.347,298600.0
2011-12-09,8.267,8.474,8.204,8.284,292500.0
2011-12-10,8.267,8.474,8.204,8.284,292500.0
2011-12-11,8.267,8.474,8.204,8.284,292500.0
2011-12-12,8.153,8.461,8.039,8.17,300400.0
2011-12-13,8.17,8.432,7.916,8.161,267700.0
2011-12-14,8.115,8.263,8.009,8.03,301600.0
2011-12-15,8.033,8.063,7.735,7.778,554700.0
2011-12-16,7.752,8.165,7.752,8.148,661700.0
2011-12-17,7.752,8.165,7.752,8.148,661700.0
2011-12-18,7.752,8.165,7.752,8.148,661700.0
2011-12-19,7.965,8.242,7.884,7.884,679300.0
2011-12-20,8.106,8.323,8.076,8.216,729900.0
2011-12-21,8.14,8.165,8.037,8.063,247100.0
2011-12-22,8.088,8.289,8.054,8.182,414900.0
2011-12-23,8.25,8.425,8.199,8.391,296100.0
2011-12-24,8.25,8.425,8.199,8.391,296100.0
2011-12-25,8.25,8.425,8.199,8.391,296100.0
2011-12-26,8.514,8.519,8.353,8.391,58200.0
2011-12-27,8.391,8.438,8.225,8.34,271800.0
2011-12-28,8.344,8.51,8.148,8.267,250800.0
2011-12-29,8.31,8.519,8.306,8.519,119000.0
2011-12-30,8.31,8.519,8.306,8.519,119000.0
2011-12-31,8.31,8.519,8.306,8.519,119000.0
2012-01-01,8.31,8.519,8.306,8.519,119000.0
2012-01-02,8.557,8.817,8.263,8.306,203800.0
2012-01-03,8.318,8.796,8.318,8.796,502600.0
2012-01-04,8.817,8.987,8.638,8.774,513000.0
2012-01-05,8.693,8.919,8.37,8.455,510900.0
2012-01-06,8.497,8.497,7.905,8.016,753300.0
2012-01-07,8.497,8.497,7.905,8.016,753300.0
2012-01-08,8.497,8.497,7.905,8.016,753300.0
2012-01-09,7.85,8.221,7.85,8.067,623100.0
2012-01-10,8.097,8.178,7.876,8.157,406400.0
2012-01-11,8.054,8.101,7.871,7.88,403200.0
2012-01-12,7.918,8.029,7.663,7.705,853200.0
2012-01-13,7.714,7.858,7.637,7.858,372900.0
2012-01-14,7.714,7.858,7.637,7.858,372900.0
2012-01-15,7.714,7.858,7.637,7.858,372900.0
2012-01-16,7.863,8.216,7.68,8.148,275400.0
2012-01-17,8.259,8.259,8.003,8.08,292700.0
2012-01-18,8.071,8.323,8.029,8.267,636100.0
2012-01-19,8.208,8.472,8.208,8.429,546900.0
2012-01-20,8.374,8.651,8.306,8.472,352200.0
2012-01-21,8.374,8.651,8.306,8.472,352200.0
2012-01-22,8.374,8.651,8.306,8.472,352200.0
2012-01-23,8.391,8.463,8.221,8.267,235600.0
2012-01-24,8.221,8.497,8.157,8.408,505100.0
2012-01-25,8.221,8.497,8.157,8.408,505100.0
2012-01-26,8.497,8.646,8.404,8.519,491500.0
2012-01-27,8.54,8.706,8.51,8.646,462700.0
2012-01-28,8.54,8.706,8.51,8.646,462700.0
2012-01-29,8.54,8.706,8.51,8.646,462700.0
2012-01-30,8.621,8.855,8.612,8.753,382100.0
2012-01-31,8.893,8.962,8.421,8.57,1169700.0
2012-02-01,8.617,8.898,8.48,8.774,361500.0
2012-02-02,8.736,8.851,8.604,8.719,212800.0
2012-02-03,8.566,8.987,8.566,8.979,309000.0
2012-02-04,8.566,8.987,8.566,8.979,309000.0
2012-02-05,8.566,8.987,8.566,8.979,309000.0
2012-02-06,8.859,9.145,8.859,9.145,298200.0
2012-02-07,9.141,9.192,8.881,8.906,367200.0
2012-02-08,9.038,9.068,8.872,9.03,820800.0
2012-02-09,9.008,9.034,8.817,8.838,611600.0
2012-02-10,8.817,8.851,8.476,8.625,399500.0
2012-02-11,8.817,8.851,8.476,8.625,399500.0
2012-02-12,8.817,8.851,8.476,8.625,399500.0
2012-02-13,8.642,8.774,8.587,8.663,322400.0
2012-02-14,8.77,8.859,8.472,8.548,907500.0
2012-02-15,8.595,8.727,8.14,8.14,857600.0
2012-02-16,8.169,8.221,7.973,8.131,957400.0
2012-02-17,8.174,8.476,8.135,8.327,805600.0
2012-02-18,8.174,8.476,8.135,8.327,805600.0
2012-02-19,8.174,8.476,8.135,8.327,805600.0
2012-02-20,8.174,8.476,8.135,8.327,805600.0
2012-02-21,8.174,8.476,8.135,8.327,805600.0
2012-02-22,8.51,8.689,8.451,8.638,920900.0
2012-02-23,8.531,8.621,8.327,8.331,421300.0
2012-02-24,8.391,8.57,8.391,8.489,440500.0
2012-02-25,8.391,8.57,8.391,8.489,440500.0
2012-02-26,8.391,8.57,8.391,8.489,440500.0
2012-02-27,8.527,8.583,8.327,8.583,348200.0
2012-02-28,8.621,8.77,8.523,8.732,354000.0
2012-02-29,8.689,8.817,8.689,8.715,366800.0
2012-03-01,8.715,8.817,8.587,8.817,495900.0
2012-03-02,8.766,8.945,8.668,8.851,630900.0
2012-03-03,8.766,8.945,8.668,8.851,630900.0
2012-03-04,8.766,8.945,8.668,8.851,630900.0
2012-03-05,8.859,8.859,8.597,8.734,394300.0
2012-03-06,8.533,8.653,8.369,8.503,230700.0
2012-03-07,8.614,8.79,8.541,8.777,546400.0
2012-03-08,8.777,8.927,8.756,8.893,194800.0
2012-03-09,8.854,9.133,8.854,9.039,248600.0
2012-03-10,8.854,9.133,8.854,9.039,248600.0
2012-03-11,8.854,9.133,8.854,9.039,248600.0
2012-03-12,8.996,9.086,8.902,9.069,188600.0
2012-03-13,8.996,9.236,8.996,9.189,648600.0
2012-03-14,9.206,9.421,9.206,9.361,583300.0
2012-03-15,9.443,9.528,9.232,9.395,357400.0
2012-03-16,9.331,9.485,9.215,9.485,576700.0
2012-03-17,9.331,9.485,9.215,9.485,576700.0
2012-03-18,9.331,9.485,9.215,9.485,576700.0
2012-03-19,9.438,9.524,9.34,9.4,105100.0
2012-03-20,9.305,9.305,9.133,9.202,241700.0
2012-03-21,9.249,9.473,9.013,9.194,703600.0
2012-03-22,9.013,9.172,8.885,8.885,655300.0
2012-03-23,8.803,9.0,8.64,8.674,583400.0
2012-03-24,8.803,9.0,8.64,8.674,583400.0
2012-03-25,8.803,9.0,8.64,8.674,583400.0
2012-03-26,8.854,8.958,8.769,8.859,236800.0
2012-03-27,8.885,9.013,8.846,8.983,179000.0
2012-03-28,9.129,9.168,8.76,8.842,402300.0
2012-03-29,8.82,8.82,8.584,8.67,322300.0
2012-03-30,8.721,8.82,8.447,8.455,1624500.0
2012-03-31,8.721,8.82,8.447,8.455,1624500.0
2012-04-01,8.721,8.82,8.447,8.455,1624500.0
2012-04-02,8.558,8.709,8.391,8.661,315900.0
2012-04-03,8.79,8.803,8.455,8.507,256300.0
2012-04-04,8.477,8.481,8.254,8.378,283700.0
2012-04-05,8.4,8.524,8.232,8.369,194600.0
2012-04-06,8.4,8.524,8.232,8.369,194600.0
2012-04-07,8.4,8.524,8.232,8.369,194600.0
2012-04-08,8.4,8.524,8.232,8.369,194600.0
2012-04-09,8.344,8.344,8.108,8.138,175000.0
2012-04-10,8.108,8.361,7.854,8.048,675900.0
2012-04-11,8.133,8.339,7.945,7.97,355400.0
2012-04-12,8.103,8.116,7.734,7.867,993200.0
2012-04-13,7.769,7.867,7.468,7.49,485500.0
2012-04-14,7.769,7.867,7.468,7.49,485500.0
2012-04-15,7.769,7.867,7.468,7.49,485500.0
2012-04-16,7.52,7.593,7.254,7.425,952900.0
2012-04-17,7.468,7.678,7.301,7.55,586100.0
2012-04-18,7.597,7.64,7.382,7.64,364100.0
2012-04-19,7.64,7.854,7.601,7.854,482600.0
2012-04-20,7.854,7.936,7.683,7.79,260200.0
2012-04-21,7.854,7.936,7.683,7.79,260200.0
2012-04-22,7.854,7.936,7.683,7.79,260200.0
2012-04-23,7.653,7.812,7.468,7.636,318600.0
2012-04-24,7.627,7.739,7.601,7.648,242400.0
2012-04-25,7.623,7.781,7.296,7.296,602200.0
2012-04-26,7.301,7.301,7.172,7.275,454200.0
2012-04-27,7.236,7.331,7.198,7.314,513400.0
2012-04-28,7.236,7.331,7.198,7.314,513400.0
2012-04-29,7.236,7.331,7.198,7.314,513400.0
2012-04-30,7.296,7.296,7.043,7.09,793900.0
2012-05-01,7.296,7.296,7.043,7.09,793900.0
2012-05-02,7.087,7.465,6.94,7.148,798300.0
2012-05-03,7.191,7.434,7.131,7.434,999000.0
2012-05-04,7.291,7.456,7.248,7.456,580300.0
2012-05-05,7.291,7.456,7.248,7.456,580300.0
2012-05-06,7.291,7.456,7.248,7.456,580300.0
2012-05-07,7.339,7.868,7.339,7.868,991200.0
2012-05-08,7.746,7.811,7.599,7.803,376700.0
2012-05-09,7.798,7.824,7.59,7.738,620700.0
2012-05-10,7.738,7.98,7.738,7.82,493900.0
2012-05-11,7.807,8.123,7.725,7.833,1052900.0
2012-05-12,7.807,8.123,7.725,7.833,1052900.0
2012-05-13,7.807,8.123,7.725,7.833,1052900.0
2012-05-14,7.833,7.833,7.243,7.521,496800.0
2012-05-15,7.521,7.677,7.144,7.269,908400.0
2012-05-16,7.278,7.651,6.879,6.892,1133000.0
2012-05-17,6.962,6.966,6.502,6.576,675000.0
2012-05-18,6.628,6.641,6.307,6.45,1157700.0
2012-05-19,6.628,6.641,6.307,6.45,1157700.0
2012-05-20,6.628,6.641,6.307,6.45,1157700.0
2012-05-21,6.45,6.975,6.45,6.892,594300.0
2012-05-22,6.892,7.326,6.84,7.118,717800.0
2012-05-23,7.079,7.261,6.871,7.035,333400.0
2012-05-24,7.031,7.148,6.775,6.793,303800.0
2012-05-25,6.793,6.84,6.71,6.784,483300.0
2012-05-26,6.793,6.84,6.71,6.784,483300.0
2012-05-27,6.793,6.84,6.71,6.784,483300.0
2012-05-28,6.793,6.992,6.793,6.858,113300.0
2012-05-29,6.888,7.083,6.684,6.758,470500.0
2012-05-30,6.697,6.979,6.619,6.806,436000.0
2012-05-31,6.94,6.94,6.71,6.936,702800.0
2012-06-01,6.901,6.966,6.728,6.888,629200.0
2012-06-02,6.901,6.966,6.728,6.888,629200.0
2012-06-03,6.901,6.966,6.728,6.888,629200.0
2012-06-04,6.832,6.849,6.624,6.71,792200.0
2012-06-05,6.741,6.842,6.531,6.614,294900.0
2012-06-06,6.658,6.789,6.575,6.746,1245100.0
2012-06-07,6.658,6.789,6.575,6.746,1245100.0
2012-06-08,6.754,7.048,6.732,6.877,1008600.0
2012-06-09,6.754,7.048,6.732,6.877,1008600.0
2012-06-10,6.754,7.048,6.732,6.877,1008600.0
2012-06-11,6.877,6.973,6.706,6.754,599300.0
2012-06-12,6.894,6.894,6.667,6.702,950400.0
2012-06-13,6.544,6.68,6.426,6.57,1628900.0
2012-06-14,6.566,6.654,6.237,6.36,1083300.0
2012-06-15,6.417,6.531,6.272,6.531,1691000.0
2012-06-16,6.417,6.531,6.272,6.531,1691000.0
2012-06-17,6.417,6.531,6.272,6.531,1691000.0
2012-06-18,6.527,6.802,6.461,6.802,977200.0
2012-06-19,6.833,6.951,6.557,6.824,565200.0
2012-06-20,6.824,6.868,6.619,6.789,579600.0
2012-06-21,6.785,6.829,6.61,6.719,173000.0
2012-06-22,6.715,6.767,6.43,6.465,574800.0
2012-06-23,6.715,6.767,6.43,6.465,574800.0
2012-06-24,6.715,6.767,6.43,6.465,574800.0
2012-06-25,6.395,6.404,6.11,6.242,732900.0
2012-06-26,6.22,6.264,5.913,5.957,707400.0
2012-06-27,5.992,5.992,5.742,5.791,664700.0
2012-06-28,5.782,5.786,5.523,5.738,440900.0
2012-06-29,5.839,6.303,5.699,6.22,1039200.0
2012-06-30,5.839,6.303,5.699,6.22,1039200.0
2012-07-01,5.839,6.303,5.699,6.22,1039200.0
2012-07-02,6.216,6.43,6.115,6.43,508100.0
2012-07-03,6.509,6.566,6.286,6.566,545600.0
2012-07-04,6.413,6.746,6.408,6.702,473400.0
2012-07-05,6.702,6.724,6.43,6.548,604900.0
2012-07-06,6.5,6.5,6.233,6.308,358700.0
2012-07-07,6.5,6.5,6.233,6.308,358700.0
2012-07-08,6.5,6.5,6.233,6.308,358700.0
2012-07-09,6.5,6.5,6.233,6.308,358700.0
2012-07-10,6.312,6.413,5.922,5.944,1179700.0
2012-07-11,5.935,6.01,5.817,5.865,4250900.0
2012-07-12,5.83,5.869,5.664,5.848,369300.0
2012-07-13,5.891,5.957,5.786,5.826,401900.0
2012-07-14,5.891,5.957,5.786,5.826,401900.0
2012-07-15,5.891,5.957,5.786,5.826,401900.0
2012-07-16,5.826,5.953,5.712,5.808,1280200.0
2012-07-17,5.83,6.053,5.83,5.979,610200.0
2012-07-18,5.891,6.102,5.891,6.088,902200.0
2012-07-19,6.088,6.216,6.067,6.145,1777000.0
2012-07-20,6.049,6.211,6.049,6.211,943300.0
2012-07-21,6.049,6.211,6.049,6.211,943300.0
2012-07-22,6.049,6.211,6.049,6.211,943300.0
2012-07-23,6.062,6.106,5.869,6.084,598600.0
2012-07-24,6.023,6.172,6.023,6.132,849500.0
2012-07-25,6.132,6.132,5.852,5.979,971600.0
2012-07-26,6.036,6.47,5.988,6.439,2291000.0
2012-07-27,6.36,6.921,6.36,6.824,1332800.0
2012-07-28,6.36,6.921,6.36,6.824,1332800.0
2012-07-29,6.36,6.921,6.36,6.824,1332800.0
2012-07-30,6.82,7.07,6.759,7.048,899900.0
2012-07-31,7.03,7.337,6.943,7.118,1580000.0
2012-08-01,7.078,7.337,7.013,7.153,395500.0
2012-08-02,7.149,7.311,6.912,6.965,1096500.0
2012-08-03,7.175,7.175,6.934,7.017,534600.0
2012-08-04,7.175,7.175,6.934,7.017,534600.0
2012-08-05,7.175,7.175,6.934,7.017,534600.0
2012-08-06,7.03,7.525,7.03,7.332,794800.0
2012-08-07,7.332,7.643,7.332,7.363,828200.0
2012-08-08,7.166,7.53,7.166,7.446,292700.0
2012-08-09,7.446,7.512,7.276,7.293,291700.0
2012-08-10,7.337,7.446,7.297,7.446,454500.0
2012-08-11,7.337,7.446,7.297,7.446,454500.0
2012-08-12,7.337,7.446,7.297,7.446,454500.0
2012-08-13,7.438,7.438,7.131,7.271,1271100.0
2012-08-14,7.337,7.337,7.048,7.17,1794700.0
2012-08-15,7.153,7.429,7.153,7.429,220800.0
2012-08-16,7.429,7.578,7.389,7.477,602200.0
2012-08-17,7.56,7.591,7.398,7.512,575100.0
2012-08-18,7.56,7.591,7.398,7.512,575100.0
2012-08-19,7.56,7.591,7.398,7.512,575100.0
2012-08-20,7.46,7.665,7.394,7.665,364200.0
2012-08-21,7.665,7.749,7.499,7.587,385900.0
2012-08-22,7.744,7.744,7.368,7.53,395100.0
2012-08-23,7.534,7.534,7.14,7.205,621300.0
2012-08-24,7.232,7.232,6.965,7.135,1117500.0
2012-08-25,7.232,7.232,6.965,7.135,1117500.0
2012-08-26,7.232,7.232,6.965,7.135,1117500.0
2012-08-27,7.135,7.227,7.07,7.205,448300.0
2012-08-28,7.096,7.271,7.074,7.162,340100.0
2012-08-29,7.223,7.262,7.122,7.131,449600.0
2012-08-30,7.087,7.144,6.842,6.908,473900.0
2012-08-31,6.921,7.271,6.838,7.249,1154100.0
2012-09-01,6.921,7.271,6.838,7.249,1154100.0
2012-09-02,6.921,7.271,6.838,7.249,1154100.0
2012-09-03,7.179,7.324,7.135,7.227,206300.0
2012-09-04,7.231,7.328,7.054,7.218,533600.0
2012-09-05,7.209,7.585,7.134,7.47,708600.0
2012-09-06,7.417,7.801,7.368,7.647,747800.0
2012-09-07,7.417,7.801,7.368,7.647,747800.0
2012-09-08,7.417,7.801,7.368,7.647,747800.0
2012-09-09,7.417,7.801,7.368,7.647,747800.0
2012-09-10,7.748,7.996,7.625,7.669,755900.0
2012-09-11,7.678,7.938,7.678,7.863,794900.0
2012-09-12,7.912,8.146,7.881,7.907,535100.0
