,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity
2017-07-13,7.493,7.646,7.478,7.614,5304400.0
2017-07-14,7.659,7.713,7.551,7.646,3441600.0
2017-07-15,7.659,7.713,7.551,7.646,3441600.0
2017-07-16,7.659,7.713,7.551,7.646,3441600.0
2017-07-17,7.648,7.7,7.56,7.635,3067600.0
2017-07-18,7.646,7.661,7.515,7.624,3043600.0
2017-07-19,7.65,7.835,7.616,7.801,4925600.0
2017-07-20,7.823,7.861,7.711,7.711,7285600.0
2017-07-21,7.82,7.848,7.586,7.646,5958800.0
2017-07-22,7.82,7.848,7.586,7.646,5958800.0
2017-07-23,7.82,7.848,7.586,7.646,5958800.0
2017-07-24,7.646,7.728,7.605,7.689,3190800.0
2017-07-25,7.7,7.792,7.7,7.745,2179200.0
2017-07-26,7.779,7.779,7.65,7.7,1995200.0
2017-07-27,7.715,7.846,7.704,7.758,2158400.0
2017-07-28,7.751,7.754,7.599,7.676,3089600.0
2017-07-29,7.751,7.754,7.599,7.676,3089600.0
2017-07-30,7.751,7.754,7.599,7.676,3089600.0
2017-07-31,7.719,7.775,7.622,7.775,2470000.0
2017-08-01,7.762,7.762,7.555,7.611,4293600.0
2017-08-02,7.592,7.723,7.579,7.689,4736000.0
2017-08-03,7.687,7.732,7.54,7.564,3898400.0
2017-08-04,7.583,7.769,7.583,7.764,4274400.0
2017-08-05,7.583,7.769,7.583,7.764,4274400.0
2017-08-06,7.583,7.769,7.583,7.764,4274400.0
2017-08-07,7.797,8.01,7.754,8.01,5744000.0
2017-08-08,8.012,8.04,7.866,7.872,4556400.0
2017-08-09,7.874,7.874,7.691,7.795,3121600.0
2017-08-10,7.713,7.859,7.639,7.786,4107600.0
2017-08-11,7.814,7.823,7.635,7.754,4458000.0
2017-08-12,7.814,7.823,7.635,7.754,4458000.0
2017-08-13,7.814,7.823,7.635,7.754,4458000.0
2017-08-14,7.754,8.001,7.723,7.939,2526000.0
2017-08-15,7.939,8.083,7.911,8.066,6888400.0
2017-08-16,8.098,8.135,8.008,8.036,6164000.0
2017-08-17,8.034,8.036,7.902,7.958,3212400.0
2017-08-18,7.995,8.133,7.952,8.109,4182000.0
2017-08-19,7.995,8.133,7.952,8.109,4182000.0
2017-08-20,7.995,8.133,7.952,8.109,4182000.0
2017-08-21,8.124,8.161,7.805,8.01,3860400.0
2017-08-22,8.044,8.137,7.926,8.077,5446000.0
2017-08-23,8.081,8.184,7.958,8.115,4047200.0
2017-08-24,8.165,8.335,8.066,8.217,3866000.0
2017-08-25,8.253,8.322,8.182,8.281,4076000.0
2017-08-26,8.253,8.322,8.182,8.281,4076000.0
2017-08-27,8.253,8.322,8.182,8.281,4076000.0
2017-08-28,8.292,8.383,8.258,8.337,3613600.0
2017-08-29,8.271,8.4,8.23,8.331,3690000.0
2017-08-30,8.331,8.355,8.202,8.26,3858000.0
2017-08-31,8.268,8.32,8.167,8.311,4252800.0
2017-09-01,8.331,8.443,8.299,8.389,3768800.0
2017-09-02,8.331,8.443,8.299,8.389,3768800.0
2017-09-03,8.331,8.443,8.299,8.389,3768800.0
2017-09-04,8.363,8.484,8.337,8.451,3445600.0
2017-09-05,8.512,8.611,8.38,8.432,3920000.0
2017-09-06,8.484,8.533,8.249,8.4,10361200.0
2017-09-07,8.484,8.533,8.249,8.4,10361200.0
2017-09-08,8.367,8.4,8.277,8.333,4059600.0
2017-09-09,8.367,8.4,8.277,8.333,4059600.0
2017-09-10,8.367,8.4,8.277,8.333,4059600.0
2017-09-11,8.378,8.482,8.329,8.37,3660800.0
2017-09-12,8.395,8.445,8.32,8.372,3037200.0
2017-09-13,8.389,8.471,8.344,8.447,4008800.0
2017-09-14,8.367,8.46,8.32,8.357,5168000.0
2017-09-15,8.35,8.477,8.212,8.477,5709600.0
2017-09-16,8.35,8.477,8.212,8.477,5709600.0
2017-09-17,8.35,8.477,8.212,8.477,5709600.0
2017-09-18,8.482,8.482,8.296,8.32,5604000.0
2017-09-19,8.303,8.35,8.066,8.311,6541600.0
2017-09-20,8.281,8.434,8.238,8.4,3840000.0
2017-09-21,8.402,8.432,8.253,8.38,4150400.0
2017-09-22,8.4,8.415,8.109,8.141,3601600.0
2017-09-23,8.4,8.415,8.109,8.141,3601600.0
2017-09-24,8.4,8.415,8.109,8.141,3601600.0
2017-09-25,8.141,8.247,8.053,8.143,3493600.0
2017-09-26,8.165,8.165,8.077,8.128,2924000.0
2017-09-27,8.124,8.128,7.868,7.868,5666000.0
2017-09-28,7.818,7.941,7.706,7.754,7548800.0
2017-09-29,7.779,7.814,7.678,7.797,5755600.0
2017-09-30,7.779,7.814,7.678,7.797,5755600.0
2017-10-01,7.779,7.814,7.678,7.797,5755600.0
2017-10-02,7.754,7.941,7.657,7.911,3682400.0
2017-10-03,7.926,8.178,7.855,8.139,4869200.0
2017-10-04,8.131,8.296,7.982,8.288,6542400.0
2017-10-05,8.301,8.423,8.133,8.223,5959200.0
2017-10-06,8.169,8.247,7.991,8.156,5619600.0
2017-10-07,8.169,8.247,7.991,8.156,5619600.0
2017-10-08,8.169,8.247,7.991,8.156,5619600.0
2017-10-09,8.292,8.348,8.003,8.066,5528000.0
2017-10-10,8.098,8.305,8.023,8.26,5687600.0
2017-10-11,8.131,8.324,8.047,8.238,8164400.0
2017-10-12,8.131,8.324,8.047,8.238,8164400.0
2017-10-13,8.227,8.544,8.221,8.49,6145200.0
2017-10-14,8.227,8.544,8.221,8.49,6145200.0
2017-10-15,8.227,8.544,8.221,8.49,6145200.0
2017-10-16,8.495,8.533,8.275,8.378,4609200.0
2017-10-17,8.4,8.4,8.225,8.24,4666400.0
2017-10-18,8.303,8.359,8.169,8.279,5266400.0
2017-10-19,8.264,8.281,8.12,8.215,3508400.0
2017-10-20,8.208,8.292,8.182,8.292,3899200.0
2017-10-21,8.208,8.292,8.182,8.292,3899200.0
2017-10-22,8.208,8.292,8.182,8.292,3899200.0
2017-10-23,8.314,8.426,8.176,8.212,5894000.0
2017-10-24,8.281,8.385,8.154,8.225,5023200.0
2017-10-25,8.266,8.288,8.047,8.184,4070800.0
2017-10-26,8.189,8.286,8.122,8.154,3029600.0
2017-10-27,8.204,8.249,8.077,8.208,2968000.0
2017-10-28,8.204,8.249,8.077,8.208,2968000.0
2017-10-29,8.204,8.249,8.077,8.208,2968000.0
2017-10-30,8.215,8.215,7.947,7.947,4044000.0
2017-10-31,7.947,8.159,7.879,8.055,4793200.0
2017-11-01,8.096,8.137,7.93,7.969,7735600.0
2017-11-02,8.096,8.137,7.93,7.969,7735600.0
2017-11-03,7.993,8.057,7.79,7.98,7860800.0
2017-11-04,7.993,8.057,7.79,7.98,7860800.0
2017-11-05,7.993,8.057,7.79,7.98,7860800.0
2017-11-06,8.021,8.107,7.907,8.014,8397600.0
2017-11-07,7.975,8.027,7.773,7.782,6181200.0
2017-11-08,7.82,8.023,7.82,7.969,9675200.0
2017-11-09,7.995,8.012,7.844,7.995,3716400.0
2017-11-10,8.029,8.031,7.775,7.81,4457600.0
2017-11-11,8.029,8.031,7.775,7.81,4457600.0
2017-11-12,8.029,8.031,7.775,7.81,4457600.0
2017-11-13,8.066,8.098,7.708,7.857,8118000.0
2017-11-14,7.887,7.889,7.532,7.562,5776800.0
2017-11-15,7.887,7.889,7.532,7.562,5776800.0
2017-11-16,7.551,7.762,7.551,7.642,3839600.0
2017-11-17,7.599,7.872,7.599,7.777,2781600.0
2017-11-18,7.599,7.872,7.599,7.777,2781600.0
2017-11-19,7.599,7.872,7.599,7.777,2781600.0
2017-11-20,7.599,7.872,7.599,7.777,2781600.0
2017-11-21,8.012,8.152,7.846,7.861,5125200.0
2017-11-22,7.863,7.95,7.851,7.911,5480800.0
2017-11-23,7.848,7.969,7.848,7.969,1114000.0
2017-11-24,7.928,7.969,7.859,7.863,2272000.0
2017-11-25,7.928,7.969,7.859,7.863,2272000.0
2017-11-26,7.928,7.969,7.859,7.863,2272000.0
2017-11-27,7.812,7.907,7.736,7.896,3508800.0
2017-11-28,7.937,8.031,7.851,7.9,3324000.0
2017-11-29,7.885,8.001,7.807,7.872,4627600.0
2017-11-30,7.814,7.859,7.639,7.717,7248400.0
2017-12-01,7.706,7.816,7.605,7.683,2232000.0
2017-12-02,7.706,7.816,7.605,7.683,2232000.0
2017-12-03,7.706,7.816,7.605,7.683,2232000.0
2017-12-04,7.68,7.835,7.678,7.792,3889600.0
2017-12-05,7.792,7.868,7.594,7.646,2264800.0
2017-12-06,7.594,7.689,7.484,7.596,5093600.0
2017-12-07,7.586,7.644,7.347,7.644,4960000.0
2017-12-08,7.683,7.726,7.484,7.484,5219600.0
2017-12-09,7.683,7.726,7.484,7.484,5219600.0
2017-12-10,7.683,7.726,7.484,7.484,5219600.0
2017-12-11,7.497,7.631,7.422,7.586,7066400.0
2017-12-12,7.545,7.767,7.499,7.764,8882800.0
2017-12-13,8.055,8.268,7.969,8.167,13780000.0
2017-12-14,8.163,8.236,8.027,8.187,4886000.0
2017-12-15,8.156,8.4,8.126,8.4,12909200.0
2017-12-16,8.156,8.4,8.126,8.4,12909200.0
2017-12-17,8.156,8.4,8.126,8.4,12909200.0
2017-12-18,8.378,8.451,8.292,8.348,6359600.0
2017-12-19,8.335,8.467,8.307,8.419,5170000.0
2017-12-20,8.4,8.669,8.378,8.613,7164400.0
2017-12-21,8.529,8.794,8.507,8.794,5916000.0
2017-12-22,8.721,8.893,8.68,8.83,3760400.0
2017-12-23,8.721,8.893,8.68,8.83,3760400.0
2017-12-24,8.721,8.893,8.68,8.83,3760400.0
2017-12-25,8.721,8.893,8.68,8.83,3760400.0
2017-12-26,8.787,8.962,8.764,8.867,4927200.0
2017-12-27,8.83,8.908,8.826,8.874,4878800.0
2017-12-28,8.856,8.998,8.856,8.938,3751200.0
2017-12-29,8.856,8.998,8.856,8.938,3751200.0
2017-12-30,8.856,8.998,8.856,8.938,3751200.0
2017-12-31,8.856,8.998,8.856,8.938,3751200.0
2018-01-01,8.856,8.998,8.856,8.938,3751200.0
2018-01-02,9.024,9.197,8.97,9.164,3486800.0
2018-01-03,9.164,9.324,9.072,9.164,6272000.0
2018-01-04,9.179,9.326,9.113,9.143,5763200.0
2018-01-05,9.07,9.287,9.031,9.238,6156400.0
2018-01-06,9.07,9.287,9.031,9.238,6156400.0
2018-01-07,9.07,9.287,9.031,9.238,6156400.0
2018-01-08,9.218,9.238,8.996,9.158,3541600.0
2018-01-09,9.13,9.145,8.882,8.906,3802800.0
2018-01-10,8.83,8.914,8.716,8.734,5564800.0
2018-01-11,8.686,8.822,8.686,8.822,5191600.0
2018-01-12,8.787,8.981,8.734,8.981,3542000.0
2018-01-13,8.787,8.981,8.734,8.981,3542000.0
2018-01-14,8.787,8.981,8.734,8.981,3542000.0
2018-01-15,8.96,9.011,8.899,8.977,1362800.0
2018-01-16,9.003,9.024,8.779,8.779,5445600.0
2018-01-17,8.779,9.046,8.736,9.046,3394800.0
2018-01-18,9.022,9.154,8.942,9.154,3516800.0
2018-01-19,9.164,9.231,9.087,9.126,2638800.0
2018-01-20,9.164,9.231,9.087,9.126,2638800.0
2018-01-21,9.164,9.231,9.087,9.126,2638800.0
2018-01-22,9.126,9.126,9.007,9.029,1438400.0
2018-01-23,9.007,9.186,8.981,9.186,3467200.0
2018-01-24,9.197,9.679,9.197,9.52,7175600.0
2018-01-25,9.197,9.679,9.197,9.52,7175600.0
2018-01-26,9.58,9.742,9.434,9.742,5677600.0
2018-01-27,9.58,9.742,9.434,9.742,5677600.0
2018-01-28,9.58,9.742,9.434,9.742,5677600.0
2018-01-29,9.692,9.86,9.625,9.832,3493200.0
2018-01-30,9.789,9.8,9.49,9.558,2842000.0
2018-01-31,9.597,9.642,9.399,9.399,3108400.0
2018-02-01,9.382,9.662,9.369,9.477,3573600.0
2018-02-02,9.311,9.58,9.304,9.479,3883600.0
2018-02-03,9.311,9.58,9.304,9.479,3883600.0
2018-02-04,9.311,9.58,9.304,9.479,3883600.0
2018-02-05,9.453,9.645,9.231,9.401,4071600.0
2018-02-06,9.393,9.582,9.119,9.574,5258800.0
2018-02-07,9.574,9.649,9.457,9.554,3768000.0
2018-02-08,9.472,9.518,9.225,9.33,8058400.0
2018-02-09,9.22,9.369,8.968,9.352,4968400.0
2018-02-10,9.22,9.369,8.968,9.352,4968400.0
2018-02-11,9.22,9.369,8.968,9.352,4968400.0
2018-02-12,9.22,9.369,8.968,9.352,4968400.0
2018-02-13,9.22,9.369,8.968,9.352,4968400.0
2018-02-14,9.453,9.459,9.238,9.272,6862000.0
2018-02-15,9.283,9.423,9.283,9.35,2569200.0
2018-02-16,9.35,9.494,9.091,9.24,5105600.0
2018-02-17,9.35,9.494,9.091,9.24,5105600.0
2018-02-18,9.35,9.494,9.091,9.24,5105600.0
2018-02-19,9.326,9.683,9.319,9.617,7511200.0
2018-02-20,9.632,10.116,9.632,10.03,10670000.0
2018-02-21,10.03,10.414,10.03,10.295,10260400.0
2018-02-22,10.295,10.312,10.041,10.14,5305600.0
2018-02-23,10.187,10.224,9.649,9.903,9777600.0
2018-02-24,10.187,10.224,9.649,9.903,9777600.0
2018-02-25,10.187,10.224,9.649,9.903,9777600.0
2018-02-26,9.983,10.08,9.731,9.929,9109600.0
2018-02-27,9.942,9.944,9.589,9.589,6382400.0
2018-02-28,9.584,9.584,9.244,9.341,14084800.0
2018-03-01,9.294,9.606,9.242,9.539,6361200.0
2018-03-02,9.507,9.543,9.306,9.541,5050000.0
2018-03-03,9.507,9.543,9.306,9.541,5050000.0
2018-03-04,9.507,9.543,9.306,9.541,5050000.0
2018-03-05,9.524,9.539,9.341,9.453,5474000.0
2018-03-06,9.52,9.606,9.352,9.543,4498400.0
2018-03-07,9.477,9.53,9.354,9.507,4720800.0
2018-03-08,9.436,9.511,9.326,9.38,2508800.0
2018-03-09,9.358,9.774,9.328,9.722,6833200.0
2018-03-10,9.358,9.774,9.328,9.722,6833200.0
2018-03-11,9.358,9.774,9.328,9.722,6833200.0
2018-03-12,9.739,9.828,9.576,9.645,2616000.0
2018-03-13,9.666,9.735,9.326,9.326,4737600.0
2018-03-14,9.24,9.418,9.24,9.319,2470800.0
2018-03-15,9.347,9.375,9.11,9.21,3449200.0
2018-03-16,9.169,9.414,9.169,9.414,5661600.0
2018-03-17,9.169,9.414,9.169,9.414,5661600.0
2018-03-18,9.169,9.414,9.169,9.414,5661600.0
2018-03-19,9.33,9.414,9.035,9.171,4923200.0
2018-03-20,9.171,9.235,9.003,9.067,2910800.0
2018-03-21,9.123,9.259,9.067,9.212,4612800.0
2018-03-22,9.21,9.21,8.996,9.057,3787200.0
2018-03-23,8.986,9.177,8.949,9.039,2108000.0
2018-03-24,8.986,9.177,8.949,9.039,2108000.0
2018-03-25,8.986,9.177,8.949,9.039,2108000.0
2018-03-26,9.141,9.21,8.947,9.151,3321200.0
2018-03-27,9.104,9.143,8.958,8.958,2286800.0
2018-03-28,8.886,8.914,8.703,8.787,5924400.0
2018-03-29,8.768,8.96,8.768,8.94,5698000.0
2018-03-30,8.768,8.96,8.768,8.94,5698000.0
2018-03-31,8.768,8.96,8.768,8.94,5698000.0
2018-04-01,8.768,8.96,8.768,8.94,5698000.0
2018-04-02,8.942,8.942,8.695,8.753,2728800.0
2018-04-03,8.882,8.882,8.669,8.744,2415600.0
2018-04-04,8.641,8.74,8.619,8.68,3355600.0
2018-04-05,8.83,8.869,8.576,8.587,4780400.0
2018-04-06,8.583,8.639,8.411,8.525,8260800.0
2018-04-07,8.583,8.639,8.411,8.525,8260800.0
2018-04-08,8.583,8.639,8.411,8.525,8260800.0
2018-04-09,8.611,8.669,8.335,8.357,4351200.0
2018-04-10,8.43,8.507,8.275,8.38,7040400.0
2018-04-11,8.428,8.824,8.411,8.714,5011600.0
2018-04-12,8.744,8.746,8.596,8.71,3494400.0
2018-04-13,8.66,8.701,8.449,8.497,2892400.0
2018-04-14,8.66,8.701,8.449,8.497,2892400.0
2018-04-15,8.66,8.701,8.449,8.497,2892400.0
2018-04-16,8.54,8.566,8.273,8.273,3574000.0
2018-04-17,8.283,8.499,8.217,8.462,3256800.0
2018-04-18,8.467,8.533,8.331,8.331,6169200.0
2018-04-19,8.292,8.402,8.12,8.184,6916000.0
2018-04-20,8.159,8.245,8.113,8.195,4537600.0
2018-04-21,8.159,8.245,8.113,8.195,4537600.0
2018-04-22,8.159,8.245,8.113,8.195,4537600.0
2018-04-23,8.1,8.441,8.098,8.141,4268000.0
2018-04-24,8.141,8.667,8.141,8.518,9164800.0
2018-04-25,8.417,8.581,8.357,8.475,7420000.0
2018-04-26,8.486,8.684,8.423,8.684,4906400.0
2018-04-27,8.759,8.809,8.529,8.68,3310800.0
2018-04-28,8.759,8.809,8.529,8.68,3310800.0
2018-04-29,8.759,8.809,8.529,8.68,3310800.0
2018-04-30,8.615,8.656,8.533,8.568,2559600.0
2018-05-01,8.615,8.656,8.533,8.568,2559600.0
2018-05-02,8.507,8.65,8.357,8.555,4036400.0
2018-05-03,8.541,8.619,8.26,8.306,10593200.0
2018-05-04,8.244,8.302,8.065,8.151,5708000.0
2018-05-05,8.244,8.302,8.065,8.151,5708000.0
2018-05-06,8.244,8.302,8.065,8.151,5708000.0
2018-05-07,8.153,8.262,8.065,8.096,4074000.0
2018-05-08,8.173,8.382,8.091,8.187,4664800.0
2018-05-09,8.242,8.439,8.2,8.397,5609200.0
2018-05-10,8.439,8.499,8.329,8.331,8545200.0
2018-05-11,8.419,8.862,8.419,8.661,8786800.0
2018-05-12,8.419,8.862,8.419,8.661,8786800.0
2018-05-13,8.419,8.862,8.419,8.661,8786800.0
2018-05-14,8.703,8.856,8.612,8.774,7296000.0
2018-05-15,8.652,8.973,8.501,8.94,8831600.0
2018-05-16,8.874,8.973,8.707,8.854,10736800.0
2018-05-17,8.774,9.182,8.741,8.929,99829200.0
2018-05-18,8.905,8.993,8.643,8.862,12603600.0
2018-05-19,8.905,8.993,8.643,8.862,12603600.0
2018-05-20,8.905,8.993,8.643,8.862,12603600.0
2018-05-21,8.982,9.011,8.783,8.858,7259600.0
2018-05-22,8.929,9.029,8.765,8.938,5153600.0
2018-05-23,8.907,9.25,8.831,9.069,9217600.0
2018-05-24,8.885,8.969,8.769,8.9,7498000.0
2018-05-25,8.865,9.013,8.774,8.778,6390000.0
2018-05-26,8.865,9.013,8.774,8.778,6390000.0
2018-05-27,8.865,9.013,8.774,8.778,6390000.0
2018-05-28,8.619,8.663,8.271,8.304,9395600.0
2018-05-29,8.355,8.619,8.355,8.495,6124000.0
2018-05-30,8.397,8.665,8.397,8.597,7938000.0
2018-05-31,8.397,8.665,8.397,8.597,7938000.0
2018-06-01,8.752,8.951,8.455,8.519,6414800.0
2018-06-02,8.752,8.951,8.455,8.519,6414800.0
2018-06-03,8.752,8.951,8.455,8.519,6414800.0
2018-06-04,8.512,8.743,8.459,8.53,4095200.0
2018-06-05,8.488,8.654,8.415,8.484,5366400.0
2018-06-06,8.399,8.583,8.309,8.459,4876400.0
2018-06-07,8.353,8.388,7.775,8.129,13056800.0
2018-06-08,7.976,8.178,7.854,7.932,7262800.0
2018-06-09,7.976,8.178,7.854,7.932,7262800.0
2018-06-10,7.976,8.178,7.854,7.932,7262800.0
2018-06-11,7.903,8.138,7.903,8.043,5153600.0
2018-06-12,8.021,8.091,7.821,7.892,3880000.0
2018-06-13,7.899,7.974,7.719,7.901,4650000.0
2018-06-14,7.972,7.983,7.721,7.733,3613200.0
2018-06-15,7.79,7.799,7.648,7.668,10746000.0
2018-06-16,7.79,7.799,7.648,7.668,10746000.0
2018-06-17,7.79,7.799,7.648,7.668,10746000.0
2018-06-18,7.642,7.792,7.513,7.748,5472800.0
2018-06-19,7.717,7.885,7.635,7.786,6930000.0
2018-06-20,7.863,7.865,7.693,7.759,5864000.0
2018-06-21,7.673,7.852,7.673,7.755,4830000.0
2018-06-22,7.724,7.919,7.69,7.841,2362400.0
2018-06-23,7.724,7.919,7.69,7.841,2362400.0
2018-06-24,7.724,7.919,7.69,7.841,2362400.0
2018-06-25,7.846,7.983,7.772,7.894,5094400.0
2018-06-26,7.976,8.04,7.857,7.943,3345200.0
2018-06-27,7.894,7.998,7.719,7.79,6502800.0
2018-06-28,7.677,7.961,7.677,7.795,4256400.0
2018-06-29,7.854,7.954,7.719,7.795,6148000.0
2018-06-30,7.854,7.954,7.719,7.795,6148000.0
2018-07-01,7.854,7.954,7.719,7.795,6148000.0
2018-07-02,7.885,7.885,7.635,7.708,5738800.0
2018-07-03,7.755,7.865,7.67,7.808,4977600.0
2018-07-04,7.863,7.925,7.761,7.881,1091600.0
2018-07-05,7.947,7.994,7.783,7.848,4734800.0
2018-07-06,7.792,8.08,7.792,8.023,2522000.0
2018-07-07,7.792,8.08,7.792,8.023,2522000.0
2018-07-08,7.792,8.08,7.792,8.023,2522000.0
2018-07-09,7.792,8.08,7.792,8.023,2522000.0
2018-07-10,8.08,8.207,8.027,8.207,6368400.0
2018-07-11,8.242,8.242,8.089,8.1,5191600.0
2018-07-12,8.169,8.428,8.131,8.428,8309200.0
2018-07-13,8.417,8.592,8.32,8.477,5733200.0
2018-07-14,8.417,8.592,8.32,8.477,5733200.0
2018-07-15,8.417,8.592,8.32,8.477,5733200.0
2018-07-16,8.393,8.508,8.176,8.233,5544400.0
2018-07-17,8.22,8.466,8.131,8.351,5439600.0
2018-07-18,8.351,8.634,8.297,8.53,4651200.0
2018-07-19,8.464,8.508,8.266,8.402,4407600.0
2018-07-20,8.53,8.849,8.517,8.752,6338000.0
2018-07-21,8.53,8.849,8.517,8.752,6338000.0
2018-07-22,8.53,8.849,8.517,8.752,6338000.0
2018-07-23,8.625,8.714,8.384,8.422,5537600.0
2018-07-24,8.499,8.581,8.388,8.57,3149200.0
2018-07-25,8.563,8.774,8.499,8.692,3869200.0
2018-07-26,8.608,8.703,8.415,8.552,5451600.0
2018-07-27,8.552,8.634,8.47,8.597,4121600.0
2018-07-28,8.552,8.634,8.47,8.597,4121600.0
2018-07-29,8.552,8.634,8.47,8.597,4121600.0
2018-07-30,8.63,8.778,8.448,8.674,2958000.0
2018-07-31,8.437,8.519,8.125,8.169,11139600.0
2018-08-01,8.109,8.216,8.003,8.187,6637200.0
2018-08-02,8.138,8.537,8.138,8.528,4825600.0
2018-08-03,8.557,8.787,8.532,8.787,3337200.0
2018-08-04,8.557,8.787,8.532,8.787,3337200.0
2018-08-05,8.557,8.787,8.532,8.787,3337200.0
2018-08-06,8.792,8.849,8.53,8.59,3304800.0
2018-08-07,8.597,8.865,8.548,8.776,4458400.0
2018-08-08,8.796,8.847,8.712,8.752,4101600.0
2018-08-09,8.703,8.703,8.442,8.523,8526400.0
2018-08-10,8.419,8.424,7.976,8.153,6016000.0
2018-08-11,8.419,8.424,7.976,8.153,6016000.0
2018-08-12,8.419,8.424,7.976,8.153,6016000.0
2018-08-13,8.069,8.147,7.932,8.087,6120000.0
2018-08-14,8.151,8.344,8.069,8.32,3786000.0
2018-08-15,8.264,8.3,8.173,8.278,4242000.0
2018-08-16,8.247,8.335,8.127,8.233,2941200.0
2018-08-17,8.116,8.198,7.859,7.994,4023200.0
2018-08-18,8.116,8.198,7.859,7.994,4023200.0
2018-08-19,8.116,8.198,7.859,7.994,4023200.0
2018-08-20,7.916,8.147,7.896,7.998,3240400.0
2018-08-21,7.934,7.99,7.799,7.799,6100800.0
2018-08-22,7.801,8.198,7.777,8.198,7938000.0
2018-08-23,8.193,8.233,8.058,8.109,10344800.0
2018-08-24,8.045,8.167,7.883,7.983,4135600.0
2018-08-25,8.045,8.167,7.883,7.983,4135600.0
2018-08-26,8.045,8.167,7.883,7.983,4135600.0
2018-08-27,8.063,8.184,7.983,8.184,1338400.0
2018-08-28,8.111,8.114,7.916,7.93,2875200.0
2018-08-29,7.936,8.18,7.925,8.16,3074800.0
2018-08-30,8.074,8.131,7.797,7.797,3204000.0
2018-08-31,7.797,7.832,7.651,7.71,4046800.0
2018-09-01,7.797,7.832,7.651,7.71,4046800.0
2018-09-02,7.797,7.832,7.651,7.71,4046800.0
2018-09-03,7.71,7.828,7.626,7.759,2447600.0
2018-09-04,7.755,7.85,7.666,7.737,3946000.0
2018-09-05,7.69,7.69,7.518,7.569,3288400.0
2018-09-06,7.577,7.724,7.498,7.626,4286000.0
2018-09-07,7.577,7.724,7.498,7.626,4286000.0
2018-09-08,7.577,7.724,7.498,7.626,4286000.0
2018-09-09,7.577,7.724,7.498,7.626,4286000.0
2018-09-10,7.744,7.797,7.513,7.593,4491600.0
2018-09-11,7.482,7.493,7.3,7.413,3866800.0
2018-09-12,7.467,7.544,7.38,7.504,4606000.0
2018-09-13,7.493,7.513,7.312,7.345,5060000.0
2018-09-14,7.387,7.407,7.247,7.407,4662000.0
2018-09-15,7.387,7.407,7.247,7.407,4662000.0
2018-09-16,7.387,7.407,7.247,7.407,4662000.0
2018-09-17,7.407,7.429,7.207,7.382,5940000.0
2018-09-18,7.398,7.398,7.207,7.323,6165600.0
2018-09-19,7.247,7.504,7.247,7.356,4958800.0
2018-09-20,7.385,7.409,7.247,7.338,3018000.0
2018-09-21,7.336,7.533,7.318,7.325,6886800.0
2018-09-22,7.336,7.533,7.318,7.325,6886800.0
2018-09-23,7.336,7.533,7.318,7.325,6886800.0
2018-09-24,7.356,7.433,7.254,7.278,3619200.0
2018-09-25,7.23,7.374,7.145,7.289,3572400.0
2018-09-26,7.338,7.418,7.241,7.307,3573200.0
2018-09-27,7.298,7.36,7.117,7.183,4534800.0
2018-09-28,7.119,7.263,7.092,7.181,3220000.0
2018-09-29,7.119,7.263,7.092,7.181,3220000.0
2018-09-30,7.119,7.263,7.092,7.181,3220000.0
2018-10-01,7.183,7.194,6.984,7.035,3230800.0
2018-10-02,7.077,7.405,7.077,7.223,8308400.0
2018-10-03,7.378,7.715,7.285,7.363,9002800.0
2018-10-04,7.329,7.487,7.285,7.389,5727600.0
2018-10-05,7.504,7.744,7.473,7.721,9361200.0
2018-10-06,7.504,7.744,7.473,7.721,9361200.0
2018-10-07,7.504,7.744,7.473,7.721,9361200.0
2018-10-08,8.032,8.151,7.841,7.925,10156400.0
2018-10-09,7.983,7.985,7.595,7.757,8431200.0
2018-10-10,7.677,7.766,7.535,7.677,8611200.0
2018-10-11,7.797,7.81,7.524,7.584,5420400.0
2018-10-12,7.797,7.81,7.524,7.584,5420400.0
2018-10-13,7.797,7.81,7.524,7.584,5420400.0
2018-10-14,7.797,7.81,7.524,7.584,5420400.0
2018-10-15,7.427,7.555,7.356,7.433,6117200.0
2018-10-16,7.511,7.684,7.433,7.684,3859600.0
2018-10-17,7.646,7.852,7.577,7.832,6056000.0
2018-10-18,7.843,7.961,7.779,7.943,5058000.0
2018-10-19,7.912,8.355,7.896,8.309,8166400.0
2018-10-20,7.912,8.355,7.896,8.309,8166400.0
2018-10-21,7.912,8.355,7.896,8.309,8166400.0
2018-10-22,8.391,8.395,8.114,8.229,7424800.0
2018-10-23,8.131,8.419,8.027,8.331,9463600.0
2018-10-24,8.286,8.329,7.487,7.502,18741200.0
2018-10-25,7.642,7.644,7.269,7.287,15469600.0
2018-10-26,7.349,7.493,7.314,7.46,15686800.0
2018-10-27,7.349,7.493,7.314,7.46,15686800.0
2018-10-28,7.349,7.493,7.314,7.46,15686800.0
2018-10-29,7.644,7.67,7.132,7.205,9986400.0
2018-10-30,7.307,7.316,7.121,7.201,10407200.0
2018-10-31,7.267,7.305,7.052,7.145,10787600.0
2018-11-01,7.165,7.276,7.125,7.234,8836800.0
2018-11-02,7.165,7.276,7.125,7.234,8836800.0
2018-11-03,7.165,7.276,7.125,7.234,8836800.0
2018-11-04,7.165,7.276,7.125,7.234,8836800.0
