,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
2012-04-24,1366.97,1375.57,1366.82,1371.97,617978324.0
2012-04-25,1372.11,1391.37,1372.11,1390.69,641079321.0
2012-04-26,1390.64,1402.09,1387.28,1399.98,599315144.0
2012-04-27,1400.19,1406.64,1397.31,1403.36,582286828.0
2012-04-28,1400.19,1406.64,1397.31,1403.36,582286828.0
2012-04-29,1400.19,1406.64,1397.31,1403.36,582286828.0
2012-04-30,1403.26,1403.26,1394.0,1397.91,614539039.0
2012-05-01,1397.86,1415.32,1395.73,1405.82,573667396.0
2012-05-02,1405.5,1405.5,1393.92,1402.31,554809121.0
2012-05-03,1402.32,1403.07,1388.71,1391.57,589986515.0
2012-05-04,1391.51,1391.51,1367.96,1369.1,596064442.0
2012-05-05,1391.51,1391.51,1367.96,1369.1,596064442.0
2012-05-06,1391.51,1391.51,1367.96,1369.1,596064442.0
2012-05-07,1368.79,1373.91,1363.94,1369.58,586001040.0
2012-05-08,1369.16,1369.16,1347.75,1363.72,690165759.0
2012-05-09,1363.2,1363.73,1343.13,1354.58,728912431.0
2012-05-10,1354.58,1365.88,1354.58,1357.99,657005785.0
2012-05-11,1358.11,1365.66,1348.89,1353.39,627982890.0
2012-05-12,1358.11,1365.66,1348.89,1353.39,627982890.0
2012-05-13,1358.11,1365.66,1348.89,1353.39,627982890.0
2012-05-14,1351.93,1351.93,1336.61,1338.35,641538618.0
2012-05-15,1338.36,1344.94,1328.41,1330.66,665603905.0
2012-05-16,1330.78,1341.78,1324.79,1324.8,677159356.0
2012-05-17,1324.82,1326.36,1304.86,1304.86,693854102.0
2012-05-18,1305.05,1312.24,1291.98,1295.22,999102146.0
2012-05-19,1305.05,1312.24,1291.98,1295.22,999102146.0
2012-05-20,1305.05,1312.24,1291.98,1295.22,999102146.0
2012-05-21,1295.73,1316.39,1295.73,1315.99,660701790.0
2012-05-22,1316.09,1328.49,1310.04,1316.63,649988236.0
2012-05-23,1316.02,1320.71,1296.53,1318.86,710563647.0
2012-05-24,1318.72,1324.14,1310.5,1320.68,624818257.0
2012-05-25,1320.81,1324.2,1314.23,1317.82,458230525.0
2012-05-26,1320.81,1324.2,1314.23,1317.82,458230525.0
2012-05-27,1320.81,1324.2,1314.23,1317.82,458230525.0
2012-05-28,1320.81,1324.2,1314.23,1317.82,458230525.0
2012-05-29,1318.9,1334.93,1318.9,1332.42,560752820.0
2012-05-30,1331.25,1331.25,1310.76,1313.32,590658263.0
2012-05-31,1313.09,1319.74,1298.9,1310.33,951090807.0
2012-06-01,1309.87,1309.87,1277.25,1278.05,794839104.0
2012-06-02,1309.87,1309.87,1277.25,1278.05,794839104.0
2012-06-03,1309.87,1309.87,1277.25,1278.05,794839104.0
2012-06-04,1278.29,1282.55,1266.74,1278.18,647897641.0
2012-06-05,1277.82,1287.62,1274.16,1285.5,564873427.0
2012-06-06,1285.61,1315.13,1285.61,1315.13,666071408.0
2012-06-07,1316.15,1329.05,1312.68,1314.99,658585816.0
2012-06-08,1314.99,1325.81,1307.77,1325.66,539308833.0
2012-06-09,1314.99,1325.81,1307.77,1325.66,539308833.0
2012-06-10,1314.99,1325.81,1307.77,1325.66,539308833.0
2012-06-11,1325.72,1335.52,1307.73,1308.93,578636150.0
2012-06-12,1309.4,1324.31,1306.62,1324.18,586248896.0
2012-06-13,1324.02,1327.28,1310.51,1314.88,566078571.0
2012-06-14,1314.88,1333.68,1314.14,1329.1,616595829.0
2012-06-15,1329.19,1343.32,1329.19,1342.84,1149111507.0
2012-06-16,1329.19,1343.32,1329.19,1342.84,1149111507.0
2012-06-17,1329.19,1343.32,1329.19,1342.84,1149111507.0
2012-06-18,1342.42,1348.22,1334.46,1344.78,548918363.0
2012-06-19,1344.83,1363.46,1344.83,1357.98,594853935.0
2012-06-20,1358.04,1361.57,1346.45,1355.69,582090943.0
2012-06-21,1355.43,1358.27,1324.41,1325.51,687558953.0
2012-06-22,1325.92,1337.82,1325.92,1335.02,937475276.0
2012-06-23,1325.92,1337.82,1325.92,1335.02,937475276.0
2012-06-24,1325.92,1337.82,1325.92,1335.02,937475276.0
2012-06-25,1334.9,1334.9,1309.27,1313.72,605834900.0
2012-06-26,1314.09,1324.24,1310.3,1319.99,557936483.0
2012-06-27,1320.71,1334.4,1320.71,1331.85,508537809.0
2012-06-28,1331.52,1331.52,1313.29,1329.04,701561356.0
2012-06-29,1330.12,1362.17,1330.12,1362.16,862205984.0
2012-06-30,1330.12,1362.17,1330.12,1362.16,862205984.0
2012-07-01,1330.12,1362.17,1330.12,1362.16,862205984.0
2012-07-02,1362.33,1366.35,1355.7,1365.51,550391112.0
2012-07-03,1365.75,1374.81,1363.53,1374.02,340459605.0
2012-07-04,1365.75,1374.81,1363.53,1374.02,340459605.0
2012-07-05,1373.72,1373.85,1363.02,1367.58,499612001.0
2012-07-06,1367.09,1367.09,1348.03,1354.68,483174475.0
2012-07-07,1367.09,1367.09,1348.03,1354.68,483174475.0
2012-07-08,1367.09,1367.09,1348.03,1354.68,483174475.0
2012-07-09,1354.66,1354.87,1346.65,1352.46,496238941.0
2012-07-10,1352.96,1361.54,1336.27,1341.47,568883923.0
2012-07-11,1341.4,1345.0,1333.25,1341.46,606265402.0
2012-07-12,1341.29,1341.29,1325.41,1334.76,611763808.0
2012-07-13,1334.81,1357.7,1334.81,1356.78,530837257.0
2012-07-14,1334.81,1357.7,1334.81,1356.78,530837257.0
2012-07-15,1334.81,1357.7,1334.81,1356.78,530837257.0
2012-07-16,1356.5,1357.26,1348.51,1353.64,471627028.0
2012-07-17,1353.68,1365.36,1345.07,1363.67,577939420.0
2012-07-18,1363.58,1375.26,1358.96,1372.78,589123794.0
2012-07-19,1373.01,1380.39,1371.21,1376.51,643162935.0
2012-07-20,1376.51,1376.51,1362.19,1362.66,863626746.0
2012-07-21,1376.51,1376.51,1362.19,1362.66,863626746.0
2012-07-22,1376.51,1376.51,1362.19,1362.66,863626746.0
2012-07-23,1362.34,1362.34,1337.56,1350.52,602347070.0
2012-07-24,1350.52,1351.53,1329.24,1338.31,632833439.0
2012-07-25,1338.35,1343.98,1331.5,1337.89,653733649.0
2012-07-26,1338.17,1363.13,1338.17,1360.02,714242024.0
2012-07-27,1360.05,1389.19,1360.05,1385.97,751211862.0
2012-07-28,1360.05,1389.19,1360.05,1385.97,751211862.0
2012-07-29,1360.05,1389.19,1360.05,1385.97,751211862.0
2012-07-30,1385.94,1391.74,1381.37,1385.3,492528744.0
2012-07-31,1385.27,1387.16,1379.17,1379.32,679418382.0
2012-08-01,1379.32,1385.03,1373.35,1375.14,703061140.0
2012-08-02,1375.13,1375.13,1354.65,1365.0,625895096.0
2012-08-03,1365.45,1394.16,1365.45,1390.99,558787143.0
2012-08-04,1365.45,1394.16,1365.45,1390.99,558787143.0
2012-08-05,1365.45,1394.16,1365.45,1390.99,558787143.0
2012-08-06,1391.04,1399.63,1391.04,1394.23,486460084.0
2012-08-07,1394.46,1407.14,1394.46,1401.35,533384404.0
2012-08-08,1401.23,1404.14,1396.13,1402.22,472937837.0
2012-08-09,1402.26,1405.95,1398.8,1402.8,456085653.0
2012-08-10,1402.58,1405.98,1395.62,1405.87,490295586.0
2012-08-11,1402.58,1405.98,1395.62,1405.87,490295586.0
2012-08-12,1402.58,1405.98,1395.62,1405.87,490295586.0
2012-08-13,1405.87,1405.87,1397.32,1404.11,396726835.0
2012-08-14,1404.36,1410.03,1400.6,1403.93,453956438.0
2012-08-15,1403.89,1407.73,1401.83,1405.53,438823213.0
2012-08-16,1405.57,1417.44,1404.15,1415.51,521541203.0
2012-08-17,1415.84,1418.71,1414.67,1418.16,600927152.0
2012-08-18,1415.84,1418.71,1414.67,1418.16,600927152.0
2012-08-19,1415.84,1418.71,1414.67,1418.16,600927152.0
2012-08-20,1417.85,1418.13,1412.12,1418.13,443600748.0
2012-08-21,1418.13,1426.68,1410.86,1413.17,531114473.0
2012-08-22,1413.09,1416.12,1406.78,1413.49,508463353.0
2012-08-23,1413.49,1413.49,1400.5,1402.08,462197996.0
2012-08-24,1401.99,1413.46,1398.04,1411.13,432340006.0
2012-08-25,1401.99,1413.46,1398.04,1411.13,432340006.0
2012-08-26,1401.99,1413.46,1398.04,1411.13,432340006.0
2012-08-27,1411.13,1416.17,1409.11,1410.44,421847045.0
2012-08-28,1410.44,1413.63,1405.59,1409.3,410787879.0
2012-08-29,1409.32,1413.95,1406.57,1410.49,408841237.0
2012-08-30,1410.08,1410.08,1397.01,1399.48,406387490.0
2012-08-31,1400.07,1413.09,1398.96,1406.58,575151907.0
2012-09-01,1400.07,1413.09,1398.96,1406.58,575151907.0
2012-09-02,1400.07,1413.09,1398.96,1406.58,575151907.0
2012-09-03,1400.07,1413.09,1398.96,1406.58,575151907.0
2012-09-04,1406.54,1409.31,1396.56,1404.94,479796300.0
2012-09-05,1404.94,1408.81,1401.25,1403.43,485651150.0
2012-09-06,1403.74,1432.12,1403.74,1432.12,577384923.0
2012-09-07,1432.12,1437.92,1431.45,1437.92,550364754.0
2012-09-08,1432.12,1437.92,1431.45,1437.92,550364754.0
2012-09-09,1432.12,1437.92,1431.45,1437.92,550364754.0
2012-09-10,1437.92,1438.74,1428.98,1429.08,494991792.0
2012-09-11,1429.13,1437.76,1429.13,1433.57,527348696.0
2012-09-12,1433.56,1439.15,1432.99,1436.56,509502876.0
2012-09-13,1436.56,1463.76,1435.34,1459.99,617087375.0
2012-09-14,1460.07,1474.51,1460.07,1465.77,745929965.0
2012-09-15,1460.07,1474.51,1460.07,1465.77,745929965.0
2012-09-16,1460.07,1474.51,1460.07,1465.77,745929965.0
2012-09-17,1465.42,1465.63,1457.55,1461.19,525147485.0
2012-09-18,1461.19,1461.47,1456.13,1459.32,518979297.0
2012-09-19,1459.5,1465.15,1457.88,1461.05,536734501.0
2012-09-20,1461.05,1461.23,1449.98,1460.26,541019365.0
2012-09-21,1460.34,1467.07,1459.51,1460.15,1501955117.0
2012-09-22,1460.34,1467.07,1459.51,1460.15,1501955117.0
2012-09-23,1460.34,1467.07,1459.51,1460.15,1501955117.0
2012-09-24,1459.76,1460.72,1452.06,1456.89,509947957.0
2012-09-25,1456.94,1463.24,1441.59,1441.59,609070349.0
2012-09-26,1441.6,1441.6,1430.53,1433.32,545300724.0
2012-09-27,1433.36,1450.2,1433.36,1447.15,498622653.0
2012-09-28,1447.13,1447.13,1435.6,1440.67,640858594.0
2012-09-29,1447.13,1447.13,1435.6,1440.67,640858594.0
2012-09-30,1447.13,1447.13,1435.6,1440.67,640858594.0
2012-10-01,1440.9,1457.14,1440.9,1444.49,528217559.0
2012-10-02,1444.99,1451.52,1439.01,1445.75,468189248.0
2012-10-03,1446.05,1454.3,1441.99,1450.99,522672677.0
2012-10-04,1451.08,1463.14,1451.08,1461.4,510423102.0
2012-10-05,1461.4,1470.96,1456.89,1460.93,485459808.0
2012-10-06,1461.4,1470.96,1456.89,1460.93,485459808.0
2012-10-07,1461.4,1470.96,1456.89,1460.93,485459808.0
2012-10-08,1460.93,1460.93,1453.1,1455.88,359194375.0
2012-10-09,1455.9,1455.9,1441.18,1441.48,487372210.0
2012-10-10,1441.48,1442.52,1430.64,1432.56,463834221.0
2012-10-11,1432.82,1443.9,1432.82,1432.84,506534610.0
2012-10-12,1432.84,1438.43,1425.53,1428.59,523055962.0
2012-10-13,1432.84,1438.43,1425.53,1428.59,523055962.0
2012-10-14,1432.84,1438.43,1425.53,1428.59,523055962.0
2012-10-15,1428.75,1441.31,1427.24,1440.13,505754457.0
2012-10-16,1440.31,1455.51,1440.31,1454.92,502770009.0
2012-10-17,1454.22,1462.2,1453.35,1460.91,568299666.0
2012-10-18,1460.94,1464.02,1452.63,1457.34,586051966.0
2012-10-19,1457.34,1457.34,1429.85,1433.19,909848500.0
2012-10-20,1457.34,1457.34,1429.85,1433.19,909848500.0
2012-10-21,1457.34,1457.34,1429.85,1433.19,909848500.0
2012-10-22,1433.21,1435.46,1422.06,1433.82,537693528.0
2012-10-23,1433.74,1433.74,1407.56,1413.11,608605288.0
2012-10-24,1413.2,1420.04,1407.1,1408.75,561183118.0
2012-10-25,1409.74,1421.12,1405.14,1412.97,577411743.0
2012-10-26,1412.97,1417.09,1403.28,1411.94,624422851.0
2012-10-27,1412.97,1417.09,1403.28,1411.94,624422851.0
2012-10-28,1412.97,1417.09,1403.28,1411.94,624422851.0
2012-10-29,1412.97,1417.09,1403.28,1411.94,624422851.0
2012-10-30,1412.97,1417.09,1403.28,1411.94,624422851.0
2012-10-31,1410.99,1418.76,1405.95,1412.16,669957869.0
2012-11-01,1412.2,1428.35,1412.2,1427.59,616103466.0
2012-11-02,1427.59,1434.27,1412.91,1414.2,629411967.0
2012-11-03,1427.59,1434.27,1412.91,1414.2,629411967.0
2012-11-04,1427.59,1434.27,1412.91,1414.2,629411967.0
2012-11-05,1414.02,1419.9,1408.13,1417.26,485471519.0
2012-11-06,1417.26,1433.38,1417.26,1428.39,564275752.0
2012-11-07,1428.27,1428.27,1388.14,1394.53,712068605.0
2012-11-08,1394.53,1401.23,1377.51,1377.51,628285491.0
2012-11-09,1377.55,1391.39,1373.03,1379.85,595168991.0
2012-11-10,1377.55,1391.39,1373.03,1379.85,595168991.0
2012-11-11,1377.55,1391.39,1373.03,1379.85,595168991.0
2012-11-12,1379.86,1384.87,1377.19,1380.03,300848484.0
2012-11-13,1380.03,1388.81,1371.39,1374.53,575005860.0
2012-11-14,1374.64,1380.13,1352.5,1355.49,688834521.0
2012-11-15,1355.41,1360.62,1348.05,1353.33,631895705.0
2012-11-16,1353.36,1362.03,1343.35,1359.88,866366583.0
2012-11-17,1353.36,1362.03,1343.35,1359.88,866366583.0
2012-11-18,1353.36,1362.03,1343.35,1359.88,866366583.0
2012-11-19,1359.88,1386.89,1359.88,1386.89,589446562.0
2012-11-20,1386.82,1389.77,1377.04,1387.81,529088597.0
2012-11-21,1387.79,1391.25,1386.39,1391.03,408807177.0
2012-11-22,1387.79,1391.25,1386.39,1391.03,408807177.0
2012-11-23,1391.03,1409.16,1391.03,1409.15,248312171.0
2012-11-24,1391.03,1409.16,1391.03,1409.15,248312171.0
2012-11-25,1391.03,1409.16,1391.03,1409.15,248312171.0
2012-11-26,1409.15,1409.15,1397.68,1406.29,532653753.0
2012-11-27,1406.29,1409.01,1398.03,1398.94,550774475.0
2012-11-28,1398.77,1410.31,1385.43,1409.93,577114241.0
2012-11-29,1409.96,1419.7,1409.04,1415.95,531923078.0
2012-11-30,1415.95,1418.86,1411.63,1416.18,855038963.0
2012-12-01,1415.95,1418.86,1411.63,1416.18,855038963.0
2012-12-02,1415.95,1418.86,1411.63,1416.18,855038963.0
2012-12-03,1416.34,1423.73,1408.46,1409.46,540951928.0
2012-12-04,1409.46,1413.14,1403.65,1407.05,559464749.0
2012-12-05,1407.05,1415.56,1398.23,1409.28,628384399.0
2012-12-06,1409.43,1413.95,1405.93,1413.94,523123964.0
2012-12-07,1413.95,1420.34,1410.9,1418.07,487081635.0
2012-12-08,1413.95,1420.34,1410.9,1418.07,487081635.0
2012-12-09,1413.95,1420.34,1410.9,1418.07,487081635.0
2012-12-10,1418.07,1421.64,1415.64,1418.55,488123624.0
2012-12-11,1418.55,1434.27,1418.55,1427.84,590599270.0
2012-12-12,1427.84,1438.59,1426.76,1428.48,569768218.0
2012-12-13,1428.48,1431.36,1416.0,1419.45,522071756.0
2012-12-14,1419.45,1419.45,1411.88,1413.58,533732536.0
2012-12-15,1419.45,1419.45,1411.88,1413.58,533732536.0
2012-12-16,1419.45,1419.45,1411.88,1413.58,533732536.0
2012-12-17,1413.54,1430.67,1413.54,1430.36,584239262.0
2012-12-18,1430.47,1448.0,1430.47,1446.79,655620176.0
2012-12-19,1446.79,1447.75,1435.8,1435.81,576888992.0
2012-12-20,1435.81,1443.7,1432.82,1443.69,532168240.0
2012-12-21,1443.67,1443.67,1422.58,1430.15,1538060980.0
2012-12-22,1443.67,1443.67,1422.58,1430.15,1538060980.0
2012-12-23,1443.67,1443.67,1422.58,1430.15,1538060980.0
2012-12-24,1430.15,1430.15,1424.66,1426.66,227982671.0
2012-12-25,1430.15,1430.15,1424.66,1426.66,227982671.0
2012-12-26,1426.66,1429.42,1416.43,1419.83,363632127.0
2012-12-27,1419.83,1422.8,1401.8,1418.1,445660126.0
2012-12-28,1418.1,1418.1,1401.58,1402.43,411216013.0
2012-12-29,1418.1,1418.1,1401.58,1402.43,411216013.0
2012-12-30,1418.1,1418.1,1401.58,1402.43,411216013.0
2012-12-31,1402.43,1426.74,1398.11,1426.19,601105595.0
2013-01-01,1402.43,1426.74,1398.11,1426.19,601105595.0
2013-01-02,1426.19,1462.43,1426.19,1462.42,680468887.0
2013-01-03,1462.42,1465.47,1455.53,1459.37,576168377.0
2013-01-04,1459.37,1467.94,1458.99,1466.47,499318241.0
2013-01-05,1459.37,1467.94,1458.99,1466.47,499318241.0
2013-01-06,1459.37,1467.94,1458.99,1466.47,499318241.0
2013-01-07,1466.47,1466.47,1456.62,1461.89,490281855.0
2013-01-08,1461.89,1461.89,1451.64,1457.15,546030196.0
2013-01-09,1457.15,1464.73,1457.15,1461.02,507352339.0
2013-01-10,1461.02,1472.3,1461.02,1472.12,569101608.0
2013-01-11,1472.12,1472.75,1467.58,1472.05,488474710.0
2013-01-12,1472.12,1472.75,1467.58,1472.05,488474710.0
2013-01-13,1472.12,1472.75,1467.58,1472.05,488474710.0
2013-01-14,1472.05,1472.05,1465.69,1470.68,491726667.0
2013-01-15,1470.67,1473.31,1463.76,1472.34,483929754.0
2013-01-16,1472.33,1473.96,1467.6,1472.63,513146651.0
2013-01-17,1472.63,1485.16,1472.63,1480.94,604124168.0
2013-01-18,1480.95,1485.98,1475.81,1485.98,930380416.0
2013-01-19,1480.95,1485.98,1475.81,1485.98,930380416.0
2013-01-20,1480.95,1485.98,1475.81,1485.98,930380416.0
2013-01-21,1480.95,1485.98,1475.81,1485.98,930380416.0
2013-01-22,1485.98,1492.56,1481.16,1492.56,569950415.0
2013-01-23,1492.56,1496.13,1489.9,1494.81,494336364.0
2013-01-24,1494.81,1502.27,1489.46,1494.82,554969604.0
2013-01-25,1494.82,1503.26,1494.82,1502.96,570690753.0
2013-01-26,1494.82,1503.26,1494.82,1502.96,570690753.0
2013-01-27,1494.82,1503.26,1494.82,1502.96,570690753.0
2013-01-28,1502.96,1503.23,1496.33,1500.18,535161284.0
2013-01-29,1500.18,1509.35,1498.09,1507.84,607226822.0
2013-01-30,1507.84,1509.94,1500.11,1501.96,569791886.0
2013-01-31,1501.96,1504.19,1496.76,1498.11,740722934.0
2013-02-01,1498.11,1514.41,1498.11,1513.17,598682842.0
2013-02-02,1498.11,1514.41,1498.11,1513.17,598682842.0
2013-02-03,1498.11,1514.41,1498.11,1513.17,598682842.0
2013-02-04,1513.17,1513.17,1495.02,1495.71,584697137.0
2013-02-05,1495.71,1514.96,1495.71,1511.29,587275066.0
2013-02-06,1511.29,1512.53,1504.71,1512.12,556294272.0
2013-02-07,1512.12,1512.9,1498.49,1509.39,553191106.0
2013-02-08,1509.39,1518.31,1509.39,1517.93,477527355.0
2013-02-09,1509.39,1518.31,1509.39,1517.93,477527355.0
2013-02-10,1509.39,1518.31,1509.39,1517.93,477527355.0
2013-02-11,1517.93,1518.31,1513.61,1517.01,400159936.0
2013-02-12,1517.01,1522.29,1515.61,1519.43,489501408.0
2013-02-13,1519.43,1524.69,1515.93,1520.33,513566760.0
2013-02-14,1520.33,1523.14,1514.02,1521.38,533981163.0
2013-02-15,1521.38,1524.24,1514.14,1519.79,811687527.0
2013-02-16,1521.38,1524.24,1514.14,1519.79,811687527.0
2013-02-17,1521.38,1524.24,1514.14,1519.79,811687527.0
2013-02-18,1521.38,1524.24,1514.14,1519.79,811687527.0
2013-02-19,1519.79,1530.94,1519.79,1530.94,571763113.0
2013-02-20,1530.94,1530.94,1511.41,1511.95,594170837.0
2013-02-21,1511.95,1511.95,1497.29,1502.42,599309733.0
2013-02-22,1502.42,1515.64,1502.42,1515.6,515547187.0
2013-02-23,1502.42,1515.64,1502.42,1515.6,515547187.0
2013-02-24,1502.42,1515.64,1502.42,1515.6,515547187.0
2013-02-25,1515.6,1525.84,1487.85,1487.85,637253807.0
2013-02-26,1487.85,1498.99,1485.01,1496.94,579446748.0
2013-02-27,1496.94,1520.08,1494.88,1515.99,492036304.0
2013-02-28,1515.99,1525.34,1514.46,1514.68,748922962.0
2013-03-01,1514.68,1519.99,1501.48,1518.2,548455805.0
2013-03-02,1514.68,1519.99,1501.48,1518.2,548455805.0
2013-03-03,1514.68,1519.99,1501.48,1518.2,548455805.0
2013-03-04,1518.2,1525.27,1512.29,1525.2,513849650.0
2013-03-05,1525.2,1543.47,1525.2,1539.79,522751863.0
2013-03-06,1539.79,1545.25,1538.11,1541.46,502355712.0
2013-03-07,1541.46,1545.78,1541.46,1544.26,498992384.0
2013-03-08,1544.26,1552.48,1542.94,1551.18,487435920.0
2013-03-09,1544.26,1552.48,1542.94,1551.18,487435920.0
2013-03-10,1544.26,1552.48,1542.94,1551.18,487435920.0
2013-03-11,1551.15,1556.27,1547.36,1556.22,450470313.0
2013-03-12,1556.22,1556.77,1548.24,1552.48,466648301.0
2013-03-13,1552.48,1556.39,1548.25,1554.52,420973937.0
2013-03-14,1554.52,1563.32,1554.52,1563.23,504222129.0
2013-03-15,1563.21,1563.62,1555.74,1560.7,1447565361.0
2013-03-16,1563.21,1563.62,1555.74,1560.7,1447565361.0
2013-03-17,1563.21,1563.62,1555.74,1560.7,1447565361.0
2013-03-18,1560.7,1560.7,1545.13,1552.1,507141269.0
2013-03-19,1552.1,1557.25,1538.57,1548.34,544882011.0
2013-03-20,1548.34,1561.56,1548.34,1558.71,515015075.0
2013-03-21,1558.71,1558.71,1543.55,1545.8,524169403.0
2013-03-22,1545.9,1557.74,1545.9,1556.89,505786412.0
2013-03-23,1545.9,1557.74,1545.9,1556.89,505786412.0
2013-03-24,1545.9,1557.74,1545.9,1556.89,505786412.0
2013-03-25,1556.89,1564.91,1546.22,1551.69,540532328.0
2013-03-26,1551.69,1563.95,1551.69,1563.77,417852180.0
2013-03-27,1563.75,1564.07,1551.9,1562.85,418415427.0
2013-03-28,1562.86,1570.28,1561.08,1569.19,673190912.0
2013-03-29,1562.86,1570.28,1561.08,1569.19,673190912.0
2013-03-30,1562.86,1570.28,1561.08,1569.19,673190912.0
2013-03-31,1562.86,1570.28,1561.08,1569.19,673190912.0
2013-04-01,1569.18,1570.57,1558.47,1562.17,422775539.0
2013-04-02,1562.17,1573.66,1562.17,1570.25,473640304.0
2013-04-03,1570.25,1571.47,1549.8,1553.69,587850961.0
2013-04-04,1553.69,1562.6,1552.52,1559.98,481445360.0
2013-04-05,1559.98,1559.98,1539.5,1553.28,558288731.0
2013-04-06,1559.98,1559.98,1539.5,1553.28,558288731.0
2013-04-07,1559.98,1559.98,1539.5,1553.28,558288731.0
2013-04-08,1553.26,1563.07,1548.63,1563.07,455851968.0
2013-04-09,1563.11,1573.89,1560.92,1568.61,521582035.0
2013-04-10,1568.61,1589.07,1568.61,1587.73,524612441.0
2013-04-11,1587.73,1597.35,1586.17,1593.37,530718938.0
2013-04-12,1593.3,1593.3,1579.97,1588.85,538931420.0
2013-04-13,1593.3,1593.3,1579.97,1588.85,538931420.0
2013-04-14,1593.3,1593.3,1579.97,1588.85,538931420.0
2013-04-15,1588.84,1588.84,1552.28,1552.36,725229122.0
2013-04-16,1552.36,1575.35,1552.36,1574.57,572293844.0
2013-04-17,1574.57,1574.57,1543.69,1552.01,708085135.0
2013-04-18,1552.03,1554.38,1536.03,1541.61,635698205.0
2013-04-19,1541.61,1555.89,1539.4,1555.25,790566309.0
2013-04-20,1541.61,1555.89,1539.4,1555.25,790566309.0
2013-04-21,1541.61,1555.89,1539.4,1555.25,790566309.0
2013-04-22,1555.25,1565.55,1548.19,1562.5,520923470.0
2013-04-23,1562.5,1579.58,1562.5,1578.78,555077151.0
2013-04-24,1578.78,1583.0,1575.8,1578.79,574951058.0
2013-04-25,1578.93,1592.64,1578.93,1585.16,591309515.0
2013-04-26,1585.16,1585.78,1577.56,1582.24,558080299.0
2013-04-27,1585.16,1585.78,1577.56,1582.24,558080299.0
2013-04-28,1585.16,1585.78,1577.56,1582.24,558080299.0
2013-04-29,1582.34,1596.65,1582.34,1593.61,455326870.0
2013-04-30,1593.58,1597.57,1586.5,1597.57,676820593.0
2013-05-01,1597.55,1597.55,1581.28,1582.7,514984550.0
2013-05-02,1582.77,1598.6,1582.77,1597.59,464684420.0
2013-05-03,1597.6,1618.46,1597.6,1614.42,528213549.0
2013-05-04,1597.6,1618.46,1597.6,1614.42,528213549.0
2013-05-05,1597.6,1618.46,1597.6,1614.42,528213549.0
2013-05-06,1614.4,1619.77,1614.21,1617.5,477645678.0
2013-05-07,1617.55,1626.03,1616.64,1625.96,489537541.0
2013-05-08,1625.95,1632.78,1622.7,1632.69,516801473.0
2013-05-09,1632.69,1635.01,1623.09,1626.67,482900669.0
2013-05-10,1626.69,1633.7,1623.71,1633.7,475475498.0
2013-05-11,1626.69,1633.7,1623.71,1633.7,475475498.0
2013-05-12,1626.69,1633.7,1623.71,1633.7,475475498.0
2013-05-13,1632.1,1636.0,1626.74,1633.77,455174890.0
2013-05-14,1633.75,1651.1,1633.75,1650.34,529472001.0
2013-05-15,1649.13,1661.49,1646.68,1658.78,547590370.0
2013-05-16,1658.07,1660.51,1648.6,1650.47,562299313.0
2013-05-17,1652.45,1667.47,1652.45,1667.47,717787400.0
2013-05-18,1652.45,1667.47,1652.45,1667.47,717787400.0
2013-05-19,1652.45,1667.47,1652.45,1667.47,717787400.0
2013-05-20,1665.71,1672.84,1663.52,1666.29,494665958.0
2013-05-21,1666.2,1674.93,1662.67,1669.16,513919051.0
2013-05-22,1669.39,1687.18,1648.86,1655.35,683490409.0
2013-05-23,1651.62,1655.5,1635.53,1650.51,610989370.0
2013-05-24,1646.67,1649.78,1636.88,1649.6,449088368.0
2013-05-25,1646.67,1649.78,1636.88,1649.6,449088368.0
2013-05-26,1646.67,1649.78,1636.88,1649.6,449088368.0
2013-05-27,1646.67,1649.78,1636.88,1649.6,449088368.0
2013-05-28,1652.63,1674.21,1652.63,1660.06,554619716.0
2013-05-29,1656.57,1656.57,1640.05,1648.36,511999486.0
2013-05-30,1649.14,1661.91,1648.61,1654.41,525967953.0
2013-05-31,1652.13,1658.99,1630.74,1630.74,872444634.0
2013-06-01,1652.13,1658.99,1630.74,1630.74,872444634.0
2013-06-02,1652.13,1658.99,1630.74,1630.74,872444634.0
2013-06-03,1631.71,1640.42,1622.72,1640.42,614601804.0
2013-06-04,1640.73,1646.53,1623.62,1631.38,567560812.0
2013-06-05,1629.05,1629.31,1607.09,1608.9,573941069.0
2013-06-06,1609.29,1622.56,1598.23,1622.56,611811940.0
2013-06-07,1625.27,1644.4,1625.27,1643.38,588722140.0
2013-06-08,1625.27,1644.4,1625.27,1643.38,588722140.0
2013-06-09,1625.27,1644.4,1625.27,1643.38,588722140.0
2013-06-10,1644.67,1648.69,1639.26,1642.81,446790498.0
2013-06-11,1638.64,1640.13,1622.92,1626.13,494419738.0
2013-06-12,1629.94,1637.71,1610.92,1612.52,496663664.0
2013-06-13,1612.15,1639.25,1608.07,1636.36,508786048.0
2013-06-14,1635.52,1640.8,1623.96,1626.73,454660207.0
2013-06-15,1635.52,1640.8,1623.96,1626.73,454660207.0
2013-06-16,1635.52,1640.8,1623.96,1626.73,454660207.0
2013-06-17,1630.64,1646.5,1630.34,1639.04,517127371.0
2013-06-18,1639.77,1654.19,1639.77,1651.81,468885667.0
2013-06-19,1651.83,1652.45,1628.91,1628.93,564339841.0
