,PAGE LN Equity
2016-07-03,30.0784
2016-07-04,30.0784
2016-07-05,30.0784
2016-07-06,30.0784
2016-07-07,30.0784
2016-07-08,30.0784
2016-07-09,30.0784
2016-07-10,30.0784
2016-07-11,30.0784
2016-07-12,30.0784
2016-07-13,30.0784
2016-07-14,30.0784
2016-07-15,30.0784
2016-07-16,30.0784
2016-07-17,30.0784
2016-07-18,30.0784
2016-07-19,30.0784
2016-07-20,30.0784
2016-07-21,30.0784
2016-07-22,30.0784
2016-07-23,30.0784
2016-07-24,30.0784
2016-07-25,30.0784
2016-07-26,30.0784
2016-07-27,30.0784
2016-07-28,30.0784
2016-07-29,30.0784
2016-07-30,30.0784
2016-07-31,30.0784
2016-08-01,30.0784
2016-08-02,30.0784
2016-08-03,30.0784
2016-08-04,30.0784
2016-08-05,30.0784
2016-08-06,30.0784
2016-08-07,30.0784
2016-08-08,30.0784
2016-08-09,30.0784
2016-08-10,30.0784
2016-08-11,30.0784
2016-08-12,30.0784
2016-08-13,30.0784
2016-08-14,30.0784
2016-08-15,30.0784
2016-08-16,30.0784
2016-08-17,30.0784
2016-08-18,30.0784
2016-08-19,30.0784
2016-08-20,30.0784
2016-08-21,30.0784
2016-08-22,30.0784
2016-08-23,30.0784
2016-08-24,30.0784
2016-08-25,30.0784
2016-08-26,30.0784
2016-08-27,30.0784
2016-08-28,30.0784
2016-08-29,30.0784
2016-08-30,30.0784
2016-08-31,30.0784
2016-09-01,30.0784
2016-09-02,30.0784
2016-09-03,30.0784
2016-09-04,30.0784
2016-09-05,30.0784
2016-09-06,30.0784
2016-09-07,30.0784
2016-09-08,30.0784
2016-09-09,30.0784
2016-09-10,30.0784
2016-09-11,30.0784
2016-09-12,30.0784
2016-09-13,30.0784
2016-09-14,30.0784
2016-09-15,30.0784
2016-09-16,30.0784
2016-09-17,30.0784
2016-09-18,30.0784
2016-09-19,30.0784
2016-09-20,30.0784
2016-09-21,30.0784
2016-09-22,30.0784
2016-09-23,30.0784
2016-09-24,30.0784
2016-09-25,30.0784
2016-09-26,30.0784
2016-09-27,30.0784
2016-09-28,30.0784
2016-09-29,30.0784
2016-09-30,30.0784
2016-10-01,30.0784
2016-10-02,30.0784
2016-10-03,30.0784
2016-10-04,30.0784
2016-10-05,30.0784
2016-10-06,30.0784
2016-10-07,30.0784
2016-10-08,30.0784
2016-10-09,30.0784
2016-10-10,30.0784
2016-10-11,30.0784
2016-10-12,30.0784
2016-10-13,30.0784
2016-10-14,30.0784
2016-10-15,30.0784
2016-10-16,30.0784
2016-10-17,30.0784
2016-10-18,30.0784
2016-10-19,30.0784
2016-10-20,30.0784
2016-10-21,30.0784
2016-10-22,30.0784
2016-10-23,30.0784
2016-10-24,30.0784
2016-10-25,30.0784
2016-10-26,30.0784
2016-10-27,30.0784
2016-10-28,30.0784
2016-10-29,30.0784
2016-10-30,30.0784
2016-10-31,30.0784
2016-11-01,30.0784
2016-11-02,30.0784
2016-11-03,30.0784
2016-11-04,30.0784
2016-11-05,30.0784
2016-11-06,30.0784
2016-11-07,30.0784
2016-11-08,30.0784
2016-11-09,30.0784
2016-11-10,30.0784
2016-11-11,30.0784
2016-11-12,30.0784
2016-11-13,30.0784
2016-11-14,30.0784
2016-11-15,30.0784
2016-11-16,30.0784
2016-11-17,30.0784
2016-11-18,30.0784
2016-11-19,30.0784
2016-11-20,30.0784
2016-11-21,30.0784
2016-11-22,30.0784
2016-11-23,30.0784
2016-11-24,30.0784
2016-11-25,30.0784
2016-11-26,30.0784
2016-11-27,30.0784
2016-11-28,30.0784
2016-11-29,30.0784
2016-11-30,30.0784
2016-12-01,30.0784
2016-12-02,30.0784
2016-12-03,30.0784
2016-12-04,30.0784
2016-12-05,30.0784
2016-12-06,30.0784
2016-12-07,30.0784
2016-12-08,30.0784
2016-12-09,30.0784
2016-12-10,30.0784
2016-12-11,30.0784
2016-12-12,30.0784
2016-12-13,30.0784
2016-12-14,30.0784
2016-12-15,30.0784
2016-12-16,30.0784
2016-12-17,30.0784
2016-12-18,30.0784
2016-12-19,30.0784
2016-12-20,30.0784
2016-12-21,30.0784
2016-12-22,30.0784
2016-12-23,30.0784
2016-12-24,30.0784
2016-12-25,30.0784
2016-12-26,30.0784
2016-12-27,30.0784
2016-12-28,30.0784
2016-12-29,30.0784
2016-12-30,30.0784
2016-12-31,30.7892
2017-01-01,30.7892
2017-01-02,30.7892
2017-01-03,30.7892
2017-01-04,30.7892
2017-01-05,30.7892
2017-01-06,30.7892
2017-01-07,30.7892
2017-01-08,30.7892
2017-01-09,30.7892
2017-01-10,30.7892
2017-01-11,30.7892
2017-01-12,30.7892
2017-01-13,30.7892
2017-01-14,30.7892
2017-01-15,30.7892
2017-01-16,30.7892
2017-01-17,30.7892
2017-01-18,30.7892
2017-01-19,30.7892
2017-01-20,30.7892
2017-01-21,30.7892
2017-01-22,30.7892
2017-01-23,30.7892
2017-01-24,30.7892
2017-01-25,30.7892
2017-01-26,30.7892
2017-01-27,30.7892
2017-01-28,30.7892
2017-01-29,30.7892
2017-01-30,30.7892
2017-01-31,30.7892
2017-02-01,30.7892
2017-02-02,30.7892
2017-02-03,30.7892
2017-02-04,30.7892
2017-02-05,30.7892
2017-02-06,30.7892
2017-02-07,30.7892
2017-02-08,30.7892
2017-02-09,30.7892
2017-02-10,30.7892
2017-02-11,30.7892
2017-02-12,30.7892
2017-02-13,30.7892
2017-02-14,30.7892
2017-02-15,30.7892
2017-02-16,30.7892
2017-02-17,30.7892
2017-02-18,30.7892
2017-02-19,30.7892
2017-02-20,30.7892
2017-02-21,30.7892
2017-02-22,30.7892
2017-02-23,30.7892
2017-02-24,30.7892
2017-02-25,30.7892
2017-02-26,30.7892
2017-02-27,30.7892
2017-02-28,30.7892
2017-03-01,30.7892
2017-03-02,30.7892
2017-03-03,30.7892
2017-03-04,30.7892
2017-03-05,30.7892
2017-03-06,30.7892
2017-03-07,30.7892
2017-03-08,30.7892
2017-03-09,30.7892
2017-03-10,30.7892
2017-03-11,30.7892
2017-03-12,30.7892
2017-03-13,30.7892
2017-03-14,30.7892
2017-03-15,30.7892
2017-03-16,30.7892
2017-03-17,30.7892
2017-03-18,30.7892
2017-03-19,30.7892
2017-03-20,30.7892
2017-03-21,30.7892
2017-03-22,30.7892
2017-03-23,30.7892
2017-03-24,30.7892
2017-03-25,30.7892
2017-03-26,30.7892
2017-03-27,30.7892
2017-03-28,30.7892
2017-03-29,30.7892
2017-03-30,30.7892
2017-03-31,30.7892
2017-04-01,30.7892
2017-04-02,30.7892
2017-04-03,30.7892
2017-04-04,30.7892
2017-04-05,30.7892
2017-04-06,30.7892
2017-04-07,30.7892
2017-04-08,30.7892
2017-04-09,30.7892
2017-04-10,30.7892
2017-04-11,30.7892
2017-04-12,30.7892
2017-04-13,30.7892
2017-04-14,30.7892
2017-04-15,30.7892
2017-04-16,30.7892
2017-04-17,30.7892
2017-04-18,30.7892
2017-04-19,30.7892
2017-04-20,30.7892
2017-04-21,30.7892
2017-04-22,30.7892
2017-04-23,30.7892
2017-04-24,30.7892
2017-04-25,30.7892
2017-04-26,30.7892
2017-04-27,30.7892
2017-04-28,30.7892
2017-04-29,30.7892
2017-04-30,30.7892
2017-05-01,30.7892
2017-05-02,30.7892
2017-05-03,30.7892
2017-05-04,30.7892
2017-05-05,30.7892
2017-05-06,30.7892
2017-05-07,30.7892
2017-05-08,30.7892
2017-05-09,30.7892
2017-05-10,30.7892
2017-05-11,30.7892
2017-05-12,30.7892
2017-05-13,30.7892
2017-05-14,30.7892
2017-05-15,30.7892
2017-05-16,30.7892
2017-05-17,30.7892
2017-05-18,30.7892
2017-05-19,30.7892
2017-05-20,30.7892
2017-05-21,30.7892
2017-05-22,30.7892
2017-05-23,30.7892
2017-05-24,30.7892
2017-05-25,30.7892
2017-05-26,30.7892
2017-05-27,30.7892
2017-05-28,30.7892
2017-05-29,30.7892
2017-05-30,30.7892
2017-05-31,30.7892
2017-06-01,30.7892
2017-06-02,30.7892
2017-06-03,30.7892
2017-06-04,30.7892
2017-06-05,30.7892
2017-06-06,30.7892
2017-06-07,30.7892
2017-06-08,30.7892
2017-06-09,30.7892
2017-06-10,30.7892
2017-06-11,30.7892
2017-06-12,30.7892
2017-06-13,30.7892
2017-06-14,30.7892
2017-06-15,30.7892
2017-06-16,30.7892
2017-06-17,30.7892
2017-06-18,30.7892
2017-06-19,30.7892
2017-06-20,30.7892
2017-06-21,30.7892
2017-06-22,30.7892
2017-06-23,30.7892
2017-06-24,30.7892
2017-06-25,30.7892
2017-06-26,30.7892
2017-06-27,30.7892
2017-06-28,30.7892
2017-06-29,30.7892
2017-06-30,31.3604
2017-07-01,31.3604
2017-07-02,31.3604
2017-07-03,31.3604
2017-07-04,31.3604
2017-07-05,31.3604
2017-07-06,31.3604
2017-07-07,31.3604
2017-07-08,31.3604
2017-07-09,31.3604
2017-07-10,31.3604
2017-07-11,31.3604
2017-07-12,31.3604
2017-07-13,31.3604
2017-07-14,31.3604
2017-07-15,31.3604
2017-07-16,31.3604
2017-07-17,31.3604
2017-07-18,31.3604
2017-07-19,31.3604
2017-07-20,31.3604
2017-07-21,31.3604
2017-07-22,31.3604
2017-07-23,31.3604
2017-07-24,31.3604
2017-07-25,31.3604
2017-07-26,31.3604
2017-07-27,31.3604
2017-07-28,31.3604
2017-07-29,31.3604
2017-07-30,31.3604
2017-07-31,31.3604
2017-08-01,31.3604
2017-08-02,31.3604
2017-08-03,31.3604
2017-08-04,31.3604
2017-08-05,31.3604
2017-08-06,31.3604
2017-08-07,31.3604
2017-08-08,31.3604
2017-08-09,31.3604
2017-08-10,31.3604
2017-08-11,31.3604
2017-08-12,31.3604
2017-08-13,31.3604
2017-08-14,31.3604
2017-08-15,31.3604
2017-08-16,31.3604
2017-08-17,31.3604
2017-08-18,31.3604
2017-08-19,31.3604
2017-08-20,31.3604
2017-08-21,31.3604
2017-08-22,31.3604
2017-08-23,31.3604
2017-08-24,31.3604
2017-08-25,31.3604
2017-08-26,31.3604
2017-08-27,31.3604
2017-08-28,31.3604
2017-08-29,31.3604
2017-08-30,31.3604
2017-08-31,31.3604
2017-09-01,31.3604
2017-09-02,31.3604
2017-09-03,31.3604
2017-09-04,31.3604
2017-09-05,31.3604
2017-09-06,31.3604
2017-09-07,31.3604
2017-09-08,31.3604
2017-09-09,31.3604
2017-09-10,31.3604
2017-09-11,31.3604
2017-09-12,31.3604
2017-09-13,31.3604
2017-09-14,31.3604
2017-09-15,31.3604
2017-09-16,31.3604
2017-09-17,31.3604
2017-09-18,31.3604
2017-09-19,31.3604
2017-09-20,31.3604
2017-09-21,31.3604
2017-09-22,31.3604
2017-09-23,31.3604
2017-09-24,31.3604
2017-09-25,31.3604
2017-09-26,31.3604
2017-09-27,31.3604
2017-09-28,31.3604
2017-09-29,31.3604
2017-09-30,31.3604
2017-10-01,31.3604
2017-10-02,31.3604
2017-10-03,31.3604
2017-10-04,31.3604
2017-10-05,31.3604
2017-10-06,31.3604
2017-10-07,31.3604
2017-10-08,31.3604
2017-10-09,31.3604
2017-10-10,31.3604
2017-10-11,31.3604
2017-10-12,31.3604
2017-10-13,31.3604
2017-10-14,31.3604
2017-10-15,31.3604
2017-10-16,31.3604
2017-10-17,31.3604
2017-10-18,31.3604
2017-10-19,31.3604
2017-10-20,31.3604
2017-10-21,31.3604
2017-10-22,31.3604
2017-10-23,31.3604
2017-10-24,31.3604
2017-10-25,31.3604
2017-10-26,31.3604
2017-10-27,31.3604
2017-10-28,31.3604
2017-10-29,31.3604
2017-10-30,31.3604
2017-10-31,31.3604
2017-11-01,31.3604
2017-11-02,31.3604
2017-11-03,31.3604
2017-11-04,31.3604
2017-11-05,31.3604
2017-11-06,31.3604
2017-11-07,31.3604
2017-11-08,31.3604
2017-11-09,31.3604
2017-11-10,31.3604
2017-11-11,31.3604
2017-11-12,31.3604
2017-11-13,31.3604
2017-11-14,31.3604
2017-11-15,31.3604
2017-11-16,31.3604
2017-11-17,31.3604
2017-11-18,31.3604
2017-11-19,31.3604
2017-11-20,31.3604
2017-11-21,31.3604
2017-11-22,31.3604
2017-11-23,31.3604
2017-11-24,31.3604
2017-11-25,31.3604
2017-11-26,31.3604
2017-11-27,31.3604
2017-11-28,31.3604
2017-11-29,31.3604
2017-11-30,31.3604
2017-12-01,31.3604
2017-12-02,31.3604
2017-12-03,31.3604
2017-12-04,31.3604
2017-12-05,31.3604
2017-12-06,31.3604
2017-12-07,31.3604
2017-12-08,31.3604
2017-12-09,31.3604
2017-12-10,31.3604
2017-12-11,31.3604
2017-12-12,31.3604
2017-12-13,31.3604
2017-12-14,31.3604
2017-12-15,31.3604
2017-12-16,31.3604
2017-12-17,31.3604
2017-12-18,31.3604
2017-12-19,31.3604
2017-12-20,31.3604
2017-12-21,31.3604
2017-12-22,31.3604
2017-12-23,31.3604
2017-12-24,31.3604
2017-12-25,31.3604
2017-12-26,31.3604
2017-12-27,31.3604
2017-12-28,31.3604
2017-12-29,31.3604
2017-12-30,31.3604
2017-12-31,32.163
2018-01-01,32.163
2018-01-02,32.163
2018-01-03,32.163
2018-01-04,32.163
2018-01-05,32.163
2018-01-06,32.163
2018-01-07,32.163
2018-01-08,32.163
2018-01-09,32.163
2018-01-10,32.163
2018-01-11,32.163
2018-01-12,32.163
2018-01-13,32.163
2018-01-14,32.163
2018-01-15,32.163
2018-01-16,32.163
2018-01-17,32.163
2018-01-18,32.163
2018-01-19,32.163
2018-01-20,32.163
2018-01-21,32.163
2018-01-22,32.163
2018-01-23,32.163
2018-01-24,32.163
2018-01-25,32.163
2018-01-26,32.163
2018-01-27,32.163
2018-01-28,32.163
2018-01-29,32.163
2018-01-30,32.163
2018-01-31,32.163
2018-02-01,32.163
2018-02-02,32.163
2018-02-03,32.163
2018-02-04,32.163
2018-02-05,32.163
2018-02-06,32.163
2018-02-07,32.163
2018-02-08,32.163
2018-02-09,32.163
2018-02-10,32.163
2018-02-11,32.163
2018-02-12,32.163
2018-02-13,32.163
2018-02-14,32.163
2018-02-15,32.163
2018-02-16,32.163
2018-02-17,32.163
2018-02-18,32.163
2018-02-19,32.163
2018-02-20,32.163
2018-02-21,32.163
2018-02-22,32.163
2018-02-23,32.163
2018-02-24,32.163
2018-02-25,32.163
2018-02-26,32.163
2018-02-27,32.163
2018-02-28,32.163
2018-03-01,32.163
2018-03-02,32.163
2018-03-03,32.163
2018-03-04,32.163
2018-03-05,32.163
2018-03-06,32.163
2018-03-07,32.163
2018-03-08,32.163
2018-03-09,32.163
2018-03-10,32.163
2018-03-11,32.163
2018-03-12,32.163
2018-03-13,32.163
2018-03-14,32.163
2018-03-15,32.163
2018-03-16,32.163
2018-03-17,32.163
2018-03-18,32.163
2018-03-19,32.163
2018-03-20,32.163
2018-03-21,32.163
2018-03-22,32.163
2018-03-23,32.163
2018-03-24,32.163
2018-03-25,32.163
2018-03-26,32.163
2018-03-27,32.163
2018-03-28,32.163
2018-03-29,32.163
2018-03-30,32.163
2018-03-31,32.163
2018-04-01,32.163
2018-04-02,32.163
2018-04-03,32.163
2018-04-04,32.163
2018-04-05,32.163
2018-04-06,32.163
2018-04-07,32.163
2018-04-08,32.163
2018-04-09,32.163
2018-04-10,32.163
2018-04-11,32.163
2018-04-12,32.163
2018-04-13,32.163
2018-04-14,32.163
2018-04-15,32.163
2018-04-16,32.163
2018-04-17,32.163
2018-04-18,32.163
2018-04-19,32.163
2018-04-20,32.163
2018-04-21,32.163
2018-04-22,32.163
2018-04-23,32.163
2018-04-24,32.163
2018-04-25,32.163
2018-04-26,32.163
2018-04-27,32.163
2018-04-28,32.163
2018-04-29,32.163
2018-04-30,32.163
2018-05-01,32.163
2018-05-02,32.163
2018-05-03,32.163
2018-05-04,32.163
2018-05-05,32.163
2018-05-06,32.163
2018-05-07,32.163
2018-05-08,32.163
2018-05-09,32.163
2018-05-10,32.163
2018-05-11,32.163
2018-05-12,32.163
2018-05-13,32.163
2018-05-14,32.163
2018-05-15,32.163
2018-05-16,32.163
2018-05-17,32.163
2018-05-18,32.163
2018-05-19,32.163
2018-05-20,32.163
2018-05-21,32.163
2018-05-22,32.163
2018-05-23,32.163
2018-05-24,32.163
2018-05-25,32.163
2018-05-26,32.163
2018-05-27,32.163
2018-05-28,32.163
2018-05-29,32.163
2018-05-30,32.163
2018-05-31,32.163
2018-06-01,32.163
2018-06-02,32.163
2018-06-03,32.163
2018-06-04,32.163
2018-06-05,32.163
2018-06-06,32.163
2018-06-07,32.163
2018-06-08,32.163
2018-06-09,32.163
2018-06-10,32.163
2018-06-11,32.163
2018-06-12,32.163
2018-06-13,32.163
2018-06-14,32.163
2018-06-15,32.163
2018-06-16,32.163
2018-06-17,32.163
2018-06-18,32.163
2018-06-19,32.163
2018-06-20,32.163
2018-06-21,32.163
2018-06-22,32.163
2018-06-23,32.163
2018-06-24,32.163
2018-06-25,32.163
2018-06-26,32.163
2018-06-27,32.163
2018-06-28,32.163
2018-06-29,32.163
2018-06-30,31.9043
2018-07-01,31.9043
2018-07-02,31.9043
2018-07-03,31.9043
2018-07-04,31.9043
2018-07-05,31.9043
2018-07-06,31.9043
2018-07-07,31.9043
2018-07-08,31.9043
2018-07-09,31.9043
2018-07-10,31.9043
2018-07-11,31.9043
2018-07-12,31.9043
2018-07-13,31.9043
2018-07-14,31.9043
2018-07-15,31.9043
2018-07-16,31.9043
2018-07-17,31.9043
2018-07-18,31.9043
2018-07-19,31.9043
2018-07-20,31.9043
2018-07-21,31.9043
2018-07-22,31.9043
2018-07-23,31.9043
2018-07-24,31.9043
2018-07-25,31.9043
2018-07-26,31.9043
2018-07-27,31.9043
2018-07-28,31.9043
2018-07-29,31.9043
2018-07-30,31.9043
2018-07-31,31.9043
2018-08-01,31.9043
2018-08-02,31.9043
2018-08-03,31.9043
2018-08-04,31.9043
2018-08-05,31.9043
2018-08-06,31.9043
2018-08-07,31.9043
2018-08-08,31.9043
2018-08-09,31.9043
2018-08-10,31.9043
2018-08-11,31.9043
2018-08-12,31.9043
2018-08-13,31.9043
2018-08-14,31.9043
2018-08-15,31.9043
2018-08-16,31.9043
2018-08-17,31.9043
2018-08-18,31.9043
2018-08-19,31.9043
2018-08-20,31.9043
2018-08-21,31.9043
2018-08-22,31.9043
2018-08-23,31.9043
2018-08-24,31.9043
2018-08-25,31.9043
2018-08-26,31.9043
2018-08-27,31.9043
2018-08-28,31.9043
2018-08-29,31.9043
2018-08-30,31.9043
2018-08-31,31.9043
2018-09-01,31.9043
2018-09-02,31.9043
2018-09-03,31.9043
2018-09-04,31.9043
2018-09-05,31.9043
2018-09-06,31.9043
2018-09-07,31.9043
2018-09-08,31.9043
2018-09-09,31.9043
2018-09-10,31.9043
2018-09-11,31.9043
2018-09-12,31.9043
2018-09-13,31.9043
2018-09-14,31.9043
2018-09-15,31.9043
2018-09-16,31.9043
2018-09-17,31.9043
2018-09-18,31.9043
2018-09-19,31.9043
2018-09-20,31.9043
2018-09-21,31.9043
2018-09-22,31.9043
2018-09-23,31.9043
2018-09-24,31.9043
2018-09-25,31.9043
2018-09-26,31.9043
2018-09-27,31.9043
2018-09-28,31.9043
2018-09-29,31.9043
2018-09-30,31.9043
2018-10-01,31.9043
2018-10-02,31.9043
2018-10-03,31.9043
2018-10-04,31.9043
2018-10-05,31.9043
2018-10-06,31.9043
2018-10-07,31.9043
2018-10-08,31.9043
2018-10-09,31.9043
2018-10-10,31.9043
2018-10-11,31.9043
2018-10-12,31.9043
2018-10-13,31.9043
2018-10-14,31.9043
2018-10-15,31.9043
2018-10-16,31.9043
2018-10-17,31.9043
2018-10-18,31.9043
2018-10-19,31.9043
2018-10-20,31.9043
2018-10-21,31.9043
2018-10-22,31.9043
2018-10-23,31.9043
2018-10-24,31.9043
2018-10-25,31.9043
2018-10-26,31.9043
2018-10-27,31.9043
2018-10-28,31.9043
2018-10-29,31.9043
2018-10-30,31.9043
2018-10-31,31.9043
2018-11-01,31.9043
2018-11-02,31.9043
2018-11-03,31.9043
2018-11-04,31.9043
2018-11-05,31.9043
2018-11-06,31.9043
2018-11-07,31.9043
2018-11-08,31.9043
2018-11-09,31.9043
2018-11-10,31.9043
2018-11-11,31.9043
2018-11-12,31.9043
2018-11-13,31.9043
2018-11-14,31.9043
2018-11-15,31.9043
2018-11-16,31.9043
2018-11-17,31.9043
2018-11-18,31.9043
2018-11-19,31.9043
2018-11-20,31.9043
2018-11-21,31.9043
2018-11-22,31.9043
2018-11-23,31.9043
2018-11-24,31.9043
2018-11-25,31.9043
2018-11-26,31.9043
2018-11-27,31.9043
2018-11-28,31.9043
2018-11-29,31.9043
2018-11-30,31.9043
2018-12-01,31.9043
2018-12-02,31.9043
2018-12-03,31.9043
2018-12-04,31.9043
2018-12-05,31.9043
2018-12-06,31.9043
2018-12-07,31.9043
2018-12-08,31.9043
2018-12-09,31.9043
2018-12-10,31.9043
2018-12-11,31.9043
2018-12-12,31.9043
2018-12-13,31.9043
2018-12-14,31.9043
2018-12-15,31.9043
2018-12-16,31.9043
2018-12-17,31.9043
2018-12-18,31.9043
2018-12-19,31.9043
2018-12-20,31.9043
2018-12-21,31.9043
2018-12-22,31.9043
2018-12-23,31.9043
2018-12-24,31.9043
2018-12-25,31.9043
2018-12-26,31.9043
2018-12-27,31.9043
2018-12-28,31.9043
2018-12-29,31.9043
2018-12-30,31.9043
2018-12-31,35.2349
2019-01-01,35.2349
2019-01-02,35.2349
2019-01-03,35.2349
2019-01-04,35.2349
2019-01-05,35.2349
2019-01-06,35.2349
2019-01-07,35.2349
2019-01-08,35.2349
2019-01-09,35.2349
2019-01-10,35.2349
2019-01-11,35.2349
2019-01-12,35.2349
2019-01-13,35.2349
2019-01-14,35.2349
2019-01-15,35.2349
2019-01-16,35.2349
2019-01-17,35.2349
2019-01-18,35.2349
2019-01-19,35.2349
2019-01-20,35.2349
2019-01-21,35.2349
2019-01-22,35.2349
2019-01-23,35.2349
2019-01-24,35.2349
2019-01-25,35.2349
2019-01-26,35.2349
2019-01-27,35.2349
2019-01-28,35.2349
2019-01-29,35.2349
2019-01-30,35.2349
2019-01-31,35.2349
2019-02-01,35.2349
2019-02-02,35.2349
2019-02-03,35.2349
2019-02-04,35.2349
2019-02-05,35.2349
2019-02-06,35.2349
2019-02-07,35.2349
2019-02-08,35.2349
2019-02-09,35.2349
2019-02-10,35.2349
2019-02-11,35.2349
2019-02-12,35.2349
2019-02-13,35.2349
2019-02-14,35.2349
2019-02-15,35.2349
2019-02-16,35.2349
2019-02-17,35.2349
2019-02-18,35.2349
2019-02-19,35.2349
2019-02-20,35.2349
2019-02-21,35.2349
2019-02-22,35.2349
2019-02-23,35.2349
2019-02-24,35.2349
2019-02-25,35.2349
2019-02-26,35.2349
2019-02-27,35.2349
2019-02-28,35.2349
2019-03-01,35.2349
2019-03-02,35.2349
2019-03-03,35.2349
2019-03-04,35.2349
2019-03-05,35.2349
2019-03-06,35.2349
2019-03-07,35.2349
2019-03-08,35.2349
2019-03-09,35.2349
2019-03-10,35.2349
2019-03-11,35.2349
2019-03-12,35.2349
2019-03-13,35.2349
2019-03-14,35.2349
2019-03-15,35.2349
2019-03-16,35.2349
2019-03-17,35.2349
2019-03-18,35.2349
2019-03-19,35.2349
2019-03-20,35.2349
2019-03-21,35.2349
2019-03-22,35.2349
2019-03-23,35.2349
2019-03-24,35.2349
2019-03-25,35.2349
2019-03-26,35.2349
2019-03-27,35.2349
2019-03-28,35.2349
2019-03-29,35.2349
2019-03-30,35.2349
2019-03-31,35.2349
2019-04-01,35.2349
2019-04-02,35.2349
2019-04-03,35.2349
2019-04-04,35.2349
2019-04-05,35.2349
2019-04-06,35.2349
2019-04-07,35.2349
2019-04-08,35.2349
2019-04-09,35.2349
2019-04-10,35.2349
2019-04-11,35.2349
2019-04-12,35.2349
2019-04-13,35.2349
2019-04-14,35.2349
2019-04-15,35.2349
2019-04-16,35.2349
2019-04-17,35.2349
2019-04-18,35.2349
2019-04-19,35.2349
2019-04-20,35.2349
2019-04-21,35.2349
2019-04-22,35.2349
2019-04-23,35.2349
2019-04-24,35.2349
2019-04-25,35.2349
2019-04-26,35.2349
2019-04-27,35.2349
2019-04-28,35.2349
2019-04-29,35.2349
2019-04-30,35.2349
2019-05-01,35.2349
2019-05-02,35.2349
2019-05-03,35.2349
2019-05-04,35.2349
2019-05-05,35.2349
2019-05-06,35.2349
2019-05-07,35.2349
2019-05-08,35.2349
2019-05-09,35.2349
2019-05-10,35.2349
2019-05-11,35.2349
2019-05-12,35.2349
2019-05-13,35.2349
2019-05-14,35.2349
2019-05-15,35.2349
2019-05-16,35.2349
2019-05-17,35.2349
2019-05-18,35.2349
2019-05-19,35.2349
2019-05-20,35.2349
2019-05-21,35.2349
2019-05-22,35.2349
2019-05-23,35.2349
2019-05-24,35.2349
2019-05-25,35.2349
2019-05-26,35.2349
2019-05-27,35.2349
2019-05-28,35.2349
2019-05-29,35.2349
2019-05-30,35.2349
2019-05-31,35.2349
2019-06-01,35.2349
2019-06-02,35.2349
2019-06-03,35.2349
2019-06-04,35.2349
2019-06-05,35.2349
2019-06-06,35.2349
2019-06-07,35.2349
2019-06-08,35.2349
2019-06-09,35.2349
2019-06-10,35.2349
2019-06-11,35.2349
2019-06-12,35.2349
2019-06-13,35.2349
2019-06-14,35.2349
2019-06-15,35.2349
2019-06-16,35.2349
2019-06-17,35.2349
2019-06-18,35.2349
2019-06-19,35.2349
2019-06-20,35.2349
2019-06-21,35.2349
2019-06-22,35.2349
2019-06-23,35.2349
2019-06-24,35.2349
2019-06-25,35.2349
2019-06-26,35.2349
2019-06-27,35.2349
2019-06-28,35.2349
2019-06-29,35.2349
2019-06-30,33.0646
2019-07-01,33.0646
2019-07-02,33.0646
2019-07-03,33.0646
2019-07-04,33.0646
2019-07-05,33.0646
2019-07-06,33.0646
2019-07-07,33.0646
2019-07-08,33.0646
2019-07-09,33.0646
2019-07-10,33.0646
2019-07-11,33.0646
2019-07-12,33.0646
2019-07-13,33.0646
2019-07-14,33.0646
2019-07-15,33.0646
2019-07-16,33.0646
2019-07-17,33.0646
2019-07-18,33.0646
2019-07-19,33.0646
2019-07-20,33.0646
2019-07-21,33.0646
2019-07-22,33.0646
2019-07-23,33.0646
2019-07-24,33.0646
2019-07-25,33.0646
2019-07-26,33.0646
2019-07-27,33.0646
2019-07-28,33.0646
2019-07-29,33.0646
2019-07-30,33.0646
2019-07-31,33.0646
2019-08-01,33.0646
2019-08-02,33.0646
2019-08-03,33.0646
2019-08-04,33.0646
2019-08-05,33.0646
2019-08-06,33.0646
2019-08-07,33.0646
2019-08-08,33.0646
2019-08-09,33.0646
2019-08-10,33.0646
2019-08-11,33.0646
2019-08-12,33.0646
2019-08-13,33.0646
2019-08-14,33.0646
2019-08-15,33.0646
2019-08-16,33.0646
2019-08-17,33.0646
2019-08-18,33.0646
2019-08-19,33.0646
2019-08-20,33.0646
2019-08-21,33.0646
2019-08-22,33.0646
2019-08-23,33.0646
2019-08-24,33.0646
2019-08-25,33.0646
2019-08-26,33.0646
2019-08-27,33.0646
2019-08-28,33.0646
2019-08-29,33.0646
2019-08-30,33.0646
2019-08-31,33.0646
2019-09-01,33.0646
2019-09-02,33.0646
2019-09-03,33.0646
2019-09-04,33.0646
2019-09-05,33.0646
2019-09-06,33.0646
2019-09-07,33.0646
2019-09-08,33.0646
2019-09-09,33.0646
2019-09-10,33.0646
2019-09-11,33.0646
2019-09-12,33.0646
2019-09-13,33.0646
2019-09-14,33.0646
2019-09-15,33.0646
2019-09-16,33.0646
2019-09-17,33.0646
2019-09-18,33.0646
2019-09-19,33.0646
2019-09-20,33.0646
2019-09-21,33.0646
2019-09-22,33.0646
2019-09-23,33.0646
2019-09-24,33.0646
2019-09-25,33.0646
